아이진(185490),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-08-27,21450,21450,20100,20900,7745,177027.0,8470185.0
2015-08-28,22400,22900,21500,22200,2327,188038.0,8470185.0
2015-08-31,22200,22200,21550,21800,561,184650.0,8470185.0
2015-09-01,21950,22250,18550,20300,34708,171945.0,8470185.0
2015-09-02,20000,20300,17900,20300,39434,171945.0,8470185.0
2015-09-03,20300,20300,19700,20200,881,171098.0,8470185.0
2015-09-04,20550,20600,19000,20400,6579,172792.0,8470185.0
2015-09-07,20250,20400,19450,20400,1062,172792.0,8470185.0
2015-09-08,20350,20350,17350,19450,5392,164745.0,8470185.0
2015-09-09,19400,20000,16700,18050,56856,152887.0,8470185.0
2015-09-10,18650,19000,15400,19000,40957,160934.0,8470185.0
2015-09-11,17000,18750,17000,18450,4129,156275.0,8470185.0
2015-09-14,20100,20100,17800,18850,1984,159663.0,8470185.0
2015-09-15,19400,19400,18000,18950,6879,160510.0,8470185.0
2015-09-16,19450,19450,19000,19000,8764,160934.0,8470185.0
2015-09-17,19900,20000,18750,19400,12285,164322.0,8470185.0
2015-09-18,20400,21500,19600,21400,30506,181262.0,8470185.0
2015-09-21,22000,22000,20800,21800,19209,184650.0,8470185.0
2015-09-22,22900,22900,21600,22050,16962,186768.0,8470185.0
2015-09-23,22700,22700,21000,21900,11371,185497.0,8470185.0
2015-09-24,21950,22900,20850,22800,9246,193120.0,8470185.0
2015-09-25,23000,23750,21000,21050,13780,178297.0,8470185.0
2015-09-30,21700,21700,19550,20400,4829,172792.0,8470185.0
2015-10-01,20800,20800,19950,20350,5101,172368.0,8470185.0
2015-10-02,20800,20800,19700,20000,7369,169404.0,8470185.0
2015-10-05,22100,22100,19000,19200,3678,162628.0,8470185.0
2015-10-06,20350,20350,20350,20350,2,172368.0,8470185.0
2015-10-07,20750,20750,18500,19800,934,167710.0,8470185.0
2015-10-08,20500,20500,18400,19800,3058,167710.0,8470185.0
2015-10-12,20400,20400,18500,19700,1483,166863.0,8470185.0
2015-10-13,19650,19650,16800,18400,11304,155851.0,8470185.0
2015-10-14,18900,19700,16800,17300,4699,146534.0,8470185.0
2015-10-15,17900,19400,16750,19000,20227,160934.0,8470185.0
2015-10-16,19350,19350,19250,19250,274,163051.0,8470185.0
2015-10-19,19400,19400,19000,19000,30,160934.0,8470185.0
2015-10-20,19250,19250,18350,19100,235,161781.0,8470185.0
2015-10-21,19050,19100,18100,18500,6838,156698.0,8470185.0
2015-10-22,18800,19000,16450,18300,16784,155004.0,8470185.0
2015-10-23,19000,19000,16900,18350,6655,155428.0,8470185.0
2015-10-26,18800,18850,17500,17500,2760,148228.0,8470185.0
2015-10-27,18350,18800,17250,18650,2363,157969.0,8470185.0
2015-10-28,19450,19450,18100,18350,25549,155428.0,8470185.0
2015-10-29,18900,19300,18000,19300,17674,163475.0,8470185.0
2015-10-30,19300,19800,17700,18800,4185,159239.0,8470185.0
2015-11-02,18750,18750,17800,18650,3078,157969.0,8470185.0
2015-11-03,18550,18550,17000,18450,5177,156275.0,8470185.0
2015-11-04,19750,19750,16900,17500,26242,148228.0,8470185.0
2015-11-05,17500,18800,16900,18400,39458,155851.0,8470185.0
2015-11-06,18400,19250,18400,19200,8209,162628.0,8470185.0
2015-11-09,20350,20350,19000,19750,2441,167286.0,8470185.0
2015-11-10,19700,19700,18800,19500,9980,165169.0,8470185.0
2015-11-11,19700,19700,19050,19450,5514,164745.0,8470185.0
2015-11-12,19800,19800,18000,18400,8008,155851.0,8470185.0
2015-11-13,18050,18900,16800,18300,8978,155004.0,8470185.0
2015-11-16,12900,14700,12300,13100,1587169,131000.0,10000000.0
2015-11-17,13100,14000,12500,13250,467226,132500.0,10000000.0
2015-11-18,13250,13500,12300,12300,246373,123000.0,10000000.0
2015-11-19,12550,12550,11500,12550,272533,125500.0,10000000.0
2015-11-20,12550,12900,12150,12550,162560,125500.0,10000000.0
2015-11-23,12550,12550,11850,12000,110213,120000.0,10000000.0
2015-11-24,12100,12100,11300,11600,148076,116000.0,10000000.0
2015-11-25,11700,13400,11700,12750,304427,127500.0,10000000.0
2015-11-26,12700,13650,12500,13150,189146,131500.0,10000000.0
2015-11-27,12950,13450,12800,13200,97729,132000.0,10000000.0
2015-11-30,13100,13200,12450,12750,55903,127500.0,10000000.0
2015-12-01,12550,13050,11850,12150,174205,121500.0,10000000.0
2015-12-02,12200,13200,11900,12950,173375,129500.0,10000000.0
2015-12-03,13050,14200,12700,14050,476926,140500.0,10000000.0
2015-12-04,13800,14600,13700,14200,185945,142000.0,10000000.0
2015-12-07,14350,14350,13600,14200,81754,142000.0,10000000.0
2015-12-08,13950,14350,13500,14150,103685,141500.0,10000000.0
2015-12-09,14150,14200,13600,13600,47754,136000.0,10000000.0
2015-12-10,13500,13600,12950,13400,61076,134000.0,10000000.0
2015-12-11,13300,13300,12650,12750,46487,127500.0,10000000.0
2015-12-14,12450,12850,11800,12300,158560,123000.0,10000000.0
2015-12-15,12450,12900,12050,12650,65410,126500.0,10000000.0
2015-12-16,12900,12900,12150,12300,135632,123000.0,10000000.0
2015-12-17,12200,12650,12200,12350,77099,123500.0,10000000.0
2015-12-18,12300,12500,12000,12350,55026,123500.0,10000000.0
2015-12-21,12350,12350,12000,12000,81568,120000.0,10000000.0
2015-12-22,11900,12500,11500,12450,175397,124500.0,10000000.0
2015-12-23,12550,13750,12250,12800,249149,128000.0,10000000.0
2015-12-24,12850,13400,12750,13100,112843,131000.0,10000000.0
2015-12-28,13150,14450,12700,13750,203006,137500.0,10000000.0
2015-12-29,13800,14800,13700,14500,192002,145000.0,10000000.0
2015-12-30,14500,14800,14100,14700,116006,147000.0,10000000.0
2016-01-04,14500,15150,13900,13900,101779,139000.0,10000000.0
2016-01-05,13700,14300,13300,14000,69779,140000.0,10000000.0
2016-01-06,14000,15000,13850,14800,246954,148000.0,10000000.0
2016-01-07,14800,17600,14750,16300,649556,163000.0,10000000.0
2016-01-08,15850,19250,15550,18500,659530,185000.0,10000000.0
2016-01-11,18300,19500,17300,17600,325143,176000.0,10000000.0
2016-01-12,17950,19450,16850,18650,357521,186500.0,10000000.0
2016-01-13,18550,19750,17700,18450,252388,184500.0,10000000.0
2016-01-14,18000,18150,17000,17350,197820,173500.0,10000000.0
2016-01-15,17800,19500,17750,18450,268191,184500.0,10000000.0
2016-01-18,18200,22300,18100,20400,700889,204000.0,10000000.0
2016-01-19,20400,23250,20400,22800,446872,228000.0,10000000.0
2016-01-20,23700,23950,21000,22400,432431,224000.0,10000000.0
2016-01-21,24500,26500,23200,23650,743936,236500.0,10000000.0
2016-01-22,23000,25000,22250,23200,371876,232000.0,10000000.0
2016-01-25,23200,26000,23050,25600,441530,256000.0,10000000.0
2016-01-26,25800,26200,24500,25850,288667,258500.0,10000000.0
2016-01-27,26000,26700,25700,26600,351409,266000.0,10000000.0
2016-01-28,26850,27100,25850,26550,172164,265500.0,10000000.0
2016-01-29,26700,28500,25100,27600,791638,276000.0,10000000.0
2016-02-01,28050,28500,27150,27750,142389,277500.0,10000000.0
2016-02-02,27500,27950,26950,27100,129269,271000.0,10000000.0
2016-02-03,26800,27000,24950,26000,305005,260000.0,10000000.0
2016-02-04,25800,26600,23750,23750,427676,237500.0,10000000.0
2016-02-05,23350,24750,22350,23750,291010,237500.0,10000000.0
2016-02-11,22400,23700,21350,21550,217341,215500.0,10000000.0
2016-02-12,21500,22400,17500,17900,678400,179000.0,10000000.0
2016-02-15,18500,20050,18450,19950,421594,199500.0,10000000.0
2016-02-16,20500,22500,20400,21350,418242,213500.0,10000000.0
2016-02-17,21600,22050,19800,20000,249291,200000.0,10000000.0
2016-02-18,20550,21000,19200,20100,328262,201000.0,10000000.0
2016-02-19,20000,20200,19050,19900,181302,199000.0,10000000.0
2016-02-22,19900,20800,19400,19950,175635,199500.0,10000000.0
2016-02-23,20150,20450,19000,19000,109169,190000.0,10000000.0
2016-02-24,18600,20050,18400,19050,142422,190500.0,10000000.0
2016-02-25,19250,20450,19100,20150,254938,201500.0,10000000.0
2016-02-26,20200,22100,20200,21600,450617,216000.0,10000000.0
2016-02-29,21300,22200,20250,20750,283247,207500.0,10000000.0
2016-03-02,20900,21350,20500,21100,257961,211000.0,10000000.0
2016-03-03,20800,23000,20450,23000,553379,230000.0,10000000.0
2016-03-04,23200,24950,22700,23950,494298,239500.0,10000000.0
2016-03-07,23950,24850,23100,23100,230321,231000.0,10000000.0
2016-03-08,22900,24000,22300,23400,239715,234000.0,10000000.0
2016-03-09,23150,24850,23150,24300,265523,243000.0,10000000.0
2016-03-10,24500,26000,24200,25650,339125,256782.0,10011000.0
2016-03-11,25750,26700,24950,26150,285535,261788.0,10011000.0
2016-03-14,26200,26400,24400,24400,317944,244268.0,10011000.0
2016-03-15,25300,26450,24400,24850,314281,248773.0,10011000.0
2016-03-16,25300,25450,23800,25200,188767,252277.0,10011000.0
2016-03-17,25300,25350,24100,24550,172087,245770.0,10011000.0
2016-03-18,24550,24550,23500,24400,192977,244268.0,10011000.0
2016-03-21,24450,25250,23400,23700,261663,237261.0,10011000.0
2016-03-22,23950,24400,23400,23700,158935,237261.0,10011000.0
2016-03-23,23850,25200,23550,24850,299678,248773.0,10011000.0
2016-03-24,25050,25050,24100,24100,141311,241265.0,10011000.0
2016-03-25,24200,24750,23600,24100,120945,241265.0,10011000.0
2016-03-28,24100,24100,22750,22850,207027,228751.0,10011000.0
2016-03-29,22550,23400,22350,23350,117808,233757.0,10011000.0
2016-03-30,23350,23800,22700,23600,133342,236260.0,10011000.0
2016-03-31,23550,23900,22800,22950,124951,229752.0,10011000.0
2016-04-01,23000,23450,22800,23000,93096,230253.0,10011000.0
2016-04-04,23300,25150,23200,25150,325571,251777.0,10011000.0
2016-04-05,25300,26500,24600,26300,390466,263289.0,10011000.0
2016-04-06,26050,26600,25550,25850,203897,258784.0,10011000.0
2016-04-07,26000,26400,25450,26200,169914,262288.0,10011000.0
2016-04-08,26150,27500,25650,25650,188351,256782.0,10011000.0
2016-04-11,25650,25750,24250,24250,152767,242767.0,10011000.0
2016-04-12,24100,24600,23500,23950,128702,239763.0,10011000.0
2016-04-14,23950,24450,23400,23700,128225,237261.0,10011000.0
2016-04-15,23700,24750,23600,24150,115463,241766.0,10011000.0
2016-04-18,24300,25200,24150,24850,80521,248773.0,10011000.0
2016-04-19,24950,25200,24450,24900,84637,249274.0,10011000.0
2016-04-20,24900,24900,24000,24600,92342,246271.0,10011000.0
2016-04-21,24500,24750,23750,23950,114777,239763.0,10011000.0
2016-04-22,23850,24700,23450,24150,152178,241911.0,10017000.0
2016-04-25,24200,24450,23900,24450,77679,244916.0,10017000.0
2016-04-26,24650,24650,23650,23850,90465,238905.0,10017000.0
2016-04-27,23750,23950,22100,22300,332487,223379.0,10017000.0
2016-04-28,22250,23700,21500,23450,207371,234899.0,10017000.0
2016-04-29,23800,23800,22550,22600,102491,226384.0,10017000.0
2016-05-02,22600,23000,22150,22400,76146,224381.0,10017000.0
2016-05-03,22500,23000,22400,22700,59249,227386.0,10017000.0
2016-05-04,22550,22750,21800,22050,76049,220875.0,10017000.0
2016-05-09,22050,22100,20750,21000,119247,210357.0,10017000.0
2016-05-10,21100,21850,20900,21850,89747,218871.0,10017000.0
2016-05-11,21950,22000,20950,21500,65364,215366.0,10017000.0
2016-05-12,21400,21450,20850,21150,57914,211860.0,10017000.0
2016-05-13,21150,21900,20950,21450,74524,214865.0,10017000.0
2016-05-16,21450,22900,21450,22600,138562,226384.0,10017000.0
2016-05-17,22600,22700,21850,22250,77666,222878.0,10017000.0
2016-05-18,22150,22150,21300,21350,76773,213863.0,10017000.0
2016-05-19,21350,22150,20600,21100,100207,211359.0,10017000.0
2016-05-20,20700,21700,20700,21400,37689,214364.0,10017000.0
2016-05-23,21600,22500,21400,22350,103892,223880.0,10017000.0
2016-05-24,22250,23250,21950,22250,104363,222878.0,10017000.0
2016-05-25,22700,22700,21900,22150,98800,221877.0,10017000.0
2016-05-26,22700,23600,22500,22800,131038,228388.0,10017000.0
2016-05-27,22800,23000,22100,22200,90949,222377.0,10017000.0
2016-05-30,22200,22200,21150,21750,70264,217870.0,10017000.0
2016-05-31,21600,21900,21250,21900,57588,219372.0,10017000.0
2016-06-01,21700,21850,21400,21600,76967,216367.0,10017000.0
2016-06-02,21600,22750,21350,22700,155170,227386.0,10017000.0
2016-06-03,22950,24400,22650,23850,255430,238905.0,10017000.0
2016-06-07,24100,24450,23550,24000,145179,240408.0,10017000.0
2016-06-08,24050,24050,23150,23500,156338,235400.0,10017000.0
2016-06-09,23600,25500,23500,24800,705784,248422.0,10017000.0
2016-06-10,25500,26850,25300,26000,778072,260442.0,10017000.0
2016-06-13,25400,25600,24650,24700,285811,247667.0,10027000.0
2016-06-14,24550,24700,23550,24000,209792,240648.0,10027000.0
2016-06-15,24000,24900,23550,24300,154125,243656.0,10027000.0
2016-06-16,24400,24500,22950,23450,184034,235133.0,10027000.0
2016-06-17,23600,23850,22900,23700,106147,237640.0,10027000.0
2016-06-20,24000,24500,23550,24100,131371,241651.0,10027000.0
2016-06-21,24200,24200,23700,23800,81729,238643.0,10027000.0
2016-06-22,23800,24200,23500,23600,90672,236637.0,10027000.0
2016-06-23,23550,24100,22900,23600,145302,236637.0,10027000.0
2016-06-24,23850,24250,20900,21350,506594,214076.0,10027000.0
2016-06-27,20650,22050,20000,21450,147728,215079.0,10027000.0
2016-06-28,20800,22250,20800,22100,172181,221597.0,10027000.0
2016-06-29,22250,22900,22250,22500,91757,225608.0,10027000.0
2016-06-30,22750,22900,22100,22150,90910,222098.0,10027000.0
2016-07-01,22350,23300,22300,23200,135086,232626.0,10027000.0
2016-07-04,23350,23550,22700,22800,94177,228616.0,10027000.0
2016-07-05,22800,23200,22400,22650,73974,227112.0,10027000.0
2016-07-06,22500,22600,21800,22200,99200,222599.0,10027000.0
2016-07-07,22500,23300,22100,23250,146605,233128.0,10027000.0
2016-07-08,23250,23450,22350,22800,130894,228616.0,10027000.0
2016-07-11,23200,23250,22700,23050,79496,231122.0,10027000.0
2016-07-12,23300,25250,23100,25200,430956,252680.0,10027000.0
2016-07-13,25500,25800,24600,25400,405463,254686.0,10027000.0
2016-07-14,25650,25700,24800,25150,176664,252179.0,10027000.0
2016-07-15,25100,26450,24600,25150,359240,252179.0,10027000.0
2016-07-18,25200,25200,23900,24050,177179,241149.0,10027000.0
2016-07-19,24000,24250,23150,23450,201181,235133.0,10027000.0
2016-07-20,23600,25950,23050,24150,420886,242152.0,10027000.0
2016-07-21,24200,24600,23650,24200,155357,242653.0,10027000.0
2016-07-22,24200,24800,23800,23800,146065,238643.0,10027000.0
2016-07-25,23800,23950,23300,23650,85025,237139.0,10027000.0
2016-07-26,23650,24300,23650,23850,108665,239144.0,10027000.0
2016-07-27,23850,24150,22950,23050,126319,231122.0,10027000.0
2016-07-28,23050,23400,22400,23100,147035,231624.0,10027000.0
2016-07-29,23150,23750,22800,23500,74478,235634.0,10027000.0
2016-08-01,24000,24350,23500,24000,133129,240648.0,10027000.0
2016-08-02,24000,24100,23500,23600,75626,236637.0,10027000.0
2016-08-03,23400,23450,22300,22300,176681,223602.0,10027000.0
2016-08-04,22450,22800,22350,22600,65835,226610.0,10027000.0
2016-08-05,22600,22650,21550,21950,129830,220093.0,10027000.0
2016-08-08,22000,22500,21700,22150,55506,222098.0,10027000.0
2016-08-09,22300,23450,22100,22900,114830,229618.0,10027000.0
2016-08-10,22950,23600,22900,23250,88190,233128.0,10027000.0
2016-08-11,23250,23400,22550,22550,52101,226109.0,10027000.0
2016-08-12,22650,23000,22250,22600,48158,226610.0,10027000.0
2016-08-16,22600,22900,22000,22050,77659,221095.0,10027000.0
2016-08-17,22250,22300,21850,22150,29217,222098.0,10027000.0
2016-08-18,22250,22550,21950,21950,31613,220093.0,10027000.0
2016-08-19,21950,22450,21800,22350,41173,224103.0,10027000.0
2016-08-22,22700,22700,21500,21600,85714,216583.0,10027000.0
2016-08-23,21500,21850,21200,21300,65547,213575.0,10027000.0
2016-08-24,21350,21750,20850,21350,67098,214076.0,10027000.0
2016-08-25,21100,21600,20850,21400,41850,214578.0,10027000.0
2016-08-26,21150,21800,21100,21500,30120,215580.0,10027000.0
2016-08-29,21700,21850,20400,20800,93559,208562.0,10027000.0
2016-08-30,20650,21600,20650,21450,50520,215079.0,10027000.0
2016-08-31,21450,21450,20350,21050,44613,211068.0,10027000.0
2016-09-01,21100,21200,20500,20950,45225,210066.0,10027000.0
2016-09-02,21250,21250,20550,20950,59746,210066.0,10027000.0
2016-09-05,20800,21050,19850,19900,162712,199537.0,10027000.0
2016-09-06,19950,20100,18550,18900,226826,189510.0,10027000.0
2016-09-07,19100,19950,18900,19250,103538,193020.0,10027000.0
2016-09-08,19250,19400,18250,19350,148150,194022.0,10027000.0
2016-09-09,19350,19500,18750,19200,51523,192518.0,10027000.0
2016-09-12,18650,19000,18250,18250,59516,182993.0,10027000.0
2016-09-13,18250,18550,18050,18500,68067,185500.0,10027000.0
2016-09-19,18300,18800,18000,18800,45513,188508.0,10027000.0
2016-09-20,18600,19400,18400,19400,52361,194524.0,10027000.0
2016-09-21,19300,19400,18700,19100,46894,191516.0,10027000.0
2016-09-22,19000,19300,18600,18650,66220,187004.0,10027000.0
2016-09-23,18800,19150,18700,19150,48905,192017.0,10027000.0
2016-09-26,18850,19150,18450,19000,62884,190513.0,10027000.0
2016-09-27,19050,19050,18600,18800,35964,188508.0,10027000.0
2016-09-28,18700,19000,18550,19000,29491,190513.0,10027000.0
2016-09-29,18850,19100,18650,18750,46378,188006.0,10027000.0
2016-09-30,18650,18700,16800,17250,299893,172966.0,10027000.0
2016-10-04,16650,17150,15850,16800,137692,168454.0,10027000.0
2016-10-05,16800,16950,15850,16000,104293,160432.0,10027000.0
2016-10-06,15950,16200,15200,15300,166609,153413.0,10027000.0
2016-10-07,15400,15900,14250,14450,186835,144890.0,10027000.0
2016-10-10,14550,15300,14200,15300,106295,153413.0,10027000.0
2016-10-11,15200,15400,14700,15000,59605,150405.0,10027000.0
2016-10-12,15000,15000,14000,14500,170478,145392.0,10027000.0
2016-10-13,14500,14600,13500,13700,141590,137370.0,10027000.0
2016-10-14,13650,13950,12850,13100,209085,131354.0,10027000.0
2016-10-17,13100,13300,12400,13250,109020,132858.0,10027000.0
2016-10-18,13250,13350,12650,12900,76755,129348.0,10027000.0
2016-10-19,13000,13400,12650,13400,77299,134362.0,10027000.0
2016-10-20,13450,13650,12800,13100,91278,131354.0,10027000.0
2016-10-21,13200,13300,12800,12900,46480,129348.0,10027000.0
2016-10-24,12800,12950,12250,12400,71701,124335.0,10027000.0
2016-10-25,12300,12500,11500,11500,176095,115310.0,10027000.0
2016-10-26,11500,12100,11350,11650,143888,116815.0,10027000.0
2016-10-27,11800,12800,11700,12800,150246,128346.0,10027000.0
2016-10-28,12700,12850,11700,11850,116498,118820.0,10027000.0
2016-10-31,11800,11950,10900,11100,102726,111300.0,10027000.0
2016-11-01,11100,11900,11050,11750,77219,117817.0,10027000.0
2016-11-02,11400,11550,10550,10750,126338,107790.0,10027000.0
2016-11-03,10500,11200,10450,10950,141018,109796.0,10027000.0
2016-11-04,10850,11500,10800,11300,102443,113305.0,10027000.0
2016-11-07,11400,11400,10900,11200,70418,112302.0,10027000.0
2016-11-08,11400,11650,10900,11150,110616,111801.0,10027000.0
2016-11-09,11200,11750,9900,10550,306047,105785.0,10027000.0
2016-11-10,11300,12100,11000,12100,283365,121327.0,10027000.0
2016-11-11,12100,12350,11450,11700,193687,117316.0,10027000.0
2016-11-14,11700,11700,11000,11150,110287,111801.0,10027000.0
2016-11-15,11050,11150,10350,10350,174041,103779.0,10027000.0
2016-11-16,10450,11000,10350,10900,145701,109294.0,10027000.0
2016-11-17,10900,10950,10500,10700,83824,107289.0,10027000.0
2016-11-18,10650,10750,9990,10150,259544,101774.0,10027000.0
2016-11-21,10150,10150,9840,9930,68430,99568.0,10027000.0
2016-11-22,10100,10200,9910,10000,73994,100270.0,10027000.0
2016-11-23,9960,10100,9740,9780,106622,98064.0,10027000.0
2016-11-24,9900,10000,9710,9780,71627,98064.0,10027000.0
2016-11-25,9760,9940,9600,9750,63451,97763.0,10027000.0
2016-11-28,9820,9820,9260,9260,118756,92850.0,10027000.0
2016-11-29,9390,10500,9170,9340,282978,93652.0,10027000.0
2016-11-30,9480,9490,9170,9330,62283,93552.0,10027000.0
2016-12-01,9350,9450,9240,9330,33921,93552.0,10027000.0
2016-12-02,9330,9420,9260,9310,26613,93351.0,10027000.0
2016-12-05,9280,9340,8850,8850,69328,88739.0,10027000.0
2016-12-06,8800,9300,8800,9100,52658,91246.0,10027000.0
2016-12-07,9010,9140,8350,8520,118939,85430.0,10027000.0
2016-12-08,8530,8650,8470,8500,77058,85230.0,10027000.0
2016-12-09,8510,8990,8510,8820,119287,88438.0,10027000.0
2016-12-12,9070,9280,8880,9200,172401,92248.0,10027000.0
2016-12-13,9450,9800,9340,9720,225163,97462.0,10027000.0
2016-12-14,9850,9850,9500,9670,82351,96961.0,10027000.0
2016-12-15,9730,10100,9640,10100,140613,101273.0,10027000.0
2016-12-16,10150,10150,9860,9940,57193,99668.0,10027000.0
2016-12-19,10000,10100,9840,9940,55909,99668.0,10027000.0
2016-12-20,9940,9980,9650,9650,46100,96761.0,10027000.0
2016-12-21,9720,9910,9620,9710,35464,97362.0,10027000.0
2016-12-22,9710,9840,9620,9720,42369,97462.0,10027000.0
2016-12-23,9650,10000,9590,9920,92253,99468.0,10027000.0
2016-12-26,9990,9990,9780,9800,36434,98265.0,10027000.0
2016-12-27,9700,9900,9700,9760,25425,97864.0,10027000.0
2016-12-28,9760,10900,9760,10800,347922,108292.0,10027000.0
2016-12-29,11000,11950,10700,11250,407715,112916.0,10037000.0
2017-01-02,11350,11350,10750,10950,94387,109905.0,10037000.0
2017-01-03,11000,11550,10750,11350,130714,113920.0,10037000.0
2017-01-04,11450,12050,11100,12050,199515,120946.0,10037000.0
2017-01-05,12100,12700,11800,12300,208605,123455.0,10037000.0
2017-01-06,12300,12400,11850,12200,69353,122451.0,10037000.0
2017-01-09,12200,12250,11350,11650,148148,116931.0,10037000.0
2017-01-10,11650,11700,11300,11400,66500,114422.0,10037000.0
2017-01-11,11350,11600,10950,11100,97409,111411.0,10037000.0
2017-01-12,11050,12450,10600,11700,448107,117433.0,10037000.0
2017-01-13,11600,11900,11300,11400,91293,114422.0,10037000.0
2017-01-16,11500,11900,11200,11300,85238,113418.0,10037000.0
2017-01-17,11250,11500,10850,10850,62939,108901.0,10037000.0
2017-01-18,10800,11050,10550,10700,44047,107396.0,10037000.0
2017-01-19,10700,10950,10250,10250,61049,102879.0,10037000.0
2017-01-20,10150,10500,10150,10150,32422,101876.0,10037000.0
2017-01-23,10100,10200,9750,9810,70818,98463.0,10037000.0
2017-01-24,9890,9930,9700,9810,30797,98463.0,10037000.0
2017-01-25,9810,10200,9710,9810,32642,98463.0,10037000.0
2017-01-26,10000,10000,9650,9810,40817,98463.0,10037000.0
2017-01-31,9730,9770,9280,9430,36998,94649.0,10037000.0
2017-02-01,9540,10200,9370,10000,73745,100370.0,10037000.0
2017-02-02,10000,10000,9700,9800,41696,98363.0,10037000.0
2017-02-03,9810,10100,9800,9900,35717,99366.0,10037000.0
2017-02-06,9900,10550,9800,10500,112906,105388.0,10037000.0
2017-02-07,10600,10850,10150,10800,112187,108400.0,10037000.0
2017-02-08,10800,10800,10350,10450,39634,104887.0,10037000.0
2017-02-09,10500,10500,10050,10200,38005,102377.0,10037000.0
2017-02-10,10150,10400,9970,9970,58064,100069.0,10037000.0
2017-02-13,9850,9950,9600,9700,56875,97359.0,10037000.0
2017-02-14,9660,9860,9610,9730,27329,97660.0,10037000.0
2017-02-15,9710,10200,9710,10050,58702,100872.0,10037000.0
2017-02-16,10150,10250,9880,9920,58008,99567.0,10037000.0
2017-02-17,10100,10100,9830,9850,16647,98864.0,10037000.0
2017-02-20,9800,9980,9670,9880,29722,99166.0,10037000.0
2017-02-21,9800,10050,9750,10000,53148,100370.0,10037000.0
2017-02-22,10100,10200,9860,9950,29013,99868.0,10037000.0
2017-02-23,10050,10100,9800,9850,33367,98864.0,10037000.0
2017-02-24,9800,9960,9800,9830,28952,98664.0,10037000.0
2017-02-27,9850,9940,9740,9740,25272,97760.0,10037000.0
2017-02-28,9880,9880,9510,9630,22607,96656.0,10037000.0
2017-03-02,9730,9730,9200,9320,51161,93545.0,10037000.0
2017-03-03,9300,9310,8790,8920,53073,89530.0,10037000.0
2017-03-06,8770,9140,8770,9100,27291,91337.0,10037000.0
2017-03-07,9100,9150,8970,9100,11504,91337.0,10037000.0
2017-03-08,9110,9110,8850,9010,36359,90433.0,10037000.0
2017-03-09,8870,9010,8850,8850,35457,88827.0,10037000.0
2017-03-10,8850,8980,8710,8900,15790,89329.0,10037000.0
2017-03-13,8960,9070,8850,9070,18856,91036.0,10037000.0
2017-03-14,9070,9160,8840,8980,23288,90132.0,10037000.0
2017-03-15,9080,9080,8770,8800,26795,88326.0,10037000.0
2017-03-16,8720,8900,8720,8800,15850,88326.0,10037000.0
2017-03-17,8940,8950,8720,8760,26940,87924.0,10037000.0
2017-03-20,8750,8880,8620,8720,35734,87523.0,10037000.0
2017-03-21,8840,8840,8200,8270,87633,83006.0,10037000.0
2017-03-22,8250,8750,8140,8690,98934,87222.0,10037000.0
2017-03-23,8740,8740,8230,8400,26969,84311.0,10037000.0
2017-03-24,8360,8460,8170,8190,35986,82203.0,10037000.0
2017-03-27,8160,8280,8070,8160,31540,81902.0,10037000.0
2017-03-28,8110,8250,8110,8160,29087,81902.0,10037000.0
2017-03-29,8140,8320,8120,8190,111076,82203.0,10037000.0
2017-03-30,8200,8490,8130,8460,48587,84913.0,10037000.0
2017-03-31,8490,8870,8390,8800,48004,88326.0,10037000.0
2017-04-03,8820,9270,8510,9110,98185,91437.0,10037000.0
2017-04-04,9200,9210,8920,9040,42319,90734.0,10037000.0
2017-04-05,9270,9270,8900,8970,24410,90032.0,10037000.0
2017-04-06,8970,9020,8690,8960,40131,89932.0,10037000.0
2017-04-07,8950,9490,8820,9350,70800,93846.0,10037000.0
2017-04-10,9400,9450,9110,9110,37015,91437.0,10037000.0
2017-04-11,9050,9380,8870,9200,46009,92340.0,10037000.0
2017-04-12,9340,9340,9050,9100,13767,91337.0,10037000.0
2017-04-13,9190,9250,9010,9200,16847,92340.0,10037000.0
2017-04-14,9200,9200,8800,9000,18198,90333.0,10037000.0
2017-04-17,8870,9180,8870,9130,13026,91638.0,10037000.0
2017-04-18,9250,9250,9050,9110,15839,91437.0,10037000.0
2017-04-19,9100,9170,8950,9040,21982,90734.0,10037000.0
2017-04-20,9090,9090,8900,9030,18837,90634.0,10037000.0
2017-04-21,9030,9900,9030,9770,187664,98061.0,10037000.0
2017-04-24,9900,10400,9660,10250,172306,102879.0,10037000.0
2017-04-25,10400,10400,9980,9980,48096,100169.0,10037000.0
2017-04-26,10100,10150,9830,9970,32033,100069.0,10037000.0
2017-04-27,10100,10250,9920,9950,36739,99868.0,10037000.0
2017-04-28,10050,10050,9620,9690,22354,97259.0,10037000.0
2017-05-02,9690,9780,9560,9560,25992,95954.0,10037000.0
2017-05-04,9550,9800,9550,9800,20917,98363.0,10037000.0
2017-05-08,9750,10100,9750,10000,36758,100370.0,10037000.0
2017-05-10,10000,10150,9880,9940,31870,99768.0,10037000.0
2017-05-11,9970,10050,9830,9890,25862,99266.0,10037000.0
2017-05-12,9990,10000,9790,9850,22142,98864.0,10037000.0
2017-05-15,9850,9980,9800,9920,11957,99567.0,10037000.0
2017-05-16,9930,9940,9500,9500,37954,95352.0,10037000.0
2017-05-17,9600,9690,9260,9480,31654,95151.0,10037000.0
