아이에스이커머스(069920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-08-19,1500,1530,1465,1530,1313,18623.0,12172146.0
2009-08-20,1485,1530,1480,1520,601,18502.0,12172146.0
2009-08-21,1520,1530,1490,1525,4848,18563.0,12172146.0
2009-08-24,1530,1540,1440,1500,7239,18258.0,12172146.0
2009-08-25,1455,1520,1370,1465,11465,17832.0,12172146.0
2009-08-26,1455,1470,1430,1440,25077,17528.0,12172146.0
2009-08-27,1420,1535,1420,1460,811,17771.0,12172146.0
2009-08-28,1465,1530,1380,1455,10880,17710.0,12172146.0
2009-08-31,1405,1460,1405,1440,3657,17528.0,12172146.0
2009-09-01,1405,1540,1405,1540,6002,18745.0,12172146.0
2009-09-02,1500,1745,1450,1685,16727,20510.0,12172146.0
2009-09-03,1685,1750,1600,1750,45882,21301.0,12172146.0
2009-09-04,1755,1760,1680,1745,6294,21240.0,12172146.0
2009-09-07,1660,1745,1660,1695,1419,20632.0,12172146.0
2009-09-08,1615,1660,1560,1560,6101,18989.0,12172146.0
2009-09-09,1560,1615,1460,1510,7258,18380.0,12172146.0
2009-09-10,1525,1690,1490,1690,6282,20571.0,12172146.0
2009-09-11,1940,1940,1685,1725,6594,20997.0,12172146.0
2009-09-14,1725,1725,1645,1675,608,20388.0,12172146.0
2009-09-15,1650,1650,1540,1570,2667,19110.0,12172146.0
2009-09-16,1570,1700,1510,1695,1001,20632.0,12172146.0
2009-09-17,1720,1730,1610,1690,4820,20571.0,12172146.0
2009-09-18,1730,1785,1660,1710,4416,20814.0,12172146.0
2009-09-21,1700,1700,1560,1600,12441,19475.0,12172146.0
2009-09-22,1595,1595,1560,1575,1078,19171.0,12172146.0
2009-09-23,1605,1605,1500,1575,6464,19171.0,12172146.0
2009-09-24,1565,1575,1540,1575,39,19171.0,12172146.0
2009-09-25,1600,1600,1530,1595,932,19415.0,12172146.0
2009-09-28,1590,1590,1515,1570,271,19110.0,12172146.0
2009-09-29,1595,1595,1405,1470,12097,17893.0,12172146.0
2009-09-30,1430,1480,1430,1470,816,17893.0,12172146.0
2009-10-01,1380,1470,1380,1455,5340,17710.0,12172146.0
2009-10-05,1400,1450,1400,1450,59,17650.0,12172146.0
2009-10-06,1490,1505,1430,1450,3399,17650.0,12172146.0
2009-10-07,1470,1500,1450,1485,140,18076.0,12172146.0
2009-10-08,1485,1530,1435,1435,444,17467.0,12172146.0
2009-10-09,1500,1530,1435,1480,9434,18015.0,12172146.0
2009-10-12,1460,1545,1430,1460,4195,17771.0,12172146.0
2009-10-13,1460,1475,1410,1445,3474,17589.0,12172146.0
2009-10-14,1465,1500,1445,1485,2414,18076.0,12172146.0
2009-10-15,1495,1495,1450,1485,1154,18076.0,12172146.0
2009-10-16,1500,1500,1430,1430,471,17406.0,12172146.0
2009-10-19,1435,1485,1435,1435,1486,17467.0,12172146.0
2009-10-20,1630,1640,1435,1520,187080,18502.0,12172146.0
2009-10-21,1525,1640,1475,1600,201,19475.0,12172146.0
2009-10-22,1600,1610,1510,1545,2583,18806.0,12172146.0
2009-10-23,1510,1570,1510,1565,2508,19049.0,12172146.0
2009-10-26,1700,1700,1550,1555,178,18928.0,12172146.0
2009-10-27,1675,1675,1510,1560,546,18989.0,12172146.0
2009-10-28,1570,1580,1510,1510,122,18380.0,12172146.0
2009-10-29,1700,1700,1445,1490,20300,18136.0,12172146.0
2009-10-30,1635,1635,1430,1475,2010,17954.0,12172146.0
2009-11-02,1475,1545,1430,1430,1382,17406.0,12172146.0
2009-11-03,1435,1560,1405,1475,663,17954.0,12172146.0
2009-11-04,1480,1595,1475,1560,129,18989.0,12172146.0
2009-11-05,1530,1595,1480,1530,976,18623.0,12172146.0
2009-11-06,1455,1535,1455,1465,6275,17832.0,12172146.0
2009-11-09,1465,1630,1445,1515,4019,18441.0,12172146.0
2009-11-10,1515,1565,1460,1530,2331,18623.0,12172146.0
2009-11-11,1525,1525,1500,1525,36,18563.0,12172146.0
2009-11-12,1500,1520,1500,1520,14,18502.0,12172146.0
2009-11-13,1500,1500,1495,1495,196,18197.0,12172146.0
2009-11-16,1495,1585,1460,1530,6148,18623.0,12172146.0
2009-11-17,1530,1685,1525,1550,1943,18867.0,12172146.0
2009-11-18,1585,1585,1500,1540,1178,18745.0,12172146.0
2009-11-19,1540,1545,1465,1515,2571,18441.0,12172146.0
2009-11-20,1520,1535,1290,1355,41096,16493.0,12172146.0
2009-11-23,1355,1375,1310,1355,3225,16493.0,12172146.0
2009-11-24,1355,1405,1320,1340,35106,16311.0,12172146.0
2009-11-25,1325,1360,1310,1340,25229,16311.0,12172146.0
2009-11-26,1340,1385,1300,1325,24335,16128.0,12172146.0
2009-11-27,1305,1445,1280,1445,331343,17589.0,12172146.0
2009-11-30,1430,1545,1355,1545,14207,18806.0,12172146.0
2009-12-01,1530,1580,1490,1570,14551,19110.0,12172146.0
2009-12-02,1570,1650,1500,1650,21019,20084.0,12172146.0
2009-12-03,1600,1780,1565,1780,37042,21666.0,12172146.0
2009-12-04,1700,1740,1600,1600,22513,19475.0,12172146.0
2009-12-07,1585,1600,1535,1565,1190,19049.0,12172146.0
2009-12-08,1525,1530,1475,1475,30394,17954.0,12172146.0
2009-12-09,1595,1595,1470,1495,1887,18197.0,12172146.0
2009-12-10,1475,1520,1450,1475,9091,17954.0,12172146.0
2009-12-11,1455,1475,1400,1440,12761,17528.0,12172146.0
2009-12-14,1435,1450,1425,1450,966,17650.0,12172146.0
2009-12-15,1470,1470,1415,1450,5269,17650.0,12172146.0
2009-12-16,1450,1450,1410,1440,3665,17528.0,12172146.0
2009-12-17,1435,1435,1415,1435,208,17467.0,12172146.0
2009-12-18,1435,1445,1430,1445,5807,17589.0,12172146.0
2009-12-21,1480,1480,1420,1440,4600,17528.0,12172146.0
2009-12-22,1435,1435,1415,1435,3681,17467.0,12172146.0
2009-12-23,1465,1465,1420,1435,1805,17467.0,12172146.0
2009-12-24,1495,1495,1385,1420,6772,17284.0,12172146.0
2009-12-28,1420,1425,1405,1420,7586,17284.0,12172146.0
2009-12-29,1415,1435,1400,1415,7180,17224.0,12172146.0
2009-12-30,1365,1415,1365,1415,3429,17224.0,12172146.0
2010-01-04,1475,1475,1400,1435,2273,17467.0,12172146.0
2010-01-05,1485,1485,1375,1455,7584,17710.0,12172146.0
2010-01-06,1480,1480,1430,1455,1134,17710.0,12172146.0
2010-01-07,1415,1465,1415,1450,2198,17650.0,12172146.0
2010-01-08,1385,1470,1385,1445,2870,17589.0,12172146.0
2010-01-11,1500,1500,1435,1465,1795,17832.0,12172146.0
2010-01-12,1415,1485,1415,1480,2856,18015.0,12172146.0
2010-01-13,1465,1480,1450,1460,349,17771.0,12172146.0
2010-01-14,1450,1460,1450,1460,505,17771.0,12172146.0
2010-01-15,1425,1440,1320,1430,11690,17406.0,12172146.0
2010-01-18,1430,1430,1400,1420,144,17284.0,12172146.0
2010-01-19,1420,1590,1420,1450,5758,17650.0,12172146.0
2010-01-20,1445,1640,1435,1465,3719,17832.0,12172146.0
2010-01-21,1630,1630,1430,1475,5869,17954.0,12172146.0
2010-01-22,1475,1475,1420,1445,1016,17589.0,12172146.0
2010-01-25,1325,1470,1325,1430,2405,17406.0,12172146.0
2010-01-26,1500,1500,1425,1450,2997,17650.0,12172146.0
2010-01-27,1405,1465,1405,1450,62,17650.0,12172146.0
2010-01-28,1460,1460,1385,1420,824,17284.0,12172146.0
2010-01-29,1420,1450,1340,1425,9672,17345.0,12172146.0
2010-02-01,1425,1425,1340,1360,12555,16554.0,12172146.0
2010-02-02,1360,1440,1330,1440,6088,17528.0,12172146.0
2010-02-03,1460,1485,1385,1415,6159,17224.0,12172146.0
2010-02-04,1410,1440,1385,1440,6292,17528.0,12172146.0
2010-02-05,1440,1445,1360,1400,4035,17041.0,12172146.0
2010-02-08,1340,1420,1320,1420,15689,17284.0,12172146.0
2010-02-09,1405,1420,1405,1420,604,17284.0,12172146.0
2010-02-10,1420,1600,1370,1425,908,17345.0,12172146.0
2010-02-11,1425,1555,1390,1450,2274,17650.0,12172146.0
2010-02-12,1425,1495,1400,1455,6720,17710.0,12172146.0
2010-02-16,1455,1670,1450,1490,5107,18136.0,12172146.0
2010-02-17,1450,1490,1450,1480,4215,18015.0,12172146.0
2010-02-18,1480,1480,1455,1480,39,18015.0,12172146.0
2010-02-19,1480,1520,1400,1520,2517,18502.0,12172146.0
2010-02-22,1500,1510,1475,1510,11544,18380.0,12172146.0
2010-02-23,1545,1545,1470,1500,6780,18258.0,12172146.0
2010-02-24,1435,1590,1435,1550,16275,18867.0,12172146.0
2010-02-25,1500,1740,1500,1540,5610,18745.0,12172146.0
2010-02-26,1590,1770,1540,1645,93405,20023.0,12172146.0
2010-03-02,1790,1860,1630,1765,55579,21484.0,12172146.0
2010-03-03,1700,1800,1645,1680,11050,20449.0,12172146.0
2010-03-04,1800,1800,1500,1500,46471,18258.0,12172146.0
2010-03-05,1520,1525,1400,1450,14639,17650.0,12172146.0
2010-03-08,1450,1470,1420,1425,9342,17345.0,12172146.0
2010-03-09,1430,1450,1415,1425,9366,17345.0,12172146.0
2010-03-10,1425,1450,1375,1410,9639,17163.0,12172146.0
2010-03-11,1420,1440,1355,1395,12954,16980.0,12172146.0
2010-03-12,1400,1400,1360,1380,15645,16798.0,12172146.0
2010-03-15,1360,1425,1360,1425,8048,17345.0,12172146.0
2010-03-16,1375,1425,1375,1420,833,17284.0,12172146.0
2010-03-17,1370,1440,1370,1440,1584,17528.0,12172146.0
2010-03-18,1445,1485,1390,1485,9268,18076.0,12172146.0
2010-03-19,1480,1640,1430,1430,12150,17406.0,12172146.0
2010-03-22,1430,1490,1425,1455,1040,17710.0,12172146.0
2010-03-23,1455,1490,1410,1445,8653,17589.0,12172146.0
2010-03-24,1425,1555,1360,1410,11037,17163.0,12172146.0
2010-03-25,1410,1420,1385,1400,2779,17041.0,12172146.0
2010-03-26,1400,1490,1350,1365,32143,16615.0,12172146.0
2010-03-29,1325,1375,1325,1370,7175,16676.0,12172146.0
2010-03-30,1345,1370,1345,1370,8481,16676.0,12172146.0
2010-03-31,1365,1400,1350,1385,5231,16858.0,12172146.0
2010-04-01,1345,1365,1340,1365,17161,16615.0,12172146.0
2010-04-02,1390,1420,1380,1405,5736,17102.0,12172146.0
2010-04-05,1385,1490,1350,1350,10157,16432.0,12172146.0
2010-04-06,1345,1380,1345,1370,2022,16676.0,12172146.0
2010-04-07,1300,1440,1300,1390,15805,16919.0,12172146.0
2010-04-08,1390,1470,1375,1450,10161,17650.0,12172146.0
2010-04-09,1420,1520,1420,1465,9083,17832.0,12172146.0
2010-04-12,1465,1510,1430,1475,421,17954.0,12172146.0
2010-04-13,1455,1485,1455,1480,703,18015.0,12172146.0
2010-04-14,1480,1560,1450,1450,2697,17650.0,12172146.0
2010-04-15,1425,1580,1425,1470,860,17893.0,12172146.0
2010-04-16,1420,1535,1370,1370,13184,16676.0,12172146.0
2010-04-19,1370,1395,1330,1385,4074,16858.0,12172146.0
2010-04-20,1380,1390,1325,1385,7442,16858.0,12172146.0
2010-04-21,1355,1385,1350,1350,35656,16432.0,12172146.0
2010-04-22,1345,1370,1345,1365,16328,16615.0,12172146.0
2010-04-23,1370,1380,1345,1365,16827,16615.0,12172146.0
2010-04-26,1355,1420,1350,1390,11079,16919.0,12172146.0
2010-04-27,1425,1425,1370,1415,383,17224.0,12172146.0
2010-04-28,1360,1400,1360,1360,10747,16554.0,12172146.0
2010-04-29,1340,1395,1340,1370,8184,16676.0,12172146.0
2010-04-30,1365,1415,1360,1395,7280,16980.0,12172146.0
2010-05-03,1370,1475,1370,1400,1170,17041.0,12172146.0
2010-05-04,1410,1610,1385,1610,37405,19597.0,12172146.0
2010-05-06,1850,1850,1735,1850,115733,22518.0,12172146.0
2010-05-07,2125,2125,2010,2125,282501,25866.0,12172146.0
2010-05-10,2200,2435,1910,1910,1031873,23249.0,12172146.0
2010-05-11,1995,2150,1710,1750,472452,21301.0,12172146.0
2010-05-12,1795,1795,1560,1560,256018,18989.0,12172146.0
2010-05-13,1600,1630,1540,1605,167215,19536.0,12172146.0
2010-05-14,1645,1650,1485,1550,204863,18867.0,12172146.0
2010-05-17,1550,1595,1475,1545,82582,18806.0,12172146.0
2010-05-18,1535,1540,1415,1495,98114,18197.0,12172146.0
2010-05-19,1715,1715,1410,1415,1113164,17224.0,12172146.0
2010-05-20,1360,1400,1245,1360,153221,16554.0,12172146.0
2010-05-24,1330,1450,1285,1450,27528,17650.0,12172146.0
2010-05-25,1340,1510,1330,1500,15900,18258.0,12172146.0
2010-05-26,1540,1545,1410,1470,8069,17893.0,12172146.0
2010-05-27,1470,1505,1365,1450,40798,17650.0,12172146.0
2010-05-28,1475,1510,1390,1500,44280,18258.0,12172146.0
2010-05-31,1500,1590,1435,1510,14719,18380.0,12172146.0
2010-06-01,1550,1550,1410,1530,41644,18623.0,12172146.0
2010-06-03,1530,1600,1475,1600,48986,19475.0,12172146.0
2010-06-04,1600,1685,1570,1580,12973,19232.0,12172146.0
2010-06-07,1550,1580,1475,1495,10629,18197.0,12172146.0
2010-06-08,1505,1505,1420,1445,17717,17589.0,12172146.0
2010-06-09,1460,1460,1400,1405,14745,17102.0,12172146.0
2010-06-10,1410,1500,1410,1440,7237,17528.0,12172146.0
2010-06-11,1420,1470,1420,1450,2683,17650.0,12172146.0
2010-06-14,1465,1465,1400,1415,5177,17224.0,12172146.0
2010-06-15,1415,1465,1385,1415,3460,17224.0,12172146.0
2010-06-16,1505,1505,1410,1410,6928,17163.0,12172146.0
2010-06-17,1410,1450,1410,1425,7959,17345.0,12172146.0
2010-06-18,1430,1595,1425,1440,8579,17528.0,12172146.0
2010-06-21,1455,1510,1450,1480,11010,18015.0,12172146.0
2010-06-22,1520,1585,1430,1430,19738,17406.0,12172146.0
2010-06-23,1435,1480,1430,1455,13805,17710.0,12172146.0
2010-06-24,1435,1530,1410,1470,25656,17893.0,12172146.0
2010-06-25,1570,1570,1455,1495,9086,18197.0,12172146.0
2010-06-28,1490,1535,1465,1525,20387,18563.0,12172146.0
2010-06-29,1565,1750,1540,1745,140428,21240.0,12172146.0
2010-06-30,1920,2005,1640,2005,1089441,24405.0,12172146.0
2010-07-01,1915,1980,1760,1780,362712,21666.0,12172146.0
2010-07-02,1725,1870,1605,1650,227861,20084.0,12172146.0
2010-07-05,1690,1790,1600,1620,152360,19719.0,12172146.0
2010-07-06,1670,1670,1500,1580,164025,19232.0,12172146.0
2010-07-07,1610,1680,1485,1570,118761,19110.0,12172146.0
2010-07-08,1560,1605,1520,1565,109592,19049.0,12172146.0
2010-07-09,1560,1565,1500,1545,51657,18806.0,12172146.0
2010-07-12,1540,1540,1405,1455,112382,17710.0,12172146.0
2010-07-13,1480,1510,1440,1460,30653,17771.0,12172146.0
2010-07-14,1455,1500,1420,1470,24587,17893.0,12172146.0
2010-07-15,1440,1475,1425,1465,15969,17832.0,12172146.0
2010-07-16,1450,1505,1430,1505,66095,18319.0,12172146.0
2010-07-19,1490,1540,1465,1520,19020,18502.0,12172146.0
2010-07-20,1550,1550,1470,1505,20180,18319.0,12172146.0
2010-07-21,1505,1530,1435,1440,41584,17528.0,12172146.0
2010-07-22,1430,1485,1420,1420,36282,17284.0,12172146.0
2010-07-23,1435,1460,1410,1460,22888,17771.0,12172146.0
2010-07-26,1495,1495,1425,1435,8226,17467.0,12172146.0
2010-07-27,1450,1465,1420,1420,12599,17284.0,12172146.0
2010-07-28,1410,1485,1395,1420,24736,17284.0,12172146.0
2010-07-29,1420,1435,1380,1400,15309,17041.0,12172146.0
2010-07-30,1445,1445,1340,1385,21714,16858.0,12172146.0
2010-08-02,1385,1435,1355,1420,10597,17284.0,12172146.0
2010-08-03,1435,1435,1395,1425,3770,17345.0,12172146.0
2010-08-04,1425,1435,1395,1430,5064,17406.0,12172146.0
2010-08-05,1430,1460,1380,1460,12025,17771.0,12172146.0
2010-08-06,1520,1520,1425,1470,6055,17893.0,12172146.0
2010-08-09,1480,1490,1435,1485,7461,18076.0,12172146.0
2010-08-10,1485,1535,1430,1490,4993,18136.0,12172146.0
2010-08-11,1520,1520,1440,1440,4603,17528.0,12172146.0
2010-08-12,1420,1480,1415,1470,12817,17893.0,12172146.0
2010-08-13,1470,1530,1450,1510,5487,18380.0,12172146.0
2010-08-16,1500,1530,1450,1515,29857,18441.0,12172146.0
2010-08-17,1520,1520,1460,1520,20732,18502.0,12172146.0
2010-08-18,1500,1540,1480,1530,20043,18623.0,12172146.0
2010-08-19,1505,1530,1500,1530,20768,18623.0,12172146.0
2010-08-20,1530,1630,1520,1590,58469,19354.0,12172146.0
2010-08-23,1585,1645,1555,1595,26913,19415.0,12172146.0
2010-08-24,1540,1595,1490,1515,34335,18441.0,12172146.0
2010-08-25,1505,1525,1445,1495,28572,18197.0,12172146.0
2010-08-26,1495,1555,1480,1535,21348,18684.0,12172146.0
2010-08-27,1600,1600,1430,1430,30759,17406.0,12172146.0
2010-08-30,1435,1465,1405,1445,20812,17589.0,12172146.0
2010-08-31,1435,1525,1420,1525,14917,18563.0,12172146.0
2010-09-01,1520,1600,1475,1600,8267,19475.0,12172146.0
2010-09-02,1600,1680,1550,1665,29619,20267.0,12172146.0
2010-09-03,1680,1700,1535,1680,54582,20449.0,12172146.0
2010-09-06,1610,1635,1570,1595,40885,19415.0,12172146.0
2010-09-07,1600,1600,1555,1590,4672,19354.0,12172146.0
2010-09-08,1565,1680,1535,1650,8552,20084.0,12172146.0
2010-09-09,1770,1770,1605,1605,7244,19536.0,12172146.0
2010-09-10,1610,1640,1555,1580,7759,19232.0,12172146.0
2010-09-13,1560,1635,1560,1635,8393,19901.0,12172146.0
2010-09-14,1610,1665,1580,1620,3207,19719.0,12172146.0
2010-09-15,1600,1645,1600,1640,6843,19962.0,12172146.0
2010-09-16,1650,1690,1610,1650,9689,20084.0,12172146.0
2010-09-17,1675,1690,1625,1680,8199,20449.0,12172146.0
2010-09-20,1690,1775,1670,1715,30741,20875.0,12172146.0
2010-09-24,1715,1735,1680,1720,4817,20936.0,12172146.0
2010-09-27,1720,1825,1710,1715,44792,20875.0,12172146.0
2010-09-28,1710,1710,1505,1625,84161,19780.0,12172146.0
2010-09-29,1660,1660,1560,1585,21084,19293.0,12172146.0
2010-09-30,1570,1620,1530,1605,18099,19536.0,12172146.0
2010-10-01,1570,1635,1570,1615,16876,19658.0,12172146.0
2010-10-04,1615,1620,1560,1600,11414,19475.0,12172146.0
2010-10-05,1570,1660,1550,1600,12749,19475.0,12172146.0
2010-10-06,1575,1645,1575,1580,5649,19232.0,12172146.0
2010-10-07,1570,1625,1535,1570,10714,19672.0,12529936.0
2010-10-08,1565,1615,1540,1585,15128,19860.0,12529936.0
2010-10-11,1655,1655,1555,1590,5180,19923.0,12529936.0
2010-10-12,1630,1630,1540,1565,10359,19609.0,12529936.0
2010-10-13,1550,1600,1495,1510,38313,18920.0,12529936.0
2010-10-14,1535,1550,1485,1515,8209,18983.0,12529936.0
2010-10-15,1525,1525,1490,1515,1873,18983.0,12529936.0
2010-10-18,1515,1555,1490,1515,19718,18983.0,12529936.0
2010-10-19,1515,1560,1515,1515,6690,18983.0,12529936.0
2010-10-20,1670,1670,1465,1510,10782,18920.0,12529936.0
2010-10-21,1490,1515,1490,1510,3138,18920.0,12529936.0
2010-10-22,1490,1540,1490,1520,3760,19046.0,12529936.0
2010-10-25,1490,1530,1370,1520,7419,19046.0,12529936.0
2010-10-26,1500,1545,1500,1525,2922,19108.0,12529936.0
2010-10-27,1515,1560,1470,1505,11906,18858.0,12529936.0
2010-10-28,1510,1545,1495,1525,11310,19108.0,12529936.0
2010-10-29,1525,1545,1465,1475,25413,18482.0,12529936.0
2010-11-01,1475,1540,1460,1495,9584,18732.0,12529936.0
2010-11-02,1470,1530,1455,1470,15866,18419.0,12529936.0
2010-11-03,1460,1480,1460,1470,12498,18419.0,12529936.0
2010-11-04,1490,1490,1450,1465,16671,18356.0,12529936.0
2010-11-05,1480,1480,1435,1445,7952,18106.0,12529936.0
2010-11-08,1455,1485,1430,1460,15878,18294.0,12529936.0
2010-11-09,1485,1485,1435,1450,17302,18168.0,12529936.0
2010-11-10,1440,1470,1440,1455,4989,18231.0,12529936.0
2010-11-11,1445,1600,1445,1550,10851,19421.0,12529936.0
2010-11-12,1565,1565,1455,1500,5882,18795.0,12529936.0
2010-11-15,1455,1530,1440,1460,6567,18294.0,12529936.0
2010-11-16,1460,1640,1460,1510,7401,18920.0,12529936.0
2010-11-17,1475,1525,1405,1500,11952,18795.0,12529936.0
2010-11-18,1480,1580,1480,1510,18241,18920.0,12529936.0
2010-11-19,1510,1535,1460,1500,12391,18795.0,12529936.0
2010-11-22,1475,1495,1430,1465,15460,18356.0,12529936.0
2010-11-23,1445,1480,1435,1455,5681,18231.0,12529936.0
2010-11-24,1445,1445,1240,1390,30504,17417.0,12529936.0
2010-11-25,1350,1430,1310,1380,8152,17291.0,12529936.0
2010-11-26,1350,1400,1320,1350,5271,16915.0,12529936.0
2010-11-29,1350,1420,1310,1350,6158,16915.0,12529936.0
2010-11-30,1340,1525,1315,1450,7277,18168.0,12529936.0
2010-12-01,1400,1490,1400,1475,8749,18482.0,12529936.0
2010-12-02,1420,1570,1420,1540,13678,19296.0,12529936.0
2010-12-03,1500,1590,1430,1560,53894,19547.0,12529936.0
2010-12-06,1555,1555,1450,1475,17214,18482.0,12529936.0
2010-12-07,1475,1495,1420,1485,4724,18607.0,12529936.0
2010-12-08,1445,1570,1440,1485,1010,18607.0,12529936.0
2010-12-09,1460,1550,1410,1445,8967,18106.0,12529936.0
2010-12-10,1445,1445,1390,1415,11545,17730.0,12529936.0
2010-12-13,1375,1450,1375,1450,14665,18168.0,12529936.0
2010-12-14,1425,1465,1425,1450,15267,18168.0,12529936.0
2010-12-15,1485,1485,1415,1425,5201,17855.0,12529936.0
2010-12-16,1380,1450,1350,1400,4596,17542.0,12529936.0
2010-12-17,1390,1425,1385,1395,2167,17479.0,12529936.0
2010-12-20,1355,1430,1315,1320,20094,16540.0,12529936.0
2010-12-21,1330,1400,1320,1335,14819,16727.0,12529936.0
2010-12-22,1530,1530,1310,1340,22982,16790.0,12529936.0
2010-12-23,1325,1370,1325,1360,6593,17041.0,12529936.0
2010-12-24,1360,1415,1355,1365,13378,17103.0,12529936.0
2010-12-27,1360,1450,1355,1375,3893,17229.0,12529936.0
2010-12-28,1365,1555,1365,1415,17682,17730.0,12529936.0
2010-12-29,1485,1515,1390,1460,4286,18294.0,12529936.0
2010-12-30,1490,1490,1395,1430,5129,17918.0,12529936.0
2011-01-03,1395,1400,1375,1395,5358,17479.0,12529936.0
2011-01-04,1395,1395,1350,1360,36987,17041.0,12529936.0
2011-01-05,1375,1385,1350,1365,21970,17103.0,12529936.0
2011-01-06,1380,1385,1355,1375,11053,17229.0,12529936.0
2011-01-07,1375,1385,1360,1365,2713,17103.0,12529936.0
2011-01-10,1380,1400,1370,1375,7498,17229.0,12529936.0
2011-01-11,1370,1400,1370,1390,9660,17417.0,12529936.0
2011-01-12,1390,1395,1375,1390,2658,17417.0,12529936.0
2011-01-13,1385,1405,1370,1390,8617,17417.0,12529936.0
2011-01-14,1400,1425,1380,1405,8821,17605.0,12529936.0
2011-01-17,1385,1405,1375,1400,1115,17542.0,12529936.0
2011-01-18,1390,1405,1360,1385,2079,17354.0,12529936.0
2011-01-19,1375,1400,1350,1380,17795,17291.0,12529936.0
2011-01-20,1360,1440,1330,1425,51906,17855.0,12529936.0
2011-01-21,1425,1440,1380,1415,5596,17730.0,12529936.0
2011-01-24,1375,1420,1370,1400,5015,17542.0,12529936.0
2011-01-25,1380,1400,1370,1380,5322,17291.0,12529936.0
2011-01-26,1380,1410,1365,1375,9650,17229.0,12529936.0
2011-01-27,1365,1390,1325,1325,14212,16602.0,12529936.0
2011-01-28,1345,1350,1320,1325,4949,16602.0,12529936.0
2011-01-31,1370,1370,1320,1345,6873,16853.0,12529936.0
2011-02-01,1400,1400,1265,1325,10123,16602.0,12529936.0
2011-02-07,1310,1365,1270,1310,34661,16414.0,12529936.0
2011-02-08,1300,1355,1205,1330,24784,16665.0,12529936.0
2011-02-09,1420,1420,1300,1315,6523,16477.0,12529936.0
2011-02-10,1285,1350,1270,1345,12348,16853.0,12529936.0
2011-02-11,1320,1375,1245,1300,15493,16289.0,12529936.0
2011-02-14,1295,1295,1255,1295,12645,16226.0,12529936.0
2011-02-15,1295,1320,1260,1320,3552,16540.0,12529936.0
2011-02-16,1310,1315,1260,1285,15164,16101.0,12529936.0
2011-02-17,1300,1300,1200,1230,34533,15412.0,12529936.0
2011-02-18,1260,1260,1200,1205,11928,15099.0,12529936.0
2011-02-21,1250,1250,1200,1200,6839,15036.0,12529936.0
2011-02-22,1245,1245,1150,1235,12593,15474.0,12529936.0
2011-02-23,1205,1345,1195,1235,6232,15474.0,12529936.0
2011-02-24,1200,1245,1200,1200,6390,15036.0,12529936.0
2011-02-25,1240,1335,1200,1330,9760,16665.0,12529936.0
2011-02-28,1400,1500,1290,1470,22747,18419.0,12529936.0
2011-03-02,1470,1600,1330,1600,36433,20048.0,12529936.0
2011-03-03,1490,1650,1475,1590,39774,19923.0,12529936.0
2011-03-04,1600,1600,1395,1430,11611,17918.0,12529936.0
2011-03-07,1430,1430,1365,1380,7811,17291.0,12529936.0
2011-03-08,1380,1500,1355,1500,11802,18795.0,12529936.0
2011-03-09,1425,1585,1365,1400,15368,17542.0,12529936.0
2011-03-10,1355,1425,1355,1415,2088,17730.0,12529936.0
2011-03-11,1380,1420,1360,1415,3541,17730.0,12529936.0
2011-03-14,1380,1410,1310,1395,6436,17479.0,12529936.0
2011-03-15,1375,1450,1250,1340,6907,16790.0,12529936.0
2011-03-16,1330,1395,1275,1355,4651,16978.0,12529936.0
2011-03-17,1330,1385,1330,1365,124,17103.0,12529936.0
2011-03-18,1330,1385,1300,1365,6175,17103.0,12529936.0
2011-03-21,1330,1365,1240,1305,19620,16352.0,12529936.0
2011-03-22,1305,1395,1285,1300,3426,16289.0,12529936.0
2011-03-23,1360,1360,1285,1330,150,16665.0,12529936.0
2011-03-24,1375,1375,1290,1320,5033,16540.0,12529936.0
2011-03-25,1300,1365,1280,1310,30439,16414.0,12529936.0
2011-03-28,1300,1365,1300,1325,5722,16602.0,12529936.0
2011-03-29,1330,1330,1270,1305,4098,16352.0,12529936.0
2011-03-30,1305,1305,1240,1295,6786,16226.0,12529936.0
2011-03-31,1300,1320,1275,1290,7404,16164.0,12529936.0
2011-04-01,1305,1445,1300,1350,3638,16915.0,12529936.0
2011-04-04,1400,1410,1290,1350,2469,16915.0,12529936.0
2011-04-05,1530,1530,1315,1325,3886,16602.0,12529936.0
2011-04-06,1360,1385,1300,1325,17396,16602.0,12529936.0
2011-04-07,1315,1365,1270,1290,6687,16164.0,12529936.0
2011-04-08,1290,1340,1285,1310,1530,16414.0,12529936.0
2011-04-11,1310,1320,1290,1300,2202,16289.0,12529936.0
2011-04-12,1300,1300,1280,1300,1613,16289.0,12529936.0
2011-04-13,1290,1375,1250,1300,19682,16289.0,12529936.0
2011-04-14,1275,1345,1250,1335,22597,16727.0,12529936.0
2011-04-15,1300,1360,1300,1325,2971,16602.0,12529936.0
2011-04-18,1290,1325,1290,1320,769,16540.0,12529936.0
2011-04-19,1305,1330,1250,1300,7366,16289.0,12529936.0
2011-04-20,1280,1330,1280,1300,5683,16289.0,12529936.0
2011-04-21,1330,1330,1260,1280,6978,16038.0,12529936.0
2011-04-22,1295,1300,1270,1300,1441,16289.0,12529936.0
2011-04-25,1335,1335,1270,1285,7390,16101.0,12529936.0
2011-04-26,1300,1335,1110,1280,18070,16038.0,12529936.0
