메가스터디(072870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-02-11,5188,5509,5188,5340,121358,191799.0,6060000.0
2005-02-14,5340,5458,5179,5231,97086,187860.0,6060000.0
2005-02-15,5256,5281,5112,5197,70881,186648.0,6060000.0
2005-02-16,5213,5289,5129,5290,56133,189981.0,6060000.0
2005-02-17,5247,5289,5146,5147,51092,184830.0,6060000.0
2005-02-18,5087,5163,5028,5147,77393,184830.0,6060000.0
2005-02-21,5188,5188,4994,4995,46136,179376.0,6060000.0
2005-02-22,4994,5011,4690,4893,119583,175740.0,6060000.0
2005-02-23,4699,4977,4699,4843,23028,173922.0,6060000.0
2005-02-24,4935,5146,4918,5062,73523,181800.0,6060000.0
2005-02-25,5062,5137,4876,5003,54805,179679.0,6060000.0
2005-02-28,5045,5045,4884,4893,105254,175740.0,6060000.0
2005-03-02,4901,4952,4842,4851,39266,174225.0,6060000.0
2005-03-03,4842,4943,4817,4944,41695,177558.0,6060000.0
2005-03-04,5002,5062,4884,5062,65793,181800.0,6060000.0
2005-03-07,5053,5382,5053,5222,169646,187557.0,6060000.0
2005-03-08,5264,5365,5179,5315,102440,190890.0,6060000.0
2005-03-09,5256,5365,5196,5290,57842,189981.0,6060000.0
2005-03-10,5256,5382,5154,5214,32935,187254.0,6060000.0
2005-03-11,5213,5365,5146,5349,58471,192102.0,6060000.0
2005-03-14,5247,5441,5247,5357,96951,192405.0,6060000.0
2005-03-15,5374,5753,5374,5459,260117,196041.0,6060000.0
2005-03-16,5568,5821,5483,5686,132507,204222.0,6060000.0
2005-03-17,5703,5703,5365,5661,83241,203313.0,6060000.0
2005-03-18,5601,5871,5517,5686,106922,204222.0,6060000.0
2005-03-21,5736,5838,5601,5703,48362,204828.0,6060000.0
2005-03-22,5736,5779,5652,5653,42535,203010.0,6060000.0
2005-03-23,5728,5728,5500,5551,25503,199374.0,6060000.0
2005-03-24,5551,5660,5272,5467,35938,196344.0,6060000.0
2005-03-25,5466,5601,5323,5602,18574,201192.0,6060000.0
2005-03-28,5618,5770,5534,5737,45681,206040.0,6060000.0
2005-03-29,5812,5812,5669,5737,29734,206040.0,6060000.0
2005-03-30,5635,5779,5635,5729,20415,205737.0,6060000.0
2005-03-31,5736,5770,5568,5585,19203,200586.0,6060000.0
2005-04-01,5635,5643,5509,5526,17517,198465.0,6060000.0
2005-04-04,5475,5703,5475,5670,34000,203616.0,6060000.0
2005-04-06,5686,5804,5610,5670,73056,203616.0,6060000.0
2005-04-07,5686,5779,5635,5670,44283,203616.0,6060000.0
2005-04-08,5787,5905,5711,5712,113392,205131.0,6060000.0
2005-04-11,5770,6395,5770,6252,370767,224523.0,6060000.0
2005-04-12,6377,6470,6184,6336,146921,227553.0,6060000.0
2005-04-13,6411,6462,6158,6176,82254,221796.0,6060000.0
2005-04-14,6099,6563,6099,6336,149300,227553.0,6060000.0
2005-04-15,6310,6454,6192,6345,89308,227856.0,6060000.0
2005-04-18,6335,6335,5871,6024,64465,216342.0,6060000.0
2005-04-19,5964,6133,5905,5965,55853,214221.0,6060000.0
2005-04-20,6226,6243,6040,6117,54248,219675.0,6060000.0
2005-04-21,5939,6403,5939,6404,50947,229977.0,6060000.0
2005-04-22,6420,6513,6158,6159,38724,221190.0,6060000.0
2005-04-25,6192,6428,6091,6201,35894,222705.0,6060000.0
2005-04-26,6243,6361,6209,6311,28305,226644.0,6060000.0
2005-04-27,6226,6327,5998,6066,42517,217857.0,6060000.0
2005-04-28,6074,6124,5492,5804,66645,208464.0,6060000.0
2005-04-29,5795,5804,5635,5686,33265,204222.0,6060000.0
2005-05-02,5745,6032,5745,5990,62421,215130.0,6060000.0
2005-05-03,5905,6015,5905,5956,17123,213918.0,6060000.0
2005-05-04,5990,6133,5956,6032,39504,216645.0,6060000.0
2005-05-06,5964,6302,5964,6302,63466,226341.0,6060000.0
2005-05-09,6302,6479,6217,6361,58882,228462.0,6060000.0
2005-05-10,6386,6470,6386,6437,25030,231189.0,6060000.0
2005-05-11,6411,6487,6167,6488,21427,233007.0,6060000.0
2005-05-12,6335,6479,6335,6479,22707,232704.0,6060000.0
2005-05-13,6462,6462,6361,6412,112321,230280.0,6060000.0
2005-05-16,6411,6470,6361,6361,10359,228462.0,6060000.0
2005-05-17,6445,6445,6268,6268,16929,225129.0,6060000.0
2005-05-18,6259,6428,6226,6429,11604,230886.0,6060000.0
2005-05-19,6335,6487,6335,6463,21955,232098.0,6060000.0
2005-05-20,6411,6496,6352,6496,13150,233310.0,6060000.0
2005-05-23,6496,6496,6411,6446,17999,231492.0,6060000.0
2005-05-24,6420,6445,6352,6412,24642,230280.0,6060000.0
2005-05-25,6411,6715,6158,6412,53611,230280.0,6060000.0
2005-05-26,6344,6344,6082,6243,40832,224220.0,6060000.0
2005-05-27,6209,6411,6209,6286,46594,225735.0,6060000.0
2005-05-30,6201,6276,6116,6209,22471,223008.0,6060000.0
2005-05-31,6184,6268,6099,6125,24651,219978.0,6060000.0
2005-06-01,6175,6513,6167,6286,89187,225735.0,6060000.0
2005-06-02,6361,6546,6310,6505,65865,233613.0,6060000.0
2005-06-03,6622,7154,6597,7003,206496,251490.0,6060000.0
2005-06-07,7272,7879,7196,7197,162050,258459.0,6060000.0
2005-06-08,7297,7297,6918,7104,44346,255126.0,6060000.0
2005-06-09,7120,7171,6884,7078,55678,254217.0,6060000.0
2005-06-10,6918,7154,6918,7112,46406,255429.0,6060000.0
2005-06-13,6934,7052,6749,6935,86006,249066.0,6060000.0
2005-06-14,6934,7272,6934,7036,44716,252702.0,6060000.0
2005-06-15,6993,7204,6993,7070,25837,253914.0,6060000.0
2005-06-16,7019,7052,6909,6918,28341,248460.0,6060000.0
2005-06-17,6884,7061,6884,6918,28507,248460.0,6060000.0
2005-06-20,6918,7230,6884,7171,61644,257550.0,6060000.0
2005-06-21,7171,7407,7086,7239,33727,259974.0,6060000.0
2005-06-22,7255,7441,7255,7425,97644,266640.0,6060000.0
2005-06-23,7559,7626,7491,7559,48113,271488.0,6060000.0
2005-06-24,7559,7559,7255,7340,72397,263610.0,6060000.0
2005-06-27,7289,7289,7171,7171,24319,257550.0,6060000.0
2005-06-28,7255,7314,7204,7273,25282,261186.0,6060000.0
2005-06-29,7272,7339,7255,7340,21069,263610.0,6060000.0
2005-06-30,7339,7508,7306,7509,48217,269670.0,6060000.0
2005-07-01,7424,7432,7255,7340,36650,263610.0,6060000.0
2005-07-04,7289,7306,7010,7121,29418,255732.0,6060000.0
2005-07-05,7069,7069,6766,6918,116934,248460.0,6060000.0
2005-07-06,6968,6977,6740,6918,48285,248460.0,6060000.0
2005-07-07,6833,6968,6749,6758,76724,242703.0,6060000.0
2005-07-08,6732,6766,6580,6581,39574,236340.0,6060000.0
2005-07-11,6470,6580,6150,6176,100271,221796.0,6060000.0
2005-07-12,6293,6437,5939,6302,173476,226341.0,6060000.0
2005-07-13,6454,6656,6344,6530,103901,234522.0,6060000.0
2005-07-14,6529,6648,6411,6437,56304,231189.0,6060000.0
2005-07-15,6529,6614,6420,6556,58671,235431.0,6060000.0
2005-07-18,6513,6572,6479,6522,27679,234219.0,6060000.0
2005-07-19,6521,6538,6243,6243,97403,224220.0,6060000.0
2005-07-20,6192,6226,5745,5796,160529,208161.0,6060000.0
2005-07-21,5905,6023,5871,5990,104183,215130.0,6060000.0
2005-07-22,5990,6411,5931,6345,165827,227856.0,6060000.0
2005-07-25,6192,6428,6082,6150,53639,220887.0,6060000.0
2005-07-26,6192,7069,6192,6918,189434,248460.0,6060000.0
2005-07-27,6985,6985,6690,6918,140331,248460.0,6060000.0
2005-07-28,6918,6951,6698,6868,44440,246642.0,6060000.0
2005-07-29,6918,7052,6782,7020,76151,252096.0,6060000.0
2005-08-01,7002,7002,6715,6716,16152,241188.0,6060000.0
2005-08-02,6698,6723,6462,6690,41246,240279.0,6060000.0
2005-08-03,6605,6816,6513,6648,40073,238764.0,6060000.0
2005-08-04,6614,6648,6454,6463,23600,232098.0,6060000.0
2005-08-05,6251,6580,6251,6530,25611,234522.0,6060000.0
2005-08-08,6335,6529,6335,6345,19936,227856.0,6060000.0
2005-08-09,6184,6344,6184,6235,38368,223917.0,6060000.0
2005-08-10,6327,6327,6175,6176,30796,221796.0,6060000.0
2005-08-11,6226,6327,6091,6311,33506,226644.0,6060000.0
2005-08-12,6361,6918,6327,6918,107820,248460.0,6060000.0
2005-08-16,6766,6833,6639,6750,45341,242400.0,6060000.0
2005-08-17,6605,6918,6605,6783,61368,243612.0,6060000.0
2005-08-18,6757,6757,6327,6437,41398,231189.0,6060000.0
2005-08-19,6580,6597,6344,6547,31948,235128.0,6060000.0
2005-08-22,6572,6622,6470,6581,65752,236340.0,6060000.0
2005-08-23,6504,6580,6403,6412,29284,230280.0,6060000.0
2005-08-24,6445,6513,6344,6513,45025,233916.0,6060000.0
2005-08-25,6513,6665,6428,6614,31493,237552.0,6060000.0
2005-08-26,6580,6631,6437,6463,10322,232098.0,6060000.0
2005-08-29,6411,6631,6361,6496,18052,233310.0,6060000.0
2005-08-30,6496,6546,6411,6471,14580,232401.0,6060000.0
2005-08-31,6411,6580,6234,6581,30579,236340.0,6060000.0
2005-09-01,6513,6614,6454,6581,33969,236340.0,6060000.0
2005-09-02,6580,6665,6513,6581,35098,236340.0,6060000.0
2005-09-05,6580,6656,6496,6513,22905,233916.0,6060000.0
2005-09-06,6513,6639,6513,6640,25498,238461.0,6060000.0
2005-09-07,6681,6867,6681,6783,64264,243612.0,6060000.0
2005-09-08,6901,6909,6782,6859,41714,246339.0,6060000.0
2005-09-09,6901,6901,6782,6809,29019,244521.0,6060000.0
2005-09-12,6808,6892,6631,6657,42418,239067.0,6060000.0
2005-09-13,6681,6732,6462,6471,47919,232401.0,6060000.0
2005-09-14,6580,6766,6529,6724,31504,241491.0,6060000.0
2005-09-15,6715,6892,6715,6893,55537,247551.0,6060000.0
2005-09-16,6918,7230,6901,7171,73782,257550.0,6060000.0
2005-09-20,7103,7365,7103,7121,39950,255732.0,6060000.0
2005-09-21,7137,7255,7052,7256,19764,260580.0,6060000.0
2005-09-22,7137,7238,7052,7053,28852,253308.0,6060000.0
2005-09-23,7154,7154,6926,6927,18805,248763.0,6060000.0
2005-09-26,6909,7002,6901,6986,40067,250884.0,6060000.0
2005-09-27,6985,7415,6985,7340,47076,263610.0,6060000.0
2005-09-28,7348,7626,7204,7551,40663,271185.0,6060000.0
2005-09-29,7559,7803,7424,7593,53111,272700.0,6060000.0
2005-09-30,7643,7643,7424,7576,18193,272094.0,6060000.0
2005-10-04,7609,7677,7449,7458,12419,267852.0,6060000.0
2005-10-05,7314,7525,7314,7323,13232,263004.0,6060000.0
2005-10-06,7323,7508,7221,7332,14650,263307.0,6060000.0
2005-10-07,7255,7550,7137,7146,17934,256641.0,6060000.0
2005-10-10,7129,7188,7036,7087,64661,254520.0,6060000.0
2005-10-11,7238,7567,7204,7568,35905,271791.0,6060000.0
2005-10-12,7677,7677,7306,7425,24022,266640.0,6060000.0
2005-10-13,7289,7356,7162,7163,19951,257247.0,6060000.0
2005-10-14,7196,7550,7171,7391,50971,265428.0,6060000.0
2005-10-17,7525,7525,7069,7163,17596,257247.0,6060000.0
2005-10-18,7052,7188,7052,7104,9168,255126.0,6060000.0
2005-10-19,7086,7086,6799,6952,16659,249672.0,6060000.0
2005-10-20,6850,6985,6850,6901,9309,247854.0,6060000.0
2005-10-21,6698,7052,6698,7053,19455,253308.0,6060000.0
2005-10-24,7052,7593,7002,7154,91637,256944.0,6060000.0
2005-10-25,7323,7449,7188,7407,60055,266034.0,6060000.0
2005-10-26,7424,7424,7002,7306,36261,262398.0,6060000.0
2005-10-27,7204,7204,7002,7053,21263,253308.0,6060000.0
2005-10-28,6884,6993,6884,6918,10960,248460.0,6060000.0
2005-10-31,6968,7002,6968,6977,8474,250581.0,6060000.0
2005-11-01,6867,7027,6867,6994,31452,251187.0,6060000.0
2005-11-02,7002,7069,6934,7003,15331,251490.0,6060000.0
2005-11-03,6985,7069,6934,7003,31996,251490.0,6060000.0
2005-11-04,7002,7044,6934,6969,22403,250278.0,6060000.0
2005-11-07,6968,7002,6901,6969,20438,250278.0,6060000.0
2005-11-08,6884,6934,6825,6834,21057,245430.0,6060000.0
2005-11-09,6774,6934,6766,6868,27032,246642.0,6060000.0
2005-11-10,6816,6918,6782,6918,36128,248460.0,6060000.0
2005-11-11,6732,6732,5888,6657,292641,239067.0,6060000.0
2005-11-14,6816,7221,6808,7062,231452,253611.0,6060000.0
2005-11-15,7221,7339,7019,7256,59746,260580.0,6060000.0
2005-11-16,7424,7862,7424,7762,133827,278760.0,6060000.0
2005-11-17,8166,8183,7761,7897,54337,283608.0,6060000.0
2005-11-18,7930,7930,7609,7762,58676,278760.0,6060000.0
2005-11-21,7694,7930,7685,7931,31703,284820.0,6060000.0
2005-11-22,7964,8571,7930,8403,67199,301788.0,6060000.0
2005-11-23,8605,8655,8183,8184,67089,293910.0,6060000.0
2005-11-24,8284,8504,7930,8184,79696,293910.0,6060000.0
2005-11-25,8622,8942,8436,8606,81527,309060.0,6060000.0
2005-11-28,8926,9617,8740,9449,108922,339360.0,6060000.0
2005-11-29,9297,10039,9111,9871,154373,354510.0,6060000.0
2005-11-30,9871,9871,9449,9854,77382,353904.0,6060000.0
2005-12-01,9854,9854,9516,9517,35335,341784.0,6060000.0
2005-12-02,9516,9516,9094,9230,49803,331482.0,6060000.0
2005-12-05,9313,9313,8942,9129,26130,327846.0,6060000.0
2005-12-06,8959,9702,8959,9399,34963,337542.0,6060000.0
2005-12-07,9229,9567,9027,9281,18536,333300.0,6060000.0
2005-12-08,9280,10596,9280,10597,144916,380568.0,6060000.0
2005-12-09,10815,11136,9988,10023,66160,359964.0,6060000.0
2005-12-12,10191,10647,10056,10647,59169,382386.0,6060000.0
2005-12-13,10326,10647,9988,10360,63210,372084.0,6060000.0
2005-12-14,10360,10967,10124,10647,84198,382386.0,6060000.0
2005-12-15,10512,11136,10377,10884,47021,390870.0,6060000.0
2005-12-16,10630,11305,10630,10884,23390,390870.0,6060000.0
2005-12-19,10647,11136,10647,10732,13006,385416.0,6060000.0
2005-12-20,10748,11136,10680,11137,18830,399960.0,6060000.0
2005-12-21,10984,11204,10815,11086,11062,398142.0,6060000.0
2005-12-22,11170,11170,10596,10799,22078,387840.0,6060000.0
2005-12-23,10461,10799,10343,10799,21937,387840.0,6060000.0
2005-12-26,10478,10765,10326,10343,19699,371478.0,6060000.0
2005-12-27,10208,10427,9449,9618,35747,345420.0,6060000.0
2005-12-28,9313,10073,9313,9618,20549,345420.0,6060000.0
2005-12-29,10005,10005,9398,9652,48515,346632.0,6060000.0
2006-01-02,9702,9786,9364,9399,48573,337542.0,6060000.0
2006-01-03,9398,9617,9313,9449,45885,339360.0,6060000.0
2006-01-04,9567,10596,9533,10006,94258,359358.0,6060000.0
2006-01-05,10208,10461,9938,10090,42769,362388.0,6060000.0
2006-01-06,10090,10292,9786,9787,22046,351480.0,6060000.0
2006-01-09,9803,9871,9617,9703,29034,348450.0,6060000.0
2006-01-10,9685,9702,9364,9365,52649,336330.0,6060000.0
2006-01-11,9364,9550,9364,9449,54998,339360.0,6060000.0
2006-01-12,9449,10056,9449,9956,48876,357540.0,6060000.0
2006-01-13,10056,10242,10022,10107,76591,362994.0,6060000.0
2006-01-16,10107,10208,10039,10040,40360,360570.0,6060000.0
2006-01-17,10039,10377,10039,10360,33957,372084.0,6060000.0
2006-01-18,10461,10461,10124,10175,43404,365418.0,6060000.0
2006-01-19,10427,10444,10124,10360,22513,372084.0,6060000.0
2006-01-20,10276,10545,10140,10141,34373,364206.0,6060000.0
2006-01-23,10124,10208,9027,10023,53790,359964.0,6060000.0
2006-01-24,10022,10022,9280,9787,45684,351480.0,6060000.0
2006-01-25,9685,10107,9685,10006,15278,359358.0,6060000.0
2006-01-26,9904,10191,9651,10090,15853,362388.0,6060000.0
2006-01-27,10090,10090,9803,9922,13262,356328.0,6060000.0
2006-01-31,9938,10157,9938,10124,12029,363600.0,6060000.0
2006-02-01,10107,10107,9617,9736,26797,349662.0,6060000.0
2006-02-02,9803,9887,9280,9314,50657,334512.0,6060000.0
2006-02-03,9145,9145,8740,8960,48117,321786.0,6060000.0
2006-02-06,8807,9364,8807,9196,30987,330270.0,6060000.0
2006-02-07,9263,9617,9263,9415,20084,338148.0,6060000.0
2006-02-08,9313,9601,8959,8977,12109,322392.0,6060000.0
2006-02-09,9111,9313,9111,9179,19075,329664.0,6060000.0
2006-02-10,9111,9988,9111,9905,29665,355722.0,6060000.0
2006-02-13,10124,10157,9904,10124,30228,363600.0,6060000.0
2006-02-14,10039,10124,9887,9972,4592,358146.0,6060000.0
2006-02-15,9972,10124,9887,9905,7839,355722.0,6060000.0
2006-02-16,9702,10039,9702,9787,5149,351480.0,6060000.0
2006-02-17,9871,9871,9651,9703,5515,348450.0,6060000.0
2006-02-20,9617,9837,9601,9736,13025,349662.0,6060000.0
2006-02-21,10073,10073,9465,9618,34067,345420.0,6060000.0
2006-02-22,9499,9769,9499,9551,5073,342996.0,6060000.0
2006-02-23,9567,9820,9567,9618,11408,345420.0,6060000.0
2006-02-24,9651,9887,9651,9804,4918,352086.0,6060000.0
2006-02-27,9854,9938,9601,9736,9149,349662.0,6060000.0
2006-02-28,9752,9820,9617,9652,6043,346632.0,6060000.0
2006-03-02,9617,9820,9617,9719,6760,349056.0,6060000.0
2006-03-03,9719,9735,9567,9584,9177,344208.0,6060000.0
2006-03-06,9381,9584,9381,9466,3202,339966.0,6060000.0
2006-03-07,9465,9516,9280,9466,7474,339966.0,6060000.0
2006-03-08,9381,9668,9381,9466,6957,339966.0,6060000.0
2006-03-09,9499,9550,9465,9517,32738,341784.0,6060000.0
2006-03-10,9533,9820,9516,9820,25637,352692.0,6060000.0
2006-03-13,9921,10005,9735,9804,8580,352086.0,6060000.0
2006-03-14,9820,9988,9820,9956,21622,357540.0,6060000.0
2006-03-15,10073,10529,9988,10377,42378,372690.0,6060000.0
2006-03-16,10748,10748,10461,10563,27322,379356.0,6060000.0
2006-03-17,10512,10663,10410,10546,10469,378750.0,6060000.0
2006-03-20,10613,11220,10545,11052,34162,396930.0,6060000.0
2006-03-21,11204,11777,11136,11727,46759,421170.0,6060000.0
2006-03-22,11879,12199,11237,11812,70974,424200.0,6060000.0
2006-03-23,11811,12233,11811,12234,57993,439350.0,6060000.0
2006-03-24,12317,12570,12098,12234,34118,439350.0,6060000.0
2006-03-27,12317,12317,12115,12234,27096,439350.0,6060000.0
2006-03-28,12030,12148,11355,11390,44622,409050.0,6060000.0
2006-03-29,11237,11389,10916,11103,40228,398748.0,6060000.0
2006-03-30,11305,11727,11170,11559,30001,415110.0,6060000.0
2006-03-31,11575,12418,11575,12098,37033,434502.0,6060000.0
2006-04-03,12452,12452,12182,12267,19935,440562.0,6060000.0
2006-04-04,12317,12368,11811,12250,18954,439956.0,6060000.0
2006-04-05,12250,12334,11929,12048,15225,432684.0,6060000.0
2006-04-06,12148,12368,11794,12368,17661,444198.0,6060000.0
2006-04-07,12553,12553,12132,12166,9824,436926.0,6060000.0
2006-04-10,11980,12250,11980,12183,6704,437532.0,6060000.0
2006-04-11,12553,12553,12182,12234,9533,439350.0,6060000.0
2006-04-12,11861,12385,11861,12351,10654,443592.0,6060000.0
2006-04-13,12469,13667,12469,13617,38474,489042.0,6060000.0
2006-04-14,13616,13802,13228,13533,17987,486012.0,6060000.0
2006-04-17,13751,14511,13566,13668,25430,490860.0,6060000.0
2006-04-18,13667,14966,13667,14427,36054,518130.0,6060000.0
2006-04-19,14916,15068,14612,14798,20629,531462.0,6060000.0
2006-04-20,14797,15354,14359,14798,20679,531462.0,6060000.0
2006-04-21,15017,16907,15000,16047,58752,576306.0,6060000.0
2006-04-24,16198,16451,15692,16047,22089,576306.0,6060000.0
2006-04-25,15928,16198,15472,15608,27779,560550.0,6060000.0
2006-04-26,15607,16029,15607,15895,22250,570852.0,6060000.0
2006-04-27,15962,16181,15607,15608,15318,560550.0,6060000.0
2006-04-28,15607,15962,15422,15777,13287,566610.0,6060000.0
2006-05-02,15607,16181,15540,15693,12973,563580.0,6060000.0
2006-05-03,15422,15996,15354,15372,22639,552066.0,6060000.0
2006-05-04,15371,15607,14848,15068,12508,541158.0,6060000.0
2006-05-08,15692,15692,15034,15034,11782,539946.0,6060000.0
2006-05-09,14899,15135,14679,14748,13389,529644.0,6060000.0
2006-05-10,14663,14933,14426,14680,16462,527220.0,6060000.0
2006-05-11,14679,15338,14679,14714,14699,528432.0,6060000.0
2006-05-12,14747,15321,14646,15186,18718,545400.0,6060000.0
2006-05-15,14933,15169,14713,14781,6550,530856.0,6060000.0
2006-05-16,14663,14983,14258,14258,11850,512070.0,6060000.0
2006-05-17,14106,14629,14106,14258,7048,512070.0,6060000.0
2006-05-18,13735,14173,13498,13837,13273,496920.0,6060000.0
2006-05-19,13836,14139,13583,13752,11584,493890.0,6060000.0
2006-05-22,14173,14679,13886,13904,17732,499344.0,6060000.0
2006-05-23,14173,14612,13903,14073,14955,505404.0,6060000.0
2006-05-24,14005,14342,13971,14326,13609,514494.0,6060000.0
2006-05-25,14578,14679,14224,14680,20266,527220.0,6060000.0
2006-05-26,15085,15439,14966,15271,18134,548430.0,6060000.0
2006-05-29,15439,15439,14730,15085,15826,541764.0,6060000.0
2006-05-30,15085,15152,14663,14748,7163,529644.0,6060000.0
2006-06-01,14426,14426,13937,13938,386721,500556.0,6060000.0
2006-06-02,14190,14426,14005,14174,37822,509040.0,6060000.0
2006-06-05,14274,14342,13819,13921,13437,499950.0,6060000.0
2006-06-07,13751,13751,13566,13668,33112,490860.0,6060000.0
2006-06-08,13549,14410,13532,14343,41887,515100.0,6060000.0
2006-06-09,14848,14848,13751,13954,28160,501162.0,6060000.0
2006-06-12,13684,13920,13583,13634,22809,489648.0,6060000.0
2006-06-13,13431,13431,13026,13162,31130,472680.0,6060000.0
2006-06-14,12823,13684,12823,13634,10956,489648.0,6060000.0
2006-06-15,13836,14038,13751,13904,12010,499344.0,6060000.0
2006-06-16,14224,14527,14173,14309,22765,513888.0,6060000.0
2006-06-19,14224,15523,13869,15288,75881,549036.0,6060000.0
2006-06-20,15253,15253,14882,15186,13816,545400.0,6060000.0
2006-06-21,15186,16114,15186,15777,31015,566610.0,6060000.0
2006-06-22,16063,16266,15236,15355,20817,551460.0,6060000.0
2006-06-23,15186,15675,15017,15355,10132,551460.0,6060000.0
2006-06-26,15338,15658,15287,15659,9479,562368.0,6060000.0
2006-06-27,15658,15844,15034,15355,13875,551460.0,6060000.0
2006-06-28,15169,15253,14983,15237,20547,547218.0,6060000.0
2006-06-29,15743,15743,15270,15524,9862,557520.0,6060000.0
2006-06-30,15725,15776,15557,15608,46848,560550.0,6060000.0
2006-07-03,15743,15996,15186,15186,25634,545400.0,6060000.0
2006-07-04,15489,15827,15354,15524,15478,557520.0,6060000.0
2006-07-05,15506,15810,15270,15406,9253,553278.0,6060000.0
2006-07-06,15354,15523,14747,14781,28675,530856.0,6060000.0
2006-07-07,15068,15068,14578,14866,10244,533886.0,6060000.0
2006-07-10,14831,15236,14679,15136,15807,543582.0,6060000.0
2006-07-11,15135,15270,14966,15186,5823,545400.0,6060000.0
2006-07-12,15186,15354,15186,15271,6143,548430.0,6060000.0
2006-07-13,15017,15338,14764,14967,9882,537522.0,6060000.0
2006-07-14,14679,14949,14612,14882,5674,534492.0,6060000.0
2006-07-18,14679,14933,14511,14528,18094,521766.0,6060000.0
2006-07-19,14527,15388,14527,15018,27264,539340.0,6060000.0
2006-07-20,15422,15624,15219,15288,54683,549036.0,6060000.0
2006-07-21,15050,15236,14797,14882,12243,534492.0,6060000.0
2006-07-24,14882,15101,14781,14882,8214,534492.0,6060000.0
2006-07-25,15152,15152,14797,14798,17737,531462.0,6060000.0
2006-07-26,14696,15034,14696,14916,25744,535704.0,6060000.0
2006-07-27,15017,15169,14797,14798,29455,531462.0,6060000.0
2006-07-28,14831,15017,14814,14916,16272,535704.0,6060000.0
2006-07-31,14949,15338,14949,15338,14867,550854.0,6060000.0
2006-08-01,15405,16013,15388,15693,29522,563580.0,6060000.0
2006-08-02,15861,15861,15338,15524,10946,557520.0,6060000.0
2006-08-03,15607,15607,15270,15321,18650,550248.0,6060000.0
2006-08-04,15388,15540,15101,15220,5821,546612.0,6060000.0
2006-08-07,15236,15523,15152,15169,4790,544794.0,6060000.0
2006-08-08,15169,15338,15034,15254,5033,547824.0,6060000.0
2006-08-09,15219,15338,15135,15136,11860,543582.0,6060000.0
2006-08-10,15287,15287,15135,15186,7644,545400.0,6060000.0
2006-08-11,15186,15253,14831,14950,18123,536916.0,6060000.0
2006-08-14,14949,15219,14949,15136,4622,543582.0,6060000.0
2006-08-16,14966,15068,14916,14967,15539,537522.0,6060000.0
2006-08-17,14882,15085,14663,14680,31017,527220.0,6060000.0
2006-08-18,14983,14983,14663,14680,34708,527220.0,6060000.0
2006-08-21,14865,14865,14494,14511,28913,521160.0,6060000.0
2006-08-22,14527,14663,14443,14596,23326,524190.0,6060000.0
2006-08-23,14511,14713,14511,14562,8319,522978.0,6060000.0
2006-08-24,14426,14595,14426,14511,9455,521160.0,6060000.0
2006-08-25,14477,14578,14426,14444,23791,518736.0,6060000.0
2006-08-28,14578,14949,14578,14916,39963,535704.0,6060000.0
2006-08-29,15017,15068,14747,14849,33971,533280.0,6060000.0
