SBS콘텐츠허브(046140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-12-14,14850,15350,14650,15250,123901,172789.0,11330433.0
2006-12-15,15400,15500,14950,15100,77535,171090.0,11330433.0
2006-12-18,15100,15500,15050,15300,155919,173356.0,11330433.0
2006-12-19,14850,15300,14800,14850,76324,168257.0,11330433.0
2006-12-20,14700,14900,14500,14500,90440,164291.0,11330433.0
2006-12-21,14500,14650,14300,14500,60114,164291.0,11330433.0
2006-12-22,14300,14500,14200,14350,45829,162592.0,11330433.0
2006-12-26,14300,14450,14050,14400,42936,163158.0,11330433.0
2006-12-27,14400,14700,14300,14700,27964,166557.0,11330433.0
2006-12-28,14500,15150,14500,15000,72077,169956.0,11330433.0
2007-01-02,15100,15100,14750,14750,33778,167124.0,11330433.0
2007-01-03,14750,14800,14300,14450,55665,163725.0,11330433.0
2007-01-04,14550,14550,14150,14250,27601,161459.0,11330433.0
2007-01-05,14300,14400,13750,14100,45669,159759.0,11330433.0
2007-01-08,14100,14100,13650,13750,35227,155793.0,11330433.0
2007-01-09,13750,14000,13650,13800,28989,156360.0,11330433.0
2007-01-10,13850,13850,12900,13450,81238,152394.0,11330433.0
2007-01-11,13300,13600,13200,13450,28955,152394.0,11330433.0
2007-01-12,13450,13650,13450,13500,51805,152961.0,11330433.0
2007-01-15,13550,13650,13150,13600,49374,154094.0,11330433.0
2007-01-16,13550,13550,13150,13150,28925,148995.0,11330433.0
2007-01-17,13150,13600,12700,13050,133194,147862.0,11330433.0
2007-01-18,13050,13150,12700,13050,63562,147862.0,11330433.0
2007-01-19,13100,13100,12650,12800,58305,145030.0,11330433.0
2007-01-22,12900,13000,12550,12550,41402,142197.0,11330433.0
2007-01-23,12450,12700,12150,12500,51223,141630.0,11330433.0
2007-01-24,12500,12900,12450,12800,29883,145030.0,11330433.0
2007-01-25,13000,13000,12550,12550,40799,142197.0,11330433.0
2007-01-26,12450,12950,12350,12850,43246,145596.0,11330433.0
2007-01-29,13350,13350,12800,12850,22514,145596.0,11330433.0
2007-01-30,12650,13200,12650,13200,68531,149562.0,11330433.0
2007-01-31,13100,13150,13000,13000,25991,147296.0,11330433.0
2007-02-01,13150,13150,12800,12950,36348,146729.0,11330433.0
2007-02-02,12900,13300,12900,13150,45349,148995.0,11330433.0
2007-02-05,13250,13400,13000,13200,54936,149562.0,11330433.0
2007-02-06,13200,13300,13100,13300,44731,150695.0,11330433.0
2007-02-07,13450,13450,13150,13250,46703,150128.0,11330433.0
2007-02-08,13250,13300,13050,13300,66385,150695.0,11330433.0
2007-02-09,13350,13700,13350,13650,65142,154660.0,11330433.0
2007-02-12,13600,13600,13250,13450,37600,152394.0,11330433.0
2007-02-13,13300,13500,13150,13150,43699,148995.0,11330433.0
2007-02-14,13200,13350,13200,13300,31848,150695.0,11330433.0
2007-02-15,13450,13500,13150,13150,47778,148995.0,11330433.0
2007-02-16,13150,13250,13000,13150,32766,148995.0,11330433.0
2007-02-20,13200,13200,12850,13050,47934,147862.0,11330433.0
2007-02-21,13050,13050,12600,12600,99835,142763.0,11330433.0
2007-02-22,12650,12800,12550,12600,86318,142763.0,11330433.0
2007-02-23,12700,12800,12600,12650,52741,143330.0,11330433.0
2007-02-26,12600,12650,12400,12450,75989,141064.0,11330433.0
2007-02-27,12400,12700,12400,12550,46769,142197.0,11330433.0
2007-02-28,12000,12300,11650,12100,173536,137098.0,11330433.0
2007-03-02,12100,12250,11800,12150,63677,137665.0,11330433.0
2007-03-05,12100,12150,11900,11950,62870,135399.0,11330433.0
2007-03-06,11950,12300,11950,12100,47695,137098.0,11330433.0
2007-03-07,12200,12300,12050,12050,50078,136532.0,11330433.0
2007-03-08,12100,12250,11900,12050,74700,136532.0,11330433.0
2007-03-09,12100,12200,12000,12100,66881,137098.0,11330433.0
2007-03-12,12200,12200,12000,12000,155105,135965.0,11330433.0
2007-03-13,12100,12550,12050,12500,165264,141630.0,11330433.0
2007-03-14,12300,12650,12200,12450,93449,141064.0,11330433.0
2007-03-15,12550,12850,12400,12800,102996,145030.0,11330433.0
2007-03-16,12700,12850,12600,12750,63454,144463.0,11330433.0
2007-03-19,12650,12800,12650,12700,61466,143896.0,11330433.0
2007-03-20,13000,13100,12650,12650,118115,143330.0,11330433.0
2007-03-21,12650,12750,12300,12300,82992,139364.0,11330433.0
2007-03-22,12450,12600,12300,12600,94183,142763.0,11330433.0
2007-03-23,12600,12900,12450,12800,79345,145030.0,11330433.0
2007-03-26,12800,13100,12650,12850,79280,145596.0,11330433.0
2007-03-27,12750,12900,12550,12600,49684,142763.0,11330433.0
2007-03-28,12700,12700,12450,12450,44229,141064.0,11330433.0
2007-03-29,12450,12650,12400,12600,34413,142763.0,11330433.0
2007-03-30,12600,12650,12500,12600,49143,142763.0,11330433.0
2007-04-02,12600,12650,12200,12200,129712,138231.0,11330433.0
2007-04-03,12200,12300,11800,11950,176911,135399.0,11330433.0
2007-04-04,12000,12300,11950,12200,103126,138231.0,11330433.0
2007-04-05,12200,12350,12000,12050,98701,136532.0,11330433.0
2007-04-06,12150,12300,12050,12100,126671,137098.0,11330433.0
2007-04-09,12200,12200,11900,12000,87731,135965.0,11330433.0
2007-04-10,12000,12100,11800,11950,122042,135399.0,11330433.0
2007-04-11,12000,12150,11900,12000,129583,135965.0,11330433.0
2007-04-12,12000,12150,11950,12150,116997,137665.0,11330433.0
2007-04-13,12150,12200,12000,12150,101412,137665.0,11330433.0
2007-04-16,12200,12500,12100,12450,170142,141064.0,11330433.0
2007-04-17,12500,12500,12300,12400,82677,140497.0,11330433.0
2007-04-18,12300,12450,12100,12300,98033,139364.0,11330433.0
2007-04-19,12300,12300,11950,12000,93819,135965.0,11330433.0
2007-04-20,12050,12200,12000,12050,78645,136532.0,11330433.0
2007-04-23,12150,12400,12150,12350,119006,139931.0,11330433.0
2007-04-24,12400,12400,12050,12200,85939,138231.0,11330433.0
2007-04-25,12200,12200,11900,11950,110167,135399.0,11330433.0
2007-04-26,12000,12100,11950,12000,51024,135965.0,11330433.0
2007-04-27,12050,12150,12000,12000,50233,135965.0,11330433.0
2007-04-30,12000,12000,11600,11650,99957,132000.0,11330433.0
2007-05-02,11700,11750,11450,11700,84842,132566.0,11330433.0
2007-05-03,11750,12100,11750,12000,96199,135965.0,11330433.0
2007-05-04,12100,12100,11850,11850,41744,134266.0,11330433.0
2007-05-07,11850,12000,11850,12000,50317,135965.0,11330433.0
2007-05-08,12000,12050,11900,11900,60413,134832.0,11330433.0
2007-05-09,12000,12000,11500,11700,144117,132566.0,11330433.0
2007-05-10,11750,11800,11500,11650,148646,132000.0,11330433.0
2007-05-11,11550,11600,11300,11350,95052,128600.0,11330433.0
2007-05-14,11400,11600,11150,11200,103261,126901.0,11330433.0
2007-05-15,11200,11400,11050,11300,44470,128034.0,11330433.0
2007-05-16,11150,11600,11150,11550,44250,130867.0,11330433.0
2007-05-17,11500,11600,11250,11450,68130,129733.0,11330433.0
2007-05-18,11450,11500,11250,11250,49365,127467.0,11330433.0
2007-05-21,11300,11550,11200,11450,42875,129733.0,11330433.0
2007-05-22,11550,11550,11200,11200,80578,126901.0,11330433.0
2007-05-23,11350,11400,11150,11200,64174,126901.0,11330433.0
2007-05-25,11200,11250,10950,11050,103184,125201.0,11330433.0
2007-05-28,11100,11600,11050,11550,145897,130867.0,11330433.0
2007-05-29,11550,11900,11400,11650,170712,132000.0,11330433.0
2007-05-30,11700,11950,11650,11800,95329,133699.0,11330433.0
2007-05-31,11850,11900,11550,11700,73625,132566.0,11330433.0
2007-06-01,11650,11700,11450,11500,135755,130300.0,11330433.0
2007-06-04,11700,11750,11450,11550,66788,130867.0,11330433.0
2007-06-05,11550,11600,11400,11500,80330,130300.0,11330433.0
2007-06-07,11450,11500,11300,11500,102701,130300.0,11330433.0
2007-06-08,11400,12100,11350,11850,310786,134266.0,11330433.0
2007-06-11,12100,12200,11950,12100,176963,137098.0,11330433.0
2007-06-12,12500,12850,12400,12700,518133,143896.0,11330433.0
2007-06-13,12650,13050,12350,13000,422700,147296.0,11330433.0
2007-06-14,13150,14350,13000,14000,701724,158626.0,11330433.0
2007-06-15,14100,14350,13800,14000,289238,158626.0,11330433.0
2007-06-18,14100,14500,13700,14300,358738,162025.0,11330433.0
2007-06-19,14500,14900,14150,14700,354750,166557.0,11330433.0
2007-06-20,14850,14850,14150,14400,287911,163158.0,11330433.0
2007-06-21,14100,14700,14100,14650,190525,165991.0,11330433.0
2007-06-22,14900,15450,14600,14900,273637,168823.0,11330433.0
2007-06-25,14550,14850,14500,14550,111506,164858.0,11330433.0
2007-06-26,14700,14900,13550,14150,196922,160326.0,11330433.0
2007-06-27,14150,14250,13800,14000,116298,158626.0,11330433.0
2007-06-28,14200,14500,14000,14500,88035,164291.0,11330433.0
2007-06-29,14700,15050,14550,14800,157767,167690.0,11330433.0
2007-07-02,14700,14950,14500,14650,69499,165991.0,11330433.0
2007-07-03,14800,15200,14450,14600,171305,165424.0,11330433.0
2007-07-04,14800,15050,14150,14950,210085,169390.0,11330433.0
2007-07-05,14650,17000,14600,17000,753273,192617.0,11330433.0
2007-07-06,16950,16950,16150,16950,223311,192051.0,11330433.0
2007-07-09,16900,17400,16550,16700,142868,189218.0,11330433.0
2007-07-10,16900,17700,16700,17100,200946,193750.0,11330433.0
2007-07-11,17100,18350,16950,18100,330080,205081.0,11330433.0
2007-07-12,18400,18450,17700,18300,216094,207347.0,11330433.0
2007-07-13,18500,18600,17650,17850,137398,202248.0,11330433.0
2007-07-16,17850,17850,16100,17000,126656,192617.0,11330433.0
2007-07-18,17000,17500,16500,17050,115673,193184.0,11330433.0
2007-07-19,17350,17450,16800,17450,73434,197716.0,11330433.0
2007-07-20,17350,18100,17100,17850,186549,202248.0,11330433.0
2007-07-23,17800,18000,16900,17000,132309,192617.0,11330433.0
2007-07-24,17000,17000,15700,16000,162126,181287.0,11330433.0
2007-07-25,15900,16450,15450,16450,98730,186386.0,11330433.0
2007-07-26,16500,16700,15400,15400,109698,174489.0,11330433.0
2007-07-27,14850,14950,14150,14350,126229,162592.0,11330433.0
2007-07-30,14150,15150,14150,15000,94313,169956.0,11330433.0
2007-07-31,14900,15450,14800,15300,42151,173356.0,11330433.0
2007-08-01,15000,15300,14650,15250,43812,172789.0,11330433.0
2007-08-02,15350,15600,14600,14800,46424,167690.0,11330433.0
2007-08-03,14750,14950,14600,14750,26611,167124.0,11330433.0
2007-08-06,14500,14650,13800,14000,76958,158626.0,11330433.0
2007-08-07,14200,14200,13200,13500,160240,152961.0,11330433.0
2007-08-08,13500,13800,13450,13700,55963,155227.0,11330433.0
2007-08-09,13800,13900,13400,13400,63073,151828.0,11330433.0
2007-08-10,13000,13200,12500,12850,95588,145596.0,11330433.0
2007-08-13,12900,13200,12800,12950,38306,146729.0,11330433.0
2007-08-14,12750,13000,12200,12950,75778,146729.0,11330433.0
2007-08-16,12300,12450,11550,11550,106574,130867.0,11330433.0
2007-08-17,11500,11800,10850,11000,172764,124635.0,11330433.0
2007-08-20,11500,12050,11350,12050,140152,136532.0,11330433.0
2007-08-21,12100,12100,11750,11850,115564,134266.0,11330433.0
2007-08-22,11800,12600,11800,12600,156416,142763.0,11330433.0
2007-08-23,12700,12900,12500,12700,126323,143896.0,11330433.0
2007-08-24,12600,12600,12300,12600,34621,142763.0,11330433.0
2007-08-27,12850,12850,12100,12350,232535,139931.0,11330433.0
2007-08-28,12450,12500,12150,12400,44172,140497.0,11330433.0
2007-08-29,12000,12200,11850,12100,64248,137098.0,11330433.0
2007-08-30,12350,13350,12350,13150,173697,148995.0,11330433.0
2007-08-31,13200,13200,12650,12750,90692,144463.0,11330433.0
2007-09-03,12950,13250,12850,12900,72719,146163.0,11330433.0
2007-09-04,13050,13500,12900,12900,220163,146163.0,11330433.0
2007-09-05,13200,13250,12500,12600,104768,142763.0,11330433.0
2007-09-06,12400,12600,12250,12400,87552,140497.0,11330433.0
2007-09-07,12450,12600,12350,12500,39007,141630.0,11330433.0
2007-09-10,12200,12200,11900,12100,76932,137098.0,11330433.0
2007-09-11,12450,13400,12200,12800,187913,145030.0,11330433.0
2007-09-12,12800,12850,12200,12400,97167,140665.0,11343933.0
2007-09-13,12400,12450,12150,12400,52238,140665.0,11343933.0
2007-09-14,12450,12850,12400,12850,89600,145770.0,11343933.0
2007-09-17,12800,13200,12700,12700,78252,144068.0,11343933.0
2007-09-18,12700,12700,12150,12300,56357,139530.0,11343933.0
2007-09-19,12600,12700,12250,12350,101742,140098.0,11343933.0
2007-09-20,12400,12400,11850,11850,164167,134426.0,11343933.0
2007-09-21,11900,12100,11700,11950,114192,135560.0,11343933.0
2007-09-27,12100,12250,11850,12000,104926,136127.0,11343933.0
2007-09-28,12050,12050,11650,11850,124503,134426.0,11343933.0
2007-10-01,11850,12250,11850,12150,70616,137829.0,11343933.0
2007-10-02,12250,12350,12050,12100,80210,137262.0,11343933.0
2007-10-04,12050,12100,11450,11650,207666,132157.0,11343933.0
2007-10-05,11650,11700,11400,11500,210512,130455.0,11343933.0
2007-10-08,11650,11750,11200,11200,195791,127052.0,11343933.0
2007-10-09,11300,11550,11150,11400,153902,129321.0,11343933.0
2007-10-10,11700,12100,11550,11650,210104,132157.0,11343933.0
2007-10-11,11650,11850,11500,11500,116046,130455.0,11343933.0
2007-10-12,11350,11400,11050,11200,139640,127052.0,11343933.0
2007-10-15,11400,11400,10950,11000,175195,124783.0,11343933.0
2007-10-16,11000,11450,10900,11050,101773,125350.0,11343933.0
2007-10-17,11100,11100,10750,10900,88898,123649.0,11343933.0
2007-10-18,10800,11250,10750,10900,160020,123649.0,11343933.0
2007-10-19,10900,11050,10850,10850,57851,123082.0,11343933.0
2007-10-22,10350,10400,10000,10250,88708,116275.0,11343933.0
2007-10-23,10500,10500,10150,10300,66791,116843.0,11343933.0
2007-10-24,10350,10350,9920,9920,96376,112532.0,11343933.0
2007-10-25,10000,10050,9570,9860,109746,111851.0,11343933.0
2007-10-26,9860,9880,9660,9810,58002,111284.0,11343933.0
2007-10-29,9810,10250,9810,10100,57101,114574.0,11343933.0
2007-10-30,10200,10650,10150,10400,83502,117977.0,11343933.0
2007-10-31,10400,10550,10250,10350,28798,117410.0,11343933.0
2007-11-01,10350,10600,10050,10100,40528,114574.0,11343933.0
2007-11-02,10000,10100,9850,9900,67222,112305.0,11343933.0
2007-11-05,10200,10600,9900,9940,99519,112759.0,11343933.0
2007-11-06,9940,9950,9630,9900,55944,112305.0,11343933.0
2007-11-07,9970,10100,9800,9920,36134,112532.0,11343933.0
2007-11-08,9950,10100,9800,9850,41348,111738.0,11343933.0
2007-11-09,9820,9960,9580,9700,66955,110036.0,11343933.0
2007-11-12,9500,9800,9400,9410,75274,106746.0,11343933.0
2007-11-13,9650,10000,9400,9500,103494,107767.0,11343933.0
2007-11-14,9730,9990,9570,9850,83236,111738.0,11343933.0
2007-11-15,9890,9990,9800,9850,53234,111738.0,11343933.0
2007-11-16,9990,11250,9990,11100,353875,125918.0,11343933.0
2007-11-19,11200,11400,10650,10650,226034,120813.0,11343933.0
2007-11-20,10500,10950,10300,10950,100915,124216.0,11343933.0
2007-11-21,11000,11700,10400,10400,249471,117977.0,11343933.0
2007-11-22,10200,11050,10200,11050,119227,125350.0,11343933.0
2007-11-23,10850,10850,10300,10400,88618,117977.0,11343933.0
2007-11-26,10800,10950,10500,10600,61599,120246.0,11343933.0
2007-11-27,10250,10600,10200,10400,95932,117977.0,11343933.0
2007-11-28,10500,10700,10050,10050,101522,114007.0,11343933.0
2007-11-29,10250,10350,9820,10000,81836,113439.0,11343933.0
2007-11-30,10100,10150,9930,10100,46595,114574.0,11343933.0
2007-12-03,10200,10400,9980,10400,90474,117977.0,11343933.0
2007-12-04,10300,10450,10100,10150,89849,115141.0,11343933.0
2007-12-05,10100,10200,9980,10050,55250,114007.0,11343933.0
2007-12-06,10150,10600,10100,10500,120403,119111.0,11343933.0
2007-12-07,10550,10750,10200,10400,124087,117977.0,11343933.0
2007-12-10,10400,10950,10400,10850,155558,123082.0,11343933.0
2007-12-11,10850,11300,10750,10850,195976,123082.0,11343933.0
2007-12-12,10650,11750,10650,11600,292198,131590.0,11343933.0
2007-12-13,11700,11950,11450,11900,245910,134993.0,11343933.0
2007-12-14,11900,12150,11650,11850,136844,134426.0,11343933.0
2007-12-17,11750,11850,11000,11000,100173,124783.0,11343933.0
2007-12-18,10800,11350,10750,11200,104202,127052.0,11343933.0
2007-12-20,11300,11650,11150,11350,130964,128754.0,11343933.0
2007-12-21,11500,11650,11200,11350,78992,128754.0,11343933.0
2007-12-24,11400,11750,11350,11700,93118,132724.0,11343933.0
2007-12-26,11850,12350,11800,11800,218485,133858.0,11343933.0
2007-12-27,11700,12000,11500,11800,69096,133858.0,11343933.0
2007-12-28,11800,11850,11600,11600,53436,131590.0,11343933.0
2008-01-02,12100,12300,11550,11600,135762,131590.0,11343933.0
2008-01-03,11450,12000,11400,12000,110895,136127.0,11343933.0
2008-01-04,12000,12700,11650,12500,193569,141799.0,11343933.0
2008-01-07,12100,12750,12100,12450,123359,141232.0,11343933.0
2008-01-08,12550,12600,12100,12100,46124,137262.0,11343933.0
2008-01-09,11850,12000,11500,11600,105197,131590.0,11343933.0
2008-01-10,11700,11800,11150,11250,109317,127619.0,11343933.0
2008-01-11,11250,11450,10800,10800,105407,122514.0,11343933.0
2008-01-14,10800,11000,10500,10500,55153,119111.0,11343933.0
2008-01-15,10800,11000,10100,10200,119167,115708.0,11343933.0
2008-01-16,10000,10400,9800,10100,79577,114574.0,11343933.0
2008-01-17,10350,10600,10150,10250,49827,116275.0,11343933.0
2008-01-18,10100,10800,10100,10750,47244,121947.0,11343933.0
2008-01-21,10800,10850,10350,10350,54376,117410.0,11343933.0
2008-01-22,10100,10100,9500,9650,112560,109469.0,11343933.0
2008-01-23,9950,10150,9700,9830,49310,111511.0,11343933.0
2008-01-24,10100,10100,9950,10000,26885,113439.0,11343933.0
2008-01-25,10200,10200,9910,10050,44942,114007.0,11343933.0
2008-01-28,10050,10050,9740,9740,29600,110490.0,11343933.0
2008-01-29,9860,9940,9630,9930,37730,112645.0,11343933.0
2008-01-30,10000,10100,9400,9500,48947,107767.0,11343933.0
2008-01-31,9590,9650,9400,9550,25751,108335.0,11343933.0
2008-02-01,9570,9790,9200,9320,45532,105725.0,11343933.0
2008-02-04,9340,9510,9210,9500,56049,107767.0,11343933.0
2008-02-05,9400,9580,9400,9470,24472,107427.0,11343933.0
2008-02-11,9450,9450,9240,9290,30198,105385.0,11343933.0
2008-02-12,9310,9350,9100,9180,70618,104137.0,11343933.0
2008-02-13,9230,9250,9100,9150,28270,103797.0,11343933.0
2008-02-14,9170,9310,9170,9300,30127,105499.0,11343933.0
2008-02-15,9300,9300,9120,9280,18714,105272.0,11343933.0
2008-02-18,9230,9380,9230,9310,35577,105612.0,11343933.0
2008-02-19,9400,9510,9330,9500,29438,107767.0,11343933.0
2008-02-20,9510,9510,9230,9230,47825,104705.0,11343933.0
2008-02-21,9250,9340,9150,9200,37477,104364.0,11343933.0
2008-02-22,9200,9200,9100,9190,18649,104251.0,11343933.0
2008-02-25,9280,9280,9100,9130,29074,103570.0,11343933.0
2008-02-26,9200,9410,9140,9400,53717,106633.0,11343933.0
2008-02-27,9480,9480,9210,9230,28660,104705.0,11343933.0
2008-02-28,9270,9280,9200,9270,27184,105158.0,11343933.0
2008-02-29,9290,9290,9170,9200,19106,104364.0,11343933.0
2008-03-03,9140,9160,8970,8980,62237,101869.0,11343933.0
2008-03-04,8980,9080,8840,8870,44487,100621.0,11343933.0
2008-03-05,8760,9090,8740,8890,30889,100848.0,11343933.0
2008-03-06,8900,9000,8810,8820,33998,100053.0,11343933.0
2008-03-07,8770,8770,8510,8560,33321,97104.0,11343933.0
2008-03-10,8420,8550,7960,7980,63943,90525.0,11343933.0
2008-03-11,7800,7900,7500,7800,81141,88483.0,11343933.0
2008-03-12,7850,8160,7850,7930,53413,89957.0,11343933.0
2008-03-13,7860,8000,7760,7800,18651,88483.0,11343933.0
2008-03-14,7800,8050,7690,7720,16655,87575.0,11343933.0
2008-03-17,7710,7710,7070,7310,31685,82924.0,11343933.0
2008-03-18,7410,7410,7130,7230,27865,82017.0,11343933.0
2008-03-19,7310,7430,7230,7250,52868,82244.0,11343933.0
2008-03-20,7110,7220,7100,7220,17092,81903.0,11343933.0
2008-03-21,7250,7650,7250,7600,33604,86214.0,11343933.0
2008-03-24,7600,7630,7360,7500,22419,85079.0,11343933.0
2008-03-25,7530,7600,7380,7380,25889,83718.0,11343933.0
2008-03-26,7380,7460,7200,7250,55439,82244.0,11343933.0
2008-03-27,7350,7350,7250,7250,14804,82244.0,11343933.0
2008-03-28,7280,7330,7170,7250,34059,82244.0,11343933.0
2008-03-31,7250,7340,7150,7170,49068,81336.0,11343933.0
2008-04-01,7250,7260,7170,7250,31057,82244.0,11343933.0
2008-04-02,7300,7500,7300,7450,48194,84512.0,11343933.0
2008-04-03,7460,7500,7300,7360,27003,83491.0,11343933.0
2008-04-04,7390,7400,7210,7210,28716,81790.0,11343933.0
2008-04-07,7290,7470,7220,7430,53894,84285.0,11343933.0
2008-04-08,7430,7790,7430,7650,62337,86781.0,11343933.0
2008-04-10,7650,7830,7570,7700,37823,87348.0,11343933.0
2008-04-11,7800,7800,7460,7500,35698,85079.0,11343933.0
2008-04-14,7350,7480,7290,7290,24354,82697.0,11343933.0
2008-04-15,7250,7460,7200,7400,36878,83945.0,11343933.0
2008-04-16,7490,7490,7370,7410,16741,84059.0,11343933.0
2008-04-17,7450,7570,7400,7400,18154,83945.0,11343933.0
2008-04-18,7450,7490,7340,7360,28673,83491.0,11343933.0
2008-04-21,7430,7700,7390,7700,55099,87348.0,11343933.0
2008-04-22,7800,7810,7600,7600,20485,86214.0,11343933.0
2008-04-23,7550,7710,7540,7560,20035,85760.0,11343933.0
2008-04-24,7550,7890,7460,7800,82725,88483.0,11343933.0
2008-04-25,7760,8060,7760,7930,49531,89957.0,11343933.0
2008-04-28,8120,8120,7800,7850,65220,89050.0,11343933.0
2008-04-29,7960,7960,7690,7690,19136,87235.0,11343933.0
2008-04-30,7790,7790,7590,7680,32696,87121.0,11343933.0
2008-05-02,7750,7750,7660,7700,26774,87348.0,11343933.0
2008-05-06,7800,7800,7650,7800,15361,88483.0,11343933.0
2008-05-07,7840,7840,7540,7610,21219,86327.0,11343933.0
2008-05-08,7660,7660,7330,7420,45381,84172.0,11343933.0
2008-05-09,7390,7520,7340,7400,20126,83945.0,11343933.0
2008-05-13,7400,7500,7360,7480,18863,84853.0,11343933.0
2008-05-14,7480,7550,7440,7500,13372,85079.0,11343933.0
2008-05-15,7530,7560,7460,7550,26822,85647.0,11343933.0
2008-05-16,7620,8120,7600,8030,107927,91092.0,11343933.0
2008-05-19,8090,8200,7930,8140,83532,92340.0,11343933.0
2008-05-20,8160,8190,7980,8010,37883,90865.0,11343933.0
2008-05-21,7990,7990,7740,7740,43489,87802.0,11343933.0
2008-05-22,7610,7700,7500,7550,47535,85647.0,11343933.0
2008-05-23,7550,7720,7550,7610,24856,86327.0,11343933.0
2008-05-26,7500,7590,7390,7440,25771,84399.0,11343933.0
2008-05-27,7440,7540,7380,7400,23592,83945.0,11343933.0
2008-05-28,7420,7490,7330,7390,18280,83832.0,11343933.0
2008-05-29,7380,7530,7360,7440,30642,84399.0,11343933.0
2008-05-30,7480,7600,7450,7470,14011,84739.0,11343933.0
2008-06-02,7480,7550,7450,7550,13678,85647.0,11343933.0
2008-06-03,7500,7570,7420,7420,14161,84172.0,11343933.0
2008-06-04,7370,7470,7350,7400,28906,83945.0,11343933.0
2008-06-05,7410,7500,7400,7400,14319,83945.0,11343933.0
2008-06-09,7210,7290,7090,7130,65512,80882.0,11343933.0
2008-06-10,7130,7190,6760,6810,75755,77252.0,11343933.0
2008-06-11,6810,6930,6780,6930,40251,78613.0,11343933.0
2008-06-12,6900,6950,6730,6780,13905,76912.0,11343933.0
2008-06-13,6880,6880,6500,6540,45416,74189.0,11343933.0
2008-06-16,6600,6680,6500,6500,24139,73736.0,11343933.0
2008-06-17,6420,6540,6350,6350,28219,72034.0,11343933.0
2008-06-18,6310,6450,6300,6450,25016,73168.0,11343933.0
2008-06-19,6440,6460,6340,6410,24789,72715.0,11343933.0
2008-06-20,6400,6450,6340,6350,16774,72034.0,11343933.0
2008-06-23,6350,6350,6170,6190,17174,70219.0,11343933.0
2008-06-24,6230,6270,6110,6120,25907,69425.0,11343933.0
2008-06-25,6120,6190,6060,6180,11674,70106.0,11343933.0
2008-06-26,6150,6400,6150,6270,23267,71126.0,11343933.0
2008-06-27,6260,6260,6150,6200,14700,70332.0,11343933.0
2008-06-30,6250,6690,6220,6580,50288,74643.0,11343933.0
2008-07-01,6600,6600,6210,6210,29088,70446.0,11343933.0
2008-07-02,6210,6290,5700,5770,47274,65454.0,11343933.0
2008-07-03,5380,5600,4910,5320,61681,60350.0,11343933.0
2008-07-04,5210,5370,5100,5100,45291,57854.0,11343933.0
2008-07-07,5120,5150,4850,5050,47712,57287.0,11343933.0
2008-07-08,4930,5060,4600,4750,47745,53884.0,11343933.0
2008-07-09,4785,4940,4780,4845,39518,54961.0,11343933.0
2008-07-10,4640,5110,4640,5100,19112,57854.0,11343933.0
2008-07-11,5100,5280,5000,5210,22012,59102.0,11343933.0
2008-07-14,5210,5210,5060,5070,8737,57514.0,11343933.0
2008-07-15,5000,5000,4815,4875,12911,55302.0,11343933.0
2008-07-16,4945,4945,4770,4840,15382,54905.0,11343933.0
2008-07-17,4910,4965,4860,4910,20901,55699.0,11343933.0
2008-07-18,4920,5160,4910,5040,24043,57173.0,11343933.0
2008-07-21,5050,5220,5050,5180,10672,58762.0,11343933.0
2008-07-22,5240,5240,5070,5130,9512,58194.0,11343933.0
2008-07-23,5240,5240,5090,5180,24340,58762.0,11343933.0
2008-07-24,5240,5410,5190,5390,22725,61144.0,11343933.0
2008-07-25,5460,5590,5350,5450,36358,61824.0,11343933.0
2008-07-28,5500,5530,5400,5480,10586,62165.0,11343933.0
2008-07-29,5460,5460,5300,5350,12823,60690.0,11343933.0
2008-07-30,5360,5420,5250,5300,14178,60123.0,11343933.0
2008-07-31,5300,5640,5270,5370,15375,60917.0,11343933.0
2008-08-01,5340,5440,5340,5340,9987,60577.0,11343933.0
2008-08-04,5380,5380,5260,5300,10923,60123.0,11343933.0
2008-08-05,5340,5350,5160,5310,21960,60236.0,11343933.0
2008-08-06,5320,5350,5240,5320,21553,60350.0,11343933.0
2008-08-07,5300,5470,5290,5470,26523,62051.0,11343933.0
2008-08-08,5500,5590,5370,5450,18499,61824.0,11343933.0
2008-08-11,5580,5580,5330,5360,19173,60803.0,11343933.0
2008-08-12,5320,5390,5240,5300,14839,60123.0,11343933.0
2008-08-13,5220,5290,5160,5200,16484,58988.0,11343933.0
2008-08-14,5180,5260,5150,5250,10771,59556.0,11343933.0
2008-08-18,5200,5250,5140,5170,10441,58648.0,11343933.0
2008-08-19,5150,5150,4965,4965,24154,56323.0,11343933.0
2008-08-20,4950,5090,4815,5090,7799,57741.0,11343933.0
2008-08-21,4950,5070,4910,4910,4305,55699.0,11343933.0
2008-08-22,4845,5000,4725,4900,15782,55585.0,11343933.0
2008-08-25,4950,4950,4820,4900,5145,55585.0,11343933.0
2008-08-26,4620,5000,4620,4710,31475,53430.0,11343933.0
2008-08-27,4655,4755,4640,4710,17234,53430.0,11343933.0
2008-08-28,4690,4780,4625,4625,9485,52466.0,11343933.0
2008-08-29,4540,5220,4540,5040,93877,57173.0,11343933.0
2008-09-01,4950,5040,4725,4725,23496,53600.0,11343933.0
2008-09-02,4725,4840,4375,4495,49343,50991.0,11343933.0
