덕산하이메탈(077360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-04-24,5934,5934,5660,5728,21280,100300.0,6006000.0
2006-04-25,5865,6106,5729,5916,48965,103604.0,6006000.0
2006-04-26,5917,5917,5729,5848,36568,102402.0,6006000.0
2006-04-27,5865,6003,5762,5831,15639,102102.0,6006000.0
2006-04-28,5745,5950,5727,5796,26341,101501.0,6006000.0
2006-05-02,5693,5814,5693,5728,14770,100300.0,6006000.0
2006-05-03,5728,5780,5677,5762,16190,100901.0,6006000.0
2006-05-04,5677,5814,5677,5814,9886,101802.0,6006000.0
2006-05-08,5814,5831,5643,5659,19096,99099.0,6006000.0
2006-05-09,5659,5899,5591,5865,23892,102703.0,6006000.0
2006-05-10,5676,5933,5676,5865,10667,102703.0,6006000.0
2006-05-11,5865,5882,5779,5865,9238,102703.0,6006000.0
2006-05-12,5865,5865,5728,5831,8662,102102.0,6006000.0
2006-05-15,5693,5814,5693,5779,12464,101201.0,6006000.0
2006-05-16,5694,5814,5626,5659,13082,99099.0,6006000.0
2006-05-17,5522,5693,5522,5694,16371,99700.0,6006000.0
2006-05-18,5641,5641,5419,5539,15259,96997.0,6006000.0
2006-05-19,5641,5641,5419,5539,6965,96997.0,6006000.0
2006-05-22,5574,5642,5436,5488,8142,96096.0,6006000.0
2006-05-23,5488,5539,5436,5471,14508,95796.0,6006000.0
2006-05-24,5403,5505,5248,5351,6082,93694.0,6006000.0
2006-05-25,5248,5625,5248,5488,18838,96096.0,6006000.0
2006-05-26,5539,5660,5506,5522,11708,96697.0,6006000.0
2006-05-29,5608,5728,5522,5625,8777,98498.0,6006000.0
2006-05-30,5660,5762,5488,5728,12851,100300.0,6006000.0
2006-06-01,5746,5763,5625,5762,7176,100901.0,6006000.0
2006-06-02,5762,5796,5641,5694,11220,99700.0,6006000.0
2006-06-05,5762,5762,5539,5659,14006,99099.0,6006000.0
2006-06-07,5660,5660,5351,5591,5803,97898.0,6006000.0
2006-06-08,5625,5625,5454,5625,5883,98498.0,6006000.0
2006-06-09,5814,5814,5608,5608,3257,98198.0,6006000.0
2006-06-12,5591,5642,5470,5642,10433,98799.0,6006000.0
2006-06-13,5625,5642,5488,5625,2771,98498.0,6006000.0
2006-06-14,5659,5659,5488,5625,11382,98498.0,6006000.0
2006-06-15,5796,5796,5591,5728,8722,100300.0,6006000.0
2006-06-16,5763,6003,5522,5522,11717,96697.0,6006000.0
2006-06-19,5642,5642,5436,5574,10439,97598.0,6006000.0
2006-06-20,5591,5608,5386,5574,6679,97598.0,6006000.0
2006-06-21,5488,5659,5419,5471,4966,95796.0,6006000.0
2006-06-22,5471,5488,5213,5333,17691,93393.0,6006000.0
2006-06-23,5282,5316,5111,5110,7749,89489.0,6006000.0
2006-06-26,5180,5282,4940,5110,29367,89489.0,6006000.0
2006-06-27,5180,5282,5111,5110,15674,89489.0,6006000.0
2006-06-28,5042,5316,5008,5162,13471,90390.0,6006000.0
2006-06-29,5179,5316,5179,5213,20480,91291.0,6006000.0
2006-06-30,5351,5574,5247,5574,12758,97598.0,6006000.0
2006-07-03,5642,5642,5420,5608,5731,98198.0,6006000.0
2006-07-04,5727,5762,5608,5728,17982,100300.0,6006000.0
2006-07-05,5711,5779,5557,5779,17320,101201.0,6006000.0
2006-07-06,5779,5831,5608,5796,25105,101501.0,6006000.0
2006-07-07,5796,5814,5641,5796,3770,101501.0,6006000.0
2006-07-10,5608,5763,5608,5762,6166,100901.0,6006000.0
2006-07-11,5762,5831,5727,5796,10398,101501.0,6006000.0
2006-07-12,5831,5831,5625,5796,28502,101501.0,6006000.0
2006-07-13,5779,5796,5710,5796,7501,101501.0,6006000.0
2006-07-14,5779,5831,5660,5831,23019,102102.0,6006000.0
2006-07-18,5831,5848,5712,5848,13183,102402.0,6006000.0
2006-07-19,5900,6071,5883,5985,23074,104805.0,6006000.0
2006-07-20,6003,6122,5986,6071,30131,106306.0,6006000.0
2006-07-21,6105,6139,6002,6019,24702,105405.0,6006000.0
2006-07-24,5968,6038,5968,6002,16285,105105.0,6006000.0
2006-07-25,6071,6105,5968,6088,30267,106606.0,6006000.0
2006-07-26,6088,6517,5986,5985,167564,104805.0,6006000.0
2006-07-27,5865,5883,5557,5556,53418,97297.0,6006000.0
2006-07-28,5420,5763,5351,5676,57795,99399.0,6006000.0
2006-07-31,5557,5729,5351,5351,12016,93694.0,6006000.0
2006-08-01,5316,5454,5316,5351,9428,93694.0,6006000.0
2006-08-02,5316,5351,5213,5316,5330,93093.0,6006000.0
2006-08-03,5265,5419,5248,5316,6495,93093.0,6006000.0
2006-08-04,5265,5316,5213,5248,5285,91892.0,6006000.0
2006-08-07,5299,5299,5213,5248,4526,91892.0,6006000.0
2006-08-08,5316,5316,5179,5248,7292,91892.0,6006000.0
2006-08-09,5214,5282,5214,5282,4308,92492.0,6006000.0
2006-08-10,5213,5522,5213,5471,8139,95796.0,6006000.0
2006-08-11,5419,5522,5419,5453,6568,95495.0,6006000.0
2006-08-14,5470,5470,5419,5471,1103,95796.0,6006000.0
2006-08-16,5436,5505,5282,5488,8180,96096.0,6006000.0
2006-08-17,5488,5488,5386,5419,458,94895.0,6006000.0
2006-08-18,5403,5454,5248,5419,6072,94895.0,6006000.0
2006-08-21,5316,5403,5265,5351,1004,93694.0,6006000.0
2006-08-22,5316,5316,5265,5316,1128,93093.0,6006000.0
2006-08-23,5282,5282,5197,5196,5763,90991.0,6006000.0
2006-08-24,5196,5333,5196,5213,7004,91291.0,6006000.0
2006-08-25,5282,5300,5162,5299,6893,92793.0,6006000.0
2006-08-28,5265,5300,5231,5299,2923,92793.0,6006000.0
2006-08-29,5248,5317,5248,5299,4058,92793.0,6006000.0
2006-08-30,5248,5317,5213,5265,5129,92192.0,6006000.0
2006-08-31,5265,5265,5179,5213,10143,91291.0,6006000.0
2006-09-01,5196,5231,5128,5231,16228,91592.0,6006000.0
2006-09-04,5419,5453,5316,5385,27962,94294.0,6006000.0
2006-09-05,5453,5470,5385,5402,12868,94594.0,6006000.0
2006-09-06,5489,5489,5402,5436,9185,95195.0,6006000.0
2006-09-07,5368,5403,5316,5351,6988,108982.0,6986000.0
2006-09-08,5316,5368,5265,5316,7068,108283.0,6986000.0
2006-09-11,5386,5470,5351,5419,13355,110379.0,6986000.0
2006-09-12,5419,5453,5299,5385,6700,109680.0,6986000.0
2006-09-13,5385,5402,5282,5316,6968,108283.0,6986000.0
2006-09-14,5282,5556,5247,5436,77920,110728.0,6986000.0
2006-09-15,5453,5453,5385,5402,12519,110030.0,6986000.0
2006-09-18,5403,5951,5403,5676,61115,115618.0,6986000.0
2006-09-19,5693,5693,5607,5694,17772,115968.0,6986000.0
2006-09-20,5693,5693,5557,5625,17911,114570.0,6986000.0
2006-09-21,5625,5710,5453,5471,26540,111427.0,6986000.0
2006-09-22,5402,5488,5402,5453,7234,111077.0,6986000.0
2006-09-25,5351,5505,5351,5419,9906,110379.0,6986000.0
2006-09-26,5419,5659,5419,5539,26088,112824.0,6986000.0
2006-09-27,5590,5641,5350,5368,30216,109331.0,6986000.0
2006-09-28,5470,5470,5316,5385,19083,109680.0,6986000.0
2006-09-29,5367,5419,5282,5299,19007,107934.0,6986000.0
2006-10-02,5317,5455,5265,5265,9547,107235.0,6986000.0
2006-10-04,5248,5299,5180,5196,5127,105838.0,6986000.0
2006-10-09,5110,5179,4767,4802,35669,97804.0,6986000.0
2006-10-10,4751,4905,4751,4905,20755,99900.0,6986000.0
2006-10-11,4870,4973,4801,4819,5888,98153.0,6986000.0
2006-10-12,4819,4974,4819,4905,10380,99900.0,6986000.0
2006-10-13,4974,5042,4922,4973,5095,101297.0,6986000.0
2006-10-16,4904,5144,4904,5076,5894,103393.0,6986000.0
2006-10-17,5059,5127,4956,5076,16427,103393.0,6986000.0
2006-10-18,5025,5042,4990,5025,4559,102345.0,6986000.0
2006-10-19,5060,5077,4991,5008,4933,101996.0,6986000.0
2006-10-20,4991,5095,4957,5042,20505,102694.0,6986000.0
2006-10-23,5094,5094,5008,5025,4183,102345.0,6986000.0
2006-10-24,5060,5060,5008,5008,5980,101996.0,6986000.0
2006-10-25,5060,5147,5008,5042,17965,102694.0,6986000.0
2006-10-26,5059,5110,4974,4973,7170,101297.0,6986000.0
2006-10-27,4939,5025,4905,4905,19431,99900.0,6986000.0
2006-10-30,4904,4904,4750,4750,21446,96756.0,6986000.0
2006-10-31,4871,4871,4733,4853,10219,98852.0,6986000.0
2006-11-01,4905,4905,4785,4785,7182,97455.0,6986000.0
2006-11-02,4870,4870,4785,4836,3361,98503.0,6986000.0
2006-11-03,4801,4870,4768,4819,5701,98153.0,6986000.0
2006-11-06,4801,4818,4733,4802,5776,97804.0,6986000.0
2006-11-07,4837,4871,4664,4699,19163,95708.0,6986000.0
2006-11-08,4751,4751,4562,4682,36952,95359.0,6986000.0
2006-11-09,4665,4682,4580,4682,21831,95359.0,6986000.0
2006-11-10,4648,4699,4614,4699,12590,95708.0,6986000.0
2006-11-13,4648,4733,4580,4613,12169,93962.0,6986000.0
2006-11-14,4630,4630,4459,4562,48535,92914.0,6986000.0
2006-11-15,4595,4630,4459,4562,35017,92914.0,6986000.0
2006-11-16,4595,4887,4595,4888,46888,99550.0,6986000.0
2006-11-17,4974,5317,4956,5299,127374,107934.0,6986000.0
2006-11-20,5315,5350,5076,5128,55240,104441.0,6986000.0
2006-11-21,5144,5144,5042,5059,24884,103044.0,6986000.0
2006-11-22,5128,5213,5042,5179,25772,105489.0,6986000.0
2006-11-23,5179,5179,5059,5145,26430,104790.0,6986000.0
2006-11-24,5180,5196,5076,5179,27781,105489.0,6986000.0
2006-11-27,5180,5180,5059,5110,12607,104091.0,6986000.0
2006-11-28,5076,5111,4973,5076,7229,103393.0,6986000.0
2006-11-29,5111,5111,4956,5025,16589,102345.0,6986000.0
2006-11-30,5042,5147,4975,5042,21729,102694.0,6986000.0
2006-12-01,5042,5060,4975,5042,13990,102694.0,6986000.0
2006-12-04,5008,5008,4939,4990,16649,101646.0,6986000.0
2006-12-05,5008,5025,4887,5008,23492,101996.0,6986000.0
2006-12-06,5060,5060,4956,4990,10348,101646.0,6986000.0
2006-12-07,4990,5265,4939,5179,32918,105489.0,6986000.0
2006-12-08,5179,5196,5042,5162,24841,105139.0,6986000.0
2006-12-11,5111,5196,5111,5179,19590,105489.0,6986000.0
2006-12-12,5127,5179,5041,5128,16489,104441.0,6986000.0
2006-12-13,5247,5437,4973,5179,67381,105489.0,6986000.0
2006-12-14,5248,5265,5144,5213,47302,106187.0,6986000.0
2006-12-15,5265,5265,5163,5196,26908,105838.0,6986000.0
2006-12-18,5196,5213,5162,5213,20389,106187.0,6986000.0
2006-12-19,5231,5299,5196,5213,30171,106187.0,6986000.0
2006-12-20,5248,5300,5213,5299,22867,107934.0,6986000.0
2006-12-21,5351,5386,5231,5265,29577,107235.0,6986000.0
2006-12-22,5265,5317,5213,5265,132783,107235.0,6986000.0
2006-12-26,5298,5384,5265,5368,76405,109331.0,6986000.0
2006-12-27,5386,5386,5085,5292,51628,98153.0,6986000.0
2006-12-28,5273,5443,5198,5217,24988,96756.0,6986000.0
2007-01-02,5141,5235,5104,5198,20834,96407.0,6986000.0
2007-01-03,5160,5273,5122,5217,15012,96756.0,6986000.0
2007-01-04,5273,5273,5104,5255,23493,97455.0,6986000.0
2007-01-05,5179,5217,5122,5142,8591,95359.0,6986000.0
2007-01-08,5141,5198,5085,5161,14415,95708.0,6986000.0
2007-01-09,5141,5235,5122,5142,13628,95359.0,6986000.0
2007-01-10,5122,5179,5009,5161,8200,95708.0,6986000.0
2007-01-11,5104,5254,5104,5198,10105,96407.0,6986000.0
2007-01-12,5311,5330,5198,5330,7081,98852.0,6986000.0
2007-01-15,5254,5348,5217,5274,6589,97804.0,6986000.0
2007-01-16,5198,5273,5122,5236,10738,97105.0,6986000.0
2007-01-17,5273,5273,5141,5161,8065,95708.0,6986000.0
2007-01-18,5254,5254,5066,5142,7329,95359.0,6986000.0
2007-01-19,5160,5160,5028,5085,4948,94311.0,6986000.0
2007-01-22,5122,5122,4953,5066,7729,93962.0,6986000.0
2007-01-23,5047,5122,4953,5066,10371,93962.0,6986000.0
2007-01-24,5066,5066,4972,4991,5016,92564.0,6986000.0
2007-01-25,5047,5047,4896,4935,6215,91517.0,6986000.0
2007-01-26,4972,4991,4896,4972,12253,92215.0,6986000.0
2007-01-29,4991,5009,4878,4935,17784,91517.0,6986000.0
2007-01-30,4991,4991,4915,4953,5059,91866.0,6986000.0
2007-01-31,5141,5141,4218,4822,11968,89421.0,6986000.0
2007-02-01,4878,4878,4727,4803,9250,89072.0,6986000.0
2007-02-02,4802,4878,4689,4859,23284,90119.0,6986000.0
2007-02-05,4859,4934,4783,4784,30798,88722.0,6986000.0
2007-02-06,4765,4840,4689,4746,12592,88024.0,6986000.0
2007-02-07,4821,4821,4746,4765,1877,88373.0,6986000.0
2007-02-08,4746,4821,4689,4803,14946,89072.0,6986000.0
2007-02-09,4802,4802,4708,4727,6871,87674.0,6986000.0
2007-02-12,4765,4765,4614,4746,8170,88024.0,6986000.0
2007-02-13,4727,4727,4633,4671,4362,86626.0,6986000.0
2007-02-14,4633,4708,4633,4671,6473,86626.0,6986000.0
2007-02-15,4689,4708,4633,4709,8675,87325.0,6986000.0
2007-02-16,4746,4746,4670,4671,7640,86626.0,6986000.0
2007-02-20,4670,4708,4633,4671,3334,86626.0,6986000.0
2007-02-21,4708,4746,4652,4727,7481,87674.0,6986000.0
2007-02-22,4727,4765,4708,4709,6947,87325.0,6986000.0
2007-02-23,4746,4859,4708,4859,11251,90119.0,6986000.0
2007-02-26,4840,4878,4746,4859,5177,90119.0,6986000.0
2007-02-27,4859,4972,4689,4822,18709,89421.0,6986000.0
2007-02-28,4670,4821,4444,4727,12711,87674.0,6986000.0
2007-03-02,4727,4783,4670,4765,5755,88373.0,6986000.0
2007-03-05,4765,4765,4652,4671,5585,86626.0,6986000.0
2007-03-06,4633,4802,4633,4765,4925,88373.0,6986000.0
2007-03-07,4783,4859,4727,4803,4093,89072.0,6986000.0
2007-03-08,4746,4840,4746,4803,3300,89072.0,6986000.0
2007-03-09,4765,4821,4727,4727,7413,87674.0,6986000.0
2007-03-12,4708,4802,4670,4690,11657,86976.0,6986000.0
2007-03-13,4689,4821,4633,4709,10608,87325.0,6986000.0
2007-03-14,4670,4802,4670,4784,22102,88722.0,6986000.0
2007-03-15,4821,5047,4821,4972,16920,92215.0,6986000.0
2007-03-16,4972,5122,4915,4916,7543,91167.0,6986000.0
2007-03-19,4896,5009,4821,4840,9109,89770.0,6986000.0
2007-03-20,4859,4915,4840,4897,10132,90818.0,6986000.0
2007-03-21,4896,4953,4783,4935,18406,91517.0,6986000.0
2007-03-22,4972,5009,4859,4935,17167,91517.0,6986000.0
2007-03-23,4972,5009,4859,4953,8231,91866.0,6986000.0
2007-03-26,4896,4953,4840,4878,14294,90469.0,6986000.0
2007-03-27,4840,4934,4746,4859,36070,90119.0,6986000.0
2007-03-28,4859,4859,4670,4671,27453,86626.0,6986000.0
2007-03-29,4670,4727,4652,4671,11333,86626.0,6986000.0
2007-03-30,4689,4746,4595,4709,16907,87325.0,6986000.0
2007-04-02,4652,4727,4652,4690,11157,86976.0,6986000.0
2007-04-03,4670,4783,4595,4784,54481,88722.0,6986000.0
2007-04-04,4896,4934,4821,4859,29600,90119.0,6986000.0
2007-04-05,4859,4896,4746,4746,13662,88024.0,6986000.0
2007-04-06,4727,4934,4727,4916,13425,91167.0,6986000.0
2007-04-09,5009,5066,4896,5029,44443,93263.0,6986000.0
2007-04-10,5009,5066,4840,4840,31330,89770.0,6986000.0
2007-04-11,4896,4953,4859,4859,20604,90119.0,6986000.0
2007-04-12,4821,4878,4708,4746,38609,88024.0,6986000.0
2007-04-13,4821,4821,4708,4709,29537,87325.0,6986000.0
2007-04-16,4821,4821,4689,4709,22404,87325.0,6986000.0
2007-04-17,4727,4783,4689,4690,40158,86976.0,6986000.0
2007-04-18,4708,4727,4633,4633,38102,85928.0,6986000.0
2007-04-19,4633,4689,4482,4501,51698,83483.0,6986000.0
2007-04-20,4482,4520,4407,4426,63912,82086.0,6986000.0
2007-04-23,4407,4501,4369,4445,50075,90678.0,7684600.0
2007-04-24,4407,4633,4407,4539,31155,92599.0,7684600.0
2007-04-25,4520,4557,4426,4464,47043,92281.0,7787443.0
2007-04-26,4520,4539,4388,4483,37616,92671.0,7787443.0
2007-04-27,4557,4614,4350,4483,69814,92671.0,7787443.0
2007-04-30,4633,4746,4595,4633,89118,95786.0,7787443.0
2007-05-02,4670,4746,4557,4709,31064,97343.0,7787443.0
2007-05-03,4708,4708,4576,4577,29943,94617.0,7787443.0
2007-05-04,4633,4670,4557,4596,19450,95007.0,7787443.0
2007-05-07,4670,4670,4576,4614,22072,95396.0,7787443.0
2007-05-08,4614,4633,4557,4633,34720,95786.0,7787443.0
2007-05-09,4633,4727,4557,4727,68340,97732.0,7787443.0
2007-05-10,4727,4746,4633,4690,37366,96954.0,7787443.0
2007-05-11,4670,4689,4576,4633,30277,95786.0,7787443.0
2007-05-14,4652,4652,4576,4596,17887,95007.0,7787443.0
2007-05-15,4595,4614,4463,4520,33408,93449.0,7787443.0
2007-05-16,4482,4746,4463,4558,71461,94228.0,7787443.0
2007-05-17,4576,4614,4520,4539,16920,93839.0,7787443.0
2007-05-18,4539,4557,4463,4501,26859,93060.0,7787443.0
2007-05-21,4444,4501,4426,4426,26500,91502.0,7787443.0
2007-05-22,4444,4520,4426,4483,33779,92671.0,7787443.0
2007-05-23,4501,4557,4426,4464,34515,92281.0,7787443.0
2007-05-25,4463,4576,4463,4577,31225,94617.0,7787443.0
2007-05-28,4576,4614,4520,4596,49279,95007.0,7787443.0
2007-05-29,4633,4746,4595,4746,88812,98122.0,7787443.0
2007-05-30,4746,5009,4708,4859,151082,100458.0,7787443.0
2007-05-31,4859,4896,4708,4727,59813,97732.0,7787443.0
2007-06-01,4783,4821,4633,4652,46060,96175.0,7787443.0
2007-06-04,4614,4821,4595,4765,47275,98511.0,7787443.0
2007-06-05,4840,4878,4689,4709,24453,97343.0,7787443.0
2007-06-07,4783,4972,4708,4897,90006,101237.0,7787443.0
2007-06-08,4802,4953,4746,4935,36156,102016.0,7787443.0
2007-06-11,5047,5574,5047,5292,356146,109414.0,7787443.0
2007-06-12,5311,5424,5122,5274,60563,109024.0,7787443.0
2007-06-13,5217,5537,5141,5387,94167,111360.0,7787443.0
2007-06-14,5499,5612,5367,5424,68244,112139.0,7787443.0
2007-06-15,5424,5499,5348,5424,50772,112139.0,7787443.0
2007-06-18,5499,5800,5405,5744,178703,118759.0,7787443.0
2007-06-19,5744,5763,5537,5650,57284,116812.0,7787443.0
2007-06-20,5650,5650,5235,5368,86611,110971.0,7787443.0
2007-06-21,5386,6026,5330,5895,428673,121873.0,7787443.0
2007-06-22,5895,5895,5574,5839,104102,120705.0,7787443.0
