코미코(183300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-12-13,21200,21700,21000,21700,14644,190418.0,8775000.0
2018-12-14,21650,21650,20000,21000,28070,184275.0,8775000.0
2018-12-17,21100,21500,20700,21150,20653,185591.0,8775000.0
2018-12-18,21200,21350,19500,20300,40933,178132.0,8775000.0
2018-12-19,20300,20850,20200,20450,14968,179449.0,8775000.0
2018-12-20,20300,20300,19350,19550,48837,171551.0,8775000.0
2018-12-21,19650,20550,19550,20400,31002,179010.0,8775000.0
2018-12-24,20350,21600,20350,21250,29996,186469.0,8775000.0
2018-12-26,20700,21750,20700,21450,20189,188224.0,8775000.0
2018-12-27,21400,21600,20450,20650,29609,181204.0,8775000.0
2018-12-28,20850,21350,20650,21350,9313,187346.0,8775000.0
2019-01-02,21350,21350,20700,21050,11103,184714.0,8775000.0
2019-01-03,21050,21350,20000,20200,44815,177255.0,8775000.0
2019-01-04,20100,20550,19250,19600,34360,171990.0,8775000.0
2019-01-07,19800,20050,19450,19800,31294,173745.0,8775000.0
2019-01-08,20000,20700,19800,20400,34821,179010.0,8775000.0
2019-01-09,20150,21900,20150,21600,57711,189540.0,8775000.0
2019-01-10,21400,22850,21250,22150,51901,194366.0,8775000.0
2019-01-11,22700,22700,21500,21650,27393,189979.0,8775000.0
2019-01-14,21650,22150,21450,21850,19685,191734.0,8775000.0
2019-01-15,22100,22450,22000,22150,32684,194366.0,8775000.0
2019-01-16,22350,23600,22150,23400,39881,205335.0,8775000.0
2019-01-17,23100,23650,23100,23450,31717,205774.0,8775000.0
2019-01-18,23800,23800,23150,23700,18168,207968.0,8775000.0
2019-01-21,23900,24450,23100,24150,20411,211916.0,8775000.0
2019-01-22,24000,24050,23550,24050,11799,211039.0,8775000.0
2019-01-23,23650,23850,23300,23450,17754,205774.0,8775000.0
2019-01-24,23550,24500,23450,24100,26306,211478.0,8775000.0
2019-01-25,24150,25000,24150,25000,28047,219375.0,8775000.0
2019-01-28,24850,25450,24500,24850,24198,218059.0,8775000.0
2019-01-29,24700,24700,23900,24200,20677,212355.0,8775000.0
2019-01-30,24200,24500,24150,24450,17933,214549.0,8775000.0
2019-01-31,24450,25100,24350,24700,10643,216742.0,8775000.0
2019-02-01,24750,25900,24550,25000,23822,219375.0,8775000.0
2019-02-07,25100,25400,24750,25400,18241,222885.0,8775000.0
2019-02-08,25400,25400,24700,25000,15009,219375.0,8775000.0
2019-02-11,25200,25200,24200,24350,28434,213671.0,8775000.0
2019-02-12,24950,28750,24950,27850,204644,244384.0,8775000.0
2019-02-13,27850,29600,27850,28450,164063,249649.0,8775000.0
2019-02-14,28700,29000,27950,28800,38447,252720.0,8775000.0
2019-02-15,28700,28700,27300,27950,41238,245261.0,8775000.0
2019-02-18,27900,28650,27800,28400,30503,249210.0,8775000.0
2019-02-19,28250,28300,27800,27900,18655,244822.0,8775000.0
2019-02-20,28300,28700,27750,28400,18604,249210.0,8775000.0
2019-02-21,27850,28500,27650,27750,26294,243506.0,8775000.0
2019-02-22,27750,27750,26700,27000,31040,236925.0,8775000.0
2019-02-25,27100,29600,26700,29250,71670,256669.0,8775000.0
2019-02-26,29450,29450,28000,28300,29198,248332.0,8775000.0
2019-02-27,28150,28450,27600,28350,16851,248771.0,8775000.0
2019-02-28,28050,28150,26850,27300,52442,239558.0,8775000.0
2019-03-04,27300,27500,26600,26950,30507,236486.0,8775000.0
2019-03-05,27050,27050,26100,26700,10801,234292.0,8775000.0
2019-03-06,26700,26750,25800,26200,22789,229905.0,8775000.0
2019-03-07,26350,26850,26050,26300,22082,230782.0,8775000.0
2019-03-08,26350,26350,25500,25800,30607,226395.0,8775000.0
2019-03-11,25950,26600,25500,26500,11489,232538.0,8775000.0
2019-03-12,26800,27200,26650,26850,27791,235609.0,8775000.0
2019-03-13,27100,27250,26450,27100,7441,237802.0,8775000.0
2019-03-14,27100,28750,27100,27550,44772,241751.0,8775000.0
2019-03-15,27750,28200,27200,27550,10732,241751.0,8775000.0
2019-03-18,27850,27850,26600,27000,12746,236925.0,8775000.0
2019-03-19,26750,28300,26700,28000,41713,245700.0,8775000.0
2019-03-20,27900,27900,26900,27750,27139,243506.0,8775000.0
2019-03-21,27650,28550,27150,27700,27097,243068.0,8775000.0
2019-03-22,28350,28400,27000,27150,26035,238241.0,8775000.0
2019-03-25,26750,27350,26350,26400,15651,231660.0,8775000.0
2019-03-26,26450,26900,26150,26300,12146,230782.0,8775000.0
2019-03-27,26300,26400,25400,25750,19153,225956.0,8775000.0
2019-03-28,25750,25900,24750,25150,22073,220691.0,8775000.0
2019-03-29,25250,25250,24350,25150,20182,220691.0,8775000.0
2019-04-01,25800,27300,25500,27000,30021,236925.0,8775000.0
2019-04-02,27200,27300,26350,26350,17287,231221.0,8775000.0
2019-04-03,26650,28150,26650,27350,47375,239996.0,8775000.0
2019-04-04,27250,28650,27250,28200,34819,247455.0,8775000.0
2019-04-05,28200,28950,27700,28800,26978,252720.0,8775000.0
2019-04-08,29000,29050,28200,28450,12685,249649.0,8775000.0
2019-04-09,28750,28750,28050,28350,15265,248771.0,8775000.0
2019-04-10,28300,28650,27700,28300,10394,248332.0,8775000.0
2019-04-11,28300,28700,27850,28350,15784,248771.0,8775000.0
2019-04-12,28300,28400,27850,28100,7306,246578.0,8775000.0
2019-04-15,28300,28350,27800,27800,8879,243945.0,8775000.0
2019-04-16,28100,28100,27500,27950,9156,245261.0,8775000.0
2019-04-17,28000,29200,27850,28900,35776,253598.0,8775000.0
2019-04-18,28900,28900,27550,27600,28656,242190.0,8775000.0
2019-04-19,27600,27850,27150,27300,13317,239558.0,8775000.0
2019-04-22,27250,27450,26700,26900,26026,236048.0,8775000.0
2019-04-23,27000,27200,26600,27000,11566,236925.0,8775000.0
2019-04-24,27200,27500,27000,27300,22339,239558.0,8775000.0
2019-04-25,27100,27950,27050,27850,15590,244384.0,8775000.0
2019-04-26,27850,27900,26850,27000,14258,236925.0,8775000.0
2019-04-29,27000,27150,26250,27000,19144,236925.0,8775000.0
2019-04-30,27150,27600,26850,27400,15025,240435.0,8775000.0
2019-05-02,27400,28600,27200,28450,29983,249649.0,8775000.0
2019-05-03,28450,28900,27600,28600,20858,250965.0,8775000.0
2019-05-07,28000,29100,28000,28650,41631,251404.0,8775000.0
2019-05-08,29000,29000,28100,28250,24425,247894.0,8775000.0
2019-05-09,28250,28400,26850,27500,57277,241312.0,8775000.0
2019-05-10,27000,27550,26700,27250,34620,239119.0,8775000.0
2019-05-13,27250,27650,26700,27450,18484,240874.0,8775000.0
2019-05-14,27000,27700,26500,27350,27116,239996.0,8775000.0
2019-05-15,27800,28250,27250,28200,10923,247455.0,8775000.0
2019-05-16,28200,28650,27550,28000,34441,245700.0,8775000.0
2019-05-17,28050,30600,27800,30600,211404,268515.0,8775000.0
2019-05-20,30900,31100,29150,29250,136128,256669.0,8775000.0
2019-05-21,29100,29550,28250,28500,65423,250088.0,8775000.0
2019-05-22,28850,28900,28050,28350,22869,248771.0,8775000.0
2019-05-23,28250,28550,27050,27300,47236,239558.0,8775000.0
2019-05-24,27200,27750,25750,27100,47555,237802.0,8775000.0
2019-05-27,26900,27700,26500,27100,20838,237802.0,8775000.0
2019-05-28,27100,27850,26950,27800,16077,243945.0,8775000.0
2019-05-29,27750,27800,26650,27400,15517,240435.0,8775000.0
2019-05-30,27750,28250,27200,28250,22212,247894.0,8775000.0
2019-05-31,28350,28700,27550,28000,27441,245700.0,8775000.0
2019-06-03,28000,28350,27550,27550,17220,241751.0,8775000.0
2019-06-04,27500,27800,26850,27150,22649,238241.0,8775000.0
2019-06-05,27600,28250,27250,28100,31161,246578.0,8775000.0
2019-06-07,28500,28900,28050,28100,46484,246578.0,8775000.0
2019-06-10,28500,29150,28300,28900,39390,253598.0,8775000.0
2019-06-11,28950,30100,28900,29450,67278,258424.0,8775000.0
2019-06-12,29450,29650,28350,28550,30854,250526.0,8775000.0
2019-06-13,28600,28600,27700,27950,25484,245261.0,8775000.0
2019-06-14,27900,28300,27050,27250,45478,239119.0,8775000.0
2019-06-17,27350,27400,26650,27000,35665,236925.0,8775000.0
2019-06-18,27300,27300,26450,26500,36863,232538.0,8775000.0
2019-06-19,26850,27500,26700,27000,28523,236925.0,8775000.0
2019-06-20,27000,27200,26600,27200,46137,238680.0,8775000.0
2019-06-21,27350,27450,27050,27200,53804,238680.0,8775000.0
2019-06-24,27200,28000,26850,27250,47316,239119.0,8775000.0
2019-06-25,27200,27250,26850,27000,18700,236925.0,8775000.0
2019-06-26,26950,27400,26600,27200,33252,238680.0,8775000.0
2019-06-27,27200,27800,27100,27200,39374,238680.0,8775000.0
2019-06-28,27250,27500,26900,27200,27707,238680.0,8775000.0
2019-07-01,27600,27600,26950,27100,30643,237802.0,8775000.0
2019-07-02,27400,27400,26900,26950,29099,236486.0,8775000.0
2019-07-03,27050,27050,26200,26650,38457,233854.0,8775000.0
2019-07-04,26450,26800,26000,26450,41175,232099.0,8775000.0
2019-07-05,26700,27100,26250,26850,68733,235609.0,8775000.0
2019-07-08,27000,27000,25400,25500,45582,223762.0,8775000.0
2019-07-09,25700,25900,25050,25350,23792,222446.0,8775000.0
2019-07-10,25250,25700,25250,25500,17403,223762.0,8775000.0
2019-07-11,25550,26300,25500,26200,26475,229905.0,8775000.0
2019-07-12,26200,26700,25950,26500,17564,232538.0,8775000.0
2019-07-15,26550,26750,26100,26700,15119,234292.0,8775000.0
2019-07-16,26750,27600,26600,27000,37631,236925.0,8775000.0
2019-07-17,26850,26850,26250,26700,20525,234292.0,8775000.0
2019-07-18,26650,27400,26500,27200,20734,238680.0,8775000.0
2019-07-19,27050,27150,26400,26700,34589,234292.0,8775000.0
2019-07-22,26650,27350,26500,26750,14645,234731.0,8775000.0
2019-07-23,27000,27650,26900,27350,28391,239996.0,8775000.0
2019-07-24,27300,27400,26550,26750,18170,234731.0,8775000.0
2019-07-25,26750,26900,26150,26800,4573,235170.0,8775000.0
2019-07-26,26650,26650,25900,26100,18148,229028.0,8775000.0
2019-07-29,26000,26100,24000,25350,25763,222446.0,8775000.0
2019-07-30,25350,25650,25150,25400,7814,222885.0,8775000.0
2019-07-31,25400,26350,24950,26350,14341,231221.0,8775000.0
2019-08-01,26050,26450,25600,25950,7485,227711.0,8775000.0
2019-08-02,25400,26300,24800,26100,22781,229028.0,8775000.0
2019-08-05,25500,26100,24350,24700,20276,216742.0,8775000.0
2019-08-06,23900,25350,23000,23450,35759,205774.0,8775000.0
2019-08-07,23450,24350,23300,23650,15011,207529.0,8775000.0
2019-08-08,23900,24500,23800,24400,20524,214110.0,8775000.0
2019-08-09,24450,24850,24100,24500,13867,214988.0,8775000.0
2019-08-12,24350,24800,24350,24800,10224,217620.0,8775000.0
2019-08-13,24650,25300,24550,25300,7057,222008.0,8775000.0
2019-08-14,25800,26100,25250,25900,22876,227272.0,8775000.0
2019-08-16,25300,25650,24950,25000,14901,219375.0,8775000.0
2019-08-19,25250,25500,24550,25300,12268,222008.0,8775000.0
2019-08-20,25300,25900,24900,25750,10588,225956.0,8775000.0
2019-08-21,25750,26300,25600,26200,26677,229905.0,8775000.0
2019-08-22,26200,26250,25600,26000,6277,228150.0,8775000.0
2019-08-23,25650,25750,25050,25300,19472,222008.0,8775000.0
2019-08-26,24900,25300,24150,24500,24276,214988.0,8775000.0
2019-08-27,24550,24900,24200,24500,12414,214988.0,8775000.0
2019-08-28,24500,24700,24150,24500,11771,214988.0,8775000.0
2019-08-29,24550,24650,24000,24250,17531,212794.0,8775000.0
2019-08-30,24700,25400,24500,25350,43068,222446.0,8775000.0
2019-09-02,25550,25600,25000,25300,9110,222008.0,8775000.0
2019-09-03,25300,25750,25300,25500,6718,223762.0,8775000.0
2019-09-04,25450,26100,25400,26100,15759,229028.0,8775000.0
2019-09-05,26000,26950,25850,26500,32462,232538.0,8775000.0
2019-09-06,26850,27100,26050,26300,30851,230782.0,8775000.0
2019-09-09,26200,26600,24000,24700,91188,216742.0,8775000.0
2019-09-10,24850,24850,24300,24450,21152,214549.0,8775000.0
2019-09-11,24400,24650,24000,24000,39831,210600.0,8775000.0
2019-09-16,24200,24350,23800,24050,15955,211039.0,8775000.0
2019-09-17,24050,24200,23850,24150,7452,211916.0,8775000.0
2019-09-18,24200,24500,24000,24500,14787,214988.0,8775000.0
2019-09-19,24600,25150,24400,24600,28242,215865.0,8775000.0
2019-09-20,24700,24750,24050,24200,45544,212355.0,8775000.0
2019-09-23,24300,24300,23850,23950,26082,210161.0,8775000.0
2019-09-24,23900,24200,23900,24150,12263,211916.0,8775000.0
2019-09-25,24100,24100,23750,23900,22655,209722.0,8775000.0
2019-09-26,24000,24350,23900,24350,16508,213671.0,8775000.0
2019-09-27,24300,24300,23950,24050,2605,211039.0,8775000.0
2019-09-30,23950,24000,23600,23800,10011,208845.0,8775000.0
2019-10-01,23900,24700,23700,24700,23129,216742.0,8775000.0
2019-10-02,24550,24700,24200,24500,19665,214988.0,8775000.0
2019-10-04,24500,24650,24250,24500,7336,214988.0,8775000.0
2019-10-07,24600,24650,23950,24400,9929,214110.0,8775000.0
