엔지켐생명과학(183490),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-11-12,3580,3595,3580,3595,2000,12822.0,3566660.0
2013-11-13,3595,3630,3595,3630,2000,12947.0,3566660.0
2013-11-14,3630,3630,3630,3630,1000,12947.0,3566660.0
2013-11-15,0,0,0,3630,0,12947.0,3566660.0
2013-11-18,0,0,0,3630,0,,
2013-11-19,0,0,0,3630,0,,
2013-11-20,0,0,0,3630,0,,
2013-11-21,0,0,0,3630,0,,
2013-11-22,0,0,0,3630,0,,
2013-11-25,0,0,0,3630,0,,
2013-11-26,0,0,0,3630,0,,
2013-11-27,0,0,0,3630,0,,
2013-11-28,0,0,0,3630,0,,
2013-11-29,0,0,0,3630,0,,
2013-12-02,0,0,0,3630,0,,
2013-12-03,3660,3660,3660,3660,300,13054.0,3566660.0
2013-12-04,0,0,0,3660,0,13054.0,3566660.0
2013-12-05,0,0,0,3660,0,,
2013-12-06,0,0,0,3660,0,,
2013-12-09,0,0,0,3660,0,,
2013-12-10,3660,3660,3660,3660,300,13054.0,3566660.0
2013-12-11,3700,3700,3700,3700,100,13197.0,3566660.0
2013-12-12,4000,4000,4000,4000,500,14267.0,3566660.0
2013-12-13,0,0,0,4000,0,14267.0,3566660.0
2013-12-16,4050,4100,4050,4100,600,14623.0,3566660.0
2013-12-17,4500,4500,4500,4500,100,16050.0,3566660.0
2013-12-18,0,0,0,4500,0,16050.0,3566660.0
2013-12-19,4520,4520,4520,4520,300,16121.0,3566660.0
2013-12-20,4540,4550,4540,4550,800,16228.0,3566660.0
2013-12-23,4550,4550,4550,4550,500,16228.0,3566660.0
2013-12-24,4600,4600,4600,4600,300,16407.0,3566660.0
2013-12-26,4650,4800,4650,4800,1300,17120.0,3566660.0
2013-12-27,4900,4900,4900,4900,500,17477.0,3566660.0
2013-12-30,5630,5630,5630,5630,100,20080.0,3566660.0
2014-01-02,0,0,0,5630,0,20080.0,3566660.0
2014-01-03,0,0,0,5630,0,,
2014-01-06,0,0,0,5630,0,,
2014-01-07,0,0,0,5630,0,,
2014-01-08,0,0,0,5630,0,,
2014-01-09,0,0,0,5480,0,19545.0,3566660.0
2014-01-10,0,0,0,5480,0,19545.0,3566660.0
2014-01-13,0,0,0,5480,0,,
2014-01-14,0,0,0,5480,0,,
2014-01-15,5220,5220,5220,5220,200,18618.0,3566660.0
2014-01-16,0,0,0,5220,0,18618.0,3566660.0
2014-01-17,5000,5000,5000,5000,200,17833.0,3566660.0
2014-01-20,0,0,0,5000,0,17833.0,3566660.0
2014-01-21,0,0,0,5000,0,,
2014-01-22,0,0,0,5000,0,,
2014-01-23,0,0,0,5000,0,,
2014-01-24,4770,4770,4770,4770,300,17013.0,3566660.0
2014-01-27,4550,4550,4550,4550,200,16228.0,3566660.0
2014-01-28,4550,4570,4550,4570,500,16300.0,3566660.0
2014-01-29,4580,4590,4580,4590,400,16371.0,3566660.0
2014-02-03,0,0,0,4590,0,16371.0,3566660.0
2014-02-04,0,0,0,4590,0,,
2014-02-05,0,0,0,4590,0,,
2014-02-06,0,0,0,4590,0,,
2014-02-07,0,0,0,4590,0,,
2014-02-10,0,0,0,4590,0,,
2014-02-11,4590,4590,4590,4590,200,16371.0,3566660.0
2014-02-12,4610,4610,4610,4610,300,16442.0,3566660.0
2014-02-13,4630,4630,4630,4630,300,16514.0,3566660.0
2014-02-14,0,0,0,4630,0,16514.0,3566660.0
2014-02-17,4650,4650,4650,4650,500,16585.0,3566660.0
2014-02-18,0,0,0,4650,0,16585.0,3566660.0
2014-02-19,4670,4670,4670,4670,300,16656.0,3566660.0
2014-02-20,0,0,0,4670,0,16656.0,3566660.0
2014-02-21,4700,4700,4700,4700,300,16763.0,3566660.0
2014-02-24,0,0,0,4700,0,16763.0,3566660.0
2014-02-25,0,0,0,4700,0,,
2014-02-26,0,0,0,4700,0,,
2014-02-27,0,0,0,4700,0,,
2014-02-28,0,0,0,4700,0,,
2014-03-03,0,0,0,4700,0,,
2014-03-04,0,0,0,4700,0,,
2014-03-05,0,0,0,4700,0,,
2014-03-06,0,0,0,4700,0,,
2014-03-07,0,0,0,4700,0,,
2014-03-10,0,0,0,4700,0,,
2014-03-11,0,0,0,4700,0,,
2014-03-12,0,0,0,4700,0,,
2014-03-13,0,0,0,4700,0,,
2014-03-14,4750,4750,4750,4750,300,16942.0,3566660.0
2014-03-17,0,0,0,4750,0,16942.0,3566660.0
2014-03-18,4800,4800,4800,4800,300,17120.0,3566660.0
2014-03-19,0,0,0,4800,0,17120.0,3566660.0
2014-03-20,0,0,0,4800,0,,
2014-03-21,0,0,0,4800,0,,
2014-03-24,0,0,0,4800,0,,
2014-03-25,0,0,0,4800,0,,
2014-03-26,0,0,0,4800,0,,
2014-03-27,0,0,0,4800,0,,
2014-03-28,0,0,0,4800,0,,
2014-03-31,0,0,0,4800,0,,
2014-04-01,0,0,0,4800,0,,
2014-04-02,0,0,0,4800,0,,
2014-04-03,0,0,0,4800,0,,
2014-04-04,0,0,0,4800,0,,
2014-04-07,0,0,0,4800,0,,
2014-04-08,0,0,0,4800,0,,
2014-04-09,0,0,0,5000,0,17833.0,3566660.0
2014-04-10,0,0,0,5000,0,,
2014-04-11,0,0,0,5000,0,,
2014-04-14,0,0,0,5000,0,,
2014-04-15,0,0,0,5000,0,,
2014-04-16,0,0,0,5000,0,,
2014-04-17,0,0,0,5000,0,,
2014-04-18,0,0,0,5000,0,,
2014-04-21,0,0,0,5000,0,,
2014-04-22,0,0,0,5000,0,,
2014-04-23,0,0,0,5000,0,,
2014-04-24,0,0,0,5000,0,,
2014-04-25,0,0,0,5000,0,,
2014-04-28,0,0,0,5000,0,,
2014-04-29,0,0,0,5000,0,,
2014-04-30,0,0,0,5000,0,,
2014-05-02,0,0,0,5000,0,,
2014-05-07,0,0,0,5000,0,,
2014-05-08,0,0,0,5000,0,,
2014-05-09,0,0,0,5000,0,,
2014-05-12,0,0,0,5000,0,,
2014-05-13,0,0,0,5000,0,,
2014-05-14,0,0,0,5000,0,,
2014-05-15,0,0,0,5000,0,,
2014-05-16,0,0,0,5000,0,,
2014-05-19,0,0,0,5000,0,,
2014-05-20,0,0,0,5000,0,,
2014-05-21,0,0,0,5000,0,,
2014-05-22,0,0,0,5000,0,,
2014-05-23,0,0,0,5000,0,,
2014-05-26,0,0,0,5000,0,,
2014-05-27,0,0,0,5000,0,,
2014-05-28,0,0,0,5000,0,,
2014-05-29,0,0,0,5000,0,,
2014-05-30,5000,5000,5000,5000,2000,17833.0,3566660.0
2014-06-02,0,0,0,5000,0,,
2014-06-03,0,0,0,5000,0,,
2014-06-05,0,0,0,5000,0,,
2014-06-09,0,0,0,5000,0,,
2014-06-10,0,0,0,5000,0,,
2014-06-11,0,0,0,5200,0,18547.0,3566660.0
2014-06-12,0,0,0,5200,0,18547.0,3566660.0
2014-06-13,0,0,0,5200,0,,
2014-06-16,0,0,0,5200,0,,
2014-06-17,0,0,0,5200,0,,
2014-06-18,0,0,0,5200,0,,
2014-06-19,0,0,0,5200,0,,
2014-06-20,0,0,0,5200,0,,
2014-06-23,5200,5200,5200,5200,0,,
2014-06-24,5300,5350,5300,5350,600,19082.0,3566660.0
2014-06-25,5350,5350,5350,5350,0,19082.0,3566660.0
2014-06-26,5350,5350,5350,5350,0,,
2014-06-27,5450,5450,5450,5450,400,19438.0,3566660.0
2014-06-30,5450,5450,5450,5450,0,19438.0,3566660.0
2014-07-01,5450,5450,5450,5450,0,,
2014-07-02,5600,5600,5600,5600,0,19973.0,3566660.0
2014-07-03,6000,6000,6000,6000,200,21400.0,3566660.0
2014-07-04,6200,6200,6200,6200,122522,22113.0,3566660.0
2014-07-07,6400,6400,6400,6400,1300,22827.0,3566660.0
2014-07-08,6400,6400,6400,6400,0,22827.0,3566660.0
2014-07-09,6400,6400,6400,6400,0,,
2014-07-10,6400,6400,6400,6400,0,,
2014-07-11,6400,6400,6400,6400,0,,
2014-07-14,6400,6400,6400,6400,0,,
2014-07-15,6400,6400,6400,6400,0,,
2014-07-16,7000,7000,7000,7000,400,24967.0,3566660.0
2014-07-17,7000,7000,7000,7000,0,24967.0,3566660.0
2014-07-18,7000,7000,7000,7000,200,24967.0,3566660.0
2014-07-21,7000,7000,7000,7000,0,,
2014-07-22,7000,7000,7000,7000,0,,
2014-07-23,7000,7000,7000,7000,0,,
2014-07-24,7000,7000,7000,7000,0,,
2014-07-25,7000,7000,7000,7000,0,,
2014-07-28,7000,7000,7000,7000,0,,
2014-07-29,7000,7000,7000,7000,0,,
2014-07-30,7000,7000,7000,7000,0,,
2014-07-31,7000,7000,7000,7000,0,,
2014-08-01,7000,7000,7000,7000,0,,
2014-08-04,6500,6500,6000,6000,200,21400.0,3566660.0
2014-08-05,6500,6500,6500,6500,0,23183.0,3566660.0
2014-08-06,6800,6800,6800,6800,0,24253.0,3566660.0
2014-08-07,7000,7000,6500,6500,900,23183.0,3566660.0
2014-08-08,6600,6600,6600,6600,200,23540.0,3566660.0
2014-08-11,6700,6700,6700,6700,0,23897.0,3566660.0
2014-08-12,6500,6500,6500,6500,300,23183.0,3566660.0
2014-08-13,6800,6800,6800,6800,0,,
2014-08-14,6800,6800,6800,6800,0,24253.0,3566660.0
2014-08-18,7200,7200,7200,7200,500,25680.0,3566660.0
2014-08-19,6900,6900,6900,6900,300,24610.0,3566660.0
2014-08-20,7200,7200,6500,6500,600,23183.0,3566660.0
2014-08-21,7000,7000,7000,7000,400,28215.0,4030666.0
2014-08-22,6500,7000,6500,7000,300,28215.0,4030666.0
2014-08-25,7000,7000,6700,6700,300,27005.0,4030666.0
2014-08-26,7000,7200,7000,7200,2000,29021.0,4030666.0
2014-08-27,7200,7600,7200,7600,2300,30633.0,4030666.0
2014-08-28,7600,7600,7200,7600,1000,30633.0,4030666.0
2014-08-29,7600,7900,7600,7900,2100,31842.0,4030666.0
2014-09-01,8000,8000,8000,8000,2000,32245.0,4030666.0
2014-09-02,8000,8000,8000,8000,100,32245.0,4030666.0
2014-09-03,8000,8000,7700,7800,5400,31439.0,4030666.0
2014-09-04,7900,7900,7900,7900,0,31842.0,4030666.0
2014-09-05,8100,8300,8100,8300,3100,33455.0,4030666.0
2014-09-11,8300,8300,8300,8300,0,33455.0,4030666.0
2014-09-12,8300,8300,8300,8300,300,33455.0,4030666.0
2014-09-15,8300,8800,8300,8800,400,35470.0,4030666.0
2014-09-16,9390,9390,9390,9390,200,37848.0,4030666.0
2014-09-17,9390,9390,9390,9390,0,37848.0,4030666.0
2014-09-18,10000,10000,10000,10000,4000,48439.0,4843916.0
2014-09-19,11000,11000,9500,9500,700,46017.0,4843916.0
2014-09-22,10900,10900,9500,9500,2100,46017.0,4843916.0
2014-09-23,10900,10900,10900,10900,100,52799.0,4843916.0
2014-09-24,11500,12000,10000,10000,1000,48439.0,4843916.0
2014-09-25,10000,10000,10000,10000,0,48439.0,4843916.0
2014-09-26,10000,10900,10000,10900,200,52799.0,4843916.0
2014-09-29,10900,10900,10900,10900,0,52799.0,4843916.0
2014-09-30,11400,11400,10000,10000,400,48439.0,4843916.0
2014-10-01,10050,10050,10050,10050,0,50980.0,5072681.0
2014-10-02,10000,11000,10000,10500,4700,53263.0,5072681.0
2014-10-06,10600,10600,10600,10600,200,53770.0,5072681.0
2014-10-07,10600,11000,9800,10600,68600,53770.0,5072681.0
2014-10-08,10600,11000,10200,10700,43200,54278.0,5072681.0
2014-10-10,11500,11500,11500,11500,500,58336.0,5072681.0
2014-10-13,11500,12500,11500,12500,10700,63409.0,5072681.0
2014-10-14,12500,12800,12500,12800,700,64930.0,5072681.0
2014-10-15,13000,14000,13000,14000,5100,71018.0,5072681.0
2014-10-16,14000,14000,13100,13100,1500,66452.0,5072681.0
2014-10-17,14000,15000,14000,15000,7700,76090.0,5072681.0
2014-10-20,15000,15000,15000,15000,1600,76090.0,5072681.0
2014-10-21,16000,17000,15700,17000,3300,86236.0,5072681.0
2014-10-22,17000,18500,17000,18500,4000,93845.0,5072681.0
2014-10-23,18000,18000,18000,18000,1000,91308.0,5072681.0
2014-10-24,18500,18600,18300,18500,3300,93845.0,5072681.0
2014-10-27,18500,18500,18500,18500,4000,93845.0,5072681.0
2014-10-28,18500,18500,18500,18500,0,93845.0,5072681.0
2014-10-29,17950,17950,17950,17950,1000,91055.0,5072681.0
2014-10-30,16500,16500,15300,15300,3000,77612.0,5072681.0
2014-10-31,16500,16500,15000,15000,2700,76090.0,5072681.0
2014-11-03,15500,15500,14000,14900,11800,75583.0,5072681.0
2014-11-04,15100,16000,15000,15900,9800,80656.0,5072681.0
2014-11-05,15000,16000,15000,16000,6300,81163.0,5072681.0
2014-11-06,17000,17000,17000,17000,100,86236.0,5072681.0
2014-11-07,16900,16900,16000,16000,2300,81163.0,5072681.0
2014-11-10,15800,15800,15700,15700,2000,79641.0,5072681.0
2014-11-11,16000,16000,16000,16000,5500,81163.0,5072681.0
2014-11-12,16000,16000,15500,16000,7200,81163.0,5072681.0
2014-11-13,16000,16100,15900,16000,9200,81163.0,5072681.0
2014-11-14,15900,16000,15500,16000,3900,81163.0,5072681.0
2014-11-17,14000,16000,14000,16000,2908,81163.0,5072681.0
2014-11-18,16000,18000,15700,18000,4702,91308.0,5072681.0
2014-11-19,16500,20700,15300,17500,9810,88772.0,5072681.0
2014-11-20,19000,19000,15700,16000,8811,81163.0,5072681.0
2014-11-21,16000,16000,15600,16000,3201,81163.0,5072681.0
2014-11-24,16000,16000,16000,16000,88,81163.0,5072681.0
2014-11-25,16000,18400,16000,18400,2378,93337.0,5072681.0
2014-11-26,21000,21000,16600,20000,7550,101454.0,5072681.0
2014-11-27,17100,19900,17100,19900,916,100946.0,5072681.0
2014-11-28,20000,21900,20000,21000,21118,106526.0,5072681.0
2014-12-01,20750,22900,20000,21000,26110,106526.0,5072681.0
2014-12-02,22900,22900,20550,21000,8003,106526.0,5072681.0
2014-12-03,23900,23900,23900,23900,1,121237.0,5072681.0
2014-12-04,24900,24900,23000,24900,658,126310.0,5072681.0
2014-12-05,22050,28400,22000,27700,3921,140513.0,5072681.0
2014-12-08,23550,26000,23550,25000,9769,126817.0,5072681.0
2014-12-09,25000,28600,24000,26500,7151,134426.0,5072681.0
2014-12-10,29900,29900,24500,29900,7833,151673.0,5072681.0
2014-12-11,31000,31000,26350,29000,1613,147108.0,5072681.0
2014-12-12,29100,30000,29000,29900,8815,151673.0,5072681.0
2014-12-15,28000,29900,28000,28000,8607,142035.0,5072681.0
2014-12-16,28000,28650,26000,26600,7182,134933.0,5072681.0
2014-12-17,28000,28000,26100,27850,2604,141274.0,5072681.0
2014-12-18,26200,28850,25550,28100,25367,142542.0,5072681.0
2014-12-19,28450,28450,25200,25200,29001,127832.0,5072681.0
2014-12-22,25200,27850,25200,27850,4137,141274.0,5072681.0
2014-12-23,25350,28000,24000,28000,14314,142035.0,5072681.0
2014-12-24,26100,27400,25000,26700,37789,135441.0,5072681.0
2014-12-26,29500,29500,23200,25000,11689,126817.0,5072681.0
2014-12-29,27800,27800,24300,26700,4732,135441.0,5072681.0
2014-12-30,27800,27800,24400,24400,5006,123773.0,5072681.0
2015-01-02,27900,27900,24200,27200,7727,137977.0,5072681.0
2015-01-05,25000,27000,24300,25950,15494,131636.0,5072681.0
2015-01-06,27000,27000,25000,26900,2592,136455.0,5072681.0
2015-01-07,27100,27100,25000,26000,2502,131890.0,5072681.0
2015-01-08,27900,27900,26000,27400,14202,138991.0,5072681.0
2015-01-09,27900,29500,27900,28500,6854,144571.0,5072681.0
2015-01-12,29900,32750,29500,30050,6365,152434.0,5072681.0
2015-01-13,29000,32400,29000,31000,3928,157253.0,5072681.0
2015-01-14,32900,32900,31000,31000,52,157253.0,5072681.0
2015-01-15,32900,33000,31500,33000,9924,167398.0,5072681.0
2015-01-16,33500,37950,33000,36000,5532,182617.0,5072681.0
2015-01-19,31050,35850,31000,34500,3400,175007.0,5072681.0
2015-01-20,36000,36000,31800,33950,111,172218.0,5072681.0
2015-01-21,37000,37000,32000,34800,6503,176529.0,5072681.0
2015-01-22,35400,35400,29600,32450,110597,164608.0,5072681.0
2015-01-23,32500,32500,32500,32500,50,164862.0,5072681.0
2015-01-26,36000,36000,30000,32950,79,167145.0,5072681.0
2015-01-27,37800,37800,37800,37800,1,191747.0,5072681.0
2015-01-28,38900,38900,32550,35750,16,181348.0,5072681.0
2015-01-29,39800,39800,32100,34200,1461,173486.0,5072681.0
2015-01-30,36900,36900,32700,36850,1569,186928.0,5072681.0
2015-02-02,39500,39500,35000,35500,8892,180080.0,5072681.0
2015-02-03,30200,35500,30200,33950,16731,187223.0,5514681.0
2015-02-04,28900,33900,28900,33500,6565,184742.0,5514681.0
2015-02-05,34750,34750,28550,33800,30027,186396.0,5514681.0
2015-02-06,33850,34000,32000,33800,11456,186396.0,5514681.0
2015-02-09,34000,34000,33050,33800,3661,186396.0,5514681.0
2015-02-10,33900,33950,30000,32850,11542,181157.0,5514681.0
2015-02-11,30100,32800,30000,31000,3229,170955.0,5514681.0
2015-02-12,30050,31000,27000,30750,4880,169576.0,5514681.0
2015-02-13,31000,31300,30000,31300,1916,172610.0,5514681.0
2015-02-16,33750,33750,30000,31300,1134,172610.0,5514681.0
2015-02-17,31250,32450,30000,32400,1956,178676.0,5514681.0
2015-02-23,34500,34500,30250,32800,4919,180882.0,5514681.0
2015-02-24,32800,34000,30000,34000,1313,187499.0,5514681.0
2015-02-25,30100,33950,30000,33400,15138,184190.0,5514681.0
2015-02-26,34700,34700,30100,32800,495,180882.0,5514681.0
2015-02-27,30950,31350,29950,31000,22760,170955.0,5514681.0
2015-03-02,32700,32700,30000,30000,2,165440.0,5514681.0
2015-03-03,33800,33800,29500,30000,1132,165440.0,5514681.0
2015-03-04,33150,33150,30950,31000,101,170955.0,5514681.0
2015-03-05,33800,33800,31000,32000,502,176470.0,5514681.0
2015-03-06,30000,30850,29500,30850,1021,170128.0,5514681.0
2015-03-09,32850,32850,30000,30100,1515,165992.0,5514681.0
2015-03-10,33300,33300,29900,29900,61,164889.0,5514681.0
2015-03-11,33050,33050,29900,30500,6871,168198.0,5514681.0
2015-03-12,30000,30750,29900,30000,1859,165440.0,5514681.0
2015-03-13,29950,29950,29800,29950,654,165165.0,5514681.0
2015-03-16,30000,32400,29800,32400,4192,178676.0,5514681.0
2015-03-17,30200,30800,29500,30800,2801,169852.0,5514681.0
2015-03-18,30000,31400,30000,31000,2713,170955.0,5514681.0
2015-03-19,31000,32700,30000,30950,3514,170679.0,5514681.0
2015-03-20,31500,32700,30000,31400,57390,173161.0,5514681.0
2015-03-23,33200,33200,31400,31500,1220,173712.0,5514681.0
2015-03-24,31500,34700,30000,31450,85982,173437.0,5514681.0
2015-03-25,31450,36150,31450,36150,14214,199356.0,5514681.0
2015-03-26,38950,41550,36150,37300,6064,205698.0,5514681.0
2015-03-27,38000,42850,38000,42850,15032,236304.0,5514681.0
2015-03-30,49200,49200,42900,44500,14959,245403.0,5514681.0
2015-03-31,47250,49950,44000,48900,8622,269668.0,5514681.0
2015-04-01,48950,48950,46000,47800,5662,263602.0,5514681.0
2015-04-02,48450,48450,46000,47450,5693,261672.0,5514681.0
2015-04-03,48350,49500,47000,49450,8901,272701.0,5514681.0
2015-04-06,54900,54900,49850,49900,5051,275183.0,5514681.0
2015-04-07,50000,50000,49800,49800,13290,274631.0,5514681.0
2015-04-08,47550,49400,42350,48800,5977,269116.0,5514681.0
2015-04-09,46000,47450,46000,46950,2453,263532.0,5613042.0
2015-04-10,52400,52400,44000,46050,3372,258481.0,5613042.0
2015-04-13,46950,46950,45850,45900,2942,257639.0,5613042.0
2015-04-14,49800,49800,45850,47400,5329,266058.0,5613042.0
2015-04-15,49950,49950,47800,48300,1582,271110.0,5613042.0
2015-04-16,49000,49000,45500,48850,6235,274197.0,5613042.0
2015-04-17,46000,47500,46000,47400,2962,266058.0,5613042.0
2015-04-20,48950,48950,45000,47500,3614,266619.0,5613042.0
2015-04-21,47700,47700,44000,44300,3753,248658.0,5613042.0
2015-04-22,46900,47950,44500,45000,8819,252587.0,5613042.0
2015-04-23,46850,50500,44700,49000,7495,275039.0,5613042.0
2015-04-24,47000,47000,45200,46900,3864,263252.0,5613042.0
2015-04-27,46800,46950,41200,46350,1590,260164.0,5613042.0
2015-04-28,46500,49800,45200,48900,21509,274478.0,5613042.0
2015-04-29,49400,49400,46550,48000,12936,269426.0,5613042.0
2015-04-30,48750,50000,45000,48350,91616,271391.0,5613042.0
2015-05-04,47500,49700,47100,47900,2943,268865.0,5613042.0
2015-05-06,43500,47750,43500,47550,2955,266900.0,5613042.0
2015-05-07,46500,46500,42000,42100,1369,236309.0,5613042.0
2015-05-08,45000,45000,42000,44350,86001,248938.0,5613042.0
2015-05-11,45800,45800,40000,44750,5450,251184.0,5613042.0
2015-05-12,45800,45800,44000,44500,2899,249780.0,5613042.0
2015-05-13,41100,49700,40000,44900,3880,252026.0,5613042.0
2015-05-14,43500,45000,43100,44850,2648,251745.0,5613042.0
2015-05-15,45450,45500,44000,44000,1904,246974.0,5613042.0
2015-05-18,47500,47500,43250,45000,2515,252587.0,5613042.0
2015-05-19,45000,45000,44000,44800,1452,257880.0,5756242.0
2015-05-20,45000,45000,44400,44400,280,255577.0,5756242.0
2015-05-21,44450,44900,44350,44700,4207,257304.0,5756242.0
2015-05-22,44100,44550,43800,44000,4492,253275.0,5756242.0
2015-05-26,43900,43900,42350,43750,1935,251836.0,5756242.0
2015-05-27,49850,49850,41000,44000,689,253275.0,5756242.0
2015-05-28,44000,46650,43000,46450,17717,267377.0,5756242.0
2015-05-29,46450,46450,43100,45000,7863,259031.0,5756242.0
2015-06-01,45000,46000,42700,45000,132661,259031.0,5756242.0
2015-06-02,47800,51700,47800,51700,34698,297598.0,5756242.0
2015-06-03,57800,59200,57400,57500,841,330984.0,5756242.0
2015-06-04,56900,59000,53200,55000,6463,316593.0,5756242.0
2015-06-05,58000,58000,54000,57000,3267,328106.0,5756242.0
2015-06-08,55600,60000,55600,59500,4518,342496.0,5756242.0
2015-06-09,57000,59500,54500,59000,15135,343040.0,5814242.0
2015-06-10,62500,62500,55000,56000,12651,325598.0,5814242.0
2015-06-11,55500,57200,55000,56000,15195,325598.0,5814242.0
2015-06-12,56000,56200,55900,56100,22516,326179.0,5814242.0
2015-06-15,56100,56200,55500,56000,8768,325598.0,5814242.0
2015-06-16,55000,56000,55000,56000,575,353598.0,6314242.0
2015-06-17,57600,57600,55000,56000,2824,353598.0,6314242.0
2015-06-18,56000,60500,55500,60500,25234,382012.0,6314242.0
2015-06-19,66800,66800,60800,63500,8861,400954.0,6314242.0
2015-06-22,66900,70000,66900,70000,13956,441997.0,6314242.0
2015-06-23,73900,73900,70000,73000,15483,460940.0,6314242.0
2015-06-24,74800,74800,73000,73900,10537,466622.0,6314242.0
2015-06-25,74000,75000,71500,74900,9323,472937.0,6314242.0
2015-06-26,74900,78000,74900,77100,5331,486828.0,6314242.0
2015-06-29,77900,78500,77100,77100,19504,486828.0,6314242.0
2015-06-30,75000,77500,75000,76800,5146,484934.0,6314242.0
2015-07-01,75000,78000,75000,75900,3867,479251.0,6314242.0
2015-07-02,77900,77900,76500,76500,3083,483040.0,6314242.0
2015-07-03,76500,77800,76500,76500,4490,483040.0,6314242.0
2015-07-06,76600,76600,72400,75800,3006,478620.0,6314242.0
2015-07-07,76900,76900,68000,70800,7840,447048.0,6314242.0
2015-07-08,73900,73900,62000,71000,4807,448311.0,6314242.0
2015-07-09,70500,70800,69000,70700,1483,446417.0,6314242.0
2015-07-10,70800,73000,70100,71000,8055,448311.0,6314242.0
2015-07-13,71000,72000,68800,71000,4501,448311.0,6314242.0
2015-07-14,71000,74600,71000,73900,5633,466622.0,6314242.0
2015-07-15,73900,75500,72000,74000,7536,467254.0,6314242.0
2015-07-16,74500,74500,71200,73300,6050,462834.0,6314242.0
2015-07-17,71500,73000,70500,70900,2396,447680.0,6314242.0
2015-07-20,70900,72800,70000,72800,2628,459677.0,6314242.0
2015-07-21,70000,72600,69000,71500,4742,451468.0,6314242.0
2015-07-22,71300,71500,69500,71000,1930,448311.0,6314242.0
2015-07-23,70900,70900,70000,70000,1678,441997.0,6314242.0
2015-07-24,70000,70100,60200,67000,4914,423054.0,6314242.0
2015-07-27,68400,68400,63000,64900,2519,409794.0,6314242.0
2015-07-28,70000,70000,63000,64000,3338,404111.0,6314242.0
2015-07-29,63200,63800,60200,61500,5270,388326.0,6314242.0
2015-07-30,62900,62900,52500,57900,7844,365595.0,6314242.0
2015-07-31,60000,60000,53000,58500,5909,369383.0,6314242.0
2015-08-03,60000,60000,58500,59500,4764,375697.0,6314242.0
2015-08-04,59500,59500,57500,57600,2498,363700.0,6314242.0
2015-08-05,60000,60000,54000,57500,2773,363069.0,6314242.0
2015-08-06,57000,57500,55200,57500,1109,363069.0,6314242.0
2015-08-07,57500,57500,54900,56800,4454,358649.0,6314242.0
2015-08-10,56800,56800,55100,56300,126,355492.0,6314242.0
2015-08-11,55000,57900,51000,51000,3217,322026.0,6314242.0
2015-08-12,56800,56800,48200,54400,3114,343495.0,6314242.0
2015-08-13,53000,53500,52000,53500,1216,337812.0,6314242.0
2015-08-17,55900,55900,52000,55000,6537,347283.0,6314242.0
2015-08-18,55000,55000,54100,54100,1473,341600.0,6314242.0
2015-08-19,54100,54100,50500,53000,1677,334655.0,6314242.0
2015-08-20,53900,53900,49000,50900,3188,321395.0,6314242.0
2015-08-21,47000,50400,43500,49800,7515,314449.0,6314242.0
2015-08-24,49550,49550,42350,42350,14553,267408.0,6314242.0
2015-08-25,43500,43500,36000,40000,26306,252570.0,6314242.0
2015-08-26,41000,43000,41000,42750,10497,269934.0,6314242.0
