코스맥스엔비티(222040),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-12-16,11500,14950,11500,14500,4755313,299106.0,10314000.0
2015-12-17,15100,17850,14275,16450,2717688,339331.0,10314000.0
2015-12-18,16075,17100,15675,16450,673960,339331.0,10314000.0
2015-12-21,16650,16900,15600,15800,315596,325922.0,10314000.0
2015-12-22,15649,15975,14925,15300,438634,315608.0,10314000.0
2015-12-23,15450,16400,14625,16400,342884,338299.0,10314000.0
2015-12-24,16650,18850,16100,17250,815964,355833.0,10314000.0
2015-12-28,17300,17900,17100,17425,195925,359443.0,10314000.0
2015-12-29,17400,18825,17225,18075,249221,372851.0,10314000.0
2015-12-30,18150,23400,18150,19825,1035990,408950.0,10314000.0
2016-01-04,20175,22175,19000,19450,432282,401215.0,10314000.0
2016-01-05,19025,22675,18600,22550,633560,465161.0,10314000.0
2016-01-06,22350,23725,21875,23225,573895,479085.0,10314000.0
2016-01-07,23500,26000,23050,24475,668982,504870.0,10314000.0
2016-01-08,24100,25399,23975,24700,272663,509512.0,10314000.0
2016-01-11,24900,25249,22999,23500,231407,484758.0,10314000.0
2016-01-12,23925,26100,23300,26100,440254,538391.0,10314000.0
2016-01-13,26449,26900,25050,25950,254855,535297.0,10314000.0
2016-01-14,25000,25700,23875,25100,232093,517763.0,10314000.0
2016-01-15,26200,26200,24100,24450,219020,504355.0,10314000.0
2016-01-18,23775,24200,22600,23000,294599,474444.0,10314000.0
2016-01-19,23050,24875,23000,24650,235069,508480.0,10314000.0
2016-01-20,24700,25600,23800,25050,203895,516731.0,10314000.0
2016-01-21,25450,25450,24225,24325,116598,501776.0,10314000.0
2016-01-22,24950,25349,24274,24325,133074,501776.0,10314000.0
2016-01-25,24350,24925,23825,24925,107429,514153.0,10314000.0
2016-01-26,24850,25600,24750,25050,179647,516731.0,10314000.0
2016-01-27,25250,26950,25199,26750,414541,551799.0,10314000.0
2016-01-28,26750,27750,25850,27150,351702,560050.0,10314000.0
2016-01-29,27450,27500,26600,27100,126017,559019.0,10314000.0
2016-02-01,27500,28400,26700,27050,208153,557987.0,10314000.0
2016-02-02,27300,27900,26550,27450,124433,566239.0,10314000.0
2016-02-03,27500,27850,26600,26600,106433,548705.0,10314000.0
2016-02-04,26750,29500,26700,29500,408403,608526.0,10314000.0
2016-02-05,29800,37000,29100,33000,1006614,680724.0,10314000.0
2016-02-11,32500,36700,32050,36500,616712,752922.0,10314000.0
2016-02-12,36500,36500,27599,31050,1298578,640499.0,10314000.0
2016-02-15,31250,32450,27800,27800,469973,573458.0,10314000.0
2016-02-16,28500,33650,28000,32000,716548,660096.0,10314000.0
2016-02-17,31750,34150,30350,30500,354169,629154.0,10314000.0
2016-02-18,31499,32000,28550,29400,313623,606463.0,10314000.0
2016-02-19,29399,31550,28650,30300,336015,625028.0,10314000.0
2016-02-22,30600,31300,29550,30650,126652,632248.0,10314000.0
2016-02-23,31400,32300,30950,31500,262079,649782.0,10314000.0
2016-02-24,31100,31450,30500,30750,100537,634311.0,10314000.0
2016-02-25,31150,31150,29450,30050,138031,619871.0,10314000.0
2016-02-26,30400,30400,28950,28950,159648,597181.0,10314000.0
2016-02-29,29500,29799,26800,28500,209034,587898.0,10314000.0
2016-03-02,29100,29250,27950,28350,126727,584804.0,10314000.0
2016-03-03,28350,28350,26750,27000,204068,556956.0,10314000.0
2016-03-04,26999,28850,26999,27500,314147,567270.0,10314000.0
2016-03-07,27849,28399,25449,25750,237778,531171.0,10314000.0
2016-03-08,25550,25650,23974,24050,398577,496103.0,10314000.0
2016-03-09,24350,25750,24024,25550,379883,527045.0,10314000.0
2016-03-10,25550,25850,25050,25300,130406,521888.0,10314000.0
2016-03-11,25200,27000,25200,26800,326833,552830.0,10314000.0
2016-03-14,27600,28500,26800,27000,251457,556956.0,10314000.0
2016-03-15,26950,27299,26200,26600,114627,548705.0,10314000.0
2016-03-16,25750,26200,25000,25550,515340,527045.0,10314000.0
2016-03-17,25649,27150,25150,26750,370469,551799.0,10314000.0
2016-03-18,26750,26900,26100,26200,133604,540454.0,10314000.0
2016-03-21,26400,26500,25350,25450,145933,524983.0,10314000.0
2016-03-22,25450,26850,25400,26500,266917,546642.0,10314000.0
2016-03-23,26600,26700,25600,25600,145360,528077.0,10314000.0
2016-03-24,25650,26050,25149,25650,118709,529108.0,10314000.0
2016-03-25,25700,27450,25500,27200,294626,561082.0,10314000.0
2016-03-28,27450,27500,26800,27400,105680,565207.0,10314000.0
2016-03-29,27300,28000,27000,27550,129129,568301.0,10314000.0
2016-03-30,27350,28850,27250,28600,252418,589961.0,10314000.0
2016-03-31,28700,29349,28200,28400,173390,585835.0,10314000.0
2016-04-01,28400,28900,27700,28800,128547,594086.0,10314000.0
2016-04-04,28800,29600,28800,29100,134761,600275.0,10314000.0
2016-04-05,28750,28950,27500,28050,191178,578615.0,10314000.0
2016-04-06,28050,28200,27200,27400,187814,565207.0,10314000.0
2016-04-07,27850,28550,27200,28350,158016,584804.0,10314000.0
2016-04-08,28100,28850,27600,28700,149676,592024.0,10314000.0
2016-04-11,28700,29050,28000,28300,133658,583772.0,10314000.0
2016-04-12,28500,28500,27000,27300,147446,563144.0,10314000.0
2016-04-14,27300,27650,26000,26100,187224,538391.0,10314000.0
2016-04-15,26150,26900,25850,26300,91566,542516.0,10314000.0
2016-04-18,26400,28200,25900,27850,127106,574490.0,10314000.0
2016-04-19,27900,28150,27350,27750,64651,572427.0,10314000.0
2016-04-20,27550,27950,26900,27200,51672,561082.0,10314000.0
2016-04-21,27250,27300,26500,26700,106931,550768.0,10314000.0
2016-04-22,26850,27300,26750,27100,77969,559019.0,10314000.0
2016-04-25,27500,30850,27400,30750,609611,634311.0,10314000.0
2016-04-26,31300,34750,30900,32500,859042,670410.0,10314000.0
2016-04-27,32800,33750,31850,33400,382130,688975.0,10314000.0
2016-04-28,33100,34050,32699,32850,144152,677630.0,10314000.0
2016-04-29,32850,33299,31600,32400,174994,668347.0,10314000.0
2016-05-02,32750,34700,31900,31950,285952,659065.0,10314000.0
2016-05-03,32349,33750,31850,33350,251142,687944.0,10314000.0
2016-05-04,33000,33199,31850,32700,193541,674536.0,10314000.0
2016-05-09,32499,34400,32050,33650,280526,694132.0,10314000.0
2016-05-10,34050,36500,33150,35200,426683,726106.0,10314000.0
2016-05-11,35600,36450,34800,34900,190360,719917.0,10314000.0
2016-05-12,34600,35200,34250,34300,155628,707540.0,10314000.0
2016-05-13,34100,36150,34050,35850,169929,739514.0,10314000.0
2016-05-16,35700,36200,35100,35750,113462,737451.0,10314000.0
2016-05-17,36000,38000,35950,37550,294804,774581.0,10314000.0
2016-05-18,37650,38200,36600,37150,136742,766330.0,10314000.0
2016-05-19,37200,37600,36600,37000,104008,763236.0,10314000.0
2016-05-20,37050,37450,33800,35750,259741,737451.0,10314000.0
2016-05-23,35500,35600,34200,34600,204760,713729.0,10314000.0
2016-05-24,34850,36550,34300,35800,206641,738482.0,10314000.0
2016-05-25,35850,36500,35400,36000,120342,742608.0,10314000.0
2016-05-26,36150,36600,35700,36150,72207,745702.0,10314000.0
2016-05-27,36050,36600,35950,36050,60745,743639.0,10314000.0
2016-05-30,36500,37700,36350,36550,118257,753953.0,10314000.0
2016-05-31,36650,39150,36150,39150,290324,807586.0,10314000.0
2016-06-01,38850,39700,37900,38350,157654,791084.0,10314000.0
2016-06-02,38350,38700,37450,37750,128334,778707.0,10314000.0
2016-06-03,37950,39700,37500,39450,179183,813775.0,10314000.0
2016-06-07,39600,40350,38900,39250,114513,809649.0,10314000.0
2016-06-08,39300,39750,38550,39250,94654,809649.0,10314000.0
2016-06-09,39600,40850,39350,40650,156503,838528.0,10314000.0
2016-06-10,40650,41000,39650,39750,85585,819963.0,10314000.0
2016-06-13,39750,40250,39000,39150,73453,807586.0,10314000.0
2016-06-14,39050,39600,38050,38650,89718,797272.0,10314000.0
2016-06-15,38950,39550,38400,39550,65988,815837.0,10314000.0
2016-06-16,39700,39950,37750,38700,74408,798304.0,10314000.0
2016-06-17,38850,39700,38800,39700,125977,818932.0,10314000.0
2016-06-20,40650,40650,39400,39450,50909,813775.0,10314000.0
2016-06-21,39750,39750,39000,39500,46738,814806.0,10314000.0
2016-06-22,39750,40500,39400,40050,73137,826151.0,10314000.0
2016-06-23,39450,40300,39250,39950,50548,824089.0,10314000.0
2016-06-24,40000,40250,37300,38150,125740,786958.0,10314000.0
2016-06-27,36600,38450,36600,38100,62551,785927.0,10314000.0
2016-06-28,37850,38250,37550,37900,53592,781801.0,10314000.0
2016-06-29,38300,39150,38050,38150,74535,786958.0,10314000.0
2016-06-30,38450,38450,36800,36800,122977,759110.0,10314000.0
2016-07-01,37100,38750,36800,38650,118889,797272.0,10314000.0
2016-07-04,38650,40350,38550,40250,97750,830277.0,10314000.0
2016-07-05,40250,40250,39400,39850,47416,822026.0,10314000.0
2016-07-06,39500,39700,38750,39000,79411,804492.0,10314000.0
2016-07-07,39150,39300,38550,39050,62528,805523.0,10314000.0
2016-07-08,39100,39500,37850,37950,93485,782833.0,10314000.0
2016-07-11,37950,38950,36650,38700,131277,798304.0,10314000.0
2016-07-12,38700,39000,37800,37800,35562,779738.0,10314000.0
2016-07-13,38000,38400,37050,37300,46909,769424.0,10314000.0
2016-07-14,37600,38050,37000,37500,28331,773550.0,10314000.0
2016-07-15,37700,37850,36300,36300,85129,748796.0,10314000.0
2016-07-18,36450,37350,36450,37050,48645,764267.0,10314000.0
2016-07-19,37350,38400,37050,38400,92114,792115.0,10314000.0
2016-07-20,38300,39500,38250,39200,103878,808618.0,10314000.0
2016-07-21,39400,39450,38000,38100,51524,785927.0,10314000.0
2016-07-22,38000,38400,37200,37700,52933,777676.0,10314000.0
2016-07-25,37850,39050,36750,36850,124563,760142.0,10314000.0
2016-07-26,36850,37750,36550,36750,53718,758079.0,10314000.0
2016-07-27,37300,37350,35550,35850,122500,739514.0,10314000.0
2016-07-28,35950,36650,35000,35650,65366,735388.0,10314000.0
2016-07-29,35500,36000,34950,34950,78853,720949.0,10314000.0
2016-08-01,35000,35450,33200,33350,137206,687944.0,10314000.0
2016-08-02,33500,34850,33200,34550,105087,712697.0,10314000.0
2016-08-03,34900,36800,34900,35850,162423,739514.0,10314000.0
2016-08-04,35800,35850,35100,35350,31538,729200.0,10314000.0
2016-08-05,35050,35300,33500,33550,126569,692069.0,10314000.0
2016-08-08,33250,33450,31550,31900,141241,658033.0,10314000.0
2016-08-09,31900,34750,31900,34550,148683,712697.0,10314000.0
2016-08-10,34500,34550,33500,34100,56523,703415.0,10314000.0
2016-08-11,34100,34700,32650,33150,76165,683818.0,10314000.0
2016-08-12,33600,33800,32350,32350,86082,667316.0,10314000.0
2016-08-16,32749,33250,32450,32950,53241,679693.0,10314000.0
2016-08-17,32950,32950,31500,31900,72093,658033.0,10314000.0
2016-08-18,31450,31700,30300,30750,116498,634311.0,10314000.0
2016-08-19,31050,31550,30450,31200,43974,643594.0,10314000.0
2016-08-22,30000,30750,28800,29000,184375,598212.0,10314000.0
2016-08-23,28450,31250,27700,31000,347593,639468.0,10314000.0
2016-08-24,31000,31100,30100,30500,96622,629154.0,10314000.0
2016-08-25,30250,30350,29250,29450,81102,607495.0,10314000.0
2016-08-26,29150,30150,28900,29400,48732,606463.0,10314000.0
2016-08-29,29350,29850,28900,29850,64923,615746.0,10314000.0
2016-08-30,29650,30050,29150,29700,54891,612652.0,10314000.0
2016-08-31,29700,31100,28900,29450,121360,607495.0,10314000.0
2016-09-01,29350,29799,29150,29300,30956,604400.0,10314000.0
2016-09-02,29400,30550,29250,30200,49170,622966.0,10314000.0
2016-09-05,30450,31650,30200,31650,115824,652876.0,10314000.0
2016-09-06,31550,32599,31500,31900,95041,658033.0,10314000.0
2016-09-07,31950,31950,30550,30700,101571,633280.0,10314000.0
2016-09-08,30700,30949,29749,30000,61397,618840.0,10314000.0
2016-09-09,30250,30250,29500,29650,41219,611620.0,10314000.0
2016-09-12,29100,29100,28300,28450,94717,586867.0,10314000.0
2016-09-13,29050,29200,28300,28700,71424,592024.0,10314000.0
2016-09-19,28500,30450,28500,30000,59216,618840.0,10314000.0
2016-09-20,30000,32550,29650,32300,164703,666284.0,10314000.0
2016-09-21,32600,33050,31950,32600,67439,672473.0,10314000.0
2016-09-22,33100,33100,32300,32550,30260,671441.0,10314000.0
2016-09-23,32550,33000,31900,32900,32154,678661.0,10314000.0
2016-09-26,32950,33650,32550,33400,37762,688975.0,10314000.0
2016-09-27,33450,35400,32600,35400,145418,730231.0,10314000.0
2016-09-28,35600,36450,35150,35750,108476,737451.0,10314000.0
2016-09-29,35750,35950,34750,34750,63625,716823.0,10314000.0
2016-09-30,34500,35100,34250,34700,40782,715792.0,10314000.0
2016-10-04,35000,36500,34800,36300,75241,748796.0,10314000.0
2016-10-05,36300,36900,36200,36450,41129,751891.0,10314000.0
2016-10-06,36000,36700,36000,36500,43054,752922.0,10314000.0
2016-10-07,36250,36900,36000,36300,36973,748796.0,10314000.0
2016-10-10,36000,37000,36000,36750,32406,758079.0,10314000.0
2016-10-11,36800,37050,36450,36600,26367,754985.0,10314000.0
2016-10-12,36300,37200,36300,36750,49495,758079.0,10314000.0
2016-10-13,36750,37250,36300,36500,33495,752922.0,10314000.0
2016-10-14,36400,36950,36300,36450,23821,751891.0,10314000.0
2016-10-17,36600,36950,34750,35200,64516,726106.0,10314000.0
2016-10-18,35600,36300,35350,35650,33468,735388.0,10314000.0
2016-10-19,35650,36900,35550,36700,58641,757048.0,10314000.0
2016-10-20,37100,37100,36350,36600,31011,754985.0,10314000.0
2016-10-21,36500,36600,34450,34500,64619,711666.0,10314000.0
2016-10-24,34400,34900,32100,34250,62612,706509.0,10314000.0
2016-10-25,34100,36150,34050,35750,127645,737451.0,10314000.0
2016-10-26,35450,35950,34700,35200,64157,726106.0,10314000.0
2016-10-27,35100,36250,35000,36000,43444,742608.0,10314000.0
2016-10-28,35700,36250,34400,34500,34803,711666.0,10314000.0
2016-10-31,35350,35350,31850,32600,99817,672473.0,10314000.0
2016-11-01,32450,33950,32450,33700,68030,695164.0,10314000.0
2016-11-02,33400,34100,33200,33700,65225,695164.0,10314000.0
2016-11-03,33250,33800,32900,33600,30243,693101.0,10314000.0
2016-11-04,33600,34100,32950,33200,33635,684850.0,10314000.0
2016-11-07,33250,33950,33250,33650,26989,694132.0,10314000.0
2016-11-08,33900,33950,33350,33600,31859,693101.0,10314000.0
2016-11-09,33800,35300,33450,34400,120566,709603.0,10314000.0
2016-11-10,35200,36000,34850,34950,69373,720949.0,10314000.0
2016-11-11,35450,35600,34950,35450,39979,731263.0,10314000.0
2016-11-14,35400,35650,34350,34400,37597,709603.0,10314000.0
2016-11-15,34700,34700,32699,32850,83353,677630.0,10314000.0
2016-11-16,33100,33400,32600,32900,38859,678661.0,10314000.0
2016-11-17,32900,32900,31450,31500,73653,649782.0,10314000.0
2016-11-18,31450,31899,30000,30200,98047,622966.0,10314000.0
2016-11-21,29800,30200,28150,28200,92504,581710.0,10314000.0
2016-11-22,28800,28800,27150,27400,140722,565207.0,10314000.0
2016-11-23,27700,27850,24925,25300,171570,521888.0,10314000.0
2016-11-24,25150,25400,23599,23750,228889,489915.0,10314000.0
2016-11-25,23675,24925,23675,24925,198796,514153.0,10314000.0
2016-11-28,25700,28750,25300,27350,458928,564176.0,10314000.0
2016-11-29,27500,28050,26650,27500,123938,567270.0,10314000.0
2016-11-30,27500,27500,26750,27500,82358,567270.0,10314000.0
2016-12-01,27500,27850,26600,26800,83076,552830.0,10314000.0
2016-12-02,26549,26800,25999,26250,54344,541485.0,10314000.0
2016-12-05,26000,27150,26000,27100,69333,559019.0,10314000.0
2016-12-06,27400,27400,26950,27150,58043,560050.0,10314000.0
2016-12-07,27200,28500,27200,28000,98284,577584.0,10314000.0
2016-12-08,28350,28500,27500,28150,76428,580678.0,10314000.0
2016-12-09,28150,28650,27800,28050,28409,578615.0,10314000.0
2016-12-12,28250,29100,28100,28650,25650,590992.0,10314000.0
2016-12-13,28650,28849,27950,28350,56415,584804.0,10314000.0
2016-12-14,28400,28450,27000,27000,67223,556956.0,10314000.0
2016-12-15,27050,28750,26900,28600,115610,589961.0,10314000.0
2016-12-16,28599,29750,28599,29500,91708,608526.0,10314000.0
2016-12-19,29350,29400,28750,29250,24011,603369.0,10314000.0
2016-12-20,29050,30450,29050,29700,80632,612652.0,10314000.0
2016-12-21,29800,31250,29700,30950,63314,638437.0,10314000.0
2016-12-22,30950,30950,30250,30700,18379,633280.0,10314000.0
2016-12-23,30550,30800,30050,30350,17910,626060.0,10314000.0
2016-12-26,30700,30700,29600,29900,20229,616777.0,10314000.0
2016-12-27,30200,30200,29400,29700,24355,612652.0,10314000.0
2016-12-28,30100,30600,29700,30400,26820,627091.0,10314000.0
2016-12-29,30450,31650,30250,30750,55121,634311.0,10314000.0
2017-01-02,30850,31200,29700,30000,34570,618840.0,10314000.0
2017-01-03,29850,30250,29600,30000,43347,618840.0,10314000.0
2017-01-04,29750,30050,29450,29900,29638,616777.0,10314000.0
2017-01-05,30150,30350,29700,30250,26518,623997.0,10314000.0
2017-01-06,30150,30350,29600,29950,21974,617809.0,10314000.0
2017-01-09,30150,30150,28050,28600,71860,589961.0,10314000.0
2017-01-10,28900,28900,27250,27650,53052,570364.0,10314000.0
2017-01-11,27300,27950,26250,26450,107563,545611.0,10314000.0
2017-01-12,26200,27300,26100,27150,51080,560050.0,10314000.0
2017-01-13,27550,28400,27450,28250,100864,582741.0,10314000.0
2017-01-16,28300,28650,27950,28650,86016,590992.0,10314000.0
2017-01-17,28700,28900,28250,28800,31064,594086.0,10314000.0
2017-01-18,28550,29050,28550,28900,22652,596149.0,10314000.0
2017-01-19,28550,28950,28400,28600,25424,589961.0,10314000.0
2017-01-20,28850,29550,28600,29150,47788,601306.0,10314000.0
