코스맥스엔비티(222040),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-01-23,29500,30100,29100,30000,52850,618840.0,10314000.0
2017-01-24,30500,32000,30200,31650,130327,652876.0,10314000.0
2017-01-25,31700,32000,30150,30650,59740,632248.0,10314000.0
2017-01-26,30400,30400,27599,28050,168996,578615.0,10314000.0
2017-01-31,28200,28200,27500,27850,49446,574490.0,10314000.0
2017-02-01,28100,28450,27400,28400,50907,585835.0,10314000.0
2017-02-02,28400,28450,27599,27850,58425,574490.0,10314000.0
2017-02-03,27550,27950,27250,27750,34816,572427.0,10314000.0
2017-02-06,27500,28250,27250,28250,26204,582741.0,10314000.0
2017-02-07,28299,28650,27850,28600,36142,589961.0,10314000.0
2017-02-08,28700,28750,28399,28750,44424,593055.0,10314000.0
2017-02-09,29000,29250,28200,28750,32946,593055.0,10314000.0
2017-02-10,28699,28850,28050,28600,48919,589961.0,10314000.0
2017-02-13,28500,29000,28350,28850,37848,595118.0,10314000.0
2017-02-14,28700,31750,28450,30650,120599,632248.0,10314000.0
2017-02-15,31250,31549,29749,30000,117817,618840.0,10314000.0
2017-02-16,30250,30250,28950,29700,73246,612652.0,10314000.0
2017-02-17,29550,29650,29050,29600,64090,610589.0,10314000.0
2017-02-20,29750,30700,29650,30650,88653,632248.0,10314000.0
2017-02-21,30750,30850,29900,30300,48328,625028.0,10314000.0
2017-02-22,30400,30400,29800,30150,29620,621934.0,10314000.0
2017-02-23,30150,30450,29850,30150,32784,621934.0,10314000.0
2017-02-24,30150,30400,29900,30250,43639,623997.0,10314000.0
2017-02-27,30250,30500,29400,29750,82231,613683.0,10314000.0
2017-02-28,31100,31100,28900,29000,104093,299106.0,10314000.0
2017-03-02,29150,29750,29100,29700,66539,306326.0,10314000.0
2017-03-03,29200,29600,28350,29250,56652,301684.0,10314000.0
2017-03-06,28500,29300,28400,29100,47439,300137.0,10314000.0
2017-03-07,29100,29650,28700,29550,35158,304779.0,10314000.0
2017-03-08,29900,29950,28750,29400,40698,303232.0,10314000.0
2017-03-09,29500,29800,29000,29200,30815,301169.0,10314000.0
2017-03-10,29350,29450,28550,29200,32430,301169.0,10314000.0
2017-03-13,29200,29450,27850,27900,120849,287761.0,10314000.0
2017-03-14,28350,28350,27400,27450,111702,283119.0,10314000.0
2017-03-15,27700,27700,26450,26600,50626,274352.0,10314000.0
2017-03-16,26750,27400,26700,27000,26940,278478.0,10314000.0
2017-03-17,26750,26900,26300,26350,58656,271774.0,10314000.0
2017-03-20,25900,26000,24900,25300,158722,260944.0,10314000.0
2017-03-21,25000,25500,25000,25300,103477,260944.0,10314000.0
2017-03-22,25300,25650,24950,25150,40867,259397.0,10314000.0
2017-03-23,24700,25000,23700,23750,198258,244958.0,10314000.0
2017-03-24,23750,24500,23700,24150,78153,249083.0,10314000.0
2017-03-27,24050,24100,22950,23100,244351,476507.0,20628000.0
2017-03-28,23100,23150,22150,22300,298981,460004.0,20628000.0
2017-03-29,22500,22500,21750,21950,190202,452785.0,20628000.0
2017-03-30,22300,22700,22000,22300,256810,460004.0,20628000.0
2017-03-31,22300,22350,21450,21750,213699,448659.0,20628000.0
2017-04-03,21950,22850,21750,22850,398450,471350.0,20628000.0
2017-04-04,22750,24450,22500,23900,676651,493009.0,20628000.0
2017-04-05,24000,24900,23550,24050,363927,496103.0,20628000.0
2017-04-06,23600,23950,23400,23650,201989,487852.0,20628000.0
2017-04-07,23650,25550,23650,25400,474890,523951.0,20628000.0
2017-04-10,25350,25350,24350,24700,267997,509512.0,20628000.0
2017-04-11,24950,25350,23700,25050,259530,516731.0,20628000.0
2017-04-12,24950,24950,24250,24400,142208,503323.0,20628000.0
2017-04-13,24400,25300,24400,24800,134235,511574.0,20628000.0
2017-04-14,24550,24750,24150,24200,99332,499198.0,20628000.0
2017-04-17,24100,24950,24100,24750,79399,510543.0,20628000.0
2017-04-18,24800,24800,23700,24200,152371,499198.0,20628000.0
2017-04-19,24300,24700,24150,24550,95240,506417.0,20628000.0
2017-04-20,24650,24950,24150,24700,135443,509512.0,20628000.0
2017-04-21,24950,25050,24400,24400,77133,503323.0,20628000.0
2017-04-24,24400,24400,23050,23100,213255,476507.0,20628000.0
2017-04-25,23250,23600,22850,23300,133302,480632.0,20628000.0
2017-04-26,23100,23700,23000,23300,97203,480632.0,20628000.0
2017-04-27,23400,23400,22600,22700,89045,468256.0,20628000.0
2017-04-28,22550,23200,22350,22500,94161,464130.0,20628000.0
2017-05-02,22400,22600,22100,22550,61100,465161.0,20628000.0
2017-05-04,22950,22950,22100,22700,109933,468256.0,20628000.0
2017-05-08,22550,23950,22550,23850,277051,491978.0,20628000.0
2017-05-10,22950,23000,22250,22850,421348,471350.0,20628000.0
2017-05-11,22850,22850,22150,22300,203498,460004.0,20628000.0
2017-05-12,22400,22400,20400,20650,459271,425968.0,20628000.0
2017-05-15,20450,21250,20350,21000,142216,433188.0,20628000.0
2017-05-16,20950,21150,20400,20450,99812,421843.0,20628000.0
2017-05-17,20500,21150,20450,21050,125952,434219.0,20628000.0
2017-05-18,21000,22150,20900,21900,191672,451753.0,20628000.0
2017-05-19,21850,22250,21450,21550,90592,444533.0,20628000.0
2017-05-22,21750,21850,20950,21150,108944,436282.0,20628000.0
2017-05-23,21200,21250,20650,20750,107791,428031.0,20628000.0
2017-05-24,20750,21300,20750,21000,90789,433188.0,20628000.0
2017-05-25,21250,21500,20950,21450,66215,442471.0,20628000.0
2017-05-26,21500,21500,20750,21250,62822,438345.0,20628000.0
2017-05-29,21250,21300,21000,21300,67649,439376.0,20628000.0
2017-05-30,21350,21600,21150,21400,115656,441439.0,20628000.0
2017-05-31,21400,21550,21050,21400,104147,441439.0,20628000.0
2017-06-01,21500,22250,21350,22200,195279,457942.0,20628000.0
2017-06-02,22300,23300,22200,23000,429112,474444.0,20628000.0
2017-06-05,23000,23150,22500,23050,137222,475475.0,20628000.0
2017-06-07,23150,23350,22750,22900,140456,472381.0,20628000.0
2017-06-08,22650,22950,22100,22350,110362,461036.0,20628000.0
2017-06-09,22350,22700,21950,22650,98884,467224.0,20628000.0
2017-06-12,22800,22800,21650,22000,119276,453816.0,20628000.0
2017-06-13,22000,22000,21400,21600,123347,445565.0,20628000.0
2017-06-14,21600,21900,21400,21400,69576,441439.0,20628000.0
2017-06-15,21600,22050,21250,21250,101809,438345.0,20628000.0
2017-06-16,21200,21300,20650,20750,142622,428031.0,20628000.0
2017-06-19,20900,20950,20450,20550,148768,423905.0,20628000.0
2017-06-20,20600,20850,20200,20300,119766,418748.0,20628000.0
2017-06-21,20350,20350,19200,19350,334575,399152.0,20628000.0
2017-06-22,19400,19600,19250,19300,107569,398120.0,20628000.0
2017-06-23,19450,19750,19400,19700,178382,406372.0,20628000.0
2017-06-26,19700,19700,19400,19550,61267,403277.0,20628000.0
2017-06-27,19600,20500,19600,20150,184175,415654.0,20628000.0
2017-06-28,20150,20250,19800,19800,60716,408434.0,20628000.0
2017-06-29,19950,20000,19200,19300,114781,398120.0,20628000.0
2017-06-30,19500,21000,19300,20950,591977,432157.0,20628000.0
2017-07-03,21100,21300,20650,21000,208937,433188.0,20628000.0
2017-07-04,21100,21400,20550,20750,141417,428031.0,20628000.0
2017-07-05,20800,21650,20800,21300,129143,439376.0,20628000.0
2017-07-06,21500,21600,21150,21350,94415,440408.0,20628000.0
2017-07-07,21050,21350,20800,20850,76525,430094.0,20628000.0
2017-07-10,20950,21050,20350,20350,78373,419780.0,20628000.0
2017-07-11,20350,20500,20050,20200,67834,416686.0,20628000.0
2017-07-12,20250,20600,20250,20400,52650,420811.0,20628000.0
2017-07-13,20100,20100,19500,19750,170173,407403.0,20628000.0
2017-07-14,19900,20200,19900,20150,61524,415654.0,20628000.0
2017-07-17,20200,20400,20000,20350,41957,419780.0,20628000.0
2017-07-18,20350,20450,19900,20450,127235,421843.0,20628000.0
2017-07-19,20550,20600,20150,20400,64921,420811.0,20628000.0
2017-07-20,20400,21500,20350,21500,188454,443502.0,20628000.0
2017-07-21,21450,21700,21400,21550,112087,444533.0,20628000.0
2017-07-24,21700,23000,21700,22500,385117,464130.0,20628000.0
2017-07-25,22450,23950,22450,23900,411809,493009.0,20628000.0
2017-07-26,24300,24900,23550,24250,377014,500229.0,20628000.0
2017-07-27,24350,24600,23200,23650,148467,487852.0,20628000.0
2017-07-28,23700,23700,22100,22450,169071,463099.0,20628000.0
2017-07-31,22500,22750,21450,22050,152669,454847.0,20628000.0
2017-08-01,21900,22450,21900,22300,71882,460004.0,20628000.0
2017-08-02,22500,23250,22200,23100,91175,476507.0,20628000.0
2017-08-03,23150,23150,21750,21750,140263,448659.0,20628000.0
2017-08-04,21750,22200,21150,21350,81830,440408.0,20628000.0
2017-08-07,21350,22500,21350,22500,72751,464130.0,20628000.0
2017-08-08,22600,22800,22100,22500,47219,464130.0,20628000.0
2017-08-09,21650,22450,21050,21350,154496,440408.0,20628000.0
2017-08-10,21300,22150,21150,21850,101893,450722.0,20628000.0
2017-08-11,21500,21850,20300,20800,137514,429062.0,20628000.0
2017-08-14,20800,21250,19800,20100,166504,414623.0,20628000.0
2017-08-16,20200,20600,20100,20450,69087,421843.0,20628000.0
2017-08-17,20450,20950,20300,20650,69834,425968.0,20628000.0
2017-08-18,20650,20700,20200,20700,48794,427000.0,20628000.0
2017-08-21,20850,20850,20350,20500,33870,422874.0,20628000.0
2017-08-22,20500,20650,20000,20100,68374,414623.0,20628000.0
2017-08-23,20150,20500,20150,20300,27753,418748.0,20628000.0
2017-08-24,20300,20850,20250,20850,88271,430094.0,20628000.0
2017-08-25,20900,20900,20400,20500,41003,422874.0,20628000.0
2017-08-28,20650,20750,20450,20750,36050,428031.0,20628000.0
2017-08-29,20650,20650,20100,20350,68705,419780.0,20628000.0
2017-08-30,20400,20550,20200,20400,41208,420811.0,20628000.0
2017-08-31,20350,20400,20150,20200,47223,416686.0,20628000.0
