헬릭스미스(084990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-01-10,22114,22305,21462,21693,79691,393216.0,13894553.0
2013-01-11,21692,22228,21539,21809,48948,395300.0,13894553.0
2013-01-14,21922,21922,21002,21310,69336,386269.0,13894553.0
2013-01-15,21078,21385,20580,20697,65293,375153.0,13894553.0
2013-01-16,20696,21117,20351,20352,74447,368900.0,13894553.0
2013-01-17,20158,20619,19699,20161,53975,365427.0,13894553.0
2013-01-18,20197,20503,19929,20313,28891,368206.0,13894553.0
2013-01-21,20082,21002,19967,20927,47262,379321.0,13894553.0
2013-01-22,20925,20925,20542,20888,37945,378627.0,13894553.0
2013-01-23,20925,20925,20312,20773,55185,376542.0,13894553.0
2013-01-24,20696,20848,20274,20275,26016,367511.0,13894553.0
2013-01-25,20312,20580,19546,20084,51921,364037.0,13894553.0
2013-01-28,20044,20158,19200,19968,60727,361953.0,13894553.0
2013-01-29,19929,20197,19584,19700,37316,357090.0,13894553.0
2013-01-30,19699,19891,19354,19355,45489,350837.0,13894553.0
2013-01-31,19354,20120,19354,19892,44309,360564.0,13894553.0
2013-02-01,19967,20964,19967,20697,90334,375153.0,13894553.0
2013-02-04,20964,21232,20542,20773,70833,376542.0,13894553.0
2013-02-05,20772,21040,20158,20850,40966,377932.0,13894553.0
2013-02-06,20542,21040,20389,20467,40842,370985.0,13894553.0
2013-02-07,20466,21270,20466,20773,49385,376542.0,13894553.0
2013-02-08,20925,20925,20389,20467,37182,370985.0,13894553.0
2013-02-12,20657,21002,20235,20850,53772,377932.0,13894553.0
2013-02-13,20734,20848,20466,20735,35385,375848.0,13894553.0
2013-02-14,20734,20887,20312,20773,55567,376542.0,13894553.0
2013-02-15,20772,21883,20772,21847,171322,395995.0,13894553.0
2013-02-18,22075,22573,21730,22383,96583,405721.0,13894553.0
2013-02-19,22535,23148,22459,22690,125013,411279.0,13894553.0
2013-02-20,22765,23226,22535,22881,87687,414752.0,13894553.0
2013-02-21,22880,22880,22382,22843,59932,414058.0,13894553.0
2013-02-22,22573,24221,22497,24146,196052,437678.0,13894553.0
2013-02-25,24145,25256,24145,24644,171048,446710.0,13894553.0
2013-02-26,24796,25065,24221,24644,72948,446710.0,13894553.0
2013-02-27,25141,25372,24451,25258,150630,457826.0,13894553.0
2013-02-28,25372,25870,25256,25871,121695,468941.0,13894553.0
2013-03-04,25793,26406,25294,25526,100652,462689.0,13894553.0
2013-03-05,25525,25831,24796,25680,144913,466305.0,13919553.0
2013-03-06,25677,25946,24988,25104,83073,455865.0,13919553.0
2013-03-07,24758,25755,24758,25411,86727,461433.0,13919553.0
2013-03-08,25333,26177,25065,25986,106077,471873.0,13919553.0
2013-03-11,25985,26828,25065,26675,192097,484400.0,13919553.0
2013-03-12,26828,27288,26368,26599,136573,483008.0,13919553.0
2013-03-13,26636,27173,26253,27059,122921,491360.0,13919553.0
2013-03-14,26866,27211,26752,27136,89842,492752.0,13919553.0
2013-03-15,27097,29281,27020,28094,342219,510152.0,13919553.0
2013-03-18,28131,28667,27249,27251,130114,494840.0,13919553.0
2013-03-19,27211,28054,26904,27519,116736,499712.0,13919553.0
2013-03-20,27518,27901,26942,27749,77086,503888.0,13919553.0
2013-03-21,27747,28400,26598,27097,132532,492056.0,13919553.0
2013-03-22,26598,27594,26559,27442,67894,498320.0,13919553.0
2013-03-25,27633,28514,26713,26714,138134,485096.0,13919553.0
2013-03-26,26713,27249,25563,27059,224901,491360.0,13919553.0
2013-03-27,27097,27442,26789,27021,83336,490664.0,13919553.0
2013-03-28,27020,27364,26406,27136,96777,492752.0,13919553.0
2013-03-29,27173,28208,26866,28017,133281,508760.0,13919553.0
2013-04-01,28016,28821,27824,28362,94530,515023.0,13919553.0
2013-04-02,28131,28782,27863,28286,100155,513632.0,13919553.0
2013-04-03,28284,28514,27824,28209,72116,512240.0,13919553.0
2013-04-04,28245,28284,26828,28209,118309,512240.0,13919553.0
2013-04-05,28553,29357,28245,29014,221332,526855.0,13919553.0
2013-04-08,29012,29319,27747,27902,176810,506672.0,13919553.0
2013-04-09,27978,29434,27211,29281,214560,531727.0,13919553.0
2013-04-10,29357,30124,29166,29512,135706,535903.0,13919553.0
2013-04-11,29472,30277,29012,29742,129267,540079.0,13919553.0
2013-04-12,29893,30162,28974,29281,101604,531727.0,13919553.0
2013-04-15,29319,29588,28591,28784,114500,527185.0,14039553.0
2013-04-16,28361,29357,27939,29244,161719,535609.0,14039553.0
2013-04-17,29511,29703,28553,29281,124143,536311.0,14039553.0
2013-04-18,29128,29971,28821,29474,100162,539821.0,14039553.0
2013-04-19,29434,29549,25448,25641,503293,469623.0,14039553.0
2013-04-22,25410,27747,24566,27749,386803,508232.0,14039553.0
2013-04-23,28054,28936,27939,28822,200606,527887.0,14039553.0
2013-04-24,29012,30354,29012,30164,202324,552456.0,14039553.0
2013-04-25,30431,31696,29664,30470,242335,558072.0,14039553.0
2013-04-26,30737,31427,29817,31428,119770,575622.0,14039553.0
2013-04-29,31389,31734,30929,31620,97833,579132.0,14039553.0
2013-04-30,31734,31772,30085,31428,163969,580125.0,14149381.0
2013-05-02,31120,31887,30891,31543,95317,582247.0,14149381.0
2013-05-03,31618,31696,30622,31275,78266,577295.0,14149381.0
2013-05-06,31427,31772,31044,31122,67209,574465.0,14149381.0
2013-05-07,31159,33075,31159,32923,151227,607716.0,14149381.0
2013-05-08,33037,33305,32577,32732,77229,604179.0,14149381.0
2013-05-09,32730,32883,31849,32157,232103,593567.0,14149381.0
2013-05-10,32423,32423,30967,31199,194552,575880.0,14149381.0
2013-05-13,31196,31696,30393,30662,93306,565975.0,14149381.0
2013-05-14,30201,31196,29588,30509,104098,563145.0,14149381.0
2013-05-15,30507,31389,30354,31275,74049,577295.0,14149381.0
2013-05-16,31504,31618,30929,31390,49840,580500.0,14175822.0
2013-05-20,31274,32040,31274,31620,47591,584753.0,14175822.0
2013-05-21,31618,32040,30622,31275,73426,578374.0,14175822.0
2013-05-22,31196,31312,29971,30125,101260,557110.0,14175822.0
2013-05-23,29893,30699,29549,29626,75006,547896.0,14175822.0
2013-05-24,29626,30507,29357,30509,39507,564198.0,14175822.0
2013-05-27,30622,30622,29856,30509,43550,564198.0,14175822.0
2013-05-28,30507,31696,29779,31696,88043,586997.0,14195822.0
2013-05-29,31696,32155,31236,32041,67329,593385.0,14195822.0
2013-05-30,31657,32040,30967,31428,59795,582029.0,14195822.0
2013-05-31,31427,32002,30277,31428,65930,582029.0,14195822.0
2013-06-03,31312,31312,29817,29972,92232,555057.0,14195822.0
2013-06-04,29434,30239,27939,29167,178492,540151.0,14195822.0
2013-06-05,28898,29243,26942,28669,150413,530924.0,14195822.0
2013-06-07,28667,28974,27211,28669,83112,530924.0,14195822.0
2013-06-10,28898,29971,27594,29781,77810,551508.0,14195822.0
2013-06-11,29893,29971,29050,29512,73425,546539.0,14195822.0
2013-06-12,29243,29626,28974,29435,30578,545120.0,14195822.0
2013-06-13,29395,30277,29243,29359,73617,543700.0,14195822.0
2013-06-14,29703,29893,27863,28362,46811,525245.0,14195822.0
2013-06-17,28361,28361,27402,27595,47567,511050.0,14195822.0
2013-06-18,27594,28629,27020,28439,48678,526665.0,14195822.0
2013-06-19,28706,28706,27442,27825,39634,515308.0,14195822.0
2013-06-20,27824,27824,26444,26983,62233,499693.0,14195822.0
2013-06-21,25908,26406,25256,26139,124585,484078.0,14195822.0
2013-06-24,26138,26675,25294,25411,54337,470591.0,14195822.0
2013-06-25,25294,25294,22228,23112,198523,428004.0,14195822.0
2013-06-26,23838,24298,23148,24146,76246,447168.0,14195822.0
2013-06-27,24566,26789,24529,26714,81908,494724.0,14195822.0
2013-06-28,26828,27211,25333,26983,125541,499693.0,14195822.0
2013-07-01,27518,27671,26368,26830,53727,496854.0,14195822.0
2013-07-02,26828,27480,26291,27480,42371,508920.0,14195822.0
2013-07-03,27364,27747,26904,27021,41585,500403.0,14195822.0
2013-07-04,27020,27326,26521,27174,19516,503242.0,14195822.0
2013-07-05,27326,27326,26752,27059,23118,501113.0,14195822.0
2013-07-08,27058,27249,25677,26177,35389,484787.0,14195822.0
2013-07-09,26177,26330,25294,26330,37175,487626.0,14195822.0
2013-07-10,25946,26330,24988,24990,45203,462784.0,14195822.0
2013-07-11,25065,25601,24911,25258,99724,467752.0,14195822.0
2013-07-12,25294,25525,24451,24721,59106,457815.0,14195822.0
2013-07-15,24529,24873,23915,24491,66359,453557.0,14195822.0
2013-07-16,24490,24758,24183,24721,57743,457815.0,14195822.0
2013-07-17,24796,27556,24643,26830,188217,496854.0,14195822.0
2013-07-18,26904,27097,26215,26675,39135,494015.0,14195822.0
2013-07-19,26713,27211,26444,27059,37639,501113.0,14195822.0
2013-07-22,27364,28284,27020,27864,84402,516018.0,14195822.0
2013-07-23,27863,28361,27249,27595,70642,511050.0,14195822.0
2013-07-24,27594,27824,26713,27404,63868,507501.0,14195822.0
2013-07-25,27211,27442,26330,27212,77212,503952.0,14195822.0
2013-07-26,27058,27058,26444,26983,58483,499693.0,14195822.0
2013-07-29,27097,27633,26521,27442,48783,508210.0,14195822.0
2013-07-30,27442,27518,26828,27251,38126,504661.0,14195822.0
2013-07-31,27288,28284,26789,28247,92095,523116.0,14195822.0
2013-08-01,28476,28476,27747,28055,51048,519567.0,14195822.0
2013-08-02,28208,28284,27633,28055,48502,519567.0,14195822.0
2013-08-05,28016,28400,27671,28209,25953,522406.0,14195822.0
2013-08-06,28208,29779,27901,29550,127621,547249.0,14195822.0
2013-08-07,29511,30162,29281,29857,104805,552927.0,14195822.0
2013-08-08,30009,30546,29664,29895,88263,553637.0,14195822.0
2013-08-09,29893,30277,29472,29934,39434,554347.0,14195822.0
2013-08-12,30162,30162,29050,29934,48921,554347.0,14195822.0
2013-08-13,29779,29893,29281,29742,43850,550798.0,14195822.0
2013-08-14,30048,30048,28974,29205,58225,540861.0,14195822.0
2013-08-16,28745,29012,28361,28400,44988,525955.0,14195822.0
2013-08-19,28323,28553,27786,28362,40298,525245.0,14195822.0
2013-08-20,28208,28667,27249,27557,58128,510340.0,14195822.0
2013-08-21,27594,27786,26061,27212,77429,503952.0,14195822.0
2013-08-22,26675,27134,25716,26216,67737,485497.0,14195822.0
2013-08-23,26444,27326,26061,27328,43633,506081.0,14195822.0
2013-08-26,27326,27594,26598,27059,38299,501113.0,14195822.0
2013-08-27,27058,27134,25870,25871,44786,479109.0,14195822.0
2013-08-28,25294,25985,24796,25871,61650,479109.0,14195822.0
2013-08-29,25525,26444,25448,26063,31516,482658.0,14195822.0
2013-08-30,26291,26291,24758,25564,72631,473431.0,14195822.0
2013-09-02,25563,26713,25563,26369,37963,488336.0,14195822.0
2013-09-03,26177,26598,26138,26484,25996,490466.0,14195822.0
2013-09-04,26330,26675,26061,26446,28581,489756.0,14195822.0
2013-09-05,26598,26675,26177,26446,23886,489756.0,14195822.0
2013-09-06,26444,26752,25870,26446,33269,489756.0,14195822.0
2013-09-09,26061,26483,25410,25487,51992,472011.0,14195822.0
2013-09-10,25333,25640,24643,25104,78539,464913.0,14195822.0
2013-09-11,25218,26215,24758,26063,38620,482658.0,14195822.0
2013-09-12,26368,27173,26061,26791,62753,496144.0,14195822.0
2013-09-13,26789,26981,26061,26139,32502,484078.0,14195822.0
2013-09-16,26138,26138,24835,25104,85189,464913.0,14195822.0
2013-09-17,25448,25448,24221,24836,64552,459945.0,14195822.0
2013-09-23,24529,25525,24221,24529,63398,454266.0,14195822.0
2013-09-24,24529,25601,24490,25603,62900,474140.0,14195822.0
2013-09-25,25793,25831,24796,25143,51452,465623.0,14195822.0
2013-09-26,25065,26942,25065,26675,144929,494015.0,14195822.0
2013-09-27,27211,27249,26675,27251,92910,504661.0,14195822.0
2013-09-30,27518,28323,26942,28017,114699,518857.0,14195822.0
2013-10-01,28016,30814,27594,30815,293995,570672.0,14195822.0
2013-10-02,30891,31542,30277,30854,150524,571382.0,14195822.0
2013-10-04,30507,31427,29817,30509,135741,564994.0,14195822.0
2013-10-07,30507,32500,30507,32080,255627,594095.0,14195822.0
2013-10-08,31696,32271,31351,31888,115758,590546.0,14195822.0
2013-10-10,31542,32730,31504,32502,108440,601903.0,14195822.0
2013-10-11,32730,33382,32385,33230,142362,615389.0,14195822.0
2013-10-14,33228,33535,31734,32923,145703,609711.0,14195822.0
2013-10-15,32577,33611,32347,33038,149150,611840.0,14195822.0
2013-10-16,33037,33266,31236,31888,178351,590546.0,14195822.0
2013-10-17,31772,31849,29740,30432,207986,563574.0,14195822.0
2013-10-18,30431,31504,30162,30968,125534,573511.0,14195822.0
2013-10-21,30660,30891,29511,30777,123584,569962.0,14195822.0
2013-10-22,30929,31580,30354,30815,122002,570672.0,14195822.0
2013-10-23,30814,30814,29319,29895,108593,553637.0,14195822.0
2013-10-24,29511,30124,28667,29474,180977,545829.0,14195822.0
2013-10-25,29472,30737,29472,30470,122981,564284.0,14195822.0
2013-10-28,30393,30929,29664,30470,83800,564284.0,14195822.0
2013-10-29,30967,32692,30737,32195,240693,596225.0,14195822.0
2013-10-30,32194,33190,31963,32386,172262,599773.0,14195822.0
2013-10-31,32539,32922,31427,32310,117368,598354.0,14195822.0
2013-11-01,32271,34340,31925,33689,223150,623906.0,14195822.0
2013-11-04,33880,34493,32347,32349,194146,599064.0,14195822.0
2013-11-05,32577,32768,31196,32732,120903,606162.0,14195822.0
2013-11-06,32961,32961,31963,32502,70605,601903.0,14195822.0
2013-11-07,32500,33880,31849,33843,169220,626746.0,14195822.0
2013-11-08,34340,34991,33688,34341,206601,635973.0,14195822.0
2013-11-11,34686,34991,32347,33076,148349,612550.0,14195822.0
2013-11-12,32961,34033,32807,33497,119888,620357.0,14195822.0
2013-11-13,33535,34762,32423,33344,216256,617518.0,14195822.0
2013-11-14,33688,33727,30048,31620,296637,585578.0,14195822.0
2013-11-15,31810,32539,31274,31965,131428,591966.0,14195822.0
2013-11-18,32232,32423,30737,31275,92786,579190.0,14195822.0
2013-11-19,31044,31389,29817,30662,168037,567833.0,14195822.0
2013-11-20,30891,31236,30393,31046,75393,574931.0,14195822.0
2013-11-21,30775,31044,26713,30393,140642,562864.0,14195822.0
2013-11-22,30660,31005,30277,30662,54184,567833.0,14195822.0
2013-11-25,30737,31427,30124,31199,66313,577770.0,14195822.0
2013-11-26,31389,31696,30775,31582,79660,584868.0,14195822.0
2013-11-27,31696,31849,30967,31812,60125,589127.0,14195822.0
2013-11-28,31849,32002,31005,31122,85663,576350.0,14195822.0
2013-11-29,31044,31351,30469,31046,81994,574931.0,14195822.0
2013-12-02,30967,30967,30201,30509,51592,564994.0,14195822.0
2013-12-03,30048,30469,28821,29742,151476,550798.0,14195822.0
2013-12-04,29664,29779,28361,29320,86450,542990.0,14195822.0
2013-12-05,29357,29971,29281,29895,55266,553637.0,14195822.0
2013-12-06,29893,30315,29472,30202,48376,559315.0,14195822.0
2013-12-09,30085,30507,29204,29281,63695,542280.0,14195822.0
2013-12-10,29204,29549,28514,29053,61317,538022.0,14195822.0
2013-12-11,29243,29243,27901,28323,58466,524536.0,14195822.0
2013-12-12,28054,28591,27824,28323,44714,524536.0,14195822.0
2013-12-13,27978,28514,27518,28170,39204,521696.0,14195822.0
2013-12-16,27901,28361,27594,27902,52641,516728.0,14195822.0
2013-12-17,28169,28284,27364,27673,53048,512469.0,14195822.0
2013-12-18,27518,28745,26789,28439,242554,526665.0,14195822.0
2013-12-19,28782,28782,27249,27673,173088,512469.0,14195822.0
2013-12-20,27671,27747,26636,27673,99666,512469.0,14195822.0
2013-12-23,27747,27901,26789,27595,60495,511124.0,14197877.0
2013-12-24,27786,28054,27442,27749,48184,513963.0,14197877.0
2013-12-26,27633,28936,27556,28515,136580,528161.0,14197877.0
2013-12-27,28514,30277,28514,29934,120968,554427.0,14197877.0
2013-12-30,29932,30737,29664,30279,103213,560816.0,14197877.0
2014-01-02,30315,30737,30009,30279,79730,560816.0,14197877.0
2014-01-03,30277,30507,29740,30279,48158,560816.0,14197877.0
2014-01-06,30201,31810,29740,31696,106819,587082.0,14197877.0
2014-01-07,31274,31657,30814,31351,61763,580693.0,14197877.0
2014-01-08,31351,32002,31082,31965,86072,592051.0,14197877.0
2014-01-09,32155,32155,30852,31351,82893,580693.0,14197877.0
2014-01-10,31196,31312,30393,31275,83319,579273.0,14197877.0
2014-01-13,31274,31657,30584,31658,54728,586372.0,14197877.0
2014-01-14,31196,32807,30891,31006,144203,574304.0,14197877.0
2014-01-15,31082,32577,31082,32502,345937,601990.0,14197877.0
2014-01-16,32768,34531,32768,34303,355123,635355.0,14197877.0
2014-01-17,34417,34914,34187,34800,143796,644584.0,14197877.0
2014-01-20,34800,35030,34417,34878,99355,646003.0,14197877.0
2014-01-21,35030,35030,33688,33997,112817,629676.0,14197877.0
2014-01-22,33765,33956,33228,33805,85312,626126.0,14197877.0
2014-01-23,34072,35452,33842,34878,110226,646003.0,14197877.0
2014-01-24,34609,35107,34072,35031,79321,648843.0,14197877.0
2014-01-27,33803,34264,33535,33652,73410,623287.0,14197877.0
2014-01-28,33574,35145,32961,35146,104253,650973.0,14197877.0
2014-01-29,35183,36218,35183,35798,125528,663041.0,14197877.0
2014-02-03,35413,36103,34647,35184,66540,651683.0,14197877.0
2014-02-04,33956,34800,33574,34763,63181,643874.0,14197877.0
2014-02-05,34876,34876,34033,34035,70052,630386.0,14197877.0
2014-02-06,34033,35528,33611,35376,88084,655232.0,14197877.0
2014-02-07,35413,36831,35145,36679,145591,679368.0,14197877.0
2014-02-10,36870,37445,36179,36296,80025,672269.0,14197877.0
2014-02-11,36295,36334,35413,35721,68430,661621.0,14197877.0
2014-02-12,35720,36678,35259,36334,46215,672979.0,14197877.0
2014-02-13,36103,36639,34876,35108,115925,650263.0,14197877.0
2014-02-14,34953,35988,34302,35606,143240,659491.0,14197877.0
2014-02-17,36065,36065,35107,35644,43553,660201.0,14197877.0
2014-02-18,35643,39399,35490,38480,227500,712733.0,14197877.0
2014-02-19,38403,40166,37904,39400,255657,729771.0,14197877.0
2014-02-20,39246,39629,38709,38787,59721,718413.0,14197877.0
2014-02-21,38785,40242,38249,39324,82686,728351.0,14197877.0
2014-02-24,38863,39399,38211,38480,62518,712733.0,14197877.0
2014-02-25,39016,40242,38019,40243,106284,745389.0,14197877.0
2014-02-26,40012,40166,39169,39171,75249,725512.0,14197877.0
2014-02-27,39169,39783,38480,39324,55968,728351.0,14197877.0
2014-02-28,39322,40396,38480,38940,120960,721252.0,14197877.0
2014-03-03,38709,39936,38403,39094,48020,724092.0,14197877.0
2014-03-04,38939,39859,38709,39324,39266,728351.0,14197877.0
2014-03-05,39093,39936,38709,39017,51419,722672.0,14197877.0
2014-03-06,38863,40089,38785,39860,54847,738290.0,14197877.0
2014-03-07,39706,42158,39706,42160,188280,780883.0,14197877.0
2014-03-10,41929,41929,40319,40397,342261,748228.0,14197877.0
2014-03-11,40933,41239,40242,40933,115384,758167.0,14197877.0
2014-03-12,40549,40626,39016,39477,160965,731191.0,14197877.0
2014-03-13,39246,40242,38785,39171,160587,725512.0,14197877.0
2014-03-14,38556,39169,38019,39171,110951,725512.0,14197877.0
2014-03-17,39016,39016,36831,36832,169395,682208.0,14197877.0
2014-03-18,37138,39093,37138,39094,116255,724092.0,14197877.0
2014-03-19,38939,40089,38939,39630,115773,734030.0,14197877.0
2014-03-20,40242,40778,39399,40243,111730,745389.0,14197877.0
2014-03-21,40396,40626,39859,40091,50435,742549.0,14197877.0
2014-03-24,39936,40319,39093,39400,63808,729771.0,14197877.0
2014-03-25,39629,40166,37713,38213,156380,707764.0,14197877.0
2014-03-26,38403,38632,37445,38021,103304,704215.0,14197877.0
2014-03-27,37866,38632,37176,38097,116381,705634.0,14197877.0
2014-03-28,38480,39246,38135,39247,72451,726931.0,14197877.0
2014-03-31,38785,39246,38019,38557,127274,714153.0,14197877.0
2014-04-01,38480,38632,37942,38327,62160,709894.0,14197877.0
2014-04-02,38556,40166,38249,39938,132124,739709.0,14197877.0
2014-04-03,39936,40472,39093,39094,78376,724092.0,14197877.0
2014-04-04,39016,39783,38939,39783,38923,736870.0,14197877.0
2014-04-07,39246,39246,38173,38327,96776,709894.0,14197877.0
2014-04-08,37790,38556,37023,37791,97144,699955.0,14197877.0
2014-04-09,37866,38785,37674,38251,45410,708474.0,14197877.0
2014-04-10,37942,38709,37942,38557,49440,714153.0,14197877.0
2014-04-11,37713,38556,37368,38404,45253,711314.0,14197877.0
2014-04-14,38135,38785,37751,38327,31913,709894.0,14197877.0
2014-04-15,38403,38556,37329,37868,103292,701375.0,14197877.0
2014-04-16,37827,39399,37253,39094,118783,724092.0,14197877.0
2014-04-17,39093,39399,38632,39017,37012,722672.0,14197877.0
2014-04-18,39246,41469,39093,41164,208333,762426.0,14197877.0
2014-04-21,41162,41929,40319,40933,58273,758167.0,14197877.0
2014-04-22,40855,41622,40626,41010,54921,759586.0,14197877.0
2014-04-23,41315,41392,40089,40397,45646,748228.0,14197877.0
2014-04-24,40472,40702,39169,39860,51753,738290.0,14197877.0
2014-04-25,39936,40242,38556,38711,65914,716993.0,14197877.0
2014-04-28,38403,39016,38287,38711,28007,716993.0,14197877.0
2014-04-29,38939,39093,38632,39017,23710,722672.0,14197877.0
2014-04-30,39016,40166,38863,40091,43773,742549.0,14197877.0
2014-05-02,40166,40319,39629,40091,32530,742549.0,14197877.0
2014-05-07,39859,40012,39093,39094,24838,724092.0,14197877.0
2014-05-08,38939,40472,38939,40091,60260,742549.0,14197877.0
2014-05-09,40396,40396,39169,39400,36110,729771.0,14197877.0
2014-05-12,39093,39476,38939,39094,28266,724092.0,14197877.0
2014-05-13,39093,40472,39093,40320,75971,746808.0,14197877.0
2014-05-14,41086,41162,39859,40167,67074,743969.0,14197877.0
2014-05-15,40166,40702,39783,40550,47130,751068.0,14197877.0
2014-05-16,40549,40626,39476,39860,51569,738290.0,14197877.0
2014-05-19,40012,40012,39093,39171,65298,725512.0,14197877.0
2014-05-20,39169,39476,38096,38863,58854,719832.0,14197877.0
2014-05-21,38326,39399,38326,39247,34343,726931.0,14197877.0
2014-05-22,39246,39476,38785,39477,21796,731191.0,14197877.0
2014-05-23,39476,39476,38556,38711,48948,716993.0,14197877.0
2014-05-26,38632,38939,38211,38635,47751,715573.0,14197877.0
2014-05-27,38632,38632,38019,38289,49449,709184.0,14197877.0
2014-05-28,38096,38709,38096,38711,50218,716993.0,14197877.0
2014-05-29,38403,38939,37406,37906,70023,702085.0,14197877.0
2014-05-30,37368,37942,36486,37868,64039,701375.0,14197877.0
2014-06-02,37560,37904,36563,37024,58157,685757.0,14197877.0
2014-06-03,36984,37482,36218,37024,42934,685757.0,14197877.0
2014-06-05,37023,37023,35796,35951,41345,665880.0,14197877.0
2014-06-09,35643,36831,34302,35875,84187,664461.0,14197877.0
2014-06-10,35336,36410,35259,36334,31854,672979.0,14197877.0
2014-06-11,36678,38211,36295,38059,65778,704925.0,14197877.0
2014-06-12,37982,38480,37406,38480,33807,712733.0,14197877.0
2014-06-13,38135,38403,37521,37752,39732,699245.0,14197877.0
2014-06-16,37751,38287,37291,37982,20809,703505.0,14197877.0
2014-06-17,37982,38480,37751,37944,25631,702795.0,14197877.0
2014-06-18,37713,39093,37713,39017,94120,722672.0,14197877.0
2014-06-19,39016,39399,38556,38940,30034,721252.0,14197877.0
2014-06-20,38863,39476,38709,39324,37948,728351.0,14197877.0
2014-06-23,39093,39859,38709,39017,53978,722672.0,14197877.0
2014-06-24,39093,39476,38709,39247,28202,726931.0,14197877.0
2014-06-25,39246,39322,38785,39017,27530,722672.0,14197877.0
2014-06-26,39016,39322,38556,38711,21714,716993.0,14197877.0
2014-06-27,38480,39476,38326,39400,44575,729771.0,14197877.0
2014-06-30,39629,40242,39246,40014,93197,741129.0,14197877.0
2014-07-01,40012,42158,40012,41547,137678,769525.0,14197877.0
2014-07-02,41776,42619,40702,42160,117626,780883.0,14197877.0
2014-07-03,42005,44382,42005,44000,176058,814958.0,14197877.0
2014-07-04,44305,45608,43309,44996,149779,833415.0,14197877.0
2014-07-07,44995,45992,44228,45073,77756,834835.0,14197877.0
2014-07-08,44688,46145,44151,45993,136922,851873.0,14197877.0
2014-07-09,45225,45225,43309,43463,388996,805020.0,14197877.0
2014-07-10,43845,45608,43462,45533,175151,843354.0,14197877.0
2014-07-11,45455,47064,44688,45149,143671,836255.0,14197877.0
2014-07-14,45071,46068,44688,45993,64638,851873.0,14197877.0
2014-07-15,46528,46528,43845,44076,163650,816378.0,14197877.0
2014-07-16,43309,43922,41622,43463,157821,805020.0,14197877.0
2014-07-17,43232,44075,42695,43463,52927,805020.0,14197877.0
2014-07-18,43079,43692,41698,42389,110256,785143.0,14197877.0
2014-07-21,42772,42848,41929,42389,72571,785143.0,14197877.0
2014-07-22,42465,42542,41392,42313,71836,783723.0,14197877.0
2014-07-23,42389,42925,41086,41547,126470,769525.0,14197877.0
2014-07-24,41545,43692,41469,42697,151076,790822.0,14197877.0
2014-07-25,42695,43079,41776,43080,71014,797921.0,14197877.0
2014-07-28,43156,43462,41776,42007,72685,778044.0,14197877.0
2014-07-29,41929,42312,39706,40167,142742,743969.0,14197877.0
2014-07-30,40242,41009,39706,39860,90844,738290.0,14197877.0
2014-07-31,40242,40549,38785,40474,72567,749648.0,14197877.0
2014-08-01,39246,41853,39246,41547,69842,769525.0,14197877.0
2014-08-04,41545,42005,41009,41930,51375,776624.0,14197877.0
2014-08-05,41929,42005,41239,41623,45534,770945.0,14197877.0
2014-08-06,41776,42542,41009,41700,68815,772365.0,14197877.0
2014-08-07,41392,42236,41162,41317,38906,765266.0,14197877.0
2014-08-08,41698,41776,40626,41547,36261,769525.0,14197877.0
2014-08-11,42312,44459,42312,43310,168833,802180.0,14197877.0
2014-08-12,43309,43539,42619,43233,57509,800760.0,14197877.0
2014-08-13,43692,44305,42542,44306,70595,820637.0,14197877.0
2014-08-14,44305,44459,43309,43693,48550,809279.0,14197877.0
2014-08-18,43845,44305,43692,43846,35434,812119.0,14197877.0
2014-08-19,44151,46068,43999,45226,129180,837675.0,14197877.0
2014-08-20,45071,46452,44075,44537,142199,824897.0,14197877.0
2014-08-21,44535,45455,44151,44613,105140,826316.0,14197877.0
2014-08-22,45225,45378,44305,44537,91245,824897.0,14197877.0
2014-08-25,44765,46298,44765,46299,135034,857552.0,14197877.0
2014-08-26,46758,46911,45531,46146,85810,854712.0,14197877.0
2014-08-27,46528,47678,45608,47526,129169,880268.0,14197877.0
2014-08-28,46988,47831,45838,46069,78679,853292.0,14197877.0
2014-08-29,45915,46605,45071,46223,61216,856132.0,14197877.0
2014-09-01,46221,46452,45071,45073,50685,834835.0,14197877.0
2014-09-02,44841,46528,44765,46529,68595,861811.0,14197877.0
2014-09-03,46298,46758,45838,46605,47795,863231.0,14197877.0
2014-09-04,46605,47141,45531,46223,34602,856132.0,14197877.0
2014-09-05,45761,47064,45608,46683,58966,864651.0,14197877.0
2014-09-11,46834,47141,45608,45762,49493,847613.0,14197877.0
2014-09-12,45531,45992,44305,44920,71689,831996.0,14197877.0
2014-09-15,44841,45608,44305,45073,36747,834835.0,14197877.0
2014-09-16,44688,45915,44612,45533,40179,843354.0,14197877.0
2014-09-17,45531,45531,44459,44690,61081,827736.0,14197877.0
2014-09-18,45071,45225,44535,44843,33166,830576.0,14197877.0
2014-09-19,44765,45149,44228,44920,43193,831996.0,14197877.0
2014-09-22,44841,44841,43922,44613,61732,826316.0,14197877.0
2014-09-23,44151,45455,43768,45149,55873,836255.0,14197877.0
2014-09-24,44688,45302,44459,44843,40325,830576.0,14197877.0
2014-09-25,44841,45608,44075,44690,82362,827736.0,14197877.0
2014-09-26,44382,44918,44075,44690,46118,827736.0,14197877.0
