데코앤이(017680),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,4208,4208,4208,4216,0,3300.0,600000.0
1999-01-05,4208,4208,4208,4216,0,,
1999-01-06,4208,4208,4208,4216,90,3300.0,600000.0
1999-01-07,4292,4292,4292,4293,0,3360.0,600000.0
1999-01-08,4292,4292,4292,4293,0,3360.0,600000.0
1999-01-11,4292,4292,4292,4293,0,,
1999-01-12,4806,4806,4806,4807,0,3762.0,600000.0
1999-01-13,5373,5373,5373,5382,0,4212.0,600000.0
1999-01-14,5373,5373,5373,5382,0,4212.0,600000.0
1999-01-15,5373,5373,5373,5382,0,,
1999-01-18,5373,5373,5373,5382,0,,
1999-01-19,5519,5519,5519,5520,100,4320.0,600000.0
1999-01-20,5741,5741,5741,5750,0,4500.0,600000.0
1999-01-21,5741,5741,5741,5750,0,4500.0,600000.0
1999-01-22,6431,6431,6431,6439,150,5040.0,600000.0
1999-01-25,7206,7206,7206,7206,90,5640.0,600000.0
1999-01-26,7206,7206,7206,7206,0,5640.0,600000.0
1999-01-27,7206,7206,7206,7206,0,,
1999-01-28,7964,7964,7964,7973,700,6240.0,600000.0
1999-01-29,8884,8884,8884,8893,0,6960.0,600000.0
1999-02-01,9919,9919,9919,9927,52,7770.0,600000.0
1999-02-02,9919,9919,9919,9927,0,7770.0,600000.0
1999-02-03,11107,11107,11107,11116,0,8700.0,600000.0
1999-02-04,9812,9812,9812,9812,63,7680.0,600000.0
1999-02-05,8654,8654,8654,8663,0,6780.0,600000.0
1999-02-08,7620,9689,7620,9698,51,7590.0,600000.0
1999-02-09,9689,9689,9689,9698,0,7590.0,600000.0
1999-02-10,8585,8585,8585,8586,0,6720.0,600000.0
1999-02-11,7742,7742,7742,7743,0,6060.0,600000.0
1999-02-12,8654,8654,8654,8663,1,6780.0,600000.0
1999-02-18,8654,8654,8654,8663,0,6780.0,600000.0
1999-02-19,8654,8654,8654,8663,0,,
1999-02-22,8432,8432,8432,8433,0,6600.0,600000.0
1999-02-23,8432,8432,8432,8433,5800,6600.0,600000.0
1999-02-24,7964,7964,7964,7973,5400,6240.0,600000.0
1999-02-25,7964,7964,7964,7973,0,6240.0,600000.0
1999-02-26,7964,7964,7964,7973,1400,6240.0,600000.0
1999-03-02,7964,7964,7964,7973,0,,
1999-03-03,7120,8884,7120,8893,101,6960.0,600000.0
1999-03-04,9881,9881,9881,9889,50,7740.0,600000.0
1999-03-05,11039,11039,11039,11039,10,8640.0,600000.0
1999-03-08,12334,12334,12334,12342,10,9660.0,600000.0
1999-03-09,12334,12334,12334,12342,0,9660.0,600000.0
1999-03-10,12334,12334,12334,12342,0,,
1999-03-11,12334,12334,12334,12342,0,,
1999-03-12,12334,12334,12334,12342,0,,
1999-03-15,12334,12334,12334,12342,0,,
1999-03-16,10877,10877,10877,10886,0,8520.0,600000.0
1999-03-17,9574,9574,9574,9583,0,7500.0,600000.0
1999-03-18,8807,8807,8807,8816,200,6900.0,600000.0
1999-03-19,8807,8807,8807,8816,0,6900.0,600000.0
1999-03-22,9812,9812,9812,9812,0,7680.0,600000.0
1999-03-23,10954,10954,10954,10962,0,8580.0,600000.0
1999-03-24,12265,12265,12265,12266,10,9600.0,600000.0
1999-03-25,11882,11882,11882,11882,0,9300.0,600000.0
1999-03-26,11882,11882,11882,11882,0,9300.0,600000.0
1999-03-29,11882,11882,11882,11882,0,,
1999-03-30,11499,11499,11499,11499,0,9000.0,600000.0
1999-03-31,11414,11414,11414,11422,650,8940.0,600000.0
1999-04-01,11414,11414,11414,11422,0,8940.0,600000.0
1999-04-02,11414,11414,11414,11422,0,,
1999-04-06,11414,11414,11414,11422,0,,
1999-04-07,11414,11414,11414,11422,0,,
1999-04-08,12763,12763,12763,12764,10,9990.0,600000.0
1999-04-09,12380,12380,12380,12381,0,9690.0,600000.0
1999-04-12,13827,13827,11605,11614,981,9090.0,600000.0
1999-04-13,11493,11493,10226,10234,1860,8010.0,600000.0
1999-04-14,10226,10226,10226,10234,0,8010.0,600000.0
1999-04-15,10724,10724,10499,10732,6702,8400.0,600000.0
1999-04-16,9497,9497,9497,9506,3,7440.0,600000.0
1999-04-19,9429,9429,9429,9429,466,7380.0,600000.0
1999-04-20,9961,9961,9423,9889,175,7740.0,600000.0
1999-04-21,10728,10728,9965,9966,1125,7800.0,600000.0
1999-04-22,10005,10575,9965,9966,807,7800.0,600000.0
1999-04-23,10655,10655,10655,10656,1,8340.0,600000.0
1999-04-26,9497,9497,9497,9506,0,7440.0,600000.0
1999-04-27,8585,8585,8585,8586,0,6720.0,600000.0
1999-04-28,9574,9574,9574,9583,0,7500.0,600000.0
1999-04-29,10724,10724,10724,10732,10,8400.0,600000.0
1999-04-30,10264,10264,10264,10272,0,8040.0,600000.0
1999-05-03,9190,11107,9190,11116,20,8700.0,600000.0
1999-05-04,11647,12417,10187,10196,365,7980.0,600000.0
1999-05-06,11343,11384,11343,11384,3060,8910.0,600000.0
1999-05-07,11495,11647,11495,11576,219,9060.0,600000.0
1999-05-10,12266,12338,11728,11729,1158,9180.0,600000.0
1999-05-11,11261,11494,11189,11422,944,8940.0,600000.0
1999-05-12,11261,11414,11261,11422,700,8940.0,600000.0
1999-05-13,10573,11039,10573,11039,275,8640.0,600000.0
1999-05-14,10808,11345,10808,11346,10832,8880.0,600000.0
1999-05-17,11188,11261,10723,11269,3881,8820.0,600000.0
1999-05-18,11262,12610,11262,12611,14547,9870.0,600000.0
1999-05-19,14105,14105,14105,14105,3508,11040.0,600000.0
1999-05-20,15783,15783,15783,15792,1452,12360.0,600000.0
1999-05-21,17662,17662,16090,17670,23859,13830.0,600000.0
1999-05-24,19730,19770,19160,19778,12646,15480.0,600000.0
1999-05-25,22108,22108,19926,21082,5256,16500.0,600000.0
1999-05-26,21004,21309,19544,21005,4152,16440.0,600000.0
1999-05-27,19925,21000,19925,20928,9096,16380.0,600000.0
1999-05-28,20924,21389,20699,21005,14317,16440.0,600000.0
1999-05-31,22990,23488,21306,23496,9332,18390.0,600000.0
1999-06-01,23761,25293,22990,23496,6763,18390.0,600000.0
1999-06-02,21537,22989,21072,22845,12817,17880.0,600000.0
1999-06-03,22840,22840,20698,22078,4696,17280.0,600000.0
1999-06-04,21460,21460,19928,20698,2967,16200.0,600000.0
1999-06-07,21458,23143,19926,23151,52783,18120.0,600000.0
1999-06-08,24061,24061,21070,21848,16149,17100.0,600000.0
1999-06-09,22230,22230,19928,20698,9248,16200.0,600000.0
1999-06-10,20766,22836,19162,21465,23774,16800.0,600000.0
1999-06-11,21538,24024,20695,24033,66840,18810.0,600000.0
1999-06-14,26907,26907,26827,26908,24433,21060.0,600000.0
1999-06-15,27591,28353,23677,25988,44233,20340.0,600000.0
1999-06-16,25290,29084,25290,29093,31032,22770.0,600000.0
1999-06-17,32500,32580,30278,32581,41068,25500.0,600000.0
1999-06-18,32577,32962,30660,31431,15740,24600.0,600000.0
1999-06-21,28354,30656,27744,30664,23699,24000.0,600000.0
1999-06-22,30662,30662,27060,28288,9922,22140.0,600000.0
1999-06-23,26064,26754,24909,26754,25651,20940.0,600000.0
1999-06-24,26788,27983,24148,26716,7975,20910.0,600000.0
1999-06-25,26440,26440,23528,24531,10112,19200.0,600000.0
1999-06-28,25292,25292,21610,21618,7844,16920.0,600000.0
1999-06-29,21386,21610,19043,21082,12758,16500.0,600000.0
1999-06-30,21388,23611,21003,23611,17231,18480.0,600000.0
1999-07-01,23605,26404,22987,25298,17418,19800.0,600000.0
1999-07-02,22990,24987,22612,22998,4287,18000.0,600000.0
1999-07-05,23021,23718,21456,22155,11646,17340.0,600000.0
1999-07-06,22226,24063,22226,24071,22114,18840.0,600000.0
1999-07-07,24752,24752,22450,23918,24884,18720.0,600000.0
1999-07-08,26754,26754,26441,26754,22287,20940.0,600000.0
1999-07-09,27981,28286,24219,26064,31528,20400.0,600000.0
1999-07-12,25297,25986,24221,24455,16523,19140.0,600000.0
1999-07-13,23679,24530,23222,23688,18752,18540.0,600000.0
1999-07-14,23142,25292,23070,23688,18011,18540.0,600000.0
1999-07-15,24144,24448,22451,22845,13178,17880.0,600000.0
1999-07-16,22617,23997,22617,23765,19651,18600.0,600000.0
1999-07-19,26601,26601,24908,26601,43452,20820.0,600000.0
1999-07-20,26828,26980,24910,26026,19795,20370.0,600000.0
1999-07-21,25482,25482,23830,24071,11230,18840.0,600000.0
1999-07-22,23303,23761,21458,23151,16173,18120.0,600000.0
1999-07-23,23759,24144,22227,22845,11604,17880.0,600000.0
1999-07-26,21831,21831,20115,20123,10768,15750.0,600000.0
1999-07-27,19042,20695,17703,19548,10359,15300.0,600000.0
1999-07-28,19928,21500,19928,21388,9947,16740.0,600000.0
1999-07-29,21003,23763,20081,22231,15267,17400.0,600000.0
1999-07-30,22987,24406,21832,22883,18549,17910.0,600000.0
1999-08-02,22231,22841,20314,20852,6873,16320.0,600000.0
1999-08-03,19928,20698,19238,20698,5558,16200.0,600000.0
1999-08-04,20313,21460,20232,20698,5870,16200.0,600000.0
1999-08-05,20311,20311,19621,19702,4179,15420.0,600000.0
1999-08-06,19542,20505,18628,19318,6794,15120.0,600000.0
1999-08-09,20077,21072,19692,20238,19277,15840.0,600000.0
1999-08-10,20544,21843,20006,21082,16588,16500.0,600000.0
1999-08-11,21235,21733,20313,20698,9931,16200.0,600000.0
1999-08-12,20231,20543,19621,20047,9193,15690.0,600000.0
1999-08-13,20695,20695,18393,18858,9557,14760.0,600000.0
1999-08-16,18930,19540,18160,18168,5511,14220.0,600000.0
1999-08-17,18160,18545,16018,16099,8063,12600.0,600000.0
1999-08-18,14174,14174,14174,14182,3706,11100.0,600000.0
1999-08-19,12493,15181,12493,14259,18695,11160.0,600000.0
1999-08-20,13031,14258,12726,13569,14039,10620.0,600000.0
1999-08-23,13564,14486,13139,14182,9988,11100.0,600000.0
1999-08-24,13952,15027,13414,13952,11190,10920.0,600000.0
1999-08-25,14370,14562,14025,14105,11318,11040.0,600000.0
1999-08-26,13910,14022,13485,13645,7412,10680.0,600000.0
1999-08-27,12953,13330,12488,12649,8747,9900.0,600000.0
1999-08-30,12266,12643,11648,12419,18408,9720.0,600000.0
1999-08-31,12300,12452,11538,12036,7383,9420.0,600000.0
1999-09-01,12032,12032,10653,10886,12219,8520.0,600000.0
1999-09-02,10116,10349,9659,10349,12519,8100.0,600000.0
1999-09-03,9845,11345,9845,11346,9208,8880.0,600000.0
1999-09-06,10726,12033,10726,11729,13002,9180.0,600000.0
1999-09-07,11796,12028,10954,10962,4482,8580.0,600000.0
1999-09-08,11571,11571,10423,10464,2866,8190.0,600000.0
1999-09-09,10347,11382,10114,10732,3478,8400.0,600000.0
1999-09-10,10269,10574,9964,10502,4169,8220.0,600000.0
1999-09-13,10921,10921,9429,10119,1817,7920.0,600000.0
1999-09-14,10072,10072,9190,9736,4633,7620.0,600000.0
1999-09-15,9840,10650,9270,9736,9575,7620.0,600000.0
1999-09-16,10346,10346,9576,9889,4808,7740.0,600000.0
1999-09-17,10153,10153,9191,9199,1332,7200.0,600000.0
1999-09-20,8584,9499,8584,9468,3641,7410.0,600000.0
1999-09-21,8806,9495,8806,9199,7978,7200.0,600000.0
1999-09-22,9190,9463,9038,9391,3570,7350.0,600000.0
1999-09-27,9536,9536,8886,9199,1316,7200.0,600000.0
1999-09-28,9121,9314,8969,8969,10246,7020.0,600000.0
1999-09-29,8971,9316,8811,9084,11730,7110.0,600000.0
1999-09-30,8999,9119,8654,8663,7072,6780.0,600000.0
1999-10-01,8845,8845,7738,8701,6258,6810.0,600000.0
1999-10-04,8805,9727,8805,9736,18601,7620.0,600000.0
1999-10-05,9195,10880,9195,10656,12478,8340.0,600000.0
1999-10-06,10569,11106,9959,10962,5843,8580.0,600000.0
1999-10-07,10726,12186,10573,11729,41008,9180.0,600000.0
1999-10-08,11650,11650,10880,11001,13242,8610.0,600000.0
1999-10-11,10346,12295,10346,12304,35066,9630.0,600000.0
1999-10-12,12645,13760,12420,13760,26556,10770.0,600000.0
1999-10-13,13107,13412,12185,12956,11906,10140.0,600000.0
1999-10-14,12643,12643,11496,11729,6375,9180.0,600000.0
1999-10-15,11412,12334,11340,11806,6489,9240.0,600000.0
1999-10-18,11494,11646,10419,11077,2004,8670.0,600000.0
1999-10-19,11109,11414,10034,11422,4398,8940.0,600000.0
1999-10-20,11569,12074,11112,11882,3378,9300.0,600000.0
1999-10-21,12420,12420,11113,11346,3501,8880.0,600000.0
1999-10-22,11496,11881,11496,11729,1412,9180.0,600000.0
1999-10-25,11189,11646,10347,11422,3792,8940.0,600000.0
1999-10-26,11188,11413,10876,11269,1712,8820.0,600000.0
1999-10-27,11802,12612,11112,11882,15014,9300.0,600000.0
1999-10-28,11647,12264,11189,11767,3140,9210.0,600000.0
1999-10-29,11879,13139,11727,13147,22653,10290.0,600000.0
1999-11-01,13795,14709,13330,14565,18561,11400.0,600000.0
1999-11-02,14173,14862,13796,14029,8468,10980.0,600000.0
1999-11-03,13800,15332,13800,14795,26392,11580.0,600000.0
1999-11-04,14792,15402,13485,14335,17365,11220.0,600000.0
1999-11-05,14177,16022,13110,15485,103484,12120.0,600000.0
1999-11-08,17317,17317,16242,17325,34056,13560.0,600000.0
1999-11-09,18550,19007,15332,17555,60710,13740.0,600000.0
1999-11-10,16089,19161,16089,17862,54927,13980.0,600000.0
1999-11-11,17858,18395,16558,17249,28972,13500.0,600000.0
1999-11-12,16863,16863,15178,15179,24119,11880.0,600000.0
1999-11-15,15716,16245,13413,14834,25967,11610.0,600000.0
1999-11-16,14487,16588,13717,16597,34573,12990.0,600000.0
1999-11-17,16094,17016,14642,14642,28975,11460.0,600000.0
1999-11-18,14599,14831,13412,14182,8401,11100.0,600000.0
1999-11-19,13797,14944,13564,14182,9334,11100.0,600000.0
1999-11-22,13645,14407,13332,13645,12400,10680.0,600000.0
1999-11-23,15247,15247,15247,15255,16177,11940.0,600000.0
1999-11-24,16018,16780,14638,16099,40301,12600.0,600000.0
1999-11-25,15483,15868,14793,15179,17389,11880.0,600000.0
1999-11-26,14945,14945,13372,13645,20612,10680.0,600000.0
1999-11-29,13108,14712,12337,14335,18364,11220.0,600000.0
1999-11-30,14560,14945,13180,14335,15572,11220.0,600000.0
1999-12-01,13410,14485,12640,12649,11765,9900.0,600000.0
1999-12-02,13027,13027,11535,12266,9697,9600.0,600000.0
1999-12-03,11567,13372,11567,12266,9289,9600.0,600000.0
1999-12-06,13024,13714,12639,13722,22988,10740.0,600000.0
1999-12-07,13715,13715,12263,12649,15647,9900.0,600000.0
1999-12-08,12339,13262,11569,12572,13503,9840.0,600000.0
1999-12-09,12570,13180,11647,12266,15784,9600.0,600000.0
1999-12-10,12266,12571,11191,11729,19254,9180.0,600000.0
1999-12-13,11565,11605,10803,11269,12083,8820.0,600000.0
1999-12-14,10804,12184,10499,12112,26244,9480.0,600000.0
1999-12-15,11645,11645,10802,11116,15815,8700.0,600000.0
1999-12-16,10418,11878,10418,11269,19686,8820.0,600000.0
1999-12-17,10808,11385,10078,10656,12158,8340.0,600000.0
1999-12-20,10186,11413,10186,10924,5897,8550.0,600000.0
1999-12-21,10351,11113,9620,9621,7428,7530.0,600000.0
1999-12-22,9574,9807,8459,9583,16948,7500.0,600000.0
1999-12-23,9575,10184,8692,8701,15700,6810.0,600000.0
1999-12-24,8692,9574,8115,9583,13311,7500.0,600000.0
1999-12-27,9196,10119,8971,10119,12822,7920.0,600000.0
1999-12-28,9576,10266,9576,9889,7165,7740.0,600000.0
2000-01-04,8885,10112,8885,9736,10429,7620.0,600000.0
2000-01-05,9577,9617,8654,9353,8353,7320.0,600000.0
2000-01-06,9313,9425,8807,8816,2690,6900.0,600000.0
2000-01-07,8277,9496,7812,8663,4530,6780.0,600000.0
2000-01-10,9039,9689,8117,9698,13768,7590.0,600000.0
2000-01-11,10422,10847,9964,10847,18145,8490.0,600000.0
2000-01-12,9578,11880,9578,10886,20789,8520.0,600000.0
2000-01-13,10724,10724,9809,10732,8641,8400.0,600000.0
2000-01-14,11111,11913,10806,11729,22864,9180.0,600000.0
2000-01-17,12532,12644,11954,12572,15093,9840.0,600000.0
2000-01-18,12646,13031,11498,12189,13971,9540.0,600000.0
2000-01-19,12266,12418,10806,11039,11505,8640.0,600000.0
2000-01-20,9731,10726,9731,10349,7991,8100.0,600000.0
2000-01-21,10419,11566,9729,11422,7827,8940.0,600000.0
2000-01-24,10656,11956,10351,10809,2882,8460.0,600000.0
2000-01-25,9966,10809,9661,10119,3355,7920.0,600000.0
2000-01-26,9424,10034,9344,10042,4617,7860.0,600000.0
2000-01-27,9309,10111,9309,9583,4002,7500.0,600000.0
2000-01-28,9880,10417,9880,10426,6723,8160.0,600000.0
2000-01-31,9657,11069,9657,11077,11869,8670.0,600000.0
2000-02-01,11261,11414,10724,11077,381,8670.0,600000.0
2000-02-02,10419,11069,10347,11077,6691,8670.0,600000.0
2000-02-03,11035,11260,10722,11116,4050,8700.0,600000.0
2000-02-07,10503,11884,10423,11499,8031,9000.0,600000.0
2000-02-08,10957,11494,10531,11422,3363,8940.0,600000.0
2000-02-09,10766,11151,10726,11039,5651,8640.0,600000.0
2000-02-10,11109,11342,10347,11077,8421,8670.0,600000.0
2000-02-11,10569,10874,10344,10617,5886,8310.0,600000.0
2000-02-14,10346,10691,9809,10579,6199,8280.0,600000.0
2000-02-15,10651,10956,9576,10579,7336,8280.0,600000.0
2000-02-16,9964,10502,9812,10502,428,8220.0,600000.0
2000-02-17,9577,10379,9577,10387,1453,8130.0,600000.0
2000-02-18,10114,10876,9689,10732,6136,8400.0,600000.0
2000-02-21,10879,10879,9964,10157,2224,7950.0,600000.0
2000-02-22,10186,11037,10034,10732,12957,8400.0,600000.0
2000-02-23,11034,11644,10032,11652,17647,9120.0,600000.0
2000-02-24,11644,13024,11492,13032,36708,10200.0,600000.0
2000-02-25,12953,14557,12640,14565,51755,11400.0,600000.0
2000-02-28,15199,16282,13795,16290,14903,12750.0,600000.0
2000-02-29,18245,18245,18245,18245,570,14280.0,600000.0
2000-03-02,20421,20421,18472,20430,7384,15990.0,600000.0
2000-03-03,22073,22073,18007,18015,31789,14100.0,600000.0
2000-03-06,19163,19925,16556,16942,21646,13260.0,600000.0
2000-03-07,17356,17396,14901,16827,13210,13170.0,600000.0
2000-03-08,16092,18820,15330,18820,11270,14730.0,600000.0
2000-03-09,19233,20613,18816,19932,24705,15600.0,600000.0
2000-03-10,20009,21308,17626,19472,23662,15240.0,600000.0
2000-03-13,19166,21693,17626,21541,27245,16860.0,600000.0
2000-03-14,22074,24023,20309,22155,47748,17340.0,600000.0
2000-03-15,23612,24799,22609,24800,60035,19410.0,600000.0
2000-03-16,24799,26412,23074,23765,42316,18600.0,600000.0
2000-03-17,21537,22837,20920,20928,11932,16380.0,600000.0
2000-03-20,18435,23377,18435,21733,72824,17010.0,600000.0
2000-03-21,20161,22231,19126,19127,27493,14970.0,600000.0
2000-03-22,18391,20693,17701,19242,31839,15060.0,600000.0
2000-03-23,19124,20007,16934,19165,24121,15000.0,600000.0
2000-03-24,19080,19160,17243,18398,13912,14400.0,600000.0
2000-03-27,19468,20575,19380,20583,25226,16110.0,600000.0
2000-03-28,22224,22224,19690,21158,16001,16560.0,600000.0
2000-03-29,19543,20546,18629,19127,22379,14970.0,600000.0
2000-03-30,17813,19080,17588,19088,8250,14940.0,600000.0
2000-03-31,17552,20913,17552,19510,16834,15270.0,600000.0
2000-04-03,21840,21840,21455,21848,55581,17100.0,600000.0
2000-04-04,21455,21455,19233,19242,21327,15060.0,600000.0
2000-04-06,19312,20612,16930,18398,45929,14400.0,600000.0
2000-04-07,18474,19926,18394,19012,27430,14880.0,600000.0
2000-04-10,19691,21263,19161,20967,44667,16410.0,600000.0
2000-04-11,18779,19542,18475,18475,16681,14460.0,600000.0
2000-04-12,18391,19770,17396,18552,32969,14520.0,600000.0
2000-04-14,19539,20766,18777,20775,49609,16260.0,600000.0
2000-04-17,18283,23064,18283,18283,101325,14310.0,600000.0
2000-04-18,20307,20307,16169,19778,72280,15480.0,600000.0
2000-04-19,20303,22108,20303,22116,64290,17310.0,600000.0
2000-04-20,24753,24753,24753,24761,13349,19380.0,600000.0
2000-04-21,27707,27707,21948,22461,220125,17580.0,600000.0
2000-04-24,24149,25144,21999,25145,108601,19680.0,600000.0
2000-04-25,24836,27981,22149,22615,134346,17700.0,600000.0
2000-04-26,21607,23299,20692,20813,61373,16290.0,600000.0
2000-04-27,21233,21763,18779,21082,68476,16500.0,600000.0
2000-04-28,19923,21303,19346,19932,34248,15600.0,600000.0
2000-05-02,19163,19853,18697,18858,44490,14760.0,600000.0
2000-05-03,18848,20228,18471,18897,64834,14790.0,600000.0
2000-05-04,19538,19923,18391,18552,57799,14520.0,600000.0
2000-05-08,18777,20766,18240,20775,60291,16260.0,600000.0
2000-05-09,20845,22225,19538,19932,68783,15600.0,600000.0
2000-05-10,19923,20613,19233,19932,46897,15600.0,600000.0
2000-05-12,19318,22230,19318,20008,93886,15660.0,600000.0
2000-05-15,22304,22384,21462,22385,105035,17520.0,600000.0
2000-05-16,24450,25059,23455,25068,76238,19620.0,600000.0
2000-05-17,27439,28049,26060,28058,78446,21960.0,600000.0
2000-05-18,31392,31392,29739,31392,71010,24570.0,600000.0
2000-05-19,31310,35144,27635,27636,150253,21630.0,600000.0
2000-05-22,24339,24339,24339,24340,4337,19050.0,600000.0
2000-05-23,21418,21418,21418,21427,106,16770.0,600000.0
2000-05-24,18850,18850,18850,18858,358,14760.0,600000.0
2000-05-25,16590,20850,16590,20008,279194,15660.0,600000.0
2000-05-26,20078,20311,17623,17632,71054,13800.0,600000.0
2000-05-29,15515,16438,15515,15524,57329,12150.0,600000.0
2000-05-30,15717,17250,14987,16865,85850,13200.0,600000.0
2000-05-31,17317,18504,17245,18015,85712,14100.0,600000.0
2000-06-01,17171,17628,16095,16329,62894,12780.0,600000.0
2000-06-02,16478,18010,15716,17249,78275,13500.0,600000.0
2000-06-05,18395,19318,17625,19318,91645,15120.0,600000.0
2000-06-07,19163,21610,19003,21618,62577,16920.0,600000.0
2000-06-08,22916,22988,19042,19050,64557,14910.0,600000.0
2000-06-09,17623,20463,17471,19702,51915,15420.0,600000.0
2000-06-12,19926,21723,19388,21082,81659,16500.0,600000.0
2000-06-13,20697,21924,18852,19855,38505,15540.0,600000.0
2000-06-14,19770,20612,18775,19088,27762,14940.0,600000.0
2000-06-15,18776,19538,16819,17325,30285,13560.0,600000.0
2000-06-16,16480,18782,16480,17555,47699,13740.0,600000.0
2000-06-19,16859,18391,16859,16980,34681,13290.0,600000.0
2000-06-20,16713,17628,16713,17019,20259,13320.0,600000.0
2000-06-21,17250,18317,16865,17900,49033,14010.0,600000.0
2000-06-22,18241,20038,18241,20047,99181,15690.0,600000.0
2000-06-23,19885,20695,18625,19548,64127,15300.0,600000.0
2000-06-26,19969,21693,19319,21197,132228,16590.0,600000.0
2000-06-27,21267,22078,20008,20698,41339,16200.0,600000.0
2000-06-28,20382,20422,19235,20238,32234,15840.0,600000.0
2000-06-29,20228,20605,19466,20277,15617,15870.0,600000.0
2000-06-30,19538,20156,19161,19932,13898,15600.0,600000.0
2000-07-03,19926,21073,19541,21082,35341,16500.0,600000.0
2000-07-04,21076,23611,21076,23611,41988,18480.0,600000.0
2000-07-05,26403,26403,20805,20813,252896,16290.0,600000.0
2000-07-06,19471,22231,18316,22231,127355,17400.0,600000.0
2000-07-07,22993,24373,20009,20162,97315,15780.0,600000.0
2000-07-10,19926,20543,19164,19702,44392,15420.0,600000.0
2000-07-11,19162,20005,17398,17479,39185,13680.0,600000.0
2000-07-12,17626,18781,16904,18782,36171,14700.0,600000.0
2000-07-13,18390,18542,17740,18398,16377,14400.0,600000.0
2000-07-14,18005,19080,18005,18398,15077,14400.0,600000.0
2000-07-18,17784,19854,17784,19357,40312,15150.0,600000.0
2000-07-19,19127,19352,17707,18245,21931,14280.0,600000.0
2000-07-20,18776,19770,17781,18552,51667,14520.0,600000.0
2000-07-21,18697,20766,18392,20775,86658,16260.0,600000.0
2000-07-24,21541,23266,21461,23266,177751,18210.0,600000.0
2000-07-25,23761,25141,20496,22615,206614,17700.0,600000.0
2000-07-26,22226,23758,20309,22001,254272,17220.0,600000.0
2000-07-27,22987,24599,22289,23573,290691,18450.0,600000.0
2000-07-28,22298,23526,20766,20775,130109,16260.0,600000.0
2000-07-31,20770,20770,18628,18628,92406,14580.0,600000.0
2000-08-01,18628,20313,18628,20008,97760,15660.0,600000.0
2000-08-02,20310,22227,20077,20238,91806,15840.0,600000.0
2000-08-03,20544,21692,19542,20545,140323,16080.0,600000.0
2000-08-04,21070,21070,19771,19932,39447,15600.0,600000.0
2000-08-07,20076,21840,19618,20622,84573,16140.0,600000.0
2000-08-08,21076,23074,20924,23075,101389,18060.0,600000.0
2000-08-09,23915,24444,21075,21733,131485,17010.0,600000.0
2000-08-10,21924,24339,21924,24340,49894,19050.0,600000.0
2000-08-11,25600,27252,21765,22768,204900,17820.0,600000.0
2000-08-14,22716,23759,21456,22155,67924,17340.0,600000.0
2000-08-16,22611,22611,21537,22155,40257,17340.0,600000.0
2000-08-17,21458,23640,21458,22461,80649,17580.0,600000.0
2000-08-18,22605,22726,20383,21427,49418,16770.0,600000.0
2000-08-21,22231,22608,21461,21886,54381,17130.0,600000.0
2000-08-22,22078,22840,21075,21388,47069,16740.0,600000.0
2000-08-23,21152,21922,20695,21273,52107,16650.0,600000.0
2000-08-24,20922,23144,20922,21925,104677,17160.0,600000.0
2000-08-25,22145,22225,20998,21312,39933,16680.0,600000.0
2000-08-28,21077,22039,21044,21350,46723,16710.0,600000.0
2000-08-29,21536,22875,21536,22001,77180,17220.0,600000.0
2000-08-30,22382,23457,21845,22078,84494,17280.0,600000.0
2000-08-31,22229,22229,19774,20545,43697,16080.0,600000.0
2000-09-01,20005,20920,19925,20238,34131,15840.0,600000.0
2000-09-04,20227,20227,18775,19088,33567,14940.0,600000.0
2000-09-05,18547,19734,18547,19165,34215,15000.0,600000.0
2000-09-06,18779,19469,18547,19165,27482,15000.0,600000.0
2000-09-07,18823,19778,16866,17019,25569,13320.0,600000.0
2000-09-08,16673,16673,15181,15639,30147,12240.0,600000.0
2000-09-14,14867,14867,13832,14105,20912,11040.0,600000.0
2000-09-15,13718,15058,13718,14489,26011,12852.0,680000.0
2000-09-18,13301,13301,12763,12764,17080,11322.0,680000.0
2000-09-19,11606,12031,11261,11422,23923,10132.0,680000.0
2000-09-20,11991,12264,11494,12112,19046,10744.0,680000.0
2000-09-21,12033,12106,10694,10694,17841,9486.0,680000.0
2000-09-22,9581,10191,9429,9429,20893,8364.0,680000.0
2000-09-25,8968,9923,8623,9851,15030,8738.0,680000.0
2000-09-26,9959,10721,9422,10272,18390,9112.0,680000.0
2000-09-27,9959,11339,9959,10962,27749,9724.0,680000.0
2000-09-28,11113,11458,10350,10656,19049,9452.0,680000.0
2000-09-29,11038,11912,10725,11921,22879,10574.0,680000.0
2000-10-02,11882,13109,11344,12227,59517,10846.0,680000.0
2000-10-04,12223,13258,11646,12649,34173,11220.0,680000.0
2000-10-05,12793,13178,12336,12649,30769,11220.0,680000.0
2000-10-06,12679,12759,12101,12342,14046,10948.0,680000.0
2000-10-09,12492,13799,11882,12572,31265,11152.0,680000.0
2000-10-10,12418,12795,11536,12074,18970,10710.0,680000.0
2000-10-11,12223,12223,10651,10924,21712,9690.0,680000.0
2000-10-12,10955,11259,10345,10426,14997,9248.0,680000.0
2000-10-13,9965,9965,9195,9966,14668,8840.0,680000.0
2000-10-16,9966,11041,9966,10809,14775,9588.0,680000.0
2000-10-17,10421,10726,9578,9659,9327,8568.0,680000.0
2000-10-18,9959,9959,8965,9583,9905,8500.0,680000.0
