해성산업(034810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-10-13,2060,2060,2035,2055,1823,20098.0,9780000.0
2004-10-14,2055,2055,2040,2055,20,20098.0,9780000.0
2004-10-15,2050,2050,2050,2050,445,20049.0,9780000.0
2004-10-18,2050,2080,2050,2080,525,20342.0,9780000.0
2004-10-19,2060,2090,2050,2090,1469,20440.0,9780000.0
2004-10-20,2035,2090,2030,2090,2023,20440.0,9780000.0
2004-10-21,2030,2090,2025,2025,9004,19804.0,9780000.0
2004-10-22,2080,2080,2015,2060,10675,20147.0,9780000.0
2004-10-25,2020,2060,2015,2060,1695,20147.0,9780000.0
2004-10-26,2030,2060,2025,2060,12,20147.0,9780000.0
2004-10-27,2050,2050,2050,2050,0,20049.0,9780000.0
2004-10-28,2065,2065,2035,2050,2840,20049.0,9780000.0
2004-10-29,2050,2060,2050,2060,46005,20147.0,9780000.0
2004-11-01,2060,2065,2020,2060,6320,20147.0,9780000.0
2004-11-02,2060,2065,2015,2065,7007,20196.0,9780000.0
2004-11-03,2050,2065,2010,2065,24532,20196.0,9780000.0
2004-11-04,2030,2110,2030,2110,280,20636.0,9780000.0
2004-11-05,2050,2110,2045,2110,4783,20636.0,9780000.0
2004-11-08,2055,2155,2025,2155,64986,21076.0,9780000.0
2004-11-09,2155,2155,2100,2145,330,20978.0,9780000.0
2004-11-10,2140,2140,2095,2130,4197,20831.0,9780000.0
2004-11-11,2125,2130,2095,2130,6452,20831.0,9780000.0
2004-11-12,2095,2130,2085,2130,531,20831.0,9780000.0
2004-11-15,2110,2130,2090,2125,197,20782.0,9780000.0
2004-11-16,2125,2125,2090,2090,32080,20440.0,9780000.0
2004-11-17,2120,2150,2050,2150,24566,21027.0,9780000.0
2004-11-18,2120,2120,2115,2115,215,20685.0,9780000.0
2004-11-19,1905,2110,1905,2075,8831,20294.0,9780000.0
2004-11-22,2100,2100,2100,2100,1,20538.0,9780000.0
2004-11-23,2110,2120,2100,2120,229,20734.0,9780000.0
2004-11-24,2120,2130,2100,2100,14001,20538.0,9780000.0
2004-11-25,2150,2250,2100,2195,75834,21467.0,9780000.0
2004-11-26,2170,2245,2170,2200,31620,21516.0,9780000.0
2004-11-29,2150,2300,2115,2270,9271,22201.0,9780000.0
2004-11-30,2270,2425,2220,2350,37019,22983.0,9780000.0
2004-12-01,2330,2360,2300,2360,17734,23081.0,9780000.0
2004-12-02,2440,2440,2350,2360,17483,23081.0,9780000.0
2004-12-03,2380,2445,2370,2375,22252,23228.0,9780000.0
2004-12-06,2390,2395,2300,2300,21209,22494.0,9780000.0
2004-12-07,2365,2395,2300,2350,43708,22983.0,9780000.0
2004-12-08,2300,2350,2280,2345,8230,22934.0,9780000.0
2004-12-09,2345,2345,2300,2300,7161,22494.0,9780000.0
2004-12-10,2255,2305,2230,2290,36878,22396.0,9780000.0
2004-12-13,2205,2320,2205,2270,1761,22201.0,9780000.0
2004-12-14,2310,2310,2245,2250,7350,22005.0,9780000.0
2004-12-15,2295,2295,2205,2290,8302,22396.0,9780000.0
2004-12-16,2270,2395,2270,2345,2914,22934.0,9780000.0
2004-12-17,2270,2325,2250,2320,10150,22690.0,9780000.0
2004-12-20,2300,2330,2300,2330,8918,22787.0,9780000.0
2004-12-21,2325,2325,2275,2320,10067,22690.0,9780000.0
2004-12-22,2285,2330,2260,2320,15278,22690.0,9780000.0
2004-12-23,2260,2370,2250,2370,55975,23179.0,9780000.0
2004-12-24,2370,2430,2320,2430,116994,23765.0,9780000.0
2004-12-27,2530,2530,2350,2430,31061,23765.0,9780000.0
2004-12-28,2300,2420,2300,2355,1891,23032.0,9780000.0
2004-12-29,2300,2400,2270,2280,12094,22298.0,9780000.0
2004-12-30,2350,2400,2270,2400,41404,23472.0,9780000.0
2005-01-03,2370,2370,2175,2175,16735,21272.0,9780000.0
2005-01-04,2245,2300,2245,2295,21902,22445.0,9780000.0
2005-01-05,2250,2330,2250,2330,54464,22787.0,9780000.0
2005-01-06,2300,2400,2295,2400,18241,23472.0,9780000.0
2005-01-07,2315,2400,2315,2395,1168,23423.0,9780000.0
2005-01-10,2285,2355,2285,2295,9482,22445.0,9780000.0
2005-01-11,2280,2330,2245,2330,21692,22787.0,9780000.0
2005-01-12,2320,2320,2275,2275,12357,22250.0,9780000.0
2005-01-13,2255,2380,2255,2275,13248,22250.0,9780000.0
2005-01-14,2325,2335,2270,2330,2515,22787.0,9780000.0
2005-01-17,2350,2445,2300,2310,13664,22592.0,9780000.0
2005-01-18,2310,2440,2310,2440,18946,23863.0,9780000.0
2005-01-19,2450,2540,2410,2540,14523,24841.0,9780000.0
2005-01-20,2530,2675,2530,2600,24848,25428.0,9780000.0
2005-01-21,2625,2720,2560,2700,41997,26406.0,9780000.0
2005-01-24,2670,2695,2600,2600,13348,25428.0,9780000.0
2005-01-25,2550,2645,2550,2625,1214,25672.0,9780000.0
2005-01-26,2555,2690,2545,2690,28304,26308.0,9780000.0
2005-01-27,2685,2695,2600,2690,8944,26308.0,9780000.0
2005-01-28,2690,2690,2690,2690,0,26308.0,9780000.0
2005-01-31,2690,2695,2635,2640,19562,25819.0,9780000.0
2005-02-01,2690,2715,2670,2710,21001,26504.0,9780000.0
2005-02-02,2620,2690,2620,2690,2253,26308.0,9780000.0
2005-02-03,2680,2740,2630,2700,35310,26406.0,9780000.0
2005-02-04,2690,2725,2680,2685,32753,26259.0,9780000.0
2005-02-07,2700,2750,2650,2750,8792,26895.0,9780000.0
2005-02-11,2750,2875,2710,2860,45269,27971.0,9780000.0
2005-02-14,2860,3190,2770,3190,79725,31198.0,9780000.0
2005-02-15,3180,3180,3030,3100,17659,30318.0,9780000.0
2005-02-16,3070,3140,3010,3070,38663,30025.0,9780000.0
2005-02-17,3105,3435,3080,3435,428621,33594.0,9780000.0
2005-02-18,3800,3845,3400,3400,728784,33252.0,9780000.0
2005-02-21,3410,3485,3270,3450,213953,33741.0,9780000.0
2005-02-22,3570,3750,3200,3280,249035,32078.0,9780000.0
2005-02-23,3280,3460,3250,3350,104971,32763.0,9780000.0
2005-02-24,3310,3450,3310,3320,81287,32470.0,9780000.0
2005-02-25,3460,3650,3370,3475,143496,33986.0,9780000.0
2005-02-28,3475,3475,3270,3415,107232,33399.0,9780000.0
2005-03-02,3390,3415,3280,3330,60235,32567.0,9780000.0
2005-03-03,3270,3340,3195,3295,108134,32225.0,9780000.0
2005-03-04,3210,3320,3150,3200,61827,31296.0,9780000.0
2005-03-07,3220,3320,3070,3185,36913,31149.0,9780000.0
2005-03-08,3200,3360,3155,3200,144382,31296.0,9780000.0
2005-03-09,3200,3330,3130,3240,82345,31687.0,9780000.0
2005-03-10,3310,3310,3160,3260,26238,31883.0,9780000.0
2005-03-11,3265,3410,3205,3325,64568,32518.0,9780000.0
2005-03-14,3305,3350,3220,3300,44203,32274.0,9780000.0
2005-03-15,3300,3380,3145,3180,48565,31100.0,9780000.0
2005-03-16,3200,3220,3065,3205,124943,31345.0,9780000.0
2005-03-17,3135,3230,3135,3180,27989,31100.0,9780000.0
2005-03-18,3190,3190,3055,3125,32162,30562.0,9780000.0
2005-03-21,3030,3150,3020,3020,15247,29536.0,9780000.0
2005-03-22,3080,3080,2950,3020,8955,29536.0,9780000.0
2005-03-23,3000,3050,2840,2905,55205,28411.0,9780000.0
2005-03-24,2905,2950,2880,2900,39572,28362.0,9780000.0
2005-03-25,2900,2950,2845,2950,34828,28851.0,9780000.0
2005-03-28,2950,2995,2910,2965,15251,28998.0,9780000.0
2005-03-29,2930,2985,2930,2970,10558,29047.0,9780000.0
2005-03-30,2915,2985,2865,2890,12297,28264.0,9780000.0
2005-03-31,2930,3000,2870,3000,16556,29340.0,9780000.0
2005-04-01,3090,3090,2990,3040,3065,29731.0,9780000.0
2005-04-04,3055,3080,3005,3035,17680,29682.0,9780000.0
2005-04-06,3045,3080,2970,3000,11216,29340.0,9780000.0
2005-04-07,3040,3200,3000,3195,26766,31247.0,9780000.0
2005-04-08,3195,3280,3130,3280,28361,32078.0,9780000.0
2005-04-11,3280,3280,3000,3120,21757,30514.0,9780000.0
2005-04-12,3100,3145,3090,3140,5623,30709.0,9780000.0
2005-04-13,3150,3180,3060,3130,11060,30611.0,9780000.0
2005-04-14,3135,3145,3040,3100,7204,30318.0,9780000.0
2005-04-15,3055,3250,3055,3195,23545,31247.0,9780000.0
2005-04-18,3100,3270,3090,3130,11974,30611.0,9780000.0
2005-04-19,3225,3225,3120,3145,5193,30758.0,9780000.0
2005-04-20,3150,3215,3140,3140,11809,30709.0,9780000.0
2005-04-21,3140,3170,3080,3170,11870,31003.0,9780000.0
2005-04-22,3230,3230,3150,3210,6204,31394.0,9780000.0
2005-04-25,3160,3235,3150,3230,47991,31589.0,9780000.0
2005-04-26,3130,3230,3130,3220,55704,31492.0,9780000.0
2005-04-27,3200,3220,3110,3180,8366,31100.0,9780000.0
2005-04-28,3120,3150,3030,3030,34076,29633.0,9780000.0
2005-04-29,2920,2995,2910,2985,45371,29193.0,9780000.0
2005-05-02,2950,3080,2950,3045,26303,29780.0,9780000.0
2005-05-03,3045,3125,3045,3100,12458,30318.0,9780000.0
2005-05-04,2980,3170,2980,3150,14707,30807.0,9780000.0
2005-05-06,3055,3150,3055,3145,12472,30758.0,9780000.0
2005-05-09,3100,3170,3070,3100,6199,30318.0,9780000.0
2005-05-10,3015,3120,2955,3045,4005,29780.0,9780000.0
2005-05-11,2985,3020,2985,3010,53000,29438.0,9780000.0
2005-05-12,2975,3095,2975,3045,2657,29780.0,9780000.0
2005-05-13,2920,3035,2920,3005,12136,29389.0,9780000.0
2005-05-16,3010,3035,3000,3000,11061,29340.0,9780000.0
2005-05-17,2935,3050,2935,3030,1093,29633.0,9780000.0
2005-05-18,2990,3020,2990,3020,12158,29536.0,9780000.0
2005-05-19,2930,3130,2930,3130,6156,30611.0,9780000.0
2005-05-20,3050,3140,3050,3120,8515,30514.0,9780000.0
2005-05-23,3000,3090,3000,3015,3572,29487.0,9780000.0
2005-05-24,3070,3070,2950,3040,24128,29731.0,9780000.0
2005-05-25,3060,3165,2990,3165,40287,30954.0,9780000.0
2005-05-26,3210,3220,3150,3180,11132,31100.0,9780000.0
2005-05-27,3150,3255,3150,3200,64964,31296.0,9780000.0
2005-05-30,3200,3205,3150,3160,12213,30905.0,9780000.0
2005-05-31,3160,3180,3120,3160,14186,30905.0,9780000.0
2005-06-01,3180,3180,3105,3160,5401,30905.0,9780000.0
2005-06-02,3180,3180,3120,3120,1226,30514.0,9780000.0
2005-06-03,3170,3190,3165,3190,8746,31198.0,9780000.0
2005-06-07,3130,3190,3100,3190,4951,31198.0,9780000.0
2005-06-08,3150,3200,3150,3190,3763,31198.0,9780000.0
2005-06-09,3220,3230,3105,3205,30730,31345.0,9780000.0
2005-06-10,3205,3250,3160,3200,2767,31296.0,9780000.0
2005-06-13,3170,3195,3120,3170,35570,31003.0,9780000.0
2005-06-14,3260,3260,3080,3120,17404,30514.0,9780000.0
2005-06-15,3080,3150,3060,3145,11188,30758.0,9780000.0
2005-06-16,3040,3100,3030,3090,1921,30220.0,9780000.0
2005-06-17,3050,3175,3050,3170,18511,31003.0,9780000.0
2005-06-20,3070,3160,3070,3130,2690,30611.0,9780000.0
2005-06-21,3070,3125,3055,3125,3586,30562.0,9780000.0
2005-06-22,3120,3125,3100,3100,4151,30318.0,9780000.0
2005-06-23,3140,3140,3050,3095,10313,30269.0,9780000.0
2005-06-24,3095,3115,3050,3095,7768,30269.0,9780000.0
2005-06-27,3040,3105,3040,3105,11418,30367.0,9780000.0
2005-06-28,3100,3120,3060,3115,73028,30465.0,9780000.0
2005-06-29,3115,3115,3075,3075,8680,30074.0,9780000.0
2005-06-30,3090,3105,3020,3105,8677,30367.0,9780000.0
2005-07-01,3060,3150,3060,3100,4906,30318.0,9780000.0
2005-07-04,3035,3200,3020,3100,42035,30318.0,9780000.0
2005-07-05,3180,3180,3085,3130,33725,30611.0,9780000.0
2005-07-06,3120,3350,3120,3350,165583,32763.0,9780000.0
2005-07-07,3345,3450,3205,3450,120087,33741.0,9780000.0
2005-07-08,3470,3500,3370,3400,30629,33252.0,9780000.0
2005-07-11,3350,3430,3310,3400,61390,33252.0,9780000.0
2005-07-12,3400,3420,3300,3385,42281,33105.0,9780000.0
2005-07-13,3405,3440,3380,3410,5381,33350.0,9780000.0
2005-07-14,3440,3440,3400,3420,9132,33448.0,9780000.0
2005-07-15,3430,3450,3390,3400,16208,33252.0,9780000.0
2005-07-18,3335,3440,3335,3365,9709,32910.0,9780000.0
2005-07-19,3360,3375,3350,3375,19849,33008.0,9780000.0
2005-07-20,3435,3435,3350,3360,12309,32861.0,9780000.0
2005-07-21,3420,3420,3330,3355,49967,32812.0,9780000.0
2005-07-22,3350,3380,3310,3330,15789,32567.0,9780000.0
2005-07-25,3820,3825,3350,3390,63857,33154.0,9780000.0
2005-07-26,3390,3440,3320,3355,15043,32812.0,9780000.0
2005-07-27,3430,3430,3350,3360,15286,32861.0,9780000.0
2005-07-28,3375,3395,3330,3350,68829,32763.0,9780000.0
2005-07-29,3380,3380,3315,3355,9480,32812.0,9780000.0
2005-08-01,3330,3360,3280,3335,13238,32616.0,9780000.0
2005-08-02,3300,3325,3290,3300,42916,32274.0,9780000.0
2005-08-03,3300,3300,3250,3265,51659,31932.0,9780000.0
2005-08-04,3265,3310,3260,3265,78942,31932.0,9780000.0
2005-08-05,3265,3280,3210,3265,69434,31932.0,9780000.0
2005-08-08,3210,3280,3210,3265,50127,31932.0,9780000.0
2005-08-09,3245,3350,3245,3350,53381,32763.0,9780000.0
2005-08-10,3420,3420,3270,3405,64681,33301.0,9780000.0
2005-08-11,3500,3600,3400,3600,78749,35208.0,9780000.0
2005-08-12,3630,4140,3630,4140,335849,40489.0,9780000.0
2005-08-16,4330,4670,4150,4530,370159,44303.0,9780000.0
2005-08-17,4410,4650,4350,4610,81819,45086.0,9780000.0
2005-08-18,4510,4620,4280,4280,147793,41858.0,9780000.0
2005-08-19,4100,4600,4010,4400,86020,43032.0,9780000.0
2005-08-22,4210,4670,4210,4450,85789,43521.0,9780000.0
2005-08-23,4370,4575,4330,4420,72087,43228.0,9780000.0
2005-08-24,4400,4585,4300,4425,78205,43276.0,9780000.0
2005-08-25,4350,4485,4270,4300,36972,42054.0,9780000.0
2005-08-26,4280,4360,4280,4360,54292,42641.0,9780000.0
2005-08-29,4500,4500,4225,4235,19451,41418.0,9780000.0
2005-08-30,4235,4300,4130,4300,55566,42054.0,9780000.0
2005-08-31,4385,4385,4300,4300,11012,42054.0,9780000.0
2005-09-01,4300,4600,4300,4590,96676,44890.0,9780000.0
2005-09-02,4700,4700,4360,4510,121371,44108.0,9780000.0
2005-09-05,4460,4780,4460,4565,12946,44646.0,9780000.0
2005-09-06,4670,4670,4460,4625,14760,45232.0,9780000.0
2005-09-07,4520,4680,4500,4525,16309,44254.0,9780000.0
2005-09-08,4650,4650,4450,4530,42447,44303.0,9780000.0
2005-09-09,4530,4600,4460,4530,3463,44303.0,9780000.0
2005-09-12,4540,4695,4450,4545,38553,44450.0,9780000.0
2005-09-13,4585,4585,4450,4450,5847,43521.0,9780000.0
2005-09-14,4405,4515,4360,4495,24883,43961.0,9780000.0
2005-09-15,4600,4600,4240,4495,32048,43961.0,9780000.0
2005-09-16,4300,4590,4000,4285,61426,41907.0,9780000.0
2005-09-20,4285,4550,4285,4290,19229,41956.0,9780000.0
2005-09-21,4290,4485,4210,4350,16477,42543.0,9780000.0
2005-09-22,4225,4385,4220,4360,19833,42641.0,9780000.0
2005-09-23,4390,4390,4245,4390,7841,42934.0,9780000.0
2005-09-26,4320,4500,4320,4360,20785,42641.0,9780000.0
2005-09-27,4500,4585,4360,4365,14137,42690.0,9780000.0
2005-09-28,5010,5010,4410,4500,18119,44010.0,9780000.0
2005-09-29,4600,4600,4450,4600,15459,44988.0,9780000.0
2005-09-30,4515,4880,4515,4880,55132,47726.0,9780000.0
2005-10-04,4900,5610,4900,5150,385076,50367.0,9780000.0
2005-10-05,5170,5350,5080,5250,60263,51345.0,9780000.0
2005-10-06,5150,5300,4955,5150,39111,50367.0,9780000.0
2005-10-07,5080,5240,5080,5170,35549,50563.0,9780000.0
2005-10-10,5180,5230,5050,5170,17846,50563.0,9780000.0
2005-10-11,5240,5330,5130,5300,24254,51834.0,9780000.0
2005-10-12,5220,5700,5220,5620,15242,54964.0,9780000.0
2005-10-13,5620,5690,5400,5420,22409,53008.0,9780000.0
2005-10-14,5450,5550,5100,5370,20389,52519.0,9780000.0
2005-10-17,5370,5450,5300,5350,11769,52323.0,9780000.0
2005-10-18,5270,5480,5270,5460,15774,53399.0,9780000.0
2005-10-19,5500,5600,5370,5460,17587,53399.0,9780000.0
2005-10-20,5350,5450,5310,5310,18998,51932.0,9780000.0
2005-10-21,5310,5400,5250,5350,16787,52323.0,9780000.0
2005-10-24,5310,5440,5210,5310,12509,51932.0,9780000.0
2005-10-25,5240,5400,5100,5300,6918,51834.0,9780000.0
2005-10-26,5250,5390,5110,5120,11664,50074.0,9780000.0
2005-10-27,5070,5200,5020,5150,12060,50367.0,9780000.0
2005-10-28,5150,5150,4860,5030,4674,49193.0,9780000.0
2005-10-31,5050,5150,4950,5000,16674,48900.0,9780000.0
2005-11-01,5000,5090,4980,5080,14542,49682.0,9780000.0
2005-11-02,5060,5090,5000,5090,5031,49780.0,9780000.0
2005-11-03,5050,5170,5050,5050,4504,49389.0,9780000.0
2005-11-04,5050,5120,5040,5110,8737,49976.0,9780000.0
2005-11-07,5110,5180,5030,5120,13162,50074.0,9780000.0
2005-11-08,5120,5150,5050,5120,31723,50074.0,9780000.0
2005-11-09,5180,5180,4990,5120,17867,50074.0,9780000.0
2005-11-10,5020,5150,5020,5120,10404,50074.0,9780000.0
2005-11-11,5030,5120,4820,5070,16577,49585.0,9780000.0
2005-11-14,5100,5110,5020,5080,6996,49682.0,9780000.0
2005-11-15,5080,5080,4980,5060,13981,49487.0,9780000.0
2005-11-16,4960,5140,4960,5140,40254,50269.0,9780000.0
2005-11-17,5140,5170,5000,5160,22096,50465.0,9780000.0
2005-11-18,5160,5230,5070,5200,20829,50856.0,9780000.0
2005-11-21,5200,5380,5120,5150,4858,50367.0,9780000.0
2005-11-22,5100,5100,5010,5070,21443,49585.0,9780000.0
2005-11-23,5120,5230,5030,5190,59261,50758.0,9780000.0
2005-11-24,5220,5280,5140,5220,11365,51052.0,9780000.0
2005-11-25,5220,5290,5110,5110,8123,49976.0,9780000.0
2005-11-28,5100,5190,5040,5150,6430,50367.0,9780000.0
2005-11-29,5190,5190,5080,5150,9501,50367.0,9780000.0
2005-11-30,5190,5290,5060,5200,22700,50856.0,9780000.0
2005-12-01,5300,5300,5140,5160,9750,50465.0,9780000.0
2005-12-02,5240,5240,5050,5130,35633,50171.0,9780000.0
2005-12-05,5110,5190,5010,5120,9873,50074.0,9780000.0
2005-12-06,5070,5150,4925,4955,37653,48460.0,9780000.0
2005-12-07,4945,5040,4930,5000,53998,48900.0,9780000.0
2005-12-08,5150,5160,4950,5080,20233,49682.0,9780000.0
2005-12-09,5040,5070,4960,4980,12001,48704.0,9780000.0
2005-12-12,5050,5050,4980,5010,12111,48998.0,9780000.0
2005-12-13,5050,5050,4925,4930,14448,48215.0,9780000.0
2005-12-14,5030,5030,4930,4995,10952,48851.0,9780000.0
2005-12-15,5030,5030,4940,5000,7947,48900.0,9780000.0
2005-12-16,5090,5090,4950,5000,2027,48900.0,9780000.0
2005-12-19,5050,5050,4950,5030,13328,49193.0,9780000.0
2005-12-20,5090,5400,5050,5400,28493,52812.0,9780000.0
2005-12-21,5300,6210,5300,6150,151715,60147.0,9780000.0
2005-12-22,6430,6430,5830,5990,66624,58582.0,9780000.0
2005-12-23,6190,6190,5650,5800,14180,56724.0,9780000.0
2005-12-26,5540,5800,5500,5560,26335,54377.0,9780000.0
2005-12-27,5480,5620,5480,5490,43041,53692.0,9780000.0
2005-12-28,5530,5600,5420,5530,48972,54083.0,9780000.0
2005-12-29,5590,5940,5450,5570,12835,54475.0,9780000.0
2006-01-02,5900,5900,5450,5550,8806,54279.0,9780000.0
2006-01-03,5500,5530,5400,5530,19886,54083.0,9780000.0
2006-01-04,5480,5640,5320,5400,24772,52812.0,9780000.0
2006-01-05,5400,5620,5360,5360,69570,52421.0,9780000.0
2006-01-06,5370,5450,5050,5200,26348,50856.0,9780000.0
2006-01-09,5070,5340,5070,5100,14934,49878.0,9780000.0
2006-01-10,5150,5150,5050,5110,11973,49976.0,9780000.0
2006-01-11,5110,5160,5100,5140,1402,50269.0,9780000.0
2006-01-12,5080,5250,5080,5150,24075,50367.0,9780000.0
2006-01-13,5280,5330,5150,5320,15328,52030.0,9780000.0
2006-01-16,5350,5390,5300,5380,4394,52616.0,9780000.0
2006-01-17,5200,5380,5200,5270,8177,51541.0,9780000.0
2006-01-18,5330,5330,4620,5140,6039,50269.0,9780000.0
2006-01-19,5150,5180,5030,5140,18100,50269.0,9780000.0
2006-01-20,4890,5270,4890,5050,17652,49389.0,9780000.0
2006-01-23,5030,5150,5000,5090,12736,49780.0,9780000.0
2006-01-24,4850,5500,4820,5100,8715,49878.0,9780000.0
2006-01-25,5290,5290,5000,5100,13193,49878.0,9780000.0
2006-01-26,5200,5200,5050,5100,275,49878.0,9780000.0
2006-01-27,5100,5160,5050,5160,3876,50465.0,9780000.0
2006-01-31,5390,5390,5040,5050,3034,49389.0,9780000.0
2006-02-01,5050,5100,4950,4950,8771,48411.0,9780000.0
2006-02-02,5000,5040,4905,4990,9758,48802.0,9780000.0
2006-02-03,4990,5130,4925,4980,5492,48704.0,9780000.0
2006-02-06,4980,5080,4915,5050,638,49389.0,9780000.0
2006-02-07,4900,5040,4705,4910,6414,48020.0,9780000.0
2006-02-08,4910,4950,4910,4935,1141,48264.0,9780000.0
2006-02-09,4900,5080,4900,4910,3467,48020.0,9780000.0
2006-02-10,4910,5000,4500,4890,4812,47824.0,9780000.0
2006-02-13,4890,4890,4650,4700,2744,45966.0,9780000.0
2006-02-14,4710,4890,4670,4880,3016,47726.0,9780000.0
2006-02-15,4880,4880,4700,4710,5365,46064.0,9780000.0
2006-02-16,4710,5100,4710,4800,1288,46944.0,9780000.0
2006-02-17,4800,5000,4660,4800,4902,46944.0,9780000.0
2006-02-20,4900,5070,4765,4895,7834,47873.0,9780000.0
2006-02-21,5030,5030,4800,4900,2183,47922.0,9780000.0
2006-02-22,5080,5080,4895,4895,2648,47873.0,9780000.0
2006-02-23,5070,5070,4605,4885,3313,47775.0,9780000.0
2006-02-24,4975,4975,4730,4765,2189,46602.0,9780000.0
2006-02-27,4765,4895,4765,4895,3935,47873.0,9780000.0
2006-02-28,4775,4900,4750,4900,12355,47922.0,9780000.0
2006-03-02,4900,4950,4805,4870,1561,47629.0,9780000.0
2006-03-03,4850,4995,4760,4900,8525,47922.0,9780000.0
2006-03-06,4950,4950,4850,4950,3233,48411.0,9780000.0
2006-03-07,4970,4970,4450,4840,6829,47335.0,9780000.0
2006-03-08,4900,4900,4775,4845,382,47384.0,9780000.0
2006-03-09,4720,4830,4720,4750,9499,46455.0,9780000.0
2006-03-10,4710,4800,4700,4770,10338,46651.0,9780000.0
2006-03-13,4770,4800,4755,4780,1735,46748.0,9780000.0
2006-03-14,5010,5200,4765,4800,32490,46944.0,9780000.0
2006-03-15,4800,4890,4760,4775,7587,46700.0,9780000.0
2006-03-16,4800,4800,4730,4740,5578,46357.0,9780000.0
2006-03-17,4740,4810,4725,4785,3949,46797.0,9780000.0
2006-03-20,4705,4740,4700,4705,3963,46015.0,9780000.0
2006-03-21,4710,4770,4600,4600,82833,44988.0,9780000.0
2006-03-22,4600,4680,4555,4655,53390,45526.0,9780000.0
2006-03-23,4625,4625,4470,4535,4614,44352.0,9780000.0
2006-03-24,4500,4505,4415,4475,6636,43766.0,9780000.0
2006-03-27,4530,4530,4355,4420,3927,43228.0,9780000.0
2006-03-28,4415,4415,4315,4350,13163,42543.0,9780000.0
2006-03-29,4310,4310,4105,4225,73342,41320.0,9780000.0
2006-03-30,4395,4400,4270,4350,32138,42543.0,9780000.0
2006-03-31,4400,4400,4275,4400,17133,43032.0,9780000.0
2006-04-03,4405,4585,4375,4425,17393,43276.0,9780000.0
2006-04-04,4485,4485,4365,4400,9531,43032.0,9780000.0
2006-04-05,4400,4435,4400,4400,15859,43032.0,9780000.0
2006-04-06,4430,4495,4400,4495,17525,43961.0,9780000.0
2006-04-07,4495,4500,4415,4470,1393,43717.0,9780000.0
2006-04-10,4415,4470,4350,4470,11663,43717.0,9780000.0
2006-04-11,4450,4470,4450,4470,801,43717.0,9780000.0
2006-04-12,4600,4600,4415,4560,1110,44597.0,9780000.0
2006-04-13,4595,4595,4235,4235,43009,41418.0,9780000.0
2006-04-14,4305,4365,4300,4365,26410,42690.0,9780000.0
2006-04-17,4365,4405,4300,4320,30346,42250.0,9780000.0
2006-04-18,4350,4400,4325,4345,11978,42494.0,9780000.0
2006-04-19,4355,4440,4355,4420,22780,43228.0,9780000.0
2006-04-20,4440,4490,4400,4455,17426,43570.0,9780000.0
2006-04-21,4460,4525,4405,4410,9106,43130.0,9780000.0
2006-04-24,4330,4420,4330,4355,12956,42592.0,9780000.0
2006-04-25,4365,4395,4350,4385,8394,42885.0,9780000.0
2006-04-26,4335,4400,4335,4400,3178,43032.0,9780000.0
2006-04-27,4340,4450,4340,4420,13113,43228.0,9780000.0
2006-04-28,4430,4430,4355,4370,23809,42739.0,9780000.0
2006-05-02,4400,4480,4330,4455,15379,43570.0,9780000.0
2006-05-03,4365,4575,4365,4555,19381,44548.0,9780000.0
2006-05-04,4590,5230,4550,5090,110191,49780.0,9780000.0
2006-05-08,4900,5340,4810,5340,47380,52225.0,9780000.0
2006-05-09,5300,5300,5160,5240,3479,51247.0,9780000.0
2006-05-10,5110,5240,5030,5170,8049,50563.0,9780000.0
2006-05-11,5040,5170,4850,5060,17692,49487.0,9780000.0
2006-05-12,5110,5110,4900,4910,12065,48020.0,9780000.0
2006-05-15,4910,4995,4850,4990,9147,48802.0,9780000.0
2006-05-16,4925,5050,4880,4900,36256,47922.0,9780000.0
2006-05-17,4950,4950,4750,4850,33152,47433.0,9780000.0
2006-05-18,4830,4935,4635,4930,26252,48215.0,9780000.0
2006-05-19,4930,4930,4750,4810,33196,47042.0,9780000.0
2006-05-22,4760,5040,4760,4820,14152,47140.0,9780000.0
2006-05-23,4825,4990,4715,4765,16082,46602.0,9780000.0
2006-05-24,4655,4735,4510,4550,11291,44499.0,9780000.0
2006-05-25,4515,4595,4430,4540,12751,44401.0,9780000.0
2006-05-26,4540,4560,4450,4560,2495,44597.0,9780000.0
2006-05-29,4550,4590,4450,4560,9165,44597.0,9780000.0
2006-05-30,4500,4555,4455,4500,7682,44010.0,9780000.0
2006-06-01,4490,4490,4355,4355,6155,42592.0,9780000.0
2006-06-02,4305,4400,4300,4300,2216,42054.0,9780000.0
2006-06-05,4215,4365,4215,4365,272,42690.0,9780000.0
2006-06-07,4355,4355,4255,4310,20451,42152.0,9780000.0
2006-06-08,4300,4490,4200,4305,8934,42103.0,9780000.0
2006-06-09,4410,4410,4205,4370,5622,42739.0,9780000.0
2006-06-12,4360,4360,4215,4290,1954,41956.0,9780000.0
2006-06-13,4250,4285,4010,4015,25390,39267.0,9780000.0
2006-06-14,4000,4090,3995,4000,11654,39120.0,9780000.0
2006-06-15,4150,4150,3985,4020,4006,39316.0,9780000.0
2006-06-16,4075,4075,4000,4045,5084,39560.0,9780000.0
2006-06-19,4045,4045,3975,4000,262,39120.0,9780000.0
2006-06-20,3955,4025,3925,4000,16576,39120.0,9780000.0
2006-06-21,3820,3940,3820,3830,63738,37457.0,9780000.0
