나인컴플렉스(082660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-06-22,26958,27227,24341,27238,4554,49086.0,4860000.0
2006-06-23,26800,26827,25881,26832,91,48357.0,4860000.0
2006-06-26,23028,26720,23028,26725,1118,48163.0,4860000.0
2006-06-27,26720,26720,26666,26725,220,48163.0,4860000.0
2006-06-28,24296,26559,24296,26538,2460,47822.0,4860000.0
2006-06-29,25373,26528,25373,26426,1712,47628.0,4860000.0
2006-06-30,23458,28182,23458,26801,21835,48308.0,4860000.0
2006-07-03,25638,28175,25638,26966,483,48600.0,4860000.0
2006-07-04,28178,28307,28178,28318,35,51030.0,4860000.0
2006-07-05,26691,28303,24988,28046,110,50544.0,4860000.0
2006-07-06,26956,27907,26929,27908,49,50301.0,4860000.0
2006-07-07,27907,27907,27773,27908,79,50301.0,4860000.0
2006-07-10,27911,28314,27642,28180,11,50787.0,4860000.0
2006-07-11,26293,27911,26024,26025,1666,46899.0,4860000.0
2006-07-12,27502,27502,25341,26212,517,47239.0,4860000.0
2006-07-13,27101,27101,23565,23571,205,42476.0,4860000.0
2006-07-14,24265,26555,23722,26507,11166,47774.0,4860000.0
2006-07-18,25613,26694,22539,25539,721,46024.0,4860000.0
2006-07-19,22914,26477,22914,25838,110,46559.0,4860000.0
2006-07-20,23291,29660,23291,27774,1644,50058.0,4860000.0
2006-07-21,25694,26930,25613,26801,967,48308.0,4860000.0
2006-07-24,26796,26957,25877,26694,884,48114.0,4860000.0
2006-07-25,30193,30193,25614,25695,95,46316.0,4860000.0
2006-07-26,23801,26955,23801,26966,261,48600.0,4860000.0
2006-07-27,26878,26878,25341,25347,439,45684.0,4860000.0
2006-07-28,25589,26905,24750,26395,2007,47579.0,4860000.0
2006-07-31,26931,29662,26179,29393,755,52974.0,4860000.0
2006-08-01,29115,29115,29115,29126,1,52488.0,4860000.0
2006-08-02,28981,29110,26955,28046,544,50544.0,4860000.0
2006-08-03,29384,29384,26418,26966,681,48600.0,4860000.0
2006-08-04,26932,26932,25347,26186,614,47191.0,4860000.0
2006-08-07,26076,26076,23265,25485,1228,45927.0,4860000.0
2006-08-08,25478,26069,23183,25860,689,46607.0,4860000.0
2006-08-09,25821,25821,23693,23973,531,43205.0,4860000.0
2006-08-10,24750,25266,23234,23245,984,41893.0,4860000.0
2006-08-11,23642,24642,23320,23352,498,42088.0,4860000.0
2006-08-14,23562,26582,23562,24271,330,43740.0,4860000.0
2006-08-16,24231,24263,22672,22813,2256,41116.0,4860000.0
2006-08-17,23186,23535,21568,23192,2977,41796.0,4860000.0
2006-08-18,23592,26425,23592,25565,654,46073.0,4860000.0
2006-08-21,24264,27096,23990,25619,2502,46170.0,4860000.0
2006-08-22,25533,25533,23485,25485,7246,45927.0,4860000.0
2006-08-23,24266,25341,24266,24271,2472,43740.0,4860000.0
2006-08-24,24187,24263,22672,23839,2488,42962.0,4860000.0
2006-08-25,23593,23695,22330,22331,12343,40241.0,4860000.0
2006-08-28,22646,23232,21593,22652,4614,40824.0,4860000.0
2006-08-29,22379,22379,21379,21385,6741,38540.0,4860000.0
2006-08-30,20304,22109,19250,21519,5371,38783.0,4860000.0
2006-08-31,21330,22244,20304,21519,6142,38783.0,4860000.0
2006-09-01,20757,21703,20461,21300,7010,38394.0,4860000.0
2006-09-04,20900,22512,20900,22518,4205,40581.0,4860000.0
2006-09-05,22914,23968,22511,23678,3808,42671.0,4860000.0
2006-09-06,25266,25266,23267,24240,993,43691.0,4860000.0
2006-09-07,24103,27768,23909,27774,8498,50058.0,4860000.0
2006-09-08,26957,26957,24856,25668,8506,46267.0,4860000.0
2006-09-11,25613,26553,23748,24700,3591,44518.0,4860000.0
2006-09-12,24935,25150,23452,23732,3247,42768.0,4860000.0
2006-09-13,22969,24264,22619,22625,9110,40775.0,4860000.0
2006-09-14,22209,22907,22209,22924,2646,41310.0,4860000.0
2006-09-15,22999,24273,21601,22032,10935,39706.0,4860000.0
2006-09-18,21863,23266,21595,23272,6806,41942.0,4860000.0
2006-09-19,23592,23721,23028,23598,1622,42525.0,4860000.0
2006-09-20,22810,24267,22810,24187,4283,43594.0,4860000.0
2006-09-21,24534,25071,23319,23459,727,42282.0,4860000.0
2006-09-22,23670,24239,23460,24138,1232,43497.0,4860000.0
2006-09-25,24266,24266,24131,24271,25,43740.0,4860000.0
2006-09-26,24265,24641,23185,23459,1561,42282.0,4860000.0
2006-09-27,24665,24665,23505,23973,85,43205.0,4860000.0
2006-09-28,22994,24101,22994,23892,1795,43060.0,4860000.0
2006-09-29,23887,23941,23081,23758,916,42817.0,4860000.0
2006-10-02,24266,24266,23266,23272,666,41942.0,4860000.0
2006-10-04,23568,24105,23111,23138,1653,41699.0,4860000.0
2006-10-09,22943,25587,20627,23406,19686,42185.0,4860000.0
2006-10-10,22649,25040,21864,22192,8254,39998.0,4860000.0
2006-10-11,22345,24102,22103,22732,6581,40970.0,4860000.0
2006-10-12,22216,23564,22216,22786,1209,41067.0,4860000.0
2006-10-13,22995,26145,22995,24807,1451,44712.0,4860000.0
2006-10-16,24943,25078,24046,24138,320,43497.0,4860000.0
2006-10-17,24342,24342,23724,24160,2386,43546.0,4860000.0
2006-10-18,24263,25424,23720,24731,36,44566.0,4860000.0
2006-10-19,26417,26417,23961,23973,1884,43205.0,4860000.0
2006-10-20,23484,24746,23484,23839,116,42962.0,4860000.0
2006-10-23,24106,24541,23643,24187,396,43594.0,4860000.0
2006-10-24,24880,24880,22720,23973,752,43205.0,4860000.0
2006-10-25,22723,23965,22723,23245,807,41893.0,4860000.0
2006-10-26,23723,23970,23239,23379,14295,42136.0,4860000.0
2006-10-27,23558,23558,22907,22924,331,41310.0,4860000.0
2006-10-30,22907,23230,22778,22924,156,41310.0,4860000.0
2006-10-31,22484,22908,22484,22893,11,41261.0,4860000.0
2006-11-01,23149,24262,22375,22924,520,41310.0,4860000.0
2006-11-02,23188,23860,22188,23865,2056,43011.0,4860000.0
2006-11-03,23857,23857,22271,23433,1451,42233.0,4860000.0
2006-11-06,23667,23667,20271,22679,2382,40873.0,4860000.0
2006-11-07,22672,22807,22382,22786,314,41067.0,4860000.0
2006-11-08,23077,23104,22426,22438,2997,40435.0,4860000.0
2006-11-09,22617,22859,22188,22871,577,41213.0,4860000.0
2006-11-10,22995,22995,21565,21893,8674,39463.0,4860000.0
2006-11-13,22110,22271,21331,22250,455,40095.0,4860000.0
2006-11-14,22219,22331,21649,22219,1450,40046.0,4860000.0
2006-11-15,22190,23297,22190,22572,813,40678.0,4860000.0
2006-11-16,22535,22567,21783,22380,132,40338.0,4860000.0
2006-11-17,22378,22593,20245,22438,1409,40435.0,4860000.0
2006-11-20,22103,22103,21802,21813,851,39317.0,4860000.0
2006-11-21,22053,22106,21623,22085,989,39803.0,4860000.0
2006-11-22,23082,25344,19062,22518,2713,40581.0,4860000.0
2006-11-23,22378,22378,21378,21545,5155,38831.0,4860000.0
2006-11-24,21541,22788,21331,22143,868,39901.0,4860000.0
2006-11-27,22214,22327,21569,22085,843,39803.0,4860000.0
2006-11-28,22077,22077,21298,21572,2323,38880.0,4860000.0
2006-11-29,21566,21566,20357,20363,74198,36693.0,4860000.0
2006-11-30,20893,21296,20377,20765,4588,37422.0,4860000.0
2006-12-01,20628,20730,20144,20144,83872,36304.0,4860000.0
2006-12-04,20144,20252,19951,20064,3756,36158.0,4860000.0
2006-12-05,20198,20198,19682,20171,1997,36353.0,4860000.0
2006-12-06,20547,20757,19950,20171,2788,36353.0,4860000.0
2006-12-07,20166,20730,19139,19145,2254,34506.0,4860000.0
2006-12-08,18627,19304,18203,19283,1002,34749.0,4860000.0
2006-12-11,19627,19815,18896,19386,182,34943.0,4860000.0
2006-12-12,19113,19597,18598,18824,28717,33923.0,4860000.0
2006-12-13,19302,19645,18818,18824,6187,33923.0,4860000.0
2006-12-14,19996,20243,18464,19685,4846,35478.0,4860000.0
2006-12-15,20357,20357,20088,20363,2869,36693.0,4860000.0
2006-12-18,21026,21026,19414,19957,2717,35964.0,4860000.0
2006-12-19,21278,21278,19493,20252,7019,36499.0,4860000.0
2006-12-20,19945,22595,19945,22112,7768,39852.0,4860000.0
2006-12-21,22483,22483,20382,20898,5133,37665.0,4860000.0
2006-12-22,21079,21079,20219,20225,1413,36450.0,4860000.0
2006-12-26,21025,21025,20192,20225,2459,36450.0,4860000.0
2006-12-27,21783,21783,20272,20278,158,36547.0,4860000.0
2006-12-28,22510,22510,20248,20872,201,37616.0,4860000.0
2007-01-02,21832,21832,20730,21273,691,38345.0,4860000.0
2007-01-03,20816,20816,19902,20144,2115,36304.0,4860000.0
2007-01-04,20136,20136,19056,19685,3555,35478.0,4860000.0
2007-01-05,19278,20842,19278,20412,303,36790.0,4860000.0
2007-01-08,20540,20755,19492,20573,334,37082.0,4860000.0
2007-01-09,20599,20599,19948,20443,126,36839.0,4860000.0
2007-01-10,20460,20460,19918,20305,822,36596.0,4860000.0
2007-01-11,20440,20494,19822,19903,657,35867.0,4860000.0
2007-01-12,21410,21410,19674,20443,1279,36839.0,4860000.0
2007-01-15,20436,21511,20216,20738,381,37373.0,4860000.0
2007-01-16,21022,21022,19464,20658,1249,37228.0,4860000.0
2007-01-17,20224,20648,19761,20412,133,36790.0,4860000.0
2007-01-18,20462,20973,20409,20979,605,37811.0,4860000.0
2007-01-19,21022,21022,20216,20845,66,37568.0,4860000.0
2007-01-22,17791,21435,17791,19930,245,35915.0,4860000.0
2007-01-23,20215,20215,19135,20006,1141,36061.0,4860000.0
2007-01-24,20941,20941,19243,19845,123,35770.0,4860000.0
2007-01-25,20465,20465,19493,20412,32,36790.0,4860000.0
2007-01-26,19035,20464,19035,19524,449,35186.0,4860000.0
2007-01-29,19249,19818,19222,19819,457,35721.0,4860000.0
2007-01-30,21022,21022,19942,20845,1053,37568.0,4860000.0
2007-01-31,21198,21198,19822,20091,585,36207.0,4860000.0
2007-02-01,19915,19915,19297,19685,1632,35478.0,4860000.0
2007-02-02,19758,20091,19360,19957,520,35964.0,4860000.0
2007-02-05,21297,21297,19459,19685,1239,35478.0,4860000.0
2007-02-06,19820,19820,19251,19283,1935,34749.0,4860000.0
2007-02-07,19279,19279,18870,19145,1792,34506.0,4860000.0
2007-02-08,19139,19139,18870,19145,282,34506.0,4860000.0
2007-02-09,18602,19097,17844,19011,1592,34263.0,4860000.0
2007-02-12,18871,19650,18871,18984,2440,34214.0,4860000.0
2007-02-13,19253,19253,18871,19011,1159,34263.0,4860000.0
2007-02-14,19361,19361,18598,18636,1158,33583.0,4860000.0
2007-02-15,18814,18814,18680,18685,833,33680.0,4860000.0
2007-02-16,18868,18868,17900,18685,2211,33680.0,4860000.0
2007-02-20,18253,19360,17930,18958,11904,34166.0,4860000.0
2007-02-21,19755,19755,18599,18605,4365,33534.0,4860000.0
2007-02-22,18599,19384,18357,18605,18966,33534.0,4860000.0
2007-02-23,18599,18599,18362,18476,5564,33291.0,4860000.0
2007-02-26,18464,18464,17519,17530,11956,31590.0,4860000.0
2007-02-27,17554,18258,17016,17017,151400,30667.0,4860000.0
2007-02-28,16527,16984,16447,16990,3259,30618.0,4860000.0
2007-03-02,16334,18871,16205,16990,14569,30618.0,4860000.0
2007-03-05,16990,16990,16286,16936,1202,30521.0,4860000.0
2007-03-06,17285,17285,16361,16963,3349,30569.0,4860000.0
2007-03-07,16952,17253,16656,16990,1357,30618.0,4860000.0
2007-03-08,17059,17177,16446,17151,1313,30910.0,4860000.0
2007-03-09,16679,17840,16577,17771,7004,32027.0,4860000.0
2007-03-12,17464,18302,17388,17878,6309,32222.0,4860000.0
2007-03-13,17653,17949,17390,17530,7868,31590.0,4860000.0
2007-03-14,17365,17844,16742,17097,2971,30812.0,4860000.0
2007-03-15,17203,18440,17144,17258,4822,31104.0,4860000.0
2007-03-16,17011,17790,16904,16990,7166,30618.0,4860000.0
2007-03-19,16983,17521,16929,17258,18728,31104.0,4860000.0
2007-03-20,17522,17522,16581,16990,5148,30618.0,4860000.0
2007-03-21,17253,17253,16796,16990,5030,30618.0,4860000.0
2007-03-22,17222,17222,16497,16771,5549,30229.0,4860000.0
2007-03-23,16927,17754,16572,16771,4157,30229.0,4860000.0
2007-03-26,16760,16760,16470,16771,4715,30229.0,4860000.0
2007-03-27,16760,17518,16551,16771,3098,30229.0,4860000.0
2007-03-28,16734,16734,16444,16611,2888,29938.0,4860000.0
2007-03-29,16445,16708,16283,16343,5045,29452.0,4860000.0
2007-03-30,16337,16579,16176,16397,3524,29549.0,4860000.0
2007-04-02,16176,16606,16176,16290,1388,29354.0,4860000.0
2007-04-03,16285,16446,16129,16124,5795,29063.0,4860000.0
2007-04-04,16365,16365,15957,16049,6621,28917.0,4860000.0
2007-04-05,16313,16313,15771,15776,13645,28431.0,4860000.0
2007-04-06,15984,16145,15554,16151,2225,29111.0,4860000.0
2007-04-09,16446,16656,15930,16178,2708,29160.0,4860000.0
2007-04-10,16523,16685,16174,16642,5698,29986.0,4860000.0
2007-04-11,16653,16981,16443,16691,6273,30083.0,4860000.0
2007-04-12,16444,16874,16207,16584,12936,29889.0,4860000.0
2007-04-13,16579,16579,16149,16397,3328,29549.0,4860000.0
2007-04-16,16600,16600,16202,16530,3113,29792.0,4860000.0
2007-04-17,16709,16709,16177,16419,10722,29597.0,4860000.0
2007-04-18,16149,16499,16128,16290,7361,29354.0,4860000.0
2007-04-19,16527,16527,16145,16151,4011,29111.0,4860000.0
2007-04-20,16063,16332,16063,16343,9563,29452.0,4860000.0
2007-04-23,16419,16500,16145,16178,9935,29160.0,4860000.0
2007-04-24,16063,16332,16010,16263,6642,29306.0,4860000.0
2007-04-25,16178,16178,16065,16071,4498,28966.0,4860000.0
2007-04-26,16042,16391,16042,16290,8801,29354.0,4860000.0
2007-04-27,16391,16391,14424,16316,1590,29403.0,4860000.0
2007-04-30,15501,16313,15501,15910,922,28674.0,4860000.0
2007-05-02,16102,16317,15876,16049,8117,28917.0,4860000.0
2007-05-03,15626,16040,15626,15799,2975,28480.0,4860000.0
2007-05-04,15797,15904,15716,15910,2111,28674.0,4860000.0
2007-05-07,15986,15986,15395,15826,2911,28528.0,4860000.0
2007-05-08,15416,15819,15282,15643,1578,28188.0,4860000.0
2007-05-09,15633,15633,15208,15504,2913,27945.0,4860000.0
2007-05-10,15179,15447,14829,15018,7623,27070.0,4860000.0
2007-05-11,15014,15014,14633,14719,6737,26536.0,4860000.0
2007-05-14,14552,14826,14020,14590,9338,26293.0,4860000.0
2007-05-15,14713,15094,14041,14563,18250,26244.0,4860000.0
2007-05-16,14823,15097,14097,14103,7857,25418.0,4860000.0
2007-05-17,14208,14208,13359,13510,8225,24349.0,4860000.0
2007-05-18,13534,14641,13534,13889,3111,25029.0,4860000.0
2007-05-21,13744,14179,13744,14019,1558,25272.0,4860000.0
2007-05-22,13802,14179,13749,13943,2623,25126.0,4860000.0
2007-05-23,13767,13906,13476,13724,2054,24737.0,4860000.0
2007-05-25,13741,14063,13424,13483,2981,24300.0,4860000.0
2007-05-28,13505,14639,13505,14242,10045,25661.0,4860000.0
2007-05-29,14291,14635,14044,14077,4101,25369.0,4860000.0
2007-05-30,14069,14612,14021,14161,4559,25515.0,4860000.0
2007-05-31,14445,14472,14155,14242,3772,25661.0,4860000.0
2007-06-01,14612,14612,14155,14161,8322,25515.0,4860000.0
2007-06-04,14049,14506,14049,14050,5425,25321.0,4860000.0
2007-06-05,14098,14823,14017,14077,6461,25369.0,4860000.0
2007-06-07,14070,14747,13774,14317,7527,25807.0,4860000.0
2007-06-08,14825,14825,14234,14697,3391,26487.0,4860000.0
2007-06-11,14290,14634,14016,14291,7277,25758.0,4860000.0
2007-06-12,14290,14698,14021,14242,15165,25661.0,4860000.0
2007-06-13,13996,14399,13996,14050,4957,25321.0,4860000.0
2007-06-14,13667,14291,13667,14210,2052,25612.0,4860000.0
2007-06-15,14097,14398,13888,14103,6689,25418.0,4860000.0
2007-06-18,14371,14801,13887,14317,10516,25807.0,4860000.0
