현대바이오(048410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-05-24,146659,156683,138507,139765,14606159,124809.0,111936736.0
2006-05-25,139138,142907,125359,126603,13222225,113056.0,111936736.0
2006-05-26,129122,136019,127238,129110,12985037,115295.0,111936736.0
2006-05-29,130377,140401,129121,136004,14612606,121451.0,111936736.0
2006-05-30,137273,139772,132876,136004,9577374,121451.0,111936736.0
2006-06-01,134127,135384,124104,125976,6445092,112496.0,111936736.0
2006-06-02,129121,130377,120339,124096,4780400,110817.0,111936736.0
2006-06-05,122849,125976,112825,113441,7197422,101303.0,111936736.0
2006-06-07,109053,115948,105298,109054,6966126,97385.0,111936736.0
2006-06-08,107189,115328,105932,112187,7385279,100183.0,111936736.0
2006-06-09,112824,119092,112824,114067,5797929,101862.0,111936736.0
2006-06-12,114691,127228,112821,121589,7462705,108579.0,111936736.0
2006-06-13,117841,121596,116585,117828,4200861,105221.0,111936736.0
2006-06-14,116581,120337,115325,119081,3146434,106340.0,111936736.0
2006-06-15,122224,125979,118468,118455,7121251,105780.0,111936736.0
2006-06-16,119724,124108,117211,118455,4841262,105780.0,111936736.0
2006-06-19,118469,119097,112201,112187,3839284,100183.0,111936736.0
2006-06-20,112197,117209,109056,113441,6981579,101303.0,111936736.0
2006-06-21,114700,115328,111572,112187,3077744,100183.0,111936736.0
2006-06-22,114070,114070,95894,100906,16440470,90109.0,111936736.0
2006-06-23,100921,102163,94652,100279,7019540,89549.0,111936736.0
2006-06-26,99031,99659,94019,96519,10975085,86191.0,111936736.0
2006-06-27,97144,100285,95260,97146,12060346,86751.0,111936736.0
2006-06-28,96517,98402,90878,90878,8510428,81154.0,111936736.0
2006-06-29,90875,94016,88376,92132,9139353,82274.0,111936736.0
2006-06-30,93388,95887,90876,91505,6395887,81714.0,111936736.0
2006-07-03,94022,104046,92138,100906,13421917,90109.0,111936736.0
2006-07-04,100292,100292,94023,94639,7292519,84512.0,111936736.0
2006-07-05,90876,94017,89619,91505,4083642,81714.0,111936736.0
2006-07-06,90252,93393,89010,89624,3913621,80035.0,111936736.0
2006-07-07,89618,90875,82736,85864,10139258,76677.0,111936736.0
2006-07-10,84607,87120,82108,85864,6170497,76677.0,111936736.0
2006-07-11,87124,90879,83354,83984,7129105,74998.0,111936736.0
2006-07-12,83359,84615,81488,82103,4754546,73319.0,111936736.0
2006-07-13,82118,82746,70208,70196,20369220,62685.0,111936736.0
2006-07-14,65180,67694,60169,65182,37597075,58207.0,111936736.0
2006-07-18,63947,64561,55793,55781,25790562,49812.0,111936736.0
2006-07-19,51401,52644,47632,47633,43838271,42536.0,111936736.0
2006-07-20,40740,53279,40740,50766,94209322,45334.0,111936736.0
2006-07-21,50144,58296,48888,53900,68373799,48133.0,111936736.0
2006-07-24,53280,55793,48896,50140,22357372,44775.0,111936736.0
2006-07-25,50776,51404,45136,46379,18000091,41417.0,111936736.0
2006-07-26,47010,52650,45138,50766,34142720,45334.0,111936736.0
2006-07-27,50771,52642,48259,48259,18767042,43096.0,111936736.0
2006-07-28,48260,48888,46375,47633,7404914,42536.0,111936736.0
2006-07-31,48892,48892,45764,46379,5847936,41417.0,111936736.0
2006-08-01,45772,47015,41373,43245,14851272,38618.0,111936736.0
2006-08-02,42630,44515,41373,43245,5593480,38618.0,111936736.0
2006-08-03,43876,43876,41363,41992,5612731,37499.0,111936736.0
2006-08-04,41373,44515,41373,43245,6529309,38618.0,111936736.0
2006-08-07,43246,43874,41361,42619,4369032,38058.0,111936736.0
2006-08-08,41998,47638,41998,45126,12054559,40297.0,111936736.0
2006-08-09,45134,48262,44506,47006,6625667,41976.0,111936736.0
2006-08-10,47631,53899,46374,53900,17357280,48133.0,111936736.0
2006-08-11,58921,61435,53909,55781,27796245,49812.0,111936736.0
2006-08-14,55793,55793,55793,55781,0,49812.0,111936736.0
2006-08-16,55793,55793,55793,55781,0,,
2006-08-17,55793,55793,55793,55781,0,,
2006-08-18,47632,47632,47632,47633,302147,42536.0,111936736.0
2006-08-21,40737,40737,40737,40739,247720,36379.0,111936736.0
2006-08-22,36353,40108,35097,35097,55167794,31342.0,111936736.0
2006-08-23,36353,36353,33841,35097,11340904,31342.0,111936736.0
2006-08-24,35105,35734,30092,31964,10098584,28544.0,111936736.0
2006-08-25,31339,32595,29455,30084,7492002,26865.0,111936736.0
2006-08-28,30718,33846,30090,32590,8428456,29104.0,111936736.0
2006-08-29,33837,33837,30710,30711,5313433,27425.0,111936736.0
2006-08-30,30720,32606,30092,31964,5068087,28544.0,111936736.0
2006-08-31,31966,31966,30082,30711,3742594,27425.0,111936736.0
2006-09-01,30710,30710,30710,30711,0,27425.0,111936736.0
2006-09-04,30710,30710,30710,30711,0,,
2006-09-05,30710,30710,30710,30711,0,,
2006-09-06,30710,30710,30710,30711,0,,
2006-09-07,30710,30710,30710,30711,0,,
2006-09-08,30710,30710,30710,30711,0,,
2006-09-11,30710,30710,30710,30711,0,,
2006-09-12,30710,30710,30710,30711,0,,
2006-09-13,30710,30710,30710,30711,0,,
2006-09-14,30710,30710,30710,30711,0,,
2006-09-15,30710,30710,30710,30711,0,,
2006-09-18,30710,30710,30710,30711,0,,
2006-09-19,30710,30710,30710,30711,0,,
2006-09-20,30710,30710,30710,30711,0,,
2006-09-21,30710,30710,30710,30711,0,,
2006-09-22,30710,30710,30710,30711,0,,
2006-09-25,30710,30710,30710,30711,0,,
2006-09-26,30710,30710,30710,30711,0,,
2006-09-27,30710,30710,30710,30711,0,,
2006-09-28,30710,30710,30710,30711,0,,
2006-09-29,30710,30710,30710,30711,0,,
2006-10-02,30710,30710,30710,30711,0,,
2006-10-04,30710,30710,30710,30711,0,,
2006-10-09,30710,30710,30710,30711,0,,
2006-10-10,30710,30710,30710,30711,0,,
2006-10-11,30710,30710,30710,30711,0,,
2006-10-12,30710,30710,30710,30711,0,,
2006-10-13,30710,30710,30710,30711,0,,
2006-10-16,30710,30710,30710,30711,0,,
2006-10-17,30710,30710,30710,30711,0,,
2006-10-18,30710,30710,30710,30711,0,,
2006-10-19,30710,30710,30710,30711,0,,
2006-10-20,30710,30710,30710,30711,0,,
2006-10-23,30710,30710,30710,30711,0,,
2006-10-24,30710,30710,30710,30711,0,,
2006-10-25,30710,30710,30710,30711,0,,
2006-10-26,30710,30710,30710,30711,0,,
2006-10-27,30710,30710,30710,30711,0,,
2006-10-30,30710,30710,30710,30711,0,,
2006-10-31,30710,30710,30710,30711,0,,
2006-11-01,30710,30710,30710,30711,0,,
2006-11-02,30710,30710,30710,30711,0,,
2006-11-03,30710,30710,30710,30711,0,,
2006-11-06,30710,30710,30710,30711,0,,
2006-11-07,30710,30710,30710,30711,0,,
2006-11-08,30710,30710,30710,30711,0,,
2006-11-09,30710,30710,30710,30711,0,,
2006-11-10,30710,30710,30710,30711,0,,
2006-11-13,30710,30710,30710,30711,0,,
2006-11-14,30710,30710,30710,30711,0,,
2006-11-15,30710,30710,30710,30711,0,,
2006-11-16,30710,30710,30710,30711,0,,
2006-11-17,30710,30710,30710,30711,0,,
2006-11-20,30710,30710,30710,30711,0,,
2006-11-21,30710,30710,30710,30711,0,,
2006-11-22,30710,30710,30710,30711,0,,
2006-11-23,30710,30710,30710,30711,0,,
2006-11-24,30710,30710,30710,30711,0,,
2006-11-27,30710,30710,30710,30711,0,,
2006-11-28,30710,30710,30710,30711,0,,
2006-11-29,30710,30710,30710,30711,0,,
2006-11-30,30710,30710,30710,30711,0,,
2006-12-01,30710,30710,30710,30711,0,,
2006-12-04,30710,30710,30710,30711,0,,
2006-12-05,30710,30710,30710,30711,0,,
2006-12-06,30710,30710,30710,30711,0,,
2006-12-07,30710,30710,30710,30711,0,,
2006-12-08,30710,30710,30710,30711,0,,
2006-12-11,30710,30710,30710,30711,0,,
2006-12-12,30710,30710,30710,30711,0,,
2006-12-13,30710,30710,30710,30711,0,,
2006-12-14,30710,30710,30710,30711,0,,
2006-12-15,30710,30710,30710,30711,0,,
2006-12-18,30710,30710,30710,30711,0,,
2006-12-19,30710,30710,30710,30711,0,,
2006-12-20,30710,30710,30710,30711,0,,
2006-12-21,30710,30710,30710,30711,0,,
2006-12-22,30710,30710,30710,30711,0,,
2006-12-26,30710,30710,30710,30711,0,,
2006-12-27,30710,30710,30710,30711,0,,
2006-12-28,30710,30710,30710,30711,0,,
2007-01-02,30710,30710,30710,30711,0,,
2007-01-03,30710,30710,30710,30711,0,,
2007-01-04,30710,30710,30710,30711,0,,
2007-01-05,30710,30710,30710,30711,0,,
2007-01-08,30710,30710,30710,30711,0,,
2007-01-09,30710,30710,30710,30711,0,,
2007-01-10,30710,30710,30710,30711,0,,
2007-01-11,30710,30710,30710,30711,0,,
2007-01-12,30710,30710,30710,30711,0,,
2007-01-15,30710,30710,30710,30711,0,,
2007-01-16,30710,30710,30710,30711,0,,
2007-01-17,30710,30710,30710,30711,0,,
2007-01-18,30710,30710,30710,30711,0,,
2007-01-19,30710,30710,30710,30711,0,,
2007-01-22,30710,30710,30710,30711,0,,
2007-01-23,30710,30710,30710,30711,0,,
2007-01-24,30710,30710,30710,30711,0,,
2007-01-25,30710,30710,30710,30711,0,,
2007-01-26,30710,30710,30710,30711,0,,
2007-01-29,30710,30710,30710,30711,0,,
2007-01-30,30710,30710,30710,30711,0,,
2007-01-31,30710,30710,30710,30711,0,,
2007-02-01,30710,30710,30710,30711,0,,
2007-02-02,30710,30710,30710,30711,0,,
2007-02-05,30710,30710,30710,30711,0,,
2007-02-06,30710,30710,30710,30711,0,,
2007-02-07,30710,30710,30710,30711,0,,
2007-02-08,30710,30710,30710,30711,0,,
2007-02-09,30710,30710,30710,30711,0,,
2007-02-12,30710,30710,30710,30711,0,,
2007-02-13,30710,30710,30710,30711,0,,
2007-02-14,30710,30710,30710,30711,0,,
2007-02-15,30710,30710,30710,30711,0,,
2007-02-16,30710,30710,30710,30711,0,,
2007-02-20,30710,30710,30710,30711,0,,
2007-02-21,30710,30710,30710,30711,0,,
2007-02-22,30710,30710,30710,30711,0,,
2007-02-23,30710,30710,30710,30711,0,,
2007-02-26,30710,30710,30710,30711,0,,
2007-02-27,30710,30710,30710,30711,0,,
2007-02-28,30710,30710,30710,30711,0,,
2007-03-02,30710,30710,30710,30711,0,,
2007-03-05,30710,30710,30710,30711,0,,
2007-03-06,30710,30710,30710,30711,0,,
2007-03-07,30710,30710,30710,30711,0,,
2007-03-08,30710,30710,30710,30711,0,,
2007-03-09,30710,30710,30710,30711,0,,
2007-03-12,30710,30710,30710,30711,0,,
2007-03-13,30710,30710,30710,30711,0,,
2007-03-14,30710,30710,30710,30711,0,,
2007-03-15,30710,30710,30710,30711,0,,
2007-03-16,30710,30710,30710,30711,0,,
2007-03-19,30710,30710,30710,30711,0,,
2007-03-20,30710,30710,30710,30711,0,,
2007-03-21,30710,30710,30710,30711,0,,
2007-03-22,30710,30710,30710,30711,0,,
2007-03-23,30710,30710,30710,30711,0,,
2007-03-26,30710,30710,30710,30711,0,,
2007-03-27,30710,30710,30710,30711,0,,
2007-03-28,30710,30710,30710,30711,0,,
2007-03-29,30710,30710,30710,30711,0,,
2007-03-30,30710,30710,30710,30711,0,,
2007-04-02,30710,30710,30710,30711,0,,
2007-04-03,30710,30710,30710,30711,0,,
2007-04-04,30710,30710,30710,30711,0,,
2007-04-05,30710,30710,30710,30711,0,,
2007-04-06,30710,30710,30710,30711,0,,
2007-04-09,30710,30710,30710,30711,0,,
2007-04-10,30710,30710,30710,30711,0,,
2007-04-11,30710,30710,30710,30711,0,,
2007-04-12,30710,30710,30710,30711,0,,
2007-04-13,30710,30710,30710,30711,0,,
2007-04-16,30710,30710,30710,30711,0,,
2007-04-17,30710,30710,30710,30711,0,,
2007-04-18,30710,30710,30710,30711,0,,
2007-04-19,30710,30710,30710,30711,0,,
2007-04-20,30710,30710,30710,30711,0,,
2007-04-23,30710,30710,30710,30711,0,,
2007-04-24,30710,30710,30710,30711,0,,
2007-04-25,30710,30710,30710,30711,0,,
2007-04-26,30710,30710,30710,30711,0,,
2007-04-27,30710,30710,30710,30711,0,,
2007-04-30,30710,30710,30710,30711,0,,
2007-05-02,30710,30710,30710,30711,0,,
2007-05-03,30710,30710,30710,30711,0,,
2007-05-04,30710,30710,30710,30711,0,,
2007-05-07,30710,30710,30710,30711,0,,
2007-05-08,30710,30710,30710,30711,0,,
2007-05-09,30710,30710,30710,30711,0,,
2007-05-10,30710,30710,30710,30711,0,,
2007-05-11,30710,30710,30710,30711,0,,
2007-05-14,30710,30710,30710,30711,0,,
2007-05-15,30710,30710,30710,30711,0,,
2007-05-16,30710,30710,30710,30711,0,,
2007-05-17,30710,30710,30710,30711,0,,
2007-05-18,30710,30710,30710,30711,0,,
2007-05-21,30710,30710,30710,30711,0,,
2007-05-22,30710,30710,30710,30711,0,,
2007-05-23,30710,30710,30710,30711,0,,
2007-05-25,30710,30710,30710,30711,0,,
2007-05-28,30710,30710,30710,30711,0,,
2007-05-29,30710,30710,30710,30711,0,,
2007-05-30,30710,30710,30710,30711,0,,
2007-05-31,30710,30710,30710,30711,0,,
2007-06-01,30710,30710,30710,30711,0,,
2007-06-04,30710,30710,30710,30711,0,,
2007-06-05,30710,30710,30710,30711,0,,
2007-06-07,30710,30710,30710,30711,0,,
2007-06-08,30710,30710,30710,30711,0,,
2007-06-11,30710,30710,30710,30711,0,,
2007-06-12,30710,30710,30710,30711,0,,
2007-06-13,30710,30710,30710,30711,0,,
2007-06-14,30710,30710,30710,30711,0,,
2007-06-15,30710,30710,30710,30711,0,,
2007-06-18,30710,30710,30710,30711,0,,
2007-06-19,30710,30710,30710,30711,0,,
2007-06-20,30710,30710,30710,30711,0,,
2007-06-21,30710,30710,30710,30711,0,,
2007-06-22,30710,30710,30710,30711,0,,
2007-06-25,30710,30710,30710,30711,0,,
2007-06-26,30710,30710,30710,30711,0,,
2007-06-27,30710,30710,30710,30711,0,,
2007-06-28,30710,30710,30710,30711,0,,
2007-06-29,30710,30710,30710,30711,0,,
2007-07-02,30710,30710,30710,30711,0,,
2007-07-03,30710,30710,30710,30711,0,,
2007-07-04,30710,30710,30710,30711,0,,
2007-07-05,30710,30710,30710,30711,0,,
2007-07-06,30710,30710,30710,30711,0,,
2007-07-09,30710,30710,30710,30711,0,,
2007-07-10,30710,30710,30710,30711,0,,
2007-07-11,30710,30710,30710,30711,0,,
2007-07-12,30710,30710,30710,30711,0,,
2007-07-13,30710,30710,30710,30711,0,,
2007-07-16,30710,30710,30710,30711,0,,
2007-07-18,30710,30710,30710,30711,0,,
2007-07-19,30710,30710,30710,30711,0,,
2007-07-20,30710,30710,30710,30711,0,,
2007-07-23,30710,30710,30710,30711,0,,
2007-07-24,30710,30710,30710,30711,0,,
2007-07-25,30710,30710,30710,30711,0,,
2007-07-26,30710,30710,30710,30711,0,,
2007-07-27,30710,30710,30710,30711,0,,
2007-07-30,30710,30710,30710,30711,0,,
2007-07-31,30710,30710,30710,30711,0,,
2007-08-01,30710,30710,30710,30711,0,,
2007-08-02,30710,30710,30710,30711,0,,
2007-08-03,30710,30710,30710,30711,0,,
2007-08-06,30710,30710,30710,30711,0,,
2007-08-07,30710,30710,30710,30711,0,,
2007-08-08,30710,30710,30710,30711,0,,
2007-08-09,30710,30710,30710,30711,0,,
2007-08-10,30710,30710,30710,30711,0,,
2007-08-13,30710,30710,30710,30711,0,,
2007-08-14,30710,30710,30710,30711,0,,
2007-08-16,30710,30710,30710,30711,0,,
2007-08-17,30710,30710,30710,30711,0,,
2007-08-20,30710,30710,30710,30711,0,,
2007-08-21,30710,30710,30710,30711,0,,
2007-08-22,30710,30710,30710,30711,0,,
2007-08-23,30710,30710,30710,30711,0,,
2007-08-24,30710,30710,30710,30711,0,,
2007-08-27,30710,30710,30710,30711,0,,
2007-08-28,30710,30710,30710,30711,0,,
2007-08-29,30710,30710,30710,30711,0,,
2007-08-30,30710,30710,30710,30711,0,,
2007-08-31,30710,30710,30710,30711,0,,
2007-09-03,30710,30710,30710,30711,0,,
2007-09-04,30710,30710,30710,30711,0,,
2007-09-05,30710,30710,30710,30711,0,,
2007-09-06,30710,30710,30710,30711,0,,
2007-09-07,30710,30710,30710,30711,0,,
2007-09-10,30710,30710,30710,30711,0,,
2007-09-11,30710,30710,30710,30711,0,,
2007-09-12,30710,30710,30710,30711,0,,
2007-09-13,30710,30710,30710,30711,0,,
2007-09-14,30710,30710,30710,30711,0,,
2007-09-17,30710,30710,30710,30711,0,,
2007-09-18,30710,30710,30710,30711,0,,
2007-09-19,30710,30710,30710,30711,0,,
2007-09-20,30710,30710,30710,30711,0,,
2007-09-21,30710,30710,30710,30711,0,,
2007-09-27,30710,30710,30710,30711,0,,
2007-09-28,30710,30710,30710,30711,0,,
2007-10-01,30710,30710,30710,30711,0,,
2007-10-02,30710,30710,30710,30711,0,,
2007-10-04,30710,30710,30710,30711,0,,
2007-10-05,30710,30710,30710,30711,0,,
2007-10-08,30710,30710,30710,30711,0,,
2007-10-09,30710,30710,30710,30711,0,,
2007-10-10,30710,30710,30710,30711,0,,
2007-10-11,30710,30710,30710,30711,0,,
2007-10-12,30710,30710,30710,30711,0,,
2007-10-15,30710,30710,30710,30711,0,,
2007-10-16,30710,30710,30710,30711,0,,
2007-10-17,30710,30710,30710,30711,0,,
2007-10-18,30710,30710,30710,30711,0,,
2007-10-19,30710,30710,30710,30711,0,,
2007-10-22,30710,30710,30710,30711,0,,
2007-10-23,30710,30710,30710,30711,0,,
2007-10-24,30710,30710,30710,30711,0,,
2007-10-25,30710,30710,30710,30711,0,,
2007-10-26,30710,30710,30710,30711,0,,
2007-10-29,30710,30710,30710,30711,0,,
2007-10-30,30710,30710,30710,30711,0,,
2007-10-31,30710,30710,30710,30711,0,,
2007-11-01,30710,30710,30710,30711,0,,
2007-11-02,30710,30710,30710,30711,0,,
2007-11-05,30710,30710,30710,30711,0,,
2007-11-06,30710,30710,30710,30711,0,,
2007-11-07,30710,30710,30710,30711,0,,
2007-11-08,30710,30710,30710,30711,0,,
2007-11-09,30710,30710,30710,30711,0,,
2007-11-12,30710,30710,30710,30711,0,,
2007-11-13,30710,30710,30710,30711,0,,
2007-11-14,30710,30710,30710,30711,0,,
2007-11-15,30710,30710,30710,30711,0,,
2007-11-16,30710,30710,30710,30711,0,,
2007-11-19,30710,30710,30710,30711,0,,
2007-11-20,30710,30710,30710,30711,0,,
2007-11-21,30710,30710,30710,30711,0,,
2007-11-22,30710,30710,30710,30711,0,,
2007-11-23,30710,30710,30710,30711,0,,
2007-11-26,30710,30710,30710,30711,0,,
2007-11-27,30710,30710,30710,30711,0,,
2007-11-28,30710,30710,30710,30711,0,,
2007-11-29,30710,30710,30710,30711,0,,
2007-11-30,30710,30710,30710,30711,0,,
2007-12-03,30710,30710,30710,30711,0,,
2007-12-04,30710,30710,30710,30711,0,,
2007-12-05,30710,30710,30710,30711,0,,
2007-12-06,30710,30710,30710,30711,0,,
2007-12-07,30710,30710,30710,30711,0,,
2007-12-10,30710,30710,30710,30711,0,,
2007-12-11,30710,30710,30710,30711,0,,
2007-12-12,30710,30710,30710,30711,0,,
2007-12-13,0,0,0,30711,0,,
2007-12-14,30710,30710,30710,30711,0,,
2007-12-17,30710,30710,30710,30711,0,,
2007-12-18,30710,30710,30710,30711,0,,
2007-12-20,30710,30710,30710,30711,0,,
2007-12-21,30710,30710,30710,30711,0,,
2007-12-24,30710,30710,30710,30711,0,,
2007-12-26,30710,30710,30710,30711,0,,
2007-12-27,30710,30710,30710,30711,0,,
2007-12-28,30710,30710,30710,30711,0,,
2008-01-02,30710,30710,30710,30711,0,,
2008-01-03,30710,30710,30710,30711,0,,
2008-01-04,30710,30710,30710,30711,0,,
2008-01-07,30710,30710,30710,30711,0,,
2008-01-08,30710,30710,30710,30711,0,,
2008-01-09,30710,30710,30710,30711,0,,
2008-01-10,30710,30710,30710,30711,0,,
2008-01-11,30710,30710,30710,30711,0,,
2008-01-14,30710,30710,30710,30711,0,,
2008-01-15,30710,30710,30710,30711,0,,
2008-01-16,30710,30710,30710,30711,0,,
2008-01-17,30710,30710,30710,30711,0,,
2008-01-18,30710,30710,30710,30711,0,,
2008-01-21,30710,30710,30710,30711,0,,
2008-01-22,30710,30710,30710,30711,0,,
2008-01-23,30710,30710,30710,30711,0,,
2008-01-24,30710,30710,30710,30711,0,,
2008-01-25,30710,30710,30710,30711,0,,
2008-01-28,30710,30710,30710,30711,0,,
2008-01-29,30710,30710,30710,30711,0,,
2008-01-30,30710,30710,30710,30711,0,,
2008-01-31,30710,30710,30710,30711,0,,
2008-02-01,30710,30710,30710,30711,0,,
2008-02-04,30710,30710,30710,30711,0,,
2008-02-05,30710,30710,30710,30711,0,,
2008-02-11,30710,30710,30710,30711,0,,
2008-02-12,30710,30710,30710,30711,0,,
2008-02-13,30710,30710,30710,30711,0,,
2008-02-14,30710,30710,30710,30711,0,,
2008-02-15,30710,30710,30710,30711,0,,
2008-02-18,30710,30710,30710,30711,0,,
2008-02-19,30710,30710,30710,30711,0,,
2008-02-20,30710,30710,30710,30711,0,,
2008-02-21,30710,30710,26103,26104,3169830,178130.0,95256935.0
2008-02-22,22195,22195,22195,22195,79612,151663.0,95385362.0
2008-02-25,18914,18914,18914,18915,136103,129247.0,95385362.0
2008-02-26,16820,17518,16123,16123,19570619,110170.0,95385362.0
2008-02-27,15076,15355,13749,13750,6951922,95243.0,96693900.0
2008-02-28,12074,13400,11865,12773,40589947,88475.0,96693900.0
2008-02-29,12982,14657,12702,14657,18508056,101529.0,96693900.0
2008-03-03,14378,16820,14029,15006,27669385,103946.0,96693900.0
2008-03-04,15355,15843,14308,14518,6582663,100562.0,96693900.0
2008-03-05,14378,14517,13540,13750,5036562,95243.0,96693900.0
2008-03-06,13819,13889,13051,13261,4958021,91859.0,96693900.0
2008-03-07,13540,14587,12912,13890,5336089,96210.0,96693900.0
2008-03-10,13819,14238,12563,12773,3515101,88475.0,96693900.0
2008-03-11,12982,13051,12284,12563,1998997,87025.0,96693900.0
2008-03-12,12912,13121,12144,12145,2149740,84124.0,96693900.0
2008-03-13,12284,12633,11307,11516,3198009,79772.0,96693900.0
2008-03-14,11865,13121,11586,12005,6961121,83157.0,96693900.0
2008-03-17,11865,12074,10399,11028,4011516,76388.0,96693900.0
2008-03-18,11167,11446,10748,11028,1661411,76388.0,96693900.0
2008-03-19,11446,11586,10748,10749,2042382,74454.0,96693900.0
2008-03-20,10678,11027,10260,10330,2382622,71553.0,96693900.0
2008-03-21,10469,10469,9492,9981,4066783,69136.0,96693900.0
2008-03-24,9980,10050,9631,9981,2566112,69136.0,96693900.0
2008-03-25,10050,11376,10050,10958,7438164,75905.0,96693900.0
2008-03-26,10958,10958,10329,10609,2019942,73487.0,96693900.0
2008-03-27,10469,10469,9911,10190,2548751,70587.0,96693900.0
2008-03-28,10190,10399,9841,9911,2551135,68653.0,96693900.0
2008-03-31,9980,10050,9701,9911,1976426,68653.0,96693900.0
2008-04-01,9980,11097,9980,10400,3994678,72037.0,96693900.0
2008-04-02,10609,10609,9841,10609,5434134,73487.0,96693900.0
2008-04-03,10678,10818,10190,10609,2832008,73487.0,96693900.0
2008-04-04,10469,10678,10120,10469,3325332,72520.0,96693900.0
2008-04-07,10399,10469,10120,10121,2544185,70103.0,96693900.0
2008-04-08,10120,10609,10050,10539,3155100,73004.0,96693900.0
2008-04-10,10539,11795,10329,11307,8493108,78322.0,96693900.0
2008-04-11,11446,12772,11307,12494,11117398,86541.0,96693900.0
2008-04-14,12912,13540,12284,13261,8178858,91859.0,96693900.0
2008-04-15,13261,13470,11725,12075,7807173,83640.0,96693900.0
2008-04-16,12423,12772,11307,12075,4893800,83640.0,96693900.0
2008-04-17,12144,12284,11586,12145,3234891,84124.0,96693900.0
2008-04-18,12284,12493,11725,12075,3013472,83640.0,96693900.0
2008-04-21,11865,12074,11516,11586,2515496,80256.0,96693900.0
2008-04-22,11586,11795,11167,11796,2752389,81706.0,96693900.0
2008-04-23,11795,13540,11446,13541,12390179,93793.0,96693900.0
2008-04-24,14378,15425,13819,14518,17571199,100562.0,96693900.0
2008-04-25,14447,14657,13400,13401,6807547,92826.0,96693900.0
2008-04-28,13121,13261,12354,12563,5686704,87025.0,96693900.0
2008-04-29,12702,14098,12423,13261,7300341,91859.0,96693900.0
2008-04-30,13261,13331,12633,13052,2876304,90409.0,96693900.0
2008-05-02,12842,13331,12633,12982,4803584,89925.0,96693900.0
2008-05-06,12842,13261,12702,13122,3019351,90892.0,96693900.0
2008-05-07,13261,13889,13051,13261,5838805,91859.0,96693900.0
2008-05-08,13191,13610,12912,13192,3127973,91376.0,96693900.0
2008-05-09,13191,13331,12912,12912,1587718,89442.0,96693900.0
2008-05-13,12912,13051,12633,12773,1624866,88475.0,96693900.0
2008-05-14,12772,12842,12354,12424,1721852,86058.0,96693900.0
2008-05-15,12284,12702,12214,12284,1333013,85091.0,96693900.0
2008-05-16,12423,12423,11795,11796,2322423,81706.0,96693900.0
2008-05-19,11725,12354,11516,11865,1960048,82190.0,96693900.0
2008-05-20,11865,12144,11516,11586,1407853,80256.0,96693900.0
2008-05-21,11376,11586,10958,11167,1989051,77355.0,96693900.0
2008-05-22,11027,11167,10609,10958,2337492,75905.0,96693900.0
2008-05-23,10958,11167,10748,10888,1377926,75421.0,96693900.0
2008-05-26,10958,11446,10678,11307,2194656,78322.0,96693900.0
2008-05-27,11516,11516,10958,11028,1940332,76388.0,96693900.0
2008-05-28,11097,11725,10888,11028,3226526,76388.0,96693900.0
2008-05-29,11167,11167,10958,11098,1046178,76872.0,96693900.0
2008-05-30,11097,11167,10818,10958,1264719,75905.0,96693900.0
2008-06-02,10958,11027,10748,10818,1056299,74938.0,96693900.0
2008-06-03,10678,10818,10260,10330,2120667,71553.0,96693900.0
2008-06-04,10190,10818,10190,10469,1927458,72520.0,96693900.0
2008-06-05,10469,10958,10469,10609,1020163,73487.0,96693900.0
2008-06-09,10469,10469,10190,10260,1238933,71070.0,96693900.0
2008-06-10,10329,10399,9911,9911,1683793,68653.0,96693900.0
2008-06-11,10050,10329,9980,10190,1530435,70587.0,96693900.0
2008-06-12,10050,10399,9841,9981,2720563,69136.0,96693900.0
2008-06-13,10050,10120,9701,9841,1646231,68169.0,96693900.0
2008-06-16,9980,9980,9631,9632,1215209,66719.0,96693900.0
2008-06-17,9631,11027,9492,11028,7640101,76388.0,96693900.0
2008-06-18,11307,11376,10260,10260,6492116,71070.0,96693900.0
2008-06-19,10120,10190,9841,9841,1895603,68169.0,96693900.0
2008-06-20,10050,11307,10050,11307,8058803,78322.0,96693900.0
2008-06-23,11865,12912,11376,11865,10908277,82190.0,96693900.0
2008-06-24,11935,12005,10818,10888,4645837,75421.0,96693900.0
2008-06-25,10888,11586,10609,11098,2943652,76872.0,96693900.0
2008-06-26,11167,11656,10818,11028,2645368,76388.0,96693900.0
2008-06-27,10958,11586,10678,11167,2539287,77355.0,96693900.0
2008-06-30,11237,11237,10678,10749,1794221,74454.0,96693900.0
2008-07-01,10678,11376,10120,10330,3679230,71553.0,96693900.0
2008-07-02,10190,10469,9771,9841,2288975,68169.0,96693900.0
2008-07-03,9631,9980,9073,9841,1290197,68169.0,96693900.0
2008-07-04,9980,10190,9771,9841,1462161,68169.0,96693900.0
2008-07-07,9631,10120,9562,9981,1076863,69136.0,96693900.0
2008-07-08,9980,9980,9492,9562,1286068,66235.0,96693900.0
2008-07-09,9631,9841,9352,9353,1512023,64785.0,96693900.0
2008-07-10,9073,9841,9073,9772,1184414,67686.0,96693900.0
2008-07-11,9631,10050,9631,9841,1282959,68169.0,96693900.0
2008-07-14,9771,10120,9701,9772,1195198,67686.0,96693900.0
2008-07-15,9841,9911,9422,9562,1092847,66235.0,96693900.0
