UCI(038340),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-03-18,25083,25666,24675,25433,242948,37374.0,8572000.0
2002-03-19,25666,26250,25491,25958,237996,38145.0,8572000.0
2002-03-20,25841,25841,24966,25200,243386,37031.0,8572000.0
2002-03-21,24908,26250,24266,26250,254264,38574.0,8572000.0
2002-03-22,26250,26658,25375,25608,432129,37631.0,8572000.0
2002-03-25,24733,25900,24383,24383,212234,35831.0,8572000.0
2002-03-26,24441,25491,24441,25083,278765,36860.0,8572000.0
2002-03-27,25724,27008,25549,26542,573000,39003.0,8572000.0
2002-03-28,27241,28058,26716,27242,627511,40031.0,8572000.0
2002-03-29,26891,27125,26075,27125,174518,39860.0,8572000.0
2002-04-01,27125,28175,26658,28175,416151,41403.0,8572000.0
2002-04-02,28175,29166,26775,29167,1392419,42860.0,8572000.0
2002-04-03,28350,28408,26600,26833,1001536,39431.0,8572000.0
2002-04-04,27066,27416,23623,23625,1383968,34717.0,8572000.0
2002-04-08,22750,23916,21875,22925,410186,33688.0,8572000.0
2002-04-09,22925,24033,22866,22867,377509,33602.0,8572000.0
2002-04-10,22925,23333,22516,22808,288187,33517.0,8572000.0
2002-04-11,23041,25316,23041,25025,340868,36774.0,8572000.0
2002-04-12,24208,26483,24208,26483,242278,38917.0,8572000.0
2002-04-15,26833,27358,26016,26250,167507,38574.0,8572000.0
2002-04-16,24791,26541,24791,25258,155852,37117.0,8572000.0
2002-04-17,25375,25375,24500,24500,280868,36002.0,8572000.0
2002-04-18,24791,25549,24266,25492,124314,37460.0,8572000.0
2002-04-19,25258,25375,24208,24675,124696,36260.0,8572000.0
2002-04-22,24675,24675,21757,22925,252022,33688.0,8572000.0
2002-04-23,22457,23623,22457,22925,98993,33688.0,8572000.0
2002-04-24,22808,23800,22400,23217,105035,34117.0,8572000.0
2002-04-25,22633,22750,22225,22750,66460,33431.0,8572000.0
2002-04-26,23275,24675,23100,24675,150751,36260.0,8572000.0
2002-04-29,24500,25958,23916,25433,656609,37374.0,8572000.0
2002-04-30,25375,25783,24966,25258,185986,37117.0,8572000.0
2002-05-02,25666,26716,24966,26542,221640,39003.0,8572000.0
2002-05-03,25375,26833,25375,26833,160491,39431.0,8572000.0
2002-05-06,26774,27183,26541,26892,134593,39517.0,8572000.0
2002-05-07,27125,28583,26541,28583,383785,42003.0,8572000.0
2002-05-08,28641,29458,28291,28875,297371,42431.0,8572000.0
2002-05-09,29166,29400,28758,29167,213487,42860.0,8572000.0
2002-05-10,28641,29166,28408,28583,210016,42003.0,8572000.0
2002-05-13,28583,30916,28291,30917,391430,45432.0,8572000.0
2002-05-14,30916,31266,29750,30508,455385,44832.0,8572000.0
2002-05-15,30333,30800,30041,30333,368754,44574.0,8572000.0
2002-05-16,30100,30799,28116,28642,354710,42089.0,8572000.0
2002-05-17,28291,28291,26366,27417,186582,40288.0,8572000.0
2002-05-20,27416,28816,27416,28292,192173,41574.0,8572000.0
2002-05-21,28233,28583,27416,28000,97311,41146.0,8572000.0
2002-05-22,27708,28116,27183,28117,113523,41317.0,8572000.0
2002-05-23,28116,29866,28116,29867,197319,43889.0,8572000.0
2002-05-24,29691,30100,28874,29342,194444,43117.0,8572000.0
2002-05-27,29983,30041,28758,28758,192498,42260.0,8572000.0
2002-05-28,28758,28758,25491,27650,175635,40631.0,8572000.0
2002-05-29,27416,27416,26541,27417,172398,40288.0,8572000.0
2002-05-30,27125,27766,26658,26892,81564,39517.0,8572000.0
2002-05-31,26541,27125,25316,25375,126958,37288.0,8572000.0
2002-06-03,25375,25958,24558,25958,52192,38145.0,8572000.0
2002-06-04,26016,26016,24850,24850,47611,36517.0,8572000.0
2002-06-05,24558,26250,24558,26250,83687,38574.0,8572000.0
2002-06-07,26133,27358,25550,26367,130673,38745.0,8572000.0
2002-06-10,26483,27416,26075,26833,229197,39431.0,8572000.0
2002-06-11,26833,27708,26250,27708,97276,40717.0,8572000.0
2002-06-12,27708,28291,27300,27708,242292,40717.0,8572000.0
2002-06-14,28000,28525,27416,28408,178587,41746.0,8572000.0
2002-06-17,28058,28408,27941,27942,122948,41060.0,8572000.0
2002-06-18,28000,30333,28000,30275,282236,44489.0,8572000.0
2002-06-19,30275,30275,28816,29867,235599,43889.0,8572000.0
2002-06-20,30275,31208,29574,30917,439940,45432.0,8572000.0
2002-06-21,30740,30916,29924,30217,239242,44403.0,8572000.0
2002-06-24,29458,29691,27650,28408,287197,41746.0,8572000.0
2002-06-25,27766,28408,26250,26250,150885,38574.0,8572000.0
2002-06-26,25141,26075,23100,23100,373322,33945.0,8572000.0
2002-06-27,22516,24383,22516,23567,109987,34631.0,8572000.0
2002-06-28,23741,25141,23625,25025,226088,36774.0,8572000.0
2002-07-02,24208,25083,24091,25083,62116,36860.0,8572000.0
2002-07-03,25083,25958,24616,25375,126767,37288.0,8572000.0
2002-07-04,25375,26425,24791,24792,188579,36431.0,8572000.0
2002-07-05,25958,25958,25083,25083,123208,36860.0,8572000.0
2002-07-08,25375,25900,24208,24208,86770,35574.0,8572000.0
2002-07-09,24791,25141,24208,25083,155023,36860.0,8572000.0
2002-07-10,24791,25375,24616,25375,77320,37288.0,8572000.0
2002-07-11,25258,25258,24441,24500,50977,36002.0,8572000.0
2002-07-12,23508,24966,23508,24792,83218,36431.0,8572000.0
2002-07-15,23916,24791,23916,24733,57052,36345.0,8572000.0
2002-07-16,24558,25666,24383,24792,52349,36431.0,8572000.0
2002-07-18,25083,25433,24850,25317,89882,37202.0,8572000.0
2002-07-19,25025,25666,24500,24792,75271,36431.0,8572000.0
2002-07-22,23916,24325,23041,23450,87007,34459.0,8572000.0
2002-07-23,23333,24091,23333,23917,74752,35145.0,8572000.0
2002-07-24,23623,23857,23041,23158,88100,34031.0,8572000.0
2002-07-25,23623,24500,23623,23858,111765,35059.0,8572000.0
2002-07-26,23333,24966,23333,24792,65661,36431.0,8572000.0
2002-07-29,24791,25666,24675,25375,88527,37288.0,8572000.0
2002-07-30,25083,28291,25083,27825,126446,40888.0,8572000.0
2002-07-31,28291,28699,27241,27825,106297,40888.0,8572000.0
2002-08-01,27825,29166,27300,27592,93758,40546.0,8572000.0
2002-08-02,27475,28641,27416,28583,87145,42003.0,8572000.0
2002-08-05,28000,28816,26775,27417,69252,40288.0,8572000.0
2002-08-06,27416,27416,24791,25667,101919,37717.0,8572000.0
2002-08-07,26250,26541,24791,25142,50537,36945.0,8572000.0
2002-08-08,25666,26366,24966,25842,61877,37974.0,8572000.0
2002-08-09,26716,26775,25900,26250,28079,38574.0,8572000.0
2002-08-12,26308,27416,26308,26950,35274,39603.0,8572000.0
2002-08-13,26658,28000,26658,27183,36765,39946.0,8572000.0
2002-08-14,27475,28116,26483,27942,65936,41060.0,8572000.0
2002-08-16,28583,28583,27474,27475,37742,40374.0,8572000.0
2002-08-19,27475,28816,27475,28583,121611,42003.0,8572000.0
2002-08-20,28875,30333,28875,30275,156772,44489.0,8572000.0
2002-08-21,30041,30800,29808,30333,111227,44574.0,8572000.0
2002-08-22,30333,33833,30333,33250,277723,48860.0,8572000.0
2002-08-23,33833,35699,32958,35408,368032,52032.0,8572000.0
2002-08-26,35700,35700,34591,35000,161371,51432.0,8572000.0
2002-08-27,35000,35525,34707,35350,173571,51946.0,8572000.0
2002-08-28,35348,38033,31500,35875,598135,52718.0,8572000.0
2002-08-29,35933,36748,35000,36342,188737,53404.0,8572000.0
2002-08-30,36575,37508,35991,36167,276399,53146.0,8572000.0
2002-09-02,36166,36225,35291,36167,107422,53146.0,8572000.0
2002-09-03,36225,37041,35816,36400,134033,53489.0,8572000.0
2002-09-04,35000,36166,34708,35700,66859,52461.0,8572000.0
2002-09-05,35291,35700,33775,34358,118988,50489.0,8572000.0
2002-09-06,33250,36166,33250,36167,111302,53146.0,8572000.0
2002-09-09,36166,36808,35000,35000,72425,51432.0,8572000.0
2002-09-10,34475,36925,34475,36692,93293,53918.0,8572000.0
2002-09-11,36750,39083,36750,38733,191776,56918.0,8572000.0
2002-09-12,38850,39316,38266,38792,120238,57004.0,8572000.0
2002-09-13,39083,39958,38791,39083,171609,57432.0,8572000.0
2002-09-16,38558,39375,38266,38383,66798,56404.0,8572000.0
2002-09-17,39083,40250,38150,39492,124277,58032.0,8572000.0
2002-09-18,39491,39608,38733,38967,83425,57261.0,8572000.0
2002-09-19,38791,40250,38791,40250,80475,59147.0,8572000.0
2002-09-23,40250,40891,39900,40833,80657,60004.0,8572000.0
2002-09-24,40366,41125,40308,40542,93937,59575.0,8572000.0
2002-09-25,40366,41241,39725,39958,87523,58718.0,8572000.0
2002-09-26,40483,42583,40133,40658,93400,59747.0,8572000.0
2002-09-27,41416,41708,40250,40542,68354,59575.0,8572000.0
2002-09-30,40541,40541,38091,38092,103727,55975.0,8572000.0
2002-10-01,37916,39083,37216,38500,141863,56575.0,8572000.0
2002-10-02,39083,39375,38266,38267,66895,56232.0,8572000.0
2002-10-04,37858,37858,35000,36750,163086,54004.0,8572000.0
2002-10-07,36166,36516,35758,36167,58938,53146.0,8572000.0
2002-10-08,35641,36458,34591,35933,105098,52804.0,8572000.0
2002-10-09,36050,36166,35583,35933,58215,52804.0,8572000.0
2002-10-10,35933,36048,34416,35992,84473,52889.0,8572000.0
2002-10-11,36223,40075,35990,39317,94129,57775.0,8572000.0
2002-10-14,39725,41941,39666,41592,169744,61118.0,8572000.0
2002-10-15,42583,42875,41183,42233,112934,62061.0,8572000.0
2002-10-16,42816,42875,41533,42000,80995,61718.0,8572000.0
2002-10-17,41708,42525,41416,42525,101585,62490.0,8572000.0
2002-10-18,42466,44566,42466,44567,121713,65490.0,8572000.0
2002-10-21,44916,44916,43633,43750,87574,64290.0,8572000.0
2002-10-22,44741,44800,43633,44800,114902,65833.0,8572000.0
2002-10-23,44975,45208,44565,44742,126873,65747.0,8572000.0
2002-10-24,44800,47016,44741,46375,168387,68147.0,8572000.0
2002-10-25,45966,46490,45616,45967,108306,67547.0,8572000.0
2002-10-28,45498,45966,44565,45208,170657,66433.0,8572000.0
2002-10-29,45966,46025,44448,44450,106021,65319.0,8572000.0
2002-10-30,44448,45325,42583,42583,129489,62576.0,8572000.0
2002-10-31,42583,44625,42291,44625,140179,65576.0,8572000.0
2002-11-01,44625,44916,44100,44742,118031,65747.0,8572000.0
2002-11-04,44741,45208,44448,44917,102048,66004.0,8572000.0
2002-11-05,44916,46025,44566,44800,109832,65833.0,8572000.0
2002-11-06,44741,45558,44683,44975,113013,66090.0,8572000.0
2002-11-07,44858,44975,44333,44625,114604,65576.0,8572000.0
2002-11-08,44391,44973,43633,44567,132447,65490.0,8572000.0
2002-11-11,44566,45149,43749,44858,89226,65919.0,8572000.0
2002-11-12,44858,44975,44041,44858,147072,65919.0,8572000.0
2002-11-13,44916,45498,44858,44975,70988,66090.0,8572000.0
2002-11-14,44916,45208,43866,44742,149085,65747.0,8572000.0
2002-11-15,44741,44741,44333,44625,64836,65576.0,8572000.0
2002-11-18,44333,44333,42000,42000,126309,61718.0,8572000.0
2002-11-19,40833,42874,36983,36983,192856,54346.0,8572000.0
2002-11-20,34183,34883,32550,32783,324922,48175.0,8572000.0
2002-11-21,32841,35408,32841,35233,230070,51775.0,8572000.0
2002-11-22,35291,38500,35291,37975,214046,55804.0,8572000.0
2002-11-25,38791,40716,38266,40600,153896,59661.0,8572000.0
2002-11-26,41008,41766,40833,41650,121877,61204.0,8572000.0
2002-11-27,41650,41708,41008,41592,136067,61118.0,8572000.0
2002-11-28,42408,43166,42175,42933,212074,63090.0,8572000.0
2002-11-29,45500,45500,42000,42000,185960,61718.0,8572000.0
2002-12-02,42583,43050,40600,42525,328365,62490.0,8572000.0
2002-12-03,42583,42583,40833,41417,141959,60861.0,8572000.0
2002-12-04,40949,40949,36458,36458,844668,53575.0,8572000.0
2002-12-05,33833,36633,32958,36458,431857,53575.0,8572000.0
2002-12-06,36691,37274,35875,36108,181162,53061.0,8572000.0
2002-12-09,35116,36458,32083,33133,305941,48689.0,8572000.0
2002-12-10,33075,36866,33075,36867,248686,54175.0,8572000.0
2002-12-11,37333,38791,36866,38325,224398,56318.0,8572000.0
2002-12-12,37800,39491,37623,39317,192123,57775.0,8572000.0
2002-12-13,38791,40366,38791,39375,193126,57861.0,8572000.0
2002-12-16,39083,39666,37333,38442,116101,56489.0,8572000.0
2002-12-17,38500,40075,38500,39142,175938,57518.0,8572000.0
2002-12-18,39083,39083,38208,38500,147100,56575.0,8572000.0
2002-12-20,38500,39083,37974,38208,58977,56147.0,8572000.0
2002-12-23,38500,38675,36750,37217,112524,54689.0,8572000.0
2002-12-24,36633,37916,35000,37333,102945,54861.0,8572000.0
2002-12-26,37800,37800,36225,37217,91751,54689.0,8572000.0
2002-12-27,36283,37625,36225,37625,61996,55289.0,8572000.0
2002-12-30,37625,37800,36633,37800,39681,55547.0,8572000.0
2003-01-02,38033,39666,37916,39608,60808,58204.0,8572000.0
2003-01-03,39900,40075,39375,39667,77154,58290.0,8572000.0
2003-01-06,39958,40191,39433,39667,25436,58290.0,8572000.0
2003-01-07,39725,41125,38908,39550,70336,58118.0,8572000.0
2003-01-08,39666,39666,38908,39667,39157,58290.0,8572000.0
2003-01-09,39316,39666,38441,38500,47597,56575.0,8572000.0
2003-01-10,39083,39375,37275,38208,59286,56147.0,8572000.0
2003-01-13,38441,39083,36750,37567,77311,55204.0,8572000.0
2003-01-14,37916,37916,36925,37217,36162,54689.0,8572000.0
2003-01-15,36925,38091,36691,37333,44324,54861.0,8572000.0
2003-01-16,37041,37333,36516,37333,34021,54861.0,8572000.0
2003-01-17,37041,37333,35933,35992,60934,52889.0,8572000.0
2003-01-20,36108,37625,35408,37333,45153,54861.0,8572000.0
2003-01-21,37333,37566,36458,37333,48540,54861.0,8572000.0
2003-01-22,36458,37273,36399,36750,28582,54004.0,8572000.0
2003-01-23,36749,37041,35700,36400,30902,53489.0,8572000.0
2003-01-24,35058,36400,34648,35992,56788,52889.0,8572000.0
2003-01-27,35291,35641,35000,35642,58575,52375.0,8572000.0
2003-01-28,35875,35875,35058,35525,38940,52203.0,8572000.0
2003-01-29,35291,35991,34415,35408,25458,52032.0,8572000.0
2003-01-30,35057,35875,35057,35583,25357,52289.0,8572000.0
2003-02-03,35875,35875,35116,35175,21869,51689.0,8572000.0
2003-02-04,35583,36283,35349,35933,34997,52804.0,8572000.0
2003-02-05,36166,36515,35875,36458,26268,53575.0,8572000.0
2003-02-06,36516,36808,35583,36108,23597,53061.0,8572000.0
2003-02-07,36400,36400,35525,35875,23885,52718.0,8572000.0
2003-02-10,35758,35758,32083,35292,49899,51861.0,8572000.0
2003-02-11,34883,35524,32666,34883,50860,51261.0,8572000.0
2003-02-12,34416,34416,32666,32667,89894,48003.0,8572000.0
2003-02-13,32958,35582,32958,34125,48542,50146.0,8572000.0
2003-02-14,33950,34883,33950,34767,35995,51089.0,8572000.0
2003-02-17,35291,35291,34241,35233,35248,51775.0,8572000.0
2003-02-18,35000,35583,34475,35583,34564,52289.0,8572000.0
2003-02-19,35873,35991,35000,35350,36094,51946.0,8572000.0
2003-02-20,35466,35466,34416,35000,39273,51432.0,8572000.0
2003-02-21,35175,35466,34416,35233,29640,51775.0,8572000.0
2003-02-24,35583,35583,34533,35000,56170,51432.0,8572000.0
2003-02-25,35175,35175,34358,35000,38490,51432.0,8572000.0
2003-02-26,35174,35174,33833,34358,29257,50489.0,8572000.0
2003-02-27,34416,34707,34125,34417,47188,50575.0,8572000.0
2003-02-28,34591,35000,34125,35000,17123,51432.0,8572000.0
2003-03-03,35291,35291,34300,34708,38621,51003.0,8572000.0
2003-03-04,34708,34823,33950,34650,29712,50918.0,8572000.0
2003-03-05,34648,34648,33541,34125,52056,50146.0,8572000.0
2003-03-06,34241,34648,33658,34358,93568,50489.0,8572000.0
2003-03-07,33833,34358,32725,33542,69338,49289.0,8572000.0
2003-03-10,33483,35583,33483,34767,67164,51089.0,8572000.0
2003-03-11,35291,35291,33833,33833,20655,49718.0,8572000.0
2003-03-12,33948,34300,33191,33542,40928,49289.0,8572000.0
2003-03-13,33541,34415,31441,32375,39882,47575.0,8572000.0
2003-03-14,32433,33191,30800,32083,92346,47146.0,8572000.0
2003-03-17,32083,32083,30450,31500,35866,46289.0,8572000.0
2003-03-18,32083,34416,31500,31617,73064,46460.0,8572000.0
2003-03-19,31615,31615,30800,31208,29866,45860.0,8572000.0
2003-03-20,31150,32141,30508,31850,100047,46803.0,8572000.0
2003-03-21,31848,31848,30858,31792,43334,46717.0,8572000.0
2003-03-24,32316,32316,30916,30917,62148,45432.0,8572000.0
2003-03-25,30916,30916,29225,30042,84861,44146.0,8572000.0
2003-03-26,30041,31908,29983,30800,173273,45260.0,8572000.0
2003-03-27,31091,31091,29458,29692,52455,43631.0,8572000.0
2003-03-28,29633,30916,29458,30917,84022,45432.0,8572000.0
2003-03-31,31441,31441,30158,30625,64830,45003.0,8572000.0
2003-04-01,30916,32316,30216,32317,49193,47489.0,8572000.0
2003-04-02,32374,33425,32374,32667,72664,48003.0,8572000.0
2003-04-03,32666,33308,32666,33250,99132,48860.0,8572000.0
2003-04-04,32958,33248,32491,32492,46919,47746.0,8572000.0
2003-04-07,32258,32958,32025,32958,94268,48432.0,8572000.0
2003-04-08,32666,34533,32666,34417,89696,50575.0,8572000.0
2003-04-09,34825,35816,33133,33133,50295,48689.0,8572000.0
2003-04-10,33773,34940,33250,34883,28722,51261.0,8572000.0
2003-04-11,35291,36458,35291,36167,91726,53146.0,8572000.0
2003-04-14,36458,37100,35816,36167,88311,53146.0,8572000.0
2003-04-15,36516,36750,35523,35583,51171,52289.0,8572000.0
2003-04-16,33541,35291,33016,34592,183595,50832.0,8572000.0
2003-04-17,34708,35291,34416,35000,56484,51432.0,8572000.0
2003-04-18,35291,35873,34007,34417,153815,50575.0,8572000.0
2003-04-21,34416,35350,33833,34358,42202,50489.0,8572000.0
2003-04-22,34591,34591,32316,32550,68019,47832.0,8572000.0
2003-04-23,32958,32958,29458,30275,246485,44489.0,8572000.0
2003-04-24,29166,29691,26658,26658,82049,39174.0,8572000.0
2003-04-25,23508,25083,23508,24208,1142010,35574.0,8572000.0
2003-04-28,24208,25958,24208,24792,331170,36431.0,8572000.0
2003-04-29,25141,26250,22225,23683,297440,34802.0,8572000.0
2003-04-30,23916,24733,23450,23508,169904,34545.0,8572000.0
2003-05-02,23625,24091,23100,23100,147385,33945.0,8572000.0
2003-05-06,23100,23100,20358,21233,371650,31202.0,8572000.0
2003-05-07,21408,23741,21291,23683,292479,34802.0,8572000.0
2003-05-09,23683,26074,23333,25317,391947,37202.0,8572000.0
2003-05-12,25725,26250,23858,25025,240069,36774.0,8572000.0
2003-05-13,25666,25666,22166,22692,394845,33345.0,8572000.0
2003-05-14,22750,23975,22516,22750,168451,33431.0,8572000.0
2003-05-15,23916,23916,22750,23100,167007,33945.0,8572000.0
2003-05-16,22575,23216,21700,22225,157592,32659.0,8572000.0
2003-05-19,21933,22108,20883,21117,121105,31031.0,8572000.0
2003-05-20,19891,20883,19775,20883,141798,30688.0,8572000.0
2003-05-21,20883,21875,20416,21817,171720,32059.0,8572000.0
2003-05-22,21583,22223,20708,21292,134280,31288.0,8572000.0
2003-05-23,21291,21291,20475,20533,165072,30173.0,8572000.0
2003-05-26,20650,20708,20008,20242,264661,29745.0,8572000.0
2003-05-27,20883,20883,19191,19600,209048,28802.0,8572000.0
2003-05-28,20183,20358,19541,19717,237563,28973.0,8572000.0
2003-05-29,19541,20066,18841,19017,191447,27945.0,8572000.0
2003-05-30,18608,19075,18025,18375,246106,27002.0,8572000.0
2003-06-02,18491,19249,18491,19017,213172,27945.0,8572000.0
2003-06-03,18724,21233,18724,20592,365371,30259.0,8572000.0
2003-06-04,21175,21175,19950,20008,138284,29402.0,8572000.0
2003-06-05,20066,20825,19716,19717,161367,28973.0,8572000.0
2003-06-09,19658,19716,18900,19075,139467,28030.0,8572000.0
2003-06-10,19016,19950,18958,19950,108205,29316.0,8572000.0
2003-06-11,19833,21408,19833,20767,280552,30516.0,8572000.0
2003-06-12,21000,21873,20416,21875,362085,32145.0,8572000.0
2003-06-13,22107,22633,21583,22342,250707,32831.0,8572000.0
2003-06-16,21758,22341,21350,21467,152487,31545.0,8572000.0
2003-06-17,21816,21816,21233,21292,150630,31288.0,8572000.0
2003-06-18,22283,23800,22050,23800,491715,34974.0,8572000.0
2003-06-19,24733,24791,23041,23333,297314,34288.0,8572000.0
2003-06-20,23333,23333,22516,23042,155877,33859.0,8572000.0
2003-06-23,23274,23566,20883,21117,167024,31031.0,8572000.0
2003-06-24,20474,20766,19658,20417,136552,30002.0,8572000.0
2003-06-25,20066,21116,20066,20475,120871,30088.0,8572000.0
2003-06-26,20416,20883,20066,20300,75804,29831.0,8572000.0
2003-06-27,20475,20650,19600,19833,107055,29145.0,8572000.0
2003-06-30,19891,20183,19250,19542,80191,28716.0,8572000.0
2003-07-01,19658,20008,19250,19658,65985,28888.0,8572000.0
2003-07-02,19658,20416,19541,20417,163240,30002.0,8572000.0
2003-07-03,20883,20883,19658,19717,134591,28973.0,8572000.0
2003-07-04,19600,19774,19250,19542,134343,28716.0,8572000.0
2003-07-07,19833,20358,19541,19950,142410,29316.0,8572000.0
2003-07-08,20183,20825,19833,20825,332184,30602.0,8572000.0
2003-07-09,21350,21350,20241,20533,238523,30173.0,8572000.0
2003-07-10,20533,22457,20416,22458,725846,33002.0,8572000.0
2003-07-11,22457,23741,21466,21758,813777,31974.0,8572000.0
2003-07-14,22458,23333,22108,22633,630485,33259.0,8572000.0
2003-07-15,23158,23158,20533,21000,417683,30859.0,8572000.0
2003-07-16,21175,21408,20475,20592,199179,30259.0,8572000.0
2003-07-18,19658,20358,18958,19250,304654,28288.0,8572000.0
2003-07-21,18929,19483,18929,18929,130675,27816.0,8572000.0
2003-07-22,18199,18900,17879,18375,178006,27002.0,8572000.0
2003-07-23,18491,19162,18286,18842,103834,27688.0,8572000.0
2003-07-24,18666,19016,18025,18025,106147,26487.0,8572000.0
2003-07-25,17908,18958,17908,18375,157854,27002.0,8572000.0
2003-07-28,18550,19541,18461,18492,113640,27173.0,8572000.0
2003-07-29,18374,18812,17966,17967,188578,26402.0,8572000.0
2003-07-30,17966,18316,17908,17967,83469,26402.0,8572000.0
2003-07-31,18374,18374,17529,17529,90479,25759.0,8572000.0
2003-08-01,17587,17850,17529,17529,111002,25759.0,8572000.0
2003-08-04,17500,17616,16625,16625,143947,24430.0,8572000.0
2003-08-05,16625,16916,15925,15954,224622,23444.0,8572000.0
2003-08-06,15458,15750,15429,15575,88707,22887.0,8572000.0
2003-08-07,15633,16100,15575,15692,112591,23059.0,8572000.0
2003-08-08,15750,16537,15750,16246,165920,23873.0,8572000.0
