세원(234100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-12-22,4290,4540,4165,4540,293,13348.0,2940000.0
2016-12-23,3900,4130,3900,4130,265,12142.0,2940000.0
2016-12-26,3575,4395,3575,4395,2,12921.0,2940000.0
2016-12-27,4130,4700,4130,4700,246,13818.0,2940000.0
2016-12-28,5000,5000,5000,5000,1,14700.0,2940000.0
2016-12-29,4300,4300,4250,4250,260,12495.0,2940000.0
2017-01-02,3655,3655,3655,3655,1,10746.0,2940000.0
2017-01-03,3900,3900,3900,3900,200,11466.0,2940000.0
2017-01-04,4030,4380,4030,4380,251,12877.0,2940000.0
2017-01-05,3735,4895,3735,4895,5,14391.0,2940000.0
2017-01-06,4350,4350,4350,4350,230,12789.0,2940000.0
2017-01-09,4980,4980,4980,4980,1,14641.0,2940000.0
2017-01-10,4235,4475,4235,4475,242,13156.0,2940000.0
2017-01-11,5120,5120,5120,5120,1,15053.0,2940000.0
2017-01-12,4360,5850,4360,5850,16,17199.0,2940000.0
2017-01-13,4980,4980,4980,4980,150,14641.0,2940000.0
2017-01-16,4300,4300,4235,4235,236,12451.0,2940000.0
2017-01-17,4140,4140,3690,3690,246,10849.0,2940000.0
2017-01-18,3145,3145,3145,3145,1,9246.0,2940000.0
2017-01-19,2680,3600,2680,3600,11,10584.0,2940000.0
2017-01-20,3720,3720,3720,3720,270,10937.0,2940000.0
2017-01-23,3720,3720,3500,3500,281,10290.0,2940000.0
2017-01-24,3505,4025,3505,3505,3,10305.0,2940000.0
2017-01-25,3000,4030,3000,4030,740,11848.0,2940000.0
2017-01-26,4625,4625,4625,4625,1,13598.0,2940000.0
2017-01-31,4990,5290,4990,5290,4,15553.0,2940000.0
2017-02-01,4500,5590,4500,4830,13,14200.0,2940000.0
2017-02-02,4110,4110,4110,4110,247,12083.0,2940000.0
2017-02-03,3510,3510,3510,3510,1,10319.0,2940000.0
2017-02-06,4035,4035,3725,3725,1341,10952.0,2940000.0
2017-02-07,4000,4280,4000,4280,21,12583.0,2940000.0
2017-02-08,4885,4885,4485,4485,30020,13186.0,2940000.0
2017-02-09,5150,5150,5150,5150,1,15141.0,2940000.0
2017-02-10,4380,4915,4380,4380,320,12877.0,2940000.0
2017-02-13,4380,5030,4380,5030,4,14788.0,2940000.0
2017-02-14,4280,4435,4280,4435,6,13039.0,2940000.0
2017-02-15,4990,4990,4990,4990,1,14671.0,2940000.0
2017-02-16,4445,5720,4245,4245,115,12480.0,2940000.0
2017-02-17,4140,4140,4140,4140,250,12172.0,2940000.0
2017-02-20,3940,4495,3780,4495,266,13215.0,2940000.0
2017-02-21,5150,5150,5150,5150,1,15141.0,2940000.0
2017-02-22,4380,4455,4380,4455,6,13098.0,2940000.0
2017-02-23,4130,4130,3900,4130,8,12142.0,2940000.0
2017-02-24,3725,3725,3725,3725,270,10952.0,2940000.0
2017-02-27,4280,4280,4280,4280,1,12583.0,2940000.0
2017-02-28,4100,4100,4100,4100,0,12054.0,2940000.0
2017-03-02,3910,4140,3515,3515,262,10334.0,2940000.0
2017-03-03,3600,4040,3405,3405,704,10011.0,2940000.0
2017-03-06,3100,3100,3100,3100,325,9114.0,2940000.0
2017-03-07,3565,3565,3565,3565,46,10481.0,2940000.0
2017-03-08,4095,4095,3105,3310,81,9731.0,2940000.0
2017-03-09,3805,3805,3805,3805,11,11187.0,2940000.0
2017-03-10,3900,4130,3235,4130,297,12142.0,2940000.0
2017-03-13,4050,4730,4050,4730,523,13906.0,2940000.0
2017-03-14,5410,5410,5410,5410,1,15905.0,2940000.0
2017-03-15,4600,6160,4600,5290,404,15553.0,2940000.0
2017-03-16,6020,6020,6020,6020,1,17699.0,2940000.0
2017-03-17,5120,5960,5120,5960,5,17522.0,2940000.0
2017-03-20,5370,6500,5370,6500,5,19110.0,2940000.0
2017-03-21,7450,7450,7450,7450,1,21903.0,2940000.0
2017-03-22,6340,7430,6340,6340,161,18640.0,2940000.0
2017-03-23,7010,7010,5390,5390,13,15847.0,2940000.0
2017-03-24,5950,5950,5950,5950,1,17493.0,2940000.0
2017-03-27,6710,6710,6710,6710,1,19727.0,2940000.0
2017-03-28,5710,7440,5710,7440,16,21874.0,2940000.0
2017-03-29,6330,6700,6330,6690,162,19669.0,2940000.0
2017-03-30,5860,6190,5860,6190,176,18199.0,2940000.0
2017-03-31,7100,7100,5270,7100,120,20874.0,2940000.0
2017-04-03,6040,6040,6040,6040,130,17758.0,2940000.0
2017-04-04,5380,5380,5140,5370,197,15788.0,2940000.0
2017-04-05,4880,6030,4880,5900,433,17346.0,2940000.0
2017-04-06,5050,5900,5020,5690,586,16729.0,2940000.0
2017-04-07,5010,5290,5010,5290,201,15553.0,2940000.0
2017-04-10,5700,5790,5300,5790,932,17023.0,2940000.0
2017-04-11,6640,6640,6640,6640,1,19522.0,2940000.0
2017-04-12,5650,6000,5650,6000,3,17640.0,2940000.0
2017-04-13,5110,5690,5110,5690,211,16729.0,2940000.0
2017-04-14,4840,5120,4840,5120,287,15053.0,2940000.0
2017-04-17,5870,5870,5870,5870,1,17258.0,2940000.0
2017-04-18,5730,6060,5010,6060,1574,17816.0,2940000.0
2017-04-19,5480,5800,5480,5800,186,17052.0,2940000.0
2017-04-20,6670,6670,5400,5900,352,17346.0,2940000.0
2017-04-21,5500,6700,5020,5020,744,14759.0,2940000.0
2017-04-24,5390,5390,5390,5390,1,15847.0,2940000.0
2017-04-25,4860,5300,4590,5300,2306,15582.0,2940000.0
2017-04-26,6000,6000,4810,4810,301,14141.0,2940000.0
2017-04-27,5100,5100,5100,5100,1,14994.0,2940000.0
2017-04-28,5790,5790,5790,5790,1,17023.0,2940000.0
2017-05-02,5000,6580,4930,5000,320,14700.0,2940000.0
2017-05-04,5690,5690,5690,5690,1,16729.0,2940000.0
2017-05-08,4840,5280,4840,5280,201,15523.0,2940000.0
2017-05-10,4870,5150,4870,5150,213,15141.0,2940000.0
2017-05-11,5140,5140,5140,5140,1,15112.0,2940000.0
2017-05-12,5130,5140,5130,5140,15,15112.0,2940000.0
2017-05-15,5100,5200,4850,4850,3888,14259.0,2940000.0
2017-05-16,4370,4370,4370,4370,285,12848.0,2940000.0
2017-05-17,5000,5020,3725,5010,357,14729.0,2940000.0
2017-05-18,4550,5500,4550,4600,305,13524.0,2940000.0
2017-05-19,3950,5290,3950,5290,3,15553.0,2940000.0
2017-05-22,5290,5290,5290,5290,0,15553.0,2940000.0
2017-05-23,5290,5290,5290,5290,0,,
2017-05-24,5100,5100,5100,5100,200,14994.0,2940000.0
2017-05-25,5100,5100,4505,4505,105,13245.0,2940000.0
2017-05-26,4600,4600,4600,4600,0,13524.0,2940000.0
2017-05-29,4600,4600,4600,4600,0,13524.0,2940000.0
2017-05-30,4600,4600,4600,4600,0,,
2017-05-31,4600,4600,4600,4600,0,,
2017-06-01,4600,4600,4600,4600,0,,
2017-06-02,4600,4600,4600,4600,0,,
2017-06-05,5280,5290,4100,4100,5,12054.0,2940000.0
2017-06-07,4715,4715,4715,4715,7200,13862.0,2940000.0
2017-06-08,5420,5420,5300,5300,80,15582.0,2940000.0
2017-06-09,5990,6000,5990,6000,2,17640.0,2940000.0
2017-06-12,6800,6800,6790,6790,4,19963.0,2940000.0
2017-06-13,7690,7690,5780,7600,1058,22344.0,2940000.0
2017-06-14,6460,6460,6460,6460,150,18992.0,2940000.0
2017-06-15,5520,7400,5520,7400,2028,21756.0,2940000.0
2017-06-16,6310,8400,6310,8400,983,24696.0,2940000.0
2017-06-19,8390,8400,7140,7140,5238,20992.0,2940000.0
2017-06-20,7400,7400,7210,7210,2011,21197.0,2940000.0
2017-06-21,7000,7150,7000,7150,16000,21021.0,2940000.0
2017-06-22,7150,7230,7150,7200,15755,21168.0,2940000.0
2017-06-23,6210,7100,6210,7100,662,20874.0,2940000.0
2017-06-26,7200,7200,7100,7100,3001,20874.0,2940000.0
2017-06-27,6100,7200,6100,7200,6001,21168.0,2940000.0
2017-06-28,7200,7300,7100,7100,15004,20874.0,2940000.0
2017-06-29,7300,7300,7300,7300,999,21462.0,2940000.0
2017-06-30,7500,7500,7100,7100,3008,20874.0,2940000.0
2017-07-03,6040,8090,6040,7100,140,20874.0,2940000.0
2017-07-04,7500,7500,7110,7110,5001,20903.0,2940000.0
2017-07-05,7300,7300,7300,7300,1,21462.0,2940000.0
2017-07-06,7500,7500,7500,7500,5428,22050.0,2940000.0
2017-07-07,7700,7700,7700,7700,5001,22638.0,2940000.0
2017-07-10,7700,7700,7700,7700,9660,22638.0,2940000.0
2017-07-11,7700,7700,7700,7700,0,22638.0,2940000.0
2017-07-12,7700,7700,7700,7700,0,,
2017-07-13,7700,7700,7700,7700,0,,
2017-07-14,7700,7700,7700,7700,0,,
2017-07-17,7700,7700,7700,7700,0,,
2017-07-18,7700,7700,7700,7700,0,,
2017-07-19,7700,7700,7700,7700,0,,
2017-07-20,7800,7800,7800,7800,3285,22932.0,2940000.0
2017-07-21,7800,7800,7800,7800,0,22932.0,2940000.0
2017-07-24,7800,7800,7800,7800,0,,
2017-07-25,7900,7900,7900,7900,1000,23226.0,2940000.0
2017-07-26,7900,7900,7900,7900,0,23226.0,2940000.0
2017-07-27,7900,7900,7900,7900,0,,
2017-07-28,7800,7800,7800,7800,0,22932.0,2940000.0
2017-07-31,7800,7800,7800,7800,0,,
2017-08-01,7800,7800,7800,7800,0,,
2017-08-02,7800,7800,7800,7800,0,,
2017-08-03,7800,7800,7800,7800,0,,
2017-08-04,7800,7800,7800,7800,0,,
2017-08-07,7800,7800,7800,7800,0,,
2017-08-08,7800,7800,7800,7800,0,,
2017-08-09,7800,7800,7800,7800,0,,
2017-08-10,7600,7600,7600,7600,0,22344.0,2940000.0
2017-08-11,6460,6460,6460,6460,3,18992.0,2940000.0
2017-08-14,6460,6460,6460,6460,0,18992.0,2940000.0
2017-08-16,7400,7400,7400,7400,1,21756.0,2940000.0
2017-08-17,7400,7400,7400,7400,0,21756.0,2940000.0
2017-08-18,7390,7390,7390,7390,0,21727.0,2940000.0
2017-08-21,7390,7390,7390,7390,0,21727.0,2940000.0
2017-08-22,7390,7390,7390,7390,0,,
2017-08-23,7390,7390,7390,7390,0,,
2017-08-24,7390,7390,7390,7390,0,,
2017-08-25,7390,7500,7390,7500,3102,22050.0,2940000.0
2017-08-28,7800,7800,7800,7800,627,22932.0,2940000.0
2017-08-29,7800,7800,7800,7800,0,,
2017-08-30,7800,7800,7800,7800,0,,
2017-08-31,7300,7300,7010,7300,1801,21462.0,2940000.0
2017-09-01,7290,7290,7290,7290,0,21433.0,2940000.0
2017-09-04,7280,7280,7280,7280,0,21403.0,2940000.0
2017-09-05,7280,7280,7280,7280,0,21403.0,2940000.0
2017-09-06,7280,7280,7280,7280,0,,
2017-09-07,7280,7280,7280,7280,0,,
2017-09-08,6510,6510,6510,6510,930,19139.0,2940000.0
2017-09-11,6510,6510,6510,6510,0,19139.0,2940000.0
2017-09-12,6610,6610,6610,6610,0,19433.0,2940000.0
2017-09-13,6610,6610,6610,6610,0,19433.0,2940000.0
2017-09-14,6610,6610,6610,6610,0,,
2017-09-15,6610,6610,6610,6610,0,,
2017-09-18,7200,7200,5750,7200,7,21168.0,2940000.0
2017-09-19,7200,7200,7200,7200,0,21168.0,2940000.0
2017-09-20,7200,7200,7200,7200,0,,
2017-09-21,7200,7200,7200,7200,0,,
2017-09-22,7200,7200,7200,7200,0,,
2017-09-25,6230,6230,6230,6230,1,18316.0,2940000.0
2017-09-26,6230,6230,6230,6230,0,18316.0,2940000.0
2017-09-27,6230,6230,6230,6230,0,,
2017-09-28,6230,6230,6230,6230,0,,
2017-09-29,6250,6250,6250,6250,0,18375.0,2940000.0
2017-10-10,6250,6250,6250,6250,0,18375.0,2940000.0
2017-10-11,6250,6250,6250,6250,0,,
2017-10-12,6250,6250,6250,6250,0,,
2017-10-13,6250,6250,6250,6250,0,,
2017-10-16,6250,6250,6250,6250,130,18375.0,2940000.0
2017-10-17,7000,7100,7000,7100,2986,20874.0,2940000.0
2017-10-18,7100,8160,7100,8160,1001,23990.0,2940000.0
2017-10-19,9380,9380,9370,9380,1100,27577.0,2940000.0
2017-10-20,1720,2230,1720,2230,1521930,40508.0,3633000.0
2017-10-23,2890,2890,2890,2890,320449,52497.0,3633000.0
2017-10-24,3100,3270,2330,2410,5342241,43778.0,3633000.0
2017-10-25,2390,2470,2230,2290,1472657,41598.0,3633000.0
2017-10-26,2250,2310,2060,2140,1216873,38873.0,3633000.0
2017-10-27,2120,2170,2030,2050,976333,37238.0,3633000.0
2017-10-30,2150,2170,2030,2030,757663,36875.0,3633000.0
2017-10-31,2020,2070,1934,1994,521431,36221.0,3633000.0
2017-11-01,1980,2110,1956,2110,409987,38328.0,3633000.0
2017-11-02,2080,2080,1958,1990,341520,36148.0,3633000.0
2017-11-03,1978,1980,1902,1916,190142,34804.0,3633000.0
2017-11-06,1954,1964,1878,1962,174690,35640.0,3633000.0
2017-11-07,1970,2110,1922,2020,566624,36693.0,3633000.0
2017-11-08,2000,2100,2000,2080,439654,37783.0,3633000.0
