뉴지랩(214870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-06-28,5375,5750,5375,5550,107177,67600.0,6090056.0
2017-06-29,5575,5625,5325,5375,68269,65468.0,6090056.0
2017-06-30,5325,5650,5250,5400,90836,65773.0,6090056.0
2017-07-03,5325,5400,5075,5150,92770,62728.0,6090056.0
2017-07-04,5100,5225,5075,5125,31489,62423.0,6090056.0
2017-07-05,5225,5750,5225,5600,296455,68209.0,6090056.0
2017-07-06,5675,5950,5600,5600,240074,68209.0,6090056.0
2017-07-07,5600,5750,5425,5700,69904,69427.0,6090056.0
2017-07-10,5650,5825,5600,5600,86686,68209.0,6090056.0
2017-07-11,5600,5750,5450,5450,57149,66382.0,6090056.0
2017-07-12,5425,5550,5200,5375,110020,65468.0,6090056.0
2017-07-13,5300,5425,5175,5275,83589,64250.0,6090056.0
2017-07-14,5250,5350,4910,4995,294499,60840.0,6090056.0
2017-07-17,4900,5050,4880,4995,62243,60840.0,6090056.0
2017-07-18,5025,5025,4550,4725,158287,57551.0,6090056.0
2017-07-19,4690,5100,4670,4900,182123,59683.0,6090056.0
2017-07-20,4825,4880,4735,4750,80082,57856.0,6090056.0
2017-07-21,4975,5025,4750,4865,89681,59256.0,6090056.0
2017-07-24,4865,4865,4650,4655,59670,56698.0,6090056.0
2017-07-25,4655,4700,4495,4525,67152,55115.0,6090056.0
2017-07-26,4610,4735,4545,4595,53267,55968.0,6090056.0
2017-07-27,4595,4720,4550,4660,38649,56759.0,6090056.0
2017-07-28,4660,4700,4585,4685,23642,57064.0,6090056.0
2017-07-31,4690,4690,4570,4605,16534,56089.0,6090056.0
2017-08-01,4600,4785,4600,4665,41249,56820.0,6090056.0
2017-08-02,4740,5175,4740,4990,228842,60779.0,6090056.0
2017-08-03,4990,5100,4870,4900,48203,59683.0,6090056.0
2017-08-04,4875,4935,4645,4715,67920,57429.0,6090056.0
2017-08-07,4715,4720,4545,4675,42820,56942.0,6090056.0
2017-08-08,4675,4700,4585,4645,19206,56577.0,6090056.0
2017-08-09,4635,4635,4550,4565,9837,55602.0,6090056.0
2017-08-10,4460,4615,4360,4500,51125,54811.0,6090056.0
2017-08-11,4500,4500,4260,4395,58308,53532.0,6090056.0
2017-08-14,4395,4545,4395,4505,24830,54871.0,6090056.0
2017-08-16,4525,4640,4355,4355,46993,53044.0,6090056.0
2017-08-17,4355,4420,4215,4255,75637,51826.0,6090056.0
2017-08-18,4170,4180,4010,4090,98607,49817.0,6090056.0
2017-08-21,4080,4715,4080,4570,253184,55663.0,6090056.0
2017-08-22,4570,4570,4350,4435,84443,54019.0,6090056.0
2017-08-23,4365,4435,4300,4350,72117,52983.0,6090056.0
2017-08-24,4385,4435,4305,4325,30633,52679.0,6090056.0
2017-08-25,4325,4530,4295,4450,71276,54201.0,6090056.0
2017-08-28,4350,4565,4245,4450,31983,54201.0,6090056.0
2017-08-29,4370,4450,4200,4345,69675,52923.0,6090056.0
2017-08-30,4345,4345,4205,4220,34007,51400.0,6090056.0
2017-08-31,4220,4720,4155,4610,188553,56150.0,6090056.0
2017-09-01,4610,5050,4550,5050,227042,61510.0,6090056.0
2017-09-04,4995,5050,4775,4855,149702,59134.0,6090056.0
2017-09-05,4855,4855,4465,4590,165135,55907.0,6090056.0
2017-09-06,4590,4900,4550,4850,78525,59074.0,6090056.0
2017-09-07,4870,4920,4605,4690,60802,57125.0,6090056.0
2017-09-08,4690,4895,4625,4800,62904,58465.0,6090056.0
2017-09-11,4800,4850,4715,4785,41090,58282.0,6090056.0
2017-09-12,4815,5150,4805,5000,198908,60901.0,6090056.0
2017-09-13,5100,5900,5000,5600,731359,68209.0,6090056.0
2017-09-14,5625,5700,5475,5475,202638,66686.0,6090056.0
2017-09-15,5525,5875,5450,5575,298875,67904.0,6090056.0
2017-09-18,5600,5974,5600,5750,193216,70036.0,6090056.0
2017-09-19,5750,5925,5375,5675,124334,69122.0,6090056.0
2017-09-20,5650,5800,5275,5275,207521,64250.0,6090056.0
2017-09-21,5250,5250,4800,4830,220472,58830.0,6090056.0
2017-09-22,4780,5050,4740,4945,94289,60231.0,6090056.0
2017-09-25,4905,5075,4850,4935,95633,60109.0,6090056.0
2017-09-26,4835,4955,4700,4830,58286,58830.0,6090056.0
2017-09-27,4775,5125,4775,4950,107181,60292.0,6090056.0
2017-09-28,4995,5475,4980,5100,342109,62119.0,6090056.0
2017-09-29,5100,5200,5000,5175,126138,63032.0,6090056.0
2017-10-10,5175,5825,5175,5700,454601,69427.0,6090056.0
2017-10-11,5774,6150,5674,6150,425363,74908.0,6090056.0
2017-10-12,6150,6200,5925,5925,196194,72167.0,6090056.0
2017-10-13,6000,6500,5850,5950,279453,72472.0,6090056.0
2017-10-16,5950,6025,5450,5725,224651,69731.0,6090056.0
2017-10-17,5625,6274,5474,6150,369069,74908.0,6090056.0
2017-10-18,6350,6374,5725,5950,272741,72472.0,6090056.0
2017-10-19,6075,7049,5950,7025,832625,85565.0,6090056.0
2017-10-20,6825,6825,6325,6475,750242,78866.0,6090056.0
2017-10-23,6600,7000,6600,6625,562742,80693.0,6090056.0
2017-10-24,6725,6849,6475,6725,294645,81911.0,6090056.0
2017-10-25,6900,7100,6200,6700,832253,81607.0,6090056.0
2017-10-26,6625,6650,6149,6275,313483,76430.0,6090056.0
2017-10-27,6225,6400,6075,6075,166141,73994.0,6090056.0
2017-10-30,6075,6375,6050,6175,196562,75212.0,6090056.0
2017-10-31,6175,6450,6050,6375,139361,77648.0,6090056.0
2017-11-01,6400,6625,6325,6575,188099,80084.0,6090056.0
2017-11-02,6625,6825,6374,6750,187050,82216.0,6090056.0
2017-11-03,6800,6924,6650,6850,223927,83434.0,6090056.0
2017-11-06,6875,7050,6800,6975,195768,84956.0,6090056.0
2017-11-07,7200,7300,6425,6550,1362065,79780.0,6090056.0
2017-11-08,6650,6775,6400,6600,225116,80389.0,6090056.0
2017-11-09,6550,6975,5900,6000,1194836,73081.0,6090056.0
2017-11-10,6000,6175,5775,5850,435836,71254.0,6090056.0
2017-11-13,5850,5900,5325,5500,672615,66991.0,6090056.0
2017-11-14,5475,5525,5200,5350,397952,65164.0,6090056.0
2017-11-15,5575,5725,5375,5525,553154,67295.0,6090056.0
2017-11-16,5425,5550,5200,5450,254195,66382.0,6090056.0
2017-11-17,5500,5725,5450,5550,263141,67600.0,6090056.0
2017-11-20,5550,5650,5350,5450,147797,66382.0,6090056.0
2017-11-21,5400,5525,5325,5375,159556,65468.0,6090056.0
2017-11-22,5375,5475,5075,5200,224011,63337.0,6090056.0
2017-11-23,5200,5375,5100,5375,96874,65468.0,6090056.0
2017-11-24,5400,5400,5150,5200,133572,63337.0,6090056.0
2017-11-27,5200,5325,5175,5275,112739,64250.0,6090056.0
2017-11-28,5275,5650,5275,5400,387569,65773.0,6090056.0
2017-11-29,5450,5625,5050,5400,339212,65773.0,6090056.0
2017-11-30,5550,5575,5150,5250,215245,63946.0,6090056.0
2017-12-01,5350,5350,4980,4980,314389,60657.0,6090056.0
2017-12-04,5025,5250,4990,5100,204383,62119.0,6090056.0
2017-12-05,5100,5125,5000,5050,74808,61510.0,6090056.0
2017-12-06,5025,5175,5025,5125,110333,62423.0,6090056.0
2017-12-07,5150,5850,5050,5750,789953,70036.0,6090056.0
2017-12-08,5750,5975,5675,5775,299021,70340.0,6090056.0
2017-12-11,5850,6150,5775,5850,300306,71254.0,6090056.0
2017-12-12,5900,5925,5450,5575,248557,67904.0,6090056.0
2017-12-13,5575,5625,5350,5575,137279,67904.0,6090056.0
2017-12-14,5525,6050,5475,5975,263043,72776.0,6090056.0
2017-12-15,5925,5975,5250,5400,561347,76034.0,7040175.0
2017-12-18,5375,5625,5325,5625,239245,79202.0,7040175.0
2017-12-19,5575,5625,5350,5525,119137,77794.0,7040175.0
2017-12-20,5525,5600,5350,5525,116931,77794.0,7040175.0
2017-12-21,5475,5550,5350,5500,69757,77442.0,7040175.0
2017-12-22,5450,5450,5250,5425,80770,76386.0,7040175.0
2017-12-26,5400,5425,5275,5300,83925,74626.0,7040175.0
2017-12-27,5200,5575,4920,5575,491428,78498.0,7040175.0
2017-12-28,5675,5850,5650,5800,254754,81666.0,7040175.0
2018-01-02,6025,6025,5475,5725,235957,80610.0,7040175.0
2018-01-03,5675,5750,5525,5700,143127,80258.0,7040175.0
2018-01-04,5824,6275,5750,6050,685387,85186.0,7040175.0
2018-01-05,6225,6300,5875,5975,360576,84130.0,7040175.0
2018-01-08,6050,6250,5875,6250,286417,88002.0,7040175.0
2018-01-09,6150,6250,5950,6050,329835,85186.0,7040175.0
2018-01-10,5875,6049,5450,5625,503338,79202.0,7040175.0
2018-01-11,5625,5700,5400,5400,159945,76034.0,7040175.0
2018-01-12,5400,5425,5025,5200,273947,73218.0,7040175.0
2018-01-15,5250,5275,5100,5200,87984,73218.0,7040175.0
2018-01-16,5150,5300,5100,5150,105869,72514.0,7040175.0
2018-01-17,5150,5375,5100,5300,159834,74626.0,7040175.0
2018-01-18,5375,5525,5275,5325,157087,74978.0,7040175.0
2018-01-19,5325,5425,5100,5125,142377,72162.0,7040175.0
2018-01-22,5050,5100,4925,4925,229994,69346.0,7040175.0
2018-01-23,4925,5125,4925,5100,149011,71810.0,7040175.0
2018-01-24,5560,5900,5220,5320,427553,37454.0,7040175.0
2018-01-25,5320,5380,5170,5250,110915,36961.0,7040175.0
2018-01-26,5240,5240,5050,5080,204304,35764.0,7040175.0
2018-01-29,5080,5100,4945,4965,259728,34954.0,7040175.0
2018-01-30,4985,5080,4975,5020,122435,35342.0,7040175.0
2018-01-31,4985,5050,4960,4965,89158,34954.0,7040175.0
2018-02-01,4995,5100,4960,5030,95358,35412.0,7040175.0
2018-02-02,5040,5040,4880,4910,95427,34567.0,7040175.0
2018-02-05,4800,4835,4670,4670,94098,32878.0,7040175.0
2018-02-06,4520,4525,4260,4475,83820,31505.0,7040175.0
2018-02-07,4540,4625,4400,4400,59363,30977.0,7040175.0
2018-02-08,4360,4435,4320,4410,60941,31047.0,7040175.0
2018-02-09,4330,4900,4200,4785,287612,33687.0,7040175.0
2018-02-12,4715,4890,4710,4790,119233,33722.0,7040175.0
2018-02-13,4740,5040,4725,4995,173981,35166.0,7040175.0
2018-02-14,4800,4960,4650,4860,550650,70739.0,14555408.0
2018-02-19,4850,4850,4600,4755,386899,69211.0,14555408.0
2018-02-20,4700,4810,4520,4520,169510,65790.0,14555408.0
2018-02-21,4520,4520,4335,4340,268744,63170.0,14555408.0
2018-02-22,4340,4375,4215,4320,277088,62879.0,14555408.0
2018-02-23,4300,4465,4250,4450,282476,64772.0,14555408.0
2018-02-26,4450,4470,4315,4400,156894,64044.0,14555408.0
2018-02-27,4390,4590,4295,4530,410121,65936.0,14555408.0
2018-02-28,4530,4610,4500,4585,232440,66737.0,14555408.0
2018-03-02,4580,4750,4510,4600,177543,66955.0,14555408.0
2018-03-05,4600,4600,4400,4540,281550,66082.0,14555408.0
2018-03-06,4545,4580,4375,4375,219882,63680.0,14555408.0
2018-03-07,4360,4440,4190,4300,186351,62588.0,14555408.0
2018-03-08,4300,4365,4270,4330,127456,63025.0,14555408.0
2018-03-09,4330,4495,4330,4365,226652,63534.0,14555408.0
2018-03-12,4370,4710,4370,4645,378093,67610.0,14555408.0
2018-03-13,4645,4685,4570,4640,103872,67537.0,14555408.0
2018-03-14,4640,4855,4610,4800,393599,69866.0,14555408.0
2018-03-15,4755,4845,4750,4815,189175,70084.0,14555408.0
2018-03-16,4850,5130,4825,4940,416280,71904.0,14555408.0
2018-03-19,4940,4975,4695,4795,173089,69793.0,14555408.0
2018-03-20,4795,4820,4670,4710,177057,68556.0,14555408.0
2018-03-21,4710,4800,4570,4635,255839,67464.0,14555408.0
2018-03-22,4635,4680,4320,4365,355318,63534.0,14555408.0
2018-03-23,4300,4350,3990,4070,495461,59241.0,14555408.0
2018-03-26,3940,4120,3555,4105,406155,59750.0,14555408.0
2018-03-27,4100,4175,4010,4045,105197,58877.0,14555408.0
2018-03-28,3980,4035,3900,3975,81113,57858.0,14555408.0
2018-03-29,3915,4085,3915,4000,57204,58222.0,14555408.0
2018-03-30,4000,4150,3905,4045,133716,58877.0,14555408.0
2018-04-02,4045,4130,4010,4055,52618,59022.0,14555408.0
2018-04-03,4000,4120,3875,3925,157378,57130.0,14555408.0
2018-04-04,4010,4500,4010,4390,889108,63898.0,14555408.0
2018-04-05,4495,4705,4300,4330,385313,63025.0,14555408.0
2018-04-06,4330,4385,4215,4300,166314,62588.0,14555408.0
2018-04-09,4225,4295,4060,4105,126119,59750.0,14555408.0
2018-04-10,4100,4130,4025,4080,170100,59386.0,14555408.0
2018-04-11,4065,4265,4060,4140,112355,60259.0,14555408.0
2018-04-12,4140,4180,4045,4160,114929,60550.0,14555408.0
2018-04-13,4160,4490,4130,4365,360985,63534.0,14555408.0
2018-04-16,4390,4620,4390,4430,255293,64480.0,14555408.0
2018-04-17,4435,4750,4435,4700,510756,68410.0,14555408.0
2018-04-18,4700,4840,4555,4580,306709,66664.0,14555408.0
2018-04-19,4580,4620,4390,4400,201317,64044.0,14555408.0
2018-04-20,4325,4590,4285,4370,188357,63607.0,14555408.0
2018-04-23,4370,4370,4210,4270,128791,62152.0,14555408.0
2018-04-24,4235,4320,4100,4115,196243,59896.0,14555408.0
2018-04-25,4120,4120,3985,4005,208315,58294.0,14555408.0
2018-04-26,4015,4305,3965,4220,184305,61424.0,14555408.0
2018-04-27,4220,4220,4100,4175,81793,60769.0,14555408.0
2018-04-30,4185,4215,4000,4040,167438,58804.0,14555408.0
2018-05-02,4020,4080,3950,4080,130370,59386.0,14555408.0
2018-05-03,4075,4110,3985,4005,99257,58294.0,14555408.0
2018-05-04,4005,4030,3845,3870,164212,56329.0,14555408.0
2018-05-08,3870,3900,3715,3790,138082,55165.0,14555408.0
2018-05-09,3800,3800,3600,3680,196232,53564.0,14555408.0
2018-05-10,3670,3845,3665,3810,146206,55456.0,14555408.0
2018-05-11,3810,3900,3750,3880,67579,56475.0,14555408.0
2018-05-14,3895,3925,3720,3805,91066,55383.0,14555408.0
2018-05-15,3815,3815,3730,3750,92376,54583.0,14555408.0
2018-05-16,3745,3745,3475,3540,259457,51526.0,14555408.0
2018-05-17,3540,3565,3385,3430,275047,49925.0,14555408.0
2018-05-18,3430,3620,3430,3560,96084,51817.0,14555408.0
2018-05-21,3525,3620,3460,3590,84719,52254.0,14555408.0
2018-05-23,3590,3630,3535,3580,55712,52108.0,14555408.0
2018-05-24,3550,3620,3500,3550,60567,51672.0,14555408.0
2018-05-25,3500,3565,3400,3485,96579,50726.0,14555408.0
2018-05-28,3495,3615,3430,3555,157210,51744.0,14555408.0
2018-05-29,3555,3600,3460,3485,87018,50726.0,14555408.0
2018-05-30,3360,3490,3285,3430,315418,49925.0,14555408.0
2018-05-31,3400,3450,3350,3425,68253,49852.0,14555408.0
2018-06-01,3425,3490,3325,3445,151378,50143.0,14555408.0
2018-06-04,3445,3470,3400,3445,57802,50143.0,14555408.0
2018-06-05,3440,3550,3415,3535,115112,51453.0,14555408.0
2018-06-07,3575,3575,3390,3540,59218,51526.0,14555408.0
2018-06-08,3540,3635,3495,3565,81128,51890.0,14555408.0
2018-06-11,3620,3620,3465,3500,86659,50944.0,14555408.0
2018-06-12,3500,3500,3355,3400,172970,49488.0,14555408.0
2018-06-14,3400,3400,3325,3380,86038,49197.0,14555408.0
2018-06-15,3375,3415,3345,3395,48257,49416.0,14555408.0
2018-06-18,3400,3400,3275,3340,177288,48615.0,14555408.0
2018-06-19,3340,3350,3170,3225,85263,46941.0,14555408.0
2018-06-20,3260,3285,3180,3280,50748,47742.0,14555408.0
2018-06-21,3280,3300,3175,3220,49918,46868.0,14555408.0
2018-06-22,3220,3245,2970,3230,124523,47014.0,14555408.0
2018-06-25,3260,3260,3135,3200,56440,46577.0,14555408.0
2018-06-26,3200,3230,3135,3175,23134,46213.0,14555408.0
2018-06-27,3170,3175,3065,3120,46552,45413.0,14555408.0
2018-06-28,3120,3120,2970,3095,52045,45049.0,14555408.0
2018-06-29,3090,3130,3015,3130,42571,45558.0,14555408.0
2018-07-02,3130,3165,3020,3125,57399,45486.0,14555408.0
2018-07-03,3100,3130,3000,3000,48782,43666.0,14555408.0
2018-07-04,3000,3020,2875,2985,195768,43448.0,14555408.0
2018-07-05,2985,3010,2910,2975,17531,43302.0,14555408.0
2018-07-06,3000,3000,2900,2985,30388,43448.0,14555408.0
2018-07-09,2985,2985,2910,2955,29728,43011.0,14555408.0
2018-07-10,2930,3125,2930,3090,71543,44976.0,14555408.0
2018-07-11,3090,3105,2990,3090,38860,44976.0,14555408.0
2018-07-12,3115,3135,3030,3135,19748,45631.0,14555408.0
2018-07-13,3100,3200,3085,3185,39095,46359.0,14555408.0
2018-07-16,3545,3550,3270,3280,391730,47742.0,14555408.0
2018-07-17,3380,3380,3150,3200,173794,46577.0,14555408.0
2018-07-18,3160,3225,3115,3145,52124,45777.0,14555408.0
2018-07-19,3145,3190,3090,3140,51073,45704.0,14555408.0
2018-07-20,3110,3225,3110,3140,29031,45704.0,14555408.0
2018-07-23,3140,3140,3020,3090,64571,44976.0,14555408.0
2018-07-24,3020,3090,3005,3045,83801,44321.0,14555408.0
2018-07-25,3045,3050,2875,2910,58762,42356.0,14555408.0
2018-07-26,2970,3010,2835,2995,61626,43593.0,14555408.0
2018-07-27,2945,3025,2895,2995,93625,43593.0,14555408.0
2018-07-30,2995,3010,2900,2970,43515,43230.0,14555408.0
2018-07-31,2970,3060,2915,3045,43881,44321.0,14555408.0
2018-08-01,3045,3100,2990,3100,53837,45122.0,14555408.0
2018-08-02,3095,3195,3075,3140,58057,45704.0,14555408.0
2018-08-03,3170,3170,3095,3145,23797,45777.0,14555408.0
2018-08-06,3125,3205,3125,3185,13999,46359.0,14555408.0
2018-08-07,3200,3200,3100,3190,38819,46432.0,14555408.0
2018-08-08,3200,3200,3135,3170,27154,46141.0,14555408.0
2018-08-09,3110,3185,3110,3170,9855,46141.0,14555408.0
2018-08-10,3165,3175,3080,3160,20237,45995.0,14555408.0
2018-08-13,3125,3190,2980,3110,52693,45267.0,14555408.0
2018-08-14,3100,3110,2980,3080,33174,44831.0,14555408.0
2018-08-16,3120,3120,3000,3040,45642,44248.0,14555408.0
2018-08-17,3040,3105,2975,3060,24239,44540.0,14555408.0
2018-08-20,3100,3100,2895,3025,112814,44030.0,14555408.0
2018-08-21,3025,3025,2930,3015,57423,43885.0,14555408.0
2018-08-22,3015,3015,2865,2960,189400,43084.0,14555408.0
2018-08-23,2960,3085,2920,2960,118272,43084.0,14555408.0
2018-08-24,2950,3230,2950,3075,232338,44758.0,14555408.0
2018-08-27,3075,3110,2920,3015,140713,43885.0,14555408.0
2018-08-28,3010,3040,2960,3035,48597,44176.0,14555408.0
2018-08-29,2990,3035,2980,3015,39238,43885.0,14555408.0
2018-08-30,3015,3040,2980,3010,34248,43812.0,14555408.0
2018-08-31,3000,3080,2985,3025,54414,44030.0,14555408.0
2018-09-03,3025,3040,2930,2990,86228,43521.0,14555408.0
2018-09-04,2970,2985,2925,2950,92527,42938.0,14555408.0
2018-09-05,2950,2965,2875,2890,150438,42065.0,14555408.0
2018-09-06,2890,2900,2805,2845,112403,41410.0,14555408.0
2018-09-07,2845,2880,2820,2845,37100,41410.0,14555408.0
2018-09-10,2845,2885,2800,2885,64708,41992.0,14555408.0
2018-09-11,2875,2935,2820,2910,75341,42356.0,14555408.0
2018-09-12,2870,2925,2870,2920,43746,42502.0,14555408.0
2018-09-13,2920,2940,2825,2900,82476,42211.0,14555408.0
2018-09-14,2875,2905,2860,2905,35179,42283.0,14555408.0
2018-09-17,2900,2920,2805,2850,71276,41483.0,14555408.0
2018-09-18,2875,2875,2730,2840,181783,41337.0,14555408.0
2018-09-19,2840,2845,2730,2775,80145,40391.0,14555408.0
2018-09-20,2720,2765,2685,2740,87570,39882.0,14555408.0
2018-09-21,2650,2860,2615,2810,300495,40901.0,14555408.0
2018-09-27,2810,2825,2740,2785,50771,40537.0,14555408.0
2018-09-28,2785,2865,2680,2830,178916,41192.0,14555408.0
2018-10-01,2830,2845,2735,2830,115872,41192.0,14555408.0
2018-10-02,2780,2960,2770,2945,130382,42866.0,14555408.0
2018-10-04,2905,2945,2850,2880,67724,41920.0,14555408.0
2018-10-05,2850,2865,2660,2855,81240,41556.0,14555408.0
2018-10-08,2855,2855,2795,2810,69216,40901.0,14555408.0
2018-10-10,2770,2810,2730,2755,44779,40100.0,14555408.0
2018-10-11,2715,2780,2505,2765,161718,40246.0,14555408.0
2018-10-12,2650,3120,2650,3090,459995,44976.0,14555408.0
2018-10-15,3130,3260,3045,3260,404841,47451.0,14555408.0
2018-10-16,3240,3495,3210,3495,408644,50871.0,14555408.0
2018-10-17,3550,3720,3445,3610,489527,52545.0,14555408.0
2018-10-18,3550,3705,3550,3610,198597,52545.0,14555408.0
2018-10-19,3650,3650,3500,3610,88000,52545.0,14555408.0
2018-10-22,3510,3620,3300,3530,147605,51381.0,14555408.0
2018-10-23,3600,3630,3430,3630,182300,52836.0,14555408.0
2018-10-24,3585,3790,3550,3760,518723,54728.0,14555408.0
2018-10-25,3650,3850,3525,3825,415610,55674.0,14555408.0
2018-10-26,3865,4100,3620,4045,1166377,58877.0,14555408.0
2018-10-29,4020,4100,3660,3890,698663,56621.0,14555408.0
2018-10-30,3850,3915,3180,3885,613888,56548.0,14555408.0
2018-10-31,3880,3920,3760,3920,138755,57057.0,14555408.0
2018-11-01,3835,4000,3735,3940,223316,57348.0,14555408.0
2018-11-02,4000,4025,3835,3980,347523,57931.0,14555408.0
2018-11-05,3900,4075,3775,3775,150468,54947.0,14555408.0
2018-11-06,3775,3805,3540,3670,199055,53418.0,14555408.0
2018-11-07,3675,3850,3660,3730,92387,54292.0,14555408.0
2018-11-08,3850,3850,3520,3625,115609,52763.0,14555408.0
2018-11-09,3615,3710,3385,3710,152268,54001.0,14555408.0
2018-11-12,3710,3710,3540,3600,69345,52399.0,14555408.0
2018-11-13,3600,3600,3400,3600,95663,52399.0,14555408.0
2018-11-14,3600,3625,3480,3580,76789,52108.0,14555408.0
2018-11-15,3505,3680,3505,3570,87970,51963.0,14555408.0
2018-11-16,3565,3865,3560,3825,306328,55674.0,14555408.0
2018-11-19,3860,4200,3840,3995,506351,58149.0,14555408.0
2018-11-20,3940,3995,3850,3995,148661,58149.0,14555408.0
2018-11-21,3910,4100,3905,4100,315011,59677.0,14555408.0
2018-11-22,4110,4125,3990,4095,185864,59604.0,14555408.0
2018-11-23,4005,4140,4005,4105,201778,59750.0,14555408.0
2018-11-26,4095,4100,3870,3935,286104,57276.0,14555408.0
2018-11-27,3950,3990,3780,3960,212230,57639.0,14555408.0
2018-11-28,4030,4165,3985,4100,419939,59677.0,14555408.0
2018-11-29,4100,4235,4000,4135,328259,60187.0,14555408.0
2018-11-30,4135,4160,3890,4130,384269,60114.0,14555408.0
2018-12-03,4130,4160,3925,3990,217836,58076.0,14555408.0
2018-12-04,3980,4110,3840,4025,239414,58586.0,14555408.0
2018-12-05,4000,4060,3890,3995,233148,58149.0,14555408.0
2018-12-06,3905,4065,3895,4060,227611,59095.0,14555408.0
2018-12-07,4040,4100,3800,4100,168848,59677.0,14555408.0
2018-12-10,4100,4200,3950,4130,143341,60114.0,14555408.0
2018-12-11,4130,4200,4035,4050,94372,58949.0,14555408.0
2018-12-12,4110,4110,3950,3960,90972,57639.0,14555408.0
2018-12-13,3960,4060,3930,3995,143893,58149.0,14555408.0
2018-12-14,4005,4135,3965,4100,263112,59677.0,14555408.0
2018-12-17,4100,4170,3965,4145,290670,60332.0,14555408.0
2018-12-18,4080,4430,4080,4290,683607,62443.0,14555408.0
2018-12-19,4400,4535,4165,4500,941173,65499.0,14555408.0
2018-12-20,4860,4870,4150,4500,1024264,65499.0,14555408.0
2018-12-21,4365,4550,4365,4480,232836,65208.0,14555408.0
2018-12-24,4460,4480,4305,4400,149191,64044.0,14555408.0
2018-12-26,4300,4300,4130,4290,165457,62443.0,14555408.0
2018-12-27,4350,4350,4190,4205,94218,61205.0,14555408.0
2018-12-28,4230,4580,3900,4545,352081,66154.0,14555408.0
2019-01-02,4400,4770,4400,4595,280117,66882.0,14555408.0
2019-01-03,4600,4700,4505,4670,253356,67974.0,14555408.0
2019-01-04,4670,4835,4630,4770,422930,69429.0,14555408.0
2019-01-07,4770,4800,4625,4750,190588,69138.0,14555408.0
2019-01-08,4750,4750,4595,4680,109262,68119.0,14555408.0
2019-01-09,4615,4680,4440,4440,184922,64626.0,14555408.0
2019-01-10,4440,4500,4200,4380,191124,63753.0,14555408.0
2019-01-11,4300,4440,4170,4440,241376,64626.0,14555408.0
2019-01-14,4460,4460,4290,4320,128949,62879.0,14555408.0
2019-01-15,4320,4345,4265,4325,119582,62952.0,14555408.0
2019-01-16,4375,4435,4230,4345,216580,63243.0,14555408.0
2019-01-17,4345,4400,4290,4345,71331,63243.0,14555408.0
2019-01-18,4340,4520,4185,4520,202541,65790.0,14555408.0
2019-01-21,4515,4540,4290,4520,79879,65790.0,14555408.0
2019-01-22,4530,4530,4295,4465,131337,64990.0,14555408.0
2019-01-23,4465,4465,4310,4400,97592,64044.0,14555408.0
2019-01-24,4450,4450,4350,4400,118805,64044.0,14555408.0
2019-01-25,4400,4475,4350,4440,113974,64626.0,14555408.0
2019-01-28,4445,4645,4435,4625,326243,67319.0,14555408.0
2019-01-29,4625,4680,4545,4655,117147,68951.0,14812147.0
2019-01-30,4655,4665,4510,4660,164747,69025.0,14812147.0
2019-01-31,4675,4710,4580,4615,81926,68358.0,14812147.0
2019-02-01,4560,4825,4555,4795,775007,71024.0,14812147.0
2019-02-07,4770,4795,4685,4785,121539,70876.0,14812147.0
2019-02-08,4785,4785,4645,4750,270803,70358.0,14812147.0
2019-02-11,4750,4750,4560,4560,229976,67543.0,14812147.0
2019-02-12,4565,4690,4330,4380,238747,64877.0,14812147.0
2019-02-13,4330,4475,4330,4415,177121,65396.0,14812147.0
2019-02-14,4450,4800,4405,4520,109493,66951.0,14812147.0
2019-02-15,4595,4640,4500,4625,118077,68506.0,14812147.0
2019-02-18,4660,4830,4615,4800,337649,71098.0,14812147.0
2019-02-19,4990,5260,4910,5200,1063611,77023.0,14812147.0
2019-02-20,5160,5210,4710,5080,724433,75246.0,14812147.0
2019-02-21,5000,5060,4830,4995,308952,73987.0,14812147.0
2019-02-22,4850,4990,4810,4950,198405,75862.0,15325625.0
2019-02-25,4900,4930,4750,4900,212528,75096.0,15325625.0
2019-02-26,4900,4940,4765,4900,113611,75096.0,15325625.0
2019-02-27,4885,4885,4650,4775,185153,73180.0,15325625.0
2019-02-28,4775,4775,4550,4670,229323,71571.0,15325625.0
2019-03-04,4670,4700,4485,4655,150097,71341.0,15325625.0
2019-03-05,4540,4780,4540,4655,97800,71341.0,15325625.0
2019-03-06,4700,4700,4510,4590,52480,70345.0,15325625.0
2019-03-07,4645,4645,4470,4500,51867,68965.0,15325625.0
2019-03-08,4540,4600,4355,4485,42215,68735.0,15325625.0
2019-03-11,4485,4925,4485,4880,587755,74789.0,15325625.0
2019-03-12,4880,4900,4735,4860,202323,74483.0,15325625.0
2019-03-13,4860,4910,4630,4700,397234,72030.0,15325625.0
2019-03-14,4655,4795,4595,4790,194033,73410.0,15325625.0
2019-03-15,4825,4840,4680,4780,157114,73256.0,15325625.0
2019-03-18,4755,4855,4705,4780,277376,73256.0,15325625.0
2019-03-19,4820,4985,4595,4945,545542,75785.0,15325625.0
2019-03-20,4925,4975,4775,4950,330076,75862.0,15325625.0
2019-03-21,4995,5170,4890,5060,418217,77548.0,15325625.0
2019-03-22,5040,5380,5030,5080,718970,80463.0,15839103.0
