게임빌(063080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-04-05,27550,27850,26650,27450,122916,151576.0,5521884.0
2011-04-06,27150,27850,26450,27800,93108,153508.0,5521884.0
2011-04-07,28000,28300,27250,27550,67750,152128.0,5521884.0
2011-04-08,27650,27800,27150,27550,66172,152128.0,5521884.0
2011-04-11,27450,28700,27100,27850,100179,153784.0,5521884.0
2011-04-12,27850,28200,23700,26650,86893,147158.0,5521884.0
2011-04-13,26900,27200,26000,27200,20938,150195.0,5521884.0
2011-04-14,27200,27200,26300,26500,22137,146330.0,5521884.0
2011-04-15,26500,27550,26150,27150,49266,149919.0,5521884.0
2011-04-18,27900,30450,27550,28700,262149,158478.0,5521884.0
2011-04-19,29100,31700,29050,30550,379019,168694.0,5521884.0
2011-04-20,31000,31850,30000,30450,253611,168141.0,5521884.0
2011-04-21,30800,33200,30400,32950,342030,181946.0,5521884.0
2011-04-22,33400,35000,33400,35000,275496,193852.0,5538634.0
2011-04-25,35250,35300,33700,34000,177814,188314.0,5538634.0
2011-04-26,33550,35500,33300,34000,144775,188314.0,5538634.0
2011-04-27,34500,34700,31900,31900,117527,176682.0,5538634.0
2011-04-28,31700,33050,31700,32050,56938,177513.0,5538634.0
2011-04-29,32200,32650,30650,32500,81411,180006.0,5538634.0
2011-05-02,33150,33950,32150,32450,76537,179729.0,5538634.0
2011-05-03,32300,33050,31550,32600,41276,180559.0,5538634.0
2011-05-04,32600,32800,30700,30850,59103,170867.0,5538634.0
2011-05-06,30300,34450,30300,34450,131933,190806.0,5538634.0
2011-05-09,34000,34350,32500,33500,79957,185544.0,5538634.0
2011-05-11,34600,35200,33550,34000,106681,188314.0,5538634.0
2011-05-12,33500,34950,33000,33000,50869,182775.0,5538634.0
2011-05-13,33000,33400,31500,32400,69923,179452.0,5538634.0
2011-05-16,31800,32950,31800,32400,41670,179452.0,5538634.0
2011-05-17,32400,34550,31900,34250,163486,189698.0,5538634.0
2011-05-18,34000,34450,33150,33500,82192,185544.0,5538634.0
2011-05-19,33150,34400,32600,32600,68764,180559.0,5538634.0
2011-05-20,32800,34750,32100,34750,141190,192468.0,5538634.0
2011-05-23,34350,34450,33250,33300,83371,184437.0,5538634.0
2011-05-24,32600,34200,31850,33500,75167,185544.0,5538634.0
2011-05-25,33500,33850,32100,32550,80978,180283.0,5538634.0
2011-05-26,32600,33200,31950,32900,53531,182221.0,5538634.0
2011-05-27,32500,33000,31850,31900,48589,176682.0,5538634.0
2011-05-30,31800,32000,30900,31500,57117,174467.0,5538634.0
2011-05-31,31550,33400,30700,32150,68479,178067.0,5538634.0
2011-06-01,32400,32900,31200,31550,22066,174744.0,5538634.0
2011-06-02,30700,32500,30650,31650,36708,175298.0,5538634.0
2011-06-03,31100,32400,30900,31000,26723,171698.0,5538634.0
2011-06-07,30750,31400,30550,30800,34342,170590.0,5538634.0
2011-06-08,30500,31550,30300,30350,32654,168098.0,5538634.0
2011-06-09,30300,31500,30250,31250,20975,173082.0,5538634.0
2011-06-10,31550,32350,31250,31250,44068,173082.0,5538634.0
2011-06-13,31550,33850,31400,33200,109709,183883.0,5538634.0
2011-06-14,33200,33600,32700,33400,52742,184990.0,5538634.0
2011-06-15,33650,33650,32600,33200,53401,183883.0,5538634.0
2011-06-16,32600,33700,32150,33700,45296,186652.0,5538634.0
2011-06-17,33950,33950,32700,33200,36423,183883.0,5538634.0
2011-06-20,33300,33500,32300,32850,26074,181944.0,5538634.0
2011-06-21,33100,33150,32450,32700,17443,181113.0,5538634.0
2011-06-22,32700,33000,32300,32350,26850,179175.0,5538634.0
2011-06-23,32150,33000,32050,32400,21952,179452.0,5538634.0
2011-06-24,32600,32800,32150,32450,17657,179729.0,5538634.0
2011-06-27,32050,32400,31500,31550,25965,174744.0,5538634.0
2011-06-28,31550,32000,31000,31000,38560,171698.0,5538634.0
2011-06-29,31100,31650,31100,31500,14149,174467.0,5538634.0
2011-06-30,31500,32500,31500,32400,20789,179452.0,5538634.0
2011-07-01,32450,34200,32450,33650,73628,186375.0,5538634.0
2011-07-04,34300,35100,34200,34700,93978,192191.0,5538634.0
2011-07-05,34950,35200,34350,35100,58126,194406.0,5538634.0
2011-07-06,35200,35200,34350,34650,29610,191914.0,5538634.0
2011-07-07,34350,35000,34000,35000,38122,193852.0,5538634.0
2011-07-08,35600,38400,35600,37000,134816,204929.0,5538634.0
2011-07-11,37200,37550,36200,37000,45335,204929.0,5538634.0
2011-07-12,36750,38250,36500,37500,101419,207699.0,5538634.0
2011-07-13,37850,39400,37250,37700,121906,208807.0,5538634.0
2011-07-14,38000,38400,37000,37150,50915,205760.0,5538634.0
2011-07-15,37000,37700,36300,37150,55216,205760.0,5538634.0
2011-07-18,37800,38150,37000,38150,91876,211299.0,5538634.0
2011-07-19,38900,40250,38450,40200,154906,222653.0,5538634.0
2011-07-20,40550,40550,39100,39950,90195,221268.0,5538634.0
2011-07-21,39950,40300,38900,39350,48659,217945.0,5538634.0
2011-07-22,39500,39750,37900,38050,111765,210745.0,5538634.0
2011-07-25,38500,39350,37950,38600,62170,213791.0,5538634.0
2011-07-26,39300,41500,38750,41000,177787,227084.0,5538634.0
2011-07-27,41400,46700,41000,45200,383024,250346.0,5538634.0
2011-07-28,44500,48600,44100,45250,256965,250623.0,5538634.0
2011-07-29,45700,49550,45600,48800,254672,270285.0,5538634.0
2011-08-01,49500,49500,46700,47600,227627,263639.0,5538634.0
2011-08-02,47700,48800,47000,47650,130270,263916.0,5538634.0
2011-08-03,46500,52000,46300,51300,213061,284132.0,5538634.0
2011-08-04,51000,55800,50000,52200,476646,289117.0,5538634.0
2011-08-05,49000,55500,45650,52100,409325,288563.0,5538634.0
2011-08-08,51500,54000,44300,45400,341428,251454.0,5538634.0
2011-08-09,43000,43800,38600,38900,417248,215453.0,5538634.0
2011-08-10,42500,44700,42000,44700,144952,247577.0,5538634.0
2011-08-11,45500,51400,44300,51400,682079,284686.0,5538634.0
2011-08-12,54300,56900,49850,50000,566054,276932.0,5538634.0
2011-08-16,52800,57500,52600,57500,227891,318471.0,5538634.0
2011-08-17,60000,60400,55500,57400,819193,317918.0,5538634.0
2011-08-18,59500,61300,56100,58500,428144,324010.0,5538634.0
2011-08-19,55700,57900,49800,49800,975618,275824.0,5538634.0
2011-08-22,52000,53000,43300,47000,491607,260316.0,5538634.0
2011-08-23,49500,49950,46400,49500,334343,274162.0,5538634.0
2011-08-24,50500,54700,48500,51800,482658,286901.0,5538634.0
2011-08-25,52600,54400,47600,48000,333738,265854.0,5538634.0
2011-08-26,48000,49750,47100,48400,138646,268070.0,5538634.0
2011-08-29,49600,53300,49050,53300,227200,295209.0,5538634.0
2011-08-30,54000,57200,52400,53100,412982,294101.0,5538634.0
2011-08-31,55000,57600,54400,56500,395765,312933.0,5538634.0
2011-09-01,57000,57900,55400,56700,276194,314041.0,5538634.0
2011-09-02,57500,61300,57000,60400,390603,334533.0,5538634.0
2011-09-05,60800,62900,58000,58000,404122,321241.0,5538634.0
2011-09-06,56800,57400,51200,54100,329742,299640.0,5538634.0
2011-09-07,55500,62000,55100,61000,508338,337857.0,5538634.0
2011-09-08,60900,60900,57700,58000,259055,321241.0,5538634.0
2011-09-09,58500,59700,54800,57800,220942,320133.0,5538634.0
2011-09-14,57800,61000,56500,56900,266426,315148.0,5538634.0
2011-09-15,59000,59600,55400,57900,170118,320687.0,5538634.0
2011-09-16,59100,60000,57600,60000,150484,332318.0,5538634.0
2011-09-19,60900,63200,59000,59000,288269,326779.0,5538634.0
2011-09-20,59000,66600,57500,63700,490892,352811.0,5538634.0
2011-09-21,64500,69300,63700,65500,450336,362781.0,5538634.0
2011-09-22,64900,69200,64000,65700,404500,363888.0,5538634.0
2011-09-23,63800,70900,62200,67300,490195,372750.0,5538634.0
2011-09-26,70000,72900,62300,65000,620242,360011.0,5538634.0
2011-09-27,68500,69800,66800,68300,240265,378289.0,5538634.0
2011-09-28,70200,71300,68400,68900,220952,381612.0,5538634.0
2011-09-29,68600,69400,66200,69200,224603,383273.0,5538634.0
2011-09-30,71000,73600,69600,70300,245022,389366.0,5538634.0
2011-10-04,68500,70200,67600,70000,126917,387704.0,5538634.0
2011-10-05,71000,71100,64600,65100,147011,360565.0,5538634.0
2011-10-06,67900,68400,59000,63300,202708,350596.0,5538634.0
2011-10-07,65100,65300,59300,62900,308790,348380.0,5538634.0
2011-10-10,64200,69500,63100,69000,243839,382166.0,5538634.0
2011-10-11,69500,69600,66700,66700,204092,369427.0,5538634.0
2011-10-12,67100,70400,67100,68100,278813,377181.0,5538634.0
2011-10-13,69200,72900,69000,71000,255802,393243.0,5538634.0
2011-10-14,71200,72300,68500,70900,139932,392689.0,5538634.0
2011-10-17,71500,74000,70000,72100,196845,399336.0,5538634.0
2011-10-18,71000,74400,70500,72000,149091,398782.0,5538634.0
2011-10-19,72600,75700,72000,75400,192066,417613.0,5538634.0
2011-10-20,76400,77800,70900,71200,153278,394351.0,5538634.0
2011-10-21,74400,74400,70900,73800,79752,408751.0,5538634.0
2011-10-24,75000,75900,72800,74300,101082,411521.0,5538634.0
2011-10-25,75500,81900,73700,77500,477501,429244.0,5538634.0
2011-10-26,77500,78700,75200,77300,107678,428136.0,5538634.0
2011-10-27,77900,77900,74300,74600,134054,413182.0,5538634.0
2011-10-28,74000,74600,69000,71500,198350,396012.0,5538634.0
2011-10-31,70500,72200,69400,71400,98041,395458.0,5538634.0
2011-11-01,72400,73600,70500,71100,79054,393797.0,5538634.0
2011-11-02,71900,74500,70600,71100,222041,393797.0,5538634.0
2011-11-03,72300,73600,69100,71500,144925,396012.0,5538634.0
2011-11-04,73500,73900,72300,72900,82596,403965.0,5541359.0
2011-11-07,72500,73400,71400,71500,69501,396207.0,5541359.0
2011-11-08,72900,77200,72100,75300,262066,417264.0,5541359.0
2011-11-09,77800,79500,76500,78100,245390,432780.0,5541359.0
2011-11-10,76000,79700,76000,77900,192691,431672.0,5541359.0
2011-11-11,78900,80200,77400,79000,101567,437767.0,5541359.0
2011-11-14,80500,80500,77600,77900,88090,431672.0,5541359.0
2011-11-15,77900,78800,74400,74500,144836,412831.0,5541359.0
2011-11-16,75300,75800,72100,74500,137511,412831.0,5541359.0
2011-11-17,74700,76000,72400,76000,85306,421143.0,5541359.0
2011-11-18,74600,75600,73700,74300,42011,411723.0,5541359.0
2011-11-21,74100,74100,72500,72900,33221,403965.0,5541359.0
2011-11-22,73400,75500,72900,74000,53700,410061.0,5541359.0
2011-11-23,74100,74300,69900,70800,51882,392328.0,5541359.0
2011-11-24,70100,73000,70100,71700,47081,397315.0,5541359.0
2011-11-25,71700,74700,71100,73200,53853,405627.0,5541359.0
2011-11-28,74000,74500,70800,72500,82241,401749.0,5541359.0
2011-11-29,72700,75800,72400,73800,109061,408952.0,5541359.0
2011-11-30,74000,74800,72100,72100,36834,399532.0,5541359.0
2011-12-01,72200,74000,71800,71800,73577,397870.0,5541359.0
2011-12-02,72200,73600,71200,71500,49754,396207.0,5541359.0
2011-12-05,72100,72100,70000,70400,56435,390112.0,5541359.0
2011-12-06,70200,71700,70100,70400,45886,390112.0,5541359.0
2011-12-07,68400,69600,64800,66300,237031,367392.0,5541359.0
2011-12-08,66100,67200,64600,67000,82279,371271.0,5541359.0
2011-12-09,66000,67200,65200,66900,40678,370717.0,5541359.0
2011-12-12,67100,67400,61500,62300,148197,345227.0,5541359.0
2011-12-13,60100,64900,60100,61900,117639,343010.0,5541359.0
2011-12-14,62900,62900,58000,58800,130071,325832.0,5541359.0
2011-12-15,58600,60300,55000,55900,132600,309762.0,5541359.0
2011-12-16,56100,63500,56100,63000,192257,349106.0,5541359.0
2011-12-19,62000,63300,57300,59500,110518,329711.0,5541359.0
2011-12-20,60200,60700,58700,59500,47302,329711.0,5541359.0
2011-12-21,60500,63700,60300,61300,63697,339685.0,5541359.0
2011-12-22,60100,64000,60100,64000,92767,354647.0,5541359.0
2011-12-23,65500,66300,64300,65300,92917,361851.0,5541359.0
2011-12-26,66300,66700,64800,65000,74403,360188.0,5541359.0
2011-12-27,66000,66600,64200,65000,64046,360188.0,5541359.0
2011-12-28,66000,67300,65000,66500,73026,368500.0,5541359.0
2011-12-29,67900,68800,67100,68100,85224,377367.0,5541359.0
2012-01-02,69400,69900,67800,68300,40096,378475.0,5541359.0
2012-01-03,68000,69200,67400,68200,41120,377921.0,5541359.0
2012-01-04,69400,71700,68400,70000,83067,387895.0,5541359.0
2012-01-05,70200,70200,68100,68800,55214,381245.0,5541359.0
2012-01-06,68700,68800,65100,67100,80990,371825.0,5541359.0
2012-01-09,66200,67100,63900,67100,52099,371825.0,5541359.0
2012-01-10,67100,67900,65600,66400,48787,367946.0,5541359.0
2012-01-11,66000,66500,64700,64800,38590,359080.0,5541359.0
2012-01-12,64500,65400,62900,63800,43807,353539.0,5541359.0
2012-01-13,63800,66200,63800,66100,33369,366284.0,5541359.0
2012-01-16,66500,68800,66400,68800,54858,381245.0,5541359.0
2012-01-17,68800,69100,67200,67600,34135,374596.0,5541359.0
2012-01-18,67500,68200,65900,65900,44991,365176.0,5541359.0
2012-01-19,65500,65900,63800,63900,97416,354093.0,5541359.0
2012-01-20,63900,64800,58200,61100,91577,338577.0,5541359.0
2012-01-25,60400,62400,60300,60600,44810,335806.0,5541359.0
2012-01-26,61200,63000,60500,62500,64346,346335.0,5541359.0
2012-01-27,62800,63600,60300,63400,56117,351322.0,5541359.0
2012-01-30,63600,65200,62000,62600,73261,346889.0,5541359.0
2012-01-31,62500,64100,62300,63800,23934,353539.0,5541359.0
2012-02-01,64800,66800,63800,66700,94634,369609.0,5541359.0
2012-02-02,67500,67500,65500,66700,49552,369609.0,5541359.0
2012-02-03,67000,67000,65000,66400,28187,367946.0,5541359.0
2012-02-06,66800,66800,62200,63300,50066,350768.0,5541359.0
2012-02-07,62400,64000,61700,62500,38059,346335.0,5541359.0
2012-02-08,62300,62700,61000,61500,51600,340794.0,5541359.0
2012-02-09,61100,62300,60100,61500,49745,340794.0,5541359.0
2012-02-10,61100,65100,61100,64400,57467,356864.0,5541359.0
2012-02-13,65500,66600,64400,66500,66590,368500.0,5541359.0
2012-02-14,66500,69500,66300,68700,199547,380691.0,5541359.0
2012-02-15,70400,70400,67900,69200,65231,383462.0,5541359.0
2012-02-16,68700,73000,68600,72700,97859,402857.0,5541359.0
2012-02-17,72900,73800,71100,73300,87821,406182.0,5541359.0
2012-02-20,72400,73100,71500,72400,46360,401194.0,5541359.0
2012-02-21,71700,74700,71700,72600,40899,402303.0,5541359.0
2012-02-22,72800,72800,69800,70000,51640,387895.0,5541359.0
2012-02-23,68700,69900,68000,68300,53501,378475.0,5541359.0
2012-02-24,68500,70200,68000,70000,32450,387895.0,5541359.0
2012-02-27,69600,71200,68300,68500,28874,379583.0,5541359.0
2012-02-28,68600,70900,67700,70000,27970,387895.0,5541359.0
2012-02-29,70200,71000,67800,67800,56317,375704.0,5541359.0
2012-03-02,67800,70900,67800,70200,48894,389003.0,5541359.0
2012-03-05,71000,72000,69600,71000,27764,393436.0,5541359.0
2012-03-06,70700,71100,67600,68100,39143,377367.0,5541359.0
2012-03-07,67000,70000,66700,68600,21970,380137.0,5541359.0
2012-03-08,69000,69700,68300,69300,29278,384016.0,5541359.0
2012-03-09,69600,70500,68500,68500,19392,379583.0,5541359.0
2012-03-12,68500,69700,67300,67500,18244,374042.0,5541359.0
2012-03-13,67700,68400,66700,66800,27174,370163.0,5541359.0
2012-03-14,67000,68300,65000,68200,72715,377921.0,5541359.0
2012-03-15,67800,72000,67100,71300,78809,395099.0,5541359.0
2012-03-16,71400,74800,70300,74200,103294,411169.0,5541359.0
2012-03-19,74000,75000,73200,74500,47257,412831.0,5541359.0
2012-03-20,74200,75000,73400,74600,29591,413385.0,5541359.0
2012-03-21,74800,76200,73900,74300,52933,411723.0,5541359.0
2012-03-22,74500,74500,72600,73500,26084,407290.0,5541359.0
2012-03-23,72500,75500,72300,72300,36418,400640.0,5541359.0
2012-03-26,72500,74100,70800,71000,38961,393436.0,5541359.0
2012-03-27,70900,72900,70300,70700,25645,391774.0,5541359.0
2012-03-28,70900,72500,70400,71200,21085,394545.0,5541359.0
2012-03-29,70700,72800,70700,72300,18612,400640.0,5541359.0
2012-03-30,72400,74300,72400,72900,25364,403965.0,5541359.0
2012-04-02,73000,73700,72400,73700,15150,408398.0,5541359.0
2012-04-03,74000,74000,72000,72000,19953,398978.0,5541359.0
2012-04-04,72500,72500,68500,69300,39833,384016.0,5541359.0
2012-04-05,68900,70100,67000,69700,33884,386233.0,5541359.0
2012-04-06,69300,71200,69100,69100,28233,382908.0,5541359.0
2012-04-09,69300,70100,66700,67100,21300,371825.0,5541359.0
2012-04-10,67100,69100,65800,67700,12958,375150.0,5541359.0
2012-04-12,66700,69100,66700,67500,10565,374042.0,5541359.0
2012-04-13,67500,68500,67500,68100,7213,377367.0,5541359.0
2012-04-16,68100,69000,67100,69000,9346,382354.0,5541359.0
2012-04-17,68500,69400,66400,66800,33612,370163.0,5541359.0
2012-04-18,67800,67800,65400,66000,27697,365730.0,5541359.0
2012-04-19,66300,66900,64700,65300,33414,361851.0,5541359.0
2012-04-20,64600,65500,63800,63800,25723,353539.0,5541359.0
2012-04-23,64000,66200,64000,66000,29095,365730.0,5541359.0
2012-04-24,65000,67900,65000,67600,26999,374596.0,5541359.0
2012-04-25,68200,68200,65200,65500,20197,362959.0,5541359.0
2012-04-26,66000,66500,64500,66300,15288,367392.0,5541359.0
2012-04-27,66300,66600,65000,66200,28541,366838.0,5541359.0
2012-04-30,65100,66200,64500,65500,21189,362959.0,5541359.0
2012-05-02,65500,66000,64600,65600,16505,363513.0,5541359.0
2012-05-03,65200,66300,63700,65300,24002,361851.0,5541359.0
2012-05-04,64500,66000,64000,65200,23333,361297.0,5541359.0
2012-05-07,65000,65000,63600,63800,12402,353539.0,5541359.0
2012-05-08,64000,67600,64000,67500,42878,374042.0,5541359.0
2012-05-09,66800,67300,65800,66400,11750,367946.0,5541359.0
2012-05-10,66600,66600,65000,65100,14820,360742.0,5541359.0
2012-05-11,64900,69300,64900,67000,50306,371579.0,5545959.0
2012-05-14,67900,72700,67600,72500,216216,402082.0,5545959.0
2012-05-15,73900,76300,71200,73300,193896,406519.0,5545959.0
2012-05-16,74000,74100,70200,70700,104679,392099.0,5545959.0
2012-05-17,70500,75500,70500,75000,149543,415947.0,5545959.0
2012-05-18,74200,76700,72000,72100,195856,399864.0,5545959.0
2012-05-21,72700,73300,70500,71700,78120,397645.0,5545959.0
2012-05-22,72800,80700,72400,79900,254477,443122.0,5545959.0
2012-05-23,79900,81300,78500,80200,111135,444786.0,5545959.0
2012-05-24,82500,85900,81600,84600,139219,469188.0,5545959.0
2012-05-25,85000,85500,81800,82600,103538,458096.0,5545959.0
2012-05-29,82600,83400,80100,81900,80083,454214.0,5545959.0
2012-05-30,82500,85800,81200,85400,137293,473625.0,5545959.0
2012-05-31,84900,88000,83900,88000,263828,488044.0,5545959.0
2012-06-01,87900,90000,81700,83400,334555,462533.0,5545959.0
2012-06-04,82500,84900,81400,82900,106224,459760.0,5545959.0
2012-06-05,84900,90900,84100,89500,228659,496363.0,5545959.0
2012-06-07,90300,91900,88100,88900,136959,493036.0,5545959.0
2012-06-08,89300,92700,87400,87700,127521,486381.0,5545959.0
2012-06-11,88500,89700,85200,87700,184032,486381.0,5545959.0
2012-06-12,88900,92500,88300,90200,229575,500246.0,5545959.0
2012-06-13,91500,93300,89700,90600,149607,502464.0,5545959.0
2012-06-14,90900,91800,89900,91000,66191,504682.0,5545959.0
2012-06-15,91300,96700,91000,95800,228337,531303.0,5545959.0
2012-06-18,98000,98000,94200,94400,151699,523539.0,5545959.0
2012-06-19,94700,95200,91600,94000,112730,521320.0,5545959.0
2012-06-20,94100,94900,92400,92400,93565,512447.0,5545959.0
2012-06-21,92900,92900,90600,92500,130419,513001.0,5545959.0
2012-06-22,92100,94700,91200,91800,149714,509119.0,5545959.0
2012-06-25,91600,93600,90200,90400,111909,501355.0,5545959.0
2012-06-26,90800,92800,90200,90300,90476,500800.0,5545959.0
2012-06-27,91200,94100,90600,94000,124061,521320.0,5545959.0
2012-06-28,94700,95100,87000,88100,206751,488599.0,5545959.0
2012-06-29,89000,89600,85200,89000,128459,493590.0,5545959.0
2012-07-02,88000,92300,87700,92000,83652,510228.0,5545959.0
2012-07-03,92000,92900,91200,91600,61994,508010.0,5545959.0
2012-07-04,92100,96300,91600,92100,146869,510783.0,5545959.0
2012-07-05,93400,94900,92300,93000,70637,515774.0,5545959.0
2012-07-06,94000,95400,93300,94100,86460,521875.0,5545959.0
2012-07-09,94000,97200,93100,96000,134920,532412.0,5545959.0
2012-07-10,96400,97000,93300,94000,95237,521320.0,5545959.0
2012-07-11,93100,94300,90600,91000,118876,504682.0,5545959.0
2012-07-12,91800,91800,84600,86000,163685,476952.0,5545959.0
2012-07-13,85000,86400,80900,84300,162488,467524.0,5545959.0
2012-07-16,84300,84900,79500,80700,149956,447559.0,5545959.0
2012-07-17,80000,81000,76300,76500,206380,424266.0,5545959.0
2012-07-18,76800,79300,75800,77300,151223,428703.0,5545959.0
2012-07-19,78700,83500,78500,82400,147230,456987.0,5545959.0
2012-07-20,83200,84700,82000,83300,91848,461978.0,5545959.0
2012-07-23,83200,83200,79500,79700,39404,442013.0,5545959.0
2012-07-24,79200,80900,75800,80400,66936,445895.0,5545959.0
2012-07-25,80100,81200,77800,77900,54920,432030.0,5545959.0
2012-07-26,79500,80400,78800,80300,53222,445341.0,5545959.0
2012-07-27,81200,81400,78300,78700,67380,436467.0,5545959.0
2012-07-30,78700,80600,77700,78000,53403,432585.0,5545959.0
2012-07-31,77800,78700,76700,77900,42927,432030.0,5545959.0
2012-08-01,78400,79500,78100,79000,45430,438131.0,5545959.0
2012-08-02,79400,79600,77800,78500,33406,435358.0,5545959.0
2012-08-03,79000,80400,78100,80100,47446,444231.0,5545959.0
2012-08-06,80200,84200,79800,83400,104149,462533.0,5545959.0
2012-08-07,83000,84400,79400,79600,94620,441458.0,5545959.0
2012-08-08,80100,80200,78100,79000,83436,438526.0,5550959.0
2012-08-09,79000,84000,78500,83600,131513,464060.0,5550959.0
2012-08-10,83600,86800,82600,85900,113979,476827.0,5550959.0
2012-08-13,86200,88100,85400,87100,101704,483489.0,5550959.0
2012-08-14,87100,88600,86000,87900,55390,487929.0,5550959.0
2012-08-16,88100,89500,87700,88400,54051,490705.0,5550959.0
2012-08-17,89200,95100,88300,92700,132725,514574.0,5550959.0
2012-08-20,92600,95400,91800,93500,88045,519015.0,5550959.0
2012-08-21,92900,94800,92600,92600,61336,514019.0,5550959.0
2012-08-22,92700,93300,89700,91700,96534,509023.0,5550959.0
2012-08-23,92200,96400,92200,95500,67396,530117.0,5550959.0
2012-08-24,95000,99700,95000,98000,93517,543994.0,5550959.0
2012-08-27,98300,100700,95500,100700,67698,558982.0,5550959.0
2012-08-28,99600,105900,98900,101500,151823,563422.0,5550959.0
2012-08-29,102600,103500,99300,102000,139242,566198.0,5550959.0
2012-08-30,102900,103100,100300,101000,56083,560647.0,5550959.0
2012-08-31,102000,104800,100000,100100,77308,555651.0,5550959.0
2012-09-03,100100,109700,100100,105800,164735,587291.0,5550959.0
2012-09-04,106600,108400,98200,100800,163462,559537.0,5550959.0
2012-09-05,100800,101700,95800,100300,141199,556761.0,5550959.0
2012-09-06,100500,101200,97000,97000,78972,538443.0,5550959.0
2012-09-07,97700,101800,94000,100600,71930,558426.0,5550959.0
2012-09-10,102000,102000,99400,99400,36648,551765.0,5550959.0
2012-09-11,99600,104800,99600,103300,75940,573414.0,5550959.0
2012-09-12,104200,107500,99800,100900,141726,560092.0,5550959.0
2012-09-13,101600,103000,100000,101500,27301,563422.0,5550959.0
2012-09-14,101600,102700,94600,97600,110332,541774.0,5550959.0
2012-09-17,96000,96400,91100,94500,132199,524566.0,5550959.0
2012-09-18,96000,99700,95000,99300,114972,551210.0,5550959.0
2012-09-19,100400,102000,97600,98200,95447,545104.0,5550959.0
2012-09-20,98300,102400,97600,99400,110580,551765.0,5550959.0
2012-09-21,101000,108900,100500,106000,183542,588402.0,5550959.0
2012-09-24,106000,112400,105200,109300,150801,606720.0,5550959.0
2012-09-25,111700,111700,104500,107400,109250,596173.0,5550959.0
2012-09-26,106200,109400,105000,106200,53310,589512.0,5550959.0
2012-09-27,106200,108500,103000,105000,48466,582851.0,5550959.0
2012-09-28,105000,105800,102000,104800,90808,581741.0,5550959.0
2012-10-02,104700,112300,103500,111000,88227,616156.0,5550959.0
2012-10-04,113000,121000,112300,115300,127805,640026.0,5550959.0
2012-10-05,116700,120000,113300,116900,82614,648907.0,5550959.0
2012-10-08,120600,121500,115500,116900,81987,648907.0,5550959.0
2012-10-09,116900,119500,115800,117500,52027,652238.0,5550959.0
2012-10-10,117700,118200,113200,115800,46222,642801.0,5550959.0
2012-10-11,113800,118000,113800,117000,37195,649462.0,5550959.0
2012-10-12,117700,125000,115000,123100,83080,683323.0,5550959.0
2012-10-15,124300,124300,114300,116600,114822,647242.0,5550959.0
2012-10-16,116600,117900,111000,114200,108344,633920.0,5550959.0
2012-10-17,115500,120000,115000,116900,69581,648907.0,5550959.0
2012-10-18,120000,120000,106000,107000,171690,593953.0,5550959.0
2012-10-19,107000,112900,100500,111900,110582,621152.0,5550959.0
2012-10-22,110000,117900,109300,117500,58666,652238.0,5550959.0
2012-10-23,118100,118300,116800,117900,36176,654458.0,5550959.0
2012-10-24,116100,117400,112500,116900,77736,648907.0,5550959.0
2012-10-25,116600,119900,111400,111400,85319,618377.0,5550959.0
2012-10-26,111900,112700,104000,106100,108119,588957.0,5550959.0
2012-10-29,106900,108700,102200,106000,73604,588402.0,5550959.0
2012-10-30,105600,110500,103900,110500,46160,613381.0,5550959.0
2012-10-31,111500,117500,111100,113800,75023,631699.0,5550959.0
2012-11-01,114100,118300,111200,117000,90314,649462.0,5550959.0
2012-11-02,119200,119600,116500,118400,47241,657234.0,5550959.0
2012-11-05,119400,124400,118400,121000,66552,671666.0,5550959.0
2012-11-06,124000,124000,113500,113500,81613,630034.0,5550959.0
2012-11-07,113500,117000,111000,112000,74662,621707.0,5550959.0
2012-11-08,112100,116400,111300,115700,49255,642246.0,5550959.0
2012-11-09,117300,119500,115300,118800,52825,659454.0,5550959.0
2012-11-12,120000,130900,118800,129900,160390,721070.0,5550959.0
2012-11-13,131100,132900,123600,126000,163351,699421.0,5550959.0
2012-11-14,127900,136000,116500,121700,247350,675552.0,5550959.0
2012-11-15,123000,132500,121400,131600,144685,730506.0,5550959.0
2012-11-16,132400,134900,125600,129100,128036,716629.0,5550959.0
2012-11-19,128300,134600,126000,129100,86910,716629.0,5550959.0
2012-11-20,132700,144500,131200,140000,192763,777134.0,5550959.0
2012-11-21,140700,147600,139100,142700,102311,792122.0,5550959.0
2012-11-22,145500,145500,137000,137500,98839,763257.0,5550959.0
2012-11-23,136800,137900,133500,137300,104557,762147.0,5550959.0
2012-11-26,136000,139800,132800,132800,53395,737167.0,5550959.0
2012-11-27,133000,136500,126400,129900,131484,721070.0,5550959.0
2012-11-28,130400,130900,126600,128300,74823,712188.0,5550959.0
2012-11-29,129700,129900,125400,126000,90641,699421.0,5550959.0
2012-11-30,126500,129700,118500,122200,159646,678327.0,5550959.0
2012-12-03,122200,123600,117100,117500,139881,652238.0,5550959.0
2012-12-04,119000,125800,118600,125800,180622,698311.0,5550959.0
2012-12-05,125700,127100,108700,114700,258737,636695.0,5550959.0
2012-12-06,114300,116000,102500,105300,446416,584516.0,5550959.0
2012-12-07,106100,107700,100000,107300,337596,595618.0,5550959.0
2012-12-10,109300,110400,105100,107800,166320,598393.0,5550959.0
2012-12-11,107500,107500,101900,102800,194073,570639.0,5550959.0
