한화수성스팩(265920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-12-01,1948,1948,1948,1948,4,8902.0,4440000.0
2017-12-04,1933,1933,1894,1919,90574,8769.0,4440000.0
2017-12-05,1914,1919,1914,1919,12369,8769.0,4440000.0
2017-12-06,1919,1923,1914,1914,11415,8747.0,4440000.0
2017-12-07,1923,1928,1904,1929,5159,8813.0,4440000.0
2017-12-08,1923,1923,1909,1909,31458,8725.0,4440000.0
2017-12-11,1909,1928,1909,1924,15080,8791.0,4440000.0
2017-12-12,1933,1933,1899,1900,16930,8680.0,4440000.0
2017-12-13,1904,1923,1904,1919,5602,8769.0,4440000.0
2017-12-14,1923,1923,1919,1919,4750,8769.0,4440000.0
2017-12-15,1914,1914,1914,1914,511,8747.0,4440000.0
2017-12-18,1914,1928,1914,1929,2215,8813.0,4440000.0
2017-12-19,1928,1933,1928,1934,3502,8836.0,4440000.0
2017-12-20,1928,1962,1919,1934,43869,8836.0,4440000.0
2017-12-21,1938,1938,1909,1934,11550,8836.0,4440000.0
2017-12-22,1904,1943,1904,1934,14292,8836.0,4440000.0
2017-12-26,1904,1904,1904,1905,100,8702.0,4440000.0
2017-12-27,1909,1909,1909,1909,0,8725.0,4440000.0
2017-12-28,1904,1909,1899,1900,41579,8680.0,4440000.0
2018-01-02,1914,1914,1899,1914,1458,8747.0,4440000.0
2018-01-03,1914,1919,1904,1914,5841,8747.0,4440000.0
2018-01-04,1909,1933,1909,1934,9105,8836.0,4440000.0
2018-01-05,1933,1938,1855,1914,74304,8747.0,4440000.0
2018-01-08,1919,1923,1904,1924,12946,8791.0,4440000.0
2018-01-09,1919,1923,1899,1914,7900,8747.0,4440000.0
2018-01-10,1923,1933,1904,1924,13470,8791.0,4440000.0
2018-01-11,1904,1938,1904,1934,10524,8836.0,4440000.0
2018-01-12,1938,1938,1909,1939,6416,8858.0,4440000.0
2018-01-15,1909,1938,1909,1939,14009,8858.0,4440000.0
2018-01-16,1933,1972,1933,1943,14458,8880.0,4440000.0
2018-01-17,1953,1953,1938,1939,36714,8858.0,4440000.0
2018-01-18,1909,1948,1909,1909,13246,8725.0,4440000.0
2018-01-19,1943,1943,1909,1934,9602,8836.0,4440000.0
2018-01-22,1914,1933,1914,1919,10591,8769.0,4440000.0
2018-01-23,1938,1938,1904,1934,4887,8836.0,4440000.0
2018-01-24,1938,1938,1904,1934,1442,8836.0,4440000.0
2018-01-25,1904,1933,1904,1919,5607,8769.0,4440000.0
2018-01-26,1933,1933,1919,1924,3628,8791.0,4440000.0
2018-01-29,1933,1933,1909,1924,10054,8791.0,4440000.0
2018-01-30,1928,1928,1919,1924,3974,8791.0,4440000.0
2018-01-31,1938,1938,1928,1934,3125,8836.0,4440000.0
2018-02-01,1938,1938,1938,1939,5,8858.0,4440000.0
2018-02-02,1938,1938,1914,1939,5583,8858.0,4440000.0
2018-02-05,1938,1938,1938,1939,3352,8858.0,4440000.0
2018-02-06,1933,1933,1923,1934,2985,8836.0,4440000.0
2018-02-07,1933,1933,1923,1929,7204,8813.0,4440000.0
2018-02-08,1948,1948,1919,1924,13198,8791.0,4440000.0
2018-02-09,1914,1933,1914,1929,2730,8813.0,4440000.0
2018-02-12,1943,1943,1938,1939,53,8858.0,4440000.0
2018-02-13,1914,1933,1914,1934,2133,8836.0,4440000.0
2018-02-14,1938,1938,1919,1919,54,8769.0,4440000.0
2018-02-19,1938,1938,1928,1929,3008,8813.0,4440000.0
2018-02-20,1938,1938,1919,1934,3041,8836.0,4440000.0
2018-02-21,1943,1943,1919,1934,13623,8836.0,4440000.0
2018-02-22,1943,1943,1923,1934,10974,8836.0,4440000.0
2018-02-23,1943,1943,1933,1934,15994,8836.0,4440000.0
2018-02-26,1928,1948,1928,1939,4131,8858.0,4440000.0
2018-02-27,1943,1943,1938,1939,508,8858.0,4440000.0
2018-02-28,1943,1943,1933,1934,3,8836.0,4440000.0
2018-03-02,1943,1943,1933,1943,13108,8880.0,4440000.0
2018-03-05,1967,1967,1943,1948,2718,8902.0,4440000.0
2018-03-06,1953,1953,1943,1943,35490,8880.0,4440000.0
2018-03-07,1953,1953,1938,1943,31013,8880.0,4440000.0
2018-03-08,1967,1967,1933,1943,11067,8880.0,4440000.0
2018-03-09,1953,1953,1938,1943,19337,8880.0,4440000.0
2018-03-12,1938,1948,1938,1939,15501,8858.0,4440000.0
2018-03-13,1938,1953,1938,1953,208,8924.0,4440000.0
2018-03-14,1943,1953,1938,1953,15167,8924.0,4440000.0
2018-03-15,1943,1943,1938,1943,7006,8880.0,4440000.0
2018-03-16,1943,1943,1943,1943,10141,8880.0,4440000.0
2018-03-19,1943,1943,1938,1943,22106,8880.0,4440000.0
2018-03-20,1938,2089,1933,1934,91642,8836.0,4440000.0
2018-03-21,1953,1953,1938,1953,3853,8924.0,4440000.0
2018-03-22,1953,1953,1948,1948,2101,8902.0,4440000.0
2018-03-23,1948,1948,1938,1939,4205,8858.0,4440000.0
2018-03-26,1953,1953,1943,1943,1150,8880.0,4440000.0
2018-03-27,1938,1953,1938,1953,5053,8924.0,4440000.0
2018-03-28,1948,1948,1938,1948,560,8902.0,4440000.0
2018-03-29,1948,1953,1938,1953,1347,8924.0,4440000.0
2018-03-30,1943,1948,1943,1948,3691,8902.0,4440000.0
2018-04-02,1938,1953,1928,1943,8504,8880.0,4440000.0
2018-04-03,1948,1948,1928,1948,12504,8902.0,4440000.0
2018-04-04,1928,1948,1928,1948,5456,8902.0,4440000.0
2018-04-05,1928,1948,1928,1939,6513,8858.0,4440000.0
2018-04-06,1933,1948,1928,1939,7515,8858.0,4440000.0
2018-04-09,1933,1943,1928,1943,10759,8880.0,4440000.0
2018-04-10,1928,1948,1928,1943,7646,8880.0,4440000.0
2018-04-11,1938,1943,1938,1943,3310,8880.0,4440000.0
2018-04-12,1928,1943,1928,1943,4531,8880.0,4440000.0
2018-04-13,1933,1938,1928,1939,3917,8858.0,4440000.0
2018-04-16,1938,1948,1928,1934,5429,8836.0,4440000.0
2018-04-17,1928,1948,1928,1943,22098,8880.0,4440000.0
2018-04-18,1933,1943,1928,1943,5494,8880.0,4440000.0
2018-04-19,1933,1943,1933,1939,2084,8858.0,4440000.0
2018-04-20,1943,1943,1933,1943,1364,8880.0,4440000.0
2018-04-23,1933,1943,1933,1943,2315,8880.0,4440000.0
2018-04-24,1933,1943,1933,1943,2399,8880.0,4440000.0
2018-04-25,1933,1943,1933,1943,13923,8880.0,4440000.0
2018-04-26,1933,1948,1933,1948,6402,8902.0,4440000.0
2018-04-27,1933,1948,1933,1943,1440,8880.0,4440000.0
2018-04-30,1948,1953,1938,1948,6004,8902.0,4440000.0
2018-05-02,1948,1948,1938,1948,965,8902.0,4440000.0
2018-05-03,1948,1948,1938,1948,1574,8902.0,4440000.0
2018-05-04,1953,1953,1938,1948,1760,8902.0,4440000.0
2018-05-08,1953,1953,1933,1939,21101,8858.0,4440000.0
2018-05-09,1953,1953,1943,1943,1132,8880.0,4440000.0
2018-05-10,1953,1953,1938,1948,1646,8902.0,4440000.0
2018-05-11,1953,1953,1933,1948,1658,8902.0,4440000.0
2018-05-14,1953,1953,1948,1948,29,8902.0,4440000.0
2018-05-15,1957,1957,1943,1948,1377,8902.0,4440000.0
2018-05-16,1962,1962,1953,1953,29,8924.0,4440000.0
2018-05-17,1933,1943,1933,1943,7636,8880.0,4440000.0
2018-05-18,1948,1948,1933,1948,2306,8902.0,4440000.0
2018-05-21,1953,1953,1943,1953,231,8924.0,4440000.0
2018-05-23,1962,1962,1953,1958,829,8947.0,4440000.0
2018-05-24,1967,1967,1938,1953,429,8924.0,4440000.0
2018-05-25,1953,1957,1953,1953,2101,8924.0,4440000.0
2018-05-28,1962,1962,1943,1963,463,8969.0,4440000.0
2018-05-29,1957,1972,1953,1973,6802,9013.0,4440000.0
2018-05-30,1957,1972,1957,1968,130,8991.0,4440000.0
2018-05-31,1962,1972,1957,1963,350,8969.0,4440000.0
2018-06-01,1967,1972,1957,1973,727,9013.0,4440000.0
2018-06-04,1948,1977,1943,1973,50025,9013.0,4440000.0
2018-06-05,1987,1987,1967,1987,1103,9080.0,4440000.0
2018-06-07,1972,1987,1972,1973,2001,9013.0,4440000.0
2018-06-08,1987,1987,1957,1982,1007,9058.0,4440000.0
2018-06-11,1987,1987,1972,1982,3883,9058.0,4440000.0
2018-06-12,1962,1982,1962,1977,2122,9035.0,4440000.0
2018-06-14,1987,1987,1967,1968,5002,8991.0,4440000.0
2018-06-15,1967,1982,1953,1982,1544,9058.0,4440000.0
2018-06-18,1962,1977,1962,1963,59,8969.0,4440000.0
2018-06-19,1987,1987,1962,1977,1172,9035.0,4440000.0
2018-06-20,1977,1977,1977,1977,0,9035.0,4440000.0
2018-06-21,1982,1982,1953,1973,335,9013.0,4440000.0
2018-06-22,1982,1982,1943,1968,60003,8991.0,4440000.0
2018-06-25,1967,1967,1953,1968,155,8991.0,4440000.0
2018-06-26,1962,1967,1962,1968,1397,8991.0,4440000.0
2018-06-27,1962,1967,1957,1968,1805,8991.0,4440000.0
2018-06-28,1962,1982,1962,1982,255,9058.0,4440000.0
2018-06-29,1987,1987,1967,1982,842,9058.0,4440000.0
2018-07-02,1982,1987,1982,1987,4393,9080.0,4440000.0
2018-07-03,1987,1996,1987,1992,10055,9102.0,4440000.0
2018-07-04,1982,1991,1982,1992,46,9102.0,4440000.0
2018-07-05,1991,2001,1987,1992,17248,9102.0,4440000.0
2018-07-06,1991,1991,1987,1992,3100,9102.0,4440000.0
2018-07-09,1987,1996,1987,1997,3711,9124.0,4440000.0
2018-07-10,2001,2001,1991,2002,2346,9146.0,4440000.0
2018-07-11,2001,2011,2001,2002,9430,9146.0,4440000.0
2018-07-12,2011,2011,2011,2011,1647,9191.0,4440000.0
2018-07-13,2011,2021,1991,2021,7583,9235.0,4440000.0
2018-07-16,1996,2011,1996,2011,4953,9191.0,4440000.0
2018-07-17,1991,2006,1982,2007,1945,9169.0,4440000.0
2018-07-18,2011,2011,1991,1992,1929,9102.0,4440000.0
2018-07-19,1996,1996,1991,1997,3601,9124.0,4440000.0
2018-07-20,1991,2006,1991,1992,4298,9102.0,4440000.0
2018-07-23,2011,2011,1991,2007,1636,9169.0,4440000.0
2018-07-24,1991,2011,1991,1992,1315,9102.0,4440000.0
2018-07-25,2006,2006,1991,2007,1234,9169.0,4440000.0
2018-07-26,2006,2006,1991,2007,1597,9169.0,4440000.0
2018-07-27,1991,2011,1991,1992,2585,9102.0,4440000.0
2018-07-30,2011,2011,1991,2011,3,9191.0,4440000.0
2018-07-31,1982,2011,1982,2011,13,9191.0,4440000.0
2018-08-01,1982,2011,1982,2011,4097,9191.0,4440000.0
2018-08-02,1991,2011,1991,2011,1106,9191.0,4440000.0
2018-08-03,1982,2011,1982,2011,365,9191.0,4440000.0
2018-08-06,1982,2011,1982,1997,1529,9124.0,4440000.0
2018-08-07,1982,2011,1982,1987,4076,9080.0,4440000.0
2018-08-08,2011,2011,1982,2007,10498,9169.0,4440000.0
2018-08-09,2011,2011,2011,2011,528,9191.0,4440000.0
2018-08-10,1996,2006,1948,2007,32757,9169.0,4440000.0
2018-08-13,2006,2006,1982,2007,742,9169.0,4440000.0
2018-08-14,1982,2011,1982,2011,20771,9191.0,4440000.0
2018-08-16,1982,2011,1982,1982,2091,9058.0,4440000.0
2018-08-17,2011,2011,1982,2011,353,9191.0,4440000.0
2018-08-20,2011,2011,2011,2011,4000,9191.0,4440000.0
2018-08-21,2006,2011,1987,2011,802,9191.0,4440000.0
2018-08-22,2011,2011,1987,2007,802,9169.0,4440000.0
2018-08-23,2011,2011,2011,2011,851,9191.0,4440000.0
2018-08-24,2006,2011,2001,2011,52,9191.0,4440000.0
2018-08-27,2011,2011,2011,2011,0,9191.0,4440000.0
2018-08-28,2011,2025,2011,2021,17285,9235.0,4440000.0
2018-08-29,2025,2025,2011,2021,2004,9235.0,4440000.0
2018-08-30,2025,2025,2025,2026,48,9257.0,4440000.0
2018-08-31,2025,2025,2011,2026,1170,9257.0,4440000.0
2018-09-03,2011,2025,2011,2026,5020,9257.0,4440000.0
2018-09-04,1991,2025,1991,2026,1445,9257.0,4440000.0
2018-09-05,2016,2025,2016,2021,4392,9235.0,4440000.0
2018-09-06,1996,2025,1996,2026,5766,9257.0,4440000.0
2018-09-07,1996,2025,1996,2026,2038,9257.0,4440000.0
2018-09-10,1996,2025,1991,2026,44279,9257.0,4440000.0
2018-09-11,2025,2025,2011,2026,4682,9257.0,4440000.0
2018-09-12,2011,2021,2011,2021,29,9235.0,4440000.0
2018-09-13,2011,2025,2011,2011,904,9191.0,4440000.0
2018-09-14,2025,2025,1996,2026,793,9257.0,4440000.0
2018-09-17,1996,2021,1996,2021,170,9235.0,4440000.0
2018-09-18,2021,2021,1996,2021,38,9235.0,4440000.0
2018-09-19,2011,2021,2011,2021,15029,9235.0,4440000.0
2018-09-20,2021,2021,2021,2021,1000,9235.0,4440000.0
2018-09-21,2011,2025,2011,2026,5029,9257.0,4440000.0
2018-09-27,2011,2025,2011,2026,15174,9257.0,4440000.0
2018-09-28,2011,2025,2011,2021,531,9235.0,4440000.0
2018-10-01,2021,2021,2021,2021,1000,,
2018-10-02,2025,2025,1996,2016,1034,9213.0,4440000.0
2018-10-04,2025,2025,2016,2016,1001,9213.0,4440000.0
2018-10-05,2011,2025,2011,2026,12751,9257.0,4440000.0
2018-10-08,2025,2025,2025,2026,1100,9257.0,4440000.0
2018-10-10,2016,2016,2001,2016,10002,9213.0,4440000.0
2018-10-11,2030,2030,2011,2016,11638,9213.0,4440000.0
2018-10-12,2025,2025,1977,2016,1276,9213.0,4440000.0
2018-10-15,1977,2025,1977,2002,7313,9146.0,4440000.0
2018-10-16,1982,2011,1982,2011,11,9191.0,4440000.0
2018-10-17,2011,2021,2011,2011,801,9191.0,4440000.0
2018-10-18,2040,2040,1982,2016,103,9213.0,4440000.0
2018-10-19,2025,2025,2006,2007,801,9169.0,4440000.0
2018-10-22,2011,2011,1991,2002,1656,9146.0,4440000.0
2018-10-23,2011,2011,2001,2002,802,9146.0,4440000.0
2018-10-24,1977,1996,1977,1992,133,9102.0,4440000.0
2018-10-25,2001,2001,1982,1982,1262,9058.0,4440000.0
2018-10-26,2011,2011,1972,1987,9258,9080.0,4440000.0
2018-10-29,1982,2006,1977,2007,3129,9169.0,4440000.0
2018-10-30,2006,2006,1996,2002,3347,9146.0,4440000.0
2018-10-31,1987,2006,1987,2002,1812,9146.0,4440000.0
2018-11-01,2006,2006,2001,2002,2,9146.0,4440000.0
2018-11-02,2006,2006,2001,2007,952,9169.0,4440000.0
2018-11-05,2006,2006,2006,2007,0,9169.0,4440000.0
2018-11-06,2006,2006,1991,1992,1380,9102.0,4440000.0
2018-11-07,2006,2006,1991,2007,656,9169.0,4440000.0
2018-11-08,2006,2006,2006,2007,0,,
2018-11-09,2006,2006,2006,2007,300,9169.0,4440000.0
2018-11-12,1987,2011,1987,2011,756,9191.0,4440000.0
2018-11-13,2079,2079,2016,2016,703,9213.0,4440000.0
2018-11-14,2006,2006,2006,2007,720,9169.0,4440000.0
2018-11-15,2079,2079,1953,2016,5696,9213.0,4440000.0
2018-11-16,2016,2016,2016,2016,837,9213.0,4440000.0
2018-11-19,2016,2016,2016,2016,0,9213.0,4440000.0
2018-11-20,2016,2016,2011,2011,900,9191.0,4440000.0
2018-11-21,2011,2011,2011,2011,0,,
2018-11-22,2021,2021,2021,2021,1,9235.0,4440000.0
2018-11-23,2021,2021,2011,2011,202,9191.0,4440000.0
2018-11-26,2021,2021,1977,2011,92,9191.0,4440000.0
2018-11-27,2021,2021,2021,2021,1,,
2018-11-28,2021,2021,2021,2021,2,9235.0,4440000.0
2018-11-29,2021,2021,2021,2021,102,9235.0,4440000.0
2018-11-30,2021,2021,2021,2021,1,9235.0,4440000.0
2018-12-03,2021,2021,2016,2016,102,9213.0,4440000.0
2018-12-04,2021,2021,2016,2021,4,9235.0,4440000.0
2018-12-05,2016,2016,2006,2007,409,9169.0,4440000.0
2018-12-06,2016,2016,2016,2016,10,9213.0,4440000.0
2018-12-07,2016,2016,2016,2016,100,9213.0,4440000.0
2018-12-10,2016,2016,2016,2016,2,9213.0,4440000.0
2018-12-11,2021,2021,1962,2016,13495,9213.0,4440000.0
2018-12-12,2011,2011,2001,2002,200,9146.0,4440000.0
2018-12-13,1972,2001,1972,2002,112,9146.0,4440000.0
2018-12-14,2001,2001,2001,2002,0,9146.0,4440000.0
2018-12-17,2001,2001,2001,2002,0,,
2018-12-18,1972,2001,1972,2002,252,9146.0,4440000.0
2018-12-19,2001,2001,2001,2002,0,,
2018-12-20,1972,1996,1972,1997,1001,9124.0,4440000.0
2018-12-21,1996,1996,1996,1997,0,9124.0,4440000.0
2018-12-24,1991,1996,1943,1977,116703,9035.0,4440000.0
2018-12-26,1977,1977,1977,1977,0,,
2018-12-27,1991,1991,1991,1992,1,9102.0,4440000.0
2018-12-28,1957,1987,1957,1987,22,9080.0,4440000.0
2019-01-02,1996,1996,1962,1992,1002,9102.0,4440000.0
2019-01-03,1996,1996,1972,1982,3004,9058.0,4440000.0
2019-01-04,1987,1987,1972,1982,5001,9058.0,4440000.0
2019-01-07,1991,1991,1991,1992,1,9102.0,4440000.0
2019-01-08,1991,1991,1991,1992,0,9102.0,4440000.0
2019-01-09,1991,1991,1991,1992,0,,
2019-01-10,1991,1991,1991,1992,0,,
2019-01-11,1991,1991,1991,1992,0,,
2019-01-14,1962,1991,1962,1987,22,9080.0,4440000.0
2019-01-15,1962,1987,1962,1987,110,9080.0,4440000.0
2019-01-16,1977,1987,1972,1987,9441,9080.0,4440000.0
2019-01-17,1977,1987,1977,1987,1002,9080.0,4440000.0
2019-01-18,1977,1987,1977,1987,3002,9080.0,4440000.0
2019-01-21,1987,1987,1987,1987,106,9080.0,4440000.0
2019-01-22,1987,1987,1987,1987,0,9080.0,4440000.0
2019-01-23,1987,1987,1987,1987,0,,
2019-01-24,1972,1991,1962,1992,522,9102.0,4440000.0
2019-01-25,1991,1991,1991,1992,0,,
2019-01-28,1987,1987,1987,1987,487,9080.0,4440000.0
2019-01-29,1987,1991,1962,1987,2487,9080.0,4440000.0
2019-01-30,1962,1987,1962,1987,1001,9080.0,4440000.0
2019-01-31,1987,1987,1987,1987,3,9080.0,4440000.0
2019-02-01,1996,1996,1996,1997,155,9124.0,4440000.0
2019-02-07,1991,1991,1991,1992,1,9102.0,4440000.0
2019-02-08,1996,2011,1972,1973,6810,9013.0,4440000.0
2019-02-11,2001,2011,1977,1977,19161,9035.0,4440000.0
2019-02-12,2006,2016,1982,1982,9541,9058.0,4440000.0
2019-02-13,2011,2011,1972,1982,10110,9058.0,4440000.0
2019-02-14,2001,2011,1982,2007,22004,9169.0,4440000.0
2019-02-15,1977,2006,1977,2007,4,9169.0,4440000.0
2019-02-18,1977,2006,1977,1977,39,9035.0,4440000.0
2019-02-19,2006,2006,2001,2002,2061,9146.0,4440000.0
2019-02-20,2001,2006,1982,1982,59,9058.0,4440000.0
2019-02-21,2006,2006,1982,1982,2,9058.0,4440000.0
2019-02-22,2006,2006,1977,1977,27,9035.0,4440000.0
2019-02-25,2001,2001,2001,2002,1,9146.0,4440000.0
2019-02-26,1972,2001,1972,2002,201,9146.0,4440000.0
2019-02-27,1972,2001,1972,1997,880,9124.0,4440000.0
2019-02-28,1972,2001,1967,2002,5823,9146.0,4440000.0
2019-03-04,1972,2011,1972,2011,5331,9191.0,4440000.0
2019-03-05,1972,2006,1972,1977,756,9035.0,4440000.0
2019-03-06,2001,2001,1987,2002,713,9146.0,4440000.0
2019-03-07,1982,2001,1982,2002,1668,9146.0,4440000.0
2019-03-08,2006,2006,2006,2007,552,9169.0,4440000.0
2019-03-11,1982,2011,1982,2011,10004,9191.0,4440000.0
2019-03-12,2011,2011,1977,2011,10103,9191.0,4440000.0
