링크제니시스(219420),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-11-03,12300,12300,12300,12300,95,24936.0,2027300.0
2016-11-04,10550,10550,10550,10550,2,21388.0,2027300.0
2016-11-07,9010,9010,9010,9010,1,18266.0,2027300.0
2016-11-08,7660,7660,7660,7660,1,15529.0,2027300.0
2016-11-09,8000,8000,6540,6540,2,13259.0,2027300.0
2016-11-10,7520,7520,7100,7100,202,14394.0,2027300.0
2016-11-11,6050,6050,6050,6050,1,12265.0,2027300.0
2016-11-14,6950,6950,6500,6500,2,13177.0,2027300.0
2016-11-15,6890,6890,6890,6890,200,13968.0,2027300.0
2016-11-16,6890,6890,6890,6890,96,13968.0,2027300.0
2016-11-17,7900,7900,7900,7900,0,16016.0,2027300.0
2016-11-18,9060,9060,9060,9060,0,18367.0,2027300.0
2016-11-21,9060,9060,9060,9060,0,18367.0,2027300.0
2016-11-22,10300,10300,10300,10300,0,20881.0,2027300.0
2016-11-23,11750,11750,11750,11750,0,23821.0,2027300.0
2016-11-24,11750,11750,11750,11750,0,23821.0,2027300.0
2016-11-25,13100,13100,13100,13100,0,26558.0,2027300.0
2016-11-28,13100,13100,13100,13100,100,26558.0,2027300.0
2016-11-29,13100,13100,13100,13100,100,,
2016-11-30,13100,13100,13100,13100,100,,
2016-12-01,12400,12400,12400,12400,100,25139.0,2027300.0
2016-12-02,11700,11700,11700,11700,100,23719.0,2027300.0
2016-12-05,11500,11500,11500,11500,100,23314.0,2027300.0
2016-12-06,11400,11400,11400,11400,100,23111.0,2027300.0
2016-12-07,11350,12000,11350,12000,101,24328.0,2027300.0
2016-12-08,11100,11100,11100,11100,0,22503.0,2027300.0
2016-12-09,11100,11100,11100,11100,0,22503.0,2027300.0
2016-12-12,12700,12700,12700,12700,1,25747.0,2027300.0
2016-12-13,11150,11800,11150,11800,101,23922.0,2027300.0
2016-12-14,10550,10550,10300,10300,91,20881.0,2027300.0
2016-12-15,9710,9710,9710,9710,0,19685.0,2027300.0
2016-12-16,9700,9700,8270,8270,4,16766.0,2027300.0
2016-12-19,7030,7030,7030,7030,1,14252.0,2027300.0
2016-12-20,5980,5980,5980,5980,1,12123.0,2027300.0
2016-12-21,6870,6870,5090,5090,7,10319.0,2027300.0
2016-12-22,4335,4335,4335,4335,1,8788.0,2027300.0
2016-12-23,4985,4985,4335,4335,2,8788.0,2027300.0
2016-12-26,4335,4985,4090,4335,303,8788.0,2027300.0
2016-12-27,4985,4985,3705,4985,6,10106.0,2027300.0
2016-12-28,5730,5730,5730,5730,3,11616.0,2027300.0
2016-12-29,6580,6580,6580,6580,1,13340.0,2027300.0
2017-01-02,7550,7550,6510,6510,2,13198.0,2027300.0
2017-01-03,5570,5570,5570,5570,1,11292.0,2027300.0
2017-01-04,6400,6400,6400,6400,1,12975.0,2027300.0
2017-01-05,7350,7360,7350,7360,4,14921.0,2027300.0
2017-01-06,7600,7600,7600,7600,1,15407.0,2027300.0
2017-01-09,8000,8000,8000,8000,200,16218.0,2027300.0
2017-01-10,7000,7000,7000,7000,1,14191.0,2027300.0
2017-01-11,6000,6000,6000,6000,1,12164.0,2027300.0
2017-01-12,6000,6000,6000,6000,200,12164.0,2027300.0
2017-01-13,6900,6900,6900,6900,1,13988.0,2027300.0
2017-01-16,7920,7920,7920,7920,1,16056.0,2027300.0
2017-01-17,6750,6750,6750,6750,1,13684.0,2027300.0
2017-01-18,7760,7760,7760,7760,1,15732.0,2027300.0
2017-01-19,8910,8920,6610,6610,200,13400.0,2027300.0
2017-01-20,5620,5690,5620,5690,14000,11535.0,2027300.0
2017-01-23,4840,4840,4840,4840,1,9812.0,2027300.0
2017-01-24,4840,4840,4840,4840,1,9812.0,2027300.0
2017-01-25,4115,4115,4115,4115,1,8342.0,2027300.0
2017-01-26,4115,4115,3885,3885,301,7876.0,2027300.0
2017-01-31,4465,4465,4465,4465,190,9052.0,2027300.0
2017-02-01,5120,5120,5120,5120,0,10380.0,2027300.0
2017-02-02,5870,5870,5870,5870,0,11900.0,2027300.0
2017-02-03,6740,6740,6740,6740,0,13664.0,2027300.0
2017-02-06,6740,6740,6740,6740,0,13664.0,2027300.0
2017-02-07,7740,7740,7740,7740,0,15691.0,2027300.0
2017-02-08,8890,8890,8890,8890,0,18023.0,2027300.0
2017-02-09,7560,9380,7560,9380,3,19016.0,2027300.0
2017-02-10,10700,10700,10700,10700,1,21692.0,2027300.0
2017-02-13,9100,9100,9100,9100,205,18448.0,2027300.0
2017-02-14,9100,9590,9100,9590,201,19442.0,2027300.0
2017-02-15,9100,9100,9100,9100,200,18448.0,2027300.0
2017-02-16,9100,9590,9100,9590,201,,
2017-02-17,9100,9100,9100,9100,200,,
2017-02-20,8600,8600,8600,8600,200,17435.0,2027300.0
2017-02-21,8500,8500,8500,8500,200,17232.0,2027300.0
2017-02-22,7270,7270,7270,7270,200,14738.0,2027300.0
2017-02-23,8350,8350,8350,8350,1,16928.0,2027300.0
2017-02-24,7170,7170,7170,7170,190,14536.0,2027300.0
2017-02-27,6110,6110,6110,6110,1,12387.0,2027300.0
2017-02-28,5210,5210,5210,5210,1,10562.0,2027300.0
2017-03-02,5990,5990,5300,5300,201,10745.0,2027300.0
2017-03-03,6090,6090,4555,4555,2,9234.0,2027300.0
2017-03-06,5230,5230,5230,5230,200,10603.0,2027300.0
2017-03-07,6010,6010,5020,5020,201,10177.0,2027300.0
2017-03-08,5760,5760,5030,5030,2,10197.0,2027300.0
2017-03-09,5780,5780,5780,5780,1,11718.0,2027300.0
2017-03-10,6640,6640,6640,6640,1,13461.0,2027300.0
2017-03-13,7630,7630,5670,5670,2,11495.0,2027300.0
2017-03-14,6520,6520,6520,6520,200,13218.0,2027300.0
2017-03-15,7490,7490,6000,6000,13,12164.0,2027300.0
2017-03-16,6900,6900,6900,6900,1,,
2017-03-17,7920,7920,7920,7920,190,16056.0,2027300.0
2017-03-20,9070,9070,9070,9070,1,18388.0,2027300.0
2017-03-21,7710,10300,7710,10300,2,20881.0,2027300.0
2017-03-22,9720,9720,9720,9720,200,19705.0,2027300.0
2017-03-23,9220,9220,9220,9220,200,18692.0,2027300.0
2017-03-24,9220,9220,9220,9220,200,18692.0,2027300.0
2017-03-27,9220,9220,9220,9220,200,,
2017-03-28,7840,7840,7840,7840,1,15894.0,2027300.0
2017-03-29,9010,9010,7710,7710,3,15630.0,2027300.0
2017-03-30,8860,8860,7710,7710,201,15630.0,2027300.0
2017-03-31,8210,8300,7750,8300,203,16827.0,2027300.0
2017-04-03,8790,9530,8790,9530,208,19320.0,2027300.0
2017-04-04,10100,10100,10100,10100,1,20476.0,2027300.0
2017-04-05,9200,10400,9200,10400,401,21084.0,2027300.0
2017-04-06,11150,11150,11150,11150,1,22604.0,2027300.0
2017-04-07,11800,11800,11800,11800,1,23922.0,2027300.0
2017-04-10,13500,13500,13500,13500,1,27369.0,2027300.0
2017-04-11,11700,12350,11500,12350,116,25037.0,2027300.0
2017-04-12,10500,14000,10500,14000,302,28382.0,2027300.0
2017-04-13,12000,12000,12000,12000,100,24328.0,2027300.0
2017-04-14,13750,13750,13750,13750,1,27875.0,2027300.0
2017-04-17,15750,15750,15750,15750,1,31930.0,2027300.0
2017-04-18,13400,13400,13400,13400,100,27166.0,2027300.0
2017-04-19,12000,12000,12000,12000,100,24328.0,2027300.0
2017-04-20,11350,11950,11350,11950,101,24226.0,2027300.0
2017-04-21,13600,13600,13600,13600,2,27571.0,2027300.0
2017-04-24,12850,13650,11600,11600,1016,23517.0,2027300.0
2017-04-25,11600,11600,11600,11600,6604,23517.0,2027300.0
2017-04-26,11000,11000,11000,11000,1000,22300.0,2027300.0
2017-04-27,11000,11000,11000,11000,0,,
2017-04-28,11000,11000,11000,11000,0,,
2017-05-02,11050,11050,11050,11050,0,22402.0,2027300.0
2017-05-04,11650,11650,11650,11650,100,23618.0,2027300.0
2017-05-08,11000,11000,11000,11000,600,22300.0,2027300.0
2017-05-10,11000,11000,11000,11000,0,,
2017-05-11,9500,11050,9500,9550,1600,19361.0,2027300.0
2017-05-12,9550,9550,9550,9550,167882,19361.0,2027300.0
2017-05-15,10950,10950,9590,9590,841,19442.0,2027300.0
2017-05-16,10000,10000,10000,10000,25400,20273.0,2027300.0
2017-05-17,10650,11500,10650,11500,101,23314.0,2027300.0
2017-05-18,10650,13150,10650,13150,101,26659.0,2027300.0
2017-05-19,11200,11200,11200,11200,99,22706.0,2027300.0
2017-05-22,10700,12750,10700,12750,101,25848.0,2027300.0
2017-05-23,12700,14650,12700,14650,15,29700.0,2027300.0
2017-05-24,12500,12500,12500,12500,6,25341.0,2027300.0
2017-05-25,11800,11800,11800,11800,100,23922.0,2027300.0
2017-05-26,13500,13500,13500,13500,1,,
2017-05-29,11500,11500,11500,11500,112,23314.0,2027300.0
2017-05-30,10650,10650,10650,10650,100,21591.0,2027300.0
2017-05-31,10650,10650,10650,10650,100,21591.0,2027300.0
2017-06-01,10650,10650,10650,10650,100,,
2017-06-02,10850,10850,10850,10850,100,21996.0,2027300.0
2017-06-05,10850,10850,10850,10850,0,21996.0,2027300.0
2017-06-07,10850,10850,10850,10850,100,21996.0,2027300.0
2017-06-08,10850,10850,10850,10850,0,,
2017-06-09,10850,10850,10850,10850,0,,
2017-06-12,10850,10850,10850,10850,0,,
2017-06-13,10850,10850,10850,10850,0,,
2017-06-14,9600,9600,9600,9600,1,19462.0,2027300.0
2017-06-15,9630,9630,9630,9630,0,19523.0,2027300.0
2017-06-16,10650,11050,10650,11050,494,22402.0,2027300.0
2017-06-19,9900,12650,9900,12650,201,25645.0,2027300.0
2017-06-20,13600,13600,13600,13600,100,27571.0,2027300.0
2017-06-21,13600,13600,13600,13600,100,27571.0,2027300.0
2017-06-22,12750,12750,12750,12750,100,25848.0,2027300.0
2017-06-23,12050,12050,12050,12050,100,24429.0,2027300.0
2017-06-26,11700,11700,11700,11700,100,24889.0,2127300.0
2017-06-27,11650,11650,11650,11650,0,24783.0,2127300.0
2017-06-28,11650,11650,11650,11650,0,24783.0,2127300.0
2017-06-29,11650,11650,11650,11650,0,,
2017-06-30,11650,11650,11650,11650,0,,
2017-07-03,11600,11600,11600,11600,100100,24677.0,2127300.0
2017-07-04,11600,11600,11600,11600,109,24677.0,2127300.0
2017-07-05,12000,13250,12000,13250,802,28187.0,2127300.0
2017-07-06,12050,12050,12050,12050,102,25634.0,2127300.0
2017-07-07,12050,12050,12050,12050,0,25634.0,2127300.0
2017-07-10,12050,12050,12050,12050,0,,
2017-07-11,12050,12050,12050,12050,0,,
2017-07-12,12050,12050,12050,12050,0,,
2017-07-13,12050,12050,12050,12050,0,,
2017-07-14,12050,12050,12050,12050,0,,
2017-07-17,12050,12050,12050,12050,0,,
2017-07-18,12050,12050,12050,12050,0,,
2017-07-19,12050,12050,12050,12050,0,,
2017-07-20,12050,12050,12050,12050,0,,
2017-07-21,12050,12050,12050,12050,100,25634.0,2127300.0
2017-07-24,12050,12100,12050,12100,1460,25740.0,2127300.0
2017-07-25,12100,12500,12100,12500,307,26591.0,2127300.0
2017-07-26,12500,12500,12500,12500,100,26591.0,2127300.0
2017-07-27,12600,12600,12600,12600,0,26804.0,2127300.0
2017-07-28,12600,12600,12600,12600,695,26804.0,2127300.0
2017-07-31,12600,12600,12600,12600,0,26804.0,2127300.0
2017-08-01,12600,12600,12600,12600,0,,
2017-08-02,12600,12600,12600,12600,0,,
2017-08-03,12800,12800,12800,12800,100,27229.0,2127300.0
2017-08-04,12800,12800,12800,12800,0,27229.0,2127300.0
2017-08-07,13250,13250,13250,13250,100,28187.0,2127300.0
2017-08-08,13250,13250,13250,13250,0,28187.0,2127300.0
2017-08-09,11350,11350,11300,11300,2,24038.0,2127300.0
2017-08-10,9660,9660,9660,9660,1,20550.0,2127300.0
2017-08-11,11100,11100,11100,11100,1,23613.0,2127300.0
2017-08-14,11500,11500,11500,11500,1,24464.0,2127300.0
2017-08-16,12200,12200,12200,12200,100,25953.0,2127300.0
2017-08-17,13150,14000,13150,14000,201,29782.0,2127300.0
2017-08-18,11950,14950,11950,14950,101,31803.0,2127300.0
2017-08-21,14000,14000,14000,14000,100,29782.0,2127300.0
2017-08-22,14000,16000,14000,16000,101,34037.0,2127300.0
2017-08-23,14400,14400,14400,14400,100,30633.0,2127300.0
2017-08-24,14400,14400,14400,14400,0,30633.0,2127300.0
2017-08-25,15050,15050,13000,15050,80003,32016.0,2127300.0
2017-08-28,15050,15100,15050,15100,198,32122.0,2127300.0
2017-08-29,15100,15200,15100,15200,100300,32335.0,2127300.0
2017-08-30,15200,17000,15200,17000,205,36164.0,2127300.0
2017-08-31,17000,17100,17000,17100,305,36377.0,2127300.0
2017-09-01,17100,17200,17100,17200,180,36590.0,2127300.0
2017-09-04,17200,17200,17200,17200,0,36590.0,2127300.0
2017-09-05,16250,16250,16250,16250,50,34569.0,2127300.0
2017-09-06,17000,17000,17000,17000,40000,36164.0,2127300.0
2017-09-07,17000,17000,17000,17000,100,36164.0,2127300.0
2017-09-08,16900,16900,16900,16900,1786,35951.0,2127300.0
2017-09-11,16900,16900,16900,16900,1176,35951.0,2127300.0
2017-09-12,16900,16900,16900,16900,100,35951.0,2127300.0
2017-09-13,16900,17400,16900,17400,200,37015.0,2127300.0
2017-09-14,17500,17500,17500,17500,200,37228.0,2127300.0
2017-09-15,17500,17500,17500,17500,0,37228.0,2127300.0
2017-09-18,17600,17600,17550,17600,1103,37440.0,2127300.0
2017-09-19,17600,17600,17600,17600,0,37440.0,2127300.0
2017-09-20,17600,17600,17600,17600,0,,
2017-09-21,17700,17700,17700,17700,0,37653.0,2127300.0
2017-09-22,17700,17900,17700,17900,105,38079.0,2127300.0
2017-09-25,18100,19250,18100,18600,1565,39568.0,2127300.0
2017-09-26,18700,19750,18700,19750,2181,42014.0,2127300.0
2017-09-27,19750,19750,19750,19750,0,42014.0,2127300.0
2017-09-28,19200,19200,19200,19200,38,40844.0,2127300.0
2017-09-29,19250,19250,19250,19250,0,40951.0,2127300.0
2017-10-10,19250,19300,19250,19300,460,41057.0,2127300.0
2017-10-11,19250,19500,19250,19500,150,41482.0,2127300.0
2017-10-12,19350,19350,19350,19350,300,41163.0,2127300.0
2017-10-13,19550,20000,19550,20000,383,42546.0,2127300.0
2017-10-16,19700,19700,19700,19700,4,41908.0,2127300.0
2017-10-17,19700,20000,19700,20000,61,42546.0,2127300.0
2017-10-18,20500,20500,20500,20500,0,43610.0,2127300.0
2017-10-19,20500,20500,20500,20500,0,43610.0,2127300.0
2017-10-20,20500,20500,20500,20500,0,,
2017-10-23,20500,20500,20500,20500,0,,
2017-10-24,19700,19700,19600,19600,597,41695.0,2127300.0
2017-10-25,20000,20000,20000,20000,1,42546.0,2127300.0
2017-10-26,19950,19950,19950,19950,0,42440.0,2127300.0
2017-10-27,19950,19950,19950,19950,0,42440.0,2127300.0
2017-10-30,20000,20000,20000,20000,500,42546.0,2127300.0
2017-10-31,20300,20350,20300,20300,1357,43184.0,2127300.0
2017-11-01,20500,20600,20300,20600,2169,43822.0,2127300.0
2017-11-02,20600,20600,20600,20600,0,43822.0,2127300.0
2017-11-03,21000,21000,21000,21000,101,44673.0,2127300.0
2017-11-06,20500,20500,20500,20500,490,43610.0,2127300.0
2017-11-07,20000,20100,20000,20100,650,42759.0,2127300.0
2017-11-08,20100,20100,20100,20100,0,42759.0,2127300.0
2017-11-09,20100,20100,20100,20100,0,,
2017-11-10,19550,19550,19550,19550,1,41589.0,2127300.0
2017-11-13,19550,19550,19550,19550,0,41589.0,2127300.0
2017-11-14,20000,20500,20000,20500,2559,43610.0,2127300.0
2017-11-15,21300,21300,21300,21300,1,45311.0,2127300.0
2017-11-16,21100,21100,21100,21100,41,44886.0,2127300.0
2017-11-17,20500,20600,20000,20200,1132,42971.0,2127300.0
2017-11-20,20600,20600,20400,20400,101,43397.0,2127300.0
2017-11-21,20500,20500,20400,20400,700,43397.0,2127300.0
2017-11-22,20600,20650,20600,20650,1665,43929.0,2127300.0
2017-11-23,19250,20600,19250,20600,302,43822.0,2127300.0
2017-11-24,20750,20750,20750,20750,49,44141.0,2127300.0
2017-11-27,21000,21000,20600,20750,1100,44141.0,2127300.0
2017-11-28,20800,20800,20800,20800,759,44248.0,2127300.0
2017-11-29,20900,22000,20900,22000,740,46801.0,2127300.0
2017-11-30,22900,23950,22750,23950,1078,50949.0,2127300.0
2017-12-01,23950,27500,23900,27000,1205,57437.0,2127300.0
2017-12-04,27100,29950,27100,27100,570,57650.0,2127300.0
2017-12-05,27150,27150,27150,27150,800,57756.0,2127300.0
2017-12-06,27150,27150,27150,27150,0,57756.0,2127300.0
2017-12-07,27150,27150,27150,27150,0,,
2017-12-08,28900,28900,28900,28900,0,61479.0,2127300.0
2017-12-11,28900,28900,28900,28900,0,61479.0,2127300.0
2017-12-12,28900,28900,28900,28900,0,,
2017-12-13,28900,28900,28900,28900,0,,
2017-12-14,28900,28900,28900,28900,38,61479.0,2127300.0
2017-12-15,27900,28000,27900,28000,999,59564.0,2127300.0
2017-12-18,26000,27950,26000,27800,3351,59139.0,2127300.0
2017-12-19,27550,27550,27500,27500,1363,58501.0,2127300.0
2017-12-20,27700,27700,27700,27700,1,58926.0,2127300.0
2017-12-21,27000,27000,27000,27000,0,57437.0,2127300.0
2017-12-22,27000,27000,26900,26900,2,57224.0,2127300.0
2017-12-26,26800,26800,25500,25500,457,54246.0,2127300.0
2017-12-27,27500,27500,27500,27500,11,58501.0,2127300.0
2017-12-28,23650,26750,23650,26750,130,56905.0,2127300.0
2018-01-02,22800,26700,22800,26700,1150,56799.0,2127300.0
2018-01-03,26000,27000,26000,27000,1631,57437.0,2127300.0
2018-01-04,27000,29500,27000,29500,1936,62755.0,2127300.0
2018-01-05,29000,29950,28050,29900,4484,63606.0,2127300.0
2018-01-08,30000,32950,30000,32000,2534,68074.0,2127300.0
2018-01-09,32950,34000,32950,33850,1164,72009.0,2127300.0
2018-01-10,33500,33900,29300,31750,924,67542.0,2127300.0
2018-01-11,31700,32000,30550,31950,1220,67967.0,2127300.0
2018-01-12,32000,33950,29400,33950,2882,72222.0,2127300.0
2018-01-15,34100,35500,34100,35450,1980,75413.0,2127300.0
2018-01-16,35450,40000,35450,39000,5057,82965.0,2127300.0
2018-01-17,36550,38700,35800,37350,900,79455.0,2127300.0
2018-01-18,39350,39350,36050,36500,457,77646.0,2127300.0
2018-01-19,36000,38000,35600,38000,708,80837.0,2127300.0
2018-01-22,37000,39450,37000,38950,2233,82858.0,2127300.0
2018-01-23,38200,40000,38200,39800,4407,84667.0,2127300.0
2018-01-24,40000,45200,39800,44600,25882,94878.0,2127300.0
2018-01-25,44600,48450,43550,46650,4261,99239.0,2127300.0
2018-01-26,47400,47450,42100,46000,3368,97856.0,2127300.0
2018-01-29,47900,48000,44300,47500,3443,101047.0,2127300.0
2018-01-30,47500,49900,45100,49650,7379,105620.0,2127300.0
2018-01-31,49000,49500,48500,49300,2799,104876.0,2127300.0
2018-02-01,49000,49300,47150,48700,1132,103600.0,2127300.0
2018-02-02,48800,49300,45350,49200,6554,104663.0,2127300.0
2018-02-05,11357,12471,7971,8679,826388,86520.0,2136300.0
2018-02-06,8185,10971,7596,10704,848864,106708.0,2136300.0
2018-02-07,11957,12835,9750,9750,596327,97202.0,2136300.0
2018-02-08,10007,10435,9192,9900,187615,98697.0,2136300.0
2018-02-09,9235,9814,9225,9321,81221,92929.0,2136300.0
2018-02-12,9321,9492,8753,8754,77196,87268.0,2136300.0
2018-02-13,8571,9182,8571,8700,49705,86734.0,2136300.0
2018-02-14,8753,10103,8753,9514,211444,94852.0,2136300.0
2018-02-19,9685,10178,9578,10093,77927,100620.0,2136300.0
2018-02-20,10028,10146,9642,9782,66928,97522.0,2136300.0
2018-02-21,9857,10114,9750,9868,79318,98377.0,2136300.0
2018-02-22,10071,10500,9846,10500,120642,104679.0,2136300.0
2018-02-23,13650,13650,13650,13650,124797,29160.0,2136300.0
2018-02-26,17700,17700,17700,17700,25310,37813.0,2136300.0
2018-02-27,23000,23000,20550,23000,1960468,49135.0,2136300.0
2018-02-28,21800,24450,21150,21550,784583,46037.0,2136300.0
2018-03-02,21200,21200,18500,19500,406888,41658.0,2136300.0
2018-03-05,18000,18350,17000,17050,465357,36424.0,2136300.0
2018-03-06,17050,17400,16500,17150,307570,36638.0,2136300.0
2018-03-07,17150,17150,15000,15300,333851,32685.0,2136300.0
2018-03-08,15000,16100,14800,15450,225653,33006.0,2136300.0
2018-03-09,12300,13500,12100,12700,1850934,27131.0,2136300.0
2018-03-12,12400,12500,11850,12100,671941,25849.0,2136300.0
2018-03-13,11400,11850,11100,11500,1426171,115000.0,10000000.0
2018-03-14,11550,12400,11400,12400,1146580,124000.0,10000000.0
2018-03-15,12400,12550,11800,11950,651223,119500.0,10000000.0
2018-03-16,12050,12300,11650,12050,477118,120500.0,10000000.0
2018-03-19,12200,12550,11750,11950,688022,119500.0,10000000.0
2018-03-20,12350,13550,12250,13050,2714540,130500.0,10000000.0
2018-03-21,13250,13400,12550,12800,736340,128000.0,10000000.0
2018-03-22,12850,13150,12350,12950,786298,129500.0,10000000.0
2018-03-23,12600,13000,12050,12200,622232,122000.0,10000000.0
2018-03-26,12150,12650,12150,12450,504134,124500.0,10000000.0
2018-03-27,12650,12750,12250,12500,524924,125000.0,10000000.0
2018-03-28,12300,12400,11400,11600,558470,116000.0,10000000.0
2018-03-29,11650,11700,11000,11350,452895,113500.0,10000000.0
2018-03-30,11550,11850,11050,11300,457763,113000.0,10000000.0
2018-04-02,11350,11950,11000,11800,686007,118000.0,10000000.0
2018-04-03,11450,11650,11300,11550,305013,115500.0,10000000.0
2018-04-04,11600,12350,11550,12000,887120,120000.0,10000000.0
2018-04-05,12150,12650,11900,12550,705211,125500.0,10000000.0
2018-04-06,12450,12650,12150,12350,384888,123500.0,10000000.0
2018-04-09,12250,12700,12150,12550,436995,125500.0,10000000.0
2018-04-10,12900,14550,12650,13800,2846582,138000.0,10000000.0
2018-04-11,14000,14050,13500,13900,791108,139000.0,10000000.0
2018-04-12,14150,14200,12850,12950,824002,129500.0,10000000.0
2018-04-13,13150,13250,12750,13100,276969,131000.0,10000000.0
2018-04-16,13000,13550,12750,13300,510556,133000.0,10000000.0
2018-04-17,13350,13950,12950,13300,1070830,133000.0,10000000.0
2018-04-18,13500,13500,13000,13300,626695,133000.0,10000000.0
2018-04-19,13500,13800,13000,13100,845377,131000.0,10000000.0
2018-04-20,13100,13200,12200,12350,870026,123500.0,10000000.0
2018-04-23,12200,12200,11150,11300,587194,113000.0,10000000.0
2018-04-24,11300,11450,10200,10500,788010,105000.0,10000000.0
2018-04-25,10350,10650,9950,10150,390070,101500.0,10000000.0
2018-04-26,10250,10500,10250,10400,174844,104000.0,10000000.0
2018-04-27,10400,10550,10000,10050,202017,100500.0,10000000.0
2018-04-30,10000,10000,9060,9420,463853,94200.0,10000000.0
2018-05-02,9420,9990,9100,9600,383351,96000.0,10000000.0
2018-05-03,9620,9790,9550,9550,107181,95500.0,10000000.0
2018-05-04,9570,9640,9100,9130,197127,91300.0,10000000.0
2018-05-08,9090,9240,8710,8800,247449,88000.0,10000000.0
2018-05-09,8710,8880,8480,8880,190334,88800.0,10000000.0
2018-05-10,8890,9180,8730,9080,171524,90800.0,10000000.0
2018-05-11,9080,9140,8900,8950,133691,89500.0,10000000.0
2018-05-14,8900,9120,8780,8830,123540,88300.0,10000000.0
2018-05-15,8830,8830,8500,8540,169639,85400.0,10000000.0
2018-05-16,8470,9000,8210,8910,293744,89100.0,10000000.0
2018-05-17,9100,9130,8830,8880,175401,88800.0,10000000.0
2018-05-18,8890,9150,8820,9140,118391,91400.0,10000000.0
2018-05-21,9140,9250,9030,9130,96524,91300.0,10000000.0
2018-05-23,9150,9250,8530,8660,156384,86600.0,10000000.0
2018-05-24,8700,8730,8530,8530,87447,85300.0,10000000.0
2018-05-25,8450,8530,8240,8400,153436,84000.0,10000000.0
2018-05-28,8350,8350,7960,8110,281749,81100.0,10000000.0
2018-05-29,8100,8450,7970,8380,235321,83800.0,10000000.0
2018-05-30,8430,8660,8230,8470,167653,84700.0,10000000.0
