케이맥(043290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-06-17,11450,11750,11000,11450,74764,78295.0,6838015.0
2013-06-18,11550,11800,11200,11800,23034,80689.0,6838015.0
2013-06-19,11800,11900,11350,11500,24269,78637.0,6838015.0
2013-06-20,11300,11450,10600,10750,75762,73509.0,6838015.0
2013-06-21,10250,10850,10150,10850,55237,74192.0,6838015.0
2013-06-24,10750,11550,10700,10800,34521,73851.0,6838015.0
2013-06-25,11200,11200,10150,10150,42170,69406.0,6838015.0
2013-06-26,10150,10700,10150,10600,44755,72483.0,6838015.0
2013-06-27,10800,11250,10800,11200,18422,76586.0,6838015.0
2013-06-28,11400,11400,10900,11050,11400,75560.0,6838015.0
2013-07-01,11250,11300,11100,11300,11068,77270.0,6838015.0
2013-07-02,11500,11500,11150,11200,11294,76586.0,6838015.0
2013-07-03,11350,11350,10700,10700,13441,73167.0,6838015.0
2013-07-04,10800,10900,10300,10750,28278,73509.0,6838015.0
2013-07-05,10750,11000,10650,10850,16398,74192.0,6838015.0
2013-07-08,11050,11050,10500,10550,17082,72141.0,6838015.0
2013-07-09,10550,10750,10350,10650,10542,72825.0,6838015.0
2013-07-10,10800,10800,10300,10650,17036,72825.0,6838015.0
2013-07-11,10800,11100,10700,11000,27921,75218.0,6838015.0
2013-07-12,11200,11200,10950,11150,18097,76244.0,6838015.0
2013-07-15,11050,11200,10950,11150,14129,76244.0,6838015.0
2013-07-16,11200,11650,11200,11350,26927,77611.0,6838015.0
2013-07-17,11500,11500,11050,11250,25597,76928.0,6838015.0
2013-07-18,11300,11450,11200,11400,19777,77953.0,6838015.0
2013-07-19,11400,11500,10950,11050,25527,75560.0,6838015.0
2013-07-22,11100,11250,11000,11000,15842,75218.0,6838015.0
2013-07-23,11200,11250,10950,11100,15662,75902.0,6838015.0
2013-07-24,11050,11200,10800,10900,21544,74534.0,6838015.0
2013-07-25,10900,11050,10750,11000,19476,75218.0,6838015.0
2013-07-26,11050,11200,10900,11150,12004,76244.0,6838015.0
2013-07-29,11300,11900,11250,11500,60780,78637.0,6838015.0
2013-07-30,11800,11850,11450,11600,28419,79321.0,6838015.0
2013-07-31,11550,11700,11250,11300,32191,77270.0,6838015.0
2013-08-01,11350,11500,11200,11250,25804,76928.0,6838015.0
2013-08-02,11350,11500,11100,11200,27722,76586.0,6838015.0
2013-08-05,11200,11200,10750,10850,38904,74192.0,6838015.0
2013-08-06,10800,10900,10450,10650,42854,72825.0,6838015.0
2013-08-07,10650,10650,10250,10450,60511,71457.0,6838015.0
2013-08-08,10500,10500,10250,10500,40540,71799.0,6838015.0
2013-08-09,10500,10750,10450,10750,24037,73509.0,6838015.0
2013-08-12,10600,10800,10550,10700,24447,73167.0,6838015.0
2013-08-13,10700,10700,10200,10600,55926,72483.0,6838015.0
2013-08-14,10950,11500,10650,10700,90858,73167.0,6838015.0
2013-08-16,10600,10700,10250,10300,52282,70432.0,6838015.0
2013-08-19,10400,10400,10200,10300,24173,70432.0,6838015.0
2013-08-20,10200,10350,9880,9910,83575,67765.0,6838015.0
2013-08-21,9900,10000,9610,9700,35418,66329.0,6838015.0
2013-08-22,9450,9510,9180,9200,77274,62910.0,6838015.0
2013-08-23,9250,9440,9250,9370,24165,64072.0,6838015.0
2013-08-26,9390,9800,9390,9600,27913,65645.0,6838015.0
2013-08-27,9500,9850,9500,9540,27934,65235.0,6838015.0
2013-08-28,9380,9480,9160,9350,10502,63935.0,6838015.0
2013-08-29,9350,9880,9350,9700,13579,66329.0,6838015.0
2013-08-30,9630,9890,9630,9730,10440,66534.0,6838015.0
2013-09-02,9630,11000,9630,10800,114784,73851.0,6838015.0
2013-09-03,10800,11300,10500,11300,50313,77270.0,6838015.0
2013-09-04,11500,11500,11100,11150,44233,76244.0,6838015.0
2013-09-05,11150,11400,10800,10950,34614,74876.0,6838015.0
2013-09-06,10950,11300,10800,11000,27523,75218.0,6838015.0
2013-09-09,11050,11100,10600,10800,35707,73851.0,6838015.0
2013-09-10,10850,11450,10850,11250,59098,76928.0,6838015.0
2013-09-11,11400,11400,11100,11200,18923,76586.0,6838015.0
2013-09-12,11150,11750,11150,11700,60927,80005.0,6838015.0
2013-09-13,11700,12100,11600,12050,61995,82398.0,6838015.0
2013-09-16,12000,12400,11650,11850,45568,81030.0,6838015.0
2013-09-17,11850,12050,11700,12000,38496,82056.0,6838015.0
2013-09-23,11900,12200,11800,12000,30926,82056.0,6838015.0
2013-09-24,12000,12200,11600,12000,28399,82056.0,6838015.0
2013-09-25,11900,12000,11600,11800,7525,80689.0,6838015.0
2013-09-26,11700,11900,11500,11750,26760,80347.0,6838015.0
2013-09-27,11750,11750,11200,11450,45987,78295.0,6838015.0
2013-09-30,11450,11450,10950,11100,40643,75902.0,6838015.0
2013-10-01,11150,11250,10900,10900,24388,74534.0,6838015.0
2013-10-02,11100,11350,10950,10950,21175,74876.0,6838015.0
2013-10-04,10900,11200,10600,10700,36312,73167.0,6838015.0
2013-10-07,10600,10750,10400,10700,27328,73167.0,6838015.0
2013-10-08,10700,10800,10350,10800,11260,73851.0,6838015.0
2013-10-10,10700,11150,10650,11100,18944,75902.0,6838015.0
2013-10-11,11100,12650,11100,12400,306368,84791.0,6838015.0
2013-10-14,12400,12600,12050,12450,101939,85133.0,6838015.0
2013-10-15,12550,12800,12250,12400,376385,84791.0,6838015.0
2013-10-16,12150,12350,11500,11500,297956,78637.0,6838015.0
2013-10-17,11500,11600,10850,10900,147984,74534.0,6838015.0
2013-10-18,10800,11400,10800,11350,74808,77611.0,6838015.0
2013-10-21,11350,11400,10950,11050,65336,75560.0,6838015.0
2013-10-22,11000,11250,10850,11250,42145,76928.0,6838015.0
2013-10-23,11300,11400,10950,11100,44411,75902.0,6838015.0
2013-10-24,11000,11300,10950,11300,29227,77270.0,6838015.0
2013-10-25,11450,11450,11150,11300,21597,77270.0,6838015.0
2013-10-28,11350,11650,11250,11250,52264,76928.0,6838015.0
2013-10-29,11250,11500,10900,11000,99306,75218.0,6838015.0
2013-10-30,11050,11200,10900,11150,34575,76244.0,6838015.0
2013-10-31,11100,11200,10950,11050,33173,75560.0,6838015.0
2013-11-01,11000,11100,10850,10950,36594,74876.0,6838015.0
2013-11-04,11000,11050,10650,10650,48037,72825.0,6838015.0
2013-11-05,10650,10750,10150,10200,100386,69748.0,6838015.0
2013-11-06,10150,10550,10150,10250,54922,70090.0,6838015.0
2013-11-07,10300,10450,10000,10300,36185,70432.0,6838015.0
2013-11-08,10150,10600,10050,10550,34360,72141.0,6838015.0
2013-11-11,10650,10650,9980,10150,38691,69406.0,6838015.0
2013-11-12,10150,10600,10150,10500,23097,71799.0,6838015.0
2013-11-13,10450,10550,10300,10450,20784,71457.0,6838015.0
2013-11-14,10450,10650,10350,10500,21159,71799.0,6838015.0
2013-11-15,10500,10750,10450,10600,19553,72483.0,6838015.0
2013-11-18,10650,10800,10500,10600,14649,72483.0,6838015.0
2013-11-19,10500,10650,10250,10350,26031,70773.0,6838015.0
2013-11-20,10350,10350,10150,10200,9685,69748.0,6838015.0
2013-11-21,10300,10300,10050,10050,13774,68722.0,6838015.0
2013-11-22,10150,10400,10150,10400,28669,71115.0,6838015.0
2013-11-25,10250,10450,10200,10250,17795,70090.0,6838015.0
2013-11-26,10250,10500,10200,10350,16423,70773.0,6838015.0
2013-11-27,10450,10900,10300,10700,56953,73167.0,6838015.0
2013-11-28,10850,11150,10700,11000,92838,75218.0,6838015.0
2013-11-29,11000,11000,10550,10650,48283,72825.0,6838015.0
2013-12-02,10600,10750,10200,10250,54001,70090.0,6838015.0
2013-12-03,10200,10300,10100,10100,19439,69064.0,6838015.0
2013-12-04,10150,10250,9990,10150,17946,69406.0,6838015.0
2013-12-05,10000,10250,10000,10100,13217,69064.0,6838015.0
2013-12-06,10050,10350,10000,10150,12266,69406.0,6838015.0
2013-12-09,10150,10300,10000,10250,17019,70090.0,6838015.0
2013-12-10,10200,10550,10100,10550,28040,72141.0,6838015.0
2013-12-11,10450,10550,10350,10500,21790,71799.0,6838015.0
2013-12-12,10150,10500,10150,10450,29979,71457.0,6838015.0
2013-12-13,10450,10550,10300,10450,12304,71457.0,6838015.0
2013-12-16,10300,10400,10150,10200,14957,69748.0,6838015.0
2013-12-17,10100,10250,10000,10200,20606,69748.0,6838015.0
2013-12-18,10250,10300,10050,10100,10165,69064.0,6838015.0
2013-12-19,10200,10250,9830,9940,25584,67970.0,6838015.0
2013-12-20,9910,9960,9730,9920,35175,67833.0,6838015.0
2013-12-23,9950,10100,9950,9980,13254,68243.0,6838015.0
2013-12-24,10000,10150,9900,10100,27519,69064.0,6838015.0
2013-12-26,10100,10150,9950,10100,7132,69064.0,6838015.0
2013-12-27,10000,10250,9980,10250,24394,70090.0,6838015.0
2013-12-30,10150,10400,10100,10350,7877,70773.0,6838015.0
2014-01-02,10400,10400,10150,10150,4134,69406.0,6838015.0
2014-01-03,10300,10300,9800,9980,26866,68243.0,6838015.0
2014-01-06,10000,10000,9840,9960,4231,68107.0,6838015.0
2014-01-07,9930,10000,9730,9950,44582,68038.0,6838015.0
2014-01-08,10000,10000,9830,9900,17531,67696.0,6838015.0
2014-01-09,9830,10000,9830,9880,17022,67560.0,6838015.0
2014-01-10,9880,9960,9730,9790,23619,66944.0,6838015.0
2014-01-13,9720,9990,9720,9940,18179,67970.0,6838015.0
2014-01-14,9780,9930,9780,9890,6825,67628.0,6838015.0
2014-01-15,9860,9900,9580,9600,47320,65645.0,6838015.0
2014-01-16,9610,9890,9600,9880,32646,67560.0,6838015.0
2014-01-17,9820,9980,9790,9810,12439,67081.0,6838015.0
2014-01-20,9900,10200,9760,10150,42442,69406.0,6838015.0
2014-01-21,10050,10300,10050,10250,29268,70090.0,6838015.0
2014-01-22,10350,10450,10150,10150,28034,69406.0,6838015.0
2014-01-23,10050,10300,9990,10150,29168,69406.0,6838015.0
2014-01-24,10050,10200,9940,10150,26983,69406.0,6838015.0
2014-01-27,10000,10000,9810,9980,18070,68243.0,6838015.0
2014-01-28,9980,10050,9900,9970,8400,68175.0,6838015.0
2014-01-29,10150,10150,9890,9890,34966,67628.0,6838015.0
2014-02-03,9520,9520,8950,9050,171760,61884.0,6838015.0
2014-02-04,9030,9030,8500,8810,101752,60243.0,6838015.0
2014-02-05,8820,8940,8750,8880,28834,60722.0,6838015.0
2014-02-06,8800,9110,8780,9050,43697,61884.0,6838015.0
2014-02-07,9050,9070,8910,8980,25198,61405.0,6838015.0
2014-02-10,9100,9100,8930,8940,12010,61132.0,6838015.0
2014-02-11,8960,9350,8910,9280,58908,63457.0,6838015.0
2014-02-12,9350,9350,9100,9170,25860,62705.0,6838015.0
2014-02-13,9210,9340,9170,9310,18665,63662.0,6838015.0
2014-02-14,9320,9400,9280,9400,33295,64277.0,6838015.0
2014-02-17,9400,9450,9130,9390,43749,64209.0,6838015.0
2014-02-18,9310,9440,9240,9410,10616,64346.0,6838015.0
2014-02-19,9330,9410,9220,9390,18523,64209.0,6838015.0
2014-02-20,9410,9410,9100,9200,22750,62910.0,6838015.0
2014-02-21,9250,9280,9100,9200,22186,62910.0,6838015.0
2014-02-24,9260,9470,8720,8720,182984,59627.0,6838015.0
2014-02-25,8900,8940,8650,8840,46531,60448.0,6838015.0
2014-02-26,8890,8890,8640,8640,38339,59080.0,6838015.0
2014-02-27,8700,8700,8220,8280,53574,56619.0,6838015.0
2014-02-28,8250,8370,8190,8310,43755,56824.0,6838015.0
2014-03-03,8220,8360,8200,8310,25942,56824.0,6838015.0
2014-03-04,8280,8340,8200,8330,13668,56961.0,6838015.0
2014-03-05,8350,8900,8350,8720,91086,59627.0,6838015.0
2014-03-06,8730,8840,8650,8750,21429,59833.0,6838015.0
2014-03-07,8750,8810,8650,8740,13045,59764.0,6838015.0
2014-03-10,8680,8810,8680,8700,13376,59491.0,6838015.0
2014-03-11,8830,8830,8550,8690,12405,59422.0,6838015.0
2014-03-12,8640,8740,8330,8400,41010,57439.0,6838015.0
2014-03-13,8520,8530,8430,8470,7747,57918.0,6838015.0
2014-03-14,8420,8420,8300,8410,15839,57508.0,6838015.0
2014-03-17,8400,8400,8210,8220,25066,56208.0,6838015.0
2014-03-18,8390,8450,8280,8450,13509,57781.0,6838015.0
2014-03-19,8510,8550,8420,8500,16796,58123.0,6838015.0
2014-03-20,8390,8610,8380,8560,21582,58533.0,6838015.0
2014-03-21,8600,8710,8560,8650,19030,59149.0,6838015.0
2014-03-24,8700,8840,8680,8700,32429,59491.0,6838015.0
2014-03-25,8630,8790,8610,8760,13500,59901.0,6838015.0
2014-03-26,8790,8840,8610,8610,11788,58875.0,6838015.0
2014-03-27,8610,8650,8280,8360,30336,57166.0,6838015.0
2014-03-28,8320,8480,8310,8440,7204,57713.0,6838015.0
2014-03-31,8460,8460,8340,8380,21913,57303.0,6838015.0
2014-04-01,8470,8540,8390,8420,8283,57576.0,6838015.0
2014-04-02,8460,8510,8360,8370,12800,57234.0,6838015.0
2014-04-03,8370,8470,8280,8390,36463,57371.0,6838015.0
2014-04-04,8410,8460,8350,8450,15002,57781.0,6838015.0
2014-04-07,8420,8510,8410,8410,14514,57508.0,6838015.0
2014-04-08,8480,8480,8330,8340,20484,57029.0,6838015.0
2014-04-09,8340,8350,8200,8240,44736,56345.0,6838015.0
2014-04-10,8220,8320,8210,8250,20535,56414.0,6838015.0
2014-04-11,8210,8600,8200,8390,33977,57371.0,6838015.0
2014-04-14,8310,8520,8310,8440,19274,57713.0,6838015.0
2014-04-15,8460,8500,8360,8450,13196,57781.0,6838015.0
2014-04-16,8470,8710,8450,8610,68537,58875.0,6838015.0
2014-04-17,8620,8720,8520,8560,21391,58533.0,6838015.0
2014-04-18,8590,8710,8500,8600,23715,58807.0,6838015.0
2014-04-21,8610,9870,8610,9560,456880,65371.0,6838015.0
2014-04-22,9510,9940,9400,9470,212256,64756.0,6838015.0
2014-04-23,9590,9800,9300,9300,87537,63594.0,6838015.0
2014-04-24,9360,9520,8860,9170,117244,62705.0,6838015.0
2014-04-25,9180,9220,8910,9100,41988,62226.0,6838015.0
2014-04-28,8980,9220,8950,9160,45313,62636.0,6838015.0
2014-04-29,9160,9420,9110,9150,62761,62568.0,6838015.0
2014-04-30,9190,9190,8840,8990,51147,61474.0,6838015.0
2014-05-02,8960,9030,8880,8920,19618,60995.0,6838015.0
2014-05-07,8960,8960,8790,8790,11697,60106.0,6838015.0
2014-05-08,8750,8860,8210,8240,90069,56345.0,6838015.0
2014-05-09,8350,8750,8300,8600,45666,58807.0,6838015.0
2014-05-12,8650,8820,8540,8680,26603,59354.0,6838015.0
2014-05-13,8690,8890,8600,8750,12210,59833.0,6838015.0
2014-05-14,8720,8800,8600,8700,13308,59491.0,6838015.0
2014-05-15,8700,9070,8560,8700,52987,59491.0,6838015.0
2014-05-16,8850,8850,8440,8610,43772,58875.0,6838015.0
2014-05-19,8600,8680,8210,8410,40369,57508.0,6838015.0
2014-05-20,8410,8440,8210,8400,20066,57439.0,6838015.0
2014-05-21,8550,8550,8290,8370,19567,57234.0,6838015.0
2014-05-22,8400,8550,8330,8550,18189,58465.0,6838015.0
2014-05-23,8600,8630,8400,8400,5114,57439.0,6838015.0
2014-05-26,8260,8290,7500,7530,225548,51490.0,6838015.0
2014-05-27,7600,7600,7290,7490,51463,51217.0,6838015.0
2014-05-28,7590,7590,7330,7400,28401,50601.0,6838015.0
2014-05-29,7260,7470,7230,7440,30900,50875.0,6838015.0
2014-05-30,7470,7530,7350,7460,17966,51012.0,6838015.0
2014-06-02,7390,7510,7260,7270,15638,49712.0,6838015.0
2014-06-03,7240,7370,7130,7190,32044,49165.0,6838015.0
2014-06-05,7140,7350,6970,7050,32950,48208.0,6838015.0
2014-06-09,7060,7070,6820,6930,30553,47387.0,6838015.0
2014-06-10,6960,7120,6890,7000,22234,47866.0,6838015.0
2014-06-11,7040,7090,6940,6960,14436,47593.0,6838015.0
2014-06-12,6930,7090,6930,7080,15583,48413.0,6838015.0
2014-06-13,7100,7140,7020,7100,4553,48550.0,6838015.0
2014-06-16,7030,7110,7030,7100,8138,48550.0,6838015.0
2014-06-17,7140,7270,7040,7230,22275,49439.0,6838015.0
2014-06-18,7180,7290,7150,7150,13966,48892.0,6838015.0
2014-06-19,7190,7240,7070,7120,14370,48687.0,6838015.0
2014-06-20,7100,7190,6980,7040,9856,48140.0,6838015.0
2014-06-23,7040,7040,6550,6630,32649,45336.0,6838015.0
2014-06-24,6690,6690,6200,6620,36773,45268.0,6838015.0
2014-06-25,6500,6640,6500,6600,12811,45131.0,6838015.0
2014-06-26,6650,6650,6450,6550,14211,44789.0,6838015.0
2014-06-27,6650,6650,6330,6590,10032,45063.0,6838015.0
2014-06-30,6500,6840,6500,6790,16096,46430.0,6838015.0
2014-07-01,6930,6930,6700,6800,10333,46499.0,6838015.0
2014-07-02,6730,6970,6730,6940,13666,47456.0,6838015.0
2014-07-03,6990,6990,6870,6930,9089,47387.0,6838015.0
2014-07-04,6970,7100,6740,6880,11964,47046.0,6838015.0
2014-07-07,6900,6920,6680,6760,19909,46225.0,6838015.0
2014-07-08,6790,6870,6680,6790,5103,46430.0,6838015.0
2014-07-09,6860,6920,6730,6910,15179,47251.0,6838015.0
2014-07-10,6900,7410,6900,7230,43685,49439.0,6838015.0
2014-07-11,7190,7300,7070,7300,33669,49918.0,6838015.0
2014-07-14,7260,7300,7150,7290,12783,49849.0,6838015.0
2014-07-15,7290,7380,7120,7130,16049,48755.0,6838015.0
2014-07-16,7250,7270,7130,7230,6479,49439.0,6838015.0
2014-07-17,7300,7380,7130,7330,12863,50123.0,6838015.0
2014-07-18,7230,7270,7140,7190,7195,49165.0,6838015.0
2014-07-21,7230,7230,6950,7040,10051,48140.0,6838015.0
2014-07-22,6960,7040,6910,6940,13551,47456.0,6838015.0
2014-07-23,6990,7090,6880,6950,11582,47524.0,6838015.0
2014-07-24,7000,7000,6770,6910,12027,47251.0,6838015.0
2014-07-25,6910,7070,6710,6920,8672,47319.0,6838015.0
2014-07-28,6890,7000,6730,6770,13868,46293.0,6838015.0
2014-07-29,6920,6920,6570,6650,4518,45473.0,6838015.0
2014-07-30,6740,6740,6480,6530,10721,44652.0,6838015.0
2014-07-31,6530,6620,6400,6620,11629,45268.0,6838015.0
2014-08-01,6450,6700,6450,6700,7454,45815.0,6838015.0
2014-08-04,6930,6930,6630,6760,3691,46225.0,6838015.0
2014-08-05,6850,6900,6630,6720,8530,45951.0,6838015.0
2014-08-06,6770,7000,6650,6770,21212,46293.0,6838015.0
2014-08-07,6930,6930,6700,6700,6195,45815.0,6838015.0
2014-08-08,6820,6820,6500,6700,8846,45815.0,6838015.0
2014-08-11,6620,6740,6620,6650,8466,45473.0,6838015.0
2014-08-12,6620,6750,6560,6670,6353,45610.0,6838015.0
2014-08-13,6570,6720,6400,6500,22144,44447.0,6838015.0
2014-08-14,6530,6530,6340,6340,26753,43353.0,6838015.0
2014-08-18,6340,6380,6190,6260,24056,42806.0,6838015.0
2014-08-19,6350,6410,6230,6300,20774,43079.0,6838015.0
2014-08-20,6300,6450,6270,6340,27355,43353.0,6838015.0
2014-08-21,6450,6480,6330,6400,20593,43763.0,6838015.0
2014-08-22,6550,6900,6500,6560,70651,44857.0,6838015.0
2014-08-25,6640,7280,6510,7280,80229,49781.0,6838015.0
2014-08-26,7160,7390,7140,7330,36109,50123.0,6838015.0
2014-08-27,7220,7380,7070,7170,23968,49029.0,6838015.0
2014-08-28,7170,8140,7170,7690,82395,52584.0,6838015.0
2014-08-29,7700,8180,7700,7890,69451,53952.0,6838015.0
2014-09-01,7800,8370,7800,8240,74137,56345.0,6838015.0
2014-09-02,8280,8700,8210,8480,71985,57986.0,6838015.0
2014-09-03,8700,8700,8280,8280,55898,56619.0,6838015.0
2014-09-04,8280,8480,8240,8330,16009,56961.0,6838015.0
2014-09-05,8480,8680,8330,8670,49836,59286.0,6838015.0
2014-09-11,8690,8750,8500,8740,26430,59764.0,6838015.0
2014-09-12,8690,8740,8550,8740,34759,59764.0,6838015.0
2014-09-15,8650,8920,8650,8830,19315,60380.0,6838015.0
2014-09-16,8720,8980,8720,8730,12489,59696.0,6838015.0
2014-09-17,8750,8790,8480,8700,25831,59491.0,6838015.0
2014-09-18,8700,8700,8330,8330,29940,56961.0,6838015.0
2014-09-19,8330,8330,8030,8030,37846,54909.0,6838015.0
2014-09-22,7990,8260,7680,8000,34761,54704.0,6838015.0
2014-09-23,8000,8040,7770,7840,13480,53610.0,6838015.0
2014-09-24,7710,7960,7650,7900,21093,54020.0,6838015.0
2014-09-25,7910,7950,7590,7590,22776,51901.0,6838015.0
2014-09-26,7460,7730,7180,7600,31578,51969.0,6838015.0
2014-09-29,7850,7850,7460,7500,7031,51285.0,6838015.0
2014-09-30,7320,7780,7320,7520,23823,51422.0,6838015.0
2014-10-01,7510,7650,7400,7520,13201,51422.0,6838015.0
2014-10-02,7520,7520,7210,7440,17598,50875.0,6838015.0
2014-10-06,7400,7590,7230,7230,4969,49439.0,6838015.0
2014-10-07,7010,7380,7000,7150,16381,48892.0,6838015.0
2014-10-08,7280,7280,6860,7160,20449,48960.0,6838015.0
2014-10-10,7450,7450,7000,7050,15685,48208.0,6838015.0
2014-10-13,6790,7200,6790,6910,9601,47251.0,6838015.0
2014-10-14,6560,7050,6560,6890,9610,47114.0,6838015.0
2014-10-15,6800,6940,6690,6710,9044,45883.0,6838015.0
2014-10-16,7060,7060,6610,6610,8648,45199.0,6838015.0
2014-10-17,6510,7360,6510,7020,41359,48003.0,6838015.0
2014-10-20,7020,7170,6890,6950,16728,47524.0,6838015.0
2014-10-21,7150,7210,6780,6860,10254,46909.0,6838015.0
2014-10-22,6800,7120,6740,6750,36418,46157.0,6838015.0
2014-10-23,6640,6900,6640,6840,7395,46772.0,6838015.0
2014-10-24,6800,7050,6680,6780,23106,46362.0,6838015.0
2014-10-27,6780,7120,6770,7070,9670,48345.0,6838015.0
2014-10-28,7210,7210,6900,6930,5222,47387.0,6838015.0
2014-10-29,6930,7100,6870,6940,4261,47456.0,6838015.0
2014-10-30,6930,7040,6670,6940,8786,47456.0,6838015.0
2014-10-31,6840,6990,6820,6920,6220,47319.0,6838015.0
2014-11-03,6920,6970,6780,6920,4847,47319.0,6838015.0
2014-11-04,7000,7060,6680,6890,9292,47114.0,6838015.0
2014-11-05,6970,7000,6720,6970,9466,47661.0,6838015.0
2014-11-06,6870,7010,6800,7000,13949,47866.0,6838015.0
2014-11-07,7000,7400,7000,7240,14326,49507.0,6838015.0
2014-11-10,7290,7530,7230,7330,11815,50123.0,6838015.0
2014-11-11,7330,7460,7200,7300,11142,49918.0,6838015.0
2014-11-12,7230,7300,7130,7300,7803,49918.0,6838015.0
2014-11-13,7310,7370,7200,7360,9195,50328.0,6838015.0
2014-11-14,7320,7440,7190,7330,7848,50123.0,6838015.0
2014-11-17,7340,7380,7100,7190,4420,49165.0,6838015.0
2014-11-18,7070,7240,6900,7070,17415,48345.0,6838015.0
2014-11-19,7070,7220,6650,6790,33404,46430.0,6838015.0
2014-11-20,6810,6810,6520,6700,22934,45815.0,6838015.0
2014-11-21,6560,6920,6560,6920,19291,47319.0,6838015.0
2014-11-24,6950,7120,6750,6880,4404,47046.0,6838015.0
2014-11-25,6900,6900,6520,6560,30621,44857.0,6838015.0
2014-11-26,6680,6680,6530,6580,14239,44994.0,6838015.0
2014-11-27,6600,6660,6450,6510,16396,44515.0,6838015.0
2014-11-28,6500,6510,6170,6250,28883,42738.0,6838015.0
2014-12-01,6230,6230,5760,5760,48106,39387.0,6838015.0
2014-12-02,5150,5550,5150,5500,232597,37609.0,6838015.0
2014-12-03,5500,5590,5390,5450,26060,37267.0,6838015.0
2014-12-04,5350,5590,5350,5570,30922,38088.0,6838015.0
2014-12-05,5570,5700,5520,5620,6335,38430.0,6838015.0
2014-12-08,5620,5750,5530,5630,7404,38498.0,6838015.0
2014-12-09,5390,5600,5390,5550,15006,37951.0,6838015.0
2014-12-10,5560,5560,5340,5540,26087,37883.0,6838015.0
2014-12-11,5490,5540,5270,5310,24501,36310.0,6838015.0
2014-12-12,5260,5390,5200,5320,47963,36378.0,6838015.0
2014-12-15,5310,5560,5250,5500,9323,37609.0,6838015.0
2014-12-16,5490,5490,5380,5460,3098,37336.0,6838015.0
2014-12-17,5430,5690,5300,5540,16105,37883.0,6838015.0
2014-12-18,5530,5610,5420,5590,11870,38225.0,6838015.0
2014-12-19,5560,5640,5480,5640,20068,38566.0,6838015.0
2014-12-22,5700,6000,5430,5460,19134,37336.0,6838015.0
2014-12-23,5520,5520,5260,5320,14396,36378.0,6838015.0
2014-12-24,5330,5390,5270,5320,18285,36378.0,6838015.0
2014-12-26,5350,5430,5250,5360,11855,36652.0,6838015.0
2014-12-29,5360,5430,5310,5400,7560,36925.0,6838015.0
2014-12-30,5440,5440,5270,5370,8026,36720.0,6838015.0
2015-01-02,5370,5390,5230,5370,14252,36720.0,6838015.0
2015-01-05,5340,5430,5260,5370,13874,36720.0,6838015.0
2015-01-06,5360,5360,5230,5260,16650,35968.0,6838015.0
2015-01-07,5300,5300,5100,5250,20733,35900.0,6838015.0
2015-01-08,5250,5310,5150,5270,11633,36036.0,6838015.0
2015-01-09,5300,5520,5270,5470,25483,37404.0,6838015.0
2015-01-12,5470,5880,5410,5810,42362,39729.0,6838015.0
2015-01-13,5810,5880,5630,5700,20669,38977.0,6838015.0
2015-01-14,5700,5780,5530,5620,16295,38430.0,6838015.0
2015-01-15,5650,5800,5630,5770,11355,39455.0,6838015.0
2015-01-16,5770,5770,5540,5620,23394,38430.0,6838015.0
2015-01-19,5650,5710,5550,5550,8615,37951.0,6838015.0
2015-01-20,5530,5660,5450,5590,5362,38225.0,6838015.0
2015-01-21,5630,5630,5500,5540,9423,37883.0,6838015.0
2015-01-22,5650,5650,5500,5560,10485,38019.0,6838015.0
2015-01-23,5560,5720,5560,5700,6703,38977.0,6838015.0
2015-01-26,5750,5770,5600,5670,14915,38772.0,6838015.0
2015-01-27,5640,5780,5620,5770,7988,39455.0,6838015.0
2015-01-28,5680,5770,5650,5750,17961,39319.0,6838015.0
2015-01-29,5770,5840,5690,5810,30244,39729.0,6838015.0
2015-01-30,5810,5880,5630,5630,23426,38498.0,6838015.0
2015-02-02,5650,5700,5490,5670,20723,38772.0,6838015.0
2015-02-03,5670,5710,5600,5700,13975,38977.0,6838015.0
2015-02-04,5640,5990,5640,5950,21174,40686.0,6838015.0
2015-02-05,5940,5950,5850,5900,8908,40344.0,6838015.0
2015-02-06,5850,6430,5850,6320,75327,43216.0,6838015.0
2015-02-09,6220,6530,6140,6250,35651,42738.0,6838015.0
2015-02-10,6290,6340,6130,6150,20263,42054.0,6838015.0
2015-02-11,6070,6160,5970,6060,37878,41438.0,6838015.0
2015-02-12,6060,6080,5870,6080,38125,41575.0,6838015.0
2015-02-13,6080,6180,5920,6180,24807,42259.0,6838015.0
2015-02-16,6150,6330,6100,6210,15120,42464.0,6838015.0
2015-02-17,6270,6270,6130,6150,13102,42054.0,6838015.0
2015-02-23,6150,6150,6030,6140,10802,41985.0,6838015.0
2015-02-24,6140,6400,6040,6400,40512,43763.0,6838015.0
2015-02-25,6430,6430,6180,6330,23212,43285.0,6838015.0
2015-02-26,6330,6800,6330,6430,17899,43968.0,6838015.0
2015-02-27,6390,6580,6330,6410,21829,43832.0,6838015.0
2015-03-02,6380,6440,6200,6300,23885,43079.0,6838015.0
2015-03-03,6300,6310,6160,6180,17742,42259.0,6838015.0
2015-03-04,6210,6350,6100,6170,23268,42191.0,6838015.0
2015-03-05,6250,6330,6140,6170,12824,42191.0,6838015.0
2015-03-06,6170,6220,6000,6060,38502,41438.0,6838015.0
2015-03-09,6010,6080,5980,5980,6386,40891.0,6838015.0
