에스에너지(095910),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-03-14,20025,20050,17750,18500,395392,163181.0,4410305.0
2008-03-17,18200,18250,17375,17700,167911,156125.0,4410305.0
2008-03-18,17950,18050,17175,18050,176238,159212.0,4410305.0
2008-03-19,18750,18800,18150,18275,147818,161197.0,4410305.0
2008-03-20,17650,18225,17650,18225,100366,160756.0,4410305.0
2008-03-21,18975,19400,18750,18750,264832,165386.0,4410305.0
2008-03-24,19000,19200,18725,18825,170259,166048.0,4410305.0
2008-03-25,19000,19100,18275,18275,175980,161197.0,4410305.0
2008-03-26,18550,18600,17700,17700,154750,156125.0,4410305.0
2008-03-27,17950,18100,17275,17500,148209,154361.0,4410305.0
2008-03-28,17500,18200,17300,17825,171383,157227.0,4410305.0
2008-03-31,17900,18100,17425,17475,99177,154140.0,4410305.0
2008-04-01,17600,17625,16650,16675,256049,147084.0,4410305.0
2008-04-02,16900,17075,15900,15900,225896,140248.0,4410305.0
2008-04-03,16175,16850,16150,16500,220883,145540.0,4410305.0
2008-04-04,16350,16575,15900,16075,158821,141791.0,4410305.0
2008-04-07,16075,16700,16050,16350,126872,144217.0,4410305.0
2008-04-08,16650,16875,16525,16700,156227,147304.0,4410305.0
2008-04-10,16925,17000,16299,16350,108375,144217.0,4410305.0
2008-04-11,16400,16450,15725,15750,140492,138925.0,4410305.0
2008-04-14,15325,15600,15175,15200,87237,134073.0,4410305.0
2008-04-15,15250,15500,15150,15425,55485,136058.0,4410305.0
2008-04-16,15725,16475,15699,16050,138866,141571.0,4410305.0
2008-04-17,16250,16500,15575,15575,101558,137381.0,4410305.0
2008-04-18,15500,16225,15500,15925,171783,140468.0,4410305.0
2008-04-21,16300,16400,15900,16025,95090,141350.0,4410305.0
2008-04-22,16050,16150,15650,15650,73736,138043.0,4410305.0
2008-04-23,15825,17700,15825,17250,569674,152156.0,4410305.0
2008-04-24,17450,17450,16650,16650,196782,146863.0,4410305.0
2008-04-25,16750,17100,16475,16525,96786,145761.0,4410305.0
2008-04-28,16750,16900,15900,16000,86771,141130.0,4410305.0
2008-04-29,16225,16625,16050,16150,101331,142453.0,4410305.0
2008-04-30,16050,16450,15600,15800,89928,139366.0,4410305.0
2008-05-02,16000,16150,15600,15800,103479,139366.0,4410305.0
2008-05-06,16100,16600,16100,16375,141732,144437.0,4410305.0
2008-05-07,16700,16800,16099,16250,91610,143335.0,4410305.0
2008-05-08,16350,16575,16050,16200,77697,142894.0,4410305.0
2008-05-09,16350,16950,16250,16525,167012,145761.0,4410305.0
2008-05-13,16525,17150,16525,17000,202819,149950.0,4410305.0
2008-05-14,17300,17400,16775,16775,121747,147966.0,4410305.0
2008-05-15,16775,16925,16350,16500,115272,145540.0,4410305.0
2008-05-16,16625,16625,16050,16150,121241,142453.0,4410305.0
2008-05-19,16400,16450,16150,16450,75687,145099.0,4410305.0
2008-05-20,16575,16825,16225,16225,105095,143114.0,4410305.0
2008-05-21,16625,17300,16550,17150,472240,151273.0,4410305.0
2008-05-22,17650,17975,16700,16750,352061,147745.0,4410305.0
2008-05-23,16900,17150,16275,16400,153508,144658.0,4410305.0
2008-05-26,16600,16625,15850,15850,123332,139807.0,4410305.0
2008-05-27,15850,16125,15775,16025,74944,141350.0,4410305.0
2008-05-28,16000,16025,15425,15425,119686,136058.0,4410305.0
2008-05-29,15550,15699,15125,15450,107783,136278.0,4410305.0
2008-05-30,15525,15899,15450,15750,66998,138925.0,4410305.0
2008-06-02,15800,15875,15550,15625,53080,137822.0,4410305.0
2008-06-03,15425,15550,15200,15350,60398,135396.0,4410305.0
2008-06-04,15325,15475,15050,15350,74886,135396.0,4410305.0
2008-06-05,15375,15550,15099,15150,53583,133632.0,4410305.0
2008-06-09,15500,16000,15375,15375,106883,135617.0,4410305.0
2008-06-10,15700,15700,14750,14825,73377,130766.0,4410305.0
2008-06-11,14900,15050,14175,14525,113280,128119.0,4410305.0
2008-06-12,14300,15000,14300,14400,53162,127017.0,4410305.0
2008-06-13,14450,14650,14275,14275,51965,125914.0,4410305.0
2008-06-16,14300,14625,14200,14225,50662,125473.0,4410305.0
2008-06-17,14225,14425,13425,13525,113568,119299.0,4410305.0
2008-06-18,13525,13725,13450,13500,52808,119078.0,4410305.0
2008-06-19,13550,15150,13550,14200,154839,125253.0,4410305.0
2008-06-20,14225,14400,13600,13675,48903,120622.0,4410305.0
2008-06-23,13300,14075,13300,13700,33671,120842.0,4410305.0
2008-06-24,13775,14150,13775,13775,48921,121504.0,4410305.0
2008-06-25,13875,13950,13450,13600,35674,119960.0,4410305.0
2008-06-26,13400,13725,12998,13025,69963,114888.0,4410305.0
2008-06-27,13025,13299,12625,12650,53020,111581.0,4410305.0
2008-06-30,12675,12875,11850,12000,85479,105847.0,4410305.0
2008-07-01,12000,12450,11700,11725,90555,103422.0,4410305.0
2008-07-02,11650,11750,10075,10400,139644,91734.0,4410305.0
2008-07-03,10025,11125,9525,10700,133618,94381.0,4410305.0
2008-07-04,10500,11950,10325,11000,323304,97027.0,4410305.0
2008-07-07,10750,11125,10450,10450,101453,92175.0,4410305.0
2008-07-08,10250,10600,9400,9550,106452,84237.0,4410305.0
2008-07-09,9825,10200,9450,9500,77991,83796.0,4410305.0
2008-07-10,9100,10075,9075,10000,83220,88206.0,4410305.0
2008-07-11,10150,10450,9950,10375,62751,91514.0,4410305.0
2008-07-14,10675,11500,10375,10775,262805,95042.0,4410305.0
2008-07-15,10950,11050,10175,10200,64671,89970.0,4410305.0
2008-07-16,10150,10550,9750,10450,87934,92175.0,4410305.0
2008-07-17,10750,10850,10275,10275,67765,90632.0,4410305.0
2008-07-18,10475,10475,9950,10000,55213,88206.0,4410305.0
2008-07-21,10025,10300,10000,10150,41978,89529.0,4410305.0
2008-07-22,10050,10250,10000,10025,30561,88427.0,4410305.0
2008-07-23,10125,10475,10025,10275,63586,90632.0,4410305.0
2008-07-24,10350,11375,10300,11075,226575,97688.0,4410305.0
2008-07-25,10850,11550,10750,11250,195011,99232.0,4410305.0
2008-07-28,11325,11475,10900,11100,56977,97909.0,4410305.0
2008-07-29,11075,11200,10625,10850,43956,95704.0,4410305.0
2008-07-30,11150,11150,10550,10575,47233,93278.0,4410305.0
2008-07-31,10675,10950,10575,10725,41890,94601.0,4410305.0
2008-08-01,10450,10700,10075,10200,54326,89970.0,4410305.0
2008-08-04,10050,10175,9725,9800,49177,86442.0,4410305.0
2008-08-05,9625,9875,9350,9525,52372,84016.0,4410305.0
2008-08-06,9800,9800,9500,9550,48258,84237.0,4410305.0
2008-08-07,9500,9850,9500,9600,32037,84678.0,4410305.0
2008-08-08,9525,9775,9500,9725,33201,85780.0,4410305.0
2008-08-11,9800,10200,9750,9900,48738,87324.0,4410305.0
2008-08-12,9925,9925,9625,9700,37398,85560.0,4410305.0
2008-08-13,9700,11150,9675,11150,286607,98350.0,4410305.0
2008-08-14,11575,11800,10875,10900,289558,96145.0,4410305.0
2008-08-18,11750,12525,11600,12525,515517,110478.0,4410305.0
2008-08-19,12600,14125,12125,12750,1104139,112463.0,4410305.0
2008-08-20,12950,13600,12023,12175,484202,107391.0,4410305.0
2008-08-21,12175,13124,12050,12200,343036,107611.0,4410305.0
2008-08-22,12300,12600,11225,11500,216547,101437.0,4410305.0
2008-08-25,11600,12825,11600,12500,501006,110258.0,4410305.0
2008-08-26,12350,13249,12225,12900,482261,113786.0,4410305.0
2008-08-27,12950,13525,12200,12500,410575,110258.0,4410305.0
2008-08-28,13150,13475,12500,12750,373422,112463.0,4410305.0
2008-08-29,13050,13149,11850,11900,270808,104965.0,4410305.0
2008-09-01,11750,11875,10125,10125,307241,89309.0,4410305.0
2008-09-02,10075,10600,8650,9100,266922,80268.0,4410305.0
2008-09-03,9050,10125,8650,10000,380158,88206.0,4410305.0
2008-09-04,10150,10550,9625,10075,266612,88868.0,4410305.0
2008-09-05,9500,10050,9500,9700,133752,85560.0,4410305.0
2008-09-08,10100,10725,10000,10425,191918,91955.0,4410305.0
2008-09-09,10500,10875,10175,10875,193091,95924.0,4410305.0
2008-09-10,10625,11175,10575,10850,199974,95704.0,4410305.0
2008-09-11,10950,12000,10675,11600,246329,102319.0,4410305.0
2008-09-12,12000,12474,11650,11650,211438,102760.0,4410305.0
2008-09-16,10025,11100,10000,10800,271049,95263.0,4410305.0
2008-09-17,11300,11625,10975,10975,240384,96806.0,4410305.0
2008-09-18,10500,10775,10175,10375,133493,91514.0,4410305.0
2008-09-19,11000,11000,10600,11000,134545,97027.0,4410305.0
2008-09-22,11225,11450,11075,11150,181963,98350.0,4410305.0
2008-09-23,11200,11800,11200,11250,216300,99232.0,4410305.0
2008-09-24,11250,11400,10750,11000,117828,97027.0,4410305.0
2008-09-25,11025,11300,10850,11250,108987,99232.0,4410305.0
2008-09-26,11450,11875,11050,11050,296054,97468.0,4410305.0
2008-09-29,11400,11425,10325,10550,154781,93057.0,4410305.0
2008-09-30,9350,10700,9350,10375,161927,91514.0,4410305.0
2008-10-01,10750,10925,10500,10500,102184,92616.0,4410305.0
2008-10-02,10500,10700,9975,10000,70702,88206.0,4410305.0
2008-10-06,9800,9850,9250,9300,60755,82032.0,4410305.0
2008-10-07,9050,9500,8775,9300,71420,82032.0,4410305.0
2008-10-08,8750,10350,8250,8950,482145,78944.0,4410305.0
2008-10-09,9250,9400,8500,8600,154712,75857.0,4410305.0
2008-10-10,8050,8250,7350,7650,150286,67478.0,4410305.0
2008-10-13,7850,8300,7850,8225,108617,72550.0,4410305.0
2008-10-14,8750,9150,8650,9050,103207,79827.0,4410305.0
2008-10-15,8750,8900,8525,8625,66455,76078.0,4410305.0
2008-10-16,7850,8000,7350,7350,101485,64831.0,4410305.0
2008-10-17,7725,7850,6750,7300,68708,64390.0,4410305.0
2008-10-20,7400,7600,6600,7225,78664,63729.0,4410305.0
2008-10-21,7650,7650,6750,6950,72321,61303.0,4410305.0
2008-10-22,6875,7175,5925,6175,96413,54467.0,4410305.0
2008-10-23,5750,6000,5250,5250,142072,46308.0,4410305.0
2008-10-24,5275,5450,4475,4475,122330,39472.0,4410305.0
2008-10-27,4030,4434,3810,3855,132650,34003.0,4410305.0
2008-10-28,3655,4430,3475,4430,121795,39075.0,4410305.0
2008-10-29,4950,5000,3850,4150,122112,36606.0,4410305.0
2008-10-30,4690,4770,4400,4770,74728,42074.0,4410305.0
2008-10-31,5050,5475,4855,5475,153336,48293.0,4410305.0
2008-11-03,5650,6275,5575,6275,178777,55349.0,4410305.0
2008-11-04,6600,7150,6025,6925,324804,61083.0,4410305.0
2008-11-05,7250,7949,6900,7775,393884,68580.0,4410305.0
2008-11-06,7275,7375,6625,6625,296723,58437.0,4410305.0
2008-11-07,6025,7525,5850,7500,452584,66155.0,4410305.0
2008-11-10,7650,7900,7100,7150,283351,63067.0,4410305.0
2008-11-11,7025,7500,6700,6900,188776,60862.0,4410305.0
2008-11-12,6650,7074,6574,6750,112974,59539.0,4410305.0
2008-11-13,6250,6400,6000,6050,100094,53365.0,4410305.0
2008-11-14,6700,6700,6350,6350,86987,56011.0,4410305.0
2008-11-17,6325,6900,6025,6625,69774,58437.0,4410305.0
2008-11-18,6525,6675,6200,6275,67493,55349.0,4410305.0
2008-11-19,6500,6500,5750,5850,64678,51601.0,4410305.0
2008-11-20,5275,5475,4975,5000,80392,44103.0,4410305.0
2008-11-21,4725,5700,4625,5675,125140,50057.0,4410305.0
2008-11-24,5675,6050,5450,5450,114073,48072.0,4410305.0
2008-11-25,6000,6000,5425,5550,113180,48954.0,4410305.0
2008-11-26,5625,5950,5625,5750,72983,50719.0,4410305.0
2008-11-27,6000,6200,5925,5975,90785,52703.0,4410305.0
2008-11-28,6050,6175,5800,5850,69821,51601.0,4410305.0
2008-12-01,5950,6650,5874,6350,320403,56011.0,4410305.0
2008-12-02,5900,6125,5800,6025,131301,53144.0,4410305.0
2008-12-03,6350,6350,5950,6000,97368,52924.0,4410305.0
2008-12-04,6200,6225,5525,5675,87474,50057.0,4410305.0
2008-12-05,5675,5775,5400,5675,67509,50057.0,4410305.0
2008-12-08,5774,6150,5774,6150,106099,54247.0,4410305.0
2008-12-09,6250,6724,6100,6250,169109,55129.0,4410305.0
2008-12-10,6250,6500,6250,6350,92545,56011.0,4410305.0
2008-12-11,6550,6625,6275,6300,103630,55570.0,4410305.0
2008-12-12,6400,6600,5825,5900,149643,52042.0,4410305.0
2008-12-15,6125,6400,6125,6400,90240,56452.0,4410305.0
2008-12-16,6400,6825,6250,6600,129602,58216.0,4410305.0
2008-12-17,6900,7350,6625,6700,535795,59098.0,4410305.0
2008-12-18,6800,6950,6425,6500,99410,57334.0,4410305.0
2008-12-19,6450,6500,6250,6350,63197,56011.0,4410305.0
2008-12-22,6350,6650,6350,6600,80038,58216.0,4410305.0
2008-12-23,6600,6650,6150,6250,68955,55129.0,4410305.0
2008-12-24,6150,6200,5850,6000,55981,52924.0,4410305.0
2008-12-26,6050,6075,5850,5875,47610,51821.0,4410305.0
2008-12-29,6075,6124,5850,6050,27834,53365.0,4410305.0
2008-12-30,6125,6575,6100,6300,85078,55570.0,4410305.0
2009-01-02,6550,6750,6400,6650,71693,58657.0,4410305.0
2009-01-05,6775,6775,6450,6475,77804,57113.0,4410305.0
2009-01-06,6600,7325,6600,7075,366091,62406.0,4410305.0
2009-01-07,7500,7700,7224,7250,340796,63949.0,4410305.0
2009-01-08,7100,7475,6950,7300,119028,64390.0,4410305.0
2009-01-09,7375,7449,7025,7225,88089,63729.0,4410305.0
2009-01-12,7000,7050,6700,6850,70157,60421.0,4410305.0
2009-01-13,6849,7075,6649,7025,47015,61965.0,4410305.0
2009-01-14,7075,7525,7025,7500,184731,66155.0,4410305.0
2009-01-15,7175,7425,6700,6800,138996,59980.0,4410305.0
2009-01-16,7000,7525,6825,7525,166325,66375.0,4410305.0
2009-01-19,7624,8075,7424,7850,281860,69242.0,4410305.0
2009-01-20,7775,7800,7424,7450,125007,65714.0,4410305.0
2009-01-21,6900,7325,6900,7100,110087,62626.0,4410305.0
2009-01-22,7375,7825,7275,7775,135949,68580.0,4410305.0
2009-01-23,7650,7824,7250,7250,94406,63949.0,4410305.0
2009-01-28,7500,7650,7375,7500,82863,66155.0,4410305.0
2009-01-29,7650,7850,7550,7550,133180,66596.0,4410305.0
2009-01-30,7375,7650,7350,7450,69256,65714.0,4410305.0
2009-02-02,7400,7700,7325,7675,150612,67698.0,4410305.0
2009-02-03,7749,8075,7625,8075,268058,71226.0,4410305.0
2009-02-04,8250,8450,8075,8250,252635,72770.0,4410305.0
2009-02-05,8225,8425,7825,7825,135797,69021.0,4410305.0
2009-02-06,8025,8175,7850,7900,110167,69683.0,4410305.0
2009-02-09,8025,8150,7750,7750,68041,68360.0,4410305.0
2009-02-10,7800,7950,7550,7700,94631,67919.0,4410305.0
2009-02-11,7425,7700,7349,7675,87435,67698.0,4410305.0
2009-02-12,7700,7849,7600,7725,63652,68139.0,4410305.0
2009-02-13,7750,8450,7725,8375,298599,73873.0,4410305.0
2009-02-16,8375,8825,8200,8500,282825,74975.0,4410305.0
2009-02-17,8500,8500,7400,7475,239152,65934.0,4410305.0
2009-02-18,7250,7625,7100,7400,138201,65273.0,4410305.0
2009-02-19,7600,7875,7250,7250,156050,63949.0,4410305.0
2009-02-20,7100,7500,6325,6575,164548,57996.0,4410305.0
2009-02-23,6500,6950,6275,6900,93101,60862.0,4410305.0
2009-02-24,6450,6750,6250,6550,103832,57775.0,4410305.0
2009-02-25,6750,6950,6225,6225,88821,54908.0,4410305.0
2009-02-26,6424,6500,5800,6050,71501,53365.0,4410305.0
2009-02-27,6050,6225,5850,6150,48539,54247.0,4410305.0
2009-03-02,6025,6100,5400,5400,91241,47631.0,4410305.0
2009-03-03,5025,5500,5000,5500,83357,48513.0,4410305.0
2009-03-04,5500,5875,5400,5875,64331,51821.0,4410305.0
2009-03-05,6050,6300,5900,5900,117061,52042.0,4410305.0
2009-03-06,5700,5950,5650,5950,51358,52483.0,4410305.0
2009-03-09,6100,6200,6025,6100,75038,53806.0,4410305.0
2009-03-10,6100,6275,6000,6075,53104,53585.0,4410305.0
2009-03-11,6275,6349,6000,6175,65142,54467.0,4410305.0
2009-03-12,6200,6375,6150,6250,52278,55129.0,4410305.0
2009-03-13,6350,6475,6300,6400,80181,56452.0,4410305.0
2009-03-16,6475,6475,6050,6100,73924,53806.0,4410305.0
2009-03-17,6150,6275,6125,6200,64999,54688.0,4410305.0
2009-03-18,6400,6750,6350,6650,156799,58657.0,4410305.0
2009-03-19,6750,6850,6400,6500,63149,57334.0,4410305.0
2009-03-20,6600,6675,6450,6575,51028,57996.0,4410305.0
2009-03-23,6600,7050,6600,7050,136029,62185.0,4410305.0
2009-03-24,7300,8100,7000,8100,1013974,71447.0,4410305.0
2009-03-25,8350,9225,8225,8625,1048615,76078.0,4410305.0
2009-03-26,8775,9825,8275,9275,1212622,81811.0,4410305.0
2009-03-27,9400,9750,8750,8750,417329,77180.0,4410305.0
2009-03-30,8975,10050,8925,10050,760268,88647.0,4410305.0
2009-03-31,10625,11550,10300,11550,1066244,101878.0,4410305.0
2009-04-01,12250,13275,11650,12000,2067476,105847.0,4410305.0
2009-04-02,12450,12475,11625,12025,749856,106068.0,4410305.0
2009-04-03,12225,13400,11698,12050,1123701,106288.0,4410305.0
2009-04-06,11925,12275,11575,11600,509672,102319.0,4410305.0
2009-04-07,11750,12650,11625,12075,945010,106509.0,4410305.0
2009-04-08,11800,11975,11400,11525,317006,101658.0,4410305.0
2009-04-09,11775,12100,11525,12100,433333,106729.0,4410305.0
2009-04-10,12250,12800,11675,12575,952578,110919.0,4410305.0
2009-04-13,13000,13000,12300,12300,820045,108494.0,4410305.0
2009-04-14,13100,14125,12850,13525,1512092,119299.0,4410305.0
2009-04-15,13050,13525,11950,12650,529579,111581.0,4410305.0
2009-04-16,12975,13875,12625,12800,514001,112904.0,4410305.0
2009-04-17,13100,13225,11549,11725,325140,103422.0,4410305.0
2009-04-20,11775,13175,10875,12300,787436,108494.0,4410305.0
2009-04-21,11925,12675,11750,12275,283743,108273.0,4410305.0
2009-04-22,12500,13000,12300,12800,319068,112904.0,4410305.0
2009-04-23,12823,13175,12575,12575,223485,110919.0,4410305.0
2009-04-24,12750,12923,11950,11950,287514,105406.0,4410305.0
2009-04-27,12025,12275,11175,11175,222576,98570.0,4410305.0
2009-04-28,11125,11850,10250,10250,323487,90411.0,4410305.0
2009-04-29,10400,11100,9900,10775,338088,95042.0,4410305.0
2009-04-30,10775,11750,10775,11050,353438,97468.0,4410305.0
2009-05-04,11250,11300,10925,11050,109860,97468.0,4410305.0
2009-05-06,11300,11300,10900,11050,123259,97468.0,4410305.0
2009-05-07,11275,11550,11025,11175,162344,98570.0,4410305.0
2009-05-08,11175,11325,10800,11025,95993,97247.0,4410305.0
2009-05-11,10975,11450,10900,11150,182028,98350.0,4410305.0
2009-05-12,11100,11250,10700,10850,123774,95704.0,4410305.0
2009-05-13,11050,11275,10750,11225,166710,99011.0,4410305.0
2009-05-14,11100,11100,10750,10800,90498,95263.0,4410305.0
2009-05-15,10975,11100,10700,10875,131492,95924.0,4410305.0
2009-05-18,11000,11799,10900,11475,315205,101216.0,4410305.0
2009-05-19,11650,11950,11450,11750,276806,103642.0,4410305.0
2009-05-20,11799,11825,11425,11675,143030,102981.0,4410305.0
2009-05-21,11675,12050,11525,11550,231345,101878.0,4410305.0
2009-05-22,11425,12575,11350,12325,586016,108714.0,4410305.0
2009-05-25,12475,12700,10500,11725,386873,103422.0,4410305.0
2009-05-26,11725,12000,10700,10875,340117,95924.0,4410305.0
2009-05-27,11150,12200,10975,11300,754837,99673.0,4410305.0
2009-05-28,10950,11250,10400,10675,218758,94160.0,4410305.0
2009-05-29,10750,10950,10525,10600,106850,93498.0,4410305.0
2009-06-01,10600,10925,10475,10800,117660,95263.0,4410305.0
2009-06-02,11000,11050,10625,10650,123625,93939.0,4410305.0
2009-06-03,10850,10900,10575,10725,95858,94601.0,4410305.0
2009-06-04,10750,10975,9500,9500,461671,83796.0,4410305.0
2009-06-05,9750,9825,9475,9575,137905,84457.0,4410305.0
2009-06-08,9600,9875,9475,9550,97452,84237.0,4410305.0
2009-06-09,9500,10975,9025,10975,351351,96806.0,4410305.0
2009-06-10,11250,12250,11050,11250,766256,99232.0,4410305.0
2009-06-11,11350,11350,10775,10900,166469,96145.0,4410305.0
2009-06-12,10850,10900,10475,10500,164573,92616.0,4410305.0
2009-06-15,10500,10900,10325,10575,110903,93278.0,4410305.0
2009-06-16,10350,10850,10350,10800,118085,95263.0,4410305.0
2009-06-17,10775,10900,10650,10850,85638,95704.0,4410305.0
2009-06-18,11000,11975,10875,11600,302292,102319.0,4410305.0
2009-06-19,11600,11675,11200,11425,153981,100775.0,4410305.0
2009-06-22,11425,11800,11050,11050,249693,97468.0,4410305.0
2009-06-23,12000,12700,11950,12700,451385,56011.0,4410305.0
2009-06-24,12900,13300,11000,11650,806142,51380.0,4410305.0
2009-06-25,11500,12300,11150,11450,290283,50498.0,4410305.0
