에이디테크놀로지(200710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-08-31,5083,5109,4900,5079,34739,41321.0,4136195.0
2016-09-01,5083,5185,5017,5063,14823,41197.0,4136195.0
2016-09-02,5022,5236,5022,5135,17584,41776.0,4136195.0
2016-09-05,5109,5236,5109,5160,10047,41982.0,4136195.0
2016-09-06,5109,5261,5109,5211,18923,42396.0,4136195.0
2016-09-07,5185,5312,5109,5109,13876,41569.0,4136195.0
2016-09-08,5083,5134,4941,5007,43906,40742.0,4136195.0
2016-09-09,4931,5083,4931,5023,16254,40866.0,4136195.0
2016-09-12,4997,5017,4880,4916,27126,39997.0,4136195.0
2016-09-13,4926,5002,4921,4962,16854,40369.0,4136195.0
2016-09-19,4895,5007,4895,4982,10019,40535.0,4136195.0
2016-09-20,4936,5236,4936,5135,19091,41776.0,4136195.0
2016-09-21,5109,5414,5068,5338,41055,43430.0,4136195.0
2016-09-22,5388,5388,5185,5312,19993,43223.0,4136195.0
2016-09-23,5363,5388,5210,5338,28395,43430.0,4136195.0
2016-09-26,5261,5388,5109,5185,38297,42189.0,4136195.0
2016-09-27,5210,5210,5109,5211,12406,42396.0,4136195.0
2016-09-28,5185,5236,5109,5135,19822,41776.0,4136195.0
2016-09-29,5134,5236,5109,5211,21568,42396.0,4136195.0
2016-09-30,5185,5312,5134,5185,21500,42189.0,4136195.0
2016-10-04,5210,5312,5210,5287,17170,43016.0,4136195.0
2016-10-05,5287,5770,5287,5745,164066,46739.0,4136195.0
2016-10-06,5744,5770,5592,5643,52544,45912.0,4136195.0
2016-10-07,5668,5744,5515,5516,35797,44878.0,4136195.0
2016-10-10,5541,5744,5490,5668,42665,46119.0,4136195.0
2016-10-11,5642,5693,5414,5567,43091,45291.0,4136195.0
2016-10-12,5515,5693,5414,5516,26211,44878.0,4136195.0
2016-10-13,5515,5617,5388,5617,39064,45705.0,4136195.0
2016-10-14,5541,5744,5541,5567,25953,45291.0,4136195.0
2016-10-17,5566,5719,5566,5617,29823,45705.0,4136195.0
2016-10-18,5592,5973,5541,5795,194316,47153.0,4136195.0
2016-10-19,5871,5871,5668,5668,58339,46119.0,4136195.0
2016-10-20,5668,5871,5642,5872,75487,47773.0,4136195.0
2016-10-21,5871,6075,5795,5846,129969,47566.0,4136195.0
2016-10-24,5795,5795,5566,5567,70956,45291.0,4136195.0
2016-10-25,5668,5668,5210,5211,116763,42396.0,4136195.0
2016-10-26,5185,5236,5058,5084,94250,41362.0,4136195.0
2016-10-27,5210,5337,5073,5109,104135,41569.0,4136195.0
2016-10-28,5159,6583,5109,5795,1655445,47153.0,4136195.0
2016-10-31,6100,6100,5668,5668,321225,46119.0,4136195.0
2016-11-01,5668,5744,5464,5745,234804,46739.0,4136195.0
2016-11-02,5973,6862,5897,6456,1984723,52530.0,4136195.0
2016-11-03,6405,6557,6227,6456,409212,52530.0,4136195.0
2016-11-04,6481,6685,6303,6380,359900,51909.0,4136195.0
2016-11-07,6380,6634,6278,6609,251596,53771.0,4136195.0
2016-11-08,6685,6735,6100,6100,365085,49634.0,4136195.0
2016-11-09,6049,6202,5236,5668,387721,46119.0,4136195.0
2016-11-10,5744,5973,5719,5770,205263,46946.0,4136195.0
2016-11-11,6100,6830,5870,5910,932255,24445.0,4136195.0
2016-11-14,5910,6270,5550,5900,220178,24404.0,4136195.0
2016-11-15,5740,5930,5670,5740,101170,23742.0,4136195.0
2016-11-16,5690,5840,5680,5780,48818,23907.0,4136195.0
2016-11-17,5820,6050,5670,6050,76387,25024.0,4136195.0
2016-11-18,6070,6090,5940,5990,64530,24776.0,4136195.0
2016-11-21,5900,6000,5750,5750,35117,23783.0,4136195.0
2016-11-22,5720,5960,5720,5800,37432,23990.0,4136195.0
2016-11-23,5900,5900,5540,5540,72847,22915.0,4136195.0
2016-11-24,5480,5570,5250,5530,38217,22873.0,4136195.0
2016-11-25,5460,5850,5460,5760,99432,23824.0,4136195.0
2016-11-28,5790,6500,5790,5860,249594,24238.0,4136195.0
2016-11-29,5720,5720,5350,5410,349910,44074.0,8146700.0
2016-11-30,5420,5420,5140,5230,188694,42607.0,8146700.0
2016-12-01,5160,5360,5160,5310,79754,43259.0,8146700.0
2016-12-02,5390,5390,5150,5150,91298,41956.0,8146700.0
2016-12-05,5110,5110,4925,4990,155569,40652.0,8146700.0
2016-12-06,4905,5040,4905,4955,70059,40367.0,8146700.0
2016-12-07,4905,4985,4885,4950,46303,40326.0,8146700.0
2016-12-08,4960,5620,4935,5200,462201,42363.0,8146700.0
2016-12-09,5200,5300,5000,5230,103429,42607.0,8146700.0
2016-12-12,5300,5430,5240,5330,106861,43422.0,8146700.0
2016-12-13,5250,5430,5210,5350,83760,43585.0,8146700.0
2016-12-14,5420,5530,5350,5370,99378,43748.0,8146700.0
2016-12-15,5370,5780,5340,5550,166111,45214.0,8146700.0
2016-12-16,5550,5590,5450,5490,52372,44725.0,8146700.0
2016-12-19,5420,5590,5390,5560,65118,45296.0,8146700.0
2016-12-20,5590,5790,5530,5630,118558,45866.0,8146700.0
2016-12-21,5650,5930,5650,5920,260884,48228.0,8146700.0
2016-12-22,6000,6000,5820,5850,140068,47658.0,8146700.0
2016-12-23,5850,6170,5790,6000,199702,48880.0,8146700.0
2016-12-26,5800,5910,5670,5670,151164,46192.0,8146700.0
2016-12-27,5680,5730,5540,5660,102059,46110.0,8146700.0
2016-12-28,5610,5760,5560,5640,69553,45947.0,8146700.0
2016-12-29,5750,5790,5650,5660,72584,46110.0,8146700.0
2017-01-02,5660,5920,5660,5920,94106,48228.0,8146700.0
2017-01-03,5920,6300,5830,6300,311159,51324.0,8146700.0
2017-01-04,6280,6370,6130,6150,175665,50102.0,8146700.0
2017-01-05,6170,6290,6160,6220,80221,50672.0,8146700.0
2017-01-06,6330,6380,6130,6200,114488,50510.0,8146700.0
2017-01-09,6450,6450,6110,6120,96458,49858.0,8146700.0
2017-01-10,6120,6210,5900,5920,106330,48228.0,8146700.0
2017-01-11,5920,6230,5920,6080,121807,49532.0,8146700.0
2017-01-12,5980,6050,5920,5930,97178,48310.0,8146700.0
2017-01-13,5900,6000,5710,5770,117488,47006.0,8146700.0
2017-01-16,5850,5880,5580,5620,88138,45784.0,8146700.0
2017-01-17,5600,5710,5500,5530,77546,45051.0,8146700.0
2017-01-18,5540,5870,5430,5810,161860,47332.0,8146700.0
2017-01-19,5810,5890,5650,5700,65895,46436.0,8146700.0
2017-01-20,5670,5730,5360,5430,156831,44237.0,8146700.0
2017-01-23,5410,5490,5350,5430,53746,44237.0,8146700.0
2017-01-24,5440,5470,5340,5450,49954,44400.0,8146700.0
2017-01-25,5420,5510,5350,5350,60182,43585.0,8146700.0
2017-01-26,5350,5510,5350,5440,40702,44318.0,8146700.0
2017-01-31,5700,6250,5630,5840,387484,47577.0,8146700.0
2017-02-01,5840,6010,5750,5980,165234,48717.0,8146700.0
2017-02-02,5850,6020,5780,6000,196915,48880.0,8146700.0
2017-02-03,5910,6010,5750,5780,122666,47088.0,8146700.0
2017-02-06,5700,5810,5660,5710,120494,46518.0,8146700.0
2017-02-07,5660,5820,5610,5770,88107,47006.0,8146700.0
2017-02-08,5810,5960,5700,5900,81528,48066.0,8146700.0
2017-02-09,5990,6000,5850,5890,67622,47984.0,8146700.0
2017-02-10,5900,6220,5900,6080,338847,49532.0,8146700.0
2017-02-13,6080,6110,5910,6010,127062,48962.0,8146700.0
2017-02-14,6040,6070,5820,5840,142556,47577.0,8146700.0
2017-02-15,5820,5910,5800,5890,60584,47984.0,8146700.0
2017-02-16,5940,6040,5860,5950,135129,48473.0,8146700.0
2017-02-17,5960,6040,5820,5960,80741,48554.0,8146700.0
2017-02-20,5980,6220,5980,5980,216580,48717.0,8146700.0
2017-02-21,5930,6040,5780,5960,178810,48554.0,8146700.0
2017-02-22,5990,6170,5960,6150,221450,50102.0,8146700.0
2017-02-23,6170,6350,6000,6190,326017,50428.0,8146700.0
2017-02-24,6170,6190,6000,6140,137759,50021.0,8146700.0
2017-02-27,6180,6180,5890,5900,169077,48066.0,8146700.0
2017-02-28,5950,5950,5740,5820,106358,47414.0,8146700.0
2017-03-02,5810,5880,5770,5820,47289,47414.0,8146700.0
2017-03-03,5860,5860,5680,5710,92457,46518.0,8146700.0
2017-03-06,5660,5870,5660,5790,37456,47169.0,8146700.0
2017-03-07,5740,5870,5700,5740,58598,46762.0,8146700.0
2017-03-08,5750,5840,5710,5780,43257,47088.0,8146700.0
2017-03-09,5790,5860,5730,5780,42487,47088.0,8146700.0
2017-03-10,5800,5920,5690,5860,54284,47740.0,8146700.0
2017-03-13,5860,5940,5790,5880,69523,47903.0,8146700.0
2017-03-14,5920,5960,5860,5910,46663,48147.0,8146700.0
2017-03-15,5910,6170,5910,5920,193304,48228.0,8146700.0
2017-03-16,5960,6080,5960,6020,66322,49043.0,8146700.0
2017-03-17,6020,6100,5960,6010,45350,48962.0,8146700.0
2017-03-20,6010,6060,5840,5840,66239,47577.0,8146700.0
2017-03-21,5880,6090,5730,5900,125539,48066.0,8146700.0
2017-03-22,5820,5900,5780,5800,37018,47251.0,8146700.0
2017-03-23,5810,5840,5680,5680,67078,46273.0,8146700.0
2017-03-24,5700,5710,5600,5710,42909,46518.0,8146700.0
2017-03-27,5670,5700,5490,5540,79138,45133.0,8146700.0
2017-03-28,5520,5590,5360,5450,87189,44400.0,8146700.0
2017-03-29,5460,5560,5460,5530,31011,45051.0,8146700.0
2017-03-30,5400,5580,5400,5530,112570,45051.0,8146700.0
2017-03-31,5540,5620,5460,5540,56892,45133.0,8146700.0
2017-04-03,5540,5670,5500,5650,47996,46029.0,8146700.0
2017-04-04,5670,5680,5540,5540,69141,45133.0,8146700.0
2017-04-05,5480,5700,5480,5650,61537,46029.0,8146700.0
2017-04-06,5630,5670,5550,5630,22695,45866.0,8146700.0
2017-04-07,5600,5640,5530,5530,61135,45051.0,8146700.0
2017-04-10,5500,5570,5210,5310,79737,43259.0,8146700.0
2017-04-11,5240,5430,5210,5280,46147,43015.0,8146700.0
2017-04-12,5340,5340,5130,5190,67883,42281.0,8146700.0
2017-04-13,5220,5290,5170,5210,36501,42444.0,8146700.0
2017-04-14,5260,5310,5160,5180,64861,42200.0,8146700.0
2017-04-17,5180,5400,5180,5390,55954,43911.0,8146700.0
2017-04-18,5390,5520,5390,5490,43543,44725.0,8146700.0
2017-04-19,5490,5580,5300,5440,27656,44318.0,8146700.0
2017-04-20,5420,5550,5420,5480,24111,44644.0,8146700.0
2017-04-21,5460,5560,5420,5500,36174,44807.0,8146700.0
2017-04-24,5470,5540,5380,5520,42576,44970.0,8146700.0
2017-04-25,5580,5580,5450,5500,38855,44829.0,8150640.0
2017-04-26,5520,5530,5450,5530,21403,45073.0,8150640.0
2017-04-27,5550,5580,5430,5450,22598,44421.0,8150640.0
2017-04-28,5450,5470,5290,5380,43051,43850.0,8150640.0
2017-05-02,5400,5400,5270,5280,20108,43035.0,8150640.0
2017-05-04,5330,5430,5240,5430,23898,44258.0,8150640.0
2017-05-08,5360,5420,5330,5370,15229,43769.0,8150640.0
2017-05-10,5400,5410,5330,5400,24531,44013.0,8150640.0
2017-05-11,5440,5440,5310,5370,14339,43769.0,8150640.0
2017-05-12,5360,5370,5260,5280,24186,43035.0,8150640.0
2017-05-15,5260,5390,5200,5360,24451,43687.0,8150640.0
2017-05-16,5360,5360,5240,5240,16525,42709.0,8150640.0
2017-05-17,5240,5370,5210,5240,23955,42709.0,8150640.0
2017-05-18,5260,5380,5200,5300,27624,43198.0,8150640.0
2017-05-19,5310,5340,5220,5270,41110,42954.0,8150640.0
2017-05-22,5250,5370,5230,5340,28970,43524.0,8150640.0
2017-05-23,5360,5530,5330,5490,60855,44747.0,8150640.0
2017-05-24,5630,6990,5630,6090,6962903,49637.0,8150640.0
2017-05-25,6090,6180,6000,6150,669528,50126.0,8150640.0
2017-05-26,6140,6260,6050,6250,506929,50942.0,8150640.0
2017-05-29,6220,6250,6060,6130,299240,49963.0,8150640.0
2017-05-30,6170,6210,5990,6080,223021,49556.0,8150640.0
2017-05-31,6100,6140,5890,5990,241735,48822.0,8150640.0
2017-06-01,5990,6200,5930,6200,206806,50534.0,8150640.0
2017-06-02,6220,6280,6090,6090,212001,49637.0,8150640.0
2017-06-05,6070,6070,5930,5960,145050,48578.0,8150640.0
2017-06-07,5930,6030,5900,5940,75389,48415.0,8150640.0
2017-06-08,5950,6210,5900,6190,299298,50452.0,8150640.0
2017-06-09,6260,6260,6100,6170,125894,50289.0,8150640.0
2017-06-12,6150,6170,6020,6090,106403,49637.0,8150640.0
2017-06-13,6110,6410,6050,6300,444264,51349.0,8150640.0
2017-06-14,6480,6500,6270,6280,365133,51186.0,8150640.0
2017-06-15,6280,6500,6150,6480,232482,52816.0,8150640.0
2017-06-16,6510,6630,6330,6570,253084,53550.0,8150640.0
2017-06-19,6590,6640,6490,6560,144310,53468.0,8150640.0
2017-06-20,6530,6590,6340,6440,123925,52490.0,8150640.0
2017-06-21,6350,6490,6220,6220,97481,50697.0,8150640.0
2017-06-22,6280,6390,6200,6200,108682,50534.0,8150640.0
2017-06-23,6200,6350,6200,6340,68224,51675.0,8150640.0
2017-06-26,6340,6750,6260,6700,241043,54609.0,8150640.0
2017-06-27,6730,6850,6620,6700,197291,54609.0,8150640.0
2017-06-28,6630,6740,6570,6600,106385,53794.0,8150640.0
2017-06-29,6670,6730,6550,6590,119910,53713.0,8150640.0
2017-06-30,6550,6620,6390,6390,99593,52083.0,8150640.0
2017-07-03,6390,6500,6280,6370,116549,51920.0,8150640.0
2017-07-04,6330,6570,6330,6470,76305,52735.0,8150640.0
2017-07-05,6570,6740,6490,6540,117865,53305.0,8150640.0
2017-07-06,6640,6640,6420,6420,74437,52327.0,8150640.0
2017-07-07,6390,6430,6320,6430,66666,52409.0,8150640.0
2017-07-10,6400,6480,6250,6260,58489,51023.0,8150640.0
2017-07-11,6260,6300,6040,6190,119242,50452.0,8150640.0
2017-07-12,6240,6300,6070,6130,73968,49963.0,8150640.0
2017-07-13,6010,6200,6010,6070,88248,49474.0,8150640.0
2017-07-14,6070,6130,5890,5980,98252,48741.0,8150640.0
2017-07-17,6000,6190,6000,6180,77095,50371.0,8150640.0
2017-07-18,6260,6270,6020,6150,90470,50126.0,8150640.0
2017-07-19,6220,6510,6130,6510,236116,53061.0,8150640.0
2017-07-20,6520,6570,6370,6520,98203,53142.0,8150640.0
2017-07-21,6510,6540,6340,6460,86075,52653.0,8150640.0
2017-07-24,6590,6590,6380,6500,103869,52979.0,8150640.0
2017-07-25,6440,6540,6330,6330,93200,51594.0,8150640.0
2017-07-26,6330,6330,6060,6150,98691,50126.0,8150640.0
2017-07-27,6200,6230,6070,6210,53175,50615.0,8150640.0
2017-07-28,6160,6260,6090,6150,32374,50126.0,8150640.0
2017-07-31,6090,6160,5990,6160,55419,50208.0,8150640.0
2017-08-01,6100,6270,6100,6270,48586,51105.0,8150640.0
2017-08-02,6320,6340,6190,6310,34143,51431.0,8150640.0
2017-08-03,6370,6370,6100,6150,43777,50126.0,8150640.0
2017-08-04,6150,6200,6000,6030,38503,49148.0,8150640.0
2017-08-07,6040,6260,6040,6120,47797,49882.0,8150640.0
2017-08-08,6130,6480,6070,6480,178396,52816.0,8150640.0
2017-08-09,6520,6520,6340,6390,100830,52083.0,8150640.0
2017-08-10,6430,6430,6300,6350,69558,51757.0,8150640.0
2017-08-11,6290,6310,6090,6220,101387,50697.0,8150640.0
2017-08-14,6220,6460,6220,6450,109372,52572.0,8150640.0
2017-08-16,6500,6550,6370,6450,110347,52572.0,8150640.0
2017-08-17,6420,6490,6380,6490,78689,52898.0,8150640.0
2017-08-18,6490,6860,6490,6550,286700,53387.0,8150640.0
2017-08-21,6550,6640,6420,6580,75656,53631.0,8150640.0
2017-08-22,6640,6650,6460,6460,83079,52653.0,8150640.0
2017-08-23,6460,6910,6420,6850,250430,55832.0,8150640.0
2017-08-24,6840,7770,6760,7350,1263359,59907.0,8150640.0
2017-08-25,7470,7500,7300,7400,195549,60315.0,8150640.0
2017-08-28,7350,7410,7070,7160,244269,58359.0,8150640.0
2017-08-29,7140,7380,7100,7250,111955,59092.0,8150640.0
2017-08-30,7330,7850,7250,7620,524795,62108.0,8150640.0
2017-08-31,7630,7800,7460,7520,194765,61293.0,8150640.0
2017-09-01,7470,7620,7390,7390,98479,60233.0,8150640.0
2017-09-04,7150,7480,7050,7440,143904,60641.0,8150640.0
2017-09-05,7480,8100,7300,7980,714441,65042.0,8150640.0
2017-09-06,8030,8080,7850,7910,160538,64472.0,8150640.0
2017-09-07,7870,10250,7850,10250,5225867,83544.0,8150640.0
2017-09-08,10150,10250,9520,9750,2244659,79469.0,8150640.0
2017-09-11,9750,11150,9580,11150,2305821,90880.0,8150640.0
2017-09-12,10850,12050,10700,11200,1905779,91287.0,8150640.0
2017-09-13,11300,11850,10850,11450,748538,93325.0,8150640.0
2017-09-14,12300,13400,11200,11300,1340857,92102.0,8150640.0
2017-09-15,11250,11550,10650,11050,525497,90065.0,8150640.0
2017-09-18,11150,12750,10800,12550,1182414,102291.0,8150640.0
2017-09-19,12450,13050,11850,12050,634076,98215.0,8150640.0
2017-09-20,12200,12550,10500,10600,595218,86397.0,8150640.0
2017-09-21,10750,13750,10600,11850,3444538,96585.0,8150640.0
2017-09-22,11800,12450,11400,11800,905698,96178.0,8150640.0
2017-09-25,11900,12550,11500,11850,640930,96585.0,8150640.0
2017-09-26,11600,12150,10850,11350,481134,92510.0,8150640.0
2017-09-27,11400,11650,10800,11300,349856,92102.0,8150640.0
2017-09-28,11200,11450,10600,10650,355835,86804.0,8150640.0
2017-09-29,10900,11500,10800,11150,626429,90880.0,8150640.0
2017-10-10,11150,11400,10200,10250,350128,83544.0,8150640.0
2017-10-11,10100,10250,9140,9390,1353741,76535.0,8150640.0
2017-10-12,9520,9540,9000,9390,561172,76535.0,8150640.0
2017-10-13,9310,9470,8850,9180,617217,74823.0,8150640.0
2017-10-16,9030,9150,8260,8640,754095,70422.0,8150640.0
2017-10-17,8700,8850,8550,8780,340378,71563.0,8150640.0
2017-10-18,8650,8750,8120,8120,586372,66183.0,8150640.0
2017-10-19,8170,8820,8100,8800,651885,71726.0,8150640.0
2017-10-20,8730,9050,8700,8800,369807,71726.0,8150640.0
2017-10-23,8820,8940,8520,8550,172014,69688.0,8150640.0
2017-10-24,8600,10900,8600,10000,3904467,81506.0,8150640.0
2017-10-25,9940,10400,9640,10300,780076,83952.0,8150640.0
2017-10-26,10300,11400,9250,9400,2507695,76616.0,8150640.0
2017-10-27,9480,9830,9300,9610,297181,78328.0,8150640.0
2017-10-30,9700,10100,9590,9660,337218,78735.0,8150640.0
2017-10-31,9670,9990,9320,9990,273231,81425.0,8150640.0
2017-11-01,10200,10800,10000,10150,683821,82729.0,8150640.0
2017-11-02,10400,10750,10000,10250,407563,83544.0,8150640.0
2017-11-03,10150,10600,10100,10300,346385,83952.0,8150640.0
2017-11-06,10450,11400,10450,10800,1075936,88027.0,8150640.0
2017-11-07,10900,11100,10500,11100,253482,90472.0,8150640.0
2017-11-08,10750,10850,10300,10300,329885,83952.0,8150640.0
2017-11-09,10350,10400,9940,10100,272444,82321.0,8150640.0
2017-11-10,10300,10950,10100,10800,277950,88027.0,8150640.0
2017-11-13,10650,11000,10350,10500,183599,85582.0,8150640.0
2017-11-14,10200,10850,10050,10600,473998,86397.0,8150640.0
2017-11-15,10700,11350,10500,11250,616945,91695.0,8150640.0
2017-11-16,11250,11950,10600,10800,858729,88027.0,8150640.0
2017-11-17,10950,11150,10750,10950,238377,89250.0,8150640.0
2017-11-20,10950,11000,10350,10500,387619,85582.0,8150640.0
2017-11-21,10550,11150,10400,10950,488639,92046.0,8406067.0
2017-11-22,10950,11350,10750,11000,594940,92467.0,8406067.0
2017-11-23,11200,11600,10750,10850,533819,91206.0,8406067.0
2017-11-24,10950,11100,10500,10600,506403,89104.0,8406067.0
2017-11-27,10600,10650,9980,10000,431332,84061.0,8406067.0
2017-11-28,9980,10100,9440,9510,368873,79942.0,8406067.0
2017-11-29,9570,9670,9300,9400,264282,79017.0,8406067.0
2017-11-30,9430,9440,8920,9000,264887,75655.0,8406067.0
2017-12-01,9040,9210,8960,9030,134214,75907.0,8406067.0
2017-12-04,9020,9170,8850,8880,139057,74646.0,8406067.0
2017-12-05,9000,9050,8880,8940,115274,75150.0,8406067.0
2017-12-06,8960,9020,8540,8710,222374,73217.0,8406067.0
2017-12-07,8670,8710,8400,8570,149604,72040.0,8406067.0
2017-12-08,8500,9150,8500,9000,241617,75655.0,8406067.0
2017-12-11,8920,9080,8870,8990,102144,75571.0,8406067.0
2017-12-12,8990,9090,8860,8870,75375,74562.0,8406067.0
2017-12-13,8900,9420,8840,9330,208017,78429.0,8406067.0
2017-12-14,9190,9280,8960,9250,245301,77756.0,8406067.0
2017-12-15,9210,10400,9210,10200,644540,85742.0,8406067.0
2017-12-18,10200,10450,9990,10200,210463,85742.0,8406067.0
2017-12-19,10200,10750,10050,10450,327170,87843.0,8406067.0
2017-12-20,10450,10800,9990,10200,274323,85742.0,8406067.0
2017-12-21,10000,10250,9710,9790,185469,82295.0,8406067.0
2017-12-22,9820,10100,9700,9800,169524,82379.0,8406067.0
2017-12-26,9800,9900,9520,9700,109933,87344.0,9004497.0
2017-12-27,9600,9790,9600,9660,102204,86983.0,9004497.0
2017-12-28,10050,10500,9840,9910,177197,89235.0,9004497.0
2018-01-02,9920,10250,9920,10200,94666,91846.0,9004497.0
2018-01-03,10200,10500,10100,10450,129296,94097.0,9004497.0
2018-01-04,10450,10800,10350,10450,855718,94097.0,9004497.0
2018-01-05,10400,10850,10250,10600,256571,95448.0,9004497.0
2018-01-08,10650,10650,10000,10150,221725,91396.0,9004497.0
2018-01-09,10050,10350,10000,10150,105815,91396.0,9004497.0
2018-01-10,10200,10300,9960,10150,81211,91396.0,9004497.0
2018-01-11,10000,10200,9940,10050,102273,90495.0,9004497.0
2018-01-12,9990,10150,9700,10050,171635,90495.0,9004497.0
2018-01-15,10150,10550,9950,10500,270245,94547.0,9004497.0
2018-01-16,10500,10600,10150,10550,182296,94997.0,9004497.0
2018-01-17,10550,10750,10250,10500,159561,94547.0,9004497.0
2018-01-18,10450,11500,10450,11050,939276,99500.0,9004497.0
2018-01-19,11000,11350,10900,11100,238696,99950.0,9004497.0
2018-01-22,11150,11500,10900,11200,217465,100850.0,9004497.0
2018-01-23,11150,11300,10800,10850,204901,97699.0,9004497.0
2018-01-24,10950,11450,10600,11150,356127,100400.0,9004497.0
2018-01-25,11250,12350,11200,12250,703868,110305.0,9004497.0
2018-01-26,12150,12250,11750,11850,262618,106703.0,9004497.0
2018-01-29,11900,12050,11550,11600,215821,104452.0,9004497.0
2018-01-30,11450,11750,11350,11650,131984,104902.0,9004497.0
2018-01-31,11650,11750,11250,11400,119667,102651.0,9004497.0
2018-02-01,11500,11700,11300,11550,109160,104002.0,9004497.0
2018-02-02,11550,11700,10800,11000,212406,99049.0,9004497.0
2018-02-05,10650,10850,9990,10050,297005,90495.0,9004497.0
2018-02-06,9360,9770,8950,9620,431114,86623.0,9004497.0
2018-02-07,9890,10000,9210,9210,219051,82931.0,9004497.0
2018-02-08,9200,9620,9180,9580,94099,86263.0,9004497.0
2018-02-09,9200,9470,9150,9260,100659,83382.0,9004497.0
2018-02-12,9430,9600,9010,9410,93782,84732.0,9004497.0
2018-02-13,9410,10150,9410,10000,197414,90045.0,9004497.0
2018-02-14,10000,10150,9870,10050,71989,90495.0,9004497.0
2018-02-19,10250,10250,9970,10200,81838,91846.0,9004497.0
2018-02-20,10050,10400,10050,10350,76015,93197.0,9004497.0
2018-02-21,10350,10550,10250,10450,56365,94097.0,9004497.0
2018-02-22,10300,10550,9980,10100,127436,90945.0,9004497.0
2018-02-23,10150,10350,10150,10250,52155,92296.0,9004497.0
2018-02-26,10350,10450,10100,10250,57696,92296.0,9004497.0
2018-02-27,10350,10450,10150,10300,44561,92746.0,9004497.0
2018-02-28,10150,10250,9930,9980,95990,89865.0,9004497.0
2018-03-02,9980,9980,9630,9850,71833,88694.0,9004497.0
2018-03-05,10000,10000,9610,9610,38632,86533.0,9004497.0
2018-03-06,9560,10150,9560,9950,58896,89595.0,9004497.0
2018-03-07,9950,10100,9620,9650,42455,86893.0,9004497.0
2018-03-08,9900,9900,9530,9790,28556,88154.0,9004497.0
2018-03-09,9800,10050,9740,10050,55922,90495.0,9004497.0
2018-03-12,10150,10150,9910,9920,38546,89325.0,9004497.0
2018-03-13,9900,10250,9900,10250,99176,94765.0,9245328.0
2018-03-14,10250,10250,10100,10150,33692,93840.0,9245328.0
2018-03-15,10300,10300,9990,10100,55851,93378.0,9245328.0
2018-03-16,10150,10400,9950,10050,102722,92916.0,9245328.0
2018-03-19,10100,10100,9760,9950,63124,91991.0,9245328.0
2018-03-20,10000,10000,9610,9850,54130,91066.0,9245328.0
2018-03-21,9900,9900,9540,9600,81309,88755.0,9245328.0
2018-03-22,9700,9700,9250,9410,117914,86999.0,9245328.0
2018-03-23,9250,9340,8900,9000,155633,83208.0,9245328.0
2018-03-26,9200,9350,9050,9330,70329,86259.0,9245328.0
2018-03-27,9280,9340,9050,9140,78996,84502.0,9245328.0
2018-03-28,9140,9140,8490,8580,170769,79325.0,9245328.0
2018-03-29,8780,8870,8540,8870,45255,82006.0,9245328.0
2018-03-30,9020,9140,8850,8970,81569,82931.0,9245328.0
2018-04-02,9040,9040,8540,8720,69535,80619.0,9245328.0
2018-04-03,8790,8790,8420,8650,86783,79972.0,9245328.0
2018-04-04,8750,8750,8360,8370,61551,77383.0,9245328.0
2018-04-05,8420,8830,8300,8770,107116,81082.0,9245328.0
2018-04-06,8830,8890,8250,8440,54446,78031.0,9245328.0
2018-04-09,8440,8470,8100,8160,111636,75442.0,9245328.0
2018-04-10,8080,8170,7940,8120,91646,75072.0,9245328.0
2018-04-11,8120,8590,8120,8590,54588,79417.0,9245328.0
2018-04-12,8500,8840,8390,8820,40499,81544.0,9245328.0
2018-04-13,8850,9260,8800,8900,71399,82283.0,9245328.0
2018-04-16,9100,9230,9020,9150,43156,84595.0,9245328.0
2018-04-17,9150,9260,8990,9190,65645,84965.0,9245328.0
2018-04-18,9230,9230,9110,9230,53027,85334.0,9245328.0
2018-04-19,9150,9230,9000,9080,41417,83948.0,9245328.0
2018-04-20,9080,9230,9010,9150,30830,84595.0,9245328.0
2018-04-23,9100,9150,8810,8910,56501,82376.0,9245328.0
2018-04-24,8810,9090,8800,8860,8799,81914.0,9245328.0
2018-04-25,8850,8980,8710,8880,23725,82099.0,9245328.0
2018-04-26,8880,9770,8880,9710,227547,89772.0,9245328.0
2018-04-27,9760,9850,9520,9690,94928,89587.0,9245328.0
2018-04-30,9600,9600,9170,9210,108225,85149.0,9245328.0
2018-05-02,9130,9130,8970,9020,50681,83393.0,9245328.0
2018-05-03,9000,9290,8800,9140,56772,84502.0,9245328.0
2018-05-04,9070,9300,9020,9070,30672,83855.0,9245328.0
2018-05-08,9050,9670,9050,9500,148397,87831.0,9245328.0
2018-05-09,9500,9700,9230,9430,52147,87183.0,9245328.0
2018-05-10,9430,9850,9340,9830,106012,90882.0,9245328.0
2018-05-11,9970,9970,9740,9800,70418,90604.0,9245328.0
2018-05-14,9800,9800,9460,9620,46599,88940.0,9245328.0
2018-05-15,9530,9620,9300,9470,38265,87553.0,9245328.0
2018-05-16,9600,9600,9150,9300,71960,85982.0,9245328.0
2018-05-17,9210,9900,9150,9710,89160,89772.0,9245328.0
2018-05-18,9700,9990,9540,9890,123656,91436.0,9245328.0
2018-05-21,9840,9950,9600,9710,126869,89772.0,9245328.0
2018-05-23,9750,9960,9540,9850,95300,91066.0,9245328.0
