이테크건설(016250),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-12-28,7580,8500,7480,7480,110874,20944.0,2800000.0
2000-01-04,6590,6590,6590,6590,262,18452.0,2800000.0
2000-01-05,5800,7000,5800,6800,15440,19040.0,2800000.0
2000-01-06,6030,6780,5990,6670,5798,18676.0,2800000.0
2000-01-07,5870,5880,5870,5870,15189,16436.0,2800000.0
2000-01-10,5300,5980,5170,5980,32592,16744.0,2800000.0
2000-01-11,5330,6000,5300,6000,1832,16800.0,2800000.0
2000-01-12,6000,6000,5430,6000,714,16800.0,2800000.0
2000-01-13,5400,5400,5280,5280,12316,14784.0,2800000.0
2000-01-14,5500,5500,4650,4650,16284,13020.0,2800000.0
2000-01-17,4650,5200,4650,5200,40286,14560.0,2800000.0
2000-01-18,5790,5820,4770,5820,1726,16296.0,2800000.0
2000-01-19,5800,6000,5130,6000,1200,16800.0,2800000.0
2000-01-20,5500,5500,5280,5500,1100,15400.0,2800000.0
2000-01-21,4860,6000,4860,6000,636,16800.0,2800000.0
2000-01-24,6720,6720,5280,6210,5487,17388.0,2800000.0
2000-01-25,5470,6000,5470,5940,456,16632.0,2800000.0
2000-01-26,5800,5900,5800,5900,120,16520.0,2800000.0
2000-01-27,6600,6600,5320,6370,30440,17836.0,2800000.0
2000-01-28,5660,6200,5610,6000,3119,16800.0,2800000.0
2000-01-31,5880,6280,5280,5500,3213,15400.0,2800000.0
2000-02-01,5430,5880,4840,5500,5500,15400.0,2800000.0
2000-02-02,5660,5660,5300,5600,21600,15680.0,2800000.0
2000-02-03,5890,5890,5200,5600,8711,15680.0,2800000.0
2000-02-07,5800,5860,5300,5600,15248,15680.0,2800000.0
2000-02-08,5590,5590,5200,5550,7937,15540.0,2800000.0
2000-02-09,5520,5980,5300,5980,29251,16744.0,2800000.0
2000-02-10,6480,6690,5330,6690,5587,18732.0,2800000.0
2000-02-11,6400,7490,6150,7400,38437,20720.0,2800000.0
2000-02-14,7500,8270,7500,8100,22932,22680.0,2800000.0
2000-02-15,8500,8580,7500,7900,10900,22120.0,2800000.0
2000-02-16,6960,7990,6960,7990,5713,22372.0,2800000.0
2000-02-17,7890,7890,7310,7850,2298,21980.0,2800000.0
2000-02-18,7400,8000,7400,8000,9025,22400.0,2800000.0
2000-02-21,7700,7700,7300,7700,3032,21560.0,2800000.0
2000-02-22,6830,8620,6830,7400,8242,20720.0,2800000.0
2000-02-23,7400,7950,7210,7850,13972,21980.0,2800000.0
2000-02-24,7900,7950,7450,7900,16202,22120.0,2800000.0
2000-02-25,8000,8840,7950,8840,44600,24752.0,2800000.0
2000-02-28,9200,9900,9000,9900,71420,27720.0,2800000.0
2000-02-29,11050,11050,11000,11050,115853,30940.0,2800000.0
2000-03-02,12350,12350,12000,12350,70296,34580.0,2800000.0
2000-03-03,13800,13800,13500,13800,28930,38640.0,2800000.0
2000-03-06,15450,15450,15450,15450,8037,43260.0,2800000.0
2000-03-07,17300,17300,15600,17300,165343,48440.0,2800000.0
2000-03-08,17500,19300,15250,17900,101212,50120.0,2800000.0
2000-03-09,17900,19900,16500,18500,99279,51800.0,2800000.0
2000-03-10,18000,18800,16500,17000,76127,47600.0,2800000.0
2000-03-13,17500,18500,17000,18000,71309,50400.0,2800000.0
2000-03-14,19600,20150,19100,20150,65661,56420.0,2800000.0
2000-03-15,22550,22550,19000,22550,251033,63140.0,2800000.0
2000-03-16,20000,22000,19850,19850,99002,55580.0,2800000.0
2000-03-17,17500,17500,17500,17500,6763,49000.0,2800000.0
2000-03-20,15400,15400,15400,15400,502,43120.0,2800000.0
2000-03-21,13600,13600,13600,13600,4487,38080.0,2800000.0
2000-03-22,12000,15200,12000,15200,268738,42560.0,2800000.0
2000-03-23,15900,15900,13400,13400,88591,37520.0,2800000.0
2000-03-24,12500,14000,11800,11800,83534,33040.0,2800000.0
2000-03-27,13200,13200,12150,13200,74628,36960.0,2800000.0
2000-03-28,13000,14750,12300,14650,101213,41020.0,2800000.0
2000-03-29,15200,15700,13000,14000,95365,39200.0,2800000.0
2000-03-30,13500,14200,12800,13200,37746,36960.0,2800000.0
2000-03-31,13000,14750,12000,14400,68945,40320.0,2800000.0
2000-04-03,15000,16100,14000,15500,118655,43400.0,2800000.0
2000-04-04,14700,14900,13650,14400,41725,40320.0,2800000.0
2000-04-06,13900,15300,13500,14800,32897,41440.0,2800000.0
2000-04-07,15100,15700,14600,14800,57816,41440.0,2800000.0
2000-04-10,14700,16250,14700,15650,106009,43820.0,2800000.0
2000-04-11,14000,14800,13800,13800,28949,38640.0,2800000.0
2000-04-12,12600,13700,12300,13500,32613,37800.0,2800000.0
2000-04-14,13000,13950,11900,12450,26266,34860.0,2800000.0
2000-04-17,11000,11400,11000,11000,10815,30800.0,2800000.0
2000-04-18,11900,11900,9700,10900,43440,30520.0,2800000.0
2000-04-19,11500,12200,10500,12200,51799,34160.0,2800000.0
2000-04-20,12900,13650,11700,13650,56994,38220.0,2800000.0
2000-04-21,15000,15250,13100,14300,111989,40040.0,2800000.0
2000-04-24,14000,14800,13200,13800,51184,38640.0,2800000.0
2000-04-25,13700,14450,13350,13350,37381,37380.0,2800000.0
2000-04-26,13000,14000,12000,12850,39939,35980.0,2800000.0
2000-04-27,12500,13300,11400,11700,66510,32760.0,2800000.0
2000-04-28,11500,12200,10800,11700,27555,32760.0,2800000.0
2000-05-02,11600,11900,10600,11300,28899,31640.0,2800000.0
2000-05-03,11000,11450,10700,11000,31602,30800.0,2800000.0
2000-05-04,11700,12300,11300,12300,39503,34440.0,2800000.0
2000-05-08,13750,13750,13300,13750,42632,38500.0,2800000.0
2000-05-09,14500,15400,13200,15400,164069,43120.0,2800000.0
2000-05-10,17200,17200,17200,17200,30748,48160.0,2800000.0
2000-05-12,19250,19250,19250,19250,14729,53900.0,2800000.0
2000-05-15,21550,21550,16950,18000,312083,50400.0,2800000.0
2000-05-16,18000,18000,15850,15850,144460,44380.0,2800000.0
2000-05-17,16000,17750,15600,17750,213069,49700.0,2800000.0
2000-05-18,17200,19400,15900,16800,287413,47040.0,2800000.0
2000-05-19,16900,16900,14800,14800,82307,41440.0,2800000.0
2000-05-22,13050,13100,13050,13050,9825,36540.0,2800000.0
2000-05-23,11500,11500,11500,11500,1933,32200.0,2800000.0
2000-05-24,10150,12400,10150,10700,110122,29960.0,2800000.0
2000-05-25,10800,11950,10800,11950,56959,33460.0,2800000.0
2000-05-26,11950,12550,10550,10600,80854,29680.0,2800000.0
2000-05-29,10150,11400,9350,10500,60792,29400.0,2800000.0
2000-05-30,11700,11750,11000,11750,59515,32900.0,2800000.0
2000-05-31,12500,13000,12000,12750,81726,35700.0,2800000.0
2000-06-01,12000,12250,11250,11250,84399,31500.0,2800000.0
2000-06-02,11350,11900,10400,11250,105987,31500.0,2800000.0
2000-06-05,11500,12600,11400,12600,157904,35280.0,2800000.0
2000-06-07,13200,14100,13050,14100,110754,39480.0,2800000.0
2000-06-08,14100,14500,12450,12450,109146,34860.0,2800000.0
2000-06-09,11500,12000,11350,12000,69636,33600.0,2800000.0
2000-06-12,11800,12700,11500,12500,55459,35000.0,2800000.0
2000-06-13,12300,12500,11000,11000,50885,30800.0,2800000.0
2000-06-14,10700,11800,10700,11350,47943,31780.0,2800000.0
2000-06-15,11050,11650,10200,11200,26955,31360.0,2800000.0
2000-06-16,10500,11150,10100,10700,29366,29960.0,2800000.0
2000-06-19,10000,10800,10000,10300,19345,28840.0,2800000.0
2000-06-20,10000,11100,10000,10500,42229,29400.0,2800000.0
2000-06-21,10500,10750,10200,10350,41590,28980.0,2800000.0
2000-06-22,10450,10700,9900,10200,48011,28560.0,2800000.0
2000-06-23,10200,10250,9800,10100,32896,28280.0,2800000.0
2000-06-26,10000,11100,10000,10650,41086,29820.0,2800000.0
2000-06-27,10900,10900,10250,10500,34758,29400.0,2800000.0
2000-06-28,10500,10900,10100,10650,47719,29820.0,2800000.0
2000-06-29,10700,10750,10200,10600,20843,29680.0,2800000.0
2000-06-30,10450,10600,10100,10600,18795,29680.0,2800000.0
2000-07-03,10500,11850,10300,11850,55543,33180.0,2800000.0
2000-07-04,11850,12200,10750,11000,53370,30800.0,2800000.0
2000-07-05,10950,10950,9700,10250,37629,28700.0,2800000.0
2000-07-06,9900,10200,9800,10000,19667,28000.0,2800000.0
2000-07-07,9700,10400,9700,10200,30912,28560.0,2800000.0
2000-07-10,10500,10500,10050,10250,20003,28700.0,2800000.0
2000-07-11,10350,10350,9560,9980,22538,27944.0,2800000.0
2000-07-12,10100,10100,9200,10000,15387,28000.0,2800000.0
2000-07-13,9800,10200,9500,10000,12776,28000.0,2800000.0
2000-07-14,9500,10100,9500,10100,8298,28280.0,2800000.0
2000-07-18,10000,10500,9850,10150,19189,28420.0,2800000.0
2000-07-19,9850,10050,9500,9880,11561,27664.0,2800000.0
2000-07-20,9800,11050,9300,10600,82912,29680.0,2800000.0
2000-07-21,10500,11200,10100,10650,36156,29820.0,2800000.0
2000-07-24,10500,11900,10250,11350,171276,31780.0,2800000.0
2000-07-25,11300,12700,10550,12300,178655,34440.0,2800000.0
2000-07-26,12400,13100,11500,11750,121701,32900.0,2800000.0
2000-07-27,11850,12500,11700,12100,129583,33880.0,2800000.0
2000-07-28,11950,12300,10650,10800,81343,30240.0,2800000.0
2000-07-31,10850,11000,9800,10200,59366,28560.0,2800000.0
2000-08-01,10000,11300,9900,10650,151173,29820.0,2800000.0
2000-08-02,10200,10900,10000,10150,83686,28420.0,2800000.0
2000-08-03,10500,10850,10300,10350,90052,28980.0,2800000.0
2000-08-04,10550,10550,10100,10400,46999,29120.0,2800000.0
2000-08-07,10450,11400,10300,11000,153601,30800.0,2800000.0
2000-08-08,11000,11800,10800,11700,185221,32760.0,2800000.0
2000-08-09,11500,12200,10500,11250,112567,31500.0,2800000.0
2000-08-10,11250,12600,11250,12600,140421,35280.0,2800000.0
2000-08-11,14000,14100,13200,14100,175251,39480.0,2800000.0
2000-08-14,15500,15500,12450,12500,491033,35000.0,2800000.0
2000-08-16,12100,12950,11000,11000,213095,30800.0,2800000.0
2000-08-17,10600,11200,9910,10500,349171,29400.0,2800000.0
2000-08-18,10150,10750,9910,10200,131722,28560.0,2800000.0
2000-08-21,10200,11100,10050,10600,217563,29680.0,2800000.0
2000-08-22,10550,10550,9900,10100,126731,28280.0,2800000.0
2000-08-23,10100,10200,9850,9990,65052,27972.0,2800000.0
2000-08-24,9950,10000,9230,9300,63366,26040.0,2800000.0
2000-08-25,9270,9270,8190,8350,97263,23380.0,2800000.0
2000-08-28,8350,9140,7700,8800,87722,24640.0,2800000.0
2000-08-29,8800,9200,8600,8850,39134,24780.0,2800000.0
2000-08-30,9000,9120,8600,8850,32589,24780.0,2800000.0
2000-08-31,8600,8850,7790,8000,34551,22400.0,2800000.0
2000-09-01,8500,8500,7800,8070,34650,22596.0,2800000.0
2000-09-04,8000,8100,7600,7730,34674,21644.0,2800000.0
2000-09-05,7610,7900,7600,7780,19731,21784.0,2800000.0
2000-09-06,7650,8690,7650,8390,62483,23492.0,2800000.0
2000-09-07,8150,8390,7630,7730,28260,21644.0,2800000.0
2000-09-08,7610,7900,7330,7610,24492,21308.0,2800000.0
2000-09-14,7760,7890,7170,7600,18301,21280.0,2800000.0
2000-09-15,7120,7750,7120,7520,10035,21056.0,2800000.0
2000-09-18,7150,7300,6620,6620,15106,18536.0,2800000.0
2000-09-19,5840,6980,5830,5920,58854,16576.0,2800000.0
2000-09-20,6400,6400,5830,6170,17580,17276.0,2800000.0
2000-09-21,5500,6100,5430,5510,24127,15428.0,2800000.0
2000-09-22,5200,5500,4850,4950,15147,13860.0,2800000.0
2000-09-25,4450,5540,4450,5540,28405,15512.0,2800000.0
2000-09-26,5200,5990,5200,5990,18609,16772.0,2800000.0
2000-09-27,5950,6700,5480,6490,53567,18172.0,2800000.0
2000-09-28,6480,7260,6480,7260,144345,20328.0,2800000.0
2000-09-29,7800,8130,7420,8130,78576,22764.0,2800000.0
2000-10-02,8130,8300,7200,7860,141788,22008.0,2800000.0
2000-10-04,7630,8200,7410,7450,45644,20860.0,2800000.0
2000-10-05,7590,7700,6600,6780,124162,18984.0,2800000.0
2000-10-06,6800,7300,6800,7080,76922,19824.0,2800000.0
2000-10-09,7500,7600,6700,7000,40255,19600.0,2800000.0
2000-10-10,6510,6950,6300,6490,28189,18172.0,2800000.0
2000-10-11,6500,6500,5720,5900,63218,16520.0,2800000.0
2000-10-12,5700,6100,5550,6100,35113,17080.0,2800000.0
2000-10-13,5900,6100,5490,5950,31250,16660.0,2800000.0
2000-10-16,5830,6660,5830,6370,82290,17836.0,2800000.0
2000-10-17,6160,6370,5610,5650,33799,15820.0,2800000.0
2000-10-18,5300,5700,5100,5500,30499,15400.0,2800000.0
2000-10-19,5150,5790,5150,5260,16826,14728.0,2800000.0
2000-10-20,5500,5890,5450,5890,58953,16492.0,2800000.0
2000-10-23,6040,6230,5600,5600,55404,15680.0,2800000.0
2000-10-24,5500,5990,5500,5650,52240,15820.0,2800000.0
2000-10-25,5650,6130,5410,5900,115767,16520.0,2800000.0
2000-10-26,5740,6190,5610,5700,32567,15960.0,2800000.0
2000-10-27,5750,5850,5350,5400,27172,15120.0,2800000.0
2000-10-30,5310,5490,4990,5180,20663,14504.0,2800000.0
2000-10-31,5010,5200,4580,5110,23820,14308.0,2800000.0
2000-11-01,5210,5720,5210,5720,135784,16016.0,2800000.0
2000-11-02,5690,5700,5330,5550,50293,15540.0,2800000.0
2000-11-03,5550,6210,5450,6210,94383,17388.0,2800000.0
2000-11-06,6210,6540,5750,5750,119500,16100.0,2800000.0
2000-11-07,5900,5980,5610,5850,49912,16380.0,2800000.0
2000-11-08,5810,5810,5510,5700,44326,15960.0,2800000.0
2000-11-09,5510,6380,5510,6380,141444,17864.0,2800000.0
2000-11-10,6330,6630,5820,5990,186551,16772.0,2800000.0
2000-11-13,5830,5980,5700,5750,23491,16100.0,2800000.0
2000-11-14,5900,6050,5750,5750,31287,16100.0,2800000.0
2000-11-15,5950,6440,5900,6100,223860,17080.0,2800000.0
2000-11-16,6200,6320,5850,5860,53266,16408.0,2800000.0
2000-11-17,5800,6000,5790,5900,34364,16520.0,2800000.0
2000-11-20,6010,6230,5860,5870,55402,16436.0,2800000.0
2000-11-21,5870,6250,5500,6250,60837,17500.0,2800000.0
2000-11-22,6500,7000,6450,6610,246248,18508.0,2800000.0
2000-11-23,6650,6850,5820,5820,124794,16296.0,2800000.0
2000-11-24,5850,5930,5300,5750,60823,16100.0,2800000.0
2000-11-27,5580,6010,5580,5830,42816,16324.0,2800000.0
2000-11-28,5660,5800,5600,5670,26556,15876.0,2800000.0
2000-11-29,5000,5600,5000,5390,35864,15092.0,2800000.0
2000-11-30,5310,5610,5010,5200,22288,14560.0,2800000.0
2000-12-01,5050,5300,4920,5300,28408,14840.0,2800000.0
2000-12-04,5150,5430,5020,5150,23160,14420.0,2800000.0
2000-12-05,5100,5200,4990,5050,21872,14140.0,2800000.0
2000-12-06,5200,5330,5010,5090,33445,14252.0,2800000.0
2000-12-07,5000,5190,5000,5140,11562,14392.0,2800000.0
2000-12-08,5100,5180,4950,5100,21941,14280.0,2800000.0
2000-12-11,5180,5180,5010,5090,17350,14252.0,2800000.0
2000-12-12,5100,5100,4970,5000,17801,14000.0,2800000.0
2000-12-13,4850,5140,4850,5020,9899,14056.0,2800000.0
2000-12-14,5050,5150,4940,5060,12638,14168.0,2800000.0
2000-12-15,5030,5080,4950,5000,14422,14000.0,2800000.0
2000-12-18,4850,5050,4710,4960,9267,13888.0,2800000.0
2000-12-19,4820,4980,4520,4560,20088,12768.0,2800000.0
2000-12-20,4430,4700,4020,4690,45449,13132.0,2800000.0
2000-12-21,4400,4400,4130,4150,31922,11620.0,2800000.0
2000-12-22,3750,4200,3660,4180,23136,11704.0,2800000.0
2000-12-26,4180,4300,3810,4170,3359,11676.0,2800000.0
2001-01-02,4000,4670,4000,4670,35470,13076.0,2800000.0
2001-01-03,4670,5230,4610,5230,61510,14644.0,2800000.0
2001-01-04,5850,5850,5060,5270,121994,14756.0,2800000.0
2001-01-05,5190,5650,4920,5360,112236,15008.0,2800000.0
2001-01-08,5250,5390,5000,5000,46310,14000.0,2800000.0
2001-01-09,5050,5450,5000,5350,43734,14980.0,2800000.0
2001-01-10,5350,5690,5020,5130,111242,14364.0,2800000.0
2001-01-11,4980,5230,4950,5120,36998,14336.0,2800000.0
2001-01-12,5250,5330,5100,5120,43929,14336.0,2800000.0
2001-01-15,5120,5280,5100,5140,47536,14392.0,2800000.0
2001-01-16,5140,5180,4950,5090,41082,14252.0,2800000.0
2001-01-17,5000,5400,4820,4840,49010,13552.0,2800000.0
2001-01-18,4800,5090,4800,4920,42157,13776.0,2800000.0
2001-01-19,4950,5010,4700,4780,32555,13384.0,2800000.0
2001-01-22,4760,5240,4720,4920,124324,13776.0,2800000.0
2001-01-26,5050,5160,4800,4850,32948,13580.0,2800000.0
2001-01-29,4700,5090,4700,4950,61208,13860.0,2800000.0
2001-01-30,5140,5540,5110,5540,107636,15512.0,2800000.0
2001-01-31,6200,6200,5000,5300,185938,14840.0,2800000.0
2001-02-01,5500,5500,5110,5350,67995,14980.0,2800000.0
2001-02-02,5420,5420,5170,5370,43378,15036.0,2800000.0
2001-02-05,6010,6010,6010,6010,63328,16828.0,2800000.0
2001-02-06,6730,6730,6310,6730,512445,18844.0,2800000.0
2001-02-07,6800,7480,6100,6110,409931,17108.0,2800000.0
2001-02-08,6300,6840,6300,6840,78628,19152.0,2800000.0
2001-02-09,7140,7560,6740,7180,226449,20104.0,2800000.0
2001-02-12,7200,8000,6800,7600,215039,21280.0,2800000.0
2001-02-13,7600,8300,7410,7790,260771,21812.0,2800000.0
2001-02-14,7510,8200,7490,7650,253067,21420.0,2800000.0
2001-02-15,7800,7900,7200,7200,101271,20160.0,2800000.0
2001-02-16,7100,7380,6520,6600,117357,18480.0,2800000.0
2001-02-19,6420,7350,6420,7300,102441,20440.0,2800000.0
2001-02-20,7300,7880,7150,7450,64880,20860.0,2800000.0
2001-02-21,7230,7300,7000,7000,42614,19600.0,2800000.0
2001-02-22,6810,7000,6600,6820,23882,19096.0,2800000.0
2001-02-23,6830,7630,6830,7630,73831,21364.0,2800000.0
2001-02-26,8540,8540,8020,8300,246608,23240.0,2800000.0
2001-02-27,8210,8210,7320,7340,106725,20552.0,2800000.0
2001-02-28,7340,7680,6920,7500,37834,21000.0,2800000.0
2001-03-02,7200,7600,6600,6860,37366,19208.0,2800000.0
2001-03-05,6110,6830,6100,6700,26702,18760.0,2800000.0
2001-03-06,6610,7000,6600,6700,31346,18760.0,2800000.0
2001-03-07,6890,7500,6710,7300,48083,20440.0,2800000.0
2001-03-08,7290,7670,6850,7580,35822,21224.0,2800000.0
2001-03-09,7500,7650,7300,7400,7238,20720.0,2800000.0
2001-03-12,7000,7200,6610,7000,10176,19600.0,2800000.0
2001-03-13,6550,7700,6320,6990,52355,19572.0,2800000.0
2001-03-14,7150,7230,7000,7100,30675,19880.0,2800000.0
2001-03-15,7300,7300,6840,7090,14520,19852.0,2800000.0
2001-03-16,7100,7600,7000,7500,42642,21000.0,2800000.0
2001-03-19,7800,8200,7500,7990,88841,22372.0,2800000.0
2001-03-20,8190,8190,7110,7500,79878,21000.0,2800000.0
2001-03-21,7060,7490,7060,7100,25099,19880.0,2800000.0
2001-03-22,7290,7290,6700,6800,30069,19040.0,2800000.0
2001-03-23,6600,7010,6600,6800,19744,19040.0,2800000.0
2001-03-26,6800,6920,6700,6750,39466,18900.0,2800000.0
2001-03-27,6650,6840,6500,6650,19942,18620.0,2800000.0
2001-03-28,6700,6800,6340,6490,15195,18172.0,2800000.0
2001-03-29,6100,6490,6100,6150,19330,17220.0,2800000.0
2001-03-30,6100,6260,5420,5640,33988,15792.0,2800000.0
2001-04-02,5480,6310,5440,5780,85128,16184.0,2800000.0
2001-04-03,5550,5850,5430,5670,20554,15876.0,2800000.0
2001-04-04,5540,6000,5500,5700,24868,15960.0,2800000.0
2001-04-06,5900,6380,5900,6000,36191,16800.0,2800000.0
2001-04-09,6000,6390,5600,5600,42306,15680.0,2800000.0
2001-04-10,5620,5780,5400,5550,14235,15540.0,2800000.0
2001-04-11,5580,5660,5290,5380,18228,15064.0,2800000.0
2001-04-12,5410,5580,5410,5560,16943,15568.0,2800000.0
2001-04-13,5600,5700,5550,5670,8721,15876.0,2800000.0
2001-04-16,5700,6200,5700,5980,25945,16744.0,2800000.0
2001-04-17,5810,6090,5810,5870,11103,16436.0,2800000.0
2001-04-18,6200,6260,5920,6000,56350,16800.0,2800000.0
2001-04-19,6200,6270,5930,6000,29487,16800.0,2800000.0
2001-04-20,6100,6100,5730,5730,17653,16044.0,2800000.0
2001-04-23,5800,5900,5650,5670,13057,15876.0,2800000.0
2001-04-24,5690,6250,5600,5960,88237,16688.0,2800000.0
2001-04-25,6000,6000,5750,5790,27136,16212.0,2800000.0
2001-04-26,5900,6010,5730,5740,26553,16072.0,2800000.0
2001-04-27,5740,5800,5560,5700,35748,15960.0,2800000.0
2001-04-30,5720,6200,5700,5880,78847,16464.0,2800000.0
2001-05-02,5900,6000,5720,5790,31355,16212.0,2800000.0
2001-05-03,5800,5880,5600,5630,32888,15764.0,2800000.0
2001-05-04,5560,5790,5560,5690,29368,15932.0,2800000.0
2001-05-07,5610,5700,5600,5650,42427,15820.0,2800000.0
2001-05-08,5620,5790,5620,5710,30694,15988.0,2800000.0
2001-05-09,5700,5770,5610,5620,28574,15736.0,2800000.0
2001-05-10,5600,5740,5600,5630,16671,15764.0,2800000.0
2001-05-11,5700,6100,5630,5930,126510,16604.0,2800000.0
2001-05-14,5930,5930,5750,5750,37790,16100.0,2800000.0
2001-05-15,5810,5890,5740,5800,26323,16240.0,2800000.0
2001-05-16,5830,5900,5750,5770,16793,16156.0,2800000.0
2001-05-17,5750,5900,5750,5860,16968,16408.0,2800000.0
2001-05-18,5750,5860,5650,5760,17869,16128.0,2800000.0
2001-05-21,5810,6050,5770,5850,41661,16380.0,2800000.0
2001-05-22,5880,5920,5710,5710,33586,15988.0,2800000.0
2001-05-23,5710,5860,5710,5800,35628,16240.0,2800000.0
2001-05-24,5800,6490,5730,6490,148865,18172.0,2800000.0
2001-05-25,6530,7100,6000,6170,185344,17276.0,2800000.0
2001-05-28,6470,6470,6000,6160,58440,17248.0,2800000.0
2001-05-29,6200,6550,6200,6300,66835,17640.0,2800000.0
2001-05-30,6310,6600,6280,6400,64801,17920.0,2800000.0
2001-05-31,6350,6900,6350,6640,119609,18592.0,2800000.0
2001-06-01,6800,7430,6710,7430,146967,20804.0,2800000.0
2001-06-04,7600,8250,7310,7600,273121,21280.0,2800000.0
2001-06-05,7590,7840,7000,7200,132698,20160.0,2800000.0
2001-06-07,7300,7550,7200,7500,77406,21000.0,2800000.0
2001-06-08,7650,8000,6920,7190,111316,20132.0,2800000.0
2001-06-11,7150,7310,6950,7050,43682,19740.0,2800000.0
2001-06-12,7060,7300,6910,6970,44026,19516.0,2800000.0
2001-06-13,6930,7220,6930,7220,25577,20216.0,2800000.0
2001-06-14,7150,7490,7100,7350,26872,20580.0,2800000.0
2001-06-15,7350,7490,7250,7410,25945,20748.0,2800000.0
2001-06-18,7490,7500,7370,7500,22514,21000.0,2800000.0
2001-06-19,7500,7830,7460,7510,48476,21028.0,2800000.0
2001-06-20,7500,7550,7150,7440,47551,20832.0,2800000.0
2001-06-21,7450,8130,7370,8000,99970,22400.0,2800000.0
2001-06-22,7980,8960,7800,8960,182857,25088.0,2800000.0
2001-06-25,9110,9600,8810,9200,147762,25760.0,2800000.0
2001-06-26,9150,9380,8900,9280,78910,25984.0,2800000.0
2001-06-27,9270,10300,9030,9200,62722,25760.0,2800000.0
2001-06-28,9200,9800,9200,9690,37799,27132.0,2800000.0
2001-06-29,9900,9900,8920,9300,33945,26040.0,2800000.0
2001-07-02,9300,9400,8910,9050,23343,25340.0,2800000.0
2001-07-03,8910,9310,8900,9150,34772,25620.0,2800000.0
2001-07-04,9060,9210,9010,9150,10778,25620.0,2800000.0
2001-07-05,9050,9500,9050,9200,14189,25760.0,2800000.0
2001-07-06,9200,9360,9060,9250,16905,25900.0,2800000.0
2001-07-09,9500,9520,9130,9300,15724,26040.0,2800000.0
2001-07-10,9600,9700,9350,9510,24596,26628.0,2800000.0
2001-07-11,9400,10600,9400,10100,59202,28280.0,2800000.0
2001-07-12,10500,10600,9800,9900,45916,27720.0,2800000.0
2001-07-13,9850,10100,9130,9600,86043,26880.0,2800000.0
2001-07-16,9400,9680,9180,9680,23092,27104.0,2800000.0
2001-07-18,9540,9970,8600,8600,37680,24080.0,2800000.0
2001-07-19,8600,8800,7600,8800,25132,24640.0,2800000.0
2001-07-20,8450,8700,8400,8700,6584,24360.0,2800000.0
2001-07-23,8700,8700,8060,8300,9366,23240.0,2800000.0
2001-07-24,7700,9290,7700,9290,11509,26012.0,2800000.0
2001-07-25,9000,9100,8500,8950,4892,25060.0,2800000.0
2001-07-26,8950,9240,8800,8890,9750,24892.0,2800000.0
2001-07-27,9050,9200,8800,9000,18865,25200.0,2800000.0
2001-07-30,8730,9170,8620,8850,3021,24780.0,2800000.0
2001-07-31,8750,9200,8650,8890,10325,24892.0,2800000.0
2001-08-01,7950,9100,7950,8800,13320,24640.0,2800000.0
2001-08-02,8720,8940,8690,8880,17062,24864.0,2800000.0
2001-08-03,8880,8940,8650,8800,8334,24640.0,2800000.0
2001-08-06,8800,9550,8800,9130,28566,25564.0,2800000.0
2001-08-07,9130,9300,9000,9000,17327,25200.0,2800000.0
2001-08-08,9000,9940,9000,9360,68926,26208.0,2800000.0
2001-08-09,9500,9500,9010,9160,15747,25648.0,2800000.0
2001-08-10,8800,9460,8800,9300,23880,26040.0,2800000.0
2001-08-13,9400,9550,9300,9340,12023,26152.0,2800000.0
2001-08-14,9250,9290,9000,9000,10361,25200.0,2800000.0
2001-08-16,8400,9400,8400,9000,7046,25200.0,2800000.0
2001-08-17,9200,9200,8910,9010,5301,25228.0,2800000.0
2001-08-20,9000,9430,9000,9300,16507,26040.0,2800000.0
2001-08-21,9400,9990,9300,9700,34664,27160.0,2800000.0
2001-08-22,9600,9900,9310,9650,22525,27020.0,2800000.0
2001-08-23,9650,10750,9620,10400,83100,29120.0,2800000.0
2001-08-24,10500,11600,10250,11600,58771,32480.0,2800000.0
2001-08-27,12200,12250,11400,11800,70709,33040.0,2800000.0
2001-08-28,11900,12750,11400,12650,50517,35420.0,2800000.0
2001-08-29,12400,12800,11600,11750,50865,32900.0,2800000.0
2001-08-30,11050,12300,11050,12100,28323,33880.0,2800000.0
2001-08-31,12100,12500,11200,11500,25686,32200.0,2800000.0
2001-09-03,10500,12300,10500,11350,16977,31780.0,2800000.0
2001-09-04,11400,11800,11000,11800,41705,33040.0,2800000.0
2001-09-05,11900,13200,11600,12700,163162,35560.0,2800000.0
2001-09-06,12400,12900,12250,12450,33527,34860.0,2800000.0
2001-09-07,12500,12900,12000,12400,127513,34720.0,2800000.0
2001-09-10,12200,13300,12100,13300,90604,37240.0,2800000.0
2001-09-11,13500,13500,12650,13100,57037,36680.0,2800000.0
2001-09-12,11550,12000,11550,12000,75038,33600.0,2800000.0
2001-09-13,11000,13100,11000,13100,125112,36680.0,2800000.0
2001-09-14,13400,13700,11550,12300,133479,34440.0,2800000.0
2001-09-17,12000,12100,10850,10950,78684,30660.0,2800000.0
2001-09-18,11000,11600,10650,11000,61679,30800.0,2800000.0
2001-09-19,11200,11200,10300,10900,72212,30520.0,2800000.0
2001-09-20,10600,10900,9660,9720,19303,27216.0,2800000.0
2001-09-21,8750,9700,8560,9000,27922,25200.0,2800000.0
2001-09-24,8060,9190,8060,8200,35936,22960.0,2800000.0
