싸이맥스(160980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-11-30,6273,6280,6172,6280,69876,53788.0,5405863.0
2015-12-01,6298,6311,6185,6249,34496,53518.0,5405863.0
2015-12-02,6223,6248,6160,6205,27631,53140.0,5405863.0
2015-12-03,6185,6267,6109,6255,58515,53572.0,5405863.0
2015-12-04,6248,6280,6185,6255,43332,53572.0,5405863.0
2015-12-07,6248,6280,6185,6274,20036,53734.0,5405863.0
2015-12-08,6292,6298,6191,6249,18978,53518.0,5405863.0
2015-12-09,6248,6298,6242,6287,14056,53842.0,5405863.0
2015-12-10,6254,6626,6254,6438,99078,55140.0,5405863.0
2015-12-11,6437,6469,6305,6438,40419,55140.0,5405863.0
2015-12-14,6406,6406,6223,6274,31732,53734.0,5405863.0
2015-12-15,6286,6286,6058,6211,33171,53194.0,5405863.0
2015-12-16,6210,6260,6185,6236,14957,53410.0,5405863.0
2015-12-17,6260,6273,6185,6230,12830,53356.0,5405863.0
2015-12-18,6242,6260,6198,6261,9103,53626.0,5405863.0
2015-12-21,6273,6374,6216,6343,12982,54329.0,5405863.0
2015-12-22,6374,6437,6298,6312,19152,54059.0,5405863.0
2015-12-23,6342,6374,6248,6267,23281,53680.0,5405863.0
2015-12-24,6280,6374,6216,6343,23774,54329.0,5405863.0
2015-12-28,6342,6374,6273,6312,12124,54059.0,5405863.0
2015-12-29,6305,6532,6280,6501,27168,55680.0,5405863.0
2015-12-30,6595,6690,6374,6533,78585,55951.0,5405863.0
2016-01-04,6532,6532,6374,6375,28855,54599.0,5405863.0
2016-01-05,6374,6658,6342,6627,54724,56762.0,5405863.0
2016-01-06,6595,6784,6500,6627,59181,56762.0,5405863.0
2016-01-07,6626,7132,6595,7069,201765,60546.0,5405863.0
2016-01-08,7226,7920,6784,6848,617258,58654.0,5405863.0
2016-01-11,6848,6973,6595,6943,139047,59464.0,5405863.0
2016-01-12,7037,7100,6721,6817,75198,58383.0,5405863.0
2016-01-13,6848,6879,6500,6501,112183,55680.0,5405863.0
2016-01-14,6469,6658,6374,6438,77545,55140.0,5405863.0
2016-01-15,6532,6690,6292,6312,83286,54059.0,5405863.0
2016-01-18,6185,6298,6153,6274,91457,53734.0,5405863.0
2016-01-19,6242,6311,6204,6274,66513,53734.0,5405863.0
2016-01-20,6286,6286,5901,6179,92479,52923.0,5405863.0
2016-01-21,6172,6248,6046,6179,53245,52923.0,5405863.0
2016-01-22,6178,6229,6147,6179,35520,52923.0,5405863.0
2016-01-25,6198,6298,6198,6249,27450,53518.0,5405863.0
2016-01-26,6248,6374,6122,6129,26301,52491.0,5405863.0
2016-01-27,6147,6280,6090,6160,43233,52761.0,5405863.0
2016-01-28,6140,6153,6058,6097,37891,52221.0,5405863.0
2016-01-29,6122,6229,6058,6173,26744,52869.0,5405863.0
2016-02-01,6235,6500,6153,6501,36438,55680.0,5405863.0
2016-02-02,6564,6658,6469,6627,60293,56762.0,5405863.0
2016-02-03,6564,6564,6406,6501,25498,55680.0,5405863.0
2016-02-04,6500,6595,6437,6501,13970,55680.0,5405863.0
2016-02-05,6500,6500,6198,6198,60991,53086.0,5405863.0
2016-02-11,5964,6034,5882,5883,57229,50383.0,5405863.0
2016-02-12,5882,5945,5522,5807,36579,49734.0,5405863.0
2016-02-15,5819,6109,5819,6021,29057,51572.0,5405863.0
2016-02-16,6021,6223,5996,6179,11559,52923.0,5405863.0
2016-02-17,6185,6185,6052,6179,11620,52923.0,5405863.0
2016-02-18,6109,6248,6109,6141,16928,52599.0,5405863.0
2016-02-19,6122,6374,6122,6230,17911,53356.0,5405863.0
2016-02-22,6374,6437,6298,6305,23907,54005.0,5405863.0
2016-02-23,6311,6406,6286,6343,13546,54329.0,5405863.0
2016-02-24,6342,6437,6273,6312,15281,54059.0,5405863.0
2016-02-25,6311,6406,6267,6343,19478,54329.0,5405863.0
2016-02-26,6342,6374,6280,6375,7882,54599.0,5405863.0
2016-02-29,6342,6437,6342,6438,12457,55140.0,5405863.0
2016-03-02,6437,6532,6311,6312,28432,54059.0,5405863.0
2016-03-03,6311,6911,6311,6691,100286,57302.0,5405863.0
2016-03-04,6690,6784,6342,6375,80865,54599.0,5405863.0
2016-03-07,6437,6816,6406,6501,75496,55680.0,5405863.0
2016-03-08,6564,6626,6406,6469,26390,55410.0,5405863.0
2016-03-09,6532,6690,6500,6596,40650,56491.0,5405863.0
2016-03-10,6753,7068,6532,6627,205658,56762.0,5405863.0
2016-03-11,6658,6658,6311,6501,262344,55680.0,5405863.0
2016-03-14,6564,6816,6500,6753,60780,57843.0,5405863.0
2016-03-15,6753,6848,6595,6722,69298,57572.0,5405863.0
2016-03-16,6721,6784,6626,6722,38296,57572.0,5405863.0
2016-03-17,6721,6848,6626,6627,32361,56762.0,5405863.0
2016-03-18,6626,7006,6437,6880,208205,58924.0,5405863.0
2016-03-21,6753,6879,6658,6753,41456,57843.0,5405863.0
2016-03-22,6784,6784,6595,6659,22037,57032.0,5405863.0
2016-03-23,6658,6721,6532,6627,34548,56762.0,5405863.0
2016-03-24,6626,6721,6564,6564,12032,56221.0,5405863.0
2016-03-25,6564,6690,6406,6691,30390,57302.0,5405863.0
2016-03-28,6658,7321,6532,6848,368040,58654.0,5405863.0
2016-03-29,7037,7163,6626,6753,244134,57843.0,5405863.0
2016-03-30,6753,6816,6595,6596,65050,56491.0,5405863.0
2016-03-31,6626,6721,6500,6533,51478,55951.0,5405863.0
2016-04-01,6595,6816,6564,6722,51970,57572.0,5405863.0
2016-04-04,6690,6816,6626,6691,40247,57302.0,5405863.0
2016-04-05,6690,6816,6658,6753,26977,57843.0,5405863.0
2016-04-06,6690,6911,6690,6817,40871,58383.0,5405863.0
2016-04-07,6816,6848,6595,6596,49780,56491.0,5405863.0
2016-04-08,6626,6721,6564,6691,18065,57302.0,5405863.0
2016-04-11,6721,6753,6564,6596,38047,56491.0,5405863.0
2016-04-12,6595,6690,6532,6659,44355,57032.0,5405863.0
2016-04-14,6595,6690,6406,6438,69214,55140.0,5405863.0
2016-04-15,6469,6532,6298,6312,89555,54059.0,5405863.0
2016-04-18,6311,6500,6229,6469,114810,55410.0,5405863.0
2016-04-19,6500,6595,6406,6596,75603,56491.0,5405863.0
2016-04-20,6595,6658,6532,6596,64134,56491.0,5405863.0
2016-04-21,6658,6690,6500,6596,80011,56491.0,5405863.0
2016-04-22,6564,6595,6532,6596,51052,56491.0,5405863.0
2016-04-25,6595,6658,6500,6596,49579,56491.0,5405863.0
2016-04-26,6595,6690,6532,6691,73655,57302.0,5405863.0
2016-04-27,6721,6942,6626,6753,143841,57843.0,5405863.0
2016-04-28,6816,6911,6690,6691,80271,57302.0,5405863.0
2016-04-29,6753,6848,6721,6817,65292,58383.0,5405863.0
2016-05-02,6816,7163,6658,6691,164878,57302.0,5405863.0
2016-05-03,6721,6879,6658,6848,60564,58654.0,5405863.0
2016-05-04,6848,6911,6229,6407,262041,54870.0,5405863.0
2016-05-09,6437,6690,6305,6501,128091,55680.0,5405863.0
2016-05-10,6437,6658,6437,6596,82902,56491.0,5405863.0
2016-05-11,6658,6690,6564,6627,54721,56762.0,5405863.0
2016-05-12,6658,6753,6626,6691,37242,57302.0,5405863.0
2016-05-13,6658,6784,6626,6627,40800,56762.0,5405863.0
2016-05-16,6658,6690,6500,6501,40188,55680.0,5405863.0
2016-05-17,6564,6595,6374,6501,47737,55680.0,5405863.0
2016-05-18,6564,6753,6280,6691,171473,57302.0,5405863.0
2016-05-19,6690,6848,6500,6564,126583,56221.0,5405863.0
2016-05-20,6564,6626,6437,6564,45354,56221.0,5405863.0
2016-05-23,6500,7006,6500,7006,356379,60005.0,5405863.0
2016-05-24,7037,7352,6879,7259,297799,62167.0,5405863.0
2016-05-25,7510,7605,7195,7290,410235,62438.0,5405863.0
2016-05-26,7384,7636,7195,7574,294473,64870.0,5405863.0
2016-05-27,7574,7889,7416,7574,198299,64870.0,5405863.0
2016-05-30,7573,7700,7479,7511,93704,64330.0,5405863.0
2016-05-31,7510,7794,7321,7574,141586,64870.0,5405863.0
2016-06-01,7542,7700,7384,7479,146390,64059.0,5405863.0
2016-06-02,7479,7542,7195,7321,155025,62708.0,5405863.0
2016-06-03,7321,7636,7226,7574,105851,64870.0,5405863.0
2016-06-07,7668,7699,7352,7385,69175,63249.0,5405863.0
2016-06-08,7384,7447,7195,7259,90499,62167.0,5405863.0
2016-06-09,7258,7258,6879,7069,125978,60546.0,5405863.0
2016-06-10,7006,7257,6974,7164,94780,61357.0,5405863.0
2016-06-13,7068,7352,7006,7037,75227,60275.0,5405863.0
2016-06-14,7006,7132,6848,7037,40791,60275.0,5405863.0
2016-06-15,7037,7290,7037,7290,65788,62438.0,5405863.0
2016-06-16,7321,7321,6879,6911,95894,59194.0,5405863.0
2016-06-17,7006,7006,6406,6469,194587,55410.0,5405863.0
2016-06-20,6500,6532,6298,6438,99519,55140.0,5405863.0
2016-06-21,6469,6469,6280,6438,113895,55140.0,5405863.0
2016-06-22,6406,6784,6406,6659,98646,57032.0,5405863.0
2016-06-23,6564,6658,6406,6533,45024,55951.0,5405863.0
2016-06-24,6532,6626,5932,6103,184945,52275.0,5405863.0
2016-06-27,5876,6229,5838,6123,58949,52437.0,5405863.0
2016-06-28,6002,6242,5964,6179,54756,52923.0,5405863.0
2016-06-29,6273,6305,6198,6267,31319,53680.0,5405863.0
2016-06-30,6311,6437,6305,6407,23728,54870.0,5405863.0
2016-07-01,6406,6469,6342,6469,48815,55410.0,5405863.0
2016-07-04,6469,6564,6311,6375,57251,54599.0,5405863.0
2016-07-05,6311,7574,6311,6911,815787,59194.0,5405863.0
2016-07-06,6974,7226,6816,7037,221218,60275.0,5405863.0
2016-07-07,7258,7668,7132,7574,347636,64870.0,5405863.0
2016-07-08,7574,7920,7416,7763,273912,66492.0,5405863.0
2016-07-11,7731,7920,7416,7795,138936,66762.0,5405863.0
2016-07-12,7763,8015,7290,7353,249077,62978.0,5405863.0
2016-07-13,7479,9246,7479,8615,1948364,73790.0,5405863.0
2016-07-14,8583,8772,8268,8742,387720,74871.0,5405863.0
2016-07-15,8741,8741,8236,8269,240012,70817.0,5405863.0
2016-07-18,8299,8646,8204,8647,168584,74060.0,5405863.0
2016-07-19,8551,8710,8457,8615,90389,73790.0,5405863.0
2016-07-20,8457,8961,8236,8773,214107,75141.0,5405863.0
2016-07-21,8899,9152,8457,8553,305960,73249.0,5405863.0
2016-07-22,8583,8836,8362,8553,116689,73249.0,5405863.0
2016-07-25,8457,8710,8299,8615,122344,73790.0,5405863.0
2016-07-26,8772,8899,8520,8773,175349,75141.0,5405863.0
2016-07-27,9025,9088,8394,8521,280930,72979.0,5405863.0
2016-07-28,8488,8930,8394,8931,110080,76493.0,5405863.0
2016-07-29,8962,9845,8804,9183,611325,78655.0,5405863.0
2016-08-01,9246,9751,9214,9499,185641,81358.0,5405863.0
2016-08-02,9498,9782,9309,9594,151318,82169.0,5405863.0
2016-08-03,9404,9782,9341,9594,107594,82169.0,5405863.0
2016-08-04,9593,9656,9309,9310,106267,79736.0,5405863.0
2016-08-05,9498,9498,9152,9405,100225,80547.0,5405863.0
2016-08-08,9309,9656,9025,9152,143101,78385.0,5405863.0
2016-08-09,8930,9278,8930,9057,82219,77574.0,5405863.0
2016-08-10,9152,9152,8741,8837,84015,75682.0,5405863.0
2016-08-11,8772,8962,8583,8805,71887,75412.0,5405863.0
2016-08-12,8836,9056,8583,8805,59749,75412.0,5405863.0
2016-08-16,8804,9120,8804,8994,40258,77034.0,5405863.0
2016-08-17,8867,8962,8520,8963,68450,76763.0,5405863.0
2016-08-18,8836,9088,8710,9026,73667,77304.0,5405863.0
2016-08-19,9025,9025,8646,8837,83606,75682.0,5405863.0
2016-08-22,8710,9404,8583,9215,152591,78926.0,5405863.0
2016-08-23,9214,9404,8994,9247,71607,79196.0,5405863.0
2016-08-24,9341,9341,8994,9026,39897,77304.0,5405863.0
2016-08-25,9025,9120,8867,8963,28278,76763.0,5405863.0
2016-08-26,8867,8867,8646,8647,60780,74060.0,5405863.0
2016-08-29,8646,8867,8268,8363,51426,71628.0,5405863.0
2016-08-30,8394,8646,8394,8489,22323,72709.0,5405863.0
2016-08-31,8520,8646,8268,8553,24628,73249.0,5405863.0
2016-09-01,8457,8772,8393,8773,25397,75141.0,5405863.0
2016-09-02,8741,8836,8615,8679,15679,74331.0,5405863.0
2016-09-05,8772,8804,8583,8679,13566,74331.0,5405863.0
2016-09-06,8772,8836,8615,8710,13004,74601.0,5405863.0
2016-09-07,8710,8772,8457,8553,35840,73249.0,5405863.0
2016-09-08,8457,8710,8173,8521,24549,72979.0,5405863.0
2016-09-09,8615,8772,8204,8773,35364,75141.0,5405863.0
2016-09-12,8362,8741,8362,8553,48171,73249.0,5405863.0
2016-09-13,8583,8710,8426,8553,24570,73249.0,5405863.0
2016-09-19,8426,8741,8426,8710,18995,74601.0,5405863.0
2016-09-20,8836,8930,8646,8868,29945,75952.0,5405863.0
2016-09-21,8867,9120,8772,8963,43658,76763.0,5405863.0
2016-09-22,9088,9435,8993,9341,88588,80007.0,5405863.0
2016-09-23,9341,9435,9214,9341,46035,80007.0,5405863.0
2016-09-26,9341,9436,9246,9405,48028,80547.0,5405863.0
2016-09-27,9341,9404,9183,9373,43236,80277.0,5405863.0
2016-09-28,9372,9562,9278,9373,71959,80277.0,5405863.0
2016-09-29,9372,9719,9372,9499,104780,81358.0,5405863.0
2016-09-30,9498,10098,9341,9973,267799,85413.0,5405863.0
2016-10-04,10130,10350,9909,10099,125607,86494.0,5405863.0
2016-10-05,10035,10193,9972,10099,61512,86494.0,5405863.0
2016-10-06,10161,10445,9940,10067,68014,86224.0,5405863.0
2016-10-07,10224,10224,9814,9846,65424,84331.0,5405863.0
2016-10-10,9656,9846,9467,9594,87881,82169.0,5405863.0
2016-10-11,9467,9846,9436,9531,63754,81629.0,5405863.0
2016-10-12,9562,9751,9404,9531,36705,81629.0,5405863.0
2016-10-13,9625,9625,9088,9405,56043,80547.0,5405863.0
2016-10-14,9278,9656,9278,9625,25742,82439.0,5405863.0
2016-10-17,9688,9688,9309,9373,22230,80277.0,5405863.0
2016-10-18,9372,9436,9183,9278,24975,79466.0,5405863.0
2016-10-19,9530,9530,9119,9183,36451,78655.0,5405863.0
2016-10-20,9214,9309,8962,9152,33000,78385.0,5405863.0
2016-10-21,9246,9309,8962,9183,30126,78655.0,5405863.0
2016-10-24,9183,9341,9056,9183,21030,78655.0,5405863.0
2016-10-25,9088,9246,8930,9247,47126,79196.0,5405863.0
2016-10-26,9436,9436,8994,9278,36655,79466.0,5405863.0
2016-10-27,9309,9940,9246,9846,91365,84331.0,5405863.0
2016-10-28,10035,10256,9846,10004,100085,85683.0,5405863.0
2016-10-31,10004,10161,9846,10130,66070,86764.0,5405863.0
2016-11-01,10129,10161,9909,10067,34799,86224.0,5405863.0
2016-11-02,10066,10066,9593,9751,51965,83521.0,5405863.0
2016-11-03,9593,10003,9593,9625,49719,82439.0,5405863.0
2016-11-04,9814,9846,9625,9720,29497,83250.0,5405863.0
2016-11-07,9593,10540,9593,10541,177125,90278.0,5405863.0
2016-11-08,10634,10666,10382,10604,77121,90818.0,5405863.0
2016-11-09,10603,10634,9782,10415,173812,89197.0,5405863.0
2016-11-10,10666,10950,10319,10509,102438,90008.0,5405863.0
2016-11-11,10508,10508,10288,10351,26338,88656.0,5405863.0
2016-11-14,10224,10414,10224,10383,15223,88926.0,5405863.0
2016-11-15,10256,10382,10193,10225,16217,87575.0,5405863.0
2016-11-16,10224,10477,10161,10415,31533,89197.0,5405863.0
2016-11-17,10414,10572,10319,10415,25281,89197.0,5405863.0
2016-11-18,10572,10572,10288,10509,25960,90008.0,5405863.0
2016-11-21,10382,10572,10256,10415,14448,89197.0,5405863.0
2016-11-22,10350,10445,10193,10383,17920,88926.0,5405863.0
2016-11-23,10414,10414,10098,10162,28217,87034.0,5405863.0
2016-11-24,10035,10350,9814,10162,23151,87034.0,5405863.0
2016-11-25,10193,10350,10066,10351,8852,88656.0,5405863.0
2016-11-28,10414,10414,10193,10257,14128,87845.0,5405863.0
2016-11-29,10066,10288,9972,10035,31840,85953.0,5405863.0
2016-11-30,9909,10224,9782,9909,29522,84872.0,5405863.0
2016-12-01,9814,10129,9814,10067,13870,86224.0,5405863.0
2016-12-02,9972,10098,9909,10035,8401,86351.0,5430863.0
2016-12-05,10098,10098,9814,10035,15967,86351.0,5430863.0
2016-12-06,9940,10098,9782,9909,46312,85265.0,5430863.0
2016-12-07,9971,10003,9719,9783,40303,84178.0,5430863.0
2016-12-08,9719,10256,9656,10067,51830,86622.0,5430863.0
2016-12-09,10161,10319,10066,10225,27492,87980.0,5430863.0
2016-12-12,10288,10508,10193,10288,49250,88523.0,5430863.0
2016-12-13,10477,10603,10193,10541,59360,90695.0,5430863.0
2016-12-14,10540,11013,10508,10825,76550,93139.0,5430863.0
2016-12-15,10729,11424,10666,11109,90188,95583.0,5430863.0
2016-12-16,11108,11202,10918,11172,35400,96126.0,5430863.0
2016-12-19,11202,11202,10950,11014,19094,94769.0,5430863.0
2016-12-20,10950,11108,10856,10983,14640,94497.0,5430863.0
2016-12-21,11013,11171,10792,11014,55474,94769.0,5430863.0
2016-12-22,11045,11644,11013,11267,85771,96941.0,5430863.0
2016-12-23,11424,11518,11202,11361,39754,97756.0,5430863.0
2016-12-26,11424,11424,10918,11045,33431,95040.0,5430863.0
2016-12-27,11045,11329,10982,11267,42038,96941.0,5430863.0
2016-12-28,11392,11392,11013,11172,18843,96126.0,5430863.0
2016-12-29,11265,11265,11013,11203,9239,96398.0,5430863.0
2017-01-02,11202,11518,11076,11456,27247,98570.0,5430863.0
2017-01-03,11487,11487,11140,11172,49121,96126.0,5430863.0
2017-01-04,11202,11202,10856,10983,65500,94497.0,5430863.0
2017-01-05,11108,11171,10824,11109,45500,95583.0,5430863.0
2017-01-06,11076,11297,10950,11140,15704,95855.0,5430863.0
2017-01-09,11140,11266,11045,11140,15891,95855.0,5430863.0
2017-01-10,11076,11550,11076,11267,61411,96941.0,5430863.0
2017-01-11,11360,11487,11202,11298,48519,97212.0,5430863.0
2017-01-12,11360,11360,11202,11235,32966,96669.0,5430863.0
2017-01-13,11360,12150,11266,11866,260249,102100.0,5430863.0
2017-01-16,11928,12276,11802,11897,79760,102372.0,5430863.0
2017-01-17,11802,11992,11676,11835,39940,101829.0,5430863.0
2017-01-18,11802,12244,11708,12119,44018,104273.0,5430863.0
2017-01-19,12086,12434,12055,12308,52680,105902.0,5430863.0
2017-01-20,12276,12623,12181,12561,80120,108074.0,5430863.0
2017-01-23,12749,13064,12465,12529,102536,107803.0,5430863.0
2017-01-24,12433,12938,12370,12623,60276,108617.0,5430863.0
2017-01-25,12623,13159,12623,12845,69805,110518.0,5430863.0
2017-01-26,12718,13159,12623,12971,68868,111604.0,5430863.0
2017-01-31,12907,13064,12686,12813,39525,110247.0,5430863.0
2017-02-01,12686,12718,11960,12087,430718,104001.0,5430863.0
2017-02-02,12150,12307,11771,11929,124258,102643.0,5430863.0
2017-02-03,11960,12023,11613,11866,82233,102100.0,5430863.0
2017-02-06,11866,11928,11676,11803,50024,101557.0,5430863.0
2017-02-07,11802,12023,11392,11803,366040,101557.0,5430863.0
2017-02-08,11802,11928,11582,11835,83503,101829.0,5430863.0
2017-02-09,11834,11866,11613,11803,40895,101557.0,5430863.0
2017-02-10,11739,12150,11550,11771,129805,101286.0,5430863.0
2017-02-13,11739,11771,11518,11740,34925,101014.0,5430863.0
2017-02-14,11644,11834,11582,11677,47543,100471.0,5430863.0
2017-02-15,11676,11992,11297,11519,125301,99113.0,5430863.0
2017-02-16,11424,11582,11297,11582,71218,99656.0,5430863.0
2017-02-17,11582,11802,11392,11582,46060,99656.0,5430863.0
2017-02-20,11582,11771,11487,11645,31086,100199.0,5430863.0
2017-02-21,11802,11960,11644,11708,54353,100743.0,5430863.0
2017-02-22,11708,11802,11550,11708,41848,100743.0,5430863.0
2017-02-23,11739,11739,10918,10919,154354,93954.0,5430863.0
2017-02-24,10824,10918,10224,10288,134213,88523.0,5430863.0
2017-02-27,10319,10634,10161,10541,55304,90695.0,5430863.0
