인트론바이오(048530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-10-04,5160,5295,5044,5180,57633,122789.0,9163333.0
2012-10-05,5257,5276,5063,5219,79396,123705.0,9163333.0
2012-10-08,5257,5372,5180,5296,100385,125538.0,9163333.0
2012-10-09,5372,5721,5353,5683,414673,134701.0,9163333.0
2012-10-10,5585,5701,5508,5625,148085,133326.0,9163333.0
2012-10-11,5624,5778,5527,5721,166718,135617.0,9163333.0
2012-10-12,5663,5798,5508,5683,96593,134701.0,9163333.0
2012-10-15,5682,5875,5566,5663,250674,134243.0,9163333.0
2012-10-16,5663,5682,5315,5567,72772,131952.0,9163333.0
2012-10-17,5605,5682,5392,5625,82677,133326.0,9163333.0
2012-10-18,5624,5759,5257,5489,85461,130119.0,9163333.0
2012-10-19,5469,5585,5315,5412,43233,128287.0,9163333.0
2012-10-22,5372,5547,5276,5489,80930,130119.0,9163333.0
2012-10-23,5489,5624,5450,5606,97601,132868.0,9163333.0
2012-10-24,5605,5605,5450,5547,67752,131494.0,9163333.0
2012-10-25,5547,5914,5547,5895,251135,139741.0,9163333.0
2012-10-26,5875,6030,5740,5953,431242,141115.0,9163333.0
2012-10-29,6049,6049,5721,5721,155158,135617.0,9163333.0
2012-10-30,5721,5933,5643,5934,79870,140657.0,9163333.0
2012-10-31,5895,6011,5875,5934,105197,140657.0,9163333.0
2012-11-01,5972,5991,5798,5953,117904,141115.0,9163333.0
2012-11-02,5952,5952,5740,5915,83790,140199.0,9163333.0
2012-11-05,5895,5895,5778,5837,29258,138366.0,9163333.0
2012-11-06,5856,5856,5605,5799,57732,137450.0,9163333.0
2012-11-07,5701,5778,5372,5451,116346,129203.0,9163333.0
2012-11-08,5334,5469,5199,5451,72374,129203.0,9163333.0
2012-11-09,5450,5489,5257,5451,35436,129203.0,9163333.0
2012-11-12,5469,5527,5353,5489,31633,130119.0,9163333.0
2012-11-13,5450,5547,5257,5393,19882,127828.0,9163333.0
2012-11-14,5353,5431,5141,5296,55027,125538.0,9163333.0
2012-11-15,5315,5315,4812,4813,65283,114083.0,9163333.0
2012-11-16,4812,4928,4600,4890,61741,115916.0,9163333.0
2012-11-19,4889,4986,4715,4948,44562,117291.0,9163333.0
2012-11-20,5180,5218,4909,4909,39541,116374.0,9163333.0
2012-11-21,5006,5006,4774,4871,25585,115458.0,9163333.0
2012-11-22,4889,4947,4638,4909,57777,116374.0,9163333.0
2012-11-23,4909,5315,4851,4871,49031,115458.0,9163333.0
2012-11-26,4812,5006,4735,4871,33931,115458.0,9163333.0
2012-11-27,4774,4967,4715,4871,33440,115458.0,9163333.0
2012-11-28,4870,4928,4774,4871,33089,115458.0,9163333.0
2012-11-29,4812,5025,4774,4948,40008,117291.0,9163333.0
2012-11-30,4967,5257,4947,5258,55341,124621.0,9163333.0
2012-12-03,5295,5392,5141,5258,31112,124621.0,9163333.0
2012-12-04,5237,5527,5025,5296,83787,125538.0,9163333.0
2012-12-05,5334,5353,5218,5296,21786,125538.0,9163333.0
2012-12-06,5295,5295,4947,5026,55312,119123.0,9163333.0
2012-12-07,4909,5044,4793,4929,15980,116832.0,9163333.0
2012-12-10,4870,4947,4793,4948,20958,117291.0,9163333.0
2012-12-11,4947,4947,4812,4909,13074,116374.0,9163333.0
2012-12-12,4851,4986,4754,4909,30790,116374.0,9163333.0
2012-12-13,4928,5141,4928,5122,21901,121414.0,9163333.0
2012-12-14,5102,5218,5006,5141,15959,121872.0,9163333.0
2012-12-17,5121,5141,4909,5083,23261,120498.0,9163333.0
2012-12-18,5102,5180,4967,5083,29717,120498.0,9163333.0
2012-12-20,5025,5141,4986,5064,19196,120040.0,9163333.0
2012-12-21,5025,5160,4909,5064,32125,120040.0,9163333.0
2012-12-24,4986,5063,4812,4948,26472,117291.0,9163333.0
2012-12-26,4889,4986,4426,4426,86194,104920.0,9163333.0
2012-12-27,4349,4503,4252,4388,76122,104004.0,9163333.0
2012-12-28,4309,4600,4155,4600,90268,109044.0,9163333.0
2013-01-02,4541,4541,4309,4407,61761,104462.0,9163333.0
2013-01-03,4483,4483,4349,4407,14276,104462.0,9163333.0
2013-01-04,4368,4464,4368,4407,16562,104462.0,9163333.0
2013-01-07,4426,4541,4387,4426,22018,104920.0,9163333.0
2013-01-08,4426,4503,4329,4426,20021,104920.0,9163333.0
2013-01-09,4406,4715,4387,4658,61743,110418.0,9163333.0
2013-01-10,4715,4715,4541,4658,26498,110418.0,9163333.0
2013-01-11,4677,4774,4580,4735,38864,114168.0,9319827.0
2013-01-14,4696,4793,4252,4716,23382,113702.0,9319827.0
2013-01-15,4677,4947,4600,4716,17819,113702.0,9319827.0
2013-01-16,4774,4774,4483,4600,18066,110906.0,9319827.0
2013-01-17,4619,4619,4464,4562,23616,109974.0,9319827.0
2013-01-18,4561,4600,4406,4562,26121,109974.0,9319827.0
2013-01-21,4600,4600,4464,4562,16129,109974.0,9319827.0
2013-01-22,4619,4889,4503,4794,87107,115566.0,9319827.0
2013-01-23,4832,5063,4812,5026,102117,121158.0,9319827.0
2013-01-24,5025,5025,4889,4987,53124,120226.0,9319827.0
2013-01-25,5044,5063,4947,4987,77740,120226.0,9319827.0
2013-01-28,4947,5025,4851,4909,46379,118362.0,9319827.0
2013-01-29,4909,4986,4793,4948,51559,119294.0,9319827.0
2013-01-30,4947,4986,4870,4948,26587,119294.0,9319827.0
2013-01-31,4928,4947,4812,4813,30083,116032.0,9319827.0
2013-02-01,4754,4909,4696,4813,16086,116032.0,9319827.0
2013-02-04,4812,4889,4735,4813,21988,116032.0,9319827.0
2013-02-05,4793,5063,4715,4813,62615,116032.0,9319827.0
2013-02-06,4812,4851,4600,4600,30078,110906.0,9319827.0
2013-02-07,4600,4619,4349,4484,55228,108110.0,9319827.0
2013-02-08,4483,4793,4329,4735,104091,114168.0,9319827.0
2013-02-12,4677,4851,4600,4716,78151,113702.0,9319827.0
2013-02-13,4754,5218,4677,5219,263442,125818.0,9319827.0
2013-02-14,5160,5527,5160,5509,265187,132808.0,9319827.0
2013-02-15,5508,5721,5431,5663,139904,136535.0,9319827.0
2013-02-18,5643,5778,5527,5625,90260,135603.0,9319827.0
2013-02-19,5624,5721,5566,5683,119074,137001.0,9319827.0
2013-02-20,5778,5837,5624,5779,175861,139331.0,9319827.0
2013-02-21,5721,5856,5663,5799,139695,139797.0,9319827.0
2013-02-22,5682,6011,5682,5992,146092,144457.0,9319827.0
2013-02-25,5991,6146,5817,5934,116059,143059.0,9319827.0
2013-02-26,5817,5972,5701,5953,175530,143525.0,9319827.0
2013-02-27,5952,6397,5914,6282,273110,151447.0,9319827.0
2013-02-28,6397,6610,6223,6437,287706,168495.0,10119827.0
2013-03-04,6378,6455,6281,6437,79405,168495.0,10119827.0
2013-03-05,6378,6745,6378,6726,218678,176085.0,10119827.0
2013-03-06,6764,6900,6629,6843,141575,179121.0,10119827.0
2013-03-07,6784,6900,6358,6572,208102,172037.0,10119827.0
2013-03-08,6571,6706,6397,6591,79442,172543.0,10119827.0
2013-03-11,6590,6590,6301,6552,71469,171531.0,10119827.0
2013-03-12,6687,6706,6475,6630,106164,173555.0,10119827.0
2013-03-13,6629,7151,6532,7075,244049,185193.0,10119827.0
2013-03-14,7074,7170,6958,7075,113496,185193.0,10119827.0
2013-03-15,7074,7189,6861,6939,208664,181651.0,10119827.0
2013-03-18,6880,6938,6513,6726,109155,176085.0,10119827.0
2013-03-19,6649,6803,6571,6784,87775,177603.0,10119827.0
2013-03-20,6784,6784,6532,6591,106815,172543.0,10119827.0
2013-03-21,6649,6649,6378,6533,94296,171025.0,10119827.0
2013-03-22,6494,6687,6436,6688,63610,175073.0,10119827.0
2013-03-25,6668,6764,6552,6649,70971,174061.0,10119827.0
2013-03-26,6590,6668,6397,6630,93598,173555.0,10119827.0
2013-03-27,6629,6706,6397,6495,120429,170013.0,10119827.0
2013-03-28,6436,6552,6320,6495,66471,170013.0,10119827.0
2013-03-29,6532,6706,6513,6669,152347,174567.0,10119827.0
2013-04-01,6706,6726,6552,6630,67777,173555.0,10119827.0
2013-04-02,6649,6649,6262,6475,93467,169507.0,10119827.0
2013-04-03,6532,6552,6281,6417,73713,167989.0,10119827.0
2013-04-04,6358,6455,6107,6398,102484,167483.0,10119827.0
2013-04-05,6417,6552,6223,6398,83635,167483.0,10119827.0
2013-04-08,6475,6475,6030,6127,107246,160399.0,10119827.0
2013-04-09,6030,6320,5895,6243,106995,163435.0,10119827.0
2013-04-10,6243,6494,6243,6495,119754,170013.0,10119827.0
2013-04-11,6532,6919,6475,6881,232470,180133.0,10119827.0
2013-04-12,6861,7132,6764,6843,164888,179121.0,10119827.0
2013-04-15,6958,7132,6764,7113,100881,186205.0,10119827.0
2013-04-16,6958,7112,6822,7113,165084,186205.0,10119827.0
2013-04-17,7112,7248,6900,7113,122993,186205.0,10119827.0
2013-04-18,6977,7383,6880,7287,185747,190759.0,10119827.0
2013-04-19,7248,7402,6900,7113,250441,186205.0,10119827.0
2013-04-22,7074,7170,6938,7113,155470,186205.0,10119827.0
2013-04-23,7151,7248,7074,7132,77315,186711.0,10119827.0
2013-04-24,7074,7634,6958,7538,246897,197337.0,10119827.0
2013-04-25,7557,7808,7518,7654,254790,200373.0,10119827.0
2013-04-26,7769,7866,7653,7751,149948,202903.0,10119827.0
2013-04-29,7750,7924,7538,7693,104701,201385.0,10119827.0
2013-04-30,7634,7692,7325,7577,135778,198349.0,10119827.0
2013-05-02,7538,7692,7421,7577,68325,198349.0,10119827.0
2013-05-03,7576,7673,7383,7654,65326,200373.0,10119827.0
2013-05-06,7634,7769,7557,7693,64727,201385.0,10119827.0
2013-05-07,7692,7866,7538,7847,119361,205432.0,10119827.0
2013-05-08,7847,7924,7731,7770,248872,208127.0,10354568.0
2013-05-09,7886,8001,7769,7886,112123,211233.0,10354568.0
2013-05-10,7808,7924,7480,7500,92139,200879.0,10354568.0
2013-05-13,7480,7634,6996,7268,125224,194666.0,10354568.0
2013-05-14,7248,7286,6938,7152,79683,191560.0,10354568.0
2013-05-15,7055,7306,7055,7306,46601,195701.0,10354568.0
2013-05-16,7248,7441,7151,7422,36349,198808.0,10354568.0
2013-05-20,7402,7480,7325,7403,48339,198290.0,10354568.0
2013-05-21,7286,7538,7189,7441,40749,199325.0,10354568.0
2013-05-22,7441,7538,7344,7538,64258,201914.0,10354568.0
2013-05-23,7538,7769,7421,7654,102210,205020.0,10354568.0
2013-05-24,7653,7808,7480,7635,58727,204503.0,10354568.0
2013-05-27,7653,7673,7480,7615,15183,203985.0,10354568.0
2013-05-28,7615,7615,7383,7538,37337,201914.0,10354568.0
2013-05-29,7480,7653,7402,7500,41046,200879.0,10354568.0
2013-05-30,7595,7595,7383,7480,86300,200361.0,10354568.0
2013-05-31,7557,7557,7248,7441,41535,199325.0,10354568.0
2013-06-03,7383,7402,7209,7287,68273,195184.0,10354568.0
2013-06-04,7189,7306,7035,7171,39351,192077.0,10354568.0
2013-06-05,7170,7267,6184,6958,70696,186382.0,10354568.0
2013-06-07,6842,7151,6803,6958,41584,186382.0,10354568.0
2013-06-10,6958,7074,6803,6978,41494,186900.0,10354568.0
2013-06-11,6996,7286,6900,7287,52326,195184.0,10354568.0
2013-06-12,7189,7421,7189,7345,21903,196737.0,10354568.0
2013-06-13,7344,7499,7170,7441,36232,199325.0,10354568.0
2013-06-14,7421,7518,7344,7480,27400,200361.0,10354568.0
2013-06-17,7421,7538,7151,7268,24454,194666.0,10354568.0
2013-06-18,7286,7364,7170,7326,22652,196219.0,10354568.0
2013-06-19,7344,7421,7248,7306,10906,195701.0,10354568.0
2013-06-20,7074,7325,7074,7190,18909,192595.0,10354568.0
2013-06-21,7093,7093,6822,7035,40106,188453.0,10354568.0
2013-06-24,7132,7132,6958,7035,14123,188453.0,10354568.0
2013-06-25,6938,7074,6204,6630,51702,177581.0,10354568.0
2013-06-26,6629,6880,6590,6784,70424,181723.0,10354568.0
2013-06-27,6803,7189,6803,7190,119632,192595.0,10354568.0
2013-06-28,7306,7344,6938,7287,93910,195184.0,10354568.0
2013-07-01,7286,7364,7151,7287,28345,195184.0,10354568.0
2013-07-02,7325,7344,7112,7249,21135,194148.0,10354568.0
2013-07-03,7267,7286,7093,7210,15920,193113.0,10354568.0
2013-07-04,7228,7286,7112,7190,18559,192595.0,10354568.0
2013-07-05,7189,7441,7055,7441,59090,199325.0,10354568.0
2013-07-08,7460,7538,7209,7326,35251,196219.0,10354568.0
2013-07-09,7325,7421,7151,7268,15384,194666.0,10354568.0
2013-07-10,7267,7344,7035,7113,21672,190524.0,10354568.0
2013-07-11,7151,7383,7035,7326,49115,196219.0,10354568.0
2013-07-12,7325,7364,7209,7345,10408,196737.0,10354568.0
2013-07-15,7325,7344,7151,7345,20558,196737.0,10354568.0
2013-07-16,7286,7499,7267,7480,41263,200361.0,10354568.0
2013-07-17,7518,7538,7383,7461,26697,199843.0,10354568.0
2013-07-18,7460,7538,7267,7384,23472,197772.0,10354568.0
2013-07-19,7383,7441,7132,7384,48145,197772.0,10354568.0
2013-07-22,7344,7499,7306,7384,16267,197772.0,10354568.0
2013-07-23,7383,7499,7286,7384,21418,197772.0,10354568.0
2013-07-24,7383,7480,7286,7441,20173,199325.0,10354568.0
2013-07-25,7364,7441,7286,7403,29692,198290.0,10354568.0
2013-07-26,7421,7421,7306,7345,16766,196737.0,10354568.0
2013-07-29,7402,7402,7267,7326,22108,196219.0,10354568.0
2013-07-30,7248,7344,7189,7345,15591,196737.0,10354568.0
2013-07-31,7209,8446,7112,7558,120092,202432.0,10354568.0
2013-08-01,7538,7557,7325,7422,78189,198808.0,10354568.0
2013-08-02,7383,7480,7364,7422,50559,198808.0,10354568.0
2013-08-05,7924,7982,7480,7558,243655,202432.0,10354568.0
2013-08-06,7499,7789,7441,7751,85551,207609.0,10354568.0
2013-08-07,7769,7847,7595,7751,74245,207609.0,10354568.0
2013-08-08,7692,7808,7634,7751,48982,207609.0,10354568.0
2013-08-09,7769,8079,7692,8080,195520,216410.0,10354568.0
2013-08-12,8079,8098,7924,8002,104269,214340.0,10354568.0
2013-08-13,8001,8407,7963,8389,243081,224694.0,10354568.0
2013-08-14,8311,8620,8272,8466,209898,226765.0,10354568.0
2013-08-16,8272,8504,8233,8234,108660,220552.0,10354568.0
2013-08-19,8233,8311,7827,7828,82968,209680.0,10354568.0
2013-08-20,7866,8001,7460,7635,120853,204503.0,10354568.0
2013-08-21,7595,7866,7306,7867,114385,210715.0,10354568.0
2013-08-22,7634,7731,7402,7732,51159,207091.0,10354568.0
2013-08-23,7615,7808,7615,7654,56986,205020.0,10354568.0
2013-08-26,7557,7673,7228,7345,135393,196737.0,10354568.0
2013-08-27,7402,7421,7093,7171,87637,192077.0,10354568.0
2013-08-28,7035,7132,6919,6958,57556,192016.0,10667556.0
2013-08-29,6977,7325,6977,7268,67964,200550.0,10667556.0
2013-08-30,7228,7267,7015,7249,75978,201484.0,10745803.0
2013-09-02,7248,7421,7112,7249,31535,201484.0,10745803.0
2013-09-03,7267,7267,7132,7249,20771,201484.0,10745803.0
2013-09-04,7267,7286,6996,7190,51088,199872.0,10745803.0
2013-09-05,7189,7248,7055,7113,52471,197723.0,10745803.0
2013-09-06,7170,7209,6958,7035,56761,195574.0,10745803.0
2013-09-09,6977,7035,6668,6726,65729,186977.0,10745803.0
2013-09-10,6668,7132,6649,7132,62807,198260.0,10745803.0
2013-09-11,6996,7248,6996,7229,27812,200947.0,10745803.0
2013-09-12,7248,7364,7093,7306,41302,203096.0,10745803.0
2013-09-13,7248,7306,6996,7268,74466,202021.0,10745803.0
2013-09-16,7170,7306,7055,7113,24293,197723.0,10745803.0
2013-09-17,7074,7441,7035,7441,78288,206857.0,10745803.0
2013-09-23,7421,7789,7383,7732,158283,214916.0,10745803.0
2013-09-24,7769,7886,7421,7654,149198,212767.0,10745803.0
2013-09-25,7653,7827,7615,7809,52066,217065.0,10745803.0
2013-09-26,7731,7827,7634,7732,46033,214916.0,10745803.0
2013-09-27,7789,7886,7692,7809,115105,217065.0,10745803.0
2013-09-30,7712,7924,7692,7809,26772,217065.0,10745803.0
2013-10-01,7789,7866,7673,7789,41226,216528.0,10745803.0
2013-10-02,7789,8175,7750,8041,128907,223513.0,10745803.0
2013-10-04,7963,8059,7731,7944,95266,220826.0,10745803.0
2013-10-07,7769,8021,7769,7944,116866,220826.0,10745803.0
2013-10-08,8069,8119,7818,7944,87244,170321.0,10745803.0
2013-10-10,7919,8119,7768,8044,53282,172470.0,10745803.0
2013-10-11,8119,8169,7894,8044,38136,172470.0,10745803.0
2013-10-14,8069,8269,7843,7919,51713,169784.0,10745803.0
2013-10-15,7869,7969,7693,7869,48024,168709.0,10745803.0
2013-10-16,7919,7919,7518,7568,59607,162262.0,10745803.0
2013-10-17,7593,7718,7242,7543,81342,161724.0,10745803.0
2013-10-18,7568,7643,7292,7518,31588,161187.0,10745803.0
2013-10-21,7568,7568,7267,7368,26771,157963.0,10745803.0
2013-10-22,7392,7468,7292,7368,48307,157963.0,10745803.0
2013-10-23,7417,7593,7192,7593,62563,162799.0,10745803.0
2013-10-24,7593,7593,7442,7593,38528,162799.0,10745803.0
2013-10-25,7643,7643,7468,7468,105834,160112.0,10745803.0
2013-10-28,7493,7568,7367,7468,20157,160112.0,10745803.0
2013-10-29,7468,7493,7192,7343,105827,204654.0,13969543.0
2013-10-30,7267,7618,7217,7618,58470,212337.0,13969543.0
2013-10-31,7718,7843,7518,7669,54193,213734.0,13969543.0
2013-11-01,7693,7768,7493,7669,35766,213734.0,13969543.0
2013-11-04,7668,7818,7618,7819,51171,217925.0,13969543.0
2013-11-05,7768,7919,7618,7694,54980,214432.0,13969543.0
2013-11-06,7718,7768,7317,7493,87473,208845.0,13969543.0
2013-11-07,7493,7543,7192,7343,51654,204654.0,13969543.0
2013-11-08,7342,7342,7067,7242,57651,201860.0,13969543.0
2013-11-11,7242,7392,6916,7117,66539,198368.0,13969543.0
2013-11-12,7016,7317,6941,7117,43288,198368.0,13969543.0
2013-11-13,7042,7142,6866,6867,30865,191383.0,13969543.0
2013-11-14,7016,7192,6766,7167,44983,199764.0,13969543.0
2013-11-15,7192,7367,6866,7067,82721,196971.0,13969543.0
2013-11-18,7016,7217,6891,7017,30012,195574.0,13969543.0
2013-11-19,6941,7117,6666,6791,55495,189287.0,13969543.0
2013-11-20,6816,6866,6641,6791,34062,189287.0,13969543.0
2013-11-21,6691,6816,6515,6666,164607,185795.0,13969543.0
2013-11-22,6590,6716,6515,6666,32864,185795.0,13969543.0
2013-11-25,6691,6766,6641,6741,25334,187890.0,13969543.0
2013-11-26,6691,6941,6641,6816,114402,189986.0,13969543.0
2013-11-27,6741,7042,6691,7017,60957,195574.0,13969543.0
2013-11-28,7016,7092,6916,7017,40498,195574.0,13969543.0
2013-11-29,6991,7317,6991,7318,73589,203955.0,13969543.0
2013-12-02,7417,7493,7016,7268,74257,202558.0,13969543.0
2013-12-03,7117,7367,7042,7092,49940,197669.0,13969543.0
2013-12-04,7016,7092,6766,6992,58404,194875.0,13969543.0
2013-12-05,6991,7092,6941,6992,128761,194875.0,13969543.0
2013-12-06,6991,7067,6791,6892,77902,192081.0,13969543.0
2013-12-09,6891,6916,6390,6441,79167,179509.0,13969543.0
2013-12-10,6265,6440,5488,5989,583706,166936.0,13969543.0
2013-12-11,5688,5989,5538,5588,125272,155760.0,13969543.0
2013-12-12,5663,5864,5413,5864,76938,163444.0,13969543.0
2013-12-13,5839,5964,5663,5939,47879,165539.0,13969543.0
2013-12-16,5889,6089,5713,5939,33691,165539.0,13969543.0
2013-12-17,5939,6014,5738,5814,72134,162047.0,13969543.0
2013-12-18,5788,5914,5613,5789,23432,161348.0,13969543.0
2013-12-19,5763,5914,5538,5689,35076,158554.0,13969543.0
2013-12-20,5588,5763,5438,5764,51524,160650.0,13969543.0
2013-12-23,5713,5864,5613,5764,27207,160650.0,13969543.0
2013-12-24,5713,5839,5613,5839,30055,162745.0,13969543.0
2013-12-26,5788,5889,5663,5739,88186,159951.0,13969543.0
2013-12-27,5713,6590,5663,6441,314921,179509.0,13969543.0
2013-12-30,6440,6590,6315,6340,158500,176715.0,13969543.0
2014-01-02,6340,6440,6215,6390,43897,178112.0,13969543.0
2014-01-03,6340,6465,6164,6340,61609,176715.0,13969543.0
2014-01-06,6315,6415,6240,6315,29824,176016.0,13969543.0
2014-01-07,6240,6716,6240,6691,74325,186493.0,13969543.0
2014-01-08,6691,6816,6490,6741,64905,187890.0,13969543.0
2014-01-09,6741,6891,6641,6816,37758,189986.0,13969543.0
2014-01-10,6841,6891,6716,6816,33128,189986.0,13969543.0
2014-01-13,6816,6991,6791,6917,59275,192780.0,13969543.0
2014-01-14,6891,6991,6791,6892,19169,192081.0,13969543.0
2014-01-15,6866,7092,6791,7017,44876,195574.0,13969543.0
2014-01-16,7167,7392,7067,7242,107139,201860.0,13969543.0
2014-01-17,7217,7217,6941,7192,62594,200463.0,13969543.0
2014-01-20,7167,7317,7067,7092,118321,197669.0,13969543.0
2014-01-21,7092,7192,7042,7167,39666,199764.0,13969543.0
2014-01-22,7167,7192,7016,7117,37075,198368.0,13969543.0
2014-01-23,7067,7342,7016,7167,62372,199764.0,13969543.0
2014-01-24,7167,7417,7067,7268,82088,202558.0,13969543.0
2014-01-27,7167,7217,7042,7092,35317,197669.0,13969543.0
2014-01-28,7217,7242,7016,7242,32499,201860.0,13969543.0
2014-01-29,7167,7342,6991,7167,60739,199764.0,13969543.0
2014-02-03,7092,7292,7092,7167,30853,199764.0,13969543.0
2014-02-04,7092,7167,6791,6967,60652,194177.0,13969543.0
2014-02-05,6966,7067,6641,6842,67252,190684.0,13969543.0
2014-02-06,6766,7016,6741,6967,39340,194177.0,13969543.0
2014-02-07,6966,7067,6866,6942,35293,193478.0,13969543.0
2014-02-10,6941,7092,6941,7042,35984,196272.0,13969543.0
2014-02-11,7167,7167,6916,7017,30792,195574.0,13969543.0
2014-02-12,7016,7217,6941,7192,65110,200463.0,13969543.0
2014-02-13,7192,7242,7067,7167,39371,199764.0,13969543.0
2014-02-14,7167,7217,6991,7017,38372,195574.0,13969543.0
2014-02-17,6966,7267,6891,7017,60874,195574.0,13969543.0
2014-02-18,6991,7117,6916,7042,28531,196272.0,13969543.0
2014-02-19,7042,7217,6941,7167,58820,199764.0,13969543.0
2014-02-20,7217,7267,7016,7167,48342,199764.0,13969543.0
2014-02-21,7092,7217,7016,7042,27105,196272.0,13969543.0
2014-02-24,7092,7117,6866,6867,24406,191383.0,13969543.0
2014-02-25,6891,7016,6716,6716,28272,187192.0,13969543.0
2014-02-26,6741,7192,6716,7092,95484,197669.0,13969543.0
2014-02-27,7117,7217,6991,7142,34134,199066.0,13969543.0
2014-02-28,7117,7593,7117,7593,225935,211639.0,13969543.0
2014-03-03,7618,7668,7493,7618,65942,212337.0,13969543.0
2014-03-04,7568,7843,7493,7769,112741,216528.0,13969543.0
2014-03-05,7793,7869,7618,7719,70247,215131.0,13969543.0
2014-03-06,7743,7793,7643,7769,30373,216528.0,13969543.0
2014-03-07,7768,7894,7593,7593,63686,211639.0,13969543.0
2014-03-10,7568,7843,7442,7719,92769,215131.0,13969543.0
2014-03-11,7718,7768,7568,7643,40686,213036.0,13969543.0
2014-03-12,7693,7693,7142,7443,90230,207448.0,13969543.0
2014-03-13,7317,7518,7317,7443,58858,207448.0,13969543.0
2014-03-14,7317,7493,7217,7443,33801,207448.0,13969543.0
2014-03-17,7342,7618,7217,7318,43506,203955.0,13969543.0
2014-03-18,7367,7468,7142,7318,83255,203955.0,13969543.0
2014-03-19,7292,7518,7142,7318,68109,203955.0,13969543.0
2014-03-20,7267,7417,7192,7393,55656,206051.0,13969543.0
2014-03-21,7367,7468,7267,7418,31681,206749.0,13969543.0
2014-03-24,7417,7417,7217,7293,39136,203257.0,13969543.0
2014-03-25,7217,7267,6916,6917,73842,192780.0,13969543.0
2014-03-26,6941,7167,6841,7017,43272,195574.0,13969543.0
2014-03-27,7016,7267,6766,6766,34918,188589.0,13969543.0
2014-03-28,6766,7217,6741,7167,53701,199764.0,13969543.0
2014-03-31,7167,7618,7042,7593,151457,211639.0,13969543.0
2014-04-01,7568,7693,7442,7593,96985,211639.0,13969543.0
2014-04-02,7593,7593,7442,7518,46430,209543.0,13969543.0
2014-04-03,7543,7643,7267,7268,62025,202558.0,13969543.0
2014-04-04,7242,7468,7242,7343,28065,204654.0,13969543.0
2014-04-07,7267,7417,7217,7418,26566,206749.0,13969543.0
2014-04-08,7317,7442,7242,7318,25912,203955.0,13969543.0
2014-04-09,7317,7468,7167,7268,17082,202558.0,13969543.0
2014-04-10,7217,7317,7092,7268,22378,202558.0,13969543.0
2014-04-11,7117,7292,7117,7268,14099,202558.0,13969543.0
2014-04-14,7167,7392,7117,7368,40225,205352.0,13969543.0
2014-04-15,7367,7367,7167,7167,35733,199764.0,13969543.0
2014-04-16,7167,7267,7067,7067,36948,196971.0,13969543.0
2014-04-17,7092,7242,7067,7167,33473,199764.0,13969543.0
2014-04-18,7242,7317,7092,7217,42507,201161.0,13969543.0
2014-04-21,7167,7342,7067,7192,28538,200463.0,13969543.0
2014-04-22,7192,7267,6966,7067,48399,196971.0,13969543.0
2014-04-23,7117,7242,6966,6967,52889,194177.0,13969543.0
2014-04-24,6916,7067,6741,7017,20414,195574.0,13969543.0
2014-04-25,7016,7142,6916,6942,7026,193478.0,13969543.0
2014-04-28,6866,7042,6816,7042,27779,196272.0,13969543.0
2014-04-29,6966,7267,6816,7268,59027,202558.0,13969543.0
2014-04-30,7242,7818,7142,7819,205590,217925.0,13969543.0
2014-05-02,7743,7743,7442,7593,66689,211639.0,13969543.0
2014-05-07,7493,7618,7192,7518,262686,209543.0,13969543.0
2014-05-08,7468,7518,7117,7142,76156,199066.0,13969543.0
2014-05-09,7142,7267,6941,7217,116750,201161.0,13969543.0
2014-05-12,7192,7342,7092,7343,96079,204654.0,13969543.0
2014-05-13,7342,7468,7117,7318,60770,203955.0,13969543.0
2014-05-14,7267,7367,7167,7368,42462,205352.0,13969543.0
2014-05-15,7367,7718,7267,7643,124648,213036.0,13969543.0
2014-05-16,7618,7793,7493,7744,145336,215829.0,13969543.0
2014-05-19,7618,7668,7367,7518,93229,209543.0,13969543.0
2014-05-20,7518,7518,7292,7468,39721,208146.0,13969543.0
2014-05-21,7518,7518,7317,7318,26027,203955.0,13969543.0
2014-05-22,7317,7392,7217,7217,21912,201161.0,13969543.0
2014-05-23,7217,7417,7217,7343,54269,204654.0,13969543.0
2014-05-26,7317,7468,7092,7217,60985,201161.0,13969543.0
2014-05-27,7167,7292,7042,7242,24042,201860.0,13969543.0
2014-05-28,7242,7342,7117,7343,36278,204654.0,13969543.0
2014-05-29,7367,7468,7267,7443,41183,207448.0,13969543.0
2014-05-30,7442,7543,7367,7368,44355,205352.0,13969543.0
2014-06-02,7367,7442,7167,7268,30481,202558.0,13969543.0
2014-06-03,6966,7267,6966,7217,32115,201161.0,13969543.0
2014-06-05,7067,7367,6916,6917,63841,192780.0,13969543.0
2014-06-09,6916,7092,6866,7067,37972,196971.0,13969543.0
2014-06-10,7067,7142,6966,7067,119200,196971.0,13969543.0
2014-06-11,7067,7217,6941,7042,39425,196272.0,13969543.0
2014-06-12,7016,7092,6916,7092,29899,197669.0,13969543.0
2014-06-13,7067,7142,6841,6842,54452,190684.0,13969543.0
2014-06-16,6916,7042,6791,6942,16646,193478.0,13969543.0
2014-06-17,6941,7142,6766,6992,50649,194875.0,13969543.0
2014-06-18,7016,7042,6741,6867,32649,191383.0,13969543.0
2014-06-19,6866,6916,6716,6917,45026,192780.0,13969543.0
2014-06-20,6866,6966,6540,6766,97720,188589.0,13969543.0
