아스타(246720),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-12-10,8070,8150,7770,8020,21241,92090.0,11482523.0
2018-12-11,8030,8300,7800,8000,14166,91860.0,11482523.0
2018-12-12,8090,8300,8010,8270,22854,94960.0,11482523.0
2018-12-13,8270,8300,8050,8170,11999,93812.0,11482523.0
2018-12-14,8240,8240,7940,8010,9354,91975.0,11482523.0
2018-12-17,7880,8040,7630,7850,16644,90138.0,11482523.0
2018-12-18,7960,8100,7770,7860,20645,90253.0,11482523.0
2018-12-19,7950,8150,7880,8050,11728,92434.0,11482523.0
2018-12-20,8200,8200,7800,7840,13777,90023.0,11482523.0
2018-12-21,7880,7940,7710,7790,11694,89449.0,11482523.0
2018-12-24,7700,7760,7590,7650,17802,87841.0,11482523.0
2018-12-26,7690,7690,7450,7620,10487,87497.0,11482523.0
2018-12-27,7640,7880,7640,7780,18325,89334.0,11482523.0
2018-12-28,7820,8380,7780,8360,32219,95994.0,11482523.0
2019-01-02,8480,8650,8100,8290,24854,95190.0,11482523.0
2019-01-03,8100,8260,7920,8120,13621,93238.0,11482523.0
2019-01-04,8100,8140,7880,8030,10351,92205.0,11482523.0
2019-01-07,8400,8400,7960,7970,17769,91516.0,11482523.0
2019-01-08,7990,8180,7750,7800,20024,89564.0,11482523.0
2019-01-09,7990,7990,7760,7850,23965,90138.0,11482523.0
2019-01-10,7890,7890,7660,7780,27675,89334.0,11482523.0
2019-01-11,7820,8150,7800,8120,24947,93238.0,11482523.0
2019-01-14,8300,8300,8030,8110,14408,93123.0,11482523.0
2019-01-15,8190,8200,8100,8170,17887,93812.0,11482523.0
2019-01-16,8000,8790,7910,8120,58692,93238.0,11482523.0
2019-01-17,8210,9150,8200,8750,157266,100472.0,11482523.0
2019-01-18,9510,10450,8800,8980,187823,103113.0,11482523.0
2019-01-21,8810,9070,8640,8710,27629,100013.0,11482523.0
2019-01-22,8670,8830,8450,8460,15273,97142.0,11482523.0
2019-01-23,8350,8450,8210,8360,33783,95994.0,11482523.0
2019-01-24,8310,8690,8310,8410,15768,96568.0,11482523.0
2019-01-25,8580,8800,8500,8730,32681,100242.0,11482523.0
2019-01-28,8740,8830,8560,8570,27419,98405.0,11482523.0
2019-01-29,8550,8690,8360,8400,20894,96453.0,11482523.0
2019-01-30,8400,8740,8310,8430,19003,96798.0,11482523.0
2019-01-31,8600,8600,8320,8550,17806,98176.0,11482523.0
2019-02-01,8510,8600,8310,8310,23010,95420.0,11482523.0
2019-02-07,8310,8350,8180,8220,20409,94386.0,11482523.0
2019-02-08,8260,8350,8190,8240,9389,94616.0,11482523.0
2019-02-11,8370,8670,8290,8600,39722,98750.0,11482523.0
2019-02-12,8610,8760,8350,8380,29174,96224.0,11482523.0
2019-02-13,8400,8550,8200,8230,29654,94501.0,11482523.0
2019-02-14,8300,8300,8210,8300,11693,95305.0,11482523.0
2019-02-15,8390,8390,8210,8230,12446,94501.0,11482523.0
2019-02-18,8230,8310,8220,8230,19674,94501.0,11482523.0
2019-02-19,8370,8380,8180,8200,21629,94157.0,11482523.0
2019-02-20,8230,8520,8180,8340,38060,95764.0,11482523.0
2019-02-21,8350,8460,8300,8390,24822,96338.0,11482523.0
2019-02-22,8480,8480,8220,8280,26270,95075.0,11482523.0
2019-02-25,8280,8390,8170,8340,27357,95764.0,11482523.0
2019-02-26,8340,8880,8280,8300,80986,95305.0,11482523.0
2019-02-27,8320,8450,8210,8300,27208,95305.0,11482523.0
2019-02-28,8400,8400,8050,8120,33606,93238.0,11482523.0
2019-03-04,8170,8250,8100,8140,34550,93468.0,11482523.0
2019-03-05,8270,8450,8130,8130,45152,93353.0,11482523.0
2019-03-06,8200,8300,8090,8140,27407,93468.0,11482523.0
2019-03-07,8150,8290,8010,8050,40689,92434.0,11482523.0
2019-03-08,8000,8110,7950,8080,23083,92779.0,11482523.0
2019-03-11,8300,8300,7970,8000,21448,91860.0,11482523.0
2019-03-12,7930,8080,7920,7960,24706,91401.0,11482523.0
2019-03-13,8150,8150,7800,7950,30423,91286.0,11482523.0
2019-03-14,7890,8350,7890,8300,46444,95305.0,11482523.0
2019-03-15,8300,8380,8120,8170,26745,93812.0,11482523.0
2019-03-18,8380,8680,8300,8370,69643,96109.0,11482523.0
2019-03-19,8490,8570,8230,8240,60562,94616.0,11482523.0
2019-03-20,8270,8410,8010,8160,23812,93697.0,11482523.0
2019-03-21,8160,8350,8100,8150,53136,93583.0,11482523.0
2019-03-22,8380,8850,8130,8130,333135,93353.0,11482523.0
2019-03-25,8030,8180,7850,8150,47289,93583.0,11482523.0
2019-03-26,8130,8150,7960,7960,26596,91401.0,11482523.0
2019-03-27,8000,8150,7990,8070,28464,92664.0,11482523.0
2019-03-28,8160,8160,7960,8060,10419,92549.0,11482523.0
2019-03-29,8140,8140,7900,8000,23380,91860.0,11482523.0
2019-04-01,8000,8100,7850,7960,27858,91401.0,11482523.0
2019-04-02,8090,8090,7940,7940,9410,91171.0,11482523.0
2019-04-03,7950,8040,7880,7990,9824,91745.0,11482523.0
2019-04-04,7990,8030,7950,8010,9338,91975.0,11482523.0
2019-04-05,8020,8160,7970,8130,24266,93353.0,11482523.0
2019-04-08,8060,8500,8060,8220,55687,94386.0,11482523.0
2019-04-09,8220,8260,8130,8140,17610,93468.0,11482523.0
2019-04-10,8220,8230,8080,8110,20445,93123.0,11482523.0
2019-04-11,8110,8500,8100,8460,83574,97142.0,11482523.0
2019-04-12,8510,8920,8470,8750,164774,100472.0,11482523.0
2019-04-15,8790,8840,8490,8600,52391,98750.0,11482523.0
2019-04-16,8500,8560,8350,8430,22554,96798.0,11482523.0
2019-04-17,8380,8520,8300,8430,30481,96798.0,11482523.0
2019-04-18,8550,8550,8200,8290,30371,95190.0,11482523.0
2019-04-19,8310,8460,8300,8300,21142,95305.0,11482523.0
2019-04-22,8260,8260,8000,8020,69308,92090.0,11482523.0
2019-04-23,8020,8150,8010,8060,14434,92549.0,11482523.0
2019-04-24,8080,8240,7940,8040,30570,92319.0,11482523.0
2019-04-25,8160,8160,7910,7980,27838,91631.0,11482523.0
2019-04-26,8080,8080,7850,8010,23118,91975.0,11482523.0
2019-04-29,8090,8090,7910,8040,10208,92319.0,11482523.0
2019-04-30,7970,8040,7900,8030,9718,92205.0,11482523.0
2019-05-02,8080,8080,7920,7950,25766,91286.0,11482523.0
2019-05-03,8030,8030,7890,7920,15739,90942.0,11482523.0
2019-05-07,7920,7920,7710,7720,27567,88645.0,11482523.0
2019-05-08,7700,7700,7470,7590,31146,87152.0,11482523.0
2019-05-09,7420,7570,7330,7420,43319,85200.0,11482523.0
2019-05-10,7410,7640,7360,7370,16622,84626.0,11482523.0
2019-05-13,7200,7410,7130,7220,16643,82904.0,11482523.0
2019-05-14,7030,7220,7010,7040,28562,80837.0,11482523.0
2019-05-15,7230,7280,7000,7040,20523,80837.0,11482523.0
2019-05-16,7050,7260,7010,7060,18136,81067.0,11482523.0
2019-05-17,7060,7460,6930,7300,42421,83822.0,11482523.0
2019-05-20,7420,7710,7000,7630,37736,87612.0,11482523.0
2019-05-21,7630,7740,7450,7460,10029,85660.0,11482523.0
2019-05-22,7690,7690,7350,7510,9778,86234.0,11482523.0
2019-05-23,7510,7770,7360,7550,12828,86693.0,11482523.0
2019-05-24,7590,7600,7250,7480,15746,85889.0,11482523.0
2019-05-27,7400,7620,7300,7380,6994,84741.0,11482523.0
2019-05-28,7310,7560,7030,7130,22304,81870.0,11482523.0
2019-05-29,7370,7370,6960,7100,11918,81526.0,11482523.0
2019-05-30,7190,7190,6940,7000,19761,80378.0,11482523.0
2019-05-31,7020,7300,6950,7020,12351,80607.0,11482523.0
2019-06-03,7020,7200,6950,7050,4738,80952.0,11482523.0
2019-06-04,7050,7280,7000,7070,5558,81181.0,11482523.0
2019-06-05,7000,7230,6950,7040,7891,80837.0,11482523.0
2019-06-07,7100,7350,7010,7090,12080,81411.0,11482523.0
2019-06-10,7060,7340,7060,7100,16663,81526.0,11482523.0
2019-06-11,7170,7250,7000,7120,20023,81756.0,11482523.0
2019-06-12,7120,7140,7000,7000,19990,80378.0,11482523.0
2019-06-13,7000,7100,6970,6990,16984,80263.0,11482523.0
2019-06-14,6990,7070,6950,7050,23462,80952.0,11482523.0
2019-06-17,7050,7090,6900,7000,19175,80378.0,11482523.0
2019-06-18,7000,7070,6930,7000,16678,80378.0,11482523.0
2019-06-19,7010,7100,6910,6960,14783,79918.0,11482523.0
2019-06-20,6960,7020,6920,6960,18049,79918.0,11482523.0
2019-06-21,7030,7060,6900,6920,15716,79459.0,11482523.0
2019-06-24,7000,7030,6900,6950,19209,79804.0,11482523.0
2019-06-25,6980,7060,6910,7000,18820,80378.0,11482523.0
2019-06-26,7100,7100,6930,6980,22290,80148.0,11482523.0
2019-06-27,6970,7080,6920,7000,52901,80378.0,11482523.0
2019-06-28,6930,7070,6910,7000,18209,80378.0,11482523.0
2019-07-01,6990,7070,6950,7010,7953,80492.0,11482523.0
2019-07-02,7000,7090,6880,6990,21849,80263.0,11482523.0
2019-07-03,6990,7040,6860,6900,33909,79229.0,11482523.0
2019-07-04,6970,6970,6810,6940,16522,79689.0,11482523.0
2019-07-05,6980,6980,6830,6920,18694,79459.0,11482523.0
2019-07-08,6940,6940,6750,6750,33535,77507.0,11482523.0
2019-07-09,6750,6830,6700,6800,15917,78081.0,11482523.0
2019-07-10,6740,6860,6700,6730,11865,77277.0,11482523.0
2019-07-11,6800,6870,6730,6750,7050,77507.0,11482523.0
2019-07-12,6750,6890,6750,6810,7328,78196.0,11482523.0
2019-07-15,6790,6910,6680,6690,9120,76818.0,11482523.0
2019-07-16,6790,6790,6550,6630,21953,76129.0,11482523.0
2019-07-17,6560,6590,6360,6370,19532,73144.0,11482523.0
2019-07-18,6450,6450,6060,6120,28030,70273.0,11482523.0
2019-07-19,6270,6270,6070,6240,22506,71651.0,11482523.0
2019-07-22,6230,6270,6170,6200,19855,71192.0,11482523.0
2019-07-23,6390,6390,6000,6190,18382,71077.0,11482523.0
2019-07-24,6500,6500,6000,6080,16192,69814.0,11482523.0
2019-07-25,6080,6090,5660,6000,30805,68895.0,11482523.0
2019-07-26,5800,5920,5420,5590,70816,64187.0,11482523.0
2019-07-29,5650,5650,5000,5100,37852,58561.0,11482523.0
2019-07-30,4945,5140,4700,5090,46058,58446.0,11482523.0
2019-07-31,5090,5150,4910,5140,21107,59020.0,11482523.0
2019-08-01,5140,5350,5090,5180,22737,59479.0,11482523.0
2019-08-02,5120,5400,4700,5050,69912,57987.0,11482523.0
2019-08-05,4835,4920,4435,4470,53036,51327.0,11482523.0
2019-08-06,4140,4650,3830,4250,79413,48801.0,11482523.0
2019-08-07,4100,4435,4100,4195,17650,48169.0,11482523.0
2019-08-08,4395,4395,4180,4345,48145,49892.0,11482523.0
2019-08-09,4305,4570,4305,4500,35671,51671.0,11482523.0
2019-08-12,4500,4720,4485,4580,14985,52590.0,11482523.0
2019-08-13,4580,4600,4480,4530,9530,52016.0,11482523.0
2019-08-14,4600,4680,4420,4445,13139,51040.0,11482523.0
2019-08-16,4490,4490,4200,4210,16149,48341.0,11482523.0
2019-08-19,4180,4385,4180,4320,23457,49604.0,11482523.0
2019-08-20,4490,4490,4275,4365,10798,50121.0,11482523.0
2019-08-21,4410,4695,4350,4535,21106,52073.0,11482523.0
2019-08-22,4685,4895,4550,4840,30777,55575.0,11482523.0
2019-08-23,4910,4910,4715,4865,13531,55862.0,11482523.0
2019-08-26,4845,5100,4620,4845,17886,55633.0,11482523.0
2019-08-27,4995,4995,4675,4780,20395,54886.0,11482523.0
2019-08-28,4935,4935,4680,4780,6558,54886.0,11482523.0
2019-08-29,4870,4870,4590,4625,15874,53107.0,11482523.0
2019-08-30,4580,5890,4580,5200,246049,59709.0,11482523.0
2019-09-02,5150,5150,5030,5070,34327,58216.0,11482523.0
2019-09-03,5010,5050,4910,4960,27497,56953.0,11482523.0
2019-09-04,4920,5090,4915,4990,18556,57298.0,11482523.0
2019-09-05,5080,5080,4970,5000,6683,57413.0,11482523.0
2019-09-06,5050,5090,4950,5000,15622,57413.0,11482523.0
2019-09-09,5000,5040,4910,4910,11689,56379.0,11482523.0
2019-09-10,4910,5200,4760,4950,22545,56838.0,11482523.0
2019-09-11,5300,5300,4920,4965,7113,57011.0,11482523.0
2019-09-16,4900,5200,4890,5040,19950,57872.0,11482523.0
2019-09-17,4990,5100,4975,5040,6840,57872.0,11482523.0
2019-09-18,5040,5080,4990,5010,3964,57527.0,11482523.0
2019-09-19,5180,5180,4995,5040,5328,57872.0,11482523.0
2019-09-20,5040,5100,4985,5070,6604,58216.0,11482523.0
2019-09-23,5030,5080,4995,5010,4002,57527.0,11482523.0
2019-09-24,5130,5130,4980,5020,8504,57642.0,11482523.0
2019-09-25,5020,5140,4910,4915,15089,56437.0,11482523.0
2019-09-26,5290,5290,4905,4955,4925,56896.0,11482523.0
2019-09-27,4950,4960,4855,4960,3541,56953.0,11482523.0
2019-09-30,4960,4960,4835,4910,5971,56379.0,11482523.0
2019-10-01,4845,5030,4845,4880,4826,56035.0,11482523.0
2019-10-02,4900,4900,4690,4710,10084,54083.0,11482523.0
2019-10-04,4710,4710,4530,4580,9734,52590.0,11482523.0
2019-10-07,4630,4795,4435,4545,6998,52188.0,11482523.0
