인프라웨어(041020),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-04-01,8721,9490,8638,8681,330782,160845.0,7695950.0
2009-04-02,8971,9968,8887,9616,590871,178161.0,7695950.0
2009-04-03,9760,10778,9491,10384,402425,192399.0,7695950.0
2009-04-06,10798,10860,9635,9969,395587,184703.0,7695950.0
2009-04-07,9885,10861,9656,10800,487687,200095.0,7695950.0
2009-04-08,10799,11505,10674,11215,433335,207791.0,7695950.0
2009-04-09,11504,11504,11068,11298,247577,209330.0,7695950.0
2009-04-10,11379,11421,11026,11153,159502,206636.0,7695950.0
2009-04-13,11214,11339,10736,10966,228120,203173.0,7695950.0
2009-04-14,11629,12522,11524,11922,456823,220874.0,7695950.0
2009-04-15,11899,12087,11173,11942,231184,221259.0,7695950.0
2009-04-16,12232,12336,11630,11817,149652,218950.0,7695950.0
2009-04-17,11858,12024,10861,11339,153732,210099.0,7695950.0
2009-04-20,11173,12024,10964,12025,202434,222798.0,7695950.0
2009-04-21,11837,12418,11692,12357,134908,228955.0,7695950.0
2009-04-22,12459,12813,12209,12731,186296,235881.0,7695950.0
2009-04-23,12875,13124,12606,13001,127826,240883.0,7695950.0
2009-04-24,13041,13663,12687,13376,162207,247810.0,7695950.0
2009-04-27,13393,13663,12542,12752,174435,236266.0,7695950.0
2009-04-28,12542,13062,12065,12461,127915,230878.0,7695950.0
2009-04-29,12460,13208,12273,13208,105260,244731.0,7695950.0
2009-04-30,13104,13561,13104,13541,101411,250888.0,7695950.0
2009-05-04,13539,14246,13456,13915,172473,257814.0,7695950.0
2009-05-06,13644,14101,13499,14102,54477,261278.0,7695950.0
2009-05-07,14121,14474,13622,13915,76414,257814.0,7695950.0
2009-05-08,13706,15532,13706,14954,223220,277054.0,7695950.0
2009-05-11,15450,16115,14910,15161,397827,280902.0,7695950.0
2009-05-12,16531,17424,16095,17425,349116,322845.0,7695950.0
2009-05-13,18275,20019,17423,17862,632784,330926.0,7695950.0
2009-05-14,17237,20539,16717,20540,541426,380565.0,7695950.0
2009-05-15,21391,21599,18919,18941,353401,350935.0,7695950.0
2009-05-18,18275,18482,16613,18069,397345,334774.0,7695950.0
2009-05-19,18254,18254,17091,17654,203834,327078.0,7695950.0
2009-05-20,17860,18150,17029,18152,271546,336313.0,7695950.0
2009-05-21,18150,18898,18067,18090,260093,335159.0,7695950.0
2009-05-22,17860,18067,16488,16553,303344,306684.0,7695950.0
2009-05-25,16552,17652,14496,16241,372763,300912.0,7695950.0
2009-05-26,16613,16821,15409,16075,205406,297833.0,7695950.0
2009-05-27,16406,16571,15388,15390,198729,285135.0,7695950.0
2009-05-28,15243,15865,13789,15078,308758,279363.0,7695950.0
2009-05-29,15533,15783,14475,15618,247105,289368.0,7695950.0
2009-06-01,15762,15762,15202,15265,155179,282826.0,7695950.0
2009-06-02,15387,17318,15387,16095,486087,298218.0,7695950.0
2009-06-03,16509,16634,15803,15805,197674,292831.0,7695950.0
2009-06-04,15969,15969,13706,13874,421635,257045.0,7695950.0
2009-06-05,14122,14329,13394,13832,222626,256275.0,7695950.0
2009-06-08,13706,14661,13685,14206,297047,263201.0,7695950.0
2009-06-09,14059,14744,13456,13458,240797,249349.0,7695950.0
2009-06-10,13581,14038,13062,14040,142718,260123.0,7695950.0
2009-06-11,13914,14018,13374,13541,107515,250888.0,7695950.0
2009-06-12,13456,13996,13332,13998,107306,259354.0,7695950.0
2009-06-15,13997,14683,13810,14310,152008,265125.0,7695950.0
2009-06-16,14038,15139,13892,14746,182766,273206.0,7695950.0
2009-06-17,14516,16488,14411,15930,376263,295140.0,7695950.0
2009-06-18,15949,16115,14889,15327,120381,283981.0,7695950.0
2009-06-19,15451,15451,14247,14310,172967,265125.0,7695950.0
2009-06-22,14247,14828,14080,14123,105068,261662.0,7695950.0
2009-06-23,13643,13810,13124,13168,129622,243962.0,7695950.0
2009-06-24,13083,13291,12128,12586,229012,233187.0,7695950.0
2009-06-25,12459,13124,12459,12628,159282,233957.0,7695950.0
2009-06-26,12708,12875,11732,11735,270530,217411.0,7695950.0
2009-06-29,11671,12066,10238,10509,519988,194708.0,7695950.0
2009-06-30,10570,11234,10238,10633,462518,197016.0,7695950.0
2009-07-01,10923,12209,10860,11859,635843,219719.0,7695950.0
2009-07-02,11981,12459,11545,12067,279243,223567.0,7695950.0
2009-07-03,11754,12336,11630,12108,184235,224337.0,7695950.0
2009-07-06,12232,12253,11463,11526,213089,213563.0,7695950.0
2009-07-07,11670,11836,11234,11735,138476,217411.0,7695950.0
2009-07-08,11732,12563,11545,12046,285886,223183.0,7695950.0
2009-07-09,12087,12253,11234,11672,213943,216256.0,7695950.0
2009-07-10,11629,13165,11254,12877,456736,238574.0,7695950.0
2009-07-13,13083,13269,12044,12544,260153,232418.0,7695950.0
2009-07-14,12958,13374,12772,13208,206292,244731.0,7695950.0
2009-07-15,13519,13726,13186,13355,197024,247425.0,7695950.0
2009-07-16,13353,13374,12418,12420,237637,230109.0,7695950.0
2009-07-17,12459,13311,12335,13022,229056,241268.0,7695950.0
2009-07-20,13165,13622,13041,13625,147621,252427.0,7695950.0
2009-07-21,13893,14641,13748,14538,269097,269358.0,7695950.0
2009-07-22,15076,15076,14204,14331,297835,265510.0,7695950.0
2009-07-23,14516,14806,14204,14767,153435,273591.0,7695950.0
2009-07-24,14953,15015,14516,14538,116150,269358.0,7695950.0
2009-07-27,14495,15014,14141,14746,177242,273206.0,7695950.0
2009-07-28,14890,15908,14786,15556,346670,288213.0,7695950.0
2009-07-29,15783,16697,15617,16594,386804,307453.0,7695950.0
2009-07-30,16738,17133,16198,16823,270870,311686.0,7695950.0
2009-07-31,16822,17839,16302,17446,302389,323230.0,7695950.0
2009-08-03,17485,17631,16115,16366,286309,303220.0,7695950.0
2009-08-04,16510,16987,15804,16158,243597,299372.0,7695950.0
2009-08-05,16198,18192,16198,17238,453250,319382.0,7695950.0
2009-08-06,17030,17341,16240,16262,254408,301296.0,7695950.0
2009-08-07,16261,16406,15533,15888,214015,294370.0,7695950.0
2009-08-10,16052,16073,15450,15452,114584,286289.0,7695950.0
2009-08-11,15450,16364,15450,16200,173344,300142.0,7695950.0
2009-08-12,16198,16198,15533,15618,143211,289368.0,7695950.0
2009-08-13,15825,16240,15596,16116,169068,298603.0,7695950.0
2009-08-14,16323,16344,15866,16158,118729,299372.0,7695950.0
2009-08-17,16156,16156,14744,14829,181428,274745.0,7695950.0
2009-08-18,14392,15326,14122,14580,139881,270128.0,7695950.0
2009-08-19,14827,14910,13353,13583,222131,251658.0,7695950.0
2009-08-20,13581,14059,13124,14040,167254,260123.0,7695950.0
2009-08-21,14038,14411,13602,14331,123166,265510.0,7695950.0
2009-08-24,14744,15034,14328,14600,99946,270513.0,7695950.0
2009-08-25,14371,14599,14267,14310,62270,265125.0,7695950.0
2009-08-26,14350,15368,14350,14974,120765,277439.0,7695950.0
2009-08-27,14993,15990,14993,15951,194107,295524.0,7695950.0
2009-08-28,16073,16177,15512,15722,126165,291292.0,7695950.0
2009-08-31,15969,16364,15388,15390,166570,285135.0,7695950.0
2009-09-01,15532,15761,14806,15245,140899,282441.0,7695950.0
2009-09-02,15015,15866,14641,15825,189846,293216.0,7695950.0
2009-09-03,16010,16260,15367,15369,112562,284750.0,7695950.0
2009-09-04,15782,16010,15346,15639,90811,289753.0,7695950.0
2009-09-07,15638,15866,15410,15680,91660,290522.0,7695950.0
2009-09-08,15575,15741,15034,15037,110378,278593.0,7695950.0
2009-09-09,15034,15595,14516,15494,114331,287059.0,7695950.0
2009-09-10,15638,16219,15513,15535,569887,287829.0,7695950.0
2009-09-11,16406,17506,16239,16823,567938,311686.0,7695950.0
2009-09-14,17029,17402,16738,16927,166051,313610.0,7695950.0
2009-09-15,17029,17257,16322,16678,150802,308992.0,7695950.0
2009-09-16,16821,17527,16509,17093,296757,316688.0,7695950.0
2009-09-17,17236,17278,15616,15784,264161,292446.0,7695950.0
2009-09-18,16074,16406,15638,16013,174085,296679.0,7695950.0
2009-09-21,16488,16779,16073,16075,107374,297833.0,7695950.0
2009-09-22,16136,16488,15928,15951,108841,295524.0,7695950.0
2009-09-23,16094,16094,15367,15369,138529,284750.0,7695950.0
2009-09-24,15389,16032,15263,16033,130686,297064.0,7695950.0
2009-09-25,15908,16697,15908,16386,196523,303605.0,7695950.0
2009-09-28,16406,16510,15576,15576,135288,288598.0,7695950.0
2009-09-29,15741,15741,15326,15348,80057,284365.0,7695950.0
2009-09-30,15367,15679,15076,15369,67809,284750.0,7695950.0
2009-10-01,15616,15616,15076,15494,70233,287059.0,7695950.0
2009-10-05,15367,15554,15117,15224,33330,282057.0,7695950.0
2009-10-06,15285,15741,15222,15743,73847,291677.0,7695950.0
2009-10-07,15970,16053,15431,15556,48619,288213.0,7695950.0
2009-10-08,15575,15595,15222,15494,46622,287059.0,7695950.0
2009-10-09,15492,15741,15388,15452,42240,286289.0,7695950.0
2009-10-12,15492,15659,15431,15535,27137,287829.0,7695950.0
2009-10-13,15513,15533,15160,15265,35926,282826.0,7695950.0
2009-10-14,15262,16197,15242,16095,116703,298218.0,7695950.0
2009-10-15,16406,16427,15887,16116,63979,298603.0,7695950.0
2009-10-16,16032,16198,15741,15909,94361,294755.0,7695950.0
2009-10-19,16116,16365,15866,16262,83406,301296.0,7695950.0
2009-10-20,16531,16780,16344,16428,181626,304375.0,7695950.0
2009-10-21,16447,16634,16364,16553,104066,306684.0,7695950.0
2009-10-22,16488,16530,16094,16200,73066,300142.0,7695950.0
2009-10-23,16280,16468,15782,15784,58320,292446.0,7695950.0
2009-10-26,15575,15865,15430,15515,58755,287444.0,7695950.0
2009-10-27,15512,15658,15325,15452,37979,286289.0,7695950.0
2009-10-28,15471,15532,15139,15182,70491,281287.0,7695950.0
2009-10-29,15035,15471,14288,15431,76692,285905.0,7695950.0
2009-10-30,15451,15720,15243,15410,30761,285520.0,7695950.0
2009-11-02,14952,15637,14765,15639,72171,289753.0,7695950.0
2009-11-03,15638,15741,15160,15348,28478,284365.0,7695950.0
2009-11-04,15367,15450,15180,15245,22478,282441.0,7695950.0
2009-11-05,15243,15409,14619,14621,34850,270897.0,7695950.0
2009-11-06,14911,15118,14662,14662,25844,271667.0,7695950.0
2009-11-09,14599,14869,14142,14143,104174,262047.0,7695950.0
2009-11-10,14122,14122,13291,13707,281410,253966.0,7695950.0
2009-11-11,13726,14017,13539,13728,85718,254351.0,7695950.0
2009-11-12,13707,13790,13187,13208,108108,244731.0,7695950.0
2009-11-13,13020,13186,12377,12628,197304,233957.0,7695950.0
2009-11-16,12626,12833,12044,12212,125534,226261.0,7695950.0
2009-11-17,12231,12646,12044,12046,95142,223183.0,7695950.0
2009-11-18,12044,12750,12044,12461,109103,230878.0,7695950.0
2009-11-19,12502,12730,12210,12295,67276,227800.0,7695950.0
2009-11-20,12336,12814,11982,12690,98914,235111.0,7695950.0
2009-11-23,12709,12772,12315,12420,49486,230109.0,7695950.0
2009-11-24,12460,12543,12210,12233,35290,226646.0,7695950.0
2009-11-25,12231,12563,12169,12544,35749,232418.0,7695950.0
2009-11-26,12439,12709,12232,12233,37263,226646.0,7695950.0
2009-11-27,12231,12252,11005,11008,116462,203943.0,7695950.0
2009-11-30,11296,11878,11213,11714,94032,217026.0,7695950.0
2009-12-01,11546,11733,11339,11464,59867,212408.0,7695950.0
2009-12-02,11608,12002,11421,11735,56997,217411.0,7695950.0
2009-12-03,12024,12397,11775,12233,67731,226646.0,7695950.0
2009-12-04,12044,12667,12044,12399,84110,229724.0,7695950.0
2009-12-07,12480,12626,12293,12461,44205,230878.0,7695950.0
2009-12-08,12542,12708,12209,12544,45803,232418.0,7695950.0
2009-12-09,12314,12501,12209,12482,43946,231263.0,7695950.0
2009-12-10,12481,13707,12397,13707,203924,253966.0,7695950.0
2009-12-11,13706,14183,13561,14040,119685,260123.0,7695950.0
2009-12-14,14079,14640,14079,14621,103702,270897.0,7695950.0
2009-12-15,14620,14911,14308,14517,77676,268973.0,7695950.0
2009-12-16,14785,15367,14370,15369,94476,284750.0,7695950.0
2009-12-17,15450,15616,15159,15369,70084,284750.0,7695950.0
2009-12-18,15098,15451,15098,15431,54547,285905.0,7695950.0
2009-12-21,15367,15700,14827,15161,101575,280902.0,7695950.0
2009-12-22,15346,15346,14370,14746,102869,273206.0,7695950.0
2009-12-23,14910,14952,14432,14642,37818,271282.0,7695950.0
2009-12-24,14537,14869,14371,14372,54325,266280.0,7695950.0
2009-12-28,14184,14953,14163,14538,68634,269358.0,7695950.0
2009-12-29,14536,14868,14349,14621,24715,270897.0,7695950.0
2009-12-30,14619,15658,14619,15452,103151,286289.0,7695950.0
2010-01-04,15659,16240,15410,15971,111797,295909.0,7695950.0
2010-01-05,16137,16801,16011,16033,246943,297064.0,7695950.0
2010-01-06,16281,16593,15866,16573,120774,307068.0,7695950.0
2010-01-07,16801,17403,16759,17030,170692,315534.0,7695950.0
2010-01-08,17194,17257,16406,16615,109945,307838.0,7695950.0
2010-01-11,16862,17299,16406,16615,255410,307838.0,7695950.0
2010-01-12,17030,17030,15783,16241,230533,300912.0,7695950.0
2010-01-13,15991,16261,13810,13811,536703,255890.0,7695950.0
2010-01-14,13727,14475,13291,14102,241009,261278.0,7695950.0
2010-01-15,14204,14661,13913,14621,97559,270897.0,7695950.0
2010-01-18,14619,15263,14370,15058,94477,278978.0,7695950.0
2010-01-19,15451,15451,14412,14413,102195,267049.0,7695950.0
2010-01-20,14577,14723,13290,13376,142112,247810.0,7695950.0
2010-01-21,13353,13830,12916,13645,50443,252812.0,7695950.0
2010-01-22,13539,14017,13290,13791,49126,255506.0,7695950.0
2010-01-25,13520,14018,13291,13686,104171,253582.0,7695950.0
2010-01-26,13810,13810,12979,13126,60788,243192.0,7695950.0
2010-01-27,12917,13623,12875,13147,109125,243577.0,7695950.0
2010-01-28,13058,13432,12155,12904,55329,225491.0,7695950.0
2010-01-29,12904,12904,11031,11363,151339,198556.0,7695950.0
2010-02-01,11625,13057,11273,12398,441281,216641.0,7695950.0
2010-02-02,12705,13388,12441,12860,228055,224722.0,7695950.0
2010-02-03,12903,13145,12550,12817,81537,223952.0,7695950.0
2010-02-04,12794,12947,12419,12552,57969,219335.0,7695950.0
2010-02-05,11890,12353,11714,11935,65084,208560.0,7695950.0
2010-02-08,12330,12903,12198,12332,106082,215487.0,7695950.0
2010-02-09,12067,12397,11847,11979,54999,209330.0,7695950.0
2010-02-10,12177,12199,11648,11781,105581,205867.0,7695950.0
2010-02-11,11889,11889,11493,11583,90907,202403.0,7695950.0
2010-02-12,11714,11714,11318,11561,126459,202019.0,7695950.0
2010-02-16,11560,11758,11450,11605,102080,202788.0,7695950.0
2010-02-17,11692,12596,11692,12552,186457,219335.0,7695950.0
2010-02-18,12550,12661,12198,12332,109951,215487.0,7695950.0
2010-02-19,12308,12727,11889,11892,161916,207791.0,7695950.0
2010-02-22,12066,12748,12066,12134,172993,212023.0,7695950.0
2010-02-23,12133,12221,11671,11737,152873,205097.0,7695950.0
2010-02-24,11692,12022,11560,11671,121798,203943.0,7695950.0
2010-02-25,11757,11889,11449,11517,226285,201249.0,7695950.0
2010-02-26,11538,11625,11119,11341,92716,198171.0,7695950.0
2010-03-02,11538,11538,11251,11341,77636,198171.0,7695950.0
2010-03-03,11427,11757,11405,11517,91462,201249.0,7695950.0
2010-03-04,11516,11714,11494,11539,67476,201634.0,7695950.0
2010-03-05,11560,11648,11473,11473,98742,200479.0,7695950.0
2010-03-08,11515,11604,11229,11319,95570,197786.0,7695950.0
2010-03-09,11317,11757,11295,11760,84107,205482.0,7695950.0
2010-03-10,11935,11935,11516,11737,82890,205097.0,7695950.0
2010-03-11,11691,12022,11538,11781,150377,205867.0,7695950.0
2010-03-12,12951,13536,12491,12492,575373,115054.0,7695950.0
2010-03-15,12491,12491,12032,12408,78565,114285.0,7695950.0
2010-03-16,12658,13034,12575,12700,87388,116978.0,7695950.0
2010-03-17,12867,12867,12366,12617,66390,116209.0,7695950.0
2010-03-18,12616,12616,12240,12492,104960,115054.0,7695950.0
2010-03-19,12533,12658,12324,12450,56029,114670.0,7695950.0
2010-03-22,12449,12575,12199,12492,57610,115054.0,7695950.0
2010-03-23,12199,12240,11572,11698,414481,107743.0,7695950.0
2010-03-24,11697,11823,11071,11071,187685,101971.0,7695950.0
2010-03-25,10987,11405,10778,11029,278511,126720.0,9600000.0
2010-03-26,11071,11238,10820,10820,272944,124320.0,9600000.0
2010-03-29,10736,10987,10486,10486,200668,120480.0,9600000.0
2010-03-30,10569,10611,9943,10319,410517,118560.0,9600000.0
2010-03-31,10026,11196,9817,10779,809739,123840.0,9600000.0
2010-04-01,10904,11029,10695,10946,204414,125760.0,9600000.0
2010-04-02,10695,11572,10528,10946,674471,238944.0,18240000.0
2010-04-05,10904,11321,10152,10236,558067,223440.0,18240000.0
2010-04-06,10402,10444,9859,9943,390287,217056.0,18240000.0
2010-04-07,9943,10360,9943,9985,330275,217968.0,18240000.0
2010-04-08,9984,10444,9984,10361,255774,226176.0,18240000.0
2010-04-09,10486,10778,10277,10612,294196,231648.0,18240000.0
2010-04-12,10528,10611,9943,10068,440399,219792.0,18240000.0
2010-04-13,10110,10235,9859,9943,290314,217056.0,18240000.0
2010-04-14,10026,10611,10026,10612,856402,231648.0,18240000.0
2010-04-15,10569,10611,10235,10361,440871,226176.0,18240000.0
2010-04-16,10277,10444,9984,10027,388958,218880.0,18240000.0
2010-04-19,9776,10026,9734,9860,325442,215232.0,18240000.0
2010-04-20,10068,10193,9984,10110,231179,220704.0,18240000.0
2010-04-21,10193,10277,9817,9860,487021,215232.0,18240000.0
2010-04-22,9859,9943,9441,9484,759395,207024.0,18240000.0
2010-04-23,9483,9483,8773,8899,1114341,194256.0,18240000.0
2010-04-26,8856,9024,8397,8397,805649,183312.0,18240000.0
2010-04-27,8397,9065,8397,8899,779675,194256.0,18240000.0
2010-04-28,8731,9065,8648,8982,462139,196080.0,18240000.0
2010-04-29,8940,8982,8397,8439,490692,184224.0,18240000.0
2010-04-30,8522,8898,8439,8481,485297,185136.0,18240000.0
2010-05-03,8355,8815,8355,8648,276834,188784.0,18240000.0
2010-05-04,8815,8898,8480,8523,250559,186048.0,18240000.0
2010-05-06,8188,8355,8096,8147,273027,177840.0,18240000.0
2010-05-07,7720,7829,6926,6927,691754,151210.0,18240000.0
2010-05-10,6943,7795,6943,7695,743774,167990.0,18240000.0
2010-05-11,7728,8096,7603,7737,431720,168902.0,18240000.0
2010-05-12,7753,7954,7520,7520,184241,164160.0,18240000.0
2010-05-13,7670,7770,7570,7620,177951,166349.0,18240000.0
2010-05-14,7603,7687,7486,7520,212113,164160.0,18240000.0
2010-05-17,7578,7578,6926,6952,278924,151757.0,18240000.0
2010-05-18,7102,7235,6951,7102,225809,155040.0,18240000.0
2010-05-19,6968,7060,6768,6801,239846,148474.0,18240000.0
2010-05-20,6759,6876,5899,6175,418728,134794.0,18240000.0
2010-05-24,6183,6417,6099,6175,273199,134794.0,18240000.0
2010-05-25,5857,6224,5472,5607,359648,122390.0,18240000.0
2010-05-26,5665,6132,5623,6066,264294,132422.0,18240000.0
2010-05-27,5982,6350,5974,6225,242400,135888.0,18240000.0
2010-05-28,6358,6759,6241,6584,354304,143731.0,18240000.0
2010-05-31,6584,6692,6517,6684,155835,145920.0,18240000.0
2010-06-01,6768,6809,6525,6534,175410,142637.0,18240000.0
2010-06-03,6609,6943,6609,6885,215844,150298.0,18240000.0
2010-06-04,7018,7912,7018,7913,1155943,172733.0,18240000.0
2010-06-07,7979,9065,7937,9066,4024976,197904.0,18240000.0
2010-06-08,9274,9483,8648,8982,3194847,196080.0,18240000.0
2010-06-09,9358,9608,8773,9233,2743118,201552.0,18240000.0
2010-06-10,9400,10569,9024,10444,3899633,228000.0,18240000.0
2010-06-11,10193,10277,8898,8899,3031292,194256.0,18240000.0
2010-06-14,8689,9232,8648,8899,1008751,194256.0,18240000.0
2010-06-15,8898,9817,8773,8815,2432271,192432.0,18240000.0
2010-06-16,8982,9274,8731,8773,975651,191520.0,18240000.0
2010-06-17,8940,9065,7921,8180,2373395,178570.0,18240000.0
2010-06-18,8104,8397,8021,8188,1238664,178752.0,18240000.0
2010-06-21,8196,8439,7954,7971,2871052,174010.0,18240000.0
2010-06-22,7954,8021,7394,7395,1635918,161424.0,18240000.0
2010-06-23,7486,7536,6851,6960,1719818,151939.0,18240000.0
2010-06-24,6960,7511,6960,7019,2406566,153216.0,18240000.0
2010-06-25,6960,7294,6960,7086,728838,154675.0,18240000.0
2010-06-28,7252,7511,7144,7361,1088515,160694.0,18240000.0
2010-06-29,7478,7478,6918,6918,929675,151027.0,18240000.0
2010-06-30,6667,6876,6542,6852,437711,149568.0,18240000.0
2010-07-01,6851,7110,6809,6927,434412,151210.0,18240000.0
2010-07-02,6901,6960,6701,6743,384210,147197.0,18240000.0
2010-07-05,6809,7169,6751,7094,573786,154858.0,18240000.0
2010-07-06,7144,7160,6910,7144,340679,155952.0,18240000.0
2010-07-07,7093,7252,7018,7019,362645,153216.0,18240000.0
2010-07-08,7110,7144,6893,6893,312460,150480.0,18240000.0
2010-07-09,6901,6968,6751,6810,298306,148656.0,18240000.0
2010-07-12,6859,7077,6851,7019,412363,153216.0,18240000.0
2010-07-13,7060,7144,6834,6860,338554,149750.0,18240000.0
2010-07-14,7018,7018,6809,6852,318352,149568.0,18240000.0
2010-07-15,6918,6918,6734,6760,244764,147562.0,18240000.0
2010-07-16,6768,6976,6751,6785,348301,148109.0,18240000.0
2010-07-19,6667,6709,6600,6609,285796,144278.0,18240000.0
2010-07-20,6625,7595,6609,7403,2672881,161606.0,18240000.0
2010-07-21,7336,7653,7043,7119,1429007,155405.0,18240000.0
2010-07-22,7219,7369,6976,6977,562952,152304.0,18240000.0
2010-07-23,7060,7102,6759,6810,403540,148656.0,18240000.0
2010-07-26,6809,6951,6801,6818,203097,148838.0,18240000.0
2010-07-27,6935,6943,6818,6826,194345,149021.0,18240000.0
2010-07-28,6834,7060,6751,7019,350776,153216.0,18240000.0
2010-07-29,6968,7227,6960,7152,442197,156134.0,18240000.0
2010-07-30,7177,7286,6985,6994,328108,152669.0,18240000.0
2010-08-02,7001,7068,6893,7052,212206,153946.0,18240000.0
2010-08-03,7102,7377,6960,6960,722039,151939.0,18240000.0
2010-08-04,6935,7035,6768,6835,350868,149203.0,18240000.0
2010-08-05,6868,6926,6784,6793,174430,148291.0,18240000.0
2010-08-06,6751,6859,6701,6818,155367,148838.0,18240000.0
2010-08-09,6809,7010,6809,6960,194401,151939.0,18240000.0
2010-08-10,7010,7018,6809,6810,200313,148656.0,18240000.0
2010-08-11,6809,6859,6651,6710,244951,146467.0,18240000.0
2010-08-12,6525,6684,6492,6501,208437,141907.0,18240000.0
2010-08-13,6475,6600,6007,6267,753138,136800.0,18240000.0
2010-08-16,6224,6417,6216,6367,153586,138989.0,18240000.0
2010-08-17,6425,6458,6266,6283,113650,137165.0,18240000.0
2010-08-18,6266,6425,6249,6317,143360,137894.0,18240000.0
2010-08-19,6358,6935,6358,6693,800264,146102.0,18240000.0
2010-08-20,6625,6768,6475,6492,203952,141725.0,18240000.0
2010-08-23,6617,7461,6559,7186,1586187,156864.0,18240000.0
2010-08-24,7352,8213,7327,7971,4298844,174010.0,18240000.0
2010-08-25,7971,8288,7444,7445,3151441,162518.0,18240000.0
2010-08-26,7528,7645,6884,6969,1977252,152122.0,18240000.0
2010-08-27,6851,7077,6692,6852,793993,149568.0,18240000.0
2010-08-30,6926,7210,6918,7060,748823,154128.0,18240000.0
2010-08-31,7060,7068,6776,6801,536980,148474.0,18240000.0
2010-09-01,6859,7068,6859,6935,547757,151392.0,18240000.0
2010-09-02,7027,7520,6951,7395,1219749,161424.0,18240000.0
2010-09-03,7436,7620,7260,7278,696155,158870.0,18240000.0
2010-09-06,7352,7595,7160,7528,831534,164342.0,18240000.0
2010-09-07,7553,7553,7277,7286,425205,159053.0,18240000.0
2010-09-08,7260,7286,7043,7102,385833,155040.0,18240000.0
2010-09-09,7269,8163,7194,8163,2332122,178205.0,18240000.0
2010-09-10,8480,9191,8297,8564,5813873,186960.0,18240000.0
2010-09-13,8648,8982,8397,8857,2587744,193344.0,18240000.0
2010-09-14,8773,9065,8439,9066,2405074,197904.0,18240000.0
2010-09-15,8898,9191,8439,8439,1335493,184224.0,18240000.0
2010-09-16,8480,9483,8439,9066,3742262,197904.0,18240000.0
2010-09-17,9065,9316,8731,8899,1272391,194256.0,18240000.0
2010-09-20,8898,9024,8564,8773,963722,191520.0,18240000.0
2010-09-24,8689,8773,8196,8305,1214069,181306.0,18240000.0
2010-09-27,8397,8606,8288,8397,758268,183312.0,18240000.0
2010-09-28,8297,8648,8297,8481,801045,185136.0,18240000.0
2010-09-29,8689,8982,8480,8481,1533181,185136.0,18240000.0
2010-09-30,8522,8773,8347,8732,721726,190608.0,18240000.0
2010-10-01,8689,9065,8397,8397,1145852,183312.0,18240000.0
2010-10-04,8480,8773,8355,8606,841901,187872.0,18240000.0
2010-10-05,8689,8898,8439,8481,740146,185136.0,18240000.0
2010-10-06,8606,8898,8564,8815,755133,192432.0,18240000.0
2010-10-07,8773,9024,8606,8982,831632,196080.0,18240000.0
2010-10-08,8982,8982,7720,7787,2536417,169997.0,18240000.0
2010-10-11,7937,8163,7787,8005,653620,174739.0,18240000.0
2010-10-12,8063,8121,7737,7737,438733,168902.0,18240000.0
2010-10-13,7862,7946,7687,7737,346617,168902.0,18240000.0
2010-10-14,7762,8004,7762,7904,328396,172550.0,18240000.0
2010-10-15,8004,8004,7854,7904,283018,172550.0,18240000.0
2010-10-18,8054,8439,8054,8314,940249,181488.0,18240000.0
2010-10-19,8397,8480,8138,8138,389313,177658.0,18240000.0
2010-10-20,7979,8606,7971,8439,561590,184224.0,18240000.0
2010-10-21,8689,9650,8564,9484,2890850,207024.0,18240000.0
2010-10-22,9525,9817,9232,9567,1665381,208848.0,18240000.0
2010-10-25,9776,10235,9358,9567,2240817,208848.0,18240000.0
2010-10-26,9776,10402,9608,10236,1557854,223440.0,18240000.0
2010-10-27,10277,10277,9776,10027,1432078,218880.0,18240000.0
2010-10-28,10110,10193,9274,9400,1536237,205200.0,18240000.0
2010-10-29,9525,9901,9441,9567,1147981,208848.0,18240000.0
2010-11-01,9441,9525,8898,9233,1070982,201552.0,18240000.0
2010-11-02,9191,9692,9149,9651,956037,210672.0,18240000.0
2010-11-03,9692,9817,9441,9442,743341,206112.0,18240000.0
2010-11-04,9525,9817,8940,9108,1362619,198816.0,18240000.0
2010-11-05,9149,9274,8355,8439,1098318,184224.0,18240000.0
2010-11-08,8522,8648,8397,8481,398418,185136.0,18240000.0
2010-11-09,8522,8522,8196,8222,663600,179482.0,18240000.0
2010-11-10,8063,8188,7837,7938,934290,173280.0,18240000.0
2010-11-11,7937,8230,7912,7929,547163,173098.0,18240000.0
2010-11-12,8012,8188,7453,7537,852089,164525.0,18240000.0
2010-11-15,7494,7494,7110,7144,598473,155952.0,18240000.0
2010-11-16,7102,7428,7102,7420,405877,161971.0,18240000.0
2010-11-17,7336,7653,7244,7604,416709,165984.0,18240000.0
2010-11-18,7603,7795,7578,7604,472189,165984.0,18240000.0
2010-11-19,7620,7670,7528,7537,217396,164525.0,18240000.0
2010-11-22,7536,7879,7486,7746,426133,169085.0,18240000.0
2010-11-23,7787,7879,7561,7562,236732,165072.0,18240000.0
2010-11-24,7018,7520,7018,7311,397304,159600.0,18240000.0
2010-11-25,7394,7520,7286,7286,191890,159053.0,18240000.0
2010-11-26,7277,7386,6818,6843,411589,149386.0,18240000.0
2010-11-29,6851,7060,6809,6935,184872,151392.0,18240000.0
2010-11-30,6868,7118,6868,7019,174393,153216.0,18240000.0
