이엠넷(123570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-08-27,3005,3035,2945,2975,110853,66271.0,22276078.0
2018-08-28,2955,3015,2890,2970,129866,66160.0,22276078.0
2018-08-29,2975,2985,2915,2980,75691,66383.0,22276078.0
2018-08-30,2995,3035,2930,2960,60889,65937.0,22276078.0
2018-08-31,2985,2990,2925,2990,88534,66605.0,22276078.0
2018-09-03,3020,3020,2945,2970,48858,66160.0,22276078.0
2018-09-04,2940,3040,2940,3000,91983,66828.0,22276078.0
2018-09-05,3020,3025,2945,3000,66487,66828.0,22276078.0
2018-09-06,2995,3000,2935,2975,64963,66271.0,22276078.0
2018-09-07,2965,2980,2850,2930,140356,65269.0,22276078.0
2018-09-10,2885,2950,2885,2920,94402,65046.0,22276078.0
2018-09-11,2920,3110,2900,3100,216998,69056.0,22276078.0
2018-09-12,3095,3135,3035,3085,94310,68722.0,22276078.0
2018-09-13,3085,3095,3005,3010,71720,67051.0,22276078.0
2018-09-14,3020,3070,2985,3015,106387,67162.0,22276078.0
2018-09-17,2995,3145,2960,3075,149813,68499.0,22276078.0
2018-09-18,3075,3230,3050,3130,251851,69724.0,22276078.0
2018-09-19,3160,3210,3010,3010,114856,67051.0,22276078.0
2018-09-20,2980,3045,2940,2940,76625,65492.0,22276078.0
2018-09-21,2940,3170,2865,2865,338379,63821.0,22276078.0
2018-09-27,2915,2920,2805,2900,110505,64601.0,22276078.0
2018-09-28,2880,2900,2805,2895,96891,64489.0,22276078.0
2018-10-01,2885,2935,2865,2890,71056,64378.0,22276078.0
2018-10-02,2970,3000,2840,2900,100098,64601.0,22276078.0
2018-10-04,2890,2935,2820,2895,57293,64489.0,22276078.0
2018-10-05,2820,2880,2770,2810,95843,62596.0,22276078.0
2018-10-08,2765,2865,2765,2805,49201,62484.0,22276078.0
2018-10-10,2760,2810,2670,2740,161089,61036.0,22276078.0
2018-10-11,2510,2720,2510,2525,155193,56247.0,22276078.0
2018-10-12,2360,2575,2360,2560,88538,57027.0,22276078.0
2018-10-15,2620,2620,2515,2570,23374,57250.0,22276078.0
2018-10-16,2530,2585,2490,2560,61893,57027.0,22276078.0
2018-10-17,2600,2625,2535,2585,34025,57584.0,22276078.0
2018-10-18,2560,2750,2550,2590,34893,57695.0,22276078.0
2018-10-19,2625,2645,2525,2625,57878,58475.0,22276078.0
2018-10-22,2580,2620,2545,2595,35935,57806.0,22276078.0
2018-10-23,2595,2610,2460,2460,54435,54799.0,22276078.0
2018-10-24,2485,2485,2360,2370,65573,52794.0,22276078.0
2018-10-25,2295,2350,2220,2275,148456,50678.0,22276078.0
2018-10-26,2265,2290,2120,2185,109932,48673.0,22276078.0
2018-10-29,2100,2180,2075,2075,132134,46223.0,22276078.0
2018-10-30,2005,2200,1990,2180,217298,48562.0,22276078.0
2018-10-31,2145,2245,2135,2210,30537,49230.0,22276078.0
2018-11-01,2210,2300,2185,2285,31722,50901.0,22276078.0
2018-11-02,2285,2370,2285,2370,45121,52794.0,22276078.0
2018-11-05,2330,2430,2270,2365,85757,52683.0,22276078.0
2018-11-06,2350,2435,2350,2360,32731,52572.0,22276078.0
2018-11-07,2355,2440,2275,2360,41301,52572.0,22276078.0
2018-11-08,2440,2440,2330,2385,51379,53128.0,22276078.0
2018-11-09,2405,2405,2300,2365,34551,52683.0,22276078.0
2018-11-12,2365,2370,2290,2290,18794,51012.0,22276078.0
2018-11-13,2275,2300,2200,2295,51650,51124.0,22276078.0
2018-11-14,2260,2315,2245,2300,60395,51235.0,22276078.0
2018-11-15,2310,2310,2225,2275,30537,50678.0,22276078.0
2018-11-16,2270,2335,2240,2275,58772,50678.0,22276078.0
2018-11-19,2315,2315,2260,2280,22064,50789.0,22276078.0
2018-11-20,2225,2285,2215,2270,28076,50567.0,22276078.0
2018-11-21,2225,2350,2185,2230,76512,49676.0,22276078.0
2018-11-22,2205,2260,2200,2200,29026,49007.0,22276078.0
2018-11-23,2200,2270,2100,2190,38766,48785.0,22276078.0
2018-11-26,2195,2300,2165,2240,35932,49898.0,22276078.0
2018-11-27,2240,2270,2150,2220,49167,49453.0,22276078.0
2018-11-28,2220,2245,2180,2230,28561,49676.0,22276078.0
2018-11-29,2225,2445,2190,2310,116690,51458.0,22276078.0
2018-11-30,2275,2410,2275,2380,79542,53017.0,22276078.0
2018-12-03,2400,2410,2325,2395,75654,53351.0,22276078.0
2018-12-04,2395,2545,2385,2400,107837,53463.0,22276078.0
2018-12-05,2390,2445,2310,2420,136299,53908.0,22276078.0
2018-12-06,2425,2440,2340,2355,42401,52460.0,22276078.0
2018-12-07,2365,2395,2310,2360,42932,52572.0,22276078.0
2018-12-10,2305,2350,2300,2330,20988,51903.0,22276078.0
2018-12-11,2380,2380,2270,2310,35140,51458.0,22276078.0
2018-12-12,2280,2360,2270,2300,25748,51235.0,22276078.0
2018-12-13,2290,2325,2275,2275,20977,50678.0,22276078.0
2018-12-14,2315,2315,2190,2280,45648,50789.0,22276078.0
2018-12-17,2250,2280,2130,2130,67083,47448.0,22276078.0
2018-12-18,2125,2160,2045,2130,99420,47448.0,22276078.0
2018-12-19,2105,2170,2105,2120,55992,47225.0,22276078.0
2018-12-20,2130,2165,2100,2115,60485,47114.0,22276078.0
2018-12-21,2095,2265,2095,2175,70321,48450.0,22276078.0
2018-12-24,2140,2220,2130,2130,37685,47448.0,22276078.0
2018-12-26,2170,2170,2045,2095,72736,46668.0,22276078.0
2018-12-27,2100,2190,2080,2100,25945,46780.0,22276078.0
2018-12-28,2100,2165,2100,2155,37665,48005.0,22276078.0
2019-01-02,2175,2195,2105,2105,47027,46891.0,22276078.0
2019-01-03,2115,2165,2085,2120,29639,47225.0,22276078.0
2019-01-04,2120,2165,2105,2155,34827,48005.0,22276078.0
2019-01-07,2160,2245,2135,2180,59180,48562.0,22276078.0
2019-01-08,2225,2240,2175,2215,27235,49342.0,22276078.0
2019-01-09,2245,2260,2205,2235,34444,49787.0,22276078.0
2019-01-10,2270,2270,2205,2220,27250,49453.0,22276078.0
2019-01-11,2220,2265,2220,2240,27283,49898.0,22276078.0
2019-01-14,2265,2300,2220,2250,39061,50121.0,22276078.0
2019-01-15,2250,2285,2220,2240,42865,49898.0,22276078.0
2019-01-16,2260,2285,2220,2255,55892,50233.0,22276078.0
2019-01-17,2255,2325,2255,2295,105222,51124.0,22276078.0
2019-01-18,2310,2330,2250,2300,80804,51235.0,22276078.0
2019-01-21,2285,2315,2275,2295,82559,51124.0,22276078.0
2019-01-22,2305,2340,2285,2310,56805,51458.0,22276078.0
2019-01-23,2310,2310,2220,2265,127580,50455.0,22276078.0
2019-01-24,2265,2270,2235,2255,43500,50233.0,22276078.0
2019-01-25,2290,2290,2245,2280,51244,50789.0,22276078.0
2019-01-28,2290,2310,2285,2300,66232,51235.0,22276078.0
2019-01-29,2300,2300,2265,2295,21387,51124.0,22276078.0
2019-01-30,2295,2410,2290,2400,200571,53463.0,22276078.0
2019-01-31,2410,2520,2355,2355,196933,52460.0,22276078.0
2019-02-01,2355,2385,2340,2375,32212,52906.0,22276078.0
2019-02-07,2380,2425,2365,2380,56479,53017.0,22276078.0
2019-02-08,2410,2415,2385,2400,50465,53463.0,22276078.0
2019-02-11,2400,2450,2385,2400,31358,53463.0,22276078.0
2019-02-12,2435,2435,2380,2420,40106,53908.0,22276078.0
2019-02-13,2415,2435,2380,2410,79860,53685.0,22276078.0
2019-02-14,2410,2420,2375,2410,59387,53685.0,22276078.0
2019-02-15,2440,2440,2370,2395,36494,53351.0,22276078.0
2019-02-18,2425,2425,2385,2410,34795,53685.0,22276078.0
2019-02-19,2410,2410,2385,2400,42302,53463.0,22276078.0
2019-02-20,2400,2405,2380,2390,48449,53240.0,22276078.0
2019-02-21,2390,2430,2370,2390,27775,53240.0,22276078.0
2019-02-22,2390,2410,2375,2395,36512,53351.0,22276078.0
2019-02-25,2415,2455,2395,2410,146947,53685.0,22276078.0
2019-02-26,2420,2425,2400,2420,47479,53908.0,22276078.0
2019-02-27,2425,2455,2380,2425,111604,54019.0,22276078.0
2019-02-28,2430,2435,2315,2325,99377,51792.0,22276078.0
2019-03-04,2325,2410,2325,2400,154205,53463.0,22276078.0
2019-03-05,2395,2395,2250,2335,112522,52015.0,22276078.0
2019-03-06,2350,2350,2290,2320,79078,51681.0,22276078.0
2019-03-07,2320,2335,2280,2290,71223,51012.0,22276078.0
2019-03-08,2305,2305,2215,2265,80917,50455.0,22276078.0
2019-03-11,2235,2270,2200,2220,46216,49453.0,22276078.0
2019-03-12,2255,2385,2220,2340,110828,52126.0,22276078.0
2019-03-13,2340,3020,2340,2930,8451016,65269.0,22276078.0
2019-03-14,3040,3370,2905,3210,8320901,71506.0,22276078.0
2019-03-15,3180,3275,3050,3130,1811715,69724.0,22276078.0
2019-03-18,3130,3210,2970,3010,2020591,67051.0,22276078.0
2019-03-19,2990,3195,2935,3170,2280578,70615.0,22276078.0
2019-03-20,3135,3170,3000,3070,845911,68388.0,22276078.0
2019-03-21,3130,3150,2945,2980,824093,66383.0,22276078.0
2019-03-22,2995,3120,2960,3065,972763,68276.0,22276078.0
2019-03-25,2995,3010,2830,2845,704963,63375.0,22276078.0
2019-03-26,2895,2960,2850,2880,470827,64155.0,22276078.0
2019-03-27,2900,3005,2850,2930,752170,65269.0,22276078.0
2019-03-28,2950,2995,2780,2795,483926,62262.0,22276078.0
2019-03-29,2790,2880,2760,2810,318137,62596.0,22276078.0
2019-04-01,2860,2920,2840,2855,293444,63598.0,22276078.0
2019-04-02,2860,2960,2830,2925,278446,65158.0,22276078.0
2019-04-03,2930,2960,2880,2895,243314,64489.0,22276078.0
2019-04-04,2900,3290,2895,3065,3496798,68276.0,22276078.0
2019-04-05,3180,3300,2990,3055,1508127,68053.0,22276078.0
2019-04-08,3040,3115,2965,3115,714390,69390.0,22276078.0
2019-04-09,3150,3235,2815,2870,1475045,63932.0,22276078.0
2019-04-10,2870,2930,2790,2880,513299,64155.0,22276078.0
2019-04-11,2880,3060,2880,3005,711708,66940.0,22276078.0
2019-04-12,3010,3060,2940,2940,398642,65492.0,22276078.0
2019-04-15,2925,3015,2915,2960,363700,65937.0,22276078.0
2019-04-16,2980,3015,2835,2895,449470,64489.0,22276078.0
2019-04-17,2895,2935,2805,2840,344577,63264.0,22276078.0
2019-04-18,2800,2900,2690,2705,354595,60257.0,22276078.0
2019-04-19,2705,2915,2705,2845,383625,63375.0,22276078.0
2019-04-22,2830,2950,2830,2900,241611,64601.0,22276078.0
2019-04-23,2950,2950,2770,2800,252302,62373.0,22276078.0
2019-04-24,2800,3015,2770,2960,708117,65937.0,22276078.0
2019-04-25,2950,3030,2910,2960,771073,65937.0,22276078.0
2019-04-26,3000,3120,2960,3040,892645,67719.0,22276078.0
2019-04-29,3040,3160,3020,3095,706985,68944.0,22276078.0
2019-04-30,3095,3150,3020,3085,498363,68722.0,22276078.0
2019-05-02,3085,3170,3045,3160,483871,70392.0,22276078.0
2019-05-03,3155,3165,3085,3145,210647,70058.0,22276078.0
2019-05-07,3090,3125,3055,3120,221152,69501.0,22276078.0
2019-05-08,3070,3500,3070,3460,3082195,77075.0,22276078.0
2019-05-09,3545,3760,3415,3500,3733190,77966.0,22276078.0
2019-05-10,3535,3695,3350,3690,2344936,82199.0,22276078.0
2019-05-13,3690,3850,3450,3540,1207940,78857.0,22276078.0
2019-05-14,3440,3650,3390,3540,620271,78857.0,22276078.0
2019-05-15,3590,3740,3525,3700,793041,82421.0,22276078.0
2019-05-16,3700,3750,3490,3540,660620,78857.0,22276078.0
2019-05-17,3600,3750,3530,3590,593129,79971.0,22276078.0
2019-05-20,3590,3620,3315,3315,690729,73845.0,22276078.0
2019-05-21,3300,3425,3270,3325,374608,74068.0,22276078.0
2019-05-22,3350,3445,3315,3400,264813,75739.0,22276078.0
2019-05-23,3465,3465,3250,3255,321704,72509.0,22276078.0
2019-05-24,3250,3290,3150,3215,278791,71618.0,22276078.0
2019-05-27,3250,3300,3060,3080,255194,68610.0,22276078.0
2019-05-28,3080,3150,3060,3120,158919,69501.0,22276078.0
2019-05-29,3155,3225,2995,3030,290547,67497.0,22276078.0
2019-05-30,3000,3045,2925,2925,254707,65158.0,22276078.0
2019-05-31,3015,3140,2980,3130,397240,69724.0,22276078.0
2019-06-03,3145,3145,3060,3085,146331,68722.0,22276078.0
2019-06-04,3105,3140,3035,3095,68356,68944.0,22276078.0
2019-06-05,3150,3255,3085,3225,188242,71840.0,22276078.0
2019-06-07,3255,3255,3175,3220,187749,71729.0,22276078.0
2019-06-10,3240,3250,3170,3180,220194,70838.0,22276078.0
2019-06-11,3220,3405,3180,3360,438609,74848.0,22276078.0
2019-06-12,3350,3425,3300,3365,179711,74959.0,22276078.0
2019-06-13,3365,3560,3340,3560,448380,79303.0,22276078.0
2019-06-14,3560,3730,3475,3725,737758,82978.0,22276078.0
2019-06-17,3900,4270,3750,3880,4872489,86431.0,22276078.0
2019-06-18,3885,4050,3830,3940,862565,87768.0,22276078.0
2019-06-19,3940,4095,3885,4050,1071186,90218.0,22276078.0
2019-06-20,4080,4115,3990,4015,497030,89438.0,22276078.0
2019-06-21,3970,4060,3935,3935,367602,87656.0,22276078.0
2019-06-24,3940,4150,3855,3905,844109,86988.0,22276078.0
2019-06-25,3870,3980,3850,3920,257986,87322.0,22276078.0
2019-06-26,3890,4020,3870,3870,284030,86208.0,22276078.0
2019-06-27,3870,3985,3820,3870,209308,86208.0,22276078.0
2019-06-28,3870,4100,3850,4100,392044,91332.0,22276078.0
2019-07-01,4200,4200,3350,3350,1981584,74625.0,22276078.0
2019-07-02,3415,3530,3345,3370,499433,75070.0,22276078.0
2019-07-03,3425,3525,3385,3410,321889,75961.0,22276078.0
2019-07-04,3410,3465,3270,3350,229861,74625.0,22276078.0
2019-07-05,3400,3440,3320,3340,107152,74402.0,22276078.0
2019-07-08,3330,3375,3155,3190,298825,71061.0,22276078.0
2019-07-09,3190,3280,3135,3160,113716,70392.0,22276078.0
2019-07-10,3130,3265,3130,3240,128028,72174.0,22276078.0
2019-07-11,3290,3350,3200,3345,92279,74513.0,22276078.0
2019-07-12,3320,3440,3270,3415,125373,76073.0,22276078.0
2019-07-15,3420,3420,3275,3310,93408,73734.0,22276078.0
2019-07-16,3335,3335,3200,3205,121645,71395.0,22276078.0
2019-07-17,3205,3265,3020,3265,181295,72731.0,22276078.0
2019-07-18,3210,3265,3105,3190,88919,71061.0,22276078.0
2019-07-19,3150,3280,3150,3255,42350,72509.0,22276078.0
2019-07-22,3185,3270,3185,3205,43213,71395.0,22276078.0
2019-07-23,3205,3235,3100,3100,58863,69056.0,22276078.0
2019-07-24,3120,3200,3050,3095,49051,68944.0,22276078.0
2019-07-25,3050,3090,3005,3005,61163,66940.0,22276078.0
2019-07-26,2970,3095,2970,3065,38398,68276.0,22276078.0
2019-07-29,3025,3055,2825,2870,196221,63932.0,22276078.0
2019-07-30,2790,2960,2790,2945,66661,65603.0,22276078.0
2019-07-31,2880,3060,2805,3020,92293,67274.0,22276078.0
2019-08-01,3040,3065,2940,2950,50036,65714.0,22276078.0
2019-08-02,2910,3040,2880,2985,49451,66494.0,22276078.0
2019-08-05,2820,2940,2705,2940,215716,65492.0,22276078.0
2019-08-06,2750,2875,2665,2720,124238,60591.0,22276078.0
2019-08-07,2735,2780,2705,2750,75847,61259.0,22276078.0
2019-08-08,2795,2855,2765,2850,49397,63487.0,22276078.0
2019-08-09,2855,2890,2815,2855,43704,63598.0,22276078.0
2019-08-12,2795,2925,2795,2925,66780,65158.0,22276078.0
2019-08-13,2925,2980,2860,2970,77027,66160.0,22276078.0
2019-08-14,3000,3035,2935,3030,103745,67497.0,22276078.0
2019-08-16,2980,2980,2825,2830,108843,63041.0,22276078.0
2019-08-19,2830,2900,2830,2830,49615,63041.0,22276078.0
2019-08-20,2895,3080,2840,3070,118788,68388.0,22276078.0
2019-08-21,3060,3080,2965,3050,41375,67942.0,22276078.0
2019-08-22,3050,3095,3045,3080,31186,68610.0,22276078.0
2019-08-23,3050,3050,2930,2930,68891,65269.0,22276078.0
2019-08-26,2900,2900,2750,2760,153993,61482.0,22276078.0
2019-08-27,2805,2855,2775,2805,59522,62484.0,22276078.0
2019-08-28,2800,2920,2790,2850,43729,63487.0,22276078.0
2019-08-29,2870,2870,2795,2825,23050,62930.0,22276078.0
2019-08-30,2835,2875,2810,2860,54472,63710.0,22276078.0
2019-09-02,2845,2915,2820,2915,59493,64935.0,22276078.0
2019-09-03,2915,2935,2885,2890,26005,64378.0,22276078.0
2019-09-04,2875,2940,2875,2940,34665,65492.0,22276078.0
2019-09-05,2940,2990,2900,2940,44484,65492.0,22276078.0
2019-09-06,2945,2995,2895,2940,27962,65492.0,22276078.0
2019-09-09,2980,2980,2885,2885,34844,64266.0,22276078.0
2019-09-10,2925,2945,2850,2895,21887,64489.0,22276078.0
2019-09-11,2895,3010,2850,3010,65556,67051.0,22276078.0
2019-09-16,2995,3010,2970,3000,23454,66828.0,22276078.0
2019-09-17,2985,3040,2960,3015,40032,67162.0,22276078.0
2019-09-18,3040,3050,3010,3030,30959,67497.0,22276078.0
2019-09-19,3035,3060,3000,3045,77073,67831.0,22276078.0
2019-09-20,3050,3080,3020,3075,48346,68499.0,22276078.0
2019-09-23,3075,3125,3060,3090,46464,68833.0,22276078.0
2019-09-24,3080,3095,3035,3065,30315,68276.0,22276078.0
2019-09-25,3060,3060,2950,2950,67402,65714.0,22276078.0
2019-09-26,2950,2985,2885,2970,42859,66160.0,22276078.0
2019-09-27,2900,2970,2870,2875,11299,64044.0,22276078.0
2019-09-30,2850,2890,2835,2860,13389,,
2019-10-01,2815,2855,2815,2850,20850,,
2019-10-02,2850,2915,2810,2915,18503,,
2019-10-04,2915,2955,2860,2885,22950,,
2019-10-07,2890,2930,2840,2885,31599,,
