인화정공(101930),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-07-02,6460,6460,6310,6330,10305,59070.0,9331705.0
2012-07-03,6280,6480,6280,6420,14374,59910.0,9331705.0
2012-07-04,6400,6440,6290,6410,17126,59816.0,9331705.0
2012-07-05,6410,6550,6300,6460,18738,60283.0,9331705.0
2012-07-06,6520,6520,6370,6440,5412,60096.0,9331705.0
2012-07-09,6400,6500,6300,6440,10981,60096.0,9331705.0
2012-07-10,6440,6440,6290,6370,5301,59443.0,9331705.0
2012-07-11,6260,6460,6200,6350,8668,59256.0,9331705.0
2012-07-12,6240,6430,6240,6360,12505,59350.0,9331705.0
2012-07-13,6390,6390,6110,6370,11079,59443.0,9331705.0
2012-07-16,6200,6380,6200,6370,5097,59443.0,9331705.0
2012-07-17,6390,6400,6170,6400,14916,59723.0,9331705.0
2012-07-18,6400,6400,6250,6390,8112,59630.0,9331705.0
2012-07-19,6390,6390,6270,6310,9764,58883.0,9331705.0
2012-07-20,6220,6310,6190,6270,13227,58510.0,9331705.0
2012-07-23,6250,6270,6170,6200,24592,57857.0,9331705.0
2012-07-24,6040,6210,6040,6090,8272,56830.0,9331705.0
2012-07-25,6020,6120,5980,6040,4450,56363.0,9331705.0
2012-07-26,6050,6050,5930,5930,11954,55337.0,9331705.0
2012-07-27,5930,6090,5920,5970,9078,55710.0,9331705.0
2012-07-30,5910,6100,5910,6100,5235,56923.0,9331705.0
2012-07-31,6140,6140,5950,6090,6992,56830.0,9331705.0
2012-08-01,6090,6090,5960,6000,4685,55990.0,9331705.0
2012-08-02,6060,6060,5950,6000,10258,55990.0,9331705.0
2012-08-03,6040,6060,5960,6020,3143,56177.0,9331705.0
2012-08-06,6090,6090,6000,6020,4858,56177.0,9331705.0
2012-08-07,6080,6280,5960,6280,10275,58603.0,9331705.0
2012-08-08,6090,6200,6080,6140,7334,57297.0,9331705.0
2012-08-09,6140,6260,6070,6260,9865,58416.0,9331705.0
2012-08-10,6140,6230,6110,6210,7505,57950.0,9331705.0
2012-08-13,6150,6250,6100,6240,8330,58230.0,9331705.0
2012-08-14,6150,6240,6100,6210,9740,57950.0,9331705.0
2012-08-16,6190,6210,6070,6170,12862,57577.0,9331705.0
2012-08-17,6170,6200,6070,6200,6667,57857.0,9331705.0
2012-08-20,6200,6200,6100,6200,4840,57857.0,9331705.0
2012-08-21,6120,6220,6120,6180,5872,57670.0,9331705.0
2012-08-22,6090,6180,6000,6050,28784,56457.0,9331705.0
2012-08-23,6050,6120,5940,6120,9128,57110.0,9331705.0
2012-08-24,6000,6130,6000,6100,1156,56923.0,9331705.0
2012-08-27,6010,6120,5950,5960,9787,55617.0,9331705.0
2012-08-28,5990,6030,5900,6000,9712,55990.0,9331705.0
2012-08-29,6070,6070,5930,5980,11096,55804.0,9331705.0
2012-08-30,6040,6040,5800,5860,53904,54684.0,9331705.0
2012-08-31,5810,5840,5700,5820,24333,54311.0,9331705.0
2012-09-03,5820,5950,5800,5940,23770,55430.0,9331705.0
2012-09-04,5910,5950,5840,5920,8236,55244.0,9331705.0
2012-09-05,5940,5990,5900,5960,10955,55617.0,9331705.0
2012-09-06,5960,5960,5880,5960,9058,55617.0,9331705.0
2012-09-07,6030,6030,5940,6000,7994,55990.0,9331705.0
2012-09-10,5950,6010,5890,5940,15213,55430.0,9331705.0
2012-09-11,5900,5940,5850,5930,10750,55337.0,9331705.0
2012-09-12,5880,5970,5880,5950,9098,55524.0,9331705.0
2012-09-13,5900,5950,5880,5950,10656,55524.0,9331705.0
2012-09-14,5980,6140,5920,6110,49087,57017.0,9331705.0
2012-09-17,6100,6130,6030,6130,20379,57203.0,9331705.0
2012-09-18,6110,6180,6050,6170,10791,57577.0,9331705.0
2012-09-19,6120,6470,6090,6470,44056,60376.0,9331705.0
2012-09-20,6460,6470,6320,6420,20478,59910.0,9331705.0
2012-09-21,6460,6460,6310,6380,9527,59536.0,9331705.0
2012-09-24,6350,6420,6200,6410,21804,59816.0,9331705.0
2012-09-25,6380,6410,6300,6340,8767,59163.0,9331705.0
2012-09-26,6310,6340,6220,6320,13847,58976.0,9331705.0
2012-09-27,6180,6450,6180,6430,23790,60003.0,9331705.0
2012-09-28,6460,6460,6340,6430,11320,60003.0,9331705.0
2012-10-02,6450,6450,6250,6310,22550,58883.0,9331705.0
2012-10-04,6310,6310,6190,6240,18968,58230.0,9331705.0
2012-10-05,6210,6310,6160,6310,26024,58883.0,9331705.0
2012-10-08,6310,6310,6200,6300,9667,58790.0,9331705.0
2012-10-09,6300,6300,6200,6250,8161,58323.0,9331705.0
2012-10-10,6180,6250,6100,6220,14659,58043.0,9331705.0
2012-10-11,6220,6220,6070,6170,19363,57577.0,9331705.0
2012-10-12,6170,6170,6030,6040,31809,56363.0,9331705.0
2012-10-15,6040,6100,5930,6020,20485,56177.0,9331705.0
2012-10-16,5960,6050,5930,6050,19838,56457.0,9331705.0
2012-10-17,5980,6090,5980,6040,11256,56363.0,9331705.0
2012-10-18,5980,6050,5900,6030,23627,56270.0,9331705.0
2012-10-19,5920,6170,5920,6150,19488,57390.0,9331705.0
2012-10-22,6050,6050,5970,6030,6815,56270.0,9331705.0
2012-10-23,5970,6080,5970,6030,3001,56270.0,9331705.0
2012-10-24,6000,6030,5940,6020,3856,56177.0,9331705.0
2012-10-25,6020,6020,5890,5990,16329,55897.0,9331705.0
2012-10-26,5890,5960,5780,5950,22886,55524.0,9331705.0
2012-10-29,5900,5950,5800,5950,7717,55524.0,9331705.0
2012-10-30,5940,5940,5800,5900,6827,55057.0,9331705.0
2012-10-31,5940,5940,5770,5930,3898,55337.0,9331705.0
2012-11-01,5940,5940,5830,5930,7395,55337.0,9331705.0
2012-11-02,5910,5960,5780,5780,12258,53937.0,9331705.0
2012-11-05,5760,5830,5750,5750,4726,53657.0,9331705.0
2012-11-06,5750,5800,5690,5780,3582,53937.0,9331705.0
2012-11-07,5780,5790,5720,5770,1921,53844.0,9331705.0
2012-11-08,5630,5750,5540,5550,38897,51791.0,9331705.0
2012-11-09,5600,5600,5520,5590,8030,52164.0,9331705.0
2012-11-12,5590,5650,5540,5620,5539,52444.0,9331705.0
2012-11-13,5620,5660,5510,5510,14587,51418.0,9331705.0
2012-11-14,5570,5610,5470,5610,6987,52351.0,9331705.0
2012-11-15,5530,5620,5490,5600,19875,52258.0,9331705.0
2012-11-16,5600,5690,5500,5680,20710,53004.0,9331705.0
2012-11-19,5680,5690,5540,5650,8791,52724.0,9331705.0
2012-11-20,5610,5690,5610,5680,7157,53004.0,9331705.0
2012-11-21,5670,5680,5560,5610,6582,52351.0,9331705.0
2012-11-22,5530,5640,5520,5600,13785,52258.0,9331705.0
2012-11-23,5540,5620,5520,5570,9156,51978.0,9331705.0
2012-11-26,5530,5600,5480,5550,51507,51791.0,9331705.0
2012-11-27,5580,5580,5370,5460,26019,50951.0,9331705.0
2012-11-28,5390,5480,5370,5430,16867,50671.0,9331705.0
2012-11-29,5500,5520,5390,5490,16399,51231.0,9331705.0
2012-11-30,5900,6310,5500,5500,821955,51324.0,9331705.0
2012-12-03,5500,5530,5340,5360,73719,50018.0,9331705.0
2012-12-04,5310,5450,5300,5350,41750,49925.0,9331705.0
2012-12-05,5410,5440,5230,5340,43761,49831.0,9331705.0
2012-12-06,5390,5450,5300,5300,42553,49458.0,9331705.0
2012-12-07,5250,5420,5250,5420,16804,50578.0,9331705.0
2012-12-10,5440,5460,5260,5310,41672,49551.0,9331705.0
2012-12-11,5340,5340,5200,5300,44234,49458.0,9331705.0
2012-12-12,5210,5320,5210,5320,30145,49645.0,9331705.0
2012-12-13,5300,5390,5230,5390,8377,50298.0,9331705.0
2012-12-14,5380,5390,5300,5350,20100,49925.0,9331705.0
2012-12-17,5350,5350,5230,5290,27978,49365.0,9331705.0
2012-12-18,5260,5340,5250,5310,11866,49551.0,9331705.0
2012-12-20,5340,5390,5310,5360,12850,50018.0,9331705.0
2012-12-21,5380,5460,5330,5450,10889,50858.0,9331705.0
2012-12-24,5450,5470,5380,5400,25696,50391.0,9331705.0
2012-12-26,5410,5680,5410,5550,29829,51791.0,9331705.0
2012-12-27,5590,5590,5390,5490,42228,51231.0,9331705.0
2012-12-28,5440,5530,5400,5450,40342,50858.0,9331705.0
2013-01-02,5450,5500,5390,5490,11492,51231.0,9331705.0
2013-01-03,5500,5520,5400,5430,14011,50671.0,9331705.0
2013-01-04,5420,5430,5370,5430,13149,50671.0,9331705.0
2013-01-07,5430,5450,5380,5430,25124,50671.0,9331705.0
2013-01-08,5400,5440,5350,5430,24319,50671.0,9331705.0
2013-01-09,5430,5430,5370,5420,16749,50578.0,9331705.0
2013-01-10,5410,5500,5390,5490,29683,51231.0,9331705.0
2013-01-11,5490,5560,5490,5530,27337,51604.0,9331705.0
2013-01-14,5520,5580,5480,5550,18050,51791.0,9331705.0
2013-01-15,5570,5570,5510,5520,20150,51511.0,9331705.0
2013-01-16,5520,5560,5490,5530,64248,51604.0,9331705.0
2013-01-17,5550,5580,5500,5570,18526,51978.0,9331705.0
2013-01-18,5580,5730,5550,5640,39602,52631.0,9331705.0
2013-01-21,5680,5810,5610,5790,39771,54031.0,9331705.0
2013-01-22,5750,5830,5730,5800,15263,54124.0,9331705.0
2013-01-23,5790,5810,5700,5750,21853,53657.0,9331705.0
2013-01-24,5720,5880,5670,5750,27253,53657.0,9331705.0
2013-01-25,5720,5800,5680,5750,24891,53657.0,9331705.0
2013-01-28,5750,5830,5700,5740,12505,53564.0,9331705.0
2013-01-29,5740,5790,5710,5780,22417,53937.0,9331705.0
2013-01-30,5750,5830,5750,5800,7302,54124.0,9331705.0
2013-01-31,5830,5990,5810,5910,29623,55150.0,9331705.0
2013-02-01,5960,5960,5810,5880,22014,54870.0,9331705.0
2013-02-04,5860,5950,5860,5910,21744,55150.0,9331705.0
2013-02-05,5910,5990,5850,5900,75002,55057.0,9331705.0
2013-02-06,5950,5990,5900,5910,33647,55150.0,9331705.0
2013-02-07,5960,5990,5880,5950,30852,55524.0,9331705.0
2013-02-08,5860,6020,5860,6020,18193,56177.0,9331705.0
2013-02-12,6020,6030,5950,6010,40980,56084.0,9331705.0
2013-02-13,6030,6050,5950,6000,21907,55990.0,9331705.0
2013-02-14,6040,6040,5980,6020,8572,56177.0,9331705.0
2013-02-15,6020,6050,5990,6020,24688,56177.0,9331705.0
2013-02-18,6050,6120,6020,6070,8772,56643.0,9331705.0
2013-02-19,6100,6220,6030,6220,47499,58043.0,9331705.0
2013-02-20,6230,6330,6110,6250,105744,58323.0,9331705.0
2013-02-21,6200,6260,6200,6200,38723,57857.0,9331705.0
2013-02-22,6200,6490,6200,6340,44512,59163.0,9331705.0
2013-02-25,6380,6390,6330,6360,56449,59350.0,9331705.0
2013-02-26,6360,6410,6300,6350,25930,59256.0,9331705.0
2013-02-27,6350,6380,6270,6330,103119,59070.0,9331705.0
2013-02-28,6330,6370,6310,6330,22195,59070.0,9331705.0
2013-03-04,6330,6350,6280,6300,20214,58790.0,9331705.0
2013-03-05,6300,6420,6290,6420,44425,59910.0,9331705.0
2013-03-06,6420,6580,6420,6540,49572,61029.0,9331705.0
2013-03-07,6590,6590,6410,6420,40643,59910.0,9331705.0
2013-03-08,6420,6470,6390,6460,9136,60283.0,9331705.0
2013-03-11,6400,6490,6280,6410,36704,59816.0,9331705.0
2013-03-12,6410,6550,6390,6520,53275,60843.0,9331705.0
2013-03-13,6520,6580,6440,6460,21579,60283.0,9331705.0
2013-03-14,6500,6500,6420,6470,29308,60376.0,9331705.0
2013-03-15,6490,6500,6440,6470,11876,60376.0,9331705.0
2013-03-18,6400,6560,6400,6420,29381,59910.0,9331705.0
2013-03-19,6420,6550,6390,6540,30544,61029.0,9331705.0
2013-03-20,6480,6540,6430,6500,4831,60656.0,9331705.0
2013-03-21,6400,6540,6400,6460,9126,60283.0,9331705.0
2013-03-22,6470,6470,6260,6460,15363,60283.0,9331705.0
2013-03-25,6470,6550,6390,6460,8461,60283.0,9331705.0
2013-03-26,6480,6480,6400,6430,10162,60003.0,9331705.0
2013-03-27,6440,6440,6340,6420,11360,59910.0,9331705.0
2013-03-28,6420,6490,6340,6420,12664,59910.0,9331705.0
2013-03-29,6420,6460,6360,6440,12833,60096.0,9331705.0
2013-04-01,6440,6480,6380,6390,20320,59630.0,9331705.0
2013-04-02,6390,6390,6260,6330,41201,59070.0,9331705.0
2013-04-03,6320,6380,6270,6310,13563,58883.0,9331705.0
2013-04-04,6340,6340,6120,6290,27329,58696.0,9331705.0
2013-04-05,6300,6300,6100,6190,20241,57763.0,9331705.0
2013-04-08,6140,6240,6110,6190,21237,57763.0,9331705.0
2013-04-09,6200,6250,6160,6220,8338,58043.0,9331705.0
2013-04-10,6240,6250,6180,6220,6297,58043.0,9331705.0
2013-04-11,6250,6250,6100,6210,11831,57950.0,9331705.0
2013-04-12,6210,6230,6060,6080,14308,56737.0,9331705.0
2013-04-15,6020,6300,6010,6190,26643,57763.0,9331705.0
2013-04-16,6120,6230,6120,6180,808,57670.0,9331705.0
2013-04-17,6140,6250,6110,6230,21445,58137.0,9331705.0
2013-04-18,6200,6200,6110,6140,8922,57297.0,9331705.0
2013-04-19,6100,6170,6010,6070,18398,56643.0,9331705.0
2013-04-22,6070,6090,6000,6080,31668,56737.0,9331705.0
2013-04-23,6080,6100,6010,6080,26638,56737.0,9331705.0
2013-04-24,6130,6270,6050,6160,27123,57483.0,9331705.0
2013-04-25,6140,6200,6120,6150,7778,57390.0,9331705.0
2013-04-26,6180,6260,6110,6260,22168,58416.0,9331705.0
2013-04-29,6250,6310,6190,6310,21868,58883.0,9331705.0
2013-04-30,6340,6600,6310,6510,60235,60749.0,9331705.0
2013-05-02,6570,6630,6500,6500,19030,60656.0,9331705.0
2013-05-03,6580,6770,6450,6670,29835,62242.0,9331705.0
2013-05-06,6670,6890,6670,6810,22979,63549.0,9331705.0
2013-05-07,6900,6910,6670,6760,13237,63082.0,9331705.0
2013-05-08,6750,6880,6650,6670,19937,62242.0,9331705.0
2013-05-09,6670,6730,6600,6710,11439,62616.0,9331705.0
2013-05-10,6710,6720,6440,6640,27284,61963.0,9331705.0
2013-05-13,6650,6650,6300,6410,23493,59816.0,9331705.0
2013-05-14,6380,6470,6310,6400,22555,59723.0,9331705.0
2013-05-15,6460,6470,6310,6450,21877,60189.0,9331705.0
2013-05-16,6470,6510,6230,6370,12483,59443.0,9331705.0
2013-05-20,6200,6290,6150,6270,23725,58510.0,9331705.0
2013-05-21,6210,6290,6120,6120,21416,57110.0,9331705.0
2013-05-22,6130,6300,6100,6190,15537,57763.0,9331705.0
2013-05-23,6120,6240,6050,6150,11412,57390.0,9331705.0
2013-05-24,6070,6200,6000,6150,18789,57390.0,9331705.0
2013-05-27,6170,6240,6090,6150,10304,57390.0,9331705.0
2013-05-28,6110,6250,6070,6130,14266,57203.0,9331705.0
2013-05-29,6110,6230,6100,6210,12433,57950.0,9331705.0
2013-05-30,6200,6210,6090,6150,10477,57390.0,9331705.0
2013-05-31,6010,6170,6010,6100,5530,56923.0,9331705.0
2013-06-03,6100,6100,5920,6010,30629,56084.0,9331705.0
2013-06-04,6020,6200,5980,6090,7624,56830.0,9331705.0
2013-06-05,6080,6170,5980,6140,5273,57297.0,9331705.0
2013-06-07,6020,6240,5980,6240,17873,58230.0,9331705.0
2013-06-10,6240,6240,5980,6020,39415,56177.0,9331705.0
2013-06-11,6040,6120,5990,6030,3571,56270.0,9331705.0
2013-06-12,6010,6030,5900,6000,13491,55990.0,9331705.0
2013-06-13,6000,6020,5900,5990,4200,55897.0,9331705.0
2013-06-14,5930,6010,5930,6000,9289,55990.0,9331705.0
2013-06-17,5980,6010,5680,5900,13835,55057.0,9331705.0
2013-06-18,5820,5920,5810,5920,9589,55244.0,9331705.0
2013-06-19,5940,5940,5860,5900,1909,55057.0,9331705.0
2013-06-20,5790,5910,5730,5840,8058,54497.0,9331705.0
2013-06-21,5560,5830,5560,5810,5063,54217.0,9331705.0
2013-06-24,5810,5820,5650,5780,4379,53937.0,9331705.0
2013-06-25,5780,5780,5410,5500,9108,51324.0,9331705.0
2013-06-26,5510,5950,5400,5950,4719,55524.0,9331705.0
2013-06-27,5730,5940,5720,5840,3305,54497.0,9331705.0
2013-06-28,5840,5970,5690,5920,5267,55244.0,9331705.0
2013-07-01,5960,5960,5640,5850,2457,54590.0,9331705.0
2013-07-02,5850,5850,5660,5820,3392,54311.0,9331705.0
2013-07-03,5740,5830,5690,5820,6495,54311.0,9331705.0
2013-07-04,5820,5830,5650,5740,2911,53564.0,9331705.0
2013-07-05,5780,5800,5690,5790,2990,54031.0,9331705.0
2013-07-08,5820,5820,5660,5800,3019,54124.0,9331705.0
2013-07-09,5660,5790,5620,5670,7901,52911.0,9331705.0
2013-07-10,5750,5750,5630,5670,239,52911.0,9331705.0
2013-07-11,5690,5760,5660,5740,1257,53564.0,9331705.0
2013-07-12,5770,5770,5650,5730,1961,53471.0,9331705.0
2013-07-15,5720,5880,5600,5820,1778,54311.0,9331705.0
2013-07-16,5830,5840,5700,5790,2900,54031.0,9331705.0
2013-07-17,5860,6000,5830,5830,1978,54404.0,9331705.0
2013-07-18,5770,5950,5770,5890,2284,54964.0,9331705.0
2013-07-19,5890,6050,5890,6040,5251,56363.0,9331705.0
2013-07-22,6040,6070,5920,6040,5221,56363.0,9331705.0
2013-07-23,6090,6200,6040,6200,27090,57857.0,9331705.0
2013-07-24,6280,6410,6240,6300,35261,58790.0,9331705.0
2013-07-25,6220,6350,6170,6200,24282,57857.0,9331705.0
2013-07-26,6290,6300,6160,6290,4397,58696.0,9331705.0
2013-07-29,6290,6310,6190,6290,6487,58696.0,9331705.0
2013-07-30,6300,6350,6240,6350,64215,59256.0,9331705.0
2013-07-31,6330,6700,6330,6670,93115,62242.0,9331705.0
2013-08-01,6660,6660,6470,6520,22890,60843.0,9331705.0
2013-08-02,6520,6570,6460,6510,9254,60749.0,9331705.0
2013-08-05,6440,6580,6360,6570,8567,61309.0,9331705.0
2013-08-06,6450,6590,6350,6590,26585,61496.0,9331705.0
2013-08-07,6570,6570,6390,6490,4414,60563.0,9331705.0
2013-08-08,6460,6530,6330,6450,20436,60189.0,9331705.0
2013-08-09,6500,6580,6400,6560,23940,61216.0,9331705.0
2013-08-12,6520,6590,6420,6470,5080,60376.0,9331705.0
2013-08-13,6410,6490,6390,6440,4503,60096.0,9331705.0
2013-08-14,6400,6490,6330,6400,13373,59723.0,9331705.0
2013-08-16,6340,6400,6210,6280,6436,58603.0,9331705.0
2013-08-19,6200,6380,6200,6360,13907,59350.0,9331705.0
2013-08-20,6390,6390,6170,6270,15628,58510.0,9331705.0
2013-08-21,6180,6400,6180,6310,36649,58883.0,9331705.0
2013-08-22,6310,6310,6130,6290,12961,58696.0,9331705.0
2013-08-23,6310,6390,6210,6320,2594,58976.0,9331705.0
2013-08-26,6300,6340,6220,6300,3598,58790.0,9331705.0
2013-08-27,6390,6390,6200,6300,592,58790.0,9331705.0
2013-08-28,6290,6300,6100,6280,7770,58603.0,9331705.0
2013-08-29,6280,6310,6160,6280,6734,58603.0,9331705.0
2013-08-30,6310,6310,6170,6280,9354,58603.0,9331705.0
2013-09-02,6280,6280,6190,6200,908,57857.0,9331705.0
2013-09-03,6280,6300,6200,6300,10445,58790.0,9331705.0
2013-09-04,6290,6400,6270,6340,4304,59163.0,9331705.0
2013-09-05,6340,6540,6340,6470,38539,60376.0,9331705.0
2013-09-06,6540,6540,6400,6490,13469,60563.0,9331705.0
2013-09-09,6440,6650,6400,6550,21473,61123.0,9331705.0
2013-09-10,6610,7190,6550,6940,125743,64762.0,9331705.0
2013-09-11,6940,7310,6850,7230,34394,67468.0,9331705.0
2013-09-12,7230,7230,7050,7120,23624,66442.0,9331705.0
2013-09-13,7180,7180,6980,7050,13131,65789.0,9331705.0
2013-09-16,7050,7280,6830,7100,27745,66255.0,9331705.0
2013-09-17,7160,7160,6940,7150,26133,66722.0,9331705.0
2013-09-23,7150,7190,7000,7150,17341,66722.0,9331705.0
2013-09-24,7190,7200,7020,7070,16933,65975.0,9331705.0
2013-09-25,7070,7180,6960,7100,22406,66255.0,9331705.0
2013-09-26,7150,7260,7050,7230,12949,67468.0,9331705.0
2013-09-27,7230,7250,7150,7220,7368,67375.0,9331705.0
2013-09-30,7130,7230,7130,7230,8581,67468.0,9331705.0
2013-10-01,7230,7490,7180,7350,28029,68588.0,9331705.0
2013-10-02,7350,7570,7350,7480,24305,69801.0,9331705.0
2013-10-04,7540,7540,7170,7470,19372,69708.0,9331705.0
2013-10-07,7320,7470,7010,7010,11350,65415.0,9331705.0
2013-10-08,7010,7150,7010,7070,8402,65975.0,9331705.0
2013-10-10,7000,7180,7000,7170,6739,66908.0,9331705.0
2013-10-11,7170,7250,7040,7250,11867,67655.0,9331705.0
2013-10-14,7300,7310,7150,7240,18465,67562.0,9331705.0
2013-10-15,7150,7340,7150,7340,18283,68495.0,9331705.0
2013-10-16,7350,7450,7280,7430,33626,69335.0,9331705.0
2013-10-17,7580,7980,7490,7930,107542,74000.0,9331705.0
2013-10-18,7900,7920,7680,7750,61289,72321.0,9331705.0
2013-10-21,7890,8090,7750,7980,39709,74467.0,9331705.0
2013-10-22,8000,8070,7910,8020,31436,74840.0,9331705.0
2013-10-23,8020,8090,7780,7800,29672,72787.0,9331705.0
2013-10-24,7750,7900,7610,7690,19585,71761.0,9331705.0
2013-10-25,7690,7700,7510,7510,16596,70081.0,9331705.0
2013-10-28,7520,7720,7440,7650,18567,71388.0,9331705.0
2013-10-29,7670,7680,7510,7580,6562,70734.0,9331705.0
2013-10-30,7540,7680,7210,7210,70323,67282.0,9331705.0
2013-10-31,7210,7310,7040,7200,30209,67188.0,9331705.0
2013-11-01,7170,7230,7080,7210,15984,67282.0,9331705.0
2013-11-04,7090,7370,7070,7300,23963,68121.0,9331705.0
2013-11-05,7380,7380,7180,7200,4109,67188.0,9331705.0
2013-11-06,7240,7400,7100,7230,23062,67468.0,9331705.0
2013-11-07,7020,7230,7020,7210,28215,67282.0,9331705.0
2013-11-08,7200,7280,7130,7180,13283,67002.0,9331705.0
2013-11-11,7140,7310,6930,7130,19688,66535.0,9331705.0
2013-11-12,7000,7200,7000,7190,5402,67095.0,9331705.0
2013-11-13,7190,7190,7020,7170,15444,66908.0,9331705.0
2013-11-14,7200,7250,7160,7210,2761,67282.0,9331705.0
2013-11-15,7310,7450,7310,7380,20799,68868.0,9331705.0
2013-11-18,7390,7470,7260,7350,11537,68588.0,9331705.0
2013-11-19,7320,7470,7270,7400,11030,69055.0,9331705.0
2013-11-20,7480,7480,7360,7460,6637,69615.0,9331705.0
2013-11-21,7470,7470,7400,7450,2869,69521.0,9331705.0
2013-11-22,7490,7490,7380,7430,10385,69335.0,9331705.0
2013-11-25,7450,7470,7260,7350,9935,68588.0,9331705.0
2013-11-26,7350,7420,7290,7400,17891,69055.0,9331705.0
2013-11-27,7370,7460,7220,7350,11207,68588.0,9331705.0
2013-11-28,7390,7390,7190,7300,9405,68121.0,9331705.0
2013-11-29,7270,7340,7090,7190,12015,67095.0,9331705.0
2013-12-02,7250,7250,6840,6910,14902,64482.0,9331705.0
2013-12-03,7040,7040,6760,6910,19582,64482.0,9331705.0
2013-12-04,6920,6920,6760,6840,4851,63829.0,9331705.0
2013-12-05,6920,6920,6800,6900,4867,64389.0,9331705.0
2013-12-06,6840,6910,6720,6870,5929,64109.0,9331705.0
2013-12-09,6910,6910,6800,6870,5281,64109.0,9331705.0
2013-12-10,6910,6980,6760,6970,8955,65042.0,9331705.0
2013-12-11,6830,6990,6830,6950,2591,64855.0,9331705.0
2013-12-12,6990,6990,6810,6960,700,64949.0,9331705.0
2013-12-13,6900,6950,6820,6890,1293,64295.0,9331705.0
2013-12-16,6850,6960,6810,6890,740,64295.0,9331705.0
2013-12-17,6710,6890,6710,6820,5079,63642.0,9331705.0
2013-12-18,6820,7240,6750,7130,8841,66535.0,9331705.0
2013-12-19,7130,7260,7100,7170,13370,66908.0,9331705.0
2013-12-20,7260,7260,7150,7200,8458,67188.0,9331705.0
2013-12-23,7260,7340,7210,7210,12746,67282.0,9331705.0
2013-12-24,7220,7300,7220,7270,2841,67841.0,9331705.0
2013-12-26,7310,7310,7160,7260,6935,67748.0,9331705.0
2013-12-27,7320,7320,7140,7250,7258,67655.0,9331705.0
2013-12-30,7260,7440,7250,7380,9343,68868.0,9331705.0
2014-01-02,7330,7420,7240,7370,8457,68775.0,9331705.0
2014-01-03,7400,7480,7300,7440,11625,69428.0,9331705.0
2014-01-06,7390,7460,7390,7430,6265,69335.0,9331705.0
2014-01-07,7490,7490,7410,7420,3413,69241.0,9331705.0
2014-01-08,7460,7460,7300,7410,3501,69148.0,9331705.0
2014-01-09,7410,7470,7360,7410,2387,69148.0,9331705.0
2014-01-10,7460,7470,7330,7350,104,68588.0,9331705.0
2014-01-13,7310,7400,6500,7140,12656,66628.0,9331705.0
2014-01-14,7110,7350,7040,7220,2528,67375.0,9331705.0
2014-01-15,7150,7230,7140,7220,11050,67375.0,9331705.0
2014-01-16,7180,7230,7180,7200,582,67188.0,9331705.0
2014-01-17,7160,7260,7150,7200,5203,67188.0,9331705.0
2014-01-20,7150,7260,7130,7200,6841,67188.0,9331705.0
2014-01-21,7180,7220,7130,7220,3673,67375.0,9331705.0
2014-01-22,7190,7240,7130,7200,2222,67188.0,9331705.0
2014-01-23,7200,7240,7110,7200,10142,67188.0,9331705.0
2014-01-24,7200,7200,7120,7170,5435,66908.0,9331705.0
2014-01-27,7160,7180,7000,7150,12327,66722.0,9331705.0
2014-01-28,7150,7210,7050,7140,4667,66628.0,9331705.0
2014-01-29,7140,7220,7080,7140,1075,66628.0,9331705.0
2014-02-03,7140,7140,7000,7070,14871,65975.0,9331705.0
2014-02-04,7060,7060,6930,7000,10633,65322.0,9331705.0
2014-02-05,7000,7050,6980,6990,5440,65229.0,9331705.0
2014-02-06,6990,7050,6900,7000,6145,65322.0,9331705.0
2014-02-07,7000,7000,6750,6880,23134,64202.0,9331705.0
2014-02-10,6910,6910,6700,6700,8724,62522.0,9331705.0
2014-02-11,6700,6780,6400,6500,32946,60656.0,9331705.0
2014-02-12,6520,6520,6370,6410,30353,59816.0,9331705.0
2014-02-13,6410,6620,6380,6560,5882,61216.0,9331705.0
2014-02-14,6620,6620,6440,6570,3640,61309.0,9331705.0
2014-02-17,6600,6630,6570,6630,5303,61869.0,9331705.0
2014-02-18,6550,6650,6500,6550,9403,61123.0,9331705.0
2014-02-19,6550,6600,6550,6600,4014,61589.0,9331705.0
2014-02-20,6600,6680,6510,6600,6048,61589.0,9331705.0
2014-02-21,6630,6650,6390,6650,19349,62056.0,9331705.0
2014-02-24,6620,6800,6610,6780,4489,63269.0,9331705.0
2014-02-25,6730,6840,6640,6830,7902,63736.0,9331705.0
2014-02-26,6830,6830,6610,6750,7548,62989.0,9331705.0
2014-02-27,6750,6780,6680,6770,4046,63176.0,9331705.0
2014-02-28,6710,6780,6600,6760,11617,63082.0,9331705.0
2014-03-03,6760,6800,6680,6760,4655,63082.0,9331705.0
2014-03-04,6700,6760,6610,6750,5792,62989.0,9331705.0
2014-03-05,6750,6840,6710,6730,10606,62802.0,9331705.0
2014-03-06,6710,6900,6690,6730,22796,62802.0,9331705.0
2014-03-07,6730,6830,6620,6730,26629,62802.0,9331705.0
2014-03-10,6690,6690,6490,6490,40864,60563.0,9331705.0
2014-03-11,6490,6600,6490,6530,3301,60936.0,9331705.0
2014-03-12,6510,6580,6410,6530,11267,60936.0,9331705.0
2014-03-13,6430,6620,6420,6620,6384,61776.0,9331705.0
2014-03-14,6610,6610,6400,6500,17788,60656.0,9331705.0
2014-03-17,6500,6700,6460,6650,10135,62056.0,9331705.0
