우리산업(215360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-10-12,17150,17650,17150,17200,116247,157073.0,9132163.0
2015-10-13,17450,17450,16550,16900,155684,154334.0,9132163.0
2015-10-14,16950,17350,16600,16850,98306,153877.0,9132163.0
2015-10-15,16900,17600,16700,17550,97677,160269.0,9132163.0
2015-10-16,17700,18250,17450,17850,124741,163009.0,9132163.0
2015-10-19,18200,19050,17650,18850,291699,172141.0,9132163.0
2015-10-20,19000,19200,18450,18800,142153,171685.0,9132163.0
2015-10-21,18600,18700,17900,18000,68693,164379.0,9132163.0
2015-10-22,18400,18850,18000,18250,136929,166662.0,9132163.0
2015-10-23,18800,18900,18300,18600,93525,169858.0,9132163.0
2015-10-26,18900,18950,17900,18400,59093,168032.0,9132163.0
2015-10-27,18250,18300,17500,18100,92911,165292.0,9132163.0
2015-10-28,18300,18300,17500,17850,50954,163009.0,9132163.0
2015-10-29,18000,18400,17650,17950,56916,163922.0,9132163.0
2015-10-30,18250,18250,16750,17100,90450,156160.0,9132163.0
2015-11-02,17100,17200,16650,16650,44834,152051.0,9132163.0
2015-11-03,16700,17150,16650,16950,53819,154790.0,9132163.0
2015-11-04,17000,17200,16650,16900,31769,154334.0,9132163.0
2015-11-05,17150,17600,17050,17600,53663,160726.0,9132163.0
2015-11-06,17650,17700,17050,17650,34075,161183.0,9132163.0
2015-11-09,17300,17400,16900,17150,49613,156617.0,9132163.0
2015-11-10,16750,17100,16150,16900,62609,154334.0,9132163.0
2015-11-11,16600,16950,16550,16600,14025,151594.0,9132163.0
2015-11-12,16650,17000,16450,16900,25126,154334.0,9132163.0
2015-11-13,16600,17450,16600,17350,37315,158443.0,9132163.0
2015-11-16,17100,17200,16600,16600,40842,151594.0,9132163.0
2015-11-17,16450,17350,16450,17200,71889,157073.0,9132163.0
2015-11-18,17200,18100,17000,17150,87341,156617.0,9132163.0
2015-11-19,17500,20000,17250,18850,667634,172141.0,9132163.0
2015-11-20,18850,20000,18600,19500,222760,178077.0,9132163.0
2015-11-23,19700,20600,19600,20500,215144,187209.0,9132163.0
2015-11-24,20650,20850,20150,20650,139880,188579.0,9132163.0
2015-11-25,20450,20700,19950,20600,90331,188123.0,9132163.0
2015-11-26,20800,20800,20100,20700,114545,189036.0,9132163.0
2015-11-27,20500,20700,20050,20100,49684,183556.0,9132163.0
2015-11-30,19750,20100,19300,20000,70938,182643.0,9132163.0
2015-12-01,19900,21000,19800,21000,134262,191775.0,9132163.0
2015-12-02,20950,24300,20750,22950,583019,209583.0,9132163.0
2015-12-03,23150,25400,22950,23950,463561,218715.0,9132163.0
2015-12-04,23950,25750,23550,25750,318062,235153.0,9132163.0
2015-12-07,25800,27100,24850,25600,279563,233783.0,9132163.0
2015-12-08,25200,28850,24300,26800,641203,244742.0,9132163.0
2015-12-09,26800,28100,24550,25200,308756,230131.0,9132163.0
2015-12-10,24800,27500,24750,26850,442041,245199.0,9132163.0
2015-12-11,26800,27650,26300,27000,246442,246568.0,9132163.0
2015-12-14,26500,27800,25200,26150,220189,238806.0,9132163.0
2015-12-15,26450,26850,24650,25500,289532,232870.0,9132163.0
2015-12-16,25800,26250,24900,25150,150104,229674.0,9132163.0
2015-12-17,25600,26100,24450,25700,239604,234697.0,9132163.0
2015-12-18,25550,26250,25350,26200,115619,239263.0,9132163.0
2015-12-21,26600,26600,25450,26500,136842,242002.0,9132163.0
2015-12-22,26700,28300,26050,28200,348889,257527.0,9132163.0
2015-12-23,28300,28350,27650,28000,151408,255701.0,9132163.0
2015-12-24,28000,28300,27000,27150,124325,247938.0,9132163.0
2015-12-28,26800,27650,26600,27150,57398,247938.0,9132163.0
2015-12-29,27500,27850,26750,27850,81483,254331.0,9132163.0
2015-12-30,28050,28150,27550,28000,59462,255701.0,9132163.0
2016-01-04,28250,30150,27750,28700,399685,262093.0,9132163.0
2016-01-05,28050,29500,28000,28850,157453,263463.0,9132163.0
2016-01-06,28850,28900,27200,27950,233355,255244.0,9132163.0
2016-01-07,27600,28300,26050,26050,317085,237893.0,9132163.0
2016-01-08,25150,26450,25000,26200,222415,239263.0,9132163.0
2016-01-11,25750,26050,24500,24650,199952,225108.0,9132163.0
2016-01-12,24750,25300,24300,24650,128802,225108.0,9132163.0
2016-01-13,25000,29600,25000,28250,629531,257984.0,9132163.0
2016-01-14,27700,30450,27350,29300,368457,267572.0,9132163.0
2016-01-15,29750,31150,28500,28800,244574,263006.0,9132163.0
2016-01-18,28200,30100,28050,29500,151552,269399.0,9132163.0
2016-01-19,29200,30250,28900,30250,158488,276248.0,9132163.0
2016-01-20,30250,30650,27700,28350,203205,258897.0,9132163.0
2016-01-21,28350,29700,27350,28350,219265,258897.0,9132163.0
2016-01-22,29000,29500,28400,29400,185604,268486.0,9132163.0
2016-01-25,29600,30100,28600,28800,198302,263006.0,9132163.0
2016-01-26,28650,28650,25800,27250,426423,248851.0,9132163.0
2016-01-27,27350,27700,26900,27200,167043,248395.0,9132163.0
2016-01-28,27000,27500,26350,26900,89122,245655.0,9132163.0
2016-01-29,27300,28300,27200,27450,150669,250678.0,9132163.0
2016-02-01,27450,27850,26250,26250,139627,239719.0,9132163.0
2016-02-02,26300,26400,24650,24900,268757,227391.0,9132163.0
2016-02-03,24850,25250,24250,24800,172090,226478.0,9132163.0
2016-02-04,25150,26100,24700,26000,179463,237436.0,9132163.0
2016-02-05,26050,26050,24400,25000,166143,228304.0,9132163.0
2016-02-11,23500,24300,22050,22050,306949,201364.0,9132163.0
2016-02-12,22050,22550,21200,22200,313207,202734.0,9132163.0
2016-02-15,22100,24150,22100,23750,222507,216889.0,9132163.0
2016-02-16,24000,24400,23450,23950,121507,218715.0,9132163.0
2016-02-17,23950,23950,22500,22550,91794,205930.0,9132163.0
2016-02-18,23000,23700,22900,23000,97656,210040.0,9132163.0
2016-02-19,22750,23500,22750,22900,43916,209127.0,9132163.0
2016-02-22,22900,23600,22900,23500,57713,214606.0,9132163.0
2016-02-23,24000,24100,22500,22600,97636,206387.0,9132163.0
2016-02-24,22600,23300,22300,23000,54617,210040.0,9132163.0
2016-02-25,23350,23350,22400,22400,48134,204560.0,9132163.0
2016-02-26,22750,24750,22600,24250,261920,221455.0,9132163.0
2016-02-29,24650,25150,24250,24750,149520,226021.0,9132163.0
2016-03-02,25000,25000,24350,24500,116726,223738.0,9132163.0
2016-03-03,24850,24850,24050,24600,96108,224651.0,9132163.0
2016-03-04,24700,24700,24250,24550,70666,224195.0,9132163.0
2016-03-07,24800,25400,24550,24800,118307,226478.0,9132163.0
2016-03-08,25000,25300,24550,24700,86592,225564.0,9132163.0
2016-03-09,24550,25450,23600,24400,289368,222825.0,9132163.0
2016-03-10,24350,24500,23700,23800,156214,217345.0,9132163.0
2016-03-11,24000,25050,23750,24750,274248,226021.0,9132163.0
2016-03-14,25100,26550,25000,26250,461275,239719.0,9132163.0
2016-03-15,26250,26300,25650,26000,129432,237436.0,9132163.0
2016-03-16,25950,26550,25650,26500,140936,242002.0,9132163.0
2016-03-17,26300,27300,26000,26050,177808,237893.0,9132163.0
2016-03-18,26500,26500,25150,25500,118838,232870.0,9132163.0
2016-03-21,25650,26300,25100,25200,109679,230131.0,9132163.0
2016-03-22,25450,25800,25050,25800,101272,235610.0,9132163.0
2016-03-23,26000,26000,25150,25150,56881,229674.0,9132163.0
2016-03-24,25000,25250,24650,25050,80653,228761.0,9132163.0
2016-03-25,25500,25800,25050,25750,121348,235153.0,9132163.0
2016-03-28,25750,25850,24550,24700,98543,225564.0,9132163.0
2016-03-29,24700,25000,24100,24500,75534,223738.0,9132163.0
2016-03-30,24800,24900,24400,24700,69914,225564.0,9132163.0
2016-03-31,25100,25600,24700,24700,115261,225564.0,9132163.0
2016-04-01,24700,24900,24150,24400,87720,222825.0,9132163.0
2016-04-04,26750,27350,25750,26750,513358,244285.0,9132163.0
2016-04-05,26750,28300,26150,28200,478748,257527.0,9132163.0
2016-04-06,28400,28750,27450,28650,332669,261636.0,9132163.0
2016-04-07,28550,29700,28150,28250,355686,257984.0,9132163.0
2016-04-08,28000,28450,26900,27550,247363,251591.0,9132163.0
2016-04-11,27600,28850,27500,28550,298160,260723.0,9132163.0
2016-04-12,28550,28650,27750,28150,94458,257070.0,9132163.0
2016-04-14,28100,28450,27550,28000,111099,255701.0,9132163.0
2016-04-15,27950,28850,27850,28800,173923,263006.0,9132163.0
2016-04-18,28850,29600,28350,29550,216238,269855.0,9132163.0
2016-04-19,29800,30150,28650,29300,204120,267572.0,9132163.0
2016-04-20,29050,29650,28900,29350,138753,268029.0,9132163.0
2016-04-21,29600,29750,28850,29600,114967,270312.0,9132163.0
2016-04-22,29200,31300,28750,30000,661300,273965.0,9132163.0
2016-04-25,30300,30900,30000,30550,147949,278988.0,9132163.0
2016-04-26,30550,30900,29500,30050,162590,274421.0,9132163.0
2016-04-27,29900,31100,29750,29900,149492,273052.0,9132163.0
2016-04-28,30350,31700,30300,30300,256173,276705.0,9132163.0
2016-04-29,30450,30750,29750,30350,116704,277161.0,9132163.0
2016-05-02,30000,30050,29350,29450,102795,268942.0,9132163.0
2016-05-03,29300,29800,29050,29650,69451,270769.0,9132163.0
2016-05-04,29150,29500,28550,28800,96240,263006.0,9132163.0
2016-05-09,29050,29050,28000,28250,63528,257984.0,9132163.0
2016-05-10,28300,29550,28150,29500,93577,269399.0,9132163.0
2016-05-11,29900,29950,29450,29600,57360,270312.0,9132163.0
2016-05-12,29500,29500,29100,29450,55351,268942.0,9132163.0
2016-05-13,29700,30500,29600,30450,118044,278074.0,9132163.0
2016-05-16,30700,32100,30550,31800,245386,290403.0,9132163.0
2016-05-17,32500,33300,31400,31900,417086,291316.0,9132163.0
2016-05-18,31800,32550,30700,32350,175432,295425.0,9132163.0
2016-05-19,32350,33100,31450,32350,136735,295425.0,9132163.0
2016-05-20,31650,32550,31600,32450,83395,296339.0,9132163.0
2016-05-23,32700,34500,32400,34500,233591,315060.0,9132163.0
2016-05-24,34500,34700,33800,34500,154106,315060.0,9132163.0
2016-05-25,34700,36500,33800,35250,251782,321909.0,9132163.0
2016-05-26,35800,37150,34000,34000,341237,310494.0,9132163.0
2016-05-27,34350,35350,33350,35100,204709,320539.0,9132163.0
2016-05-30,35600,35800,34800,35400,133848,323279.0,9132163.0
2016-05-31,35250,35800,34650,35700,102264,326018.0,9132163.0
2016-06-01,35950,38150,35750,37350,255267,341086.0,9132163.0
2016-06-02,37550,37700,36100,36400,169544,332411.0,9132163.0
2016-06-03,37250,38300,36700,38050,154572,347479.0,9132163.0
2016-06-07,38800,39200,37950,38250,160505,349305.0,9132163.0
2016-06-08,38250,38300,35850,36200,302660,330584.0,9132163.0
2016-06-09,36450,36900,35000,36850,300476,336520.0,9132163.0
2016-06-10,36600,36750,35500,35500,141880,324192.0,9132163.0
2016-06-13,35050,36200,34100,35700,115949,326018.0,9132163.0
2016-06-14,35600,36500,34900,35750,111821,326475.0,9132163.0
2016-06-15,35550,36450,35050,35500,75347,324192.0,9132163.0
2016-06-16,35200,36000,33500,33500,187327,305927.0,9132163.0
2016-06-17,33600,35400,33600,34300,131974,313233.0,9132163.0
2016-06-20,34350,35350,34350,35150,70312,320996.0,9132163.0
2016-06-21,35650,35650,33600,33950,130787,310037.0,9132163.0
2016-06-22,33700,34000,33300,33400,90908,305014.0,9132163.0
2016-06-23,32850,32900,31500,32000,163546,292229.0,9132163.0
2016-06-24,32600,33050,29700,30600,356308,279444.0,9132163.0
2016-06-27,29100,31450,29100,30800,131145,281271.0,9132163.0
2016-06-28,30300,33050,30300,33000,202879,301361.0,9132163.0
2016-06-29,33600,34100,32850,33400,124033,305014.0,9132163.0
2016-06-30,33950,34950,33400,34100,160986,311407.0,9132163.0
2016-07-01,33650,34350,33200,33400,165220,305014.0,9132163.0
2016-07-04,33400,33400,32200,32300,190630,294969.0,9132163.0
2016-07-05,32300,32850,31950,32500,84769,296795.0,9132163.0
2016-07-06,32100,32400,30800,31100,177059,284010.0,9132163.0
2016-07-07,31550,31800,31050,31500,80715,287663.0,9132163.0
2016-07-08,32400,33700,32050,32400,315208,295882.0,9132163.0
2016-07-11,31900,32650,31300,32250,103851,294512.0,9132163.0
2016-07-12,32700,32700,30900,30950,154644,282640.0,9132163.0
2016-07-13,31100,31550,30650,31450,93864,287207.0,9132163.0
2016-07-14,31250,31250,30600,30750,80427,280814.0,9132163.0
2016-07-15,31500,32800,31500,32050,231299,292686.0,9132163.0
2016-07-18,31500,32300,31450,32050,70075,292686.0,9132163.0
2016-07-19,32550,34450,32250,33800,365564,308667.0,9132163.0
2016-07-20,33900,34050,33100,33950,170388,310037.0,9132163.0
2016-07-21,34000,34700,33700,34150,139456,311863.0,9132163.0
2016-07-22,34000,34250,33350,33600,90139,306841.0,9132163.0
2016-07-25,33500,34150,33050,33600,73371,306841.0,9132163.0
2016-07-26,33800,34950,33600,34600,135966,315973.0,9132163.0
2016-07-27,34650,35150,34450,34700,127630,316886.0,9132163.0
2016-07-28,34650,35100,34500,35000,105335,319626.0,9132163.0
2016-07-29,36000,36200,35250,35900,197415,327845.0,9132163.0
2016-08-01,35900,35900,32500,34900,329832,318712.0,9132163.0
2016-08-02,35250,35450,34100,34300,94182,313233.0,9132163.0
2016-08-03,33700,34400,33350,33600,149187,306841.0,9132163.0
2016-08-04,34200,34250,32600,32850,146470,299992.0,9132163.0
2016-08-05,33000,33000,31850,31900,179157,291316.0,9132163.0
2016-08-08,31900,32850,31900,32150,81281,293599.0,9132163.0
2016-08-09,32250,32450,31800,32350,72042,295425.0,9132163.0
2016-08-10,32300,32550,32050,32300,62658,294969.0,9132163.0
2016-08-11,32600,33050,32300,32350,60754,295425.0,9132163.0
2016-08-12,32600,32850,32000,32350,39800,295425.0,9132163.0
2016-08-16,32150,32300,30800,31000,185270,283097.0,9132163.0
2016-08-17,30900,30950,28400,29100,384156,265746.0,9132163.0
2016-08-18,29200,30700,29000,30350,190717,277161.0,9132163.0
2016-08-19,30400,30650,29250,29800,115102,272138.0,9132163.0
2016-08-22,29800,30850,29650,30250,116473,276248.0,9132163.0
2016-08-23,30500,30850,30200,30200,59135,275791.0,9132163.0
2016-08-24,30600,30600,29900,30000,60051,273965.0,9132163.0
2016-08-25,30000,30200,29250,30150,60962,275335.0,9132163.0
2016-08-26,30200,30500,29850,30200,45694,275791.0,9132163.0
2016-08-29,30200,30250,28800,29000,131133,264833.0,9132163.0
2016-08-30,29200,29750,28600,29000,116400,264833.0,9132163.0
2016-08-31,29000,29400,27750,28400,213390,259353.0,9132163.0
2016-09-01,28500,29300,28050,28650,88335,261636.0,9132163.0
2016-09-02,28650,29050,28400,28850,51347,263463.0,9132163.0
2016-09-05,29150,29150,28650,28800,44691,263006.0,9132163.0
2016-09-06,28800,29050,28150,28750,72534,262550.0,9132163.0
2016-09-07,28750,28800,27650,28000,127656,255701.0,9132163.0
2016-09-08,27750,28000,26900,27300,148454,249308.0,9132163.0
2016-09-09,27250,27250,26300,27150,95365,247938.0,9132163.0
2016-09-12,26500,26850,25950,25950,104894,236980.0,9132163.0
2016-09-13,26100,27800,26100,27500,120601,251134.0,9132163.0
2016-09-19,27900,28500,27600,28250,71006,257984.0,9132163.0
2016-09-20,28150,28600,27700,28500,66713,260267.0,9132163.0
2016-09-21,28450,28450,27750,27950,41961,255244.0,9132163.0
2016-09-22,28400,28400,27400,27950,87906,255244.0,9132163.0
2016-09-23,28000,28850,27600,28350,92355,258897.0,9132163.0
2016-09-26,28700,28700,27900,28000,50879,255701.0,9132163.0
2016-09-27,27500,28150,27500,28050,51198,256157.0,9132163.0
2016-09-28,28050,28100,27500,27500,70841,251134.0,9132163.0
2016-09-29,27700,27750,26900,27000,94217,246568.0,9132163.0
2016-09-30,26800,27350,26400,26450,67767,241546.0,9132163.0
2016-10-04,26950,28550,26800,28000,184288,255701.0,9132163.0
2016-10-05,28100,28100,27500,27550,45024,251591.0,9132163.0
2016-10-06,27700,28350,27550,27850,72557,254331.0,9132163.0
2016-10-07,27750,27900,26900,27200,70188,248395.0,9132163.0
2016-10-10,26950,27950,26950,27250,61757,248851.0,9132163.0
2016-10-11,27050,27450,26800,27100,76164,247482.0,9132163.0
2016-10-12,27000,27650,26800,26800,70735,244742.0,9132163.0
2016-10-13,26850,26900,26400,26400,59552,241089.0,9132163.0
2016-10-14,26450,26700,25850,26100,83500,238349.0,9132163.0
2016-10-17,26300,27400,26250,27050,129540,247025.0,9132163.0
2016-10-18,27050,27150,26600,27000,53637,246568.0,9132163.0
2016-10-19,27300,27300,26600,26700,51397,243829.0,9132163.0
2016-10-20,26900,27700,26400,26550,120288,242459.0,9132163.0
2016-10-21,26500,26750,25750,25750,93484,235153.0,9132163.0
2016-10-24,25650,25650,24150,24500,215153,223738.0,9132163.0
2016-10-25,24400,25500,23950,25250,132235,230587.0,9132163.0
2016-10-26,25200,25250,24200,25200,65711,230131.0,9132163.0
2016-10-27,25300,25700,25100,25650,61609,234240.0,9132163.0
2016-10-28,25700,26150,25200,25250,88947,230587.0,9132163.0
2016-10-31,24850,25300,24050,24050,66502,219629.0,9132163.0
2016-11-01,23900,24300,23700,23900,67412,218259.0,9132163.0
2016-11-02,23450,23550,22000,22150,179945,202277.0,9132163.0
2016-11-03,21850,22900,21850,22900,131623,209127.0,9132163.0
2016-11-04,22650,23300,22250,23100,47970,210953.0,9132163.0
2016-11-07,23500,24000,23450,24000,85127,219172.0,9132163.0
2016-11-08,24200,24550,23650,23900,77694,218259.0,9132163.0
2016-11-09,23950,24200,21400,22500,179720,205474.0,9132163.0
2016-11-10,22850,23000,20700,20900,370263,190862.0,9132163.0
2016-11-11,21000,21450,20850,21000,101879,191775.0,9132163.0
2016-11-14,21150,21450,20900,21000,72538,191775.0,9132163.0
2016-11-15,21150,21300,19750,19900,226783,181730.0,9132163.0
2016-11-16,20000,20350,19950,20300,102869,185383.0,9132163.0
2016-11-17,20400,21450,20000,21400,192341,195428.0,9132163.0
2016-11-18,21550,21550,20600,20900,95978,190862.0,9132163.0
2016-11-21,20700,20750,19950,19950,66643,182187.0,9132163.0
2016-11-22,20050,20400,19400,19400,106812,177164.0,9132163.0
2016-11-23,19600,19850,18650,18650,107277,170315.0,9132163.0
2016-11-24,18550,19050,18050,18100,102673,165292.0,9132163.0
2016-11-25,18000,18450,17800,18250,88515,166662.0,9132163.0
2016-11-28,18200,18350,17100,17250,146126,157530.0,9132163.0
2016-11-29,17300,18150,17250,17850,144750,163009.0,9132163.0
2016-11-30,18000,18100,17300,17600,72397,160726.0,9132163.0
2016-12-01,17700,17750,17000,17300,126867,157986.0,9132163.0
2016-12-02,17150,17300,16800,16850,78456,153877.0,9132163.0
2016-12-05,16750,16750,15950,16450,140986,150224.0,9132163.0
2016-12-06,16500,17300,16500,17000,99213,155247.0,9132163.0
2016-12-07,17300,17300,16650,17050,74485,155703.0,9132163.0
2016-12-08,17150,18800,17150,18800,230216,171685.0,9132163.0
2016-12-09,18500,19400,18350,18700,186806,170771.0,9132163.0
2016-12-12,19000,19700,19000,19200,155865,175338.0,9132163.0
2016-12-13,19400,19700,19000,19650,104555,179447.0,9132163.0
2016-12-14,20000,20000,19050,19200,117761,175338.0,9132163.0
2016-12-15,18950,21500,18750,21450,452433,195885.0,9132163.0
2016-12-16,21700,22400,21150,21950,385679,200451.0,9132163.0
2016-12-19,22300,22300,21350,22100,130260,201821.0,9132163.0
2016-12-20,22100,22150,21350,21400,112259,195428.0,9132163.0
2016-12-21,21400,21600,21050,21200,74541,193602.0,9132163.0
2016-12-22,21200,21400,20450,20800,99343,189949.0,9132163.0
2016-12-23,21050,21550,20850,21400,78995,195428.0,9132163.0
2016-12-26,21400,22150,21350,22100,153670,201821.0,9132163.0
2016-12-27,22100,23200,21950,23200,202521,211866.0,9132163.0
2016-12-28,23500,23500,22700,23100,109400,210953.0,9132163.0
2016-12-29,22900,23550,22600,23150,97028,211410.0,9132163.0
2017-01-02,22450,22500,22050,22050,144263,201364.0,9132163.0
2017-01-03,22150,23150,21800,23000,120911,210040.0,9132163.0
2017-01-04,22950,23050,22250,22250,110267,203191.0,9132163.0
2017-01-05,22550,22650,21850,22200,63453,202734.0,9132163.0
2017-01-06,22150,22650,21700,22550,108050,205930.0,9132163.0
2017-01-09,22400,23750,22000,23700,187217,216432.0,9132163.0
2017-01-10,23600,24750,23350,24250,248830,221455.0,9132163.0
2017-01-11,24350,24450,23600,23800,120316,217345.0,9132163.0
2017-01-12,23900,24250,23300,24200,98728,220998.0,9132163.0
2017-01-13,24050,25150,24050,24250,143030,221455.0,9132163.0
