지엠피(018290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-12,47659,48183,47659,48170,2000,52080.0,1120000.0
1999-04-13,48183,48183,48183,48170,0,52080.0,1120000.0
1999-04-14,49213,49213,49213,49200,2900,53200.0,1120000.0
1999-04-15,50243,50243,50243,50244,1800,54320.0,1120000.0
1999-04-16,50243,50243,50243,50244,0,54320.0,1120000.0
1999-04-19,51287,51287,51287,51274,2000,55440.0,1120000.0
1999-04-20,52303,52303,52303,52304,1390,56560.0,1120000.0
1999-04-21,52821,52821,52821,52826,300,57120.0,1120000.0
1999-04-22,46611,52303,46611,52304,500100,56560.0,1120000.0
1999-04-23,52310,52310,50765,50752,6000,54880.0,1120000.0
1999-04-26,44712,44712,44712,44699,200,48328.0,1120000.0
1999-04-27,44712,44712,44712,44699,0,48328.0,1120000.0
1999-04-28,49717,49717,49717,49722,2000,53760.0,1120000.0
1999-04-29,50765,50765,50765,50752,1000,54880.0,1120000.0
1999-04-30,51791,51791,51791,51796,1000,56000.0,1120000.0
1999-05-03,52821,52821,52821,52826,1000,57120.0,1120000.0
1999-05-04,53869,53869,53869,53856,1000,58240.0,1120000.0
1999-05-06,53869,60085,53869,53856,6310,58240.0,1120000.0
1999-05-07,53869,53869,53869,53856,0,58240.0,1120000.0
1999-05-10,53869,53869,53869,53856,19200,58240.0,1120000.0
1999-05-11,56969,56969,56969,56974,9000,61600.0,1120000.0
1999-05-12,56969,58110,56969,56974,13650,61600.0,1120000.0
1999-05-13,56969,56969,56969,56974,38200,61600.0,1120000.0
1999-05-14,56969,57071,56969,56974,15100,61600.0,1120000.0
1999-05-17,56983,58017,56983,58004,3000,62720.0,1120000.0
1999-05-18,59572,60082,58009,59049,45300,63840.0,1120000.0
1999-05-19,66090,66090,60078,60079,2970,64960.0,1120000.0
1999-05-20,67228,67228,59551,59556,15570,64400.0,1120000.0
1999-05-21,60581,60581,59036,59246,24140,64064.0,1120000.0
1999-05-24,60082,60082,58009,59049,5000,63840.0,1120000.0
1999-05-25,59581,60091,59581,59669,5060,64512.0,1120000.0
1999-05-26,66824,66824,60084,61221,8410,66192.0,1120000.0
1999-05-27,63186,63186,57494,62152,11690,67200.0,1120000.0
1999-05-28,62681,69612,62681,64227,33950,69440.0,1120000.0
1999-05-31,71473,71473,65256,67331,27120,72800.0,1120000.0
1999-06-01,73036,73036,66291,69405,31670,75040.0,1120000.0
1999-06-02,67333,76661,67333,68883,2790,74480.0,1120000.0
1999-06-03,67330,67330,64222,67331,4590,72800.0,1120000.0
1999-06-04,59547,67326,59240,59246,9410,64064.0,1120000.0
1999-06-07,59253,62686,55941,61532,21200,66528.0,1120000.0
1999-06-08,61111,65254,61111,63084,16450,68208.0,1120000.0
1999-06-09,64223,64223,59046,61631,14180,66640.0,1120000.0
1999-06-10,57489,62671,56042,61109,43270,66080.0,1120000.0
1999-06-11,61221,68374,61221,68361,175310,73920.0,1120000.0
1999-06-14,70443,76539,65262,76544,719090,82768.0,1120000.0
1999-06-15,85677,85677,75620,78209,202240,84560.0,1120000.0
1999-06-16,86499,87538,82881,87423,213560,94528.0,1120000.0
1999-06-17,87430,90112,82860,85970,254480,92960.0,1120000.0
1999-06-18,84825,84927,81939,84728,131760,91616.0,1120000.0
1999-06-21,84751,84751,81318,82767,45780,89488.0,1120000.0
1999-06-22,81833,82873,76651,76657,66700,82880.0,1120000.0
1999-06-23,71482,72516,67539,68361,72410,73920.0,1120000.0
1999-06-24,62161,71491,62161,70336,48230,76048.0,1120000.0
1999-06-25,66508,69923,64231,66287,15350,71680.0,1120000.0
1999-06-28,68249,68249,62149,62971,51070,68096.0,1120000.0
1999-06-29,62982,63186,55522,60079,53070,64960.0,1120000.0
1999-06-30,58003,64223,54895,54900,72080,59360.0,1120000.0
1999-07-01,61432,61432,61432,61419,11060,66416.0,1120000.0
1999-07-02,68779,68779,66808,67119,58160,72576.0,1120000.0
1999-07-05,67109,67109,64219,64734,40690,70000.0,1120000.0
1999-07-06,64757,72522,64757,72509,105810,78400.0,1120000.0
1999-07-07,72522,76646,69409,73849,319200,79856.0,1120000.0
1999-07-08,72522,78738,67341,77589,719320,83888.0,1120000.0
1999-07-09,85967,85967,78716,78717,104440,85120.0,1120000.0
1999-07-12,79761,84943,78829,78830,109760,85232.0,1120000.0
1999-07-13,79765,79765,73544,76657,82100,82880.0,1120000.0
1999-07-14,76659,76659,71478,76544,38810,82768.0,1120000.0
1999-07-15,76449,77688,69417,75091,283460,81200.0,1120000.0
1999-07-16,75615,76653,72729,75091,61860,81200.0,1120000.0
1999-07-19,77703,79776,75629,78520,122010,84896.0,1120000.0
1999-07-20,79551,79773,75102,75613,90530,81760.0,1120000.0
1999-07-21,77176,79041,75103,77687,121870,84000.0,1120000.0
1999-07-22,77700,77700,75627,77687,121680,84000.0,1120000.0
1999-07-23,77699,77699,74592,75613,67180,81760.0,1120000.0
1999-07-26,79748,79748,73546,77165,96560,83440.0,1120000.0
1999-07-27,76643,80785,76133,78717,75470,85120.0,1120000.0
1999-07-28,79766,79766,77697,79141,60040,85568.0,1120000.0
1999-07-29,80699,88038,78204,88043,100180,95200.0,1120000.0
1999-07-30,98603,98603,93217,98400,196220,106400.0,1120000.0
1999-08-02,96019,101507,96019,98400,91810,106400.0,1120000.0
1999-08-03,97363,98398,91147,93222,57120,100800.0,1120000.0
1999-08-04,97056,97056,88056,95818,47030,103600.0,1120000.0
1999-08-05,92709,95613,87528,88043,57690,95200.0,1120000.0
1999-08-06,80702,98524,80702,97370,88170,105280.0,1120000.0
1999-08-09,85766,91982,85766,90118,128790,97440.0,1120000.0
1999-08-10,90138,90138,81848,84841,35620,91728.0,1120000.0
1999-08-11,78734,84732,75204,75613,238150,81760.0,1120000.0
1999-08-12,78740,84433,78740,81835,84170,88480.0,1120000.0
1999-08-13,82768,82870,76654,82244,71540,88928.0,1120000.0
1999-08-16,84951,85985,82348,83797,72520,90608.0,1120000.0
1999-08-17,86088,86088,73962,80791,31540,87360.0,1120000.0
1999-08-18,71474,77691,71168,76657,48700,82880.0,1120000.0
1999-08-19,67541,79774,67541,77687,67390,84000.0,1120000.0
1999-08-20,79240,79764,75621,78308,36630,84672.0,1120000.0
1999-08-23,79780,84433,75633,80171,140700,86688.0,1120000.0
1999-08-24,79677,83922,77196,81835,132560,88480.0,1120000.0
1999-08-25,80801,81534,76863,78209,46410,84560.0,1120000.0
1999-08-26,77688,79136,75619,77165,45020,83440.0,1120000.0
1999-08-27,73553,78210,73553,75613,17080,81760.0,1120000.0
1999-08-30,77691,77691,72509,76657,29890,82880.0,1120000.0
1999-08-31,75092,75092,72513,74893,28090,80976.0,1120000.0
1999-09-01,77674,77674,71986,75402,27830,81536.0,1120000.0
1999-09-02,74387,74387,67336,72198,33260,78064.0,1120000.0
1999-09-03,72518,73552,68473,73539,15660,79520.0,1120000.0
1999-09-06,75096,76436,72289,74470,25790,80528.0,1120000.0
1999-09-07,73232,75305,72624,73849,18250,79856.0,1120000.0
1999-09-08,74589,75099,73025,74372,63120,80416.0,1120000.0
1999-09-09,72611,74578,72611,74583,23690,80640.0,1120000.0
1999-09-10,72921,76641,71989,73539,22870,79520.0,1120000.0
1999-09-13,74582,74582,73019,73228,21650,79184.0,1120000.0
1999-09-14,73230,73230,65266,68361,25490,73920.0,1120000.0
1999-09-15,64324,72512,64324,67331,56150,72800.0,1120000.0
1999-09-16,69399,70434,63183,69405,52930,75040.0,1120000.0
1999-09-17,69406,72297,67333,72297,60740,78176.0,1120000.0
1999-09-20,73548,73548,67536,71888,30020,77728.0,1120000.0
1999-09-21,72525,72525,68382,70336,45110,76048.0,1120000.0
1999-09-22,70354,70354,70354,70336,0,76048.0,1120000.0
1999-09-27,70354,70354,70354,70336,0,,
1999-09-28,70354,70354,70354,70336,0,,
1999-09-29,61978,69386,61978,61983,45604,59024.0,11200000.0
1999-09-30,54577,58808,54577,58809,130033,56000.0,11200000.0
1999-10-01,58691,61748,54103,57045,32186,54320.0,11200000.0
1999-10-04,57042,60572,54338,56212,22681,53536.0,11200000.0
1999-10-05,49519,62925,49519,58682,388994,55888.0,11200000.0
1999-10-06,58568,59978,54694,58216,82836,55440.0,11200000.0
1999-10-07,59270,59742,56105,57624,106230,54880.0,11200000.0
1999-10-08,55275,58569,53865,57624,109719,54880.0,11200000.0
1999-10-11,56463,64344,55275,63041,459103,60032.0,11200000.0
1999-10-12,56681,70561,56681,70562,916276,67200.0,11200000.0
1999-10-13,71389,72920,64682,69391,694128,66080.0,11200000.0
1999-10-14,67050,67050,61173,65863,203823,62720.0,11200000.0
1999-10-15,63045,68802,62929,65751,131122,62608.0,11200000.0
1999-10-18,61266,65738,61266,64565,157815,61488.0,11200000.0
1999-10-19,64929,68821,62466,64100,324309,61040.0,11200000.0
1999-10-20,65861,69873,62924,68093,617468,64848.0,11200000.0
1999-10-21,70585,70585,64810,65863,341733,62720.0,11200000.0
1999-10-22,65879,67048,62938,64692,152515,61600.0,11200000.0
1999-10-25,65980,66337,62343,65624,142700,62496.0,11200000.0
1999-10-26,65617,73383,64805,73384,1115620,69888.0,11200000.0
1999-10-27,74107,81868,71746,74089,1119381,70560.0,11200000.0
1999-10-28,73521,74816,67644,69278,347928,65968.0,11200000.0
1999-10-29,69159,74104,64099,69504,875341,66192.0,11200000.0
1999-11-01,70583,76460,70583,73511,793585,70000.0,11200000.0
1999-11-02,73378,75855,71151,72325,686590,68880.0,11200000.0
1999-11-03,71757,79281,70704,76925,1354467,73248.0,11200000.0
1999-11-04,77626,83518,76452,79394,783303,75600.0,11200000.0
1999-11-05,80563,81756,76574,77391,562371,73696.0,11200000.0
1999-11-08,79849,86557,77029,84911,1435928,80864.0,11200000.0
1999-11-09,85268,85861,74802,79155,578826,75376.0,11200000.0
1999-11-10,78211,85869,77867,82442,930446,78512.0,11200000.0
1999-11-11,82108,85861,78930,81158,688091,77280.0,11200000.0
1999-11-12,81741,88212,77626,82795,968083,78848.0,11200000.0
1999-11-15,83512,85873,79996,84093,537358,80080.0,11200000.0
1999-11-16,87483,87483,80432,81694,392077,64848.0,11200000.0
1999-11-17,80438,85382,76207,80424,717751,63840.0,11200000.0
1999-11-18,76343,79725,70837,74780,315815,59360.0,11200000.0
1999-11-19,73948,81134,73387,80424,642235,63840.0,11200000.0
1999-11-22,80304,80304,76212,76756,271510,60928.0,11200000.0
1999-11-23,78168,80989,76197,78308,942745,62160.0,11200000.0
1999-11-24,76202,82131,73382,82117,1394290,87998.0,15120000.0
1999-11-25,81981,89473,77611,81694,1894707,87545.0,15120000.0
1999-11-26,79015,83956,71965,75486,848989,80892.0,15120000.0
1999-11-29,67166,80429,67166,76050,936767,81497.0,15120000.0
1999-11-30,76477,77465,69138,69278,401889,74239.0,15120000.0
1999-12-01,68854,68854,61093,62082,583629,66528.0,15120000.0
1999-12-02,64634,65752,56446,60812,536306,65167.0,15120000.0
1999-12-03,60805,62081,57289,62082,323414,66528.0,15120000.0
1999-12-06,62097,66480,61382,62505,978297,66982.0,15120000.0
1999-12-07,61380,61960,55044,55592,561215,59573.0,15120000.0
1999-12-08,55039,59270,48958,53616,518442,57456.0,15120000.0
1999-12-09,49532,59960,49379,59965,943869,64260.0,15120000.0
1999-12-10,62085,63495,57854,59965,790943,64260.0,15120000.0
1999-12-13,57851,57851,52771,54322,646569,69854.0,18144000.0
1999-12-14,55179,58561,51088,56015,790252,72032.0,18144000.0
1999-12-15,56440,57850,52483,52911,637242,68040.0,18144000.0
1999-12-16,55602,57726,50796,55027,716903,70762.0,18144000.0
1999-12-17,53475,53628,48549,50795,438350,65318.0,18144000.0
1999-12-20,46570,50801,46009,47267,393217,60782.0,18144000.0
1999-12-21,47549,49673,42200,44868,612188,57698.0,18144000.0
1999-12-22,44880,49110,40923,47126,968043,60601.0,18144000.0
1999-12-23,47973,52783,47973,52769,698056,67859.0,18144000.0
1999-12-24,55458,58974,52210,58414,824796,75116.0,18144000.0
1999-12-27,58417,64772,54613,57708,953438,74209.0,18144000.0
1999-12-28,56446,58552,52350,55733,431353,71669.0,18144000.0
2000-01-04,56446,59962,52215,55733,194703,71669.0,18144000.0
2000-01-05,54329,55605,50952,55592,352709,71487.0,18144000.0
2000-01-06,55891,56453,50793,54181,328247,69673.0,18144000.0
2000-01-07,47966,56153,47966,54322,387067,69854.0,18144000.0
2000-01-10,55307,55730,51926,54886,302794,70580.0,18144000.0
2000-01-11,55035,56018,53625,55309,372167,71124.0,18144000.0
2000-01-12,55044,55313,52919,54604,321762,70217.0,18144000.0
2000-01-13,52911,55731,52911,54322,157179,69854.0,18144000.0
2000-01-14,53054,54191,51505,53616,203991,68947.0,18144000.0
2000-01-17,53620,53620,51634,52911,159333,68040.0,18144000.0
2000-01-18,53051,54326,52628,54040,204689,69492.0,18144000.0
2000-01-19,54329,57864,53480,55592,555556,71487.0,18144000.0
2000-01-20,55601,57721,52219,57708,559584,74209.0,18144000.0
2000-01-21,59263,64635,55733,64622,982101,83100.0,18144000.0
2000-01-24,64643,69862,63506,67585,834144,86910.0,18144000.0
2000-01-25,64914,66885,62808,64339,318695,82737.0,18144000.0
2000-01-26,64777,66748,62379,65186,235832,83825.0,18144000.0
2000-01-27,57437,64776,57437,64763,253529,83281.0,18144000.0
2000-01-28,64048,64762,61367,62082,187523,79834.0,18144000.0
2000-01-31,58559,62093,56453,59260,275465,76205.0,18144000.0
2000-02-01,59268,64770,57432,60953,459908,78382.0,18144000.0
2000-02-02,61107,66047,60119,63775,435186,82011.0,18144000.0
2000-02-03,63489,66870,63066,63916,302091,82192.0,18144000.0
2000-02-07,63917,71121,63917,67726,794644,87091.0,18144000.0
2000-02-08,68715,69003,62090,63775,319942,82011.0,18144000.0
2000-02-09,64626,64899,60956,61236,343835,78745.0,18144000.0
2000-02-10,61528,63077,56449,58272,371597,74935.0,18144000.0
2000-02-11,59262,60250,55036,55733,599655,71669.0,18144000.0
2000-02-14,56028,56877,52493,53616,203664,68947.0,18144000.0
2000-02-15,53907,55892,51935,55592,313465,71487.0,18144000.0
2000-02-16,55890,59406,54888,59119,276886,76023.0,18144000.0
2000-02-17,60678,63211,59695,61941,502679,79652.0,18144000.0
2000-02-18,62082,67871,59957,63493,750778,81648.0,18144000.0
2000-02-21,59260,62641,57139,62646,501589,80559.0,18144000.0
2000-02-22,61950,70138,61523,70125,1246224,90176.0,18144000.0
2000-02-23,71965,75481,62079,70406,975952,90539.0,18144000.0
2000-02-24,71974,74795,69135,71112,1191379,91446.0,18144000.0
2000-02-25,70541,71683,66042,69137,594913,88906.0,18144000.0
2000-02-28,64912,69003,62226,64198,342358,82555.0,18144000.0
2000-02-29,64054,68437,64054,65892,469333,84732.0,18144000.0
2000-03-02,70545,73788,70545,73793,323002,94893.0,18144000.0
2000-03-03,80428,82547,73377,82400,1059858,105961.0,18144000.0
2000-03-06,81835,88459,81835,83246,1019246,107050.0,18144000.0
2000-03-07,81126,81126,73379,73793,566823,94893.0,18144000.0
2000-03-08,73375,80139,67721,76897,641564,98885.0,18144000.0
2000-03-09,74794,80435,74794,77179,580139,99248.0,18144000.0
2000-03-10,78306,80004,70694,72805,496883,93623.0,18144000.0
2000-03-13,72797,81120,70826,77744,899254,99973.0,18144000.0
2000-03-14,79016,87051,79016,87056,1346350,111948.0,18144000.0
2000-03-15,97496,97496,91855,97497,1177435,125375.0,18144000.0
2000-03-16,108374,108374,85935,90301,3121591,116122.0,18144000.0
2000-03-17,93829,93829,79579,82400,1127858,105961.0,18144000.0
2000-03-20,75069,81712,72536,72523,460498,93260.0,18144000.0
2000-03-21,63915,66309,63915,63916,480723,82192.0,18144000.0
2000-03-22,64214,70978,64214,69842,692301,89813.0,18144000.0
2000-03-23,70541,72526,63782,67726,544348,87091.0,18144000.0
2000-03-24,68436,73223,64479,73228,395385,94167.0,18144000.0
2000-03-27,73224,80428,71967,78731,467525,101244.0,18144000.0
2000-03-28,78741,80438,73800,76756,302009,98703.0,18144000.0
2000-03-29,71968,73225,67584,68996,310935,88724.0,18144000.0
2000-03-30,69293,69293,60818,63352,208118,81467.0,18144000.0
2000-03-31,59958,68707,59262,64904,345043,83462.0,18144000.0
2000-04-03,65611,68993,58699,62082,174869,79834.0,18144000.0
2000-04-04,62092,62092,55310,59119,157937,76023.0,18144000.0
2000-04-06,59410,62379,57299,60107,123321,77293.0,18144000.0
2000-04-07,60114,65467,59961,65468,313029,84188.0,18144000.0
2000-04-10,66312,70135,66312,68572,328831,88180.0,18144000.0
2000-04-11,63496,63496,60388,60389,155263,77656.0,18144000.0
2000-04-12,59261,62216,56440,62082,152483,79834.0,18144000.0
2000-04-14,56448,61374,54750,56862,276488,73120.0,18144000.0
2000-04-17,50102,50798,50102,50089,25378,64411.0,18144000.0
2000-04-18,51635,53467,45145,49242,207594,63323.0,18144000.0
2000-04-19,50100,55041,50100,55027,326620,70762.0,18144000.0
2000-04-20,55738,58558,53632,57849,391231,74390.0,18144000.0
2000-04-21,58278,61368,57294,59401,380586,76386.0,18144000.0
2000-04-24,60542,60815,55309,57708,219268,74209.0,18144000.0
2000-04-25,53908,57866,53908,57426,112573,73846.0,18144000.0
2000-04-26,59263,60247,51638,53475,123332,68766.0,18144000.0
2000-04-27,50092,52217,47119,49383,111601,63504.0,18144000.0
2000-04-28,49377,54744,48389,54745,158725,70399.0,18144000.0
2000-05-02,55044,57729,53480,55592,122619,71487.0,18144000.0
2000-05-03,51074,56288,51074,53334,174097,68584.0,18144000.0
2000-05-04,53470,54458,51498,53475,160910,68766.0,18144000.0
2000-05-08,53474,56448,53474,54463,303372,70036.0,18144000.0
2000-05-09,48686,54461,48686,53052,121293,68221.0,18144000.0
2000-05-10,53045,54321,51501,54322,170499,69854.0,18144000.0
2000-05-12,54458,58554,52487,55874,395420,71850.0,18144000.0
2000-05-15,56445,58416,51365,56297,246748,72395.0,18144000.0
2000-05-16,56590,57151,53342,55027,220039,70762.0,18144000.0
2000-05-17,56450,60546,51083,53616,653861,68947.0,18144000.0
2000-05-18,53348,53348,47285,47267,165548,60782.0,18144000.0
2000-05-19,45156,46566,41640,43599,191556,56065.0,18144000.0
2000-05-22,39513,43471,38377,38378,128522,49352.0,18144000.0
2000-05-23,33868,35125,33868,34991,253653,44997.0,18144000.0
2000-05-24,33161,39089,30902,37532,246495,48263.0,18144000.0
2000-05-25,38795,41481,38100,41482,302721,53343.0,18144000.0
2000-05-26,41490,45452,36545,36685,528869,47174.0,18144000.0
2000-05-29,34855,35973,33153,34568,229843,44453.0,18144000.0
2000-05-30,35556,38102,34994,37955,289343,48807.0,18144000.0
2000-05-31,39517,41488,39517,41341,341563,53162.0,18144000.0
2000-06-01,42339,42339,39226,40777,239175,52436.0,18144000.0
2000-06-02,41779,42902,39229,40918,353553,52618.0,18144000.0
2000-06-05,41210,44457,40923,43034,403807,55339.0,18144000.0
2000-06-07,41057,48126,40361,48114,1000281,61871.0,18144000.0
2000-06-08,48687,50525,42472,44022,618114,56609.0,18144000.0
2000-06-09,39642,42323,39642,42329,165335,54432.0,18144000.0
2000-06-12,39507,44452,39507,43316,229138,55702.0,18144000.0
2000-06-13,41059,43184,39514,39789,132123,51166.0,18144000.0
2000-06-14,39796,41475,37671,38660,99574,49715.0,18144000.0
2000-06-15,39384,39384,34574,36685,207322,47174.0,18144000.0
2000-06-16,38102,38102,35556,37955,143197,48807.0,18144000.0
2000-06-19,37676,37815,35556,36967,97704,47537.0,18144000.0
2000-06-20,35707,38796,35707,37813,334301,48626.0,18144000.0
2000-06-21,38367,38654,37109,37249,209109,47900.0,18144000.0
2000-06-22,36688,37676,34856,35979,210269,46267.0,18144000.0
2000-06-23,34700,35702,34565,35415,132103,45541.0,18144000.0
2000-06-26,34147,35849,34147,35697,97499,45904.0,18144000.0
2000-06-27,35977,37387,34855,35556,183231,45723.0,18144000.0
2000-06-28,35972,39506,35698,36826,477032,47356.0,18144000.0
2000-06-29,36688,37249,35125,35979,118026,46267.0,18144000.0
2000-06-30,34572,35983,34572,35274,129459,45360.0,18144000.0
2000-07-03,35413,35701,34564,34991,209123,44997.0,18144000.0
2000-07-04,35701,35840,34564,34991,247198,44997.0,18144000.0
2000-07-05,34990,35551,31747,34568,222109,44453.0,18144000.0
2000-07-06,34147,34861,32462,33298,150769,42820.0,18144000.0
2000-07-07,32606,34156,32319,32593,202628,41913.0,18144000.0
2000-07-10,32736,34708,32462,33298,182856,42820.0,18144000.0
2000-07-11,33297,33876,32039,32875,151657,42276.0,18144000.0
2000-07-12,33167,33882,32472,32593,136057,41913.0,18144000.0
2000-07-13,32734,33027,31751,32452,119603,41731.0,18144000.0
2000-07-14,32461,34854,32308,34145,193527,43908.0,18144000.0
2000-07-18,34855,38232,34855,38237,253718,49170.0,18144000.0
2000-07-19,40795,42206,35985,37108,992685,47719.0,18144000.0
2000-07-20,33882,38808,33882,37672,242913,48444.0,18144000.0
2000-07-21,38656,41343,37539,40494,374536,52073.0,18144000.0
2000-07-24,39645,45305,39645,45292,872578,58242.0,18144000.0
2000-07-25,44725,47123,39937,42893,548482,55158.0,18144000.0
2000-07-26,43612,47281,43050,43599,496218,56065.0,18144000.0
2000-07-27,44456,45152,41060,42611,410532,54795.0,18144000.0
2000-07-28,41628,44021,39642,42329,388942,54432.0,18144000.0
2000-07-31,40924,45020,40789,43457,561962,55884.0,18144000.0
2000-08-01,43744,48550,42334,48537,701234,62415.0,18144000.0
2000-08-02,48678,50088,46554,47408,543070,60964.0,18144000.0
2000-08-03,48118,48679,46420,47831,413465,61508.0,18144000.0
2000-08-04,46721,47416,43612,45009,327782,57879.0,18144000.0
2000-08-07,42463,46425,42463,44727,381265,57516.0,18144000.0
2000-08-08,43868,45571,41628,42329,375038,54432.0,18144000.0
2000-08-09,41065,42762,39515,41200,261299,52980.0,18144000.0
2000-08-10,41906,42194,40209,42046,214979,54069.0,18144000.0
2000-08-11,38235,41630,38235,40494,206096,52073.0,18144000.0
2000-08-14,41907,41907,40070,41059,116540,52799.0,18144000.0
2000-08-16,39653,41490,39653,40777,164089,52436.0,18144000.0
2000-08-17,41642,43321,40213,40353,452293,51892.0,18144000.0
2000-08-18,40502,40925,38953,39789,114576,51166.0,18144000.0
2000-08-21,40205,41768,39082,40071,101944,51529.0,18144000.0
2000-08-22,39802,40637,39092,39789,103462,51166.0,18144000.0
2000-08-23,39509,39643,36957,38660,121331,49715.0,18144000.0
2000-08-24,38238,39509,35705,35979,106270,46267.0,18144000.0
2000-08-25,36129,40207,35415,40212,182147,51710.0,18144000.0
2000-08-28,40639,45023,39517,45009,1555771,57879.0,18144000.0
2000-08-29,45997,46419,42327,43316,1211511,55702.0,18144000.0
2000-08-30,43743,44457,40923,43034,456941,55339.0,18144000.0
2000-08-31,43049,43610,38957,40777,289680,52436.0,18144000.0
2000-09-01,38107,41355,38107,40353,201718,51892.0,18144000.0
2000-09-04,40927,42337,40371,41341,241387,53162.0,18144000.0
2000-09-05,40931,42053,39808,40918,140919,52618.0,18144000.0
2000-09-06,40216,41639,40216,41200,92317,52980.0,18144000.0
2000-09-07,39652,41216,38108,39365,116956,50622.0,18144000.0
2000-09-08,39372,40207,37962,39225,112840,50440.0,18144000.0
2000-09-14,38381,38381,36702,37672,108406,48444.0,18144000.0
2000-09-15,37687,39097,37687,38096,58773,48989.0,18144000.0
2000-09-18,36823,38367,33575,33581,115296,43183.0,18144000.0
2000-09-19,31189,35554,31189,32452,231779,41731.0,18144000.0
2000-09-20,34577,36275,33589,36262,272488,46630.0,18144000.0
2000-09-21,36823,37537,32457,33581,226786,43183.0,18144000.0
2000-09-22,31885,32311,29625,31041,157340,39917.0,18144000.0
2000-09-25,29624,32171,29624,31323,87166,40280.0,18144000.0
2000-09-26,31319,32029,30465,31746,85917,40824.0,18144000.0
