이크레더블(092130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-06-22,8278,8529,8108,8369,4712,102828.0,2460000.0
2009-06-23,8108,8388,8108,8369,1299,102828.0,2460000.0
2009-06-24,8398,8649,8388,8569,5141,105288.0,2460000.0
2009-06-25,8769,8769,8278,8289,5086,101844.0,2460000.0
2009-06-26,8188,8569,7948,8089,13671,99384.0,2460000.0
2009-06-29,8028,8268,7848,8009,2414,98400.0,2460000.0
2009-06-30,8188,8188,7608,7908,2150,97170.0,2460000.0
2009-07-01,8028,8058,7578,7888,5895,96924.0,2460000.0
2009-07-02,8068,8208,7528,8009,7878,98400.0,2460000.0
2009-07-03,7988,8408,7808,8369,9969,102828.0,2460000.0
2009-07-06,8248,8509,8248,8389,6598,103074.0,2460000.0
2009-07-07,8609,8709,8108,8289,6281,101844.0,2460000.0
2009-07-08,8268,8268,8068,8269,3945,101598.0,2460000.0
2009-07-09,8268,8288,8128,8229,4137,101106.0,2460000.0
2009-07-10,8228,8479,8118,8259,3587,101475.0,2460000.0
2009-07-13,8168,8569,7968,8209,6274,100860.0,2460000.0
2009-07-14,8128,8418,7988,8209,4911,100860.0,2460000.0
2009-07-15,8208,8308,8078,8229,2626,101106.0,2460000.0
2009-07-16,8228,9460,8228,9290,65376,114144.0,2460000.0
2009-07-17,9319,9329,8048,8409,56077,103320.0,2460000.0
2009-07-20,8338,8729,8328,8579,19512,105411.0,2460000.0
2009-07-21,8609,8809,8519,8659,13793,106395.0,2460000.0
2009-07-22,9009,9009,8659,8849,10702,108732.0,2460000.0
2009-07-23,8889,9009,8549,8869,9267,108978.0,2460000.0
2009-07-24,8849,9149,8809,9030,7876,110946.0,2460000.0
2009-07-27,9049,10351,8949,10151,62529,124722.0,2460000.0
2009-07-28,10611,10611,9770,9770,40776,120048.0,2460000.0
2009-07-29,9800,10150,9770,10031,14373,123246.0,2460000.0
2009-07-30,10110,10411,9970,10111,14326,124230.0,2460000.0
2009-07-31,10290,10290,9930,10111,14410,124230.0,2460000.0
2009-08-03,10130,10391,9970,9971,13742,122508.0,2460000.0
2009-08-04,10010,10090,9750,9911,7482,121770.0,2460000.0
2009-08-05,9930,10050,9780,9901,8386,121647.0,2460000.0
2009-08-06,9900,10110,9710,9911,4120,121770.0,2460000.0
2009-08-07,9910,10611,9810,10411,16624,127920.0,2460000.0
2009-08-10,10991,10991,10310,10511,21680,129150.0,2460000.0
2009-08-11,10511,10751,10331,10671,10049,131118.0,2460000.0
2009-08-12,10771,10771,10331,10511,20202,129150.0,2460000.0
2009-08-13,10511,11011,10331,10932,18547,134316.0,2460000.0
2009-08-14,11111,11552,11011,11412,29730,140220.0,2460000.0
2009-08-17,0,0,0,12533,87741,153996.0,2460000.0
2009-08-18,11872,11872,10671,10671,154009,131118.0,2460000.0
2009-08-19,10250,11151,10050,10431,70245,128166.0,2460000.0
2009-08-20,10671,10951,10250,10451,38340,128412.0,2460000.0
2009-08-21,10270,10391,9069,9540,63026,117219.0,2460000.0
2009-08-24,9540,9700,9009,9340,31952,114759.0,2460000.0
2009-08-25,9209,9960,9209,9921,28474,121893.0,2460000.0
2009-08-26,10030,10110,9640,9690,25476,119064.0,2460000.0
2009-08-27,9950,10230,9690,10071,35962,123738.0,2460000.0
2009-08-28,10170,10190,9730,9820,46736,120663.0,2460000.0
2009-08-31,9810,9950,9390,9390,57663,115374.0,2460000.0
2009-09-01,10750,10750,9600,9730,292339,23936.0,2460000.0
2009-09-02,9630,9730,9400,9400,50225,23124.0,2460000.0
2009-09-03,9450,9680,9310,9400,19317,23124.0,2460000.0
2009-09-04,9400,9540,9000,9040,21750,22238.0,2460000.0
2009-09-07,9160,9160,8300,8500,47283,20910.0,2460000.0
2009-09-08,8480,8830,8460,8750,28701,21525.0,2460000.0
2009-09-09,8650,8910,8650,8810,23657,21673.0,2460000.0
2009-09-10,8850,9000,8820,9000,15133,22140.0,2460000.0
2009-09-11,9000,9240,8990,9120,13467,22435.0,2460000.0
2009-09-14,8810,9190,8780,8780,13457,21599.0,2460000.0
2009-09-15,8940,8940,8620,8700,11990,21402.0,2460000.0
2009-09-16,8750,8850,8500,8500,44847,20910.0,2460000.0
2009-09-17,8510,8600,8470,8540,12032,21008.0,2460000.0
2009-09-18,8500,8650,8400,8650,11489,21279.0,2460000.0
2009-09-21,8020,8100,7360,7360,367365,90481.0,12293600.0
2009-09-22,7370,7440,6950,7000,222011,86055.0,12293600.0
2009-09-23,7050,7620,7000,7400,215473,90973.0,12293600.0
2009-09-24,7210,7350,7060,7070,69503,86916.0,12293600.0
2009-09-25,6900,7070,6730,6800,73611,83596.0,12293600.0
2009-09-28,6710,6840,6020,6830,78898,83965.0,12293600.0
2009-09-29,6920,6920,6550,6650,50543,81752.0,12293600.0
2009-09-30,6560,6600,6030,6110,123221,75114.0,12293600.0
2009-10-01,6040,6090,5600,5660,163751,69582.0,12293600.0
2009-10-05,5710,6100,5380,5800,145030,71303.0,12293600.0
2009-10-06,6000,6000,5600,5600,36238,68844.0,12293600.0
2009-10-07,5620,5900,5610,5730,49627,70442.0,12293600.0
2009-10-08,5710,6580,5710,6550,231146,80523.0,12293600.0
2009-10-09,6490,6990,6340,6740,98591,82859.0,12293600.0
2009-10-12,6850,6850,6510,6600,22315,81138.0,12293600.0
2009-10-13,6410,6650,6330,6500,46349,79908.0,12293600.0
2009-10-14,6690,6690,6250,6280,41537,77204.0,12293600.0
2009-10-15,6450,6450,6260,6260,18940,76958.0,12293600.0
2009-10-16,6260,6360,6040,6100,61507,74991.0,12293600.0
2009-10-19,6030,6390,5970,6100,24233,74991.0,12293600.0
2009-10-20,6240,6480,6100,6310,33741,77573.0,12293600.0
2009-10-21,6110,6260,6050,6180,36456,75974.0,12293600.0
2009-10-22,5970,6130,5790,5790,141203,71180.0,12293600.0
2009-10-23,5810,5880,5700,5700,35930,70074.0,12293600.0
2009-10-26,5700,5750,5530,5540,38483,68107.0,12293600.0
2009-10-27,5540,5780,5410,5700,60983,70074.0,12293600.0
2009-10-28,5830,5830,5320,5490,36499,67492.0,12293600.0
2009-10-29,5410,5410,5080,5150,71938,63312.0,12293600.0
2009-10-30,5330,5370,5230,5250,32366,64541.0,12293600.0
2009-11-02,4975,5230,4975,5000,46137,61468.0,12293600.0
2009-11-03,5190,5190,4890,4910,23106,60362.0,12293600.0
2009-11-04,4980,5430,4860,5340,56035,65648.0,12293600.0
2009-11-05,5300,5490,5100,5150,41045,63312.0,12293600.0
2009-11-06,5160,5450,5150,5310,42413,65279.0,12293600.0
2009-11-09,5200,5490,5200,5490,20404,67492.0,12293600.0
2009-11-10,5530,5540,5400,5460,24327,67123.0,12293600.0
2009-11-11,5460,5460,5220,5370,20625,66017.0,12293600.0
2009-11-12,5400,5400,5140,5170,32846,63558.0,12293600.0
2009-11-13,5160,5180,5060,5130,9667,63066.0,12293600.0
2009-11-16,5040,5150,4975,5030,32528,61837.0,12293600.0
2009-11-17,5060,5120,4960,4990,20414,61345.0,12293600.0
2009-11-18,5060,5160,5000,5070,16736,62329.0,12293600.0
2009-11-19,5150,5280,5000,5100,21952,62697.0,12293600.0
2009-11-20,5060,5100,4860,5040,34219,61960.0,12293600.0
2009-11-23,5100,5100,5020,5080,34257,62451.0,12293600.0
2009-11-24,5090,5440,5070,5300,93613,65156.0,12293600.0
2009-11-25,5400,5400,5240,5300,31436,65156.0,12293600.0
2009-11-26,5300,5450,5110,5360,51028,65894.0,12293600.0
2009-11-27,5370,5370,4660,5090,50671,62574.0,12293600.0
2009-11-30,5100,5340,5100,5240,28443,64418.0,12293600.0
2009-12-01,5250,5580,5150,5520,59680,67861.0,12293600.0
2009-12-02,5690,5970,5550,5840,56435,71795.0,12293600.0
2009-12-03,6270,6270,5850,6040,65675,74253.0,12293600.0
2009-12-04,6170,6170,5870,6100,35123,74991.0,12293600.0
2009-12-07,6100,6360,6010,6190,46979,76097.0,12293600.0
2009-12-08,6190,6190,6050,6180,27018,75974.0,12293600.0
2009-12-09,6170,6170,6000,6010,31721,73885.0,12293600.0
2009-12-10,5980,6060,5960,6030,22423,74130.0,12293600.0
2009-12-11,6050,6150,5930,6060,34672,74499.0,12293600.0
2009-12-14,6110,6470,6020,6450,145182,79294.0,12293600.0
2009-12-15,6580,6580,6370,6450,62377,79294.0,12293600.0
2009-12-16,6320,6620,6320,6620,73883,81384.0,12293600.0
2009-12-17,6630,6630,6450,6580,39730,80892.0,12293600.0
2009-12-18,6650,6650,6400,6500,44024,79908.0,12293600.0
2009-12-21,6550,6590,6110,6500,29662,79908.0,12293600.0
2009-12-22,6370,6500,6250,6300,43101,77450.0,12293600.0
2009-12-23,6300,6430,6150,6430,72222,79048.0,12293600.0
2009-12-24,6500,6610,6300,6610,53881,81261.0,12293600.0
2009-12-28,6650,6980,6560,6980,123172,85809.0,12293600.0
2009-12-29,6900,7260,6900,7120,171447,87530.0,12293600.0
2009-12-30,7170,7200,7030,7200,68257,88514.0,12293600.0
2010-01-04,7280,7320,7100,7290,67732,89620.0,12293600.0
2010-01-05,7200,7620,7200,7530,175928,92571.0,12293600.0
2010-01-06,7700,7740,7500,7740,153031,95152.0,12293600.0
2010-01-07,7800,7800,7650,7730,113050,95030.0,12293600.0
2010-01-08,7790,8210,7700,8170,171458,100439.0,12293600.0
2010-01-11,8260,8460,8180,8460,116373,104004.0,12293600.0
2010-01-12,8600,8600,8350,8490,77828,104373.0,12293600.0
2010-01-13,8490,8490,8040,8150,125083,100193.0,12293600.0
2010-01-14,8130,8200,6930,8000,267061,98349.0,12293600.0
2010-01-15,8000,8050,7620,7800,90662,95890.0,12293600.0
2010-01-18,7910,7980,7460,7980,130546,98103.0,12293600.0
2010-01-19,8000,8020,7800,7990,187358,98226.0,12293600.0
2010-01-20,8000,8110,7740,7990,110184,98226.0,12293600.0
2010-01-21,7950,7980,7740,7970,72758,97980.0,12293600.0
2010-01-22,7960,8020,7810,8000,171707,98349.0,12293600.0
2010-01-25,7850,7850,7460,7830,272670,96259.0,12293600.0
2010-01-26,8000,8010,7500,7860,102638,96628.0,12293600.0
2010-01-27,7850,7980,7500,7960,77399,97857.0,12293600.0
2010-01-28,7870,7870,7650,7740,75855,95152.0,12293600.0
2010-01-29,7790,7790,6920,7180,250465,88268.0,12293600.0
2010-02-01,7300,7300,6860,6900,165907,84826.0,12293600.0
2010-02-02,7100,7480,6920,7460,112000,91710.0,12293600.0
2010-02-03,7460,7610,7440,7590,104106,93308.0,12293600.0
2010-02-04,7080,7550,7070,7500,117221,92202.0,12293600.0
2010-02-05,7130,7530,7100,7460,83321,91710.0,12293600.0
2010-02-08,7240,7340,6900,7160,79306,88022.0,12293600.0
2010-02-09,7250,7430,7010,7320,70137,89989.0,12293600.0
2010-02-10,7340,7470,7200,7320,33002,89989.0,12293600.0
2010-02-11,7150,7240,7100,7100,32213,87285.0,12293600.0
2010-02-12,7200,7430,7150,7370,55208,90604.0,12293600.0
2010-02-16,7200,7280,7100,7250,91584,89129.0,12293600.0
2010-02-17,7240,7250,7110,7160,24743,88022.0,12293600.0
2010-02-18,7190,7200,6990,7130,87261,87653.0,12293600.0
2010-02-19,7070,7600,6900,7490,249463,92079.0,12293600.0
2010-02-22,7380,7550,7370,7490,130493,92079.0,12293600.0
2010-02-23,7190,7350,7130,7300,137219,89743.0,12293600.0
2010-02-24,7300,7390,7150,7300,139928,89743.0,12293600.0
2010-02-25,7250,7400,7160,7300,157490,89743.0,12293600.0
2010-02-26,7320,7380,7210,7330,131998,90112.0,12293600.0
2010-03-02,7230,7930,7200,7700,672364,94661.0,12293600.0
2010-03-03,7800,8000,7640,7890,235426,96997.0,12293600.0
2010-03-04,7840,8150,7770,8040,387437,98841.0,12293600.0
2010-03-05,7990,8330,7920,8170,292236,100439.0,12293600.0
2010-03-08,8050,8230,7880,8170,413573,100439.0,12293600.0
2010-03-09,8130,8280,7930,8170,349647,100439.0,12293600.0
2010-03-10,8110,8220,8020,8150,352389,100193.0,12293600.0
2010-03-11,8180,8580,8150,8380,296078,103020.0,12293600.0
2010-03-12,8550,8570,8140,8200,402597,100808.0,12293600.0
2010-03-15,8140,8200,7860,7960,247752,97857.0,12293600.0
2010-03-16,7980,8090,7830,8040,269202,98841.0,12293600.0
2010-03-17,7940,8050,7810,7910,156027,97242.0,12293600.0
2010-03-18,7860,8160,7850,8130,335608,99947.0,12293600.0
2010-03-19,7980,8100,7950,8030,153898,98718.0,12293600.0
2010-03-22,7930,8040,7900,8030,181318,98718.0,12293600.0
2010-03-23,8120,8340,8050,8240,274819,101299.0,12293600.0
2010-03-24,8240,8280,8110,8140,202209,100070.0,12293600.0
2010-03-25,8040,8260,7930,8050,403811,98963.0,12293600.0
2010-03-26,8050,8110,7990,8030,285472,98718.0,12293600.0
2010-03-29,7910,8020,7810,7950,274896,97734.0,12293600.0
2010-03-30,7900,7990,7840,7880,137330,96874.0,12293600.0
2010-03-31,7880,8070,7800,7800,134223,95890.0,12293600.0
2010-04-01,7800,7930,6750,7400,338499,90973.0,12293600.0
2010-04-02,7400,7430,7100,7100,131990,87285.0,12293600.0
2010-04-05,6970,7100,6100,6530,315968,80277.0,12293600.0
2010-04-06,6460,6910,6280,6820,133802,83842.0,12293600.0
2010-04-07,6660,7060,6660,6900,76945,84826.0,12293600.0
2010-04-08,6800,7000,6800,6830,31407,83965.0,12293600.0
2010-04-09,6830,6850,6380,6850,93584,84211.0,12293600.0
2010-04-12,6770,6850,6550,6600,87756,81138.0,12293600.0
2010-04-13,6670,6800,6500,6750,65390,82982.0,12293600.0
2010-04-14,6750,7080,6710,7000,78455,86055.0,12293600.0
2010-04-15,7140,7140,6930,6980,46660,85809.0,12293600.0
2010-04-16,7000,7070,6830,6920,55241,85072.0,12293600.0
2010-04-19,6850,6850,6650,6690,87182,82244.0,12293600.0
2010-04-20,6700,6750,6500,6630,90461,81507.0,12293600.0
2010-04-21,6550,6730,6500,6610,84483,81261.0,12293600.0
2010-04-22,6670,6920,6590,6800,158560,83596.0,12293600.0
2010-04-23,6870,7100,6820,7100,217592,87285.0,12293600.0
2010-04-26,7250,7310,7070,7200,181952,88514.0,12293600.0
2010-04-27,7040,7170,6960,7100,145314,87285.0,12293600.0
2010-04-28,6960,7190,6910,7040,74212,86547.0,12293600.0
2010-04-29,7100,7150,6990,7040,59732,86547.0,12293600.0
2010-04-30,7090,7130,7000,7030,60725,86424.0,12293600.0
2010-05-03,7070,7070,6880,7000,67011,86055.0,12293600.0
2010-05-04,7130,7140,6900,6910,108796,84949.0,12293600.0
2010-05-06,6800,7000,6650,6900,171951,84826.0,12293600.0
2010-05-07,6860,6920,6640,6810,159977,83719.0,12293600.0
2010-05-10,6810,6920,6720,6810,86249,83719.0,12293600.0
2010-05-11,6750,6860,6740,6800,52409,83596.0,12293600.0
2010-05-12,6740,6840,6670,6690,99094,82244.0,12293600.0
2010-05-13,6740,6860,6520,6680,99819,82121.0,12293600.0
2010-05-14,6680,6800,6480,6740,228401,82859.0,12293600.0
2010-05-17,6560,6810,6500,6600,177052,81138.0,12293600.0
2010-05-18,6550,6640,5810,6560,165722,80646.0,12293600.0
2010-05-19,6500,6500,6310,6410,70617,78802.0,12293600.0
2010-05-20,6440,7340,6440,7240,440376,89006.0,12293600.0
2010-05-24,7220,7290,7050,7130,184899,87653.0,12293600.0
2010-05-25,7180,7180,6300,7100,204438,87285.0,12293600.0
2010-05-26,6990,7740,6990,7520,384221,92448.0,12293600.0
2010-05-27,7600,7830,7240,7240,255183,89006.0,12293600.0
2010-05-28,7230,7260,6730,6730,238150,82736.0,12293600.0
2010-05-31,6900,6940,6800,6840,78690,84088.0,12293600.0
2010-06-01,6870,6960,6780,6840,60359,84088.0,12293600.0
2010-06-03,6950,7060,6830,6990,112928,85932.0,12293600.0
2010-06-04,7020,7360,6980,7210,161113,88637.0,12293600.0
2010-06-07,7100,7210,7030,7130,162556,87653.0,12293600.0
2010-06-08,7130,7410,7060,7360,128530,90481.0,12293600.0
2010-06-09,7400,7730,7400,7720,245771,94907.0,12293600.0
2010-06-10,7780,7930,7570,7610,124062,93554.0,12293600.0
2010-06-11,7670,7730,7520,7680,67353,94415.0,12293600.0
2010-06-14,7700,7770,7480,7620,147307,93677.0,12293600.0
2010-06-15,7490,7550,7300,7520,144160,92448.0,12293600.0
2010-06-16,7660,7790,7520,7700,79619,94661.0,12293600.0
2010-06-17,7750,7880,7630,7680,54440,94415.0,12293600.0
2010-06-18,7700,7740,7470,7590,52790,93308.0,12293600.0
2010-06-21,7520,7650,7200,7340,83665,90235.0,12293600.0
2010-06-22,7350,7490,7340,7490,77752,92079.0,12293600.0
2010-06-23,7490,7500,7350,7450,77251,91587.0,12293600.0
2010-06-24,7430,7900,7330,7720,126386,94907.0,12293600.0
2010-06-25,7590,7730,7510,7590,83728,93308.0,12293600.0
2010-06-28,7660,7660,7370,7370,122824,90604.0,12293600.0
