레고켐바이오(141080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-07-02,12750,12850,12200,12700,57606,88067.0,6934382.0
2013-07-03,12700,12900,12150,12500,53805,86680.0,6934382.0
2013-07-04,12500,12900,12300,12600,62606,87373.0,6934382.0
2013-07-05,12700,12700,12100,12350,41834,85640.0,6934382.0
2013-07-08,12350,12350,11600,11900,55239,82519.0,6934382.0
2013-07-09,11900,12100,11350,11900,95822,82519.0,6934382.0
2013-07-10,12000,12000,11300,11700,54677,81132.0,6934382.0
2013-07-11,11700,12000,11600,11950,50906,82866.0,6934382.0
2013-07-12,12100,13600,12050,13300,405779,92227.0,6934382.0
2013-07-15,13200,13750,12850,13500,174604,93614.0,6934382.0
2013-07-16,13700,13700,13150,13400,52868,92921.0,6934382.0
2013-07-17,13400,13500,12950,13450,81543,93267.0,6934382.0
2013-07-18,13300,14900,13250,14400,405348,99855.0,6934382.0
2013-07-19,14450,14800,14250,14600,134333,101242.0,6934382.0
2013-07-22,14650,15250,14550,14950,135897,103669.0,6934382.0
2013-07-23,15050,15250,14500,14700,94258,101935.0,6934382.0
2013-07-24,14650,15150,14650,15000,64407,104016.0,6934382.0
2013-07-25,15250,15950,14950,15900,175786,110257.0,6934382.0
2013-07-26,15750,15900,15500,15500,80082,107483.0,6934382.0
2013-07-29,15550,15800,15200,15500,69401,107483.0,6934382.0
2013-07-30,15650,15650,14900,15250,89683,105749.0,6934382.0
2013-07-31,15200,15500,14750,15450,81785,107136.0,6934382.0
2013-08-01,15300,15950,15100,15800,107851,109563.0,6934382.0
2013-08-02,15800,15850,15050,15800,57991,109563.0,6934382.0
2013-08-05,16200,16350,15550,15750,104760,109217.0,6934382.0
2013-08-06,15800,16450,15700,16450,93806,114071.0,6934382.0
2013-08-07,16350,17150,16150,16350,169280,113377.0,6934382.0
2013-08-08,16350,16600,16000,16200,54796,112337.0,6934382.0
2013-08-09,16200,16750,15900,16500,48132,114417.0,6934382.0
2013-08-12,16250,16700,16000,16500,35741,114417.0,6934382.0
2013-08-13,16500,16500,16050,16350,34733,113377.0,6934382.0
2013-08-14,16350,16750,15550,16200,59537,112337.0,6934382.0
2013-08-16,15800,16200,15650,15950,26156,110603.0,6934382.0
2013-08-19,16050,16050,15450,15450,34850,107136.0,6934382.0
2013-08-20,15450,15700,14100,14300,107105,99162.0,6934382.0
2013-08-21,14200,14500,13200,14200,57204,98468.0,6934382.0
2013-08-22,13750,14450,13350,14200,29447,98468.0,6934382.0
2013-08-23,14300,15300,14200,14650,66572,101589.0,6934382.0
2013-08-26,14700,14800,14150,14250,22430,98815.0,6934382.0
2013-08-27,14200,14200,13650,13650,35226,94654.0,6934382.0
2013-08-28,13600,13750,13050,13500,33954,93614.0,6934382.0
2013-08-29,13700,13700,13200,13300,24949,92227.0,6934382.0
2013-08-30,13350,13400,12750,13000,43025,90147.0,6934382.0
2013-09-02,13000,13500,13000,13500,22265,93614.0,6934382.0
2013-09-03,13500,13950,13050,13700,22759,95001.0,6934382.0
2013-09-04,13900,14000,13100,13250,34511,91881.0,6934382.0
2013-09-05,13400,13400,13050,13300,12684,92227.0,6934382.0
2013-09-06,13300,13450,13000,13100,31317,90840.0,6934382.0
2013-09-09,12950,14100,12750,13150,109179,91187.0,6934382.0
2013-09-10,13150,13550,13000,13150,23543,91187.0,6934382.0
2013-09-11,13350,13700,13200,13500,31705,93614.0,6934382.0
2013-09-12,13550,13700,13400,13600,25400,94308.0,6934382.0
2013-09-13,13500,13800,13350,13750,24059,95348.0,6934382.0
2013-09-16,13750,13900,13200,13200,14676,91534.0,6934382.0
2013-09-17,13500,13500,13000,13050,21985,90494.0,6934382.0
2013-09-23,13150,13450,12950,13100,30148,90840.0,6934382.0
2013-09-24,13200,13200,12500,12600,66130,87373.0,6934382.0
2013-09-25,12900,12900,12200,12400,28092,85986.0,6934382.0
2013-09-26,12450,13550,12300,13400,90445,92921.0,6934382.0
2013-09-27,13400,13600,13100,13500,27108,93614.0,6934382.0
2013-09-30,13400,13500,12900,12900,18137,89454.0,6934382.0
2013-10-01,12900,13050,12150,12300,64759,85293.0,6934382.0
2013-10-02,12550,12700,12300,12650,33829,87720.0,6934382.0
2013-10-04,12450,12750,12350,12450,36938,86333.0,6934382.0
2013-10-07,12350,12600,12200,12400,30269,85986.0,6934382.0
2013-10-08,12250,12500,12050,12450,26191,86333.0,6934382.0
2013-10-10,12600,12600,12100,12550,22723,87026.0,6934382.0
2013-10-11,12550,14250,12400,14050,146973,97428.0,6934382.0
2013-10-14,14050,14300,13500,13950,123333,96735.0,6934382.0
2013-10-15,13950,14100,13550,13800,130314,95694.0,6934382.0
2013-10-16,13800,14400,13650,13950,199065,96735.0,6934382.0
2013-10-17,14000,14600,14000,14450,152272,100202.0,6934382.0
2013-10-18,14450,15750,14350,15700,308546,108870.0,6934382.0
2013-10-21,15850,15950,15400,15850,137652,109910.0,6934382.0
2013-10-22,15950,17050,15850,16800,339619,116498.0,6934382.0
2013-10-23,16600,17050,16300,16500,124660,114417.0,6934382.0
2013-10-24,16500,17300,16400,17000,225867,117884.0,6934382.0
2013-10-25,17000,17250,16700,17000,118239,117884.0,6934382.0
2013-10-28,17000,17250,16150,16950,215440,117538.0,6934382.0
2013-10-29,16900,18000,16550,17600,463668,122045.0,6934382.0
2013-10-30,17750,18350,17600,18250,368131,126552.0,6934382.0
2013-10-31,18300,18750,18150,18300,200799,126899.0,6934382.0
2013-11-01,18300,19300,18050,19200,201180,133140.0,6934382.0
2013-11-04,19500,19500,18500,18900,115071,131060.0,6934382.0
2013-11-05,18950,19100,18250,18700,136786,129673.0,6934382.0
2013-11-06,18950,19350,18450,18700,143516,129673.0,6934382.0
2013-11-07,18700,19350,18400,19250,84403,133487.0,6934382.0
2013-11-08,19000,19300,18850,19100,52112,132447.0,6934382.0
2013-11-11,19100,19300,18200,18600,77415,128980.0,6934382.0
2013-11-12,18550,18900,18300,18650,137899,129326.0,6934382.0
2013-11-13,18600,18650,17900,18350,125749,127246.0,6934382.0
2013-11-14,18350,19950,17900,19850,264400,137647.0,6934382.0
2013-11-15,19450,20850,19350,20350,240189,145185.0,7134381.0
2013-11-18,20350,20500,19750,20400,97525,145541.0,7134381.0
2013-11-19,20500,21300,20250,20600,145038,146968.0,7134381.0
2013-11-20,20700,20850,20000,20850,72247,148752.0,7134381.0
2013-11-21,20650,21100,20500,21000,56246,149822.0,7134381.0
2013-11-22,21100,21500,20900,21350,94967,152319.0,7134381.0
2013-11-25,21400,21550,20550,20950,86026,149465.0,7134381.0
2013-11-26,20950,21600,20500,21500,102385,153389.0,7134381.0
2013-11-27,21600,22250,21300,22150,112212,158027.0,7134381.0
2013-11-28,22100,22600,21900,22350,91345,159453.0,7134381.0
2013-11-29,22250,22500,21900,22200,51569,158383.0,7134381.0
2013-12-02,22000,22000,20700,20900,129646,149109.0,7134381.0
2013-12-03,21100,21100,20500,20900,92233,149109.0,7134381.0
2013-12-04,20700,21100,20600,20850,75291,148752.0,7134381.0
2013-12-05,20500,21700,20400,20900,100785,149109.0,7134381.0
2013-12-06,20900,21350,20650,21350,69250,152319.0,7134381.0
2013-12-09,21350,21350,18150,18150,1386620,129489.0,7134381.0
2013-12-10,18150,18600,16000,18300,720899,130559.0,7134381.0
2013-12-11,18400,20050,17600,19500,405028,139120.0,7134381.0
2013-12-12,19400,19900,18950,19450,63139,138764.0,7134381.0
2013-12-13,19500,19900,19150,19450,55693,138764.0,7134381.0
2013-12-16,19650,19650,18650,18700,57475,133413.0,7134381.0
2013-12-17,18700,19050,17600,18250,62953,130202.0,7134381.0
2013-12-18,17900,18700,16950,18000,127416,128419.0,7134381.0
2013-12-19,17800,18500,17500,18150,64048,129489.0,7134381.0
2013-12-20,18450,19150,17700,19000,57171,135553.0,7134381.0
2013-12-23,19100,19550,19000,19250,39133,137337.0,7134381.0
2013-12-24,19250,19550,18700,19200,35348,136980.0,7134381.0
2013-12-26,19150,19400,18750,19150,22329,136623.0,7134381.0
2013-12-27,19250,19450,18750,19200,64988,136980.0,7134381.0
2013-12-30,18800,19150,18300,19100,34307,136267.0,7134381.0
2014-01-02,19250,19450,18650,19000,27601,135553.0,7134381.0
2014-01-03,18750,19050,18350,18800,37041,134126.0,7134381.0
2014-01-06,18600,18950,18400,18900,25842,134840.0,7134381.0
2014-01-07,18900,19800,18750,19700,149463,140547.0,7134381.0
2014-01-08,19800,20950,19500,20700,176759,147682.0,7134381.0
2014-01-09,20900,21000,20500,20850,71434,148752.0,7134381.0
2014-01-10,20850,21000,20200,20950,65735,149465.0,7134381.0
2014-01-13,21000,21350,20650,20900,50881,149109.0,7134381.0
2014-01-14,20900,21450,20550,21300,120298,151962.0,7134381.0
2014-01-15,21350,21350,20400,20550,139488,146612.0,7134381.0
2014-01-16,20550,20550,20000,20450,56478,145898.0,7134381.0
2014-01-17,20500,21200,20200,20900,66141,149109.0,7134381.0
2014-01-20,20500,21050,20350,20700,54009,147682.0,7134381.0
2014-01-21,20700,20900,19950,20250,69170,144471.0,7134381.0
2014-01-22,20300,20400,19700,20250,53440,144471.0,7134381.0
2014-01-23,20350,20750,20100,20200,77682,144114.0,7134381.0
2014-01-24,20400,20400,19500,20100,52912,143401.0,7134381.0
2014-01-27,19450,19800,18800,18800,79989,134126.0,7134381.0
2014-01-28,19100,19100,18600,19050,30457,135910.0,7134381.0
2014-01-29,19000,19550,18850,19400,38376,138407.0,7134381.0
2014-02-03,19250,19500,18500,19000,38157,135553.0,7134381.0
2014-02-04,18700,18950,18050,18450,62624,131629.0,7134381.0
2014-02-05,18250,19200,18200,19000,52230,135553.0,7134381.0
2014-02-06,19150,19150,18600,18900,24110,134840.0,7134381.0
2014-02-07,19000,19800,18600,19800,71385,141261.0,7134381.0
2014-02-10,20000,20450,19950,20300,62686,144828.0,7134381.0
2014-02-11,20050,20350,19600,20200,51013,144114.0,7134381.0
2014-02-12,20200,20350,19750,19900,30063,141974.0,7134381.0
2014-02-13,20300,21000,20150,20900,137607,149109.0,7134381.0
2014-02-14,21050,21450,20450,20900,73013,149109.0,7134381.0
2014-02-17,21100,21100,20200,20500,38481,146255.0,7134381.0
2014-02-18,20500,20500,19800,20300,49467,144828.0,7134381.0
2014-02-19,20100,21200,19900,21000,93593,149822.0,7134381.0
2014-02-20,20900,21300,20300,20400,58495,145541.0,7134381.0
2014-02-21,20450,20750,20100,20500,38319,146255.0,7134381.0
2014-02-24,20300,20700,20100,20350,28938,145185.0,7134381.0
2014-02-25,20350,20700,19800,20600,68952,146968.0,7134381.0
2014-02-26,20700,22200,20000,21650,158313,154459.0,7134381.0
2014-02-27,21650,23000,21550,22800,203314,162664.0,7134381.0
2014-02-28,23000,24000,22250,22700,209002,161950.0,7134381.0
2014-03-03,22650,23350,22150,23350,85828,166588.0,7134381.0
2014-03-04,23350,23700,22850,22950,69602,163734.0,7134381.0
2014-03-05,23100,24200,22800,23950,110499,170868.0,7134381.0
2014-03-06,23900,24400,22900,23700,96398,169085.0,7134381.0
2014-03-07,23950,24500,23400,24500,77945,174792.0,7134381.0
2014-03-10,24200,24950,24150,24750,77247,176576.0,7134381.0
2014-03-11,24600,24900,24300,24900,57801,177646.0,7134381.0
2014-03-12,24650,24900,23200,23500,136168,167658.0,7134381.0
2014-03-13,23700,25150,23250,24850,200629,177289.0,7134381.0
2014-03-14,24400,25650,24200,25400,149833,181213.0,7134381.0
2014-03-17,25400,25700,23650,24650,167250,175862.0,7134381.0
2014-03-18,24650,25250,24300,24850,114067,177289.0,7134381.0
2014-03-19,24850,26100,24850,25950,193880,185137.0,7134381.0
2014-03-20,25950,26000,25350,25900,90002,184780.0,7134381.0
2014-03-21,26000,26800,25800,26700,163011,190488.0,7134381.0
2014-03-24,26700,27300,26000,26300,161628,187634.0,7134381.0
2014-03-25,26000,26000,24400,25000,169713,178360.0,7134381.0
2014-03-26,24850,25500,24500,25100,60765,179073.0,7134381.0
2014-03-27,24750,26050,24650,25300,104323,180500.0,7134381.0
2014-03-28,25300,25600,24350,24600,58273,175506.0,7134381.0
2014-03-31,24300,24750,22850,23300,106504,166231.0,7134381.0
2014-04-01,23250,24150,23250,24050,47924,171582.0,7134381.0
2014-04-02,23900,24850,23700,24850,69699,177289.0,7134381.0
2014-04-03,25050,25600,24500,24600,88848,175506.0,7134381.0
2014-04-04,24950,25050,23800,24100,60928,171939.0,7134381.0
2014-04-07,23500,23850,23000,23150,78972,165161.0,7134381.0
2014-04-08,22800,23600,22800,23550,39161,168015.0,7134381.0
2014-04-09,23450,23800,22700,23700,65461,169085.0,7134381.0
2014-04-10,24200,24650,23500,24650,63680,175862.0,7134381.0
2014-04-11,23500,23900,23200,23450,127803,167301.0,7134381.0
2014-04-14,23300,23550,23050,23550,48528,168015.0,7134381.0
2014-04-15,23800,24100,23300,23700,56005,169085.0,7134381.0
2014-04-16,23350,24000,23050,23750,58560,169442.0,7134381.0
2014-04-17,23650,23950,23400,23750,28929,169442.0,7134381.0
2014-04-18,23550,24700,23500,24500,66360,174792.0,7134381.0
2014-04-21,24400,25000,24150,24700,43600,176219.0,7134381.0
2014-04-22,24900,24900,24000,24300,43101,173365.0,7134381.0
2014-04-23,24650,24650,23400,23500,59019,167658.0,7134381.0
2014-04-24,23100,23800,20000,20000,488065,142688.0,7134381.0
2014-04-25,20300,20650,19850,20000,107211,142688.0,7134381.0
2014-04-28,20000,20600,19400,20450,80109,145898.0,7134381.0
2014-04-29,20150,20500,19500,19800,58693,141261.0,7134381.0
2014-04-30,20200,21400,20000,21100,130366,150535.0,7134381.0
2014-05-02,19800,21100,19050,21100,215217,150535.0,7134381.0
2014-05-07,21300,21400,20400,20600,28766,146968.0,7134381.0
2014-05-08,20600,21000,20250,20700,53660,147682.0,7134381.0
2014-05-09,20550,21200,20300,21050,36137,150179.0,7134381.0
2014-05-12,21200,21350,20500,20500,25398,146255.0,7134381.0
2014-05-13,20650,20800,19850,20000,44580,142688.0,7134381.0
2014-05-14,20000,20650,20000,20600,26072,146968.0,7134381.0
2014-05-15,20700,20700,20000,20300,45347,144828.0,7134381.0
2014-05-16,20300,20350,19650,20150,33352,143758.0,7134381.0
2014-05-19,20150,20300,18600,18850,96810,134483.0,7134381.0
2014-05-20,18850,19050,17450,18850,67026,134483.0,7134381.0
2014-05-21,19000,19450,18600,19450,39518,138764.0,7134381.0
2014-05-22,19100,19600,18850,19450,35573,138764.0,7134381.0
2014-05-23,19400,19500,18750,19050,22949,135910.0,7134381.0
2014-05-26,19150,19400,18900,19250,37102,137337.0,7134381.0
2014-05-27,18900,19450,18900,19450,23075,138764.0,7134381.0
2014-05-28,19300,19550,19050,19500,47918,139120.0,7134381.0
2014-05-29,19450,19450,19200,19200,17770,136980.0,7134381.0
2014-05-30,19400,19450,18700,18900,18994,134840.0,7134381.0
2014-06-02,18900,18900,17600,18100,71083,129132.0,7134381.0
2014-06-03,17800,18250,17400,17950,41071,128062.0,7134381.0
2014-06-05,17850,18400,17550,17900,23141,127705.0,7134381.0
2014-06-09,17500,18150,15800,16500,68074,117717.0,7134381.0
2014-06-10,16600,18000,16400,18000,30039,128419.0,7134381.0
2014-06-11,18000,18300,17700,18200,20436,129846.0,7134381.0
2014-06-12,18200,18250,17800,18000,9626,128419.0,7134381.0
2014-06-13,18050,18050,17600,17800,11040,126992.0,7134381.0
2014-06-16,17800,18000,17400,17850,11525,127349.0,7134381.0
2014-06-17,17850,17950,17350,17450,18407,124495.0,7134381.0
2014-06-18,17450,17800,16600,16650,35803,118787.0,7134381.0
2014-06-19,16700,17200,16350,16500,33808,117717.0,7134381.0
2014-06-20,16500,16750,16000,16500,43439,117717.0,7134381.0
2014-06-23,16400,16650,15450,15650,40739,111653.0,7134381.0
2014-06-24,15650,15700,14550,14850,86578,105946.0,7134381.0
2014-06-25,14650,14850,14350,14700,56485,104875.0,7134381.0
2014-06-26,14800,15900,14600,15900,46088,113437.0,7134381.0
2014-06-27,15850,15950,15400,15850,21161,113080.0,7134381.0
2014-06-30,16000,16250,15300,15550,29372,110940.0,7134381.0
2014-07-01,15450,16300,15400,16150,33759,115220.0,7134381.0
2014-07-02,16200,17700,16200,17200,92979,122711.0,7134381.0
2014-07-03,17200,17400,16900,17400,23393,124138.0,7134381.0
2014-07-04,17550,17550,16700,16800,36684,119858.0,7134381.0
2014-07-07,16800,17150,16400,17000,17914,121284.0,7134381.0
2014-07-08,17050,17900,16600,16700,41671,119144.0,7134381.0
2014-07-09,16700,17500,16450,17250,32556,123068.0,7134381.0
2014-07-10,17150,17400,17000,17100,11381,121998.0,7134381.0
2014-07-11,17050,17350,16700,17100,23402,121998.0,7134381.0
2014-07-14,17000,17450,16850,16850,23681,120214.0,7134381.0
2014-07-15,16950,17200,16450,17000,23403,121284.0,7134381.0
2014-07-16,16800,16900,16200,16600,36294,118431.0,7134381.0
2014-07-17,16750,16750,15900,16100,31714,114864.0,7134381.0
2014-07-18,15900,16400,15900,16350,15963,116647.0,7134381.0
2014-07-21,16150,16350,15800,15850,24752,113080.0,7134381.0
2014-07-22,15750,16000,15450,16000,22933,114150.0,7134381.0
2014-07-23,15900,16300,15750,16150,35316,115220.0,7134381.0
2014-07-24,16000,16800,15950,16150,21603,115220.0,7134381.0
2014-07-25,16150,17200,16100,16500,54592,117717.0,7134381.0
2014-07-28,16300,16700,16100,16450,22105,117361.0,7134381.0
2014-07-29,16350,16350,15350,16150,25062,115656.0,7161381.0
2014-07-30,16100,16400,15650,16150,18750,115656.0,7161381.0
2014-07-31,16050,16050,15500,15900,29997,113866.0,7161381.0
2014-08-01,15850,16350,15400,16350,14509,117089.0,7161381.0
2014-08-04,16350,17050,15850,17000,41753,121743.0,7161381.0
2014-08-05,17800,19400,16900,17300,341156,123892.0,7161381.0
2014-08-06,17000,17750,16700,17650,60599,126398.0,7161381.0
2014-08-07,17750,17800,17050,17500,30766,125324.0,7161381.0
2014-08-08,17500,17500,16650,16850,36182,120669.0,7161381.0
2014-08-11,16750,16900,16250,16550,24154,118521.0,7161381.0
2014-08-12,16500,16900,16150,16750,18747,119953.0,7161381.0
2014-08-13,16550,17100,16550,17050,24966,122102.0,7161381.0
2014-08-14,17250,17250,16900,17050,19404,122102.0,7161381.0
2014-08-18,17200,17500,16750,17500,24803,125324.0,7161381.0
2014-08-19,17500,17900,17450,17800,29431,127473.0,7161381.0
2014-08-20,17800,17800,17500,17500,20278,125324.0,7161381.0
2014-08-21,17500,17900,17350,17400,27402,124608.0,7161381.0
2014-08-22,17600,17650,17150,17300,14511,123892.0,7161381.0
2014-08-25,17200,17300,16700,17000,22883,121743.0,7161381.0
2014-08-26,17000,17350,16800,17250,23572,123534.0,7161381.0
2014-08-27,17450,18600,17400,18400,115117,131769.0,7161381.0
2014-08-28,18650,19250,18400,18900,87407,135350.0,7161381.0
2014-08-29,19000,19000,18500,18650,21640,133560.0,7161381.0
2014-09-01,18800,18800,17500,18250,35038,130695.0,7161381.0
2014-09-02,18250,18450,17600,18200,40314,130337.0,7161381.0
2014-09-03,18200,18500,17700,18500,23757,132486.0,7161381.0
2014-09-04,18700,18700,17850,18300,21117,131053.0,7161381.0
2014-09-05,18300,18400,17700,17900,20437,128189.0,7161381.0
2014-09-11,17800,18300,17800,18200,22334,130337.0,7161381.0
2014-09-12,18300,18500,17950,18450,14853,132127.0,7161381.0
2014-09-15,18400,18450,17800,18050,16905,129263.0,7161381.0
2014-09-16,18050,18050,17000,17400,42415,124608.0,7161381.0
2014-09-17,17550,18050,17550,18000,13041,128905.0,7161381.0
2014-09-18,17800,18400,17800,18050,175585,129263.0,7161381.0
2014-09-19,18150,19350,18150,19000,137971,136066.0,7161381.0
2014-09-22,19100,20150,19000,19400,134107,138931.0,7161381.0
2014-09-23,19400,19800,19000,19650,50812,140721.0,7161381.0
2014-09-24,19750,19850,19250,19500,46730,139647.0,7161381.0
2014-09-25,19650,19650,19200,19250,35258,137857.0,7161381.0
2014-09-26,19000,19650,18800,19650,37705,140721.0,7161381.0
2014-09-29,19600,19650,18950,19100,44437,136782.0,7161381.0
2014-09-30,19000,19600,18850,19500,24166,141201.0,7241062.0
2014-10-01,19600,19600,18800,19150,21259,138666.0,7241062.0
2014-10-02,19100,19100,18450,18800,39896,136132.0,7241062.0
2014-10-06,19100,19100,18150,18150,37183,131425.0,7241062.0
2014-10-07,18400,18400,17650,17800,60603,128891.0,7241062.0
2014-10-08,17500,18800,17500,18500,48513,133960.0,7241062.0
2014-10-10,18250,18500,17550,17800,37162,128891.0,7241062.0
2014-10-13,17400,17950,16850,17050,40195,123460.0,7241062.0
2014-10-14,17050,17250,16800,17000,25361,123098.0,7241062.0
2014-10-15,16600,18100,16600,17700,32190,128167.0,7241062.0
2014-10-16,17400,17750,17100,17750,16930,128529.0,7241062.0
2014-10-17,18050,18550,17650,18550,52145,134322.0,7241062.0
2014-10-20,18550,18700,18100,18500,20982,133960.0,7241062.0
2014-10-21,18500,18650,17900,18550,44429,134322.0,7241062.0
2014-10-22,18400,20050,18400,19900,210672,144097.0,7241062.0
2014-10-23,19850,20200,19400,19900,62376,144097.0,7241062.0
2014-10-24,20050,21650,19750,21450,212968,155321.0,7241062.0
2014-10-27,21750,22350,21200,21650,80451,156769.0,7241062.0
2014-10-28,21900,22300,21400,22000,76405,159303.0,7241062.0
2014-10-29,22250,22700,21900,22350,67660,161838.0,7241062.0
2014-10-30,22500,22900,21200,22200,94454,160752.0,7241062.0
2014-10-31,21850,22400,21000,21200,60233,153511.0,7241062.0
2014-11-03,21500,21600,20750,20750,43716,150252.0,7241062.0
2014-11-04,20800,21100,19950,20300,48158,146994.0,7241062.0
2014-11-05,20300,21800,20200,20950,56946,151700.0,7241062.0
2014-11-06,21500,21800,20350,21050,123324,152424.0,7241062.0
2014-11-07,21200,21400,20400,20700,38271,149890.0,7241062.0
2014-11-10,20700,20700,19300,19700,49432,142649.0,7241062.0
2014-11-11,19750,20200,18850,19900,57646,144097.0,7241062.0
2014-11-12,19600,20700,19300,19650,32806,142287.0,7241062.0
2014-11-13,19650,19900,18700,19200,39214,139028.0,7241062.0
2014-11-14,19350,19350,18150,18500,62762,133960.0,7241062.0
2014-11-17,18700,18700,18000,18400,10869,133236.0,7241062.0
2014-11-18,18250,19150,18100,18850,16978,136494.0,7241062.0
2014-11-19,18850,19150,18500,18950,13669,137218.0,7241062.0
2014-11-20,18950,19000,18300,18450,44008,133598.0,7241062.0
2014-11-21,18450,18600,18150,18600,23476,134684.0,7241062.0
2014-11-24,18450,19000,18300,18850,33784,144322.0,7656360.0
2014-11-25,18850,19000,18350,18750,15801,143557.0,7656360.0
2014-11-26,18950,18950,18300,18850,35277,144322.0,7656360.0
2014-11-27,18850,19150,18650,19100,13877,146236.0,7656360.0
2014-11-28,19300,19300,18650,19000,26184,145471.0,7656360.0
2014-12-01,18950,18950,18150,18400,15242,140877.0,7656360.0
2014-12-02,18000,18850,18000,18550,16414,142025.0,7656360.0
2014-12-03,18600,19000,18150,18700,22016,143174.0,7656360.0
2014-12-04,18500,18750,18350,18700,8226,143174.0,7656360.0
2014-12-05,19000,19000,18300,18800,16530,143940.0,7656360.0
2014-12-08,19000,19000,18400,18450,13895,141260.0,7656360.0
2014-12-09,18300,18450,17800,18200,33634,139346.0,7656360.0
2014-12-10,18000,18200,17750,18050,27993,138197.0,7656360.0
2014-12-11,18050,18050,16700,16950,53393,129775.0,7656360.0
2014-12-12,16950,17800,16800,17000,33524,130158.0,7656360.0
2014-12-15,17000,17650,16650,16650,16980,127478.0,7656360.0
2014-12-16,16400,17050,16000,16500,46539,126330.0,7656360.0
2014-12-17,16300,16800,16050,16200,19788,124033.0,7656360.0
2014-12-18,16350,16700,15950,16650,25314,127478.0,7656360.0
2014-12-19,16550,18000,16250,17500,26434,133986.0,7656360.0
2014-12-22,17500,17650,17200,17550,7880,134369.0,7656360.0
2014-12-23,17400,17900,17400,17450,5189,133603.0,7656360.0
2014-12-24,17950,17950,17200,17750,9295,135900.0,7656360.0
2014-12-26,17550,17650,17050,17100,12704,130924.0,7656360.0
2014-12-29,17100,17550,16800,17150,10574,131307.0,7656360.0
2014-12-30,17100,17300,16500,17300,12405,132455.0,7656360.0
2015-01-02,17050,17500,16750,17500,12824,133986.0,7656360.0
2015-01-05,17250,17700,17100,17450,17860,133603.0,7656360.0
2015-01-06,17450,18200,17250,18000,16211,137814.0,7656360.0
2015-01-07,18000,18350,17800,18200,14150,139346.0,7656360.0
2015-01-08,18000,18700,17800,17950,9104,137432.0,7656360.0
2015-01-09,17700,17950,17550,17800,9752,136283.0,7656360.0
2015-01-12,17450,17950,17350,17900,12702,137049.0,7656360.0
2015-01-13,18100,18100,17500,17800,8509,136283.0,7656360.0
2015-01-14,17600,17950,17350,17650,9422,135135.0,7656360.0
2015-01-15,17950,18050,17250,18050,23338,138197.0,7656360.0
2015-01-16,18050,18300,17800,18200,18324,139346.0,7656360.0
2015-01-19,18200,20100,17900,19650,102984,150447.0,7656360.0
2015-01-20,20000,20100,19300,19600,24804,150065.0,7656360.0
2015-01-21,19600,20200,19400,20150,75194,154276.0,7656360.0
2015-01-22,20250,20750,19800,20150,71485,154276.0,7656360.0
2015-01-23,20150,20550,19850,20500,44048,156955.0,7656360.0
2015-01-26,20500,20500,19600,20000,55851,153127.0,7656360.0
2015-01-27,20150,20150,18800,18900,79763,144705.0,7656360.0
