로보스타(090360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-06-25,4910,5050,4630,4640,46064,36192.0,7800000.0
2013-06-26,4660,4865,4640,4750,29121,37050.0,7800000.0
2013-06-27,4810,4925,4810,4900,25848,38220.0,7800000.0
2013-06-28,4955,4955,4860,4920,27666,38376.0,7800000.0
2013-07-01,4950,4985,4835,4865,38200,37947.0,7800000.0
2013-07-02,4810,4910,4810,4910,29741,38298.0,7800000.0
2013-07-03,4855,4925,4600,4650,104800,36270.0,7800000.0
2013-07-04,4650,4715,4475,4520,79954,35256.0,7800000.0
2013-07-05,4555,4710,4555,4640,27467,36192.0,7800000.0
2013-07-08,4610,4695,4450,4565,41617,35607.0,7800000.0
2013-07-09,4540,4575,4505,4570,12115,35646.0,7800000.0
2013-07-10,4730,4730,4485,4575,12261,35685.0,7800000.0
2013-07-11,4525,4740,4525,4700,29348,36660.0,7800000.0
2013-07-12,4750,4800,4660,4755,17720,37089.0,7800000.0
2013-07-15,4760,4815,4685,4790,21721,37362.0,7800000.0
2013-07-16,4800,4850,4730,4780,15918,37284.0,7800000.0
2013-07-17,4840,5270,4690,4900,81089,38220.0,7800000.0
2013-07-18,4910,4910,4805,4850,16234,37830.0,7800000.0
2013-07-19,4850,4890,4825,4860,26891,37908.0,7800000.0
2013-07-22,4840,4890,4790,4810,27529,37518.0,7800000.0
2013-07-23,4715,4865,4690,4740,46147,36972.0,7800000.0
2013-07-24,4750,4785,4710,4740,28148,36972.0,7800000.0
2013-07-25,4780,4780,4745,4775,17591,37245.0,7800000.0
2013-07-26,4800,4855,4780,4830,19416,37674.0,7800000.0
2013-07-29,4890,4890,4790,4860,20374,37908.0,7800000.0
2013-07-30,4830,4895,4715,4815,25921,37557.0,7800000.0
2013-07-31,4835,4905,4795,4805,15804,37479.0,7800000.0
2013-08-01,4850,4850,4740,4765,19954,37167.0,7800000.0
2013-08-02,4800,4840,4730,4755,15671,37089.0,7800000.0
2013-08-05,4845,4845,4710,4725,16917,36855.0,7800000.0
2013-08-06,4685,4755,4650,4670,41522,36426.0,7800000.0
2013-08-07,4700,4700,4605,4630,19771,36114.0,7800000.0
2013-08-08,4725,4725,4630,4720,17389,36816.0,7800000.0
2013-08-09,4770,4805,4670,4755,16860,37089.0,7800000.0
2013-08-12,4790,4800,4740,4760,37661,37128.0,7800000.0
2013-08-13,4700,4790,4700,4760,22944,37128.0,7800000.0
2013-08-14,4750,4830,4750,4825,23517,37635.0,7800000.0
2013-08-16,4800,4915,4800,4880,79466,38064.0,7800000.0
2013-08-19,4835,4940,4835,4910,38942,38298.0,7800000.0
2013-08-20,4845,5640,4845,5640,1154413,43992.0,7800000.0
2013-08-21,5930,6280,5590,5800,4042985,45240.0,7800000.0
2013-08-22,5790,5950,5170,5230,2069236,40794.0,7800000.0
2013-08-23,5330,5530,5190,5450,1389515,42510.0,7800000.0
2013-08-26,5510,5550,5320,5320,633442,41496.0,7800000.0
2013-08-27,5320,6110,5180,5630,3193143,43914.0,7800000.0
2013-08-28,5510,6350,5420,5890,3712847,45942.0,7800000.0
2013-08-29,5920,6040,5620,5750,1064209,44850.0,7800000.0
2013-08-30,5800,5810,5510,5560,627339,43368.0,7800000.0
2013-09-02,5560,5690,5400,5500,452774,42900.0,7800000.0
2013-09-03,5560,6220,5520,5850,3375155,45630.0,7800000.0
2013-09-04,5920,6070,5780,6000,1180180,46800.0,7800000.0
2013-09-05,6100,6750,6020,6530,3573945,50934.0,7800000.0
2013-09-06,6500,6510,6170,6360,1087350,49608.0,7800000.0
2013-09-09,6420,6630,6270,6480,1465825,50544.0,7800000.0
2013-09-10,6290,6350,6000,6050,1016698,47190.0,7800000.0
2013-09-11,6110,6190,5910,6120,583214,47736.0,7800000.0
2013-09-12,6080,6280,5780,5840,736029,45552.0,7800000.0
2013-09-13,5840,6110,5820,5860,742729,45708.0,7800000.0
2013-09-16,5870,5940,5550,5630,438396,43914.0,7800000.0
2013-09-17,5670,5750,5520,5600,200862,43680.0,7800000.0
2013-09-23,5630,5870,5620,5620,445680,43836.0,7800000.0
2013-09-24,5570,5710,5450,5570,272591,43446.0,7800000.0
2013-09-25,5600,5700,5420,5420,365489,42276.0,7800000.0
2013-09-26,5410,5570,5340,5530,287533,43134.0,7800000.0
2013-09-27,5580,5700,5510,5540,305880,43212.0,7800000.0
2013-09-30,5580,5580,5360,5490,171349,42822.0,7800000.0
2013-10-01,5510,5670,5300,5550,280649,43290.0,7800000.0
2013-10-02,5620,5940,5570,5770,1021105,45006.0,7800000.0
2013-10-04,5820,5960,5670,5670,442890,44226.0,7800000.0
2013-10-07,5590,5720,5480,5500,229753,42900.0,7800000.0
2013-10-08,5500,5740,5500,5730,290399,44694.0,7800000.0
2013-10-10,5740,6140,5680,5870,693990,45786.0,7800000.0
2013-10-11,5960,5970,5780,5780,228359,45084.0,7800000.0
2013-10-14,5740,5970,5680,5970,283338,46566.0,7800000.0
2013-10-15,6060,6430,6030,6120,1091032,47736.0,7800000.0
2013-10-16,6010,6700,5910,6130,784859,47814.0,7800000.0
2013-10-17,6250,6540,5770,6000,1110946,46800.0,7800000.0
2013-10-18,6110,6250,5840,6090,312630,47502.0,7800000.0
2013-10-21,6150,6490,6000,6470,803938,50466.0,7800000.0
2013-10-22,6430,6460,6220,6250,404103,48750.0,7800000.0
2013-10-23,6250,6320,5880,5880,372060,45864.0,7800000.0
2013-10-24,5860,6110,5840,6020,259925,46956.0,7800000.0
2013-10-25,6080,6130,5940,5950,220772,46410.0,7800000.0
2013-10-28,5960,6120,5910,6120,212835,47736.0,7800000.0
2013-10-29,6120,6150,5980,6000,241744,46800.0,7800000.0
2013-10-30,6010,6120,5950,5980,145707,46644.0,7800000.0
2013-10-31,6000,6010,5640,5640,228983,43992.0,7800000.0
2013-11-01,5660,5760,5630,5760,132568,44928.0,7800000.0
2013-11-04,5720,5760,5570,5590,117013,43602.0,7800000.0
2013-11-05,5570,5630,5430,5450,134114,42510.0,7800000.0
2013-11-06,5450,5520,5230,5230,149992,40794.0,7800000.0
2013-11-07,5300,5330,5110,5280,134685,41184.0,7800000.0
2013-11-08,5270,5270,5020,5020,115086,39156.0,7800000.0
2013-11-11,5020,5100,4600,4700,263960,36660.0,7800000.0
2013-11-12,4700,4920,4700,4915,105682,38337.0,7800000.0
2013-11-13,4920,4980,4815,4935,68708,38493.0,7800000.0
2013-11-14,4905,5670,4850,5170,1594148,40326.0,7800000.0
2013-11-15,5170,5260,5070,5100,117439,39780.0,7800000.0
2013-11-18,5100,5390,5100,5140,315828,40092.0,7800000.0
2013-11-19,5060,5170,4950,4980,134197,38844.0,7800000.0
2013-11-20,5030,5150,4940,4940,96910,38532.0,7800000.0
2013-11-21,4840,4950,4820,4890,80406,38142.0,7800000.0
2013-11-22,4960,5050,4860,4905,45495,38259.0,7800000.0
2013-11-25,4980,5020,4905,4930,55764,38454.0,7800000.0
2013-11-26,4990,5130,4900,5050,81833,39390.0,7800000.0
2013-11-27,5090,5090,4965,5010,55082,39078.0,7800000.0
2013-11-28,5010,5070,4980,5020,56340,39156.0,7800000.0
2013-11-29,5070,5120,4980,5060,73570,39468.0,7800000.0
2013-12-02,5050,5140,4855,4900,47391,38220.0,7800000.0
2013-12-03,4850,4940,4835,4895,65148,38181.0,7800000.0
2013-12-04,4895,4895,4785,4790,39344,37362.0,7800000.0
2013-12-05,4880,4900,4805,4900,38096,38220.0,7800000.0
2013-12-06,4850,4925,4850,4900,35409,38220.0,7800000.0
2013-12-09,4900,5020,4870,4890,25310,38142.0,7800000.0
2013-12-10,4860,4960,4755,4800,35861,37440.0,7800000.0
2013-12-11,4760,4890,4645,4655,49536,36309.0,7800000.0
2013-12-12,4670,4745,4615,4655,22936,36309.0,7800000.0
2013-12-13,4625,4745,4595,4610,39838,35958.0,7800000.0
2013-12-16,4645,4760,4640,4700,32330,36660.0,7800000.0
2013-12-17,4690,4740,4575,4575,61366,35685.0,7800000.0
2013-12-18,4590,4780,4590,4700,39551,36660.0,7800000.0
2013-12-19,4745,4775,4670,4720,32124,36816.0,7800000.0
2013-12-20,4700,4750,4690,4725,15567,36855.0,7800000.0
2013-12-23,4700,4790,4675,4745,32061,37011.0,7800000.0
2013-12-24,4755,4755,4635,4640,36735,36192.0,7800000.0
2013-12-26,4640,4755,4640,4735,40170,36933.0,7800000.0
2013-12-27,4760,4840,4675,4840,32933,37752.0,7800000.0
2013-12-30,4895,4900,4795,4885,15752,38103.0,7800000.0
2014-01-02,4930,4930,4795,4800,19702,37440.0,7800000.0
2014-01-03,4810,4880,4690,4710,10678,36738.0,7800000.0
2014-01-06,4715,4790,4685,4770,22516,37206.0,7800000.0
2014-01-07,4795,4850,4500,4850,27170,37830.0,7800000.0
2014-01-08,4840,4915,4790,4800,21216,37440.0,7800000.0
2014-01-09,4875,4885,4720,4820,24414,37596.0,7800000.0
2014-01-10,4845,4845,4735,4800,33563,37440.0,7800000.0
2014-01-13,4810,4895,4735,4820,49622,37596.0,7800000.0
2014-01-14,4820,4820,4765,4780,26284,37284.0,7800000.0
2014-01-15,4780,5180,4770,4995,278607,38961.0,7800000.0
2014-01-16,5040,5040,4905,5000,78131,39000.0,7800000.0
2014-01-17,4965,5020,4865,4900,37851,38220.0,7800000.0
2014-01-20,4995,4995,4845,4850,35419,37830.0,7800000.0
2014-01-21,4860,4970,4855,4955,30922,38649.0,7800000.0
2014-01-22,4955,4955,4875,4935,30931,38493.0,7800000.0
2014-01-23,4950,5100,4890,5040,137880,39312.0,7800000.0
2014-01-24,5030,5070,4880,4970,101964,38766.0,7800000.0
2014-01-27,4800,4800,4650,4650,119489,36270.0,7800000.0
2014-01-28,4650,4720,4575,4710,49457,36738.0,7800000.0
2014-01-29,4700,4790,4685,4750,33538,37050.0,7800000.0
2014-02-03,4650,4750,4620,4650,36707,36270.0,7800000.0
2014-02-04,4600,4600,4450,4475,76106,34905.0,7800000.0
2014-02-05,4500,4535,4400,4400,36752,34320.0,7800000.0
2014-02-06,4420,4500,4420,4495,30176,35061.0,7800000.0
2014-02-07,4505,4635,4495,4595,74977,35841.0,7800000.0
2014-02-10,4650,4650,4530,4585,40265,35763.0,7800000.0
2014-02-11,4585,4625,4500,4580,55578,35724.0,7800000.0
2014-02-12,4600,4775,4580,4600,68322,35880.0,7800000.0
2014-02-13,4600,4685,4590,4630,28157,36114.0,7800000.0
2014-02-14,4600,4650,4560,4630,48941,36114.0,7800000.0
2014-02-17,4630,4630,4510,4535,41358,35373.0,7800000.0
2014-02-18,4550,4555,4480,4485,71808,34983.0,7800000.0
2014-02-19,4490,4545,4485,4520,36245,35256.0,7800000.0
2014-02-20,4520,4555,4490,4530,31121,35334.0,7800000.0
2014-02-21,4545,4600,4540,4590,39454,35802.0,7800000.0
2014-02-24,4600,4610,4545,4560,40196,35568.0,7800000.0
2014-02-25,4600,4660,4535,4610,56181,35958.0,7800000.0
2014-02-26,4610,4680,4585,4600,47900,35880.0,7800000.0
2014-02-27,4620,4660,4460,4505,46021,35139.0,7800000.0
2014-02-28,4540,4540,4400,4440,85044,34632.0,7800000.0
2014-03-03,4540,4655,4480,4630,126552,36114.0,7800000.0
2014-03-04,4575,4685,4575,4640,59347,36192.0,7800000.0
2014-03-05,4640,4715,4595,4690,62789,36582.0,7800000.0
2014-03-06,4690,4725,4650,4675,30406,36465.0,7800000.0
2014-03-07,4680,4840,4680,4770,105282,37206.0,7800000.0
2014-03-10,4780,4785,4650,4760,69657,37128.0,7800000.0
2014-03-11,4760,4855,4760,4830,45644,37674.0,7800000.0
2014-03-12,4890,4890,4760,4890,88523,38142.0,7800000.0
2014-03-13,4875,4995,4850,4955,72092,38649.0,7800000.0
2014-03-14,4900,4995,4815,4910,66647,38298.0,7800000.0
2014-03-17,4890,4920,4760,4795,42266,37401.0,7800000.0
2014-03-18,4805,4805,4750,4750,36683,37050.0,7800000.0
2014-03-19,4750,4810,4690,4710,35960,36738.0,7800000.0
2014-03-20,4710,4755,4675,4745,27208,37011.0,7800000.0
2014-03-21,4735,4830,4720,4725,30793,36855.0,7800000.0
2014-03-24,4725,4795,4705,4795,47724,37401.0,7800000.0
2014-03-25,4760,5480,4760,5090,659922,39702.0,7800000.0
2014-03-26,5090,5120,4965,5070,147640,39546.0,7800000.0
2014-03-27,5100,5820,5070,5510,1787473,42978.0,7800000.0
2014-03-28,5390,5400,5140,5230,672032,40794.0,7800000.0
2014-03-31,5270,5270,5010,5070,260833,39546.0,7800000.0
2014-04-01,5080,5190,5080,5130,195488,40014.0,7800000.0
2014-04-02,5180,5200,5060,5090,170009,39702.0,7800000.0
2014-04-03,5100,5270,5060,5070,259524,39546.0,7800000.0
2014-04-04,5090,5240,5060,5220,164782,40716.0,7800000.0
2014-04-07,5220,5290,5120,5280,141004,41184.0,7800000.0
2014-04-08,5300,5850,5190,5190,1274645,40482.0,7800000.0
2014-04-09,5200,5240,5090,5110,159166,39858.0,7800000.0
2014-04-10,5140,5180,5060,5100,74575,39780.0,7800000.0
2014-04-11,5050,5070,4965,5030,81593,39234.0,7800000.0
2014-04-14,5020,5130,5010,5080,46071,39624.0,7800000.0
2014-04-15,5090,5160,5050,5150,65797,40170.0,7800000.0
2014-04-16,5120,5350,5100,5190,99312,40482.0,7800000.0
2014-04-17,5240,5370,5160,5190,185741,40482.0,7800000.0
2014-04-18,5260,5260,5120,5140,73078,40092.0,7800000.0
2014-04-21,5160,5270,5110,5200,97087,40560.0,7800000.0
2014-04-22,5160,5240,5070,5170,80095,40326.0,7800000.0
2014-04-23,5180,5250,5120,5160,72770,40248.0,7800000.0
2014-04-24,5160,5190,5010,5010,73250,39078.0,7800000.0
2014-04-25,5020,5030,4900,4900,63733,38220.0,7800000.0
2014-04-28,4850,4970,4850,4895,31461,38181.0,7800000.0
2014-04-29,4880,4930,4880,4890,16108,38142.0,7800000.0
2014-04-30,4885,5100,4885,4985,100165,38883.0,7800000.0
2014-05-02,4985,5040,4925,4940,26530,38532.0,7800000.0
2014-05-07,4905,4960,4840,4865,34487,37947.0,7800000.0
2014-05-08,4845,4930,4760,4845,35609,37791.0,7800000.0
2014-05-09,4845,4880,4800,4840,16516,37752.0,7800000.0
2014-05-12,4840,4885,4790,4800,28381,37440.0,7800000.0
2014-05-13,4810,4880,4785,4880,38638,38064.0,7800000.0
2014-05-14,5090,5090,4900,4900,37526,38220.0,7800000.0
2014-05-15,4975,4975,4815,4900,21986,38220.0,7800000.0
2014-05-16,4920,4950,4830,4830,20546,37674.0,7800000.0
2014-05-19,4880,4880,4790,4840,29078,37752.0,7800000.0
2014-05-20,4795,4865,4675,4785,35091,37323.0,7800000.0
2014-05-21,4850,4850,4700,4720,21988,36816.0,7800000.0
2014-05-22,4725,4800,4725,4745,26890,37011.0,7800000.0
2014-05-23,4750,4830,4725,4730,16746,36894.0,7800000.0
2014-05-26,4700,4745,4675,4735,25675,36933.0,7800000.0
2014-05-27,4715,4750,4610,4695,40489,36621.0,7800000.0
2014-05-28,4740,4765,4605,4635,59806,36153.0,7800000.0
2014-05-29,4605,4745,4605,4670,24614,36426.0,7800000.0
2014-05-30,4700,4735,4650,4670,26161,36426.0,7800000.0
2014-06-02,4670,4710,4500,4600,60427,35880.0,7800000.0
2014-06-03,4525,4630,4500,4585,15646,35763.0,7800000.0
2014-06-05,4600,4670,4460,4460,17823,34788.0,7800000.0
2014-06-09,4435,4595,4435,4470,22619,34866.0,7800000.0
2014-06-10,4565,4595,4475,4590,17203,35802.0,7800000.0
2014-06-11,4670,4825,4645,4730,64484,36894.0,7800000.0
2014-06-12,4765,4765,4675,4740,8792,36972.0,7800000.0
2014-06-13,4655,4775,4655,4740,9908,36972.0,7800000.0
2014-06-16,4770,4770,4650,4725,12997,36855.0,7800000.0
2014-06-17,4690,4860,4675,4800,33021,37440.0,7800000.0
2014-06-18,4865,4975,4720,4800,40753,37440.0,7800000.0
2014-06-19,4760,4825,4750,4795,14146,37401.0,7800000.0
2014-06-20,4800,4825,4710,4795,5770,37401.0,7800000.0
2014-06-23,4795,4800,4655,4750,20675,37050.0,7800000.0
2014-06-24,4740,4785,4595,4760,16516,37128.0,7800000.0
2014-06-25,4760,4760,4665,4730,15661,36894.0,7800000.0
2014-06-26,4685,4750,4555,4555,37887,35529.0,7800000.0
2014-06-27,4625,4665,4550,4630,39447,36114.0,7800000.0
2014-06-30,4685,4740,4630,4635,20858,36153.0,7800000.0
2014-07-01,4635,4720,4615,4665,16842,36387.0,7800000.0
2014-07-02,4700,4775,4700,4740,16960,36972.0,7800000.0
2014-07-03,4755,4755,4665,4755,16016,37089.0,7800000.0
2014-07-04,4845,5300,4800,4950,650226,38610.0,7800000.0
2014-07-07,5030,5090,4910,5010,135963,39078.0,7800000.0
2014-07-08,5280,5690,5010,5040,1214455,39312.0,7800000.0
2014-07-09,4965,5050,4875,4900,152115,38220.0,7800000.0
2014-07-10,4905,5050,4895,5000,117982,39000.0,7800000.0
2014-07-11,4940,5040,4875,4930,92666,38454.0,7800000.0
2014-07-14,4935,5080,4930,4985,125437,38883.0,7800000.0
2014-07-15,5030,5030,4860,5020,91065,39156.0,7800000.0
2014-07-16,4990,5050,4900,4930,80318,38454.0,7800000.0
2014-07-17,4935,5140,4935,5140,236727,40092.0,7800000.0
2014-07-18,5110,5240,5080,5120,169704,39936.0,7800000.0
2014-07-21,5130,5210,5080,5090,86391,39702.0,7800000.0
2014-07-22,5050,5230,5050,5140,63240,40092.0,7800000.0
2014-07-23,5140,5170,5050,5120,58584,39936.0,7800000.0
2014-07-24,5090,5180,4975,5060,72467,39468.0,7800000.0
2014-07-25,5030,5180,5030,5100,98420,39780.0,7800000.0
2014-07-28,5170,5320,5030,5030,232312,39234.0,7800000.0
2014-07-29,5040,5060,4875,4875,113628,38025.0,7800000.0
2014-07-30,4850,4925,4825,4890,34424,38142.0,7800000.0
2014-07-31,4890,4940,4750,4760,41216,37128.0,7800000.0
2014-08-01,4710,4875,4705,4815,22840,37557.0,7800000.0
2014-08-04,4815,4870,4765,4810,39792,37518.0,7800000.0
2014-08-05,4810,4860,4720,4755,27788,37089.0,7800000.0
2014-08-06,4750,4790,4580,4640,69744,36192.0,7800000.0
2014-08-07,4615,4670,4550,4630,55456,36114.0,7800000.0
2014-08-08,4610,4705,4610,4675,27976,36465.0,7800000.0
2014-08-11,4675,4740,4615,4705,22648,36699.0,7800000.0
2014-08-12,4670,4735,4575,4660,43908,36348.0,7800000.0
2014-08-13,4660,4660,4590,4600,32301,35880.0,7800000.0
2014-08-14,4620,4690,4580,4620,71727,36036.0,7800000.0
2014-08-18,4650,4770,4620,4700,31031,36660.0,7800000.0
2014-08-19,4700,4750,4655,4675,35386,36465.0,7800000.0
2014-08-20,4675,4775,4675,4745,72997,37011.0,7800000.0
2014-08-21,4755,4775,4700,4700,37059,36660.0,7800000.0
2014-08-22,4685,4770,4675,4750,18923,37050.0,7800000.0
2014-08-25,4750,4805,4650,4655,33555,36309.0,7800000.0
2014-08-26,4675,4725,4600,4600,20924,35880.0,7800000.0
2014-08-27,4580,4665,4560,4565,64586,35607.0,7800000.0
2014-08-28,4565,4625,4555,4585,42029,35763.0,7800000.0
2014-08-29,4635,4645,4555,4585,32569,35763.0,7800000.0
2014-09-01,4555,4565,4400,4400,90396,34320.0,7800000.0
2014-09-02,4365,4385,4270,4340,85468,33852.0,7800000.0
2014-09-03,4345,4385,4255,4300,33105,33540.0,7800000.0
2014-09-04,4275,4350,4265,4320,32548,33696.0,7800000.0
2014-09-05,4280,4335,4255,4285,28223,33423.0,7800000.0
2014-09-11,4275,4330,4275,4295,33701,33501.0,7800000.0
2014-09-12,4295,4345,4280,4345,22632,33891.0,7800000.0
2014-09-15,4365,4365,4285,4310,28483,33618.0,7800000.0
2014-09-16,4280,4360,4265,4350,18169,33930.0,7800000.0
2014-09-17,4350,4530,4330,4500,72025,35100.0,7800000.0
2014-09-18,4540,4565,4415,4545,61900,35451.0,7800000.0
2014-09-19,4545,4575,4480,4570,37252,35646.0,7800000.0
2014-09-22,4570,4570,4400,4410,42312,34398.0,7800000.0
2014-09-23,4385,4515,4385,4430,29436,34554.0,7800000.0
2014-09-24,4430,4455,4365,4380,22656,34164.0,7800000.0
2014-09-25,4205,4400,4205,4400,57418,34320.0,7800000.0
2014-09-26,4400,4465,4350,4465,18255,34827.0,7800000.0
2014-09-29,4495,4495,4330,4395,24107,34281.0,7800000.0
2014-09-30,4345,4440,4345,4395,18066,34281.0,7800000.0
2014-10-01,4395,4540,4225,4345,114758,33891.0,7800000.0
2014-10-02,4345,4345,4210,4295,23147,33501.0,7800000.0
2014-10-06,4300,4330,4250,4300,29524,33540.0,7800000.0
2014-10-07,4300,4400,4265,4265,22603,33267.0,7800000.0
2014-10-08,4220,4265,4170,4265,26303,33267.0,7800000.0
2014-10-10,4185,4265,4040,4200,58013,32760.0,7800000.0
2014-10-13,4235,4235,3610,3610,137987,28158.0,7800000.0
2014-10-14,3610,3785,3600,3740,84729,29172.0,7800000.0
2014-10-15,3705,3780,3605,3605,58171,28119.0,7800000.0
2014-10-16,3595,3595,3400,3455,120967,26949.0,7800000.0
2014-10-17,3500,3680,3465,3660,50277,28548.0,7800000.0
2014-10-20,3700,3960,3630,3820,65619,29796.0,7800000.0
2014-10-21,3815,3980,3720,3720,54190,29016.0,7800000.0
2014-10-22,3725,4180,3725,3920,173893,30576.0,7800000.0
2014-10-23,3920,4050,3850,4000,42794,31200.0,7800000.0
2014-10-24,4030,4130,3930,3930,45846,30654.0,7800000.0
2014-10-27,3900,3960,3885,3895,13183,30381.0,7800000.0
2014-10-28,3895,4085,3870,4075,47857,31785.0,7800000.0
2014-10-29,4040,4135,4020,4130,21464,32214.0,7800000.0
2014-10-30,4085,4125,4010,4015,7718,31317.0,7800000.0
2014-10-31,4035,4095,3970,4065,19624,31707.0,7800000.0
2014-11-03,4140,4145,3990,3995,14466,31161.0,7800000.0
2014-11-04,3950,4060,3800,3970,20326,30966.0,7800000.0
2014-11-05,3970,4000,3880,3880,5135,30264.0,7800000.0
2014-11-06,3715,3915,3715,3875,22726,30225.0,7800000.0
2014-11-07,3850,4140,3840,4120,30846,32136.0,7800000.0
2014-11-10,4115,4150,4000,4125,21541,32175.0,7800000.0
2014-11-11,4140,4140,4030,4080,11228,31824.0,7800000.0
2014-11-12,4105,4105,4015,4020,13532,31356.0,7800000.0
2014-11-13,4020,4065,3995,4000,6466,31200.0,7800000.0
2014-11-14,4000,4115,4000,4010,10132,31278.0,7800000.0
2014-11-17,4200,4200,4015,4070,39319,31746.0,7800000.0
2014-11-18,4070,4140,4000,4100,12549,31980.0,7800000.0
2014-11-19,4130,4130,3860,3920,29987,30576.0,7800000.0
2014-11-20,3995,4195,3950,4030,19206,31434.0,7800000.0
2014-11-21,4060,4095,3965,4055,7606,31629.0,7800000.0
2014-11-24,4015,4060,3950,4030,14953,31434.0,7800000.0
2014-11-25,4000,4045,3955,4045,11605,31551.0,7800000.0
2014-11-26,3980,4095,3980,4015,12944,31317.0,7800000.0
2014-11-27,4000,4180,4000,4050,16593,31590.0,7800000.0
2014-11-28,4080,4145,4005,4080,24142,31824.0,7800000.0
2014-12-01,4025,4090,3900,4020,32625,31356.0,7800000.0
2014-12-02,4020,4020,3930,3945,11341,30771.0,7800000.0
2014-12-03,3870,3985,3870,3955,6410,30849.0,7800000.0
2014-12-04,3955,4000,3900,3960,13496,30888.0,7800000.0
2014-12-05,3905,4050,3905,3985,9784,31083.0,7800000.0
2014-12-08,3990,4050,3955,4000,13645,31200.0,7800000.0
2014-12-09,3980,4030,3945,3960,9886,30888.0,7800000.0
2014-12-10,3960,4030,3945,4000,8656,31200.0,7800000.0
2014-12-11,4000,4020,3900,3910,14517,30498.0,7800000.0
2014-12-12,3910,3995,3890,3995,15040,31161.0,7800000.0
2014-12-15,4030,4030,3950,3970,4276,30966.0,7800000.0
2014-12-16,4010,4350,3920,4030,53212,31434.0,7800000.0
2014-12-17,4070,4250,4040,4175,68088,32565.0,7800000.0
2014-12-18,4115,4300,3990,4075,44660,31785.0,7800000.0
2014-12-19,4075,4195,4030,4130,19498,32214.0,7800000.0
2014-12-22,4100,4280,4100,4190,39856,32682.0,7800000.0
2014-12-23,4225,4225,4080,4080,16379,31824.0,7800000.0
2014-12-24,4085,4085,3950,3970,27672,30966.0,7800000.0
2014-12-26,3970,4035,3940,3970,13371,30966.0,7800000.0
2014-12-29,3970,4020,3930,3990,12028,31122.0,7800000.0
2014-12-30,3910,3985,3905,3915,15930,30537.0,7800000.0
2015-01-02,3955,3955,3840,3855,22342,30069.0,7800000.0
2015-01-05,3855,3855,3760,3770,34560,29406.0,7800000.0
2015-01-06,3770,3895,3755,3775,17355,29445.0,7800000.0
2015-01-07,3790,3810,3720,3775,15440,29445.0,7800000.0
2015-01-08,3755,3900,3720,3895,25769,30381.0,7800000.0
2015-01-09,3895,3975,3805,3920,23245,30576.0,7800000.0
2015-01-12,3880,4000,3880,4000,24225,31200.0,7800000.0
2015-01-13,4035,4095,3950,4045,25927,31551.0,7800000.0
2015-01-14,4085,4085,3980,3980,9536,31044.0,7800000.0
2015-01-15,3935,4545,3930,4120,160562,32136.0,7800000.0
2015-01-16,4140,4220,4075,4100,32092,31980.0,7800000.0
2015-01-19,4145,4240,4070,4165,38587,32487.0,7800000.0
2015-01-20,4235,4245,4170,4200,7430,32760.0,7800000.0
2015-01-21,4165,4250,4115,4180,23968,32604.0,7800000.0
2015-01-22,4180,4265,4060,4170,9057,32526.0,7800000.0
2015-01-23,4215,4230,4120,4140,13585,32292.0,7800000.0
2015-01-26,4110,4220,4050,4060,12222,31668.0,7800000.0
2015-01-27,4060,4220,4025,4150,26778,32370.0,7800000.0
2015-01-28,4150,4230,4125,4180,13883,32604.0,7800000.0
2015-01-29,4155,4215,4100,4180,9979,32604.0,7800000.0
2015-01-30,4230,4235,4045,4090,34187,31902.0,7800000.0
2015-02-02,4090,4125,4025,4040,13764,31512.0,7800000.0
2015-02-03,4040,4095,4020,4060,20054,31668.0,7800000.0
2015-02-04,4050,4190,4040,4190,29734,32682.0,7800000.0
2015-02-05,4245,4310,4100,4145,62770,32331.0,7800000.0
2015-02-06,4145,4240,4120,4180,28339,32604.0,7800000.0
2015-02-09,4190,4345,4175,4180,55310,32604.0,7800000.0
2015-02-10,4165,4265,4165,4210,25877,32838.0,7800000.0
2015-02-11,4210,4335,4180,4295,35067,33501.0,7800000.0
2015-02-12,4490,4710,4365,4575,335098,35685.0,7800000.0
2015-02-13,4585,4665,4475,4475,81519,34905.0,7800000.0
2015-02-16,4425,4605,4425,4540,45783,35412.0,7800000.0
2015-02-17,4480,4545,4375,4400,45576,34320.0,7800000.0
2015-02-23,4400,4550,4400,4540,39775,35412.0,7800000.0
2015-02-24,4540,4900,4520,4600,198646,35880.0,7800000.0
2015-02-25,4630,4720,4520,4520,79822,35256.0,7800000.0
2015-02-26,4505,4665,4485,4650,70558,36270.0,7800000.0
2015-02-27,4650,4690,4585,4625,25943,36075.0,7800000.0
2015-03-02,4645,4645,4470,4485,64698,34983.0,7800000.0
2015-03-03,4490,4590,4440,4485,29622,34983.0,7800000.0
2015-03-04,4500,4500,4440,4440,11517,34632.0,7800000.0
2015-03-05,4415,4460,4410,4420,22627,34476.0,7800000.0
2015-03-06,4420,4670,4285,4650,92233,36270.0,7800000.0
2015-03-09,4705,4705,4560,4615,40148,35997.0,7800000.0
2015-03-10,4660,4670,4500,4610,36729,35958.0,7800000.0
2015-03-11,4615,5250,4570,5030,852083,39234.0,7800000.0
2015-03-12,5030,5210,4920,5080,194851,39624.0,7800000.0
2015-03-13,5080,5100,4950,5010,96568,39078.0,7800000.0
2015-03-16,5070,5390,4965,4965,295814,38727.0,7800000.0
