인터로조(119610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-04-04,9310,9454,9072,9336,4512,104592.0,5350000.0
2012-04-05,9382,9382,9167,9312,2160,104325.0,5350000.0
2012-04-06,9430,9430,9119,9265,1233,103790.0,5350000.0
2012-04-09,9310,9310,9048,9073,1498,101650.0,5350000.0
2012-04-10,9191,9191,8977,9049,4378,101382.0,5350000.0
2012-04-12,9262,9262,8951,8954,2933,100312.0,5350000.0
2012-04-13,8951,9357,8951,9312,6576,104325.0,5350000.0
2012-04-16,9144,9406,9119,9265,2511,103790.0,5350000.0
2012-04-17,9310,9334,9072,9240,5073,103522.0,5350000.0
2012-04-18,9239,9239,8880,8882,14228,99510.0,5350000.0
2012-04-19,8880,8928,8523,8929,52681,100045.0,5350000.0
2012-04-20,8928,8928,8547,8929,11558,100045.0,5350000.0
2012-04-23,9072,9072,8785,8834,2101,98975.0,5350000.0
2012-04-24,8618,8880,8618,8787,2444,98440.0,5350000.0
2012-04-25,8785,8833,8690,8763,2131,98172.0,5350000.0
2012-04-26,8761,8833,8402,8524,23929,95498.0,5350000.0
2012-04-27,9167,9167,8523,8834,4754,98975.0,5350000.0
2012-04-30,8977,8977,8523,8882,9757,99510.0,5350000.0
2012-05-02,8785,9024,8713,8977,3699,100580.0,5350000.0
2012-05-03,8977,8977,8856,8954,887,100312.0,5350000.0
2012-05-04,8808,9024,8808,8929,1956,100045.0,5350000.0
2012-05-07,8928,8977,8808,8929,2087,100045.0,5350000.0
2012-05-08,8833,8977,8690,8690,13234,97370.0,5350000.0
2012-05-09,8690,8690,8499,8595,9241,96300.0,5350000.0
2012-05-10,8738,8738,8547,8643,4703,96835.0,5350000.0
2012-05-11,8595,9501,8595,9001,25303,100848.0,5350000.0
2012-05-14,9215,9357,8856,8954,34355,100312.0,5350000.0
2012-05-15,8951,9024,8785,8977,4441,100580.0,5350000.0
2012-05-16,8880,8977,8690,8882,4405,99510.0,5350000.0
2012-05-17,8880,8880,8642,8643,4326,96835.0,5350000.0
2012-05-18,8642,8761,8402,8690,13547,97370.0,5350000.0
2012-05-21,8690,8880,8690,8787,4358,98440.0,5350000.0
2012-05-22,8642,8977,8642,8882,4288,99510.0,5350000.0
2012-05-23,8880,8977,8833,8882,6141,99510.0,5350000.0
2012-05-24,8880,9310,8880,9049,71326,101382.0,5350000.0
2012-05-25,9119,9310,9024,9026,6458,101115.0,5350000.0
2012-05-29,8833,9239,8833,8977,13348,100580.0,5350000.0
2012-05-30,9262,9262,8977,9193,9592,102988.0,5350000.0
2012-05-31,9167,9215,9000,9073,29379,101650.0,5350000.0
2012-06-01,9072,9310,8951,9240,36022,103522.0,5350000.0
2012-06-04,8977,9286,8977,9193,37304,102988.0,5350000.0
2012-06-05,9239,9239,8904,9121,36555,102185.0,5350000.0
2012-06-07,9072,9239,9072,9193,21991,102988.0,5350000.0
2012-06-08,9239,9239,8951,9049,29515,101382.0,5350000.0
2012-06-11,9310,9357,9048,9312,50561,104325.0,5350000.0
2012-06-12,9382,10433,9382,10243,122474,114758.0,5350000.0
2012-06-13,10242,10695,10170,10673,76876,119572.0,5350000.0
2012-06-14,10719,11411,10719,10983,69234,123050.0,5350000.0
2012-06-15,10982,11172,10743,11175,33465,125190.0,5350000.0
2012-06-18,11172,11650,11077,11222,33635,125725.0,5350000.0
2012-06-19,11221,11340,11077,11222,35251,125725.0,5350000.0
2012-06-20,11268,11316,11100,11222,31262,125725.0,5350000.0
2012-06-21,11198,11746,11172,11557,31404,129470.0,5350000.0
2012-06-22,11531,11794,11198,11437,25580,128132.0,5350000.0
2012-06-25,11554,11554,10982,11126,20537,124655.0,5350000.0
2012-06-26,11172,11506,11053,11079,16513,124120.0,5350000.0
2012-06-27,11077,11937,10504,10649,177642,119305.0,5350000.0
2012-06-28,10982,10982,10409,10697,43476,119840.0,5350000.0
2012-06-29,10695,10958,10504,10959,21341,122782.0,5350000.0
2012-07-02,11221,11459,11005,11437,37125,128132.0,5350000.0
2012-07-03,11436,11626,11149,11270,42362,126260.0,5350000.0
2012-07-04,11221,11459,11125,11222,23739,125725.0,5350000.0
2012-07-05,11483,11483,11149,11222,12918,125725.0,5350000.0
2012-07-06,11100,11316,11053,11198,14316,125458.0,5350000.0
2012-07-09,11149,11198,11053,11126,27091,124655.0,5350000.0
2012-07-10,11125,11316,10982,11198,25713,125458.0,5350000.0
2012-07-11,11436,12865,11340,11341,304595,63665.0,5350000.0
2012-07-12,11721,11721,10959,11103,50744,62328.0,5350000.0
2012-07-13,10959,11245,10816,11103,49923,62328.0,5350000.0
2012-07-16,11006,11578,11006,11388,44029,63932.0,5350000.0
2012-07-17,11436,11483,10911,11293,21682,63398.0,5350000.0
2012-07-18,11150,11388,10911,11341,12709,63665.0,5350000.0
2012-07-19,11340,11483,11101,11436,18742,64200.0,5350000.0
2012-07-20,11436,11483,11198,11388,19771,63932.0,5350000.0
2012-07-23,11340,11340,10959,11341,30759,63665.0,5350000.0
2012-07-24,11293,11293,11006,11008,14996,61792.0,5350000.0
2012-07-25,10959,10959,10387,10388,44873,58315.0,5350000.0
2012-07-26,10292,10530,10149,10435,11382,58582.0,5350000.0
2012-07-27,10292,10816,10197,10578,22732,59385.0,5350000.0
2012-07-30,10482,11006,10482,10722,11030,60188.0,5350000.0
2012-07-31,10578,10911,10578,10865,7651,60990.0,5350000.0
2012-08-01,10673,10959,10530,10960,8989,61525.0,5350000.0
2012-08-02,11054,11054,10768,10865,3723,60990.0,5350000.0
2012-08-03,10530,11006,10340,10674,41000,119840.0,10700000.0
2012-08-06,10673,10863,10435,10674,18769,119840.0,10700000.0
2012-08-07,10768,10768,10387,10578,12502,118770.0,10700000.0
2012-08-08,10530,10673,10387,10531,22540,118235.0,10700000.0
2012-08-09,10578,10720,10482,10674,18525,119840.0,10700000.0
2012-08-10,10673,10816,10578,10722,15718,120375.0,10700000.0
2012-08-13,10816,11054,10625,11008,31403,123585.0,10700000.0
2012-08-14,11054,11483,11054,11150,30370,125190.0,10700000.0
2012-08-16,11293,11293,11101,11293,32583,126795.0,10700000.0
2012-08-17,11293,11340,11198,11246,15166,126260.0,10700000.0
2012-08-20,11006,11245,11006,11246,13864,126260.0,10700000.0
2012-08-21,11245,11245,11006,11150,11198,125190.0,10700000.0
2012-08-22,11006,11150,10911,11150,10323,125190.0,10700000.0
2012-08-23,11198,11245,10959,11246,15731,126260.0,10700000.0
2012-08-24,11388,11388,11054,11198,17543,125725.0,10700000.0
2012-08-27,11198,11293,11054,11103,14051,124655.0,10700000.0
2012-08-28,11006,11245,10959,11150,27421,125190.0,10700000.0
2012-08-29,11101,12817,10959,12199,279018,136960.0,10700000.0
2012-08-30,12293,13865,12198,13295,292204,149265.0,10700000.0
2012-08-31,13342,13818,12960,13199,129808,148195.0,10700000.0
2012-09-03,13247,13389,12817,13247,92867,148730.0,10700000.0
2012-09-04,13580,14056,13199,13485,179088,151405.0,10700000.0
2012-09-05,13580,13627,13199,13485,50957,151405.0,10700000.0
2012-09-06,13532,13532,13103,13104,48725,147125.0,10700000.0
2012-09-07,13199,13342,12912,13295,61968,149265.0,10700000.0
2012-09-10,13342,13389,13055,13057,97135,146590.0,10700000.0
2012-09-11,13008,13247,13008,13104,171987,147125.0,10700000.0
2012-09-12,13342,13675,13150,13152,119859,147660.0,10700000.0
2012-09-13,13150,13580,13008,13580,105687,152475.0,10700000.0
2012-09-14,13627,14295,13532,14295,241843,160500.0,10700000.0
2012-09-17,14295,14295,13389,13437,150703,150870.0,10700000.0
2012-09-18,13342,13723,13247,13724,77393,154080.0,10700000.0
2012-09-19,13770,13770,13389,13485,40813,151405.0,10700000.0
2012-09-20,13342,13532,13150,13247,105992,148730.0,10700000.0
2012-09-21,13199,13342,12674,12819,166723,143915.0,10700000.0
2012-09-24,12054,12912,11531,12914,404983,144985.0,10700000.0
2012-09-25,13150,13199,12484,12484,127920,140170.0,10700000.0
2012-09-26,12293,12722,12054,12532,120577,140705.0,10700000.0
2012-09-27,12246,12769,12198,12532,51240,140705.0,10700000.0
2012-09-28,12722,12722,12484,12484,56345,140170.0,10700000.0
2012-10-02,12531,13055,12531,13009,130459,146055.0,10700000.0
2012-10-04,13008,13008,12579,12676,91924,142310.0,10700000.0
2012-10-05,12769,13199,12627,13199,120556,148195.0,10700000.0
2012-10-08,13342,13865,13294,13533,230882,151940.0,10700000.0
2012-10-09,13675,14295,13675,13819,343393,155150.0,10700000.0
2012-10-10,13627,14103,13532,14057,155678,157825.0,10700000.0
2012-10-11,14103,14390,13532,13819,182310,155150.0,10700000.0
2012-10-12,13818,14008,13389,13675,209651,153545.0,10700000.0
2012-10-15,13818,13818,13150,13437,197488,150870.0,10700000.0
2012-10-16,13437,13485,12817,13057,145281,146590.0,10700000.0
2012-10-17,13055,13437,12865,13057,88978,146590.0,10700000.0
2012-10-18,12960,13199,12436,12627,98365,141775.0,10700000.0
2012-10-19,12531,12722,12150,12342,139296,138565.0,10700000.0
2012-10-22,12150,12960,11912,12961,92428,145520.0,10700000.0
2012-10-23,12912,13055,12722,12819,39769,143915.0,10700000.0
2012-10-24,12769,13294,12484,13152,65087,147660.0,10700000.0
2012-10-25,13389,13580,13247,13390,98103,150335.0,10700000.0
2012-10-26,13580,13580,12627,12819,79212,143915.0,10700000.0
2012-10-29,13055,13103,12389,12484,52175,140170.0,10700000.0
2012-10-30,12484,12865,12389,12819,27821,143915.0,10700000.0
2012-10-31,12769,13008,12674,12723,51953,142845.0,10700000.0
2012-11-01,12579,12674,12007,12104,131360,135890.0,10700000.0
2012-11-02,12198,12341,11769,12199,149808,136960.0,10700000.0
2012-11-05,12150,12674,12102,12294,168588,138030.0,10700000.0
2012-11-06,12293,12674,12102,12484,152471,140170.0,10700000.0
2012-11-07,12674,12674,12293,12389,153284,139100.0,10700000.0
2012-11-08,12246,13342,12102,13342,185057,149800.0,10700000.0
2012-11-09,13294,13532,13055,13342,90461,149800.0,10700000.0
2012-11-12,13485,13532,13055,13295,84818,149265.0,10700000.0
2012-11-13,13342,13580,13055,13533,76541,151940.0,10700000.0
2012-11-14,13627,13770,13294,13342,83947,149800.0,10700000.0
2012-11-15,13150,13389,13150,13247,68772,148730.0,10700000.0
2012-11-16,13199,13342,12769,13104,70351,147125.0,10700000.0
2012-11-19,13008,13437,13008,13247,32411,148730.0,10700000.0
2012-11-20,13437,13675,13342,13580,104753,152475.0,10700000.0
2012-11-21,13627,13723,13294,13533,61856,151940.0,10700000.0
2012-11-22,13485,13627,13437,13533,35885,151940.0,10700000.0
2012-11-23,13627,13723,13485,13580,34020,152475.0,10700000.0
2012-11-26,13675,14103,13627,13772,88155,154615.0,10700000.0
2012-11-27,13865,13865,13342,13533,45929,151940.0,10700000.0
2012-11-28,13532,13818,13437,13772,50579,154615.0,10700000.0
2012-11-29,13818,13913,13580,13867,55730,155685.0,10700000.0
2012-11-30,13913,13961,13485,13772,98502,154615.0,10700000.0
2012-12-03,13627,14103,13437,14105,90872,158360.0,10700000.0
2012-12-04,14056,14247,13865,14105,58589,158360.0,10700000.0
2012-12-05,14151,14200,13913,14057,53975,157825.0,10700000.0
2012-12-06,14056,14914,14008,14391,251824,161570.0,10700000.0
2012-12-07,14438,14485,13389,14010,76315,157290.0,10700000.0
2012-12-10,13865,14103,13389,13485,52726,151405.0,10700000.0
2012-12-11,13675,13675,13294,13675,39343,153545.0,10700000.0
2012-12-12,13437,13675,13342,13628,35980,153010.0,10700000.0
2012-12-13,13580,13818,13532,13628,14708,153010.0,10700000.0
2012-12-14,13723,13723,13485,13533,12571,151940.0,10700000.0
2012-12-17,13532,13627,13342,13437,26010,150870.0,10700000.0
2012-12-18,13342,13485,12960,13342,61037,149800.0,10700000.0
2012-12-20,13199,13627,13199,13390,18981,150335.0,10700000.0
2012-12-21,13389,13389,13103,13247,14271,148730.0,10700000.0
2012-12-24,13485,13627,13199,13485,16084,151405.0,10700000.0
2012-12-26,13580,13580,13389,13390,7714,150335.0,10700000.0
2012-12-27,13389,13675,13342,13628,13386,153010.0,10700000.0
2012-12-28,13770,13770,13485,13724,8603,154080.0,10700000.0
2013-01-02,13627,13818,13199,13342,55392,149800.0,10700000.0
2013-01-03,13389,13389,12912,13152,56028,147660.0,10700000.0
2013-01-04,13247,13342,13103,13152,19745,147660.0,10700000.0
2013-01-07,13150,13389,13055,13295,17754,149265.0,10700000.0
2013-01-08,13294,13342,12960,13152,12773,147660.0,10700000.0
2013-01-09,13103,13342,13103,13199,12800,148195.0,10700000.0
2013-01-10,13150,13294,12769,12914,97036,144985.0,10700000.0
2013-01-11,13008,13103,12627,12676,41613,142310.0,10700000.0
2013-01-14,12865,12865,12246,12580,81804,141240.0,10700000.0
2013-01-15,12341,12531,11864,12294,87051,138030.0,10700000.0
2013-01-16,12198,12389,11721,11723,68008,131610.0,10700000.0
2013-01-17,11674,12007,11436,11961,108261,134285.0,10700000.0
2013-01-18,11959,12150,11816,12008,39019,134820.0,10700000.0
2013-01-21,11912,12150,11864,11913,62368,133750.0,10700000.0
2013-01-22,11769,12054,11769,11961,42030,134285.0,10700000.0
2013-01-23,11959,12102,11769,11770,38589,132145.0,10700000.0
2013-01-24,12007,12102,11816,12104,47133,135890.0,10700000.0
2013-01-25,12150,12150,11769,11961,29049,134285.0,10700000.0
2013-01-28,11912,12007,11769,11818,11056,132680.0,10700000.0
2013-01-29,11674,12054,11674,11961,36228,134285.0,10700000.0
2013-01-30,12054,12198,11721,12008,42800,134820.0,10700000.0
2013-01-31,11959,12054,11912,12056,19373,135355.0,10700000.0
2013-02-01,12054,12198,11912,12104,17636,135890.0,10700000.0
2013-02-04,12246,12674,12102,12627,63958,141775.0,10700000.0
2013-02-05,12579,12722,12436,12627,22977,141775.0,10700000.0
2013-02-06,12722,12817,12531,12771,28457,143380.0,10700000.0
2013-02-07,12769,12865,12627,12771,25190,143380.0,10700000.0
2013-02-08,12769,12912,12627,12771,19087,143380.0,10700000.0
2013-02-12,12674,12769,12484,12627,13713,141775.0,10700000.0
2013-02-13,12769,12769,12293,12627,26952,141775.0,10700000.0
2013-02-14,12674,12722,12579,12723,10488,142845.0,10700000.0
2013-02-15,12722,12722,12484,12580,16139,141240.0,10700000.0
2013-02-18,12579,12722,12436,12676,15914,142310.0,10700000.0
2013-02-19,12627,12722,12484,12580,20087,141240.0,10700000.0
2013-02-20,12579,12865,11912,12484,48247,140170.0,10700000.0
2013-02-21,12436,12674,12293,12627,14694,141775.0,10700000.0
2013-02-22,12531,13437,12531,13295,76564,149265.0,10700000.0
2013-02-25,13485,13485,13199,13390,43338,150335.0,10700000.0
2013-02-26,13342,13437,13150,13437,19979,150870.0,10700000.0
2013-02-27,13389,13532,13294,13485,21991,151405.0,10700000.0
2013-02-28,13389,13532,13294,13342,32265,149800.0,10700000.0
2013-03-04,13342,13627,13199,13485,43327,151405.0,10700000.0
2013-03-05,13580,13770,13437,13628,61762,153010.0,10700000.0
2013-03-06,13723,13770,13485,13724,35150,154080.0,10700000.0
2013-03-07,13770,13770,13485,13485,21035,151405.0,10700000.0
2013-03-08,13485,13627,13342,13580,33826,152475.0,10700000.0
2013-03-11,13723,13723,13294,13390,29733,150335.0,10700000.0
2013-03-12,13437,13437,13055,13247,32864,148730.0,10700000.0
2013-03-13,13342,13342,13055,13152,27413,147660.0,10700000.0
2013-03-14,13294,14056,13199,13819,142633,155150.0,10700000.0
2013-03-15,13818,13961,13675,13819,33201,155150.0,10700000.0
2013-03-18,13675,13913,13627,13628,44382,153010.0,10700000.0
2013-03-19,13627,14200,13627,14152,87557,158895.0,10700000.0
2013-03-20,14151,14200,13723,13962,57399,156755.0,10700000.0
2013-03-21,13961,14008,13818,14010,15646,157290.0,10700000.0
2013-03-22,13818,13961,13485,13580,46552,152475.0,10700000.0
2013-03-25,13580,13865,13437,13628,21665,153010.0,10700000.0
2013-03-26,13723,13723,13532,13628,10652,153010.0,10700000.0
2013-03-27,13532,13627,13437,13628,28324,153010.0,10700000.0
2013-03-28,13627,13818,13580,13819,17703,155150.0,10700000.0
2013-03-29,13818,14103,13818,13867,32040,155685.0,10700000.0
2013-04-01,13818,14056,13818,13962,18885,156755.0,10700000.0
2013-04-02,14056,14056,13723,13914,19548,156220.0,10700000.0
2013-04-03,14056,14056,13723,13819,20204,155150.0,10700000.0
2013-04-04,13675,13913,13247,13485,40296,151405.0,10700000.0
2013-04-05,13437,13913,13437,13675,43005,153545.0,10700000.0
2013-04-08,13580,13627,13294,13342,23793,149800.0,10700000.0
2013-04-09,13247,13342,12865,13295,34666,149265.0,10700000.0
2013-04-10,13150,13532,13103,13485,20855,151405.0,10700000.0
2013-04-11,13580,13675,13342,13675,30047,153545.0,10700000.0
2013-04-12,13770,13770,13627,13628,26178,153010.0,10700000.0
2013-04-15,13818,13818,13342,13628,17990,153010.0,10700000.0
2013-04-16,13532,13627,13437,13485,14768,151405.0,10700000.0
2013-04-17,13627,14151,13437,14010,127892,157290.0,10700000.0
2013-04-18,14103,15629,14103,15439,409469,173340.0,10700000.0
2013-04-19,15343,16391,14961,15296,141982,171735.0,10700000.0
2013-04-22,15296,15724,15296,15582,82567,174945.0,10700000.0
2013-04-23,15724,16010,15438,15725,67576,176550.0,10700000.0
2013-04-24,15867,15867,15296,15677,87447,176015.0,10700000.0
2013-04-25,15772,15772,15296,15391,63909,172805.0,10700000.0
2013-04-26,15391,16820,15248,16821,173125,188855.0,10700000.0
2013-04-29,16772,16820,16296,16392,128451,184040.0,10700000.0
2013-04-30,16487,16772,16296,16297,81734,182970.0,10700000.0
2013-05-02,16296,16963,16296,16297,115664,182970.0,10700000.0
2013-05-03,16487,16487,16105,16201,66287,181900.0,10700000.0
2013-05-06,16439,16534,16152,16249,49704,182435.0,10700000.0
2013-05-07,16249,16487,15914,16440,69787,184575.0,10700000.0
2013-05-08,16487,16915,16296,16726,80690,187785.0,10700000.0
2013-05-09,16677,17201,16439,17155,96142,192600.0,10700000.0
2013-05-10,17297,17440,16915,17107,92855,192065.0,10700000.0
2013-05-13,17058,17297,16677,16726,66976,187785.0,10700000.0
2013-05-14,16820,16867,15534,15963,132707,179225.0,10700000.0
2013-05-15,15962,16200,15534,15534,92537,174410.0,10700000.0
2013-05-16,15581,15724,15057,15201,166891,170665.0,10700000.0
2013-05-20,15486,15581,14961,15106,108115,169595.0,10700000.0
2013-05-21,15296,15391,14914,15153,99959,170130.0,10700000.0
2013-05-22,15199,15534,15104,15344,72414,172270.0,10700000.0
2013-05-23,15296,15296,14628,14772,87214,165850.0,10700000.0
2013-05-24,14771,14914,14342,14820,64717,166385.0,10700000.0
2013-05-27,14866,15057,14628,14676,65018,164780.0,10700000.0
2013-05-28,14628,15152,14628,15058,78423,169060.0,10700000.0
2013-05-29,14961,15199,14866,14963,47497,167990.0,10700000.0
2013-05-30,15104,15248,14914,15106,56135,169595.0,10700000.0
2013-05-31,15248,15248,14771,15153,46722,170130.0,10700000.0
2013-06-03,15057,15104,14676,14676,58369,164780.0,10700000.0
2013-06-04,14676,14676,13770,13772,113511,154615.0,10700000.0
2013-06-05,13770,13770,13055,13485,113166,151405.0,10700000.0
2013-06-07,13723,14103,13627,14010,39423,157290.0,10700000.0
2013-06-10,14200,14676,14151,14438,38834,162105.0,10700000.0
2013-06-11,14438,14438,14056,14152,18797,158895.0,10700000.0
2013-06-12,14200,14628,13913,14438,20683,162105.0,10700000.0
2013-06-13,14580,14676,14200,14438,15388,162105.0,10700000.0
2013-06-14,14580,14676,14008,14295,10547,160500.0,10700000.0
2013-06-17,14008,14438,13770,14152,10468,158895.0,10700000.0
2013-06-18,14151,14247,13532,14200,15657,159430.0,10700000.0
2013-06-19,14390,14390,13818,14105,16671,158360.0,10700000.0
2013-06-20,14008,14008,13580,13724,20451,154080.0,10700000.0
2013-06-21,12817,13675,12817,13580,26495,152475.0,10700000.0
2013-06-24,13389,13865,13389,13580,16957,152475.0,10700000.0
2013-06-25,13150,13627,13055,13199,31928,148195.0,10700000.0
2013-06-26,13199,13580,13199,13199,17167,148195.0,10700000.0
2013-06-27,13532,13865,13532,13724,9671,154080.0,10700000.0
2013-06-28,13675,14151,13675,14152,7420,158895.0,10700000.0
2013-07-01,13961,14485,13961,14486,11519,162640.0,10700000.0
2013-07-02,14342,14580,14247,14486,10493,162640.0,10700000.0
2013-07-03,14485,14771,14342,14391,31529,161570.0,10700000.0
2013-07-04,14580,14580,14103,14105,13720,158360.0,10700000.0
2013-07-05,14485,14485,13818,14248,7699,159965.0,10700000.0
2013-07-08,14247,14247,13818,13914,10564,156220.0,10700000.0
2013-07-09,13723,14151,13723,14105,7590,158360.0,10700000.0
2013-07-10,14151,14247,13913,14200,4031,159430.0,10700000.0
2013-07-11,14247,14628,14247,14629,15092,164245.0,10700000.0
2013-07-12,14485,14818,14485,14676,17833,164780.0,10700000.0
2013-07-15,14818,14818,14485,14676,3082,164780.0,10700000.0
2013-07-16,14485,14723,14485,14629,9634,164245.0,10700000.0
2013-07-17,14676,14676,14438,14533,7025,163175.0,10700000.0
2013-07-18,14580,14818,14485,14772,20142,165850.0,10700000.0
2013-07-19,14771,15199,14580,15153,34720,170130.0,10700000.0
2013-07-22,15199,15199,14914,15010,21107,168525.0,10700000.0
2013-07-23,14866,15056,14866,14915,11327,167455.0,10700000.0
2013-07-24,15104,15104,14866,15058,8826,169060.0,10700000.0
2013-07-25,14914,15009,14723,14820,14735,166385.0,10700000.0
2013-07-26,14771,14818,14390,14581,22053,163710.0,10700000.0
2013-07-29,14628,14676,14008,14248,20193,159965.0,10700000.0
2013-07-30,14247,14342,14103,14200,6406,159430.0,10700000.0
2013-07-31,14533,14533,13913,14295,8998,160500.0,10700000.0
2013-08-01,14295,14676,14151,14295,26545,160500.0,10700000.0
2013-08-02,14723,14723,14056,14391,37389,161570.0,10700000.0
2013-08-05,14200,14628,14200,14581,12173,163710.0,10700000.0
2013-08-06,14390,14628,14295,14581,9316,163710.0,10700000.0
2013-08-07,14628,15296,14485,15248,51326,171200.0,10700000.0
2013-08-08,15248,15581,15057,15582,38627,174945.0,10700000.0
2013-08-09,15772,15819,15438,15725,42067,176550.0,10700000.0
2013-08-12,15581,16152,15581,15963,58738,179225.0,10700000.0
2013-08-13,16010,16296,15772,15773,47865,177085.0,10700000.0
2013-08-14,15772,15914,15486,15725,19265,176550.0,10700000.0
2013-08-16,15724,15867,15486,15677,20574,176015.0,10700000.0
2013-08-19,15914,15914,15486,15677,15658,176015.0,10700000.0
2013-08-20,15724,16105,15486,15821,41326,177620.0,10700000.0
2013-08-21,15819,15819,14866,15153,50589,170130.0,10700000.0
2013-08-22,14914,15057,14485,14676,22438,164780.0,10700000.0
2013-08-23,14723,15391,14723,15010,17740,168525.0,10700000.0
2013-08-26,15248,15438,14914,15344,22409,172270.0,10700000.0
2013-08-27,15534,15534,14914,15058,11655,169060.0,10700000.0
2013-08-28,14438,14961,14342,14725,33669,165315.0,10700000.0
2013-08-29,14580,15438,14580,14868,103826,166920.0,10700000.0
2013-08-30,15152,15534,14961,15248,67709,171200.0,10700000.0
2013-09-02,15248,15248,14676,14772,47450,165850.0,10700000.0
2013-09-03,14866,15343,14676,15344,57555,172270.0,10700000.0
2013-09-04,15343,15581,15104,15439,42820,173340.0,10700000.0
2013-09-05,15629,15629,15296,15439,31514,173340.0,10700000.0
2013-09-06,15629,15629,14914,15106,23764,169595.0,10700000.0
2013-09-09,15104,15104,14580,14963,51070,167990.0,10700000.0
2013-09-10,14771,15152,14771,15058,11639,169060.0,10700000.0
2013-09-11,15057,15199,14771,14868,33437,166920.0,10700000.0
2013-09-12,15009,15199,14771,14868,23148,166920.0,10700000.0
2013-09-13,14914,15486,14914,15153,27433,170130.0,10700000.0
2013-09-16,15296,15486,14961,15058,21828,169060.0,10700000.0
2013-09-17,15343,15391,14914,15058,19995,169060.0,10700000.0
2013-09-23,15057,15199,14723,15010,33579,168525.0,10700000.0
2013-09-24,15057,16152,15009,16106,130853,180830.0,10700000.0
2013-09-25,16296,16391,15676,15773,66295,177085.0,10700000.0
2013-09-26,15914,16344,15772,16201,65399,181900.0,10700000.0
2013-09-27,16200,16391,15819,16249,45154,182435.0,10700000.0
2013-09-30,16439,16725,16200,16678,119644,187250.0,10700000.0
2013-10-01,16677,17010,16391,16774,69748,188320.0,10700000.0
2013-10-02,16677,17105,16582,17012,49662,190995.0,10700000.0
2013-10-04,17010,17010,16487,17012,46908,190995.0,10700000.0
2013-10-07,16772,17153,16487,16917,61469,189925.0,10700000.0
2013-10-08,16867,17058,16439,16440,26718,184575.0,10700000.0
2013-10-10,16582,16582,16152,16249,51665,182435.0,10700000.0
2013-10-11,16391,16725,16200,16249,32383,182435.0,10700000.0
2013-10-14,16296,16534,16105,16392,17468,184040.0,10700000.0
2013-10-15,16439,16677,16105,16440,42096,184575.0,10700000.0
2013-10-16,16439,16772,16200,16535,22638,185645.0,10700000.0
2013-10-17,16725,16772,16105,16154,22308,181365.0,10700000.0
2013-10-18,16152,16249,15581,16154,26185,181365.0,10700000.0
2013-10-21,16057,16391,15914,16344,15531,183505.0,10700000.0
2013-10-22,16249,16344,16057,16106,15397,180830.0,10700000.0
2013-10-23,16010,16105,15629,15773,22918,177085.0,10700000.0
2013-10-24,15676,15914,15486,15773,33832,177085.0,10700000.0
2013-10-25,15819,16057,15772,15821,11761,177620.0,10700000.0
2013-10-28,15819,16677,15819,16582,50985,186180.0,10700000.0
2013-10-29,16296,16772,16105,16630,54585,186715.0,10700000.0
2013-10-30,16534,16772,16391,16582,6743,186180.0,10700000.0
2013-10-31,16725,16725,16200,16201,6915,181900.0,10700000.0
2013-11-01,16105,16629,16010,16249,12118,182435.0,10700000.0
2013-11-04,16152,16249,15914,16154,13403,181365.0,10700000.0
2013-11-05,15867,16200,15819,16106,13168,180830.0,10700000.0
2013-11-06,16105,16534,15914,16487,25505,185110.0,10700000.0
2013-11-07,16629,16915,16487,16774,40573,188320.0,10700000.0
2013-11-08,16677,16677,16200,16392,97629,184040.0,10700000.0
2013-11-11,16534,16534,16010,16249,31531,182435.0,10700000.0
2013-11-12,16200,16487,16057,16440,27453,184575.0,10700000.0
2013-11-13,16582,16677,16010,16106,17366,180830.0,10700000.0
2013-11-14,16010,16582,16010,16154,19375,181365.0,10700000.0
2013-11-15,16152,16487,15962,16154,16810,181365.0,10700000.0
2013-11-18,16200,16200,15867,15916,13895,178690.0,10700000.0
2013-11-19,15867,16152,15724,15963,6984,179225.0,10700000.0
2013-11-20,15819,16105,15772,15773,16962,177085.0,10700000.0
2013-11-21,15724,16010,15676,15677,6294,176015.0,10700000.0
2013-11-22,15724,15962,15724,15868,5137,178155.0,10700000.0
2013-11-25,15914,16010,15819,15868,14775,178155.0,10700000.0
2013-11-26,16010,16057,15867,16011,19389,179760.0,10700000.0
2013-11-27,16010,16200,15914,16011,17966,179760.0,10700000.0
2013-11-28,16010,16344,16010,16201,14042,181900.0,10700000.0
2013-11-29,16152,16200,15962,16106,56061,180830.0,10700000.0
2013-12-02,16296,16296,15914,16011,23504,179760.0,10700000.0
2013-12-03,16057,16105,15867,16011,22642,179760.0,10700000.0
2013-12-04,16010,16152,15867,16106,53454,180830.0,10700000.0
2013-12-05,16057,16200,15962,16201,31083,181900.0,10700000.0
2013-12-06,16200,16296,16105,16154,17344,181365.0,10700000.0
2013-12-09,16152,16296,16010,16154,15347,181365.0,10700000.0
2013-12-10,16057,16152,15962,16106,21683,180830.0,10700000.0
2013-12-11,16200,16582,16105,16201,21816,181900.0,10700000.0
2013-12-12,16057,16344,16057,16201,11139,181900.0,10700000.0
2013-12-13,16344,16391,16152,16249,20985,182435.0,10700000.0
2013-12-16,16296,16582,16296,16297,17512,182970.0,10700000.0
2013-12-17,16296,16534,16200,16440,34638,184575.0,10700000.0
