엔에스엔(031860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-12-15,4955,4981,4721,4722,3180742,50635.0,55642933.0
2009-12-16,4747,4773,4643,4696,1647486,50357.0,55642933.0
2009-12-17,4695,4825,4669,4696,1536289,50357.0,55642933.0
2009-12-18,4695,4747,4643,4670,1741946,50079.0,55642933.0
2009-12-21,4721,5058,4695,4851,6512835,52026.0,55642933.0
2009-12-22,4877,4903,4669,4670,2377685,55783.0,61980959.0
2009-12-23,4669,4721,4280,4358,3628266,52064.0,61980959.0
2009-12-24,4332,4462,4280,4333,1385830,51754.0,61980959.0
2009-12-28,4332,4332,3891,4073,2176422,48655.0,61980959.0
2009-12-29,3891,4150,3891,4099,999123,48965.0,61980959.0
2009-12-30,4176,4306,4047,4307,1167173,51444.0,61980959.0
2010-01-04,4306,4462,4176,4229,1540470,50514.0,61980959.0
2010-01-05,4228,4332,4176,4177,1587711,49895.0,61980959.0
2010-01-06,4176,4202,4047,4099,2039985,48965.0,61980959.0
2010-01-07,4047,4280,4047,4177,3041671,49895.0,61980959.0
2010-01-08,4176,4228,4047,4125,1620835,49275.0,61980959.0
2010-01-11,4150,4202,4099,4151,1047748,49585.0,61980959.0
2010-01-12,0,0,0,4151,0,49585.0,61980959.0
2010-01-13,3917,4150,3917,3995,2160627,47725.0,61980959.0
2010-01-14,3995,4047,3917,3943,1440754,47106.0,61980959.0
2010-01-15,3969,4125,3891,4073,1400364,48655.0,61980959.0
2010-01-18,4176,4669,4125,4566,9620555,54543.0,61980959.0
2010-01-19,4514,4877,4358,4748,7202494,56713.0,61980959.0
2010-01-20,4799,4799,4514,4696,3500301,56093.0,61980959.0
2010-01-21,4669,4747,4566,4618,2712543,55163.0,61980959.0
2010-01-22,4462,4591,4306,4358,3515085,52064.0,61980959.0
2010-01-25,4228,4410,4099,4281,3065953,51134.0,61980959.0
2010-01-26,4358,4540,4254,4358,2956068,52064.0,61980959.0
2010-01-27,4384,4488,4176,4203,2436861,50205.0,61980959.0
2010-01-28,4280,4280,4047,4203,1674327,50205.0,61980959.0
2010-01-29,4125,4176,4021,4151,1541066,49585.0,61980959.0
2010-02-01,4099,4462,4099,4410,4268308,52684.0,61980959.0
2010-02-02,4436,4514,4254,4333,2641982,51754.0,61980959.0
2010-02-03,4410,4540,4306,4436,5102929,52994.0,61980959.0
2010-02-04,4436,5084,4306,5085,31235415,60741.0,61980959.0
2010-02-05,4851,5785,4721,5500,33920203,65700.0,61980959.0
2010-02-08,6304,6304,6304,6304,1930396,75307.0,61980959.0
2010-02-09,6304,7082,5448,5993,54756678,71588.0,61980959.0
2010-02-10,6070,6148,5240,5292,23054686,63221.0,61980959.0
2010-02-11,5500,6070,5214,6071,24157980,72518.0,61980959.0
2010-02-12,5966,6952,5863,6123,48877306,73138.0,61980959.0
2010-02-16,6070,6589,5966,6200,15646944,74067.0,61980959.0
2010-02-17,6278,6459,6018,6460,15615117,77166.0,61980959.0
2010-02-18,6589,6667,6252,6252,9397827,74687.0,61980959.0
2010-02-19,6174,6174,5655,5811,10387007,69419.0,61980959.0
2010-02-22,5992,6174,5915,5941,6994008,70968.0,61980959.0
2010-02-23,5785,6382,5655,6200,17447038,74067.0,61980959.0
2010-02-24,6148,7108,6018,7108,28099051,84914.0,61980959.0
2010-02-25,7419,7419,6044,6045,41661157,72208.0,61980959.0
2010-02-26,6148,6537,5863,6278,16039183,74997.0,61980959.0
2010-03-02,6382,6563,6148,6304,10617998,75307.0,61980959.0
2010-03-03,6226,6433,6096,6330,6028388,75617.0,61980959.0
2010-03-04,6278,6797,6174,6642,17975565,79336.0,61980959.0
2010-03-05,6589,6978,6537,6667,15236228,79646.0,61980959.0
2010-03-08,6745,6900,6615,6719,8288177,80265.0,61980959.0
2010-03-09,6797,7186,6485,6667,22534270,79646.0,61980959.0
2010-03-10,6771,6823,6485,6538,7066917,78096.0,61980959.0
2010-03-11,6563,6615,5577,5656,29197316,67559.0,61980959.0
2010-03-12,5785,5785,5370,5578,6705804,66630.0,61980959.0
2010-03-15,5603,5915,5474,5630,7267305,67249.0,61980959.0
2010-03-16,5629,5785,5525,5630,2962731,67249.0,61980959.0
2010-03-17,5629,5681,5448,5474,3124453,65390.0,61980959.0
2010-03-18,5474,5500,5292,5448,2787305,65080.0,61980959.0
2010-03-19,5448,5629,5370,5396,2860599,64460.0,61980959.0
2010-03-22,5422,5448,5136,5189,2446270,61981.0,61980959.0
2010-03-23,5188,5214,4929,4955,4485651,59192.0,61980959.0
2010-03-24,4981,5318,4929,4981,4964409,59502.0,61980959.0
2010-03-25,4877,4929,4591,4670,3305306,55783.0,61980959.0
2010-03-26,4721,5033,4695,4981,3303481,59502.0,61980959.0
2010-03-29,4903,5162,4877,4981,2112860,59502.0,61980959.0
2010-03-30,5162,5240,5007,5033,2210076,60122.0,61980959.0
2010-03-31,5033,5110,4773,4825,1651809,57642.0,61980959.0
2010-04-01,4851,4877,4695,4748,1047941,56713.0,61980959.0
2010-04-02,4669,4825,4617,4644,1873030,55473.0,61980959.0
2010-04-05,4617,4617,3969,4281,3199716,51134.0,61980959.0
2010-04-06,4228,4358,4202,4307,1054921,51444.0,61980959.0
2010-04-07,4358,4488,4280,4410,1019742,52684.0,61980959.0
2010-04-08,4462,4540,4332,4462,1071902,53304.0,61980959.0
2010-04-09,4540,4566,4358,4410,908153,52684.0,61980959.0
2010-04-12,4410,4436,4280,4333,708628,51754.0,61980959.0
2010-04-13,4384,4384,4254,4358,839775,52064.0,61980959.0
2010-04-14,4384,4462,4332,4436,984349,52994.0,61980959.0
2010-04-15,4462,5007,4436,4748,3911607,56713.0,61980959.0
2010-04-16,4747,4747,4488,4618,1434808,55163.0,61980959.0
2010-04-19,4540,4669,4410,4514,1456090,53923.0,61980959.0
2010-04-20,4462,4462,3865,4281,4505970,51134.0,61980959.0
2010-04-21,4306,4332,4150,4177,1313630,49895.0,61980959.0
2010-04-22,4176,4202,4099,4125,1099343,49275.0,61980959.0
2010-04-23,4150,4591,4099,4358,2455945,52064.0,61980959.0
2010-04-26,4410,4929,4358,4670,4083226,55783.0,61980959.0
2010-04-27,4721,4773,4488,4566,1236255,54543.0,61980959.0
2010-04-28,4358,4695,4332,4696,1201377,56093.0,61980959.0
2010-04-29,4773,4773,4617,4618,988119,55163.0,61980959.0
2010-04-30,4617,4799,4591,4800,1250445,57332.0,61980959.0
2010-05-03,4851,5058,4747,4877,2701508,58262.0,61980959.0
2010-05-04,4903,5033,4825,4825,1248993,57642.0,61980959.0
2010-05-06,4669,4929,4617,4825,997091,57642.0,61980959.0
2010-05-07,4773,4903,4566,4877,1228981,58262.0,61980959.0
2010-05-10,4877,5033,4773,4903,2012771,58572.0,61980959.0
2010-05-11,4929,4929,4773,4877,1352820,58262.0,61980959.0
2010-05-12,5188,5603,4825,4825,7750114,57642.0,61980959.0
2010-05-13,4851,4877,4669,4722,1919824,56403.0,61980959.0
2010-05-14,4643,5084,4436,4774,4570128,57022.0,61980959.0
2010-05-17,4721,4773,4462,4540,1076312,54233.0,61980959.0
2010-05-18,4669,4695,4410,4488,1015605,53614.0,61980959.0
2010-05-19,4462,4462,4125,4229,1711572,50514.0,61980959.0
2010-05-20,4228,4851,4228,4851,4432623,57952.0,61980959.0
2010-05-24,4851,4929,4514,4670,4890022,55783.0,61980959.0
2010-05-25,4617,4721,3995,4255,2727797,50824.0,61980959.0
2010-05-26,4254,4332,4176,4229,1813302,50514.0,61980959.0
2010-05-27,4228,4410,4176,4358,2551830,52064.0,61980959.0
2010-05-28,4436,4540,4280,4307,1763600,51444.0,61980959.0
2010-05-31,4384,4488,4306,4410,1051125,52684.0,61980959.0
2010-06-01,4410,4747,4410,4592,3214936,54853.0,61980959.0
2010-06-03,4591,4669,4228,4410,1938691,52684.0,61980959.0
2010-06-04,4436,4617,4332,4514,2262378,53923.0,61980959.0
2010-06-07,4280,4410,4254,4384,988015,52374.0,61980959.0
2010-06-08,4332,4488,4332,4436,1139882,52994.0,61980959.0
2010-06-09,4462,4462,4306,4307,1000673,51444.0,61980959.0
2010-06-10,4332,4591,4280,4358,2869639,52064.0,61980959.0
2010-06-11,4436,4566,4358,4358,1936450,52064.0,61980959.0
2010-06-14,4384,4462,4358,4384,1084981,52374.0,61980959.0
2010-06-15,4488,4540,4384,4436,1302337,52994.0,61980959.0
2010-06-16,4462,4488,4358,4384,903724,52374.0,61980959.0
2010-06-17,4384,4436,4306,4307,856274,51444.0,61980959.0
2010-06-18,4332,4384,4306,4307,548738,51444.0,61980959.0
2010-06-21,4332,4358,4228,4281,892389,51134.0,61980959.0
2010-06-22,4280,4462,4280,4307,2439281,51444.0,61980959.0
2010-06-23,4306,4332,4228,4281,783376,51134.0,61980959.0
2010-06-24,4280,4306,4202,4255,813399,50824.0,61980959.0
2010-06-25,4228,4254,4202,4229,376122,50514.0,61980959.0
2010-06-28,4228,4254,4125,4151,671250,49585.0,61980959.0
2010-06-29,4176,4202,4099,4151,762207,49585.0,61980959.0
2010-06-30,4047,4150,3943,4047,703255,48345.0,61980959.0
2010-07-01,4047,4099,3969,4047,581181,48345.0,61980959.0
2010-07-02,4073,4073,3917,3995,777586,47725.0,61980959.0
2010-07-05,3943,4176,3917,4125,1265135,49275.0,61980959.0
2010-07-06,4150,4150,3995,4073,699137,48655.0,61980959.0
2010-07-07,4073,4176,3995,4099,902066,48965.0,61980959.0
2010-07-08,4099,4125,3969,4021,850982,48035.0,61980959.0
2010-07-09,3995,4021,3943,3969,881020,47415.0,61980959.0
2010-07-12,3995,3995,3917,3943,746707,47106.0,61980959.0
2010-07-13,3969,4254,3891,4125,3498078,49275.0,61980959.0
2010-07-14,4150,4280,4073,4099,2973164,48965.0,61980959.0
2010-07-15,4099,4150,4047,4047,757217,48345.0,61980959.0
2010-07-16,4047,4099,3995,4021,631227,48035.0,61980959.0
2010-07-19,3995,4047,3943,3995,613586,47725.0,61980959.0
2010-07-20,4021,4021,3943,3943,662210,47106.0,61980959.0
2010-07-21,3969,3995,3917,3943,573332,47106.0,61980959.0
2010-07-22,3917,3943,3813,3866,1105939,46176.0,61980959.0
2010-07-23,3865,3917,3761,3840,1137889,45866.0,61980959.0
2010-07-26,3839,3891,3787,3814,834695,45556.0,61980959.0
2010-07-27,3839,3917,3787,3840,869234,45866.0,61980959.0
2010-07-28,3865,3943,3813,3892,748613,46486.0,61980959.0
2010-07-29,3891,3943,3813,3840,883807,45866.0,61980959.0
2010-07-30,3839,3865,3787,3814,456419,45556.0,61980959.0
2010-08-02,3813,3865,3787,3814,515944,45556.0,61980959.0
2010-08-03,3813,3865,3787,3814,606721,45556.0,61980959.0
2010-08-04,3865,4021,3839,3943,2971212,47106.0,61980959.0
2010-08-05,3969,4021,3839,3892,916002,46486.0,61980959.0
2010-08-06,3943,4384,3813,4099,5973207,48965.0,61980959.0
2010-08-09,4099,4228,4021,4151,1452288,49585.0,61980959.0
2010-08-10,4150,4176,4073,4151,604607,49585.0,61980959.0
2010-08-11,4306,4306,4073,4177,1085770,49895.0,61980959.0
2010-08-12,4099,4202,3735,3995,1349834,47725.0,61980959.0
2010-08-13,4047,4176,3917,3943,1506733,47106.0,61980959.0
2010-08-16,3943,3969,3839,3943,750925,47106.0,61980959.0
2010-08-17,3917,4125,3865,4073,1172945,48655.0,61980959.0
2010-08-18,3995,4073,3891,4021,929543,48035.0,61980959.0
2010-08-19,3995,4021,3891,3969,632327,47415.0,61980959.0
2010-08-20,3995,4125,3969,4021,2335446,48035.0,61980959.0
2010-08-23,4021,4073,3917,3943,621292,47106.0,61980959.0
2010-08-24,3917,3943,3839,3892,552508,46486.0,61980959.0
2010-08-25,3839,3891,3761,3788,589478,45246.0,61980959.0
2010-08-26,3813,3813,3658,3710,738728,44316.0,61980959.0
2010-08-27,3683,3683,3554,3606,730460,43077.0,61980959.0
2010-08-30,3632,3709,3606,3710,541413,44316.0,61980959.0
2010-08-31,3683,3683,3632,3684,299070,44006.0,61980959.0
2010-09-01,3683,3735,3632,3632,341240,43387.0,61980959.0
2010-09-02,3683,3683,3606,3606,493727,43077.0,61980959.0
2010-09-03,3606,3632,3424,3450,1381653,41217.0,61980959.0
2010-09-06,3476,3528,3450,3502,581816,41837.0,61980959.0
2010-09-07,3528,3606,3476,3554,469010,42457.0,61980959.0
2010-09-08,3528,3580,3476,3554,616842,42457.0,61980959.0
2010-09-09,3502,3683,3424,3580,1208886,42767.0,61980959.0
2010-09-10,3606,3632,3502,3502,420732,41837.0,61980959.0
2010-09-13,3528,3580,3476,3502,381844,41837.0,61980959.0
2010-09-14,3502,3528,3424,3450,436810,41217.0,61980959.0
2010-09-15,3450,3502,3398,3425,388755,40907.0,61980959.0
2010-09-16,3424,3450,3320,3347,632247,39978.0,61980959.0
2010-09-17,3346,3372,3191,3243,1074450,38738.0,61980959.0
2010-09-20,3268,3294,3191,3243,483594,38738.0,61980959.0
2010-09-24,3242,3294,3242,3295,353478,39358.0,61980959.0
2010-09-27,3268,3346,3268,3321,415374,39668.0,61980959.0
2010-09-28,3320,3346,3242,3243,409609,38738.0,61980959.0
2010-09-29,3294,3294,3216,3217,380385,38428.0,61980959.0
2010-09-30,3242,3268,3165,3191,455935,38118.0,61980959.0
2010-10-01,3165,3216,3087,3139,950117,37498.0,61980959.0
2010-10-04,3113,3123,2672,2714,5212461,32416.0,61980959.0
2010-10-05,2739,2786,2635,2729,1679372,32602.0,61980959.0
2010-10-06,2713,2833,2677,2724,1162680,32540.0,61980959.0
2010-10-07,2734,2786,2718,2750,798000,32850.0,61980959.0
2010-10-08,2744,2801,2698,2802,676233,33470.0,61980959.0
2010-10-11,2817,2952,2812,2916,1400851,34833.0,61980959.0
2010-10-12,2895,2895,2801,2812,731782,33594.0,61980959.0
2010-10-13,2817,3113,2703,2952,1960021,35267.0,61980959.0
2010-10-14,3014,3035,2884,2958,583904,35329.0,61980959.0
2010-10-15,2962,2988,2916,2942,424964,35143.0,61980959.0
2010-10-18,2905,2962,2853,2947,679366,35205.0,61980959.0
2010-10-19,2978,2978,2895,2895,451991,34585.0,61980959.0
2010-10-20,2910,3025,2884,2932,656412,35019.0,61980959.0
2010-10-21,2952,3004,2910,2947,648845,35205.0,61980959.0
2010-10-22,2905,2941,2874,2916,630635,34833.0,61980959.0
2010-10-25,2905,2926,2833,2869,533233,34275.0,61980959.0
2010-10-26,2869,2874,2796,2838,682113,33904.0,61980959.0
2010-10-27,2827,2838,2750,2771,669102,33098.0,61980959.0
2010-10-28,2765,2775,2708,2745,629015,32788.0,61980959.0
2010-10-29,2739,2921,2734,2854,1307109,34090.0,61980959.0
2010-11-01,2905,2910,2827,2828,374636,33780.0,61980959.0
2010-11-02,2843,2869,2786,2802,623559,33470.0,61980959.0
2010-11-03,2791,2853,2781,2802,411951,33470.0,61980959.0
2010-11-04,2801,2848,2796,2843,386116,33966.0,61980959.0
2010-11-05,2879,2895,2807,2833,396515,33842.0,61980959.0
2010-11-08,2858,2858,2801,2849,233925,34028.0,61980959.0
2010-11-09,2858,2858,2801,2828,327826,33780.0,61980959.0
2010-11-10,2827,2843,2781,2792,533069,33346.0,61980959.0
2010-11-11,2791,3206,2781,3207,5426988,38304.0,61980959.0
2010-11-12,3450,3683,3336,3684,19706817,44006.0,61980959.0
2010-11-15,3751,3990,3642,3762,11744378,44936.0,61980959.0
2010-11-16,3813,3813,3523,3617,6170947,43201.0,61980959.0
2010-11-17,3502,3585,3346,3502,4855344,41837.0,61980959.0
2010-11-18,3528,3564,3377,3461,3377300,41341.0,61980959.0
2010-11-19,3460,3683,3320,3321,7462871,39668.0,61980959.0
2010-11-22,3325,3471,3191,3305,2260142,39482.0,61980959.0
2010-11-23,3331,3445,3310,3362,2887436,40164.0,61980959.0
2010-11-24,3061,3253,2957,3139,3223371,37498.0,61980959.0
2010-11-25,3165,3351,3165,3331,3989614,39792.0,61980959.0
2010-11-26,3377,3377,3050,3072,2828891,36693.0,61980959.0
2010-11-29,3030,3165,2957,3030,1144472,36197.0,61980959.0
2010-11-30,2988,3227,2988,3170,1752557,37870.0,61980959.0
2010-12-01,3206,3315,3097,3305,1981531,39482.0,61980959.0
2010-12-02,3336,3372,3237,3274,1837875,39110.0,61980959.0
2010-12-03,3268,3268,3087,3144,1567916,37560.0,61980959.0
2010-12-06,3113,3196,3113,3165,714794,37808.0,61980959.0
2010-12-07,3180,3191,3061,3067,1006470,36631.0,61980959.0
2010-12-08,3071,3336,3040,3284,3446872,39234.0,61980959.0
2010-12-09,3268,3274,3102,3139,2153870,37498.0,61980959.0
2010-12-10,3191,3191,3071,3118,949818,37251.0,61980959.0
2010-12-13,3154,3154,3092,3118,628989,37251.0,61980959.0
2010-12-14,3097,3154,3097,3144,752456,37560.0,61980959.0
2010-12-15,3154,3154,3102,3108,464937,37127.0,61980959.0
2010-12-16,3092,3144,3066,3092,506551,36941.0,61980959.0
2010-12-17,3113,3113,3030,3041,589273,36321.0,61980959.0
2010-12-20,3014,3014,2853,2906,1141521,34709.0,61980959.0
2010-12-21,2931,2999,2926,2958,436746,35329.0,61980959.0
2010-12-22,2936,2978,2916,2916,319820,34833.0,61980959.0
2010-12-23,2926,2926,2858,2859,505775,34152.0,61980959.0
2010-12-24,2853,2869,2781,2797,593620,33408.0,61980959.0
2010-12-27,2801,2853,2775,2797,441842,33408.0,61980959.0
2010-12-28,2853,2853,2770,2802,376818,33470.0,61980959.0
2010-12-29,2801,3222,2775,3222,4906573,38490.0,61980959.0
2010-12-30,3320,3434,3030,3030,7773546,36197.0,61980959.0
2011-01-03,3035,3216,3035,3139,2597508,37498.0,61980959.0
2011-01-04,3165,3216,3087,3150,1402676,37622.0,61980959.0
2011-01-05,3149,3165,3056,3056,927678,36507.0,61980959.0
2011-01-06,3040,3082,2931,2983,1009474,35639.0,61980959.0
2011-01-07,2962,3128,2947,3046,820009,36383.0,61980959.0
2011-01-10,3045,3113,3014,3061,563944,36569.0,61980959.0
2011-01-11,3071,3268,3061,3181,1699670,37994.0,61980959.0
2011-01-12,3180,3632,3123,3425,8030692,40907.0,61980959.0
2011-01-13,3362,3398,3087,3124,2683660,37313.0,61980959.0
2011-01-14,3149,3305,3113,3207,1588827,38304.0,61980959.0
2011-01-17,3222,3320,3216,3248,865172,38800.0,61980959.0
2011-01-18,3248,3263,3149,3155,1156508,37684.0,61980959.0
2011-01-19,3159,3331,3128,3238,1819983,38676.0,61980959.0
2011-01-20,3237,3372,3191,3279,2450765,39172.0,61980959.0
2011-01-21,3362,3502,3274,3290,4421867,39296.0,61980959.0
2011-01-24,3289,3325,3175,3181,1130199,37994.0,61980959.0
2011-01-25,3196,3232,3149,3191,784541,38118.0,61980959.0
2011-01-26,3211,3253,3139,3165,888559,37808.0,61980959.0
2011-01-27,3201,3201,3149,3150,402933,37622.0,61980959.0
2011-01-28,3175,3185,3061,3087,781036,36879.0,61980959.0
2011-01-31,3071,3118,3045,3092,313180,36941.0,61980959.0
2011-02-01,3045,3149,3045,3124,261191,37313.0,61980959.0
2011-02-07,3128,3268,3113,3212,523630,38366.0,61980959.0
2011-02-08,3191,3253,3191,3191,492056,38118.0,61980959.0
2011-02-09,3191,3253,3139,3248,671729,38800.0,61980959.0
2011-02-10,3300,3575,3279,3284,5245272,39234.0,61980959.0
2011-02-11,3362,3362,3102,3134,1978480,37436.0,61980959.0
2011-02-14,3128,3180,3040,3061,1027864,36569.0,61980959.0
2011-02-15,3061,3128,3040,3098,379490,37003.0,61980959.0
2011-02-16,3123,3149,3050,3051,538061,36445.0,61980959.0
2011-02-17,3045,3087,2905,2921,705951,34895.0,61980959.0
2011-02-18,2910,3004,2910,2989,316109,35701.0,61980959.0
2011-02-21,3030,3092,2957,3067,493942,36631.0,61980959.0
2011-02-22,3066,3087,2947,3015,415458,36011.0,61980959.0
2011-02-23,2962,3466,2962,3466,6594800,41403.0,61980959.0
2011-02-24,3984,3984,3875,3985,3396260,47601.0,61980959.0
2011-02-25,3689,3735,3388,3430,17060948,40969.0,61980959.0
2011-02-28,3554,3642,3242,3492,3139478,41713.0,61980959.0
2011-03-02,3642,3912,3517,3642,9468781,43511.0,61980959.0
2011-03-03,3673,3761,3097,3113,7908918,37189.0,61980959.0
2011-03-04,3108,3300,3045,3181,5444692,37994.0,61980959.0
2011-03-07,3253,3398,3216,3243,2695904,38738.0,61980959.0
2011-03-08,3227,3263,3170,3212,1478453,38366.0,61980959.0
2011-03-09,3232,3263,3154,3212,1442915,38366.0,61980959.0
2011-03-10,3191,3445,3185,3305,5848169,39482.0,61980959.0
2011-03-11,3227,3798,3227,3798,15130603,45370.0,61980959.0
2011-03-14,3491,3491,3232,3233,11135653,38614.0,61980959.0
2011-03-15,3175,3523,2895,3175,10787239,37932.0,61980959.0
2011-03-16,3076,3191,3076,3139,2717212,37498.0,61980959.0
2011-03-17,3191,3320,3139,3144,3220412,37560.0,61980959.0
2011-03-18,3191,3263,3165,3222,2013551,38490.0,61980959.0
2011-03-21,3289,3305,3211,3248,1955999,38800.0,61980959.0
2011-03-22,3248,3284,3175,3191,1660760,38118.0,61980959.0
2011-03-23,3191,3232,3165,3186,889454,38056.0,61980959.0
2011-03-24,3191,3222,3139,3222,913820,38490.0,61980959.0
2011-03-25,3222,3248,3159,3170,1090064,37870.0,61980959.0
2011-03-28,3180,3196,3102,3118,1128384,37251.0,61980959.0
2011-03-29,3102,3159,3061,3134,1148448,37436.0,61980959.0
2011-03-30,3139,3139,3040,3061,1416076,36569.0,61980959.0
2011-03-31,3087,3087,3030,3061,897055,36569.0,61980959.0
2011-04-01,3071,3118,3066,3103,737941,37065.0,61980959.0
2011-04-04,3118,3118,3071,3092,869582,36941.0,61980959.0
2011-04-05,3092,3211,3087,3160,1916098,37746.0,61980959.0
2011-04-06,3159,3206,3128,3139,886586,37498.0,61980959.0
2011-04-07,3170,3237,3139,3144,1609480,37560.0,61980959.0
2011-04-08,3128,3159,3092,3098,960675,37003.0,61980959.0
2011-04-11,3113,3144,3097,3124,715476,37313.0,61980959.0
2011-04-12,3123,3123,3071,3082,573286,36817.0,61980959.0
2011-04-13,3082,3102,3050,3056,545966,36507.0,61980959.0
2011-04-14,3056,3211,3056,3186,2442422,38056.0,61980959.0
2011-04-15,3196,3258,3113,3144,1201176,37560.0,61980959.0
2011-04-18,3242,3268,3087,3098,1579207,37003.0,61980959.0
2011-04-19,3092,3092,2957,2963,1427726,35391.0,61980959.0
2011-04-20,2962,3014,2962,2968,697761,35453.0,61980959.0
2011-04-21,2983,3014,2931,2937,675533,35081.0,61980959.0
2011-04-22,2967,2973,2905,2937,696862,35081.0,61980959.0
2011-04-25,2936,2936,2838,2854,1060455,34090.0,61980959.0
2011-04-26,2853,2890,2698,2740,971197,32726.0,61980959.0
2011-04-27,2713,2900,2708,2807,1148408,33532.0,61980959.0
2011-04-28,2775,2838,2734,2750,445308,32850.0,61980959.0
2011-04-29,2765,2796,2708,2740,401520,32726.0,61980959.0
2011-05-02,2755,2833,2713,2771,554973,33098.0,61980959.0
2011-05-03,2796,2796,2724,2750,401583,32850.0,61980959.0
2011-05-04,2750,2796,2724,2724,536871,32540.0,61980959.0
2011-05-06,2718,2739,2641,2662,719396,31796.0,61980959.0
2011-05-09,2672,2687,2568,2605,728766,31114.0,61980959.0
2011-05-11,2620,2724,2568,2641,653550,31548.0,61980959.0
2011-05-12,2641,2687,2594,2605,338620,31114.0,61980959.0
2011-05-13,2594,2630,2568,2600,349822,31052.0,61980959.0
2011-05-16,2537,2594,2480,2491,820725,29751.0,61980959.0
2011-05-17,2490,2583,2475,2517,567779,30061.0,61980959.0
2011-05-18,2500,2578,2490,2522,331553,30123.0,61980959.0
2011-05-19,2552,2552,2184,2184,827631,26094.0,61980959.0
2011-05-20,2132,2308,2065,2226,1407791,26590.0,61980959.0
2011-05-23,2272,2319,2225,2273,318469,27148.0,61980959.0
2011-05-24,2277,2334,2241,2262,269196,27024.0,61980959.0
2011-05-25,2283,2314,2163,2231,428326,26652.0,61980959.0
2011-05-26,2262,2283,2205,2205,276358,26342.0,61980959.0
2011-05-27,2262,2267,2194,2226,270084,26590.0,61980959.0
2011-05-30,2220,2262,2215,2247,175310,26838.0,61980959.0
2011-05-31,2225,2298,2210,2216,223149,26466.0,61980959.0
2011-06-01,2262,2267,2174,2179,295696,26032.0,61980959.0
2011-06-02,2158,2184,2075,2107,700638,25164.0,61980959.0
2011-06-03,2106,2137,1971,2039,882311,24359.0,61980959.0
2011-06-07,2013,2044,1919,1935,602559,23119.0,61980959.0
2011-06-08,1919,1935,1779,1821,706929,21755.0,61980959.0
2011-06-09,1867,1961,1821,1915,694721,22871.0,61980959.0
2011-06-10,1935,1976,1925,1935,447441,23119.0,61980959.0
2011-06-13,1961,1971,1758,1769,456521,21136.0,61980959.0
2011-06-14,1748,2018,1748,1915,1169432,22871.0,61980959.0
2011-06-15,1914,1961,1878,1925,297234,22995.0,61980959.0
2011-06-16,1899,2013,1899,1941,448617,23181.0,61980959.0
2011-06-17,1940,1971,1919,1925,284394,22995.0,61980959.0
2011-06-20,1950,1950,1826,1842,380624,22003.0,61980959.0
2011-06-21,1904,1909,1816,1847,390023,22065.0,61980959.0
2011-06-22,1831,1899,1816,1878,258933,22437.0,61980959.0
2011-06-23,1893,1899,1847,1889,119863,22561.0,61980959.0
2011-06-24,1878,1966,1862,1946,430113,23243.0,61980959.0
2011-06-27,1950,1982,1919,1956,254613,23367.0,61980959.0
2011-06-28,1950,2200,1945,2024,2046682,24173.0,61980959.0
2011-06-29,2039,2127,1971,2024,628213,24173.0,61980959.0
2011-06-30,2039,2044,1971,2018,362251,24111.0,61980959.0
2011-07-01,2002,2049,1987,2013,244627,24049.0,61980959.0
2011-07-04,2023,2080,2023,2065,345103,24668.0,61980959.0
2011-07-05,2065,2111,2059,2096,543644,25040.0,61980959.0
2011-07-06,2080,2122,2023,2055,276998,24544.0,61980959.0
2011-07-07,2075,2075,2002,2055,531240,24544.0,61980959.0
2011-07-08,2049,2075,2023,2075,211144,24792.0,61980959.0
2011-07-11,2065,2080,1966,2034,527565,24297.0,61980959.0
2011-07-12,2033,2033,1945,1972,393829,23553.0,61980959.0
2011-07-13,1971,2013,1940,1961,362439,23429.0,61980959.0
2011-07-14,1935,2049,1935,1992,237538,23801.0,61980959.0
2011-07-15,1997,2049,1976,1992,307537,23801.0,61980959.0
2011-07-18,1987,2075,1982,2050,455728,24482.0,61980959.0
2011-07-19,2070,2101,2018,2086,507720,24916.0,61980959.0
2011-07-20,2101,2116,2028,2029,295609,24235.0,61980959.0
2011-07-21,2059,2080,2002,2055,487482,24544.0,61980959.0
2011-07-22,2044,2085,2044,2065,246897,24668.0,61980959.0
2011-07-25,2065,2360,2065,2242,2580514,26776.0,61980959.0
2011-07-26,2246,2283,2189,2252,570925,26900.0,61980959.0
2011-07-27,2231,2267,2205,2257,555718,26962.0,61980959.0
2011-07-28,2257,2257,2168,2190,476995,26156.0,61980959.0
2011-07-29,2194,2194,2111,2153,578296,25722.0,61980959.0
2011-08-01,2127,2163,2101,2127,571616,25412.0,61980959.0
2011-08-02,2111,2179,2101,2169,426124,25908.0,61980959.0
2011-08-03,2148,2148,2039,2050,700598,24482.0,61980959.0
2011-08-04,2039,2116,2018,2024,323463,24173.0,61980959.0
2011-08-05,1919,1919,1779,1816,821845,21693.0,61980959.0
2011-08-08,1696,1857,1603,1728,690179,20640.0,61980959.0
2011-08-09,1608,1696,1473,1577,1085100,18842.0,61980959.0
2011-08-10,1587,1753,1587,1671,719888,19958.0,61980959.0
2011-08-11,1660,1914,1566,1873,1470380,22375.0,61980959.0
2011-08-12,1914,2002,1826,1883,1423609,22499.0,61980959.0
2011-08-16,1873,1919,1862,1883,910130,22499.0,61980959.0
