비디아이(148140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-09-01,11200,11200,11200,11200,4,46592.0,4160000.0
2017-09-04,12250,12250,12250,12250,1,50960.0,4160000.0
2017-09-05,13450,13450,13450,13450,1,55952.0,4160000.0
2017-09-06,11450,11450,11450,11450,100,47632.0,4160000.0
2017-09-07,13100,13100,13100,13100,1,54496.0,4160000.0
2017-09-08,11150,11150,11150,11150,100,46384.0,4160000.0
2017-09-11,10550,10550,10550,10550,40,43888.0,4160000.0
2017-09-12,10550,10550,10550,10550,0,43888.0,4160000.0
2017-09-13,9010,9010,9010,9010,1,37482.0,4160000.0
2017-09-14,10350,10350,8100,8100,2,33696.0,4160000.0
2017-09-15,9310,9310,9310,9310,1,38730.0,4160000.0
2017-09-18,10050,10700,9500,9700,103,40352.0,4160000.0
2017-09-19,8250,8550,8250,8550,2,35568.0,4160000.0
2017-09-20,9830,9830,9830,9830,102,40893.0,4160000.0
2017-09-21,10400,11250,10400,11250,39,46800.0,4160000.0
2017-09-22,11850,11850,11850,11850,1,49296.0,4160000.0
2017-09-25,12550,12700,12550,12700,2,52832.0,4160000.0
2017-09-26,10800,13650,10800,13650,11,56784.0,4160000.0
2017-09-27,11650,13850,11650,13850,11,57616.0,4160000.0
2017-09-28,11800,11800,11800,11800,210,49088.0,4160000.0
2017-09-29,11800,11800,11800,11800,0,49088.0,4160000.0
2017-10-10,10800,10950,10800,10950,200,45552.0,4160000.0
2017-10-11,10000,10500,10000,10200,224,42432.0,4160000.0
2017-10-12,10100,11600,10100,11600,41,48256.0,4160000.0
2017-10-13,10000,13200,10000,13200,189,54912.0,4160000.0
2017-10-16,11250,13000,11250,13000,21,54080.0,4160000.0
2017-10-17,11050,12600,11050,12600,22,52416.0,4160000.0
2017-10-18,10900,11400,10900,11400,101,47424.0,4160000.0
2017-10-19,9700,11000,9700,11000,201,45760.0,4160000.0
2017-10-20,9510,9510,9510,9510,1,39562.0,4160000.0
2017-10-23,10900,10900,10900,10900,692,45344.0,4160000.0
2017-10-24,11500,12500,11500,12500,1097,52000.0,4160000.0
2017-10-25,14000,14300,12200,12300,560,51168.0,4160000.0
2017-10-26,13800,14100,12700,13200,1840,54912.0,4160000.0
2017-10-27,13300,13500,12900,13500,1162,56160.0,4160000.0
2017-10-30,14500,15500,14500,15500,1646,64480.0,4160000.0
2017-10-31,17500,17500,15650,17400,8946,72384.0,4160000.0
2017-11-01,18000,18950,17400,18400,2327,76544.0,4160000.0
2017-11-02,20650,20650,16250,18050,8745,75088.0,4160000.0
2017-11-03,17050,18600,17050,18600,6319,77376.0,4160000.0
2017-11-06,19650,19650,18450,18700,4972,77792.0,4160000.0
2017-11-07,18100,19300,18100,19300,6367,80288.0,4160000.0
2017-11-08,18700,20300,18700,20250,8644,84240.0,4160000.0
2017-11-09,11741,13676,11008,11308,4422545,89504.0,5280500.0
2017-11-10,11808,12409,10207,10374,1657369,82112.0,5280500.0
2017-11-13,10374,10407,9540,9674,798497,76567.0,5280500.0
2017-11-14,10174,10274,9273,9374,704733,74191.0,5280500.0
2017-11-15,9306,9340,8339,8606,813722,68118.0,5280500.0
2017-11-16,8572,8873,8372,8773,467747,69439.0,5280500.0
2017-11-17,8806,8873,8439,8506,331653,67326.0,5280500.0
2017-11-20,8706,9039,8539,8706,469358,68911.0,5280500.0
2017-11-21,8839,8973,8572,8606,362947,68118.0,5280500.0
2017-11-22,8739,8773,8472,8673,332354,68646.0,5280500.0
2017-11-23,8672,8906,8572,8640,335752,68382.0,5280500.0
2017-11-24,8773,8973,8672,8806,333289,69703.0,5280500.0
2017-11-27,8873,9006,8672,8673,236412,68646.0,5280500.0
2017-11-28,8706,8739,8472,8506,269280,67326.0,5280500.0
2017-11-29,8606,8739,8406,8473,237577,67062.0,5280500.0
2017-11-30,8406,8439,7672,7839,285160,62046.0,5280500.0
2017-12-01,7872,7939,7372,7839,191684,62046.0,5280500.0
2017-12-04,7872,7872,7672,7772,86668,61518.0,5280500.0
2017-12-05,7872,7872,7538,7572,134078,59934.0,5280500.0
2017-12-06,7672,7772,7472,7539,100832,59670.0,5280500.0
2017-12-07,7538,7672,7105,7339,127777,58086.0,5280500.0
2017-12-08,7472,8439,7205,7572,416058,59934.0,5280500.0
2017-12-11,7538,7672,7271,7372,99031,58350.0,5280500.0
2017-12-12,7505,7605,7171,7606,121971,60198.0,5280500.0
2017-12-13,7605,7605,7338,7405,66562,58614.0,5280500.0
2017-12-14,7505,7872,7438,7639,120401,60462.0,5280500.0
2017-12-15,7638,8072,7505,7972,179362,63102.0,5280500.0
2017-12-18,7972,8005,7638,7872,118935,62310.0,5280500.0
2017-12-19,7839,7939,7338,7372,134172,58350.0,5280500.0
2017-12-20,7438,7472,6971,7072,112227,55973.0,5280500.0
2017-12-21,6938,7171,6618,6705,112482,53069.0,5280500.0
2017-12-22,6738,6938,6664,6672,66746,52805.0,5280500.0
2017-12-26,6738,6871,6704,6805,37379,53861.0,5280500.0
2017-12-27,6838,6971,6651,6872,59282,54389.0,5280500.0
2017-12-28,6871,6905,6738,6905,21426,54653.0,5280500.0
2018-01-02,6905,7205,6804,7105,45386,56237.0,5280500.0
2018-01-03,7071,7171,6871,6905,38891,54653.0,5280500.0
2018-01-04,6971,7305,6871,6938,73942,54917.0,5280500.0
2018-01-05,6971,7138,6871,7038,47960,55709.0,5280500.0
2018-01-08,7138,7205,6871,6872,49034,54389.0,5280500.0
2018-01-09,6905,7005,6838,6972,39842,55181.0,5280500.0
2018-01-10,7071,7171,6771,6905,52450,54653.0,5280500.0
2018-01-11,6905,6938,6664,6705,83792,53069.0,5280500.0
2018-01-12,6804,6871,6651,6705,67908,53069.0,5280500.0
2018-01-15,6905,7472,6804,6972,183289,55181.0,5280500.0
2018-01-16,6971,7071,6738,7005,71508,55445.0,5280500.0
2018-01-17,7105,7271,6938,7105,87068,56237.0,5280500.0
2018-01-18,7238,7271,7005,7105,70712,56237.0,5280500.0
2018-01-19,7138,7205,6871,6972,64758,55181.0,5280500.0
2018-01-22,7005,7005,6804,6938,55289,54917.0,5280500.0
2018-01-23,6938,7071,6871,7038,52624,55709.0,5280500.0
2018-01-24,7071,7171,6938,7038,106472,55709.0,5280500.0
2018-01-25,7038,7138,6938,7005,37106,55445.0,5280500.0
2018-01-26,7138,7672,7138,7405,404088,58614.0,5280500.0
2018-01-29,7505,7638,7338,7505,131706,59406.0,5280500.0
2018-01-30,7572,7839,7405,7672,177405,60726.0,5280500.0
2018-01-31,7672,7805,7538,7806,121612,61782.0,5280500.0
2018-02-01,7738,7872,7605,7772,79676,61518.0,5280500.0
2018-02-02,7772,7772,7372,7539,112208,59670.0,5280500.0
2018-02-05,7338,7472,7138,7139,69990,56501.0,5280500.0
2018-02-06,6771,7005,6704,6905,109964,54653.0,5280500.0
2018-02-07,7005,7105,6738,6738,62453,53333.0,5280500.0
2018-02-08,6838,7005,6671,6938,45952,54917.0,5280500.0
2018-02-09,6671,6938,6651,6838,38811,54125.0,5280500.0
2018-02-12,7005,7171,6804,6905,60248,54653.0,5280500.0
2018-02-13,7071,7071,6838,6872,40020,54389.0,5280500.0
2018-02-14,7005,7005,6704,6805,52174,53861.0,5280500.0
2018-02-19,6804,6938,6738,6872,39068,54389.0,5280500.0
2018-02-20,6905,6905,6738,6738,29679,53333.0,5280500.0
2018-02-21,6804,6804,6671,6772,34181,53597.0,5280500.0
2018-02-22,6771,6771,6664,6672,41136,52805.0,5280500.0
2018-02-23,6738,6738,6624,6672,45326,52805.0,5280500.0
2018-02-26,6738,6771,6631,6672,33946,52805.0,5280500.0
2018-02-27,6771,7005,6671,6905,59059,54653.0,5280500.0
2018-02-28,6905,7071,6738,6838,44042,54125.0,5280500.0
2018-03-02,6738,7271,6738,7005,182710,55445.0,5280500.0
2018-03-05,7071,7138,6871,6872,42242,54389.0,5280500.0
2018-03-06,6871,7038,6838,7005,34994,55445.0,5280500.0
2018-03-07,7005,7071,6804,6805,43257,53861.0,5280500.0
2018-03-08,6804,7005,6771,6905,27168,54653.0,5280500.0
2018-03-09,6871,6938,6804,6838,25815,54125.0,5280500.0
2018-03-12,6938,7038,6838,6905,33878,54653.0,5280500.0
2018-03-13,6938,6938,6804,6905,27274,54653.0,5280500.0
2018-03-14,6938,6971,6838,6905,16856,54653.0,5280500.0
2018-03-15,6905,6938,6738,6838,22636,54125.0,5280500.0
2018-03-16,6838,6971,6771,6805,29758,53861.0,5280500.0
2018-03-19,6804,6871,6738,6738,32636,53333.0,5280500.0
2018-03-20,6704,6804,6651,6772,58991,53597.0,5280500.0
2018-03-21,7438,7672,7038,7072,423751,55973.0,5280500.0
2018-03-22,7071,7138,6738,6838,98892,54125.0,5280500.0
2018-03-23,6738,6804,6651,6652,95032,52647.0,5280500.0
2018-03-26,6671,6871,6644,6705,59740,53069.0,5280500.0
2018-03-27,6804,6971,6664,6772,61566,53597.0,5280500.0
2018-03-28,6738,6771,6664,6705,30685,53069.0,5280500.0
2018-03-29,6704,6771,6584,6585,72814,52119.0,5280500.0
2018-03-30,6611,6671,6584,6605,37484,52277.0,5280500.0
2018-04-02,6704,6704,6584,6672,48093,52805.0,5280500.0
2018-04-03,6671,6738,6604,6672,25449,52805.0,5280500.0
2018-04-04,6771,6771,6644,6645,37168,52594.0,5280500.0
2018-04-05,6664,6804,6644,6738,42727,53333.0,5280500.0
2018-04-06,6671,6704,6624,6672,26944,52805.0,5280500.0
2018-04-09,6671,6704,6584,6652,32674,52647.0,5280500.0
2018-04-10,6671,6671,6578,6638,23908,52541.0,5280500.0
2018-04-11,6638,6671,6604,6632,23718,52488.0,5280500.0
2018-04-12,6671,6671,6491,6491,44323,51379.0,5280500.0
2018-04-13,6604,6618,6491,6518,20921,51590.0,5280500.0
2018-04-16,6564,6631,6478,6625,29125,52435.0,5280500.0
2018-04-17,6704,8606,6644,8606,782056,68118.0,5280500.0
2018-04-18,9340,9807,8339,8573,2539537,67854.0,5280500.0
2018-04-19,8439,8806,7939,8139,404647,64422.0,5280500.0
2018-04-20,8239,8239,7839,8039,191642,63630.0,5280500.0
2018-04-23,8005,9039,7772,8640,669982,68382.0,5280500.0
2018-04-24,8639,8739,8172,8173,241475,64686.0,5280500.0
2018-04-25,8105,8839,7839,8406,329948,66534.0,5280500.0
2018-04-26,8739,9206,8506,8840,520586,69967.0,5280500.0
2018-04-27,8706,9740,8606,8873,509520,70231.0,5280500.0
2018-04-30,8973,9140,8406,8806,275437,69703.0,5280500.0
2018-05-02,9273,10674,9140,10007,1272805,79208.0,5280500.0
2018-05-03,9973,10140,9573,9874,327535,78151.0,5280500.0
2018-05-04,10340,12142,10174,11041,1458555,87392.0,5280500.0
2018-05-08,11374,12042,11174,11608,477025,91881.0,5280500.0
2018-05-09,11475,11908,11041,11675,211128,92409.0,5280500.0
2018-05-10,11741,12208,11308,11675,172752,92409.0,5280500.0
2018-05-11,11575,12242,11508,12042,184564,95313.0,5280500.0
2018-05-14,12042,12208,11708,12109,128423,95841.0,5280500.0
2018-05-15,12008,12075,11174,11642,267175,92145.0,5280500.0
2018-05-16,11274,11541,10874,11008,155750,87128.0,5280500.0
2018-05-17,11041,11541,11041,11375,88119,90033.0,5280500.0
2018-05-18,11374,11508,10907,11342,81123,89768.0,5280500.0
2018-05-21,11741,12042,11341,11809,111891,93465.0,5280500.0
2018-05-23,11875,12075,11575,11675,72161,92409.0,5280500.0
2018-05-24,11675,11908,11308,11608,72879,91881.0,5280500.0
2018-05-25,10807,11408,10674,11008,148758,87128.0,5280500.0
2018-05-28,11608,12142,10907,11475,251384,90825.0,5280500.0
2018-05-29,11575,11675,11041,11175,94003,88448.0,5280500.0
2018-05-30,11074,11241,10807,11141,73060,88184.0,5280500.0
2018-05-31,10974,11208,10841,11108,91514,87920.0,5280500.0
2018-06-01,11141,11475,11008,11442,95925,90561.0,5280500.0
2018-06-04,11408,11775,11274,11608,70511,91881.0,5280500.0
2018-06-05,11608,11841,11441,11608,44048,91881.0,5280500.0
2018-06-07,11675,11675,11308,11508,37033,91089.0,5280500.0
2018-06-08,11675,11675,11174,11342,43395,89768.0,5280500.0
2018-06-11,11108,11341,11008,11208,54638,88712.0,5280500.0
2018-06-12,11408,11408,10874,11008,51021,87128.0,5280500.0
2018-06-14,11008,11008,10340,10508,57620,83168.0,5280500.0
2018-06-15,10507,10541,9873,10141,118716,80264.0,5280500.0
2018-06-18,10474,10807,10007,10141,87684,80264.0,5280500.0
2018-06-19,10140,10440,9607,10007,67915,79208.0,5280500.0
2018-06-20,9940,10507,9840,10508,48919,83168.0,5280500.0
2018-06-21,10507,10641,10174,10374,23870,82112.0,5280500.0
2018-06-22,10274,10474,10107,10308,31877,81584.0,5280500.0
2018-06-25,10407,10407,10007,10374,22482,82112.0,5280500.0
2018-06-26,10140,10374,9840,9941,44007,78679.0,5280500.0
2018-06-27,10007,10140,9840,9941,38951,78679.0,5280500.0
2018-06-28,9707,9940,9607,9740,31125,77095.0,5280500.0
2018-06-29,9740,10007,9006,9941,69996,78679.0,5280500.0
2018-07-02,9940,10207,9340,9574,31109,75775.0,5280500.0
2018-07-03,9373,9673,9039,9474,66596,74983.0,5280500.0
2018-07-04,9540,9607,9273,9440,28733,74719.0,5280500.0
2018-07-05,9340,9473,9073,9240,24062,73135.0,5280500.0
2018-07-06,9240,9506,8973,9474,22018,74983.0,5280500.0
2018-07-09,9540,9540,9206,9340,13380,73927.0,5280500.0
2018-07-10,9607,9607,9306,9607,20176,76039.0,5280500.0
2018-07-11,9473,9807,9406,9640,23488,76303.0,5280500.0
2018-07-12,9607,9740,9473,9707,17940,76831.0,5280500.0
2018-07-13,9540,9940,9540,9941,16906,78679.0,5280500.0
2018-07-16,9973,10107,9873,9907,14394,78415.0,5280500.0
2018-07-17,10007,10007,9740,9841,14203,77887.0,5280500.0
2018-07-18,9840,9907,9607,9807,17354,77623.0,5280500.0
2018-07-19,9873,9873,9506,9607,28307,76039.0,5280500.0
2018-07-20,9607,9607,9373,9540,20071,75511.0,5280500.0
2018-07-23,9340,9573,9006,9140,42235,72343.0,5280500.0
2018-07-24,9140,9540,9106,9407,26356,74455.0,5280500.0
2018-07-25,9373,9440,9173,9240,11824,73135.0,5280500.0
2018-07-26,9240,9340,9073,9240,14929,73135.0,5280500.0
2018-07-27,9240,9473,9173,9407,18545,74455.0,5280500.0
2018-07-30,9340,9473,9206,9340,11896,73927.0,5280500.0
2018-07-31,9440,9440,9139,9207,11771,72871.0,5280500.0
2018-08-01,9340,9340,9140,9273,18273,73399.0,5280500.0
2018-08-02,9273,9473,9206,9273,10889,73399.0,5280500.0
2018-08-03,9406,9440,9240,9440,9647,74719.0,5280500.0
2018-08-06,9406,9473,9140,9240,14769,73135.0,5280500.0
2018-08-07,9340,9340,9106,9273,8644,73399.0,5280500.0
2018-08-08,9340,9340,8939,9073,26788,71815.0,5280500.0
2018-08-09,9140,9140,8839,9040,27113,71551.0,5280500.0
2018-08-10,9039,9073,8672,9073,23917,71815.0,5280500.0
2018-08-13,9039,9073,8639,8806,20040,69703.0,5280500.0
2018-08-14,8672,8873,8506,8706,43342,68911.0,5280500.0
2018-08-16,8672,8706,8306,8673,23742,68646.0,5280500.0
2018-08-17,8706,9306,8706,9273,31335,73399.0,5280500.0
2018-08-20,9240,9707,9240,9607,28926,76039.0,5280500.0
2018-08-21,9707,9840,9573,9674,32065,76567.0,5280500.0
2018-08-22,9607,9673,9506,9607,10420,76039.0,5280500.0
2018-08-23,9573,9607,9340,9440,24789,74719.0,5280500.0
2018-08-24,9473,9607,9306,9540,18191,75511.0,5280500.0
2018-08-27,9540,9640,9406,9607,18893,76039.0,5280500.0
2018-08-28,9907,9907,9573,9740,18023,77095.0,5280500.0
2018-08-29,9740,9973,9673,9974,16591,78943.0,5280500.0
2018-08-30,9873,9973,9673,9807,35089,77623.0,5280500.0
2018-08-31,9707,9907,9673,9907,18033,78415.0,5280500.0
2018-09-03,10107,10107,9707,9907,15388,78415.0,5280500.0
2018-09-04,10074,10074,9807,9907,7478,78415.0,5280500.0
2018-09-05,10007,10007,9573,9640,15623,76303.0,5280500.0
2018-09-06,9640,9640,9273,9440,26962,74719.0,5280500.0
2018-09-07,9340,9607,9306,9540,23022,75511.0,5280500.0
2018-09-10,9607,9773,9240,9740,31079,77095.0,5280500.0
2018-09-11,9873,10007,9740,9874,24574,78151.0,5280500.0
2018-09-12,10007,10007,9773,9874,32336,78151.0,5280500.0
2018-09-13,9973,10040,9740,10007,24581,79208.0,5280500.0
2018-09-14,10140,10340,9840,10007,29541,79208.0,5280500.0
2018-09-17,10074,10074,9473,9674,13611,76567.0,5280500.0
2018-09-18,9673,11675,9506,10308,228565,81584.0,5280500.0
2018-09-19,10507,10807,10274,10608,96963,83960.0,5280500.0
2018-09-20,10607,10807,10507,10708,55145,84752.0,5280500.0
2018-09-21,10774,11108,10707,11041,61394,87392.0,5280500.0
2018-09-27,11041,11241,10040,10207,124134,80792.0,5280500.0
2018-09-28,10340,10340,9640,10107,65978,80000.0,5280500.0
2018-10-01,10007,10007,9773,9941,28592,78679.0,5280500.0
2018-10-02,10274,10340,9940,10007,40270,79208.0,5280500.0
2018-10-04,10007,10140,9673,9941,15720,78679.0,5280500.0
2018-10-05,9773,9940,9573,9907,9273,78415.0,5280500.0
2018-10-08,9973,9973,9506,9607,13404,76039.0,5280500.0
2018-10-10,9406,9607,8873,9073,22007,71815.0,5280500.0
2018-10-11,8672,9473,8539,9240,84944,73135.0,5280500.0
2018-10-12,10007,10974,9340,9474,846582,74983.0,5280500.0
2018-10-15,9306,9373,8839,9007,89668,71287.0,5280500.0
2018-10-16,9006,9140,8773,9007,76711,71287.0,5280500.0
2018-10-17,9873,9940,9140,9307,127170,73663.0,5280500.0
2018-10-18,9173,9473,9140,9307,26723,73663.0,5280500.0
2018-10-19,9106,9473,9006,9407,29048,74455.0,5280500.0
2018-10-22,9273,9573,9240,9574,30291,75775.0,5280500.0
2018-10-23,9673,9673,9173,9240,28823,73135.0,5280500.0
2018-10-24,9240,9340,9106,9140,69602,72343.0,5280500.0
2018-10-25,9250,9480,8650,9140,86929,48264.0,5280500.0
2018-10-26,9340,9350,8810,8950,27846,47260.0,5280500.0
2018-10-29,8660,8990,8200,8450,51406,44620.0,5280500.0
2018-10-30,8450,8700,8320,8610,35345,45465.0,5280500.0
2018-10-31,8700,8800,8500,8610,23115,45465.0,5280500.0
2018-11-01,8700,9000,8650,8780,17116,46363.0,5280500.0
2018-11-02,8700,9080,8700,8960,27450,47313.0,5280500.0
2018-11-05,8960,9080,8840,9010,11007,47577.0,5280500.0
2018-11-06,9100,9140,8870,9000,7560,47524.0,5280500.0
2018-11-07,9100,9100,8820,8930,10906,47155.0,5280500.0
2018-11-08,9100,9100,8950,9020,11211,47630.0,5280500.0
2018-11-09,9100,9100,8910,9040,3904,47736.0,5280500.0
2018-11-12,8940,8940,8770,8900,8917,46996.0,5280500.0
2018-11-13,8750,8940,8630,8790,11773,46416.0,5280500.0
2018-11-14,8710,8740,8460,8710,15397,45993.0,5280500.0
2018-11-15,8710,8900,8480,8730,15151,46099.0,5280500.0
2018-11-16,8600,8600,8300,8420,52783,66693.0,7920750.0
2018-11-19,8450,8490,8320,8380,25869,66376.0,7920750.0
2018-11-20,8350,8450,8320,8390,53737,66455.0,7920750.0
2018-11-21,8320,8420,8180,8280,36770,65584.0,7920750.0
2018-11-22,8300,8300,7910,8000,52884,63366.0,7920750.0
2018-11-23,7950,8080,7460,7700,46470,60990.0,7920750.0
2018-11-26,7510,7620,7330,7400,41378,58614.0,7920750.0
