이라이콤(041520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-08-30,6534,6534,6346,6419,28869,76538.0,9750000.0
2007-08-31,6460,6460,6305,6370,16285,75952.0,9750000.0
2007-09-03,6460,6460,6092,6256,22839,74588.0,9750000.0
2007-09-04,6378,6378,6174,6256,11677,74588.0,9750000.0
2007-09-05,6264,6346,6076,6076,30026,72442.0,9750000.0
2007-09-06,6109,6133,6002,6051,24951,72150.0,9750000.0
2007-09-07,6051,6216,6027,6035,35519,71955.0,9750000.0
2007-09-10,6109,6109,5961,6076,1271,72442.0,9750000.0
2007-09-11,6076,6272,5912,6043,9177,72052.0,9750000.0
2007-09-12,6043,6133,5945,6043,25819,72052.0,9750000.0
2007-09-13,6043,6043,5144,6002,18579,71565.0,9750000.0
2007-09-14,6133,6133,5839,6019,24059,71760.0,9750000.0
2007-09-17,6043,6207,5945,6117,81817,72930.0,9750000.0
2007-09-18,6174,6239,5904,6051,17255,72150.0,9750000.0
2007-09-19,6043,6051,5871,5970,48834,71175.0,9750000.0
2007-09-20,5970,6051,5888,5961,54560,71078.0,9750000.0
2007-09-21,5888,5970,5888,5970,13081,71175.0,9750000.0
2007-09-27,5978,6174,5929,5961,23528,71078.0,9750000.0
2007-09-28,5961,6100,5920,6010,28443,71662.0,9750000.0
2007-10-01,6092,6092,5855,5937,12481,70785.0,9750000.0
2007-10-02,6125,6125,5798,6035,32162,71955.0,9750000.0
2007-10-04,6117,6117,5863,5863,27526,69908.0,9750000.0
2007-10-05,5855,5896,5618,5863,51646,69908.0,9750000.0
2007-10-08,5912,6027,5798,6027,32268,71858.0,9750000.0
2007-10-09,6027,6027,5781,6027,28888,71858.0,9750000.0
2007-10-10,6027,6746,5888,6452,118407,76928.0,9750000.0
2007-10-11,6411,6411,6027,6092,33727,72638.0,9750000.0
2007-10-12,6125,6542,6019,6542,53990,78000.0,9750000.0
2007-10-15,6542,6542,6158,6158,16416,73418.0,9750000.0
2007-10-16,5970,6149,5888,5961,8896,71078.0,9750000.0
2007-10-17,5961,6125,5610,5806,5916,69225.0,9750000.0
2007-10-18,6076,6076,5610,5724,9766,68250.0,9750000.0
2007-10-19,5724,5839,5422,5422,41416,64642.0,9750000.0
2007-10-22,5397,5520,4947,5315,12728,63375.0,9750000.0
2007-10-23,5463,5479,5185,5274,12519,62888.0,9750000.0
2007-10-24,5291,5397,5176,5234,12147,62400.0,9750000.0
2007-10-25,5234,5324,5095,5201,8290,62010.0,9750000.0
2007-10-26,5201,5201,4988,5193,20680,61912.0,9750000.0
2007-10-29,5152,5315,5054,5086,33584,60645.0,9750000.0
2007-10-30,5185,5185,4972,4980,10051,59378.0,9750000.0
2007-10-31,4988,5086,4751,4751,30842,56648.0,9750000.0
2007-11-01,4718,4841,4432,4661,49670,55575.0,9750000.0
2007-11-02,4620,4800,4596,4800,51401,57232.0,9750000.0
2007-11-05,4751,5225,4751,5225,43280,62302.0,9750000.0
2007-11-06,5430,5724,5324,5561,84159,66300.0,9750000.0
2007-11-07,5642,5724,5561,5626,25114,67080.0,9750000.0
2007-11-08,5626,5626,5315,5512,12025,65715.0,9750000.0
2007-11-09,5479,5634,5356,5561,13816,66300.0,9750000.0
2007-11-12,5667,5667,5315,5479,10951,65325.0,9750000.0
2007-11-13,5553,5553,5250,5471,14633,65228.0,9750000.0
2007-11-14,5438,5806,5438,5471,43705,65228.0,9750000.0
2007-11-15,5503,5536,5438,5536,6157,66008.0,9750000.0
2007-11-16,5454,5708,5454,5651,19194,67372.0,9750000.0
2007-11-19,5602,6051,5602,5953,34692,70980.0,9750000.0
2007-11-20,5961,5961,5863,5953,26018,70980.0,9750000.0
2007-11-21,5953,5953,5741,5871,18540,70005.0,9750000.0
2007-11-22,5839,5888,5683,5724,24588,68250.0,9750000.0
2007-11-23,5831,5847,5503,5724,23332,68250.0,9750000.0
2007-11-26,5724,5724,5487,5642,2823,67275.0,9750000.0
2007-11-27,5561,5724,5397,5503,18464,65618.0,9750000.0
2007-11-28,5503,5822,5479,5741,23703,68445.0,9750000.0
2007-11-29,5626,5839,5626,5839,9729,69615.0,9750000.0
2007-11-30,5724,5863,5724,5863,1969,69908.0,9750000.0
2007-12-03,5847,5847,5765,5790,3060,69030.0,9750000.0
2007-12-04,5651,5806,5479,5724,36274,68250.0,9750000.0
2007-12-05,5724,5757,5561,5561,15921,66300.0,9750000.0
2007-12-06,5528,5634,5422,5479,16572,65325.0,9750000.0
2007-12-07,5642,5642,5422,5520,11735,65812.0,9750000.0
2007-12-10,5684,5684,5438,5528,423,65910.0,9750000.0
2007-12-11,5413,5528,5234,5446,36430,64935.0,9750000.0
2007-12-12,5446,5446,5225,5340,15223,63668.0,9750000.0
2007-12-13,5389,5397,5217,5381,8743,64155.0,9750000.0
2007-12-14,5315,5381,5070,5078,16601,60548.0,9750000.0
2007-12-17,5029,5152,4956,5054,31354,60255.0,9750000.0
2007-12-18,4915,5135,4915,5021,6581,59865.0,9750000.0
2007-12-20,5070,5127,4923,5111,7593,60938.0,9750000.0
2007-12-21,5176,5176,4956,5070,4561,60450.0,9750000.0
2007-12-24,5127,5127,4980,5086,6040,60645.0,9750000.0
2007-12-26,5127,5127,4947,5005,13617,59670.0,9750000.0
2007-12-27,4906,5005,4906,4956,7082,59085.0,9750000.0
2007-12-28,5086,5086,4874,4996,3473,59572.0,9750000.0
2008-01-02,4988,5021,4890,4980,1350,59378.0,9750000.0
2008-01-03,4759,4939,4669,4767,15757,56842.0,9750000.0
2008-01-04,4767,4874,4694,4874,14871,58110.0,9750000.0
2008-01-07,4833,4874,4743,4776,7256,56940.0,9750000.0
2008-01-08,4718,4906,4718,4866,60909,58012.0,9750000.0
2008-01-09,4743,4866,4743,4808,19844,57330.0,9750000.0
2008-01-10,4710,4808,4678,4735,13925,56452.0,9750000.0
2008-01-11,4637,4751,4604,4735,10722,56452.0,9750000.0
2008-01-14,4727,4939,4628,4710,8962,56160.0,9750000.0
2008-01-15,4579,4686,4539,4628,10616,55185.0,9750000.0
2008-01-16,4628,4628,4260,4399,20608,52455.0,9750000.0
2008-01-17,4653,4653,4121,4473,38878,53332.0,9750000.0
2008-01-18,4293,4457,4211,4326,4972,51578.0,9750000.0
2008-01-21,4244,4718,4040,4203,10626,50115.0,9750000.0
2008-01-22,4342,4342,3892,4228,2445,50408.0,9750000.0
2008-01-23,3991,4228,3987,4048,47047,48262.0,9750000.0
2008-01-24,4048,4252,3954,4252,13509,50700.0,9750000.0
2008-01-25,4260,4465,4179,4391,8589,52358.0,9750000.0
2008-01-28,4727,4727,4293,4530,3035,54015.0,9750000.0
2008-01-29,4342,4612,4342,4571,13253,54502.0,9750000.0
2008-01-30,4506,4669,4334,4498,21803,53625.0,9750000.0
2008-01-31,4579,4596,4350,4539,8214,54112.0,9750000.0
2008-02-01,4571,4571,4252,4555,8476,54308.0,9750000.0
2008-02-04,4498,4579,4310,4530,18913,54015.0,9750000.0
2008-02-05,4367,4571,4367,4530,5532,54015.0,9750000.0
2008-02-11,4498,4637,4416,4530,13132,54015.0,9750000.0
2008-02-12,4498,4563,4399,4539,15404,54112.0,9750000.0
2008-02-13,4563,4579,4383,4555,31050,54308.0,9750000.0
2008-02-14,4506,4939,4498,4931,15389,58792.0,9750000.0
2008-02-15,4767,4825,4579,4579,96578,54600.0,9750000.0
2008-02-18,4522,4637,4342,4481,14976,53430.0,9750000.0
2008-02-19,4457,4530,4350,4465,25919,53235.0,9750000.0
2008-02-20,4489,4489,4367,4473,11556,53332.0,9750000.0
2008-02-21,4514,4514,4375,4375,6263,52162.0,9750000.0
2008-02-22,4334,4399,4260,4293,12123,51188.0,9750000.0
2008-02-25,4318,4318,4203,4211,21983,50212.0,9750000.0
2008-02-26,4236,4293,4068,4228,20758,50408.0,9750000.0
2008-02-27,4310,4310,3946,4171,32304,49725.0,9750000.0
2008-02-28,4097,4195,4097,4171,11961,49725.0,9750000.0
2008-02-29,4269,4293,4121,4293,9178,51188.0,9750000.0
2008-03-03,4310,4334,4179,4326,1563,51578.0,9750000.0
2008-03-04,4359,4359,4089,4228,18324,50408.0,9750000.0
2008-03-05,4350,4350,4146,4228,12174,50408.0,9750000.0
2008-03-06,4138,4244,4076,4081,22269,48652.0,9750000.0
2008-03-07,4081,4171,3970,4036,87563,48116.0,9750000.0
2008-03-10,3856,4085,3856,4036,7221,48116.0,9750000.0
2008-03-11,3966,4154,3958,4154,51483,49530.0,9750000.0
2008-03-12,4310,4310,4138,4285,5751,51090.0,9750000.0
2008-03-13,4440,4440,4146,4244,26156,50602.0,9750000.0
2008-03-14,4301,4301,3868,4089,54878,48750.0,9750000.0
2008-03-17,4007,4076,3884,4048,25427,48262.0,9750000.0
2008-03-18,4171,4252,4064,4179,68704,49822.0,9750000.0
2008-03-19,4211,4498,4121,4498,91027,53625.0,9750000.0
2008-03-20,4457,4817,4416,4817,41215,57428.0,9750000.0
2008-03-21,5021,5078,4735,5037,59221,60060.0,9750000.0
2008-03-24,5070,5070,4923,4988,41802,59475.0,9750000.0
2008-03-25,4964,5397,4964,5356,63973,63862.0,9750000.0
2008-03-26,5471,5471,5225,5315,31938,63375.0,9750000.0
2008-03-27,5274,5683,5234,5642,38417,67275.0,9750000.0
2008-03-28,5871,5871,5487,5732,30150,68348.0,9750000.0
2008-03-31,5765,5765,5479,5479,40527,65325.0,9750000.0
2008-04-01,5413,5561,5225,5561,78123,66300.0,9750000.0
2008-04-02,5561,5700,5381,5700,85785,67958.0,9750000.0
2008-04-03,5724,5724,5454,5683,8809,67762.0,9750000.0
2008-04-04,5683,5683,5340,5561,7756,66300.0,9750000.0
2008-04-07,5479,5544,5095,5185,40696,61815.0,9750000.0
2008-04-08,5258,5258,5021,5225,32784,62302.0,9750000.0
2008-04-10,5307,5307,4833,4972,58558,59280.0,9750000.0
2008-04-11,5021,5021,4776,4866,43495,58012.0,9750000.0
2008-04-14,4866,4898,4293,4293,66489,51188.0,9750000.0
2008-04-15,4293,4817,4244,4817,30661,57428.0,9750000.0
2008-04-16,4890,4890,4547,4702,11852,56062.0,9750000.0
2008-04-17,4539,5062,4465,4620,51306,55088.0,9750000.0
2008-04-18,4620,4767,4481,4743,45693,56550.0,9750000.0
2008-04-21,4653,4735,4416,4522,41484,53918.0,9750000.0
2008-04-22,4555,4612,4408,4539,1832,54112.0,9750000.0
2008-04-23,4653,4653,4432,4539,14368,54112.0,9750000.0
2008-04-24,4579,4579,4350,4350,49268,51870.0,9750000.0
2008-04-25,4260,4539,4260,4359,4859,51968.0,9750000.0
2008-04-28,4285,4383,4260,4293,16971,51188.0,9750000.0
2008-04-29,4375,4481,4138,4187,139838,49920.0,9750000.0
2008-04-30,4277,4277,4113,4228,42216,50408.0,9750000.0
2008-05-02,4391,4391,4171,4301,4817,51285.0,9750000.0
2008-05-06,4269,4375,4252,4326,10394,51578.0,9750000.0
2008-05-07,4326,4326,4236,4252,7937,50700.0,9750000.0
2008-05-08,4310,4310,4203,4211,20562,50212.0,9750000.0
2008-05-09,4260,4260,4048,4130,30127,49238.0,9750000.0
2008-05-13,4171,4171,4052,4130,40180,49238.0,9750000.0
2008-05-14,4064,4171,4064,4121,18865,49140.0,9750000.0
2008-05-15,4089,4146,3970,4081,24626,48652.0,9750000.0
2008-05-16,4081,4146,4060,4089,8819,48750.0,9750000.0
2008-05-19,4105,4203,4089,4130,4937,49238.0,9750000.0
2008-05-20,4236,4236,4121,4154,3880,49530.0,9750000.0
2008-05-21,4121,4203,3974,4072,6643,48555.0,9750000.0
2008-05-22,4072,4154,3929,3991,13221,47580.0,9750000.0
2008-05-23,3966,4171,3962,4056,23420,48360.0,9750000.0
2008-05-26,3995,4048,3892,3925,9236,46800.0,9750000.0
2008-05-27,3925,4097,3925,4097,1394,48848.0,9750000.0
2008-05-28,4179,4179,3942,4089,3556,48750.0,9750000.0
2008-05-29,4007,4105,3991,4105,9333,48945.0,9750000.0
2008-05-30,4011,4146,4011,4105,6534,48945.0,9750000.0
2008-06-02,4105,4162,4019,4113,10480,49042.0,9750000.0
2008-06-03,4089,4130,3991,4023,9552,47970.0,9750000.0
2008-06-04,3962,4085,3921,3950,31076,47092.0,9750000.0
2008-06-05,3991,4007,3925,3950,11209,47092.0,9750000.0
2008-06-09,3982,3982,3843,3897,7643,46459.0,9750000.0
2008-06-10,3884,3897,3811,3843,11102,45825.0,9750000.0
2008-06-11,3843,3843,3745,3753,16800,44752.0,9750000.0
2008-06-12,3786,3786,3623,3704,6909,44168.0,9750000.0
2008-06-13,3876,3876,3639,3680,8608,43875.0,9750000.0
2008-06-16,3639,3824,3541,3639,8809,43388.0,9750000.0
2008-06-17,3574,3664,3463,3533,16374,42120.0,9750000.0
2008-06-18,3467,3590,3443,3590,11521,42802.0,9750000.0
2008-06-19,3488,3664,3488,3655,6147,43582.0,9750000.0
2008-06-20,3729,3729,3557,3668,2824,43729.0,9750000.0
2008-06-23,3668,3713,3484,3676,15140,43826.0,9750000.0
2008-06-24,3557,3647,3541,3602,8873,42949.0,9750000.0
2008-06-25,3614,3680,3520,3606,4184,42998.0,9750000.0
2008-06-26,3447,3721,3447,3672,10555,43778.0,9750000.0
2008-06-27,3623,3623,3524,3578,2215,42656.0,9750000.0
2008-06-30,3639,3639,3508,3565,2645,42510.0,9750000.0
2008-07-01,3533,3533,3316,3504,8621,41779.0,9750000.0
2008-07-02,3541,3541,3394,3484,48695,41535.0,9750000.0
2008-07-03,3451,3484,3112,3218,37032,38366.0,9750000.0
2008-07-04,3189,3361,3136,3263,14925,38902.0,9750000.0
2008-07-07,3206,3353,3157,3353,20025,39975.0,9750000.0
2008-07-08,3496,3496,3316,3353,21194,39975.0,9750000.0
2008-07-09,3385,3394,3353,3361,1643,40072.0,9750000.0
2008-07-10,3320,3435,3279,3435,7727,40950.0,9750000.0
2008-07-11,3385,3925,3385,3835,33848,45728.0,9750000.0
2008-07-14,3827,4252,3794,4162,51163,49628.0,9750000.0
2008-07-15,4015,4146,3811,4068,18405,48506.0,9750000.0
2008-07-16,4056,4097,3982,4064,6564,48458.0,9750000.0
2008-07-17,4203,4203,4056,4171,10164,49725.0,9750000.0
2008-07-18,4318,4318,4130,4195,3203,50018.0,9750000.0
2008-07-21,4195,4277,4015,4138,4049,49335.0,9750000.0
2008-07-22,4154,4162,4089,4138,1952,49335.0,9750000.0
2008-07-23,4105,4146,4007,4031,9116,48068.0,9750000.0
2008-07-24,4620,4628,4399,4628,50054,55185.0,9750000.0
2008-07-25,4637,4784,4481,4481,95266,53430.0,9750000.0
2008-07-28,4530,4563,4350,4408,19006,52552.0,9750000.0
2008-07-29,4260,4375,4048,4121,17325,49140.0,9750000.0
2008-07-30,4293,4293,4056,4105,12017,48945.0,9750000.0
2008-07-31,4203,4203,4089,4097,2217,48848.0,9750000.0
2008-08-01,4097,4408,4097,4187,8173,49920.0,9750000.0
2008-08-04,4310,4326,4187,4293,5792,51188.0,9750000.0
2008-08-05,4301,4481,4179,4179,23381,49822.0,9750000.0
2008-08-06,4179,4334,4130,4285,18644,51090.0,9750000.0
2008-08-07,4265,4395,4100,4300,27531,41925.0,9750000.0
2008-08-08,4330,4330,4140,4250,22834,41438.0,9750000.0
2008-08-11,4400,4480,4270,4410,6494,42998.0,9750000.0
2008-08-12,4610,4610,4200,4390,6799,42802.0,9750000.0
2008-08-13,4540,4540,4100,4320,1555,42120.0,9750000.0
2008-08-14,4495,4495,4115,4115,4511,40121.0,9750000.0
2008-08-18,4055,4295,4000,4070,10006,39682.0,9750000.0
2008-08-19,4110,4110,3510,3840,26226,37440.0,9750000.0
2008-08-20,3830,4270,3810,3830,6074,37342.0,9750000.0
2008-08-21,3965,3965,3530,3700,3417,36075.0,9750000.0
2008-08-22,3695,3695,3155,3200,18757,31200.0,9750000.0
2008-08-25,3245,3495,3075,3390,14655,33052.0,9750000.0
2008-08-26,3295,3475,3210,3475,7858,33881.0,9750000.0
2008-08-27,3475,3680,3200,3380,34833,32955.0,9750000.0
2008-08-28,3200,3495,3200,3370,15039,32858.0,9750000.0
2008-08-29,3480,3500,3230,3365,11778,32809.0,9750000.0
2008-09-01,3500,3500,3015,3200,40637,38149.0,11921600.0
2008-09-02,3300,3300,3100,3190,14659,38030.0,11921600.0
2008-09-03,3000,3285,2870,3150,6476,37553.0,11921600.0
2008-09-04,3150,3245,3000,3120,7183,37195.0,11921600.0
2008-09-05,3100,3140,2945,3140,16938,37434.0,11921600.0
2008-09-08,3200,3400,3160,3400,27296,40533.0,11921600.0
2008-09-09,3400,3400,3260,3350,9164,39937.0,11921600.0
2008-09-10,3350,3370,3230,3370,17982,40176.0,11921600.0
2008-09-11,3370,3540,3310,3330,5458,39699.0,11921600.0
2008-09-12,3540,3540,3205,3330,11168,39699.0,11921600.0
2008-09-16,3200,3200,2835,3010,14225,35884.0,11921600.0
2008-09-17,3010,3290,3010,3120,2763,37195.0,11921600.0
2008-09-18,3200,3200,2850,3000,3253,35765.0,11921600.0
2008-09-19,3100,3255,2990,3040,13018,36242.0,11921600.0
2008-09-22,3000,3140,2870,3055,13559,36420.0,11921600.0
2008-09-23,3185,3185,2870,3070,7868,36599.0,11921600.0
2008-09-24,3025,3100,3025,3080,1890,36719.0,11921600.0
2008-09-25,3010,3070,2945,3000,6327,35765.0,11921600.0
2008-09-26,3000,3000,2685,2800,52085,33380.0,11921600.0
2008-09-29,2710,2770,2610,2655,65029,31652.0,11921600.0
2008-09-30,2400,2515,2300,2500,55953,29804.0,11921600.0
2008-10-01,2470,2735,2470,2670,28298,31831.0,11921600.0
2008-10-02,2650,2685,2605,2685,14719,32009.0,11921600.0
2008-10-06,2685,2780,2600,2745,17435,32725.0,11921600.0
2008-10-07,2500,2740,2500,2725,8340,32486.0,11921600.0
2008-10-08,2540,2710,2320,2490,12403,29685.0,11921600.0
2008-10-09,2500,2540,2300,2460,8534,29327.0,11921600.0
2008-10-10,2200,2440,2095,2150,19532,25631.0,11921600.0
2008-10-13,2140,2265,2120,2245,8137,26764.0,11921600.0
2008-10-14,2285,2475,2285,2470,18939,29446.0,11921600.0
2008-10-15,2450,2475,2385,2450,2835,29208.0,11921600.0
2008-10-16,2535,2535,2210,2375,3248,28314.0,11921600.0
2008-10-17,2490,2490,2075,2400,17762,28612.0,11921600.0
2008-10-20,2190,2400,2155,2290,17708,27300.0,11921600.0
2008-10-21,2200,2430,2200,2270,8041,27062.0,11921600.0
2008-10-22,2385,2385,2010,2160,22900,25751.0,11921600.0
2008-10-23,2160,2160,1845,1930,10843,23009.0,11921600.0
2008-10-24,1930,1950,1645,1865,15380,22234.0,11921600.0
2008-10-27,1595,1870,1595,1830,39218,21817.0,11921600.0
2008-10-28,1600,1775,1585,1775,22129,21161.0,11921600.0
2008-10-29,1955,1955,1510,1735,38162,20684.0,11921600.0
2008-10-30,1730,1885,1700,1825,19894,21757.0,11921600.0
2008-10-31,1825,1900,1760,1830,9329,21817.0,11921600.0
2008-11-03,1710,1930,1710,1830,30066,21817.0,11921600.0
2008-11-04,1900,2095,1795,1950,87303,23247.0,11921600.0
2008-11-05,2040,2100,1965,2005,67084,23903.0,11921600.0
2008-11-06,1900,2000,1755,1880,8223,22413.0,11921600.0
2008-11-07,1700,1900,1700,1885,15394,22472.0,11921600.0
2008-11-10,2000,2000,1810,1900,17217,22651.0,11921600.0
2008-11-11,1900,1950,1785,1840,11399,21936.0,11921600.0
2008-11-12,1800,1890,1780,1840,8825,21936.0,11921600.0
2008-11-13,1725,1830,1640,1750,13165,20863.0,11921600.0
2008-11-14,1760,1885,1710,1755,9355,20922.0,11921600.0
2008-11-17,1690,1785,1680,1760,10039,20982.0,11921600.0
2008-11-18,1790,1790,1640,1765,9458,21042.0,11921600.0
2008-11-19,1700,1770,1600,1740,13792,20744.0,11921600.0
2008-11-20,1695,1750,1510,1750,18150,20863.0,11921600.0
2008-11-21,1750,1770,1590,1750,10464,20863.0,11921600.0
2008-11-24,1750,1845,1660,1760,10756,20982.0,11921600.0
2008-11-25,1835,1835,1655,1730,6158,20624.0,11921600.0
2008-11-26,1705,1760,1690,1735,6922,20684.0,11921600.0
2008-11-27,1680,1895,1680,1885,24681,22472.0,11921600.0
2008-11-28,2010,2010,1835,1885,7092,22472.0,11921600.0
2008-12-01,1955,2065,1750,2000,21043,23843.0,11921600.0
2008-12-02,1990,2045,1950,2015,14324,24022.0,11921600.0
2008-12-03,2045,2045,1970,2015,11754,24022.0,11921600.0
2008-12-04,1980,2100,1980,2015,23980,24022.0,11921600.0
2008-12-05,2050,2050,1990,2000,8594,23843.0,11921600.0
2008-12-08,2020,2120,2005,2080,6046,24797.0,11921600.0
2008-12-09,2155,2170,2080,2120,7856,25274.0,11921600.0
2008-12-10,2140,2195,2020,2185,13781,26049.0,11921600.0
2008-12-11,2225,2250,2120,2210,10657,26347.0,11921600.0
2008-12-12,2165,2215,2130,2160,5235,25751.0,11921600.0
2008-12-15,2140,2225,2130,2225,9148,26526.0,11921600.0
2008-12-16,2265,2265,2165,2265,8455,27002.0,11921600.0
2008-12-17,2275,2465,2210,2440,22822,29089.0,11921600.0
2008-12-18,2350,2540,2340,2530,22283,30162.0,11921600.0
2008-12-19,2575,2825,2440,2700,22008,32188.0,11921600.0
2008-12-22,2780,2790,2590,2700,17579,32188.0,11921600.0
2008-12-23,2650,2795,2620,2760,4065,32904.0,11921600.0
2008-12-24,2720,2760,2505,2760,19793,32904.0,11921600.0
2008-12-26,2670,2800,2670,2800,5134,33380.0,11921600.0
2008-12-29,2800,2800,2570,2750,3434,32784.0,11921600.0
2008-12-30,2795,2795,2630,2720,2206,32427.0,11921600.0
2009-01-02,2640,2800,2320,2675,8264,31890.0,11921600.0
2009-01-05,2620,2675,2570,2660,6166,31711.0,11921600.0
2009-01-06,2700,2700,2480,2590,24849,30877.0,11921600.0
2009-01-07,2600,2685,2425,2505,10810,29864.0,11921600.0
2009-01-08,2400,2690,2310,2420,32060,28850.0,11921600.0
2009-01-09,2420,2450,2350,2440,10694,29089.0,11921600.0
2009-01-12,2440,2440,2290,2340,14736,27897.0,11921600.0
2009-01-13,2320,2340,2165,2190,41028,26108.0,11921600.0
2009-01-14,2190,2235,2190,2220,3882,26466.0,11921600.0
2009-01-15,2220,2220,2100,2170,7161,25870.0,11921600.0
2009-01-16,2115,2190,2110,2165,17056,25810.0,11921600.0
2009-01-19,2185,2185,2130,2165,4974,25810.0,11921600.0
2009-01-20,2125,2215,2075,2215,15451,26406.0,11921600.0
2009-01-21,2205,2205,2060,2180,8641,25989.0,11921600.0
2009-01-22,2205,2225,2095,2180,22656,25989.0,11921600.0
2009-01-23,2210,2210,2035,2065,31947,24618.0,11921600.0
2009-01-28,2065,2130,2035,2115,40865,25214.0,11921600.0
2009-01-29,2135,2200,2130,2200,37901,26228.0,11921600.0
2009-01-30,2180,2180,2160,2180,6220,25989.0,11921600.0
2009-02-02,2100,2185,2100,2185,3275,26049.0,11921600.0
2009-02-03,2185,2200,2130,2185,9820,26049.0,11921600.0
2009-02-04,2185,2190,2165,2190,14534,26108.0,11921600.0
2009-02-05,2140,2185,2130,2175,18604,25929.0,11921600.0
2009-02-06,2180,2295,2180,2290,32333,27300.0,11921600.0
2009-02-09,2370,2420,2350,2390,22380,28493.0,11921600.0
2009-02-10,2370,2420,2350,2410,21585,28731.0,11921600.0
2009-02-11,2405,2405,2310,2365,8204,28195.0,11921600.0
2009-02-12,2290,2370,2290,2365,4662,28195.0,11921600.0
2009-02-13,2405,2470,2325,2470,21802,29446.0,11921600.0
2009-02-16,2485,2580,2470,2580,26236,30758.0,11921600.0
2009-02-17,2580,2605,2410,2540,12000,30281.0,11921600.0
2009-02-18,2300,2550,2300,2530,13305,30162.0,11921600.0
2009-02-19,2530,2550,2460,2500,10645,29804.0,11921600.0
2009-02-20,2515,2515,2300,2495,22205,29744.0,11921600.0
2009-02-23,2445,2485,2360,2485,20092,29625.0,11921600.0
2009-02-24,2500,2500,2400,2500,25553,29804.0,11921600.0
2009-02-25,2565,2590,2450,2525,11889,30102.0,11921600.0
2009-02-26,2525,2580,2450,2525,16820,30102.0,11921600.0
2009-02-27,2540,2540,2460,2540,5778,30281.0,11921600.0
2009-03-02,2520,2545,2415,2415,14628,28791.0,11921600.0
2009-03-03,2190,2410,2190,2400,8722,28612.0,11921600.0
2009-03-04,2350,2490,2350,2490,4606,29685.0,11921600.0
2009-03-05,2510,2510,2390,2500,8270,29804.0,11921600.0
2009-03-06,2500,2520,2380,2470,15368,29446.0,11921600.0
2009-03-09,2470,2530,2440,2520,2606,30042.0,11921600.0
2009-03-10,2500,2525,2400,2460,12222,29327.0,11921600.0
2009-03-11,2525,2525,2415,2470,5428,29446.0,11921600.0
2009-03-12,2485,2520,2350,2390,26350,28493.0,11921600.0
2009-03-13,2410,2410,2350,2365,8285,28195.0,11921600.0
2009-03-16,2385,2465,2360,2450,6547,29208.0,11921600.0
2009-03-17,2440,2440,2375,2400,7991,28612.0,11921600.0
2009-03-18,2400,2455,2380,2400,6249,28612.0,11921600.0
2009-03-19,2370,2435,2370,2420,3525,28850.0,11921600.0
2009-03-20,2460,2780,2410,2780,81250,33142.0,11921600.0
2009-03-23,2810,3195,2700,3195,120141,38090.0,11921600.0
2009-03-24,3300,3620,3190,3480,153385,41487.0,11921600.0
2009-03-25,3480,3480,2990,3160,82543,37672.0,11921600.0
2009-03-26,3290,3435,3220,3435,53275,40951.0,11921600.0
2009-03-27,3435,3560,3255,3530,29447,42083.0,11921600.0
2009-03-30,3515,3520,3350,3400,14630,40533.0,11921600.0
2009-03-31,3310,3900,3310,3665,44523,43693.0,11921600.0
2009-04-01,3665,3875,3560,3675,20081,43812.0,11921600.0
2009-04-02,3675,4040,3675,4030,50790,48044.0,11921600.0
2009-04-03,4110,4345,3980,4300,81292,51263.0,11921600.0
2009-04-06,4300,4695,4300,4570,85278,54482.0,11921600.0
2009-04-07,4475,4750,4475,4750,72730,56628.0,11921600.0
2009-04-08,4705,4975,4705,4950,55306,59012.0,11921600.0
2009-04-09,5030,5540,5030,5200,96729,61992.0,11921600.0
2009-04-10,5200,5300,4800,5170,22483,61635.0,11921600.0
2009-04-13,5340,5340,4815,4940,31027,58893.0,11921600.0
2009-04-14,4935,4935,4200,4200,75584,50071.0,11921600.0
2009-04-15,4090,4500,4090,4435,76161,52872.0,11921600.0
2009-04-16,4790,5000,4670,4790,31851,57104.0,11921600.0
2009-04-17,4980,4990,4520,4790,15655,57104.0,11921600.0
2009-04-20,4790,4930,4130,4300,23521,51263.0,11921600.0
2009-04-21,4200,4435,3885,4050,49679,48282.0,11921600.0
2009-04-22,4295,4300,3880,3950,36055,47090.0,11921600.0
2009-04-23,3920,4050,3920,3990,20980,47567.0,11921600.0
2009-04-24,3935,4060,3850,3930,8268,46852.0,11921600.0
2009-04-27,3935,4025,3700,3845,16935,45839.0,11921600.0
2009-04-28,3750,3970,3705,3815,51038,45481.0,11921600.0
2009-04-29,3815,3990,3710,3815,8525,45481.0,11921600.0
2009-04-30,3820,3920,3750,3840,17171,45779.0,11921600.0
2009-05-04,3850,4285,3840,4230,44692,50428.0,11921600.0
2009-05-06,4190,4300,4160,4200,9820,50071.0,11921600.0
2009-05-07,4180,4230,4065,4170,14999,49713.0,11921600.0
2009-05-08,4170,4795,4160,4750,104823,56628.0,11921600.0
2009-05-11,4750,4800,4430,4590,33592,54720.0,11921600.0
2009-05-12,4700,4700,4490,4690,15512,55912.0,11921600.0
2009-05-13,4800,4800,4630,4695,17898,55972.0,11921600.0
2009-05-14,4600,4790,4320,4365,34572,52038.0,11921600.0
2009-05-15,4365,4750,4365,4540,20915,54124.0,11921600.0
2009-05-18,4680,4685,4430,4600,7537,54839.0,11921600.0
2009-05-19,4700,4930,3910,4625,99144,55137.0,11921600.0
