심텍(222800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-04-21,10750,10750,10450,10550,113083,240044.0,22752959.0
2017-04-24,10500,10550,10200,10350,183205,235493.0,22752959.0
2017-04-25,10400,10450,10200,10400,145830,236631.0,22752959.0
2017-04-26,10450,10750,10400,10700,216931,243457.0,22752959.0
2017-04-27,10700,10850,10550,10750,227508,244594.0,22752959.0
2017-04-28,10700,10750,10550,10650,134901,242319.0,22752959.0
2017-05-02,10650,10750,10550,10650,87939,242319.0,22752959.0
2017-05-04,10700,11150,10500,11150,397684,253695.0,22752959.0
2017-05-08,11200,11200,10900,11100,314217,252558.0,22752959.0
2017-05-10,11150,11150,10600,10600,384176,241181.0,22752959.0
2017-05-11,10250,10350,10050,10200,772855,232080.0,22752959.0
2017-05-12,10150,10250,9800,9870,683534,224572.0,22752959.0
2017-05-15,9860,9990,9650,9740,358117,221614.0,22752959.0
2017-05-16,9740,9830,9560,9600,351188,218428.0,22752959.0
2017-05-17,9540,9750,9450,9700,306128,220704.0,22752959.0
2017-05-18,9600,9670,9500,9510,348898,216381.0,22752959.0
2017-05-19,9550,9760,9530,9720,165450,221159.0,22752959.0
2017-05-22,9770,9810,9660,9730,161720,221386.0,22752959.0
2017-05-23,9730,9730,9600,9610,286005,218656.0,22752959.0
2017-05-24,9600,9690,9580,9620,192323,218883.0,22752959.0
2017-05-25,9620,9700,9510,9620,215744,218883.0,22752959.0
2017-05-26,9580,10150,9560,9980,567914,227075.0,22752959.0
2017-05-29,10200,10500,10150,10250,722914,233218.0,22752959.0
2017-05-30,10450,10950,10300,10800,843186,245732.0,22752959.0
2017-05-31,10850,11000,10600,10900,613731,248007.0,22752959.0
2017-06-01,10900,11050,10600,11050,515484,251420.0,22752959.0
2017-06-02,11000,11050,10750,10900,398539,248007.0,22752959.0
2017-06-05,10850,10900,10450,10550,351504,240044.0,22752959.0
2017-06-07,10600,11200,10550,11000,733044,250283.0,22752959.0
2017-06-08,11000,11200,10850,10950,320751,249145.0,22752959.0
2017-06-09,10950,11600,10750,11500,710913,261659.0,22752959.0
2017-06-12,11350,11550,11150,11150,325052,253695.0,22752959.0
2017-06-13,11100,11300,10850,10950,302018,249145.0,22752959.0
2017-06-14,11000,11050,10700,10800,255448,245732.0,22752959.0
2017-06-15,10800,11300,10600,11300,454198,257108.0,22752959.0
2017-06-16,11300,11500,11100,11250,182978,255971.0,22752959.0
2017-06-19,11350,11650,11150,11400,402797,259384.0,22752959.0
2017-06-20,11550,11650,11350,11450,331946,260521.0,22752959.0
2017-06-21,11400,11450,11100,11250,278375,255971.0,22752959.0
2017-06-22,11250,11450,10750,10900,506039,248007.0,22752959.0
2017-06-23,10900,11150,10700,11150,220203,253695.0,22752959.0
2017-06-26,11350,12000,11300,11600,1301518,263934.0,22752959.0
2017-06-27,11500,11850,11350,11500,374081,261659.0,22752959.0
2017-06-28,11350,11500,10900,10950,561265,249145.0,22752959.0
2017-06-29,11300,11300,10800,10950,403133,249145.0,22752959.0
2017-06-30,10800,10800,10450,10700,546085,243457.0,22752959.0
2017-07-03,10700,10800,10200,10350,388193,235493.0,22752959.0
2017-07-04,10250,10350,10150,10200,254407,232080.0,22752959.0
2017-07-05,10150,10450,10150,10450,158410,237768.0,22752959.0
2017-07-06,10500,10650,10400,10450,140686,237768.0,22752959.0
2017-07-07,10400,10850,10400,10600,400130,241181.0,22752959.0
2017-07-10,10750,10850,10550,10600,187322,241181.0,22752959.0
2017-07-11,10750,10750,10450,10600,159119,241181.0,22752959.0
2017-07-12,10600,10650,10400,10450,134321,237768.0,22752959.0
2017-07-13,10500,11000,10350,10850,385422,246870.0,22752959.0
2017-07-14,11000,11200,10850,11000,330566,250283.0,22752959.0
2017-07-17,11000,11000,10650,10750,361036,244594.0,22752959.0
2017-07-18,10750,10800,10450,10550,366767,240044.0,22752959.0
2017-07-19,10600,10750,10400,10650,334695,242319.0,22752959.0
2017-07-20,10700,11100,10550,11050,536197,251420.0,22752959.0
2017-07-21,11100,11300,10900,10950,390604,249145.0,22752959.0
2017-07-24,10950,11100,10650,10700,249273,243457.0,22752959.0
2017-07-25,10700,11150,10700,10700,297918,243457.0,22752959.0
2017-07-26,10800,10900,10550,10600,169655,241181.0,22752959.0
2017-07-27,10700,10900,10550,10850,164900,246870.0,22752959.0
2017-07-28,10850,10850,10300,10400,382158,236631.0,22752959.0
2017-07-31,10350,10550,10200,10400,156249,236631.0,22752959.0
2017-08-01,10400,10650,10350,10500,119988,238906.0,22752959.0
2017-08-02,10500,10700,10350,10450,168040,237768.0,22752959.0
2017-08-03,10450,10500,9990,9990,499101,227302.0,22752959.0
2017-08-04,10600,11000,10400,10950,1058537,249145.0,22752959.0
2017-08-07,11100,11300,10900,11000,473264,250283.0,22752959.0
2017-08-08,11000,11350,10800,11250,403538,255971.0,22752959.0
2017-08-09,11100,11200,10950,11000,186811,250283.0,22752959.0
2017-08-10,10950,11300,10650,11250,567753,255971.0,22752959.0
2017-08-11,10900,11150,10850,10950,375212,249145.0,22752959.0
2017-08-14,11050,11600,10900,11600,568141,263934.0,22752959.0
2017-08-16,11950,12250,11750,12000,1171691,273036.0,22752959.0
2017-08-17,12050,12950,12000,12800,1787452,291238.0,22752959.0
2017-08-18,12600,13100,12550,12650,1051307,287825.0,22752959.0
2017-08-21,12850,13400,12600,12750,1185555,290100.0,22752959.0
2017-08-22,12700,13150,12550,13050,756029,296926.0,22752959.0
2017-08-23,12950,13050,12300,12450,955409,283274.0,22752959.0
2017-08-24,12400,13250,12400,13200,995393,300339.0,22752959.0
2017-08-25,13100,13350,12900,13000,541599,295788.0,22752959.0
2017-08-28,13050,13100,12550,12650,351081,287825.0,22752959.0
2017-08-29,12500,12900,12400,12800,346868,291238.0,22752959.0
2017-08-30,12600,12950,12500,12600,418545,286687.0,22752959.0
2017-08-31,12700,13000,12450,12950,534235,294651.0,22752959.0
2017-09-01,13000,13000,12500,12650,336957,287825.0,22752959.0
2017-09-04,12250,12400,11900,12050,925319,274173.0,22752959.0
2017-09-05,12200,12400,11950,12200,435765,277586.0,22752959.0
2017-09-06,12200,12350,12000,12100,350505,275311.0,22752959.0
2017-09-07,12200,12800,12150,12700,464756,288963.0,22752959.0
2017-09-08,12650,12750,12300,12400,313942,282137.0,22752959.0
2017-09-11,12550,12550,12150,12350,381528,280999.0,22752959.0
2017-09-12,12450,13000,12450,12850,542547,292376.0,22752959.0
2017-09-13,12850,12850,12500,12600,319053,286687.0,22752959.0
2017-09-14,12600,12600,12250,12300,335829,279861.0,22752959.0
2017-09-15,12250,12450,12200,12400,223456,282137.0,22752959.0
2017-09-18,12350,13150,12200,13150,735346,299201.0,22752959.0
2017-09-19,13100,13100,12250,12350,811815,280999.0,22752959.0
2017-09-20,12350,12350,11750,11950,575856,271898.0,22752959.0
2017-09-21,12050,12150,11650,12100,330777,275311.0,22752959.0
2017-09-22,12100,12150,11650,11700,219680,266210.0,22752959.0
2017-09-25,11700,11900,11300,11850,406163,269623.0,22752959.0
2017-09-26,11800,11850,11500,11800,210489,268485.0,22752959.0
2017-09-27,11800,11950,11600,11700,217499,266210.0,22752959.0
2017-09-28,11850,12200,11800,12100,334513,275311.0,22752959.0
2017-09-29,12100,12250,11900,12000,207776,273036.0,22752959.0
2017-10-10,12250,12600,12100,12500,322362,284412.0,22752959.0
2017-10-11,12550,12700,12450,12550,218782,285550.0,22752959.0
2017-10-12,12650,12650,12350,12500,172164,284412.0,22752959.0
2017-10-13,12550,12550,11800,12000,428996,273036.0,22752959.0
2017-10-16,12000,12150,11600,12000,248371,273036.0,22752959.0
2017-10-17,11900,12200,11900,12000,155243,273036.0,22752959.0
2017-10-18,12000,12200,11700,12150,193727,276448.0,22752959.0
2017-10-19,12150,12500,12150,12300,257832,279861.0,22752959.0
2017-10-20,12300,12450,12150,12400,149939,282137.0,22752959.0
2017-10-23,12450,12700,12350,12650,204015,287825.0,22752959.0
2017-10-24,12600,12700,12400,12600,140476,286687.0,22752959.0
2017-10-25,12550,13200,12500,13150,657530,299201.0,22752959.0
2017-10-26,13050,13100,12050,12150,715426,276448.0,22752959.0
2017-10-27,12200,12300,11750,12100,639940,275311.0,22752959.0
2017-10-30,12250,12300,11800,12100,436957,275311.0,22752959.0
2017-10-31,12000,12150,11850,11900,244421,270760.0,22752959.0
2017-11-01,12050,12400,12050,12100,360651,275311.0,22752959.0
2017-11-02,12150,12200,11950,12000,224673,273036.0,22752959.0
2017-11-03,12000,12050,11600,12050,299508,274173.0,22752959.0
2017-11-06,11950,12050,11600,11750,255149,267347.0,22752959.0
2017-11-07,11800,11850,11600,11700,216364,266210.0,22752959.0
2017-11-08,11850,12050,11700,11800,246878,268485.0,22752959.0
2017-11-09,11850,11900,11650,11750,165215,267347.0,22752959.0
2017-11-10,11800,12250,11800,12250,497902,278724.0,22752959.0
2017-11-13,12250,12350,12050,12250,316212,278724.0,22752959.0
2017-11-14,12200,12500,12100,12300,309044,279861.0,22752959.0
2017-11-15,12350,12400,11800,11900,372421,270760.0,22752959.0
2017-11-16,11900,12100,11800,11900,296410,270760.0,22752959.0
2017-11-17,12000,12300,11950,12300,386568,279861.0,22752959.0
2017-11-20,12200,12350,12000,12000,205396,273036.0,22752959.0
2017-11-21,12150,12150,11800,11850,225010,269623.0,22752959.0
2017-11-22,11950,12250,11800,11900,401163,270760.0,22752959.0
2017-11-23,12050,12300,11900,11950,291638,271898.0,22752959.0
2017-11-24,12000,12450,11900,12400,485088,282137.0,22752959.0
2017-11-27,12450,12450,11950,12050,331308,274173.0,22752959.0
2017-11-28,12050,12050,11500,11550,491637,262797.0,22752959.0
2017-11-29,11550,11700,11400,11450,263798,260521.0,22752959.0
2017-11-30,11300,11350,10700,10750,574292,244594.0,22752959.0
2017-12-01,10900,11000,10750,10850,196571,246870.0,22752959.0
2017-12-04,10850,10850,10350,10450,432973,237768.0,22752959.0
2017-12-05,10600,10900,10500,10800,171420,245732.0,22752959.0
2017-12-06,10850,10850,10550,10550,124976,240044.0,22752959.0
2017-12-07,10700,10750,10250,10500,189722,238906.0,22752959.0
2017-12-08,10550,10650,10200,10400,139835,236631.0,22752959.0
2017-12-11,10400,10500,10250,10450,110238,237768.0,22752959.0
2017-12-12,10400,10500,10250,10250,141491,233218.0,22752959.0
2017-12-13,10250,10850,10250,10600,218693,241181.0,22752959.0
2017-12-14,10600,10700,10450,10650,115419,242319.0,22752959.0
2017-12-15,10700,10700,10300,10400,217282,236631.0,22752959.0
2017-12-18,10450,10800,10350,10600,210974,241181.0,22752959.0
2017-12-19,10750,10750,10400,10450,83446,237768.0,22752959.0
2017-12-20,10550,10650,10400,10450,78728,237768.0,22752959.0
2017-12-21,10550,10600,10200,10250,107714,233218.0,22752959.0
2017-12-22,10300,10550,10200,10500,79839,238906.0,22752959.0
2017-12-26,10550,10600,10350,10400,75250,236631.0,22752959.0
2017-12-27,10400,10450,10300,10450,80243,237768.0,22752959.0
2017-12-28,10450,10650,10400,10550,98618,240044.0,22752959.0
2018-01-02,10600,10600,10350,10500,115529,238906.0,22752959.0
2018-01-03,10600,10750,10150,10300,501528,234355.0,22752959.0
2018-01-04,10400,10400,10100,10250,257788,233218.0,22752959.0
2018-01-05,10350,10700,10300,10550,225853,240044.0,22752959.0
2018-01-08,10650,10650,10300,10350,153983,235493.0,22752959.0
2018-01-09,10400,10450,10250,10300,150823,234355.0,22752959.0
2018-01-10,10350,10350,9560,9630,834442,219111.0,22752959.0
2018-01-11,9700,9840,9560,9750,222257,221841.0,22752959.0
2018-01-12,9800,9800,9360,9530,340364,216836.0,22752959.0
2018-01-15,9430,9500,9150,9190,341469,209100.0,22752959.0
2018-01-16,9240,9400,9140,9370,196460,213195.0,22752959.0
2018-01-17,9370,9420,9230,9260,145269,210692.0,22752959.0
2018-01-18,9350,9680,9310,9620,238916,218883.0,22752959.0
2018-01-19,9790,9790,9550,9650,219846,219566.0,22752959.0
2018-01-22,9720,9720,9390,9410,189504,214105.0,22752959.0
2018-01-23,9460,9520,9270,9500,129955,216153.0,22752959.0
2018-01-24,9520,9670,9400,9660,119951,219794.0,22752959.0
2018-01-25,9720,10200,9670,10050,422980,228667.0,22752959.0
2018-01-26,10100,10150,9910,10000,203056,227530.0,22752959.0
2018-01-29,10050,10150,10000,10050,143716,228667.0,22752959.0
2018-01-30,10000,10150,9900,9990,151963,227302.0,22752959.0
2018-01-31,9790,10050,9790,9890,139179,225027.0,22752959.0
2018-02-01,9900,9990,9810,9920,130509,225709.0,22752959.0
2018-02-02,9910,9920,9630,9690,151281,220476.0,22752959.0
2018-02-05,9560,9580,9430,9450,211005,215015.0,22752959.0
2018-02-06,9190,9630,9050,9580,281232,217973.0,22752959.0
2018-02-07,9660,9680,9240,9240,168715,210237.0,22752959.0
2018-02-08,9150,9450,9150,9430,128169,214560.0,22752959.0
2018-02-09,9230,9360,9190,9330,80282,212285.0,22752959.0
2018-02-12,9370,9400,9250,9340,90364,212513.0,22752959.0
2018-02-13,9410,9420,9270,9300,52923,211603.0,22752959.0
2018-02-14,9310,9450,9270,9370,54135,213195.0,22752959.0
2018-02-19,9500,9540,9420,9490,67172,215926.0,22752959.0
2018-02-20,9490,9570,9410,9460,53939,215243.0,22752959.0
2018-02-21,9380,9660,9380,9590,95780,218201.0,22752959.0
2018-02-22,9550,9550,9360,9450,117143,215015.0,22752959.0
2018-02-23,9510,9600,9410,9590,80488,218201.0,22752959.0
2018-02-26,9670,9680,9460,9510,134236,216381.0,22752959.0
2018-02-27,9560,9610,9440,9460,52615,215243.0,22752959.0
2018-02-28,9360,9390,9240,9300,131084,211603.0,22752959.0
2018-03-02,9250,9250,9000,9150,171736,208190.0,22752959.0
2018-03-05,9070,9110,8940,8940,177865,203411.0,22752959.0
2018-03-06,8950,9180,8940,9180,77960,208872.0,22752959.0
2018-03-07,9180,9200,8860,8960,130355,203867.0,22752959.0
2018-03-08,8960,9150,8800,9130,122048,207735.0,22752959.0
2018-03-09,9170,9300,9090,9210,73568,209555.0,22752959.0
2018-03-12,9240,9470,9200,9470,136794,215471.0,22752959.0
2018-03-13,9510,9680,9440,9640,157559,219339.0,22752959.0
2018-03-14,9580,9700,9550,9580,66893,217973.0,22752959.0
2018-03-15,9690,9690,9450,9660,91580,219794.0,22752959.0
2018-03-16,9660,9660,9470,9600,57583,218428.0,22752959.0
2018-03-19,9620,9620,9450,9450,34371,215015.0,22752959.0
2018-03-20,9390,9510,9260,9430,50573,214560.0,22752959.0
2018-03-21,9370,9480,9320,9320,37272,212058.0,22752959.0
2018-03-22,9300,9380,9190,9200,44498,209327.0,22752959.0
2018-03-23,9050,9050,8840,8890,177149,202274.0,22752959.0
2018-03-26,8840,9110,8710,9030,128855,205459.0,22752959.0
2018-03-27,9030,9180,8890,9180,69929,208872.0,22752959.0
2018-03-28,9040,9170,8980,8980,46124,204322.0,22752959.0
2018-03-29,8980,9140,8970,9020,22830,205232.0,22752959.0
2018-03-30,9030,9090,8990,8990,49987,204549.0,22752959.0
2018-04-02,9000,9010,8880,8900,57120,202501.0,22752959.0
2018-04-03,8910,8910,8610,8650,183690,196813.0,22752959.0
2018-04-04,8680,8690,8430,8450,127638,192263.0,22752959.0
2018-04-05,8310,8600,8310,8530,79867,194083.0,22752959.0
2018-04-06,8530,8530,8270,8320,118672,189305.0,22752959.0
2018-04-09,8290,8330,8120,8120,125546,184754.0,22752959.0
2018-04-10,8160,8170,8050,8130,72668,184982.0,22752959.0
2018-04-11,8130,8410,8130,8320,182356,189305.0,22752959.0
2018-04-12,8290,8640,8290,8580,119771,195220.0,22752959.0
2018-04-13,8670,8680,8400,8440,112405,192035.0,22752959.0
2018-04-16,8520,8540,8360,8490,59331,193173.0,22752959.0
2018-04-17,8450,8610,8440,8520,97520,193855.0,22752959.0
2018-04-18,8580,8610,8450,8480,84248,192945.0,22752959.0
2018-04-19,8540,8650,8450,8570,94074,194993.0,22752959.0
2018-04-20,8570,8640,8470,8610,75103,195903.0,22752959.0
2018-04-23,8550,8600,8370,8400,96017,191125.0,22752959.0
2018-04-24,8420,8480,8350,8400,65896,191125.0,22752959.0
2018-04-25,8370,8410,8250,8250,93859,187712.0,22752959.0
2018-04-26,8290,8420,8230,8310,86351,189077.0,22752959.0
2018-04-27,8330,8400,8230,8270,83545,188167.0,22752959.0
2018-04-30,8270,8350,8020,8100,162917,184299.0,22752959.0
2018-05-02,8140,8310,8110,8300,89758,188850.0,22752959.0
2018-05-03,8020,8320,8020,8290,47508,188622.0,22752959.0
2018-05-04,8310,8360,8240,8270,72781,188167.0,22752959.0
2018-05-08,8240,8330,8150,8150,63910,185437.0,22752959.0
2018-05-09,8150,8220,8020,8100,75867,184299.0,22752959.0
2018-05-10,8350,9140,8320,9030,643689,205459.0,22752959.0
2018-05-11,9090,9760,9040,9360,1229906,212968.0,22752959.0
2018-05-14,9220,9820,8980,9570,686580,217746.0,22752959.0
2018-05-15,9560,9570,9290,9560,209039,217518.0,22752959.0
2018-05-16,9440,9520,9210,9290,147457,211375.0,22752959.0
2018-05-17,9270,9480,9120,9140,151625,207962.0,22752959.0
2018-05-18,9140,9470,9140,9380,122103,213423.0,22752959.0
2018-05-21,9450,9450,9250,9270,91335,210920.0,22752959.0
2018-05-23,9270,9450,9200,9280,91782,211147.0,22752959.0
2018-05-24,9390,9390,9120,9180,108346,208872.0,22752959.0
2018-05-25,9040,9110,9000,9050,105908,205914.0,22752959.0
2018-05-28,9070,9180,9010,9120,72713,207507.0,22752959.0
2018-05-29,9330,9770,9200,9690,660072,220476.0,22752959.0
2018-05-30,9680,9680,9110,9260,316716,210692.0,22752959.0
2018-05-31,9160,9320,9100,9170,126583,208645.0,22752959.0
2018-06-01,9200,9330,9140,9190,71810,209100.0,22752959.0
2018-06-04,9150,9240,9100,9120,69461,207507.0,22752959.0
2018-06-05,9190,9440,9140,9360,118899,212968.0,22752959.0
2018-06-07,9440,9500,9320,9400,114585,213878.0,22752959.0
2018-06-08,9380,9420,9280,9320,73844,212058.0,22752959.0
2018-06-11,9320,9320,9120,9240,85956,210237.0,22752959.0
2018-06-12,9120,9360,9100,9260,140178,210692.0,22752959.0
2018-06-14,9210,9260,9090,9200,61328,209327.0,22752959.0
2018-06-15,9120,9180,9030,9130,153781,207735.0,22752959.0
2018-06-18,9090,9100,8640,8680,180640,197496.0,22752959.0
2018-06-19,8570,8680,8360,8360,205225,190215.0,22752959.0
2018-06-20,8210,8670,8210,8400,110778,191125.0,22752959.0
2018-06-21,8370,8700,8370,8690,82166,197723.0,22752959.0
2018-06-22,8670,8680,8370,8480,84120,192945.0,22752959.0
2018-06-25,8480,8560,8430,8560,26467,194765.0,22752959.0
2018-06-26,8350,8530,8350,8450,41718,192263.0,22752959.0
2018-06-27,8470,8550,8370,8450,34048,192263.0,22752959.0
2018-06-28,8490,8490,8260,8310,96873,189077.0,22752959.0
2018-06-29,8360,8450,8290,8360,41885,190215.0,22752959.0
2018-07-02,8400,8430,8120,8170,74502,185892.0,22752959.0
2018-07-03,8250,8350,8120,8200,63705,186574.0,22752959.0
2018-07-04,8290,8330,8140,8230,43223,187257.0,22752959.0
2018-07-05,8220,8300,8100,8210,63924,186802.0,22752959.0
2018-07-06,8130,8290,8120,8180,122659,186119.0,22752959.0
2018-07-09,8200,8390,8200,8350,25511,189987.0,22752959.0
2018-07-10,8420,8660,8420,8610,49666,195903.0,22752959.0
2018-07-11,8620,8670,8410,8450,26180,192263.0,22752959.0
2018-07-12,8450,8620,8390,8580,16842,195220.0,22752959.0
2018-07-13,8520,8750,8470,8750,41550,199088.0,22752959.0
2018-07-16,8750,9020,8710,8930,95349,203184.0,22752959.0
2018-07-17,8930,8930,8730,8920,38804,202956.0,22752959.0
2018-07-18,9000,9150,8920,9050,65447,205914.0,22752959.0
2018-07-19,9140,9150,8920,8950,40653,203639.0,22752959.0
2018-07-20,8930,9300,8930,9060,137403,206142.0,22752959.0
2018-07-23,9140,9150,8660,8780,105105,199771.0,22752959.0
2018-07-24,8780,9030,8780,8890,137632,202274.0,22752959.0
2018-07-25,8850,8940,8710,8900,58195,202501.0,22752959.0
2018-07-26,8810,9080,8810,8980,79575,204322.0,22752959.0
2018-07-27,9050,9270,9000,9110,159266,207279.0,22752959.0
2018-07-30,9000,9140,8830,8880,120288,202046.0,22752959.0
2018-07-31,8830,8940,8750,8760,63913,199316.0,22752959.0
2018-08-01,8800,9040,8800,9040,20009,205687.0,22752959.0
2018-08-02,8980,9050,8900,8980,29718,204322.0,22752959.0
2018-08-03,8970,9130,8960,9130,68847,207735.0,22752959.0
2018-08-06,9140,9240,9040,9050,29740,205914.0,22752959.0
2018-08-07,9020,9100,8930,8950,28245,203639.0,22752959.0
2018-08-08,8990,9400,8950,9250,484595,210465.0,22752959.0
2018-08-09,9250,9390,9150,9290,172224,211375.0,22752959.0
2018-08-10,9300,9340,8770,8900,208674,202501.0,22752959.0
2018-08-13,8990,8990,8560,8580,85115,195220.0,22752959.0
2018-08-14,8530,8650,8380,8580,82986,195220.0,22752959.0
2018-08-16,8450,8550,8320,8450,69787,192263.0,22752959.0
2018-08-17,8450,8490,8380,8440,78858,192035.0,22752959.0
2018-08-20,8410,8510,8200,8310,114915,189077.0,22752959.0
2018-08-21,8380,8460,8330,8450,41366,192263.0,22752959.0
2018-08-22,8450,8540,8380,8450,18735,192263.0,22752959.0
2018-08-23,8420,8490,8390,8400,14551,191125.0,22752959.0
2018-08-24,8400,8640,8380,8550,62819,194538.0,22752959.0
2018-08-27,8550,8650,8470,8610,52505,195903.0,22752959.0
2018-08-28,8640,8950,8640,8900,99277,202501.0,22752959.0
2018-08-29,8980,9010,8760,8840,73819,201136.0,22752959.0
2018-08-30,8840,9200,8800,9200,85549,209327.0,22752959.0
2018-08-31,9140,9310,9120,9270,130434,210920.0,22752959.0
2018-09-03,9270,9340,9130,9140,101875,207962.0,22752959.0
2018-09-04,9300,9620,9290,9510,268463,216381.0,22752959.0
2018-09-05,9670,9680,9500,9550,176757,217291.0,22752959.0
2018-09-06,9500,9540,9310,9320,147496,212058.0,22752959.0
2018-09-07,9190,9450,9150,9410,82023,214105.0,22752959.0
2018-09-10,9440,9480,9310,9450,45298,215015.0,22752959.0
2018-09-11,9480,9480,9330,9370,39425,213195.0,22752959.0
2018-09-12,9300,9430,9250,9280,42497,211147.0,22752959.0
2018-09-13,9290,9360,9020,9210,99894,209555.0,22752959.0
2018-09-14,9300,9630,9240,9550,160801,217291.0,22752959.0
2018-09-17,9420,10150,9420,10150,498238,230943.0,22752959.0
2018-09-18,10150,10650,10050,10200,677184,232080.0,22752959.0
2018-09-19,10350,10650,10200,10200,372252,232080.0,22752959.0
2018-09-20,10450,10500,10150,10150,219766,230943.0,22752959.0
2018-09-21,10300,10350,10000,10250,158554,233218.0,22752959.0
2018-09-27,10300,10350,9930,10050,149644,228667.0,22752959.0
2018-09-28,10100,10100,9860,9860,141958,224344.0,22752959.0
2018-10-01,9870,10100,9870,9920,104736,225709.0,22752959.0
2018-10-02,9860,10050,9720,9730,94284,221386.0,22752959.0
2018-10-04,9730,9970,9700,9880,131928,224799.0,22752959.0
2018-10-05,9880,9980,9320,9600,234835,218428.0,22752959.0
2018-10-08,9440,9720,9320,9470,95329,215471.0,22752959.0
2018-10-10,9670,9770,9300,9300,108422,211603.0,22752959.0
2018-10-11,9000,9190,8920,9000,183329,204777.0,22752959.0
2018-10-12,8920,9420,8920,9370,137460,213195.0,22752959.0
2018-10-15,9590,9590,9230,9310,87298,211830.0,22752959.0
2018-10-16,9310,9490,9300,9450,46775,215015.0,22752959.0
2018-10-17,9550,9670,9450,9570,55835,217746.0,22752959.0
2018-10-18,9580,9630,9370,9520,53946,216608.0,22752959.0
2018-10-19,9410,9730,9280,9630,106161,219111.0,22752959.0
2018-10-22,9640,9800,9500,9690,98485,220476.0,22752959.0
2018-10-23,9740,9740,9210,9280,89701,211147.0,22752959.0
2018-10-24,9300,9400,9090,9090,36689,206824.0,22752959.0
2018-10-25,8740,9080,8600,8850,100119,201364.0,22752959.0
2018-10-26,8980,9000,8590,8840,121331,201136.0,22752959.0
2018-10-29,8690,8830,8160,8190,248449,186347.0,22752959.0
2018-10-30,7950,8440,7950,8440,107517,192035.0,22752959.0
2018-10-31,8430,8430,7960,8230,210508,187257.0,22752959.0
2018-11-01,8250,8360,7860,7990,341316,181796.0,22752959.0
2018-11-02,8060,8250,8020,8210,225456,186802.0,22752959.0
2018-11-05,8210,8210,8010,8040,111024,182934.0,22752959.0
2018-11-06,8040,8200,7860,8050,122277,183161.0,22752959.0
2018-11-07,8090,8170,7760,7830,212239,178156.0,22752959.0
2018-11-08,7900,7940,7560,7690,283894,174970.0,22752959.0
2018-11-09,7660,7660,7500,7620,210525,173378.0,22752959.0
2018-11-12,7610,7690,7530,7610,99730,173150.0,22752959.0
2018-11-13,7590,7590,7160,7400,267355,168372.0,22752959.0
2018-11-14,7410,7410,7170,7280,117145,165642.0,22752959.0
2018-11-15,7280,7440,7160,7440,96564,169282.0,22752959.0
2018-11-16,7460,7460,7320,7380,66429,167917.0,22752959.0
2018-11-19,7420,7500,7320,7460,69685,169737.0,22752959.0
2018-11-20,7370,7390,7230,7240,78994,164731.0,22752959.0
2018-11-21,7200,7230,6980,7150,162668,162684.0,22752959.0
2018-11-22,7220,7220,7020,7110,65864,161774.0,22752959.0
2018-11-23,7070,7180,7030,7170,52708,163139.0,22752959.0
2018-11-26,7100,7230,7100,7170,58212,163139.0,22752959.0
2018-11-27,7230,7410,7130,7380,97039,167917.0,22752959.0
2018-11-28,7380,7560,7320,7500,117520,170647.0,22752959.0
2018-11-29,7520,7780,7520,7650,160880,174060.0,22752959.0
2018-11-30,7740,7740,7530,7630,43137,173605.0,22752959.0
2018-12-03,7740,7740,7560,7640,86995,173833.0,22752959.0
2018-12-04,7650,7680,7430,7500,109700,170647.0,22752959.0
2018-12-05,7390,7510,7300,7500,82069,170647.0,22752959.0
2018-12-06,7500,7550,7180,7200,86050,163821.0,22752959.0
2018-12-07,7220,7350,7190,7210,35876,164049.0,22752959.0
2018-12-10,7160,7180,7050,7060,47236,160636.0,22752959.0
2018-12-11,7070,7120,6970,7000,67665,159271.0,22752959.0
2018-12-12,7000,7200,6990,7180,41818,163366.0,22752959.0
2018-12-13,7180,7200,7090,7120,45113,162001.0,22752959.0
2018-12-14,7100,7170,6930,7010,107211,159498.0,22752959.0
2018-12-17,7010,7010,6790,6850,134969,155858.0,22752959.0
2018-12-18,6790,6840,6550,6700,169345,152445.0,22752959.0
2018-12-19,6720,6910,6600,6870,128937,156313.0,22752959.0
2018-12-20,6850,6850,6690,6740,47065,153355.0,22752959.0
2018-12-21,6700,6880,6700,6790,33008,154493.0,22752959.0
2018-12-24,6800,6870,6760,6830,53441,155403.0,22752959.0
2018-12-26,6750,6810,6700,6720,52895,152900.0,22752959.0
2018-12-27,6790,7110,6700,6810,87146,154948.0,22752959.0
2018-12-28,6770,6890,6750,6790,46658,154493.0,22752959.0
2019-01-02,6800,6920,6750,6800,54692,154720.0,22752959.0
2019-01-03,6810,6940,6600,6600,78152,150170.0,22752959.0
2019-01-04,6600,6610,6340,6490,70467,147667.0,22752959.0
2019-01-07,6490,6670,6490,6640,52061,151080.0,22752959.0
2019-01-08,6640,6870,6610,6840,56671,155630.0,22752959.0
2019-01-09,6840,6930,6800,6900,35049,156995.0,22752959.0
2019-01-10,6950,6960,6820,6910,30347,157223.0,22752959.0
2019-01-11,7040,7040,6840,6910,52003,157223.0,22752959.0
2019-01-14,6950,6950,6860,6910,12845,157223.0,22752959.0
2019-01-15,6940,6980,6870,6970,36980,158588.0,22752959.0
2019-01-16,7030,7140,6950,7100,87589,161546.0,22752959.0
