휴젤(145020),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-09-22,533100,536100,519900,528000,26373,2266548.0,4292705.0
2017-09-25,533100,536900,521000,523000,20563,2245085.0,4292705.0
2017-09-26,525000,544500,519000,537800,30292,2308617.0,4292705.0
2017-09-27,540000,556100,537800,550100,27635,2361417.0,4292705.0
2017-09-28,550600,554000,533600,539800,41322,2317202.0,4292705.0
2017-09-29,539700,539800,508500,526800,48337,2261397.0,4292705.0
2017-10-10,537900,537900,518100,522000,44155,2240792.0,4292705.0
2017-10-11,527000,527000,520300,522700,21060,2243797.0,4292705.0
2017-10-12,525000,525100,482700,490000,82793,2103425.0,4292705.0
2017-10-13,489900,489900,455200,455800,129472,1956615.0,4292705.0
2017-10-16,455800,467300,437500,459300,61756,1971639.0,4292705.0
2017-10-17,458700,474400,457600,472700,42331,2029162.0,4292705.0
2017-10-18,470000,477800,466000,474200,28185,2035601.0,4292705.0
2017-10-19,479700,507800,476100,495800,56211,2128323.0,4292705.0
2017-10-20,500900,511000,487000,504000,27963,2163523.0,4292705.0
2017-10-23,504000,504000,476500,476800,31841,2046762.0,4292705.0
2017-10-24,478800,489100,476600,480000,21581,2060498.0,4292705.0
2017-10-25,484800,484800,467100,470000,20445,2017571.0,4292705.0
2017-10-26,446000,447000,410100,419000,191450,1798643.0,4292705.0
2017-10-27,419500,427500,415500,418600,77540,1796926.0,4292705.0
2017-10-30,420100,439500,420100,439500,54961,1886644.0,4292705.0
2017-10-31,440600,443000,426500,429000,31669,1841570.0,4292705.0
2017-11-01,428500,434700,420100,427500,21695,1835131.0,4292705.0
2017-11-02,427500,430000,420600,427600,38143,1835561.0,4292705.0
2017-11-03,427600,442200,423100,441800,40009,1903144.0,4307705.0
2017-11-06,444300,460600,440100,460200,44767,1982406.0,4307705.0
2017-11-07,460300,472800,456000,471400,38085,2030652.0,4307705.0
2017-11-08,474500,474500,463900,473900,20473,2041421.0,4307705.0
2017-11-09,474000,474000,458000,458900,29874,1976806.0,4307705.0
2017-11-10,458900,461200,452100,461200,18914,1986714.0,4307705.0
2017-11-13,461200,490000,457600,489700,46647,2109483.0,4307705.0
2017-11-14,491800,506700,488000,494600,76498,2130591.0,4307705.0
2017-11-15,485000,505000,477200,494600,59869,2130591.0,4307705.0
2017-11-16,494800,501000,486600,499000,35446,2149545.0,4307705.0
2017-11-17,493100,498500,483000,488900,26533,2106037.0,4307705.0
2017-11-20,488000,488600,479900,480000,23885,2067698.0,4307705.0
2017-11-21,480000,480000,450000,450000,78122,1938467.0,4307705.0
2017-11-22,451400,456000,433100,442500,64564,1906159.0,4307705.0
2017-11-23,445900,459700,438100,459500,37013,1979390.0,4307705.0
2017-11-24,459500,459900,453500,456000,18366,1964313.0,4307705.0
2017-11-27,456100,467800,453000,463100,19219,1994898.0,4307705.0
2017-11-28,466500,469000,455000,455000,18876,1960006.0,4307705.0
2017-11-29,464000,487900,460200,487900,74849,2101729.0,4307705.0
2017-11-30,489500,495000,474900,479000,33927,2063391.0,4307705.0
2017-12-01,485000,485600,472400,481200,21500,2072868.0,4307705.0
2017-12-04,481400,488200,477300,484500,20032,2087083.0,4307705.0
2017-12-05,483000,489000,475000,484900,17141,2088806.0,4307705.0
2017-12-06,485000,488000,451500,451500,65588,1944929.0,4307705.0
2017-12-07,455200,461800,446400,454600,40082,1958283.0,4307705.0
2017-12-08,455400,463300,452400,461500,18227,1988006.0,4307705.0
2017-12-11,459000,476900,453400,475300,19040,2047452.0,4307705.0
2017-12-12,475300,481900,467000,474900,21204,2045729.0,4307705.0
2017-12-13,478600,481000,468700,471000,22087,2028929.0,4307705.0
2017-12-14,479000,486000,468500,480000,66414,2067698.0,4307705.0
2017-12-15,478000,479000,471500,479000,16884,2063391.0,4307705.0
2017-12-18,478400,493000,473400,489400,32725,2108191.0,4307705.0
2017-12-19,496000,503400,490000,503300,42249,2168068.0,4307705.0
2017-12-20,503700,513000,496200,504200,28991,2171945.0,4307705.0
2017-12-21,504200,511300,497100,497100,21281,2141360.0,4307705.0
2017-12-22,500200,530000,497200,529000,40156,2278776.0,4307705.0
2017-12-26,528000,561000,528000,553000,43671,2382161.0,4307705.0
2017-12-27,554800,571000,544900,570900,38835,2459269.0,4307705.0
2017-12-28,568000,572900,553000,559600,23402,2410592.0,4307705.0
2018-01-02,559600,560900,550500,555000,17101,2390776.0,4307705.0
2018-01-03,560000,569800,552000,558000,29868,2403699.0,4307705.0
2018-01-04,560000,571900,537600,550000,35505,2369238.0,4307705.0
2018-01-05,551000,570000,550000,557100,21613,2399822.0,4307705.0
2018-01-08,557000,565300,545000,565300,31657,2435146.0,4307705.0
2018-01-09,571400,573100,553100,558700,27423,2406715.0,4307705.0
2018-01-10,551000,570500,550300,569000,34163,2451084.0,4307705.0
2018-01-11,569000,591400,564000,591300,38973,2547146.0,4307705.0
2018-01-12,596500,599500,581000,592000,35821,2550161.0,4307705.0
2018-01-15,592000,599000,582000,599000,36591,2580315.0,4307705.0
2018-01-16,599000,602300,591200,598500,24443,2578161.0,4307705.0
2018-01-17,598700,601500,592300,598700,21863,2579023.0,4307705.0
2018-01-18,598700,602900,562500,577000,41261,2485546.0,4307705.0
2018-01-19,576000,579200,557000,561300,30423,2417915.0,4307705.0
2018-01-22,561600,584800,551900,582000,24666,2507084.0,4307705.0
2018-01-23,588000,599300,576000,599200,21854,2581177.0,4307705.0
2018-01-24,599100,612000,591200,603000,33688,2597546.0,4307705.0
2018-01-25,603900,612100,581800,593000,22726,2554469.0,4307705.0
2018-01-26,592700,593000,573600,578100,34470,2490284.0,4307705.0
2018-01-29,583700,588600,570400,572200,28825,2464869.0,4307705.0
2018-01-30,565300,570800,563100,563600,40597,2427823.0,4307705.0
2018-01-31,563300,570000,551600,565100,27416,2434284.0,4307705.0
2018-02-01,565300,583900,565300,583700,35243,2514407.0,4307705.0
2018-02-02,583800,587400,567400,580000,22897,2498469.0,4307705.0
2018-02-05,570100,585900,564000,564000,20256,2429546.0,4307705.0
2018-02-06,560000,560000,513000,540200,96138,2327022.0,4307705.0
2018-02-07,550000,567500,531900,540000,51970,2326161.0,4307705.0
2018-02-08,542100,568300,542100,549800,51336,2368376.0,4307705.0
2018-02-09,531800,549900,528000,535000,31991,2304622.0,4307705.0
2018-02-12,544000,562400,538100,557000,22410,2399392.0,4307705.0
2018-02-13,559900,564300,545100,545100,17363,2348130.0,4307705.0
2018-02-14,546000,572900,541600,570600,17281,2457976.0,4307705.0
2018-02-19,570600,583400,561000,582500,24025,2509238.0,4307705.0
2018-02-20,578000,581400,565000,568800,17494,2450223.0,4307705.0
2018-02-21,573000,579400,564200,566000,19401,2438161.0,4307705.0
2018-02-22,565400,565400,551300,556100,16110,2395515.0,4307705.0
2018-02-23,565500,572400,556500,572400,13624,2465730.0,4307705.0
2018-02-26,577000,583900,573000,579300,15968,2495454.0,4307705.0
2018-02-27,583900,584000,574400,576600,8289,2483823.0,4307705.0
2018-02-28,572000,573400,551600,558000,15657,2403699.0,4307705.0
2018-03-02,547000,554700,540800,541600,24704,2333053.0,4307705.0
2018-03-05,544300,563800,541900,561000,17520,2416623.0,4307705.0
2018-03-06,566400,584000,564500,582000,25322,2507084.0,4307705.0
2018-03-07,581800,591800,576000,578900,17308,2493730.0,4307705.0
2018-03-08,585200,585200,570500,573500,17695,2470469.0,4307705.0
2018-03-09,578000,598800,574200,597900,29139,2575577.0,4307705.0
2018-03-12,604000,614500,600000,609900,23265,2627269.0,4307705.0
2018-03-13,610000,618000,592200,592200,45283,2580929.0,4358205.0
2018-03-14,600000,611000,592200,607500,15517,2647610.0,4358205.0
2018-03-15,607500,607500,580400,581000,30822,2532117.0,4358205.0
2018-03-16,583400,583700,573800,575000,15372,2505968.0,4358205.0
2018-03-19,579500,581700,567000,570000,15927,2484177.0,4358205.0
2018-03-20,570000,590000,569700,590000,25702,2571341.0,4358205.0
2018-03-21,593100,600000,581400,590600,22060,2573956.0,4358205.0
2018-03-22,590000,619900,590000,596200,52094,2598362.0,4358205.0
2018-03-23,579500,590000,560300,561700,28951,2448004.0,4358205.0
2018-03-26,562500,598000,556100,598000,34343,2606207.0,4358205.0
2018-03-27,598500,605800,591500,599900,12927,2614487.0,4358205.0
2018-03-28,592300,598900,581100,588000,11943,2562625.0,4358205.0
2018-03-29,592000,599000,588000,596000,9693,2597490.0,4358205.0
2018-03-30,603500,605000,593000,593000,9461,2584416.0,4358205.0
2018-04-02,599900,610000,593600,596000,16695,2597490.0,4358205.0
2018-04-03,594900,609000,585700,607000,18600,2645430.0,4358205.0
2018-04-04,607000,630000,598500,618800,38166,2696857.0,4358205.0
2018-04-05,621000,640200,605900,605900,43121,2640636.0,4358205.0
2018-04-06,602200,614000,595100,603500,17099,2630177.0,4358205.0
2018-04-09,606400,612300,600000,610000,10401,2658505.0,4358205.0
2018-04-10,610000,618700,602100,615000,21566,2680296.0,4358205.0
2018-04-11,618900,625200,610000,621000,24763,2706445.0,4358205.0
2018-04-12,635200,647500,591700,593100,59247,2584851.0,4358205.0
2018-04-13,594500,621900,584800,619800,33659,2701215.0,4358205.0
2018-04-16,628500,639000,617600,634000,28438,2763102.0,4358205.0
2018-04-17,635100,645000,626200,636000,32530,2771818.0,4358205.0
2018-04-18,646700,646700,621000,624100,35658,2719956.0,4358205.0
2018-04-19,623800,629900,601000,604000,44757,2632356.0,4358205.0
2018-04-20,604100,612000,587700,590000,23317,2571341.0,4358205.0
2018-04-23,591400,610000,591400,593200,14450,2585287.0,4358205.0
2018-04-24,583500,600000,558000,558100,30323,2432314.0,4358205.0
2018-04-25,558100,572200,549500,552000,26813,2405729.0,4358205.0
2018-04-26,547500,547500,479100,484000,171317,2109371.0,4358205.0
2018-04-27,490800,497100,482900,485000,47216,2113729.0,4358205.0
2018-04-30,494700,511700,490800,504700,54880,2199586.0,4358205.0
2018-05-02,497000,510100,491900,503700,21856,2195228.0,4358205.0
2018-05-03,503700,507700,492100,492100,15720,2144673.0,4358205.0
2018-05-04,489800,492100,479700,479700,22109,2090631.0,4358205.0
2018-05-08,479800,493700,472500,472500,21298,2059252.0,4358205.0
2018-05-09,472500,495800,457500,491000,31312,2139879.0,4358205.0
2018-05-10,485100,495000,482200,482300,12566,2101962.0,4358205.0
2018-05-11,488900,498500,482700,497100,17343,2166464.0,4358205.0
2018-05-14,498200,507000,461800,466000,38097,2030924.0,4358205.0
2018-05-15,471400,474800,454900,455500,51536,1985162.0,4358205.0
2018-05-16,457800,488000,456000,478000,35688,2083222.0,4358205.0
2018-05-17,480100,488900,473000,481800,13942,2099783.0,4358205.0
2018-05-18,483800,483800,475000,480000,13114,2091938.0,4358205.0
2018-05-21,480500,492900,478800,488000,18513,2126804.0,4358205.0
2018-05-23,488000,489900,476500,484600,13266,2111986.0,4358205.0
2018-05-24,481500,498000,481500,487900,12765,2126368.0,4358205.0
2018-05-25,487600,490000,479100,481800,17000,2099783.0,4358205.0
2018-05-28,476000,479900,469000,470500,24284,2050535.0,4358205.0
2018-05-29,472000,483500,470000,470000,21089,2048356.0,4358205.0
2018-05-30,470500,478000,467600,475700,22726,2073198.0,4358205.0
2018-05-31,476500,482500,469900,482500,13626,2102834.0,4358205.0
2018-06-01,475300,482600,474900,477300,11576,2080171.0,4358205.0
2018-06-04,479800,485600,470000,474200,20013,2066661.0,4358205.0
2018-06-05,479000,479300,470800,475400,7718,2071891.0,4358205.0
2018-06-07,475000,479000,473900,478300,7869,2084529.0,4358205.0
2018-06-08,478100,478300,468700,469500,14411,2046177.0,4358205.0
2018-06-11,469500,489300,469500,488200,18709,2127676.0,4358205.0
2018-06-12,485100,496500,482800,496500,18444,2163849.0,4358205.0
2018-06-14,499000,523200,496600,523200,44162,2280213.0,4358205.0
2018-06-15,524000,534900,523500,533600,28963,2325538.0,4358205.0
2018-06-18,533600,540000,517500,525000,21717,2288058.0,4358205.0
2018-06-19,525000,534400,525000,530000,24534,2309849.0,4358205.0
2018-06-20,533400,541000,525800,530000,19232,2309849.0,4358205.0
2018-06-21,530700,530700,500100,500100,21660,2179538.0,4358205.0
2018-06-22,500700,509100,492100,509100,16854,2218762.0,4358205.0
2018-06-25,505800,509000,496900,503700,13824,2195228.0,4358205.0
2018-06-26,503700,507600,493000,502400,9887,2189562.0,4358205.0
2018-06-27,501000,514900,501000,506500,12293,2207431.0,4358205.0
2018-06-28,502100,513500,498100,498100,10115,2170822.0,4358205.0
2018-06-29,500000,500700,480000,482100,30103,2101091.0,4358205.0
2018-07-02,483000,494900,479400,481000,18097,2096297.0,4358205.0
2018-07-03,484600,530000,484600,516000,42260,2248834.0,4358205.0
2018-07-04,523000,557500,520000,554500,49830,2416625.0,4358205.0
2018-07-05,554400,582600,529200,554400,58634,2416189.0,4358205.0
2018-07-06,554000,554000,530500,548300,16940,2389604.0,4358205.0
2018-07-09,544200,555300,531300,535300,26032,2332947.0,4358205.0
2018-07-10,544900,545000,520400,527000,14959,2296774.0,4358205.0
2018-07-11,527000,527000,496100,496100,35640,2162106.0,4358205.0
2018-07-12,497500,499500,480200,492800,59412,2147723.0,4358205.0
2018-07-13,489900,496700,488000,491300,24334,2141186.0,4358205.0
2018-07-16,497100,506400,491400,498700,22546,2173437.0,4358205.0
2018-07-17,501000,504000,498800,500000,15698,2179102.0,4358205.0
2018-07-18,506000,506000,489400,491500,26022,2142058.0,4358205.0
2018-07-19,488200,489000,477500,481000,28871,2096297.0,4358205.0
2018-07-20,479500,487900,479500,483900,12572,2108935.0,4358205.0
2018-07-23,486900,487600,470300,480000,24867,2091938.0,4358205.0
2018-07-24,481800,485800,477000,481400,19067,2098040.0,4358205.0
2018-07-25,478100,489900,478100,483200,26317,2105885.0,4358205.0
2018-07-26,470000,489900,443600,477100,74154,2079300.0,4358205.0
2018-07-27,476400,476500,468100,474900,36415,2069712.0,4358205.0
2018-07-30,474800,482600,470300,478000,11870,2083222.0,4358205.0
2018-07-31,478100,481800,471800,477300,16339,2080171.0,4358205.0
2018-08-01,480000,493500,477900,493500,19960,2150774.0,4358205.0
2018-08-02,498700,498700,483300,486800,10421,2121574.0,4358205.0
2018-08-03,485000,492600,481200,488600,11179,2129419.0,4358205.0
2018-08-06,490900,491000,476200,476300,27622,2075813.0,4358205.0
2018-08-07,476500,477800,466800,473500,15943,2063610.0,4358205.0
2018-08-08,472000,476800,472000,476100,8498,2074941.0,4358205.0
2018-08-09,470700,476300,470500,472000,32268,2057073.0,4358205.0
2018-08-10,468000,475600,464100,468000,24736,2039640.0,4358205.0
2018-08-13,462200,463800,443100,443100,33660,1931121.0,4358205.0
2018-08-14,444000,460000,444000,455600,15777,1985598.0,4358205.0
2018-08-16,455600,455900,443300,451200,16575,1966422.0,4358205.0
2018-08-17,451300,452200,446000,447300,13091,1949425.0,4358205.0
2018-08-20,447300,449900,420000,430300,30786,1875336.0,4358205.0
2018-08-21,430300,434000,402700,422300,81944,1840470.0,4358205.0
2018-08-22,423200,429900,415000,417100,23447,1817807.0,4358205.0
2018-08-23,417100,423900,403600,410500,29671,1789043.0,4358205.0
2018-08-24,405500,409900,398300,401000,45406,1747640.0,4358205.0
2018-08-27,403900,438900,403900,428600,73467,1867927.0,4358205.0
2018-08-28,435000,439300,420000,420000,24357,1830446.0,4358205.0
2018-08-29,424000,432500,419300,432500,22204,1884924.0,4358205.0
2018-08-30,432500,433000,425600,425900,14053,1856160.0,4358205.0
2018-08-31,426000,428900,420000,428600,15237,1867927.0,4358205.0
2018-09-03,428700,436700,425000,435800,19485,1899306.0,4358205.0
2018-09-04,436400,447800,431500,444600,19935,1937658.0,4358205.0
2018-09-05,445100,456500,441800,442100,21015,1926762.0,4358205.0
2018-09-06,460500,466400,447000,460300,67450,2006082.0,4358205.0
2018-09-07,460300,460300,438000,438700,37073,1911945.0,4358205.0
2018-09-10,438900,447000,438000,445000,14944,1939401.0,4358205.0
2018-09-11,443000,447000,435000,436400,31275,1901921.0,4358205.0
2018-09-12,439000,441000,432600,433600,17798,1889718.0,4358205.0
2018-09-13,433500,435900,422600,433000,31800,1887103.0,4358205.0
2018-09-14,428500,436000,427800,434900,13567,1895383.0,4358205.0
2018-09-17,432800,433000,420400,421300,17320,1836112.0,4358205.0
2018-09-18,421300,421300,412000,412500,17100,1797760.0,4358205.0
2018-09-19,412500,419300,408400,410000,16501,1786864.0,4358205.0
2018-09-20,412000,414000,409900,409900,19843,1786428.0,4358205.0
2018-09-21,412000,418900,408600,415900,32113,1812577.0,4358205.0
2018-09-27,416000,429600,411900,425000,25982,1852237.0,4358205.0
2018-09-28,425000,428300,420000,427800,15029,1864440.0,4358205.0
2018-10-01,427800,429000,417200,425000,10018,1852237.0,4358205.0
2018-10-02,420600,424500,407700,408600,23620,1780763.0,4358205.0
2018-10-04,405000,408400,397900,401800,18080,1751127.0,4358205.0
2018-10-05,393500,407700,380100,380500,27033,1658297.0,4358205.0
2018-10-08,380100,390700,379200,384500,17243,1675730.0,4358205.0
2018-10-10,384500,388900,382000,384100,13857,1673987.0,4358205.0
2018-10-11,377000,379600,358600,360000,41511,1568954.0,4358205.0
2018-10-12,360000,366000,357000,358000,29413,1560237.0,4358205.0
2018-10-15,356100,356100,332200,333000,38208,1451282.0,4358205.0
2018-10-16,333000,347800,333000,335000,20944,1459999.0,4358205.0
2018-10-17,328800,335400,320700,322000,59859,1403342.0,4358205.0
2018-10-18,324000,326400,314900,318000,24438,1385909.0,4358205.0
2018-10-19,312000,317000,309000,314700,32884,1371527.0,4358205.0
2018-10-22,311200,320400,311200,319500,16372,1392446.0,4358205.0
2018-10-23,319400,319400,309000,313000,18723,1364118.0,4358205.0
2018-10-24,318000,319300,300300,301600,29309,1314435.0,4358205.0
2018-10-25,289200,309500,289200,294800,52014,1284799.0,4358205.0
2018-10-26,283000,283000,227600,238100,265910,1037689.0,4358205.0
2018-10-29,240000,251800,236100,242000,203278,1054686.0,4358205.0
2018-10-30,242300,258000,241300,257500,131250,1122238.0,4358205.0
2018-10-31,260000,304900,258700,274400,113167,1195891.0,4358205.0
2018-11-01,280000,290000,275100,280200,38496,1221169.0,4358205.0
2018-11-02,282100,293600,282100,293600,44203,1279569.0,4358205.0
2018-11-05,293600,293600,280000,281200,31499,1225527.0,4358205.0
2018-11-06,282500,285800,279600,285200,44593,1242960.0,4358205.0
2018-11-07,282400,287000,279900,281000,26384,1224656.0,4358205.0
2018-11-08,283000,296200,281000,290300,39344,1265187.0,4358205.0
2018-11-09,293000,304100,288600,303900,33378,1324458.0,4358205.0
2018-11-12,300000,302800,283000,295800,42480,1289157.0,4358205.0
2018-11-13,291000,299400,283900,296700,32349,1293079.0,4358205.0
2018-11-14,296700,298900,287100,291600,26970,1270853.0,4358205.0
2018-11-15,287800,294500,280000,284000,31478,1237730.0,4358205.0
2018-11-16,286600,299700,283800,293500,26576,1279133.0,4358205.0
2018-11-19,306000,317500,297700,308300,32406,1343635.0,4358205.0
2018-11-20,305000,305000,294900,294900,18911,1285235.0,4358205.0
2018-11-21,288000,309800,287700,305300,29507,1330560.0,4358205.0
2018-11-22,305300,337800,305300,327000,60247,1425133.0,4358205.0
2018-11-23,325100,334400,324100,329000,30763,1433849.0,4358205.0
2018-11-26,325000,345400,325000,343500,32750,1497043.0,4358205.0
2018-11-27,343100,343100,335000,335000,26509,1459999.0,4358205.0
2018-11-28,331200,336000,327700,330000,30720,1438208.0,4358205.0
2018-11-29,331600,339000,326700,328800,22963,1432978.0,4358205.0
2018-11-30,332800,332900,323200,329000,17069,1433849.0,4358205.0
2018-12-03,335000,349000,333700,348100,52755,1517091.0,4358205.0
2018-12-04,355000,364000,344600,361500,58518,1575491.0,4358205.0
2018-12-05,353600,367100,351500,362300,38902,1578978.0,4358205.0
2018-12-06,355400,358000,344900,349400,44792,1522757.0,4358205.0
2018-12-07,349500,355800,344600,351700,16742,1532781.0,4358205.0
2018-12-10,349400,351100,342100,344500,14255,1501402.0,4358205.0
2018-12-11,344600,349800,330100,336300,30922,1465664.0,4358205.0
2018-12-12,333000,345000,327500,342000,26944,1490506.0,4358205.0
2018-12-13,338500,359900,338500,355800,44738,1550649.0,4358205.0
2018-12-14,350000,355000,342000,349000,17043,1521014.0,4358205.0
2018-12-17,345100,349000,324300,332200,18535,1447796.0,4358205.0
2018-12-18,327000,343000,322700,342100,15138,1490942.0,4358205.0
2018-12-19,342100,348900,333900,346500,12873,1510118.0,4358205.0
2018-12-20,342000,352500,336500,338100,13412,1473509.0,4358205.0
2018-12-21,340200,367000,338100,366300,33354,1596410.0,4358205.0
2018-12-24,375200,375400,365000,366300,16043,1596410.0,4358205.0
2018-12-26,366100,371900,357100,369800,18857,1611664.0,4358205.0
2018-12-27,377000,384400,365800,369800,30512,1611664.0,4358205.0
2018-12-28,370800,389000,370000,381500,22586,1662655.0,4358205.0
2019-01-02,378500,386100,370800,370800,19077,1616022.0,4358205.0
2019-01-03,369100,370400,356000,359800,19848,1568082.0,4358205.0
2019-01-04,359800,361800,342400,349500,33138,1523193.0,4358205.0
2019-01-07,352600,360000,348100,349600,23247,1523628.0,4358205.0
2019-01-08,352700,352700,340000,340000,13255,1481790.0,4358205.0
2019-01-09,340300,349600,340300,348600,19620,1519270.0,4358205.0
2019-01-10,350100,352300,343000,349600,15842,1523628.0,4358205.0
2019-01-11,353600,353600,340800,343000,18251,1494864.0,4358205.0
2019-01-14,343000,347500,340000,343500,12072,1497043.0,4358205.0
2019-01-15,340000,362200,340000,362200,26972,1578542.0,4358205.0
2019-01-16,362300,362300,354000,356300,12813,1552828.0,4358205.0
2019-01-17,354800,354800,338000,340500,30489,1483969.0,4358205.0
2019-01-18,343900,349800,338500,345800,15775,1507067.0,4358205.0
2019-01-21,345800,345800,326000,326700,40601,1423826.0,4358205.0
2019-01-22,327000,334900,326100,329000,16352,1433849.0,4358205.0
2019-01-23,329000,331800,325000,326700,21222,1423826.0,4358205.0
2019-01-24,326100,350000,326100,342700,42180,1493557.0,4358205.0
2019-01-25,341000,350000,340000,342300,16329,1491814.0,4358205.0
2019-01-28,340200,346000,335100,345200,20481,1504452.0,4358205.0
2019-01-29,340600,343400,335500,338000,11697,1473073.0,4358205.0
2019-01-30,336800,343200,336600,337700,8411,1471766.0,4358205.0
2019-01-31,338600,341500,331000,334500,13676,1457820.0,4358205.0
2019-02-01,331500,342000,331500,341300,13232,1487455.0,4358205.0
2019-02-07,341000,341300,327000,332800,26637,1450411.0,4358205.0
2019-02-08,330000,331900,317800,320500,42099,1396805.0,4358205.0
2019-02-11,321300,321400,309100,312000,39083,1359760.0,4358205.0
2019-02-12,312000,312600,301000,304500,32679,1327073.0,4358205.0
2019-02-13,304700,309400,302000,307600,17772,1340584.0,4358205.0
2019-02-14,307600,317800,304000,317700,30452,1384602.0,4358205.0
2019-02-15,316800,318900,313300,317900,17017,1385473.0,4358205.0
2019-02-18,316800,321400,314000,316000,34609,1377193.0,4358205.0
2019-02-19,316000,321000,314500,320000,9003,1394626.0,4358205.0
2019-02-20,317000,320000,316000,318000,12716,1385909.0,4358205.0
2019-02-21,316100,328000,315900,328000,22946,1429491.0,4358205.0
2019-02-22,333400,349900,333400,339200,62496,1478303.0,4358205.0
2019-02-25,340400,348600,337100,344300,20049,1500530.0,4358205.0
2019-02-26,344500,347100,339000,342000,10821,1490506.0,4358205.0
2019-02-27,342000,353800,341900,352900,20174,1538011.0,4358205.0
2019-02-28,348100,359900,347000,350800,23137,1528858.0,4358205.0
2019-03-04,353500,390000,353500,388000,64699,1690984.0,4358205.0
2019-03-05,388000,399500,386000,391500,45061,1706237.0,4358205.0
2019-03-06,393400,393500,382800,387500,21515,1688804.0,4358205.0
2019-03-07,386000,397000,383200,389900,23235,1699264.0,4358205.0
2019-03-08,385000,395200,385000,392000,19518,1708416.0,4358205.0
2019-03-11,390000,393500,383100,392000,19364,1708416.0,4358205.0
2019-03-12,395000,412300,395000,410900,31274,1790786.0,4358205.0
2019-03-13,410400,414700,404700,405400,23129,1766816.0,4358205.0
2019-03-14,410400,418500,401700,401700,23296,1750691.0,4358205.0
2019-03-15,401900,407100,393000,406000,19765,1769431.0,4358205.0
2019-03-18,408800,412200,398600,399500,13073,1741103.0,4358205.0
2019-03-19,399500,403900,381500,386100,50743,1682703.0,4358205.0
2019-03-20,389500,391400,382900,386700,20655,1685318.0,4358205.0
2019-03-21,386700,387500,374000,374300,12804,1631276.0,4358205.0
2019-03-22,374300,382500,374300,381400,10629,1662219.0,4358205.0
2019-03-25,373200,378100,361000,362300,16287,1578978.0,4358205.0
2019-03-26,362500,384700,362500,380800,21833,1659604.0,4358205.0
2019-03-27,384600,384600,369900,376000,14043,1638685.0,4358205.0
2019-03-28,376000,380900,364900,365100,17364,1591181.0,4358205.0
2019-03-29,373900,378100,370200,378000,19489,1647401.0,4358205.0
2019-04-01,374600,394800,372000,386700,19041,1685318.0,4358205.0
2019-04-02,390500,396800,384100,387500,15605,1688804.0,4358205.0
2019-04-03,390800,394000,385900,390400,7490,1701443.0,4358205.0
2019-04-04,387100,392500,380000,386200,8861,1683139.0,4358205.0
2019-04-05,383500,390000,377400,378400,12439,1649145.0,4358205.0
2019-04-08,376400,385000,375700,378500,7394,1649581.0,4358205.0
2019-04-09,375500,385000,374600,381100,8954,1660912.0,4358205.0
2019-04-10,396000,414500,396000,409000,53764,1782506.0,4358205.0
2019-04-11,409500,421300,408900,418000,30921,1821730.0,4358205.0
2019-04-12,405100,411300,397500,411300,50823,1792530.0,4358205.0
2019-04-15,411300,411300,395200,398000,22779,1734566.0,4358205.0
2019-04-16,398000,406800,395100,400000,18225,1743282.0,4358205.0
2019-04-17,403200,408200,396200,407900,13015,1777712.0,4358205.0
2019-04-18,402000,402200,389000,389400,24538,1697085.0,4358205.0
2019-04-19,394000,406800,392000,400700,20413,1746333.0,4358205.0
2019-04-22,400900,408700,395100,406800,9941,1772918.0,4358205.0
2019-04-23,407200,420000,405000,413600,22980,1802554.0,4358205.0
2019-04-24,413600,423800,413600,419000,19636,1826088.0,4358205.0
2019-04-25,419000,419000,400000,407200,20195,1774661.0,4358205.0
2019-04-26,407200,413900,403000,408200,15535,1779019.0,4358205.0
2019-04-29,413800,415700,410000,413700,9043,1802989.0,4358205.0
2019-04-30,413700,415000,408200,414400,8178,1806040.0,4358205.0
2019-05-02,419700,420900,405500,420200,13768,1831318.0,4358205.0
2019-05-03,420100,423800,415100,418900,7585,1825652.0,4358205.0
2019-05-07,415200,431000,415100,429100,17894,1870106.0,4358205.0
2019-05-08,431500,431500,421100,426700,14424,1859646.0,4358205.0
2019-05-09,426800,431400,417000,418400,22024,1823473.0,4358205.0
2019-05-10,426600,426600,408400,412000,17576,1795580.0,4358205.0
2019-05-13,408500,411800,382000,384600,30415,1676166.0,4358205.0
2019-05-14,384600,393700,384600,390000,14699,1699700.0,4358205.0
2019-05-15,390000,404800,387100,403600,13795,1758972.0,4358205.0
2019-05-16,397100,405500,395100,402400,6489,1753742.0,4358205.0
2019-05-17,406500,413500,406100,406300,10998,1770739.0,4358205.0
2019-05-20,412500,412500,400000,402100,8264,1752434.0,4358205.0
2019-05-21,404700,406100,387400,388700,21945,1694034.0,4358205.0
2019-05-22,389700,397400,388800,391200,16104,1704930.0,4358205.0
2019-05-23,391200,393700,385500,386900,9667,1686190.0,4358205.0
2019-05-24,389900,391000,380100,385800,7604,1681395.0,4358205.0
2019-05-27,385800,395900,383200,395900,6928,1725413.0,4358205.0
2019-05-28,390400,400800,390400,396900,9960,1729772.0,4358205.0
2019-05-29,397700,402500,388000,391600,7122,1706673.0,4358205.0
2019-05-30,389100,398700,388300,396500,6697,1728028.0,4358205.0
2019-05-31,392000,401600,389100,399700,7913,1741975.0,4358205.0
2019-06-03,390800,398700,390800,396500,6308,1728028.0,4358205.0
