휴젤(145020),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-04,396500,398500,391700,391700,7450,1707109.0,4358205.0
2019-06-05,396200,396500,390000,392600,8408,1711031.0,4358205.0
2019-06-07,395800,396800,388400,389900,4945,1699264.0,4358205.0
2019-06-10,389900,394800,389900,392000,6280,1708416.0,4358205.0
2019-06-11,393100,409100,392100,408300,15636,1779455.0,4358205.0
2019-06-12,408300,408300,399200,401000,13175,1747640.0,4358205.0
2019-06-13,401000,410500,399200,405000,21271,1765073.0,4358205.0
2019-06-14,417000,417000,407800,413000,10526,1799939.0,4358205.0
2019-06-17,415000,425000,408400,418500,12568,1823909.0,4358205.0
2019-06-18,418500,424900,410500,413300,7147,1801246.0,4358205.0
2019-06-19,420000,420000,408600,413200,7616,1800810.0,4358205.0
2019-06-20,416800,423000,409000,422300,9130,1840470.0,4358205.0
2019-06-21,418700,429600,418700,429600,8939,1872285.0,4358205.0
2019-06-24,430000,430000,419500,424000,8971,1847879.0,4358205.0
2019-06-25,424900,427900,422000,422500,7594,1841342.0,4358205.0
2019-06-26,430800,432000,412000,415300,10115,1809963.0,4358205.0
2019-06-27,414000,418200,411000,411000,10481,1791222.0,4358205.0
2019-06-28,414000,420000,411900,419600,9020,1828703.0,4358205.0
2019-07-01,427500,428400,417100,420300,8033,1831754.0,4358205.0
2019-07-02,420000,423800,415200,420000,5525,1830446.0,4358205.0
2019-07-03,420000,420000,408800,410000,17110,1786864.0,4358205.0
2019-07-04,413700,416400,410700,416100,6890,1813449.0,4358205.0
2019-07-05,418200,418200,408000,413700,4159,1802989.0,4358205.0
2019-07-08,406100,435000,370000,389500,26225,1697521.0,4358205.0
2019-07-09,389500,397500,381500,381500,10886,1662655.0,4358205.0
2019-07-10,385100,387000,375300,375300,9309,1635634.0,4358205.0
2019-07-11,386000,386000,369700,371100,14560,1617330.0,4358205.0
2019-07-12,370000,381000,368700,379900,13010,1655682.0,4358205.0
2019-07-15,375400,378900,375100,376800,7173,1642172.0,4358205.0
2019-07-16,375100,375900,371000,374100,7750,1630404.0,4358205.0
2019-07-17,371700,374100,370300,370500,5290,1614715.0,4358205.0
2019-07-18,363500,370500,358000,360400,9644,1570697.0,4358205.0
2019-07-19,360400,368700,360000,367100,24251,1599897.0,4358205.0
2019-07-22,366900,369400,361500,366900,6570,1599025.0,4358205.0
2019-07-23,360200,372700,360200,371500,16647,1619073.0,4358205.0
2019-07-24,371600,371700,362800,363000,13144,1582028.0,4358205.0
2019-07-25,364900,371000,359000,365600,10362,1593360.0,4358205.0
2019-07-26,362000,365600,360100,361900,6638,1577234.0,4358205.0
2019-07-29,362200,376800,357100,376800,14421,1642172.0,4358205.0
2019-07-30,370000,382500,370000,379000,19084,1978291.0,5219765.0
2019-07-31,376000,376000,368000,374500,11290,1954802.0,5219765.0
2019-08-01,374400,392000,368600,389500,18143,2033098.0,5219765.0
2019-08-02,380600,389500,375100,380000,11719,1983511.0,5219765.0
2019-08-05,387900,387900,367000,370200,25464,1932357.0,5219765.0
2019-08-06,370200,374900,339900,344100,13923,1796121.0,5219765.0
2019-08-07,345100,359800,340700,345100,13596,1801341.0,5219765.0
2019-08-08,348500,377900,347000,377900,11999,1972549.0,5219765.0
2019-08-09,371400,383500,358600,362700,9738,1893209.0,5219765.0
2019-08-12,355000,358000,351000,351000,6916,1832138.0,5219765.0
2019-08-13,351400,355800,346600,351000,9976,1832138.0,5219765.0
2019-08-14,345200,357000,345200,353100,14133,1843099.0,5219765.0
2019-08-16,353100,353100,344300,346200,8181,1807083.0,5219765.0
2019-08-19,346000,349900,345400,349900,4704,1826396.0,5219765.0
2019-08-20,353000,393000,349900,393000,17204,2051368.0,5219765.0
2019-08-21,387100,387100,369300,384000,14724,2004390.0,5219765.0
2019-08-22,375300,384000,370000,372000,7691,1941753.0,5219765.0
2019-08-23,363600,372000,363300,363300,5003,1896341.0,5219765.0
2019-08-26,357800,363100,340200,340200,16837,1775764.0,5219765.0
2019-08-27,346500,360000,343000,350000,11105,1826918.0,5219765.0
2019-08-28,349900,368000,346400,365000,8970,1905214.0,5219765.0
2019-08-29,365000,369600,351500,358800,8189,1872852.0,5219765.0
2019-08-30,370000,372000,362000,368000,12833,1920874.0,5219765.0
2019-09-02,358500,368900,358100,363500,9011,1897385.0,5219765.0
2019-09-03,361000,369900,356100,359200,5876,1874940.0,5219765.0
2019-09-04,358300,364000,351400,357900,5528,1868154.0,5219765.0
2019-09-05,363400,366700,358400,364800,5720,1904170.0,5219765.0
2019-09-06,365000,373600,365000,372700,8536,1945406.0,5219765.0
2019-09-09,373000,373000,367000,371000,7098,1936533.0,5219765.0
2019-09-10,371000,373800,367100,367500,12452,1918264.0,5219765.0
2019-09-11,368000,385900,368000,382500,12931,1996560.0,5219765.0
2019-09-16,382500,401800,382000,399300,11405,2084252.0,5219765.0
2019-09-17,394100,409900,391600,398200,9095,2078510.0,5219765.0
2019-09-18,408500,408500,390900,390900,4722,2040406.0,5219765.0
2019-09-19,391100,404700,386300,388500,8088,2027879.0,5219765.0
2019-09-20,389500,392500,384000,388400,5526,2027357.0,5219765.0
2019-09-23,388500,393000,386000,390000,4179,2035708.0,5219765.0
2019-09-24,391600,402300,390100,390100,8110,2036230.0,5219765.0
2019-09-25,391300,394400,379200,384000,10745,2004390.0,5219765.0
2019-09-26,389500,408400,386000,404200,17588,2109829.0,5219765.0
2019-09-27,404200,404200,392500,395600,9533,2064939.0,5219765.0
2019-09-30,402900,402900,384900,385500,7741,2012219.0,5219765.0
2019-10-01,388000,391900,382600,390000,8727,2035708.0,5219765.0
2019-10-02,385700,388000,373700,373700,8692,1950626.0,5219765.0
2019-10-04,372000,377900,365700,370400,9514,1933401.0,5219765.0
2019-10-07,366100,377900,366100,377300,9113,1969417.0,5219765.0
