피앤텔(054340),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-07-18,71512,72502,69522,71113,154222,120288.0,16800000.0
2002-07-19,70021,70511,64251,68431,223938,115752.0,16800000.0
2002-07-22,60682,63962,60682,62472,117576,105672.0,16800000.0
2002-07-23,61079,65838,59879,65849,153684,111384.0,16800000.0
2002-07-24,61664,62854,60575,60585,86245,102480.0,16800000.0
2002-07-25,64551,65051,61871,62571,149580,105840.0,16800000.0
2002-07-26,61571,62571,59291,62571,109810,105840.0,16800000.0
2002-07-29,63554,63554,60275,60585,84032,102480.0,16800000.0
2002-07-30,63564,63564,62074,62174,92082,105168.0,16800000.0
2002-07-31,62574,64755,61674,62075,76167,105000.0,16800000.0
2002-08-01,62068,63458,60778,61578,38373,104160.0,16800000.0
2002-08-02,60584,62574,59593,62174,69932,105168.0,16800000.0
2002-08-05,63364,63364,60184,62075,60451,105000.0,16800000.0
2002-08-06,59881,64551,59881,62571,223075,105840.0,16800000.0
2002-08-07,64061,64751,63061,64061,126785,108360.0,16800000.0
2002-08-08,67043,67043,64163,65154,102028,110208.0,16800000.0
2002-08-09,66544,67634,65744,66445,168589,112392.0,16800000.0
2002-08-12,66038,67528,65838,67438,117236,114072.0,16800000.0
2002-08-13,68327,68917,66637,68928,93311,116592.0,16800000.0
2002-08-14,67728,73688,66738,70318,436878,118944.0,16800000.0
2002-08-16,71901,75081,71901,72801,427220,123144.0,16800000.0
2002-08-19,74784,74784,70814,72305,210054,122304.0,16800000.0
2002-08-20,73085,74475,72795,73596,268316,124488.0,16800000.0
2002-08-21,73190,74090,72100,72901,123711,123312.0,16800000.0
2002-08-22,73793,73993,71112,71113,346893,120288.0,16800000.0
2002-08-23,71700,76770,71700,75781,859304,128184.0,16800000.0
2002-08-26,76171,76971,74191,74192,329888,125496.0,16800000.0
2002-08-27,76374,77664,74984,76774,557149,129864.0,16800000.0
2002-08-28,75479,77269,69019,74490,467809,126000.0,16800000.0
2002-08-29,73993,73993,70613,72503,243336,122640.0,16800000.0
2002-08-30,72304,73494,71904,72404,216829,122472.0,16800000.0
2002-09-02,70706,75376,70706,73497,361760,124320.0,16800000.0
2002-09-03,75376,75376,72896,73497,269634,124320.0,16800000.0
2002-09-04,71306,72396,70016,72007,248948,121800.0,16800000.0
2002-09-05,73787,74477,70707,71907,253551,121632.0,16800000.0
2002-09-06,70506,71506,68816,69127,293767,116928.0,16800000.0
2002-09-09,69122,69522,60882,60982,257793,103152.0,16800000.0
2002-09-10,60978,63058,60978,63068,185298,106680.0,16800000.0
2002-09-11,61765,66135,61765,64856,296134,109704.0,16800000.0
2002-09-12,65247,68027,65247,67537,169250,114240.0,16800000.0
2002-09-13,67534,67534,64354,66544,147679,112560.0,16800000.0
2002-09-16,68029,68529,65739,65750,111179,111216.0,16800000.0
2002-09-17,67528,67928,66038,67339,164055,113904.0,16800000.0
2002-09-18,64645,66035,64545,64955,157723,109872.0,16800000.0
2002-09-19,64164,65744,63064,63565,98774,107520.0,16800000.0
2002-09-23,61671,63561,61081,61082,73057,103320.0,16800000.0
2002-09-24,59690,61280,59390,59790,113860,101136.0,16800000.0
2002-09-25,59094,60084,56914,57804,115998,97776.0,16800000.0
2002-09-26,59186,61276,56606,57407,170590,97104.0,16800000.0
2002-09-27,57096,58586,56106,57506,142045,97272.0,16800000.0
2002-09-30,56609,56609,53529,55619,164122,94080.0,16800000.0
2002-10-01,53630,57500,53630,56811,120397,96096.0,16800000.0
2002-10-02,60578,60578,58098,58599,109684,99120.0,16800000.0
2002-10-04,57898,59188,56708,58599,95716,99120.0,16800000.0
2002-10-07,58994,61474,57804,59195,256425,100128.0,16800000.0
2002-10-08,57595,59285,56705,59095,164793,99960.0,16800000.0
2002-10-09,59192,59392,56612,56612,127992,95760.0,16800000.0
2002-10-10,54822,56512,51742,53633,141337,90720.0,16800000.0
2002-10-11,55122,55512,52632,53633,97351,90720.0,16800000.0
2002-10-14,55122,56812,54722,56513,181782,95592.0,16800000.0
2002-10-15,56706,58396,55316,57407,313612,97104.0,16800000.0
2002-10-16,58102,58592,56612,56612,212435,95760.0,16800000.0
2002-10-17,57498,60178,56308,58599,406104,99120.0,16800000.0
2002-10-18,60980,65551,59980,65551,784860,110880.0,16800000.0
2002-10-21,67138,69118,64548,65948,841461,111552.0,16800000.0
2002-10-22,67931,68031,64651,65551,551203,110880.0,16800000.0
2002-10-23,67037,70507,67037,70517,737623,119280.0,16800000.0
2002-10-24,71007,72097,66937,67537,433150,114240.0,16800000.0
2002-10-25,65547,67527,64947,66048,213721,111720.0,16800000.0
2002-10-28,68227,73787,67427,73397,620209,124152.0,16800000.0
2002-10-29,71511,74481,70211,71312,385805,120624.0,16800000.0
2002-10-30,71803,71803,66743,68133,304227,115248.0,16800000.0
2002-10-31,69120,75970,69120,73000,1319966,123480.0,16800000.0
2002-11-01,73192,76573,73002,75483,1170188,127680.0,16800000.0
2002-11-04,77072,77962,75082,76973,727099,130200.0,16800000.0
2002-11-05,77957,81637,77457,77767,716869,131544.0,16800000.0
2002-11-06,78952,79952,74392,77072,1036371,130368.0,16800000.0
2002-11-07,77065,79745,75075,75086,738530,127008.0,16800000.0
2002-11-08,73391,77461,72501,75682,481338,128016.0,16800000.0
2002-11-11,73992,75482,72202,72702,325589,122976.0,16800000.0
2002-11-12,70606,75176,70606,74986,288213,126840.0,16800000.0
2002-11-13,77464,80945,75684,76675,736298,129696.0,16800000.0
2002-11-14,78262,78952,75682,78463,307862,132720.0,16800000.0
2002-11-15,80441,82832,78561,78562,713673,132888.0,16800000.0
2002-11-18,79648,79648,75878,76079,268787,128688.0,16800000.0
2002-11-19,76268,77658,75878,76178,186836,128856.0,16800000.0
2002-11-20,75781,76971,74981,75682,244812,128016.0,16800000.0
2002-11-21,77956,78456,76466,76476,377436,129360.0,16800000.0
2002-11-22,77856,78356,74877,74887,276017,126672.0,16800000.0
2002-11-25,75479,80438,72999,80449,574996,136080.0,16800000.0
2002-11-26,81440,88390,79550,86110,954950,145656.0,16800000.0
2002-11-27,84519,90179,84519,86210,603340,145824.0,16800000.0
2002-11-28,87886,88286,82226,82237,465267,139104.0,16800000.0
2002-11-29,81438,85608,81238,84918,398353,143640.0,16800000.0
2002-12-02,85413,86113,83523,85614,291221,144816.0,16800000.0
2002-12-03,85906,87786,85006,86607,326673,146496.0,16800000.0
2002-12-04,84115,84705,80635,80946,312634,136920.0,16800000.0
2002-12-05,80636,82926,80636,82336,211722,139272.0,16800000.0
2002-12-06,80636,82926,80146,82336,212713,139272.0,16800000.0
2002-12-09,82026,86006,82026,82237,328784,139104.0,16800000.0
2002-12-10,80541,83421,79651,81542,186042,137928.0,16800000.0
2002-12-11,83218,85108,81928,82038,430087,138768.0,16800000.0
2002-12-12,81241,83721,81241,82932,190308,140280.0,16800000.0
2002-12-13,84219,85409,82929,84720,290602,143304.0,16800000.0
2002-12-16,83422,84422,81142,81442,219154,137760.0,16800000.0
2002-12-17,83030,83920,81640,81740,227565,138264.0,16800000.0
2002-12-18,80435,82825,80435,80946,139476,136920.0,16800000.0
2002-12-20,80437,81637,77558,77668,244246,131376.0,16800000.0
2002-12-23,76070,78060,70510,71510,247326,120960.0,16800000.0
2002-12-24,70017,71507,65547,68928,213963,116592.0,16800000.0
2002-12-26,67331,70211,65941,66942,213106,113232.0,16800000.0
2002-12-27,65738,67728,65548,65849,137484,111384.0,16800000.0
2002-12-30,62668,63958,59188,61578,175120,104160.0,16800000.0
2003-01-02,62668,68917,62668,68928,220083,116592.0,16800000.0
2003-01-03,71308,76368,71008,74688,439227,126336.0,16800000.0
2003-01-06,74981,76071,72601,75682,250686,128016.0,16800000.0
2003-01-07,77958,78058,71508,71709,224220,121296.0,16800000.0
2003-01-08,72502,73993,71012,71113,172697,120288.0,16800000.0
2003-01-09,69519,70809,66739,68729,222918,116256.0,16800000.0
2003-01-10,70207,72497,64547,66048,563069,111720.0,16800000.0
2003-01-13,66036,69216,63756,69127,318406,116928.0,16800000.0
2003-01-14,70023,70213,68033,69524,261360,117600.0,16800000.0
2003-01-15,70305,71005,67225,67835,144553,114744.0,16800000.0
2003-01-16,67426,67526,66036,66246,182622,112056.0,16800000.0
2003-01-17,65054,66444,63564,63565,123149,107520.0,16800000.0
2003-01-20,60779,62069,60779,61380,181183,103824.0,16800000.0
2003-01-21,61664,62264,60075,60585,255650,102480.0,16800000.0
2003-01-22,58592,59592,56612,56612,332099,95760.0,16800000.0
2003-01-23,57200,60080,56710,59790,349658,101136.0,16800000.0
2003-01-24,61282,61472,55121,58102,515782,98280.0,16800000.0
2003-01-27,54717,56507,54717,55818,163974,94416.0,16800000.0
2003-01-28,55611,58102,55611,58102,317348,98280.0,16800000.0
2003-01-29,58102,59792,57202,58003,300764,98112.0,16800000.0
2003-01-30,58887,60777,58787,60287,266340,101976.0,16800000.0
2003-02-03,61077,63157,59287,63167,349749,106848.0,16800000.0
2003-02-04,64158,64448,62768,62969,183828,106512.0,16800000.0
2003-02-05,61871,62571,61081,61082,150839,103320.0,16800000.0
2003-02-06,61084,61974,58104,59195,155165,100128.0,16800000.0
2003-02-07,58297,59187,57498,58698,181170,99288.0,16800000.0
2003-02-10,58000,59090,57900,58301,47449,98616.0,16800000.0
2003-02-11,59093,60483,56713,59393,207484,100464.0,16800000.0
2003-02-12,58690,60380,58300,59790,67224,101136.0,16800000.0
2003-02-13,59587,60577,58297,58797,89396,99456.0,16800000.0
2003-02-14,58204,59594,58204,59195,92142,100128.0,16800000.0
2003-02-17,62066,63655,60876,63366,225571,107184.0,16800000.0
2003-02-18,64057,64057,61467,61678,129074,104328.0,16800000.0
2003-02-19,63458,63658,60578,61479,199225,103992.0,16800000.0
2003-02-20,61473,63763,61473,63763,288699,107856.0,16800000.0
2003-02-21,64846,67226,62857,66147,421052,111888.0,16800000.0
2003-02-24,66844,68824,65154,66544,429662,112560.0,16800000.0
2003-02-25,65151,65841,60381,62571,243238,105840.0,16800000.0
2003-02-26,63660,64350,62270,62671,180147,106008.0,16800000.0
2003-02-27,60578,61568,60278,61578,197663,104160.0,16800000.0
2003-02-28,62571,63361,60881,61082,133071,103320.0,16800000.0
2003-03-03,61772,62472,61182,62472,112353,105672.0,16800000.0
2003-03-04,61081,61471,59391,59592,107548,100800.0,16800000.0
2003-03-05,57499,57899,54419,55619,281223,94080.0,16800000.0
2003-03-06,56005,56005,51135,53235,239338,90048.0,16800000.0
2003-03-07,49645,53225,49645,53235,145100,90048.0,16800000.0
2003-03-10,50853,54624,50853,53434,169037,90384.0,16800000.0
2003-03-11,53126,53626,51736,53136,154759,89880.0,16800000.0
2003-03-12,53130,55610,53130,55420,126586,93744.0,16800000.0
2003-03-13,55422,55612,52242,53633,159359,90720.0,16800000.0
2003-03-14,57502,57502,56112,56612,139625,95760.0,16800000.0
2003-03-17,55015,56605,52626,54626,165164,92400.0,16800000.0
2003-03-18,57498,58588,56408,58599,131678,99120.0,16800000.0
2003-03-19,57302,59092,55512,56612,237814,95760.0,16800000.0
2003-03-20,57702,60482,56112,59493,398347,100632.0,16800000.0
2003-03-21,59592,60982,58102,60982,248260,103152.0,16800000.0
2003-03-24,61674,61674,59094,59195,123535,100128.0,16800000.0
2003-03-25,55122,57002,55122,55122,114409,93240.0,16800000.0
2003-03-26,56409,57499,54819,55619,131992,94080.0,16800000.0
2003-03-27,54723,55423,54223,55023,81476,93072.0,16800000.0
2003-03-28,58992,58992,56611,58102,208482,98280.0,16800000.0
2003-03-31,56414,57004,54824,54824,99935,92736.0,16800000.0
2003-04-01,55221,55221,53731,55222,110179,93408.0,16800000.0
2003-04-02,56105,56405,54815,56116,322640,94920.0,16800000.0
2003-04-03,57797,57997,54017,54328,316600,91896.0,16800000.0
2003-04-04,53833,55513,53833,55023,141609,93072.0,16800000.0
2003-04-07,56713,57903,55613,57903,276519,97944.0,16800000.0
2003-04-08,56206,58096,56206,57407,174571,97104.0,16800000.0
2003-04-09,57796,57796,55507,55917,199031,94584.0,16800000.0
2003-04-10,55909,56409,55219,55520,108036,93912.0,16800000.0
2003-04-11,55417,56207,54417,54427,268254,92064.0,16800000.0
2003-04-14,54523,57403,54523,56414,377876,95424.0,16800000.0
2003-04-15,57602,57602,56312,56513,308506,95592.0,16800000.0
2003-04-16,57702,61182,57602,60982,758985,103152.0,16800000.0
2003-04-17,59878,60478,59088,60088,315292,101640.0,16800000.0
2003-04-18,62371,62861,60081,61082,307010,103320.0,16800000.0
2003-04-21,60375,61564,58985,60585,202524,102480.0,16800000.0
2003-04-22,60581,61081,59691,59691,167884,100968.0,16800000.0
2003-04-23,60578,62068,59588,60088,249571,101640.0,16800000.0
2003-04-24,59590,60780,57700,58400,174172,98784.0,16800000.0
2003-04-25,58590,58590,53730,53931,256944,91224.0,16800000.0
2003-04-28,51742,54322,51742,53633,111710,90720.0,16800000.0
2003-04-29,54419,56309,54319,55619,164413,94080.0,16800000.0
2003-04-30,55115,55905,54215,54626,116752,92400.0,16800000.0
2003-05-02,54821,55911,54521,55321,81718,93576.0,16800000.0
2003-05-06,56005,57295,56005,56116,109721,94920.0,16800000.0
2003-05-07,56808,57098,55118,55718,126074,94248.0,16800000.0
2003-05-09,55807,56007,55217,55917,100526,94584.0,16800000.0
2003-05-12,56610,58890,56610,58400,233213,98784.0,16800000.0
2003-05-13,58790,59590,57600,58301,256585,98616.0,16800000.0
2003-05-14,58303,58993,57703,57903,94321,97944.0,16800000.0
2003-05-15,59590,59590,57300,58400,198805,98784.0,16800000.0
2003-05-16,57803,58003,54923,55023,296150,93072.0,16800000.0
2003-05-19,54624,54624,51844,51944,178600,87864.0,16800000.0
2003-05-20,50851,52931,50851,52341,92822,88536.0,16800000.0
2003-05-21,52340,53630,52340,52441,94550,88704.0,16800000.0
2003-05-22,52435,53325,51735,51746,154583,87528.0,16800000.0
2003-05-23,52628,52928,52138,52838,119954,89376.0,16800000.0
2003-05-26,53228,54718,52538,54229,184396,91728.0,16800000.0
2003-05-27,54824,54924,52934,53335,118385,90216.0,16800000.0
2003-05-28,54122,54322,52932,53633,159716,90720.0,16800000.0
2003-05-29,52929,56109,52829,54030,337980,91392.0,16800000.0
2003-05-30,54616,60475,54616,60486,908086,102312.0,16800000.0
2003-06-02,63264,65354,60184,60684,793711,102648.0,16800000.0
2003-06-03,61573,64253,60583,63664,587784,107688.0,16800000.0
2003-06-04,66544,67044,61974,63565,460989,107520.0,16800000.0
2003-06-05,64544,64944,60575,60585,319630,102480.0,16800000.0
2003-06-09,60475,61864,58095,60585,278792,102480.0,16800000.0
2003-06-10,59190,62960,59190,62770,352036,106176.0,16800000.0
2003-06-11,63060,65941,62170,65551,804543,110880.0,16800000.0
2003-06-12,66441,66541,64161,65551,369555,110880.0,16800000.0
2003-06-13,66344,73094,65553,70914,984570,119952.0,16800000.0
2003-06-16,69622,70712,68332,69722,251261,117936.0,16800000.0
2003-06-17,71595,71695,69515,70716,372314,119616.0,16800000.0
2003-06-18,70914,71114,65354,66544,384540,112560.0,16800000.0
2003-06-19,68429,68429,65049,67239,401347,113736.0,16800000.0
2003-06-20,65551,66041,63761,64061,229503,108360.0,16800000.0
2003-06-23,63663,65743,63063,63763,210982,107856.0,16800000.0
2003-06-24,62771,64551,62371,64061,190324,108360.0,16800000.0
2003-06-25,65147,66937,64747,66048,404384,111720.0,16800000.0
2003-06-26,65943,68923,64163,68133,384426,115248.0,16800000.0
2003-06-27,70024,70614,68034,68034,485751,115080.0,16800000.0
2003-06-30,67528,68028,66038,67339,129481,113904.0,16800000.0
2003-07-01,66543,68333,66443,68133,195152,115248.0,16800000.0
2003-07-02,69616,72496,69216,72007,558009,121800.0,16800000.0
2003-07-03,73993,80643,73993,78363,1347313,132552.0,16800000.0
2003-07-04,78563,79153,76073,78363,388347,132552.0,16800000.0
2003-07-07,80444,81644,79554,81144,688786,137256.0,16800000.0
2003-07-08,82627,82627,77658,77668,302345,131376.0,16800000.0
2003-07-09,77459,78459,74479,75980,404607,128520.0,16800000.0
2003-07-10,74476,77166,74476,74986,354969,126840.0,16800000.0
2003-07-11,75384,75974,73794,75284,196490,127344.0,16800000.0
2003-07-14,76968,78458,76768,77668,325549,131376.0,16800000.0
2003-07-15,77663,77763,72503,72503,243790,122640.0,16800000.0
2003-07-16,74292,74482,71902,72702,176370,122976.0,16800000.0
2003-07-18,68129,71409,67139,67239,271444,113736.0,16800000.0
2003-07-21,66638,68618,63658,64459,142234,109032.0,16800000.0
2003-07-22,64648,66038,62568,65948,324667,111552.0,16800000.0
2003-07-23,67527,68917,65837,68928,378554,116592.0,16800000.0
2003-07-24,66637,69017,66337,69027,197297,116760.0,16800000.0
2003-07-25,67138,72098,67138,71709,421958,121296.0,16800000.0
2003-07-28,73587,74977,71008,73298,338432,123984.0,16800000.0
2003-07-29,73294,74394,71804,72305,222602,122304.0,16800000.0
2003-07-30,72000,72500,68230,68531,195099,115920.0,16800000.0
2003-07-31,67530,68920,66940,68531,110792,115920.0,16800000.0
2003-08-01,68127,69717,67727,69027,189947,116760.0,16800000.0
2003-08-04,67334,68035,65844,66445,104878,112392.0,16800000.0
2003-08-05,66542,68922,66542,66842,67158,113064.0,16800000.0
2003-08-06,65742,66842,64252,66842,110241,113064.0,16800000.0
2003-08-07,66339,69219,66039,68630,189995,116088.0,16800000.0
2003-08-08,69122,69822,68131,68332,126860,115584.0,16800000.0
2003-08-11,67825,69215,67525,69226,90859,117096.0,16800000.0
2003-08-12,70016,72296,68226,72007,257039,121800.0,16800000.0
2003-08-13,74482,76673,74482,75483,725179,127680.0,16800000.0
2003-08-14,76469,77559,74979,75980,476461,128520.0,16800000.0
2003-08-18,76565,78755,75375,76576,413291,129528.0,16800000.0
2003-08-19,77174,79454,73193,73894,412385,124992.0,16800000.0
2003-08-20,73693,76774,73293,76774,332172,129864.0,16800000.0
2003-08-21,78456,80836,74676,76377,570484,129192.0,16800000.0
2003-08-22,75683,76973,72503,72503,255426,122640.0,16800000.0
2003-08-25,71409,73589,71409,73099,186816,123648.0,16800000.0
2003-08-26,73490,74290,71700,73000,122907,123480.0,16800000.0
2003-08-27,72598,73788,71698,71709,118148,121296.0,16800000.0
2003-08-28,72996,72996,70506,70616,143104,119448.0,16800000.0
2003-08-29,71508,73788,70808,73199,329515,123816.0,16800000.0
2003-09-01,74192,74982,72702,72702,230206,122976.0,16800000.0
2003-09-02,73994,76874,73494,76675,459521,129696.0,16800000.0
2003-09-03,77273,77373,74883,76873,236914,130032.0,16800000.0
2003-09-04,77862,78262,74092,74093,270914,125328.0,16800000.0
2003-09-05,74478,74978,72498,73199,104897,123816.0,16800000.0
2003-09-08,72495,73185,70705,72205,136938,122136.0,16800000.0
2003-09-09,72296,73986,71596,72007,186826,121800.0,16800000.0
2003-09-15,72395,73385,71995,72205,152279,122136.0,16800000.0
2003-09-16,72896,74576,70307,70517,322503,119280.0,16800000.0
2003-09-17,71901,71901,69621,69822,182025,118104.0,16800000.0
2003-09-18,70513,70813,68623,69623,182157,117768.0,16800000.0
2003-09-19,71998,73988,71598,71709,387695,121296.0,16800000.0
2003-09-22,72895,74575,68425,72205,481017,122136.0,16800000.0
2003-09-23,72501,72601,68331,69822,265927,118104.0,16800000.0
2003-09-24,70811,73191,70711,72801,355657,123144.0,16800000.0
2003-09-25,70805,71505,68915,69226,267364,117096.0,16800000.0
2003-09-26,67525,68715,65545,66346,224928,112224.0,16800000.0
2003-09-29,65347,66637,64347,64657,110931,109368.0,16800000.0
