이더블유케이(258610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-09-13,5200,5420,5190,5360,96393,39562.0,7380944.0
2018-09-14,5360,5400,5200,5280,58793,38971.0,7380944.0
2018-09-17,5230,5320,5110,5160,30471,38086.0,7380944.0
2018-09-18,5230,5600,5190,5240,177705,38676.0,7380944.0
2018-09-19,5360,5360,5080,5150,76180,38012.0,7380944.0
2018-09-20,5360,5360,5090,5090,72943,37569.0,7380944.0
2018-09-21,5120,5150,5040,5110,57804,37717.0,7380944.0
2018-09-27,5120,5190,4965,4975,60597,36720.0,7380944.0
2018-09-28,4915,5020,4855,4865,50737,35908.0,7380944.0
2018-10-01,4870,4990,4780,4810,46794,35502.0,7380944.0
2018-10-02,4785,4910,4760,4800,31336,35429.0,7380944.0
2018-10-04,4795,4885,4600,4685,40039,34580.0,7380944.0
2018-10-05,4690,4750,4465,4515,47708,33325.0,7380944.0
2018-10-08,4470,4660,4450,4485,19052,33104.0,7380944.0
2018-10-10,4440,4485,4150,4255,46559,31406.0,7380944.0
2018-10-11,4010,4150,3935,4045,49375,29856.0,7380944.0
2018-10-12,3770,4105,3770,4055,27379,29930.0,7380944.0
2018-10-15,4150,4155,4055,4120,7967,30409.0,7380944.0
2018-10-16,4150,4180,4010,4170,11442,30779.0,7380944.0
2018-10-17,4110,4230,4060,4070,21517,30040.0,7380944.0
2018-10-18,4095,4150,4030,4060,18260,29967.0,7380944.0
2018-10-19,4020,5200,3870,4285,698102,31627.0,7380944.0
2018-10-22,4385,4385,4160,4175,88390,30815.0,7380944.0
2018-10-23,4130,4175,3985,3985,44004,29413.0,7380944.0
2018-10-24,3990,4220,3950,4025,35052,29708.0,7380944.0
2018-10-25,3900,3970,3880,3890,23546,28712.0,7380944.0
2018-10-26,3885,3950,3720,3820,45089,28195.0,7380944.0
2018-10-29,3785,3925,3425,3650,37080,26940.0,7380944.0
2018-10-30,3450,3790,3450,3775,24040,27863.0,7380944.0
2018-10-31,3750,3820,3735,3810,12360,28121.0,7380944.0
2018-11-01,3970,3970,3820,3895,7477,28749.0,7380944.0
2018-11-02,3815,4000,3815,3965,10735,29265.0,7380944.0
2018-11-05,3995,3995,3870,3930,10234,29007.0,7380944.0
2018-11-06,3900,4345,3900,4070,98816,30040.0,7380944.0
2018-11-07,4135,4220,4020,4020,17759,29671.0,7380944.0
2018-11-08,4040,4140,4040,4100,11041,30262.0,7380944.0
2018-11-09,4120,4185,4045,4120,7403,30409.0,7380944.0
2018-11-12,3985,4110,3985,4010,11232,29598.0,7380944.0
2018-11-13,3920,4000,3870,3970,16935,29302.0,7380944.0
2018-11-14,3970,4250,3970,4135,27711,30520.0,7380944.0
2018-11-15,4130,4130,4010,4090,11897,30188.0,7380944.0
2018-11-16,4070,4240,4070,4175,22160,30815.0,7380944.0
2018-11-19,4300,4300,4135,4185,20145,30889.0,7380944.0
2018-11-20,4190,4190,4110,4170,8094,30779.0,7380944.0
2018-11-21,4145,4205,4020,4170,21985,30779.0,7380944.0
2018-11-22,4205,4270,4100,4145,16392,30594.0,7380944.0
2018-11-23,4115,4135,3925,3970,14152,29302.0,7380944.0
2018-11-26,3955,4095,3955,4015,7156,29634.0,7380944.0
2018-11-27,4015,4150,4005,4140,8877,30557.0,7380944.0
2018-11-28,4135,4135,4055,4120,4453,30409.0,7380944.0
2018-11-29,4120,4280,4115,4150,21771,30631.0,7380944.0
2018-11-30,4175,4270,4145,4200,16064,31000.0,7380944.0
2018-12-03,4250,4510,4125,4230,162957,31221.0,7380944.0
2018-12-04,4230,4305,4200,4230,12323,31221.0,7380944.0
2018-12-05,4180,4675,4105,4290,385358,31664.0,7380944.0
2018-12-06,4265,4350,4095,4095,73318,30225.0,7380944.0
2018-12-07,4105,4220,4055,4175,50462,30815.0,7380944.0
2018-12-10,4100,4585,4020,4020,299742,29671.0,7380944.0
2018-12-11,4095,4165,3885,4015,27816,29634.0,7380944.0
2018-12-12,4015,4100,4015,4060,8909,29967.0,7380944.0
2018-12-13,4100,4180,4030,4110,11611,30336.0,7380944.0
2018-12-14,4060,4175,4010,4020,15649,29671.0,7380944.0
2018-12-17,4030,4085,3950,4070,11948,30040.0,7380944.0
2018-12-18,4110,4470,3970,4230,212494,31221.0,7380944.0
2018-12-19,4300,4345,4140,4330,91189,31959.0,7380944.0
2018-12-20,4550,4900,4100,4100,218847,30262.0,7380944.0
2018-12-21,4100,4185,4100,4105,11919,30299.0,7380944.0
2018-12-24,4090,4150,4055,4055,16591,29930.0,7380944.0
2018-12-26,4005,4215,3975,3980,25474,29376.0,7380944.0
2018-12-27,3925,4150,3925,3960,28249,29229.0,7380944.0
2018-12-28,4000,4130,3965,4040,12958,29819.0,7380944.0
2019-01-02,4040,4180,3875,4040,19776,29819.0,7380944.0
2019-01-03,4060,4140,3960,3970,20315,29302.0,7380944.0
2019-01-04,3970,4090,3890,4015,13469,29634.0,7380944.0
2019-01-07,4090,4090,4010,4030,14338,29745.0,7380944.0
2019-01-08,4130,4130,4030,4030,6989,29745.0,7380944.0
2019-01-09,4090,4165,4035,4150,15688,30631.0,7380944.0
2019-01-10,4190,4190,4090,4170,11110,30779.0,7380944.0
2019-01-11,4165,4280,4150,4155,48840,30668.0,7380944.0
2019-01-14,4195,4210,4080,4195,24915,30963.0,7380944.0
2019-01-15,4195,4245,4110,4200,29035,31000.0,7380944.0
2019-01-16,4200,4370,4200,4350,37859,32107.0,7380944.0
2019-01-17,4355,4380,4270,4300,23123,31738.0,7380944.0
2019-01-18,4300,4350,4270,4300,19411,31738.0,7380944.0
2019-01-21,4345,4360,4275,4335,16609,31996.0,7380944.0
2019-01-22,4335,4540,4335,4480,82361,33067.0,7380944.0
2019-01-23,4450,4520,4385,4385,29456,32365.0,7380944.0
2019-01-24,4475,4475,4345,4395,17506,32439.0,7380944.0
2019-01-25,4350,4425,4350,4370,11386,32255.0,7380944.0
2019-01-28,4330,4430,4270,4270,25727,31517.0,7380944.0
2019-01-29,4330,4415,4130,4140,25432,30557.0,7380944.0
2019-01-30,4185,4300,4185,4225,13737,31184.0,7380944.0
2019-01-31,4350,4350,4150,4230,9950,31221.0,7380944.0
2019-02-01,4340,4340,4185,4185,11506,30889.0,7380944.0
2019-02-07,4190,4525,4190,4370,74572,32255.0,7380944.0
2019-02-08,4440,4880,4440,4510,517285,33288.0,7380944.0
2019-02-11,4605,4605,4500,4520,34382,33362.0,7380944.0
2019-02-12,4535,4655,4475,4520,56550,33362.0,7380944.0
2019-02-13,4540,4640,4515,4540,50442,33509.0,7380944.0
2019-02-14,4610,4785,4560,4745,108472,35023.0,7380944.0
2019-02-15,4775,4790,4630,4695,32082,34654.0,7380944.0
2019-02-18,4760,4760,4645,4675,22088,34506.0,7380944.0
2019-02-19,4630,4700,4610,4615,18879,34063.0,7380944.0
2019-02-20,4700,4700,4580,4580,23373,33805.0,7380944.0
2019-02-21,4630,4660,4570,4605,21410,33989.0,7380944.0
2019-02-22,4685,4685,4520,4610,27210,34026.0,7380944.0
2019-02-25,4610,4655,4500,4550,13059,33583.0,7380944.0
2019-02-26,4640,4640,4535,4605,21860,33989.0,7380944.0
2019-02-27,4660,4720,4570,4700,28506,34690.0,7380944.0
2019-02-28,4700,4745,4330,4335,76123,31996.0,7380944.0
2019-03-04,4350,4600,4350,4600,26901,33952.0,7380944.0
2019-03-05,4580,4720,4465,4500,40813,33214.0,7380944.0
2019-03-06,4505,4650,4480,4480,10739,33067.0,7380944.0
2019-03-07,4600,4600,4305,4305,32063,31775.0,7380944.0
2019-03-08,4315,4445,4315,4360,10116,32181.0,7380944.0
2019-03-11,4440,4580,4390,4510,55457,33288.0,7380944.0
2019-03-12,4685,4685,4510,4510,19446,33288.0,7380944.0
2019-03-13,4510,4585,4510,4550,8645,33583.0,7380944.0
2019-03-14,4550,4670,4535,4635,32579,34211.0,7380944.0
2019-03-15,4600,4690,4450,4485,40176,33104.0,7380944.0
2019-03-18,4550,4670,4490,4585,44793,33842.0,7380944.0
2019-03-19,4585,4720,4585,4700,58112,34690.0,7380944.0
2019-03-20,4700,4725,4445,4530,95351,33436.0,7380944.0
2019-03-21,4515,4515,4390,4435,43951,32734.0,7380944.0
2019-03-22,4435,4460,4310,4310,32615,31812.0,7380944.0
2019-03-25,4270,4400,4170,4170,37922,30779.0,7380944.0
2019-03-26,4225,4240,4100,4140,33795,30557.0,7380944.0
2019-03-27,4150,4225,4110,4145,24389,30594.0,7380944.0
2019-03-28,4145,4145,4010,4030,38102,29745.0,7380944.0
2019-03-29,3905,4070,3900,3980,47580,29376.0,7380944.0
2019-04-01,4100,4100,3990,4050,10121,29893.0,7380944.0
2019-04-02,4050,4120,4000,4080,17773,30114.0,7380944.0
2019-04-03,4080,4130,4035,4120,14323,30409.0,7380944.0
2019-04-04,4120,4240,4075,4240,25297,31295.0,7380944.0
2019-04-05,4240,4240,4170,4200,10084,31000.0,7380944.0
2019-04-08,4210,4320,4210,4275,29544,31554.0,7380944.0
2019-04-09,4340,4340,4240,4300,17084,31738.0,7380944.0
2019-04-10,4225,4320,4225,4230,14044,31221.0,7380944.0
2019-04-11,4285,4305,4180,4305,10810,31775.0,7380944.0
2019-04-12,4350,4350,4270,4275,4679,31554.0,7380944.0
2019-04-15,4280,4345,4280,4295,17870,31701.0,7380944.0
2019-04-16,4295,4340,4180,4240,10474,31295.0,7380944.0
2019-04-17,4240,4285,4175,4240,11178,31295.0,7380944.0
2019-04-18,4300,4300,4155,4170,18911,30779.0,7380944.0
2019-04-19,4170,4255,4100,4215,10664,31111.0,7380944.0
2019-04-22,4320,4320,4215,4260,14866,31443.0,7380944.0
2019-04-23,4185,4255,4180,4200,8350,31000.0,7380944.0
2019-04-24,4285,4285,4180,4185,23308,30889.0,7380944.0
2019-04-25,4185,4255,4120,4140,15213,30557.0,7380944.0
2019-04-26,4255,4255,4085,4085,11026,30151.0,7380944.0
2019-04-29,4105,4195,4100,4105,8264,30299.0,7380944.0
2019-04-30,4100,4190,4100,4180,11844,30852.0,7380944.0
2019-05-02,4180,4300,4180,4230,17835,31221.0,7380944.0
2019-05-03,4320,4320,4235,4250,11214,31369.0,7380944.0
2019-05-07,4290,4400,4230,4340,26583,32033.0,7380944.0
2019-05-08,4340,4340,4215,4235,10426,31258.0,7380944.0
2019-05-09,4235,4295,4095,4100,13351,30262.0,7380944.0
2019-05-10,4200,4200,4005,4015,19273,29634.0,7380944.0
2019-05-13,4050,4260,3970,3975,18739,29339.0,7380944.0
2019-05-14,3850,3995,3850,3920,14298,28933.0,7380944.0
2019-05-15,4085,4085,3910,3990,8158,29450.0,7380944.0
2019-05-16,4000,4070,3920,3945,10493,29118.0,7380944.0
