이오테크닉스(039030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-09-02,9650,9840,9510,9640,45679,97499.0,10113964.0
2005-09-05,9650,9900,9550,9890,37515,100027.0,10113964.0
2005-09-06,9950,9970,9740,9950,38739,100634.0,10113964.0
2005-09-07,10100,11200,9860,10600,263300,107208.0,10113964.0
2005-09-08,10800,10800,10300,10450,64673,105691.0,10113964.0
2005-09-09,10500,10600,10150,10200,80476,103162.0,10113964.0
2005-09-12,10100,10350,9910,9910,82406,100229.0,10113964.0
2005-09-13,10100,10500,9920,10100,101714,102151.0,10113964.0
2005-09-14,10000,10400,10000,10200,94492,103162.0,10113964.0
2005-09-15,10150,10150,9550,9550,110998,96588.0,10113964.0
2005-09-16,9700,9700,9250,9450,109651,95577.0,10113964.0
2005-09-20,9600,9640,9300,9300,133875,94060.0,10113964.0
2005-09-21,9490,9490,9020,9300,77528,94060.0,10113964.0
2005-09-22,9300,9370,9040,9180,139212,92846.0,10113964.0
2005-09-23,9260,9400,9190,9190,93941,92947.0,10113964.0
2005-09-26,9230,9480,9200,9330,88873,94363.0,10113964.0
2005-09-27,9280,9390,9100,9250,85436,93554.0,10113964.0
2005-09-28,9320,9440,9220,9270,72371,93756.0,10113964.0
2005-09-29,9250,9360,9100,9180,101759,92846.0,10113964.0
2005-09-30,9210,9840,9150,9630,163354,97397.0,10113964.0
2005-10-04,9510,9660,9280,9280,139288,93858.0,10113964.0
2005-10-05,9300,9370,9010,9090,191355,91936.0,10113964.0
2005-10-06,9090,9140,8820,9030,160281,91329.0,10113964.0
2005-10-07,8960,9180,8960,9020,108889,91228.0,10113964.0
2005-10-10,8990,9160,8980,9080,95772,91835.0,10113964.0
2005-10-11,9080,9150,9010,9050,112951,91531.0,10113964.0
2005-10-12,9050,9370,9000,9300,181791,94060.0,10113964.0
2005-10-13,9390,9490,9140,9270,146787,93756.0,10113964.0
2005-10-14,9300,10550,9250,10100,446736,102151.0,10113964.0
2005-10-17,10200,10800,9760,9910,248877,100229.0,10113964.0
2005-10-18,10000,10050,9620,9870,112563,99825.0,10113964.0
2005-10-19,9670,9800,9090,9090,163020,91936.0,10113964.0
2005-10-20,9190,9550,9100,9200,161554,93048.0,10113964.0
2005-10-21,9050,9370,9000,9250,86314,93554.0,10113964.0
2005-10-24,9310,9460,9280,9430,75556,95375.0,10113964.0
2005-10-25,9550,10200,9450,10000,165121,101140.0,10113964.0
2005-10-26,10250,10450,9920,10000,193019,101140.0,10113964.0
2005-10-27,9950,10600,9910,10300,209959,104174.0,10113964.0
2005-10-28,10300,11100,10100,10700,320428,108219.0,10113964.0
2005-10-31,11000,11200,10550,10650,109784,107714.0,10113964.0
2005-11-01,10800,10800,10150,10200,223948,103162.0,10113964.0
2005-11-02,10200,10650,10050,10400,151914,105185.0,10113964.0
2005-11-03,10600,10650,10400,10500,97279,106197.0,10113964.0
2005-11-04,10500,11050,10500,10750,166540,108725.0,10113964.0
2005-11-07,10700,10900,10500,10700,83567,108219.0,10113964.0
2005-11-08,10700,11600,10700,11050,314841,111759.0,10113964.0
2005-11-09,10900,11600,10900,11450,139177,115805.0,10113964.0
2005-11-10,11450,11700,11250,11400,77309,115299.0,10113964.0
2005-11-11,11300,11650,11150,11400,105055,115299.0,10113964.0
2005-11-14,11550,11550,10750,11000,129561,111254.0,10113964.0
2005-11-15,11000,11150,10750,10900,92747,110242.0,10113964.0
2005-11-16,10750,11200,10550,10950,100892,110748.0,10113964.0
2005-11-17,10950,11100,10650,11000,50261,111254.0,10113964.0
2005-11-18,11000,11300,10700,10700,83349,108219.0,10113964.0
2005-11-21,10800,11850,10700,11550,265428,116816.0,10113964.0
2005-11-22,11800,11850,11250,11500,110226,116311.0,10113964.0
2005-11-23,11650,12000,11150,11400,195928,115299.0,10113964.0
2005-11-24,11500,11750,11100,11700,144797,118333.0,10113964.0
2005-11-25,11650,11950,11250,11450,107157,115805.0,10113964.0
2005-11-28,11250,11800,11250,11600,153177,117322.0,10113964.0
2005-11-29,11500,11700,11300,11300,115549,114288.0,10113964.0
2005-11-30,11300,11450,11100,11250,114225,113782.0,10113964.0
2005-12-01,11200,11300,10900,11050,188933,111759.0,10113964.0
2005-12-02,11100,12000,10850,12000,341742,121368.0,10113964.0
2005-12-05,11750,13150,11750,12800,358133,129459.0,10113964.0
2005-12-06,12800,13100,12350,12350,120924,124907.0,10113964.0
2005-12-07,12350,12600,11800,11800,129220,119345.0,10113964.0
2005-12-08,11400,11900,11300,11750,113553,118839.0,10113964.0
2005-12-09,11500,12300,11500,11800,111914,119345.0,10113964.0
2005-12-12,11700,12700,11700,12400,156108,125413.0,10113964.0
2005-12-13,12500,13150,12200,12700,208240,128447.0,10113964.0
2005-12-14,12950,13400,12600,12850,89198,129964.0,10113964.0
2005-12-15,12950,13100,12550,12700,130860,128447.0,10113964.0
2005-12-16,12200,12800,12000,12350,102808,124907.0,10113964.0
2005-12-19,12150,12600,12150,12350,148304,124907.0,10113964.0
2005-12-20,12250,12850,12150,12300,198492,124402.0,10113964.0
2005-12-21,12500,12500,12150,12200,668173,123390.0,10113964.0
2005-12-22,12200,12900,11650,11650,439439,117828.0,10113964.0
2005-12-23,11350,11950,11050,11300,216378,114288.0,10113964.0
2005-12-26,11300,11500,11050,11050,255442,111759.0,10113964.0
2005-12-27,11050,11450,11050,11300,195756,114288.0,10113964.0
2005-12-28,11050,11400,11050,11400,95014,115299.0,10113964.0
2005-12-29,11500,11850,11400,11700,102373,118333.0,10113964.0
2006-01-02,11750,11850,11250,11350,124066,114793.0,10113964.0
2006-01-03,11550,12300,11250,12300,221163,124402.0,10113964.0
2006-01-04,12300,12750,11950,12000,219475,121368.0,10113964.0
2006-01-05,12350,12350,11700,12000,132054,121368.0,10113964.0
2006-01-06,11900,12200,11700,11800,140220,119345.0,10113964.0
2006-01-09,11850,12000,11350,11350,113915,114793.0,10113964.0
2006-01-10,11350,11500,11100,11350,165369,114793.0,10113964.0
2006-01-11,11300,11750,11300,11550,116038,117330.0,10158464.0
2006-01-12,11500,11650,11150,11150,91232,113267.0,10158464.0
2006-01-13,11050,11550,10900,11550,139406,117330.0,10158464.0
2006-01-16,11500,11900,11450,11500,122978,116822.0,10158464.0
2006-01-17,11500,11750,10950,11150,97125,113267.0,10158464.0
2006-01-18,11050,11050,9760,10500,114528,106664.0,10158464.0
2006-01-19,10400,10500,10000,10400,78819,105648.0,10158464.0
2006-01-20,10300,10850,9900,9900,220146,100569.0,10158464.0
2006-01-23,9400,9980,8420,8420,73621,85534.0,10158464.0
2006-01-24,8550,9250,8300,8770,62374,89090.0,10158464.0
2006-01-25,8890,9700,8890,9500,77047,96505.0,10158464.0
2006-01-26,9500,9850,9200,9570,36081,97217.0,10158464.0
2006-01-27,9800,10200,9540,9910,36625,100670.0,10158464.0
2006-01-31,9910,10300,9760,10150,32932,103108.0,10158464.0
2006-02-01,10150,10150,9500,9600,37179,97521.0,10158464.0
2006-02-02,9890,10700,9750,10700,113522,108696.0,10158464.0
2006-02-03,10200,10400,9950,10150,65760,103108.0,10158464.0
2006-02-06,9900,10400,9900,10100,53062,102600.0,10158464.0
2006-02-07,10000,10650,10000,10300,91256,104632.0,10158464.0
2006-02-08,10250,10600,9800,10150,102378,103108.0,10158464.0
2006-02-09,10300,10700,10150,10500,83564,106664.0,10158464.0
2006-02-10,10300,10650,10300,10600,62848,107680.0,10158464.0
2006-02-13,10500,10800,10300,10650,118146,108188.0,10158464.0
2006-02-14,10150,10750,10150,10750,66080,109203.0,10158464.0
2006-02-15,10800,10900,10300,10300,98770,104632.0,10158464.0
2006-02-16,10300,10700,10250,10400,49051,105648.0,10158464.0
2006-02-17,10300,10700,10300,10500,75373,106664.0,10158464.0
2006-02-20,10600,10600,10000,10500,103655,106664.0,10158464.0
2006-02-21,10350,11350,10350,10700,199469,108696.0,10158464.0
2006-02-22,10700,11300,10700,11150,247109,113267.0,10158464.0
2006-02-23,11300,11600,11200,11400,118237,115806.0,10158464.0
2006-02-24,11550,11600,11300,11300,82217,114791.0,10158464.0
2006-02-27,11150,11600,11100,11100,71779,112759.0,10158464.0
2006-02-28,11100,11300,11000,11100,64128,112759.0,10158464.0
2006-03-02,11350,11750,11150,11600,130565,117838.0,10158464.0
2006-03-03,11650,11700,11000,11000,48939,111743.0,10158464.0
2006-03-06,11400,11400,11100,11200,45966,113775.0,10158464.0
2006-03-07,11200,11350,10950,11050,63302,112251.0,10158464.0
2006-03-08,10950,11250,10900,11200,50241,113775.0,10158464.0
2006-03-09,11400,11400,11050,11200,60031,113775.0,10158464.0
2006-03-10,11150,11350,10900,11000,75960,111743.0,10158464.0
2006-03-13,11250,11250,10900,10900,83976,110727.0,10158464.0
2006-03-14,11000,11000,10700,10800,49874,109711.0,10158464.0
2006-03-15,11000,11000,10700,10800,57186,109711.0,10158464.0
2006-03-16,10800,10900,10500,10700,21046,108696.0,10158464.0
2006-03-17,10550,10700,10300,10450,40499,106156.0,10158464.0
2006-03-20,10450,10450,10150,10150,40573,103108.0,10158464.0
2006-03-21,10200,10600,10100,10250,47500,104124.0,10158464.0
2006-03-22,10200,10300,9950,9950,42637,101077.0,10158464.0
2006-03-23,9970,10050,9910,9910,32559,100670.0,10158464.0
2006-03-24,9850,9980,9650,9810,33409,99655.0,10158464.0
2006-03-27,9610,9810,9600,9600,56994,97521.0,10158464.0
2006-03-28,9500,10100,9500,9750,35410,99045.0,10158464.0
2006-03-29,9700,9950,9560,9900,21076,100569.0,10158464.0
2006-03-30,9850,9980,9850,9970,32242,101280.0,10158464.0
2006-03-31,10100,10300,9980,10300,43454,104632.0,10158464.0
2006-04-03,10300,10600,10150,10200,19320,103616.0,10158464.0
2006-04-04,10200,10450,10150,10400,22126,105648.0,10158464.0
2006-04-05,10300,10500,10250,10450,25099,106156.0,10158464.0
2006-04-06,10600,11000,10500,10800,77456,109711.0,10158464.0
2006-04-07,10950,11600,10900,11300,96454,114791.0,10158464.0
2006-04-10,11500,11600,11050,11400,56595,115806.0,10158464.0
2006-04-11,11200,11300,10950,11100,60338,114852.0,10347064.0
2006-04-12,11100,12050,11000,11900,114458,123130.0,10347064.0
2006-04-13,11900,12000,11500,12000,80241,124165.0,10347064.0
2006-04-14,12000,12250,11850,11950,59662,123647.0,10347064.0
2006-04-17,11950,12000,11500,11500,47982,118991.0,10347064.0
2006-04-18,11400,11750,11400,11500,37602,118991.0,10347064.0
2006-04-19,11500,11800,11500,11700,29394,121061.0,10347064.0
2006-04-20,11550,11750,11300,11400,31435,117957.0,10347064.0
2006-04-21,11400,11800,11100,11150,74914,115370.0,10347064.0
2006-04-24,11100,11200,10800,10900,35678,112783.0,10347064.0
2006-04-25,10800,11250,10700,10700,47801,110714.0,10347064.0
2006-04-26,10600,10900,10400,10650,71326,110196.0,10347064.0
2006-04-27,10600,10700,10400,10650,39937,110196.0,10347064.0
2006-04-28,10700,10900,10200,10700,32462,110714.0,10347064.0
2006-05-02,10550,11000,10450,11000,40735,113818.0,10347064.0
2006-05-03,11150,11150,10700,11000,34154,113818.0,10347064.0
2006-05-04,10750,11000,10550,10700,21396,110714.0,10347064.0
2006-05-08,10750,10900,10550,10550,34487,109162.0,10347064.0
2006-05-09,10550,11450,10550,10700,113440,110714.0,10347064.0
2006-05-10,10950,11200,10800,11100,180818,114852.0,10347064.0
2006-05-11,11300,11300,11000,11250,66341,116404.0,10347064.0
2006-05-12,11350,11350,11100,11300,30744,116977.0,10351964.0
2006-05-15,11100,11300,10700,10950,48000,113354.0,10351964.0
2006-05-16,11000,11150,10800,10900,64134,112836.0,10351964.0
2006-05-17,11050,11800,10750,11600,95150,120083.0,10351964.0
2006-05-18,11150,11550,10900,11500,88557,119048.0,10351964.0
2006-05-19,11400,11650,11050,11600,32389,120083.0,10351964.0
2006-05-22,11650,12000,11350,11600,96254,120083.0,10351964.0
2006-05-23,11350,11600,11100,11100,40418,114907.0,10351964.0
2006-05-24,10900,11150,10650,10850,64441,112319.0,10351964.0
2006-05-25,11000,11000,10400,10600,43286,109731.0,10351964.0
2006-05-26,10700,11000,10600,10650,48077,110248.0,10351964.0
2006-05-29,10900,11100,10750,11100,34172,114907.0,10351964.0
2006-05-30,11050,11050,10700,10750,23994,111284.0,10351964.0
2006-06-01,10700,10950,10600,10600,23844,109731.0,10351964.0
2006-06-02,10700,10950,10350,10600,17238,109731.0,10351964.0
2006-06-05,10750,10800,10400,10600,13467,109731.0,10351964.0
2006-06-07,10500,10500,9710,9710,32474,100518.0,10351964.0
2006-06-08,9600,10000,9600,9900,41288,102484.0,10351964.0
2006-06-09,10200,10500,10000,10400,19918,107660.0,10351964.0
2006-06-12,10400,10450,10000,10350,10581,107143.0,10351964.0
2006-06-13,10200,10250,9700,9900,21838,102484.0,10351964.0
2006-06-14,9630,10150,9630,9900,10208,102484.0,10351964.0
2006-06-15,10050,10350,9800,9800,12292,101449.0,10351964.0
2006-06-16,9860,10350,9860,10300,87246,106625.0,10351964.0
2006-06-19,10100,10400,9970,10100,8872,104555.0,10351964.0
2006-06-20,10050,10050,9500,9600,45508,99379.0,10351964.0
2006-06-21,9600,10000,9450,9950,36918,103002.0,10351964.0
2006-06-22,10100,10200,9930,9990,61016,103416.0,10351964.0
2006-06-23,9810,9990,9650,9990,13285,103416.0,10351964.0
2006-06-26,9990,10150,9810,9860,21970,102070.0,10351964.0
2006-06-27,9850,9980,9750,9860,14327,102070.0,10351964.0
2006-06-28,9660,9850,9600,9650,15594,99896.0,10351964.0
2006-06-29,9660,9890,9660,9780,10001,101242.0,10351964.0
2006-06-30,9780,9970,9780,9960,28298,103106.0,10351964.0
2006-07-03,9960,10250,9900,9900,14946,102484.0,10351964.0
2006-07-04,9900,9950,9500,9680,25957,100207.0,10351964.0
2006-07-05,9410,9690,9000,9120,84791,94410.0,10351964.0
2006-07-06,9120,9290,9010,9100,38598,94203.0,10351964.0
2006-07-07,9200,9390,9050,9050,25953,93685.0,10351964.0
2006-07-10,8920,9180,8920,9010,25108,93271.0,10351964.0
2006-07-11,8950,9240,8950,9150,38222,94720.0,10351964.0
2006-07-12,9150,9600,9150,9360,38958,96894.0,10351964.0
2006-07-13,9360,9470,9300,9400,21947,97308.0,10351964.0
2006-07-14,9370,9370,8930,8980,74771,92961.0,10351964.0
2006-07-18,8890,8980,8700,8800,21010,91097.0,10351964.0
2006-07-19,8670,8980,8670,8890,21685,92029.0,10351964.0
2006-07-20,9340,9340,8860,9070,36737,93892.0,10351964.0
2006-07-21,8870,9550,8870,8960,108833,92754.0,10351964.0
2006-07-24,9010,9140,8650,8800,47794,91097.0,10351964.0
2006-07-25,8900,9090,8400,8500,324567,87992.0,10351964.0
2006-07-26,8550,8550,8400,8490,65720,87888.0,10351964.0
2006-07-27,8500,8600,8400,8500,74125,87992.0,10351964.0
2006-07-28,8440,8630,8400,8450,49486,87474.0,10351964.0
2006-07-31,8500,8600,8420,8440,44505,87371.0,10351964.0
2006-08-01,8410,8530,8170,8170,28619,84576.0,10351964.0
2006-08-02,8090,8220,8050,8060,58303,83437.0,10351964.0
2006-08-03,8080,8300,8080,8140,21146,84265.0,10351964.0
2006-08-04,8160,8480,8160,8450,41659,87474.0,10351964.0
2006-08-07,8500,8500,8330,8460,18423,87578.0,10351964.0
2006-08-08,8490,8490,8400,8450,10951,87474.0,10351964.0
2006-08-09,8450,8670,8400,8560,31076,88613.0,10351964.0
2006-08-10,8500,9240,8500,9150,91690,94720.0,10351964.0
2006-08-11,9290,9380,9150,9150,36111,94720.0,10351964.0
2006-08-14,9140,9150,8930,8940,29587,92547.0,10351964.0
2006-08-16,9000,9130,8950,9000,71386,93168.0,10351964.0
2006-08-17,9050,9190,8820,9190,45439,95135.0,10351964.0
2006-08-18,9200,9350,9050,9130,40239,94513.0,10351964.0
2006-08-21,9240,9240,8950,9000,65746,93168.0,10351964.0
2006-08-22,9000,9200,8860,9050,22940,93685.0,10351964.0
2006-08-23,9150,9230,9020,9200,83911,95238.0,10351964.0
2006-08-24,9340,9340,9200,9210,23683,95342.0,10351964.0
2006-08-25,9200,9700,9200,9510,71012,98447.0,10351964.0
2006-08-28,9600,9730,9530,9610,61629,99482.0,10351964.0
2006-08-29,9690,10950,9220,10500,192422,108696.0,10351964.0
2006-08-30,10700,10700,10150,10600,46665,109731.0,10351964.0
2006-08-31,10500,10750,10200,10350,50876,107143.0,10351964.0
2006-09-01,10400,11300,10250,10950,164382,113354.0,10351964.0
2006-09-04,11100,11200,10700,11100,109468,114907.0,10351964.0
2006-09-05,11100,11800,11100,11700,260528,121118.0,10351964.0
2006-09-06,11850,11900,11400,11400,84245,118012.0,10351964.0
2006-09-07,11200,11500,10900,11200,87512,115942.0,10351964.0
2006-09-08,11200,11400,11050,11300,30048,116977.0,10351964.0
2006-09-11,11300,11500,10850,11000,33797,113872.0,10351964.0
2006-09-12,11150,11300,11000,11050,31377,114389.0,10351964.0
2006-09-13,11300,11350,10850,11100,35835,114907.0,10351964.0
2006-09-14,11000,11250,10800,11250,52485,116460.0,10351964.0
2006-09-15,11200,11750,11050,11600,67646,120083.0,10351964.0
2006-09-18,11700,11800,11300,11400,143224,118012.0,10351964.0
2006-09-19,11550,11550,11100,11100,37294,114907.0,10351964.0
2006-09-20,11100,11400,11000,11200,63904,115942.0,10351964.0
2006-09-21,11400,11950,11300,11950,129683,123706.0,10351964.0
2006-09-22,11750,11900,11300,11400,55157,118012.0,10351964.0
2006-09-25,11300,11400,11150,11300,29332,116977.0,10351964.0
2006-09-26,11200,11450,10850,11000,52068,113872.0,10351964.0
2006-09-27,11100,11250,10900,11000,30111,113872.0,10351964.0
2006-09-28,11000,11150,10800,11000,29211,113872.0,10351964.0
2006-09-29,11100,11200,10900,10900,24846,112836.0,10351964.0
2006-10-02,10900,11000,10800,10900,19809,112836.0,10351964.0
2006-10-04,10900,11000,10600,10900,13641,112836.0,10351964.0
2006-10-09,10700,10850,9300,9310,113026,96377.0,10351964.0
2006-10-10,9400,9950,9310,9580,59720,99172.0,10351964.0
2006-10-11,9560,9730,9550,9630,14027,99689.0,10351964.0
2006-10-12,9600,10500,9600,10200,64657,105590.0,10351964.0
2006-10-13,10400,11700,10400,11700,275331,121118.0,10351964.0
2006-10-16,11800,12150,11550,11750,131484,121636.0,10351964.0
2006-10-17,11850,11850,11300,11500,120663,119048.0,10351964.0
2006-10-18,11500,12150,11500,12100,192753,125259.0,10351964.0
2006-10-19,12250,12800,12200,12300,138021,127329.0,10351964.0
2006-10-20,12350,12500,12200,12300,64290,127329.0,10351964.0
2006-10-23,12200,12800,12100,12700,98887,131470.0,10351964.0
2006-10-24,12900,12950,12500,12700,67161,131470.0,10351964.0
2006-10-25,12800,12800,12200,12400,48029,128364.0,10351964.0
2006-10-26,12500,12500,12000,12050,52861,124741.0,10351964.0
2006-10-27,12300,12300,12000,12300,47297,127329.0,10351964.0
2006-10-30,12200,12250,12050,12050,38060,124741.0,10351964.0
2006-10-31,12050,12800,12050,12550,71497,129917.0,10351964.0
2006-11-01,12850,14400,12400,14000,239991,144927.0,10351964.0
2006-11-02,13800,14350,13700,13900,171082,143892.0,10351964.0
2006-11-03,13850,14700,13600,14450,175512,149586.0,10351964.0
2006-11-06,14200,14900,14000,14450,104850,149586.0,10351964.0
2006-11-07,14950,14950,14350,14550,78859,150621.0,10351964.0
2006-11-08,14500,14550,14200,14300,45292,148033.0,10351964.0
2006-11-09,14300,14550,14200,14400,60531,149068.0,10351964.0
2006-11-10,14400,15250,14400,14950,87802,154762.0,10351964.0
2006-11-13,15000,15350,14950,15000,37167,155279.0,10351964.0
2006-11-14,14900,15150,14500,14500,86390,150103.0,10351964.0
2006-11-15,14500,14500,13900,14250,79058,147515.0,10351964.0
2006-11-16,14350,14350,14000,14300,26932,148033.0,10351964.0
2006-11-17,14150,14350,14050,14050,44861,145445.0,10351964.0
2006-11-20,14200,14350,13750,13750,83292,142340.0,10351964.0
2006-11-21,13900,13900,13600,13800,33619,142857.0,10351964.0
2006-11-22,13800,15000,13700,14600,119003,151139.0,10351964.0
2006-11-23,14650,15000,14450,14850,100859,153727.0,10351964.0
2006-11-24,15100,15100,14550,14600,75516,151139.0,10351964.0
2006-11-27,14450,14750,14300,14300,84241,148033.0,10351964.0
2006-11-28,13700,14550,13700,14300,52043,148033.0,10351964.0
2006-11-29,14550,14700,14050,14700,34269,152174.0,10351964.0
2006-11-30,14950,15000,14400,14600,19264,151139.0,10351964.0
2006-12-01,14500,14600,14050,14100,35098,145963.0,10351964.0
2006-12-04,14050,14100,13650,13800,65194,142857.0,10351964.0
2006-12-05,14000,14050,13750,13950,31994,144410.0,10351964.0
2006-12-06,13900,13900,13300,13750,51349,142340.0,10351964.0
2006-12-07,13650,14050,13350,14000,59190,144927.0,10351964.0
2006-12-08,14000,14000,13100,13750,136146,142340.0,10351964.0
2006-12-11,13750,14000,13600,13600,29416,140787.0,10351964.0
2006-12-12,13750,13750,13200,13450,31812,139234.0,10351964.0
2006-12-13,13200,13550,13200,13400,26160,138716.0,10351964.0
2006-12-14,13400,13850,13200,13800,63934,142857.0,10351964.0
2006-12-15,13900,14000,13650,13800,23028,142857.0,10351964.0
2006-12-18,13900,14000,13650,13900,51558,143892.0,10351964.0
2006-12-19,13900,13900,13500,13500,42406,139752.0,10351964.0
2006-12-20,13400,13800,13400,13800,33931,142857.0,10351964.0
2006-12-21,13900,13900,13350,13500,24353,139752.0,10351964.0
2006-12-22,13300,13450,13050,13450,58449,139234.0,10351964.0
2006-12-26,13300,13550,12350,12950,88958,134058.0,10351964.0
2006-12-27,12700,13200,12700,13000,27085,134576.0,10351964.0
2006-12-28,13000,13000,12600,13000,43411,134576.0,10351964.0
2007-01-02,12950,13100,12850,13000,20680,134576.0,10351964.0
2007-01-03,12900,13000,12800,12950,33693,134058.0,10351964.0
2007-01-04,12800,13000,12650,12700,13083,131470.0,10351964.0
2007-01-05,12700,12750,12000,12500,39733,129400.0,10351964.0
2007-01-08,12350,12600,12300,12500,11502,129400.0,10351964.0
2007-01-09,12400,12600,12150,12300,41098,127329.0,10351964.0
2007-01-10,12350,12350,11650,11700,78091,121118.0,10351964.0
2007-01-11,11600,11950,11350,11950,81481,123706.0,10351964.0
2007-01-12,11850,12500,11650,12400,39992,128364.0,10351964.0
2007-01-15,12500,12500,12200,12350,11459,127995.0,10363964.0
2007-01-16,12050,12500,12000,12500,24616,129550.0,10363964.0
2007-01-17,12350,12500,12050,12150,28610,125922.0,10363964.0
2007-01-18,12050,12400,11900,12400,24107,128513.0,10363964.0
2007-01-19,12300,12300,11700,12200,32224,126440.0,10363964.0
2007-01-22,12000,12200,11700,11900,17466,123331.0,10363964.0
2007-01-23,11950,12100,11700,11900,8034,123331.0,10363964.0
2007-01-24,11900,12200,11650,12200,13401,126440.0,10363964.0
2007-01-25,12050,12300,11950,12000,17450,124368.0,10363964.0
2007-01-26,11900,11900,11600,11900,22667,123331.0,10363964.0
2007-01-29,11750,11950,11700,11900,12797,123331.0,10363964.0
2007-01-30,11800,12700,11750,11950,12595,123849.0,10363964.0
2007-01-31,11950,12150,11800,11950,7908,123849.0,10363964.0
2007-02-01,11800,12200,11750,11950,20867,123849.0,10363964.0
2007-02-02,11900,12200,11800,12100,30271,125404.0,10363964.0
2007-02-05,12200,12600,12150,12500,19679,129550.0,10363964.0
2007-02-06,12500,12600,12150,12400,27588,128513.0,10363964.0
2007-02-07,12200,12350,11900,11900,37659,123331.0,10363964.0
2007-02-08,11900,12100,11800,12000,25882,124368.0,10363964.0
2007-02-09,11850,12000,11650,11900,24391,123331.0,10363964.0
2007-02-12,11700,11800,11350,11800,22629,122295.0,10363964.0
2007-02-13,11600,12150,11600,12000,24461,124368.0,10363964.0
2007-02-14,12100,12100,11800,11900,13680,123331.0,10363964.0
2007-02-15,11950,12000,11500,11700,33644,121258.0,10363964.0
2007-02-16,11700,12000,11600,11950,28878,123849.0,10363964.0
2007-02-20,11750,11950,11600,11650,26155,120740.0,10363964.0
2007-02-21,11850,12050,11650,11800,36267,122295.0,10363964.0
2007-02-22,12050,12250,11800,12200,62934,126440.0,10363964.0
2007-02-23,12100,12500,12050,12200,39980,126440.0,10363964.0
2007-02-26,12250,12250,11900,12050,47726,124886.0,10363964.0
2007-02-27,11900,12300,11900,12100,49158,125404.0,10363964.0
2007-02-28,11600,12000,11350,12000,31177,124368.0,10363964.0
2007-03-02,11750,12100,11750,12100,25566,125404.0,10363964.0
2007-03-05,12100,12150,11600,11800,25369,122295.0,10363964.0
2007-03-06,11600,11900,11500,11600,39029,120222.0,10363964.0
2007-03-07,11700,11750,11400,11500,79183,119186.0,10363964.0
2007-03-08,11600,11700,11050,11350,86412,117631.0,10363964.0
2007-03-09,11350,11500,10350,11200,63921,116076.0,10363964.0
2007-03-12,11050,11200,10750,10950,75744,113485.0,10363964.0
2007-03-13,10950,11000,10650,10800,88139,111931.0,10363964.0
2007-03-14,10800,10800,10500,10700,45672,110894.0,10363964.0
2007-03-15,10700,11100,10700,11000,54553,114004.0,10363964.0
2007-03-16,11100,11450,10950,11400,84872,118149.0,10363964.0
2007-03-19,11500,11550,11200,11500,61598,119186.0,10363964.0
2007-03-20,11700,11950,11500,11500,46028,119186.0,10363964.0
2007-03-21,11600,11600,11150,11150,64792,115558.0,10363964.0
2007-03-22,11250,11450,11200,11300,81046,117113.0,10363964.0
2007-03-23,11250,11450,11100,11300,31210,117113.0,10363964.0
2007-03-26,11450,11500,11200,11450,55195,118667.0,10363964.0
2007-03-27,11500,12250,11400,11600,210118,120222.0,10363964.0
2007-03-28,11700,12650,11700,12350,198105,127995.0,10363964.0
2007-03-29,12500,13250,12300,13100,147345,135768.0,10363964.0
2007-03-30,13200,13800,13000,13750,176316,142505.0,10363964.0
2007-04-02,13650,13950,13400,13850,62850,143541.0,10363964.0
2007-04-03,13850,13900,13250,13500,63720,139914.0,10363964.0
2007-04-04,13300,13700,13250,13550,60989,140432.0,10363964.0
2007-04-05,13700,14450,13550,14050,117178,145614.0,10363964.0
2007-04-06,14050,14300,13800,14050,56004,145614.0,10363964.0
2007-04-09,13900,14100,13650,13750,60521,142505.0,10363964.0
2007-04-10,13300,14500,13300,14000,82248,145095.0,10363964.0
2007-04-11,14000,15300,13800,14800,140355,153387.0,10363964.0
2007-04-12,14900,15000,13900,14100,80452,146132.0,10363964.0
2007-04-13,13800,14100,13450,14050,128672,148639.0,10579264.0
2007-04-16,14050,14800,14050,14550,85161,153928.0,10579264.0
2007-04-17,14550,14600,14000,14150,106831,149697.0,10579264.0
2007-04-18,14200,14400,13800,13850,63584,146523.0,10579264.0
2007-04-19,13850,14200,13700,13900,76230,147052.0,10579264.0
2007-04-20,13850,14000,13600,13850,50771,146523.0,10579264.0
2007-04-23,14000,14500,13700,13950,112415,147581.0,10579264.0
2007-04-24,14000,14150,13500,13700,51913,144936.0,10579264.0
2007-04-25,13700,13900,13550,13800,115973,145994.0,10579264.0
2007-04-26,13700,14000,13650,13800,56877,145994.0,10579264.0
2007-04-27,14000,14650,13800,14250,104194,150755.0,10579264.0
2007-04-30,14250,15100,14150,14750,109749,156044.0,10579264.0
2007-05-02,14800,15300,14800,15000,106088,158689.0,10579264.0
2007-05-03,15000,15150,14750,15000,63097,158689.0,10579264.0
2007-05-04,15200,16200,14900,15950,204398,168739.0,10579264.0
2007-05-07,16450,17400,15750,16000,209440,169268.0,10579264.0
2007-05-08,16000,16300,14800,14850,178999,157102.0,10579264.0
2007-05-09,14950,15150,14650,15050,76987,159218.0,10579264.0
2007-05-10,15050,15300,14650,15150,65563,160276.0,10579264.0
2007-05-11,15150,15250,14800,15250,51216,161334.0,10579264.0
2007-05-14,15250,15550,15150,15350,75340,162392.0,10579264.0
