에스마크(030270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,3880,3880,3880,3902,0,1680.0,280000.0
1999-01-05,3880,3880,3880,3902,0,,
1999-01-06,3880,3880,3880,3902,0,,
1999-01-07,3880,3880,3880,3902,0,,
1999-01-08,3880,3880,3880,3902,0,,
1999-01-11,3880,3880,3880,3902,0,,
1999-01-12,4340,4340,4340,4363,300,1876.0,280000.0
1999-01-13,4340,4340,4340,4363,0,1876.0,280000.0
1999-01-14,4340,4340,4340,4363,0,,
1999-01-15,4340,4340,4340,4363,0,,
1999-01-18,4340,4340,4340,4363,0,,
1999-01-19,4340,4340,4340,4363,0,,
1999-01-20,4340,4340,4340,4363,0,,
1999-01-21,4340,4340,4340,4363,0,,
1999-01-22,4340,4340,4340,4363,0,,
1999-01-25,4340,4340,4340,4363,0,,
1999-01-26,4340,4340,4340,4363,0,,
1999-01-27,4837,4837,4837,4903,900,2100.0,280000.0
1999-01-28,4837,4837,4837,4903,0,2100.0,280000.0
1999-01-29,4837,4837,4837,4903,0,,
1999-02-01,4837,4837,4837,4903,0,,
1999-02-02,4837,4837,4837,4903,0,,
1999-02-03,4837,4837,4837,4903,0,,
1999-02-04,4837,4837,4837,4903,0,,
1999-02-05,4837,4837,4837,4903,0,,
1999-02-08,4837,4837,4837,4903,0,,
1999-02-09,4837,4837,4837,4903,0,,
1999-02-10,4837,4837,4837,4903,0,,
1999-02-11,4837,4837,4837,4903,0,,
1999-02-12,4837,4837,4837,4903,0,,
1999-02-18,4837,4837,4837,4903,1540,2100.0,280000.0
1999-02-19,4837,4837,4837,4903,0,,
1999-02-22,4837,4837,4837,4903,2720,2100.0,280000.0
1999-02-23,4837,4837,4837,4903,0,,
1999-02-24,4801,4801,4801,4823,955,2072.0,280000.0
1999-02-25,4897,4897,4897,4963,955,2128.0,280000.0
1999-02-26,4837,4837,4837,4903,1600,2100.0,280000.0
1999-03-02,4837,4837,4837,4903,0,,
1999-03-03,4837,4837,4837,4903,0,,
1999-03-04,4837,4837,4837,4903,0,,
1999-03-05,4837,4837,4837,4903,0,,
1999-03-08,4837,4837,4837,4903,0,,
1999-03-09,4837,4837,4837,4903,0,,
1999-03-10,4837,4837,4837,4903,0,,
1999-03-11,4837,4837,4837,4903,0,,
1999-03-12,4837,4837,4837,4903,0,,
1999-03-15,4837,4837,4837,4903,0,,
1999-03-16,4837,4837,4837,4903,0,,
1999-03-17,4837,4837,4837,4903,0,,
1999-03-18,4837,4837,4837,4903,0,,
1999-03-19,4837,4837,4837,4903,0,,
1999-03-22,4837,4837,4837,4903,0,,
1999-03-23,4837,4837,4837,4903,1600,2100.0,280000.0
1999-03-24,4837,4837,4837,4903,0,,
1999-03-25,4837,4837,4837,4903,0,,
1999-03-26,4837,4837,4837,4903,0,,
1999-03-29,4837,4837,4837,4903,0,,
1999-03-30,4837,4837,4837,4903,0,,
1999-03-31,4837,4837,4837,4903,0,,
1999-04-01,4837,4837,4837,4903,0,,
1999-04-02,4837,4837,4837,4903,0,,
1999-04-06,4837,4837,4837,4903,0,,
1999-04-07,4837,4837,4837,4903,100,2100.0,280000.0
1999-04-08,4897,4897,4897,4963,0,2128.0,280000.0
1999-04-09,4897,4897,4897,4963,0,2128.0,280000.0
1999-04-12,4897,4897,4897,4963,0,,
1999-04-13,5001,5001,5001,5023,500,2156.0,280000.0
1999-04-14,5001,5001,5001,5023,0,2156.0,280000.0
1999-04-15,5001,5001,5001,5023,0,,
1999-04-16,5001,5001,5001,5023,0,,
1999-04-19,5001,5001,5001,5023,0,,
1999-04-20,5001,5001,5001,5023,0,,
1999-04-21,5001,5001,5001,5023,0,,
1999-04-22,5001,5001,5001,5023,2,2156.0,280000.0
1999-04-23,5094,5094,4379,4423,501,1898.0,280000.0
1999-04-26,4880,4880,3860,3882,11,1672.0,280000.0
1999-04-27,3378,3378,3378,3422,1,1473.0,280000.0
1999-04-28,3820,3820,3820,3842,0,1649.0,280000.0
1999-04-29,4220,4220,4220,4243,0,1820.0,280000.0
1999-04-30,4139,4139,4139,4183,90,1792.0,280000.0
1999-05-03,4641,4641,4641,4663,100,2005.0,280000.0
1999-05-04,4837,4837,4837,4903,0,2100.0,280000.0
1999-05-06,4837,4837,4837,4903,0,,
1999-05-07,5001,5001,5001,5023,200,2156.0,280000.0
1999-05-10,5001,5001,5001,5023,0,,
1999-05-11,5321,5321,5321,5343,1,2296.0,280000.0
1999-05-12,5940,5940,5940,5984,2,2570.0,280000.0
1999-05-13,5954,6041,5954,6064,103,2604.0,280000.0
1999-05-14,6041,6041,6041,6064,0,2604.0,280000.0
1999-05-17,6502,6502,6502,6524,200,2800.0,280000.0
1999-05-18,6502,6502,6502,6524,0,2800.0,280000.0
1999-05-19,6502,6502,6502,6524,800,2800.0,280000.0
1999-05-20,6502,6502,6502,6524,300,2800.0,280000.0
1999-05-21,6502,6502,6502,6524,0,,
1999-05-24,6502,6502,6502,6524,0,,
1999-05-25,6502,6502,6502,6524,3,2800.0,280000.0
1999-05-26,6502,6502,6502,6524,0,,
1999-05-27,6502,6502,6502,6524,0,,
1999-05-28,6502,6502,6502,6524,0,,
1999-05-31,6502,6502,6502,6524,0,,
1999-06-01,6502,6502,6502,6524,0,,
1999-06-02,6502,6502,6502,6524,0,,
1999-06-03,7282,7282,7282,7304,0,3136.0,280000.0
1999-06-04,7282,7282,7282,7304,0,3136.0,280000.0
1999-06-07,7282,7282,7282,7304,0,,
1999-06-08,7802,7802,7802,7825,100,3360.0,280000.0
1999-06-09,7802,7802,7802,7825,0,3360.0,280000.0
1999-06-10,7790,8680,7790,8745,410,3752.0,280000.0
1999-06-11,9744,9744,8680,9766,755,4200.0,280000.0
1999-06-14,10946,10946,10946,10947,50,4704.0,280000.0
1999-06-15,12223,12223,12223,12267,706,5264.0,280000.0
1999-06-16,13706,13706,13706,13728,500,5894.0,280000.0
1999-06-17,15327,15327,15327,15349,3090,6594.0,280000.0
1999-06-18,17146,17146,17146,17190,2606,7378.0,280000.0
1999-06-21,19188,19188,19079,19232,1784,8260.0,280000.0
1999-06-22,16993,18556,16906,16950,689,7280.0,280000.0
1999-06-23,16903,16903,14885,14929,620,6412.0,280000.0
1999-06-24,14985,16266,13139,16310,275,7000.0,280000.0
1999-06-25,16866,18234,14305,14349,2023,6160.0,280000.0
1999-06-28,13016,14296,12604,12648,264,5432.0,280000.0
1999-06-29,11146,11146,11146,11147,341,4788.0,280000.0
1999-06-30,9766,12284,9766,12327,2207,5292.0,280000.0
1999-07-01,13547,13590,10876,13048,403,5600.0,280000.0
1999-07-02,13661,13661,11467,12728,625,5460.0,280000.0
1999-07-05,11206,11706,11206,11207,1225,4816.0,280000.0
1999-07-06,11207,11576,10946,10947,423,4704.0,280000.0
1999-07-07,10990,12162,10946,10947,171,4704.0,280000.0
1999-07-08,9618,10269,9618,10226,802,4396.0,280000.0
1999-07-09,10214,10214,9542,9586,788,4116.0,280000.0
1999-07-12,10416,10416,9744,9766,101,4200.0,280000.0
1999-07-13,9758,10084,9758,10106,455,4340.0,280000.0
1999-07-14,10270,10270,9097,9706,263,4172.0,280000.0
1999-07-15,9359,9359,8555,9186,537,3948.0,280000.0
1999-07-16,8425,9163,8316,9186,1638,3948.0,280000.0
1999-07-19,10226,10226,8510,10226,832,4396.0,280000.0
1999-07-20,9215,10345,9041,10106,496,4340.0,280000.0
1999-07-21,9136,9744,9093,9766,426,4200.0,280000.0
1999-07-22,9098,9445,8577,9446,330,4060.0,280000.0
1999-07-23,9751,10533,8318,9426,483,4046.0,280000.0
1999-07-26,8420,9743,8420,8485,104,3640.0,280000.0
1999-07-27,7415,8543,7415,8565,92,3682.0,280000.0
1999-07-28,7537,9101,7537,7625,533,3276.0,280000.0
1999-07-29,6700,7763,6678,7785,241,3346.0,280000.0
1999-07-30,7199,8044,6895,8045,328,3458.0,280000.0
1999-08-02,7155,7221,7090,7264,494,3122.0,280000.0
1999-08-03,6483,7394,6375,7264,100,3122.0,280000.0
1999-08-04,7237,8106,6650,8085,1526,3472.0,280000.0
1999-08-05,8687,8687,7340,8405,37,3612.0,280000.0
1999-08-06,7416,8543,7394,7525,1879,3234.0,280000.0
1999-08-09,8321,8321,6844,6844,37,2940.0,280000.0
1999-08-10,7464,7638,7160,7204,123,3094.0,280000.0
1999-08-11,7200,7981,6745,8025,216,3444.0,280000.0
1999-08-12,8257,8691,7148,7344,219,3150.0,280000.0
1999-08-13,7801,7866,7801,7845,595,3374.0,280000.0
1999-08-16,7797,7863,7797,7885,11,3388.0,280000.0
1999-08-17,6907,7863,6907,7885,5,3388.0,280000.0
1999-08-18,7142,7142,6903,7164,91,3080.0,280000.0
1999-08-19,6495,7733,6495,7625,208,3276.0,280000.0
1999-08-20,7721,7721,7721,7765,2,3332.0,280000.0
1999-08-23,7359,7533,7142,7164,331,3080.0,280000.0
1999-08-24,7591,7981,6831,8025,969,3444.0,280000.0
1999-08-25,8031,8943,7684,8965,1486,3850.0,280000.0
1999-08-26,9071,10004,8940,10026,1959,4312.0,280000.0
1999-08-27,11056,11208,10426,10426,320,4480.0,280000.0
1999-08-30,9741,11629,9741,11087,612,4760.0,280000.0
1999-08-31,11707,11707,9752,10426,829,4480.0,280000.0
1999-09-01,9450,9624,9450,9646,511,4144.0,280000.0
1999-09-02,8463,9744,8463,9766,189,4200.0,280000.0
1999-09-03,9752,10946,9426,10947,1012,4704.0,280000.0
1999-09-06,11699,11699,10723,10767,102,4620.0,280000.0
1999-09-07,10422,12007,9662,12007,574,5152.0,280000.0
1999-09-08,10532,12986,10532,13008,322,5586.0,280000.0
1999-09-09,13028,13028,11464,11747,88,5040.0,280000.0
1999-09-10,12293,13118,10946,10947,42,4704.0,280000.0
1999-09-13,9874,9874,9613,9766,581,4200.0,280000.0
1999-09-14,9694,9694,8696,9065,231,3892.0,280000.0
1999-09-15,8190,9363,8190,9386,3064,4032.0,280000.0
1999-09-16,8295,9924,8295,9946,632,4270.0,280000.0
1999-09-17,8765,11086,8765,11087,301,4760.0,280000.0
1999-09-20,9765,9809,9744,9766,352,4200.0,280000.0
1999-09-21,8692,10191,8583,8605,808,3696.0,280000.0
1999-09-22,9222,9222,8420,8485,2,3640.0,280000.0
1999-09-27,8771,8901,8771,8945,525,3836.0,280000.0
1999-09-28,9222,9222,7855,9266,461,3976.0,280000.0
1999-09-29,8115,9222,8115,9266,114,3976.0,280000.0
1999-09-30,8171,8323,8127,8345,154,3584.0,280000.0
1999-10-01,7468,8163,7468,8185,116,3514.0,280000.0
1999-10-04,8782,8782,7282,7304,21,3136.0,280000.0
1999-10-05,8123,8123,8123,8145,1,3500.0,280000.0
1999-10-06,8680,8680,8115,8745,202,3752.0,280000.0
1999-10-07,8683,8683,8683,8705,0,3738.0,280000.0
1999-10-08,8772,9228,8772,9186,107,3948.0,280000.0
1999-10-11,9744,9874,9158,9766,151,4200.0,280000.0
1999-10-12,9097,10334,8771,10226,108,4396.0,280000.0
1999-10-13,10221,10221,9006,9766,245,4200.0,280000.0
1999-10-14,8821,9103,8777,9126,52,3920.0,280000.0
1999-10-15,9454,9454,9085,9085,2,3906.0,280000.0
1999-10-18,8767,9093,8051,8225,103,3528.0,280000.0
1999-10-19,9100,9187,7862,8145,456,3500.0,280000.0
1999-10-20,9103,9103,9038,9126,619,3920.0,280000.0
1999-10-21,9750,10184,9098,10206,766,4382.0,280000.0
1999-10-22,11385,11385,11385,11407,1622,4900.0,280000.0
1999-10-25,12744,12744,12006,12788,1646,5488.0,280000.0
1999-10-26,14286,14286,13396,14309,1967,6146.0,280000.0
1999-10-27,15987,15987,14315,16010,5051,6874.0,280000.0
1999-10-28,17856,17856,14363,16490,4782,7084.0,280000.0
1999-10-29,14567,16435,14567,16370,3382,7028.0,280000.0
1999-11-01,17882,18294,15603,18251,3269,7840.0,280000.0
1999-11-02,18421,18421,16357,17531,4068,7532.0,280000.0
1999-11-03,16910,19189,15412,18191,7233,7812.0,280000.0
1999-11-04,18555,18555,16254,17731,2570,7616.0,280000.0
1999-11-05,17781,18150,15610,16370,3024,7028.0,280000.0
1999-11-08,18311,18311,16616,18311,6212,7868.0,280000.0
1999-11-09,18296,19186,17710,17971,2927,7714.0,280000.0
1999-11-10,16331,18894,16331,17330,3792,7448.0,280000.0
