인산가(277410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-02-02,2829,2953,2761,2823,89686,5514.0,2210000.0
2018-02-05,2823,3100,2823,2840,459105,5547.0,2210000.0
2018-02-06,2800,2851,2698,2756,128117,5381.0,2210000.0
2018-02-07,2812,2829,2721,2722,100793,5315.0,2210000.0
2018-02-08,2693,2744,2670,2739,58037,5348.0,2210000.0
2018-02-09,2789,2789,2636,2699,58767,5271.0,2210000.0
2018-02-12,2766,2766,2597,2614,102116,5105.0,2210000.0
2018-02-13,2591,2687,2574,2654,55378,5182.0,2210000.0
2018-02-14,2687,2687,2614,2659,12925,5194.0,2210000.0
2018-02-19,2631,2749,2614,2659,37401,5194.0,2210000.0
2018-02-20,2710,2710,2636,2688,11347,5249.0,2210000.0
2018-02-21,2710,2710,2631,2665,6441,5205.0,2210000.0
2018-02-22,2681,2681,2619,2665,5273,5205.0,2210000.0
2018-02-23,2664,2738,2636,2671,27373,5216.0,2210000.0
2018-02-26,2755,2755,2659,2693,6573,5260.0,2210000.0
2018-02-27,2721,2721,2653,2665,16205,5205.0,2210000.0
2018-02-28,2783,2783,2636,2676,17965,5227.0,2210000.0
2018-03-02,2778,2778,2631,2654,17453,5182.0,2210000.0
2018-03-05,2642,2698,2625,2671,15928,5216.0,2210000.0
2018-03-06,2710,2710,2670,2693,3015,5260.0,2210000.0
2018-03-07,2698,2698,2659,2688,7108,5249.0,2210000.0
2018-03-08,2704,2704,2653,2654,8430,5182.0,2210000.0
2018-03-09,2653,2704,2653,2676,5918,5227.0,2210000.0
2018-03-12,2659,2693,2659,2693,7128,5260.0,2210000.0
2018-03-13,2636,2727,2636,2727,23740,5326.0,2210000.0
2018-03-14,2829,2829,2687,2795,41286,5459.0,2210000.0
2018-03-15,2829,2868,2783,2818,56647,5503.0,2210000.0
2018-03-16,2908,2947,2795,2880,84181,5624.0,2210000.0
2018-03-19,2908,2908,2863,2891,24858,5647.0,2210000.0
2018-03-20,2851,3044,2829,2976,87139,5812.0,2210000.0
2018-03-21,2959,3015,2908,2937,29037,5735.0,2210000.0
2018-03-22,3027,3078,2902,2903,45813,5669.0,2210000.0
2018-03-23,2930,2930,2812,2840,18122,5547.0,2210000.0
2018-03-26,2863,2891,2817,2863,15134,5591.0,2210000.0
2018-03-27,2846,2930,2846,2886,14038,5636.0,2210000.0
2018-03-28,2959,3236,2879,3004,313228,5868.0,2210000.0
2018-03-29,3015,3151,2993,3095,67773,6044.0,2210000.0
2018-03-30,0,0,0,3095,0,6044.0,2210000.0
2018-04-02,0,0,0,3095,0,,
2018-04-03,0,0,0,3095,0,,
2018-04-04,0,0,0,3095,0,,
2018-04-05,0,0,0,3095,0,,
2018-04-06,0,0,0,3095,0,,
2018-04-09,0,0,0,3095,0,,
2018-04-10,0,0,0,3095,0,,
2018-04-11,0,0,0,3095,0,,
2018-04-12,0,0,0,3095,0,,
2018-04-13,0,0,0,3095,0,,
2018-04-16,0,0,0,3095,0,,
2018-04-17,0,0,0,3095,0,,
2018-04-18,0,0,0,3095,0,,
2018-04-19,0,0,0,3095,0,,
2018-04-20,0,0,0,3095,0,,
2018-04-23,0,0,0,3095,0,,
2018-04-24,0,0,0,3095,0,,
2018-04-25,0,0,0,3095,0,,
2018-04-26,0,0,0,3095,0,,
2018-04-27,0,0,0,3095,0,,
2018-04-30,0,0,0,3095,0,,
2018-05-02,0,0,0,3095,0,,
2018-05-03,0,0,0,3095,0,,
2018-05-04,0,0,0,3095,0,,
2018-05-08,0,0,0,3095,0,,
2018-05-09,0,0,0,3095,0,,
2018-05-10,0,0,0,3095,0,,
2018-05-11,0,0,0,3095,0,,
2018-05-14,0,0,0,3095,0,,
2018-05-15,0,0,0,3095,0,,
2018-05-16,0,0,0,3095,0,,
2018-05-17,0,0,0,3095,0,,
2018-05-18,0,0,0,3095,0,,
2018-05-21,0,0,0,3095,0,,
2018-05-23,0,0,0,3095,0,,
2018-05-24,0,0,0,3095,0,,
2018-05-25,0,0,0,3095,0,,
2018-05-28,0,0,0,3095,0,,
2018-05-29,0,0,0,3095,0,,
2018-05-30,0,0,0,3095,0,,
2018-05-31,0,0,0,3095,0,,
2018-06-01,3095,4020,3095,4020,1106860,8884.0,2210000.0
2018-06-04,4200,4420,3820,4100,1952274,9061.0,2210000.0
2018-06-05,4295,4390,3845,3845,1045986,8497.0,2210000.0
2018-06-07,3735,4010,3650,3820,505808,8442.0,2210000.0
2018-06-08,3745,4050,3720,3790,351459,8376.0,2210000.0
2018-06-11,3780,3780,3575,3640,137881,8044.0,2210000.0
2018-06-12,3730,3765,3500,3580,67112,7912.0,2210000.0
2018-06-14,3540,3790,3530,3585,96793,7923.0,2210000.0
2018-06-15,3515,3695,3400,3695,158373,8166.0,2210000.0
2018-06-18,3755,3950,3605,3935,442648,8696.0,2210000.0
2018-06-19,3870,4270,3865,3940,576744,8707.0,2210000.0
2018-06-20,3840,3935,3705,3725,130772,8232.0,2210000.0
2018-06-21,3670,4615,3670,3940,2030262,8707.0,2210000.0
2018-06-22,3845,3945,3730,3835,247139,8475.0,2210000.0
2018-06-25,3840,3890,3750,3815,110545,8431.0,2210000.0
2018-06-26,3785,4100,3700,3820,299335,8442.0,2210000.0
2018-06-27,3835,3900,3610,3645,251191,8055.0,2210000.0
2018-06-28,3650,3705,3515,3535,92132,7812.0,2210000.0
2018-06-29,3490,3650,3390,3485,97737,7702.0,2210000.0
2018-07-02,3500,3600,3470,3535,30501,7812.0,2210000.0
2018-07-03,3535,3690,3530,3565,42637,7879.0,2210000.0
2018-07-04,3510,3620,3510,3530,19749,7801.0,2210000.0
2018-07-05,3530,3640,3460,3575,13747,7901.0,2210000.0
2018-07-06,3595,3700,3550,3605,22614,7967.0,2210000.0
2018-07-09,3680,3800,3600,3640,47673,8044.0,2210000.0
2018-07-10,3645,3790,3645,3700,22723,8177.0,2210000.0
2018-07-11,3780,3800,3700,3795,17204,8387.0,2210000.0
2018-07-12,3820,3820,3735,3795,18900,8387.0,2210000.0
2018-07-13,3800,3850,3700,3730,17232,8243.0,2210000.0
2018-07-16,3805,3805,3600,3645,26629,8055.0,2210000.0
2018-07-17,3710,3710,3465,3620,11305,8000.0,2210000.0
2018-07-18,3740,3740,3545,3595,35135,7945.0,2210000.0
2018-07-19,3555,3670,3365,3365,41580,7437.0,2210000.0
2018-07-20,3360,3415,3160,3415,13966,7547.0,2210000.0
2018-07-23,3415,3450,3320,3335,8591,7370.0,2210000.0
2018-07-24,3340,3495,3335,3430,13804,7580.0,2210000.0
2018-07-25,3380,3570,3360,3430,27297,7580.0,2210000.0
2018-07-26,3430,3595,3325,3355,15997,7415.0,2210000.0
2018-07-27,3300,3380,3065,3140,61523,6939.0,2210000.0
2018-07-30,3265,3325,3080,3130,30370,6917.0,2210000.0
2018-07-31,3190,3190,3085,3135,12153,6928.0,2210000.0
2018-08-01,3090,3170,3090,3130,4251,6917.0,2210000.0
2018-08-02,3090,3305,3080,3125,43763,6906.0,2210000.0
2018-08-03,3125,3210,3020,3200,37092,7072.0,2210000.0
2018-08-06,3160,3265,3160,3205,11029,7083.0,2210000.0
2018-08-07,3265,3340,3180,3245,11961,7171.0,2210000.0
2018-08-08,3205,3300,3155,3220,16398,7116.0,2210000.0
2018-08-09,3050,3220,2930,3000,199957,6630.0,2210000.0
2018-08-10,3000,3085,2870,2920,63848,6453.0,2210000.0
2018-08-13,2895,2895,2365,2385,525535,5271.0,2210000.0
2018-08-14,2410,2480,2370,2435,82676,5381.0,2210000.0
2018-08-16,2435,2490,2300,2380,149524,5260.0,2210000.0
2018-08-17,2400,2445,2360,2430,40245,5370.0,2210000.0
2018-08-20,2415,2490,2350,2485,32579,5492.0,2210000.0
2018-08-21,2480,3230,2470,3230,1453835,7138.0,2210000.0
2018-08-22,3065,3500,2835,2880,2135314,6365.0,2210000.0
2018-08-23,2925,3530,2890,3295,4637529,7282.0,2210000.0
2018-08-24,3330,4000,3225,3690,5275567,8155.0,2210000.0
2018-08-27,3840,4450,3835,4165,3883877,9205.0,2210000.0
2018-08-28,4070,4360,3965,4170,1161082,9216.0,2210000.0
2018-08-29,4295,4315,4065,4290,1238175,9481.0,2210000.0
2018-08-30,4100,4175,3900,4070,413096,8995.0,2210000.0
2018-08-31,3920,4100,3840,3960,297790,8752.0,2210000.0
2018-09-03,3970,4320,3970,4045,777385,8939.0,2210000.0
2018-09-04,4075,4300,3910,4180,840688,9238.0,2210000.0
2018-09-05,4200,4265,3920,4015,276550,8873.0,2210000.0
2018-09-06,3955,3970,3700,3715,188256,8210.0,2210000.0
2018-09-07,3755,3755,3590,3590,81523,7934.0,2210000.0
2018-09-10,3525,3720,3185,3600,295648,7956.0,2210000.0
2018-09-11,3150,3195,2855,2915,1447502,64646.0,22177049.0
2018-09-12,2915,2935,2685,2750,602345,60987.0,22177049.0
2018-09-13,2735,2985,2650,2775,925801,61541.0,22177049.0
2018-09-14,2770,2770,2655,2710,306841,60100.0,22177049.0
2018-09-17,2700,2700,2545,2635,478322,58437.0,22177049.0
2018-09-18,2630,2630,2520,2610,383907,57882.0,22177049.0
2018-09-19,2605,2605,2475,2500,340330,55443.0,22177049.0
2018-09-20,2490,2490,2300,2400,615594,53225.0,22177049.0
2018-09-21,2440,2845,2370,2565,5584573,56884.0,22177049.0
2018-09-27,2570,2580,2440,2515,518020,55775.0,22177049.0
2018-09-28,2515,2515,2385,2385,563343,52892.0,22177049.0
2018-10-01,2405,2420,2325,2335,266649,51783.0,22177049.0
2018-10-02,2340,2350,2165,2285,430660,50675.0,22177049.0
2018-10-04,2270,2275,2130,2165,323672,48013.0,22177049.0
2018-10-05,2180,2495,2145,2160,1782991,47902.0,22177049.0
2018-10-08,2155,2195,2090,2105,247128,48929.0,23244214.0
2018-10-10,2110,2135,1975,2035,333161,47302.0,23244214.0
2018-10-11,1950,2175,1915,1920,626673,44629.0,23244214.0
2018-10-12,1925,2080,1925,1990,276696,46256.0,23244214.0
2018-10-15,2010,2250,1985,2080,1274693,48348.0,23244214.0
2018-10-16,2060,2215,2055,2120,909839,49278.0,23244214.0
2018-10-17,2475,2505,2150,2175,5112353,50556.0,23244214.0
2018-10-18,2210,2245,2130,2155,913645,50091.0,23244214.0
2018-10-19,2140,2145,2080,2135,469474,49626.0,23244214.0
2018-10-22,2100,2125,2050,2100,375603,48813.0,23244214.0
2018-10-23,2155,2160,1985,2000,522109,46488.0,23244214.0
2018-10-24,2010,2045,1910,1910,310758,44396.0,23244214.0
2018-10-25,1850,2065,1810,1895,708311,44048.0,23244214.0
2018-10-26,1940,1995,1840,1900,406478,44164.0,23244214.0
2018-10-29,1900,1925,1750,1760,346572,40910.0,23244214.0
2018-10-30,1685,1900,1680,1825,490331,42421.0,23244214.0
2018-10-31,1835,1890,1805,1830,151660,42537.0,23244214.0
2018-11-01,1845,1930,1825,1915,344068,44513.0,23244214.0
2018-11-02,1950,1965,1900,1940,286483,45094.0,23244214.0
2018-11-05,1940,1980,1860,1975,403067,45907.0,23244214.0
2018-11-06,2120,2120,1915,1925,993654,44745.0,23244214.0
2018-11-07,1920,1980,1885,1900,331854,44164.0,23244214.0
2018-11-08,1950,1985,1915,1955,171657,45442.0,23244214.0
2018-11-09,1975,1980,1895,1950,174594,45326.0,23244214.0
2018-11-12,1920,2065,1920,2010,501696,46721.0,23244214.0
2018-11-13,1975,2000,1935,2000,133182,46488.0,23244214.0
2018-11-14,2000,2035,1975,1990,226729,46256.0,23244214.0
2018-11-15,2000,2020,1900,1965,209865,45675.0,23244214.0
2018-11-16,1970,1975,1910,1940,216677,45094.0,23244214.0
2018-11-19,1920,1950,1900,1915,227579,45086.0,23543719.0
2018-11-20,1875,1935,1815,1835,333685,43203.0,23543719.0
2018-11-21,1820,1840,1705,1740,588809,40966.0,23543719.0
2018-11-22,1745,1770,1695,1700,238437,40024.0,23543719.0
2018-11-23,1700,1725,1635,1650,385205,38847.0,23543719.0
2018-11-26,1615,1710,1615,1695,213053,39907.0,23543719.0
2018-11-27,1705,1735,1670,1715,185224,41968.0,24471256.0
2018-11-28,1715,1735,1675,1690,154588,41356.0,24471256.0
2018-11-29,1695,1725,1675,1680,195892,41112.0,24471256.0
2018-11-30,1680,1695,1645,1675,212835,40989.0,24471256.0
2018-12-03,1700,1760,1675,1755,432919,42947.0,24471256.0
2018-12-04,1755,1775,1730,1750,302103,42825.0,24471256.0
2018-12-05,1710,1740,1700,1735,209082,42458.0,24471256.0
2018-12-06,1735,1745,1650,1705,748982,41723.0,24471256.0
2018-12-07,1700,1715,1655,1665,307764,40745.0,24471256.0
2018-12-10,1645,1655,1595,1600,246871,39154.0,24471256.0
2018-12-11,1600,1600,1545,1550,298577,37930.0,24471256.0
2018-12-12,1545,1695,1540,1620,683735,39643.0,24471256.0
2018-12-13,1620,1670,1605,1650,207604,40378.0,24471256.0
2018-12-14,1655,1655,1595,1635,218156,40011.0,24471256.0
2018-12-17,1635,1645,1600,1630,133786,39888.0,24471256.0
2018-12-18,1605,1615,1585,1605,94602,39276.0,24471256.0
2018-12-19,1600,1620,1585,1590,150919,38909.0,24471256.0
2018-12-20,1590,1625,1570,1595,94258,39032.0,24471256.0
2018-12-21,1610,1630,1585,1605,58833,39276.0,24471256.0
2018-12-24,1605,1605,1555,1580,81751,38665.0,24471256.0
2018-12-26,1555,1575,1505,1540,131911,37686.0,24471256.0
2018-12-27,1575,1575,1535,1560,26587,38175.0,24471256.0
2018-12-28,1560,1605,1550,1590,59541,38909.0,24471256.0
2019-01-02,1615,1615,1565,1590,83318,38909.0,24471256.0
2019-01-03,1610,1640,1550,1580,185590,38665.0,24471256.0
2019-01-04,1735,1905,1645,1665,5986695,40745.0,24471256.0
2019-01-07,1710,1730,1650,1700,1044754,41601.0,24471256.0
2019-01-08,1705,1740,1655,1685,536627,41234.0,24471256.0
2019-01-09,1690,1740,1670,1725,941650,42213.0,24471256.0
2019-01-10,1735,1740,1680,1715,466426,41968.0,24471256.0
2019-01-11,1725,1725,1690,1690,291086,41356.0,24471256.0
2019-01-14,1695,1720,1670,1700,185685,41601.0,24471256.0
2019-01-15,1730,2045,1710,1975,14428489,48331.0,24471256.0
2019-01-16,2025,2080,1955,2035,4285635,49799.0,24471256.0
2019-01-17,2055,2095,1975,2035,2864819,49799.0,24471256.0
2019-01-18,2045,2100,1990,2100,2019147,51390.0,24471256.0
2019-01-21,2110,2140,2040,2060,1274986,50411.0,24471256.0
2019-01-22,2045,2050,1990,1995,704687,48820.0,24471256.0
2019-01-23,1985,2045,1975,2035,560316,49799.0,24471256.0
2019-01-24,2035,2040,1980,2020,467689,49432.0,24471256.0
2019-01-25,2030,2030,1990,2020,316956,49432.0,24471256.0
2019-01-28,2030,2030,1995,1995,272841,48820.0,24471256.0
2019-01-29,2020,2020,1990,1995,313065,48820.0,24471256.0
2019-01-30,1985,2005,1935,1965,306988,48086.0,24471256.0
2019-01-31,1970,2000,1960,1985,258213,48575.0,24471256.0
2019-02-01,1990,2000,1950,2000,277967,48943.0,24471256.0
2019-02-07,2035,2225,2000,2120,5866748,51879.0,24471256.0
2019-02-08,2120,2150,2020,2045,1459917,50044.0,24471256.0
2019-02-11,2075,2115,2025,2060,935838,50411.0,24471256.0
2019-02-12,2070,2100,2005,2040,564300,49921.0,24471256.0
2019-02-13,2050,2100,2020,2100,533662,51390.0,24471256.0
2019-02-14,2100,2110,2050,2070,321230,50655.0,24471256.0
2019-02-15,2060,2070,2035,2045,205581,50044.0,24471256.0
2019-02-18,2040,2070,2035,2070,268211,50655.0,24471256.0
2019-02-19,2075,2080,2030,2035,303993,49799.0,24471256.0
2019-02-20,2040,2040,1930,1970,703195,48208.0,24471256.0
2019-02-21,1970,1990,1895,1950,369524,47719.0,24471256.0
2019-02-22,1950,2030,1930,2030,320801,49677.0,24471256.0
2019-02-25,2005,2045,2000,2040,147808,49921.0,24471256.0
2019-02-26,2050,2050,1985,1985,200390,48575.0,24471256.0
2019-02-27,1990,2020,1985,1995,119347,48820.0,24471256.0
2019-02-28,2000,2015,1920,1935,258484,47352.0,24471256.0
2019-03-04,2035,2045,1955,2000,521314,48943.0,24471256.0
2019-03-05,2000,2045,1990,2020,411714,49432.0,24471256.0
2019-03-06,2015,2140,2000,2080,1553849,50900.0,24471256.0
2019-03-07,2065,2135,2040,2065,1211986,50533.0,24471256.0
2019-03-08,2065,2195,2020,2150,3426000,52613.0,24471256.0
2019-03-11,2220,2355,2130,2130,8109879,52124.0,24471256.0
2019-03-12,2170,2175,2065,2110,1203316,51634.0,24471256.0
2019-03-13,2100,2130,2065,2080,620147,50900.0,24471256.0
2019-03-14,2010,2040,1970,1985,1429699,48575.0,24471256.0
2019-03-15,2015,2020,1915,1915,946962,46862.0,24471256.0
2019-03-18,1925,1975,1920,1945,398972,47597.0,24471256.0
2019-03-19,1960,1980,1940,1965,226167,48086.0,24471256.0
2019-03-20,1960,2005,1935,1985,300082,48575.0,24471256.0
2019-03-21,1975,1995,1950,1950,233818,47719.0,24471256.0
2019-03-22,1950,1995,1945,1960,212871,47964.0,24471256.0
2019-03-25,1940,1995,1935,1960,357455,47964.0,24471256.0
2019-03-26,1960,1990,1950,1970,211365,48208.0,24471256.0
2019-03-27,1985,1985,1950,1965,184072,51794.0,26358345.0
2019-03-28,1975,2050,1945,2050,878016,54035.0,26358345.0
2019-03-29,2060,2115,2020,2090,1160828,55089.0,26358345.0
2019-04-01,2090,2110,2065,2090,449054,55089.0,26358345.0
2019-04-02,2090,2100,2040,2040,528691,53771.0,26358345.0
2019-04-03,2035,2075,2035,2075,229478,54694.0,26358345.0
2019-04-04,2110,2115,2060,2080,698629,54825.0,26358345.0
2019-04-05,2070,2090,2055,2090,277239,55089.0,26358345.0
2019-04-08,2160,2330,2065,2065,2156666,54430.0,26358345.0
2019-04-09,2065,2155,2035,2110,893153,55616.0,26358345.0
2019-04-10,2130,2140,2080,2125,660097,56011.0,26358345.0
2019-04-11,2160,2230,2135,2155,1655567,56802.0,26358345.0
2019-04-12,2200,2200,2145,2180,507504,57461.0,26358345.0
2019-04-15,2180,2210,2150,2165,547252,57066.0,26358345.0
2019-04-16,2165,2170,2085,2105,561520,55484.0,26358345.0
2019-04-17,2115,2245,2085,2220,1484546,58516.0,26358345.0
2019-04-18,2250,2250,2155,2190,481591,57725.0,26358345.0
2019-04-19,2210,2245,2160,2245,1222177,59174.0,26358345.0
2019-04-22,2375,2400,2230,2265,2816175,59702.0,26358345.0
2019-04-23,2270,2275,2220,2250,548622,59306.0,26358345.0
2019-04-24,2255,2290,2220,2290,675761,60361.0,26358345.0
2019-04-25,2250,2290,2235,2245,453876,59174.0,26358345.0
2019-04-26,2230,2245,2165,2185,408747,57593.0,26358345.0
2019-04-29,2185,2205,2165,2180,280289,57461.0,26358345.0
2019-04-30,2165,2200,2130,2165,389799,57066.0,26358345.0
2019-05-02,2160,2200,2155,2195,203433,57857.0,26358345.0
2019-05-03,2180,2220,2160,2180,217018,57461.0,26358345.0
2019-05-07,2145,2165,2110,2130,350656,56143.0,26358345.0
2019-05-08,2120,2185,2110,2145,333507,56539.0,26358345.0
2019-05-09,2140,2160,2055,2075,436649,54694.0,26358345.0
2019-05-10,2090,2120,2000,2035,367441,53639.0,26358345.0
2019-05-13,2030,2080,2005,2035,183388,53639.0,26358345.0
2019-05-14,1990,2040,1950,2030,228792,53507.0,26358345.0
2019-05-15,2050,2065,1975,2060,195255,54298.0,26358345.0
2019-05-16,1995,2055,1995,2000,414829,52717.0,26358345.0
2019-05-17,2035,2035,1990,1990,146417,52453.0,26358345.0
2019-05-20,1990,2020,1870,1890,477288,49817.0,26358345.0
2019-05-21,1920,1945,1870,1900,273455,50081.0,26358345.0
2019-05-22,1905,1935,1900,1935,92817,51003.0,26358345.0
2019-05-23,1920,1950,1830,1830,246218,48236.0,26358345.0
2019-05-24,1840,1865,1735,1840,204687,48499.0,26358345.0
2019-05-27,1880,1885,1800,1805,268995,47577.0,26358345.0
2019-05-28,1790,1850,1790,1835,117743,48368.0,26358345.0
2019-05-29,1835,1835,1780,1835,105818,48368.0,26358345.0
2019-05-30,1810,1830,1760,1775,226701,46786.0,26358345.0
2019-05-31,1775,1960,1775,1860,2682029,49027.0,26358345.0
2019-06-03,1850,1850,1800,1810,342350,47709.0,26358345.0
2019-06-04,1810,1845,1810,1820,124823,47972.0,26358345.0
2019-06-05,1850,1855,1820,1840,128099,48499.0,26358345.0
2019-06-07,1840,1900,1840,1895,165592,49949.0,26358345.0
2019-06-10,1900,1905,1870,1895,131746,49949.0,26358345.0
2019-06-11,1910,1950,1895,1915,222522,50476.0,26358345.0
2019-06-12,1915,1920,1885,1910,96327,50344.0,26358345.0
2019-06-13,1930,1930,1875,1910,89935,50344.0,26358345.0
2019-06-14,1910,1940,1895,1905,83166,50213.0,26358345.0
2019-06-17,1900,1935,1880,1895,122323,49949.0,26358345.0
2019-06-18,1890,1930,1865,1880,124892,49554.0,26358345.0
2019-06-19,1900,1930,1880,1920,200461,50608.0,26358345.0
2019-06-20,1940,1940,1900,1910,119770,50344.0,26358345.0
2019-06-21,1905,1930,1890,1890,212714,49817.0,26358345.0
2019-06-24,1910,1910,1855,1865,271682,49158.0,26358345.0
2019-06-25,1880,1920,1850,1860,223177,49027.0,26358345.0
2019-06-26,1880,1890,1845,1860,174666,49027.0,26358345.0
2019-06-27,1850,1860,1800,1800,939779,47445.0,26358345.0
2019-06-28,1810,1820,1775,1810,185580,47709.0,26358345.0
2019-07-01,1810,1850,1795,1815,151815,47840.0,26358345.0
2019-07-02,1825,1825,1775,1785,185733,47050.0,26358345.0
2019-07-03,1785,1795,1730,1735,211522,45732.0,26358345.0
2019-07-04,1735,1770,1695,1735,164519,45732.0,26358345.0
2019-07-05,1740,1775,1725,1755,66080,46259.0,26358345.0
2019-07-08,1755,1760,1685,1685,152214,44414.0,26358345.0
2019-07-09,1675,1720,1650,1685,68650,44414.0,26358345.0
2019-07-10,1685,1730,1670,1710,59986,45073.0,26358345.0
2019-07-11,1710,1745,1685,1740,205827,45864.0,26358345.0
2019-07-12,1750,1760,1710,1740,86125,45864.0,26358345.0
2019-07-15,1740,1755,1690,1715,144981,45205.0,26358345.0
2019-07-16,1700,1730,1650,1690,329931,44546.0,26358345.0
2019-07-17,1685,1705,1650,1690,157540,44546.0,26358345.0
