유니트론텍(142210),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-28,6950,7070,6880,6940,63081,68928.0,9931950.0
2019-05-29,6950,6990,6770,6860,44622,68133.0,9931950.0
2019-05-30,6860,7230,6700,7230,107687,71808.0,9931950.0
2019-05-31,7190,7200,7060,7100,23355,70517.0,9931950.0
2019-06-03,6970,7110,6930,7000,28554,69524.0,9931950.0
2019-06-04,7000,7140,6870,7050,36492,70020.0,9931950.0
2019-06-05,7060,7150,6990,7100,31137,70517.0,9931950.0
2019-06-07,7100,7170,7000,7040,40111,69921.0,9931950.0
2019-06-10,7050,7270,7050,7270,58587,72205.0,9931950.0
2019-06-11,7370,7510,7190,7260,164555,72106.0,9931950.0
2019-06-12,7330,7330,7100,7200,41549,71510.0,9931950.0
2019-06-13,7170,7850,7140,7780,484185,77271.0,9931950.0
2019-06-14,7830,8270,7750,7800,612910,77469.0,9931950.0
2019-06-17,7800,7850,7600,7750,130326,76973.0,9931950.0
2019-06-18,7730,8240,7680,8150,372180,80945.0,9931950.0
2019-06-19,8110,8340,7610,7870,654620,78164.0,9931950.0
2019-06-20,7870,8110,7860,7960,129534,79058.0,9931950.0
2019-06-21,7960,8020,7810,7860,111994,78065.0,9931950.0
2019-06-24,7800,7930,7540,7600,166005,75483.0,9931950.0
2019-06-25,7680,7990,7490,7580,91403,75284.0,9931950.0
2019-06-26,7690,7690,7480,7590,59382,75384.0,9931950.0
2019-06-27,7540,7690,7320,7460,93967,74092.0,9931950.0
2019-06-28,7380,7500,7200,7440,99228,73894.0,9931950.0
2019-07-01,7400,7590,7200,7370,75185,73198.0,9931950.0
2019-07-02,7390,7430,7250,7380,26075,73298.0,9931950.0
2019-07-03,7320,7370,6970,6980,144382,69325.0,9931950.0
2019-07-04,6990,7100,6820,6900,78084,68530.0,9931950.0
2019-07-05,6900,6960,6780,6830,49801,67835.0,9931950.0
2019-07-08,6900,6900,6290,6350,133960,63068.0,9931950.0
2019-07-09,6450,6510,6190,6190,64034,61479.0,9931950.0
2019-07-10,6200,6450,6200,6340,46012,62969.0,9931950.0
2019-07-11,6340,6370,6200,6290,35133,62472.0,9931950.0
2019-07-12,6340,6370,6200,6360,27697,63167.0,9931950.0
2019-07-15,6420,6420,6050,6230,62396,61876.0,9931950.0
2019-07-16,6170,6300,6100,6260,20200,62174.0,9931950.0
2019-07-17,6300,6300,6050,6200,30835,61578.0,9931950.0
2019-07-18,6100,6280,6050,6130,22042,60883.0,9931950.0
2019-07-19,6120,6280,6120,6200,22325,61578.0,9931950.0
2019-07-22,6220,6270,6110,6200,10926,61578.0,9931950.0
2019-07-23,6200,6250,6050,6070,15979,60287.0,9931950.0
2019-07-24,6070,6110,5930,5990,34154,59492.0,9931950.0
2019-07-25,6050,6110,5760,5830,41431,57903.0,9931950.0
2019-07-26,5700,5850,5700,5780,45028,57407.0,9931950.0
2019-07-29,5780,5780,5390,5670,57136,56314.0,9931950.0
2019-07-30,5400,5850,5400,5750,19476,57109.0,9931950.0
2019-07-31,5650,5800,5450,5770,22621,57307.0,9931950.0
2019-08-01,5710,5790,5570,5630,16163,55917.0,9931950.0
2019-08-02,5550,5690,5460,5680,33901,56413.0,9931950.0
2019-08-05,5680,5680,4565,4780,184204,47475.0,9931950.0
2019-08-06,4550,4880,4420,4700,109362,46680.0,9931950.0
2019-08-07,4615,4850,4330,4395,141347,43651.0,9931950.0
2019-08-08,4630,4650,4445,4615,39612,45836.0,9931950.0
2019-08-09,4530,4900,4530,4825,58492,47922.0,9931950.0
2019-08-12,4855,5060,4855,4980,32851,49461.0,9931950.0
2019-08-13,4970,5030,4715,4950,20880,49163.0,9931950.0
2019-08-14,5060,5230,4940,5080,37551,50454.0,9931950.0
2019-08-16,4875,5250,4875,4960,37561,49262.0,9931950.0
2019-08-19,4905,5150,4875,4980,20674,49461.0,9931950.0
2019-08-20,5060,5060,4875,5020,32841,49858.0,9931950.0
2019-08-21,5070,5140,4975,5120,24598,50852.0,9931950.0
2019-08-22,5150,5290,5070,5130,21837,50951.0,9931950.0
2019-08-23,5070,5120,4960,5060,26569,50256.0,9931950.0
2019-08-26,4910,5000,4710,4780,29636,47475.0,9931950.0
2019-08-27,4905,5000,4715,4900,17683,48667.0,9931950.0
2019-08-28,4850,4980,4840,4980,20148,49461.0,9931950.0
2019-08-29,4990,5050,4845,4845,16184,48120.0,9931950.0
2019-08-30,4980,5050,4880,5050,21845,50156.0,9931950.0
2019-09-02,5250,5250,4985,4985,60684,49511.0,9931950.0
2019-09-03,5040,5140,4980,5060,16483,50256.0,9931950.0
2019-09-04,5160,5190,5050,5150,21172,51150.0,9931950.0
2019-09-05,5150,5270,5070,5180,32294,51448.0,9931950.0
2019-09-06,5240,5240,5100,5180,17455,51448.0,9931950.0
2019-09-09,5180,5250,5120,5200,37154,51646.0,9931950.0
2019-09-10,5240,5280,5180,5190,13023,51547.0,9931950.0
2019-09-11,5290,5290,5190,5260,17194,52242.0,9931950.0
2019-09-16,5290,5290,5070,5270,14019,52341.0,9931950.0
2019-09-17,5280,5280,5170,5220,23910,51845.0,9931950.0
2019-09-18,5230,5240,5120,5170,21007,51348.0,9931950.0
2019-09-19,5110,5220,5100,5170,20601,51348.0,9931950.0
2019-09-20,5250,5250,4965,5160,85208,51249.0,9931950.0
2019-09-23,5160,5180,5030,5140,23556,51050.0,9931950.0
2019-09-24,5220,6640,5190,6010,2757782,59691.0,9931950.0
2019-09-25,6100,6120,5900,5910,414907,58698.0,9931950.0
2019-09-26,5910,5990,5690,5800,203422,57605.0,9931950.0
2019-09-27,5760,5920,5670,5770,75868,57307.0,9931950.0
2019-09-30,5800,5870,5610,5740,84858,57009.0,9931950.0
2019-10-01,5730,6020,5680,5920,251579,58797.0,9931950.0
2019-10-02,6000,6150,5630,5710,444269,56711.0,9931950.0
2019-10-04,5630,5760,5480,5480,86379,54427.0,9931950.0
2019-10-07,5440,5590,5160,5270,128301,52341.0,9931950.0
