이노인스트루먼트(215790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-02-06,9825,9900,9825,9900,5162,13860.0,7000000.0
2017-02-07,9850,10000,9850,9875,9437,13825.0,7000000.0
2017-02-08,9950,10074,9950,10075,8188,14105.0,7000000.0
2017-02-09,9900,10200,9900,10200,63543,14280.0,7000000.0
2017-02-10,10025,10175,10025,10150,15086,14210.0,7000000.0
2017-02-13,10200,10200,9800,9850,133097,13790.0,7000000.0
2017-02-14,9875,9875,9650,9725,223378,13615.0,7000000.0
2017-02-15,9750,9950,9750,9950,42273,13930.0,7000000.0
2017-02-16,9950,9950,9950,9950,27378,13930.0,7000000.0
2017-02-17,9874,9974,9874,9975,19868,13965.0,7000000.0
2017-02-20,9975,10024,9975,10025,120059,14035.0,7000000.0
2017-02-21,10150,10150,10075,10125,18436,14175.0,7000000.0
2017-02-22,10000,10050,9975,10000,32345,14000.0,7000000.0
2017-02-23,9900,11875,9900,11250,1443770,15750.0,7000000.0
2017-02-24,11175,11750,10850,10875,501521,15225.0,7000000.0
2017-02-27,10850,11300,10700,10700,174159,14980.0,7000000.0
2017-02-28,10750,11000,10500,11000,197908,15400.0,7000000.0
2017-03-02,10675,11175,10650,10975,224037,15365.0,7000000.0
2017-03-03,11000,11000,10550,10650,179394,14910.0,7000000.0
2017-03-06,10800,11875,10675,11000,663490,15400.0,7000000.0
2017-03-07,11100,11425,10900,11350,180691,15890.0,7000000.0
2017-03-08,11250,11500,10925,11150,129029,15610.0,7000000.0
2017-03-09,10975,11475,10975,11100,170995,15540.0,7000000.0
2017-03-10,10975,11250,10975,11100,115125,15540.0,7000000.0
2017-03-13,11050,11575,11050,11450,369087,16030.0,7000000.0
2017-03-14,11350,11625,11300,11625,80298,16275.0,7000000.0
2017-03-15,11700,11700,11325,11400,151141,15960.0,7000000.0
2017-03-16,11300,12225,11250,11875,262552,16625.0,7000000.0
2017-03-17,11800,12600,11500,11900,412649,16660.0,7000000.0
2017-03-20,11900,12075,11500,11900,125997,16660.0,7000000.0
2017-03-21,11925,14450,11075,11400,2533617,15960.0,7000000.0
2017-03-22,11400,11700,11125,11375,235391,15925.0,7000000.0
2017-03-23,11375,11675,11375,11500,83137,16100.0,7000000.0
2017-03-24,11450,12125,11400,11825,197560,16555.0,7000000.0
2017-03-27,11825,12000,11475,11525,76009,16135.0,7000000.0
2017-03-28,11525,11950,11500,11650,60365,16310.0,7000000.0
2017-03-29,11600,12750,11600,11975,582129,16765.0,7000000.0
2017-03-30,13000,13800,11925,11925,1260071,16695.0,7000000.0
2017-03-31,11875,12200,11800,12100,107505,16940.0,7000000.0
2017-04-03,12125,12800,12125,12300,372590,17220.0,7000000.0
2017-04-04,12425,12975,12250,12800,570629,17920.0,7000000.0
2017-04-05,12875,13275,12375,12725,467758,17815.0,7000000.0
2017-04-06,12700,12775,12375,12725,117767,17815.0,7000000.0
2017-04-07,12775,12950,12500,12650,109918,17710.0,7000000.0
2017-04-10,12600,12600,12000,12050,232759,16870.0,7000000.0
2017-04-11,11975,12225,11925,12200,54885,17080.0,7000000.0
2017-04-12,12200,12350,11975,12100,62191,16940.0,7000000.0
2017-04-13,12200,12200,11850,12000,89299,16800.0,7000000.0
2017-04-14,11925,12175,11750,12125,162739,16975.0,7000000.0
2017-04-17,12075,13249,12075,12825,475505,17955.0,7000000.0
2017-04-18,12800,13400,12675,13225,239053,18515.0,7000000.0
2017-04-19,13225,13500,12800,13325,219412,18655.0,7000000.0
2017-04-20,13225,13425,13125,13300,74971,18620.0,7000000.0
2017-04-21,13300,13625,13100,13500,216442,18900.0,7000000.0
2017-04-24,13500,14600,13500,13900,838443,19460.0,7000000.0
2017-04-25,14150,14300,13500,14000,291220,19600.0,7000000.0
2017-04-26,13850,14150,13650,14000,220754,19600.0,7000000.0
2017-04-27,14000,14174,13625,13950,287135,19530.0,7000000.0
2017-04-28,13800,14175,13750,14100,111981,19740.0,7000000.0
2017-05-02,14075,14650,14000,14000,281657,19600.0,7000000.0
2017-05-04,14000,14050,13600,13800,139320,19320.0,7000000.0
2017-05-08,13650,14050,13175,13500,196048,269773.0,99915748.0
2017-05-10,13650,16000,13400,14600,1336841,291754.0,99915748.0
2017-05-11,14775,14925,14100,14400,251591,287757.0,99915748.0
2017-05-12,14400,14500,14075,14450,175127,288757.0,99915748.0
2017-05-15,14500,14500,13975,14050,165467,280763.0,99915748.0
2017-05-16,14150,14249,13750,14225,128953,284260.0,99915748.0
2017-05-17,14150,14275,13975,14125,174288,282262.0,99915748.0
2017-05-18,14424,16750,14250,14250,6363291,284760.0,99915748.0
2017-05-19,14250,14825,14050,14550,451378,290755.0,99915748.0
2017-05-22,14625,16249,14375,15325,1729393,306242.0,99915748.0
2017-05-23,15175,15400,14900,15025,550893,300247.0,99915748.0
2017-05-24,15275,15325,14725,14725,420760,294252.0,99915748.0
2017-05-25,14725,14950,14375,14400,344697,287757.0,99915748.0
2017-05-26,14400,14649,14275,14525,249175,290255.0,99915748.0
2017-05-29,14650,14725,14450,14475,186627,289256.0,99915748.0
2017-05-30,14350,14775,14300,14450,197333,288757.0,99915748.0
2017-05-31,14625,15225,14450,15000,610893,299747.0,99915748.0
2017-06-01,15000,15225,14849,14925,248437,298249.0,99915748.0
2017-06-02,14975,16200,14850,15450,1184635,308740.0,99915748.0
2017-06-05,15450,15725,15250,15500,354980,309739.0,99915748.0
2017-06-07,15500,15750,15200,15600,255185,311737.0,99915748.0
2017-06-08,15600,15750,15250,15700,358366,313735.0,99915748.0
2017-06-09,15800,15825,15225,15350,368357,306741.0,99915748.0
2017-06-12,15300,15425,14925,15200,265448,303744.0,99915748.0
2017-06-13,15000,15450,14900,15250,233706,304743.0,99915748.0
2017-06-14,15250,15425,15050,15200,181082,303744.0,99915748.0
2017-06-15,15050,15300,14725,14975,238610,299248.0,99915748.0
2017-06-16,14775,14925,14325,14525,401478,290255.0,99915748.0
2017-06-19,14549,15075,14549,15075,264932,301246.0,99915748.0
2017-06-20,15075,15075,14425,14625,245160,292254.0,99915748.0
2017-06-21,14625,14875,14250,14775,218211,295251.0,99915748.0
2017-06-22,14775,14775,14500,14575,88948,291254.0,99915748.0
2017-06-23,14575,14800,14524,14650,78409,292753.0,99915748.0
2017-06-26,14849,14849,14275,14525,256403,290255.0,99915748.0
2017-06-27,14525,14525,14300,14400,123510,287757.0,99915748.0
2017-06-28,14400,14900,14275,14700,131720,293752.0,99915748.0
2017-06-29,14700,14700,14375,14400,107106,287757.0,99915748.0
2017-06-30,14400,14900,14225,14725,197869,294252.0,99915748.0
2017-07-03,14525,14750,14325,14350,107197,286758.0,99915748.0
2017-07-04,14250,14824,14200,14250,145913,284760.0,99915748.0
2017-07-05,14300,14524,14275,14450,51764,288757.0,99915748.0
2017-07-06,14250,14375,14225,14275,78340,285259.0,99915748.0
2017-07-07,14250,14300,14075,14100,58867,281762.0,99915748.0
2017-07-10,14100,14325,13400,13700,202166,273769.0,99915748.0
2017-07-11,13900,13900,12975,13425,156485,268274.0,99915748.0
2017-07-12,13424,13424,12975,13050,174965,260780.0,99915748.0
2017-07-13,13049,13300,12975,13025,97551,260281.0,99915748.0
2017-07-14,13000,13200,12925,13150,74067,262778.0,99915748.0
2017-07-17,13275,13350,13000,13225,58470,264277.0,99915748.0
2017-07-18,13000,13225,12900,13225,71107,264277.0,99915748.0
2017-07-19,13200,13250,13025,13150,113665,262778.0,99915748.0
2017-07-20,13050,14800,13050,14150,628565,282762.0,99915748.0
2017-07-21,14175,14775,14000,14625,207706,292254.0,99915748.0
2017-07-24,14750,14900,14375,14500,121350,289756.0,99915748.0
2017-07-25,14750,14750,13850,14050,154438,280763.0,99915748.0
2017-07-26,13925,14375,13750,14100,116593,281762.0,99915748.0
2017-07-27,14150,16475,13900,13900,6773845,277766.0,99915748.0
2017-07-28,13674,13674,12850,13150,556956,262778.0,99915748.0
2017-07-31,13150,13250,12675,12700,373966,253786.0,99915748.0
2017-08-01,12275,12825,12275,12550,129397,250789.0,99915748.0
2017-08-02,12575,13200,12500,13050,166488,260780.0,99915748.0
2017-08-03,12900,13175,12000,12250,394597,244794.0,99915748.0
2017-08-04,12250,12375,11850,12375,134456,247291.0,99915748.0
2017-08-07,12375,12875,12100,12650,100094,252787.0,99915748.0
2017-08-08,12850,12850,12425,12475,97670,249290.0,99915748.0
2017-08-09,12475,12475,12100,12100,72421,241796.0,99915748.0
2017-08-10,12225,12225,11700,11850,128884,236800.0,99915748.0
2017-08-11,11825,11850,11300,11475,181650,229307.0,99915748.0
2017-08-14,11800,12200,11600,11725,77647,234302.0,99915748.0
2017-08-16,11450,11500,10850,10950,369849,218815.0,99915748.0
2017-08-17,10950,11075,10825,11075,135325,221313.0,99915748.0
2017-08-18,11075,11200,10850,11075,61628,221313.0,99915748.0
2017-08-21,10975,11175,10425,10500,131761,209823.0,99915748.0
2017-08-22,10500,10625,10050,10500,154722,209823.0,99915748.0
2017-08-23,10675,11150,10550,10900,252229,217816.0,99915748.0
2017-08-24,10900,11400,10875,11300,89232,225810.0,99915748.0
2017-08-25,11225,12325,11150,11600,278503,231805.0,99915748.0
2017-08-28,11675,11675,11275,11450,106731,228807.0,99915748.0
2017-08-29,11250,11825,11250,11475,118910,229307.0,99915748.0
2017-08-30,11400,11750,11400,11500,31926,229806.0,99915748.0
2017-08-31,11425,11575,11350,11525,66885,230306.0,99915748.0
2017-09-01,11450,11650,11375,11625,64119,232304.0,99915748.0
2017-09-04,11050,11450,11050,11250,99004,224810.0,99915748.0
2017-09-05,11200,11400,10525,10550,173585,210822.0,99915748.0
2017-09-06,10625,11000,10600,10650,69534,212821.0,99915748.0
2017-09-07,10875,10875,10175,10275,206882,205327.0,99915748.0
2017-09-08,10275,10275,10024,10125,148630,202329.0,99915748.0
2017-09-11,10125,10400,10050,10300,57220,205826.0,99915748.0
2017-09-12,10300,10425,9974,10175,84795,203329.0,99915748.0
2017-09-13,10325,11250,10300,10625,272317,212321.0,99915748.0
2017-09-14,10625,10850,10425,10500,83257,209823.0,99915748.0
2017-09-15,10500,10725,10200,10675,96558,213320.0,99915748.0
2017-09-18,10600,10825,10575,10675,56260,213320.0,99915748.0
2017-09-19,10725,10725,10500,10625,44746,212321.0,99915748.0
2017-09-20,10650,10650,10225,10400,84779,207825.0,99915748.0
2017-09-21,10500,10500,10100,10100,101465,201830.0,99915748.0
2017-09-22,10125,10350,10000,10200,50917,203828.0,99915748.0
2017-09-25,10025,10250,10000,10150,56028,202829.0,99915748.0
2017-09-26,9875,10150,9875,10000,69648,199831.0,99915748.0
2017-09-27,10025,10700,10025,10250,81365,204827.0,99915748.0
2017-09-28,10375,10425,10200,10375,41120,207325.0,99915748.0
2017-09-29,10275,10550,10275,10450,38026,208824.0,99915748.0
2017-10-10,10600,10700,10475,10550,69776,210822.0,99915748.0
2017-10-11,10550,10600,10375,10425,77126,208324.0,99915748.0
2017-10-12,10575,11175,10375,10625,249658,212321.0,99915748.0
2017-10-13,10475,10900,10450,10775,96149,215318.0,99915748.0
2017-10-16,10775,11100,10525,11100,119938,221813.0,99915748.0
2017-10-17,10950,11200,10825,11150,55866,222812.0,99915748.0
2017-10-18,10975,11175,10875,11000,55923,219815.0,99915748.0
2017-10-19,11000,11075,10700,10800,92029,215818.0,99915748.0
2017-10-20,10875,10900,10650,10825,47420,216318.0,99915748.0
2017-10-23,10850,10875,10600,10725,39457,214319.0,99915748.0
2017-10-24,10900,10950,10725,10875,38802,217317.0,99915748.0
2017-10-25,10875,11275,10825,11050,107403,220814.0,99915748.0
2017-10-26,11175,11175,10875,11000,76023,219815.0,99915748.0
2017-10-27,11000,11025,10750,10925,72390,218316.0,99915748.0
2017-10-30,10950,11075,10750,11000,108623,219815.0,99915748.0
2017-10-31,10900,11075,10725,11000,145212,219815.0,99915748.0
2017-11-01,11025,11150,10850,11075,97821,221313.0,99915748.0
2017-11-02,10950,11125,10950,11050,183059,220814.0,99915748.0
2017-11-03,11125,11625,11000,11625,159417,232304.0,99915748.0
2017-11-06,11575,12075,11300,11500,241065,229806.0,99915748.0
2017-11-07,11500,11575,11250,11350,74225,226809.0,99915748.0
2017-11-08,11325,11725,11000,11200,122527,223811.0,99915748.0
2017-11-09,11350,11475,10850,11000,262528,219815.0,99915748.0
2017-11-10,11050,11125,10850,11000,77546,219815.0,99915748.0
2017-11-13,11025,11150,10650,10725,188899,214319.0,99915748.0
2017-11-14,10650,10825,10350,10350,1196535,206826.0,99915748.0
2017-11-15,10350,10425,9474,9775,983677,195335.0,99915748.0
2017-11-16,9700,9774,9474,9575,197230,191339.0,99915748.0
2017-11-17,9550,9725,9200,9500,344844,189840.0,99915748.0
2017-11-20,9450,9500,9000,9100,622757,181847.0,99915748.0
2017-11-21,9200,9300,9050,9150,285911,182846.0,99915748.0
2017-11-22,9225,9225,9000,9000,290491,179848.0,99915748.0
2017-11-23,9000,9375,9000,9200,914191,183845.0,99915748.0
2017-11-24,9275,9325,9125,9250,251140,184844.0,99915748.0
2017-11-27,9325,9325,9150,9275,186366,185344.0,99915748.0
2017-11-28,9300,10225,9250,9675,1225589,193337.0,99915748.0
2017-11-29,9874,9874,9474,9675,400420,193337.0,99915748.0
2017-11-30,9675,9675,9450,9550,211126,190839.0,99915748.0
2017-12-01,9550,9750,9425,9675,175095,193337.0,99915748.0
2017-12-04,9674,10300,9474,10175,846891,203329.0,99915748.0
2017-12-05,10125,10325,9875,10000,456815,199831.0,99915748.0
2017-12-06,9975,10400,9950,10200,628712,203828.0,99915748.0
2017-12-07,10275,11900,10150,10525,2556631,210323.0,99915748.0
2017-12-08,10525,10900,10125,10300,460146,205826.0,99915748.0
2017-12-11,10450,10500,10025,10400,533871,207825.0,99915748.0
2017-12-12,10400,11625,10275,10625,1867258,212321.0,99915748.0
2017-12-13,10625,10725,10300,10600,553671,211821.0,99915748.0
2017-12-14,10650,10850,10325,10450,298744,208824.0,99915748.0
2017-12-15,10625,10925,10175,10200,503057,203828.0,99915748.0
2017-12-18,10175,10275,10000,10125,469540,202329.0,99915748.0
2017-12-19,10250,10675,9875,10375,609654,207325.0,99915748.0
2017-12-20,10375,10500,10100,10250,259450,204827.0,99915748.0
2017-12-21,10150,10300,9850,9850,285488,196834.0,99915748.0
2017-12-22,9800,10050,9550,9825,151714,196334.0,99915748.0
2017-12-26,9850,9875,9375,9500,299600,189840.0,99915748.0
2017-12-27,9700,9950,9400,9750,179812,194836.0,99915748.0
2017-12-28,10000,10000,9650,9875,174537,197334.0,99915748.0
2018-01-02,9925,10900,9925,10675,1235999,213320.0,99915748.0
2018-01-03,10750,11400,10675,11250,1245217,224810.0,99915748.0
2018-01-04,12950,13950,11400,11625,8651841,232304.0,99915748.0
2018-01-05,11950,12525,11350,12225,2216774,244294.0,99915748.0
2018-01-08,12225,13674,12225,13350,4968096,266775.0,99915748.0
2018-01-09,13350,13374,12750,13150,1342411,262778.0,99915748.0
2018-01-10,13025,13050,12075,12225,1553621,244294.0,99915748.0
2018-01-11,12100,12650,11925,12250,672516,244794.0,99915748.0
2018-01-12,12275,12400,11475,11675,933834,233303.0,99915748.0
2018-01-15,11425,11900,11250,11875,688742,237300.0,99915748.0
2018-01-16,12000,12250,11725,12175,573793,243295.0,99915748.0
2018-01-17,12250,12350,11725,11900,508261,237799.0,99915748.0
2018-01-18,11950,12325,11675,12200,498781,243794.0,99915748.0
2018-01-19,12300,12325,11900,12000,381881,239798.0,99915748.0
2018-01-22,12025,12150,11600,12100,333086,241796.0,99915748.0
2018-01-23,12225,12225,11650,11750,459402,234802.0,99915748.0
2018-01-24,11850,11925,11600,11725,290592,234302.0,99915748.0
2018-01-25,11800,12225,11700,12125,564327,243566.0,100439748.0
2018-01-26,12125,12850,11875,12850,1499244,258130.0,100439748.0
2018-01-29,13250,13250,12400,12500,773020,251099.0,100439748.0
2018-01-30,12500,12500,12025,12125,701175,243566.0,100439748.0
2018-01-31,11950,12000,11675,11825,408370,237540.0,100439748.0
2018-02-01,11875,11925,11400,11500,658739,231011.0,100439748.0
2018-02-02,11550,11650,11000,11050,407976,221972.0,100439748.0
2018-02-05,10925,11625,10875,11350,497164,227998.0,100439748.0
2018-02-06,10775,11300,10675,10850,558000,217954.0,100439748.0
2018-02-07,11025,11175,10650,10650,240668,213937.0,100439748.0
2018-02-08,10650,10900,10500,10825,189179,217452.0,100439748.0
2018-02-09,10500,10850,10275,10850,183713,217954.0,100439748.0
2018-02-12,11100,11150,10675,10675,94543,214439.0,100439748.0
2018-02-13,10700,10950,10225,10375,205613,208412.0,100439748.0
2018-02-14,10325,10500,10025,10250,239222,205901.0,100439748.0
2018-02-19,10525,10525,10250,10500,131845,210923.0,100439748.0
2018-02-20,10525,10900,10425,10900,173111,218959.0,100439748.0
2018-02-21,10950,11075,10850,10925,236152,219461.0,100439748.0
2018-02-22,10850,10850,10700,10800,81567,216950.0,100439748.0
2018-02-23,10700,11025,10600,10875,188268,218456.0,100439748.0
2018-02-26,10850,10900,10700,10700,106536,214941.0,100439748.0
2018-02-27,10725,11750,10675,11275,599743,226492.0,100439748.0
2018-02-28,11300,11450,11000,11150,276392,223981.0,100439748.0
2018-03-02,10825,11050,10500,10675,312051,214439.0,100439748.0
2018-03-05,10624,10850,10224,10225,218036,205399.0,100439748.0
2018-03-06,10275,10700,10175,10550,226937,211928.0,100439748.0
2018-03-07,10950,10950,10400,10400,150986,208915.0,100439748.0
2018-03-08,10400,10600,10200,10475,185833,210421.0,100439748.0
2018-03-09,10475,10600,10300,10375,181070,208412.0,100439748.0
2018-03-12,10375,10675,10200,10500,376894,210923.0,100439748.0
2018-03-13,10625,10625,10250,10350,276895,207910.0,100439748.0
2018-03-14,10350,10575,10250,10500,280636,210923.0,100439748.0
2018-03-15,11050,12975,10950,11375,8144349,228500.0,100439748.0
2018-03-16,11450,11800,11200,11375,1760261,228500.0,100439748.0
2018-03-19,11250,11625,10850,10925,1034755,219461.0,100439748.0
2018-03-20,11000,11025,10550,10625,590520,213434.0,100439748.0
2018-03-21,10625,11050,10575,10675,535470,214439.0,100439748.0
2018-03-22,10600,11025,10400,10425,663193,209417.0,100439748.0
2018-03-23,10275,10375,10025,10350,675165,207910.0,100439748.0
2018-03-26,10200,10400,10150,10250,228266,205901.0,100439748.0
2018-03-27,10450,10450,10225,10400,365023,208915.0,100439748.0
2018-03-28,10225,10400,10150,10400,283430,208915.0,100439748.0
2018-03-29,10325,10700,10275,10400,258854,208915.0,100439748.0
2018-03-30,10525,10550,10150,10250,442866,205901.0,100439748.0
2018-04-02,10250,10300,10100,10100,220651,202888.0,100439748.0
2018-04-03,10100,10175,10050,10100,149398,202888.0,100439748.0
2018-04-04,10225,10225,9700,10000,391616,200879.0,100439748.0
2018-04-05,10000,10100,9875,9925,258354,199373.0,100439748.0
2018-04-06,9850,9950,9600,9600,255477,192844.0,100439748.0
2018-04-09,9524,9624,9375,9525,280950,191338.0,100439748.0
2018-04-10,9475,9950,9400,9950,259989,199875.0,100439748.0
2018-04-11,10000,10350,9750,10250,365844,205901.0,100439748.0
2018-04-12,10325,10350,9825,10200,688149,204897.0,100439748.0
2018-04-13,10175,10175,9950,10100,120659,202888.0,100439748.0
2018-04-16,10100,10100,9850,9900,273172,198871.0,100439748.0
2018-04-17,9900,10500,9900,10450,742600,209919.0,100439748.0
2018-04-18,10350,10675,10300,10375,416792,208412.0,100439748.0
2018-04-19,10300,10500,10250,10450,374332,209919.0,100439748.0
2018-04-20,10450,11150,10275,10875,928172,218456.0,100439748.0
2018-04-23,10875,10875,10400,10450,258245,209919.0,100439748.0
2018-04-24,10500,10575,10225,10250,327131,205901.0,100439748.0
2018-04-25,10375,10375,9925,10200,238364,204897.0,100439748.0
2018-04-26,10300,10300,9975,10050,249104,201884.0,100439748.0
2018-04-27,10125,10150,9800,9800,379513,196862.0,100439748.0
2018-04-30,9575,9750,9375,9700,590147,194853.0,100439748.0
2018-05-02,0,0,0,9700,0,194853.0,100439748.0
2018-05-03,0,0,0,9700,0,,
2018-05-04,0,0,0,9700,0,,
2018-05-08,0,0,0,9700,0,,
2018-05-09,0,0,0,9700,0,,
2018-05-10,0,0,0,9700,0,,
2018-05-11,0,0,0,9700,0,,
2018-05-14,0,0,0,9700,0,,
2018-05-15,0,0,0,9700,0,,
2018-05-16,0,0,0,9700,0,,
2018-05-17,0,0,0,9700,0,,
2018-05-18,0,0,0,9700,0,,
2018-05-21,0,0,0,9700,0,,
2018-05-23,0,0,0,9700,0,,
2018-05-24,10000,10800,9640,9760,247778,197964.0,20283149.0
2018-05-25,9800,9810,9510,9700,113970,196747.0,20283149.0
2018-05-28,9670,9680,9420,9660,109315,195935.0,20283149.0
2018-05-29,9600,9770,9510,9670,54048,196138.0,20283149.0
2018-05-30,9670,9790,9430,9430,28108,191270.0,20283149.0
2018-05-31,9430,9610,9190,9190,32025,186402.0,20283149.0
2018-06-01,9210,9480,9000,9290,34587,188430.0,20283149.0
2018-06-04,9450,9600,9290,9450,28739,191676.0,20283149.0
2018-06-05,9460,9700,9400,9680,63594,196341.0,20283149.0
2018-06-07,9680,9860,9580,9810,80927,198978.0,20283149.0
2018-06-08,9810,10300,9710,10250,130198,207902.0,20283149.0
2018-06-11,10400,10500,10150,10300,64397,208916.0,20283149.0
2018-06-12,10300,10300,9840,10200,45030,206888.0,20283149.0
2018-06-14,10150,10150,9820,9940,25159,201615.0,20283149.0
2018-06-15,9910,10050,9880,9940,28131,201615.0,20283149.0
2018-06-18,9860,9970,9410,9490,30814,192487.0,20283149.0
2018-06-19,9710,9730,9100,9200,26886,186605.0,20283149.0
2018-06-20,9200,9400,9070,9210,36523,186808.0,20283149.0
2018-06-21,9180,9340,8630,8630,29599,175044.0,20283149.0
2018-06-22,8520,8800,8210,8580,71483,174029.0,20283149.0
2018-06-25,8740,8740,8400,8580,14785,174029.0,20283149.0
2018-06-26,8650,8740,8420,8590,11152,174232.0,20283149.0
2018-06-27,8520,8610,8440,8440,13387,171190.0,20283149.0
2018-06-28,8380,8450,7990,8250,43718,167336.0,20283149.0
2018-06-29,8250,8250,7970,8240,39110,167133.0,20283149.0
2018-07-02,8000,8030,7490,7590,40980,153949.0,20283149.0
2018-07-03,7510,7780,7270,7570,64781,153543.0,20283149.0
2018-07-04,7580,7580,7280,7550,28474,153138.0,20283149.0
2018-07-05,7580,7580,7260,7260,12532,147256.0,20283149.0
2018-07-06,7470,7470,6990,7320,27615,148473.0,20283149.0
2018-07-09,7210,7260,6970,7260,45769,147256.0,20283149.0
2018-07-10,7330,7330,7060,7210,36000,146242.0,20283149.0
2018-07-11,7190,7220,7000,7200,78861,146039.0,20283149.0
2018-07-12,7230,7240,6880,7240,130339,146850.0,20283149.0
2018-07-13,7240,7370,7100,7340,48064,148878.0,20283149.0
2018-07-16,7380,7470,7200,7340,32531,148878.0,20283149.0
2018-07-17,7440,7700,7300,7590,73639,153949.0,20283149.0
2018-07-18,7600,7730,7450,7600,52888,154152.0,20283149.0
2018-07-19,7590,7610,7500,7590,32424,153949.0,20283149.0
2018-07-20,7590,7750,7370,7560,26015,153341.0,20283149.0
2018-07-23,7550,7550,7150,7350,16023,149081.0,20283149.0
2018-07-24,7310,7470,6990,7180,52494,145633.0,20283149.0
2018-07-25,6960,7050,6860,6920,60107,140359.0,20283149.0
2018-07-26,6850,6990,6580,6840,77428,138737.0,20283149.0
2018-07-27,6840,6860,6690,6690,62847,135694.0,20283149.0
2018-07-30,6720,6990,6700,6970,29069,141374.0,20283149.0
2018-07-31,6950,7020,6880,7010,8992,142185.0,20283149.0
2018-08-01,7080,7090,7010,7060,10248,143199.0,20283149.0
2018-08-02,7100,7120,6940,7060,14372,143199.0,20283149.0
2018-08-03,7060,7060,6890,6900,10494,139954.0,20283149.0
2018-08-06,7020,7020,6810,6940,7270,140765.0,20283149.0
2018-08-07,6990,6990,6810,6900,9097,139954.0,20283149.0
2018-08-08,6830,6960,6690,6900,37851,139954.0,20283149.0
2018-08-09,6900,6900,6700,6890,31610,139751.0,20283149.0
2018-08-10,6950,6950,6790,6920,11671,140359.0,20283149.0
2018-08-13,6970,6970,6600,6720,24229,136303.0,20283149.0
2018-08-14,6780,6860,6720,6830,8026,138534.0,20283149.0
2018-08-16,6710,6710,6300,6580,41591,133463.0,20283149.0
2018-08-17,6600,6600,6500,6580,19843,133463.0,20283149.0
2018-08-20,6470,6610,6420,6520,31328,132246.0,20283149.0
2018-08-21,6460,6550,6430,6520,14777,132246.0,20283149.0
2018-08-22,6590,6600,6500,6580,10409,133463.0,20283149.0
2018-08-23,6650,6650,6400,6650,19451,134883.0,20283149.0
2018-08-24,6650,6740,6600,6700,12867,135897.0,20283149.0
2018-08-27,6740,7410,6730,7070,93622,143402.0,20283149.0
2018-08-28,7090,7180,6920,7050,35982,142996.0,20283149.0
2018-08-29,7050,7070,6940,7010,15377,142185.0,20283149.0
2018-08-30,7050,7130,6900,7030,36791,142591.0,20283149.0
2018-08-31,7040,7070,6960,7040,9472,142793.0,20283149.0
2018-09-03,7040,7080,6910,7040,15671,142793.0,20283149.0
2018-09-04,7100,7100,6970,7050,8098,142996.0,20283149.0
2018-09-05,7050,7160,6950,7050,32926,142996.0,20283149.0
2018-09-06,7030,7030,6840,6950,34720,140968.0,20283149.0
2018-09-07,6780,7020,6780,6930,37792,140562.0,20283149.0
2018-09-10,6950,7000,6710,6950,22674,140968.0,20283149.0
2018-09-11,6940,7000,6910,6980,10925,141576.0,20283149.0
2018-09-12,7040,7190,6970,7030,37408,142591.0,20283149.0
2018-09-13,7100,7100,6920,7000,6198,141982.0,20283149.0
2018-09-14,7030,7050,6930,6990,4386,141779.0,20283149.0
2018-09-17,6960,7030,6890,6940,23923,140765.0,20283149.0
2018-09-18,6940,6940,6800,6910,11790,140157.0,20283149.0
2018-09-19,7020,7020,6800,6840,9302,138737.0,20283149.0
2018-09-20,6850,6930,6510,6610,60675,134072.0,20283149.0
2018-09-21,6700,6810,6600,6650,18842,134883.0,20283149.0
2018-09-27,6640,6830,6620,6790,13209,137723.0,20283149.0
2018-09-28,6760,6830,6700,6750,5916,136911.0,20283149.0
2018-10-01,6830,6830,6440,6570,34731,133260.0,20283149.0
2018-10-02,6620,6620,6250,6350,27248,128798.0,20283149.0
2018-10-04,6300,6440,6120,6440,39691,130623.0,20283149.0
2018-10-05,6310,6440,6230,6330,8768,128392.0,20283149.0
2018-10-08,6360,6390,6170,6310,7264,127987.0,20283149.0
2018-10-10,6300,6430,5990,6200,15757,125756.0,20283149.0
2018-10-11,6000,6180,5390,5610,78694,113788.0,20283149.0
2018-10-12,5260,5500,5150,5490,101347,111354.0,20283149.0
2018-10-15,5410,5520,5300,5490,22867,111354.0,20283149.0
2018-10-16,5640,5680,5360,5670,19863,115005.0,20283149.0
2018-10-17,5520,5870,5510,5710,38694,115817.0,20283149.0
2018-10-18,5710,5870,5690,5770,4018,117034.0,20283149.0
2018-10-19,5690,5800,5600,5800,18390,117642.0,20283149.0
2018-10-22,5830,5830,5680,5790,2843,117439.0,20283149.0
2018-10-23,5780,5790,5610,5780,7929,117237.0,20283149.0
2018-10-24,5780,5830,5480,5640,17025,114397.0,20283149.0
2018-10-25,5460,5650,5260,5570,11143,112977.0,20283149.0
2018-10-26,5510,5640,4960,5480,45973,111152.0,20283149.0
2018-10-29,5180,5450,4795,5310,60628,107704.0,20283149.0
2018-10-30,4925,5240,4680,4680,139695,94925.0,20283149.0
2018-10-31,4690,4770,4470,4725,33664,95838.0,20283149.0
2018-11-01,4725,4840,4610,4680,15787,94925.0,20283149.0
2018-11-02,4680,4790,4390,4750,31305,96345.0,20283149.0
2018-11-05,4750,4795,4655,4745,11377,96244.0,20283149.0
2018-11-06,4790,4790,4620,4705,6396,95432.0,20283149.0
