골프존(215000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-12-15,65900,66100,64900,65800,6496,412922.0,6275415.0
2016-12-16,66400,66500,65500,66200,11751,415432.0,6275415.0
2016-12-19,66200,66200,65600,66100,2250,414805.0,6275415.0
2016-12-20,66300,66300,65600,66100,3306,414805.0,6275415.0
2016-12-21,66100,66500,66100,66400,9680,416688.0,6275415.0
2016-12-22,66400,66400,65800,65800,3840,412922.0,6275415.0
2016-12-23,65800,66400,65800,66200,2860,415432.0,6275415.0
2016-12-26,66100,66600,66100,66300,11647,416060.0,6275415.0
2016-12-27,66300,67600,66000,67200,17392,421708.0,6275415.0
2016-12-28,65700,65700,64000,65300,7781,409785.0,6275415.0
2016-12-29,65800,65800,64400,65300,5184,409785.0,6275415.0
2017-01-02,65300,65300,64400,64400,4576,404137.0,6275415.0
2017-01-03,64000,65100,63900,64000,5444,401627.0,6275415.0
2017-01-04,63900,64300,63800,64000,4053,401627.0,6275415.0
2017-01-05,64600,64700,64000,64000,4558,401627.0,6275415.0
2017-01-06,64100,64400,63900,63900,3988,400999.0,6275415.0
2017-01-09,63900,64100,63700,63700,6202,399744.0,6275415.0
2017-01-10,63400,63700,63000,63300,6482,397234.0,6275415.0
2017-01-11,63500,64300,63200,64100,3088,402254.0,6275415.0
2017-01-12,64000,64300,63500,64100,2734,402254.0,6275415.0
2017-01-13,64100,64200,63700,63900,2589,400999.0,6275415.0
2017-01-16,63400,63900,63400,63500,2060,398489.0,6275415.0
2017-01-17,63200,63800,63100,63200,2344,396606.0,6275415.0
2017-01-18,63100,63300,62400,62800,3880,394096.0,6275415.0
2017-01-19,62600,62800,62400,62700,3397,393469.0,6275415.0
2017-01-20,62700,63600,62500,63500,3609,398489.0,6275415.0
2017-01-23,63500,63600,62300,63000,1348,395351.0,6275415.0
2017-01-24,63000,63200,62700,62800,938,394096.0,6275415.0
2017-01-25,63400,63400,62600,62900,1208,394724.0,6275415.0
2017-01-26,63000,63200,62400,63000,2635,395351.0,6275415.0
2017-01-31,63000,63100,62500,62900,2933,394724.0,6275415.0
2017-02-01,62900,63300,62400,63000,4356,395351.0,6275415.0
2017-02-02,63400,63400,62400,62700,4879,393469.0,6275415.0
2017-02-03,62700,62700,61800,62600,4134,392841.0,6275415.0
2017-02-06,62300,62400,61900,62100,3547,389703.0,6275415.0
2017-02-07,62200,62200,61500,61600,3273,386566.0,6275415.0
2017-02-08,61600,61700,61100,61400,3842,385310.0,6275415.0
2017-02-09,61400,61600,60200,61500,5481,385938.0,6275415.0
2017-02-10,61500,62600,61400,62500,4637,392213.0,6275415.0
2017-02-13,62700,63100,62400,63000,3113,395351.0,6275415.0
2017-02-14,63300,63500,62600,63400,2396,397861.0,6275415.0
2017-02-15,63400,63500,62800,63100,2399,395979.0,6275415.0
2017-02-16,63100,63600,63100,63500,1965,398489.0,6275415.0
2017-02-17,64000,64200,63200,64000,2565,401627.0,6275415.0
2017-02-20,64300,64700,63600,64400,2237,404137.0,6275415.0
2017-02-21,64400,65100,64200,65100,4205,408530.0,6275415.0
2017-02-22,65100,66300,64800,66200,8477,415432.0,6275415.0
2017-02-23,66400,66600,65700,66200,3428,415432.0,6275415.0
2017-02-24,66500,66500,65800,66000,3453,414177.0,6275415.0
2017-02-27,66400,66600,62500,66600,6955,417943.0,6275415.0
2017-02-28,67100,67500,66500,67500,6880,423591.0,6275415.0
2017-03-02,67600,67600,65600,66500,2729,417315.0,6275415.0
2017-03-03,66300,66300,65200,66000,1637,414177.0,6275415.0
2017-03-06,65000,65800,64600,64700,2095,406019.0,6275415.0
2017-03-07,64800,65500,64400,65200,2045,409157.0,6275415.0
2017-03-08,65400,65400,64500,64700,824,406019.0,6275415.0
2017-03-09,64600,64700,61500,61500,11081,385938.0,6275415.0
2017-03-10,61600,61700,60800,61300,8849,384683.0,6275415.0
2017-03-13,60900,61700,60500,61000,5709,382800.0,6275415.0
2017-03-14,61200,61300,58000,58000,26808,363974.0,6275415.0
2017-03-15,58900,59000,58100,58100,6824,364602.0,6275415.0
2017-03-16,58300,58900,56000,56000,21568,351423.0,6275415.0
2017-03-17,55900,56000,54000,54400,40009,341383.0,6275415.0
2017-03-20,54400,54600,53500,53800,11572,337617.0,6275415.0
2017-03-21,54200,54300,52500,52600,23971,330087.0,6275415.0
2017-03-22,52400,53200,51900,52600,14064,330087.0,6275415.0
2017-03-23,52800,52800,51800,51800,13154,325066.0,6275415.0
2017-03-24,51600,52900,51300,52400,14849,328832.0,6275415.0
2017-03-27,52700,53400,52300,52600,7152,330087.0,6275415.0
2017-03-28,52700,52700,51100,51500,24117,323184.0,6275415.0
2017-03-29,52000,52000,50900,51400,12402,322556.0,6275415.0
2017-03-30,51100,51500,50000,50300,26563,315653.0,6275415.0
2017-03-31,50500,51500,50200,51500,13892,323184.0,6275415.0
2017-04-03,51500,51600,51000,51500,7491,323184.0,6275415.0
2017-04-04,51500,51600,51000,51400,8831,322556.0,6275415.0
2017-04-05,51400,52200,51400,51900,14698,325694.0,6275415.0
2017-04-06,51800,52100,51500,52000,8959,326322.0,6275415.0
2017-04-07,51600,52800,51600,51900,10299,325694.0,6275415.0
2017-04-10,52000,52000,49800,50300,22266,315653.0,6275415.0
2017-04-11,50000,50600,49800,49950,7928,313457.0,6275415.0
2017-04-12,49750,50500,49650,50400,6173,316281.0,6275415.0
2017-04-13,50700,50700,50000,50300,4961,315653.0,6275415.0
2017-04-14,50600,50600,50000,50300,6565,315653.0,6275415.0
2017-04-17,50300,50500,50200,50400,6108,316281.0,6275415.0
2017-04-18,50500,50800,50300,50400,6308,316281.0,6275415.0
2017-04-19,50700,51300,50200,51100,10323,320674.0,6275415.0
2017-04-20,51100,52900,50800,52500,30692,329459.0,6275415.0
2017-04-21,52300,52800,52000,52700,10541,330714.0,6275415.0
2017-04-24,52700,53500,52000,52800,18305,331342.0,6275415.0
2017-04-25,53000,54000,52500,52700,27294,330714.0,6275415.0
2017-04-26,52800,53500,52100,53200,12962,333852.0,6275415.0
2017-04-27,53400,53900,52800,53300,9174,334480.0,6275415.0
2017-04-28,53500,53600,52300,52600,10944,330087.0,6275415.0
2017-05-02,52600,52700,51200,51800,10851,325066.0,6275415.0
2017-05-04,51600,52300,51300,51600,4965,323811.0,6275415.0
2017-05-08,52100,52100,51500,51800,7313,325066.0,6275415.0
2017-05-10,51400,52100,51200,51200,13572,321301.0,6275415.0
2017-05-11,51700,51800,51000,51200,10348,321301.0,6275415.0
2017-05-12,51300,51400,50400,50800,12302,318791.0,6275415.0
2017-05-15,50700,51300,50500,51200,5508,321301.0,6275415.0
2017-05-16,50800,51300,50100,50300,13039,315653.0,6275415.0
2017-05-17,50300,50800,50200,50500,6166,316908.0,6275415.0
2017-05-18,53200,54000,52000,52200,43184,327577.0,6275415.0
2017-05-19,52800,52800,51600,52200,10308,327577.0,6275415.0
2017-05-22,52200,52600,51800,52400,9406,328832.0,6275415.0
2017-05-23,52700,53400,52700,53200,13673,333852.0,6275415.0
2017-05-24,53700,62000,53500,57600,152823,361464.0,6275415.0
2017-05-25,58000,59800,57300,59100,48082,370877.0,6275415.0
2017-05-26,60000,60400,56900,58200,30368,365229.0,6275415.0
2017-05-29,58600,58900,56900,56900,26380,357071.0,6275415.0
2017-05-30,57500,57900,56900,57000,7812,357699.0,6275415.0
2017-05-31,57500,58200,56800,58200,15999,365229.0,6275415.0
2017-06-01,58300,58400,56400,56900,17559,357071.0,6275415.0
2017-06-02,57200,58700,56200,58500,23987,367112.0,6275415.0
2017-06-05,58800,60900,58000,60400,28725,379035.0,6275415.0
2017-06-07,60700,60900,59300,60200,19276,377780.0,6275415.0
2017-06-08,60700,60900,59800,60700,10529,380918.0,6275415.0
2017-06-09,60900,62000,60200,61300,16846,384683.0,6275415.0
2017-06-12,61800,61800,60600,60600,11336,380290.0,6275415.0
2017-06-13,61100,63500,61000,62600,23055,392841.0,6275415.0
2017-06-14,62700,63700,62000,63400,22901,397861.0,6275415.0
2017-06-15,63900,63900,61900,62500,29951,392213.0,6275415.0
2017-06-16,62400,63700,60100,61200,28535,384055.0,6275415.0
2017-06-19,61500,63000,61200,61400,12121,385310.0,6275415.0
2017-06-20,61400,62700,59300,61900,19945,388448.0,6275415.0
2017-06-21,61900,62400,60400,61600,4710,386566.0,6275415.0
2017-06-22,60700,61500,58700,59500,18941,373387.0,6275415.0
2017-06-23,59500,60700,58800,60200,9746,377780.0,6275415.0
2017-06-26,60700,61500,60400,60600,10752,380290.0,6275415.0
2017-06-27,60600,61200,59400,59800,4864,375270.0,6275415.0
2017-06-28,59700,59700,58200,59000,7435,370249.0,6275415.0
2017-06-29,59400,59400,57800,58100,7454,364602.0,6275415.0
2017-06-30,58100,59300,58100,59200,1979,371505.0,6275415.0
2017-07-03,59400,59400,58400,59300,2564,372132.0,6275415.0
2017-07-04,58500,59000,58100,58200,3173,365229.0,6275415.0
2017-07-05,58200,59600,58000,59200,2705,371505.0,6275415.0
2017-07-06,59500,60000,59000,59200,1275,371505.0,6275415.0
2017-07-07,58500,59500,57800,58000,2589,363974.0,6275415.0
2017-07-10,58600,58800,57600,58100,1300,364602.0,6275415.0
2017-07-11,58000,58000,56700,57300,5633,359581.0,6275415.0
2017-07-12,57200,57500,56500,56900,1448,357071.0,6275415.0
2017-07-13,57500,57500,54000,55100,17528,345775.0,6275415.0
2017-07-14,55100,55100,53700,54100,3975,339500.0,6275415.0
2017-07-17,53600,55100,52400,52600,9998,330087.0,6275415.0
2017-07-18,53400,54500,52500,54100,7801,339500.0,6275415.0
2017-07-19,53800,55000,52500,53100,17594,333225.0,6275415.0
2017-07-20,53100,53800,53000,53500,6085,335735.0,6275415.0
2017-07-21,54100,54100,53000,53700,2909,336990.0,6275415.0
2017-07-24,53800,53800,52900,53200,4884,333852.0,6275415.0
2017-07-25,53900,53900,53000,53200,2213,333852.0,6275415.0
2017-07-26,53300,53800,50900,51800,27957,325066.0,6275415.0
2017-07-27,51800,52200,50900,51300,17742,321929.0,6275415.0
2017-07-28,51600,51600,50500,50900,10507,319419.0,6275415.0
2017-07-31,50900,51400,50800,50800,5238,318791.0,6275415.0
2017-08-01,51100,52400,51000,52000,10169,326322.0,6275415.0
2017-08-02,52500,52500,51900,52100,7837,326949.0,6275415.0
2017-08-03,52400,52400,51000,51600,6935,323811.0,6275415.0
2017-08-04,52000,52300,51300,51900,3284,325694.0,6275415.0
2017-08-07,51900,52500,51900,52100,2297,326949.0,6275415.0
2017-08-08,52100,52400,51500,52300,4507,328204.0,6275415.0
2017-08-09,52600,52600,51200,51300,5205,321929.0,6275415.0
2017-08-10,52500,52500,50700,51600,4167,323811.0,6275415.0
2017-08-11,51300,51300,50800,50800,4396,318791.0,6275415.0
2017-08-14,50900,51900,50700,51300,2151,321929.0,6275415.0
2017-08-16,51800,51800,51000,51300,7533,321929.0,6275415.0
2017-08-17,51000,51500,50900,51000,7961,320046.0,6275415.0
2017-08-18,51200,51200,50800,51100,3185,320674.0,6275415.0
2017-08-21,51100,51400,50800,51100,3134,320674.0,6275415.0
2017-08-22,50900,51300,50700,50700,5557,318164.0,6275415.0
2017-08-23,50700,51400,50100,50700,10108,318164.0,6275415.0
2017-08-24,50800,50800,49850,50000,20184,313771.0,6275415.0
2017-08-25,50700,50700,49450,49650,26783,311574.0,6275415.0
2017-08-28,49650,49950,49550,49800,8195,312516.0,6275415.0
2017-08-29,50000,50000,49400,49500,14288,310633.0,6275415.0
2017-08-30,49850,49850,49250,49300,15199,309378.0,6275415.0
2017-08-31,49300,49600,49150,49200,18804,308750.0,6275415.0
2017-09-01,49300,49500,49050,49050,52154,307809.0,6275415.0
2017-09-04,48750,48800,48150,48200,13426,302475.0,6275415.0
2017-09-05,48500,48700,47000,47250,15325,296513.0,6275415.0
2017-09-06,47150,47800,47150,47250,13223,296513.0,6275415.0
2017-09-07,47250,48450,47250,48450,15338,304044.0,6275415.0
2017-09-08,48500,48850,47850,48600,6758,304985.0,6275415.0
2017-09-11,48950,48950,48300,48650,8551,305299.0,6275415.0
2017-09-12,48950,48950,48250,48600,4630,304985.0,6275415.0
2017-09-13,48250,48950,47650,48000,8512,301220.0,6275415.0
2017-09-14,47650,48450,47500,47700,6594,299337.0,6275415.0
2017-09-15,47700,47700,46650,46700,16901,293062.0,6275415.0
2017-09-18,47050,47050,46250,46600,7676,292434.0,6275415.0
2017-09-19,46850,47200,46300,47000,9336,294945.0,6275415.0
2017-09-20,47100,47800,46850,47550,7370,298396.0,6275415.0
2017-09-21,47500,47550,46400,46550,8839,292121.0,6275415.0
2017-09-22,46100,46800,45350,45350,12092,284590.0,6275415.0
2017-09-25,44550,44900,43650,44100,22213,276746.0,6275415.0
2017-09-26,42700,45550,42700,45450,8950,285218.0,6275415.0
2017-09-27,49000,49000,45200,45500,50823,285531.0,6275415.0
2017-09-28,45000,46400,44500,45550,11756,285845.0,6275415.0
2017-09-29,46200,47100,45650,47000,4882,294945.0,6275415.0
2017-10-10,47000,47150,46000,46200,3520,289924.0,6275415.0
2017-10-11,46000,47200,46000,47150,7238,295886.0,6275415.0
2017-10-12,47100,47100,46100,46250,7576,290238.0,6275415.0
2017-10-13,46250,47150,45650,46050,7802,288983.0,6275415.0
2017-10-16,46050,46050,44950,45400,11233,284904.0,6275415.0
2017-10-17,45350,45600,45000,45050,13417,282707.0,6275415.0
2017-10-18,45200,45400,45100,45350,4385,284590.0,6275415.0
2017-10-19,45550,45650,45150,45650,4634,286473.0,6275415.0
2017-10-20,45600,46800,45550,45650,9823,286473.0,6275415.0
2017-10-23,46000,46000,44900,45150,6414,283335.0,6275415.0
2017-10-24,45200,45250,44850,45200,9420,283649.0,6275415.0
2017-10-25,45150,45350,44900,45000,7419,282394.0,6275415.0
2017-10-26,45200,45350,44800,45000,10941,282394.0,6275415.0
2017-10-27,45050,45900,45050,45700,7303,286786.0,6275415.0
2017-10-30,45850,46850,45400,46700,11332,293062.0,6275415.0
2017-10-31,46800,47000,46000,46350,5379,290865.0,6275415.0
2017-11-01,46350,46350,45900,46350,4624,290865.0,6275415.0
2017-11-02,46450,46550,45900,45950,2983,288355.0,6275415.0
2017-11-03,45950,46100,45700,45850,3770,287728.0,6275415.0
2017-11-06,45850,46850,45750,46300,5675,290552.0,6275415.0
2017-11-07,46500,47450,46100,46800,8354,293689.0,6275415.0
2017-11-08,47000,47000,46500,46750,4626,293376.0,6275415.0
2017-11-09,46750,47650,46600,47300,15669,296827.0,6275415.0
2017-11-10,47250,47700,47000,47100,5627,295572.0,6275415.0
2017-11-13,47100,48650,46850,48350,28556,303416.0,6275415.0
2017-11-14,48650,48700,47400,47550,21236,298396.0,6275415.0
2017-11-15,47650,47650,46650,46650,19346,292748.0,6275415.0
2017-11-16,46400,47450,46300,47150,9129,295886.0,6275415.0
2017-11-17,47200,47200,45800,46250,19670,290238.0,6275415.0
2017-11-20,46250,47100,46000,46900,8405,294317.0,6275415.0
2017-11-21,46500,46900,46100,46850,16626,294003.0,6275415.0
2017-11-22,46650,48350,46500,48100,23319,301847.0,6275415.0
2017-11-23,48400,48500,47250,48000,11697,301220.0,6275415.0
2017-11-24,48350,48400,47300,47500,8646,298082.0,6275415.0
2017-11-27,47650,47750,46700,46750,14532,293376.0,6275415.0
2017-11-28,46400,47800,46250,46400,13940,291179.0,6275415.0
2017-11-29,46600,46650,45800,45950,16472,288355.0,6275415.0
2017-11-30,46000,46400,45650,46200,44938,289924.0,6275415.0
2017-12-01,46000,46650,45850,46450,14915,291493.0,6275415.0
2017-12-04,46200,46950,46200,46900,14234,294317.0,6275415.0
2017-12-05,47300,47300,46600,46650,7311,292748.0,6275415.0
2017-12-06,46750,47100,46250,46350,4694,290865.0,6275415.0
2017-12-07,46350,46350,45850,46050,4820,288983.0,6275415.0
2017-12-08,46050,46250,45500,45950,6987,288355.0,6275415.0
2017-12-11,46050,46100,45500,46100,4549,289297.0,6275415.0
2017-12-12,45700,46200,45600,45800,5806,287414.0,6275415.0
2017-12-13,46150,46150,45750,45850,7529,287728.0,6275415.0
2017-12-14,46400,46450,45800,46300,7548,290552.0,6275415.0
2017-12-15,46400,46400,45950,46400,7844,291179.0,6275415.0
2017-12-18,46400,46400,45850,46000,6192,288669.0,6275415.0
2017-12-19,46000,46300,45850,45950,8693,288355.0,6275415.0
2017-12-20,46300,46300,45850,46000,6990,288669.0,6275415.0
2017-12-21,45900,46100,45800,46000,5284,288669.0,6275415.0
2017-12-22,45800,46400,45750,46250,5593,290238.0,6275415.0
2017-12-26,46550,47300,46000,46700,16182,293062.0,6275415.0
2017-12-27,46000,46000,44800,44950,21438,282080.0,6275415.0
2017-12-28,44950,45400,44800,44850,4738,281452.0,6275415.0
2018-01-02,45250,45250,44650,44850,7888,281452.0,6275415.0
2018-01-03,44750,45300,44750,45300,5277,284276.0,6275415.0
2018-01-04,45000,45700,44950,45450,6244,285218.0,6275415.0
2018-01-05,45800,45800,45050,45200,8130,283649.0,6275415.0
2018-01-08,45300,48400,44950,48150,48294,302161.0,6275415.0
2018-01-09,48150,48250,46400,46650,13077,292748.0,6275415.0
2018-01-10,46650,47300,46200,46350,5957,290865.0,6275415.0
2018-01-11,46350,47550,46300,47050,8007,295258.0,6275415.0
2018-01-12,46700,47450,46700,47050,9528,295258.0,6275415.0
2018-01-15,47900,47900,46450,46500,4385,291807.0,6275415.0
2018-01-16,46950,46950,46400,46850,6996,294003.0,6275415.0
2018-01-17,47200,47200,46000,46250,6235,290238.0,6275415.0
2018-01-18,46750,46750,45800,46200,3157,289924.0,6275415.0
2018-01-19,46500,46500,45900,46050,5266,288983.0,6275415.0
2018-01-22,45800,46850,45800,46850,8567,294003.0,6275415.0
2018-01-23,47050,48100,46250,47800,11804,299965.0,6275415.0
2018-01-24,48000,50700,47300,50700,56883,318164.0,6275415.0
2018-01-25,50300,51100,49600,50900,18020,319419.0,6275415.0
2018-01-26,50700,51900,50100,51600,21689,323811.0,6275415.0
2018-01-29,52000,53700,51500,52300,23316,328204.0,6275415.0
2018-01-30,52400,53000,51600,52300,8287,328204.0,6275415.0
2018-01-31,51700,51900,50200,50300,9779,315653.0,6275415.0
2018-02-01,50300,51900,50300,51100,9355,320674.0,6275415.0
2018-02-02,51600,51800,50100,50600,5892,317536.0,6275415.0
2018-02-05,50000,50400,49000,49700,8734,311888.0,6275415.0
2018-02-06,48350,49400,47300,48800,12337,306240.0,6275415.0
2018-02-07,49500,49500,48050,48050,11104,301534.0,6275415.0
2018-02-08,48900,49400,48050,49300,4287,309378.0,6275415.0
2018-02-09,49150,49150,47800,47950,7368,300906.0,6275415.0
2018-02-12,48950,48950,47350,47450,2847,297768.0,6275415.0
2018-02-13,48600,48600,47500,47950,3692,300906.0,6275415.0
2018-02-14,48200,48200,47250,47850,7483,300279.0,6275415.0
2018-02-19,47850,48350,47350,47900,6034,300592.0,6275415.0
2018-02-20,48450,48450,47500,48150,15025,302161.0,6275415.0
2018-02-21,48150,48250,47800,48100,3050,301847.0,6275415.0
2018-02-22,48100,48250,47500,47750,4573,299651.0,6275415.0
2018-02-23,47750,48200,47450,48100,3411,301847.0,6275415.0
2018-02-26,48550,48550,47250,47650,9257,299024.0,6275415.0
2018-02-27,48200,48200,47200,47450,5695,297768.0,6275415.0
2018-02-28,47200,47650,46550,46650,8870,292748.0,6275415.0
2018-03-02,46650,46650,45450,45750,9252,287100.0,6275415.0
2018-03-05,45900,45900,44850,45000,13578,282394.0,6275415.0
2018-03-06,45100,46000,44800,45450,7485,285218.0,6275415.0
2018-03-07,46000,46000,44750,45300,3876,284276.0,6275415.0
2018-03-08,45800,45800,44500,45350,6344,284590.0,6275415.0
2018-03-09,46800,46800,45600,46500,6944,291807.0,6275415.0
2018-03-12,46550,46800,46300,46550,3373,292121.0,6275415.0
2018-03-13,46850,46850,45700,45700,4945,286786.0,6275415.0
2018-03-14,45550,45950,45350,45400,6779,284904.0,6275415.0
2018-03-15,46500,46500,45100,45150,8236,283335.0,6275415.0
2018-03-16,45950,46150,45550,46050,6156,288983.0,6275415.0
2018-03-19,46200,46200,45850,46050,3366,288983.0,6275415.0
2018-03-20,46150,46150,45450,45550,7613,285845.0,6275415.0
2018-03-21,45550,46100,45450,45900,3266,288042.0,6275415.0
2018-03-22,45900,46000,45550,45600,3525,286159.0,6275415.0
2018-03-23,45450,45450,44850,44950,9597,282080.0,6275415.0
2018-03-26,45000,45700,44950,45500,5786,285531.0,6275415.0
2018-03-27,45900,45900,45050,45200,3409,283649.0,6275415.0
2018-03-28,45000,45000,44650,45000,8576,282394.0,6275415.0
2018-03-29,44600,45450,43950,45000,8196,282394.0,6275415.0
2018-03-30,45250,45250,44350,44650,3660,280197.0,6275415.0
2018-04-02,44800,45300,44350,44650,3935,280197.0,6275415.0
2018-04-03,44500,45000,44450,44700,8546,280511.0,6275415.0
2018-04-04,44850,45200,44150,44250,6686,277687.0,6275415.0
2018-04-05,44950,44950,44200,44750,2772,280825.0,6275415.0
2018-04-06,44750,44750,44000,44250,4339,277687.0,6275415.0
2018-04-09,44250,44650,44050,44600,5950,279884.0,6275415.0
2018-04-10,44700,45200,44500,45200,5664,283649.0,6275415.0
2018-04-11,45200,46000,45200,45550,8327,285845.0,6275415.0
2018-04-12,45700,45950,45200,45700,4289,286786.0,6275415.0
2018-04-13,45800,45950,45150,45500,3646,285531.0,6275415.0
2018-04-16,45400,45700,45000,45450,4846,285218.0,6275415.0
2018-04-17,45700,45700,45050,45300,3238,284276.0,6275415.0
2018-04-18,45800,45800,45200,45750,3587,287100.0,6275415.0
2018-04-19,45750,45900,45000,45150,10595,283335.0,6275415.0
2018-04-20,45200,45400,45150,45300,6507,284276.0,6275415.0
2018-04-23,45700,45700,44700,45100,12874,283021.0,6275415.0
2018-04-24,45000,45150,44850,45100,3786,283021.0,6275415.0
2018-04-25,45350,45350,44500,45000,7910,282394.0,6275415.0
2018-04-26,44950,45200,44400,44900,5001,281766.0,6275415.0
2018-04-27,45050,45050,44600,44850,3796,281452.0,6275415.0
2018-04-30,45100,45100,44450,44750,4309,280825.0,6275415.0
2018-05-02,45050,45050,44600,44700,3866,280511.0,6275415.0
2018-05-03,44700,44900,44500,44850,5643,281452.0,6275415.0
2018-05-04,45000,45000,44500,44750,4956,280825.0,6275415.0
2018-05-08,44750,45000,44600,44700,6156,280511.0,6275415.0
2018-05-09,44750,44750,44050,44450,8610,278942.0,6275415.0
2018-05-10,44450,44800,44000,44100,7052,276746.0,6275415.0
2018-05-11,44400,46000,44000,45450,23063,285218.0,6275415.0
2018-05-14,45950,46550,45500,45800,17787,287414.0,6275415.0
2018-05-15,46150,46150,45050,45500,12017,285531.0,6275415.0
2018-05-16,45100,45700,44500,44750,12773,280825.0,6275415.0
2018-05-17,44950,45300,44500,44800,4213,281139.0,6275415.0
2018-05-18,45000,45000,44300,44550,9140,279570.0,6275415.0
2018-05-21,44350,45000,44200,44650,4880,280197.0,6275415.0
2018-05-23,44700,44700,44250,44600,3548,279884.0,6275415.0
2018-05-24,44750,44750,44350,44550,2988,279570.0,6275415.0
2018-05-25,44750,44750,44150,44300,7342,278001.0,6275415.0
2018-05-28,44300,44500,44050,44150,5167,277060.0,6275415.0
2018-05-29,44500,44500,44050,44100,4455,276746.0,6275415.0
2018-05-30,44150,44300,43500,43750,11006,274549.0,6275415.0
2018-05-31,43800,44100,43150,43150,11925,270784.0,6275415.0
2018-06-01,43100,43850,43100,43600,3373,273608.0,6275415.0
2018-06-04,0,0,0,43600,0,273608.0,6275415.0
2018-06-05,43600,44000,43150,43850,7021,275177.0,6275415.0
2018-06-07,43600,44000,43150,43250,5971,271412.0,6275415.0
2018-06-08,43250,43950,43050,43350,6539,272039.0,6275415.0
2018-06-11,43450,43550,43200,43350,3510,272039.0,6275415.0
2018-06-12,43800,43800,43050,43100,6593,270470.0,6275415.0
2018-06-14,43400,43400,42400,42500,18095,266705.0,6275415.0
2018-06-15,42800,42800,42150,42400,9516,266078.0,6275415.0
2018-06-18,42250,42250,42050,42100,8244,264195.0,6275415.0
2018-06-19,42150,42600,42000,42050,5106,263881.0,6275415.0
2018-06-20,41750,42350,41750,42200,1181,264823.0,6275415.0
2018-06-21,42150,42550,42150,42300,2196,265450.0,6275415.0
2018-06-22,42300,42500,41900,42250,3233,265136.0,6275415.0
2018-06-25,42250,42600,42200,42450,3437,266391.0,6275415.0
2018-06-26,42600,42600,42100,42450,3473,266391.0,6275415.0
2018-06-27,42600,42600,42200,42500,4447,266705.0,6275415.0
2018-06-28,42500,42600,42100,42500,2073,266705.0,6275415.0
2018-06-29,42500,42500,42200,42500,4170,266705.0,6275415.0
2018-07-02,42500,42650,41850,42100,4850,264195.0,6275415.0
2018-07-03,41850,42450,41850,42100,4977,264195.0,6275415.0
2018-07-04,42000,42650,41950,42650,2077,267646.0,6275415.0
2018-07-05,42200,42500,42050,42150,2114,264509.0,6275415.0
2018-07-06,42150,42500,41500,42250,3858,265136.0,6275415.0
2018-07-09,42250,42300,41700,42050,2812,263881.0,6275415.0
2018-07-10,42050,42500,41700,42150,4003,264509.0,6275415.0
2018-07-11,41850,42350,41700,42050,2053,263881.0,6275415.0
2018-07-12,42300,42300,41850,42200,495,264823.0,6275415.0
2018-07-13,42250,42550,41900,42050,1650,263881.0,6275415.0
2018-07-16,42500,42500,41650,41900,3881,262940.0,6275415.0
2018-07-17,41900,42150,41500,41900,2174,262940.0,6275415.0
2018-07-18,41900,42150,41750,41900,3130,262940.0,6275415.0
2018-07-19,41900,42300,41500,41600,2035,261057.0,6275415.0
2018-07-20,42000,42000,40450,40900,8463,256664.0,6275415.0
2018-07-23,40550,40600,39650,40400,12630,253527.0,6275415.0
2018-07-24,40000,40300,39700,39800,5051,249762.0,6275415.0
2018-07-25,39700,39850,39050,39300,4505,246624.0,6275415.0
2018-07-26,39300,39700,38900,39200,7334,245996.0,6275415.0
2018-07-27,39200,39600,38800,39200,11090,245996.0,6275415.0
2018-07-30,39200,39300,38650,39150,3882,245682.0,6275415.0
2018-07-31,39250,39250,38800,39100,3081,245369.0,6275415.0
2018-08-01,39100,39600,39050,39500,2798,247879.0,6275415.0
2018-08-02,39500,39600,39250,39400,3477,247251.0,6275415.0
2018-08-03,39400,39650,39400,39550,1736,248193.0,6275415.0
2018-08-06,39750,39750,39500,39600,3403,248506.0,6275415.0
2018-08-07,39650,39900,39500,39900,2257,250389.0,6275415.0
2018-08-08,40300,40400,39900,40350,3620,253213.0,6275415.0
2018-08-09,40250,40550,39900,40000,2558,251017.0,6275415.0
2018-08-10,40050,40350,39750,40100,1769,251644.0,6275415.0
2018-08-13,40100,40100,39450,39500,2802,247879.0,6275415.0
2018-08-14,39200,39450,39100,39100,2295,245369.0,6275415.0
2018-08-16,39100,39650,39100,39300,2622,246624.0,6275415.0
2018-08-17,39550,39700,39450,39600,1632,248506.0,6275415.0
2018-08-20,39600,39900,39400,39600,3282,248506.0,6275415.0
2018-08-21,39600,39850,39050,39850,2883,250075.0,6275415.0
2018-08-22,39850,40550,39850,40450,2756,253841.0,6275415.0
2018-08-23,40300,40650,40000,40550,2537,254468.0,6275415.0
2018-08-24,40100,40550,40100,40450,1509,253841.0,6275415.0
2018-08-27,40450,40500,40100,40300,3734,252899.0,6275415.0
2018-08-28,40350,40600,39950,40050,11344,251330.0,6275415.0
2018-08-29,40100,40250,39950,40050,2159,251330.0,6275415.0
2018-08-30,40050,40250,39700,40200,6002,252272.0,6275415.0
2018-08-31,40150,40550,39750,40250,1806,252585.0,6275415.0
2018-09-03,40250,40500,39950,39950,2360,250703.0,6275415.0
2018-09-04,39800,40400,39800,40050,2562,251330.0,6275415.0
2018-09-05,40350,40350,39900,40000,1824,251017.0,6275415.0
2018-09-06,40000,40500,39800,40350,1667,253213.0,6275415.0
