선익시스템(171090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-12-06,18594,18594,17591,17591,23446,157800.0,6000000.0
2017-12-07,17591,17892,17089,17491,23206,156900.0,6000000.0
2017-12-08,17390,18327,17123,17391,40161,156000.0,6000000.0
2017-12-11,17858,18260,17223,17391,31789,156000.0,6000000.0
2017-12-12,17424,17725,17089,17224,18174,154500.0,6000000.0
2017-12-13,17056,17424,16588,16588,47527,148800.0,6000000.0
2017-12-14,16588,16855,16320,16421,57429,147300.0,6000000.0
2017-12-15,16588,16654,15919,16354,73330,146700.0,6000000.0
2017-12-18,16353,16554,16086,16153,48401,144900.0,6000000.0
2017-12-19,16153,16353,15852,16254,26861,145800.0,6000000.0
2017-12-20,16253,16387,15986,16053,18286,144000.0,6000000.0
2017-12-21,15885,16119,15350,15585,45094,139800.0,6000000.0
2017-12-22,15618,15751,14982,15652,38936,140400.0,6000000.0
2017-12-26,15852,16420,15651,16153,80272,144900.0,6000000.0
2017-12-27,16253,16889,16253,16789,37310,150600.0,6000000.0
2017-12-28,16889,17725,16588,16755,78245,150300.0,6000000.0
2018-01-02,17056,17390,16822,17257,26940,154800.0,6000000.0
2018-01-03,17323,18327,17323,17825,77876,159900.0,6000000.0
2018-01-04,18193,18293,17792,17859,49544,160200.0,6000000.0
2018-01-05,17858,18059,17390,17391,31529,156000.0,6000000.0
2018-01-08,17323,17758,16721,17759,40792,159300.0,6000000.0
2018-01-09,17457,17858,17123,17190,25212,154200.0,6000000.0
2018-01-10,17323,17491,17123,17190,12780,154200.0,6000000.0
2018-01-11,17323,17491,16889,17357,20787,155700.0,6000000.0
2018-01-12,17190,17424,17056,17224,26596,154500.0,6000000.0
2018-01-15,17256,17624,16721,16755,27201,150300.0,6000000.0
2018-01-16,16922,16922,16454,16822,28428,150900.0,6000000.0
2018-01-17,16822,17725,16788,17692,48225,158700.0,6000000.0
2018-01-18,17557,17758,17323,17458,20460,156600.0,6000000.0
2018-01-19,17457,17725,17223,17290,21831,155100.0,6000000.0
2018-01-22,17357,17357,16521,16889,28583,151500.0,6000000.0
2018-01-23,16822,17323,16822,17090,15059,153300.0,6000000.0
2018-01-24,17156,17357,16922,17090,30508,153300.0,6000000.0
2018-01-25,17089,17089,16755,17090,19316,153300.0,6000000.0
2018-01-26,17190,17390,16922,17157,42233,153900.0,6000000.0
2018-01-29,17190,17457,17022,17023,48631,152700.0,6000000.0
2018-01-30,16922,17022,16588,16622,36723,149100.0,6000000.0
2018-01-31,16554,16554,16353,16421,16501,147300.0,6000000.0
2018-02-01,16454,16654,16119,16220,34810,145500.0,6000000.0
2018-02-02,16220,16387,15618,15652,35539,140400.0,6000000.0
2018-02-05,15584,15618,15183,15451,26101,138600.0,6000000.0
2018-02-06,15049,15183,14648,15183,40400,136200.0,6000000.0
2018-02-07,15384,15651,14782,14816,40126,132900.0,6000000.0
2018-02-08,14849,15116,14715,14849,32401,133200.0,6000000.0
2018-02-09,14447,14614,14180,14214,45015,127500.0,6000000.0
2018-02-12,14180,14414,13979,14013,23521,125700.0,6000000.0
2018-02-13,14012,14280,13745,13745,33567,123300.0,6000000.0
2018-02-14,13711,13845,13578,13779,33057,123600.0,6000000.0
2018-02-19,13946,14247,13812,13979,21913,125400.0,6000000.0
2018-02-20,13979,14180,13812,13946,14570,125100.0,6000000.0
2018-02-21,14046,14581,13745,14314,37767,128400.0,6000000.0
2018-02-22,14347,14481,14079,14080,17879,126300.0,6000000.0
2018-02-23,14146,14180,13778,13779,19622,123600.0,6000000.0
2018-02-26,14046,14046,13578,13612,31613,122100.0,6000000.0
2018-02-27,13845,13845,13611,13779,18803,123600.0,6000000.0
2018-02-28,13778,13778,13210,13444,51750,120600.0,6000000.0
2018-03-02,13310,13410,13143,13344,12169,119700.0,6000000.0
2018-03-05,13210,13410,12708,12742,33301,114300.0,6000000.0
2018-03-06,12742,12909,12742,12842,29338,115200.0,6000000.0
2018-03-07,12842,13109,12708,12909,33220,115800.0,6000000.0
2018-03-08,12842,13243,12842,13244,9854,118800.0,6000000.0
2018-03-09,13109,13845,13109,13645,30460,122400.0,6000000.0
2018-03-12,13578,13912,13578,13745,15002,123300.0,6000000.0
2018-03-13,13544,13678,13444,13511,16241,121200.0,6000000.0
2018-03-14,13578,13845,13444,13745,22857,123300.0,6000000.0
2018-03-15,13745,13912,13611,13612,11051,122100.0,6000000.0
2018-03-16,13778,13778,13578,13678,10162,122700.0,6000000.0
2018-03-19,13845,13845,13611,13712,9320,123000.0,6000000.0
2018-03-20,13611,13778,13578,13712,7719,123000.0,6000000.0
2018-03-21,13778,14012,13745,13879,24864,124500.0,6000000.0
2018-03-22,13879,14046,13645,13846,21412,124200.0,6000000.0
2018-03-23,13377,13410,12842,12842,52318,115200.0,6000000.0
2018-03-26,12742,12842,12474,12508,36915,112200.0,6000000.0
2018-03-27,12541,12641,12474,12642,36955,113400.0,6000000.0
2018-03-28,12641,12708,12474,12508,14460,112200.0,6000000.0
2018-03-29,12574,12775,12574,12709,17584,114000.0,6000000.0
2018-03-30,12808,12842,12641,12775,24284,114600.0,6000000.0
2018-04-02,12708,12909,12574,12642,14628,113400.0,6000000.0
2018-04-03,12441,12641,12240,12408,30808,111300.0,6000000.0
2018-04-04,12441,12608,12106,12240,21174,109800.0,6000000.0
2018-04-05,12240,12541,12173,12541,21408,112500.0,6000000.0
2018-04-06,12574,12574,12273,12408,15207,111300.0,6000000.0
2018-04-09,12173,12842,12173,12575,18976,112800.0,6000000.0
2018-04-10,12608,12641,12407,12441,13109,111600.0,6000000.0
2018-04-11,12474,12541,12273,12441,15983,111600.0,6000000.0
2018-04-12,12441,12842,12441,12809,18222,114900.0,6000000.0
2018-04-13,12808,12976,12641,12775,11632,114600.0,6000000.0
2018-04-16,12641,12842,12641,12775,5704,114600.0,6000000.0
2018-04-17,12641,12976,12641,12876,36708,115500.0,6000000.0
2018-04-18,12909,13109,12742,12943,21044,116100.0,6000000.0
2018-04-19,13143,13377,12875,13311,21320,119400.0,6000000.0
2018-04-20,13243,13645,13243,13344,37524,119700.0,6000000.0
2018-04-23,13344,13946,13344,13578,52129,121800.0,6000000.0
2018-04-24,13678,13879,13544,13612,25167,122100.0,6000000.0
2018-04-25,13544,13812,13243,13311,11699,119400.0,6000000.0
2018-04-26,13544,13544,12909,13043,40662,117000.0,6000000.0
2018-04-27,13109,13310,13043,13043,16129,117000.0,6000000.0
2018-04-30,12976,13310,12541,12775,16861,114600.0,6000000.0
2018-05-02,12775,12976,12541,12709,16464,114000.0,6000000.0
2018-05-03,12842,13109,12641,12842,15690,115200.0,6000000.0
2018-05-04,12976,12976,12240,12374,34657,111000.0,6000000.0
2018-05-08,12374,12474,11972,12140,36832,108900.0,6000000.0
2018-05-09,12140,12206,11738,12207,14939,109500.0,6000000.0
2018-05-10,12206,12407,12039,12307,11580,110400.0,6000000.0
2018-05-11,12307,12441,12073,12408,14762,111300.0,6000000.0
2018-05-14,12407,12808,12340,12608,20148,113100.0,6000000.0
2018-05-15,12574,13009,12574,12976,25037,116400.0,6000000.0
2018-05-16,12842,12842,11872,12073,82566,108300.0,6000000.0
2018-05-17,12106,12374,12039,12274,25859,110100.0,6000000.0
2018-05-18,12374,12441,12106,12341,22027,110700.0,6000000.0
2018-05-21,12407,12407,12140,12240,9517,109800.0,6000000.0
2018-05-23,12240,12240,11805,11939,30569,107100.0,6000000.0
2018-05-24,11905,12106,11738,11906,14853,106800.0,6000000.0
2018-05-25,11772,11905,11638,11638,19404,104400.0,6000000.0
2018-05-28,11604,11772,11404,11505,17246,103200.0,6000000.0
2018-05-29,11571,12006,11337,11839,37748,106200.0,6000000.0
2018-05-30,11839,11839,11370,11371,18640,102000.0,6000000.0
2018-05-31,11905,11905,11471,11772,18230,105600.0,6000000.0
2018-06-01,11805,11872,11571,11839,7058,106200.0,6000000.0
2018-06-04,11939,11939,11705,11839,2856,106200.0,6000000.0
2018-06-05,11839,11972,11538,11806,11444,105900.0,6000000.0
2018-06-07,11939,12039,11705,11906,10070,106800.0,6000000.0
2018-06-08,11872,12140,11772,11839,4714,106200.0,6000000.0
2018-06-11,11705,11805,11638,11739,7269,105300.0,6000000.0
2018-06-12,11705,11738,11471,11672,12131,104700.0,6000000.0
2018-06-14,11705,11705,11404,11404,10006,102300.0,6000000.0
2018-06-15,11404,11437,11103,11137,24703,99900.0,6000000.0
2018-06-18,11002,11237,10400,10568,36021,94800.0,6000000.0
2018-06-19,10635,10635,9966,10368,31476,93000.0,6000000.0
2018-06-20,10334,10701,10200,10702,15462,96000.0,6000000.0
2018-06-21,10668,10735,10434,10669,10234,95700.0,6000000.0
2018-06-22,10534,10568,10233,10568,9763,94800.0,6000000.0
2018-06-25,10568,10668,10367,10635,1683,95400.0,6000000.0
2018-06-26,10233,10835,10233,10635,9246,95400.0,6000000.0
2018-06-27,10635,10701,10334,10635,6580,95400.0,6000000.0
2018-06-28,10501,10601,10267,10401,5936,93300.0,6000000.0
2018-06-29,10668,10668,10033,10434,5796,93600.0,6000000.0
2018-07-02,10568,10568,10066,10234,11417,91800.0,6000000.0
2018-07-03,10033,10367,9966,10100,7322,90600.0,6000000.0
2018-07-04,10133,10133,9765,9933,11555,89100.0,6000000.0
2018-07-05,10066,10066,9564,9799,10925,87900.0,6000000.0
2018-07-06,9865,9865,9498,9766,13622,87600.0,6000000.0
2018-07-09,9966,9966,9765,9966,11372,89400.0,6000000.0
2018-07-10,9966,10233,9966,10234,18250,91800.0,6000000.0
2018-07-11,10334,10969,10233,10535,61662,94500.0,6000000.0
2018-07-12,10501,10501,10066,10334,19839,92700.0,6000000.0
2018-07-13,10367,10434,10133,10267,9372,92100.0,6000000.0
2018-07-16,10166,10334,10100,10234,4064,91800.0,6000000.0
2018-07-17,10233,10233,9966,10167,14745,91200.0,6000000.0
2018-07-18,10200,10200,9932,10100,9370,90600.0,6000000.0
2018-07-19,10100,10100,9832,9899,3865,88800.0,6000000.0
2018-07-20,9865,9966,9698,9866,11335,88500.0,6000000.0
2018-07-23,10033,10033,9531,9665,9755,86700.0,6000000.0
2018-07-24,9665,9698,9431,9665,6183,86700.0,6000000.0
2018-07-25,9564,9698,9397,9498,8507,85200.0,6000000.0
2018-07-26,9431,9598,9431,9565,4012,85800.0,6000000.0
2018-07-27,9598,9698,9464,9699,5032,87000.0,6000000.0
2018-07-30,9698,9732,9498,9732,4300,87300.0,6000000.0
2018-07-31,9765,9799,9631,9799,2509,87900.0,6000000.0
2018-08-01,9799,10434,9799,10067,19021,90300.0,6000000.0
2018-08-02,10066,10066,9865,9966,4464,89400.0,6000000.0
2018-08-03,10166,10233,10033,10133,4466,90900.0,6000000.0
2018-08-06,10133,10434,10100,10234,21619,91800.0,6000000.0
2018-08-07,10300,10300,10133,10301,3706,92400.0,6000000.0
2018-08-08,10166,10200,9865,9966,8442,89400.0,6000000.0
2018-08-09,9999,9999,9832,9933,5648,89100.0,6000000.0
2018-08-10,9932,9932,9732,9766,5436,87600.0,6000000.0
2018-08-13,9598,9732,9364,9632,8622,86400.0,6000000.0
2018-08-14,9631,10300,9531,10167,37762,91200.0,6000000.0
2018-08-16,10133,10166,9698,9966,20847,89400.0,6000000.0
2018-08-17,9865,10200,9865,10133,9927,90900.0,6000000.0
2018-08-20,10133,10166,9899,10100,9758,90600.0,6000000.0
2018-08-21,10100,10200,9865,9966,11497,89400.0,6000000.0
2018-08-22,9999,10100,9932,10000,7003,89700.0,6000000.0
2018-08-23,10033,10100,9899,10033,14065,90000.0,6000000.0
2018-08-24,10300,10300,9832,9899,17144,88800.0,6000000.0
2018-08-27,9765,10100,9765,10100,37954,90600.0,6000000.0
2018-08-28,10300,10600,10100,10250,45503,61500.0,6000000.0
2018-08-29,10300,10500,10250,10450,27905,62700.0,6000000.0
2018-08-30,10550,10600,10300,10500,15993,63000.0,6000000.0
2018-08-31,10550,10550,10200,10400,16151,62400.0,6000000.0
2018-09-03,10450,10450,9980,9990,49085,59940.0,6000000.0
2018-09-04,10050,10050,9910,10050,15823,60300.0,6000000.0
2018-09-05,10050,10050,9700,9840,49647,59040.0,6000000.0
2018-09-06,9930,9930,9550,9600,37629,57600.0,6000000.0
2018-09-07,9640,9640,9390,9530,20757,57180.0,6000000.0
2018-09-10,9530,9560,9370,9380,11072,56280.0,6000000.0
2018-09-11,9380,9490,9310,9370,12324,56220.0,6000000.0
2018-09-12,9430,9430,9320,9370,11546,56220.0,6000000.0
2018-09-13,9430,9430,9000,9220,23593,55320.0,6000000.0
2018-09-14,9190,9380,9190,9370,15187,56220.0,6000000.0
2018-09-17,9390,9390,9040,9090,70743,54540.0,6000000.0
2018-09-18,8960,9150,8790,8870,88113,79824.0,8999295.0
2018-09-19,8870,8890,8540,8560,62988,77034.0,8999295.0
2018-09-20,8540,8590,8110,8190,103540,73704.0,8999295.0
2018-09-21,8260,8260,8110,8230,40211,74064.0,8999295.0
2018-09-27,8210,8330,8210,8300,17605,74694.0,8999295.0
2018-09-28,8390,8390,8190,8280,18430,74514.0,8999295.0
2018-10-01,8300,8300,8160,8160,17339,73434.0,8999295.0
2018-10-02,8190,8290,8140,8200,25247,73794.0,8999295.0
2018-10-04,8110,8230,7950,8020,51803,72174.0,8999295.0
2018-10-05,8000,8000,7620,7710,32645,69385.0,8999295.0
2018-10-08,7610,7770,7350,7350,33321,66145.0,8999295.0
2018-10-10,7430,7430,6830,7020,76128,63175.0,8999295.0
2018-10-11,6910,6910,6350,6540,92174,58855.0,8999295.0
2018-10-12,6370,6700,6370,6650,26298,59845.0,8999295.0
2018-10-15,6680,6930,6520,6790,48556,61105.0,8999295.0
2018-10-16,6810,6940,6780,6850,29680,61645.0,8999295.0
2018-10-17,6930,7060,6930,7060,29146,63535.0,8999295.0
2018-10-18,7050,7090,6950,7090,25690,63805.0,8999295.0
2018-10-19,7100,7100,6660,7030,52434,63265.0,8999295.0
2018-10-22,7030,7030,6870,6990,25056,62905.0,8999295.0
2018-10-23,7010,7010,6600,6600,80262,59395.0,8999295.0
2018-10-24,6660,6950,6560,6590,103959,59305.0,8999295.0
2018-10-25,6450,6450,6100,6290,69147,56606.0,8999295.0
2018-10-26,6330,6370,5900,6210,48867,55886.0,8999295.0
2018-10-29,6070,6310,5910,5910,53883,53186.0,8999295.0
2018-10-30,5450,6030,5450,6000,55911,53996.0,8999295.0
2018-10-31,5930,6200,5920,6170,51338,55526.0,8999295.0
2018-11-01,6210,6330,6140,6300,32588,56696.0,8999295.0
2018-11-02,6340,6580,6340,6580,27889,59215.0,8999295.0
2018-11-05,6500,6920,6210,6900,79495,62095.0,8999295.0
2018-11-06,6900,6900,6600,6660,56964,59935.0,8999295.0
2018-11-07,6750,6860,6640,6660,58612,59935.0,8999295.0
2018-11-08,6810,6840,6720,6790,23490,61105.0,8999295.0
2018-11-09,6780,8760,6780,8010,1386510,72084.0,8999295.0
2018-11-12,8100,10200,7860,9190,2586432,82704.0,8999295.0
2018-11-13,9100,10150,8860,9320,2108321,83873.0,8999295.0
2018-11-14,9270,9300,8930,9010,281898,81084.0,8999295.0
2018-11-15,8850,9040,8600,8790,200517,79104.0,8999295.0
2018-11-16,8790,9000,8730,8860,166750,79734.0,8999295.0
2018-11-19,8930,9030,8670,8740,142670,78654.0,8999295.0
2018-11-20,8690,8910,8430,8910,123972,80184.0,8999295.0
2018-11-21,9000,9840,8360,8360,1858560,75234.0,8999295.0
2018-11-22,8460,8580,7910,8020,244920,72174.0,8999295.0
2018-11-23,8100,8140,7830,7860,93122,70734.0,8999295.0
2018-11-26,7860,8180,7850,8070,71553,72624.0,8999295.0
2018-11-27,8170,8620,8160,8390,135387,75504.0,8999295.0
2018-11-28,8380,8500,8240,8240,100511,74154.0,8999295.0
2018-11-29,8550,8960,8420,8560,318732,77034.0,8999295.0
2018-11-30,8570,8680,8400,8430,56490,75864.0,8999295.0
2018-12-03,8590,8730,8430,8500,68252,76494.0,8999295.0
2018-12-04,8550,8590,8420,8450,54755,76044.0,8999295.0
2018-12-05,8370,8380,8210,8250,56877,74244.0,8999295.0
2018-12-06,8250,8340,7930,7930,75545,71364.0,8999295.0
2018-12-07,7920,8170,7900,7900,32737,71094.0,8999295.0
2018-12-10,7800,7800,7350,7350,83041,66145.0,8999295.0
2018-12-11,7350,7470,7210,7280,32207,65515.0,8999295.0
2018-12-12,7240,7850,7240,7830,82354,70464.0,8999295.0
2018-12-13,7850,8030,7830,7950,31444,71544.0,8999295.0
2018-12-14,7920,7920,7520,7700,28742,69295.0,8999295.0
2018-12-17,7700,7710,7420,7590,39152,68305.0,8999295.0
2018-12-18,7510,7620,7410,7570,21663,68125.0,8999295.0
2018-12-19,7520,7750,7520,7670,39040,69025.0,8999295.0
2018-12-20,7620,7660,7290,7360,69077,66235.0,8999295.0
2018-12-21,7380,7440,7290,7310,20217,65785.0,8999295.0
2018-12-24,7240,7420,7150,7310,24943,65785.0,8999295.0
2018-12-26,7130,7300,7130,7270,27563,65425.0,8999295.0
2018-12-27,7420,7420,7240,7330,17041,65965.0,8999295.0
2018-12-28,7310,7640,7310,7550,23484,67945.0,8999295.0
2019-01-02,7650,7830,7470,7480,22023,67315.0,8999295.0
2019-01-03,7480,7630,7220,7220,27755,64975.0,8999295.0
2019-01-04,7320,7320,6820,7000,42184,62995.0,8999295.0
2019-01-07,7070,7300,7000,7300,32560,65695.0,8999295.0
2019-01-08,7230,7310,7080,7110,23028,63985.0,8999295.0
2019-01-09,7110,7410,6830,7370,34635,66325.0,8999295.0
2019-01-10,7340,7520,7320,7520,26612,67675.0,8999295.0
2019-01-11,7540,9100,7540,8600,1182591,77394.0,8999295.0
2019-01-14,8600,9100,8490,8620,326907,77574.0,8999295.0
2019-01-15,8670,9200,8630,9190,283629,82704.0,8999295.0
2019-01-16,9250,9620,9060,9470,283277,85223.0,8999295.0
2019-01-17,9470,10000,9370,9980,257526,89813.0,8999295.0
2019-01-18,9920,9980,9680,9680,162843,87113.0,8999295.0
2019-01-21,9730,9990,9600,9990,130956,89903.0,8999295.0
2019-01-22,10000,10050,9790,9790,74776,88103.0,8999295.0
2019-01-23,9730,9930,9610,9830,90392,88463.0,8999295.0
2019-01-24,9900,11100,9900,10900,440235,98092.0,8999295.0
2019-01-25,11150,11550,10650,11450,237092,103042.0,8999295.0
2019-01-28,11400,12000,11250,11900,186229,107092.0,8999295.0
2019-01-29,11900,12050,11700,11750,97744,105742.0,8999295.0
2019-01-30,11800,11950,11500,11850,72883,106642.0,8999295.0
2019-01-31,11850,12700,10900,11150,238530,100342.0,8999295.0
2019-02-01,11150,11650,11050,11150,67762,100342.0,8999295.0
2019-02-07,11000,11550,10900,11550,55678,103942.0,8999295.0
2019-02-08,11400,11650,11100,11350,44962,102142.0,8999295.0
2019-02-11,11350,11450,10700,11100,58804,99892.0,8999295.0
2019-02-12,11300,12700,11150,12150,232547,109341.0,8999295.0
2019-02-13,12150,12650,12050,12400,131981,111591.0,8999295.0
2019-02-14,12400,12650,12000,12650,64892,113841.0,8999295.0
2019-02-15,12650,12700,11700,11850,118362,106642.0,8999295.0
2019-02-18,11850,12300,11700,12200,46240,109791.0,8999295.0
2019-02-19,12300,12400,11850,11850,43033,106642.0,8999295.0
2019-02-20,11850,12350,11850,12100,68841,108891.0,8999295.0
2019-02-21,12150,12250,11900,11900,29841,107092.0,8999295.0
2019-02-22,11850,12350,11750,12250,49145,110241.0,8999295.0
2019-02-25,12250,12450,12050,12300,43110,110691.0,8999295.0
2019-02-26,12300,12350,12100,12150,33780,109341.0,8999295.0
2019-02-27,12150,12250,11150,11200,157766,100792.0,8999295.0
2019-02-28,11400,11400,10300,10400,84480,93593.0,8999295.0
2019-03-04,10750,11150,10650,10900,60235,98092.0,8999295.0
2019-03-05,10700,11150,10700,10800,44841,97192.0,8999295.0
2019-03-06,10800,10800,10000,10350,172013,93143.0,8999295.0
2019-03-07,10350,10700,10150,10150,66367,91343.0,8999295.0
2019-03-08,10400,10600,10200,10350,38477,93143.0,8999295.0
2019-03-11,10350,10650,10050,10350,35765,93143.0,8999295.0
2019-03-12,10250,10550,10250,10400,26765,93593.0,8999295.0
2019-03-13,10400,10650,10050,10150,41805,91343.0,8999295.0
2019-03-14,10100,11000,10000,10850,106703,97642.0,8999295.0
2019-03-15,10850,11100,10550,10650,38868,95842.0,8999295.0
2019-03-18,10650,10800,10250,10300,52099,92693.0,8999295.0
2019-03-19,10300,10600,10000,10400,112984,93593.0,8999295.0
2019-03-20,10500,10500,9970,10100,95636,90893.0,8999295.0
2019-03-21,10100,10300,9700,9750,114019,87743.0,8999295.0
2019-03-22,9790,9800,8950,9100,390881,81894.0,8999295.0
2019-03-25,9040,9300,8850,9000,133976,80994.0,8999295.0
2019-03-26,9120,9400,9070,9160,115138,82434.0,8999295.0
2019-03-27,9200,9250,8630,8750,128418,78744.0,8999295.0
2019-03-28,8660,8790,8400,8430,114405,75864.0,8999295.0
2019-03-29,8410,8660,8370,8640,65569,77754.0,8999295.0
2019-04-01,8640,8820,8550,8700,81215,78294.0,8999295.0
2019-04-02,8800,8830,8600,8610,36756,77484.0,8999295.0
2019-04-03,8580,8700,8450,8580,64485,77214.0,8999295.0
2019-04-04,8610,8910,8600,8720,90584,78474.0,8999295.0
2019-04-05,8780,8930,8650,8840,63391,79554.0,8999295.0
2019-04-08,8900,9040,8700,8980,116552,80814.0,8999295.0
2019-04-09,9000,9070,8890,9000,37660,80994.0,8999295.0
2019-04-10,9000,9050,8840,8910,81013,80184.0,8999295.0
2019-04-11,8880,9030,8880,9010,43902,81084.0,8999295.0
2019-04-12,8980,9050,8900,9010,51206,81084.0,8999295.0
2019-04-15,9100,9130,8890,8980,57167,80814.0,8999295.0
2019-04-16,8980,9000,8770,8870,87688,79824.0,8999295.0
2019-04-17,8880,9060,8860,8900,64023,80094.0,8999295.0
2019-04-18,8860,9060,8650,8790,115719,79104.0,8999295.0
2019-04-19,8720,8890,8720,8830,24438,79464.0,8999295.0
2019-04-22,8840,8870,8680,8710,27532,78384.0,8999295.0
2019-04-23,8700,8700,8550,8570,46604,77124.0,8999295.0
2019-04-24,8570,8690,8510,8550,40677,76944.0,8999295.0
2019-04-25,8550,8550,8230,8290,63466,74604.0,8999295.0
2019-04-26,8290,8290,7930,7980,67407,71814.0,8999295.0
2019-04-29,7980,8370,7980,8350,44924,75144.0,8999295.0
2019-04-30,8350,8350,8160,8300,19702,74694.0,8999295.0
2019-05-02,8180,8480,8180,8460,19069,76134.0,8999295.0
2019-05-03,8460,8530,8300,8410,26433,75684.0,8999295.0
2019-05-07,8210,8360,8030,8110,39281,72984.0,8999295.0
2019-05-08,8000,8140,7970,8000,20916,71994.0,8999295.0
2019-05-09,8000,8100,7500,7570,71002,68125.0,8999295.0
2019-05-10,7580,7680,7330,7480,37775,67315.0,8999295.0
2019-05-13,7480,7600,7270,7270,33552,65425.0,8999295.0
2019-05-14,7190,7500,7100,7500,34980,67495.0,8999295.0
2019-05-15,7550,7850,7310,7830,59972,70464.0,8999295.0
2019-05-16,7830,7950,7410,7560,40501,68035.0,8999295.0
2019-05-17,7570,7730,7410,7530,18334,67765.0,8999295.0
2019-05-20,7370,7520,7320,7360,23903,66235.0,8999295.0
2019-05-21,7360,7430,7190,7320,22265,65875.0,8999295.0
2019-05-22,7290,7360,7190,7280,13616,65515.0,8999295.0
2019-05-23,7280,7280,6940,7000,60877,62995.0,8999295.0
2019-05-24,6950,6980,6650,6840,62984,61555.0,8999295.0
2019-05-27,6830,7060,6800,6860,28860,61735.0,8999295.0
2019-05-28,6990,6990,6830,6980,14546,62815.0,8999295.0
2019-05-29,6980,7020,6720,6770,16884,60925.0,8999295.0
2019-05-30,6670,6910,6600,6800,26048,61195.0,8999295.0
2019-05-31,6770,7140,6700,7000,26590,62995.0,8999295.0
2019-06-03,7080,7080,6860,7030,16552,63265.0,8999295.0
2019-06-04,7030,7170,6950,7070,14768,63625.0,8999295.0
2019-06-05,7080,7250,7050,7180,17139,64615.0,8999295.0
2019-06-07,7200,7600,7060,7400,71156,66595.0,8999295.0
2019-06-10,7450,7730,7410,7660,40721,68935.0,8999295.0
2019-06-11,7630,7860,7550,7810,41592,70284.0,8999295.0
2019-06-12,7780,7830,7560,7560,21927,68035.0,8999295.0
2019-06-13,7560,7580,7200,7440,37955,66955.0,8999295.0
2019-06-14,7440,7490,7250,7450,34970,67045.0,8999295.0
2019-06-17,7480,7500,7320,7400,9048,66595.0,8999295.0
