오뚜기(007310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-11-15,38000,38000,36800,37450,13321,128828.0,3440000.0
2004-11-16,37150,37300,36600,37000,20000,127280.0,3440000.0
2004-11-17,36600,37400,36600,37400,10146,128656.0,3440000.0
2004-11-18,36900,38450,36850,37600,7074,129344.0,3440000.0
2004-11-19,37950,38450,37150,37500,6781,129000.0,3440000.0
2004-11-22,38000,38000,36200,36500,6421,125560.0,3440000.0
2004-11-23,36700,36900,35950,36500,3247,125560.0,3440000.0
2004-11-24,35700,38300,35500,38000,7470,130720.0,3440000.0
2004-11-25,37600,39000,37600,39000,5912,134160.0,3440000.0
2004-11-26,40800,41050,39350,40800,9640,140352.0,3440000.0
2004-11-29,41000,41000,39900,40500,4928,139320.0,3440000.0
2004-11-30,40200,40500,40000,40500,9160,139320.0,3440000.0
2004-12-01,40500,40500,40000,40300,4580,138632.0,3440000.0
2004-12-02,40000,40600,40000,40400,10170,138976.0,3440000.0
2004-12-03,40100,40700,40000,40500,6700,139320.0,3440000.0
2004-12-06,40050,40800,40000,40450,10004,139148.0,3440000.0
2004-12-07,40650,41300,40500,40700,2660,140008.0,3440000.0
2004-12-08,43500,43800,41000,43000,7830,147920.0,3440000.0
2004-12-09,43000,43850,41250,42000,5940,144480.0,3440000.0
2004-12-10,42900,42900,40200,41400,2002,142416.0,3440000.0
2004-12-13,41600,41950,40800,41800,4311,143792.0,3440000.0
2004-12-14,42300,42300,40000,40750,5011,140180.0,3440000.0
2004-12-15,40050,40750,40000,40500,2995,139320.0,3440000.0
2004-12-16,40100,41150,40100,40300,7201,138632.0,3440000.0
2004-12-17,41100,41100,39950,40000,2530,137600.0,3440000.0
2004-12-20,40000,40650,40000,40050,2330,137772.0,3440000.0
2004-12-21,40450,40450,39700,40400,2376,138976.0,3440000.0
2004-12-22,40400,41500,40400,40800,6674,140352.0,3440000.0
2004-12-23,41700,41800,40400,40800,8326,140352.0,3440000.0
2004-12-24,40800,41950,40000,41000,1580,141040.0,3440000.0
2004-12-27,41200,41500,40750,41400,1190,142416.0,3440000.0
2004-12-28,41000,42300,40500,42000,5570,144480.0,3440000.0
2004-12-29,41750,44850,41750,44850,15940,154284.0,3440000.0
2004-12-30,45500,46000,45000,45900,2060,157896.0,3440000.0
2005-01-03,47200,47500,46650,47000,4174,161680.0,3440000.0
2005-01-04,46500,46950,46000,46250,1610,159100.0,3440000.0
2005-01-05,45550,45600,44150,45600,2520,156864.0,3440000.0
2005-01-06,44600,45800,44300,45250,2340,155660.0,3440000.0
2005-01-07,44550,46500,44150,45000,2450,154800.0,3440000.0
2005-01-10,44500,45000,44050,44800,920,154112.0,3440000.0
2005-01-11,44850,46450,43550,45900,4799,157896.0,3440000.0
2005-01-12,47300,52700,47250,52700,19292,181288.0,3440000.0
2005-01-13,53600,60600,53000,60600,47982,208464.0,3440000.0
2005-01-14,62900,65000,58300,60000,29569,206400.0,3440000.0
2005-01-17,60100,61000,55500,59000,49985,202960.0,3440000.0
2005-01-18,59000,62700,59000,60000,11076,206400.0,3440000.0
2005-01-19,59200,60000,55200,56900,13950,195736.0,3440000.0
2005-01-20,56000,56800,54000,54600,6314,187824.0,3440000.0
2005-01-21,54200,62500,54200,60600,42380,208464.0,3440000.0
2005-01-24,59000,60900,58500,59200,5165,203648.0,3440000.0
2005-01-25,58100,60500,58100,60400,10970,207776.0,3440000.0
2005-01-26,61200,61800,60000,61300,7310,210872.0,3440000.0
2005-01-27,61000,68000,61000,63400,10592,218096.0,3440000.0
2005-01-28,64200,69800,64200,67000,15043,230480.0,3440000.0
2005-01-31,67900,70800,67500,69000,8908,237360.0,3440000.0
2005-02-01,69600,69600,66000,69000,6050,237360.0,3440000.0
2005-02-02,68400,70000,67700,69000,6450,237360.0,3440000.0
2005-02-03,68200,69200,65900,66000,6994,227040.0,3440000.0
2005-02-04,65700,72000,63500,67800,9090,233232.0,3440000.0
2005-02-07,67100,70800,66900,70100,4570,241144.0,3440000.0
2005-02-11,70100,70100,68000,68300,4206,234952.0,3440000.0
2005-02-14,68300,69300,68100,68500,5526,235640.0,3440000.0
2005-02-15,67900,68500,58300,68300,9120,234952.0,3440000.0
2005-02-16,68100,68800,66800,68200,4310,234608.0,3440000.0
2005-02-17,67500,68200,67300,67500,3850,232200.0,3440000.0
2005-02-18,66500,70500,66500,69000,9370,237360.0,3440000.0
2005-02-21,69100,69500,68100,68400,23910,235296.0,3440000.0
2005-02-22,68000,69300,67600,68600,3563,235984.0,3440000.0
2005-02-23,67600,73500,67600,72900,15830,250776.0,3440000.0
2005-02-24,72200,76000,71400,74800,17840,257312.0,3440000.0
2005-02-25,77700,77700,74300,75300,23053,259032.0,3440000.0
2005-02-28,75600,75600,73000,73000,7195,251120.0,3440000.0
2005-03-02,71500,72900,70000,71700,8680,246648.0,3440000.0
2005-03-03,72700,75300,71700,74800,8275,257312.0,3440000.0
2005-03-04,74600,76000,72700,73600,7262,253184.0,3440000.0
2005-03-07,73300,74000,69800,69900,8090,240456.0,3440000.0
2005-03-08,69600,69600,64500,65000,21912,223600.0,3440000.0
2005-03-09,64700,66000,61700,62500,21578,215000.0,3440000.0
2005-03-10,63500,66500,63300,65900,27635,226696.0,3440000.0
2005-03-11,66000,70600,66000,70000,25098,240800.0,3440000.0
2005-03-14,70100,72000,70100,71200,13465,244928.0,3440000.0
2005-03-15,70600,76000,70400,73000,23900,251120.0,3440000.0
2005-03-16,73800,74000,70800,73000,7600,251120.0,3440000.0
2005-03-17,71600,73200,71300,72200,11206,248368.0,3440000.0
2005-03-18,72500,73000,72000,72600,12814,249744.0,3440000.0
2005-03-21,72300,72300,69700,69700,6104,239768.0,3440000.0
2005-03-22,70900,70900,69400,69700,2082,239768.0,3440000.0
2005-03-23,69300,69400,67100,69000,5367,237360.0,3440000.0
2005-03-24,69000,70900,67700,68000,3700,233920.0,3440000.0
2005-03-25,67500,69800,67500,68000,3421,233920.0,3440000.0
2005-03-28,68000,69400,68000,69100,1881,237704.0,3440000.0
2005-03-29,69100,69100,66100,66100,2411,227384.0,3440000.0
2005-03-30,66300,67200,64100,66000,9200,227040.0,3440000.0
2005-03-31,65200,66200,65000,65400,5051,224976.0,3440000.0
2005-04-01,65000,67000,64500,65800,10232,226352.0,3440000.0
2005-04-04,65500,66000,64800,66000,3400,227040.0,3440000.0
2005-04-06,66100,67000,65300,66400,7160,228416.0,3440000.0
2005-04-07,66200,67000,66200,66700,4484,229448.0,3440000.0
2005-04-08,66600,67000,65800,65800,7420,226352.0,3440000.0
2005-04-11,66000,66000,64800,64800,5058,222912.0,3440000.0
2005-04-12,65900,66300,65100,65800,4186,226352.0,3440000.0
2005-04-13,66000,66000,65100,65800,2604,226352.0,3440000.0
2005-04-14,66200,67000,66000,66000,13081,227040.0,3440000.0
2005-04-15,66700,66700,63800,65000,5741,223600.0,3440000.0
2005-04-18,65000,65400,62600,63900,12160,219816.0,3440000.0
2005-04-19,63100,65200,63100,64900,12232,223256.0,3440000.0
2005-04-20,65000,65600,65000,65000,6380,223600.0,3440000.0
2005-04-21,65300,66700,64000,66600,5590,229104.0,3440000.0
2005-04-22,68200,68200,66100,66300,1160,228072.0,3440000.0
2005-04-25,66500,67400,66500,67300,1816,231512.0,3440000.0
2005-04-26,67500,68500,67300,68300,3000,234952.0,3440000.0
2005-04-27,68300,68300,65100,65500,6730,225320.0,3440000.0
2005-04-28,65600,67200,65400,66000,1180,227040.0,3440000.0
2005-04-29,66000,66900,65500,65900,3580,226696.0,3440000.0
2005-05-02,66800,67500,65500,67300,2060,231512.0,3440000.0
2005-05-03,67000,69700,66100,69000,2452,237360.0,3440000.0
2005-05-04,70300,70300,69400,69900,910,240456.0,3440000.0
2005-05-06,69400,70800,69400,70000,962,240800.0,3440000.0
2005-05-09,68300,70400,68300,69500,2312,239080.0,3440000.0
2005-05-10,68600,70600,68600,69500,700,239080.0,3440000.0
2005-05-11,67700,69500,67700,68800,1168,236672.0,3440000.0
2005-05-12,67400,69900,67400,69000,1900,237360.0,3440000.0
2005-05-13,69000,69800,67900,69000,1151,237360.0,3440000.0
2005-05-16,69500,70200,69500,69800,883,240112.0,3440000.0
2005-05-17,69800,71100,69800,70200,1210,241488.0,3440000.0
2005-05-18,71400,72200,70500,70800,7030,243552.0,3440000.0
2005-05-19,71800,73500,71800,73000,8130,251120.0,3440000.0
2005-05-20,73500,73700,73000,73300,8126,252152.0,3440000.0
2005-05-23,74500,74500,72100,73800,740,253872.0,3440000.0
2005-05-24,73800,74300,72600,74000,2020,254560.0,3440000.0
2005-05-25,72600,75500,72600,75500,1550,259720.0,3440000.0
2005-05-26,75500,78500,75000,78500,9410,270040.0,3440000.0
2005-05-27,81000,81900,80000,81800,7860,281392.0,3440000.0
2005-05-30,83500,84900,79900,81000,4950,278640.0,3440000.0
2005-05-31,81000,81000,75100,79000,4806,271760.0,3440000.0
2005-06-01,77500,79000,76300,77000,4450,264880.0,3440000.0
2005-06-02,77100,78000,76000,78000,3440,268320.0,3440000.0
2005-06-03,78000,82000,78000,80000,7660,275200.0,3440000.0
2005-06-07,82100,82100,79000,80000,8860,275200.0,3440000.0
2005-06-08,80700,83400,80000,80000,36271,275200.0,3440000.0
2005-06-09,81200,83500,81200,83500,9281,287240.0,3440000.0
2005-06-10,84300,88000,83500,88000,5892,302720.0,3440000.0
2005-06-13,88000,89900,87300,89900,3250,309256.0,3440000.0
2005-06-14,91200,91200,88300,90000,6695,309600.0,3440000.0
2005-06-15,90000,90100,87100,88700,11500,305128.0,3440000.0
2005-06-16,88000,90000,87200,88000,3484,302720.0,3440000.0
2005-06-17,88000,88000,86000,87200,2460,299968.0,3440000.0
2005-06-20,86000,88000,86000,87100,1171,299624.0,3440000.0
2005-06-21,87000,90400,87000,89100,2170,306504.0,3440000.0
2005-06-22,88800,90900,88600,89900,10040,309256.0,3440000.0
2005-06-23,89600,91100,89500,90700,7740,312008.0,3440000.0
2005-06-24,91000,94000,90700,94000,4131,323360.0,3440000.0
2005-06-27,93300,94700,91200,91900,6146,316136.0,3440000.0
2005-06-28,91000,92700,88100,90500,3080,311320.0,3440000.0
2005-06-29,90600,92800,89000,92800,7400,319232.0,3440000.0
2005-06-30,92200,94500,92000,93000,6750,319920.0,3440000.0
2005-07-01,93800,93800,90800,92000,5070,316480.0,3440000.0
2005-07-04,92000,92000,89800,90000,5500,309600.0,3440000.0
2005-07-05,90000,90000,88500,88500,3620,304440.0,3440000.0
2005-07-06,88600,89000,87000,87400,5270,300656.0,3440000.0
2005-07-07,87400,89600,86200,87000,8930,299280.0,3440000.0
2005-07-08,87000,88500,86400,88000,7810,302720.0,3440000.0
2005-07-11,87200,88500,86100,87000,4470,299280.0,3440000.0
2005-07-12,86300,86900,85000,85000,7421,292400.0,3440000.0
2005-07-13,84000,84600,83500,84000,10295,288960.0,3440000.0
2005-07-14,82400,83000,81300,82000,14878,282080.0,3440000.0
2005-07-15,81600,85600,81000,81000,24002,278640.0,3440000.0
2005-07-18,81200,83500,81200,81500,8475,280360.0,3440000.0
2005-07-19,82000,84600,82000,84500,5259,290680.0,3440000.0
2005-07-20,85200,85800,84000,84900,4430,292056.0,3440000.0
2005-07-21,85000,86000,85000,85600,5735,294464.0,3440000.0
2005-07-22,86000,86900,85500,86300,4810,296872.0,3440000.0
2005-07-25,85800,86800,84800,85000,6123,292400.0,3440000.0
2005-07-26,85000,85400,82800,84200,5047,289648.0,3440000.0
2005-07-27,83700,85000,83000,84000,3550,288960.0,3440000.0
2005-07-28,84100,85900,83500,84000,3201,288960.0,3440000.0
2005-07-29,82100,85000,82100,84000,2980,288960.0,3440000.0
2005-08-01,84000,84000,83100,84000,3840,288960.0,3440000.0
2005-08-02,83200,85400,83200,84800,2290,291712.0,3440000.0
2005-08-03,83700,85700,83000,83000,3200,285520.0,3440000.0
2005-08-04,84300,86700,83000,85000,8551,292400.0,3440000.0
2005-08-05,86000,86300,84400,85100,4332,292744.0,3440000.0
2005-08-08,86600,86800,84500,85000,3301,292400.0,3440000.0
2005-08-09,84500,85900,83400,83800,1730,288272.0,3440000.0
2005-08-10,83200,85200,83000,83000,2210,285520.0,3440000.0
2005-08-11,83000,83800,81800,83800,3431,288272.0,3440000.0
2005-08-12,82200,84500,82200,84500,2762,290680.0,3440000.0
2005-08-16,83500,84600,83200,83200,1300,286208.0,3440000.0
2005-08-17,83100,84000,81200,83500,1990,287240.0,3440000.0
2005-08-18,82900,83500,81300,81400,4405,280016.0,3440000.0
2005-08-19,81500,82300,81500,81500,3350,280360.0,3440000.0
2005-08-22,81200,83600,80500,83300,2931,286552.0,3440000.0
2005-08-23,84300,84300,82500,83600,2280,287584.0,3440000.0
2005-08-24,83500,83900,82500,83200,2920,286208.0,3440000.0
2005-08-25,82500,84500,82300,83500,3780,287240.0,3440000.0
2005-08-26,83600,84200,82500,83000,2260,285520.0,3440000.0
2005-08-29,83000,83800,81100,83100,2600,285864.0,3440000.0
2005-08-30,83000,83800,82100,83300,1330,286552.0,3440000.0
2005-08-31,83300,84000,82500,83500,3190,287240.0,3440000.0
2005-09-01,83500,84500,83500,84300,2730,289992.0,3440000.0
2005-09-02,85100,88300,84900,88100,8470,303064.0,3440000.0
2005-09-05,88100,90700,88000,90000,5730,309600.0,3440000.0
2005-09-06,91000,91000,87500,90400,4970,310976.0,3440000.0
2005-09-07,91800,96600,89600,94000,8280,323360.0,3440000.0
2005-09-08,95900,97000,92000,92000,8772,316480.0,3440000.0
2005-09-09,92100,95000,91500,91500,3126,314760.0,3440000.0
2005-09-12,92000,95000,89600,90000,4970,309600.0,3440000.0
2005-09-13,90300,91200,89000,90000,2650,309600.0,3440000.0
2005-09-14,90100,94800,90000,93200,3600,320608.0,3440000.0
2005-09-15,93200,95200,92100,93800,3701,322672.0,3440000.0
2005-09-16,93500,95000,92400,93900,1740,323016.0,3440000.0
2005-09-20,93100,94500,92700,92900,26120,319576.0,3440000.0
2005-09-21,92500,93900,91000,91000,3750,313040.0,3440000.0
2005-09-22,90000,91500,90000,90700,950,312008.0,3440000.0
2005-09-23,91000,91700,90400,90500,1560,311320.0,3440000.0
2005-09-26,89700,94000,89700,94000,2950,323360.0,3440000.0
2005-09-27,93100,95500,91600,94800,2037,326112.0,3440000.0
2005-09-28,97200,99100,95300,99000,8641,340560.0,3440000.0
2005-09-29,99100,101500,98300,100000,4713,344000.0,3440000.0
2005-09-30,98700,100000,98000,98300,2717,338152.0,3440000.0
2005-10-04,98100,104000,98100,102500,2961,352600.0,3440000.0
2005-10-05,101000,101500,98000,98400,4678,338496.0,3440000.0
2005-10-06,97900,97900,94100,97500,4700,335400.0,3440000.0
2005-10-07,97000,101500,96400,98200,4230,337808.0,3440000.0
2005-10-10,98100,103500,98100,102000,4030,350880.0,3440000.0
2005-10-11,103500,103500,100500,103000,3234,354320.0,3440000.0
2005-10-12,103000,105000,101000,101000,5341,347440.0,3440000.0
2005-10-13,100500,101000,97500,97800,5161,336432.0,3440000.0
2005-10-14,99400,99400,96100,96600,2100,332304.0,3440000.0
2005-10-17,97200,99100,95500,96000,2342,330240.0,3440000.0
2005-10-18,96000,98000,96000,96500,4105,331960.0,3440000.0
2005-10-19,96300,97700,94000,94600,1461,325424.0,3440000.0
2005-10-20,96500,96500,94000,94800,2028,326112.0,3440000.0
2005-10-21,95600,97600,94100,96000,2970,330240.0,3440000.0
2005-10-24,97400,97500,95200,95500,1303,328520.0,3440000.0
2005-10-25,96800,99300,95100,98400,2470,338496.0,3440000.0
2005-10-26,99100,99900,97300,98900,1950,340216.0,3440000.0
2005-10-27,98500,102000,95200,96900,3228,333336.0,3440000.0
2005-10-28,96700,99900,93500,99900,3992,343656.0,3440000.0
2005-10-31,99800,100000,97600,100000,1690,344000.0,3440000.0
2005-11-01,98500,100500,97000,100500,2276,345720.0,3440000.0
2005-11-02,99900,104000,99000,102500,2232,352600.0,3440000.0
2005-11-03,102000,103500,101000,102500,1980,352600.0,3440000.0
2005-11-04,102500,104500,102000,104500,2215,359480.0,3440000.0
2005-11-07,104500,104500,96400,99800,9557,343312.0,3440000.0
2005-11-08,98900,101500,98000,101500,2530,349160.0,3440000.0
2005-11-09,101500,103500,98500,103000,5452,354320.0,3440000.0
2005-11-10,101500,103000,100000,103000,3028,354320.0,3440000.0
2005-11-11,103500,106000,103500,106000,3079,364640.0,3440000.0
2005-11-14,106000,106500,103000,105000,1321,361200.0,3440000.0
2005-11-15,104000,107000,103500,106000,2274,364640.0,3440000.0
2005-11-16,105000,110000,104000,109500,3469,376680.0,3440000.0
2005-11-17,108000,112500,108000,112000,3414,385280.0,3440000.0
2005-11-18,113000,114000,110000,112500,3040,387000.0,3440000.0
2005-11-21,112500,112500,107500,109000,3479,374960.0,3440000.0
2005-11-22,108500,110000,105500,110000,4921,378400.0,3440000.0
2005-11-23,108500,114000,107500,114000,2181,392160.0,3440000.0
2005-11-24,112000,114000,110000,112000,7275,385280.0,3440000.0
2005-11-25,111500,112500,109500,110000,11906,378400.0,3440000.0
2005-11-28,110500,111500,106500,110000,8519,378400.0,3440000.0
2005-11-29,108000,110500,106500,110000,8592,378400.0,3440000.0
2005-11-30,110000,114000,109000,111500,4188,383560.0,3440000.0
2005-12-01,112500,112500,109000,110000,2691,378400.0,3440000.0
2005-12-02,110000,114000,109000,111000,3150,381840.0,3440000.0
2005-12-05,111000,113000,109500,110500,5526,380120.0,3440000.0
2005-12-06,110000,112500,108000,110000,14337,378400.0,3440000.0
2005-12-07,110500,110500,107500,110000,7263,378400.0,3440000.0
2005-12-08,110000,110500,109500,110000,16320,378400.0,3440000.0
2005-12-09,109500,116000,109500,114000,3255,392160.0,3440000.0
2005-12-12,114500,121500,114500,120500,3917,414520.0,3440000.0
2005-12-13,120500,120500,114500,114500,3849,393880.0,3440000.0
2005-12-14,114000,120000,112500,120000,8512,412800.0,3440000.0
2005-12-15,121000,123000,117000,121500,3096,417960.0,3440000.0
2005-12-16,123500,123500,115000,120000,1851,412800.0,3440000.0
2005-12-19,121000,123000,113000,118500,4531,407640.0,3440000.0
2005-12-20,116500,120000,115000,120000,2493,412800.0,3440000.0
2005-12-21,118000,120000,117000,120000,2001,412800.0,3440000.0
2005-12-22,118000,118000,112000,114500,3884,393880.0,3440000.0
2005-12-23,115000,115000,110000,111000,6004,381840.0,3440000.0
2005-12-26,110500,112000,109000,112000,2304,385280.0,3440000.0
2005-12-27,110500,115000,109500,115000,2604,395600.0,3440000.0
2005-12-28,115000,115000,109500,112000,2950,385280.0,3440000.0
2005-12-29,112000,112000,107500,107500,4521,369800.0,3440000.0
2006-01-02,107500,108500,104500,106500,7831,366360.0,3440000.0
2006-01-03,106500,106500,104500,105000,7311,361200.0,3440000.0
2006-01-04,106500,110500,105000,109500,10779,376680.0,3440000.0
2006-01-05,110500,111000,107000,108000,4707,371520.0,3440000.0
2006-01-06,107500,110500,106500,108500,10105,373240.0,3440000.0
2006-01-09,108500,116000,107500,116000,13338,399040.0,3440000.0
2006-01-10,116000,116500,113000,113000,24678,388720.0,3440000.0
2006-01-11,112000,118500,112000,118000,5096,405920.0,3440000.0
2006-01-12,116500,118500,116000,116500,5986,400760.0,3440000.0
2006-01-13,120000,120000,116500,117000,5822,402480.0,3440000.0
2006-01-16,116500,116500,112000,113000,4321,388720.0,3440000.0
2006-01-17,112500,114000,110500,111000,3938,381840.0,3440000.0
2006-01-18,110500,112500,106000,107500,4214,369800.0,3440000.0
2006-01-19,107500,118000,105000,114000,8652,392160.0,3440000.0
2006-01-20,117000,117000,107500,107500,2258,369800.0,3440000.0
2006-01-23,107500,113500,107500,107500,6438,369800.0,3440000.0
2006-01-24,109500,111000,105000,109500,2847,376680.0,3440000.0
2006-01-25,110000,110000,106000,107000,5017,368080.0,3440000.0
2006-01-26,106500,108500,106500,107000,1604,368080.0,3440000.0
2006-01-27,107000,108500,107000,108500,2225,373240.0,3440000.0
2006-01-31,108500,115000,107000,109000,2260,374960.0,3440000.0
2006-02-01,109000,109500,107500,108000,4337,371520.0,3440000.0
2006-02-02,107000,111000,106000,107000,5189,368080.0,3440000.0
2006-02-03,108000,108000,105000,105500,3373,362920.0,3440000.0
2006-02-06,105000,107500,103000,107500,5898,369800.0,3440000.0
2006-02-07,106500,108500,106000,107500,2244,369800.0,3440000.0
2006-02-08,107500,109500,106500,107500,2411,369800.0,3440000.0
2006-02-09,107500,111000,107500,109500,3782,376680.0,3440000.0
2006-02-10,110000,114500,110000,114000,2417,392160.0,3440000.0
2006-02-13,114500,116500,112000,115000,3178,395600.0,3440000.0
2006-02-14,117000,126500,116000,125000,11201,430000.0,3440000.0
2006-02-15,122500,122500,115500,115500,5825,397320.0,3440000.0
2006-02-16,117000,119500,116500,118000,3033,405920.0,3440000.0
2006-02-17,115000,119500,112000,114000,6440,392160.0,3440000.0
2006-02-20,112000,123500,112000,121000,4331,416240.0,3440000.0
2006-02-21,121000,123000,120000,122000,1213,419680.0,3440000.0
2006-02-22,124000,124500,117500,120000,3899,412800.0,3440000.0
2006-02-23,120000,124000,120000,122000,2396,419680.0,3440000.0
2006-02-24,123500,124000,119000,124000,1930,426560.0,3440000.0
2006-02-27,120500,127000,120500,126500,2377,435160.0,3440000.0
2006-02-28,128000,129000,124000,124500,1714,428280.0,3440000.0
2006-03-02,124000,126500,124000,125000,2170,430000.0,3440000.0
2006-03-03,126500,127500,120500,125000,2818,430000.0,3440000.0
2006-03-06,124000,126000,123000,125000,3510,430000.0,3440000.0
2006-03-07,126500,127000,121500,127000,6064,436880.0,3440000.0
2006-03-08,130500,130500,125500,126000,3292,433440.0,3440000.0
2006-03-09,125000,127500,123500,123500,3182,424840.0,3440000.0
2006-03-10,122500,125500,122500,125000,2946,430000.0,3440000.0
2006-03-13,125500,125500,122000,122500,1343,421400.0,3440000.0
2006-03-14,124500,124500,121000,121000,1277,416240.0,3440000.0
2006-03-15,121000,124000,118500,118500,2491,407640.0,3440000.0
2006-03-16,118500,119500,114500,115000,2539,395600.0,3440000.0
2006-03-17,116500,117500,114000,116000,4099,399040.0,3440000.0
2006-03-20,116500,119500,116500,119500,1838,411080.0,3440000.0
2006-03-21,119500,119500,113500,115000,6284,395600.0,3440000.0
2006-03-22,114000,114000,109500,111000,5507,381840.0,3440000.0
2006-03-23,112000,112000,108500,110000,6431,378400.0,3440000.0
2006-03-24,110500,111500,109500,111000,10896,381840.0,3440000.0
2006-03-27,112500,118000,112500,118000,4057,405920.0,3440000.0
2006-03-28,119000,123000,117500,119000,5806,409360.0,3440000.0
2006-03-29,121000,121000,117000,120500,4111,414520.0,3440000.0
2006-03-30,119000,123000,119000,121500,4397,417960.0,3440000.0
2006-03-31,122000,122000,119500,121500,1767,417960.0,3440000.0
2006-04-03,120000,122500,117000,121500,3285,417960.0,3440000.0
2006-04-04,120000,121500,118500,119000,1819,409360.0,3440000.0
2006-04-05,119000,119500,117500,118500,1176,407640.0,3440000.0
2006-04-06,118500,121500,118500,120000,3161,412800.0,3440000.0
2006-04-07,121500,121500,116500,119000,3806,409360.0,3440000.0
2006-04-10,119000,121000,118500,119500,8615,411080.0,3440000.0
2006-04-11,121000,121000,119500,121000,1619,416240.0,3440000.0
2006-04-12,121000,121000,119500,120000,1159,412800.0,3440000.0
2006-04-13,120000,121000,118500,121000,2312,416240.0,3440000.0
2006-04-14,119500,124000,119000,123500,1531,424840.0,3440000.0
2006-04-17,121000,123500,119000,119000,4090,409360.0,3440000.0
2006-04-18,120000,126000,119500,122000,5151,419680.0,3440000.0
2006-04-19,123000,125000,121500,122500,2272,421400.0,3440000.0
2006-04-20,121000,124500,121000,121000,2830,416240.0,3440000.0
2006-04-21,121000,139000,121000,139000,25674,478160.0,3440000.0
2006-04-24,143000,145500,131000,134000,11236,460960.0,3440000.0
2006-04-25,136000,143000,134000,140000,11662,481600.0,3440000.0
2006-04-26,137000,141000,136000,140500,5653,483320.0,3440000.0
2006-04-27,139500,141500,136500,138500,5140,476440.0,3440000.0
2006-04-28,137000,139000,130500,133500,3291,459240.0,3440000.0
2006-05-02,133500,133500,130500,130500,3569,448920.0,3440000.0
2006-05-03,130000,133500,130000,130000,3919,447200.0,3440000.0
2006-05-04,132500,132500,129500,130000,2465,447200.0,3440000.0
2006-05-08,131000,132500,130000,132000,3697,454080.0,3440000.0
2006-05-09,132500,133000,130000,130000,3386,447200.0,3440000.0
2006-05-10,131500,132000,129000,131500,1948,452360.0,3440000.0
2006-05-11,132500,132500,129000,132000,4964,454080.0,3440000.0
2006-05-12,129500,129500,125500,125500,5345,431720.0,3440000.0
2006-05-15,125000,126000,121500,123000,3066,423120.0,3440000.0
2006-05-16,125000,125500,121000,121000,3735,416240.0,3440000.0
2006-05-17,121000,123000,116500,122000,2904,419680.0,3440000.0
2006-05-18,114500,120000,114500,120000,6913,412800.0,3440000.0
2006-05-19,120000,126000,117000,126000,10062,433440.0,3440000.0
2006-05-22,122000,122500,118500,120000,6517,412800.0,3440000.0
2006-05-23,120000,123500,116000,122000,8315,419680.0,3440000.0
2006-05-24,122500,122500,114000,120000,13580,412800.0,3440000.0
2006-05-25,117000,117000,113500,116500,7303,400760.0,3440000.0
2006-05-26,115000,119000,114000,115000,5880,395600.0,3440000.0
2006-05-29,115000,118000,112500,114000,7233,392160.0,3440000.0
2006-05-30,114000,117000,112500,115500,5564,397320.0,3440000.0
2006-06-01,114000,116500,112500,112500,7316,387000.0,3440000.0
2006-06-02,113000,115500,113000,113500,3754,390440.0,3440000.0
2006-06-05,115000,115000,112000,112500,2075,387000.0,3440000.0
2006-06-07,112500,115000,112500,113500,3116,390440.0,3440000.0
2006-06-08,115000,115000,110000,112000,8485,385280.0,3440000.0
2006-06-09,115000,116000,112000,113500,2132,390440.0,3440000.0
2006-06-12,113500,116000,112000,116000,2179,399040.0,3440000.0
2006-06-13,116500,119000,113000,113000,2330,388720.0,3440000.0
2006-06-14,116000,119500,110500,110500,12525,380120.0,3440000.0
2006-06-15,115000,119500,111000,111000,7858,381840.0,3440000.0
2006-06-16,114500,115000,112500,115000,3018,395600.0,3440000.0
2006-06-19,113000,114500,111000,114500,2229,393880.0,3440000.0
2006-06-20,113000,113500,110500,111000,2641,381840.0,3440000.0
2006-06-21,110000,110500,108500,108500,2122,373240.0,3440000.0
2006-06-22,111000,114000,111000,112000,3869,385280.0,3440000.0
2006-06-23,112000,113500,108500,112000,1441,385280.0,3440000.0
2006-06-26,113500,115000,111500,115000,2880,395600.0,3440000.0
2006-06-27,113000,115000,111000,114500,2578,393880.0,3440000.0
2006-06-28,111500,114000,111500,112000,2698,385280.0,3440000.0
2006-06-29,113500,115000,113500,114000,2760,392160.0,3440000.0
2006-06-30,114000,116500,114000,114000,3177,392160.0,3440000.0
2006-07-03,114500,115000,111500,111500,50660,383560.0,3440000.0
2006-07-04,113500,114000,111500,112000,2008,385280.0,3440000.0
2006-07-05,113000,113000,110500,113000,1319,388720.0,3440000.0
2006-07-06,112500,113000,108500,110500,2595,380120.0,3440000.0
2006-07-07,110000,111000,108500,109500,2874,376680.0,3440000.0
2006-07-10,106500,113000,106500,113000,3721,388720.0,3440000.0
2006-07-11,113500,113500,110000,112000,1705,385280.0,3440000.0
2006-07-12,111500,113500,110500,110500,3069,380120.0,3440000.0
2006-07-13,110000,112000,107000,108000,3776,371520.0,3440000.0
2006-07-14,107000,109000,104000,109000,3422,374960.0,3440000.0
2006-07-18,107000,108500,105500,108000,929,371520.0,3440000.0
2006-07-19,107500,109500,103000,109000,2285,374960.0,3440000.0
2006-07-20,109000,112500,109000,112500,2776,387000.0,3440000.0
2006-07-21,112500,112500,108000,109000,1174,374960.0,3440000.0
2006-07-24,111000,111000,105000,111000,3021,381840.0,3440000.0
2006-07-25,113000,115000,111500,113000,3151,388720.0,3440000.0
