기아자동차(000270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-04,7249,7488,7249,7373,399370,2319000.0,300000000.0
1999-06-07,7440,7650,7440,7516,666270,2364000.0,300000000.0
1999-06-08,7965,8012,7726,8012,817300,2520000.0,300000000.0
1999-06-09,8394,8966,8394,8441,1059390,2655000.0,300000000.0
1999-06-10,8384,8394,8012,8298,767010,2610000.0,300000000.0
1999-06-11,8108,8155,7917,7936,459590,2496000.0,300000000.0
1999-06-14,7936,8108,7774,8098,440730,2547000.0,300000000.0
1999-06-15,8012,8012,7631,7640,356970,2403000.0,300000000.0
1999-06-16,7640,7917,7640,7812,328190,2457000.0,300000000.0
1999-06-17,8012,8012,7850,7955,376140,2502000.0,300000000.0
1999-06-18,7917,7917,7726,7773,352930,2445000.0,300000000.0
1999-06-21,7917,7917,7726,7821,500990,2460000.0,300000000.0
1999-06-22,8003,8680,8003,8346,1108960,2625000.0,300000000.0
1999-06-23,8346,8346,8108,8250,467450,2595000.0,300000000.0
1999-06-24,8298,8585,8298,8393,796440,2640000.0,300000000.0
1999-06-25,8403,8585,8394,8584,810580,2700000.0,300000000.0
1999-06-28,8585,9062,8585,8870,1384600,2790000.0,300000000.0
1999-06-29,8871,8871,8604,8746,695070,2751000.0,300000000.0
1999-06-30,8728,8728,8451,8460,676010,2661000.0,300000000.0
1999-07-01,8461,8747,8461,8727,908580,2745000.0,300000000.0
1999-07-02,8737,9062,8737,9061,1566160,2850000.0,300000000.0
1999-07-05,9538,10397,9538,10396,2088480,3270000.0,300000000.0
1999-07-06,10397,10969,9777,10492,2952970,3300000.0,300000000.0
1999-07-07,10540,10969,10540,10873,2325350,3420000.0,300000000.0
1999-07-08,11255,11446,10969,11446,3378440,3600000.0,300000000.0
1999-07-09,11255,12400,10969,11923,2523090,3750000.0,300000000.0
1999-07-12,11923,12495,11637,11923,3076130,3750000.0,300000000.0
1999-07-13,12877,12877,12018,12018,3874110,3780000.0,300000000.0
1999-07-14,11542,11732,10778,10778,1895190,3390000.0,300000000.0
1999-07-15,10683,10969,10111,10969,1498880,3450000.0,300000000.0
1999-07-16,11875,12591,11446,12590,4821610,4964584.0,376104823.0
1999-07-19,13258,14117,13258,13640,5089640,5378299.0,376104823.0
1999-07-20,13640,14308,12972,13640,3270350,5378299.0,376104823.0
1999-07-21,13306,13831,13163,13210,2178700,5209052.0,376104823.0
1999-07-22,13497,14308,13354,14307,3290920,5641572.0,376104823.0
1999-07-23,14308,14308,12972,12972,2035310,5115026.0,376104823.0
1999-07-26,12734,12734,11065,12018,1595990,4738921.0,376104823.0
1999-07-27,12972,13354,12782,13353,1706110,5265468.0,376104823.0
1999-07-28,13163,13735,13068,13544,2205160,5340688.0,376104823.0
1999-07-29,13831,14260,13831,14021,2601030,5528741.0,376104823.0
1999-07-30,14117,14212,13258,13640,2026540,5378299.0,376104823.0
1999-08-02,15548,15548,14594,15547,4860340,6130509.0,376104823.0
1999-08-03,15262,15738,14785,15738,2455330,6205730.0,376104823.0
1999-08-04,15691,16215,15548,15738,2284220,6205730.0,376104823.0
1999-08-05,15071,15118,14117,14116,1546450,5566351.0,376104823.0
1999-08-06,14069,14308,13831,13926,1249060,5491130.0,376104823.0
1999-08-09,13974,14498,13735,14116,1364280,5566351.0,376104823.0
1999-08-10,13640,14117,13640,13830,1088960,5453520.0,376104823.0
1999-08-11,13354,13354,12972,13163,1541630,5190247.0,376104823.0
1999-08-12,13354,13831,13354,13687,875960,5397104.0,376104823.0
1999-08-13,13354,13354,13068,13306,883430,5248928.0,376267270.0
1999-08-16,12877,13545,12877,13449,545280,5305369.0,376267270.0
1999-08-17,13449,13640,12782,12781,736600,5041981.0,376267270.0
1999-08-18,12209,13068,11446,13067,1062320,5154862.0,376267270.0
1999-08-19,13354,13354,13020,13163,651580,5192488.0,376267270.0
1999-08-20,13163,13163,12972,13115,377780,5173675.0,376267270.0
1999-08-23,13354,13735,13354,13640,732030,5380622.0,376267270.0
1999-08-24,13640,13640,13354,13449,676980,5305369.0,376267270.0
1999-08-25,13354,13831,13354,13640,1126270,5380622.0,376267270.0
1999-08-26,13640,13640,13258,13258,700020,5230115.0,376267270.0
1999-08-27,13068,13258,12686,12972,895800,5117235.0,376267270.0
1999-08-30,13258,13354,12972,12972,930600,5117235.0,376267270.0
1999-08-31,12972,12972,12686,12829,369840,5060795.0,376267270.0
1999-09-01,12829,12829,12305,12304,832820,4853848.0,376267270.0
1999-09-02,10969,12114,10969,11827,767180,4665714.0,376267270.0
1999-09-03,11923,11923,10969,11255,1026340,4439954.0,376267270.0
1999-09-06,11732,12925,11732,12924,891790,5098422.0,376267270.0
1999-09-07,12877,12877,12114,12113,825620,4778594.0,376267270.0
1999-09-08,12448,12448,11923,12113,607960,4778594.0,376267270.0
1999-09-09,12400,12400,11923,11970,480870,4722154.0,376267270.0
1999-09-10,11971,12400,11971,11970,769060,4722154.0,376267270.0
1999-09-13,12209,12209,11542,11875,756270,4684528.0,376267270.0
1999-09-14,11875,11875,11685,11780,607810,4646901.0,376267270.0
1999-09-15,11780,11780,11160,11350,1046660,4477581.0,376267270.0
1999-09-16,11351,11351,10778,10778,1003500,4251820.0,376267270.0
1999-09-17,10492,11160,10492,11160,823150,4402327.0,376267270.0
1999-09-20,11255,11255,10969,10969,520050,4327074.0,376267270.0
1999-09-21,10874,11637,10874,11398,467930,4496394.0,376267270.0
1999-09-22,10969,11160,10969,10969,717710,4327074.0,376267270.0
1999-09-27,10969,10969,10683,10730,354440,4233007.0,376267270.0
1999-09-28,10731,11065,10635,11016,403570,4345887.0,376267270.0
1999-09-29,10874,11446,10635,10969,583510,4327074.0,376267270.0
1999-09-30,10969,10969,10683,10969,700380,4327074.0,376267270.0
1999-10-01,10969,10969,10206,10540,934090,4157753.0,376267270.0
1999-10-04,10826,10969,10683,10826,605410,4270634.0,376267270.0
1999-10-05,10826,11065,10826,10873,1241870,4289447.0,376267270.0
1999-10-06,11017,11255,10826,11255,1229500,4439954.0,376267270.0
1999-10-07,11637,11828,11398,11827,1545240,4665714.0,376267270.0
1999-10-08,11494,11732,11255,11732,1740120,4628087.0,376267270.0
1999-10-11,12400,12400,11875,12400,3241250,4891475.0,376267270.0
1999-10-12,11828,13640,11828,13640,5921310,5380622.0,376267270.0
1999-10-13,12972,12972,12400,12400,5452710,4891475.0,376267270.0
1999-10-14,12000,12100,11800,11950,1005080,4496394.0,376267270.0
1999-10-15,11800,11800,11550,11650,495070,4383514.0,376267270.0
1999-10-18,11150,11300,11100,11100,473130,4176567.0,376267270.0
1999-10-19,11250,11250,10900,10900,376010,4101313.0,376267270.0
1999-10-20,11050,11500,11050,11500,344430,4327074.0,376267270.0
1999-10-21,11100,11250,11100,11100,528680,4176567.0,376267270.0
1999-10-22,10900,11100,10800,11100,540850,4176567.0,376267270.0
1999-10-25,11000,11000,10400,10750,583000,4044873.0,376267270.0
1999-10-26,10400,11300,10300,11300,804080,4251820.0,376267270.0
1999-10-27,11000,11300,11000,11200,586170,4214193.0,376267270.0
1999-10-28,10900,11600,10850,11050,900550,4157753.0,376267270.0
1999-10-29,11300,12000,11150,12000,1501120,4515207.0,376267270.0
1999-11-01,11700,12500,11700,12500,3291920,4703341.0,376267270.0
1999-11-02,12300,12300,12200,12200,1200690,4590461.0,376267270.0
1999-11-03,12250,12250,11800,11800,3225700,4439954.0,376267270.0
1999-11-04,12000,12500,12000,12500,6758730,4703341.0,376267270.0
1999-11-05,12300,12300,11900,11900,1691180,4477581.0,376267270.0
1999-11-08,12000,12000,11000,11000,1726340,4138940.0,376267270.0
1999-11-09,11250,11250,11000,11050,1112600,4157753.0,376267270.0
1999-11-10,11100,11100,10500,10500,1530180,3950806.0,376267270.0
1999-11-11,10500,10800,10500,10700,1202750,4026060.0,376267270.0
1999-11-12,10600,10700,10300,10400,1348320,3913180.0,376267270.0
1999-11-15,10350,10350,9770,9770,1021250,3676131.0,376267270.0
1999-11-16,9800,10500,9800,10100,998980,3800299.0,376267270.0
1999-11-17,10000,10000,9490,9490,699710,3570776.0,376267270.0
1999-11-18,9300,9300,8900,9050,923810,3405219.0,376267270.0
1999-11-19,9060,9650,9060,9550,1214730,3593352.0,376267270.0
1999-11-22,9550,9550,9000,9000,1059980,3386405.0,376267270.0
1999-11-23,9200,9860,9200,9860,1097020,3709995.0,376267270.0
1999-11-24,9700,9700,9300,9390,392500,3533150.0,376267270.0
1999-11-25,9310,9310,9000,9000,823160,3386405.0,376267270.0
1999-11-26,8800,8800,8300,8300,611060,3123018.0,376267270.0
1999-11-29,8190,8190,7500,7500,791230,2822005.0,376267270.0
1999-11-30,7760,8300,7760,7860,871030,3532712.0,449454502.0
1999-12-01,8110,8120,7700,7700,695190,3460800.0,449454502.0
1999-12-02,7900,8100,7700,8090,825540,3636087.0,449454502.0
1999-12-03,7800,7960,7800,7820,472720,3514734.0,449454502.0
1999-12-06,7500,7510,7260,7260,779220,3263040.0,449454502.0
1999-12-07,7190,7190,6180,6400,848660,2876509.0,449454502.0
1999-12-08,6390,6390,6000,6300,751820,2831563.0,449454502.0
1999-12-09,6240,6240,6010,6010,1077200,2701222.0,449454502.0
1999-12-10,5950,6910,5700,6910,1430470,3105731.0,449454502.0
1999-12-13,7500,7940,7500,7940,588630,3568669.0,449454502.0
1999-12-14,8900,9130,8900,9130,1637010,4103520.0,449454502.0
1999-12-15,9800,9800,8060,9000,2006070,4045091.0,449454502.0
1999-12-16,8500,8600,8000,8010,695740,3600131.0,449454502.0
1999-12-17,8100,8500,8100,8290,645170,3725978.0,449454502.0
1999-12-20,8330,8330,7560,7900,452200,3550691.0,449454502.0
1999-12-21,7250,8000,7250,7900,1140520,3550691.0,449454502.0
1999-12-22,8100,8100,7500,7500,524900,3370909.0,449454502.0
1999-12-23,7500,7500,6900,6900,820970,3101236.0,449454502.0
1999-12-24,7020,7510,7020,7100,721070,3191127.0,449454502.0
1999-12-27,7500,7500,6920,6920,548490,3110225.0,449454502.0
1999-12-28,7000,7100,6680,7100,519300,3191127.0,449454502.0
2000-01-04,7100,7350,7000,7350,663610,3303491.0,449454502.0
2000-01-05,7100,7100,6950,6950,715550,3123709.0,449454502.0
2000-01-06,7030,7210,6650,6650,395340,2988872.0,449454502.0
2000-01-07,6700,6850,6500,6500,731560,2921454.0,449454502.0
2000-01-10,6560,6810,6530,6800,1122980,3056291.0,449454502.0
2000-01-11,6850,7400,6850,7400,1175560,3325963.0,449454502.0
2000-01-12,7400,8100,7000,7200,1675530,3236072.0,449454502.0
2000-01-13,7380,7380,6900,6900,732850,3101236.0,449454502.0
2000-01-14,6900,7200,6700,7200,880120,3236072.0,449454502.0
2000-01-17,8120,8120,7200,7200,1717520,3236072.0,449454502.0
2000-01-18,7880,7880,7500,7800,2673380,3505745.0,449454502.0
2000-01-19,7600,7600,7190,7190,677540,3231578.0,449454502.0
2000-01-20,6940,6940,6550,6760,653780,3038312.0,449454502.0
2000-01-21,6600,7050,6600,7000,486810,3146182.0,449454502.0
2000-01-24,6700,6860,6700,6800,1062230,3056291.0,449454502.0
2000-01-25,6800,6800,6650,6650,377730,2988872.0,449454502.0
2000-01-26,6800,6800,6550,6600,340790,2966400.0,449454502.0
2000-01-27,6800,7000,6800,7000,473890,3146182.0,449454502.0
2000-01-28,6610,6900,6600,6800,649930,3056291.0,449454502.0
2000-01-31,6690,6740,6600,6720,447610,3020334.0,449454502.0
2000-02-01,6720,6780,6690,6690,425110,3006851.0,449454502.0
2000-02-02,6690,6820,6620,6820,717490,3065280.0,449454502.0
2000-02-03,6850,6850,6700,6800,693620,3056291.0,449454502.0
2000-02-07,7000,7000,6820,6870,802470,3087752.0,449454502.0
2000-02-08,6820,6850,6740,6850,1072460,3078763.0,449454502.0
2000-02-09,6860,6860,6600,6600,1079710,2966400.0,449454502.0
2000-02-10,6550,6620,6420,6620,688450,2975389.0,449454502.0
2000-02-11,6500,6500,6200,6200,986370,2786618.0,449454502.0
2000-02-14,5970,5970,5650,5710,1199930,2566385.0,449454502.0
2000-02-15,6560,6560,5720,6020,3377890,2705716.0,449454502.0
2000-02-16,6100,6550,6100,6280,1245110,2822574.0,449454502.0
2000-02-17,7210,7220,6550,7220,3332310,3245062.0,449454502.0
2000-02-18,7210,7210,6400,6500,2178810,2921454.0,449454502.0
2000-02-21,5720,5990,5530,5530,1500670,2485483.0,449454502.0
2000-02-22,5130,5800,4860,5130,2263360,2305702.0,449454502.0
2000-02-23,5150,5790,5130,5570,1616570,2503462.0,449454502.0
2000-02-24,5440,5450,5120,5210,992180,2341658.0,449454502.0
2000-02-25,5050,5380,4920,5100,1260020,2292218.0,449454502.0
2000-02-28,4700,4900,4360,4450,1971250,2000073.0,449454502.0
2000-02-29,4510,4700,4400,4470,1513500,2009062.0,449454502.0
2000-03-02,4470,4650,4240,4470,2434720,2009062.0,449454502.0
2000-03-03,4510,4585,4200,4225,2283460,1898945.0,449454502.0
2000-03-06,4225,4855,4120,4855,3400290,2182102.0,449454502.0
2000-03-07,5490,5580,5100,5430,3912750,2440538.0,449454502.0
2000-03-08,5000,5500,4770,5320,1829490,2391098.0,449454502.0
2000-03-09,5400,5500,5130,5250,2036230,2359636.0,449454502.0
2000-03-10,5200,5380,5030,5110,1599030,2296713.0,449454502.0
2000-03-13,5600,5600,5350,5380,3048970,2418065.0,449454502.0
2000-03-14,5400,5540,5230,5410,1539160,2431549.0,449454502.0
2000-03-15,5210,5320,5110,5170,1064900,2323680.0,449454502.0
2000-03-16,5250,5330,5160,5200,1085560,2337163.0,449454502.0
2000-03-17,5250,5360,5200,5240,919190,2355142.0,449454502.0
2000-03-20,5190,5240,5050,5240,758120,2355142.0,449454502.0
2000-03-21,5140,5200,5070,5100,933320,2292218.0,449454502.0
2000-03-22,5110,5340,5110,5290,1388860,2377614.0,449454502.0
2000-03-23,5290,5490,5190,5430,1314260,2440538.0,449454502.0
2000-03-24,5380,5430,5270,5430,977870,2440538.0,449454502.0
2000-03-27,5200,5310,5180,5290,854580,2377614.0,449454502.0
2000-03-28,5200,5370,5150,5260,1107800,2364131.0,449454502.0
2000-03-29,5220,5290,5150,5200,949500,2337163.0,449454502.0
2000-03-30,5150,5150,4905,5000,1909210,2247273.0,449454502.0
2000-03-31,5100,5140,4800,5000,743900,2247273.0,449454502.0
2000-04-03,5000,5180,4950,5000,799130,2247273.0,449454502.0
2000-04-04,5000,5140,4980,5000,1000930,2247273.0,449454502.0
2000-04-06,4980,5050,4950,5000,649500,2247273.0,449454502.0
2000-04-07,4950,4950,4810,4880,441030,2193338.0,449454502.0
2000-04-10,4800,5070,4660,4950,1300350,2224800.0,449454502.0
2000-04-11,4990,4990,4810,4945,621910,2222553.0,449454502.0
2000-04-12,4900,5120,4850,5040,719090,2265251.0,449454502.0
2000-04-14,4910,5200,4905,5010,475970,2251767.0,449454502.0
2000-04-17,4710,5000,4600,4900,1383050,2202327.0,449454502.0
2000-04-18,5040,5150,5010,5090,882210,2287723.0,449454502.0
2000-04-19,5150,5780,5100,5200,1402960,2337163.0,449454502.0
2000-04-20,5300,5400,5050,5380,915280,2418065.0,449454502.0
2000-04-21,5400,5780,5350,5600,1251390,2516945.0,449454502.0
2000-04-24,5600,5600,5390,5390,568320,2422560.0,449454502.0
2000-04-25,5300,5540,5130,5460,694380,2454022.0,449454502.0
2000-04-26,5350,5530,4655,5300,1632280,2382109.0,449454502.0
2000-04-27,5020,5100,4820,4900,554170,2202327.0,449454502.0
2000-04-28,4920,5200,4920,5040,445100,2265251.0,449454502.0
2000-05-02,4975,5600,4900,5580,1164100,2507956.0,449454502.0
2000-05-03,5500,6080,5350,6000,2183690,2696727.0,449454502.0
2000-05-04,6150,6490,5950,6200,2162410,2786618.0,449454502.0
2000-05-08,6300,6400,6100,6150,2154380,2764145.0,449454502.0
2000-05-09,6000,6100,5700,6100,814930,2741672.0,449454502.0
2000-05-10,5820,6300,5820,6190,2917130,2782123.0,449454502.0
2000-05-12,5750,6090,5750,6000,715560,2696727.0,449454502.0
2000-05-15,5950,5990,5740,5740,327200,2579869.0,449454502.0
2000-05-16,5650,5800,5400,5620,305900,2525934.0,449454502.0
2000-05-17,5450,6250,5450,5650,1070880,2539418.0,449454502.0
2000-05-18,5890,6000,5400,5980,471420,2687738.0,449454502.0
2000-05-19,5740,6190,5660,6000,3041730,2696727.0,449454502.0
2000-05-22,5910,5910,5500,5500,297170,2472000.0,449454502.0
2000-05-23,5300,5450,5010,5100,559930,2292218.0,449454502.0
2000-05-24,5000,5250,4820,5200,334110,2337163.0,449454502.0
2000-05-25,5450,5810,5300,5800,923270,2606836.0,449454502.0
2000-05-26,6100,6100,5450,5600,809410,2516945.0,449454502.0
2000-05-29,5100,5800,5000,5800,899160,2606836.0,449454502.0
2000-05-30,5800,6450,5800,6400,2913100,2876509.0,449454502.0
2000-05-31,6500,6980,6180,6180,7385500,2777629.0,449454502.0
2000-06-01,5980,6110,5600,5820,1531640,2615825.0,449454502.0
2000-06-02,5900,6360,5850,6000,2363930,2696727.0,449454502.0
2000-06-05,6100,6280,6010,6080,1461360,2732683.0,449454502.0
2000-06-07,6040,6060,5870,6050,937500,2719200.0,449454502.0
2000-06-08,5950,6090,5870,6050,866940,2719200.0,449454502.0
2000-06-09,5850,6350,5850,5900,1805540,2651782.0,449454502.0
2000-06-12,5900,6650,5850,6150,1926380,2764145.0,449454502.0
2000-06-13,6090,6200,5920,6000,655050,2696727.0,449454502.0
2000-06-14,5870,6130,5870,6100,597660,2741672.0,449454502.0
2000-06-15,6000,6040,5760,5900,624270,2651782.0,449454502.0
2000-06-16,5700,5990,5700,5900,683000,2651782.0,449454502.0
2000-06-19,5760,6030,5700,5700,350860,2561891.0,449454502.0
2000-06-20,5950,6000,5750,6000,602230,2696727.0,449454502.0
2000-06-21,5900,6560,5810,6240,3618340,2804596.0,449454502.0
2000-06-22,6150,6470,5900,6000,501170,2696727.0,449454502.0
2000-06-23,6000,6140,5970,6030,255680,2710211.0,449454502.0
2000-06-26,6200,6380,6060,6350,793480,2854036.0,449454502.0
2000-06-27,6450,6480,6250,6350,463590,2854036.0,449454502.0
2000-06-28,6250,6450,6200,6300,436960,2831563.0,449454502.0
2000-06-29,6200,6350,6010,6250,864020,2809091.0,449454502.0
2000-06-30,6100,6450,6100,6400,573850,2876509.0,449454502.0
2000-07-03,6250,6450,6230,6410,561580,2881003.0,449454502.0
2000-07-04,6410,6450,6350,6410,361650,2881003.0,449454502.0
2000-07-05,6410,6650,6400,6590,919210,2961905.0,449454502.0
2000-07-06,6550,6890,6510,6860,1143090,3083258.0,449454502.0
2000-07-07,7000,7100,6900,7050,1159210,3168654.0,449454502.0
2000-07-10,7000,7300,6900,7050,719590,3168654.0,449454502.0
2000-07-11,7050,7080,6900,6960,446110,3128203.0,449454502.0
2000-07-12,6900,7080,6750,7060,373080,3173149.0,449454502.0
2000-07-13,7050,7100,6910,7060,485330,3173149.0,449454502.0
2000-07-14,7150,7240,6910,7100,399900,3191127.0,449454502.0
2000-07-18,7100,7160,7020,7100,340400,3191127.0,449454502.0
2000-07-19,7000,7160,6910,7100,497390,3191127.0,449454502.0
2000-07-20,7010,7250,7010,7090,555950,3186632.0,449454502.0
2000-07-21,7180,7200,6830,7100,304920,3191127.0,449454502.0
2000-07-24,6910,7090,6810,6810,267190,3060785.0,449454502.0
2000-07-25,6700,6990,6690,6940,536440,3119214.0,449454502.0
2000-07-26,6850,7000,6410,6940,586770,3119214.0,449454502.0
2000-07-27,6900,7200,6790,7120,435420,3200116.0,449454502.0
2000-07-28,7010,7300,7000,7150,600690,3213600.0,449454502.0
2000-07-31,7150,7440,7120,7200,783360,3236072.0,449454502.0
2000-08-01,7250,7380,7000,7180,688130,3227083.0,449454502.0
2000-08-02,7180,7220,7100,7170,437450,3222589.0,449454502.0
2000-08-03,7010,7200,7010,7160,482880,3218094.0,449454502.0
2000-08-04,7100,7120,6810,6990,317350,3141687.0,449454502.0
2000-08-07,6810,6910,6660,6890,241580,3096742.0,449454502.0
2000-08-08,6720,7090,6720,7070,359920,3177643.0,449454502.0
2000-08-09,7150,7560,7140,7450,982030,3348436.0,449454502.0
2000-08-10,7500,7500,7000,7500,909180,3370909.0,449454502.0
2000-08-11,7110,7350,7080,7120,558360,3200116.0,449454502.0
2000-08-14,7440,7490,7280,7400,603580,3325963.0,449454502.0
2000-08-16,7200,7500,7200,7350,293550,3303491.0,449454502.0
2000-08-17,7300,7650,7110,7290,620910,3276523.0,449454502.0
2000-08-18,7340,7390,7070,7070,293940,3177643.0,449454502.0
2000-08-21,7000,7080,6900,6910,211680,3105731.0,449454502.0
2000-08-22,6990,7200,6910,7170,307000,3222589.0,449454502.0
2000-08-23,7290,7290,6900,6930,377920,3114720.0,449454502.0
2000-08-24,6860,7090,6770,6900,362930,3101236.0,449454502.0
2000-08-25,7000,7000,6800,6910,314600,3105731.0,449454502.0
2000-08-28,6850,7130,6850,6920,397730,3110225.0,449454502.0
2000-08-29,7120,7190,6930,7000,397630,3146182.0,449454502.0
2000-08-30,7000,7000,6900,6900,206900,3101236.0,449454502.0
2000-08-31,6810,6880,6480,6750,676380,3033818.0,449454502.0
