한국종합기술(023350),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-07-01,5530,5730,5510,5510,53051,60334.0,10950000.0
2011-07-04,5600,5630,5480,5500,67655,60225.0,10950000.0
2011-07-05,5530,5690,5530,5670,43420,62086.0,10950000.0
2011-07-06,5700,5700,5600,5640,41760,61758.0,10950000.0
2011-07-07,5730,6480,5730,6480,315650,70956.0,10950000.0
2011-07-08,7160,7200,6500,6520,1049067,71394.0,10950000.0
2011-07-11,6550,6970,6420,6970,486275,76322.0,10950000.0
2011-07-12,6820,6900,6460,6460,259576,70737.0,10950000.0
2011-07-13,6520,6630,6110,6270,179680,68656.0,10950000.0
2011-07-14,6330,6650,6210,6400,183473,70080.0,10950000.0
2011-07-15,6450,6530,6300,6420,129777,70299.0,10950000.0
2011-07-18,6490,6770,6430,6670,285736,73036.0,10950000.0
2011-07-19,6720,6840,6610,6750,159285,73912.0,10950000.0
2011-07-20,6890,6890,6360,6360,204100,69642.0,10950000.0
2011-07-21,6400,6400,6130,6180,107258,67671.0,10950000.0
2011-07-22,6200,6350,6030,6280,144732,68766.0,10950000.0
2011-07-25,6400,6540,6210,6320,119084,69204.0,10950000.0
2011-07-26,6400,6400,6170,6310,79073,69094.0,10950000.0
2011-07-27,6340,6650,6340,6400,103720,70080.0,10950000.0
2011-07-28,6300,6370,6230,6300,76179,68985.0,10950000.0
2011-07-29,6310,6350,6070,6070,86348,66466.0,10950000.0
2011-08-01,6080,6250,6060,6240,51087,68328.0,10950000.0
2011-08-02,6230,6250,5960,6010,94530,65810.0,10950000.0
2011-08-03,5810,5890,5650,5840,73426,63948.0,10950000.0
2011-08-04,5840,5920,5600,5650,45870,61868.0,10950000.0
2011-08-05,5200,5470,5080,5340,67150,58473.0,10950000.0
2011-08-08,5100,5260,4540,4545,161700,49768.0,10950000.0
2011-08-09,3915,4170,3865,3930,374698,43034.0,10950000.0
2011-08-10,4100,4355,4045,4100,231808,44895.0,10950000.0
2011-08-11,3820,4190,3770,4160,128480,45552.0,10950000.0
2011-08-12,4390,4390,4135,4135,118060,45278.0,10950000.0
2011-08-16,4260,4455,4260,4430,90581,48508.0,10950000.0
2011-08-17,4430,4700,4385,4695,84330,51410.0,10950000.0
2011-08-18,4830,4895,4510,4675,68561,51191.0,10950000.0
2011-08-19,4350,4485,4300,4305,75281,47140.0,10950000.0
2011-08-22,4600,4600,4100,4480,86750,49056.0,10950000.0
2011-08-23,4540,4620,4420,4465,79375,48892.0,10950000.0
2011-08-24,4570,4650,4410,4485,57930,49111.0,10950000.0
2011-08-25,4520,4600,4385,4450,50600,48728.0,10950000.0
2011-08-26,4450,4490,4350,4425,26462,48454.0,10950000.0
2011-08-29,4535,4535,4425,4470,44740,48946.0,10950000.0
2011-08-30,4770,4770,4530,4580,60502,50151.0,10950000.0
2011-08-31,4605,4650,4520,4585,30120,50206.0,10950000.0
2011-09-01,4700,4795,4540,4540,100040,49713.0,10950000.0
2011-09-02,4550,5220,4515,4925,635097,53929.0,10950000.0
2011-09-05,4870,5400,4800,5290,283757,57926.0,10950000.0
2011-09-06,5230,5400,5100,5240,168862,57378.0,10950000.0
2011-09-07,5270,5390,5170,5210,94433,57050.0,10950000.0
2011-09-08,5290,5300,5030,5140,63980,56283.0,10950000.0
2011-09-09,5230,5230,4980,5040,51480,55188.0,10950000.0
2011-09-14,5080,5080,4615,4620,85037,50589.0,10950000.0
2011-09-15,4790,4895,4470,4565,69550,49987.0,10950000.0
2011-09-16,4605,4790,4605,4790,44637,52450.0,10950000.0
2011-09-19,4800,4850,4680,4760,21330,52122.0,10950000.0
2011-09-20,4750,5250,4740,4965,100880,54367.0,10950000.0
2011-09-21,5090,5090,4860,4880,32550,53436.0,10950000.0
2011-09-22,4780,4860,4535,4750,48100,52012.0,10950000.0
2011-09-23,4380,4570,4355,4355,46040,47687.0,10950000.0
2011-09-26,4300,4475,3705,3815,107030,41774.0,10950000.0
2011-09-27,3895,4065,3895,3990,28330,43690.0,10950000.0
2011-09-28,4160,4160,3990,3990,14391,43690.0,10950000.0
2011-09-29,3990,4115,3940,4095,24410,44840.0,10950000.0
2011-09-30,4180,4180,4000,4055,11990,44402.0,10950000.0
2011-10-04,3850,3885,3615,3800,44780,41610.0,10950000.0
2011-10-05,3800,3920,3640,3640,23662,39858.0,10950000.0
2011-10-06,3850,3850,3715,3720,19980,40734.0,10950000.0
2011-10-07,3830,4000,3780,4000,27100,43800.0,10950000.0
2011-10-10,4000,4500,3985,4300,59330,47085.0,10950000.0
2011-10-11,4300,4305,4110,4110,64431,45004.0,10950000.0
2011-10-12,4110,4310,4070,4205,29110,46045.0,10950000.0
2011-10-13,4330,4330,4120,4220,20691,46209.0,10950000.0
2011-10-14,4320,4320,4075,4280,19530,46866.0,10950000.0
2011-10-17,4290,4290,4155,4220,27000,46209.0,10950000.0
2011-10-18,4130,4180,4050,4130,23230,45224.0,10950000.0
2011-10-19,4175,4230,4100,4125,35100,45169.0,10950000.0
2011-10-20,4125,4200,3955,3955,37329,43307.0,10950000.0
2011-10-21,3955,4085,3955,4040,33000,44238.0,10950000.0
2011-10-24,4050,4200,4050,4150,31935,45442.0,10950000.0
2011-10-25,4125,4200,4090,4140,26815,45333.0,10950000.0
2011-10-26,4010,4150,4010,4110,19060,45004.0,10950000.0
2011-10-27,4230,4350,4095,4350,67582,47632.0,10950000.0
2011-10-28,4340,4800,4340,4485,145449,49111.0,10950000.0
2011-10-31,4495,4495,4350,4360,41719,47742.0,10950000.0
2011-11-01,4220,4360,4220,4340,29053,47523.0,10950000.0
2011-11-02,4200,4270,4045,4195,56406,45935.0,10950000.0
2011-11-03,4140,4215,4020,4055,51050,44402.0,10950000.0
2011-11-04,4120,4490,4105,4385,76232,48016.0,10950000.0
2011-11-07,4375,4400,4255,4400,36475,48180.0,10950000.0
2011-11-08,4395,4420,4300,4330,38230,47414.0,10950000.0
2011-11-09,4410,4690,4300,4530,136682,49604.0,10950000.0
2011-11-10,4400,4485,4300,4315,71357,47249.0,10950000.0
2011-11-11,4380,4530,4330,4425,42811,48454.0,10950000.0
2011-11-14,4400,4550,4395,4435,46015,48563.0,10950000.0
2011-11-15,4450,4450,4250,4330,24906,47414.0,10950000.0
2011-11-16,4420,4420,4220,4220,32838,46209.0,10950000.0
2011-11-17,4220,4275,4055,4275,29842,46811.0,10950000.0
2011-11-18,4295,4295,4145,4205,14629,46045.0,10950000.0
2011-11-21,4240,4240,4095,4145,22017,45388.0,10950000.0
2011-11-22,3985,4110,3985,4065,37740,44512.0,10950000.0
2011-11-23,4000,4060,3820,3860,60425,42267.0,10950000.0
2011-11-24,3945,3995,3805,3960,15570,43362.0,10950000.0
2011-11-25,4030,4040,3875,3950,21670,43252.0,10950000.0
2011-11-28,3910,4150,3910,4075,26950,44621.0,10950000.0
2011-11-29,4080,4140,4060,4060,21638,44457.0,10950000.0
2011-11-30,4060,4155,4010,4060,30200,44457.0,10950000.0
2011-12-01,4095,4180,4060,4120,62940,45114.0,10950000.0
2011-12-02,4170,4180,4000,4070,35140,44566.0,10950000.0
2011-12-05,4160,4160,3950,4035,45420,44183.0,10950000.0
2011-12-06,4070,4070,3905,4025,47802,44074.0,10950000.0
2011-12-07,3950,4070,3950,4005,15443,43855.0,10950000.0
2011-12-08,3970,4080,3910,3940,45110,43143.0,10950000.0
2011-12-09,3990,3995,3895,3970,33461,43472.0,10950000.0
2011-12-12,4040,4100,3970,4055,40771,44402.0,10950000.0
2011-12-13,4020,4090,3965,4030,31030,44128.0,10950000.0
2011-12-14,4060,4090,4020,4060,31400,44457.0,10950000.0
2011-12-15,4070,4070,3965,3985,28701,43636.0,10950000.0
2011-12-16,4060,4060,3965,4025,8596,44074.0,10950000.0
2011-12-19,4030,4030,3700,3880,71587,42486.0,10950000.0
2011-12-20,3810,3955,3770,3930,31550,43034.0,10950000.0
2011-12-21,3990,4025,3940,3940,22635,43143.0,10950000.0
2011-12-22,3990,3990,3910,3940,10780,43143.0,10950000.0
2011-12-23,4000,4085,3945,4025,40500,44074.0,10950000.0
2011-12-26,4065,4065,3970,4045,18050,44293.0,10950000.0
2011-12-27,4060,4090,3920,4005,25440,43855.0,10950000.0
2011-12-28,4005,4010,3905,3970,7935,43472.0,10950000.0
2011-12-29,3950,3970,3830,3970,13725,43472.0,10950000.0
2012-01-02,3970,4020,3925,4000,18550,43800.0,10950000.0
2012-01-03,4000,4040,3965,4000,26941,43800.0,10950000.0
2012-01-04,4000,4025,3975,4000,17470,43800.0,10950000.0
2012-01-05,4000,4130,3965,4010,55850,43910.0,10950000.0
2012-01-06,4050,4235,4035,4210,152442,46100.0,10950000.0
2012-01-09,4350,4840,4230,4840,678233,52998.0,10950000.0
2012-01-10,4960,5450,4830,5050,837423,55298.0,10950000.0
2012-01-11,5140,5150,4780,4880,210023,53436.0,10950000.0
2012-01-12,4810,4885,4550,4550,208881,49822.0,10950000.0
2012-01-13,4570,4685,4560,4575,89836,50096.0,10950000.0
2012-01-16,4490,4600,4420,4430,83653,48508.0,10950000.0
2012-01-17,4430,4525,4380,4445,61740,48673.0,10950000.0
2012-01-18,4435,4715,4435,4455,181652,48782.0,10950000.0
2012-01-19,4485,4625,4455,4495,52763,49220.0,10950000.0
2012-01-20,4520,4795,4520,4660,127189,51027.0,10950000.0
2012-01-25,4725,4755,4460,4550,79045,49822.0,10950000.0
2012-01-26,4520,4580,4470,4480,50526,49056.0,10950000.0
2012-01-27,4500,4500,4380,4420,54629,48399.0,10950000.0
2012-01-30,4450,4540,4415,4420,37614,48399.0,10950000.0
2012-01-31,4400,4505,4400,4490,32183,49166.0,10950000.0
2012-02-01,4520,4595,4500,4580,48404,50151.0,10950000.0
2012-02-02,4600,4700,4500,4530,59780,49604.0,10950000.0
2012-02-03,4500,4550,4410,4525,74456,49549.0,10950000.0
2012-02-06,4535,4775,4535,4575,122010,50096.0,10950000.0
2012-02-07,4700,4755,4600,4700,74437,51465.0,10950000.0
2012-02-08,4720,4745,4675,4710,44325,51574.0,10950000.0
2012-02-09,4790,4840,4630,4785,104723,52396.0,10950000.0
2012-02-10,4830,5500,4830,5400,789353,59130.0,10950000.0
2012-02-13,5300,5740,5170,5390,494555,59020.0,10950000.0
2012-02-14,5640,6190,5470,6190,624775,67780.0,10950000.0
2012-02-15,6690,7110,6590,7110,1098358,77854.0,10950000.0
2012-02-16,7000,7870,6890,7280,1025471,79716.0,10950000.0
2012-02-17,6990,7240,6670,7170,670975,78512.0,10950000.0
2012-02-20,7400,8240,7330,8240,770743,90228.0,10950000.0
2012-02-21,9000,9470,8570,9470,825989,103696.0,10950000.0
2012-02-22,9180,9410,8370,8390,704247,91870.0,10950000.0
2012-02-23,8270,8950,7660,7800,573164,85410.0,10950000.0
2012-02-24,7900,8970,7650,7850,771010,85958.0,10950000.0
2012-02-27,7850,8960,7620,7880,520793,86286.0,10950000.0
2012-02-28,8020,8350,7880,7920,175759,86724.0,10950000.0
2012-02-29,8100,8530,7720,7780,231216,85191.0,10950000.0
2012-03-02,7800,8070,7640,7780,122472,85191.0,10950000.0
2012-03-05,7750,7940,7300,7400,112200,81030.0,10950000.0
2012-03-06,7400,7560,7000,7380,111656,80811.0,10950000.0
2012-03-07,7590,7600,7170,7230,92634,79168.0,10950000.0
2012-03-08,7470,7470,7000,7100,67179,77745.0,10950000.0
2012-03-09,7260,7260,6720,7040,116162,77088.0,10950000.0
2012-03-12,7170,7380,7040,7200,44918,78840.0,10950000.0
2012-03-13,7200,7290,7010,7100,46947,77745.0,10950000.0
2012-03-14,7100,7480,7060,7310,76985,80044.0,10950000.0
2012-03-15,7450,7450,7100,7100,49381,77745.0,10950000.0
2012-03-16,7130,7200,6930,7060,52000,77307.0,10950000.0
2012-03-19,7190,7490,7080,7310,91253,80044.0,10950000.0
2012-03-20,7400,8270,7280,7900,400100,86505.0,10950000.0
2012-03-21,7950,8500,7720,8400,237286,91980.0,10950000.0
2012-03-22,8400,8990,8050,8700,252910,95265.0,10950000.0
2012-03-23,8960,9300,8540,8590,205898,94060.0,10950000.0
2012-03-26,8550,9000,8410,8410,130025,92090.0,10950000.0
2012-03-27,8410,8520,7900,8040,172556,88038.0,10950000.0
2012-03-28,7900,8100,7740,7740,87762,84753.0,10950000.0
2012-03-29,7700,7910,7700,7730,54494,84644.0,10950000.0
2012-03-30,7740,7890,7380,7660,51486,83877.0,10950000.0
2012-04-02,7880,7880,7460,7640,33746,83658.0,10950000.0
2012-04-03,7640,8780,7640,8780,331386,96141.0,10950000.0
2012-04-04,8620,9060,8380,8510,186699,93184.0,10950000.0
2012-04-05,8500,9350,8370,8670,275052,94936.0,10950000.0
2012-04-06,8730,9160,8530,9080,183752,99426.0,10950000.0
2012-04-09,9130,9280,8160,8160,169614,89352.0,10950000.0
2012-04-10,7950,8390,7760,8120,121011,88914.0,10950000.0
2012-04-12,8010,8270,7720,7920,76909,86724.0,10950000.0
2012-04-13,8000,8780,8000,8550,105765,93622.0,10950000.0
2012-04-16,8710,8870,8020,8500,89276,93075.0,10950000.0
2012-04-17,8670,8670,8300,8300,41691,90885.0,10950000.0
2012-04-18,8470,8620,8350,8590,41553,94060.0,10950000.0
2012-04-19,8610,8990,8510,8600,75825,94170.0,10950000.0
2012-04-20,8520,8900,8410,8420,77436,92199.0,10950000.0
2012-04-23,8750,9060,8000,8000,339850,87600.0,10950000.0
2012-04-24,8000,8140,7530,7600,114251,83220.0,10950000.0
2012-04-25,7710,7930,7500,7510,79301,82234.0,10950000.0
2012-04-26,7770,7770,7400,7450,52308,81578.0,10950000.0
2012-04-27,7600,7850,7500,7500,40601,82125.0,10950000.0
2012-04-30,7640,7640,6910,6930,95971,75884.0,10950000.0
2012-05-02,6740,7150,6740,6800,100520,74460.0,10950000.0
2012-05-03,6900,6980,6730,6830,60667,74788.0,10950000.0
2012-05-04,6750,7200,6750,6940,37671,75993.0,10950000.0
2012-05-07,6940,7090,6500,6690,48797,73256.0,10950000.0
2012-05-08,6730,6900,6320,6590,49219,72160.0,10950000.0
2012-05-09,6590,6910,6530,6700,34559,73365.0,10950000.0
2012-05-10,6710,6810,6430,6630,58548,72598.0,10950000.0
2012-05-11,6700,6840,6630,6770,40471,74132.0,10950000.0
2012-05-14,6790,6790,6220,6270,58010,68656.0,10950000.0
2012-05-15,6210,6290,5680,5800,77891,63510.0,10950000.0
2012-05-16,5850,6000,5620,5620,45381,61539.0,10950000.0
2012-05-17,5590,5920,5590,5890,27738,64496.0,10950000.0
2012-05-18,5700,5920,5600,5800,32141,63510.0,10950000.0
2012-05-21,5920,6000,5300,5460,39618,59787.0,10950000.0
2012-05-22,5440,5850,5410,5790,54682,63400.0,10950000.0
2012-05-23,5820,5850,5700,5780,18760,63291.0,10950000.0
2012-05-24,5780,5850,5600,5670,25511,62086.0,10950000.0
2012-05-25,5650,5700,5530,5530,19726,60554.0,10950000.0
2012-05-29,5680,5680,5500,5610,13441,61430.0,10950000.0
2012-05-30,5610,5900,5610,5720,25346,62634.0,10950000.0
2012-05-31,5720,6480,5720,6370,104864,69752.0,10950000.0
2012-06-01,6380,6450,6110,6200,38376,67890.0,10950000.0
2012-06-04,5880,6030,5680,5800,20773,63510.0,10950000.0
2012-06-05,5930,6000,5800,5950,40096,65152.0,10950000.0
2012-06-07,6100,6470,6100,6370,78987,69752.0,10950000.0
2012-06-08,6260,6360,6030,6190,27192,67780.0,10950000.0
2012-06-11,6210,6490,6190,6330,29780,69314.0,10950000.0
2012-06-12,6190,6300,6150,6280,14550,68766.0,10950000.0
2012-06-13,6330,6470,6170,6170,11691,67562.0,10950000.0
2012-06-14,6090,6180,6070,6080,11106,66576.0,10950000.0
2012-06-15,6050,6250,5990,6000,22915,65700.0,10950000.0
2012-06-18,6080,6200,6080,6130,13121,67124.0,10950000.0
2012-06-19,6160,6160,5970,5970,24142,65372.0,10950000.0
2012-06-20,5990,6250,5980,6090,22018,66686.0,10950000.0
2012-06-21,6200,6200,6000,6000,51628,65700.0,10950000.0
2012-06-22,5970,6190,5970,6010,15148,65810.0,10950000.0
2012-06-25,5970,6050,5860,5920,25070,64824.0,10950000.0
2012-06-26,5980,6040,5810,5850,21321,64058.0,10950000.0
2012-06-27,5860,6340,5800,6120,49940,67014.0,10950000.0
2012-06-28,6130,6190,6050,6050,36542,66248.0,10950000.0
2012-06-29,6000,6120,5940,6090,24420,66686.0,10950000.0
2012-07-02,6290,6420,6100,6400,41358,70080.0,10950000.0
2012-07-03,6410,6500,6250,6470,35101,70846.0,10950000.0
2012-07-04,6500,6500,6270,6360,14386,69642.0,10950000.0
2012-07-05,6360,6450,6250,6390,27183,69970.0,10950000.0
2012-07-06,6470,6470,6200,6240,26030,68328.0,10950000.0
2012-07-09,6200,6270,6000,6040,47490,66138.0,10950000.0
2012-07-10,6040,6270,6000,6150,32710,67342.0,10950000.0
2012-07-11,6060,6220,6020,6150,9421,67342.0,10950000.0
2012-07-12,6070,6200,6050,6070,14951,66466.0,10950000.0
2012-07-13,6060,6330,5830,6250,34490,68438.0,10950000.0
2012-07-16,6190,6200,6110,6190,11667,67780.0,10950000.0
2012-07-17,6210,6900,6040,6330,67500,69314.0,10950000.0
2012-07-18,6410,6410,6100,6130,27252,67124.0,10950000.0
2012-07-19,6050,6300,6050,6130,36000,67124.0,10950000.0
2012-07-20,6110,6310,6080,6260,35070,68547.0,10950000.0
2012-07-23,6290,6320,6160,6180,42112,67671.0,10950000.0
2012-07-24,6100,6210,5900,6050,28132,66248.0,10950000.0
2012-07-25,6140,6220,5920,6060,27940,66357.0,10950000.0
2012-07-26,6250,6250,6030,6070,14980,66466.0,10950000.0
2012-07-27,6180,6180,6050,6070,13760,66466.0,10950000.0
2012-07-30,6070,6150,6040,6050,11449,66248.0,10950000.0
2012-07-31,6020,6140,6000,6120,9370,67014.0,10950000.0
2012-08-01,6150,6150,6040,6050,10040,66248.0,10950000.0
2012-08-02,6020,6350,6020,6100,31632,66795.0,10950000.0
2012-08-03,6130,6160,6080,6090,10570,66686.0,10950000.0
2012-08-06,6110,6220,6060,6100,9050,66795.0,10950000.0
2012-08-07,6100,6140,6060,6070,12513,66466.0,10950000.0
2012-08-08,6050,6130,6010,6030,14523,66028.0,10950000.0
2012-08-09,6050,6090,5950,6080,20050,66576.0,10950000.0
2012-08-10,6030,6150,5990,6060,9210,66357.0,10950000.0
2012-08-13,6850,6850,6170,6170,164334,67562.0,10950000.0
2012-08-14,6170,6250,6010,6140,37370,67233.0,10950000.0
2012-08-16,6140,6180,6000,6040,19883,66138.0,10950000.0
2012-08-17,6060,6180,6050,6080,22310,66576.0,10950000.0
2012-08-20,6110,6160,5950,6010,46480,65810.0,10950000.0
2012-08-21,6090,6120,5960,6080,24820,66576.0,10950000.0
2012-08-22,6080,6130,6000,6020,27434,65919.0,10950000.0
2012-08-23,6070,6110,6000,6020,20470,65919.0,10950000.0
2012-08-24,5950,6020,5950,6000,26339,65700.0,10950000.0
2012-08-27,5950,6010,5750,5920,36761,64824.0,10950000.0
2012-08-28,5840,5900,5780,5800,25596,63510.0,10950000.0
2012-08-29,5720,6050,5720,6020,25145,65919.0,10950000.0
2012-08-30,6080,6080,5880,5880,13950,64386.0,10950000.0
2012-08-31,5960,5960,5800,5880,13472,64386.0,10950000.0
2012-09-03,5850,5890,5780,5780,14365,63291.0,10950000.0
2012-09-04,5950,6020,5810,5910,69353,64714.0,10950000.0
2012-09-05,5910,5910,5800,5850,14980,64058.0,10950000.0
2012-09-06,5850,5940,5730,5830,17190,63838.0,10950000.0
2012-09-07,5880,5960,5730,5840,32110,63948.0,10950000.0
2012-09-10,5920,5920,5800,5860,27983,64167.0,10950000.0
2012-09-11,5850,6260,5740,5880,113372,64386.0,10950000.0
2012-09-12,6030,6350,5920,6160,115170,67452.0,10950000.0
2012-09-13,6360,7080,6350,7080,77445,77526.0,10950000.0
2012-09-14,7550,8140,7060,7330,788910,80264.0,10950000.0
2012-09-17,7450,7600,7230,7340,188324,80373.0,10950000.0
2012-09-18,7340,7470,6900,7330,215461,80264.0,10950000.0
2012-09-19,7470,7900,7150,7150,169395,78292.0,10950000.0
2012-09-20,7230,7350,6950,6960,91918,76212.0,10950000.0
2012-09-21,7050,7130,6650,6780,132056,74241.0,10950000.0
2012-09-24,6880,7350,6780,6940,205690,75993.0,10950000.0
2012-09-25,6870,6950,6710,6790,63838,74350.0,10950000.0
2012-09-26,6650,7080,6560,7070,125622,77416.0,10950000.0
2012-09-27,7020,7370,6900,7130,134636,78074.0,10950000.0
2012-09-28,7150,7350,7050,7100,89678,77745.0,10950000.0
2012-10-02,7100,7240,7030,7150,43930,78292.0,10950000.0
2012-10-04,7210,7220,6180,6870,102540,75226.0,10950000.0
2012-10-05,7060,7060,6850,7000,42152,76650.0,10950000.0
2012-10-08,7000,7110,6800,6810,35787,74570.0,10950000.0
2012-10-09,6750,7830,6710,7830,334946,85738.0,10950000.0
2012-10-10,7830,8180,7080,7080,580800,77526.0,10950000.0
2012-10-11,7010,7090,6810,7080,105798,77526.0,10950000.0
2012-10-12,7110,7200,6800,6900,80780,75555.0,10950000.0
2012-10-15,6750,6950,6330,6480,137630,70956.0,10950000.0
2012-10-16,6500,6510,6120,6230,65853,68218.0,10950000.0
2012-10-17,6190,6520,6170,6290,48162,68876.0,10950000.0
2012-10-18,6860,7000,6500,6580,259317,72051.0,10950000.0
2012-10-19,6480,6580,6280,6320,63617,69204.0,10950000.0
2012-10-22,6330,6670,6170,6540,67118,71613.0,10950000.0
2012-10-23,6440,6670,6360,6440,36869,70518.0,10950000.0
2012-10-24,6440,6450,6260,6290,21960,68876.0,10950000.0
2012-10-25,6320,6460,6220,6280,20824,68766.0,10950000.0
2012-10-26,6300,6360,6060,6230,43417,68218.0,10950000.0
2012-10-29,6150,6190,5830,5970,69564,65372.0,10950000.0
2012-10-30,5790,5970,5790,5850,56715,64058.0,10950000.0
2012-10-31,5860,6250,5800,6030,64221,66028.0,10950000.0
2012-11-01,6110,6360,6010,6120,70230,67014.0,10950000.0
2012-11-02,6120,6260,6080,6150,31301,67342.0,10950000.0
2012-11-05,6070,6150,6010,6070,23992,66466.0,10950000.0
2012-11-06,6070,6090,5910,5940,45380,65043.0,10950000.0
2012-11-07,5880,5970,5800,5900,39031,64605.0,10950000.0
2012-11-08,5950,5990,5810,5900,25711,64605.0,10950000.0
2012-11-09,5830,5940,5750,5900,23544,64605.0,10950000.0
2012-11-12,5840,5950,5830,5880,14195,64386.0,10950000.0
2012-11-13,5880,5920,5710,5780,24430,63291.0,10950000.0
2012-11-14,5630,5780,5590,5640,32215,61758.0,10950000.0
2012-11-15,5600,5640,5300,5300,28210,58035.0,10950000.0
2012-11-16,5050,5200,4790,4800,122974,52560.0,10950000.0
2012-11-19,4710,5150,4710,4950,68040,54202.0,10950000.0
2012-11-20,5010,5450,5000,5160,92563,56502.0,10950000.0
2012-11-21,5060,5340,5020,5100,46493,55845.0,10950000.0
2012-11-22,5190,5190,5070,5090,31825,55736.0,10950000.0
2012-11-23,5040,5150,5040,5130,18560,56174.0,10950000.0
2012-11-26,5100,5290,5090,5130,62311,56174.0,10950000.0
2012-11-27,5190,5190,5020,5100,33870,55845.0,10950000.0
2012-11-28,5110,5150,5020,5090,33781,55736.0,10950000.0
2012-11-29,5110,5140,5050,5070,31771,55516.0,10950000.0
2012-11-30,5040,5120,5040,5070,15280,55516.0,10950000.0
2012-12-03,5050,5100,4925,5010,20660,54860.0,10950000.0
2012-12-04,5000,5070,4970,5020,24001,54969.0,10950000.0
2012-12-05,5030,5160,4980,5150,27371,56392.0,10950000.0
2012-12-06,5140,5180,5040,5050,13164,55298.0,10950000.0
2012-12-07,5100,5100,5000,5010,24100,54860.0,10950000.0
2012-12-10,5000,5050,4950,5010,18171,54860.0,10950000.0
2012-12-11,5080,5450,5040,5180,61702,56721.0,10950000.0
2012-12-12,5120,5290,5050,5120,23700,56064.0,10950000.0
2012-12-13,5100,5190,5030,5080,15550,55626.0,10950000.0
2012-12-14,5100,5240,5040,5070,16536,55516.0,10950000.0
2012-12-17,5070,5100,5000,5010,28941,54860.0,10950000.0
2012-12-18,5000,5050,4910,4910,21661,53764.0,10950000.0
2012-12-20,4920,5090,4920,5080,21924,55626.0,10950000.0
2012-12-21,4985,5110,4965,5000,43470,54750.0,10950000.0
2012-12-24,5000,5000,4835,4925,38910,53929.0,10950000.0
2012-12-26,4870,5000,4840,4905,39672,53710.0,10950000.0
2012-12-27,4735,5070,4735,4870,29541,53326.0,10950000.0
2012-12-28,4890,4960,4840,4880,13180,53436.0,10950000.0
2013-01-02,5050,5130,4930,4990,36536,54640.0,10950000.0
2013-01-03,5070,5070,4840,4945,27832,54148.0,10950000.0
2013-01-04,4885,4950,4830,4910,34870,53764.0,10950000.0
2013-01-07,4860,4960,4850,4880,32630,53436.0,10950000.0
