현대해상(001450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-07-19,23850,24350,23850,24000,236766,2145600.0,89400000.0
2010-07-20,24300,24650,24200,24450,485770,2185830.0,89400000.0
2010-07-21,24700,24700,24050,24200,262427,2163480.0,89400000.0
2010-07-22,24200,24250,23700,23900,371844,2136660.0,89400000.0
2010-07-23,24050,24150,23650,24050,396172,2150070.0,89400000.0
2010-07-26,24250,24500,24150,24350,319930,2176890.0,89400000.0
2010-07-27,24550,24900,24300,24500,440758,2190300.0,89400000.0
2010-07-28,24500,24650,24200,24550,281931,2194770.0,89400000.0
2010-07-29,24650,25250,24600,24900,855488,2226060.0,89400000.0
2010-07-30,24800,24900,24200,24300,595602,2172420.0,89400000.0
2010-08-02,24300,24400,23850,23950,823262,2141130.0,89400000.0
2010-08-03,24200,24300,23300,23300,726467,2083020.0,89400000.0
2010-08-04,23450,23450,22200,22500,1570672,2011500.0,89400000.0
2010-08-05,22650,22850,22250,22250,883535,1989150.0,89400000.0
2010-08-06,22350,23250,22200,23250,602196,2078550.0,89400000.0
2010-08-09,23350,23600,23150,23250,367625,2078550.0,89400000.0
2010-08-10,23250,23250,22500,22600,506184,2020440.0,89400000.0
2010-08-11,22600,22700,22100,22250,376107,1989150.0,89400000.0
2010-08-12,21700,22250,21200,21200,667688,1895280.0,89400000.0
2010-08-13,21500,21950,21300,21950,413195,1962330.0,89400000.0
2010-08-16,21900,22000,21250,21900,449073,1957860.0,89400000.0
2010-08-17,22400,22400,22100,22200,334769,1984680.0,89400000.0
2010-08-18,22300,22450,21550,21700,493608,1939980.0,89400000.0
2010-08-19,21900,22050,21700,21800,446410,1948920.0,89400000.0
2010-08-20,21650,22100,21600,21850,402576,1953390.0,89400000.0
2010-08-23,22100,22200,21200,21300,444648,1904220.0,89400000.0
2010-08-24,21450,21450,21150,21350,365429,1908690.0,89400000.0
2010-08-25,21250,21250,20400,21000,1191400,1877400.0,89400000.0
2010-08-26,20900,21050,20450,20700,585458,1850580.0,89400000.0
2010-08-27,20400,20700,20200,20300,562354,1814820.0,89400000.0
2010-08-30,20550,21350,20400,21350,705308,1908690.0,89400000.0
2010-08-31,21000,21050,20550,21000,439238,1877400.0,89400000.0
2010-09-01,21200,21400,20600,20800,746796,1859520.0,89400000.0
2010-09-02,21100,21250,20800,20950,455789,1872930.0,89400000.0
2010-09-03,21150,22100,20950,22050,1036139,1971270.0,89400000.0
2010-09-06,22300,23050,22150,23000,1626182,2056200.0,89400000.0
2010-09-07,22950,22950,22550,22700,504010,2029380.0,89400000.0
2010-09-08,22500,22950,22450,22950,603997,2051730.0,89400000.0
2010-09-09,22850,22950,21650,22500,1859274,2011500.0,89400000.0
2010-09-10,22400,22500,21300,21600,1581858,1931040.0,89400000.0
2010-09-13,21550,21550,21000,21100,1149936,1886340.0,89400000.0
2010-09-14,21400,21850,21200,21350,1458784,1908690.0,89400000.0
2010-09-15,21600,21700,21400,21700,602865,1939980.0,89400000.0
2010-09-16,21850,22100,21550,21800,515479,1948920.0,89400000.0
2010-09-17,21900,22400,21650,22400,572194,2002560.0,89400000.0
2010-09-20,22350,22850,22300,22800,618291,2038320.0,89400000.0
2010-09-24,22700,23050,22450,23050,534256,2060670.0,89400000.0
2010-09-27,23150,23300,22400,22800,961173,2038320.0,89400000.0
2010-09-28,22750,22750,21850,22100,1170502,1975740.0,89400000.0
2010-09-29,22150,22400,22000,22250,579842,1989150.0,89400000.0
2010-09-30,22200,22200,21550,22200,1006455,1984680.0,89400000.0
2010-10-01,21900,23150,21900,23000,1673526,2056200.0,89400000.0
2010-10-04,23250,23900,23000,23500,1268694,2100900.0,89400000.0
2010-10-05,23250,23700,23050,23300,737925,2083020.0,89400000.0
2010-10-06,23600,23600,22700,22750,1038495,2033850.0,89400000.0
2010-10-07,22900,23050,22100,22100,1005886,1975740.0,89400000.0
2010-10-08,22350,23100,22200,22950,800052,2051730.0,89400000.0
2010-10-11,23050,23100,22400,22850,540226,2042790.0,89400000.0
2010-10-12,22750,23400,22700,23350,1031850,2087490.0,89400000.0
2010-10-13,23450,24100,23350,23950,1462835,2141130.0,89400000.0
2010-10-14,23900,23950,22650,22800,2230095,2038320.0,89400000.0
2010-10-15,22850,23050,22550,22700,736181,2029380.0,89400000.0
2010-10-18,22600,22650,22150,22200,933115,1984680.0,89400000.0
2010-10-19,22350,22550,21950,22000,591508,1966800.0,89400000.0
2010-10-20,22400,23100,22350,23100,1442774,2065140.0,89400000.0
2010-10-21,23150,23150,22600,22700,659588,2029380.0,89400000.0
2010-10-22,22750,22800,22300,22550,523148,2015970.0,89400000.0
2010-10-25,22800,23700,22800,23650,1033259,2114310.0,89400000.0
2010-10-26,23650,23800,23250,23750,861152,2123250.0,89400000.0
2010-10-27,23750,24050,23450,23750,637941,2123250.0,89400000.0
2010-10-28,23450,24450,23450,24350,1014492,2176890.0,89400000.0
2010-10-29,24300,24300,23400,24000,724473,2145600.0,89400000.0
2010-11-01,24100,24600,23950,24600,697127,2199240.0,89400000.0
2010-11-02,24500,25000,24150,24650,623318,2203710.0,89400000.0
2010-11-03,25000,25900,24950,25750,1570674,2302050.0,89400000.0
2010-11-04,25750,25800,24850,25300,1039346,2261820.0,89400000.0
2010-11-05,25600,25600,24550,24550,687312,2194770.0,89400000.0
2010-11-08,24550,24700,23900,24250,469856,2167950.0,89400000.0
2010-11-09,24600,25100,24300,24700,713274,2208180.0,89400000.0
2010-11-10,24650,25000,24450,24900,421727,2226060.0,89400000.0
2010-11-11,25050,25200,24050,24100,753140,2154540.0,89400000.0
2010-11-12,24100,24300,22750,23350,755779,2087490.0,89400000.0
2010-11-15,23500,24300,23350,24000,1081986,2145600.0,89400000.0
2010-11-16,24000,24100,22350,22700,1725866,2029380.0,89400000.0
2010-11-17,22250,23150,22050,22950,363035,2051730.0,89400000.0
2010-11-18,23150,23550,23000,23350,361490,2087490.0,89400000.0
2010-11-19,23200,24000,23200,23600,558711,2109840.0,89400000.0
2010-11-22,23450,23600,22750,22900,664732,2047260.0,89400000.0
2010-11-23,22950,22950,22500,22800,431916,2038320.0,89400000.0
2010-11-24,21950,22550,21850,22500,742353,2011500.0,89400000.0
2010-11-25,22700,23250,22350,22800,767139,2038320.0,89400000.0
2010-11-26,22800,22950,22350,22400,261433,2002560.0,89400000.0
2010-11-29,22550,22700,22250,22550,247841,2015970.0,89400000.0
2010-11-30,22600,22800,22200,22400,318434,2002560.0,89400000.0
2010-12-01,22500,23200,22300,23200,816057,2074080.0,89400000.0
2010-12-02,23100,23150,22550,22850,742662,2042790.0,89400000.0
2010-12-03,23000,23000,22100,22100,744027,1975740.0,89400000.0
2010-12-06,22200,22250,21400,21850,833173,1953390.0,89400000.0
2010-12-07,21800,21900,21300,21450,1301313,1917630.0,89400000.0
2010-12-08,21550,21950,21450,21800,887840,1948920.0,89400000.0
2010-12-09,21950,22300,21700,22150,648017,1980210.0,89400000.0
2010-12-10,22200,22450,21850,22450,551642,2007030.0,89400000.0
2010-12-13,22550,22950,22150,22900,714104,2047260.0,89400000.0
2010-12-14,23000,23450,22650,23400,1019834,2091960.0,89400000.0
2010-12-15,23150,24150,23150,24050,1187466,2150070.0,89400000.0
2010-12-16,23800,23850,23450,23750,361136,2123250.0,89400000.0
2010-12-17,23600,23950,23100,23450,653339,2096430.0,89400000.0
2010-12-20,23050,23550,22950,23300,463507,2083020.0,89400000.0
2010-12-21,23650,23800,23050,23300,689759,2083020.0,89400000.0
2010-12-22,23300,23400,22450,22500,906575,2011500.0,89400000.0
2010-12-23,22700,22750,22400,22650,590370,2024910.0,89400000.0
2010-12-24,22650,24150,22600,23900,1343443,2136660.0,89400000.0
2010-12-27,24350,24600,23800,24250,1569130,2167950.0,89400000.0
2010-12-28,24400,24650,23850,24150,1145904,2159010.0,89400000.0
2010-12-29,24500,24750,24150,24400,777277,2181360.0,89400000.0
2010-12-30,24800,26150,24750,26150,2416289,2337810.0,89400000.0
2011-01-03,26200,26300,25600,25950,1109206,2319930.0,89400000.0
2011-01-04,25950,27050,25900,26750,1338463,2391450.0,89400000.0
2011-01-05,26700,26700,25250,25250,1289413,2257350.0,89400000.0
2011-01-06,25400,25800,25050,25550,959200,2284170.0,89400000.0
2011-01-07,25550,26950,25400,26700,1610584,2386980.0,89400000.0
2011-01-10,26900,28050,26600,27700,1787531,2476380.0,89400000.0
2011-01-11,27500,28450,26700,27750,1820044,2480850.0,89400000.0
2011-01-12,27400,27600,26500,26500,771622,2369100.0,89400000.0
2011-01-13,27000,27900,26300,26750,1300510,2391450.0,89400000.0
2011-01-14,26750,27100,26350,26450,510135,2364630.0,89400000.0
2011-01-17,26700,27300,26350,26550,829423,2373570.0,89400000.0
2011-01-18,26300,26700,25850,26200,547659,2342280.0,89400000.0
2011-01-19,26300,27950,26050,27750,1414854,2480850.0,89400000.0
2011-01-20,28000,28700,27350,28450,1140995,2543430.0,89400000.0
2011-01-21,28450,29000,27900,28350,901817,2534490.0,89400000.0
2011-01-24,28350,28500,27150,27800,1123886,2485320.0,89400000.0
2011-01-25,27750,28150,26800,26900,1031825,2404860.0,89400000.0
2011-01-26,27200,27400,26950,27300,526502,2440620.0,89400000.0
2011-01-27,27550,28800,27500,28500,1016184,2547900.0,89400000.0
2011-01-28,28500,28750,27900,28050,614178,2507670.0,89400000.0
2011-01-31,27850,29700,27500,29300,1031627,2619420.0,89400000.0
2011-02-01,30000,31600,29800,30400,1484721,2717760.0,89400000.0
2011-02-07,31400,31450,30500,30500,460439,2726700.0,89400000.0
2011-02-08,30250,30500,29050,29400,792713,2628360.0,89400000.0
2011-02-09,29650,30000,28700,29300,617406,2619420.0,89400000.0
2011-02-10,29500,29600,28300,29350,715097,2623890.0,89400000.0
2011-02-11,28800,29150,27850,28500,1158522,2547900.0,89400000.0
2011-02-14,28500,29100,28150,29100,559928,2601540.0,89400000.0
2011-02-15,29100,29250,27850,27900,583766,2494260.0,89400000.0
2011-02-16,28050,28350,27150,27600,583328,2467440.0,89400000.0
2011-02-17,27400,28400,26300,28250,936985,2525550.0,89400000.0
2011-02-18,28350,28600,27950,28350,517994,2534490.0,89400000.0
2011-02-21,28050,28850,28050,28650,405572,2561310.0,89400000.0
2011-02-22,28500,29150,27650,29000,389142,2592600.0,89400000.0
2011-02-23,29000,29000,28000,29000,780400,2592600.0,89400000.0
2011-02-24,29300,29300,27650,27700,732246,2476380.0,89400000.0
2011-02-25,27900,27950,26800,27400,817008,2449560.0,89400000.0
2011-02-28,27300,27600,27000,27150,1026292,2427210.0,89400000.0
2011-03-02,27300,28450,27200,28300,996820,2530020.0,89400000.0
2011-03-03,28750,29800,28550,29800,954570,2664120.0,89400000.0
2011-03-04,29550,30200,29200,29800,618967,2664120.0,89400000.0
2011-03-07,30100,30450,29000,29500,602143,2637300.0,89400000.0
2011-03-08,29900,30200,29300,30200,752872,2699880.0,89400000.0
2011-03-09,30550,30600,29300,30150,634371,2695410.0,89400000.0
2011-03-10,29800,30500,29250,30500,607806,2726700.0,89400000.0
2011-03-11,29900,30300,29700,29900,678535,2673060.0,89400000.0
2011-03-14,29100,29750,27950,29200,670130,2610480.0,89400000.0
2011-03-15,29100,29150,26150,28600,854635,2556840.0,89400000.0
2011-03-16,28800,28800,27600,28000,727974,2503200.0,89400000.0
2011-03-17,27300,27550,26700,27000,836131,2413800.0,89400000.0
2011-03-18,27350,27650,27000,27250,728483,2436150.0,89400000.0
2011-03-21,27600,28650,27400,28650,564384,2561310.0,89400000.0
2011-03-22,28900,29100,28400,28750,515414,2570250.0,89400000.0
2011-03-23,28750,29050,28050,29000,409061,2592600.0,89400000.0
2011-03-24,29100,29400,28700,28950,305302,2588130.0,89400000.0
2011-03-25,29500,29700,28850,29100,620820,2601540.0,89400000.0
2011-03-28,29200,29550,28700,28700,531019,2565780.0,89400000.0
2011-03-29,28900,29300,28700,29300,520992,2619420.0,89400000.0
2011-03-30,29000,29650,28500,29250,701342,2614950.0,89400000.0
2011-03-31,29850,31100,29550,30600,1903316,2735640.0,89400000.0
2011-04-01,30900,31450,30300,31000,1318490,2771400.0,89400000.0
2011-04-04,31300,31800,30400,31100,1076129,2780340.0,89400000.0
2011-04-05,31000,31200,30100,30750,858422,2749050.0,89400000.0
2011-04-06,30600,30700,29850,30600,993771,2735640.0,89400000.0
2011-04-07,30600,31300,30300,30700,660646,2744580.0,89400000.0
2011-04-08,30700,31300,30400,30900,866568,2762460.0,89400000.0
2011-04-11,30900,30900,29000,29450,1547086,2632830.0,89400000.0
2011-04-12,29400,29700,28150,28450,1005792,2543430.0,89400000.0
2011-04-13,28650,29600,28500,29600,740342,2646240.0,89400000.0
2011-04-14,29700,29800,29050,29650,575218,2650710.0,89400000.0
2011-04-15,29650,29650,28700,28800,772088,2574720.0,89400000.0
2011-04-18,29000,29050,27450,27950,1426329,2498730.0,89400000.0
2011-04-19,27500,27900,27250,27900,1141103,2494260.0,89400000.0
2011-04-20,28350,29300,27900,29200,1085016,2610480.0,89400000.0
2011-04-21,28850,29050,27600,27750,1848741,2480850.0,89400000.0
2011-04-22,27700,28050,26750,27850,1506363,2489790.0,89400000.0
2011-04-25,27850,27900,27100,27100,870271,2422740.0,89400000.0
2011-04-26,27250,28050,26900,28050,1367503,2507670.0,89400000.0
2011-04-27,28200,28900,27800,28750,1380343,2570250.0,89400000.0
2011-04-28,28800,28800,27350,27350,872851,2445090.0,89400000.0
2011-04-29,27300,28300,27150,28150,1068258,2516610.0,89400000.0
2011-05-02,28600,28950,28300,28800,849298,2574720.0,89400000.0
2011-05-03,28500,29150,28200,28600,626229,2556840.0,89400000.0
2011-05-04,29100,29400,28200,28300,912056,2530020.0,89400000.0
2011-05-06,28000,28500,27600,27700,550907,2476380.0,89400000.0
2011-05-09,28000,28000,27150,27350,386181,2445090.0,89400000.0
2011-05-11,27500,27800,27300,27500,612299,2458500.0,89400000.0
2011-05-12,27350,27550,27150,27450,521621,2454030.0,89400000.0
2011-05-13,27750,27800,25750,26000,1764201,2324400.0,89400000.0
2011-05-16,25800,26350,25550,26100,460331,2333340.0,89400000.0
2011-05-17,26000,26250,25500,25950,495962,2319930.0,89400000.0
2011-05-18,26200,26200,25600,25650,578664,2293110.0,89400000.0
2011-05-19,25850,25950,24000,24000,1193321,2145600.0,89400000.0
2011-05-20,24300,24750,24050,24400,1030623,2181360.0,89400000.0
2011-05-23,24600,25350,24400,24700,705331,2208180.0,89400000.0
2011-05-24,24800,25700,24800,25550,516363,2284170.0,89400000.0
2011-05-25,25600,26200,24950,25850,580829,2310990.0,89400000.0
2011-05-26,25850,26200,25400,26200,402658,2342280.0,89400000.0
2011-05-27,26200,26450,25700,26150,516378,2337810.0,89400000.0
2011-05-30,26300,26300,25900,25900,293041,2315460.0,89400000.0
2011-05-31,26200,27000,25300,27000,1005870,2413800.0,89400000.0
2011-06-01,27450,28800,26950,28600,1833837,2556840.0,89400000.0
2011-06-02,28000,29000,27350,27550,1052966,2462970.0,89400000.0
2011-06-03,28000,28500,27600,27950,635631,2498730.0,89400000.0
2011-06-07,28150,28800,28000,28500,746244,2547900.0,89400000.0
2011-06-08,28300,28450,27300,28000,572470,2503200.0,89400000.0
2011-06-09,28300,28400,27600,27600,379277,2467440.0,89400000.0
2011-06-10,27600,28700,27200,28350,1056867,2534490.0,89400000.0
2011-06-13,28450,28950,28000,28800,637294,2574720.0,89400000.0
2011-06-14,28500,29250,28500,28800,576981,2574720.0,89400000.0
2011-06-15,28900,29000,27950,28200,531925,2521080.0,89400000.0
2011-06-16,27850,28150,27450,27650,434672,2471910.0,89400000.0
2011-06-17,27750,28400,27750,28200,391081,2521080.0,89400000.0
2011-06-20,28600,29450,28400,29400,699072,2628360.0,89400000.0
2011-06-21,29500,29900,29000,29900,428950,2673060.0,89400000.0
2011-06-22,30000,30050,29450,29850,590894,2668590.0,89400000.0
2011-06-23,29750,30500,29500,30500,497245,2726700.0,89400000.0
2011-06-24,30200,30500,29550,30450,440819,2722230.0,89400000.0
2011-06-27,30050,30400,29550,29700,368630,2655180.0,89400000.0
2011-06-28,30350,30750,30100,30500,577679,2726700.0,89400000.0
2011-06-29,30550,31000,30450,30450,389074,2722230.0,89400000.0
2011-06-30,30600,32750,30100,31800,1226442,2842920.0,89400000.0
2011-07-01,31850,32950,31850,32750,696554,2927850.0,89400000.0
2011-07-04,32750,33000,31650,32350,771934,2892090.0,89400000.0
2011-07-05,32250,34000,32000,33350,538589,2981490.0,89400000.0
2011-07-06,33400,34750,33200,34150,974115,3053010.0,89400000.0
2011-07-07,34650,35300,33600,33950,658498,3035130.0,89400000.0
2011-07-08,34100,34100,32450,33050,965928,2954670.0,89400000.0
2011-07-11,32900,34250,32850,33700,439840,3012780.0,89400000.0
2011-07-12,33100,35000,33000,35000,530073,3129000.0,89400000.0
2011-07-13,34750,36000,34350,34850,589890,3115590.0,89400000.0
2011-07-14,35000,35050,33950,34900,493198,3120060.0,89400000.0
2011-07-15,34700,35050,34300,34600,424812,3093240.0,89400000.0
2011-07-18,34900,35650,34050,34050,358166,3044070.0,89400000.0
2011-07-19,34300,36150,34050,35400,491281,3164760.0,89400000.0
2011-07-20,35900,36350,34900,34900,531627,3120060.0,89400000.0
2011-07-21,35700,35700,33500,34600,532258,3093240.0,89400000.0
2011-07-22,34550,34950,34000,34250,466986,3061950.0,89400000.0
2011-07-25,34250,35400,34100,34750,525547,3106650.0,89400000.0
2011-07-26,35350,35850,34850,35150,274418,3142410.0,89400000.0
2011-07-27,34950,35150,33000,33900,1611861,3030660.0,89400000.0
2011-07-28,33200,34400,33200,34400,408826,3075360.0,89400000.0
2011-07-29,34300,34350,33450,33800,488741,3021720.0,89400000.0
2011-08-01,33750,34550,33050,33300,963227,2977020.0,89400000.0
2011-08-02,32650,33300,32000,33000,684907,2950200.0,89400000.0
2011-08-03,32550,33200,32150,32650,496498,2918910.0,89400000.0
2011-08-04,33000,33000,31850,32050,359652,2865270.0,89400000.0
2011-08-05,30550,31800,30550,31650,542240,2829510.0,89400000.0
2011-08-08,31000,31500,28400,31000,765644,2771400.0,89400000.0
2011-08-09,30000,31350,28800,31000,590586,2771400.0,89400000.0
2011-08-10,31600,32000,29500,30100,534552,2690940.0,89400000.0
2011-08-11,29000,30550,28600,29800,727474,2664120.0,89400000.0
2011-08-12,30200,30300,28550,29200,515759,2610480.0,89400000.0
2011-08-16,29850,31500,29700,31450,575709,2811630.0,89400000.0
2011-08-17,31550,32050,31150,31950,675139,2856330.0,89400000.0
2011-08-18,31850,31900,30750,31050,311406,2775870.0,89400000.0
2011-08-19,29850,30200,29400,29850,365691,2668590.0,89400000.0
2011-08-22,30000,30300,28350,28700,459768,2565780.0,89400000.0
2011-08-23,28850,29500,27150,28400,930417,2538960.0,89400000.0
2011-08-24,28600,29450,28050,29000,585783,2592600.0,89400000.0
2011-08-25,29900,29900,28550,28850,376790,2579190.0,89400000.0
2011-08-26,28350,29100,28350,28450,285161,2543430.0,89400000.0
2011-08-29,28800,30150,28700,30150,309860,2695410.0,89400000.0
2011-08-30,30450,31900,30450,31500,673621,2816100.0,89400000.0
2011-08-31,31500,34450,31050,33700,1093864,3012780.0,89400000.0
2011-09-01,33450,34900,32900,33400,666253,2985960.0,89400000.0
2011-09-02,33950,34000,32700,33250,285676,2972550.0,89400000.0
2011-09-05,32950,34000,32000,32600,437380,2914440.0,89400000.0
2011-09-06,32250,32950,31350,31950,258118,2856330.0,89400000.0
2011-09-07,32300,32950,31800,32100,381473,2869740.0,89400000.0
2011-09-08,32650,32750,31300,31900,377615,2851860.0,89400000.0
2011-09-09,31700,32100,31250,31350,215601,2802690.0,89400000.0
2011-09-14,31900,31900,29750,30750,234505,2749050.0,89400000.0
2011-09-15,31150,31400,29000,30500,417379,2726700.0,89400000.0
2011-09-16,30700,31500,30400,31200,429749,2789280.0,89400000.0
2011-09-19,31000,31650,30700,31200,167702,2789280.0,89400000.0
2011-09-20,30900,32350,30800,32350,273682,2892090.0,89400000.0
2011-09-21,32350,33250,32050,32600,251921,2914440.0,89400000.0
2011-09-22,31700,33100,31650,32600,226571,2914440.0,89400000.0
2011-09-23,31350,31700,30850,31100,355954,2780340.0,89400000.0
2011-09-26,30650,31200,27900,29400,665003,2628360.0,89400000.0
2011-09-27,29950,31000,29900,31000,305143,2771400.0,89400000.0
2011-09-28,31000,31350,29700,30350,322182,2713290.0,89400000.0
2011-09-29,29600,30350,29350,30150,559254,2695410.0,89400000.0
2011-09-30,30000,30150,28800,29350,669676,2623890.0,89400000.0
2011-10-04,28000,29700,27500,29700,397580,2655180.0,89400000.0
2011-10-05,29600,29750,28450,28600,206373,2556840.0,89400000.0
2011-10-06,29150,29550,28550,29100,402499,2601540.0,89400000.0
2011-10-07,29800,29950,29250,29350,459971,2623890.0,89400000.0
2011-10-10,29750,29800,28500,29300,401451,2619420.0,89400000.0
2011-10-11,29800,32000,29700,31050,599760,2775870.0,89400000.0
2011-10-12,30950,31500,30600,31300,337359,2798220.0,89400000.0
2011-10-13,31350,31400,30550,30550,456226,2731170.0,89400000.0
2011-10-14,30350,32000,30150,32000,677681,2860800.0,89400000.0
2011-10-17,32700,32700,31350,31800,360200,2842920.0,89400000.0
2011-10-18,31150,31950,30950,31350,298233,2802690.0,89400000.0
2011-10-19,31700,31700,31050,31300,227533,2798220.0,89400000.0
2011-10-20,31500,31600,29850,30500,587563,2726700.0,89400000.0
2011-10-21,30500,30750,29750,30500,435905,2726700.0,89400000.0
2011-10-24,30850,31300,30700,31150,288795,2784810.0,89400000.0
2011-10-25,31150,31350,30250,30400,637746,2717760.0,89400000.0
2011-10-26,29950,31200,29950,30950,302116,2766930.0,89400000.0
2011-10-27,31250,31500,30800,31400,288857,2807160.0,89400000.0
2011-10-28,32150,32400,30850,31050,413275,2775870.0,89400000.0
2011-10-31,30850,33150,30850,32550,1048984,2909970.0,89400000.0
2011-11-01,32700,33100,32300,33100,718857,2959140.0,89400000.0
2011-11-02,32100,33050,32050,32500,433587,2905500.0,89400000.0
2011-11-03,32700,32750,31600,32100,258516,2869740.0,89400000.0
2011-11-04,32700,33850,32400,33850,464227,3026190.0,89400000.0
2011-11-07,34000,35000,33200,34050,468134,3044070.0,89400000.0
2011-11-08,34300,34350,33450,33700,233636,3012780.0,89400000.0
2011-11-09,33550,33950,32600,33050,339826,2954670.0,89400000.0
2011-11-10,32200,32700,32050,32550,371034,2909970.0,89400000.0
2011-11-11,32950,33950,32650,33700,364056,3012780.0,89400000.0
2011-11-14,34000,34450,33150,33500,371647,2994900.0,89400000.0
2011-11-15,33500,33700,32850,33600,381227,3003840.0,89400000.0
2011-11-16,34400,35000,33900,34250,644610,3061950.0,89400000.0
2011-11-17,34600,35050,34250,35000,590369,3129000.0,89400000.0
2011-11-18,34500,35200,33850,34300,495699,3066420.0,89400000.0
2011-11-21,34250,34650,33100,34450,453200,3079830.0,89400000.0
2011-11-22,34000,34450,33600,33950,599132,3035130.0,89400000.0
2011-11-23,33950,34300,32650,33200,821657,2968080.0,89400000.0
2011-11-24,32800,34100,32700,33900,507150,3030660.0,89400000.0
2011-11-25,33650,34050,32400,33650,537653,3008310.0,89400000.0
2011-11-28,34000,35400,33650,34300,869065,3066420.0,89400000.0
2011-11-29,34600,34650,33000,33900,1240647,3030660.0,89400000.0
2011-11-30,33550,34250,32850,33250,4814041,2972550.0,89400000.0
2011-12-01,33950,34000,31800,31950,1712552,2856330.0,89400000.0
2011-12-02,32150,32650,32050,32600,548391,2914440.0,89400000.0
2011-12-05,32550,33050,32400,32400,351941,2896560.0,89400000.0
2011-12-06,32450,32550,31900,31900,261288,2851860.0,89400000.0
2011-12-07,32200,33100,32050,33100,487101,2959140.0,89400000.0
2011-12-08,33050,33450,32850,33300,292399,2977020.0,89400000.0
2011-12-09,32800,32900,32200,32550,228657,2909970.0,89400000.0
2011-12-12,33400,33400,32650,33150,384741,2963610.0,89400000.0
2011-12-13,33150,33200,32500,33050,267874,2954670.0,89400000.0
2011-12-14,32700,33150,32300,32800,331056,2932320.0,89400000.0
2011-12-15,32650,33150,32300,32950,430250,2945730.0,89400000.0
2011-12-16,33000,33500,32600,33000,318234,2950200.0,89400000.0
2011-12-19,33250,33250,31900,32200,277749,2878680.0,89400000.0
2011-12-20,32750,32750,31800,31850,246319,2847390.0,89400000.0
2011-12-21,32100,33200,32050,33150,426969,2963610.0,89400000.0
2011-12-22,33500,34300,32900,33500,403037,2994900.0,89400000.0
2011-12-23,34000,34500,33500,33550,366236,2999370.0,89400000.0
2011-12-26,33350,34250,33150,33650,241331,3008310.0,89400000.0
2011-12-27,33500,34450,33500,34000,289174,3039600.0,89400000.0
2011-12-28,34050,34950,34050,34800,263420,3111120.0,89400000.0
2011-12-29,34400,34700,33800,34500,268704,3084300.0,89400000.0
2012-01-02,34100,34750,33050,33150,319060,2963610.0,89400000.0
2012-01-03,33400,33700,32800,33100,447292,2959140.0,89400000.0
2012-01-04,33250,33250,32400,32650,512572,2918910.0,89400000.0
2012-01-05,32650,32850,32150,32200,603609,2878680.0,89400000.0
2012-01-06,32450,33000,32200,33000,401483,2950200.0,89400000.0
2012-01-09,33000,33450,32800,33400,302646,2985960.0,89400000.0
2012-01-10,33400,33400,32800,33000,331444,2950200.0,89400000.0
2012-01-11,33250,33250,31300,31600,498062,2825040.0,89400000.0
2012-01-12,31700,32200,31550,32200,325425,2878680.0,89400000.0
2012-01-13,32200,32200,31100,31250,484554,2793750.0,89400000.0
2012-01-16,31150,31450,31150,31200,290091,2789280.0,89400000.0
2012-01-17,31500,32450,31500,32450,298882,2901030.0,89400000.0
2012-01-18,32250,32400,31400,31700,397613,2833980.0,89400000.0
2012-01-19,32000,32200,31500,32200,384925,2878680.0,89400000.0
2012-01-20,32350,32350,31150,31300,779119,2798220.0,89400000.0
2012-01-25,31650,32300,31450,31800,590671,2842920.0,89400000.0
2012-01-26,32100,32650,31900,32500,491227,2905500.0,89400000.0
2012-01-27,32500,32900,32350,32900,389050,2941260.0,89400000.0
2012-01-30,32900,32900,32050,32750,253948,2927850.0,89400000.0
2012-01-31,32350,33150,32200,33000,573149,2950200.0,89400000.0
2012-02-01,32700,32950,31800,32100,900896,2869740.0,89400000.0
2012-02-02,32350,32650,31650,32550,1042041,2909970.0,89400000.0
2012-02-03,32500,32500,31650,32200,507499,2878680.0,89400000.0
2012-02-06,32250,32600,31700,31900,466849,2851860.0,89400000.0
2012-02-07,31800,32750,31800,32650,443892,2918910.0,89400000.0
2012-02-08,32650,32650,31400,31650,951103,2829510.0,89400000.0
2012-02-09,31600,31700,31100,31400,584967,2807160.0,89400000.0
2012-02-10,31550,31650,31200,31550,442005,2820570.0,89400000.0
2012-02-13,31600,31650,31300,31500,235838,2816100.0,89400000.0
2012-02-14,31500,31950,31350,31800,359297,2842920.0,89400000.0
2012-02-15,31900,32550,31850,32500,444166,2905500.0,89400000.0
2012-02-16,32300,32350,31750,32000,371044,2860800.0,89400000.0
2012-02-17,32350,32350,31550,31650,413191,2829510.0,89400000.0
2012-02-20,32050,32050,31100,31150,387092,2784810.0,89400000.0
2012-02-21,31250,32300,31250,32100,843643,2869740.0,89400000.0
2012-02-22,31950,33050,31850,32750,739298,2927850.0,89400000.0
2012-02-23,32750,33200,32550,32950,469583,2945730.0,89400000.0
2012-02-24,32850,33000,32250,32850,243508,2936790.0,89400000.0
2012-02-27,32600,32850,32250,32500,334721,2905500.0,89400000.0
2012-02-28,32700,32850,32000,32150,355899,2874210.0,89400000.0
2012-02-29,32450,32450,32000,32300,475742,2887620.0,89400000.0
2012-03-02,32600,33500,32400,33350,484737,2981490.0,89400000.0
2012-03-05,33350,34050,33200,33800,387821,3021720.0,89400000.0
2012-03-06,33800,33850,32900,33200,314567,2968080.0,89400000.0
