JB금융지주(175330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-08-28,7370,7450,7360,7390,326124,735334.0,99503947.0
2014-08-29,7380,7420,7250,7420,312438,738319.0,99503947.0
2014-09-01,7360,7410,7280,7300,325953,726379.0,99503947.0
2014-09-02,7310,7440,7270,7410,306613,737324.0,99503947.0
2014-09-03,7350,7490,7340,7480,433472,744290.0,99503947.0
2014-09-04,7470,7530,7390,7410,314259,737324.0,99503947.0
2014-09-05,7440,7470,7380,7430,208968,739314.0,99503947.0
2014-09-11,7450,7450,7280,7400,622797,736329.0,99503947.0
2014-09-12,7350,7400,7210,7350,459276,731354.0,99503947.0
2014-09-15,7300,7450,7300,7350,387903,731354.0,99503947.0
2014-09-16,7400,7400,7210,7270,377250,723394.0,99503947.0
2014-09-17,7210,7320,7190,7250,191963,721404.0,99503947.0
2014-09-18,7240,7290,7100,7100,311189,706478.0,99503947.0
2014-09-19,7140,7250,7110,7130,215568,709463.0,99503947.0
2014-09-22,7200,7240,7030,7190,247433,715433.0,99503947.0
2014-09-23,7170,7270,7120,7240,173545,720409.0,99503947.0
2014-09-24,7140,7240,7140,7180,426350,714438.0,99503947.0
2014-09-25,7160,7280,7160,7250,259333,721404.0,99503947.0
2014-09-26,7190,7240,7090,7180,424545,908298.0,126503947.0
2014-09-29,7160,7190,7100,7140,410362,903238.0,126503947.0
2014-09-30,7180,7180,7030,7060,489252,893118.0,126503947.0
2014-10-01,7040,7070,6660,6910,665887,874142.0,126503947.0
2014-10-02,6900,7000,6800,6940,494805,877937.0,126503947.0
2014-10-06,7040,7040,6830,6890,233274,871612.0,126503947.0
2014-10-07,6890,6960,6840,6900,166229,872877.0,126503947.0
2014-10-08,6850,6980,6820,6940,223493,877937.0,126503947.0
2014-10-10,6890,6950,6830,6880,236860,870347.0,126503947.0
2014-10-13,6890,6890,6750,6810,425583,861492.0,126503947.0
2014-10-14,6750,6890,6670,6890,369458,871612.0,126503947.0
2014-10-15,6810,6950,6770,6870,241420,869082.0,126503947.0
2014-10-16,6820,6840,6680,6720,457622,850107.0,126503947.0
2014-10-17,6700,6840,6700,6750,173544,853902.0,126503947.0
2014-10-20,6790,6800,6620,6670,352755,843781.0,126503947.0
2014-10-21,6700,6760,6500,6590,261063,833661.0,126503947.0
2014-10-22,6620,6840,6590,6750,417259,853902.0,126503947.0
2014-10-23,6770,6770,6550,6750,265169,853902.0,126503947.0
2014-10-24,6730,6740,6530,6560,442172,829866.0,126503947.0
2014-10-27,6530,6740,6530,6690,316416,846311.0,126503947.0
2014-10-28,6650,6720,6580,6610,213654,836191.0,126503947.0
2014-10-29,6650,6860,6610,6760,217990,855167.0,126503947.0
2014-10-30,6740,6840,6560,6640,358840,839986.0,126503947.0
2014-10-31,6600,6610,6500,6560,567009,829866.0,126503947.0
2014-11-03,6560,6580,6370,6450,410150,815950.0,126503947.0
2014-11-04,6400,6550,6330,6350,416827,803300.0,126503947.0
2014-11-05,6410,6410,6280,6350,336844,803300.0,126503947.0
2014-11-06,6310,6360,6240,6300,466129,796975.0,126503947.0
2014-11-07,6280,6370,6170,6290,361573,795710.0,126503947.0
2014-11-10,6240,6320,6230,6260,215958,791915.0,126503947.0
2014-11-11,6300,6300,6120,6150,361621,777999.0,126503947.0
2014-11-12,6150,6210,6070,6210,429694,785590.0,126503947.0
2014-11-13,6240,6390,6210,6280,280682,794445.0,126503947.0
2014-11-14,6280,6280,6130,6130,264879,775469.0,126503947.0
2014-11-17,6150,6330,6040,6260,417417,791915.0,126503947.0
2014-11-18,6260,6300,6130,6200,257497,784324.0,126503947.0
2014-11-19,6250,6250,6100,6160,194423,779264.0,126503947.0
2014-11-20,6120,6190,6040,6120,286966,774204.0,126503947.0
2014-11-21,6100,6140,6010,6040,354120,764084.0,126503947.0
2014-11-24,6020,6080,5930,5960,498934,753964.0,126503947.0
2014-11-25,5960,5990,5890,5910,390286,747638.0,126503947.0
2014-11-26,5910,5960,5830,5960,530896,753964.0,126503947.0
2014-11-27,5950,5990,5810,5990,412677,757759.0,126503947.0
2014-11-28,5920,6050,5880,6050,355680,765349.0,126503947.0
2014-12-01,5990,5990,5890,5900,215586,746373.0,126503947.0
2014-12-02,5860,5920,5790,5920,236320,748903.0,126503947.0
2014-12-03,5900,6020,5810,6010,288842,760289.0,126503947.0
2014-12-04,5960,6110,5940,6090,243584,770409.0,126503947.0
2014-12-05,6100,6240,6030,6180,388519,781794.0,126503947.0
2014-12-08,6220,6230,6110,6210,206951,785590.0,126503947.0
2014-12-09,6200,6210,6140,6190,151686,783059.0,126503947.0
2014-12-10,6170,6200,6010,6180,218174,781794.0,126503947.0
2014-12-11,6180,6190,6110,6180,209053,781794.0,126503947.0
2014-12-12,6150,6180,6070,6080,280390,769144.0,126503947.0
2014-12-15,6110,6160,5970,6110,283694,772939.0,126503947.0
2014-12-16,6070,6100,6010,6090,185049,770409.0,126503947.0
2014-12-17,6100,6160,6020,6050,209251,765349.0,126503947.0
2014-12-18,6070,6120,6000,6020,264111,761554.0,126503947.0
2014-12-19,6060,6080,5970,6070,234758,767879.0,126503947.0
2014-12-22,6090,6090,5940,6090,285230,770409.0,126503947.0
2014-12-23,6040,6100,6000,6100,226476,771674.0,126503947.0
2014-12-24,6100,6110,6010,6090,275382,770409.0,126503947.0
2014-12-26,6110,6110,6030,6070,208628,767879.0,126503947.0
2014-12-29,6050,6050,6000,6050,280315,765349.0,126503947.0
2014-12-30,6050,6190,5860,6090,576416,770409.0,126503947.0
2015-01-02,6010,6060,5860,6000,416227,759024.0,126503947.0
2015-01-05,5940,6000,5880,5990,398645,757759.0,126503947.0
2015-01-06,5890,5980,5850,5980,461078,756494.0,126503947.0
2015-01-07,5960,5960,5850,5900,337769,746373.0,126503947.0
2015-01-08,5900,5910,5810,5910,358451,747638.0,126503947.0
2015-01-09,5870,5900,5820,5880,383001,743843.0,126503947.0
2015-01-12,5830,5870,5780,5850,441407,740048.0,126503947.0
2015-01-13,5800,5840,5710,5730,619118,724868.0,126503947.0
2015-01-14,5720,5750,5620,5750,449707,727398.0,126503947.0
2015-01-15,5740,5800,5650,5800,312075,733723.0,126503947.0
2015-01-16,5740,5780,5660,5780,449663,731193.0,126503947.0
2015-01-19,5770,5940,5720,5890,327455,745108.0,126503947.0
2015-01-20,5850,5920,5810,5920,308574,748903.0,126503947.0
2015-01-21,5910,5920,5840,5910,318425,747638.0,126503947.0
2015-01-22,5870,5960,5820,5890,682054,745108.0,126503947.0
2015-01-23,5870,5930,5840,5930,415072,750168.0,126503947.0
2015-01-26,5910,5910,5790,5860,598045,741313.0,126503947.0
2015-01-27,5840,5840,5720,5810,814087,734988.0,126503947.0
2015-01-28,5770,5850,5730,5850,637754,740048.0,126503947.0
2015-01-29,5820,5870,5750,5860,727575,741313.0,126503947.0
2015-01-30,5840,5840,5680,5830,1623724,737518.0,126503947.0
2015-02-02,5750,5840,5730,5810,615220,734988.0,126503947.0
2015-02-03,5810,5980,5810,5950,927394,752698.0,126503947.0
2015-02-04,6040,6210,5990,6130,826441,775469.0,126503947.0
2015-02-05,6120,6270,6080,6220,796209,786855.0,126503947.0
2015-02-06,6280,6510,6150,6370,1023459,805830.0,126503947.0
2015-02-09,6370,6440,6300,6410,287920,810890.0,126503947.0
2015-02-10,6350,6420,6210,6420,573901,812155.0,126503947.0
2015-02-11,6400,6620,6340,6560,524554,829866.0,126503947.0
2015-02-12,6560,6690,6460,6500,302256,822276.0,126503947.0
2015-02-13,6500,6650,6410,6570,436161,831131.0,126503947.0
2015-02-16,6520,6570,6470,6470,432329,818481.0,126503947.0
2015-02-17,6480,6510,6370,6460,293078,817215.0,126503947.0
2015-02-23,6460,6500,6430,6460,285171,817215.0,126503947.0
2015-02-24,6500,6740,6470,6670,539601,843781.0,126503947.0
2015-02-25,6670,6960,6630,6800,1477975,860227.0,126503947.0
2015-02-26,6870,6870,6670,6760,436832,855167.0,126503947.0
2015-02-27,6760,6820,6670,6820,299202,862757.0,126503947.0
2015-03-02,6820,6830,6650,6700,378254,847576.0,126503947.0
2015-03-03,6720,6770,6630,6700,248587,847576.0,126503947.0
2015-03-04,6700,6760,6660,6710,211089,848841.0,126503947.0
2015-03-05,6720,6740,6660,6680,222733,845046.0,126503947.0
2015-03-06,6670,6690,6580,6580,369142,832396.0,126503947.0
2015-03-09,6470,6560,6460,6500,341483,822276.0,126503947.0
2015-03-10,6500,6510,6380,6390,225269,808360.0,126503947.0
2015-03-11,6360,6460,6260,6370,326680,805830.0,126503947.0
2015-03-12,6400,6630,6270,6520,370747,824806.0,126503947.0
2015-03-13,6600,6600,6420,6550,311877,828601.0,126503947.0
2015-03-16,6500,6550,6430,6450,282106,815950.0,126503947.0
2015-03-17,6490,6490,6250,6290,729348,795710.0,126503947.0
2015-03-18,6300,6320,6190,6210,503520,785590.0,126503947.0
2015-03-19,6160,6240,6060,6070,656516,767879.0,126503947.0
2015-03-20,6100,6140,6000,6100,547342,771674.0,126503947.0
2015-03-23,6140,6240,6070,6240,417377,789385.0,126503947.0
2015-03-24,6190,6260,6130,6240,304501,789385.0,126503947.0
2015-03-25,6240,6260,6160,6200,307305,784324.0,126503947.0
2015-03-26,6180,6240,6100,6140,394582,776734.0,126503947.0
2015-03-27,6160,6160,6060,6070,378672,767879.0,126503947.0
2015-03-30,6130,6200,6080,6200,296690,784324.0,126503947.0
2015-03-31,6240,6310,6220,6300,464581,796975.0,126503947.0
2015-04-01,6260,6310,6180,6280,280954,794445.0,126503947.0
2015-04-02,6290,6340,6260,6320,373135,799505.0,126503947.0
2015-04-03,6350,6430,6300,6410,358594,810890.0,126503947.0
2015-04-06,6460,6460,6280,6320,327984,799505.0,126503947.0
2015-04-07,6320,6320,6140,6300,447849,796975.0,126503947.0
