JB금융지주(175330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-07-18,6175,6194,5629,5729,867071,427676.0,66824362.0
2013-07-19,5773,5818,5585,5801,307713,433022.0,66824362.0
2013-07-22,5800,5818,5701,5818,157169,434358.0,66824362.0
2013-07-23,5818,6086,5773,6034,281749,450396.0,66824362.0
2013-07-24,6086,6086,5916,5998,75972,447723.0,66824362.0
2013-07-25,5997,6005,5872,5926,90448,442377.0,66824362.0
2013-07-26,5978,5978,5800,5863,69117,437700.0,66824362.0
2013-07-29,5862,5862,5755,5810,111800,433690.0,66824362.0
2013-07-30,5826,5907,5728,5899,157505,440373.0,66824362.0
2013-07-31,5889,5978,5826,5917,108437,441709.0,66824362.0
2013-08-01,5853,5970,5853,5926,81710,442377.0,66824362.0
2013-08-02,5934,5997,5907,5935,71004,443046.0,66824362.0
2013-08-05,5899,5925,5836,5872,164162,438368.0,66824362.0
2013-08-06,5907,5907,5809,5908,84798,441041.0,66824362.0
2013-08-07,5862,5978,5836,5953,89548,444382.0,66824362.0
2013-08-08,5978,6086,5907,6069,263992,453069.0,66824362.0
2013-08-09,6086,6149,6042,6132,225381,457747.0,66824362.0
2013-08-12,6059,6140,6059,6132,63597,457747.0,66824362.0
2013-08-13,6149,6185,6104,6186,277127,461756.0,66824362.0
2013-08-14,6131,6221,6086,6141,146353,458415.0,66824362.0
2013-08-16,6086,6158,6015,6042,136429,451064.0,66824362.0
2013-08-19,6042,6077,5889,5988,101197,447055.0,66824362.0
2013-08-20,5988,5997,5907,5926,92990,442377.0,66824362.0
2013-08-21,5853,5925,5800,5908,228020,441041.0,66824362.0
2013-08-22,5826,5872,5719,5791,135301,432354.0,66824362.0
2013-08-23,5880,5880,5693,5774,211123,431017.0,66824362.0
2013-08-26,5773,5836,5764,5801,156108,433022.0,66824362.0
2013-08-27,5800,5845,5639,5712,263141,426339.0,66824362.0
2013-08-28,5576,5656,5540,5648,187950,421662.0,66824362.0
2013-08-29,5558,5674,5531,5631,184042,420325.0,66824362.0
2013-08-30,5629,5683,5504,5514,201539,411638.0,66824362.0
2013-09-02,5496,5602,5459,5586,100596,416984.0,66824362.0
2013-09-03,5612,5737,5612,5720,1158500,427008.0,66824362.0
2013-09-04,5764,5782,5693,5729,114290,427676.0,66824362.0
2013-09-05,5764,5826,5728,5801,155039,433022.0,66824362.0
2013-09-06,5728,5916,5728,5845,348862,436363.0,66824362.0
2013-09-09,5988,5988,5845,5980,310309,446387.0,66824362.0
2013-09-10,6015,6069,5925,5971,160307,445718.0,66824362.0
2013-09-11,5970,6042,5818,5935,144715,443046.0,66824362.0
2013-09-12,5934,5978,5845,5863,184650,437700.0,66824362.0
2013-09-13,5826,5925,5782,5882,1581260,439036.0,66824362.0
2013-09-16,5845,5952,5809,5882,125062,439036.0,66824362.0
2013-09-17,5836,5978,5836,5845,344147,436363.0,66824362.0
2013-09-23,5907,5934,5836,5899,313474,440373.0,66824362.0
2013-09-24,5907,5907,5836,5890,195470,439704.0,66824362.0
2013-09-25,5907,5907,5755,5863,425862,437700.0,66824362.0
2013-09-26,5845,5925,5755,5882,559507,439036.0,66824362.0
2013-09-27,5836,6202,5836,6186,518889,461756.0,66824362.0
2013-09-30,6158,6328,6050,6293,544867,469775.0,66824362.0
2013-10-01,6167,6435,6167,6427,585431,479799.0,66824362.0
2013-10-02,6426,6453,6337,6418,220710,479131.0,66824362.0
2013-10-04,6471,6677,6292,6624,377416,494500.0,66824362.0
2013-10-07,6695,6740,6578,6634,457348,495169.0,66824362.0
2013-10-08,6650,6659,6516,6634,329396,495169.0,66824362.0
2013-10-10,6534,6641,6489,6570,241451,490491.0,66824362.0
2013-10-11,6605,6686,6543,6615,255491,493832.0,66824362.0
2013-10-14,6570,6614,6354,6463,286787,482472.0,66824362.0
2013-10-15,6408,6507,6265,6445,305050,481135.0,66824362.0
2013-10-16,6471,6650,6337,6607,429705,493164.0,66824362.0
2013-10-17,6534,6605,6354,6463,458003,482472.0,66824362.0
2013-10-18,6480,6489,6202,6311,417833,471112.0,66824362.0
2013-10-21,6310,6400,6248,6383,383892,476458.0,66824362.0
2013-10-22,6319,6551,6310,6490,434109,484477.0,66824362.0
2013-10-23,6435,6516,6381,6499,262538,485145.0,66824362.0
2013-10-24,6426,6632,6418,6634,249804,495169.0,66824362.0
2013-10-25,6624,6695,6489,6687,504656,499178.0,66824362.0
2013-10-28,6686,6713,6597,6624,227860,494500.0,66824362.0
2013-10-29,6632,6713,6588,6651,112330,496505.0,66824362.0
2013-10-30,6650,6695,6453,6661,386490,497173.0,66824362.0
2013-10-31,6578,6659,6498,6499,168876,485145.0,66824362.0
2013-11-01,6516,6561,6310,6535,319536,487818.0,66824362.0
2013-11-04,6516,6578,6400,6562,281385,489823.0,66824362.0
2013-11-05,6453,6551,6354,6454,354873,481804.0,66824362.0
2013-11-06,6381,6561,6337,6508,200960,485813.0,66824362.0
2013-11-07,6480,6597,6435,6588,175770,491827.0,66824362.0
2013-11-08,6570,6570,6373,6427,282630,479799.0,66824362.0
2013-11-11,5978,5978,5469,5648,1495516,421662.0,66824362.0
2013-11-12,5576,5755,5576,5756,276657,429681.0,66824362.0
2013-11-13,5755,5755,5550,5639,204506,420993.0,66824362.0
2013-11-14,5648,5889,5621,5791,344170,432354.0,66824362.0
2013-11-15,5746,5907,5710,5872,302161,438368.0,66824362.0
2013-11-18,5952,5997,5791,5998,225782,447723.0,66824362.0
2013-11-19,5907,6024,5862,5998,275408,447723.0,66824362.0
2013-11-20,5997,5997,5862,5944,208780,443714.0,66824362.0
2013-11-21,5943,5997,5889,5971,155024,445718.0,66824362.0
2013-11-22,5970,5970,5764,5783,333215,431685.0,66824362.0
2013-11-25,5782,5826,5701,5747,127082,429012.0,66824362.0
2013-11-26,5746,5773,5540,5729,311460,427676.0,66824362.0
2013-11-27,5737,5862,5728,5837,263300,435695.0,66824362.0
2013-11-28,6009,6115,5942,6058,197578,420993.0,66824362.0
2013-11-29,6076,6163,5942,6029,187873,418989.0,66824362.0
2013-12-02,6028,6105,6019,6058,150651,420993.0,66824362.0
2013-12-03,6067,6125,5923,5962,58544,414311.0,66824362.0
2013-12-04,5942,5942,5759,5933,201537,412306.0,66824362.0
2013-12-05,5884,6057,5769,6010,183773,417652.0,66824362.0
2013-12-06,5923,5990,5826,5856,175253,406960.0,66824362.0
2013-12-09,5836,5942,5730,5731,144645,398273.0,66824362.0
2013-12-10,5721,5798,5557,5692,199857,395600.0,66824362.0
2013-12-11,5605,5682,5442,5606,233303,389586.0,66824362.0
2013-12-12,5538,5644,5432,5644,99736,392259.0,66824362.0
2013-12-13,5586,5711,5557,5712,123080,396937.0,66824362.0
2013-12-16,5711,5721,5596,5596,84035,388918.0,66824362.0
2013-12-17,5586,5605,5288,5433,670946,377558.0,66824362.0
2013-12-18,5384,5480,5355,5442,456356,378226.0,66824362.0
2013-12-19,5509,5509,5423,5452,243522,378894.0,66824362.0
2013-12-20,5403,5490,5346,5346,403748,371543.0,66824362.0
2013-12-23,5423,5461,5336,5452,516661,378894.0,66824362.0
2013-12-24,5567,5730,5461,5721,723188,397605.0,66824362.0
2013-12-26,5778,5951,5711,5933,400371,412306.0,66824362.0
2013-12-27,5961,6201,5913,6135,776108,426339.0,66824362.0
2013-12-30,6163,6163,5961,6115,342416,425003.0,66824362.0
2014-01-02,6182,6211,5826,6000,909567,416984.0,66824362.0
2014-01-03,5961,6009,5855,5904,462091,410302.0,66824362.0
2014-01-06,5903,6019,5894,6000,613972,416984.0,66824362.0
2014-01-07,6000,6134,5971,6048,583610,420325.0,66824362.0
2014-01-08,6057,6201,6000,6173,606731,429012.0,66824362.0
2014-01-09,6230,6250,6115,6250,324873,434358.0,66824362.0
2014-01-10,6192,6298,6105,6115,253390,425003.0,66824362.0
2014-01-13,6201,6278,6173,6279,225157,436363.0,66824362.0
2014-01-14,6288,6375,6115,6144,362250,427008.0,66824362.0
2014-01-15,6192,6221,6057,6115,239824,425003.0,66824362.0
2014-01-16,6153,6336,6086,6298,530611,437700.0,66824362.0
2014-01-17,6211,6451,6211,6442,515857,447723.0,66824362.0
2014-01-20,6490,6576,6375,6519,413435,453069.0,66824362.0
2014-01-21,6567,6750,6528,6692,1001713,465098.0,66824362.0
2014-01-22,6730,6769,6634,6740,743858,468439.0,66824362.0
2014-01-23,6788,6788,6596,6712,487075,466434.0,66824362.0
2014-01-24,6711,6730,6528,6635,419687,461088.0,66824362.0
2014-01-27,6500,6663,6384,6635,668833,461088.0,66824362.0
2014-01-28,6586,6721,6490,6721,853652,467102.0,66824362.0
2014-01-29,6663,6769,6625,6683,987812,660419.0,95024362.0
2014-02-03,6682,6682,6500,6500,544457,642365.0,95024362.0
2014-02-04,6432,6538,6403,6413,505737,633812.0,95024362.0
2014-02-05,6451,6711,6451,6462,600089,638564.0,95024362.0
2014-02-06,6461,6817,6442,6779,603423,669922.0,95024362.0
2014-02-07,6788,6855,6711,6827,340283,674673.0,95024362.0
2014-02-10,6807,6884,6596,6740,688286,666121.0,95024362.0
2014-02-11,6778,6778,6605,6740,271026,666121.0,95024362.0
2014-02-12,6730,6798,6634,6635,278664,655668.0,95024362.0
2014-02-13,6634,6711,6576,6596,267734,651867.0,95024362.0
2014-02-14,6596,6807,6596,6731,331209,665171.0,95024362.0
2014-02-17,6836,6951,6778,6875,689512,679424.0,95024362.0
2014-02-18,6874,6932,6855,6913,452331,683225.0,95024362.0
2014-02-19,6903,6961,6798,6913,304577,683225.0,95024362.0
2014-02-20,6923,6923,6730,6769,344313,668972.0,95024362.0
2014-02-21,6875,6875,6663,6731,408454,665171.0,95024362.0
2014-02-24,6750,6798,6673,6721,188576,664220.0,95024362.0
2014-02-25,6701,6750,6586,6587,386329,650917.0,95024362.0
2014-02-26,6548,6634,6500,6567,408287,649016.0,95024362.0
2014-02-27,6576,6701,6576,6663,151147,658519.0,95024362.0
2014-02-28,6663,6721,6605,6606,248493,652817.0,95024362.0
2014-03-03,6557,6673,6538,6673,215357,659469.0,95024362.0
2014-03-04,6625,6846,6538,6779,344768,669922.0,95024362.0
2014-03-05,6855,6923,6769,6875,217119,679424.0,95024362.0
2014-03-06,6855,6932,6798,6913,265566,683225.0,95024362.0
2014-03-07,6932,6961,6865,6933,210125,685126.0,95024362.0
2014-03-10,6923,6961,6865,6923,207861,684175.0,95024362.0
2014-03-11,6923,6990,6826,6962,565454,687976.0,95024362.0
2014-03-12,6971,6990,6903,6913,261038,683225.0,95024362.0
2014-03-13,6865,6980,6865,6981,221903,689877.0,95024362.0
2014-03-14,6894,6980,6874,6875,238127,679424.0,95024362.0
2014-03-17,6875,6913,6778,6827,179471,674673.0,95024362.0
2014-03-18,6769,6817,6644,6769,635375,668972.0,95024362.0
2014-03-19,6778,6798,6701,6750,408762,667071.0,95024362.0
2014-03-20,6711,6740,6634,6683,293325,660419.0,95024362.0
2014-03-21,6730,6788,6586,6587,487450,650917.0,95024362.0
2014-03-24,6567,6836,6567,6760,467006,668021.0,95024362.0
2014-03-25,6730,6826,6692,6769,156143,668972.0,95024362.0
2014-03-26,6750,6826,6673,6721,265676,664220.0,95024362.0
2014-03-27,6721,6865,6615,6779,321334,669922.0,95024362.0
2014-03-28,6778,6894,6701,6885,228791,680374.0,95024362.0
2014-03-31,6884,6961,6826,6894,208899,681325.0,95024362.0
2014-04-01,6903,6961,6788,6904,348781,682275.0,95024362.0
2014-04-02,6865,6980,6865,6952,291146,687026.0,95024362.0
2014-04-03,6942,6942,6807,6885,294514,680374.0,95024362.0
2014-04-04,6903,6913,6817,6875,150200,679424.0,95024362.0
2014-04-07,6855,6875,6759,6846,141650,676573.0,95024362.0
2014-04-08,6826,7211,6759,7212,329656,712683.0,95024362.0
2014-04-09,7211,7298,7009,7144,237855,706031.0,95024362.0
2014-04-10,7201,7240,7086,7154,328344,706981.0,95024362.0
2014-04-11,7076,7153,6980,7106,167760,702230.0,95024362.0
2014-04-14,7019,7134,7019,7135,171284,705081.0,95024362.0
2014-04-15,7134,7144,7048,7115,143044,703180.0,95024362.0
2014-04-16,7057,7221,7057,7135,340438,705081.0,95024362.0
2014-04-17,7115,7173,7038,7135,173051,705081.0,95024362.0
2014-04-18,7115,7163,7057,7115,272637,703180.0,95024362.0
2014-04-21,7211,7240,6980,7106,390540,702230.0,95024362.0
2014-04-22,7105,7125,7028,7115,158830,703180.0,95024362.0
2014-04-23,7057,7124,7019,7048,286809,696529.0,95024362.0
2014-04-24,7086,7192,6942,7087,187052,700330.0,95024362.0
2014-04-25,7115,7163,6961,7010,296560,692728.0,95024362.0
2014-04-28,6971,7115,6971,7106,200087,702230.0,95024362.0
2014-04-29,7048,7211,7048,7163,184060,707931.0,95024362.0
2014-04-30,7105,7384,7105,7317,522513,723135.0,95024362.0
2014-05-02,7317,7605,7269,7548,489488,745941.0,95024362.0
2014-05-07,7634,7634,7471,7567,262822,747842.0,95024362.0
2014-05-08,7528,7538,7394,7452,182130,736439.0,95024362.0
2014-05-09,7471,7625,7394,7596,188623,750692.0,95024362.0
2014-05-12,7644,7663,7451,7558,291368,746891.0,95024362.0
2014-05-13,7596,7596,7375,7394,268618,730737.0,95024362.0
2014-05-14,7394,7442,7288,7385,551696,729787.0,95024362.0
2014-05-15,7403,7451,7336,7404,327759,731688.0,95024362.0
2014-05-16,7326,7394,7153,7298,646470,721235.0,95024362.0
2014-05-19,7307,7403,7221,7346,290225,725986.0,95024362.0
2014-05-20,7355,7413,7240,7260,290243,717434.0,95024362.0
2014-05-21,7288,7336,7134,7327,353716,724086.0,95024362.0
2014-05-22,7346,7346,7211,7308,306585,722185.0,95024362.0
2014-05-23,7346,7346,7173,7250,408954,716484.0,95024362.0
2014-05-26,7211,7298,7153,7221,364569,713633.0,95024362.0
2014-05-27,7221,7288,7038,7250,416090,716484.0,95024362.0
2014-05-28,7221,7259,7076,7183,581598,709832.0,95024362.0
2014-05-29,7115,7192,7038,7125,390020,704131.0,95024362.0
2014-05-30,7076,7173,6923,7173,437793,708882.0,95024362.0
2014-06-02,7028,7096,6894,6923,452362,684175.0,95024362.0
2014-06-03,6932,6990,6711,6827,371802,674673.0,95024362.0
2014-06-05,6865,6913,6740,6760,372838,668021.0,95024362.0
2014-06-09,6721,6846,6711,6788,376428,670872.0,95024362.0
2014-06-10,6836,7038,6836,6971,324366,688927.0,95024362.0
2014-06-11,6980,7134,6942,7115,235948,703180.0,95024362.0
2014-06-12,7038,7115,7028,7048,169101,696529.0,95024362.0
2014-06-13,7009,7096,6971,7067,171227,698429.0,95024362.0
2014-06-16,7028,7067,6923,7048,78177,696529.0,95024362.0
2014-06-17,7028,7067,6971,7048,108246,696529.0,95024362.0
2014-06-18,7019,7067,6990,7029,96736,694628.0,95024362.0
2014-06-19,7028,7038,6971,7038,1832849,695578.0,95024362.0
2014-06-20,7067,7115,6932,7115,175422,703180.0,95024362.0
2014-06-23,7105,7105,6961,6971,103704,688927.0,95024362.0
2014-06-24,6932,6990,6798,6971,167051,688927.0,95024362.0
2014-06-25,6971,7173,6913,7125,224110,704131.0,95024362.0
2014-06-26,7173,7182,7038,7135,230718,705081.0,95024362.0
2014-06-27,7115,7125,6932,7058,178989,697479.0,95024362.0
2014-06-30,7019,7144,6903,7125,204264,704131.0,95024362.0
2014-07-01,7105,7134,7019,7067,80960,698429.0,95024362.0
2014-07-02,7076,7076,6942,7029,273861,694628.0,95024362.0
2014-07-03,6971,7038,6913,6971,210302,688927.0,95024362.0
2014-07-04,6923,6971,6826,6827,434284,674673.0,95024362.0
2014-07-07,6538,6903,6442,6856,568452,677524.0,95024362.0
2014-07-08,6855,7038,6701,6962,440172,687976.0,95024362.0
2014-07-09,7009,7201,6923,7163,573333,707931.0,95024362.0
2014-07-10,7211,7230,7057,7087,229595,700330.0,95024362.0
2014-07-11,6942,7173,6942,7125,296006,737324.0,99503947.0
2014-07-14,7115,7115,7019,7096,224830,734339.0,99503947.0
2014-07-15,7057,7201,7038,7163,158810,741304.0,99503947.0
2014-07-16,7115,7182,7009,7038,284982,728369.0,99503947.0
2014-07-17,7038,7115,7019,7096,213302,734339.0,99503947.0
2014-07-18,7038,7086,6971,6971,210983,721404.0,99503947.0
2014-07-21,7019,7038,6923,6942,224386,718418.0,99503947.0
2014-07-22,6942,7076,6923,7048,164467,729364.0,99503947.0
2014-07-23,7028,7124,6971,7048,545398,729364.0,99503947.0
2014-07-24,7048,7048,6923,6952,475349,719414.0,99503947.0
2014-07-25,6971,7000,6884,7000,550769,724389.0,99503947.0
2014-07-28,7090,7190,6950,7130,361831,709463.0,99503947.0
2014-07-29,7110,7270,7070,7150,331121,711453.0,99503947.0
2014-07-30,7180,7290,7010,7230,338956,719414.0,99503947.0
2014-07-31,7260,7550,7200,7310,779715,727374.0,99503947.0
2014-08-01,7200,7490,7180,7440,342717,740309.0,99503947.0
2014-08-04,7480,7490,7270,7350,269293,731354.0,99503947.0
2014-08-05,7360,7360,7210,7290,393162,725384.0,99503947.0
2014-08-06,7230,7330,7210,7240,212404,720409.0,99503947.0
2014-08-07,7200,7310,7180,7310,309825,727374.0,99503947.0
2014-08-08,7230,7330,7210,7250,258471,721404.0,99503947.0
2014-08-11,7250,7450,7250,7430,335503,739314.0,99503947.0
2014-08-12,7380,7580,7380,7550,419716,751255.0,99503947.0
2014-08-13,7470,7600,7420,7520,304527,748270.0,99503947.0
2014-08-14,7520,7550,7410,7470,384842,743294.0,99503947.0
2014-08-18,7420,7510,7290,7480,640428,744290.0,99503947.0
2014-08-19,7480,7530,7430,7470,511940,743294.0,99503947.0
2014-08-20,7500,7500,7350,7400,368763,736329.0,99503947.0
2014-08-21,7400,7400,7320,7330,717641,729364.0,99503947.0
2014-08-22,7320,7390,7320,7350,558765,731354.0,99503947.0
2014-08-25,7320,7500,7290,7490,440079,745285.0,99503947.0
2014-08-26,7460,7490,7270,7450,573987,741304.0,99503947.0
2014-08-27,7450,7480,7350,7400,419456,736329.0,99503947.0
