현대로템(064350),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-06-29,20100,20300,19700,19750,310179,1678750.0,85000000.0
2015-06-30,19600,20250,19400,20250,270613,1721250.0,85000000.0
2015-07-01,20100,20550,19950,20550,224441,1746750.0,85000000.0
2015-07-02,20450,20550,20200,20400,186833,1734000.0,85000000.0
2015-07-03,20450,20450,20050,20150,193708,1712750.0,85000000.0
2015-07-06,20000,20150,19500,19650,268657,1670250.0,85000000.0
2015-07-07,19900,20200,19100,20000,296785,1700000.0,85000000.0
2015-07-08,20200,20250,19700,20050,194777,1704250.0,85000000.0
2015-07-09,19750,20550,19750,19950,271078,1695750.0,85000000.0
2015-07-10,20000,20350,19900,20300,184925,1725500.0,85000000.0
2015-07-13,20300,20450,19800,20050,206034,1704250.0,85000000.0
2015-07-14,20050,20250,19700,19700,224694,1674500.0,85000000.0
2015-07-15,20300,20450,19650,19650,269552,1670250.0,85000000.0
2015-07-16,19700,19850,18750,18800,554816,1598000.0,85000000.0
2015-07-17,18800,18950,18100,18550,531688,1576750.0,85000000.0
2015-07-20,18300,18550,18050,18050,244597,1534250.0,85000000.0
2015-07-21,17950,18400,17950,18300,237827,1555500.0,85000000.0
2015-07-22,18200,18250,17500,17550,357351,1491750.0,85000000.0
2015-07-23,17600,17750,17350,17600,163346,1496000.0,85000000.0
2015-07-24,17550,17550,17050,17050,223566,1449250.0,85000000.0
2015-07-27,16500,16950,16450,16750,244836,1423750.0,85000000.0
2015-07-28,16650,17200,16650,17150,169558,1457750.0,85000000.0
2015-07-29,17100,17350,16950,17050,133180,1449250.0,85000000.0
2015-07-30,17050,17900,17050,17850,327449,1517250.0,85000000.0
2015-07-31,17950,17950,17400,17550,157993,1491750.0,85000000.0
2015-08-03,17500,17650,16850,16950,154522,1440750.0,85000000.0
2015-08-04,16950,17300,16850,17050,103787,1449250.0,85000000.0
2015-08-05,16900,17250,16650,17100,144784,1453500.0,85000000.0
2015-08-06,17300,17300,16800,16950,135744,1440750.0,85000000.0
2015-08-07,16900,17050,16700,16750,140745,1423750.0,85000000.0
2015-08-10,16600,16850,16100,16150,227067,1372750.0,85000000.0
2015-08-11,16350,16750,16200,16250,129281,1381250.0,85000000.0
2015-08-12,16350,16500,16100,16250,138558,1381250.0,85000000.0
2015-08-13,16450,17150,16300,17100,182318,1453500.0,85000000.0
2015-08-17,17250,17250,16650,16950,103124,1440750.0,85000000.0
2015-08-18,17000,17100,16700,17000,110919,1445000.0,85000000.0
2015-08-19,17200,17300,16700,16750,177513,1423750.0,85000000.0
2015-08-20,16750,16950,16350,16350,96736,1389750.0,85000000.0
2015-08-21,15600,16050,15500,15950,226914,1355750.0,85000000.0
2015-08-24,16050,16550,15700,16300,174236,1385500.0,85000000.0
2015-08-25,16200,16800,16000,16400,180999,1394000.0,85000000.0
2015-08-26,16400,17100,16150,16950,202111,1440750.0,85000000.0
2015-08-27,17100,17150,16650,16750,192231,1423750.0,85000000.0
2015-08-28,17300,17300,16950,17000,148345,1445000.0,85000000.0
2015-08-31,17050,17400,16900,17150,160047,1457750.0,85000000.0
2015-09-01,16900,17050,16500,16550,128762,1406750.0,85000000.0
2015-09-02,16100,16550,16100,16450,156659,1398250.0,85000000.0
2015-09-03,16650,16650,16200,16200,139346,1377000.0,85000000.0
2015-09-04,16100,16500,15800,16200,226216,1377000.0,85000000.0
2015-09-07,16050,16850,16050,16650,152135,1415250.0,85000000.0
2015-09-08,16700,16850,16350,16500,95345,1402500.0,85000000.0
2015-09-09,16750,16950,16550,16900,167846,1436500.0,85000000.0
2015-09-10,16750,17600,16750,17600,270376,1496000.0,85000000.0
2015-09-11,17400,17650,17300,17550,118345,1491750.0,85000000.0
2015-09-14,17650,17750,17300,17450,120682,1483250.0,85000000.0
2015-09-15,17500,17750,17300,17300,114561,1470500.0,85000000.0
2015-09-16,17400,17850,17200,17650,146441,1500250.0,85000000.0
2015-09-17,17900,17900,17200,17200,173875,1462000.0,85000000.0
2015-09-18,17250,17500,17150,17500,125566,1487500.0,85000000.0
2015-09-21,17300,17400,17050,17100,88553,1453500.0,85000000.0
2015-09-22,17150,17400,17150,17200,94903,1462000.0,85000000.0
2015-09-23,16900,17100,16650,16700,129070,1419500.0,85000000.0
2015-09-24,16650,16850,16600,16750,68267,1423750.0,85000000.0
2015-09-25,16800,17500,16750,17500,170457,1487500.0,85000000.0
2015-09-30,17150,17500,17100,17200,84780,1462000.0,85000000.0
2015-10-01,17100,17350,17000,17100,189738,1453500.0,85000000.0
2015-10-02,17150,17400,16850,16850,154389,1432250.0,85000000.0
2015-10-05,17000,17100,16500,16550,185784,1406750.0,85000000.0
2015-10-06,16400,16750,16200,16300,228821,1385500.0,85000000.0
2015-10-07,16250,16400,16200,16200,116376,1377000.0,85000000.0
2015-10-08,16300,16400,16150,16400,132580,1394000.0,85000000.0
2015-10-12,16300,17000,16300,16800,224438,1428000.0,85000000.0
2015-10-13,16700,17500,16700,17400,304413,1479000.0,85000000.0
2015-10-14,17400,17400,16750,16750,176692,1423750.0,85000000.0
2015-10-15,16800,16950,16550,16850,106381,1432250.0,85000000.0
2015-10-16,16850,16900,16550,16600,107151,1411000.0,85000000.0
2015-10-19,16600,16750,16500,16650,89390,1415250.0,85000000.0
2015-10-20,16650,16850,16500,16750,92040,1423750.0,85000000.0
2015-10-21,16750,17100,16650,16700,129508,1419500.0,85000000.0
2015-10-22,16650,16850,16250,16400,127145,1394000.0,85000000.0
2015-10-23,16550,16700,16450,16550,128467,1406750.0,85000000.0
2015-10-26,17150,17200,16700,16700,260198,1419500.0,85000000.0
2015-10-27,16750,17050,16650,16750,148630,1423750.0,85000000.0
2015-10-28,16650,16800,16350,16350,161174,1389750.0,85000000.0
2015-10-29,16350,16550,16350,16400,86444,1394000.0,85000000.0
2015-10-30,16450,16550,16200,16300,116441,1385500.0,85000000.0
2015-11-02,16250,16300,16100,16150,119778,1372750.0,85000000.0
2015-11-03,16300,16850,16300,16850,182740,1432250.0,85000000.0
2015-11-04,16800,16850,16550,16750,115149,1423750.0,85000000.0
2015-11-05,16750,16900,16500,16900,111008,1436500.0,85000000.0
2015-11-06,16900,16950,16400,16450,143989,1398250.0,85000000.0
2015-11-09,16450,16500,16150,16300,94134,1385500.0,85000000.0
2015-11-10,16200,16250,15850,16200,140595,1377000.0,85000000.0
2015-11-11,16200,16550,16200,16250,86437,1381250.0,85000000.0
2015-11-12,16200,16550,16150,16550,69435,1406750.0,85000000.0
2015-11-13,16200,16500,16200,16300,77419,1385500.0,85000000.0
2015-11-16,16100,16250,15900,15950,111631,1355750.0,85000000.0
2015-11-17,16050,16200,15900,16000,100229,1360000.0,85000000.0
2015-11-18,16050,16150,15800,15900,109358,1351500.0,85000000.0
2015-11-19,16000,16100,15900,15900,85338,1351500.0,85000000.0
2015-11-20,15950,16000,15800,15850,118977,1347250.0,85000000.0
2015-11-23,16000,16200,15850,16100,175080,1368500.0,85000000.0
2015-11-24,16100,16600,16100,16400,232069,1394000.0,85000000.0
2015-11-25,16400,16450,16100,16250,88245,1381250.0,85000000.0
2015-11-26,16300,16450,16100,16200,151141,1377000.0,85000000.0
2015-11-27,16200,16550,16100,16450,255451,1398250.0,85000000.0
2015-11-30,16450,16800,16300,16650,339385,1415250.0,85000000.0
2015-12-01,16600,16750,16500,16500,150833,1402500.0,85000000.0
2015-12-02,16550,16900,16400,16800,225910,1428000.0,85000000.0
2015-12-03,16800,16800,16350,16700,142371,1419500.0,85000000.0
2015-12-04,16550,16800,16500,16650,97000,1415250.0,85000000.0
2015-12-07,16650,16750,16400,16450,125044,1398250.0,85000000.0
2015-12-08,16400,16700,15900,16000,183371,1360000.0,85000000.0
2015-12-09,16100,16150,15950,16100,93784,1368500.0,85000000.0
2015-12-10,16100,16250,15750,15800,135087,1343000.0,85000000.0
2015-12-11,16000,16050,15800,15850,95350,1347250.0,85000000.0
2015-12-14,15650,15650,14850,14850,267037,1262250.0,85000000.0
2015-12-15,14600,15050,14600,15000,100083,1275000.0,85000000.0
2015-12-16,15050,15400,14950,14950,182625,1270750.0,85000000.0
2015-12-17,14950,15300,14950,15200,112104,1292000.0,85000000.0
2015-12-18,15400,15850,15250,15700,167687,1334500.0,85000000.0
2015-12-21,15650,15750,15250,15500,74577,1317500.0,85000000.0
2015-12-22,15450,15550,15350,15500,74214,1317500.0,85000000.0
2015-12-23,15450,15750,15400,15550,95521,1321750.0,85000000.0
2015-12-24,15650,15700,15450,15650,85600,1330250.0,85000000.0
2015-12-28,15500,15550,14950,15000,175074,1275000.0,85000000.0
2015-12-29,14900,15200,14800,14950,95509,1270750.0,85000000.0
2015-12-30,14950,15050,14650,14650,167951,1245250.0,85000000.0
2016-01-04,14650,14700,14000,14050,215350,1194250.0,85000000.0
2016-01-05,13850,14250,13850,14050,149160,1194250.0,85000000.0
2016-01-06,14100,14200,13650,13800,212023,1173000.0,85000000.0
2016-01-07,13650,13950,13400,13500,176904,1147500.0,85000000.0
2016-01-08,13400,13600,13300,13450,168787,1143250.0,85000000.0
2016-01-11,13450,13500,13100,13200,138217,1122000.0,85000000.0
2016-01-12,13250,13350,12850,12950,147422,1100750.0,85000000.0
2016-01-13,13000,13250,12850,13100,176437,1113500.0,85000000.0
2016-01-14,12900,13000,12650,12850,141573,1092250.0,85000000.0
2016-01-15,13000,13150,12300,12350,262385,1049750.0,85000000.0
2016-01-18,12050,12300,12000,12150,258011,1032750.0,85000000.0
2016-01-19,12150,12200,11150,11400,463700,969000.0,85000000.0
2016-01-20,11500,11600,10800,10900,344863,926500.0,85000000.0
2016-01-21,10950,11400,10850,11000,320661,935000.0,85000000.0
2016-01-22,11600,14250,11450,12600,3159747,1071000.0,85000000.0
2016-01-25,12600,12650,12050,12250,414935,1041250.0,85000000.0
2016-01-26,12350,12600,12150,12250,277079,1041250.0,85000000.0
2016-01-27,12350,12550,12250,12350,238951,1049750.0,85000000.0
2016-01-28,12400,12600,12100,12200,229738,1037000.0,85000000.0
2016-01-29,12200,12300,11950,12150,228851,1032750.0,85000000.0
2016-02-01,11400,12150,11150,12100,440244,1028500.0,85000000.0
2016-02-02,12200,12400,11850,11950,236681,1015750.0,85000000.0
2016-02-03,11900,12600,11750,12100,336272,1028500.0,85000000.0
2016-02-04,12450,13850,12450,13100,1036571,1113500.0,85000000.0
2016-02-05,13200,14100,13100,13250,540404,1126250.0,85000000.0
2016-02-11,12800,13050,12600,12950,241026,1100750.0,85000000.0
2016-02-12,12900,13250,12600,12800,299393,1088000.0,85000000.0
2016-02-15,12850,13400,12850,13300,212656,1130500.0,85000000.0
2016-02-16,13500,13500,13050,13300,180362,1130500.0,85000000.0
2016-02-17,13300,13700,12850,13400,198869,1139000.0,85000000.0
2016-02-18,13650,13700,13100,13150,191209,1117750.0,85000000.0
2016-02-19,13250,13250,13000,13050,136495,1109250.0,85000000.0
2016-02-22,13000,13350,13000,13300,120908,1130500.0,85000000.0
2016-02-23,13300,13500,13150,13300,86918,1130500.0,85000000.0
2016-02-24,13350,13650,13200,13550,135314,1151750.0,85000000.0
2016-02-25,13600,13700,13400,13550,122247,1151750.0,85000000.0
2016-02-26,13700,14350,13550,14300,311280,1215500.0,85000000.0
2016-02-29,14500,15100,14400,14750,457350,1253750.0,85000000.0
2016-03-02,14900,15500,14750,15100,432490,1283500.0,85000000.0
2016-03-03,15100,15950,15100,15800,321575,1343000.0,85000000.0
2016-03-04,16050,16050,15200,15850,310843,1347250.0,85000000.0
2016-03-07,16000,16100,15450,15700,170633,1334500.0,85000000.0
2016-03-08,15550,15950,15500,15850,145494,1347250.0,85000000.0
2016-03-09,15900,15950,15450,15750,154533,1338750.0,85000000.0
2016-03-10,15800,16000,15550,16000,193646,1360000.0,85000000.0
2016-03-11,16150,16450,15700,15950,241798,1355750.0,85000000.0
2016-03-14,16150,16250,15800,15900,119092,1351500.0,85000000.0
2016-03-15,16100,16500,15950,16400,196751,1394000.0,85000000.0
2016-03-16,16400,16900,16400,16750,243434,1423750.0,85000000.0
2016-03-17,16900,17000,16350,16550,260217,1406750.0,85000000.0
2016-03-18,16700,16900,16400,16450,198000,1398250.0,85000000.0
2016-03-21,16450,16450,15500,16000,325659,1360000.0,85000000.0
2016-03-22,16100,16750,15850,16450,164693,1398250.0,85000000.0
2016-03-23,16500,16700,16250,16500,166543,1402500.0,85000000.0
2016-03-24,16500,16600,16250,16350,116827,1389750.0,85000000.0
2016-03-25,16450,16550,16100,16200,128417,1377000.0,85000000.0
2016-03-28,16200,16400,16050,16200,118738,1377000.0,85000000.0
2016-03-29,16150,16500,16150,16250,153701,1381250.0,85000000.0
2016-03-30,16350,17000,16250,17000,239342,1445000.0,85000000.0
2016-03-31,17050,17400,16850,17350,260187,1474750.0,85000000.0
2016-04-01,17450,17500,17050,17150,185334,1457750.0,85000000.0
2016-04-04,17200,17250,16800,16800,118180,1428000.0,85000000.0
2016-04-05,16700,17000,16250,16900,163117,1436500.0,85000000.0
2016-04-06,16900,17000,16500,16650,101054,1415250.0,85000000.0
2016-04-07,16700,16850,16500,16600,90497,1411000.0,85000000.0
2016-04-08,16600,16850,16200,16650,120306,1415250.0,85000000.0
2016-04-11,16650,17200,16650,17000,129935,1445000.0,85000000.0
2016-04-12,17000,17500,17000,17400,218415,1479000.0,85000000.0
2016-04-14,17050,17700,17050,17700,195597,1504500.0,85000000.0
2016-04-15,17600,18350,17550,18200,310592,1547000.0,85000000.0
2016-04-18,18400,18550,17800,18100,252538,1538500.0,85000000.0
2016-04-19,18400,18500,18100,18250,245048,1551250.0,85000000.0
2016-04-20,18300,18350,17550,17650,256637,1500250.0,85000000.0
2016-04-21,17650,17800,17200,17700,210014,1504500.0,85000000.0
2016-04-22,17450,17850,17250,17400,226322,1479000.0,85000000.0
2016-04-25,17900,18000,17250,17250,290661,1466250.0,85000000.0
2016-04-26,17300,18150,17300,18000,392268,1530000.0,85000000.0
2016-04-27,18050,18200,17550,18000,281966,1530000.0,85000000.0
2016-04-28,18000,18400,17850,18300,294604,1555500.0,85000000.0
2016-04-29,18350,18350,17850,17950,140003,1525750.0,85000000.0
2016-05-02,17900,17900,17600,17750,99783,1508750.0,85000000.0
2016-05-03,18500,18600,18050,18150,246700,1542750.0,85000000.0
2016-05-04,18400,18500,17450,17450,235467,1483250.0,85000000.0
2016-05-09,17450,17750,16950,17100,181658,1453500.0,85000000.0
2016-05-10,16900,17200,16650,17050,183259,1449250.0,85000000.0
2016-05-11,17100,17150,16250,16450,286213,1398250.0,85000000.0
2016-05-12,16400,16700,16350,16400,164315,1394000.0,85000000.0
2016-05-13,16450,16800,16450,16700,90969,1419500.0,85000000.0
2016-05-16,16700,16950,16400,16750,114271,1423750.0,85000000.0
2016-05-17,16750,16900,16400,16500,98085,1402500.0,85000000.0
2016-05-18,16500,16700,16300,16500,131796,1402500.0,85000000.0
2016-05-19,16400,16650,16150,16250,127426,1381250.0,85000000.0
2016-05-20,16600,17300,16250,16800,299715,1428000.0,85000000.0
2016-05-23,17350,17350,16900,16950,116238,1440750.0,85000000.0
2016-05-24,17050,17200,16650,16900,98113,1436500.0,85000000.0
2016-05-25,17000,17450,16900,17100,144491,1453500.0,85000000.0
2016-05-26,16950,17350,16950,17250,91752,1466250.0,85000000.0
2016-05-27,17400,17500,17050,17100,75850,1453500.0,85000000.0
2016-05-30,16850,17100,16650,17100,97007,1453500.0,85000000.0
2016-05-31,16900,17450,16900,17450,148438,1483250.0,85000000.0
2016-06-01,17250,17400,16850,17150,125858,1457750.0,85000000.0
2016-06-02,17050,17300,16900,17000,91575,1445000.0,85000000.0
2016-06-03,17100,17350,16950,17350,95235,1474750.0,85000000.0
2016-06-07,17350,17450,17150,17250,109036,1466250.0,85000000.0
2016-06-08,17350,17700,17300,17650,160977,1500250.0,85000000.0
2016-06-09,17800,18000,17550,18000,286136,1530000.0,85000000.0
2016-06-10,18050,18200,17900,18000,127056,1530000.0,85000000.0
2016-06-13,18000,18200,17700,18000,129865,1530000.0,85000000.0
2016-06-14,18050,18200,17700,17850,115414,1517250.0,85000000.0
2016-06-15,17750,17900,17150,17200,129513,1462000.0,85000000.0
2016-06-16,17200,17350,17000,17100,79948,1453500.0,85000000.0
2016-06-17,17300,17550,17000,17200,106809,1462000.0,85000000.0
2016-06-20,17400,20350,17400,18350,1801907,1559750.0,85000000.0
2016-06-21,19100,19150,18150,18300,675393,1555500.0,85000000.0
2016-06-22,18400,18600,18150,18150,333658,1542750.0,85000000.0
2016-06-23,18050,18700,17900,18350,298253,1559750.0,85000000.0
2016-06-24,17400,18350,17100,17400,867855,1479000.0,85000000.0
2016-06-27,17200,17950,17150,17900,260561,1521500.0,85000000.0
2016-06-28,17550,18200,17500,18050,206873,1534250.0,85000000.0
2016-06-29,18150,18450,17900,18250,201429,1551250.0,85000000.0
2016-06-30,18350,18550,17850,17850,180155,1517250.0,85000000.0
2016-07-01,17950,18350,17950,18100,111661,1538500.0,85000000.0
2016-07-04,17900,18400,17900,18300,123084,1555500.0,85000000.0
2016-07-05,18350,18950,18350,18600,272455,1581000.0,85000000.0
2016-07-06,18750,18800,18100,18350,232959,1559750.0,85000000.0
2016-07-07,18450,18450,18050,18150,180834,1542750.0,85000000.0
2016-07-08,18150,18750,17700,18350,582569,1559750.0,85000000.0
2016-07-11,18700,18700,18200,18450,166258,1568250.0,85000000.0
2016-07-12,18500,18650,18350,18400,110794,1564000.0,85000000.0
2016-07-13,18550,18600,18450,18450,123263,1568250.0,85000000.0
2016-07-14,18400,18750,18400,18500,115878,1572500.0,85000000.0
2016-07-15,18650,18700,18400,18500,143901,1572500.0,85000000.0
2016-07-18,18550,18950,18550,18900,206243,1606500.0,85000000.0
2016-07-19,19000,19800,18950,19800,567661,1683000.0,85000000.0
2016-07-20,19700,20000,19500,19700,223410,1674500.0,85000000.0
2016-07-21,20000,20500,19800,20400,433022,1734000.0,85000000.0
2016-07-22,20250,20700,20250,20350,255942,1729750.0,85000000.0
2016-07-25,20550,20600,19850,20100,178776,1708500.0,85000000.0
2016-07-26,20000,20550,20000,20200,183371,1717000.0,85000000.0
2016-07-27,20100,21500,20050,21400,736833,1819000.0,85000000.0
2016-07-28,21350,21550,20950,21500,307853,1827500.0,85000000.0
2016-07-29,21550,21800,20950,21300,325728,1810500.0,85000000.0
2016-08-01,21300,21400,20200,20250,446864,1721250.0,85000000.0
2016-08-02,20350,20500,20150,20400,287901,1734000.0,85000000.0
2016-08-03,20100,20600,19950,20500,215331,1742500.0,85000000.0
2016-08-04,20500,20850,20400,20700,167570,1759500.0,85000000.0
2016-08-05,20750,21650,20750,21500,359306,1827500.0,85000000.0
2016-08-08,21550,21700,21150,21200,176405,1802000.0,85000000.0
2016-08-09,21250,22300,21200,22050,483546,1874250.0,85000000.0
2016-08-10,22050,22450,21950,22100,305676,1878500.0,85000000.0
2016-08-11,22200,22800,22150,22750,381962,1933750.0,85000000.0
2016-08-12,22900,22950,22300,22850,276969,1942250.0,85000000.0
2016-08-16,22900,23350,22700,23050,277429,1959250.0,85000000.0
2016-08-17,23050,23400,22150,22500,402113,1912500.0,85000000.0
2016-08-18,22900,24000,22800,23850,1068880,2027250.0,85000000.0
2016-08-19,24250,25000,23800,23850,1047064,2027250.0,85000000.0
2016-08-22,23800,24450,23300,24000,445202,2040000.0,85000000.0
2016-08-23,24100,24100,23150,23450,392161,1993250.0,85000000.0
2016-08-24,23550,24000,23350,23950,264282,2035750.0,85000000.0
2016-08-25,24050,24350,23500,23800,219601,2023000.0,85000000.0
2016-08-26,23550,23750,22950,23150,302788,1967750.0,85000000.0
2016-08-29,22800,23100,22500,23000,214726,1955000.0,85000000.0
2016-08-30,23000,23500,22850,23050,163194,1959250.0,85000000.0
2016-08-31,23000,24200,22750,23950,422373,2035750.0,85000000.0
2016-09-01,23900,24000,23400,23750,189219,2018750.0,85000000.0
2016-09-02,23700,23850,23150,23300,179924,1980500.0,85000000.0
2016-09-05,23300,23900,23100,23600,173244,2006000.0,85000000.0
2016-09-06,23350,23750,23300,23300,127535,1980500.0,85000000.0
2016-09-07,23150,23200,21950,22300,627695,1895500.0,85000000.0
2016-09-08,22500,22700,22150,22600,215227,1921000.0,85000000.0
2016-09-09,22200,22500,21650,21950,261425,1865750.0,85000000.0
2016-09-12,21750,21750,21000,21150,274110,1797750.0,85000000.0
2016-09-13,21500,21550,21050,21250,176030,1806250.0,85000000.0
2016-09-19,20800,21200,20450,20600,353395,1751000.0,85000000.0
2016-09-20,20450,20750,19900,20250,386779,1721250.0,85000000.0
2016-09-21,20250,20400,20000,20100,175273,1708500.0,85000000.0
2016-09-22,20250,21050,20000,20050,514940,1704250.0,85000000.0
2016-09-23,20300,20750,20050,20300,342804,1725500.0,85000000.0
2016-09-26,20300,20500,19950,19950,203167,1695750.0,85000000.0
2016-09-27,19700,20700,19550,20550,360767,1746750.0,85000000.0
2016-09-28,20600,20700,20250,20350,170581,1729750.0,85000000.0
2016-09-29,20800,21200,20650,20950,404857,1780750.0,85000000.0
2016-09-30,21000,21200,20600,20600,242412,1751000.0,85000000.0
2016-10-04,21000,21400,20900,21100,244531,1793500.0,85000000.0
2016-10-05,21100,21100,20500,20950,168253,1780750.0,85000000.0
2016-10-06,20750,21050,20450,20950,184665,1780750.0,85000000.0
2016-10-07,21000,21050,20600,21050,155323,1789250.0,85000000.0
2016-10-10,21250,21850,21050,21450,266534,1823250.0,85000000.0
2016-10-11,21650,21650,21200,21350,114882,1814750.0,85000000.0
2016-10-12,21300,21500,21200,21400,132561,1819000.0,85000000.0
2016-10-13,21250,21450,20750,20750,148357,1763750.0,85000000.0
2016-10-14,20150,20400,19800,19850,284362,1687250.0,85000000.0
2016-10-17,19950,20050,18800,18900,441768,1606500.0,85000000.0
2016-10-18,18700,19100,18700,19050,208051,1619250.0,85000000.0
2016-10-19,18800,19000,18300,18350,263802,1559750.0,85000000.0
2016-10-20,18400,18600,18300,18550,143122,1576750.0,85000000.0
2016-10-21,18500,18650,18200,18200,107382,1547000.0,85000000.0
2016-10-24,18050,19350,18050,19000,276664,1615000.0,85000000.0
2016-10-25,18950,19100,18700,19050,124550,1619250.0,85000000.0
2016-10-26,18800,18850,18300,18750,146518,1593750.0,85000000.0
2016-10-27,18650,18950,18450,18700,93443,1589500.0,85000000.0
2016-10-28,18600,18700,18000,18050,122185,1534250.0,85000000.0
2016-10-31,17550,18850,16950,18700,408768,1589500.0,85000000.0
2016-11-01,18700,18800,17050,17100,353273,1453500.0,85000000.0
2016-11-02,17000,17000,16400,16550,363756,1406750.0,85000000.0
2016-11-03,16200,17100,16200,17000,162499,1445000.0,85000000.0
2016-11-04,17000,17150,16650,16700,105623,1419500.0,85000000.0
2016-11-07,17150,17700,16950,17700,147689,1504500.0,85000000.0
2016-11-08,17700,18250,17400,17800,157420,1513000.0,85000000.0
2016-11-09,18150,18300,17050,17350,290820,1474750.0,85000000.0
2016-11-10,17950,18800,17600,18600,281881,1581000.0,85000000.0
2016-11-11,18550,19500,18250,19450,323657,1653250.0,85000000.0
2016-11-14,19200,21250,19200,20450,723810,1738250.0,85000000.0
2016-11-15,20650,20800,19500,19650,409946,1670250.0,85000000.0
2016-11-16,19600,20600,19400,20350,310700,1729750.0,85000000.0
2016-11-17,20150,20550,20050,20050,111950,1704250.0,85000000.0
2016-11-18,20250,20250,19250,19850,203350,1687250.0,85000000.0
2016-11-21,19800,19850,19300,19400,68342,1649000.0,85000000.0
2016-11-22,19400,20000,19200,19900,126363,1691500.0,85000000.0
2016-11-23,19700,20050,19350,19350,111495,1644750.0,85000000.0
2016-11-24,19350,19700,19250,19350,86568,1644750.0,85000000.0
2016-11-25,19350,19550,19200,19200,84720,1632000.0,85000000.0
2016-11-28,19050,20150,18900,19450,156690,1653250.0,85000000.0
2016-11-29,19400,20000,19150,19250,183623,1636250.0,85000000.0
2016-11-30,19300,19600,18650,18750,207520,1593750.0,85000000.0
2016-12-01,19000,19500,18850,19200,132700,1632000.0,85000000.0
2016-12-02,18950,19250,18000,18050,250508,1534250.0,85000000.0
2016-12-05,17600,18350,17400,18000,152613,1530000.0,85000000.0
2016-12-06,18400,18500,18050,18200,92356,1547000.0,85000000.0
2016-12-07,18100,18400,17700,18000,101730,1530000.0,85000000.0
2016-12-08,18300,18600,18100,18600,102523,1581000.0,85000000.0
2016-12-09,18300,18600,18150,18200,80056,1547000.0,85000000.0
2016-12-12,18450,19000,18300,18700,134025,1589500.0,85000000.0
2016-12-13,18750,19100,18750,18850,96196,1602250.0,85000000.0
2016-12-14,18850,19100,18750,18750,71243,1593750.0,85000000.0
2016-12-15,18700,19200,18550,19100,65013,1623500.0,85000000.0
2016-12-16,18900,19300,18800,19050,106434,1619250.0,85000000.0
2016-12-19,19000,19000,18550,18600,77322,1581000.0,85000000.0
2016-12-20,18600,18900,18350,18450,96181,1568250.0,85000000.0
2016-12-21,18550,18650,18050,18300,114009,1555500.0,85000000.0
2016-12-22,18300,18500,18100,18250,95723,1551250.0,85000000.0
2016-12-23,18400,18500,18250,18400,69311,1564000.0,85000000.0
2016-12-26,18550,18900,18450,18550,73079,1576750.0,85000000.0
2016-12-27,18450,18600,18200,18200,66997,1547000.0,85000000.0
2016-12-28,18050,18250,17950,18050,79310,1534250.0,85000000.0
2016-12-29,18250,18300,18050,18150,78996,1542750.0,85000000.0
2017-01-02,18300,18750,18250,18500,59380,1572500.0,85000000.0
2017-01-03,18550,18600,18100,18200,118227,1547000.0,85000000.0
2017-01-04,18150,18350,17950,17950,136765,1525750.0,85000000.0
2017-01-05,17900,18500,17900,18250,141575,1551250.0,85000000.0
2017-01-06,18450,18900,18300,18800,204661,1598000.0,85000000.0
2017-01-09,18950,19050,18650,18750,140015,1593750.0,85000000.0
2017-01-10,18650,18950,18500,18900,92269,1606500.0,85000000.0
2017-01-11,18750,19700,18750,19450,285455,1653250.0,85000000.0
2017-01-12,19400,19650,19100,19400,110764,1649000.0,85000000.0
2017-01-13,19450,19650,19250,19450,95383,1653250.0,85000000.0
2017-01-16,19700,19700,18950,19350,87829,1644750.0,85000000.0
2017-01-17,19350,19550,19150,19550,88682,1661750.0,85000000.0
2017-01-18,19600,19650,19400,19450,80664,1653250.0,85000000.0
2017-01-19,19500,19550,18850,18850,130876,1602250.0,85000000.0
2017-01-20,18800,19050,18750,18900,75857,1606500.0,85000000.0
2017-01-23,18900,19150,18600,18800,101076,1598000.0,85000000.0
2017-01-24,18650,18800,18200,18400,178818,1564000.0,85000000.0
2017-01-25,18900,19200,18350,19050,309508,1619250.0,85000000.0
2017-01-26,19200,19200,18800,18800,174558,1598000.0,85000000.0
2017-01-31,18800,19000,18650,18950,88669,1610750.0,85000000.0
2017-02-01,19100,19450,19000,19150,135868,1627750.0,85000000.0
2017-02-02,19100,20400,19050,20400,623017,1734000.0,85000000.0
2017-02-03,20500,20600,19900,20200,370021,1717000.0,85000000.0
2017-02-06,20300,21300,20300,20800,498468,1768000.0,85000000.0
2017-02-07,21100,21450,20700,21050,265605,1789250.0,85000000.0
2017-02-08,21100,21150,20450,20700,210079,1759500.0,85000000.0
2017-02-09,20600,21800,20550,21650,387644,1840250.0,85000000.0
2017-02-10,21950,22200,21550,22000,297780,1870000.0,85000000.0
2017-02-13,22100,22250,21750,21900,183979,1861500.0,85000000.0
2017-02-14,22000,22200,21300,21900,236055,1861500.0,85000000.0
2017-02-15,21850,22050,21450,21800,113251,1853000.0,85000000.0
2017-02-16,21550,21900,21050,21050,235467,1789250.0,85000000.0
2017-02-17,21050,21350,20850,20950,159428,1780750.0,85000000.0
2017-02-20,20950,21100,20550,20800,178596,1768000.0,85000000.0
2017-02-21,20900,21150,20800,20800,161530,1768000.0,85000000.0
2017-02-22,20800,21700,20800,21450,282230,1823250.0,85000000.0
