제주항공(089590),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-01-05,40150,40950,40050,40250,19571,1042747.0,25906758.0
2016-01-06,40250,40250,39150,39250,41047,1016840.0,25906758.0
2016-01-07,39800,39800,37500,37500,75068,971503.0,25906758.0
2016-01-08,36950,39000,36750,38200,36127,989638.0,25906758.0
2016-01-11,38000,38750,37500,38300,23090,992229.0,25906758.0
2016-01-12,37650,38250,36000,37450,89327,970208.0,25906758.0
2016-01-13,37600,37750,36700,36900,84164,955959.0,25906758.0
2016-01-14,36900,37300,36200,37150,62528,962436.0,25906758.0
2016-01-15,37200,37400,35600,35950,52273,931348.0,25906758.0
2016-01-18,35300,35600,34800,35100,23373,909327.0,25906758.0
2016-01-19,34450,34700,31400,32200,200386,834198.0,25906758.0
2016-01-20,31300,32200,29200,29200,338758,756477.0,25906758.0
2016-01-21,30000,31750,29300,30950,267883,801814.0,25906758.0
2016-01-22,31600,32450,30700,31300,112224,810882.0,25906758.0
2016-01-25,30800,32750,30800,31750,101675,822540.0,25906758.0
2016-01-26,32700,33100,31800,32200,76626,834198.0,25906758.0
2016-01-27,32500,33000,32000,32800,47853,849742.0,25906758.0
2016-01-28,32100,32650,31500,31750,81382,822540.0,25906758.0
2016-01-29,31750,31750,30600,30700,79326,795337.0,25906758.0
2016-02-01,30950,31300,29700,30850,84389,799223.0,25906758.0
2016-02-02,30100,32000,30100,31750,66933,822540.0,25906758.0
2016-02-03,31750,32800,30650,31200,81781,808291.0,25906758.0
2016-02-04,29300,30500,28700,30500,675401,790156.0,25906758.0
2016-02-05,30450,32100,29900,31600,192232,818654.0,25906758.0
2016-02-11,31100,32200,29400,32200,135857,834198.0,25906758.0
2016-02-12,31600,32600,30200,31250,166657,809586.0,25906758.0
2016-02-15,30750,32200,30750,31900,63517,826426.0,25906758.0
2016-02-16,31950,32800,30400,32600,189209,844560.0,25906758.0
2016-02-17,33200,34000,31800,33500,238539,867876.0,25906758.0
2016-02-18,33800,34550,33650,34250,135063,887306.0,25906758.0
2016-02-19,34500,34500,33600,34100,72924,883420.0,25906758.0
2016-02-22,34400,34500,33900,34300,77827,888602.0,25906758.0
2016-02-23,34500,34650,32650,33000,98577,854923.0,25906758.0
2016-02-24,33600,33600,32400,32750,41631,848446.0,25906758.0
2016-02-25,33000,33150,32200,32500,40013,841970.0,25906758.0
2016-02-26,32500,32900,32300,32650,35713,845856.0,25906758.0
2016-02-29,32350,33400,32300,33300,45247,862695.0,25906758.0
2016-03-02,33100,33750,32900,33100,63964,857514.0,25906758.0
2016-03-03,33250,35400,33150,34950,163297,905441.0,25906758.0
2016-03-04,34450,36000,34450,35600,89455,922281.0,25906758.0
2016-03-07,36500,36500,34800,35800,110682,927462.0,25906758.0
2016-03-08,36200,36200,34800,35300,53669,914509.0,25906758.0
2016-03-09,34850,37250,34850,37150,141089,962436.0,25906758.0
2016-03-10,37150,38000,36750,38000,105804,984457.0,25906758.0
2016-03-11,37900,39150,37500,39150,103252,1014250.0,25906758.0
2016-03-14,39450,39500,37650,38000,70004,984457.0,25906758.0
2016-03-15,37650,38250,36650,37150,59526,962436.0,25906758.0
2016-03-16,37150,37850,36950,37300,36047,966322.0,25906758.0
2016-03-17,37800,37800,36350,36900,64433,955959.0,25906758.0
2016-03-18,36900,37700,36150,37700,76073,976685.0,25906758.0
2016-03-21,37900,37900,36250,37000,106424,958550.0,25906758.0
2016-03-22,37000,37000,35900,36850,83600,954664.0,25906758.0
2016-03-23,36550,38200,36400,38000,86762,984457.0,25906758.0
2016-03-24,37900,38500,37050,38000,98927,984457.0,25906758.0
2016-03-25,38500,38500,37200,37500,69945,971503.0,25906758.0
2016-03-28,37600,37750,36150,37000,71543,958550.0,25906758.0
2016-03-29,36600,37050,35900,36300,137952,940415.0,25906758.0
2016-03-30,36350,36550,35600,36000,72658,932643.0,25906758.0
2016-03-31,36200,36900,35550,35550,118976,920985.0,25906758.0
2016-04-01,35400,36100,34100,34900,164551,904146.0,25906758.0
2016-04-04,35150,35700,35100,35500,60309,919690.0,25906758.0
2016-04-05,35500,35500,34300,35050,116649,908032.0,25906758.0
2016-04-06,35050,35050,33650,34500,171766,893783.0,25906758.0
2016-04-07,34300,35050,33900,35050,128456,908032.0,25906758.0
2016-04-08,35000,35050,33950,35000,78469,906737.0,25906758.0
2016-04-11,35100,36700,35000,36500,140867,945597.0,25906758.0
2016-04-12,36650,37200,35950,36600,81813,948187.0,25906758.0
2016-04-14,37000,37050,36000,36900,87641,955959.0,25906758.0
2016-04-15,36500,36950,35700,35900,102591,930053.0,25906758.0
2016-04-18,35400,35550,34550,35400,81677,917099.0,25906758.0
2016-04-19,35050,35650,34900,35250,90527,913213.0,25906758.0
2016-04-20,35200,35300,34250,34750,134471,900260.0,25906758.0
2016-04-21,34400,35200,33500,33850,232843,876944.0,25906758.0
2016-04-22,33950,34550,33750,34550,113193,895078.0,25906758.0
2016-04-25,34050,34950,34050,34850,75265,902851.0,25906758.0
2016-04-26,35000,35000,34450,34800,36512,901555.0,25906758.0
2016-04-27,34350,34750,34150,34300,55216,888602.0,25906758.0
2016-04-28,34300,34750,34200,34600,61393,896374.0,25906758.0
2016-04-29,34250,34450,33800,34000,53629,880830.0,25906758.0
2016-05-02,33850,33900,32350,32500,98107,841970.0,25906758.0
2016-05-03,32850,32950,31600,32200,92102,834198.0,25906758.0
2016-05-04,32100,32550,31250,31650,70027,819949.0,25906758.0
2016-05-09,31500,31700,30550,30700,77149,795337.0,25906758.0
2016-05-10,30550,32200,30550,32200,123384,834198.0,25906758.0
2016-05-11,32200,32250,31600,31950,64147,827721.0,25906758.0
2016-05-12,31900,32150,31400,32000,34534,829016.0,25906758.0
2016-05-13,32000,34150,31750,34000,179163,880830.0,25906758.0
2016-05-16,34200,35300,34200,34550,133315,895078.0,25906758.0
2016-05-17,35100,35100,33600,34850,94822,902851.0,25906758.0
2016-05-18,34700,34750,33700,34450,77272,892488.0,25906758.0
2016-05-19,34450,34450,32800,32850,79382,851037.0,25906758.0
2016-05-20,32150,33400,32150,33200,56298,860104.0,25906758.0
2016-05-23,33000,33350,32350,32500,30797,841970.0,25906758.0
2016-05-24,32750,32850,31900,32000,40909,829016.0,25906758.0
2016-05-25,32300,32750,32100,32350,34998,838084.0,25906758.0
2016-05-26,31850,32350,31800,32100,42405,831607.0,25906758.0
2016-05-27,32100,32900,31850,32900,52687,852332.0,25906758.0
2016-05-30,32700,33100,32150,32300,41898,836788.0,25906758.0
2016-05-31,32300,32650,32150,32600,92948,844560.0,25906758.0
2016-06-01,32450,32500,32000,32100,51860,831607.0,25906758.0
2016-06-02,32000,32150,31550,31650,46066,819949.0,25906758.0
2016-06-03,31650,31650,31250,31350,31878,812177.0,25906758.0
2016-06-07,31600,31750,31300,31500,53112,816063.0,25906758.0
2016-06-08,31700,31700,31100,31200,51589,808291.0,25906758.0
2016-06-09,31100,32000,31100,32000,65700,829016.0,25906758.0
2016-06-10,31900,32400,31600,32200,62483,834198.0,25906758.0
2016-06-13,32200,32200,31500,31550,38095,817358.0,25906758.0
2016-06-14,31550,31550,30900,31400,49406,813472.0,25906758.0
2016-06-15,31250,31300,30700,30850,52647,799223.0,25906758.0
2016-06-16,30900,31450,30900,31400,63376,813472.0,25906758.0
2016-06-17,31400,33300,31400,33150,161983,858809.0,25906758.0
2016-06-20,33200,33800,32350,33450,133816,866581.0,25906758.0
2016-06-21,33600,33950,33100,33350,54000,863990.0,25906758.0
2016-06-22,33400,34000,33000,33650,96769,871762.0,25906758.0
2016-06-23,33750,33900,32500,33400,57929,865286.0,25906758.0
2016-06-24,33400,33400,31150,32550,105209,843265.0,25906758.0
2016-06-27,31300,32000,31300,31850,90934,825130.0,25906758.0
2016-06-28,31500,31750,31400,31400,59660,813472.0,25906758.0
2016-06-29,31700,31850,31250,31500,124280,816063.0,25906758.0
2016-06-30,31700,32000,31600,31600,42103,818654.0,25906758.0
2016-07-01,31650,31750,31450,31550,43571,817358.0,25906758.0
2016-07-04,31500,31600,31150,31500,73550,816063.0,25906758.0
2016-07-05,31700,31700,31250,31350,59853,812177.0,25906758.0
2016-07-06,31250,31450,30550,30750,95579,796633.0,25906758.0
2016-07-07,31000,31050,30750,31050,44452,804405.0,25906758.0
2016-07-08,31200,31300,30500,30800,44774,797928.0,25906758.0
2016-07-11,30800,30800,30300,30400,67635,787565.0,25906758.0
2016-07-12,30550,30700,29650,29700,195059,769431.0,25906758.0
2016-07-13,30000,30450,29800,30300,65489,784975.0,25906758.0
2016-07-14,30300,30300,29900,30000,44314,777203.0,25906758.0
2016-07-15,30200,30500,30100,30400,67241,787565.0,25906758.0
2016-07-18,30600,30600,30000,30350,58062,786270.0,25906758.0
2016-07-19,30600,30600,30000,30100,49960,779793.0,25906758.0
2016-07-20,30250,30350,29900,30150,44767,781089.0,25906758.0
2016-07-21,30350,30450,30000,30000,57662,777203.0,25906758.0
2016-07-22,30050,30050,29500,29600,99922,766840.0,25906758.0
2016-07-25,29800,29800,29350,29400,68811,761659.0,25906758.0
2016-07-26,29450,29500,29150,29200,42137,756477.0,25906758.0
2016-07-27,29150,29950,29150,29850,58091,773317.0,25906758.0
2016-07-28,30100,31200,29950,31150,165477,806996.0,25906758.0
2016-07-29,31250,31600,30800,31200,103278,808291.0,25906758.0
2016-08-01,31350,32900,31350,32700,318554,847151.0,25906758.0
2016-08-02,32850,36150,32800,35500,587841,919690.0,25906758.0
2016-08-03,35300,35750,34800,35550,200313,920985.0,25906758.0
2016-08-04,35050,35300,34600,35200,108963,911918.0,25906758.0
2016-08-05,35000,35200,33900,34000,150259,880830.0,25906758.0
2016-08-08,34250,35000,33500,34400,133696,891192.0,25906758.0
2016-08-09,34500,35300,34150,35100,128212,909327.0,25906758.0
2016-08-10,35300,37000,35250,36900,329445,955959.0,25906758.0
2016-08-11,36900,37300,36500,37200,181029,963731.0,25906758.0
2016-08-12,37000,37300,36200,36850,174622,956838.0,25965758.0
2016-08-16,36850,37350,36100,37100,117687,963330.0,25965758.0
2016-08-17,36500,36800,33950,34450,435183,894520.0,25965758.0
2016-08-18,34450,35400,33850,33850,139350,878941.0,25965758.0
2016-08-19,33850,34250,32900,34100,88032,885432.0,25965758.0
2016-08-22,33600,33650,30500,30850,348228,801044.0,25965758.0
2016-08-23,31200,31200,30250,30850,162546,801044.0,25965758.0
2016-08-24,30850,31250,30200,31000,93519,804938.0,25965758.0
2016-08-25,31200,31450,30650,30700,46891,797149.0,25965758.0
2016-08-26,31050,31050,30500,30900,39206,802342.0,25965758.0
2016-08-29,30900,30900,30000,30000,92702,778973.0,25965758.0
2016-08-30,30050,30950,30050,30200,77790,784166.0,25965758.0
2016-08-31,30200,30600,29650,30000,82586,778973.0,25965758.0
2016-09-01,30300,30300,29650,29850,98386,775078.0,25965758.0
2016-09-02,30200,33100,29950,32400,397323,841291.0,25965758.0
2016-09-05,32050,32400,30950,31700,258699,823115.0,25965758.0
2016-09-06,31700,31700,30650,30700,128989,797149.0,25965758.0
2016-09-07,30900,30950,30250,30400,101939,789359.0,25965758.0
2016-09-08,30450,31300,30450,31200,132882,810132.0,25965758.0
2016-09-09,30700,30850,30550,30650,45741,795850.0,25965758.0
2016-09-12,30250,30450,30000,30150,60000,782868.0,25965758.0
2016-09-13,30350,30400,29950,30100,55950,781569.0,25965758.0
2016-09-19,30450,30850,30050,30850,50612,801044.0,25965758.0
2016-09-20,30800,31000,30400,30600,29329,794552.0,25965758.0
2016-09-21,30500,31200,30200,31000,41258,804938.0,25965758.0
2016-09-22,31200,31350,30800,31100,45582,807535.0,25965758.0
2016-09-23,31300,33700,31300,33300,361438,864660.0,25965758.0
2016-09-26,33450,33500,32350,32750,93804,850379.0,25965758.0
2016-09-27,32600,33500,32100,33250,92856,863361.0,25965758.0
2016-09-28,33600,33650,33000,33500,77627,869853.0,25965758.0
2016-09-29,33200,33200,32000,32800,185847,851677.0,25965758.0
2016-09-30,32200,32900,32200,32400,51095,841291.0,25965758.0
2016-10-04,32100,32550,31300,31500,87704,817921.0,25965758.0
2016-10-05,31450,31450,31000,31200,51841,810132.0,25965758.0
2016-10-06,31200,31350,30400,30500,148448,791956.0,25965758.0
2016-10-07,30500,31150,30300,30600,76666,794552.0,25965758.0
2016-10-10,30700,31600,30700,31150,79532,808833.0,25965758.0
2016-10-11,31200,31500,30550,30700,108573,797149.0,25965758.0
2016-10-12,30800,31600,30600,31250,66773,811430.0,25965758.0
2016-10-13,31300,31400,30800,31400,37598,815325.0,25965758.0
2016-10-14,31550,31550,30850,31000,34468,804938.0,25965758.0
2016-10-17,30600,31050,30600,31000,31439,804938.0,25965758.0
2016-10-18,31200,31300,30600,31000,47659,804938.0,25965758.0
2016-10-19,31000,31000,30500,30700,32519,797149.0,25965758.0
2016-10-20,31000,31400,30550,30750,90652,798447.0,25965758.0
2016-10-21,30700,31950,30600,31950,98610,829606.0,25965758.0
2016-10-24,31800,31800,31150,31500,77383,817921.0,25965758.0
2016-10-25,31600,31950,31300,31650,93128,821816.0,25965758.0
2016-10-26,31650,31650,30700,30900,54906,802342.0,25965758.0
2016-10-27,31000,31250,30800,31200,56242,810132.0,25965758.0
2016-10-28,31200,31200,30600,31100,65660,807535.0,25965758.0
2016-10-31,31050,31200,30450,30500,46929,791956.0,25965758.0
2016-11-01,30500,30950,30500,30900,50953,802342.0,25965758.0
2016-11-02,30600,30800,30350,30400,50923,789359.0,25965758.0
2016-11-03,29850,30800,29850,30400,59007,789359.0,25965758.0
2016-11-04,30400,30750,30050,30750,42342,798447.0,25965758.0
2016-11-07,30750,30950,30350,30600,34965,794552.0,25965758.0
2016-11-08,30850,30950,30150,30400,78278,789359.0,25965758.0
2016-11-09,30550,30650,28650,29700,170648,771183.0,25965758.0
2016-11-10,30300,30350,29600,29950,96676,777674.0,25965758.0
2016-11-11,30000,30000,29000,29200,103067,758200.0,25965758.0
2016-11-14,28900,29850,28900,29700,94126,771183.0,25965758.0
2016-11-15,30100,30450,29300,29300,200814,770422.0,26294258.0
2016-11-16,29450,29600,29100,29450,174723,774366.0,26294258.0
2016-11-17,29500,29500,29000,29000,130245,762533.0,26294258.0
2016-11-18,29000,29500,28800,29000,128298,762533.0,26294258.0
2016-11-21,29200,29200,28250,28450,111975,748072.0,26294258.0
2016-11-22,28150,28500,27350,28000,229890,736239.0,26294258.0
2016-11-23,28000,28500,27600,27800,105768,730980.0,26294258.0
2016-11-24,27600,28100,27100,27700,140207,728351.0,26294258.0
2016-11-25,27750,27950,27000,27800,88919,730980.0,26294258.0
2016-11-28,27950,27950,27250,27500,76036,723092.0,26294258.0
2016-11-29,27500,27800,27350,27650,79858,727036.0,26294258.0
2016-11-30,27650,27950,27500,27800,69719,730980.0,26294258.0
2016-12-01,27500,27600,26450,26500,195055,696798.0,26294258.0
2016-12-02,26500,26850,26100,26650,64020,700742.0,26294258.0
2016-12-05,26600,26600,25600,25650,100133,674448.0,26294258.0
2016-12-06,25600,25800,24950,25700,126483,675762.0,26294258.0
2016-12-07,25700,25800,25000,25150,92927,661301.0,26294258.0
2016-12-08,25250,25600,24800,25250,117414,663930.0,26294258.0
2016-12-09,25100,25500,25050,25300,88330,665245.0,26294258.0
2016-12-12,25550,26100,25300,26000,96457,683651.0,26294258.0
2016-12-13,26050,26100,25600,25900,85193,681021.0,26294258.0
2016-12-14,26150,26450,26100,26250,65452,690224.0,26294258.0
2016-12-15,26150,26900,26050,26700,98518,702057.0,26294258.0
2016-12-16,26950,26950,26500,26650,63708,700742.0,26294258.0
2016-12-19,26400,26750,26200,26650,48367,700742.0,26294258.0
2016-12-20,26800,27000,26550,26800,57464,704686.0,26294258.0
2016-12-21,26900,27150,26700,26800,39954,704686.0,26294258.0
2016-12-22,27000,27000,26100,26150,54124,687595.0,26294258.0
2016-12-23,26300,26350,25750,25950,49582,682336.0,26294258.0
2016-12-26,25950,26000,25700,25750,35627,677077.0,26294258.0
2016-12-27,25750,26100,25700,26000,29417,683651.0,26294258.0
2016-12-28,26000,26100,25300,25700,50024,675762.0,26294258.0
2016-12-29,25700,25750,25050,25100,65709,659986.0,26294258.0
2017-01-02,24800,24950,24350,24350,124161,640265.0,26294258.0
2017-01-03,24550,24700,24100,24300,117189,638950.0,26294258.0
2017-01-04,24400,24750,24300,24450,97631,642895.0,26294258.0
2017-01-05,24550,25000,24400,24850,99928,653412.0,26294258.0
2017-01-06,24850,24900,24350,24500,124263,644209.0,26294258.0
2017-01-09,24550,24650,24200,24300,91430,638950.0,26294258.0
2017-01-10,24350,24450,24100,24400,96871,641580.0,26294258.0
2017-01-11,24450,24500,24200,24400,78715,641580.0,26294258.0
2017-01-12,24250,25000,24250,24800,164253,652098.0,26294258.0
2017-01-13,24750,25100,24600,24950,129287,656042.0,26294258.0
2017-01-16,25100,25500,24900,25400,134820,667874.0,26294258.0
2017-01-17,25550,26550,25500,26450,162762,695483.0,26294258.0
2017-01-18,26450,26900,26000,26600,110255,699427.0,26294258.0
2017-01-19,26650,26900,26400,26650,83739,700742.0,26294258.0
2017-01-20,26800,26850,26200,26650,85617,700742.0,26294258.0
2017-01-23,26600,26700,25900,26500,57950,696798.0,26294258.0
2017-01-24,26250,26350,25550,25700,90022,675762.0,26294258.0
2017-01-25,25800,25800,25300,25550,69331,671818.0,26294258.0
2017-01-26,25500,25850,25500,25700,40235,675762.0,26294258.0
2017-01-31,25700,25800,25350,25450,46996,669189.0,26294258.0
2017-02-01,25450,25750,25350,25750,39798,677077.0,26294258.0
2017-02-02,25750,26550,25550,26150,96122,687595.0,26294258.0
2017-02-03,26250,26500,25650,25900,72414,681021.0,26294258.0
2017-02-06,25900,26050,25600,26000,77238,683651.0,26294258.0
2017-02-07,26100,26750,25800,26700,91767,702057.0,26294258.0
2017-02-08,26800,26850,26400,26650,65447,700742.0,26294258.0
2017-02-09,26600,27000,26500,27000,79708,709945.0,26294258.0
2017-02-10,27000,27100,26800,26850,66876,706001.0,26294258.0
2017-02-13,26950,26950,26450,26700,85565,702057.0,26294258.0
2017-02-14,27000,27600,26550,27450,101954,721777.0,26294258.0
2017-02-15,27250,27700,27050,27500,120979,723092.0,26294258.0
2017-02-16,27500,27500,26750,26850,82962,706001.0,26294258.0
2017-02-17,26950,27450,26200,26800,159577,704686.0,26294258.0
2017-02-20,26500,26600,26150,26450,89290,695483.0,26294258.0
2017-02-21,26450,26850,26350,26800,74551,704686.0,26294258.0
2017-02-22,26500,26900,26400,26750,105469,703371.0,26294258.0
2017-02-23,26750,27750,26700,27350,180276,719148.0,26294258.0
2017-02-24,27450,27500,26950,27000,79920,709945.0,26294258.0
2017-02-27,27250,27300,26850,26900,69422,707316.0,26294258.0
2017-02-28,26900,27200,26500,27150,87635,713889.0,26294258.0
2017-03-02,27250,27250,26600,26850,70401,706001.0,26294258.0
2017-03-03,26350,26450,25150,25500,145742,670504.0,26294258.0
2017-03-06,24900,25750,24750,25600,61447,673133.0,26294258.0
2017-03-07,25500,25700,25250,25500,42316,670504.0,26294258.0
2017-03-08,25400,25450,25100,25250,43264,663930.0,26294258.0
2017-03-09,25300,25950,25300,25650,37992,674448.0,26294258.0
2017-03-10,25500,26350,25500,26200,64837,688910.0,26294258.0
2017-03-13,26400,27150,26200,27050,137364,711260.0,26294258.0
2017-03-14,27150,27650,26750,26750,118853,703371.0,26294258.0
2017-03-15,26750,26900,25850,25950,101452,682336.0,26294258.0
2017-03-16,25950,26500,25700,26400,133401,694168.0,26294258.0
2017-03-17,26450,28300,25850,28100,384084,738869.0,26294258.0
2017-03-20,28250,29150,28100,28700,245665,754645.0,26294258.0
2017-03-21,28700,29200,28300,28450,114493,748072.0,26294258.0
2017-03-22,28650,28850,27950,28550,81569,750701.0,26294258.0
2017-03-23,28900,29750,28550,29700,206277,780939.0,26294258.0
2017-03-24,29850,29950,29250,29850,112561,784884.0,26294258.0
2017-03-27,29800,30150,29250,29750,79899,782254.0,26294258.0
2017-03-28,29950,29950,28700,29700,137244,780939.0,26294258.0
2017-03-29,29650,30100,29450,29800,88263,783569.0,26294258.0
2017-03-30,29800,30350,29500,30050,107311,790142.0,26294258.0
2017-03-31,30150,30500,29600,29800,57158,783569.0,26294258.0
2017-04-03,29750,30400,29550,30000,59462,788828.0,26294258.0
2017-04-04,30000,30600,30000,30550,79919,803290.0,26294258.0
2017-04-05,30400,30700,29950,30550,69151,803290.0,26294258.0
2017-04-06,30600,31250,30000,31100,114854,817751.0,26294258.0
2017-04-07,31200,31750,31150,31650,82831,832213.0,26294258.0
2017-04-10,31900,31950,30500,31000,88025,815122.0,26294258.0
2017-04-11,31000,32000,31000,32000,142986,841416.0,26294258.0
2017-04-12,31950,32550,31500,32550,122227,855878.0,26294258.0
2017-04-13,32300,32500,31250,31300,112908,823010.0,26294258.0
2017-04-14,31300,31700,30450,31400,91666,825640.0,26294258.0
2017-04-17,31600,31850,31200,31600,42098,830899.0,26294258.0
2017-04-18,31250,31600,31000,31150,43878,819066.0,26294258.0
2017-04-19,30850,31500,30850,30950,40679,813807.0,26294258.0
2017-04-20,31350,31800,31100,31650,88485,832213.0,26294258.0
2017-04-21,31650,32000,31200,31550,80462,829584.0,26294258.0
2017-04-24,31750,32450,31750,32300,93682,849305.0,26294258.0
2017-04-25,32300,32650,31950,32350,69673,850619.0,26294258.0
2017-04-26,32600,33600,31450,32100,201206,844046.0,26294258.0
2017-04-27,32400,32400,31350,32150,152696,845360.0,26294258.0
2017-04-28,32150,32500,31850,32400,94488,851934.0,26294258.0
2017-05-02,32500,32800,32450,32550,72136,855878.0,26294258.0
2017-05-04,32750,33350,32600,33250,110036,874284.0,26294258.0
2017-05-08,33500,33550,33000,33150,54273,871655.0,26294258.0
2017-05-10,33150,33350,32700,33000,92924,867711.0,26294258.0
2017-05-11,33000,33400,32500,33000,64006,867711.0,26294258.0
2017-05-12,33000,33300,32750,33300,65686,875599.0,26294258.0
2017-05-15,33350,33350,32350,32650,86887,858508.0,26294258.0
2017-05-16,32650,32750,32100,32700,84994,859822.0,26294258.0
2017-05-17,32350,32600,32200,32600,43546,857193.0,26294258.0
2017-05-18,32100,32900,32100,32900,51799,865081.0,26294258.0
2017-05-19,33000,33000,32550,32650,39648,858508.0,26294258.0
2017-05-22,32800,33400,32050,33300,113210,875599.0,26294258.0
2017-05-23,33100,33700,33100,33500,133041,882951.0,26356758.0
2017-05-24,33800,34950,33750,34950,183609,921169.0,26356758.0
2017-05-25,35000,35300,33500,35000,123707,922487.0,26356758.0
2017-05-26,35400,36400,35350,36350,160530,958068.0,26356758.0
2017-05-29,36200,36300,35700,35900,91852,946208.0,26356758.0
2017-05-30,36000,36750,35950,36600,83690,964657.0,26356758.0
2017-05-31,36600,36900,35950,36600,87409,964657.0,26356758.0
2017-06-01,36250,36500,35550,35750,65018,942254.0,26356758.0
2017-06-02,35750,36650,35750,36450,37430,960704.0,26356758.0
2017-06-05,36300,36850,36050,36500,48564,962022.0,26356758.0
2017-06-07,36600,37650,36550,37500,129975,988378.0,26356758.0
2017-06-08,38000,39000,37950,38100,188621,1004192.0,26356758.0
2017-06-09,36500,38050,36200,38050,1615777,1002875.0,26356758.0
2017-06-12,37800,37800,36350,36500,246143,962022.0,26356758.0
2017-06-13,37000,38250,36900,37350,195958,984425.0,26356758.0
2017-06-14,38150,38500,37650,38100,171047,1004192.0,26356758.0
2017-06-15,38500,39650,38300,39000,268386,1027914.0,26356758.0
2017-06-16,39000,39500,37000,39250,119190,1034503.0,26356758.0
2017-06-19,39250,39600,38500,39400,140769,1038456.0,26356758.0
2017-06-20,39900,39900,39250,39500,98336,1041092.0,26356758.0
2017-06-21,39550,39850,37900,39750,146551,1047681.0,26356758.0
2017-06-22,39750,40250,39500,39900,152574,1051635.0,26356758.0
2017-06-23,40000,40500,39450,39600,83409,1043728.0,26356758.0
2017-06-26,39650,39750,38000,38750,122749,1021324.0,26356758.0
2017-06-27,39250,39900,39050,39900,88451,1051635.0,26356758.0
2017-06-28,40000,40200,39000,39200,87505,1033185.0,26356758.0
2017-06-29,39400,39650,38800,39000,74967,1027914.0,26356758.0
2017-06-30,38950,39100,38350,38850,96801,1023960.0,26356758.0
2017-07-03,39200,39300,37650,38850,127771,1023960.0,26356758.0
2017-07-04,38550,38550,36800,36800,217817,969929.0,26356758.0
2017-07-05,36800,37300,36750,36900,122876,972564.0,26356758.0
2017-07-06,37350,37900,36950,37500,105587,988378.0,26356758.0
2017-07-07,37900,38950,37450,38350,139118,1010782.0,26356758.0
2017-07-10,38650,38700,37350,37950,75033,1000239.0,26356758.0
2017-07-11,38000,38650,37950,38350,85421,1010782.0,26356758.0
2017-07-12,38500,38900,37750,38650,74898,1018689.0,26356758.0
2017-07-13,38800,39150,38000,38000,105761,1001557.0,26356758.0
2017-07-14,38000,38300,37100,37500,88852,988378.0,26356758.0
2017-07-17,37500,37950,37350,37550,46216,989696.0,26356758.0
2017-07-18,37600,38350,37600,38100,64037,1004192.0,26356758.0
2017-07-19,38500,38500,37600,38300,72841,1009464.0,26356758.0
