키위미디어그룹(012170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-02,4192759,4192759,3773491,3773454,2992700,4860.0,3000000.0
1999-04-06,3749868,3912921,3726581,3726581,1186500,4800.0,3000000.0
1999-04-07,3726581,3843044,3679995,3726581,1459300,4800.0,3000000.0
1999-04-08,3819889,3889767,3750011,3866437,1085900,4980.0,3000000.0
1999-04-09,3750110,3936456,3750110,3796700,1009100,4890.0,3000000.0
1999-04-12,3750258,4029774,3750258,3913310,1401400,5040.0,3000000.0
1999-04-13,4029720,4029720,3843375,3959802,1034000,5100.0,3000000.0
1999-04-14,3982950,4076125,3866488,4029540,1400500,5175.0,3000000.0
1999-04-15,4192933,4612248,4192933,4612211,3157800,5940.0,3000000.0
1999-04-16,4658498,4681789,4099506,4192642,3212600,5385.0,3000000.0
1999-04-19,3959887,4099643,3913302,3936556,1332000,5070.0,3000000.0
1999-04-20,3889963,4472290,3889963,4146150,989600,5340.0,3000000.0
1999-04-21,4076350,4076350,3936595,3936556,1281100,5070.0,3000000.0
1999-04-22,4076350,4076350,3936595,3936556,793600,5070.0,3000000.0
1999-04-23,3936546,4076303,3936546,3959802,899700,5100.0,3000000.0
1999-04-26,3982945,3982945,3843191,3843191,733200,4950.0,3000000.0
1999-04-27,3773117,3796411,3726533,3749827,1451700,4830.0,3000000.0
1999-04-28,3796699,3843285,3796699,3796700,935000,4890.0,3000000.0
1999-04-29,3843375,3959841,3843375,3959802,1202200,5100.0,3000000.0
1999-04-30,4076259,4076259,3959795,3983048,1096100,5130.0,3000000.0
1999-05-03,4192965,4239553,4076463,4239515,1604000,5460.0,3000000.0
1999-05-04,4309047,4309047,3982943,4052786,1697400,5220.0,3000000.0
1999-05-06,4099672,4658740,4099672,4658703,3209300,6000.0,3000000.0
1999-05-07,4891704,4891704,4262760,4262760,2412700,5490.0,3000000.0
1999-05-10,4192532,4192532,4076067,4076031,1692100,5250.0,3000000.0
1999-05-11,4076125,4518651,4076125,4425482,1751300,5700.0,3000000.0
1999-05-12,4402364,4402364,4099554,4169396,831200,5355.0,3000000.0
1999-05-13,4309191,4309191,4052969,4169396,1045900,5355.0,3000000.0
1999-05-14,4029482,4076067,4029482,4076031,872600,5250.0,3000000.0
1999-05-17,3750022,4122710,3750022,4029540,742800,5175.0,3000000.0
1999-05-18,4029532,4029532,3843191,3843191,381100,4950.0,3000000.0
1999-05-19,3866954,4053300,3843663,4006675,644300,5145.0,3000000.0
1999-05-20,4052870,4052870,3773357,3819946,656300,4905.0,3000000.0
1999-05-21,3843191,3843191,3796604,3843191,499300,4950.0,3000000.0
1999-05-24,3749868,3889630,3726581,3726581,716600,4800.0,3000000.0
1999-05-25,3796411,3796411,3726533,3749827,379900,4830.0,3000000.0
1999-05-26,3750197,3820078,3750197,3773454,248700,4860.0,3000000.0
1999-05-27,3866577,3936456,3773403,3796700,780400,4890.0,3000000.0
1999-05-28,3842959,4355363,3842959,4355363,3217400,5610.0,3000000.0
1999-05-31,4542149,4891542,4146168,4891542,4980100,6300.0,3000000.0
1999-06-01,4681654,4891286,4448727,4448728,2690500,5715.0,3000000.0
1999-06-02,4355738,4705132,4355738,4565338,1857700,5880.0,3000000.0
1999-06-03,4495118,4518410,4192350,4355363,949600,5610.0,3000000.0
1999-06-04,4448779,5007812,4425488,5007772,2838800,6450.0,3000000.0
1999-06-07,5566750,5590044,5031017,5031018,4856400,6480.0,3000000.0
1999-06-08,5357306,5357306,4938039,5124382,1933700,6600.0,3000000.0
1999-06-09,5007673,5240604,5007673,5054264,1186300,6510.0,3000000.0
1999-06-10,5031205,5077790,4705102,4938035,1274300,6360.0,3000000.0
1999-06-11,4984677,5683466,4984677,5683427,2616300,7305.0,3000000.0
1999-06-14,5357426,6405600,5357426,5823283,3368400,7500.0,3000000.0
1999-06-15,5939605,6312295,5357284,6288963,2823100,8100.0,3000000.0
1999-06-16,6265959,6941449,6265959,6522184,2903000,8400.0,3000000.0
1999-06-17,6405574,6871471,6289108,6591922,2141300,8490.0,3000000.0
1999-06-18,6592062,6755110,6312547,6522184,2311700,8400.0,3000000.0
1999-06-21,6964676,7500416,6871506,7500416,3491000,9660.0,3000000.0
1999-06-22,7337291,7337291,6754972,6987864,2236200,9000.0,3000000.0
1999-06-23,6988037,6988037,6172790,6522184,1832500,8400.0,3000000.0
1999-06-24,6056116,6754906,6056116,6265717,1472100,8055.0,3000000.0
1999-06-25,6405521,6754914,6405521,6428819,1266100,8280.0,3000000.0
1999-06-28,6452048,6591808,6172535,6288963,1394200,8100.0,3000000.0
1999-06-29,6056159,6289090,6009575,6056123,691000,7800.0,3000000.0
1999-06-30,6056070,6289001,6056070,6288963,1007300,8100.0,3000000.0
1999-07-01,6079451,6522020,6056159,6056123,1190200,7800.0,3000000.0
1999-07-02,5613596,6289090,5613596,6056123,647200,7800.0,3000000.0
1999-07-05,6405466,6405466,6242412,6288963,1025600,8100.0,3000000.0
1999-07-06,6289250,6522183,6126202,6522184,1214400,8400.0,3000000.0
1999-07-07,6545300,7453723,6545300,7383806,3065300,9510.0,3000000.0
1999-07-08,7686370,7686370,6987621,7313687,2007300,9420.0,3000000.0
1999-07-09,7336969,7336969,6987577,7336933,1398900,9450.0,3000000.0
1999-07-12,7383728,8431906,7383728,8385284,2665700,10800.0,3000000.0
1999-07-13,8036075,9084248,8036075,8501894,2657300,10950.0,3000000.0
1999-07-14,8501824,8827924,7966096,7966096,1921000,10260.0,3000000.0
1999-07-15,7919263,8850936,7802795,7919223,3407100,10200.0,3000000.0
1999-07-16,8152191,8152191,7569866,7919223,1240700,10200.0,3000000.0
1999-07-19,7476696,8152191,7476696,7919223,863400,10200.0,3000000.0
1999-07-20,8152522,8362155,7709963,7733256,911400,9960.0,3000000.0
1999-07-21,8035874,8268760,7802939,8035834,1807400,10350.0,3000000.0
1999-07-22,8734643,8734643,6847965,7453543,1857100,9600.0,3000000.0
1999-07-23,7290371,7453421,6358700,6358701,1892700,8190.0,3000000.0
1999-07-26,6079155,6079155,5426959,5426960,1273500,6975.0,3000000.0
1999-07-27,5823324,6172759,5800037,5800037,1248600,7470.0,3000000.0
1999-07-28,5916417,6522032,5706782,6405573,1005600,8250.0,3000000.0
1999-07-29,6428958,6941401,6428958,6755024,914600,8700.0,3000000.0
1999-07-30,6522020,6522020,6056159,6056123,958500,7800.0,3000000.0
1999-08-02,5706763,6289090,5613596,6056123,597800,7800.0,3000000.0
1999-08-03,6056392,6289325,5893342,5939893,452900,7650.0,3000000.0
1999-08-04,6056169,6219225,5939708,6219226,599500,8010.0,3000000.0
1999-08-05,6288847,6288847,5986040,5986004,422800,7710.0,3000000.0
1999-08-06,5846576,5846576,5753403,5823283,591300,7500.0,3000000.0
1999-08-09,5357512,5730199,5357512,5590444,528100,7200.0,3000000.0
1999-08-10,5590205,5986185,5590205,5706673,407100,7350.0,3000000.0
1999-08-11,5590148,5706609,5357222,5357222,697900,6900.0,3000000.0
1999-08-12,5287584,5916491,5287584,5613689,756200,7230.0,3000000.0
1999-08-13,5916578,5916578,5404097,5590444,435700,7200.0,3000000.0
1999-08-16,5613677,5636974,5380748,5636935,533600,7260.0,3000000.0
1999-08-17,5590443,5660318,5404097,5590444,365400,7200.0,3000000.0
1999-08-18,5566855,5566855,5240756,5357222,720000,6900.0,3000000.0
1999-08-19,5357316,5799839,5334027,5706673,804900,7350.0,3000000.0
1999-08-20,5706817,5823277,5473886,5823283,492300,7500.0,3000000.0
1999-08-23,5776503,5939553,5590160,5729919,507800,7380.0,3000000.0
1999-08-24,5846527,6056159,5846527,6056123,1151100,7800.0,3000000.0
1999-08-25,6824744,6824744,6312294,6475311,843300,8340.0,3000000.0
1999-08-26,5962986,6289090,5962986,6056123,625100,7800.0,3000000.0
1999-08-27,6172674,6172674,5799990,5823283,694200,7500.0,3000000.0
1999-08-30,5590345,5846563,5473876,5846529,766700,7530.0,3000000.0
1999-08-31,6055926,6382024,5590068,5962759,1053200,7680.0,3000000.0
1999-09-01,5823465,5986515,5823465,5939893,1370300,7650.0,3000000.0
1999-09-02,5707002,6033101,5613787,5939893,630300,7650.0,3000000.0
1999-09-03,5823277,5939742,5730110,5823283,709900,7500.0,3000000.0
1999-09-06,5706903,5823408,5590443,5590444,690600,7200.0,3000000.0
1999-09-07,5520081,5706385,5520081,5659800,441500,7290.0,3000000.0
1999-09-08,5776452,5846331,5590113,5753164,400200,7410.0,3000000.0
1999-09-09,5823320,5823320,5590391,5613689,624800,7230.0,3000000.0
1999-09-10,5590113,5753163,5590113,5753164,603000,7410.0,3000000.0
1999-09-13,5380807,5753489,5380807,5590444,866500,7200.0,3000000.0
1999-09-14,5590152,5660029,5473688,5543570,803400,7125.0,3000000.0
1999-09-15,5613645,5823277,5520472,5823283,640200,7500.0,3000000.0
1999-09-16,5823324,6056253,5800037,5800037,852200,7470.0,3000000.0
1999-09-17,5776697,5823277,5543765,5823283,327700,7500.0,3000000.0
1999-09-20,5846576,5916449,5799990,5823283,522600,7500.0,3000000.0
1999-09-21,5869863,5869863,5660231,5823283,315800,7500.0,3000000.0
1999-09-22,5823514,5916683,5800220,5916648,328800,7620.0,3000000.0
1999-09-27,5939674,6801549,5939674,6801515,1029500,8760.0,3000000.0
1999-09-28,6987770,7639973,6382198,7220703,2712300,9300.0,3000000.0
1999-09-29,6988031,6988031,6545469,6545430,1419000,8415.0,3000000.0
1999-09-30,6545283,6545283,6289056,6428819,1322800,8280.0,3000000.0
1999-10-01,6964454,6964454,6289001,6288963,1413200,8100.0,3000000.0
1999-10-04,6219299,6219299,5613688,5613689,1437500,7215.0,3000000.0
1999-10-05,5637013,5706891,5241030,5240993,784300,6750.0,3000000.0
1999-10-06,4775161,4891626,4658658,4868297,1017700,6270.0,3000000.0
1999-10-07,4891459,5357316,4891459,5310731,580100,6840.0,3000000.0
1999-10-08,5240892,5310768,5077839,5101137,654300,6570.0,3000000.0
1999-10-11,4891363,5357222,4891363,5357222,411500,6900.0,3000000.0
1999-10-12,5240843,5310719,5077796,5124382,487000,6600.0,3000000.0
1999-10-13,5310864,5450614,4961466,5264239,687900,6765.0,3000000.0
1999-10-14,5054263,5240604,4914503,5054264,352700,6510.0,3000000.0
1999-10-15,5054871,5124751,4915071,4961662,499500,6390.0,3000000.0
1999-10-18,4542149,4914830,4542149,4891542,452900,6285.0,3000000.0
1999-10-19,4891718,4891718,4542321,4635457,277700,5970.0,3000000.0
1999-10-20,4635446,4775202,4635446,4658703,496300,6000.0,3000000.0
1999-10-21,4658740,4751913,4332598,4658703,429500,6000.0,3000000.0
1999-10-22,4448966,4658600,4448966,4518846,389900,5820.0,3000000.0
1999-10-25,4518741,4518741,4192641,4192642,609400,5400.0,3000000.0
1999-10-26,4192641,4285810,4006337,4192642,425000,5400.0,3000000.0
1999-10-27,4146051,4402235,3959709,4402236,885600,5670.0,3000000.0
1999-10-28,4309000,4378839,4076067,4076031,381600,5250.0,3000000.0
1999-10-29,4309105,4309105,4076216,4192642,535100,5400.0,3000000.0
1999-11-01,4076369,4286006,4076369,4286007,396800,5520.0,3000000.0
1999-11-02,4286090,4379261,4192880,4262760,556600,5490.0,3000000.0
1999-11-03,4355835,4355835,4309252,4309253,384400,5550.0,3000000.0
1999-11-04,4216078,4379127,4216078,4309253,273800,5550.0,3000000.0
1999-11-05,4309304,4658740,4309304,4658703,555600,6000.0,3000000.0
1999-11-08,4658505,5124366,4658505,4774932,324200,6150.0,3000000.0
1999-11-09,4775202,4775202,4425772,4658703,251000,6000.0,3000000.0
1999-11-10,4658408,4658408,4309016,4425482,330200,5700.0,3000000.0
1999-11-11,4425720,4495600,4216081,4495600,398000,5790.0,3000000.0
1999-11-12,4309252,4425714,4239373,4309253,430300,5550.0,3000000.0
1999-11-15,4425707,4425707,4099604,4332498,425200,5580.0,3000000.0
1999-11-16,3983145,4309243,3983145,4122904,409900,5310.0,3000000.0
1999-11-17,4192586,4192586,4006244,4029540,426700,5190.0,3000000.0
1999-11-18,3960125,4006715,3960125,4006675,385800,5160.0,3000000.0
1999-11-19,3796803,4122904,3750218,4122904,833000,5310.0,3000000.0
1999-11-22,4215932,4309105,4076216,4192642,514000,5400.0,3000000.0
1999-11-23,4309000,4309000,4006188,4076031,507400,5250.0,3000000.0
1999-11-24,3983087,3983087,3843326,3983048,269800,5115.0,3000000.0
1999-11-25,4029950,4029950,3633931,3657224,349500,4710.0,3000000.0
1999-11-26,3540365,3726669,3354023,3493741,420400,4500.0,3000000.0
1999-11-29,3377505,3610434,3191160,3191164,351100,4110.0,3000000.0
1999-11-30,2911591,3237694,2911591,3237655,523900,4155.0,3000000.0
1999-12-01,3144384,3610205,3144384,3493741,635900,4500.0,3000000.0
1999-12-02,3750022,4029539,3750022,4029540,619900,5175.0,3000000.0
1999-12-03,4029882,4612248,4029882,4612211,1097600,5940.0,3000000.0
1999-12-06,4775140,5310921,3936595,3936556,1557900,5070.0,3000000.0
1999-12-07,4425424,4425424,3936313,4076031,318400,5250.0,3000000.0
1999-12-08,4076110,4122698,3470533,3470495,434800,4470.0,3000000.0
1999-12-09,3004628,3493779,3004628,3493741,685800,4485.0,3000000.0
1999-12-10,4006185,4006185,3260852,3493741,308000,4500.0,3000000.0
1999-12-13,3493779,3703376,3260852,3493741,608800,4485.0,3000000.0
1999-12-14,3726476,3726476,3260658,3400377,535000,4380.0,3000000.0
1999-12-15,3493921,3493921,3214409,3214409,464500,4140.0,3000000.0
1999-12-16,3260802,3260802,3027872,3121045,637400,4020.0,3000000.0
1999-12-17,3237884,3447522,3144716,3331020,588900,4290.0,3000000.0
1999-12-20,3330726,3330726,3097796,3097799,219200,3990.0,3000000.0
1999-12-21,2981184,2981184,2794880,2794841,351600,3600.0,3000000.0
1999-12-22,2794741,2794741,2422095,2445390,509600,3150.0,3000000.0
1999-12-23,2329581,2469340,2329581,2329542,844500,3000.0,3000000.0
1999-12-24,2026446,2678648,2026446,2678611,1389900,3450.0,3000000.0
1999-12-27,2631969,2795022,2422337,2515509,493000,3240.0,3000000.0
1999-12-28,2329196,2329196,2142851,2142813,1168500,2760.0,3000000.0
2000-01-04,1863386,2003143,1863386,1909973,665400,2460.0,3000000.0
2000-01-05,2072877,2189343,1979706,2189304,265800,2820.0,3000000.0
2000-01-06,2212739,2515508,2212739,2515509,466400,3240.0,3000000.0
2000-01-07,2771679,2771679,2212684,2748349,431900,3540.0,3000000.0
2000-01-10,2562039,2562039,2445573,2562001,404700,3300.0,3000000.0
2000-01-11,2562432,2748816,2445966,2725484,308300,3510.0,3000000.0
2000-01-12,2725601,2725601,2329581,2329542,231800,3000.0,3000000.0
2000-01-13,2329435,2329435,1980038,2212931,240400,2850.0,3000000.0
2000-01-14,2119613,2212784,2096321,2096321,209600,2700.0,3000000.0
2000-01-17,2212784,2212784,2073026,2096321,193200,2700.0,3000000.0
2000-01-18,2096504,2282848,2003331,2212931,202000,2850.0,3000000.0
2000-01-19,2212971,2212971,1910158,2212931,108500,2850.0,3000000.0
2000-01-20,2003100,2142858,2003100,2119567,99200,2730.0,3000000.0
2000-01-21,2189391,2189391,2096218,2166059,279100,2790.0,3000000.0
2000-01-24,2166198,2305955,2096321,2096321,118600,2700.0,3000000.0
2000-01-25,2329384,2329384,2049867,2049829,81900,2640.0,3000000.0
2000-01-26,2049963,2049963,1980082,2003338,59800,2565.0,3000000.0
2000-01-27,1979989,2166333,1979989,2049829,192800,2640.0,3000000.0
2000-01-28,2049734,2142905,2049734,2096321,72600,2700.0,3000000.0
2000-01-31,2166097,2166097,2096218,2166059,47600,2790.0,3000000.0
2000-02-01,2119566,2119566,2049686,2119567,141900,2730.0,3000000.0
2000-02-02,2119566,2142858,2072980,2119567,117900,2730.0,3000000.0
2000-02-03,2072980,2142858,2072980,2119567,97500,2730.0,3000000.0
2000-02-07,2119797,2282848,2073211,2212931,258900,2850.0,3000000.0
2000-02-08,2212730,2212730,2096264,2142813,198400,2760.0,3000000.0
2000-02-09,2212596,2212596,2072877,2189304,272300,2820.0,3000000.0
2000-02-10,2073075,2212831,2073075,2073075,133700,2670.0,3000000.0
2000-02-11,2096261,2096261,1933209,1956464,59800,2505.0,3000000.0
2000-02-14,1979986,1979986,1863481,1863481,103700,2400.0,3000000.0
2000-02-15,1770544,1793836,1700664,1747252,65500,2235.0,3000000.0
2000-02-16,1630550,1863481,1514086,1863481,830700,2400.0,3000000.0
2000-02-17,1630593,1863563,1607298,1653887,326900,2130.0,3000000.0
2000-02-18,1700617,1793790,1677325,1770498,180200,2280.0,3000000.0
2000-02-21,1700379,1700379,1677085,1700379,309000,2190.0,3000000.0
2000-02-22,1676939,1676939,1560513,1583768,393500,2040.0,3000000.0
2000-02-23,1584094,1677266,1560762,1630642,365500,2100.0,3000000.0
2000-02-24,1653455,1653455,1490442,1490404,136400,1920.0,3000000.0
2000-02-25,1537268,1560561,1490682,1560522,145400,2010.0,3000000.0
2000-02-28,1560713,1653886,1560713,1653887,304900,2130.0,3000000.0
2000-02-29,1700511,1700511,1584006,1653887,201800,2130.0,3000000.0
2000-03-02,1676892,1676892,1607014,1607015,233600,2055.0,3000000.0
2000-03-03,1607447,1770497,1584113,1770498,672900,2265.0,3000000.0
2000-03-06,1793652,2026622,1770358,2026584,372000,2595.0,3000000.0
2000-03-07,1746974,2259461,1746974,2259424,466300,2910.0,3000000.0
2000-03-08,2282474,2282474,2119463,2189304,562200,2820.0,3000000.0
2000-03-09,2026339,2212681,2026339,2166059,217100,2790.0,3000000.0
2000-03-10,2049968,2096554,1980089,1980091,317200,2550.0,3000000.0
2000-03-13,1910158,2236264,1910158,2212931,540100,2850.0,3000000.0
2000-03-14,2282533,2538754,2212694,2538755,1167000,3270.0,3000000.0
2000-03-15,2794930,2794930,2166097,2166059,1186100,2790.0,3000000.0
2000-03-16,2096362,2166241,1886726,1886727,388700,2415.0,3000000.0
2000-03-17,1886769,1956687,1653839,1677133,371400,2160.0,3000000.0
2000-03-20,1840084,1933257,1840084,1933219,285300,2475.0,3000000.0
2000-03-21,1910158,2212971,1886824,2212931,617300,2835.0,3000000.0
2000-03-22,2445619,2445619,1909918,1956464,513800,2520.0,3000000.0
2000-03-23,2003088,2003088,1886624,1956464,283100,2520.0,3000000.0
2000-03-24,1886624,2003088,1886624,1956464,114500,2520.0,3000000.0
2000-03-27,1956605,2026484,1886726,1886727,368600,2430.0,3000000.0
2000-03-28,1886439,1886439,1816560,1839854,271500,2355.0,3000000.0
2000-03-29,1863481,1979986,1840187,1863481,215100,2400.0,3000000.0
2000-03-30,1793451,1956503,1770158,1956464,420100,2520.0,3000000.0
2000-03-31,1910018,2049775,1863433,1886727,601200,2415.0,3000000.0
2000-04-03,1956600,1956600,1700379,1700379,122100,2190.0,3000000.0
2000-04-04,1583764,1793362,1583764,1793362,581100,2295.0,3000000.0
2000-04-06,1747010,1793596,1677133,1677133,361400,2145.0,3000000.0
2000-04-07,1677133,1840182,1677133,1677133,156900,2160.0,3000000.0
2000-04-10,1770261,1886726,1653797,1886727,312500,2415.0,3000000.0
2000-04-11,1886717,1886717,1677078,1723625,314400,2205.0,3000000.0
2000-04-12,1770158,1956503,1746864,1956464,569900,2520.0,3000000.0
2000-04-14,1863441,2259461,1863441,2259424,2283900,2895.0,3000000.0
2000-04-17,2212778,2236071,1933257,1933219,1191400,2475.0,3000000.0
2000-04-18,1933451,2212971,1933451,2212931,518300,2835.0,3000000.0
2000-04-19,2445582,2538754,2445582,2538755,927100,3255.0,3000000.0
2000-04-20,2911540,2911540,2212789,2678611,1780800,3450.0,3000000.0
2000-04-21,2399132,2678648,2282668,2282669,986300,2940.0,3000000.0
2000-04-24,2189677,2212971,2026624,2212931,1292800,2835.0,3000000.0
2000-04-25,2142815,2538754,2142815,2538755,561900,3255.0,3000000.0
2000-04-26,2538746,2678507,2166097,2166059,617500,2790.0,3000000.0
2000-04-27,2072924,2166097,1863287,2166059,265400,2790.0,3000000.0
2000-04-28,2166490,2329581,2096611,2329542,190100,3000.0,3000000.0
2000-05-02,2166049,2329060,2166049,2189304,321000,2820.0,3000000.0
2000-05-03,2236369,2329581,2143197,2329542,341800,2985.0,3000000.0
2000-05-04,2329162,2562093,2329162,2515509,703500,3225.0,3000000.0
2000-05-08,2655682,2655682,2329581,2329542,284800,3000.0,3000000.0
2000-05-09,2329358,2608873,2189601,2608873,581600,3360.0,3000000.0
2000-05-10,2608439,2608439,2375510,2445390,295400,3150.0,3000000.0
2000-05-12,2236169,2422513,2212877,2259424,289000,2910.0,3000000.0
2000-05-15,2119604,2142897,1933257,1933219,311300,2475.0,3000000.0
2000-05-16,1933257,2142897,1933257,1933219,231300,2475.0,3000000.0
2000-05-17,1887049,1910341,1654079,1747252,359200,2250.0,3000000.0
2000-05-18,1746955,1746955,1514022,1537277,192900,1980.0,3000000.0
2000-05-19,1397770,1770497,1397770,1770498,284100,2265.0,3000000.0
2000-05-22,1933257,2026431,1933257,1933219,970500,2490.0,3000000.0
2000-05-23,1746957,1793543,1653783,1723625,376500,2205.0,3000000.0
2000-05-24,1723628,1956557,1723628,1909973,125900,2460.0,3000000.0
2000-05-25,1816758,2119566,1770173,2119567,783400,2730.0,3000000.0
2000-05-26,1979855,2096321,1816806,2096321,421900,2700.0,3000000.0
2000-05-29,1979657,1979657,1816608,1816608,332900,2340.0,3000000.0
2000-05-30,1793267,1886439,1793267,1839854,325300,2370.0,3000000.0
2000-05-31,1746967,1956605,1746967,1886727,462800,2415.0,3000000.0
2000-06-01,1793508,1956557,1793508,1909973,386700,2445.0,3000000.0
2000-06-02,1793401,2189343,1793401,2189304,662000,2805.0,3000000.0
2000-06-05,2515508,2515508,2515508,2515509,245800,3225.0,3000000.0
2000-06-07,2888205,2888205,2562141,2888206,3693900,3705.0,3000000.0
2000-06-08,2561949,2794880,2561949,2794841,717000,3600.0,3000000.0
2000-06-09,2771779,2888205,2515557,2888206,943800,3720.0,3000000.0
2000-06-12,2888291,2958169,2469056,2469017,689700,3165.0,3000000.0
2000-06-13,2142757,2305768,2142757,2189304,506300,2820.0,3000000.0
2000-06-14,2213076,2446047,2213076,2329542,215500,2985.0,3000000.0
2000-06-15,2562178,2562178,2096321,2096321,215900,2700.0,3000000.0
2000-06-16,2073030,2282668,2073030,2282669,269100,2940.0,3000000.0
2000-06-19,2282798,2282798,2003279,2049829,515500,2640.0,3000000.0
2000-06-20,2096171,2189343,2049585,2189304,335900,2820.0,3000000.0
2000-06-21,2189438,2189438,2049679,2142813,180900,2760.0,3000000.0
2000-06-22,2096548,2399401,2003375,2003338,642400,2565.0,3000000.0
2000-06-23,1979800,2142851,1979800,2142813,395100,2760.0,3000000.0
2000-06-26,2096272,2119566,2026394,2119567,237300,2730.0,3000000.0
2000-06-27,2142952,2142952,2073075,2073075,135900,2670.0,3000000.0
2000-06-28,2049782,2073075,2003195,2073075,244200,2670.0,3000000.0
2000-06-29,2003375,2096548,2003375,2003338,168000,2580.0,3000000.0
2000-06-30,2049782,2096366,2049782,2073075,324600,2670.0,3000000.0
2000-07-03,2073075,2119659,2073075,2073075,144000,2670.0,3000000.0
2000-07-04,2096264,2142851,2072972,2142813,377700,2760.0,3000000.0
