아세아제지(002310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-03-16,11150,11300,11100,11150,16250,67365.0,6041660.0
2010-03-17,11150,11200,10850,11000,36359,66458.0,6041660.0
2010-03-18,11100,11100,10850,10950,24368,66156.0,6041660.0
2010-03-19,10950,11000,10850,10950,10213,66156.0,6041660.0
2010-03-22,10950,11100,10900,11100,13200,67062.0,6041660.0
2010-03-23,11200,11200,11050,11100,21520,67062.0,6041660.0
2010-03-24,11200,11200,10850,11000,22350,66458.0,6041660.0
2010-03-25,10900,11100,10900,11100,11140,67062.0,6041660.0
2010-03-26,11150,11700,11000,11450,54268,69177.0,6041660.0
2010-03-29,11350,11800,11350,11550,49200,69781.0,6041660.0
2010-03-30,11550,11750,11450,11550,32495,69781.0,6041660.0
2010-03-31,11550,11700,11450,11550,31510,69781.0,6041660.0
2010-04-01,11550,11800,11550,11700,51092,70687.0,6041660.0
2010-04-02,11750,11900,11500,11600,19040,70083.0,6041660.0
2010-04-05,11600,11600,11300,11450,30040,69177.0,6041660.0
2010-04-06,11500,11800,11350,11700,38480,70687.0,6041660.0
2010-04-07,11800,12750,11600,12350,110320,74615.0,6041660.0
2010-04-08,12500,12650,12250,12650,53421,76427.0,6041660.0
2010-04-09,12600,12800,12450,12750,60550,77031.0,6041660.0
2010-04-12,12700,12750,12600,12750,56000,77031.0,6041660.0
2010-04-13,12750,13250,12700,13050,75210,78844.0,6041660.0
2010-04-14,13200,13200,12950,13200,67570,79750.0,6041660.0
2010-04-15,13350,13700,13250,13600,178460,82167.0,6041660.0
2010-04-16,13750,13750,13350,13550,60310,81864.0,6041660.0
2010-04-19,13150,14500,13150,14150,231475,85489.0,6041660.0
2010-04-20,14300,15400,14300,14950,241340,90323.0,6041660.0
2010-04-21,15200,15450,14500,14750,284330,89114.0,6041660.0
2010-04-22,14750,15100,14400,15100,88745,91229.0,6041660.0
2010-04-23,15250,15250,14300,14300,123720,86396.0,6041660.0
2010-04-26,14300,14600,14100,14500,52780,87604.0,6041660.0
2010-04-27,14650,14650,13800,14250,71120,86094.0,6041660.0
2010-04-28,13750,13900,13550,13700,67684,82771.0,6041660.0
2010-04-29,13850,14350,13700,13950,60961,84281.0,6041660.0
2010-04-30,14250,14350,13800,14050,54599,84885.0,6041660.0
2010-05-03,14050,14200,13600,14050,60951,84885.0,6041660.0
2010-05-04,13900,14300,13800,14150,34584,85489.0,6041660.0
2010-05-06,13650,14000,13600,13700,42358,82771.0,6041660.0
2010-05-07,13400,13400,13000,13000,67117,78542.0,6041660.0
2010-05-10,13150,13700,13000,13450,89320,81260.0,6041660.0
2010-05-11,13550,14350,13550,14200,123540,85792.0,6041660.0
2010-05-12,14400,14400,13950,14000,34801,84583.0,6041660.0
2010-05-13,14100,14300,13800,13950,83719,84281.0,6041660.0
2010-05-14,14050,14250,13450,13700,86780,82771.0,6041660.0
2010-05-17,13650,13650,13050,13050,81920,78844.0,6041660.0
2010-05-18,13200,13200,12300,12500,74596,75521.0,6041660.0
2010-05-19,12200,12750,12200,12500,38410,75521.0,6041660.0
2010-05-20,12400,12750,12100,12150,55791,73406.0,6041660.0
2010-05-24,11800,12300,11700,12200,44340,73708.0,6041660.0
2010-05-25,11800,12350,11200,11750,53980,70990.0,6041660.0
2010-05-26,11550,12100,11550,12000,23790,72500.0,6041660.0
2010-05-27,12000,12600,11900,12450,31400,75219.0,6041660.0
2010-05-28,12750,13300,12550,12750,92100,77031.0,6041660.0
2010-05-31,12800,13050,12800,13050,23560,78844.0,6041660.0
2010-06-01,13000,13150,12750,12850,23050,77635.0,6041660.0
2010-06-03,12900,13100,12900,13050,17270,78844.0,6041660.0
2010-06-04,12950,13000,12850,12850,11390,77635.0,6041660.0
2010-06-07,12400,12550,12350,12500,21180,75521.0,6041660.0
2010-06-08,12900,12900,12350,12750,32290,77031.0,6041660.0
2010-06-09,12850,12900,12100,12700,28480,76729.0,6041660.0
2010-06-10,12400,12800,12300,12800,36900,77333.0,6041660.0
2010-06-11,12950,12950,12350,12550,42832,75823.0,6041660.0
2010-06-14,12400,12650,12400,12600,20930,76125.0,6041660.0
2010-06-15,12600,13100,12400,12750,41990,77031.0,6041660.0
2010-06-16,12950,13350,12750,12850,62016,77635.0,6041660.0
2010-06-17,12850,13050,12750,12900,21540,77937.0,6041660.0
2010-06-18,13100,13100,12650,12700,14950,76729.0,6041660.0
2010-06-21,12750,12800,12500,12550,20710,75823.0,6041660.0
2010-06-22,12700,12700,12450,12550,9020,75823.0,6041660.0
2010-06-23,12800,12800,12450,12700,17440,76729.0,6041660.0
2010-06-24,12750,12750,12450,12450,28140,75219.0,6041660.0
2010-06-25,12400,12450,12150,12200,45300,73708.0,6041660.0
2010-06-28,12200,12500,12200,12400,14480,74917.0,6041660.0
2010-06-29,12250,13000,12250,12600,74160,76125.0,6041660.0
2010-06-30,12200,12600,11900,12500,24135,75521.0,6041660.0
2010-07-01,12350,12850,12350,12850,14030,77635.0,6041660.0
2010-07-02,12800,12950,12550,12600,18470,76125.0,6041660.0
2010-07-05,12600,12750,12250,12700,14206,76729.0,6041660.0
2010-07-06,12450,12800,12450,12500,6282,75521.0,6041660.0
2010-07-07,12500,12750,12500,12600,9980,76125.0,6041660.0
2010-07-08,12600,12800,12500,12650,10310,76427.0,6041660.0
2010-07-09,12750,12750,12550,12700,10771,76729.0,6041660.0
2010-07-12,12700,12800,12300,12500,11310,75521.0,6041660.0
2010-07-13,12400,12700,12300,12700,32280,76729.0,6041660.0
2010-07-14,12850,12850,12250,12600,29510,76125.0,6041660.0
2010-07-15,12550,12600,12250,12250,33250,74010.0,6041660.0
2010-07-16,12300,12550,12150,12450,13490,75219.0,6041660.0
2010-07-19,12250,12500,12100,12400,11160,74917.0,6041660.0
2010-07-20,12250,12400,12200,12400,14730,74917.0,6041660.0
2010-07-21,12400,12400,12000,12100,18872,73104.0,6041660.0
2010-07-22,12000,12000,11450,11600,72820,70083.0,6041660.0
2010-07-23,11700,11800,11150,11400,54550,68875.0,6041660.0
2010-07-26,11400,11500,11350,11450,16150,69177.0,6041660.0
2010-07-27,11500,11750,11400,11500,27158,69479.0,6041660.0
2010-07-28,11450,11600,11300,11450,12790,69177.0,6041660.0
2010-07-29,11350,11500,11150,11350,26591,68573.0,6041660.0
2010-07-30,11300,11400,11050,11050,31492,66760.0,6041660.0
2010-08-02,11000,11300,10950,11300,19850,68271.0,6041660.0
2010-08-03,11250,11500,11250,11500,7550,69479.0,6041660.0
2010-08-04,11550,11550,11300,11500,3800,69479.0,6041660.0
2010-08-05,11350,11450,11100,11200,22510,67667.0,6041660.0
2010-08-06,11200,11400,11050,11250,20580,67969.0,6041660.0
2010-08-09,11350,11350,11050,11150,47080,67365.0,6041660.0
2010-08-10,11200,11300,11000,11200,25704,67667.0,6041660.0
2010-08-11,11100,11200,11000,11150,10610,67365.0,6041660.0
2010-08-12,10850,11250,10850,11100,6700,67062.0,6041660.0
2010-08-13,11250,11400,11000,11300,6260,68271.0,6041660.0
2010-08-16,11300,11300,11050,11300,5140,68271.0,6041660.0
2010-08-17,11300,11300,10850,11200,17102,67667.0,6041660.0
2010-08-18,11150,11250,11000,11000,12571,66458.0,6041660.0
2010-08-19,11150,11150,10550,10800,39279,65250.0,6041660.0
2010-08-20,10900,10900,10600,10900,10570,65854.0,6041660.0
2010-08-23,10950,11000,10700,10850,19410,65552.0,6041660.0
2010-08-24,10850,10900,10700,10850,2452,65552.0,6041660.0
2010-08-25,10850,11100,10850,11000,21408,66458.0,6041660.0
2010-08-26,11000,11100,10800,10850,9371,65552.0,6041660.0
2010-08-27,11000,11000,10650,10900,6040,65854.0,6041660.0
2010-08-30,11100,11100,10900,11000,6760,66458.0,6041660.0
2010-08-31,10800,11000,10800,10950,9769,66156.0,6041660.0
2010-09-01,10900,11050,10750,10950,9571,66156.0,6041660.0
2010-09-02,11100,11100,10900,11050,15860,66760.0,6041660.0
2010-09-03,11100,11100,10850,11000,6060,66458.0,6041660.0
2010-09-06,10850,10950,10800,10950,14751,66156.0,6041660.0
2010-09-07,10950,11050,10850,10950,10990,66156.0,6041660.0
2010-09-08,11100,11100,10900,11000,18132,66458.0,6041660.0
2010-09-09,11000,11200,10900,11000,8189,66458.0,6041660.0
2010-09-10,10950,11100,10800,10800,102450,65250.0,6041660.0
2010-09-13,10800,10950,10800,10850,46690,65552.0,6041660.0
2010-09-14,10850,10850,10700,10800,16330,65250.0,6041660.0
2010-09-15,10800,10850,10600,10650,23190,64344.0,6041660.0
2010-09-16,10650,10850,10600,10800,17560,65250.0,6041660.0
2010-09-17,10800,10900,10750,10850,7721,65552.0,6041660.0
2010-09-20,10850,10900,10800,10850,4830,65552.0,6041660.0
2010-09-24,10850,11150,10800,11000,13680,66458.0,6041660.0
2010-09-27,11150,11300,10900,10950,20671,66156.0,6041660.0
2010-09-28,10950,11000,10800,10900,32010,65854.0,6041660.0
2010-09-29,10950,11000,10850,10950,18450,66156.0,6041660.0
2010-09-30,11000,11800,10950,11750,112103,70990.0,6041660.0
2010-10-01,11700,11750,11400,11500,29942,69479.0,6041660.0
2010-10-04,11600,11950,11500,11550,33145,69781.0,6041660.0
2010-10-05,11750,12100,11600,11800,73280,71292.0,6041660.0
2010-10-06,12000,12400,11850,12200,77170,73708.0,6041660.0
2010-10-07,12200,12300,11900,11950,22360,72198.0,6041660.0
2010-10-08,12050,12050,11850,12000,7431,72500.0,6041660.0
2010-10-11,12050,12300,11900,11900,22191,71896.0,6041660.0
2010-10-12,11900,12100,11700,11750,20680,70990.0,6041660.0
2010-10-13,11750,12050,11600,12050,12460,72802.0,6041660.0
2010-10-14,12200,12200,11900,11900,25220,71896.0,6041660.0
2010-10-15,11900,12100,11900,11900,13150,71896.0,6041660.0
2010-10-18,12100,12300,12050,12300,16420,74312.0,6041660.0
2010-10-19,12350,12350,12100,12200,19042,73708.0,6041660.0
2010-10-20,12150,12150,11900,12100,10058,73104.0,6041660.0
2010-10-21,12100,12200,12000,12100,8080,73104.0,6041660.0
2010-10-22,12250,12250,12000,12150,16040,73406.0,6041660.0
2010-10-25,12100,12250,12050,12200,6960,73708.0,6041660.0
2010-10-26,12250,12600,12100,12350,29077,74615.0,6041660.0
2010-10-27,12300,12550,12250,12350,21460,74615.0,6041660.0
2010-10-28,12550,12550,12200,12450,13940,75219.0,6041660.0
2010-10-29,12300,12400,12250,12400,6843,74917.0,6041660.0
2010-11-01,12400,12400,12000,12100,19021,73104.0,6041660.0
2010-11-02,12100,12250,12000,12150,9790,73406.0,6041660.0
2010-11-03,12200,12250,12150,12200,3930,73708.0,6041660.0
2010-11-04,12100,12800,12100,12550,43731,75823.0,6041660.0
2010-11-05,12750,12900,12500,12550,48951,75823.0,6041660.0
2010-11-08,12450,12600,12300,12400,3855,74917.0,6041660.0
2010-11-09,12350,12350,11950,12000,32303,72500.0,6041660.0
2010-11-10,11950,12050,11850,12000,19470,72500.0,6041660.0
2010-11-11,11900,12000,11800,11850,11060,71594.0,6041660.0
2010-11-12,11900,12200,11550,11550,17610,69781.0,6041660.0
2010-11-15,11750,11750,11350,11400,8779,68875.0,6041660.0
2010-11-16,11400,11450,11300,11400,15160,68875.0,6041660.0
2010-11-17,11650,11650,11350,11500,6960,69479.0,6041660.0
2010-11-18,11400,11500,11400,11500,10120,69479.0,6041660.0
2010-11-19,11400,11500,11400,11500,5340,69479.0,6041660.0
2010-11-22,11400,11500,11350,11350,7223,68573.0,6041660.0
2010-11-23,11350,11400,11200,11300,8460,68271.0,6041660.0
2010-11-24,11000,11000,10500,10800,123320,65250.0,6041660.0
2010-11-25,10800,11000,10750,10850,23401,65552.0,6041660.0
2010-11-26,10750,10900,10600,10700,14350,64646.0,6041660.0
2010-11-29,10550,10900,10550,10800,15250,65250.0,6041660.0
2010-11-30,10900,10900,10600,10600,12600,64042.0,6041660.0
2010-12-01,10600,10750,10550,10700,19018,64646.0,6041660.0
2010-12-02,10800,10900,10600,10800,33332,65250.0,6041660.0
2010-12-03,10900,10950,10850,10950,18560,66156.0,6041660.0
2010-12-06,10800,10900,10800,10850,7520,65552.0,6041660.0
2010-12-07,10850,10900,10600,10850,11890,65552.0,6041660.0
2010-12-08,10800,10800,10700,10800,10110,65250.0,6041660.0
2010-12-09,10800,11250,10750,11150,34140,67365.0,6041660.0
2010-12-10,11250,11700,11150,11550,56040,69781.0,6041660.0
2010-12-13,11650,11650,11250,11300,20300,68271.0,6041660.0
2010-12-14,11500,11600,11250,11350,8070,68573.0,6041660.0
2010-12-15,11350,11350,11150,11200,9052,67667.0,6041660.0
2010-12-16,11150,11350,11100,11250,6061,67969.0,6041660.0
2010-12-17,11300,11300,11100,11250,24900,67969.0,6041660.0
2010-12-20,11100,11100,11000,11000,12080,66458.0,6041660.0
2010-12-21,11050,11250,11050,11250,14560,67969.0,6041660.0
2010-12-22,11300,11300,11200,11250,11750,67969.0,6041660.0
2010-12-23,11300,11350,11200,11300,11881,68271.0,6041660.0
2010-12-24,11200,11650,11200,11500,12240,69479.0,6041660.0
2010-12-27,11400,11550,9800,11150,67155,67365.0,6041660.0
2010-12-28,11200,11350,11150,11250,10622,67969.0,6041660.0
2010-12-29,11100,11100,10900,11000,16762,66458.0,6041660.0
2010-12-30,11150,11150,10950,10950,15230,66156.0,6041660.0
2011-01-03,11000,11200,11000,11100,6550,67062.0,6041660.0
2011-01-04,11100,11250,11000,11250,19330,67969.0,6041660.0
2011-01-05,11250,11250,11000,11050,7720,66760.0,6041660.0
2011-01-06,11000,11150,11000,11100,8450,67062.0,6041660.0
2011-01-07,10950,11250,10950,11200,9690,67667.0,6041660.0
2011-01-10,12000,12000,11200,11550,34220,69781.0,6041660.0
2011-01-11,11600,11650,11350,11450,11913,69177.0,6041660.0
2011-01-12,11400,11450,11200,11250,26680,67969.0,6041660.0
2011-01-13,11400,11400,11150,11300,10500,68271.0,6041660.0
2011-01-14,11150,11800,11100,11700,56590,70687.0,6041660.0
2011-01-17,11800,11800,11350,11650,9640,70385.0,6041660.0
2011-01-18,11100,11500,11100,11400,16500,68875.0,6041660.0
2011-01-19,11500,11500,11100,11150,20514,67365.0,6041660.0
2011-01-20,11100,11250,11100,11150,7660,67365.0,6041660.0
2011-01-21,11100,11150,11050,11100,9080,67062.0,6041660.0
2011-01-24,11050,11100,11000,11000,9996,66458.0,6041660.0
2011-01-25,11000,11100,11000,11100,16710,67062.0,6041660.0
2011-01-26,11100,11300,11000,11150,30970,67365.0,6041660.0
2011-01-27,11000,11100,10950,11000,8590,66458.0,6041660.0
2011-01-28,11050,11100,10850,10850,8650,65552.0,6041660.0
2011-01-31,10850,10900,10750,10850,59440,65552.0,6041660.0
2011-02-01,10750,10850,10750,10800,3870,65250.0,6041660.0
2011-02-07,10750,10950,10500,10500,20261,63437.0,6041660.0
2011-02-08,10500,10500,10250,10250,32940,61927.0,6041660.0
2011-02-09,10200,10300,10200,10250,3490,61927.0,6041660.0
2011-02-10,10150,10400,10150,10250,2871,61927.0,6041660.0
2011-02-11,10350,10350,9900,9910,22710,59873.0,6041660.0
2011-02-14,10050,10100,9850,9980,13580,60296.0,6041660.0
2011-02-15,9980,10000,9800,9940,11410,60054.0,6041660.0
2011-02-16,9810,10000,9810,9980,1360,60296.0,6041660.0
2011-02-17,9830,9990,9800,9960,9440,60175.0,6041660.0
2011-02-18,9820,9970,9820,9940,1250,60054.0,6041660.0
2011-02-21,9990,10000,9880,9900,7120,59812.0,6041660.0
2011-02-22,9900,9940,9620,9870,12640,59631.0,6041660.0
2011-02-23,9900,9960,9490,9520,20020,57517.0,6041660.0
2011-02-24,9450,9680,9350,9490,22684,57335.0,6041660.0
2011-02-25,9530,9590,9300,9360,9470,56550.0,6041660.0
2011-02-28,9360,9590,9270,9400,27960,56792.0,6041660.0
2011-03-02,9500,9500,9350,9430,1440,56973.0,6041660.0
2011-03-03,9430,9670,9430,9670,6620,58423.0,6041660.0
2011-03-04,9690,9820,9660,9820,6331,59329.0,6041660.0
2011-03-07,9820,9820,9700,9800,7532,59208.0,6041660.0
2011-03-08,9720,9980,9720,9900,1160,59812.0,6041660.0
2011-03-09,9950,9990,9800,9870,4920,59631.0,6041660.0
2011-03-10,9950,9950,9760,9880,4934,59692.0,6041660.0
2011-03-11,9980,9980,9750,9850,710,59510.0,6041660.0
2011-03-14,9850,9850,9650,9730,17460,58785.0,6041660.0
2011-03-15,9750,9800,9150,9360,27693,56550.0,6041660.0
2011-03-16,9360,9500,9250,9440,5510,57033.0,6041660.0
2011-03-17,9440,9440,9250,9430,8430,56973.0,6041660.0
2011-03-18,9320,9590,9320,9420,2210,56912.0,6041660.0
2011-03-21,9490,9590,9430,9500,7120,57396.0,6041660.0
2011-03-22,9600,9680,9510,9520,12651,57517.0,6041660.0
2011-03-23,9520,9600,9520,9600,5620,58000.0,6041660.0
2011-03-24,9690,9690,9560,9650,1060,58302.0,6041660.0
2011-03-25,9650,9800,9580,9750,6870,58906.0,6041660.0
2011-03-28,9750,9780,9690,9750,3160,58906.0,6041660.0
2011-03-29,9800,9820,9700,9750,5430,58906.0,6041660.0
2011-03-30,9720,9890,9720,9890,14210,59752.0,6041660.0
2011-03-31,9890,9940,9810,9920,7021,59933.0,6041660.0
2011-04-01,9950,10000,9880,9970,7260,60235.0,6041660.0
2011-04-04,9920,10100,9920,10100,10430,61021.0,6041660.0
2011-04-05,10100,10300,10050,10300,4661,62229.0,6041660.0
2011-04-06,10250,10350,10150,10250,11551,61927.0,6041660.0
2011-04-07,10250,10300,10100,10200,5371,61625.0,6041660.0
2011-04-08,10150,10250,10100,10200,6651,61625.0,6041660.0
2011-04-11,10100,10300,10100,10150,6630,61323.0,6041660.0
2011-04-12,10150,10150,10050,10150,9921,61323.0,6041660.0
2011-04-13,10150,10150,10000,10050,10132,60719.0,6041660.0
2011-04-14,10000,10100,9970,10050,9030,60719.0,6041660.0
2011-04-15,10000,10650,10000,10350,4750,62531.0,6041660.0
2011-04-18,10350,10450,10100,10150,5651,61323.0,6041660.0
2011-04-19,10200,10200,9980,10150,6552,61323.0,6041660.0
2011-04-20,10050,10200,9980,10100,15171,61021.0,6041660.0
2011-04-21,10200,10350,9860,9900,11720,59812.0,6041660.0
2011-04-22,9900,9990,9850,9870,4660,59631.0,6041660.0
2011-04-25,9940,9940,9830,9900,2030,59812.0,6041660.0
2011-04-26,9900,9940,9800,9820,1610,59329.0,6041660.0
2011-04-27,9830,9900,9630,9790,10252,59148.0,6041660.0
2011-04-28,9790,9790,9620,9760,3100,58967.0,6041660.0
2011-04-29,9760,9890,9480,9640,13281,58242.0,6041660.0
2011-05-02,9560,9680,9510,9550,21979,57698.0,6041660.0
2011-05-03,9610,9640,9470,9480,14152,57275.0,6041660.0
2011-05-04,9470,9530,9430,9530,14660,57577.0,6041660.0
2011-05-06,9440,9520,9400,9430,5490,56973.0,6041660.0
2011-05-09,9580,9580,9430,9450,1740,57094.0,6041660.0
2011-05-11,9450,9960,9400,9480,6290,57275.0,6041660.0
2011-05-12,9550,9550,9350,9390,3860,56731.0,6041660.0
2011-05-13,9340,9510,9340,9490,9730,57335.0,6041660.0
2011-05-16,9500,10900,9440,9550,289840,57698.0,6041660.0
2011-05-17,9550,9620,9410,9420,64773,56912.0,6041660.0
2011-05-18,9410,9500,9330,9440,17207,57033.0,6041660.0
2011-05-19,9320,9400,9170,9270,24531,56006.0,6041660.0
2011-05-20,9180,9250,9020,9170,18033,55402.0,6041660.0
2011-05-23,9170,9800,8930,9160,10701,55342.0,6041660.0
2011-05-24,9000,9040,8910,8970,15622,54194.0,6041660.0
2011-05-25,8970,8970,8740,8960,13401,54133.0,6041660.0
2011-05-26,8960,9000,8840,8980,5550,54254.0,6041660.0
2011-05-27,8900,9010,8900,9000,7160,54375.0,6041660.0
2011-05-30,9040,9150,8960,9070,8290,54798.0,6041660.0
2011-05-31,9070,9200,8880,8940,22932,54012.0,6041660.0
2011-06-01,8890,9090,8880,9070,2020,54798.0,6041660.0
2011-06-02,9020,9070,8850,9000,1052,54375.0,6041660.0
2011-06-03,8990,9150,8840,9090,27320,54919.0,6041660.0
2011-06-07,9060,9060,8870,8990,17520,54315.0,6041660.0
2011-06-08,9030,9080,8880,8940,22350,54012.0,6041660.0
2011-06-09,9030,9030,8870,8970,3491,54194.0,6041660.0
2011-06-10,9000,9000,8830,8920,7050,53892.0,6041660.0
2011-06-13,8990,8990,8840,8900,730,53771.0,6041660.0
2011-06-14,8830,8940,8800,8920,11360,53892.0,6041660.0
2011-06-15,8850,8970,8820,8930,9130,53952.0,6041660.0
2011-06-16,8930,9170,8820,9100,25340,54979.0,6041660.0
2011-06-17,9160,9190,9040,9120,2850,55100.0,6041660.0
2011-06-20,8910,9100,8910,9000,6882,54375.0,6041660.0
2011-06-21,9000,9040,8870,8970,7781,54194.0,6041660.0
2011-06-22,8910,9080,8910,8970,15022,54194.0,6041660.0
2011-06-23,8880,9080,8870,8990,3180,54315.0,6041660.0
2011-06-24,9000,9050,9000,9050,13383,54677.0,6041660.0
2011-06-27,9030,9090,8900,9060,3703,54737.0,6041660.0
2011-06-28,9050,9090,8920,9050,5200,54677.0,6041660.0
2011-06-29,9060,9060,8960,9030,8351,54556.0,6041660.0
2011-06-30,9090,9090,9000,9000,1975,54375.0,6041660.0
2011-07-01,9080,9080,9010,9080,7554,54858.0,6041660.0
2011-07-04,9010,9220,9010,9210,17000,55644.0,6041660.0
2011-07-05,9170,9300,9130,9210,4631,55644.0,6041660.0
2011-07-06,9150,9240,9130,9210,9350,55644.0,6041660.0
2011-07-07,9170,9350,9160,9330,15231,56369.0,6041660.0
2011-07-08,9280,9350,9210,9300,4704,56187.0,6041660.0
2011-07-11,9210,9280,9160,9230,7080,55765.0,6041660.0
2011-07-12,9230,9230,9100,9140,19770,55221.0,6041660.0
2011-07-13,9100,9290,9100,9200,12071,55583.0,6041660.0
2011-07-14,9240,9370,9200,9270,14571,56006.0,6041660.0
2011-07-15,9390,9530,9310,9450,15290,57094.0,6041660.0
2011-07-18,9450,9450,9370,9430,7039,56973.0,6041660.0
2011-07-19,9390,9610,9390,9590,6731,57940.0,6041660.0
2011-07-20,9600,9690,9540,9600,10510,58000.0,6041660.0
2011-07-21,9540,9700,9520,9680,4330,58483.0,6041660.0
2011-07-22,9660,9690,9570,9690,11222,58544.0,6041660.0
2011-07-25,9600,9750,9600,9700,5731,58604.0,6041660.0
2011-07-26,9620,9780,9620,9710,1931,58665.0,6041660.0
2011-07-27,9730,9790,9690,9720,7991,58725.0,6041660.0
2011-07-28,9700,9700,9570,9680,4740,58483.0,6041660.0
2011-07-29,9690,9730,9510,9720,34111,58725.0,6041660.0
2011-08-01,9710,9900,9710,9900,24380,59812.0,6041660.0
2011-08-02,9840,10000,9720,9900,5791,59812.0,6041660.0
2011-08-03,9850,9980,9690,9890,22740,59752.0,6041660.0
2011-08-04,9710,9870,9700,9840,7672,59450.0,6041660.0
2011-08-05,9650,9650,9320,9640,53100,58242.0,6041660.0
2011-08-08,9410,9640,9020,9350,14780,56490.0,6041660.0
2011-08-09,8910,9340,8400,9210,14270,55644.0,6041660.0
2011-08-10,9400,9500,9130,9340,8120,56429.0,6041660.0
2011-08-11,9250,9490,9250,9490,5503,57335.0,6041660.0
2011-08-12,9500,10150,9400,9500,10420,57396.0,6041660.0
2011-08-16,9510,9700,9510,9680,2791,58483.0,6041660.0
2011-08-17,9650,9650,9400,9650,3030,58302.0,6041660.0
2011-08-18,9650,9650,9370,9370,9920,56610.0,6041660.0
2011-08-19,9350,9350,8820,8990,48694,54315.0,6041660.0
2011-08-22,9030,9050,8840,8850,27426,53469.0,6041660.0
2011-08-23,8810,9120,8800,9100,11880,54979.0,6041660.0
2011-08-24,9000,9090,8800,8920,19151,53892.0,6041660.0
2011-08-25,9000,9010,8900,8980,8430,54254.0,6041660.0
2011-08-26,8970,9100,8970,9030,9420,54556.0,6041660.0
2011-08-29,9030,9150,8990,9120,12790,55100.0,6041660.0
2011-08-30,9140,9450,9050,9170,11660,55402.0,6041660.0
2011-08-31,9250,9250,9110,9250,8530,55885.0,6041660.0
2011-09-01,9250,9400,9250,9350,14211,56490.0,6041660.0
2011-09-02,9340,9350,9210,9300,4541,56187.0,6041660.0
2011-09-05,9020,9300,9020,9250,4401,55885.0,6041660.0
2011-09-06,9190,9200,9060,9200,3860,55583.0,6041660.0
2011-09-07,9240,9300,9230,9290,3930,56127.0,6041660.0
2011-09-08,9310,9340,9300,9340,4411,56429.0,6041660.0
2011-09-09,9340,9340,9050,9050,4957,54677.0,6041660.0
2011-09-14,9060,9060,8800,8880,11033,53650.0,6041660.0
2011-09-15,9060,9060,8750,8840,13484,53408.0,6041660.0
2011-09-16,8900,9000,8800,9000,5280,54375.0,6041660.0
2011-09-19,9000,9010,8850,8870,10121,53590.0,6041660.0
2011-09-20,8830,8900,8780,8900,7250,53771.0,6041660.0
2011-09-21,8900,9000,8800,8930,4281,53952.0,6041660.0
2011-09-22,8930,8930,8740,8910,10371,53831.0,6041660.0
2011-09-23,8220,8690,8220,8530,6302,51535.0,6041660.0
2011-09-26,8530,8530,8000,8000,7582,48333.0,6041660.0
2011-09-27,8040,8380,8040,8340,2140,50387.0,6041660.0
2011-09-28,8400,8890,8240,8560,18060,51717.0,6041660.0
2011-09-29,8560,8730,8470,8640,1100,52200.0,6041660.0
2011-09-30,8570,8630,8390,8630,1991,52140.0,6041660.0
2011-10-04,8490,8560,8360,8560,481,51717.0,6041660.0
2011-10-05,8400,8560,8050,8070,5350,48756.0,6041660.0
2011-10-06,8100,8450,8100,8340,1151,50387.0,6041660.0
2011-10-07,8230,8680,8230,8320,8181,50267.0,6041660.0
2011-10-10,8450,8460,8280,8430,2460,50931.0,6041660.0
2011-10-11,8470,8550,8300,8320,2522,50267.0,6041660.0
2011-10-12,8270,8460,8270,8350,28290,50448.0,6041660.0
2011-10-13,8330,8440,8300,8410,13343,50810.0,6041660.0
2011-10-14,8410,8700,8350,8700,2561,52562.0,6041660.0
2011-10-17,8550,8600,8250,8420,59480,50871.0,6041660.0
2011-10-18,8300,8450,8280,8390,2160,50690.0,6041660.0
2011-10-19,8380,8390,8300,8380,4640,50629.0,6041660.0
2011-10-20,8310,8360,8310,8320,9300,50267.0,6041660.0
2011-10-21,8360,8700,8240,8560,16840,51717.0,6041660.0
2011-10-24,8540,8640,8480,8600,620,51958.0,6041660.0
2011-10-25,8640,8640,8350,8350,6990,50448.0,6041660.0
2011-10-26,8350,8470,8300,8350,36120,50448.0,6041660.0
2011-10-27,8320,8500,8320,8470,14980,51173.0,6041660.0
2011-10-28,8550,8560,8500,8560,4600,51717.0,6041660.0
2011-10-31,8460,8550,8440,8550,2020,51656.0,6041660.0
2011-11-01,8620,8620,8400,8400,2830,50750.0,6041660.0
2011-11-02,8390,8390,8260,8350,2500,50448.0,6041660.0
2011-11-03,8360,8460,8330,8330,2440,50327.0,6041660.0
2011-11-04,8340,8630,8310,8490,8940,51294.0,6041660.0
2011-11-07,8410,8490,8390,8450,9240,51052.0,6041660.0
2011-11-08,8460,8490,8410,8410,12730,50810.0,6041660.0
2011-11-09,8550,8550,8400,8490,12290,51294.0,6041660.0
2011-11-10,8470,8470,8250,8300,5531,50146.0,6041660.0
2011-11-11,8400,8500,8310,8470,7500,51173.0,6041660.0
2011-11-14,8500,8580,8450,8500,11600,51354.0,6041660.0
2011-11-15,8450,8450,8210,8310,32900,50206.0,6041660.0
2011-11-16,8310,8310,8100,8120,50390,49058.0,6041660.0
2011-11-17,8100,8130,8050,8130,9920,49119.0,6041660.0
2011-11-18,8120,8140,8100,8100,710,48937.0,6041660.0
2011-11-21,8100,8170,8100,8150,2982,49240.0,6041660.0
2011-11-22,8100,8190,8050,8100,380,48937.0,6041660.0
