대우조선해양(042660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-04-01,108000,109249,106499,107000,1109246,4095762.0,191390758.0
2010-04-02,107000,107000,102999,104500,4509931,4000067.0,191390758.0
2010-04-05,104000,104250,99000,100250,2000173,3837385.0,191390758.0
2010-04-06,100999,100999,97500,99000,1828203,3789537.0,191390758.0
2010-04-07,99250,102000,99000,101750,3832286,3894802.0,191390758.0
2010-04-08,100000,101000,99000,100000,1557887,3827815.0,191390758.0
2010-04-09,99500,99999,96750,98000,1451516,3751259.0,191390758.0
2010-04-12,99250,99750,98750,99750,1364412,3818246.0,191390758.0
2010-04-13,100250,100499,99000,100500,1410699,3846954.0,191390758.0
2010-04-14,100750,106750,100750,106750,3323554,4086193.0,191390758.0
2010-04-15,107250,109250,106500,109000,2902787,4172319.0,191390758.0
2010-04-16,108500,110500,107749,110500,1978572,4229736.0,191390758.0
2010-04-19,108499,111249,108250,109750,1542676,4201027.0,191390758.0
2010-04-20,110000,113750,108499,109750,2250121,4201027.0,191390758.0
2010-04-21,110749,114749,110250,113000,2990177,4325431.0,191390758.0
2010-04-22,112500,113250,110500,112000,1147389,4287153.0,191390758.0
2010-04-23,112000,112000,107749,110500,1667039,4229736.0,191390758.0
2010-04-26,109499,110500,108000,108000,1384012,4134040.0,191390758.0
2010-04-27,108750,109499,105250,108000,1628832,4134040.0,191390758.0
2010-04-28,104750,108000,104500,108000,997135,4134040.0,191390758.0
2010-04-29,107749,108250,105499,107500,1163423,4114901.0,191390758.0
2010-04-30,107750,109499,106250,106250,1079791,4067054.0,191390758.0
2010-05-03,106250,108499,105000,106750,808635,4086193.0,191390758.0
2010-05-04,108000,108000,103999,105000,986479,4019206.0,191390758.0
2010-05-06,102499,103000,99500,100500,1714042,3846954.0,191390758.0
2010-05-07,97500,99000,95500,98750,1923665,3779967.0,191390758.0
2010-05-10,101000,102000,98250,101000,1013401,3866093.0,191390758.0
2010-05-11,102500,102500,98250,100750,1271375,3856524.0,191390758.0
2010-05-12,99750,100250,97750,97750,943782,3741689.0,191390758.0
2010-05-13,98500,99750,97000,97500,1432007,3732120.0,191390758.0
2010-05-14,96750,98000,95000,96250,1180070,3684272.0,191390758.0
2010-05-17,94250,94250,90250,92250,1736526,3531159.0,191390758.0
2010-05-18,91750,93750,88750,92500,909025,3540729.0,191390758.0
2010-05-19,91250,92500,89750,92250,641775,3531159.0,191390758.0
2010-05-20,90750,92000,87250,88500,1789502,3387616.0,191390758.0
2010-05-24,87750,91000,87750,89000,803042,3406755.0,191390758.0
2010-05-25,89000,89000,84000,86500,990374,3311060.0,191390758.0
2010-05-26,87250,88000,84750,86250,995625,3301491.0,191390758.0
2010-05-27,85250,87750,84250,87250,732392,3339769.0,191390758.0
2010-05-28,90000,90000,88250,89000,1177808,3406755.0,191390758.0
2010-05-31,89000,91750,88250,90750,651553,3473742.0,191390758.0
2010-06-01,90500,90750,88500,90000,800042,3445034.0,191390758.0
2010-06-03,90000,93000,90000,91500,1240348,3502451.0,191390758.0
2010-06-04,92750,96249,91750,91750,1537517,3512020.0,191390758.0
2010-06-07,89000,90500,88750,90250,579659,3454603.0,191390758.0
2010-06-08,90000,92500,89000,90750,1051414,3473742.0,191390758.0
2010-06-09,91250,92000,89500,90500,576380,3464173.0,191390758.0
2010-06-10,90750,92500,90000,91000,884512,3483312.0,191390758.0
2010-06-11,92500,94500,92250,93250,1508644,3569438.0,191390758.0
2010-06-14,93500,96000,93500,95500,1221625,3655563.0,191390758.0
2010-06-15,96000,96500,94250,94500,972841,3617285.0,191390758.0
2010-06-16,96250,96250,94500,94750,670047,3626855.0,191390758.0
2010-06-17,94750,96250,94250,94750,436498,3626855.0,191390758.0
2010-06-18,94500,95499,94000,94500,332949,3617285.0,191390758.0
2010-06-21,95499,98250,95499,96250,1444969,3684272.0,191390758.0
2010-06-22,96000,97500,96000,97000,600448,3712981.0,191390758.0
2010-06-23,96500,97000,95750,96750,527087,3703411.0,191390758.0
2010-06-24,96000,97500,95500,97250,629884,3722550.0,191390758.0
2010-06-25,95999,97250,95750,96750,479715,3703411.0,191390758.0
2010-06-28,97250,97500,95500,95750,393992,3665133.0,191390758.0
2010-06-29,95250,96500,94000,95000,673854,3636424.0,191390758.0
2010-06-30,94000,94250,92500,93750,687906,3588577.0,191390758.0
2010-07-01,92750,93000,91000,92250,724928,3531159.0,191390758.0
2010-07-02,92250,95500,91750,93000,736636,3559868.0,191390758.0
2010-07-05,94250,96750,94000,94500,1006450,3617285.0,191390758.0
2010-07-06,94500,94500,92750,94250,709961,3607716.0,191390758.0
2010-07-07,95000,95250,92750,94000,649157,3598146.0,191390758.0
2010-07-08,95250,95499,93500,94500,744530,3617285.0,191390758.0
2010-07-09,95000,96250,93500,94500,575287,3617285.0,191390758.0
2010-07-12,94999,95500,93750,94250,517680,3607716.0,191390758.0
2010-07-13,94000,95750,94000,94500,961514,3617285.0,191390758.0
2010-07-14,96000,100750,95750,100000,2612245,3827815.0,191390758.0
2010-07-15,99750,101000,98750,99250,1565889,3799107.0,191390758.0
2010-07-16,99500,99750,97250,98000,1005709,3751259.0,191390758.0
2010-07-19,96500,96749,95000,96000,1008619,3674703.0,191390758.0
2010-07-20,96000,98000,95250,97000,1123082,3712981.0,191390758.0
2010-07-21,98250,99750,98000,98500,964340,3770398.0,191390758.0
2010-07-22,100500,101750,99250,100250,1904864,3837385.0,191390758.0
2010-07-23,102250,102250,99500,100500,1051975,3846954.0,191390758.0
2010-07-26,101250,103500,100250,102000,1214849,3904371.0,191390758.0
2010-07-27,101500,103000,101000,101750,870491,3894802.0,191390758.0
2010-07-28,102250,103000,100000,101500,676568,3885232.0,191390758.0
2010-07-29,101250,102500,100000,101000,589886,3866093.0,191390758.0
2010-07-30,100500,101250,99500,100250,535579,3837385.0,191390758.0
2010-08-02,103500,103750,100750,100750,979412,3856524.0,191390758.0
2010-08-03,101250,101500,98000,99000,1362059,3789537.0,191390758.0
2010-08-04,99000,99500,97499,98250,650584,3760828.0,191390758.0
2010-08-05,98750,100000,98500,98500,618031,3770398.0,191390758.0
2010-08-06,99250,106500,99250,105500,3899012,4038345.0,191390758.0
2010-08-09,105999,110000,105250,108750,2570968,4162749.0,191390758.0
2010-08-10,109249,110000,107250,108750,1322748,4162749.0,191390758.0
2010-08-11,107250,110500,105500,110000,1593941,4210597.0,191390758.0
2010-08-12,107750,109249,106250,107000,886614,4095762.0,191390758.0
2010-08-13,107000,111249,106000,110250,1928181,4220166.0,191390758.0
2010-08-16,110000,111249,108250,109750,1192338,4201027.0,191390758.0
2010-08-17,109999,110500,108500,108500,883999,4153179.0,191390758.0
2010-08-18,108249,112250,108249,111750,1538130,4277583.0,191390758.0
2010-08-19,112500,116500,112250,114000,2340043,4363709.0,191390758.0
2010-08-20,112999,115000,112500,113250,748345,4335001.0,191390758.0
2010-08-23,113000,114000,110750,112500,937320,4306292.0,191390758.0
2010-08-24,112500,114750,109750,110000,1569710,4210597.0,191390758.0
2010-08-25,109999,112000,107750,108000,1446032,4134040.0,191390758.0
2010-08-26,109250,111499,108000,110500,757203,4229736.0,191390758.0
2010-08-27,109500,114500,108999,113750,1276882,4354140.0,191390758.0
2010-08-30,116250,119000,115500,118250,1797832,4526391.0,191390758.0
2010-08-31,118000,118749,115750,116500,1365783,4459405.0,191390758.0
2010-09-01,116500,116750,113750,114500,1044382,4382848.0,191390758.0
2010-09-02,116750,117500,114500,115250,943245,4411557.0,191390758.0
2010-09-03,115500,117000,114500,116500,739758,4459405.0,191390758.0
2010-09-06,117000,117250,113500,114750,1104008,4392418.0,191390758.0
2010-09-07,114249,116250,113750,114750,613969,4392418.0,191390758.0
2010-09-08,114250,115500,113500,114500,328828,4382848.0,191390758.0
2010-09-09,116000,116750,113250,114250,460263,4373279.0,191390758.0
2010-09-10,116000,117250,114750,116250,863073,4449835.0,191390758.0
2010-09-13,118000,125750,117750,125750,2828889,4813478.0,191390758.0
2010-09-14,126000,132500,124749,125250,2922883,4794338.0,191390758.0
2010-09-15,126250,134250,126000,133000,2387151,5090994.0,191390758.0
2010-09-16,133500,134000,129500,129750,1565742,4966590.0,191390758.0
2010-09-17,130250,133250,127250,129750,1436564,4966590.0,191390758.0
2010-09-20,128250,130499,126500,129250,606817,4947451.0,191390758.0
2010-09-24,128000,134250,127750,134250,1048543,5138842.0,191390758.0
2010-09-27,135500,142000,135250,140750,1708487,5387650.0,191390758.0
2010-09-28,141000,143000,138000,139500,1205489,5339802.0,191390758.0
2010-09-29,139500,141500,133500,133500,1993138,5110133.0,191390758.0
2010-09-30,134250,138500,132750,136250,1703450,5215398.0,191390758.0
2010-10-01,137000,137000,132500,132500,1208992,5071855.0,191390758.0
2010-10-04,133250,133500,129750,129750,1162768,4966590.0,191390758.0
2010-10-05,129750,134000,129750,132500,1047170,5071855.0,191390758.0
2010-10-06,133000,137500,132500,137500,1416077,5263246.0,191390758.0
2010-10-07,137750,147500,136250,143000,2823822,5473776.0,191390758.0
2010-10-08,144250,146250,140000,143250,1556641,5483345.0,191390758.0
2010-10-11,145500,148500,136750,138250,2007354,5291954.0,191390758.0
2010-10-12,138000,139000,133500,135750,1033653,5196259.0,191390758.0
2010-10-13,137500,139250,136000,138750,723239,5311094.0,191390758.0
2010-10-14,141000,144000,140000,144000,1050745,5512054.0,191390758.0
2010-10-15,143250,146000,141500,145250,1266488,5559902.0,191390758.0
2010-10-18,144500,144500,140750,141250,885134,5406789.0,191390758.0
2010-10-19,142750,145500,142000,142750,1218457,5464206.0,191390758.0
2010-10-20,141000,145000,138750,144000,1218619,5512054.0,191390758.0
2010-10-21,147500,147500,145000,146000,1346232,5588610.0,191390758.0
2010-10-22,145000,152500,144500,152000,2406297,5818279.0,191390758.0
2010-10-25,151499,156250,151000,155250,2503906,5942683.0,191390758.0
2010-10-26,155500,157750,153000,153750,1700458,5885266.0,191390758.0
2010-10-27,154000,156750,148250,148750,1918844,5693875.0,191390758.0
2010-10-28,149750,153500,149000,153250,1407101,5866127.0,191390758.0
2010-10-29,155000,157000,149500,149750,1290845,5732153.0,191390758.0
2010-11-01,152250,152500,146250,148250,1727156,5674736.0,191390758.0
2010-11-02,149500,155500,149500,153000,1736512,5856557.0,191390758.0
2010-11-03,155750,158500,153500,156500,1725145,5990531.0,191390758.0
2010-11-04,155750,157750,150750,150750,1966834,5770431.0,191390758.0
2010-11-05,151750,152250,145500,146000,1919382,5588610.0,191390758.0
2010-11-08,146500,146750,141250,145250,1818131,5559902.0,191390758.0
2010-11-09,146000,149250,145249,149250,1084070,5713014.0,191390758.0
2010-11-10,150000,154000,149250,152250,1053196,5827849.0,191390758.0
2010-11-11,153000,157000,149500,149500,1962483,5722584.0,191390758.0
2010-11-12,154000,157000,149000,150000,2263243,5741723.0,191390758.0
2010-11-15,148750,150500,140000,142500,1844072,5454637.0,191390758.0
2010-11-16,143000,143750,135250,139000,1455646,5320663.0,191390758.0
2010-11-17,137000,145750,136500,143000,1570989,5473776.0,191390758.0
2010-11-18,144750,146500,142000,144500,1177785,5531193.0,191390758.0
2010-11-19,145250,152250,145000,152000,1637938,5818279.0,191390758.0
2010-11-22,151750,155250,147750,148250,1500779,5674736.0,191390758.0
2010-11-23,148500,149250,142750,144500,990082,5531193.0,191390758.0
2010-11-24,139500,148000,139000,143500,1711168,5492915.0,191390758.0
2010-11-25,145500,145750,140750,141000,824091,5397219.0,191390758.0
2010-11-26,146750,150500,143500,144250,2615831,5521623.0,191390758.0
2010-11-29,143000,149250,141500,147500,1237021,5646027.0,191390758.0
2010-11-30,148250,151750,146500,148500,1037702,5684306.0,191390758.0
2010-12-01,149250,151000,148000,150250,918410,5751292.0,191390758.0
2010-12-02,152500,153000,150500,151250,858153,5789570.0,191390758.0
2010-12-03,151500,152000,145000,148250,1095758,5674736.0,191390758.0
2010-12-06,148250,148250,143500,145000,773573,5550332.0,191390758.0
2010-12-07,144500,146500,141250,144250,1091848,5521623.0,191390758.0
2010-12-08,143749,149750,142500,149750,1104944,5732153.0,191390758.0
2010-12-09,149500,151750,148000,151500,1721562,5799140.0,191390758.0
2010-12-10,151500,154250,151250,152500,792649,5837418.0,191390758.0
2010-12-13,153500,154500,150000,153750,684087,5885266.0,191390758.0
2010-12-14,152750,163500,152750,163250,3075711,6248908.0,191390758.0
2010-12-15,165500,170750,165000,169000,2241132,6469008.0,191390758.0
2010-12-16,169750,172000,168000,170500,1380716,6526425.0,191390758.0
2010-12-17,171000,175000,168000,173750,2112288,6650829.0,191390758.0
2010-12-20,171750,178500,170000,176750,1708779,6765663.0,191390758.0
2010-12-21,180000,182500,173500,173750,1581762,6650829.0,191390758.0
2010-12-22,175000,178500,172500,175000,1254100,6698677.0,191390758.0
2010-12-23,176000,177750,174750,177000,816216,6775233.0,191390758.0
2010-12-24,177000,185500,176000,181750,1633033,6957054.0,191390758.0
2010-12-27,181750,190750,180750,187000,1451216,7158014.0,191390758.0
2010-12-28,188000,190250,184250,187500,1299684,7177153.0,191390758.0
2010-12-29,186500,188249,180750,183250,1108926,7014471.0,191390758.0
2010-12-30,182250,185750,180250,181750,874552,6957054.0,191390758.0
2011-01-03,184000,184250,176000,179000,1186659,6851789.0,191390758.0
2011-01-04,180000,185500,179750,183500,1087084,7024041.0,191390758.0
2011-01-05,184000,185000,181000,184250,681059,7052749.0,191390758.0
2011-01-06,185000,191000,184250,187000,1305380,7158014.0,191390758.0
2011-01-07,189500,190500,187000,189000,825580,7234571.0,191390758.0
2011-01-10,187750,191999,183000,183500,1183642,7024041.0,191390758.0
2011-01-11,184500,185750,177000,185750,1296347,7110167.0,191390758.0
2011-01-12,184250,191000,182500,189750,1620319,7263279.0,191390758.0
2011-01-13,192250,195750,188500,192750,1697485,7378114.0,191390758.0
2011-01-14,193750,200750,191000,199000,2120430,7617352.0,191390758.0
2011-01-17,200000,208000,199500,202500,1777098,7751326.0,191390758.0
2011-01-18,205000,209750,203000,206250,1582117,7894869.0,191390758.0
2011-01-19,207500,216750,205000,212000,1612928,8114968.0,191390758.0
2011-01-20,212250,212750,205000,205000,1283499,7847021.0,191390758.0
2011-01-21,205250,208999,195500,199500,2355947,7636491.0,191390758.0
2011-01-24,201000,204500,197000,202750,1086742,7760895.0,191390758.0
2011-01-25,205000,208500,191250,201500,1416360,7713048.0,191390758.0
2011-01-26,197499,206250,195500,205500,1548439,7866160.0,191390758.0
2011-01-27,210250,214000,207749,211500,1205655,8095829.0,191390758.0
2011-01-28,211500,212499,206500,209250,995478,8009703.0,191390758.0
2011-01-31,205500,206000,200750,204500,1030167,7827882.0,191390758.0
2011-02-01,203500,205500,201000,205500,849881,7866160.0,191390758.0
2011-02-07,204000,208500,197749,197750,1346223,7569504.0,191390758.0
2011-02-08,198000,199000,182750,184250,2896399,7052749.0,191390758.0
2011-02-09,183000,184500,174000,177000,3284782,6775233.0,191390758.0
2011-02-10,177000,180750,173250,176000,2306275,6736955.0,191390758.0
2011-02-11,176500,181500,174750,175000,1374125,6698677.0,191390758.0
2011-02-14,179000,180500,166500,170000,1968973,6507286.0,191390758.0
2011-02-15,172500,177500,171250,175250,1954453,6708246.0,191390758.0
2011-02-16,175000,179500,166000,167500,1914776,6411590.0,191390758.0
2011-02-17,166500,170250,159000,161750,2634452,6191491.0,191390758.0
2011-02-18,164500,175250,163000,171000,2757673,6545564.0,191390758.0
2011-02-21,175500,180000,173500,179250,2671810,6861359.0,191390758.0
2011-02-22,179750,181000,173000,173750,2238155,6650829.0,191390758.0
2011-02-23,173750,179000,166750,169750,1884493,6497716.0,191390758.0
2011-02-24,170500,175750,167250,174000,1553709,6660398.0,191390758.0
2011-02-25,176500,178250,173500,175500,1139080,6717816.0,191390758.0
2011-02-28,173500,173750,169250,172500,929033,6602981.0,191390758.0
2011-03-02,169250,174750,167500,169000,1162178,6469008.0,191390758.0
2011-03-03,169750,171000,166250,170750,1809567,6535994.0,191390758.0
2011-03-04,173750,174000,167500,169000,2392228,6469008.0,191390758.0
2011-03-07,168000,171500,163250,164000,1802186,6277617.0,191390758.0
2011-03-08,166000,167750,164500,167250,1939569,6402021.0,191390758.0
2011-03-09,169000,169500,163000,164000,1587669,6277617.0,191390758.0
2011-03-10,166000,166000,158750,159000,1809974,6086226.0,191390758.0
2011-03-11,156000,156000,149250,152750,2355735,5846988.0,191390758.0
2011-03-14,145000,149750,141250,145000,3796574,5550332.0,191390758.0
2011-03-15,147000,150750,136250,145750,3664601,5579041.0,191390758.0
2011-03-16,149000,159500,146250,158500,3301443,6067087.0,191390758.0
2011-03-17,155500,168250,154750,165500,3939020,6335034.0,191390758.0
2011-03-18,168000,169750,165250,165500,1689500,6335034.0,191390758.0
2011-03-21,165500,172250,165500,171000,1257034,6545564.0,191390758.0
2011-03-22,172500,176250,172250,175750,1315063,6727385.0,191390758.0
2011-03-23,177500,179750,171500,173000,1514352,6622120.0,191390758.0
2011-03-24,172500,178750,172000,177750,1289039,6803941.0,191390758.0
2011-03-25,180000,180250,175750,177750,772015,6803941.0,191390758.0
2011-03-28,175250,176250,164500,165250,3458562,6325465.0,191390758.0
2011-03-29,166500,168500,162750,165500,1979004,6335034.0,191390758.0
2011-03-30,166000,174000,165750,172500,1927384,6602981.0,191390758.0
2011-03-31,173750,175750,169250,170250,1721866,6516855.0,191390758.0
2011-04-01,171000,172000,166750,169000,1630474,6469008.0,191390758.0
2011-04-04,171250,172500,167500,168000,1198946,6430729.0,191390758.0
2011-04-05,168000,172750,167750,172250,1506388,6593412.0,191390758.0
2011-04-06,173000,184750,168500,184500,4607499,7062319.0,191390758.0
2011-04-07,185500,187499,182500,186250,2538009,7129306.0,191390758.0
2011-04-08,187500,199750,187249,198500,4020363,7598213.0,191390758.0
2011-04-11,198500,206750,194500,199500,3596894,7636491.0,191390758.0
2011-04-12,199000,203750,192000,198000,2423285,7579074.0,191390758.0
2011-04-13,196500,205250,189500,204000,3569177,7808743.0,191390758.0
2011-04-14,205000,208500,200999,205000,2257189,7847021.0,191390758.0
2011-04-15,205000,210750,202000,204750,2645137,7837452.0,191390758.0
2011-04-18,204000,214000,203500,211000,2272556,8076690.0,191390758.0
2011-04-19,208500,212500,202000,204500,2562363,7827882.0,191390758.0
2011-04-20,205250,205750,195000,198500,3470793,7598213.0,191390758.0
2011-04-21,200500,211249,198750,210000,3615165,8038412.0,191390758.0
2011-04-22,208250,209500,200500,203500,2586159,7789604.0,191390758.0
2011-04-25,202750,221250,200750,221250,3691955,8469041.0,191390758.0
2011-04-26,222000,233750,219250,219500,5266356,8402054.0,191390758.0
2011-04-27,223000,235000,223000,230000,4274125,8803975.0,191390758.0
2011-04-28,234000,239500,228000,230750,2691390,8832683.0,191390758.0
2011-04-29,231000,234750,226250,229250,1550531,8775266.0,191390758.0
2011-05-02,230250,233500,222500,232750,1319141,8909240.0,191390758.0
2011-05-03,231000,239250,217750,221250,2205986,8469041.0,191390758.0
2011-05-04,219999,221750,213500,216000,2026683,8268081.0,191390758.0
2011-05-06,211250,211750,202500,204000,2804163,7808743.0,191390758.0
2011-05-09,204749,211750,202750,205500,1505348,7866160.0,191390758.0
2011-05-11,211000,222000,210250,222000,1878227,8497750.0,191390758.0
2011-05-12,217499,219500,212500,217500,2058735,8325498.0,191390758.0
2011-05-13,220499,222500,212250,212500,1475690,8134107.0,191390758.0
2011-05-16,211499,215499,207250,211750,1162885,8105399.0,191390758.0
2011-05-17,210250,212499,202750,209250,1375209,8009703.0,191390758.0
2011-05-18,209250,221750,207250,220250,1845250,8430763.0,191390758.0
2011-05-19,220500,224750,216000,216500,1658344,8287220.0,191390758.0
2011-05-20,219250,219500,208750,215250,2478093,8239372.0,191390758.0
2011-05-23,214250,216250,203750,203750,1713780,7799173.0,191390758.0
2011-05-24,203000,208000,199000,206250,1555361,7894869.0,191390758.0
2011-05-25,207499,209500,196500,197000,1975929,7540796.0,191390758.0
2011-05-26,200000,211999,198500,211000,1791764,8076690.0,191390758.0
2011-05-27,207500,217500,207250,214500,1936377,8210664.0,191390758.0
2011-05-30,217999,222750,217250,219000,1614419,8382915.0,191390758.0
2011-05-31,221500,227000,219000,223000,1527144,8536028.0,191390758.0
2011-06-01,224000,231000,222999,229000,1857111,8765697.0,191390758.0
2011-06-02,222500,234500,222500,232500,1895362,8899670.0,191390758.0
2011-06-03,234750,241000,234750,239250,2232375,9158048.0,191390758.0
2011-06-07,238500,238750,228249,230000,1355307,8803975.0,191390758.0
2011-06-08,229000,231750,220000,229500,1553062,8784836.0,191390758.0
2011-06-09,227500,234000,226000,230000,1210276,8803975.0,191390758.0
2011-06-10,231250,237000,227500,227500,1040142,8708279.0,191390758.0
2011-06-13,225000,234500,222250,233000,1223263,8918809.0,191390758.0
2011-06-14,232000,240500,231000,235500,1316682,9014505.0,191390758.0
2011-06-15,236999,238249,232500,234750,1423987,8985796.0,191390758.0
2011-06-16,229000,230750,216000,216250,3815019,8277650.0,191390758.0
2011-06-17,219750,221500,210000,216500,2026511,8287220.0,191390758.0
2011-06-20,217750,222500,213500,217250,1140328,8315928.0,191390758.0
2011-06-21,220000,224250,219250,224000,1436082,8574306.0,191390758.0
2011-06-22,225000,229250,223499,226250,1756884,8660432.0,191390758.0
2011-06-23,226250,230000,223000,227750,923888,8717849.0,191390758.0
2011-06-24,227250,229500,220250,224000,1965982,8574306.0,191390758.0
2011-06-27,221500,224499,216500,221250,1624500,8469041.0,191390758.0
2011-06-28,224250,225000,215750,217000,1624318,8306359.0,191390758.0
2011-06-29,219750,224749,218749,223750,1395352,8564736.0,191390758.0
2011-06-30,226500,228500,224000,226250,1036710,8660432.0,191390758.0
2011-07-01,228750,231500,224250,224750,1710447,8603015.0,191390758.0
2011-07-04,227249,227500,218249,221250,2267052,8469041.0,191390758.0
2011-07-05,222000,223250,217749,220500,1616497,8440332.0,191390758.0
2011-07-06,219750,224250,219500,222750,1252752,8526458.0,191390758.0
2011-07-07,222499,228500,220750,227250,2075097,8698710.0,191390758.0
2011-07-08,229000,229249,220750,220750,1475894,8449902.0,191390758.0
2011-07-11,219250,219500,210500,213000,2594315,8153246.0,191390758.0
2011-07-12,209000,210750,204000,204750,2010100,7837452.0,191390758.0
2011-07-13,207000,210250,201999,210250,2212081,8047981.0,191390758.0
2011-07-14,209499,210250,206000,209500,1717467,8019273.0,191390758.0
2011-07-15,208500,211250,204499,206500,1671295,7904438.0,191390758.0
2011-07-18,207750,208000,201500,202500,1445150,7751326.0,191390758.0
2011-07-19,202750,205000,200750,202750,1558155,7760895.0,191390758.0
2011-07-20,205750,207500,192500,192750,4268464,7378114.0,191390758.0
2011-07-21,191250,192250,185750,191500,3477411,7330266.0,191390758.0
2011-07-22,194000,198500,188250,198500,2865752,7598213.0,191390758.0
2011-07-25,194000,196000,188750,191750,2288633,7339836.0,191390758.0
2011-07-26,191250,197250,189250,197250,1619121,7550365.0,191390758.0
2011-07-27,197250,198750,193000,193250,1701450,7397253.0,191390758.0
2011-07-28,188000,196000,187750,192500,1479767,7368544.0,191390758.0
2011-07-29,191500,192750,187500,187500,1547220,7177153.0,191390758.0
2011-08-01,190250,197000,189500,192250,1973444,7358975.0,191390758.0
2011-08-02,191000,196750,188000,189250,2081591,7244140.0,191390758.0
2011-08-03,185500,185500,179000,181000,1696336,6928345.0,191390758.0
2011-08-04,181500,183000,167500,170000,2021330,6507286.0,191390758.0
2011-08-05,155250,162000,148250,152250,5354729,5827849.0,191390758.0
2011-08-08,149250,151500,129499,140000,7047603,5358941.0,191390758.0
2011-08-09,135000,145250,123499,142500,8158738,5454637.0,191390758.0
2011-08-10,152000,153250,142750,142750,5541229,5464206.0,191390758.0
2011-08-11,135250,147000,134250,144500,3635182,5531193.0,191390758.0
2011-08-12,148250,152000,145000,145000,3621769,5550332.0,191390758.0
2011-08-16,152500,153500,150250,151000,1910798,5780001.0,191390758.0
2011-08-17,150500,157750,148500,155000,2094159,5933113.0,191390758.0
2011-08-18,155000,155500,141750,143500,3368435,5492915.0,191390758.0
2011-08-19,134250,135000,123000,123500,5222195,4727352.0,191390758.0
2011-08-22,123500,127000,117500,117500,3238131,4497683.0,191390758.0
2011-08-23,119000,127000,118249,126750,3505792,4851756.0,191390758.0
2011-08-24,128500,133000,126250,126750,3599802,4851756.0,191390758.0
2011-08-25,132000,134250,130000,130250,2782239,4985729.0,191390758.0
2011-08-26,131500,132250,128500,132250,1462946,5062286.0,191390758.0
2011-08-29,136750,143750,136500,141750,3004278,5425928.0,191390758.0
2011-08-30,145500,148500,142750,143500,2552336,5492915.0,191390758.0
2011-08-31,146750,147000,142500,145000,1450329,5550332.0,191390758.0
2011-09-01,145750,152000,144000,145000,2910372,5550332.0,191390758.0
2011-09-02,143250,144000,137250,139000,2778350,5320663.0,191390758.0
2011-09-05,134500,135000,125750,126500,2957561,4842186.0,191390758.0
2011-09-06,122250,128750,119500,123500,2816904,4727352.0,191390758.0
2011-09-07,128500,131000,126500,131000,2098114,5014438.0,191390758.0
2011-09-08,134000,137500,131750,133500,2677391,5110133.0,191390758.0
2011-09-09,131500,134750,127500,127750,2200242,4890034.0,191390758.0
2011-09-14,125500,126749,117499,118250,3570660,4526391.0,191390758.0
2011-09-15,123750,124000,113250,118500,2471476,4535961.0,191390758.0
2011-09-16,123250,128250,120500,128250,2415924,4909173.0,191390758.0
2011-09-19,126750,130000,123000,123250,2112899,4717782.0,191390758.0
2011-09-20,122750,126000,120250,125500,1687421,4803908.0,191390758.0
2011-09-21,125500,128500,123999,127500,2021538,4880464.0,191390758.0
2011-09-22,121500,123000,117250,119250,2606296,4564670.0,191390758.0
2011-09-23,111500,112250,106750,106750,3418591,4086193.0,191390758.0
2011-09-26,109000,109999,98499,100250,3110063,3837385.0,191390758.0
2011-09-27,106250,112750,105750,112500,3778907,4306292.0,191390758.0
2011-09-28,114000,116000,107000,107000,2987329,4095762.0,191390758.0
2011-09-29,104500,112500,103999,112250,2729980,4296723.0,191390758.0
2011-09-30,112000,118750,111000,114000,3549927,4363709.0,191390758.0
2011-10-04,104250,106750,102250,106750,2736658,4086193.0,191390758.0
2011-10-05,107749,107749,102500,102500,2067546,3923511.0,191390758.0
2011-10-06,107249,112500,107249,108000,2407571,4134040.0,191390758.0
2011-10-07,114749,121000,114250,117500,3639632,4497683.0,191390758.0
2011-10-10,118000,124499,117750,120250,2847922,4602948.0,191390758.0
2011-10-11,127500,128500,122750,123750,3461380,4736921.0,191390758.0
2011-10-12,124250,129000,121750,128250,2267353,4909173.0,191390758.0
2011-10-13,131250,133000,127000,128000,2082095,4899603.0,191390758.0
2011-10-14,124999,130000,124000,130000,1448830,4976160.0,191390758.0
2011-10-17,132250,133500,129250,132000,2297934,5052716.0,191390758.0
2011-10-18,128500,129250,126750,128000,1621995,4899603.0,191390758.0
2011-10-19,129500,130000,124750,128750,2383377,4928312.0,191390758.0
2011-10-20,126750,129750,119000,119750,1639986,4583809.0,191390758.0
2011-10-21,124000,124000,119999,121750,1376987,4660365.0,191390758.0
2011-10-24,122750,128500,122750,128250,1867170,4909173.0,191390758.0
2011-10-25,128500,131500,126000,127250,1944330,4870895.0,191390758.0
2011-10-26,125000,127000,124500,126750,1360200,4851756.0,191390758.0
2011-10-27,129000,139000,127000,139000,3968128,5320663.0,191390758.0
2011-10-28,147500,148000,141250,141250,3917903,5406789.0,191390758.0
2011-10-31,142500,145750,138500,139750,1759769,5349372.0,191390758.0
2011-11-01,135500,141500,135250,137750,1514737,5272815.0,191390758.0
2011-11-02,131750,132500,127000,131250,2840808,5024007.0,191390758.0
2011-11-03,131000,131250,122500,123750,2486600,4736921.0,191390758.0
2011-11-04,129000,129500,126000,129000,1846424,4937882.0,191390758.0
2011-11-07,129000,131250,126000,127500,1236677,4880464.0,191390758.0
