신도리코(029530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-08-11,63500,64500,63100,64100,21330,646130.0,10080029.0
2003-08-12,64100,64200,63000,63000,14667,635042.0,10080029.0
2003-08-13,62400,63000,60800,62000,104541,624962.0,10080029.0
2003-08-14,62100,63300,62000,63300,39905,638066.0,10080029.0
2003-08-18,63500,66100,63500,65100,80873,656210.0,10080029.0
2003-08-19,66000,68400,66000,67400,63113,679394.0,10080029.0
2003-08-20,66600,67900,65200,65200,27880,657218.0,10080029.0
2003-08-21,66400,70600,65500,69000,82200,695522.0,10080029.0
2003-08-22,70000,70000,67200,67700,45924,682418.0,10080029.0
2003-08-25,68500,72500,68100,71600,104490,721730.0,10080029.0
2003-08-26,71700,74800,71000,73700,94491,742898.0,10080029.0
2003-08-27,73100,75500,72000,73300,50827,738866.0,10080029.0
2003-08-28,72600,74500,72600,74000,40770,745922.0,10080029.0
2003-08-29,74100,74500,72400,73900,23350,744914.0,10080029.0
2003-09-01,74000,74500,72000,72800,16160,733826.0,10080029.0
2003-09-02,74200,74200,72200,73900,16496,744914.0,10080029.0
2003-09-03,74100,74400,71700,73800,25540,743906.0,10080029.0
2003-09-04,74300,74300,72000,72000,11230,725762.0,10080029.0
2003-09-05,71300,72700,70500,70500,11575,710642.0,10080029.0
2003-09-08,71700,72000,69600,72000,13371,725762.0,10080029.0
2003-09-09,71000,73200,70000,70000,34880,705602.0,10080029.0
2003-09-15,70000,73000,68300,72200,33140,727778.0,10080029.0
2003-09-16,71500,72400,70900,71800,15716,723746.0,10080029.0
2003-09-17,71400,72000,71300,71500,17124,720722.0,10080029.0
2003-09-18,71600,71900,70600,71000,44274,715682.0,10080029.0
2003-09-19,71900,71900,68700,68800,20533,693506.0,10080029.0
2003-09-22,68800,69500,67300,68400,28060,689474.0,10080029.0
2003-09-23,68900,70800,68200,70000,14030,705602.0,10080029.0
2003-09-24,69000,70000,68600,70000,23690,705602.0,10080029.0
2003-09-25,69900,69900,66500,67100,40634,676370.0,10080029.0
2003-09-26,66200,68500,65500,66600,23102,671330.0,10080029.0
2003-09-29,66100,67000,66000,66700,12674,672338.0,10080029.0
2003-09-30,67100,67100,66500,67000,21090,675362.0,10080029.0
2003-10-01,66000,67000,65500,67000,13990,675362.0,10080029.0
2003-10-02,67000,69900,67000,69600,55250,701570.0,10080029.0
2003-10-06,68600,69800,68600,69600,35200,701570.0,10080029.0
2003-10-07,69800,69900,68600,68600,39200,691490.0,10080029.0
2003-10-08,68600,68800,66000,66900,42520,674354.0,10080029.0
2003-10-09,66200,67000,64900,66000,61887,665282.0,10080029.0
2003-10-10,66200,66800,65500,66500,41931,670322.0,10080029.0
2003-10-13,66700,66700,65800,65800,27900,663266.0,10080029.0
2003-10-14,66500,67800,65900,67500,46610,680402.0,10080029.0
2003-10-15,69400,69400,67900,68500,20660,690482.0,10080029.0
2003-10-16,68600,70000,68000,70000,45561,705602.0,10080029.0
2003-10-17,68800,70000,68400,68400,17211,689474.0,10080029.0
2003-10-20,68400,69300,67500,69300,11710,698546.0,10080029.0
2003-10-21,68700,70000,66700,68600,38880,691490.0,10080029.0
2003-10-22,68600,69200,67000,67000,14310,675362.0,10080029.0
2003-10-23,66900,66900,65100,65700,18308,662258.0,10080029.0
2003-10-24,67300,67300,65700,66400,9010,669314.0,10080029.0
2003-10-27,67000,67300,66100,67000,9260,675362.0,10080029.0
2003-10-28,65700,67800,65700,67800,39510,683426.0,10080029.0
2003-10-29,68500,68500,66500,66500,17575,670322.0,10080029.0
2003-10-30,67400,68000,66800,67000,15961,675362.0,10080029.0
2003-10-31,66500,67500,66400,66900,24285,674354.0,10080029.0
2003-11-03,67500,70000,67000,70000,23586,705602.0,10080029.0
2003-11-04,69300,70000,68400,68900,15900,694514.0,10080029.0
2003-11-05,68500,69000,67500,68900,34452,694514.0,10080029.0
2003-11-06,68900,69300,67400,68000,33400,685442.0,10080029.0
2003-11-07,67500,68300,67000,67500,24200,680402.0,10080029.0
2003-11-10,67600,68000,66200,67300,26473,678386.0,10080029.0
2003-11-11,67300,68400,67100,67700,25130,682418.0,10080029.0
2003-11-12,67000,69000,67000,68900,43360,694514.0,10080029.0
2003-11-13,69000,70000,68600,69900,31091,704594.0,10080029.0
2003-11-14,70000,70000,68600,69000,44490,695522.0,10080029.0
2003-11-17,69000,69000,66700,66800,26700,673346.0,10080029.0
2003-11-18,66800,66900,66000,66300,25250,668306.0,10080029.0
2003-11-19,65500,65800,62500,63000,88633,635042.0,10080029.0
2003-11-20,63700,65500,63700,65500,32933,660242.0,10080029.0
2003-11-21,64900,65500,64000,64200,33762,647138.0,10080029.0
2003-11-24,63300,64200,62900,63400,23754,639074.0,10080029.0
2003-11-25,63400,64800,62500,63000,60520,635042.0,10080029.0
2003-11-26,63000,64000,63000,63500,28950,640082.0,10080029.0
2003-11-27,63700,65000,63400,64200,43480,647138.0,10080029.0
2003-11-28,64200,65300,63800,64200,25920,647138.0,10080029.0
2003-12-01,64100,64700,63700,64700,35950,652178.0,10080029.0
2003-12-02,65100,65200,64700,65100,18400,656210.0,10080029.0
2003-12-03,64800,65500,64700,65300,20994,658226.0,10080029.0
2003-12-04,65000,65600,64800,65000,20256,655202.0,10080029.0
2003-12-05,64700,64700,63400,63700,20690,642098.0,10080029.0
2003-12-08,63000,64300,62400,64300,15990,648146.0,10080029.0
2003-12-09,63700,64600,63500,63500,18480,640082.0,10080029.0
2003-12-10,62500,63400,62400,63000,66454,635042.0,10080029.0
2003-12-11,63700,63700,61500,61500,107748,619922.0,10080029.0
2003-12-12,62700,62700,62000,62500,32090,630002.0,10080029.0
2003-12-15,62800,63500,62000,62300,46880,627986.0,10080029.0
2003-12-16,62500,62500,60900,60900,50751,613874.0,10080029.0
2003-12-17,61800,62500,61200,62300,39611,627986.0,10080029.0
2003-12-18,62400,63300,62200,62700,31042,632018.0,10080029.0
2003-12-19,62900,64600,62900,63900,42360,644114.0,10080029.0
2003-12-22,64300,64500,62800,63300,19220,638066.0,10080029.0
2003-12-23,63000,64400,61900,61900,41697,623954.0,10080029.0
2003-12-24,61900,63200,60900,61100,32116,615890.0,10080029.0
2003-12-26,61100,61800,60500,61200,28660,616898.0,10080029.0
2003-12-29,60100,60700,59700,59800,27400,602786.0,10080029.0
2003-12-30,60700,64000,60100,63500,50990,640082.0,10080029.0
2004-01-02,63500,64200,62200,62200,29350,626978.0,10080029.0
2004-01-05,62100,62800,61800,61800,26390,622946.0,10080029.0
2004-01-06,61800,62300,61600,61800,33920,622946.0,10080029.0
2004-01-07,61800,62900,61600,62300,23826,627986.0,10080029.0
2004-01-08,62200,63400,62200,62500,35713,630002.0,10080029.0
2004-01-09,63200,63600,62200,62200,37000,626978.0,10080029.0
2004-01-12,62000,63000,61300,62300,33270,627986.0,10080029.0
2004-01-13,61900,62900,60600,61100,69170,615890.0,10080029.0
2004-01-14,61500,61800,59700,59900,63339,603794.0,10080029.0
2004-01-15,60000,60000,57800,58500,50962,589682.0,10080029.0
2004-01-16,58100,58900,57700,58000,42360,584642.0,10080029.0
2004-01-19,58300,59900,58000,59400,29060,598754.0,10080029.0
2004-01-20,58300,58900,58000,58200,44860,586658.0,10080029.0
2004-01-26,58000,59600,56700,59300,46480,597746.0,10080029.0
2004-01-27,59000,59700,59000,59300,30706,597746.0,10080029.0
2004-01-28,59800,60000,59100,60000,18595,604802.0,10080029.0
2004-01-29,60000,60200,59600,59900,22870,603794.0,10080029.0
2004-01-30,60000,63300,60000,63300,113972,638066.0,10080029.0
2004-02-02,64500,64600,62300,63100,25776,636050.0,10080029.0
2004-02-03,63800,64100,61800,62500,44080,630002.0,10080029.0
2004-02-04,63200,63200,62100,62500,45660,630002.0,10080029.0
2004-02-05,63000,64500,62500,64500,64548,650162.0,10080029.0
2004-02-06,63000,64700,63000,64200,53630,647138.0,10080029.0
2004-02-09,65000,65300,64800,65200,48330,657218.0,10080029.0
2004-02-10,65000,65900,64500,65600,24960,661250.0,10080029.0
2004-02-11,65000,66600,65000,65900,24750,664274.0,10080029.0
2004-02-12,65100,66200,65100,66000,34380,665282.0,10080029.0
2004-02-13,66200,66300,65200,66000,25810,665282.0,10080029.0
2004-02-16,64900,65000,62700,62800,40560,633026.0,10080029.0
2004-02-17,63100,63800,62500,63500,7897,640082.0,10080029.0
2004-02-18,63000,64000,62600,62900,22210,634034.0,10080029.0
2004-02-19,65200,65200,62900,64500,35120,650162.0,10080029.0
2004-02-20,63500,63600,62800,63000,11224,635042.0,10080029.0
2004-02-23,63000,64000,63000,63500,7959,640082.0,10080029.0
2004-02-24,62200,63500,62200,63500,15560,640082.0,10080029.0
2004-02-25,62600,64200,62600,63500,6140,640082.0,10080029.0
2004-02-26,62900,63700,62600,63500,14850,640082.0,10080029.0
2004-02-27,63500,63600,61400,63300,34700,638066.0,10080029.0
2004-03-02,62800,63700,61700,62300,25440,627986.0,10080029.0
2004-03-03,61700,62100,60800,61300,59543,617906.0,10080029.0
2004-03-04,61300,61900,61200,61400,18670,618914.0,10080029.0
2004-03-05,62200,62200,61400,61500,23340,619922.0,10080029.0
2004-03-08,61200,61800,61200,61400,21033,618914.0,10080029.0
2004-03-09,61100,61700,60800,61000,16431,614882.0,10080029.0
2004-03-10,60700,61400,59200,59200,24828,596738.0,10080029.0
2004-03-11,59200,59300,58300,58300,44625,587666.0,10080029.0
2004-03-12,58700,58700,53600,56000,51630,564482.0,10080029.0
2004-03-15,56900,57000,55300,56000,37614,564482.0,10080029.0
2004-03-16,55900,56500,55200,55700,16221,561458.0,10080029.0
2004-03-17,55700,57100,55700,57100,23143,575570.0,10080029.0
2004-03-18,57200,58900,57100,58600,20506,590690.0,10080029.0
2004-03-19,58700,58800,58100,58800,13476,592706.0,10080029.0
2004-03-22,58500,58900,57500,58800,21622,592706.0,10080029.0
2004-03-23,58800,59700,58100,59500,11857,599762.0,10080029.0
2004-03-24,59600,59600,58100,58300,11460,587666.0,10080029.0
2004-03-25,58200,59000,57300,58700,10200,591698.0,10080029.0
2004-03-26,58500,59700,57500,57600,36470,580610.0,10080029.0
2004-03-29,58100,59000,57600,58000,9392,584642.0,10080029.0
2004-03-30,57800,58800,57300,58700,17736,591698.0,10080029.0
2004-03-31,58700,60600,58700,60500,30001,609842.0,10080029.0
2004-04-01,59600,60500,59400,59900,13084,603794.0,10080029.0
2004-04-02,59000,60300,58900,60000,14280,604802.0,10080029.0
2004-04-06,60500,60900,59700,60500,27360,609842.0,10080029.0
2004-04-07,60900,60900,60100,60500,35940,609842.0,10080029.0
2004-04-08,60500,60900,59800,60900,26220,613874.0,10080029.0
2004-04-09,60000,60300,58900,60000,15061,604802.0,10080029.0
2004-04-12,59500,61000,59500,60000,16980,604802.0,10080029.0
2004-04-13,60100,60500,59300,59800,14070,602786.0,10080029.0
2004-04-14,59800,60700,59500,59700,13617,601778.0,10080029.0
2004-04-16,59500,59500,58100,58500,38220,589682.0,10080029.0
2004-04-19,58500,58800,58000,58100,16473,585650.0,10080029.0
2004-04-20,58900,59300,58200,58300,26669,587666.0,10080029.0
2004-04-21,58500,58700,58100,58100,9789,585650.0,10080029.0
2004-04-22,58300,58300,57400,57800,19620,582626.0,10080029.0
2004-04-23,58000,58700,57800,58100,12920,585650.0,10080029.0
2004-04-26,58100,58100,57200,57500,21152,579602.0,10080029.0
2004-04-27,57300,59000,57300,58900,18930,593714.0,10080029.0
2004-04-28,58700,59100,57800,58000,14490,584642.0,10080029.0
2004-04-29,58900,59300,57400,58900,33650,593714.0,10080029.0
2004-04-30,59500,59500,58200,58400,19010,588674.0,10080029.0
2004-05-03,58500,59800,58500,59500,12367,599762.0,10080029.0
2004-05-04,60300,60300,58000,58000,13128,584642.0,10080029.0
2004-05-06,58100,58800,57300,58300,15592,587666.0,10080029.0
2004-05-07,59200,59200,57200,58400,13110,588674.0,10080029.0
2004-05-10,58700,58700,52600,54000,17590,544322.0,10080029.0
2004-05-11,53900,54600,52300,53200,14510,536258.0,10080029.0
2004-05-12,53000,55400,52700,54000,13690,544322.0,10080029.0
2004-05-13,55400,55400,51400,51400,28530,518113.0,10080029.0
2004-05-14,51600,52100,50700,52100,40060,525170.0,10080029.0
2004-05-17,52700,53000,50800,51300,22590,517105.0,10080029.0
2004-05-18,50500,52400,50500,51500,26250,519121.0,10080029.0
2004-05-19,51500,53500,51500,52700,16530,531218.0,10080029.0
2004-05-20,52000,53500,51200,52700,29420,531218.0,10080029.0
2004-05-21,53000,55500,53000,55500,19350,559442.0,10080029.0
2004-05-24,55000,56400,54200,56200,12276,566498.0,10080029.0
2004-05-25,55100,55100,54100,54700,18280,551378.0,10080029.0
2004-05-27,55300,58000,55300,57000,42120,574562.0,10080029.0
2004-05-28,56500,57900,56300,56900,5770,573554.0,10080029.0
2004-05-31,56200,57500,53800,57500,12910,579602.0,10080029.0
2004-06-01,57000,58100,56500,58000,12007,584642.0,10080029.0
2004-06-02,56900,57300,55600,56600,9680,570530.0,10080029.0
2004-06-03,56200,57700,55100,56600,17181,570530.0,10080029.0
2004-06-04,55700,56600,55300,55400,10880,558434.0,10080029.0
2004-06-07,55100,57500,55100,57000,10330,574562.0,10080029.0
2004-06-08,56600,57900,56000,57700,11050,581618.0,10080029.0
2004-06-09,57700,58100,56200,56900,43045,573554.0,10080029.0
2004-06-10,56300,58000,55500,55900,46670,563474.0,10080029.0
2004-06-11,58000,58000,54100,54200,37856,546338.0,10080029.0
2004-06-14,54200,55500,53200,54000,15890,544322.0,10080029.0
2004-06-15,55200,55800,54000,55700,21440,561458.0,10080029.0
2004-06-16,55000,57800,55000,57700,24760,581618.0,10080029.0
2004-06-17,58000,58300,57000,58300,8881,587666.0,10080029.0
2004-06-18,57500,58500,55700,58500,18390,589682.0,10080029.0
2004-06-21,58300,59000,57200,59000,17720,594722.0,10080029.0
2004-06-22,58100,58100,55800,56300,21060,567506.0,10080029.0
2004-06-23,55800,56600,53900,55700,27850,561458.0,10080029.0
2004-06-24,55600,57500,54800,57000,32410,574562.0,10080029.0
2004-06-25,56400,58000,55800,57800,13510,582626.0,10080029.0
2004-06-28,57800,57800,55500,56600,11710,570530.0,10080029.0
2004-06-29,55800,57400,55800,57000,7690,574562.0,10080029.0
2004-06-30,57000,57600,56100,57000,5960,574562.0,10080029.0
2004-07-01,57000,57700,55800,56000,10260,564482.0,10080029.0
2004-07-02,55600,56000,54000,56000,28660,564482.0,10080029.0
2004-07-05,55600,56500,55100,56500,7710,569522.0,10080029.0
2004-07-06,56200,57400,55700,57200,12530,576578.0,10080029.0
2004-07-07,57200,57200,55500,57200,11240,576578.0,10080029.0
2004-07-08,57100,57200,55600,57200,25040,576578.0,10080029.0
2004-07-09,57100,57500,56000,56700,11734,571538.0,10080029.0
2004-07-12,57300,57500,55000,56400,16760,568514.0,10080029.0
2004-07-13,56900,57000,55500,56700,20480,571538.0,10080029.0
2004-07-14,56000,56300,55500,56100,9710,565490.0,10080029.0
2004-07-15,55900,56200,55000,55800,9850,562466.0,10080029.0
2004-07-16,55800,55800,54300,55400,23820,558434.0,10080029.0
2004-07-19,55000,56800,54500,56800,10401,572546.0,10080029.0
2004-07-20,56600,56600,55000,55300,23150,557426.0,10080029.0
2004-07-21,55700,55900,54000,54500,57090,549362.0,10080029.0
2004-07-22,54300,54300,52300,52400,34204,528194.0,10080029.0
2004-07-23,52500,52500,50200,50600,48466,510049.0,10080029.0
2004-07-26,50200,51400,50200,51000,7080,514081.0,10080029.0
2004-07-27,51000,51500,50600,51000,12870,514081.0,10080029.0
2004-07-28,51000,51400,50900,51000,73860,514081.0,10080029.0
2004-07-29,50900,51000,50100,50600,13621,510049.0,10080029.0
2004-07-30,50600,51100,50300,50400,19052,508033.0,10080029.0
2004-08-02,49800,50200,48650,48900,16650,492913.0,10080029.0
2004-08-03,49750,50100,48950,49850,10580,502489.0,10080029.0
2004-08-04,49950,50100,48500,50000,17590,504001.0,10080029.0
2004-08-05,50000,50000,49600,50000,18842,504001.0,10080029.0
2004-08-06,49850,50000,49100,50000,6220,504001.0,10080029.0
2004-08-09,50000,50000,49500,49950,14020,503497.0,10080029.0
2004-08-10,49800,50000,49550,50000,7480,504001.0,10080029.0
2004-08-11,49800,50200,49800,50000,22789,504001.0,10080029.0
2004-08-12,50000,52500,49800,52500,44380,529202.0,10080029.0
2004-08-13,51800,53000,50700,52600,17760,530210.0,10080029.0
2004-08-16,52600,53200,52000,53200,7000,536258.0,10080029.0
2004-08-17,53500,55000,53400,54200,12470,546338.0,10080029.0
2004-08-18,54900,54900,53600,54300,6360,547346.0,10080029.0
2004-08-19,54800,54900,54100,54900,12980,553394.0,10080029.0
2004-08-20,54100,55000,54100,54800,5080,552386.0,10080029.0
2004-08-23,54600,55300,53300,54200,7570,546338.0,10080029.0
2004-08-24,54800,54900,54000,54600,5650,550370.0,10080029.0
2004-08-25,54600,56700,53500,56500,23630,569522.0,10080029.0
2004-08-26,56100,56900,55500,55500,10820,559442.0,10080029.0
2004-08-27,56400,56400,55000,55500,7920,559442.0,10080029.0
2004-08-30,56600,56600,54700,54700,19066,551378.0,10080029.0
2004-08-31,54700,55500,54700,55000,20030,554402.0,10080029.0
2004-09-01,55300,56800,55300,56200,12700,566498.0,10080029.0
2004-09-02,56000,56800,54600,56800,15240,572546.0,10080029.0
2004-09-03,56900,56900,55600,56400,6230,568514.0,10080029.0
2004-09-06,56800,58300,56800,58300,16010,587666.0,10080029.0
2004-09-07,58000,59100,58000,59100,8900,595730.0,10080029.0
2004-09-08,58000,59700,58000,59400,12810,598754.0,10080029.0
2004-09-09,59400,60100,58900,59600,26502,600770.0,10080029.0
2004-09-10,59000,59700,58000,59700,10330,601778.0,10080029.0
2004-09-13,59700,60700,59300,60000,10528,604802.0,10080029.0
2004-09-14,59300,60400,59300,60100,7872,605810.0,10080029.0
2004-09-15,60500,60900,60000,60500,12640,609842.0,10080029.0
2004-09-16,60700,61800,60500,61700,20610,621938.0,10080029.0
2004-09-17,61000,61800,60000,60700,7370,611858.0,10080029.0
2004-09-20,61500,62300,61100,61900,13730,623954.0,10080029.0
2004-09-21,61900,63000,61900,62800,17834,633026.0,10080029.0
2004-09-22,63100,63500,60500,60500,14240,609842.0,10080029.0
2004-09-23,60500,61000,59800,60900,4890,613874.0,10080029.0
2004-09-24,60900,60900,59500,59800,5521,602786.0,10080029.0
2004-09-30,61000,62000,60000,61000,7200,614882.0,10080029.0
2004-10-01,59800,61900,59800,61300,5090,617906.0,10080029.0
2004-10-04,61300,63800,61300,63800,28970,643106.0,10080029.0
2004-10-05,64000,64000,61900,63000,6465,635042.0,10080029.0
2004-10-06,62200,63800,61800,63500,6150,640082.0,10080029.0
2004-10-07,62600,63700,62100,62100,4354,625970.0,10080029.0
2004-10-08,62600,62600,60900,60900,7415,613874.0,10080029.0
2004-10-11,61400,62400,60000,60900,18090,613874.0,10080029.0
2004-10-12,60400,60700,59000,59000,9320,594722.0,10080029.0
2004-10-13,59000,60900,58700,59400,8000,598754.0,10080029.0
2004-10-14,58500,59100,57600,58100,17860,585650.0,10080029.0
2004-10-15,58300,58600,56600,56800,11605,572546.0,10080029.0
2004-10-18,57500,60300,57500,59500,16815,599762.0,10080029.0
2004-10-19,59500,61300,58600,61100,16600,615890.0,10080029.0
2004-10-20,61200,61500,60000,60800,15162,612866.0,10080029.0
2004-10-21,60800,60900,57500,59900,32800,603794.0,10080029.0
2004-10-22,59700,60300,58200,58500,9080,589682.0,10080029.0
2004-10-25,57500,57500,55300,56000,16470,564482.0,10080029.0
2004-10-26,56100,57400,56000,56400,9340,568514.0,10080029.0
2004-10-27,56200,56700,55900,56000,6800,564482.0,10080029.0
2004-10-28,56400,60000,56400,60000,12380,604802.0,10080029.0
2004-10-29,59400,60300,58700,59900,16970,603794.0,10080029.0
2004-11-01,58500,60900,58300,59600,4870,600770.0,10080029.0
2004-11-02,60000,61000,60000,60200,14150,606818.0,10080029.0
2004-11-03,60000,60000,57800,58000,26323,584642.0,10080029.0
2004-11-04,58000,58700,57600,58000,8464,584642.0,10080029.0
2004-11-05,58800,59800,58800,59700,12671,601778.0,10080029.0
2004-11-08,60200,60200,57600,57600,10194,580610.0,10080029.0
2004-11-09,57700,59100,57700,58600,8800,590690.0,10080029.0
2004-11-10,58600,59800,58600,59100,19340,595730.0,10080029.0
2004-11-11,59000,59500,58200,58200,20646,586658.0,10080029.0
2004-11-12,58400,59900,58300,59400,17151,598754.0,10080029.0
2004-11-15,58800,60100,58500,59100,10028,595730.0,10080029.0
2004-11-16,58500,60000,58400,60000,9521,604802.0,10080029.0
2004-11-17,61000,61500,60100,61400,8760,618914.0,10080029.0
2004-11-18,60500,62000,60000,62000,15060,624962.0,10080029.0
2004-11-19,62000,62200,60900,62000,38410,624962.0,10080029.0
2004-11-22,61900,61900,60100,61500,12810,619922.0,10080029.0
2004-11-23,62000,62000,60400,62000,12082,624962.0,10080029.0
2004-11-24,62000,62400,60700,62100,11100,625970.0,10080029.0
2004-11-25,61400,62100,61000,61100,13285,615890.0,10080029.0
2004-11-26,61700,62500,60200,61100,24660,615890.0,10080029.0
2004-11-29,60700,62300,60700,61700,12586,621938.0,10080029.0
2004-11-30,62400,62600,60200,62200,16914,626978.0,10080029.0
2004-12-01,62500,62900,61100,61300,10500,617906.0,10080029.0
2004-12-02,62700,63400,61500,62200,12941,626978.0,10080029.0
2004-12-03,62100,63400,60600,61500,35370,619922.0,10080029.0
2004-12-06,60900,61300,60200,60300,41320,607826.0,10080029.0
2004-12-07,60800,61500,60100,60500,7360,609842.0,10080029.0
2004-12-08,61200,62200,60200,60800,32527,612866.0,10080029.0
2004-12-09,60700,61600,60500,60500,37691,609842.0,10080029.0
2004-12-10,61400,61400,60500,61000,6710,614882.0,10080029.0
2004-12-13,63000,63000,61000,62000,7040,624962.0,10080029.0
2004-12-14,61200,62000,60600,61800,9656,622946.0,10080029.0
2004-12-15,61300,63000,61300,62000,14293,624962.0,10080029.0
2004-12-16,62100,63000,62000,62600,7640,631010.0,10080029.0
2004-12-17,63400,63800,62600,63000,6760,635042.0,10080029.0
2004-12-20,63000,63800,62500,62500,6154,630002.0,10080029.0
2004-12-21,62500,63900,62500,63600,32012,641090.0,10080029.0
2004-12-22,64000,64100,63200,63900,6050,644114.0,10080029.0
2004-12-23,64200,64200,63100,63200,6250,637058.0,10080029.0
2004-12-24,64000,64000,62900,63800,8034,643106.0,10080029.0
2004-12-27,64000,64200,63000,64000,4950,645122.0,10080029.0
2004-12-28,64300,64600,63300,64600,6760,651170.0,10080029.0
2004-12-29,62800,65200,62800,65100,13070,656210.0,10080029.0
2004-12-30,64600,66000,64600,66000,10451,665282.0,10080029.0
2005-01-03,65000,66000,63900,65100,8560,656210.0,10080029.0
2005-01-04,65500,66000,64500,65800,8310,663266.0,10080029.0
2005-01-05,64700,65400,62500,63000,25320,635042.0,10080029.0
2005-01-06,62500,62900,61600,61700,18329,621938.0,10080029.0
2005-01-07,61200,61400,59600,61000,46900,614882.0,10080029.0
2005-01-10,60400,61700,59700,61700,14000,621938.0,10080029.0
2005-01-11,60700,62900,60600,62900,12750,634034.0,10080029.0
2005-01-12,63600,63600,61900,62000,4361,624962.0,10080029.0
2005-01-13,62400,62800,61000,62800,13840,633026.0,10080029.0
2005-01-14,63400,63500,61500,63200,21350,637058.0,10080029.0
2005-01-17,62400,63900,61700,62000,20510,624962.0,10080029.0
2005-01-18,61600,62800,60600,61000,25280,614882.0,10080029.0
2005-01-19,61000,61000,59800,60300,39550,607826.0,10080029.0
2005-01-20,59500,60200,59500,59700,10280,601778.0,10080029.0
2005-01-21,59500,60500,59500,60400,9276,608834.0,10080029.0
2005-01-24,59600,60400,59200,59400,15783,598754.0,10080029.0
2005-01-25,59200,60600,58500,60000,27777,604802.0,10080029.0
2005-01-26,59700,60600,59700,60500,14631,609842.0,10080029.0
2005-01-27,60200,60800,60200,60700,15125,611858.0,10080029.0
2005-01-28,60700,60900,59400,60000,20320,604802.0,10080029.0
2005-01-31,59400,60900,59400,60900,18500,613874.0,10080029.0
2005-02-01,60300,61300,59500,59500,21567,599762.0,10080029.0
2005-02-02,59500,60300,59200,60000,25770,604802.0,10080029.0
2005-02-03,59600,61200,59600,61000,22491,614882.0,10080029.0
2005-02-04,60600,61800,60100,61500,22250,619922.0,10080029.0
2005-02-07,61600,63400,61100,62500,32290,630002.0,10080029.0
2005-02-11,62500,63000,62100,63000,23937,635042.0,10080029.0
2005-02-14,62500,64000,62100,64000,27650,645122.0,10080029.0
2005-02-15,63300,64400,62600,63000,30025,635042.0,10080029.0
2005-02-16,62700,63000,61400,61800,17958,622946.0,10080029.0
2005-02-17,61300,63000,61000,63000,39530,635042.0,10080029.0
2005-02-18,61700,63200,61400,62800,26460,633026.0,10080029.0
2005-02-21,62200,63100,61000,63000,48500,635042.0,10080029.0
2005-02-22,61800,63600,61800,62900,52970,634034.0,10080029.0
2005-02-23,63100,63500,62900,63300,18273,638066.0,10080029.0
2005-02-24,63500,64000,63100,63700,18180,642098.0,10080029.0
2005-02-25,63700,64000,63300,63900,13310,644114.0,10080029.0
2005-02-28,63100,64300,62500,63100,25490,636050.0,10080029.0
2005-03-02,62600,63900,61700,63900,23840,644114.0,10080029.0
2005-03-03,63000,63600,62400,62800,17329,633026.0,10080029.0
2005-03-04,62100,62500,62000,62300,13851,627986.0,10080029.0
2005-03-07,62500,63000,61300,61700,20186,621938.0,10080029.0
2005-03-08,61200,61900,60600,61900,13830,623954.0,10080029.0
2005-03-09,62000,63200,61200,63100,10960,636050.0,10080029.0
2005-03-10,63900,63900,60200,60200,30223,606818.0,10080029.0
2005-03-11,60600,62300,60600,62000,51313,624962.0,10080029.0
2005-03-14,61100,62000,60900,61300,19724,617906.0,10080029.0
2005-03-15,61600,61700,60700,61000,20980,614882.0,10080029.0
2005-03-16,61300,62000,61300,61800,14850,622946.0,10080029.0
2005-03-17,62300,62800,61000,62800,16670,633026.0,10080029.0
2005-03-18,63400,64500,62200,64000,50830,645122.0,10080029.0
2005-03-21,64500,64600,63200,64000,18790,645122.0,10080029.0
2005-03-22,64000,64000,62800,63100,8110,636050.0,10080029.0
2005-03-23,63300,63300,61100,62000,11720,624962.0,10080029.0
2005-03-24,61500,62400,61200,62000,18920,624962.0,10080029.0
2005-03-25,61200,62000,61200,62000,9049,624962.0,10080029.0
2005-03-28,62000,62800,62000,62800,14430,633026.0,10080029.0
2005-03-29,62400,62400,61000,61800,15790,622946.0,10080029.0
2005-03-30,61800,62500,61100,62500,15120,630002.0,10080029.0
2005-03-31,62000,63500,61600,62300,11770,627986.0,10080029.0
2005-04-01,61500,62600,61500,62300,7982,627986.0,10080029.0
2005-04-04,62500,63200,61600,63200,7310,637058.0,10080029.0
2005-04-06,63000,63000,61700,62000,18080,624962.0,10080029.0
2005-04-07,61900,62100,61400,62000,19270,624962.0,10080029.0
2005-04-08,61700,62000,61300,61700,11570,621938.0,10080029.0
2005-04-11,61300,61800,60900,61800,7460,622946.0,10080029.0
2005-04-12,61200,61800,60900,61400,14080,618914.0,10080029.0
2005-04-13,61200,61600,60200,60300,9580,607826.0,10080029.0
2005-04-14,60500,60500,57600,57600,38950,580610.0,10080029.0
2005-04-15,58600,59000,58000,59000,19110,594722.0,10080029.0
2005-04-18,58900,59500,58000,59100,6826,595730.0,10080029.0
2005-04-19,59100,60500,58300,60500,21170,609842.0,10080029.0
2005-04-20,60200,61000,58100,59500,12610,599762.0,10080029.0
2005-04-21,58500,60100,58100,60100,7350,605810.0,10080029.0
2005-04-22,59500,60000,59200,59200,2320,596738.0,10080029.0
2005-04-25,59700,60100,58800,59200,8122,596738.0,10080029.0
2005-04-26,59200,59200,58300,58500,13483,589682.0,10080029.0
2005-04-27,58300,58600,57500,58200,11991,586658.0,10080029.0
