삼성공조(006660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-10-21,7040,7040,6920,6990,890,56803.0,8126314.0
2009-10-22,7050,7050,6880,7010,1020,56965.0,8126314.0
2009-10-23,7100,7100,6910,7000,5550,56884.0,8126314.0
2009-10-26,7060,7060,6940,6970,2745,56640.0,8126314.0
2009-10-27,7040,7040,6820,6890,15160,55990.0,8126314.0
2009-10-28,6900,6900,6750,6870,6250,55828.0,8126314.0
2009-10-29,6940,6940,6800,6800,18200,55259.0,8126314.0
2009-10-30,6990,6990,6870,6880,1730,55909.0,8126314.0
2009-11-02,6880,6990,6870,6930,14450,56315.0,8126314.0
2009-11-03,6990,6990,6750,6940,2810,56397.0,8126314.0
2009-11-04,6940,6940,6800,6940,5360,56397.0,8126314.0
2009-11-05,6770,6970,6770,6850,541,55665.0,8126314.0
2009-11-06,6980,6980,6850,6900,1610,56072.0,8126314.0
2009-11-09,6970,6990,6800,6800,7026,55259.0,8126314.0
2009-11-10,6960,6960,6800,6800,2770,55259.0,8126314.0
2009-11-11,6830,6830,6790,6790,1230,55178.0,8126314.0
2009-11-12,6970,6970,6930,6940,390,56397.0,8126314.0
2009-11-13,6940,6940,6740,6810,756,55340.0,8126314.0
2009-11-16,6760,6790,6670,6670,4072,54203.0,8126314.0
2009-11-17,6780,6780,6620,6720,1290,54609.0,8126314.0
2009-11-18,6730,6730,6650,6710,2900,54528.0,8126314.0
2009-11-19,6710,6800,6660,6700,3910,54446.0,8126314.0
2009-11-20,6700,6710,6660,6700,8640,54446.0,8126314.0
2009-11-23,6700,6730,6610,6710,1131,54528.0,8126314.0
2009-11-24,6710,6710,6590,6590,3440,53552.0,8126314.0
2009-11-25,6700,6700,6450,6550,19130,53227.0,8126314.0
2009-11-26,6580,6590,6430,6490,3940,52740.0,8126314.0
2009-11-27,6490,6490,6160,6470,4010,52577.0,8126314.0
2009-11-30,6400,6490,6400,6490,1300,52740.0,8126314.0
2009-12-01,6490,6500,6310,6500,1060,52821.0,8126314.0
2009-12-02,6510,6540,6490,6500,480,52821.0,8126314.0
2009-12-03,6560,6730,6500,6650,3740,54040.0,8126314.0
2009-12-04,6690,6690,6650,6650,270,54040.0,8126314.0
2009-12-07,6690,6690,6530,6600,3940,53634.0,8126314.0
2009-12-08,6600,6600,6430,6470,3365,52577.0,8126314.0
2009-12-09,6460,6530,6450,6520,5370,52984.0,8126314.0
2009-12-10,6470,6550,6450,6490,5100,52740.0,8126314.0
2009-12-11,6560,6620,6450,6500,4390,52821.0,8126314.0
2009-12-14,6570,6730,6490,6570,5660,53390.0,8126314.0
2009-12-15,6570,6740,6450,6500,38901,52821.0,8126314.0
2009-12-16,6510,6600,6470,6500,8920,52821.0,8126314.0
2009-12-17,6550,6600,6500,6500,24480,52821.0,8126314.0
2009-12-18,6410,6550,6410,6540,12400,53146.0,8126314.0
2009-12-21,6670,6670,6490,6540,8240,53146.0,8126314.0
2009-12-22,6680,6680,6520,6600,4660,53634.0,8126314.0
2009-12-23,6600,6670,6460,6500,6371,52821.0,8126314.0
2009-12-24,6500,6680,6470,6510,5191,52902.0,8126314.0
2009-12-28,6520,6550,6450,6520,7681,52984.0,8126314.0
2009-12-29,6520,6520,6320,6520,1840,52984.0,8126314.0
2009-12-30,6490,6530,6430,6450,2161,52415.0,8126314.0
2010-01-04,6460,6550,6450,6530,10170,53065.0,8126314.0
2010-01-05,6530,6560,6500,6540,6819,53146.0,8126314.0
2010-01-06,6550,6600,6500,6590,6320,53552.0,8126314.0
2010-01-07,6470,6570,6470,6550,6620,53227.0,8126314.0
2010-01-08,6680,6680,6550,6560,2510,53309.0,8126314.0
2010-01-11,6560,6640,6520,6580,3287,53471.0,8126314.0
2010-01-12,6520,6570,6500,6570,3350,53390.0,8126314.0
2010-01-13,6460,6570,6460,6540,1820,53146.0,8126314.0
2010-01-14,6370,6630,6370,6560,7280,53309.0,8126314.0
2010-01-15,6500,6550,6310,6540,10500,53146.0,8126314.0
2010-01-18,6450,6500,6430,6460,10178,52496.0,8126314.0
2010-01-19,6440,6470,6400,6400,7100,52008.0,8126314.0
2010-01-20,6400,6420,6370,6400,5470,52008.0,8126314.0
2010-01-21,6350,6520,6350,6500,18760,52821.0,8126314.0
2010-01-22,6490,6490,6350,6400,7252,52008.0,8126314.0
2010-01-25,6240,6380,6240,6380,6300,51846.0,8126314.0
2010-01-26,6320,6400,6280,6300,12470,51196.0,8126314.0
2010-01-27,6250,6370,6250,6370,1000,51765.0,8126314.0
2010-01-28,6300,6370,6260,6370,8390,51765.0,8126314.0
2010-01-29,6370,7070,6360,6420,102261,52171.0,8126314.0
2010-02-01,6420,6500,6250,6280,25105,51033.0,8126314.0
2010-02-02,6280,6280,6210,6270,11734,50952.0,8126314.0
2010-02-03,6220,6360,6220,6270,40341,50952.0,8126314.0
2010-02-04,6340,6450,6270,6450,4481,52415.0,8126314.0
2010-02-05,6380,6380,6230,6330,3680,51440.0,8126314.0
2010-02-08,6360,6360,6190,6190,3410,50302.0,8126314.0
2010-02-09,6260,6360,6170,6360,2121,51683.0,8126314.0
2010-02-10,6360,6360,6280,6310,1220,51277.0,8126314.0
2010-02-11,6380,6380,6220,6290,8151,51115.0,8126314.0
2010-02-12,6300,6300,6200,6290,3471,51115.0,8126314.0
2010-02-16,6350,6350,6300,6300,1610,51196.0,8126314.0
2010-02-17,6360,6360,6200,6340,2060,51521.0,8126314.0
2010-02-18,6310,6310,6240,6280,1790,51033.0,8126314.0
2010-02-19,6280,6280,6200,6250,2550,50789.0,8126314.0
2010-02-22,6230,6340,6230,6300,3050,51196.0,8126314.0
2010-02-23,6300,6300,6260,6300,4250,51196.0,8126314.0
2010-02-24,6280,6330,6280,6330,970,51440.0,8126314.0
2010-02-25,6330,6330,6210,6320,2871,51358.0,8126314.0
2010-02-26,6310,6330,6260,6330,1130,51440.0,8126314.0
2010-03-02,6350,6390,6330,6390,5120,51927.0,8126314.0
2010-03-03,6480,6740,6460,6680,39381,54284.0,8126314.0
2010-03-04,6640,6710,6560,6570,7336,53390.0,8126314.0
2010-03-05,6570,6600,6410,6600,8309,53634.0,8126314.0
2010-03-08,6600,6600,6510,6530,8243,53065.0,8126314.0
2010-03-09,6440,6620,6440,6610,5932,53715.0,8126314.0
2010-03-10,6600,6600,6510,6570,3229,53390.0,8126314.0
2010-03-11,6490,6600,6490,6550,6761,53227.0,8126314.0
2010-03-12,6580,6580,6460,6490,1280,52740.0,8126314.0
2010-03-15,6510,6590,6470,6560,3505,53309.0,8126314.0
2010-03-16,6890,6890,6500,6630,3060,53877.0,8126314.0
2010-03-17,6630,6640,6550,6550,5190,53227.0,8126314.0
2010-03-18,6550,6580,6520,6550,3453,53227.0,8126314.0
2010-03-19,6700,6750,6600,6650,6522,54040.0,8126314.0
2010-03-22,6530,6670,6530,6660,10490,54121.0,8126314.0
2010-03-23,6660,6730,6560,6700,22654,54446.0,8126314.0
2010-03-24,6780,6850,6700,6750,21230,54853.0,8126314.0
2010-03-25,6750,6750,6650,6660,4960,54121.0,8126314.0
2010-03-26,6890,6890,6700,6800,17321,55259.0,8126314.0
2010-03-29,6800,6890,6710,6730,7199,54690.0,8126314.0
2010-03-30,6850,6880,6690,6740,20380,54771.0,8126314.0
2010-03-31,6780,6780,6680,6740,9330,54771.0,8126314.0
2010-04-01,6680,6830,6680,6740,4658,54771.0,8126314.0
2010-04-02,6770,6820,6720,6760,16498,54934.0,8126314.0
2010-04-05,6990,7000,6820,7000,22850,56884.0,8126314.0
2010-04-06,7080,7290,7080,7150,78441,58103.0,8126314.0
2010-04-07,7390,7440,7200,7290,44205,59241.0,8126314.0
2010-04-08,7260,7340,7150,7300,23900,59322.0,8126314.0
2010-04-09,7340,7340,7130,7290,18786,59241.0,8126314.0
2010-04-12,7430,7430,7210,7280,17370,59160.0,8126314.0
2010-04-13,7230,7360,7230,7290,7583,59241.0,8126314.0
2010-04-14,7300,7500,7300,7350,13865,59728.0,8126314.0
2010-04-15,7450,7450,7270,7340,12760,59647.0,8126314.0
2010-04-16,7420,7420,7270,7350,12200,59728.0,8126314.0
2010-04-19,7250,7310,7100,7270,20930,59078.0,8126314.0
2010-04-20,7380,7590,7230,7480,21110,60785.0,8126314.0
2010-04-21,7700,8530,7600,7940,141215,64523.0,8126314.0
2010-04-22,8000,8100,7820,8020,49600,65173.0,8126314.0
2010-04-23,8020,8050,7800,7890,14443,64117.0,8126314.0
2010-04-26,7900,7900,7580,7660,13750,62248.0,8126314.0
2010-04-27,7820,7820,7540,7730,22525,62816.0,8126314.0
2010-04-28,7610,7690,7450,7530,20180,61191.0,8126314.0
2010-04-29,7580,7670,7520,7600,14910,61760.0,8126314.0
2010-04-30,7780,7780,7460,7640,8890,62085.0,8126314.0
2010-05-03,7450,7570,7330,7340,13034,59647.0,8126314.0
2010-05-04,7390,7390,7210,7210,18982,58591.0,8126314.0
2010-05-06,7350,7350,7140,7290,11902,59241.0,8126314.0
2010-05-07,7040,7190,6900,7100,15140,57697.0,8126314.0
2010-05-10,7100,7300,7100,7270,9300,59078.0,8126314.0
2010-05-11,7430,7430,7170,7300,9261,59322.0,8126314.0
2010-05-12,7120,7390,7120,7300,2461,59322.0,8126314.0
2010-05-13,7400,7400,7200,7350,18920,59728.0,8126314.0
2010-05-14,7310,8400,7310,7610,54673,61841.0,8126314.0
2010-05-17,7740,7740,7210,7210,29391,58591.0,8126314.0
2010-05-18,7220,7400,7050,7260,18460,58997.0,8126314.0
2010-05-19,7150,7280,7000,7280,15260,59160.0,8126314.0
2010-05-20,7280,7330,7010,7150,11190,58103.0,8126314.0
2010-05-24,7050,7170,6830,7160,28318,58184.0,8126314.0
2010-05-25,7010,7120,6790,6950,8800,56478.0,8126314.0
2010-05-26,6840,7000,6840,6970,5040,56640.0,8126314.0
2010-05-27,6970,6970,6840,6900,8731,56072.0,8126314.0
2010-05-28,6910,7170,6910,7070,5783,57453.0,8126314.0
2010-05-31,7070,7170,7020,7080,4120,57534.0,8126314.0
2010-06-01,7190,7230,7120,7120,10650,57859.0,8126314.0
2010-06-03,7130,7250,7120,7120,7320,57859.0,8126314.0
2010-06-04,7200,7200,7070,7140,6090,58022.0,8126314.0
2010-06-07,6870,7100,6870,7070,3070,57453.0,8126314.0
2010-06-08,7000,7180,6940,7130,6270,57941.0,8126314.0
2010-06-09,7080,7190,7060,7190,3540,58428.0,8126314.0
2010-06-10,7110,7640,7020,7290,84534,59241.0,8126314.0
2010-06-11,7390,7400,7160,7240,15570,58835.0,8126314.0
2010-06-14,7200,7300,7170,7280,10193,59160.0,8126314.0
2010-06-15,7250,7300,7160,7300,6120,59322.0,8126314.0
2010-06-16,7360,7360,7170,7290,16480,59241.0,8126314.0
2010-06-17,7200,7250,7110,7250,13620,58916.0,8126314.0
2010-06-18,7200,7200,7100,7150,11020,58103.0,8126314.0
2010-06-21,7230,7230,7050,7110,13196,57778.0,8126314.0
2010-06-22,7100,7100,7020,7100,5460,57697.0,8126314.0
2010-06-23,7030,7080,6980,7070,10260,57453.0,8126314.0
2010-06-24,7050,7110,6920,7070,15710,57453.0,8126314.0
2010-06-25,7070,7070,6960,7050,9054,57291.0,8126314.0
2010-06-28,7020,7040,6930,7040,5760,57209.0,8126314.0
2010-06-29,7000,7000,6900,6950,11700,56478.0,8126314.0
2010-06-30,6910,7060,6800,7040,19746,57209.0,8126314.0
2010-07-01,7040,7040,6960,7030,29730,57128.0,8126314.0
2010-07-02,6920,7020,6910,6970,7750,56640.0,8126314.0
2010-07-05,6970,6970,6890,6930,7990,56315.0,8126314.0
2010-07-06,6910,6980,6820,6960,8664,56559.0,8126314.0
2010-07-07,6950,6950,6820,6920,4870,56234.0,8126314.0
2010-07-08,6910,6980,6880,6960,4902,56559.0,8126314.0
2010-07-09,6850,7100,6850,7000,5185,56884.0,8126314.0
2010-07-12,7000,7040,6890,7040,9910,57209.0,8126314.0
2010-07-13,7000,7010,6900,6990,7690,56803.0,8126314.0
2010-07-14,6970,7010,6860,7000,18250,56884.0,8126314.0
2010-07-15,7000,7040,6880,6970,11400,56640.0,8126314.0
2010-07-16,6880,7010,6880,6980,3570,56722.0,8126314.0
2010-07-19,6980,7080,6950,7080,45570,57534.0,8126314.0
2010-07-20,7110,7540,7110,7160,110098,58184.0,8126314.0
2010-07-21,7180,7270,7040,7100,28670,57697.0,8126314.0
2010-07-22,7040,7130,7030,7080,18509,57534.0,8126314.0
2010-07-23,7090,7110,7010,7060,12720,57372.0,8126314.0
2010-07-26,7060,7350,7020,7240,42770,58835.0,8126314.0
2010-07-27,7280,7340,7200,7230,21670,58753.0,8126314.0
2010-07-28,7220,7240,7100,7190,14270,58428.0,8126314.0
2010-07-29,7190,7200,7040,7120,10220,57859.0,8126314.0
2010-07-30,7080,7080,7020,7060,9259,57372.0,8126314.0
2010-08-02,7060,7190,7060,7130,16449,57941.0,8126314.0
2010-08-03,7190,7200,7100,7160,55990,58184.0,8126314.0
2010-08-04,7170,7170,7060,7120,9520,57859.0,8126314.0
2010-08-05,7110,7200,7110,7150,17025,58103.0,8126314.0
2010-08-06,7190,7190,7100,7180,11390,58347.0,8126314.0
2010-08-09,7150,7240,6900,7020,31210,57047.0,8126314.0
2010-08-10,6980,7100,6980,7090,23340,57616.0,8126314.0
2010-08-11,7080,7250,7080,7170,62520,58266.0,8126314.0
2010-08-12,7110,7760,7020,7560,100375,61435.0,8126314.0
2010-08-13,7520,7680,7370,7450,59274,60541.0,8126314.0
2010-08-16,7590,7590,7310,7510,38781,61029.0,8126314.0
2010-08-17,7500,7580,7270,7310,43364,59403.0,8126314.0
2010-08-18,7390,7390,7270,7330,35577,59566.0,8126314.0
2010-08-19,7300,7320,7080,7240,34981,58835.0,8126314.0
2010-08-20,7200,7200,7120,7160,7970,58184.0,8126314.0
2010-08-23,7110,7190,7040,7090,36750,57616.0,8126314.0
2010-08-24,7100,7200,7070,7160,10365,58184.0,8126314.0
2010-08-25,7120,7130,6930,6990,27241,56803.0,8126314.0
2010-08-26,6990,7060,6940,6970,14801,56640.0,8126314.0
2010-08-27,6970,6970,6910,6970,9916,56640.0,8126314.0
2010-08-30,7000,7030,6950,7000,26030,56884.0,8126314.0
2010-08-31,7030,7030,6880,6910,8460,56153.0,8126314.0
2010-09-01,6950,7010,6870,7010,7850,56965.0,8126314.0
2010-09-02,7020,7100,6930,7090,15690,57616.0,8126314.0
2010-09-03,7100,7100,6920,6990,7021,56803.0,8126314.0
2010-09-06,6990,7020,6940,6990,16520,56803.0,8126314.0
2010-09-07,7000,7020,6950,6990,21792,56803.0,8126314.0
2010-09-08,6940,6990,6900,6950,11190,56478.0,8126314.0
2010-09-09,6960,7000,6900,6960,13106,56559.0,8126314.0
2010-09-10,6910,7000,6880,6960,22744,56559.0,8126314.0
2010-09-13,6960,6990,6890,6950,13990,56478.0,8126314.0
2010-09-14,6950,6960,6910,6940,12641,56397.0,8126314.0
2010-09-15,6940,6940,6870,6940,5524,56397.0,8126314.0
2010-09-16,6900,6960,6880,6950,7070,56478.0,8126314.0
2010-09-17,6920,6990,6910,6960,9300,56559.0,8126314.0
2010-09-20,6950,7000,6920,6990,10450,56803.0,8126314.0
2010-09-24,6990,7090,6940,7080,23912,57534.0,8126314.0
2010-09-27,7130,7130,7020,7080,22702,57534.0,8126314.0
2010-09-28,7070,7080,6950,6980,20742,56722.0,8126314.0
2010-09-29,7030,7060,6980,7060,15007,57372.0,8126314.0
2010-09-30,7080,7080,6950,6980,9750,56722.0,8126314.0
2010-10-01,7040,7040,6950,6990,12390,56803.0,8126314.0
2010-10-04,7030,7030,6950,7020,9400,57047.0,8126314.0
2010-10-05,7050,7050,6970,6990,6680,56803.0,8126314.0
2010-10-06,7000,7050,6990,7000,23535,56884.0,8126314.0
2010-10-07,7040,7240,7000,7180,101672,58347.0,8126314.0
2010-10-08,7240,7290,7150,7210,23351,58591.0,8126314.0
2010-10-11,7300,7630,7240,7450,117556,60541.0,8126314.0
2010-10-12,7510,7840,7460,7630,98110,62004.0,8126314.0
2010-10-13,7730,7740,7480,7620,25857,61923.0,8126314.0
2010-10-14,7650,7680,7520,7570,28756,61516.0,8126314.0
2010-10-15,7510,7650,7480,7530,30441,61191.0,8126314.0
2010-10-18,7570,8470,7480,8210,343935,66717.0,8126314.0
2010-10-19,8300,8430,7900,7900,94096,64198.0,8126314.0
2010-10-20,7900,8020,7700,7930,22320,64442.0,8126314.0
2010-10-21,8100,8300,7930,8290,50889,67367.0,8126314.0
2010-10-22,8360,8370,8080,8160,29620,66311.0,8126314.0
2010-10-25,8160,8160,7900,8000,37630,65011.0,8126314.0
2010-10-26,8000,8000,7880,7960,18365,64685.0,8126314.0
2010-10-27,8010,8160,7970,8130,27140,66067.0,8126314.0
2010-10-28,8180,8190,8000,8100,19210,65823.0,8126314.0
2010-10-29,8100,8100,7790,7950,24526,64604.0,8126314.0
2010-11-01,7960,8290,7950,8290,24080,67367.0,8126314.0
2010-11-02,8320,8770,8270,8520,57610,69236.0,8126314.0
2010-11-03,8530,8630,8330,8340,21760,67773.0,8126314.0
2010-11-04,8320,8490,8230,8350,7400,67855.0,8126314.0
2010-11-05,8400,8420,8080,8150,21650,66229.0,8126314.0
2010-11-08,8230,8230,7900,7910,25251,64279.0,8126314.0
2010-11-09,7980,8040,7800,7800,25239,63385.0,8126314.0
2010-11-10,7670,8010,7670,7960,18340,64685.0,8126314.0
2010-11-11,7960,8000,7900,7940,13720,64523.0,8126314.0
2010-11-12,7990,7990,7500,7630,27196,62004.0,8126314.0
2010-11-15,7690,7710,7400,7470,23762,60704.0,8126314.0
2010-11-16,7410,7470,7310,7440,13404,60460.0,8126314.0
2010-11-17,7420,7780,7380,7780,23790,63223.0,8126314.0
2010-11-18,7850,7850,7690,7730,4926,62816.0,8126314.0
2010-11-19,7730,7850,7730,7760,5153,63060.0,8126314.0
2010-11-22,7750,7800,7650,7800,13440,63385.0,8126314.0
2010-11-23,7690,7900,7610,7850,75030,63792.0,8126314.0
2010-11-24,7300,7850,7300,7680,26700,62410.0,8126314.0
2010-11-25,7790,7800,7640,7680,42520,62410.0,8126314.0
2010-11-26,7830,8000,7550,7580,10670,61597.0,8126314.0
2010-11-29,7540,7580,7370,7500,16030,60947.0,8126314.0
2010-11-30,7450,7680,7450,7540,23531,61272.0,8126314.0
2010-12-01,7530,7590,7490,7590,3313,61679.0,8126314.0
2010-12-02,7590,7660,7500,7530,9901,61191.0,8126314.0
2010-12-03,7580,7580,7400,7490,12269,60866.0,8126314.0
2010-12-06,7490,7620,7490,7550,10210,61354.0,8126314.0
2010-12-07,7510,7590,7510,7560,8293,61435.0,8126314.0
2010-12-08,7560,7570,7500,7530,5860,61191.0,8126314.0
2010-12-09,7530,7780,7520,7730,27300,62816.0,8126314.0
2010-12-10,7730,7880,7720,7800,12810,63385.0,8126314.0
2010-12-13,7800,7900,7760,7770,6790,63141.0,8126314.0
2010-12-14,7770,7890,7700,7750,8110,62979.0,8126314.0
2010-12-15,7750,7800,7670,7800,10859,63385.0,8126314.0
2010-12-16,7800,7840,7730,7820,6243,63548.0,8126314.0
2010-12-17,7820,7840,7760,7800,10160,63385.0,8126314.0
2010-12-20,7790,7870,7530,7800,25757,63385.0,8126314.0
2010-12-21,7710,7820,7710,7750,9030,62979.0,8126314.0
2010-12-22,7840,7840,7660,7820,7060,63548.0,8126314.0
2010-12-23,7870,7900,7800,7820,10270,63548.0,8126314.0
2010-12-24,7850,7930,7790,7890,18096,64117.0,8126314.0
2010-12-27,7920,7970,7800,7820,7192,63548.0,8126314.0
2010-12-28,7910,7910,7700,7740,9470,62898.0,8126314.0
2010-12-29,7700,7770,7640,7750,6098,62979.0,8126314.0
2010-12-30,7720,7930,7700,7800,18170,63385.0,8126314.0
2011-01-03,7920,7920,7750,7840,8542,63710.0,8126314.0
2011-01-04,7950,7950,7750,7800,14731,63385.0,8126314.0
2011-01-05,7830,7850,7710,7750,16662,62979.0,8126314.0
2011-01-06,7900,7900,7760,7830,14730,63629.0,8126314.0
2011-01-07,7800,7940,7780,7860,13298,63873.0,8126314.0
2011-01-10,7910,8100,7900,8100,19224,65823.0,8126314.0
2011-01-11,8050,8150,8010,8020,23060,65173.0,8126314.0
2011-01-12,8020,8060,7970,8060,6880,65498.0,8126314.0
2011-01-13,8090,8110,8000,8100,18059,65823.0,8126314.0
2011-01-14,8100,8150,8000,8100,15050,65823.0,8126314.0
2011-01-17,8100,8110,7810,7870,24560,63954.0,8126314.0
2011-01-18,7810,8050,7540,8030,27920,65254.0,8126314.0
2011-01-19,8030,8030,7900,7920,16855,64360.0,8126314.0
2011-01-20,7920,7980,7900,7940,11260,64523.0,8126314.0
2011-01-21,7900,7990,7820,7820,18376,63548.0,8126314.0
2011-01-24,7620,7770,7620,7700,11120,62573.0,8126314.0
2011-01-25,7700,7980,7700,7940,17730,64523.0,8126314.0
2011-01-26,7940,7970,7900,7970,13570,64767.0,8126314.0
2011-01-27,8040,8060,7940,8000,8330,65011.0,8126314.0
2011-01-28,8000,8040,7950,8040,9090,65336.0,8126314.0
2011-01-31,7950,8040,7950,7960,16640,64685.0,8126314.0
2011-02-01,7920,8000,7860,7940,5290,64523.0,8126314.0
2011-02-07,8060,8060,7800,7820,9590,63548.0,8126314.0
2011-02-08,7820,7870,7800,7870,6600,63954.0,8126314.0
2011-02-09,7870,7960,7770,7910,4870,64279.0,8126314.0
2011-02-10,7810,7910,7810,7840,4620,63710.0,8126314.0
2011-02-11,7820,7840,7610,7840,6000,63710.0,8126314.0
2011-02-14,7840,7910,7730,7850,1638,63792.0,8126314.0
2011-02-15,7920,7920,7500,7740,8493,62898.0,8126314.0
2011-02-16,7770,7770,7610,7750,11157,62979.0,8126314.0
2011-02-17,7750,7850,7540,7700,5992,62573.0,8126314.0
2011-02-18,7780,7780,7610,7700,1640,62573.0,8126314.0
2011-02-21,7560,7830,7560,7600,4550,61760.0,8126314.0
2011-02-22,7630,7640,7430,7600,5090,61760.0,8126314.0
2011-02-23,7600,7600,7440,7520,2800,61110.0,8126314.0
2011-02-24,7310,7500,7310,7470,2270,60704.0,8126314.0
2011-02-25,7470,7500,7310,7500,5660,60947.0,8126314.0
2011-02-28,7690,7690,7360,7490,3981,60866.0,8126314.0
2011-03-02,7310,7490,7310,7490,4020,60866.0,8126314.0
2011-03-03,7370,7480,7370,7480,3430,60785.0,8126314.0
2011-03-04,7500,7590,7490,7570,2530,61516.0,8126314.0
2011-03-07,7550,7570,7510,7570,2500,61516.0,8126314.0
2011-03-08,7570,7700,7370,7700,12150,62573.0,8126314.0
2011-03-09,7700,7700,7400,7530,4790,61191.0,8126314.0
2011-03-10,7530,7570,7400,7560,3980,61435.0,8126314.0
2011-03-11,7500,7500,7320,7490,5230,60866.0,8126314.0
2011-03-14,7490,7550,7220,7550,9630,61354.0,8126314.0
2011-03-15,7550,7550,7320,7370,10890,59891.0,8126314.0
2011-03-16,7210,7360,7210,7280,8290,59160.0,8126314.0
2011-03-17,7270,7270,7120,7140,5455,58022.0,8126314.0
2011-03-18,7180,7280,7180,7280,3900,59160.0,8126314.0
2011-03-21,7280,7390,7280,7280,2460,59160.0,8126314.0
2011-03-22,7290,7340,7280,7330,2800,59566.0,8126314.0
2011-03-23,7330,7330,7210,7300,5140,59322.0,8126314.0
2011-03-24,7300,7400,7300,7370,7610,59891.0,8126314.0
2011-03-25,7390,7580,7350,7570,8490,61516.0,8126314.0
2011-03-28,7580,7750,7570,7700,19171,62573.0,8126314.0
2011-03-29,7730,7760,7680,7710,9640,62654.0,8126314.0
2011-03-30,7810,7810,7680,7730,10350,62816.0,8126314.0
2011-03-31,7800,7800,7640,7700,6620,62573.0,8126314.0
2011-04-01,7700,7700,7570,7670,4110,62329.0,8126314.0
2011-04-04,7730,7730,7530,7540,11690,61272.0,8126314.0
2011-04-05,7550,7600,7540,7560,2390,61435.0,8126314.0
2011-04-06,7630,7700,7560,7680,4329,62410.0,8126314.0
2011-04-07,7680,7680,7350,7570,3580,61516.0,8126314.0
2011-04-08,7600,7660,7600,7620,6710,61923.0,8126314.0
2011-04-11,7690,7690,7410,7690,9240,62491.0,8126314.0
2011-04-12,7690,7750,7570,7620,3351,61923.0,8126314.0
2011-04-13,7560,7640,7530,7610,6720,61841.0,8126314.0
2011-04-14,7650,7920,7650,7890,24320,64117.0,8126314.0
2011-04-15,7970,7970,7840,7910,14310,64279.0,8126314.0
2011-04-18,7910,8550,7860,8280,60400,67286.0,8126314.0
2011-04-19,8290,8390,7900,8100,27020,65823.0,8126314.0
2011-04-20,8280,8280,7900,7930,18591,64442.0,8126314.0
2011-04-21,7850,8000,7840,7920,15820,64360.0,8126314.0
2011-04-22,7920,8000,7690,7920,15210,64360.0,8126314.0
2011-04-25,7840,8150,7770,8120,18530,65986.0,8126314.0
2011-04-26,8120,8700,8020,8400,106264,68261.0,8126314.0
2011-04-27,8560,8560,8050,8140,32810,66148.0,8126314.0
2011-04-28,8140,8140,7880,7980,21362,64848.0,8126314.0
2011-04-29,7950,8190,7890,8000,13980,65011.0,8126314.0
2011-05-02,7900,7990,7750,7960,21910,64685.0,8126314.0
2011-05-03,7830,7830,7700,7720,14710,62735.0,8126314.0
2011-05-04,7710,7850,7710,7800,5840,63385.0,8126314.0
2011-05-06,7800,7800,7660,7660,8515,62248.0,8126314.0
2011-05-09,7650,7650,7550,7640,9110,62085.0,8126314.0
2011-05-11,7650,7760,7610,7760,4570,63060.0,8126314.0
2011-05-12,7760,7770,7600,7750,7930,62979.0,8126314.0
2011-05-13,7670,7880,7670,7770,8003,63141.0,8126314.0
2011-05-16,7760,7760,7750,7760,277,63060.0,8126314.0
2011-05-17,7580,7700,7510,7670,9317,62329.0,8126314.0
2011-05-18,7660,7720,7560,7690,7430,62491.0,8126314.0
2011-05-19,7700,7700,7530,7650,4230,62166.0,8126314.0
2011-05-20,7520,7640,7510,7640,4950,62085.0,8126314.0
2011-05-23,7660,7660,7420,7420,6130,60297.0,8126314.0
2011-05-24,7420,7650,7300,7580,2870,61597.0,8126314.0
2011-05-25,7540,7540,7370,7520,850,61110.0,8126314.0
2011-05-26,7520,7670,7420,7620,4950,61923.0,8126314.0
2011-05-27,7620,7640,7450,7450,8800,60541.0,8126314.0
2011-05-30,7600,7600,7410,7580,6850,61597.0,8126314.0
2011-05-31,7540,7590,7400,7520,6163,61110.0,8126314.0
2011-06-01,7440,7550,7410,7470,793,60704.0,8126314.0
2011-06-02,7310,7450,7290,7450,8450,60541.0,8126314.0
2011-06-03,7330,7440,7330,7430,620,60379.0,8126314.0
2011-06-07,7300,7390,7300,7350,830,59728.0,8126314.0
2011-06-08,7410,7440,7260,7380,2097,59972.0,8126314.0
2011-06-09,7350,7420,7310,7400,1470,60135.0,8126314.0
2011-06-10,7350,7530,7290,7530,3130,61191.0,8126314.0
2011-06-13,7520,7530,7350,7460,1330,60622.0,8126314.0
2011-06-14,7460,7570,7350,7560,1180,61435.0,8126314.0
2011-06-15,7520,7550,7520,7550,230,61354.0,8126314.0
2011-06-16,7500,7520,7210,7510,660,61029.0,8126314.0
2011-06-17,7500,7500,7340,7450,2070,60541.0,8126314.0
2011-06-20,7490,7490,7350,7430,1300,60379.0,8126314.0
2011-06-21,7650,7650,7410,7430,2400,60379.0,8126314.0
2011-06-22,7360,7500,7310,7440,3569,60460.0,8126314.0
2011-06-23,7440,7440,7340,7430,1354,60379.0,8126314.0
2011-06-24,7410,7430,7360,7390,6540,60053.0,8126314.0
2011-06-27,7390,7440,7350,7370,1380,59891.0,8126314.0
2011-06-28,7340,7470,7340,7470,1012,60704.0,8126314.0
2011-06-29,7470,7470,7370,7450,2540,60541.0,8126314.0
2011-06-30,7420,7460,7360,7450,1463,60541.0,8126314.0
